"Ambiguous" "Astrocyte" "Endothelial.1" "Endothelial.2" "Endothelial.3" "Ependymal" "Excitatory" "Inhibitory" "Microglia" "OD.Immature.1" "OD.Immature.2" "OD.Mature.1" "OD.Mature.2" "OD.Mature.3" "OD.Mature.4" "Pericytes" "res_ss"
"1" 23.2692104808468 5.89835418769799 9.00859707191876 0.383488037325635 0 0 4.27457600097339 0 11.9281879025129 2.36095767026747 6.26093130719633 0 0 23.7942481157995 2.72098949206592 1.63983392970803 8.4606258036873
"2" 1.06910433635612 6.25744738781145 0 0.0256325522667673 4.32136989780268 2.04717086146616 0.274430784593238 1.28062779758479 0 0 10.5862230952195 0 52.9447316366446 21.0033868465308 0 0 0.189874803723906
"3" 0 0 7.30593963108097 0.0894301681610384 4.07032413233796 0 0.637363163284385 0.197284426181033 0 0 4.27540528878938 0 48.3669897818173 34.1019036411765 7.83820349747234e-05 0 0.955281385136445
"4" 0 1.38979871760285 8.58238010081589 0.0104795055006534 0 2.412869300615e-16 0.160728888149109 2.18908827688424 0.192007694344182 6.08185452123936 6.96468203361531 0 33.3435506588491 41.0629744778983 0 0 0.0224551251010711
"5" 0 0 0 1.36472986782418 57.9309550495513 0 0.566924831205993 0.610587173900266 28.967969152996 0 1.31086290395438 0 0 0.590806952623631 5.61530215594862 1.55395202413172 1.48790988786387
"6" 22.0200214550821 0.789040995463467 0.889300000048858 5.69328344442736 0 3.09807378410725e-13 18.4531878278075 0 12.4122174659136 8.66732136443399 2.16987069404894 0 0 1.88203993236522 0 0.498344467582548 26.5253723528261
"7" 35.9659145313858 16.171403225886 3.08820568498245 0.0957701302397993 2.81463900122932 1.60001789524737 5.99835047586942 0 7.81957013823203 6.98773083361559 1.97061904561035 0 0 0 3.10017446609813 0 14.3876045716037
"8" 21.3509572896973 0 3.84603068803453 1.39627182661667 5.15841590204094 5.21832823455835 36.5807077068842 3.64393223543068 4.92033005916256 6.06967038187324 5.37725585911486 0 0 0.376440230268232 0 0.113893279208716 5.94776630710976
"9" 35.2821123586009 0.328911510569876 0.901361474045847 2.12738847563071 6.65422726261421 0.487558491878597 4.08849637630684 0 18.1680823363956 2.23203413590723 5.34042645125266 0 0 0.400697605061846 0 0 23.9887035217356
"10" 41.1917859748845 4.95549308958705 2.55758948753566 0.573886337002906 0 0.418054601691047 16.9104460512718 0 8.78164538513695 5.54169508211578 6.50930529133886 0 0 0.160242652309545 0 2.76721177572518 9.63264427140081
"11" 26.3745736918253 0 27.4896581600582 0.0930346876599058 0 1.65167742914857 18.8352286670707 0 2.70641737557826 3.14187016164035 1.94338896441865 0 0 0 12.4991060486814 3.73524536233358 1.52979945158513
"12" 20.0884662605934 6.03547803664977 1.2914274121508 6.38886095904201 2.21486528192823 0.579574049648646 21.106494184943 2.21721185949719 1.2780325327485 4.22389240224077 16.7733515980519 0 0 0.69667811840169 0 0 17.1056673041041
"13" 0 0 22.1789570877014 3.77399584558215 0.581159492298099 1.2499309406736 7.47411609815752 4.30793584454358 14.5240596176205 0.72841928269303 11.0382474696891 0 6.03465861419857 18.365593173659 0 3.65661802722817 6.08630850595533
"14" 20.4163270450987 0 1.43881406437957 2.11548738858911 0 1.41510451684373 3.9140209121041 0 31.8588504587662 17.842213933224 6.52046945317621 0 0 1.18463075597916 0 0.798053024627964 12.4960284472113
"15" 43.5956456026119 0.613825479452641 5.77374978028359 1.04133731385698 3.51208946944196 1.18269709523491 6.98864954238173 0 15.1358046964394 2.22314862494542 14.2792636440616 0 0 0.640081587548681 0 0 5.01370716374116
