"coord" "Ace2" "Adora2a" "Aldh1l1" "Amigo2" "Ano3" "Aqp4" "Ar" "Arhgap36" "Avpr1a" "Avpr2" "Baiap2" "Bdnf" "Bmp7" "Brs3" "Calcr" "Cbln1" "Cbln2" "Cckar" "Cckbr" "Ccnd2" "Cd24a" "Cdkn1a" "Cenpe" "Chat" "Coch" "Col25a1" "Cplx3" "Cpne5" "Creb3l1" "Crhbp" "Crhr1" "Crhr2" "Cspg5" "Cxcl14" "Cyp19a1" "Cyp26a1" "Cyr61" "Dgkk" "Ebf3" "Egr2" "Ermn" "Esr1" "Etv1" "Fbxw13" "Fezf1" "Fn1" "Fst" "Gabra1" "Gabrg1" "Gad1" "Galr1" "Galr2" "Gbx2" "Gda" "Gem" "Gjc3" "Glra3" "Gpr165" "Greb1" "Grpr" "Htr2c" "Igf1r" "Igf2r" "Irs4" "Isl1" "Kiss1r" "Klf4" "Krt90" "Lepr" "Lmod1" "Lpar1" "Man1a" "Mc4r" "Mki67" "Mlc1" "Myh11" "Ndnf" "Ndrg1" "Necab1" "Nos1" "Npas1" "Npy1r" "Npy2r" "Ntng1" "Ntsr1" "Nup62cl" "Omp" "Onecut2" "Opalin" "Oprd1" "Oprk1" "Oprl1" "Oxtr" "Pak3" "Pcdh11x" "Pdgfra" "Pgr" "Plin3" "Pnoc" "Pou3f2" "Prlr" "Ramp3" "Rgs2" "Rgs5" "Rnd3" "Rxfp1" "Scgn" "Selplg" "Sema3c" "Sema4d" "Serpinb1b" "Serpine1" "Sgk1" "Slc15a3" "Slc17a6" "Slc17a7" "Slc17a8" "Slc18a2" "Slco1a4" "Sox4" "Sox6" "Sox8" "Sp9" "Synpr" "Syt2" "Syt4" "Sytl4" "Tacr1" "Tacr3" "Tiparp" "Tmem108" "Traf4" "Trhr" "Ttn" "Ttyh2" "Adcyap1" "Cartpt" "Cck" "Crh" "Gal" "Gnrh1" "Mbp" "Nnat" "Nts" "Oxt" "Penk" "Scg2" "Sln" "Sst" "Tac1" "Tac2" "Th" "Trh" "Ucn3" "Vgf" "color"
"550x550" 0 0.518378341 33.78476144 7.452798087 0.7978357 19.053124023 9.698685798 6.167167092 3.893588182 1.036760669 9.008900004 0.518378341 3.541940796 1.036760669 0.702276093 4.651821739 26.183121302 3.423061996 1.036760669 8.77708095 5.774933057 3.247292846 2.536872462 0 2.591947662 2.775824093 0 9.230554982 3.518580356 0 0 5.250388184 25.29723128 29.775420397 3.405871295 0 4.564429189 7.386229594 2.296856164 1.133241383 0.518378341 10.830104145 8.43913698 0.7978357 0 41.386428764 2.720742934 5.0574895 12.55712507 34.8121631 2.441289562 2.688412561 0 24.356728382 1.148424024 0.518378341 2.449455424 31.062233599 2.591947662 2.744097146 4.514890212 50.604865234 6.232102813 9.364374909 5.346868898 3.517510598 44.196 0.518378341 3.327457517 1.133241383 0.518378341 4.548092979 1.220654434 1.404528893 44.472187798 1.220654434 2.073548 45.634256929 3.780857815 7.890107706 2.591947662 6.567508496 8.240010656 0.518378341 11.23770556 0 5.424336617 4.994263869 2.393516772 0.702276093 2.536872462 23.170414693 1.220654434 21.063817801 4.555373193 0.518378341 3.294223755 0.702276093 8.845939787 4.045136496 2.073548 5.250388184 5.624313681 17.270059143 2.202364593 1.148424024 1.036760669 95.622390245 9.06699841 43.625537603 0 1.500111793 39.907356192 3.405871295 1.595673122 1.220654434 0 3.589713586 60.421965391 16.942243535 12.724857178 6.062737504 0.702276093 4.732005856 1.500111793 19.74751087 15.625475837 1.036760669 1.036760669 8.823900809 5.312725912 3.893588182 0.702276093 1.220654434 14.697889613 0.032568336 0.022534204 0.233876881 0.131066532 0.009755436 0.023624298 0 0.093464404 0.001057584 0.003710575 0.046468859 0.131514178 1.299959697 0.010991257 0.131297088 0.153081617 0.215758461 0.102504205 0.037200214 0 7
"550x650" 0.612612419 0.498476719 0 76.264294522 3.162651594 0.46983979 14.643388556 65.314253135 0 0 14.568494148 3.346108587 0.939679608 2.843898287 10.183137642 29.237963331 48.280557283 5.977128315 2.083967476 3.930479943 4.387000951 3.104591599 0 0.46983979 9.018859818 12.96716525 0.645811149 19.196089518 1.585490757 4.27458099 1.76144605 1.115650939 42.020780361 8.247319567 1.695044651 0 1.580928928 1.29160626 0.612612419 0.46983979 0.498476719 11.796675025 3.346963762 2.877126341 4.814515499 0 8.229546069 16.571513741 11.233019089 77.324257613 1.438156327 0.996916935 1.115650939 32.034941954 0.968316509 1.904218679 28.315289938 71.95395154 0.498476719 5.418868858 19.657096089 15.676835272 16.057735314 40.825058618 5.269495349 6.639511819 0.645811149 0 0.612612419 0.939679608 1.728263358 0 0.968316509 1.082452209 6.65160409 0 3.047691046 15.37999016 8.269784753 22.792970617 0.968316509 6.252699348 1.466756725 1.756900287 0 0.939679608 9.826936241 5.217124597 0.612612419 2.520606167 4.072873232 26.047353815 2.022129448 28.604596404 20.440418342 1.29160626 8.788168505 0.46983979 4.534371884 8.290920536 7.747338009 5.533004558 6.299906428 0 14.165219419 7.922044644 0 3.92632815 1.144287868 25.978408708 8.192592341 0.939679608 7.465869513 0.46983979 36.784894185 0 0.645811149 1.438156327 1.258423568 6.798154793 8.079182579 3.717240422 0.612612419 2.112567874 0 64.445349348 13.909774553 0.46983979 3.370975404 1.728263358 10.440032739 2.696579895 7.004341208 0 0.645811149 0.023396409 0.027198215 0.013284268 0.167230604 0 0.004514245 0 0.004057305 0.010131932 0 0.274705912 0 1.475079149 0 0.209906892 0.066167286 0.244816239 0.153880941 0 0.183837699 7
"550x750" 0.648048544 0 8.513327976 52.419955226 5.658731159 6.42194858 21.848000244 42.51448964 0 0 63.638998672 14.749937334 0 0.820036091 0.778688921 36.415162972 71.854600304 17.136082806 13.737778985 11.197402825 30.221006634 15.995430005 2.424371602 1.443265865 21.453242069 21.536943795 1.246466776 38.783733029 5.710285911 1.557407886 3.741668912 2.528202166 52.208940712 13.748568767 1.296095778 0.778688921 0 31.03493578 0.623229774 0.778688921 3.457691405 16.14596865 1.401918695 10.594491096 0.888165248 0 3.482821494 41.397581764 40.985666398 198.848396393 0.820036091 3.034838719 0.648048544 90.452042819 5.850897928 11.095505105 42.258283773 141.128474894 2.604292266 2.324278955 14.548206881 28.67878163 27.830573408 96.728165012 25.088776845 7.019111022 2.080872755 1.666854169 4.918623882 2.331431113 12.636920372 5.575775359 0.623229774 0.778688921 26.762492759 1.640036918 2.596359149 29.745410741 9.881394297 27.871327093 2.979479657 9.764284647 9.700078119 4.297380147 6.224318849 4.623435309 3.076150625 11.962340228 2.411608945 24.560992129 5.671066649 60.424563186 9.512219074 65.764290915 19.360135029 0 16.363654592 2.134632024 11.607381683 12.149215791 38.302770164 3.741668912 10.190495805 2.18063766 26.016916745 0.648048544 0.623229774 1.557407886 4.331294225 65.166032122 0 3.658075721 14.513818823 3.99187699 20.431944383 0.778688921 0.888165248 15.171027147 8.000631022 18.166480566 13.204995841 7.047483792 2.256149798 9.064200709 1.468084635 75.609702145 8.729181391 4.188687528 6.455157118 5.57625942 29.63301869 4.315230199 5.759799509 2.803874662 1.869657065 0.069015785 0.173549641 0.151672509 0.344939511 0 0.046138833 0.03987946 0.196865401 0 0.020641446 0.063874224 0.229747849 4.799352838 0 0.318008077 0.190955973 0.133497824 0.179333805 0.024436397 0.715130583 11
"550x850" 0 0 18.017537243 30.397376406 2.70311643 1.562946797 6.87131487 124.858169578 0.508064789 2.019604056 24.552338858 4.407867599 0 0 0 1.562946797 13.626338449 1.054921194 5.352208577 3.843209831 3.07452525 0.546856405 2.566460461 3.07452525 4.57249901 3.75801237 1.016090392 24.026852785 1.601791531 0 2.527668845 0 20.920491951 11.328250067 2.527668845 0 0 4.37489519 0 1.054921194 59.474948216 2.664285628 4.761526034 0 0 2.566460461 1.648195236 43.195177237 7.353202633 143.86160927 0.546856405 1.524178132 0 11.933312175 0.508064789 52.316792136 24.118041854 66.30099874 6.195557547 1.054921194 15.795069456 17.538657062 16.427186522 29.584393478 3.164762208 1.093726742 1.648195236 0.508064789 2.195051641 0.508064789 18.642017837 0.546856405 2.70311643 0 10.634590307 0 1.093726742 72.983739847 1.054921194 41.983895495 0 15.5587892 4.820531558 6.592765726 3.595131344 2.527668845 3.789210406 3.75801237 14.867296165 5.65354875 1.093726742 35.377744772 3.804418215 25.261113808 11.797644111 0 3.07452525 3.306528768 3.125941799 3.75801237 9.958486793 0.546856405 7.836141623 0.546856405 19.802876383 1.016090392 0.546856405 1.016090392 0 24.579963265 0 0.508064789 150.772064769 2.195051641 8.527114756 0.508064789 0 0.508064789 3.267737152 8.375392756 0 15.914479121 3.172373368 0.546856405 0.546856405 39.219878118 4.32261916 0.508064789 0.546856405 0 11.01336823 2.695489975 0 0.508064789 47.88450987 0.022958228 0 0.057840037 0.196789943 0 0.006580702 1.55149707 0 0 0 0.124506853 0.069328151 1.674824339 0.008973128 0.262665525 0.136768387 0.760513308 0.026062936 0.024537833 0.197956884 6
"550x950" 6.810407373 6.661957884 12.733136159 23.680483229 3.360394978 25.441684429 5.76165854 46.418275902 0.536031068 1.042913602 17.863145576 0.536031068 5.409700844 0 2.084324048 8.72251223 8.327312962 0 0 32.361686809 20.666375587 40.30572735 2.621846879 1.57894467 3.184476037 2.317481376 0.65394095 8.809439127 3.270818088 1.040422012 3.360394978 2.1149625 28.600891278 19.513922428 1.189972018 1.781463546 1.694362962 7.283410926 0 1.57894467 12.70923743 2.824377148 8.353912078 8.487426337 0.536031068 59.720738259 6.214072476 23.003227997 9.621122086 69.456720424 1.189972018 4.700299434 1.040422012 23.675725025 1.57894467 24.50659206 11.702339061 22.422635462 3.925535698 0 2.797994975 41.904691967 9.694858338 16.927045042 7.081904988 1.608074543 58.35802896 1.040422012 0 7.312308773 16.965926118 7.348753682 1.189972018 2.085815811 76.245557583 44.839848873 3.302437505 79.442699393 2.620355116 35.424068125 0 13.436310478 1.072048898 1.245432478 7.057043239 0 9.050866758 1.040422012 8.49026045 3.186967627 4.808248533 33.072527752 5.299426846 22.930447233 4.752855945 12.78924958 6.009859746 5.55558043 5.393744138 3.304929095 6.356554751 0 8.560449523 272.15583197 13.966471604 0 1.57894467 6.583710733 3.980219498 16.271803403 5.364608842 1.245432478 94.813490624 2.94228703 6.55458086 0 0 0.536031068 47.519325281 9.794031133 12.086586358 8.489354902 2.821885558 0 1.042913602 18.32266843 12.824089292 2.619366682 1.608074543 7.05537275 5.141828597 4.824080809 0 0 34.400808594 0.029595782 0.024688684 0.154757415 0.232567675 0 0.066050539 0.867583378 0.200811573 0 0 0.067393761 0 3.236059053 0.099380282 0.116712719 0.126104497 0.82447404 0.071118583 0.071371883 0 7
"550x1050" 0 0 2.035083073 40.275829332 6.902958976 3.019738178 9.216764302 60.003942388 0.712537144 0 9.671848792 0.631661251 1.509896557 2.137689757 0 1.403421822 15.408710546 3.636725935 0 0 1.414264577 7.669378516 2.126829378 0.878235306 1.509896557 13.428895283 2.924161134 8.376403328 2.056763196 0 1.263288934 3.438460719 22.008102307 6.796522986 1.509896557 0 2.677553511 10.175424294 0 1.403421822 0.701727433 4.653460209 3.298364708 2.458176677 0 1.579962739 1.333388684 2.115958966 9.425771478 152.93299806 0.631661251 1.344198395 0 22.213323474 1.965016367 0.712537144 7.237077078 37.584156003 0 2.222433701 9.733717191 22.143731701 11.35049526 13.447519061 7.134373459 1.894942886 0 0 0.701727433 0.701727433 5.720163806 4.906995718 1.414264577 2.773178192 9.768978817 0 0.878235306 14.97599908 0.712537144 3.159871066 0.712537144 1.59077245 1.975826078 1.414264577 2.85025949 0.878235306 4.353119563 0.878235306 1.509896557 3.625855523 0 15.733015732 1.894942886 29.062058935 4.90000757 0 5.907447107 0 6.73689808 0.878235306 0 0.631661251 3.897917202 1.965016367 8.824984981 0.878235306 2.126829378 0 0.712537144 8.980968823 6.175228692 1.333388684 2.388110495 1.59077245 3.170713821 0.701727433 0 0.878235306 0.712537144 5.029233169 2.035083073 1.414264577 0 0.701727433 0 35.842022537 1.509896557 8.292393165 3.460185018 3.228358264 3.3792479 1.344198395 0 0.701727433 0 0 0.015254902 0.029923577 0.135161075 0 0 0 0.018093583 0 0 0.015754715 0.088358567 0.692839609 0.739906667 0.095221082 0.086329313 0.217280385 0.005619995 0.029570286 0.732564532 6
"550x1150" 0.6411943 0.72818408 22.702469837 2.968249451 1.456405154 13.57823414 5.675222331 20.886267336 0 0 7.396897133 2.592332694 0.581757856 0.72818408 0 0 20.119550972 0.581757856 0 2.912731079 0.6411943 2.56475757 0.6411943 2.67935731 1.456405154 5.528764347 0.581757856 5.67909206 1.891749343 0 1.163565263 2.968249451 22.69107036 14.19256998 0 0 0.6411943 7.863658194 0 0 0 1.163565263 1.282390758 0 5.097334204 0.581757856 3.174140101 12.810588574 5.679395521 41.081689708 7.281900338 1.222952156 0 11.853585938 0.581757856 0.72818408 10.250149789 14.294984284 1.222952156 1.163565263 6.25692333 7.076376858 3.055239231 12.34767529 0.6411943 2.03816301 0 0 1.891749343 0.581757856 1.222952156 0 0 0 42.836916717 1.222952156 0 2.03816301 0 2.766321993 0 3.640983239 2.327055151 0 2.968249451 0 0.6411943 1.309941936 0.581757856 3.3481294 0 12.43081127 0.6411943 12.225046439 2.56475757 0.72818408 5.382368896 3.847077905 3.494488935 1.282390758 3.637043036 0 1.309941936 0 7.365300843 1.222952156 0 0.6411943 0.72818408 11.030034867 1.222952156 0 2.327055151 0 9.75540927 0 0 1.745301201 2.010574838 0.72818408 6.411907658 6.439370671 0 0 2.386495501 15.284197557 3.114679581 6.466781196 1.163565263 2.445956021 2.473485281 2.592332694 0 0 16.02942562 0.091575859 0.027147941 0.017407887 0.017660038 0 0.017829655 0 0.034215399 0 0 0.58678397 0 0.312562523 0 0.032388124 0.142582549 0.177976782 0.011235483 0.007373449 0.005425973 5
"550x1250" 1.649109858 0.62888341 4.227905509 26.859843239 1.771243727 1.974786136 22.073620419 25.876843015 1.25777157 0.538367159 9.525785628 3.567393376 0.898054001 1.974786136 2.882002783 0.269170591 23.948215376 3.927062845 0.62888341 2.040440295 6.449384493 3.442871452 1.43643208 0 4.286767183 12.550077597 0 4.397473589 0.269170591 1.076729825 2.456669092 1.345902726 24.181209629 2.938505216 1.076729825 0.62888341 0.538367159 8.799838774 0.269170591 1.167250569 4.250408159 39.131543272 0 0 0.269170591 0 1.167250569 20.87404124 4.669002868 85.35064088 0 0.751055857 0.269170591 12.157278122 0.62888341 4.037673306 6.505879663 40.712267697 1.771243727 0 3.773313953 10.855996444 9.134456169 24.513791793 2.040440295 2.008827427 0.269170591 1.020226448 0 0.269170591 2.309621806 2.791486532 0.538367159 0.898054001 5.035482195 0.269170591 1.705613235 9.367153463 10.447951635 5.664370355 0 3.388695686 12.369394234 7.456084617 7.480530913 0 2.69417122 3.755213273 1.558604527 1.827785682 3.902200882 25.087484609 7.410822963 31.19152941 12.235912514 0.751055857 9.632315025 0 2.938505216 7.456084617 27.822251488 1.884297144 6.261567479 1.526942161 4.340895102 0 0.898054001 1.020226448 0 9.166093663 1.25777157 0.898054001 9.511910823 1.167250569 3.780061534 0 0.751055857 0 1.167250569 1.167250569 2.187487937 4.969783262 1.076729825 0.898054001 0 36.97490595 1.918306426 1.827785682 1.649109858 1.771243727 11.061972876 2.400127137 0.269170591 0.898054001 3.499352302 0 0.022457607 0 0.045215008 0.011086473 0.00037196 0.065982316 0.007704505 0.119739453 0 0.353094115 0.058027607 0.585630431 0 0.038883862 0.043072218 0.023429662 0 0 0.030186845 5
"550x1350" 0.938206296 0 1.799821855 28.522954416 0.614581604 1.045385124 25.844456686 29.96627325 1.799821855 0 6.444966528 4.721728859 0.938206296 15.38572552 40.58406055 42.790143915 23.376469081 1.659957148 1.045385124 0.861615559 9.605371268 0.614581604 1.5527879 0 5.6577067 3.967240188 3.890625523 6.412173421 1.292450675 0 6.659187514 5.399538422 18.807970447 2.307274521 1.476197163 0 0.614581604 2.661471895 1.369009816 1.476197163 0 34.852049749 0.861615559 0 0 0.43080352 2.090769187 14.219924231 8.321419524 57.708498632 1.843675262 1.799821855 0 13.244071835 0.43080352 1.369009816 18.681263953 35.952127507 0.938206296 1.045385124 3.212685078 16.406898101 12.7938356 41.574963621 0.614581604 0.43080352 1.5527879 3.352668164 0.938206296 0.938206296 1.369009816 1.369009816 1.659957148 0 2.952419227 0.43080352 2.307274521 9.657710701 13.810970731 2.598163444 0 4.982068108 13.071436161 6.285579719 1.369009816 2.598163444 3.352668164 3.75291448 0.43080352 0.614581604 3.276053499 23.727481559 0.43080352 33.675120877 4.752201766 1.876471001 21.079656852 0.861615559 2.705290821 1.229153628 28.318839554 0 4.505147157 0.938206296 10.335507485 0 0.938206296 1.476197163 0 10.499912077 1.369009816 4.398075304 0.43080352 5.075894447 15.042168559 0.938206296 0 0.43080352 1.98359142 11.512433533 0.938206296 0.861615559 0 0.938206296 0.43080352 39.792292111 0.614581604 10.906279277 0.861615559 2.921856125 8.041621796 0.43080352 4.62558454 0 0.614581604 0.234877069 0.024120147 0 0.003851564 0.00106904 0.006933985 0 0.192310784 0.195887855 0.006798361 0.577901903 0.398027772 1.366686378 0 0.050811943 0 0.011721315 1.086309389 0 0 5
"550x1450" 0.262495969 0.262495969 27.392593145 41.761818851 1.049934573 32.063650615 23.331088429 15.461559487 1.837396313 0 7.518549876 2.443439441 4.110278973 0.262495969 4.055420827 0 9.799888255 3.123617977 5.267446429 0.524965435 13.669937687 4.254698478 1.049934573 0 9.712726072 13.104959128 3.692546085 4.912997266 0.262495969 0 1.012866528 1.955537387 26.513326067 13.063987715 0.262495969 0 6.184007476 6.606157345 0 4.110278973 12.556651203 45.229327725 5.359310055 0.262495969 1.168103447 0.262495969 1.430599416 18.190520112 7.559758544 52.96808305 3.00549976 0.524965435 1.430599416 0.524965435 2.21803802 33.922135591 13.706969185 19.333087462 0 0.262495969 0 13.126864296 7.511699766 42.12333887 1.049934573 2.587766872 0.262495969 1.049934573 0.262495969 0 5.621806024 11.244220325 0.262495969 1.430599416 39.746656254 0 1.275335994 27.140848617 9.637672139 2.942175526 1.012866528 7.485470943 9.570521218 7.877440363 0.262495969 0.262495969 7.078671634 0 19.018540659 1.012866528 6.361376517 12.602081677 1.430599416 31.13615825 8.942381817 0.524965435 10.930865497 2.705907946 2.099845153 10.487124602 4.875947212 0 6.302525268 0.750370559 3.2679486 0.262495969 0.262495969 0 0.78743394 9.870069908 0 1.012866528 73.501703086 1.430599416 8.587796014 0 0 0.524965435 0.262495969 13.77330298 9.0451789 13.943354856 0.524965435 1.012866528 1.693068882 21.30347859 1.693068882 0.262495969 3.467113497 2.21803802 3.863075804 5.422680827 4.539254147 0 36.285576024 0.004902207 0.029382574 0.05658636 0.266919073 0 0.048963494 1.034690407 0.056669081 0.078283629 0 0.203109068 0.255388078 1.945907668 0.01004076 0 0.003766737 0.020579405 0.106040487 0.016321001 0 6
"550x1550" 0 4.576991724 104.052795424 11.372418675 1.848852735 73.000628284 37.496101456 35.927959011 0.924420613 1.095077052 22.566741246 4.622118562 21.10462874 11.648266879 5.665423543 10.123504202 9.625592793 1.471953902 8.868305226 2.190141891 10.677710792 24.048670286 0.547533289 2.774248985 21.714770215 10.258546281 4.344539766 3.320821685 2.264820131 0 1.848852735 7.018383001 50.439117556 31.416448949 0.547533289 0.924420613 20.111803701 21.297803716 0 0.547533289 0.547533289 17.495708981 3.47960685 1.069617081 3.613705574 20.820991972 4.284329305 23.535896021 13.223094973 63.490462157 1.61715037 4.576991724 3.613705574 16.019803479 4.052607894 5.917391242 18.141651342 17.349895501 7.033598683 1.340399518 1.848852735 59.975969772 10.049010257 53.332029808 0 0.924420613 24.141779771 6.33857746 0 0 2.264820131 3.928560861 0 1.471953902 92.095298086 0 1.069617081 57.279857852 16.567494198 5.134041918 0.547533289 4.700278848 0.547533289 2.943929787 0 0 2.629052517 13.872432862 2.497498133 0 0.547533289 33.437711648 3.114562504 55.785847461 19.19472223 0 13.733960451 2.314209822 5.122198145 18.609830595 20.155251565 0 5.922610064 32.241339645 0.547533289 0.924420613 0 1.471953902 25.916775696 13.282262935 0 3.505093651 9.914115475 6.242770683 39.73089441 0 0 0 52.527130532 18.376830338 16.158954302 15.557301468 0.924420613 0.547533289 3.208816584 44.861350051 7.077182032 0.547533289 1.157098615 6.291942417 3.698669598 2.190141891 5.777428644 0 38.768364289 0.017813331 0.13524694 0.064343949 0.105104815 0.017911451 0.0484419 0 0.00641129 0.478834182 0 0.038345775 0.320973947 1.954606923 0.002487347 0.044775549 0.211805555 0.232701077 0.013014286 0.016558096 0.012454465 9
"550x1650" 1.268059932 0 10.685310937 61.863303473 0 5.151504803 30.839932371 43.152311613 3.075453486 0.541842455 9.635446885 7.717337114 1.079359716 4.015574054 7.529510353 3.133557206 33.880530614 5.886361772 4.903084517 1.70858754 17.370169043 3.872551955 2.347419648 7.598223519 13.070157835 63.739403501 2.407347994 31.362504918 3.67725729 0.634481465 2.880582195 29.821208423 45.51039867 16.807481743 3.308141905 0 2.311286788 76.404648565 0.634481465 0.633578467 8.770593829 30.841274298 1.808991124 0 1.171998726 7.056381064 3.522870465 30.010196882 10.759219318 127.921477957 4.479237633 3.671999311 3.941720372 7.497708719 1.70858754 1.079359716 40.185512457 67.319967269 2.442523654 10.578302594 6.243928512 24.207565945 20.401507089 126.839652104 9.497386088 7.525422181 1.17632392 5.021080088 0.633578467 0.541842455 1.809902387 4.242839108 1.231927072 2.98098985 14.057288045 1.08372307 1.268976511 41.902436285 19.30576486 13.554937276 0.633578467 3.867370052 18.184025979 23.872288557 3.705347296 1.268059932 3.616425946 11.181910917 1.079359716 2.499075741 5.320704947 58.349460332 0.634481465 84.058534931 23.732055124 3.040918196 16.948799262 1.268059932 19.76129879 3.076114699 28.356936415 0.541842455 4.509609434 1.08372307 13.832550702 5.617733817 1.175420922 1.079359716 3.491956764 24.477278254 0.634481465 6.440750176 4.303716577 1.171095728 43.044123678 0.633578467 1.712938183 1.079359716 2.944865255 10.548487288 0.633578467 9.306811059 0 3.527178361 1.171998726 112.06917944 2.982847479 2.247003728 3.517532727 2.352699581 11.419645131 4.883528678 1.769444333 2.499987004 6.289131755 0.096262546 0.249449944 0 0.201394492 0.031592082 0.012614937 0.132225678 0.167242425 0.32455113 0.006043131 0.625125189 0.819410804 3.517975617 0 0.554909416 0.316205391 0.823613887 0 0.001907828 0.227878571 12
"550x1750" 0.6548171 0.620540913 15.726574873 58.230636129 1.227531995 13.312845563 23.575029959 32.512924304 4.601329346 2.120288468 9.392501431 5.104010028 0 7.724696587 12.965043496 2.154547628 56.670829903 4.036907158 5.758814666 2.372945699 18.047425912 2.348457398 2.502872981 0.310267594 0.930812048 7.718732447 0 7.414471683 0.882982489 0 1.193255808 4.581745103 23.965001813 3.493871102 3.620082025 0 1.155198049 16.162719896 0 0.965084694 0.6548171 4.765539941 1.689923939 1.499747555 0 0.882982489 2.38655154 22.828732701 9.187959815 54.983485096 0.310267594 2.120288468 0 0.930812048 0.310267594 1.689923939 4.348650466 39.045226345 1.499747555 0.6548171 6.835737595 13.146177607 13.93944565 51.263724113 10.892577493 3.968356147 2.645205471 0.620540913 1.155198049 1.155198049 4.63932331 0.844930455 4.734962801 0.620540913 37.25202076 1.810015149 0.310267594 26.239466277 3.968356147 2.338669512 0.572714895 10.865418625 16.495213657 1.227531995 0.965084694 0.882982489 5.041548719 0.572714895 0 1.503526943 4.515147576 25.880476413 0 37.515022762 10.714175619 3.107556842 6.685868805 1.193255808 5.361562794 0.572714895 21.764837797 0.620540913 9.838942243 2.727262523 9.830255575 2.430559603 0 1.990388371 5.952714902 26.534035431 1.813808519 0.930812048 1.275358013 2.420815929 44.588463173 0.844930455 0.965084694 1.689923939 2.430559603 6.505535947 2.468625619 6.65794483 0.620540913 7.556761828 1.465471368 38.445575642 1.155198049 1.275358013 2.658738974 4.50681254 9.018215883 2.38655154 0.310267594 0.572714895 4.629529014 0 0.277907573 0 0.092570051 0.036446015 0.00273165 0.104675939 0.050178768 0 0.015785245 0.18999635 0.157657261 0.854470964 0 0.148384222 0.079830706 0.580736125 0 0 0.072570823 6
"650x50" 0 2.407218617 31.991219781 84.254555717 0 37.87074896 7.903264311 5.879755857 1.342917377 0 2.685860675 2.502199548 1.821828532 0.724725562 0.618191815 28.730902542 44.387005251 0 0 9.094105862 3.705587192 4.897829472 0.724725562 1.928362279 0 3.091004903 0.724725562 43.109617809 3.12014229 0.724725562 9.024412431 1.449458016 25.081478741 9.573019332 1.342917377 0 0 0 0 0 2.546554094 0 1.236402659 1.928362279 0 0 3.226676037 20.027264944 11.005846636 1.203636717 3.120391363 2.685860675 1.928362279 13.245594975 0.724725562 2.653094733 22.481942102 16.259450109 1.203636717 0 5.00399055 27.589113836 10.703833052 0 0 1.236402659 2.501950475 1.821828532 1.236402659 0 0.724725562 0 0.618191815 1.961128221 49.172237696 6.207627267 1.236402659 26.852682879 60.651264854 9.556375599 0.618191815 12.763093079 7.985224849 26.045451739 0 0.724725562 3.845123817 7.505894661 0 1.777473986 1.854631146 31.2018816 1.342917377 40.363065679 4.433956624 0 1.961128221 0 1.342917377 6.636299052 2.501950475 24.306617276 1.449458016 2.501950475 18.207553667 13.966760071 0 0.724725562 0 27.838249826 0 0.618191815 11.321927455 3.271286548 114.309673707 1.342917377 0 0 3.12014229 19.224617665 5.060297463 6.112789922 2.067649831 0 0 136.809347737 2.501950475 3.12014229 3.226676037 2.501950475 6.530750286 0.724725562 2.579356708 0 18.05460718 0.415190334 0.013723405 0.44329376 0.052147346 0 0 0.011465328 0 0.018787482 0 0.005490566 0 0.249457703 0 0.158851595 0.113135034 0.390170335 0 0 0.100458657 5
"650x150" 0 1.159832142 24.42403527 80.025002756 8.019659576 22.580488091 18.14572012 7.766294092 0 1.453860092 18.692458097 2.907726295 2.327795611 0.435687767 0 110.149232988 73.739201024 3.232202544 2.469478543 24.423605504 2.616669329 2.796518859 1.015589225 0.435687767 0.579901458 10.38707885 2.763483378 40.65743862 5.466246919 0 8.410053958 0.873958634 56.012728685 15.643466785 0.579901458 0 6.269423992 3.399443777 0 0 5.955366191 0.579901458 1.742710695 0.579901458 0.579901458 1.309646401 5.995721829 71.555326199 18.448237764 0 5.457607379 0.435687767 0 88.123411828 1.309646401 2.322612153 50.058386733 50.78403258 5.05360369 1.739744098 0 30.001805783 24.691311414 0.435687767 0.579901458 2.175431865 0 2.525485143 2.469478543 3.933786021 9.719323379 0 5.195234281 0 29.945353027 0 1.3070659 56.996131876 103.486942586 25.54855619 0.435687767 20.278273248 4.850723368 33.770169558 0.435687767 2.360831092 11.218855865 2.089797376 0 2.325231544 1.3070659 62.638628889 0 38.192762878 23.058648299 4.28474735 6.649123599 7.737227964 1.739744098 7.285013217 4.219670027 4.073119074 8.478221636 0.579901458 17.726657318 23.122674069 2.216617401 1.595519909 1.780929634 44.749536736 0.435687767 3.353884563 7.715870719 4.720392145 182.677208626 1.595519909 0 0 2.319632441 27.250663577 7.285013217 22.257078723 4.663507849 2.089797376 0 214.972456052 1.015589225 2.325231544 1.453860092 12.945504779 5.300293603 3.105386601 25.323189 0 14.62787756 0.064445728 0.066199863 0.445091463 0.244457545 0 0.077681586 0.049030222 0.097554261 0 0 0.062292889 0 1.98886427 0 0.345589296 0.150759491 0.690844078 0 0.021752132 0.028650374 7
