"Slc17a6" "Cbln1" "Cbln2" "Syt4" "Adcyap1" "Necab1" "Gabra1" "Nos1" "Oprl1" "Pak3"
1.03254613068863 1.07402886495105 1.68285966230751 3.65176206779278 0.00898042521906024 0.57818321858812 2.24281966627482 1.07402886495105 2.57867504858843 3.41952437285315
0 0 2.54390407287198 1.77226606187818 0.0303924087851956 0 0 1.77226606187818 0 1.77226606187818
0 0 0 0.703298468741684 0.0223690148303187 0.703298468741684 0.703298468741684 0 0 0.703298468741684
0 0 1.18847735499446 1.12306101488581 0.00240432852009335 0 0 0 0 2.24378040351729
2.1542802422042 0 2.88172705341605 2.1542802422042 0.0492485168314541 2.62695579231229 0 1.44665180509527 2.1542802422042 2.98240932129161
3.48516918821383 0 3.42035623725996 5.19968959290369 0.0535048388470918 4.52302857412943 2.0255327899576 0 4.27562228451337 4.48411376348818
3.48689997096042 0 4.05565419001129 3.53953030311417 0.125122662551977 1.71908036595324 1.52386837266221 0 3.84168313879652 4.05565419001129
4.94420034576876 4.03965095879615 4.03965095879615 4.52766061987312 0.0554624246534257 4.99520397872766 2.43642986553243 2.92971433414352 5.09166766729044 4.52766061987312
1.38521025924193 0 3.61881792412852 3.17962296378147 0 2.54508919550351 2.89695624826119 2.07868188922928 4.3466493621706 4.74396022719336
3.34108707420577 2.69210081130899 4.09813955787636 3.8742726837027 0.090034569488341 4.60348415661525 3.7283757108003 4.19269751834837 4.61333120138611 4.78965848272932
2.98768874853036 3.81682270421436 3.28816477641634 3.04057000918444 0.0259729892563666 3.84700638625395 2.49090868822122 2.44451767608398 3.73592347281548 3.76762395696102
3.94033209384025 0.851950321224158 3.31983696295001 4.05722704625409 0.00396987107138797 3.41868486422699 1.47641349894081 4.72357309030195 4.70966944329546 4.65507519097503
2.87570227234973 0 0 1.3929213218904 0.0428984491358167 1.3929213218904 2.08818276757597 1.3929213218904 2.55538001830236 1.3929213218904
2.65200354445407 1.96570401909492 3.16855894702205 3.65808754016795 8.25656649198012e-07 0 1.66878847206524 1.96570401909492 4.08596525793543 3.57258260027692
1.67407245019578 2.42819882084616 4.60702320251623 4.86367425990683 0 4.2888626832391 3.88767512352368 3.41137648961219 3.85895857553589 3.9906921944412
3.65272004848226 4.53967810766102 3.80060160200896 4.64653018118056 0.00190109374170832 2.79561439118149 2.64436548718909 2.73463084680302 4.03166198742473 4.61630722746442
5.02314943814301 4.58883432036199 4.50785419307472 4.83092505963517 0.106454893395761 4.03337460900312 1.72518684686394 2.27611359806359 3.84802914671591 5.12697250339935
2.41230142250867 1.0571384703859 4.86296412807941 4.19321869485364 0 2.41230142250867 2.41230142250867 2.41230142250867 3.09855689021134 4.35436898853344
4.01395585085095 4.39033820311719 4.36516568311984 3.41605058560594 0 2.93936486042809 3.12529837157344 2.68747936080634 2.65701846601736 3.49794329014829
4.74207712154273 4.50440331705772 3.40150089965872 4.41839363878671 0 3.04137206578061 4.29649898079502 3.27326588683133 3.94585646841211 4.2878488120874
2.15139869431976 0.93706947201713 5.1208268496784 4.59707517985597 0 2.31984670697913 3.16521034631659 3.53300930068945 4.19161616225716 4.19725070966497
1.82816470048867 0 3.16118261299583 4.49145640881181 0 1.09012455473115 1.82816470048867 0 3.01193908352297 3.37098454180511
3.92742858476124 0 3.53548697155568 5.43057063776837 0 1.57550795291805 3.79631768452206 3.18058715439947 4.58018253987731 4.2428062929313
3.87016860604867 0.550605659817012 4.55687203349335 3.918149678864 0 2.02526589014295 4.10672179688449 3.01419830601754 3.30582631882198 4.75444177277067
3.46719922252351 1.53073734600066 4.21351826071475 4.34515643617054 0.0369899880401695 3.42802601177527 3.20443815597793 1.54220138645993 3.61000443964474 4.06334083243989
4.7741698972933 1.09946006255463 3.82603682485168 4.71279142006278 0.082233740293065 4.09424439864626 4.52597641640858 1.96261543757551 4.04872897939435 4.87199272525037
3.62111161524371 2.56196703147351 4.48824633809167 5.63257770001013 0.0116289817487833 4.34871860774121 4.68604672517261 1.52175741700525 4.45989801217414 4.67724291493633
1.85434982249072 0 3.86336772931578 3.51897511624864 0 0.805222459597458 2.24397694440218 0.805222459597458 3.14531175360394 3.4842730404469
4.22901332286414 1.51539807892251 3.40547197981776 4.10041154915192 0.137395246531011 4.55525210037999 4.1295264011868 2.4974791148357 3.60533463498917 2.96496245978161
4.78813162801412 0.553010957564436 5.09438703713445 4.36598501517742 0 0 3.9524676892125 2.50370461794033 3.30388851282459 4.19253025070279
0 2.03505651391021 2.64739310745431 3.94073398509409 0.00763055673492479 0 3.1265625457091 2.46206664759907 3.33505290530023 3.25956725226175
4.96145432767202 4.79011807017389 4.8759603633647 4.41037522575291 0.194578837052601 4.12975239397023 3.25458365087262 2.23171503123389 3.48670893277873 4.48940959804976
3.88588080093756 2.8175878760321 5.01183614131461 4.44897591576354 0.487278164551145 1.88299057113638 3.01050934555668 1.22909432289368 3.81906688305699 4.23403276826677
1.25731650062053 0 3.21070669311314 1.91876410304962 0.057609524570782 2.53151624792859 0 0 2.55257617553629 3.22389511047529
0.716165634054123 0 0.716165634054123 1.08921293596411 0.0529683252922555 0 0.716165634054123 0 1.08921293596411 1.87063114834521
2.28526147277205 0 2.28526147277205 5.50946546831844 0.161922320056601 3.8640652340418 2.28526147277205 3.12914726247057 2.28526147277205 3.12914726247057
0 1.8142595718134 2.15712959044915 1.43503343248074 0.0574620599864586 0.837761565024805 0.690976561257646 0 1.76399106858905 1.68461852634347
1.21720606394301 0 1.21720606394301 0 0.0633484102145736 0.847160009378333 0 0.736512243887696 0 2.10971278907524
4.29144120913242 0.450837150878819 4.99398617939761 4.34302518730877 0.0322220370729434 2.78349115992458 3.43519855426702 3.35576692641004 3.61814466549416 3.72943535753234
3.45138729742599 4.05983842446638 3.08873591750964 4.75648979409629 0.105893624401956 4.34199818728373 3.98585196559028 3.83289543224563 4.36852428777612 3.95908509442629
2.71265132875131 0 4.32539998466603 3.05767020062989 0 0 0 0 1.30173119653505 3.96829621783811
3.17862787999904 2.67119647065409 4.79948444769234 4.65325337244285 0 0 0 0 4.30697072224334 3.85037683596019
1.69866380523843 2.1391687775918 2.88748573285592 1.99809275897086 0.0256443852669941 3.08519530344483 1.69866380523843 2.45732214433346 4.66904195022314 3.69808527736809
3.26105691227021 2.25266173461415 4.21069603259647 4.37550827418291 0.109815745068894 4.7424642470728 3.37992272780754 1.79400449172576 4.22946163433215 4.04608254316142
1.77606472802716 0 2.177572436064 3.14970475902762 0.0179338099290611 1.8183126414132 2.13341667257905 2.77914837477426 3.07359706852467 3.29809602301665
2.80095001038704 1.47579463595101 3.69173612615365 3.69441383102542 0.0205193171886686 2.77468097126119 3.75046502958593 2.94012211996948 4.13555205917385 4.60244485919094
1.02522443224387 2.62276388292506 2.49831439850793 4.2534919468406 0.0813783183620184 2.20630622992835 1.83981688834502 1.83981688834502 2.62276388292506 2.03767151022818
2.17239455227242 1.46144986159349 3.90982378533354 5.30674803128059 0.0564124254168737 0 3.00275910050398 2.64649704744973 4.21244358226134 4.67553531277029
2.66107511684598 1.81355177605056 4.34637828812741 4.45974891154741 0.00764036320684914 1.66864966539126 3.23490302720081 4.57819812038283 4.57873861500187 4.1592818280457
4.98099565499186 0 3.53439093651369 4.74829922135826 0.37448419541841 0 2.78272799876968 5.43796749888963 4.30895761059321 4.74829922135826
2.10744180715398 1.21583412425747 4.0159573152499 4.3299521447953 0.0597086261552408 3.45634024821981 3.19524513872486 3.21684006291545 4.40187549032392 4.42975332897455
1.89719837228522 1.89719837228522 3.99878829043451 4.59464000856005 0.0344329507630376 0 2.34691141039495 2.34691141039495 4.59464000856005 4.11677375298092
1.85350678586902 0 3.0120313987616 0 0.00399044180016676 0 0.904000273882877 3.5300797918365 0 2.84712901793844
3.88687916539973 0 4.84961356235218 4.74648225940025 0 3.05626415918232 3.64630690898012 3.0154917004542 3.52008761384416 3.70694990283893
4.3884931577924 4.3884931577924 4.81764782599608 4.47433729789836 0 4.45339060433959 3.93477795118859 2.10680905105438 4.74508152547442 5.06768383203265
