coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Astrocyte,Endothelial3,Astrocytecells,Endothelial3cells
73x73,17.665197356,12.91874249,32.28337179,2.56032792,0.0,32.214508113,2.373261425,0.0,0.0,2.373261425,9.2783565,1.291975653,2.56032792,0.0,0.0,0.0,3.0252926369999997,0.0,0.0,0.86668054,1.291975653,9.493269644,0.0,0.0,0.86668054,0.86668054,2.583933973,0.0,0.0,0.0,0.0,0.0,29.424571395999997,13.707502151,0.0,0.0,5.120684589,0.0,0.0,0.0,2.373261425,5.585620557,10.105713846,0.0,0.0,33.22157552,1.280184557,1.280184557,5.613533512,0.86668054,0.0,2.373261425,0.0,0.0,0.0,0.0,3.6652370779999996,0.86668054,0.0,0.0,3.653445982,29.977034351,7.302966953,9.493007904,0.0,0.0,8.853017291,0.0,0.0,1.291975653,2.373261425,1.733316984,0.86668054,0.86668054,62.797109922,0.0,4.106578409,12.731390520000001,3.013501541,1.291975653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.146865097,0.0,0.0,0.0,1.280184557,3.42700846,2.146865097,0.0,0.0,0.0,8.41167596,8.173846453,0.0,0.0,0.0,50.44208279,3.466630221,0.0,0.0,0.0,6.038430518999999,0.0,0.0,0.86668054,10.57031482,0.86668054,3.0252926369999997,0.0,0.0,1.280184557,33.22157552,4.973240694999999,9.86745292,18.534913068999998,0.86668054,0.86668054,0.0,6.905111058999999,2.583933973,0.86668054,1.291975653,0.0,0.0,5.609275477000001,0.0,0.0,18.732798935,0.03576956,0.020032478,0.051312263999999996,0.042937588,0.0,0.004387271,0.011314421,0.0,0.0,0.0,0.0,0.0,0.111754766,0.006760343,0.0,0.027940554,0.7170471930000001,0.083129761,0.001579784,0.0,2.0,2.0,"[1, 2]","[2, 4]"
74x74,9.846738105,7.650475889,33.558469220999996,3.8354253510000005,1.275097431,30.92253246,2.373261425,0.0,0.0,2.373261425,15.636856735999999,0.0,3.8354253510000005,0.0,0.0,0.0,4.283493934,1.275097431,0.0,3.41685749,2.55017695,12.043446593999999,1.275097431,0.0,0.86668054,0.86668054,0.0,0.0,0.0,0.0,0.0,0.0,26.80681034,17.532754158,0.0,0.0,5.120684589,0.0,0.0,0.0,2.373261425,4.293644904000001,15.189043449,0.0,0.0,39.596880776,1.280184557,1.280184557,5.613533512,2.1417779710000002,0.0,2.373261425,0.0,0.0,0.0,0.0,2.373261425,0.86668054,0.0,0.0,3.653445982,27.325464881,3.42700846,9.493007904,0.0,0.0,10.128114722,0.0,0.0,1.275097431,2.373261425,1.733316984,0.86668054,0.86668054,71.65367094599999,14.02449903,4.106578409,21.656835814,3.013501541,0.0,0.0,2.55017695,0.0,0.0,0.0,0.0,0.0,0.0,2.146865097,0.0,0.0,2.55017695,1.280184557,3.42700846,2.146865097,5.100283239,0.0,0.0,8.394797738,8.173846453,0.0,0.0,0.0,138.07319415,7.291882228,0.0,0.0,0.0,7.296631816,0.0,0.0,0.86668054,7.9863808469999995,0.86668054,3.008414415,0.0,0.0,1.280184557,33.22157552,4.973240694999999,9.86745292,18.534913068999998,0.86668054,2.1417779710000002,0.0,5.613135406,0.0,0.86668054,0.0,0.0,0.0,1.733316984,1.275097431,0.0,18.715920713,0.014057076,0.028405689999999997,0.060922062,0.064295109,0.0,0.009751896,0.011314421,0.0,0.0,0.0,0.021680725,0.0,0.281297563,0.006760343,0.0,0.059235763,0.733105686,0.036746747999999996,0.001579784,0.0,2.0,2.0,"[1, 2]","[3, 4]"
75x75,3.480757388,3.574639922,47.030470313,2.032145239,0.0,52.216875009000006,3.891315382,4.395722696,0.0,0.0,4.441320462,1.354778164,2.788785337,0.677374359,0.0,9.404213547,10.870704109,0.677374359,1.354778164,2.992667048,3.386922882,6.176169722,0.0,0.0,1.7962925790000002,0.86668054,0.0,4.568709644,1.606986398,0.0,0.0,2.284390203,21.492542814,15.472915728999999,0.0,0.0,3.480757388,3.466159696,0.0,0.677374359,0.677374359,1.733316984,7.623243405,1.606986398,0.929612039,30.714284229,0.0,0.677374359,8.729071651,4.080628847,0.929612039,0.677374359,0.0,5.419038788,1.606986398,0.677374359,2.709539501,9.59350162,0.0,0.677374359,2.536544502,23.077593478,4.174462832,7.876499987,0.677374359,0.929612039,5.797623694,0.0,0.0,1.354778164,1.354778164,8.334180554,0.86668054,0.86668054,75.32692796399999,15.93557709,1.733316984,24.157238210000003,3.088095148,1.606986398,0.0,0.0,0.0,2.125986508,0.0,0.0,0.0,2.284390203,2.315292689,0.677374359,1.354778164,7.307647054,0.0,8.159668799,4.253603422,0.0,0.0,0.677374359,3.3077822919999997,19.885221294,2.284390203,1.354778164,0.0,167.604626629,5.325800364,0.0,0.0,1.448612149,10.269366629,3.213948307,0.0,2.2214587040000002,6.790157393,4.599682892,3.088095148,0.0,0.0,0.0,22.607363958999997,5.388764607000001,5.325800364,26.079230789999997,0.86668054,2.2214587040000002,0.0,1.7962925790000002,0.0,1.544054899,0.929612039,2.788785337,1.606986398,3.1819291329999997,0.0,0.677374359,23.237981754,0.105070799,0.012016516,0.050081957999999996,0.054042435,0.0,0.0,0.0,0.0,0.0,0.0,0.000229578,0.0,0.187189372,0.0,0.0,0.0,0.8034315969999999,0.260245504,0.001579784,0.0,2.0,2.0,"[1, 3]","[0, 1]"
76x76,14.367354639,15.816008053,45.675692149,0.0,0.0,51.476705423000006,1.859170143,3.718348337,0.0,0.0,5.055921756,1.291975653,2.788785337,0.0,0.0,3.3077822919999997,6.743640974,0.0,0.0,2.315292689,1.291975653,3.466630221,0.0,0.0,1.7962925790000002,0.86668054,2.583933973,1.859170143,0.929612039,0.0,0.0,0.929612039,25.983106461,12.763376227999998,0.0,0.0,1.448612149,2.788785337,0.0,0.0,0.0,3.0252926369999997,8.237844699,0.929612039,0.929612039,11.069991909,0.0,0.0,8.051697292,2.725850683,0.929612039,0.0,0.0,0.0,0.929612039,0.0,1.291975653,4.174462832,0.0,0.0,1.859170143,20.668526067000002,8.050421325,5.166960486,0.0,0.929612039,1.733316984,0.0,0.0,1.291975653,0.0,3.592487127,0.86668054,0.86668054,75.075827182,15.93557709,1.733316984,15.351280860000001,1.733316984,2.221587692,0.0,0.0,0.0,1.448612149,0.0,0.0,0.0,0.929612039,2.315292689,0.0,0.0,5.275501815,0.0,7.48229444,0.86668054,0.0,0.0,0.0,4.5997579449999995,19.207846935,0.929612039,0.0,0.0,150.774017319,5.325800364,0.0,0.0,1.448612149,7.497035572,1.859170143,0.0,0.86668054,5.309784656,3.244904728,3.0252926369999997,0.0,0.0,0.0,0.929612039,5.388764607000001,5.325800364,26.079230789999997,0.86668054,0.86668054,0.0,3.088268232,2.583933973,0.86668054,2.221587692,2.788785337,0.929612039,7.057887625999999,0.0,0.0,24.529957407,0.043971433000000004,0.012016516,0.063554764,0.068120293,0.0,0.0,0.0,0.0,0.0,0.0,0.000229578,0.0,0.29894413799999997,0.0,0.0,0.0,0.800229193,0.066195056,0.001579784,0.0,2.0,2.0,"[1, 3]","[0, 2]"
77x77,6.548895388,10.547741452,46.95078958,1.275097431,1.275097431,50.184729770000004,1.859170143,3.718348337,0.0,0.0,11.414421992,0.0,4.063882768,0.0,0.0,3.3077822919999997,8.001842271000001,1.275097431,0.0,4.8654696390000005,2.55017695,6.016807171,1.275097431,0.0,1.7962925790000002,0.86668054,0.0,1.859170143,0.929612039,0.0,0.0,0.929612039,23.365345405,16.588628234999998,0.0,0.0,1.448612149,2.788785337,0.0,0.0,0.0,1.733316984,13.321174302,0.929612039,0.929612039,17.445297165,0.0,0.0,8.051697292,4.000948114,0.929612039,0.0,0.0,0.0,0.929612039,0.0,0.0,4.174462832,0.0,0.0,1.859170143,18.016956597,4.174462832,5.166960486,0.0,0.929612039,3.008414415,0.0,0.0,1.275097431,0.0,3.592487127,0.86668054,0.86668054,83.932388206,29.96007612,1.733316984,24.276726154000002,1.733316984,0.929612039,0.0,2.55017695,0.0,1.448612149,0.0,0.0,0.0,0.929612039,2.315292689,0.0,0.0,7.825678765,0.0,7.48229444,0.86668054,5.100283239,0.0,0.0,4.582879723,19.207846935,0.929612039,0.0,0.0,238.40512867899997,9.151052371,0.0,0.0,1.448612149,8.755236869,1.859170143,0.0,0.86668054,2.725850683,3.244904728,3.008414415,0.0,0.0,0.0,0.929612039,5.388764607000001,5.325800364,26.079230789999997,0.86668054,2.1417779710000002,0.0,1.7962925790000002,0.0,0.86668054,0.929612039,2.788785337,0.929612039,3.1819291329999997,1.275097431,0.0,24.513079185,0.022258949,0.020389728,0.07316456199999999,0.089477814,0.0,0.005364625,0.0,0.0,0.0,0.0,0.021910303000000002,0.0,0.46848693499999994,0.0,0.0,0.031295209,0.8162876859999999,0.019812043,0.001579784,0.0,2.0,2.0,"[1, 3]","[0, 3]"
78x78,6.195067014999999,2.897265563,45.675692149,0.0,0.0,50.184729770000004,4.232431568,3.718348337,0.0,2.373261425,10.883646409999999,0.0,2.788785337,0.0,0.0,3.3077822919999997,5.451665321,0.0,0.0,2.315292689,0.0,8.213085087,0.0,0.0,1.7962925790000002,0.86668054,0.0,1.859170143,0.929612039,0.0,0.0,0.929612039,23.188429879999997,12.763376227999998,0.0,0.0,1.448612149,2.788785337,0.0,0.0,2.373261425,1.733316984,9.319130471000001,0.929612039,0.929612039,44.291567429000004,0.0,0.0,8.051697292,2.725850683,0.929612039,2.373261425,0.0,0.0,0.929612039,0.0,2.373261425,4.174462832,0.0,0.0,4.232431568,29.528321488,4.174462832,14.65996839,0.0,0.929612039,8.853017291,0.0,0.0,0.0,2.373261425,3.592487127,0.86668054,0.86668054,74.65434404199999,15.93557709,4.106578409,27.215990840000003,1.733316984,0.929612039,0.0,0.0,0.0,1.448612149,0.0,0.0,0.0,0.929612039,2.315292689,0.0,0.0,5.275501815,0.0,7.48229444,0.86668054,0.0,0.0,0.0,10.427482599,19.207846935,0.929612039,0.0,0.0,148.66725788899998,5.325800364,0.0,0.0,1.448612149,10.951514785,1.859170143,0.0,0.86668054,9.84555099,3.244904728,1.733316984,0.0,0.0,0.0,34.151187559,7.7620260320000005,5.325800364,26.079230789999997,0.86668054,0.86668054,0.0,6.542747445,0.0,0.86668054,0.929612039,2.788785337,0.929612039,3.1819291329999997,0.0,0.0,25.611243179,0.022258949,0.032048994,0.065670284,0.073496355,0.0,0.004387271,0.011314421,0.0,0.0,0.0,0.000229578,0.0,0.187189372,0.006760343,0.0,0.027940554,0.85337789,0.030427445,0.001579784,0.0,2.0,2.0,"[1, 3]","[0, 4]"
79x79,14.950887729,13.596116849,45.581858164,2.032145239,0.0,53.50885066200001,3.891315382,4.395722696,0.0,0.0,2.836030552,2.646753817,2.788785337,0.677374359,0.0,7.955601398,12.162679762,0.677374359,1.354778164,1.544054899,4.678898535,6.176169722,0.0,0.0,1.7962925790000002,0.86668054,2.583933973,4.568709644,1.606986398,0.0,0.0,2.284390203,26.66048082,15.472915728999999,0.0,0.0,2.032145239,3.466159696,0.0,0.677374359,0.677374359,3.0252926369999997,4.569329282,1.606986398,0.929612039,20.573904359,0.0,0.677374359,8.729071651,4.080628847,0.929612039,0.677374359,0.0,5.419038788,1.606986398,0.677374359,4.001515154,8.144889470999999,0.0,0.677374359,2.536544502,25.034907120999996,6.601809176,6.427887838,0.677374359,0.929612039,5.797623694,0.0,0.0,2.646753817,1.354778164,8.334180554,0.86668054,0.86668054,74.700326904,0.0,1.733316984,9.67263789,3.088095148,2.898962051,0.0,0.0,0.0,0.677374359,0.0,0.0,0.0,2.284390203,0.86668054,0.677374359,1.354778164,2.9617572780000003,0.0,5.262403236,4.253603422,0.0,0.0,0.677374359,3.1511457959999998,19.885221294,2.284390203,1.354778164,0.0,70.309063569,5.325800364,0.0,0.0,0.0,7.215452506,3.213948307,0.0,2.2214587040000002,9.374091366,3.151070743,4.380070801,0.0,0.0,0.0,22.607363958999997,5.388764607000001,5.325800364,26.079230789999997,0.86668054,2.2214587040000002,0.0,3.088268232,2.583933973,1.544054899,2.221587692,2.788785337,1.606986398,5.609275477000001,0.0,0.677374359,20.184067631,0.11858141000000001,0.012016516,0.038297158,0.029908399000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.000229578,0.0,0.111754766,0.0,0.0,0.0,0.634070261,0.31316217,0.001579784,0.0,2.0,2.0,"[1, 3]","[1, 2]"
80x80,7.1324284780000005,8.327850248,46.856955595,3.30724267,1.275097431,52.216875009000006,3.891315382,4.395722696,0.0,0.0,9.194530788,1.354778164,4.063882768,0.677374359,0.0,7.955601398,13.420881059,1.9524717900000002,1.354778164,4.094231849,5.9370998319999995,8.726346672,1.275097431,0.0,1.7962925790000002,0.86668054,0.0,4.568709644,1.606986398,0.0,0.0,2.284390203,24.042719764,19.298167736,0.0,0.0,2.032145239,3.466159696,0.0,0.677374359,0.677374359,1.733316984,9.652658885,1.606986398,0.929612039,26.949209615,0.0,0.677374359,8.729071651,5.355726278,0.929612039,0.677374359,0.0,5.419038788,1.606986398,0.677374359,2.709539501,8.144889470999999,0.0,0.677374359,2.536544502,22.383337650999998,2.725850683,6.427887838,0.677374359,0.929612039,7.072721125,0.0,0.0,2.629875595,1.354778164,8.334180554,0.86668054,0.86668054,83.556887928,14.02449903,1.733316984,18.598083184,3.088095148,1.606986398,0.0,2.55017695,0.0,0.677374359,0.0,0.0,0.0,2.284390203,0.86668054,0.677374359,1.354778164,5.511934228,0.0,5.262403236,4.253603422,5.100283239,0.0,0.677374359,3.134267574,19.885221294,2.284390203,1.354778164,0.0,157.940174929,9.151052371,0.0,0.0,0.0,8.473653803000001,3.213948307,0.0,2.2214587040000002,6.790157393,3.151070743,4.363192579,0.0,0.0,0.0,22.607363958999997,5.388764607000001,5.325800364,26.079230789999997,0.86668054,3.4965561350000005,0.0,1.7962925790000002,0.0,1.544054899,0.929612039,2.788785337,1.606986398,1.733316984,1.275097431,0.677374359,20.167189409,0.09686892600000001,0.020389728,0.047906956,0.051265920000000006,0.0,0.005364625,0.0,0.0,0.0,0.0,0.021910303000000002,0.0,0.281297563,0.0,0.0,0.031295209,0.6501287539999999,0.266779157,0.001579784,0.0,2.0,2.0,"[1, 3]","[1, 3]"
81x81,6.778600105,0.677374359,45.581858164,2.032145239,0.0,52.216875009000006,6.264576807,4.395722696,0.0,2.373261425,8.663755206,1.354778164,2.788785337,0.677374359,0.0,7.955601398,10.870704109,0.677374359,1.354778164,1.544054899,3.386922882,10.922624588,0.0,0.0,1.7962925790000002,0.86668054,0.0,4.568709644,1.606986398,0.0,0.0,2.284390203,23.865804239,15.472915728999999,0.0,0.0,2.032145239,3.466159696,0.0,0.677374359,3.050635784,1.733316984,5.650615053999999,1.606986398,0.929612039,53.795479879,0.0,0.677374359,8.729071651,4.080628847,0.929612039,3.050635784,0.0,5.419038788,1.606986398,0.677374359,5.082800926,8.144889470999999,0.0,0.677374359,4.909805927,33.894702542,2.725850683,15.920895742,0.677374359,0.929612039,12.917324001,0.0,0.0,1.354778164,3.7280395889999998,8.334180554,0.86668054,0.86668054,74.27884376399999,0.0,4.106578409,21.53734787,3.088095148,1.606986398,0.0,0.0,0.0,0.677374359,0.0,0.0,0.0,2.284390203,0.86668054,0.677374359,1.354778164,2.9617572780000003,0.0,5.262403236,4.253603422,0.0,0.0,0.677374359,8.978870449999999,19.885221294,2.284390203,1.354778164,0.0,68.202304139,5.325800364,0.0,0.0,0.0,10.669931719000001,3.213948307,0.0,2.2214587040000002,13.9098577,3.151070743,3.088095148,0.0,0.0,0.0,55.828939479,7.7620260320000005,5.325800364,26.079230789999997,0.86668054,2.2214587040000002,0.0,6.542747445,0.0,1.544054899,0.929612039,2.788785337,1.606986398,1.733316984,0.0,0.677374359,21.265353403,0.09686892600000001,0.032048994,0.040412678,0.035284461,0.0,0.004387271,0.011314421,0.0,0.0,0.0,0.000229578,0.0,0.0,0.006760343,0.0,0.027940554,0.687218958,0.27739455900000004,0.001579784,0.0,2.0,2.0,"[1, 3]","[1, 4]"
82x82,18.019025729,20.569218379,45.502177431,1.275097431,1.275097431,51.476705423000006,1.859170143,3.718348337,0.0,0.0,9.809132082,1.291975653,4.063882768,0.0,0.0,1.859170143,9.293817923999999,1.275097431,0.0,3.41685749,3.8421526029999997,6.016807171,1.275097431,0.0,1.7962925790000002,0.86668054,2.583933973,1.859170143,0.929612039,0.0,0.0,0.929612039,28.533283411,16.588628234999998,0.0,0.0,0.0,2.788785337,0.0,0.0,0.0,3.0252926369999997,10.267260179,0.929612039,0.929612039,7.304917295,0.0,0.0,8.051697292,4.000948114,0.929612039,0.0,0.0,0.0,0.929612039,0.0,1.291975653,2.725850683,0.0,0.0,1.859170143,19.97427024,6.601809176,3.718348337,0.0,0.929612039,3.008414415,0.0,0.0,2.567073084,0.0,3.592487127,0.86668054,0.86668054,83.305787146,14.02449903,1.733316984,9.792125834,1.733316984,2.221587692,0.0,2.55017695,0.0,0.0,0.0,0.0,0.0,0.929612039,0.86668054,0.0,0.0,3.479788989,0.0,4.585028877,0.86668054,5.100283239,0.0,0.0,4.426243227,19.207846935,0.929612039,0.0,0.0,141.109565619,9.151052371,0.0,0.0,0.0,5.701322746,1.859170143,0.0,0.86668054,5.309784656,1.7962925790000002,4.300390068,0.0,0.0,0.0,0.929612039,5.388764607000001,5.325800364,26.079230789999997,0.86668054,2.1417779710000002,0.0,3.088268232,2.583933973,0.86668054,2.221587692,2.788785337,0.929612039,5.609275477000001,1.275097431,0.0,21.459165062,0.03576956,0.020389728,0.061379762,0.065343778,0.0,0.005364625,0.0,0.0,0.0,0.0,0.021910303000000002,0.0,0.393052329,0.0,0.0,0.031295209,0.64692635,0.072728709,0.001579784,0.0,2.0,2.0,"[1, 3]","[2, 3]"
83x83,17.665197356,12.91874249,44.22708,0.0,0.0,51.476705423000006,4.232431568,3.718348337,0.0,2.373261425,9.2783565,1.291975653,2.788785337,0.0,0.0,1.859170143,6.743640974,0.0,0.0,0.86668054,1.291975653,8.213085087,0.0,0.0,1.7962925790000002,0.86668054,2.583933973,1.859170143,0.929612039,0.0,0.0,0.929612039,28.356367885999997,12.763376227999998,0.0,0.0,0.0,2.788785337,0.0,0.0,2.373261425,3.0252926369999997,6.265216348,0.929612039,0.929612039,34.151187559,0.0,0.0,8.051697292,2.725850683,0.929612039,2.373261425,0.0,0.0,0.929612039,0.0,3.6652370779999996,2.725850683,0.0,0.0,4.232431568,31.485635131,6.601809176,13.211356241,0.0,0.929612039,8.853017291,0.0,0.0,1.291975653,2.373261425,3.592487127,0.86668054,0.86668054,74.02774298199999,0.0,4.106578409,12.731390520000001,1.733316984,2.221587692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.929612039,0.86668054,0.0,0.0,0.929612039,0.0,4.585028877,0.86668054,0.0,0.0,0.0,10.270846103,19.207846935,0.929612039,0.0,0.0,51.371694829,5.325800364,0.0,0.0,0.0,7.897600661999999,1.859170143,0.0,0.86668054,12.429484963,1.7962925790000002,3.0252926369999997,0.0,0.0,0.0,34.151187559,7.7620260320000005,5.325800364,26.079230789999997,0.86668054,0.86668054,0.0,7.8347230979999996,2.583933973,0.86668054,2.221587692,2.788785337,0.929612039,5.609275477000001,0.0,0.0,22.557329056,0.03576956,0.032048994,0.053885484,0.049362319,0.0,0.004387271,0.011314421,0.0,0.0,0.0,0.000229578,0.0,0.111754766,0.006760343,0.0,0.027940554,0.684016554,0.083344111,0.001579784,0.0,2.0,2.0,"[1, 3]","[2, 4]"
84x84,9.846738105,7.650475889,45.502177431,1.275097431,1.275097431,50.184729770000004,4.232431568,3.718348337,0.0,2.373261425,15.636856735999999,0.0,4.063882768,0.0,0.0,1.859170143,8.001842271000001,1.275097431,0.0,3.41685749,2.55017695,10.763262037,1.275097431,0.0,1.7962925790000002,0.86668054,0.0,1.859170143,0.929612039,0.0,0.0,0.929612039,25.73860683,16.588628234999998,0.0,0.0,0.0,2.788785337,0.0,0.0,2.373261425,1.733316984,11.348545950999998,0.929612039,0.929612039,40.526492815000005,0.0,0.0,8.051697292,4.000948114,0.929612039,2.373261425,0.0,0.0,0.929612039,0.0,2.373261425,2.725850683,0.0,0.0,4.232431568,28.834065661,2.725850683,13.211356241,0.0,0.929612039,10.128114722,0.0,0.0,1.275097431,2.373261425,3.592487127,0.86668054,0.86668054,82.884304006,14.02449903,4.106578409,21.656835814,1.733316984,0.929612039,0.0,2.55017695,0.0,0.0,0.0,0.0,0.0,0.929612039,0.86668054,0.0,0.0,3.479788989,0.0,4.585028877,0.86668054,5.100283239,0.0,0.0,10.253967881,19.207846935,0.929612039,0.0,0.0,139.00280618899998,9.151052371,0.0,0.0,0.0,9.155801959,1.859170143,0.0,0.86668054,9.84555099,1.7962925790000002,3.008414415,0.0,0.0,0.0,34.151187559,7.7620260320000005,5.325800364,26.079230789999997,0.86668054,2.1417779710000002,0.0,6.542747445,0.0,0.86668054,0.929612039,2.788785337,0.929612039,1.733316984,1.275097431,0.0,22.540450833999998,0.014057076,0.040422206,0.063495282,0.07071984,0.0,0.009751896,0.011314421,0.0,0.0,0.0,0.021910303000000002,0.0,0.281297563,0.006760343,0.0,0.059235763,0.700075047,0.036961098,0.001579784,0.0,2.0,2.0,"[1, 3]","[3, 4]"
85x85,4.37044493,3.574639922,35.236846623,2.032145239,0.889687542,78.196507659,2.032145239,0.677374359,0.889687542,0.0,4.441320462,1.354778164,5.338113324,0.677374359,0.0,7.545043403999999,7.152355772,0.677374359,1.354778164,6.551356415,5.1663161419999994,6.176169722,0.0,0.0,1.756368082,0.86668054,0.0,2.709539501,1.567061901,0.0,0.0,1.354778164,15.594777275,16.852328712000002,0.0,0.0,4.37044493,2.456767619,0.0,0.677374359,1.567061901,1.733316984,10.292262737,0.677374359,0.0,29.784672190000002,0.0,0.677374359,5.010723314,4.000851964,0.0,0.677374359,0.889687542,5.419038788,0.677374359,0.677374359,4.488932761,7.734331477,1.77939326,2.456767619,1.567061901,22.068201401,2.315292689,4.15815165,0.677374359,0.0,5.797623694,0.0,0.889687542,1.354778164,1.354778164,8.254403671,0.86668054,0.86668054,71.025508244,15.93557709,2.623004526,25.046925752,3.088095148,0.677374359,0.0,0.889687542,0.0,2.125986508,0.0,0.0,2.669019332,1.354778164,2.315292689,0.677374359,1.354778164,7.267722557,0.0,4.441320462,4.253603422,0.0,0.0,3.346393691,2.338299691,5.900410856,1.354778164,1.354778164,0.0,166.67501459,4.356317763,0.0,0.0,3.2280054089999997,8.410196486,4.023797496,0.0,2.2214587040000002,7.600006582000001,3.6700708530000004,3.088095148,0.0,0.0,0.0,22.567439462,4.3793725299999995,4.356317763,13.023777912,0.86668054,2.2214587040000002,0.0,0.86668054,0.889687542,1.544054899,1.77939326,0.0,0.677374359,3.1819291329999997,0.0,0.677374359,16.571318300999998,0.125235283,0.0,0.225654431,0.05386331700000001,0.0,0.0,0.0,0.0,0.0,0.0,0.015175201,0.0,0.187189372,0.0,0.0,0.019623415,0.872966913,0.260031154,0.054911109,0.0,2.0,2.0,"[1, 4]","[0, 1]"
86x86,15.257042181,15.816008053,33.882068458999996,0.0,0.889687542,77.456338073,0.0,0.0,0.889687542,0.0,5.055921756,1.291975653,5.338113324,0.0,0.0,1.448612149,3.0252926369999997,0.0,0.0,5.873982056,3.0713689129999997,3.466630221,0.0,0.0,1.756368082,0.86668054,2.583933973,0.0,0.889687542,0.0,0.0,0.0,20.085340922,14.142789211,0.0,0.0,2.338299691,1.77939326,0.0,0.0,0.889687542,3.0252926369999997,10.906864031,0.0,0.0,10.14037987,0.0,0.0,4.333348955,2.6460738,0.0,0.0,0.889687542,0.0,0.0,0.0,3.0713689129999997,2.315292689,1.77939326,1.77939326,0.889687542,19.65913399,6.191251182,1.448612149,0.0,0.0,1.733316984,0.0,0.889687542,1.291975653,0.0,3.512710244,0.86668054,0.86668054,70.774407462,15.93557709,2.623004526,16.240968402,1.733316984,1.291975653,0.0,0.889687542,0.0,1.448612149,0.0,0.0,2.669019332,0.0,2.315292689,0.0,0.0,5.235577318,0.0,3.763946103,0.86668054,0.0,0.0,2.669019332,3.630275344,5.223036497,0.0,0.0,0.0,149.84440528,4.356317763,0.0,0.0,3.2280054089999997,5.637865429,2.669019332,0.0,0.86668054,6.119633845,2.315292689,3.0252926369999997,0.0,0.0,0.0,0.889687542,4.3793725299999995,4.356317763,13.023777912,0.86668054,0.86668054,0.0,2.158656193,3.473621515,0.86668054,3.0713689129999997,0.0,0.0,7.057887625999999,0.0,0.0,17.863293954,0.064135917,0.0,0.239127237,0.067941175,0.0,0.0,0.0,0.0,0.0,0.0,0.015175201,0.0,0.29894413799999997,0.0,0.0,0.019623415,0.869764509,0.065980706,0.054911109,0.0,2.0,2.0,"[1, 4]","[0, 2]"
