coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,ODImmature1,ODMature2,ODImmature1cells,ODMature2cells
76x76,0.410457485,0.0,1.096117558,5.205311513,2.877878086,2.8735970980000003,17.257484188,19.319426387,1.231361832,0.410457485,10.000329355,2.462740927,3.2883235490000002,2.467448345,3.1531084180000004,3.283610752,15.200817917,1.096117558,3.6988101770000004,7.947890544,4.790122366,1.096117558,2.8735970980000003,1.096117558,2.8779058300000004,22.477491392999998,0.410457485,3.9692708249999997,1.506576442,0.410457485,2.737909353,6.43671917,44.108268980000005,1.64180039,2.467448345,0.0,1.096117558,2.602626334,0.0,1.096117558,61.63987986,1.096117558,1.917021905,3.1487996860000003,0.685660073,2.467448345,6.031107673999999,24.250662221,5.890962127,29.194076617,1.64180039,3.1531084180000004,0.0,1.64180039,0.0,52.856347896,10.956990486999999,13.969367050999999,0.410457485,0.820916369,2.8779058300000004,10.68602657,2.873200685,16.162016739000002,0.820916369,3.559257171,0.0,0.820916369,0.410457485,0.0,12.734830182,3.9739324179999995,1.096117558,1.371264502,3.428228268,0.0,0.820916369,93.291736831,5.751059097000001,3.148401,0.820916369,0.410457485,8.208947562,2.467448345,1.64180039,0.0,4.2448616,0.0,3.1531084180000004,0.685660073,2.192180871,23.014005195000003,0.410457485,20.541981907,20.691457872,51.36245614,4.244465187,11.23250505,2.463139613,0.685660073,15.611476174,0.685660073,1.506576442,1.096117558,5.34064903,0.685660073,1.096117558,1.096117558,0.410457485,16.987741639,0.0,1.096117558,145.393099094,1.371264502,33.825508658000004,0.0,0.0,0.0,0.685660073,3.969716055,6.987074411,38.490410081,0.410457485,2.462740927,9.32379745,31.0822018,2.463139613,3.1531084180000004,0.820916369,0.685660073,12.738536421,14.384444782,1.371264502,0.0,76.847272275,0.187042752,0.114324065,0.003502826,0.0996444,0.0,0.083248485,3.326820529,0.132017133,0.0,0.0,0.051656201,0.0,1.063427294,0.0,0.031922726,0.006769616,0.427016653,0.002089427,0.0,0.0,2.0,2.0,"[1, 3]","[0, 2]"
77x77,0.410457485,0.0,1.096117558,5.205311513,2.877878086,4.508229326,7.388223625,22.588759089,1.231361832,0.410457485,5.065339239,2.462740927,3.2883235490000002,0.0,0.685660073,3.283610752,15.200817917,1.096117558,2.8659940600000002,7.947890544,4.790122366,1.096117558,2.8735970980000003,1.096117558,0.410457485,2.737909353,0.410457485,5.603903053,1.506576442,0.410457485,2.737909353,3.9692708249999997,44.108268980000005,1.64180039,0.0,0.0,1.096117558,4.237258562,0.0,1.096117558,85.93428116999999,1.096117558,5.186354607,3.1487996860000003,0.685660073,0.0,1.096117558,19.315672105,3.4235137819999997,24.259086501,1.64180039,0.685660073,0.0,3.2764326180000003,0.0,87.15598668,7.656632599,15.603999279,0.410457485,0.820916369,0.410457485,5.751036454,7.777114377,8.759488127000001,0.820916369,3.559257171,0.0,0.820916369,0.410457485,0.0,9.434472293999999,5.608564646,1.096117558,1.371264502,5.062860496,0.0,0.820916369,75.797992111,3.283610752,3.148401,0.820916369,0.410457485,9.84357979,0.0,1.64180039,1.634632228,5.879493828,0.0,3.954992775,0.685660073,2.192180871,20.54655685,0.410457485,17.241624019,22.326090100000002,51.36245614,4.244465187,17.739795784,2.463139613,0.685660073,8.208947562,0.685660073,1.506576442,1.096117558,2.873200685,0.685660073,1.096117558,2.730749786,0.410457485,20.226144531000003,0.0,1.096117558,130.824217844,1.371264502,21.487223438,1.634632228,0.0,0.0,0.685660073,3.969716055,6.987074411,44.997700815,0.410457485,2.462740927,9.32379745,28.614753455,2.463139613,0.685660073,0.820916369,7.22424792,10.271088076,14.384444782,1.371264502,0.0,79.838290575,0.187042752,0.060956923999999996,0.003502826,0.044712775,0.0,0.04183341,2.6469168109999996,0.0,0.0,0.0,0.051656201,0.0,1.082849119,0.0,0.024693544,0.006769616,0.47858377700000004,0.002089427,0.0,0.0,2.0,2.0,"[1, 3]","[0, 3]"
78x78,0.410457485,0.0,2.6471148639999997,5.205311513,2.877878086,5.975638128,7.388223625,19.319426387,2.782359138,0.410457485,5.065339239,2.462740927,3.2883235490000002,0.0,0.685660073,3.283610752,15.200817917,1.096117558,1.231361832,7.947890544,4.790122366,1.096117558,2.8735970980000003,1.096117558,0.410457485,2.737909353,0.410457485,3.9692708249999997,1.506576442,0.410457485,2.737909353,3.9692708249999997,44.108268980000005,3.192797696,1.550997306,0.0,1.096117558,2.602626334,0.0,1.096117558,55.01323562,1.096117558,8.12112634,3.1487996860000003,0.685660073,1.550997306,1.096117558,19.315672105,3.4235137819999997,24.259086501,1.64180039,0.685660073,0.0,3.192797696,0.0,74.28664432,7.572997677,15.520364356999998,0.410457485,0.820916369,0.410457485,8.853077484,4.424197991,10.310485433,0.820916369,5.110254477,0.0,0.820916369,0.410457485,0.0,15.554917671,3.9739324179999995,2.6471148639999997,1.371264502,3.428228268,0.0,0.820916369,89.551027191,3.283610752,3.148401,0.820916369,0.410457485,8.208947562,0.0,1.64180039,0.0,8.897874806,0.0,0.685660073,0.685660073,2.192180871,20.54655685,0.410457485,15.606991790999999,22.242455178,51.36245614,4.244465187,14.052592538999999,2.463139613,0.685660073,8.208947562,0.685660073,1.506576442,1.096117558,2.873200685,0.685660073,1.096117558,1.096117558,0.410457485,16.705764729000002,0.0,1.096117558,115.29214693400002,1.371264502,21.487223438,0.0,0.0,0.0,0.685660073,3.969716055,6.987074411,47.514331715,0.410457485,2.462740927,10.874794756,28.614753455,2.463139613,0.685660073,0.820916369,3.787701103,10.271088076,14.384444782,1.371264502,0.0,75.864624325,0.187042752,0.0729675,0.018571675,0.040560609000000004,0.0,0.073096668,2.0721325989999997,0.0,0.0,0.013382966,0.051656201,0.0,0.881493982,0.0,0.024693544,0.006769616,0.429166374,0.002089427,0.004902438,0.0,2.0,2.0,"[1, 3]","[0, 4]"
79x79,0.410457485,0.0,4.428731571,6.038469942,2.877878086,3.743071498,17.257484188,16.856286774,1.231361832,0.410457485,10.833487783999999,2.462740927,4.121481978,2.467448345,3.1531084180000004,3.283610752,16.033976346,1.096117558,5.365116239000001,7.947890544,4.790122366,1.096117558,1.243615914,1.096117558,2.8779058300000004,23.310649822,0.410457485,3.9692708249999997,1.506576442,0.410457485,2.737909353,6.43671917,45.774575042,7.4738340910000005,2.467448345,0.0,1.096117558,2.602626334,0.0,1.096117558,52.875340460000004,1.929275987,1.917021905,0.685660073,0.685660073,2.467448345,7.697413736,19.324411789000003,5.890962127,24.267826184999997,1.64180039,3.1531084180000004,0.0,2.4749588190000003,0.0,39.019205397,10.160156936,13.969367050999999,0.410457485,1.654074798,2.8779058300000004,10.68602657,2.873200685,17.828322801000002,0.820916369,1.096117558,0.0,0.820916369,0.410457485,0.0,9.511157346000001,4.807090847,1.096117558,1.371264502,13.425880948,0.0,0.820916369,78.76693808099999,5.751059097000001,3.148401,0.820916369,1.243615914,8.208947562,2.467448345,1.64180039,0.0,2.614880416,0.0,5.652560088,0.685660073,2.192180871,23.014005195000003,0.410457485,18.078842293999998,15.76520744,51.36245614,5.077623616,7.139413047,0.0,0.685660073,15.611476174,1.518818502,1.506576442,1.096117558,5.34064903,0.685660073,1.096117558,1.096117558,0.410457485,21.189740412,0.0,1.096117558,164.99020904399998,1.371264502,33.825508658000004,0.0,0.833158429,0.0,1.518818502,1.506576442,6.987074411,31.138106254999997,0.410457485,2.462740927,9.32379745,31.0822018,1.666306062,4.819414480000001,0.820916369,0.685660073,10.275396808,14.384444782,2.204422931,0.0,74.821125345,0.206355068,0.094132802,0.074644945,0.114361705,0.0,0.065563657,3.450851546,0.132017133,0.001753042,0.0,0.046566521,0.0,1.063427294,0.0,0.031922726,0.025996785,0.599705454,0.003530092,0.016707202,0.0,2.0,2.0,"[1, 3]","[1, 2]"
80x80,0.410457485,0.0,4.428731571,6.038469942,2.877878086,5.377703726,7.388223625,20.125619476,1.231361832,0.410457485,5.898497668,2.462740927,4.121481978,0.0,0.685660073,3.283610752,16.033976346,1.096117558,4.5323001220000005,7.947890544,4.790122366,1.096117558,1.243615914,1.096117558,0.410457485,3.571067782,0.410457485,5.603903053,1.506576442,0.410457485,2.737909353,3.9692708249999997,45.774575042,7.4738340910000005,0.0,0.0,1.096117558,4.237258562,0.0,1.096117558,77.16974177,1.929275987,5.186354607,0.685660073,0.685660073,0.0,2.76242362,14.389421673000001,3.4235137819999997,19.332836069,1.64180039,0.685660073,0.0,4.109591047,0.0,73.318844181,6.859799048,15.603999279,0.410457485,1.654074798,0.410457485,5.751036454,7.777114377,10.425794189000001,0.820916369,1.096117558,0.0,0.820916369,0.410457485,0.0,6.210799458,6.441723075,1.096117558,1.371264502,15.060513176,0.0,0.820916369,61.273193361,3.283610752,3.148401,0.820916369,1.243615914,9.84357979,0.0,1.64180039,1.634632228,4.249512644,0.0,6.454444445,0.685660073,2.192180871,20.54655685,0.410457485,14.778484406,17.399839668,51.36245614,5.077623616,13.646703781,0.0,0.685660073,8.208947562,1.518818502,1.506576442,1.096117558,2.873200685,0.685660073,1.096117558,2.730749786,0.410457485,24.428143304000002,0.0,1.096117558,150.42132779399998,1.371264502,21.487223438,1.634632228,0.833158429,0.0,1.518818502,1.506576442,6.987074411,37.645396989,0.410457485,2.462740927,9.32379745,28.614753455,1.666306062,2.351966135,0.820916369,7.22424792,7.807948463,14.384444782,2.204422931,0.0,77.81214364499999,0.206355068,0.040765661,0.074644945,0.059430079999999996,0.0,0.024148582,2.7709478279999997,0.0,0.001753042,0.0,0.046566521,0.0,1.082849119,0.0,0.024693544,0.025996785,0.6512725779999999,0.003530092,0.016707202,0.0,2.0,2.0,"[1, 3]","[1, 3]"
81x81,0.410457485,0.0,5.979728877,6.038469942,2.877878086,6.845112528,7.388223625,16.856286774,2.782359138,0.410457485,5.898497668,2.462740927,4.121481978,0.0,0.685660073,3.283610752,16.033976346,1.096117558,2.897667894,7.947890544,4.790122366,1.096117558,1.243615914,1.096117558,0.410457485,3.571067782,0.410457485,3.9692708249999997,1.506576442,0.410457485,2.737909353,3.9692708249999997,45.774575042,9.024831397,1.550997306,0.0,1.096117558,2.602626334,0.0,1.096117558,46.24869622,1.929275987,8.12112634,0.685660073,0.685660073,1.550997306,2.76242362,14.389421673000001,3.4235137819999997,19.332836069,1.64180039,0.685660073,0.0,4.025956125,0.0,60.449501821,6.776164126,15.520364356999998,0.410457485,1.654074798,0.410457485,8.853077484,4.424197991,11.976791495,0.820916369,2.6471148639999997,0.0,0.820916369,0.410457485,0.0,12.331244835,4.807090847,2.6471148639999997,1.371264502,13.425880948,0.0,0.820916369,75.026228441,3.283610752,3.148401,0.820916369,1.243615914,8.208947562,0.0,1.64180039,0.0,7.267893622,0.0,3.185111743,0.685660073,2.192180871,20.54655685,0.410457485,13.143852178,17.316204746,51.36245614,5.077623616,9.959500536,0.0,0.685660073,8.208947562,1.518818502,1.506576442,1.096117558,2.873200685,0.685660073,1.096117558,1.096117558,0.410457485,20.907763502,0.0,1.096117558,134.88925688400002,1.371264502,21.487223438,0.0,0.833158429,0.0,1.518818502,1.506576442,6.987074411,40.162027889,0.410457485,2.462740927,10.874794756,28.614753455,1.666306062,2.351966135,0.820916369,3.787701103,7.807948463,14.384444782,2.204422931,0.0,73.838477395,0.206355068,0.052776237000000004,0.089713794,0.055277914,0.0,0.055411840000000004,2.1961636159999998,0.0,0.001753042,0.013382966,0.046566521,0.0,0.881493982,0.0,0.024693544,0.025996785,0.601855175,0.003530092,0.02160964,0.0,2.0,2.0,"[1, 3]","[1, 4]"
82x82,0.410457485,0.0,1.096117558,5.205311513,2.877878086,2.0450897130000003,17.257484188,20.125619476,1.231361832,0.410457485,10.000329355,2.462740927,3.2883235490000002,2.467448345,3.1531084180000004,3.283610752,15.200817917,1.096117558,5.333442405,7.947890544,4.790122366,1.096117558,0.410457485,1.096117558,2.8779058300000004,22.477491392999998,0.410457485,5.603903053,1.506576442,0.410457485,2.737909353,6.43671917,44.108268980000005,1.64180039,2.467448345,0.0,1.096117558,4.237258562,0.0,1.096117558,93.38791771,1.096117558,5.186354607,0.685660073,0.685660073,2.467448345,6.031107673999999,19.324411789000003,5.890962127,24.267826184999997,1.64180039,3.1531084180000004,0.0,3.2764326180000003,0.0,69.922365676,10.128483102,15.603999279,0.410457485,0.820916369,2.8779058300000004,10.68602657,7.777114377,16.162016739000002,0.820916369,1.096117558,0.0,0.820916369,0.410457485,0.0,6.980079829,5.608564646,1.096117558,1.371264502,5.062860496,0.0,0.820916369,95.596443561,5.751059097000001,3.148401,0.820916369,0.410457485,9.84357979,2.467448345,1.64180039,1.634632228,3.416354215,0.0,6.42244112,0.685660073,2.192180871,23.014005195000003,0.410457485,19.713474522,17.399839668,51.36245614,4.244465187,17.748535468,0.0,0.685660073,15.611476174,0.685660073,1.506576442,1.096117558,5.34064903,0.685660073,1.096117558,2.730749786,0.410457485,22.697995034,0.0,1.096117558,207.370568284,1.371264502,33.825508658000004,1.634632228,0.0,0.0,0.685660073,1.506576442,6.987074411,40.080935435,0.410457485,2.462740927,9.32379745,31.0822018,0.0,3.1531084180000004,0.820916369,7.22424792,10.275396808,14.384444782,1.371264502,0.0,92.231618305,0.18109274,0.129282119,0.0,0.102269993,0.0,0.089313858,3.8270582920000003,0.132017133,0.0,0.0,0.028648507,0.0,1.6586451420000001,0.0,0.031922726,0.0,0.343295901,0.0,0.0,0.0,2.0,2.0,"[1, 3]","[2, 3]"
83x83,0.410457485,0.0,2.6471148639999997,5.205311513,2.877878086,3.512498515,17.257484188,16.856286774,2.782359138,0.410457485,10.000329355,2.462740927,3.2883235490000002,2.467448345,3.1531084180000004,3.283610752,15.200817917,1.096117558,3.6988101770000004,7.947890544,4.790122366,1.096117558,0.410457485,1.096117558,2.8779058300000004,22.477491392999998,0.410457485,3.9692708249999997,1.506576442,0.410457485,2.737909353,6.43671917,44.108268980000005,3.192797696,4.018445651,0.0,1.096117558,2.602626334,0.0,1.096117558,62.466872159999994,1.096117558,8.12112634,0.685660073,0.685660073,4.018445651,6.031107673999999,19.324411789000003,5.890962127,24.267826184999997,1.64180039,3.1531084180000004,0.0,3.192797696,0.0,57.053023316,10.044848179999999,15.520364356999998,0.410457485,0.820916369,2.8779058300000004,13.7880676,4.424197991,17.713014045,0.820916369,2.6471148639999997,0.0,0.820916369,0.410457485,0.0,13.100525206,3.9739324179999995,2.6471148639999997,1.371264502,3.428228268,0.0,0.820916369,109.34947864099999,5.751059097000001,3.148401,0.820916369,0.410457485,8.208947562,2.467448345,1.64180039,0.0,6.434735193,0.0,3.1531084180000004,0.685660073,2.192180871,23.014005195000003,0.410457485,18.078842293999998,17.316204746,51.36245614,4.244465187,14.061332223,0.0,0.685660073,15.611476174,0.685660073,1.506576442,1.096117558,5.34064903,0.685660073,1.096117558,1.096117558,0.410457485,19.177615232,0.0,1.096117558,191.838497374,1.371264502,33.825508658000004,0.0,0.0,0.0,0.685660073,1.506576442,6.987074411,42.597566334999996,0.410457485,2.462740927,10.874794756,31.0822018,0.0,3.1531084180000004,0.820916369,3.787701103,10.275396808,14.384444782,1.371264502,0.0,88.257952055,0.18109274,0.141292695,0.015068849,0.098117827,0.0,0.120577116,3.25227408,0.132017133,0.0,0.013382966,0.028648507,0.0,1.457290005,0.0,0.031922726,0.0,0.293878498,0.0,0.004902438,0.0,2.0,2.0,"[1, 3]","[2, 4]"
84x84,0.410457485,0.0,2.6471148639999997,5.205311513,2.877878086,5.147130743,7.388223625,20.125619476,2.782359138,0.410457485,5.065339239,2.462740927,3.2883235490000002,0.0,0.685660073,3.283610752,15.200817917,1.096117558,2.8659940600000002,7.947890544,4.790122366,1.096117558,0.410457485,1.096117558,0.410457485,2.737909353,0.410457485,5.603903053,1.506576442,0.410457485,2.737909353,3.9692708249999997,44.108268980000005,3.192797696,1.550997306,0.0,1.096117558,4.237258562,0.0,1.096117558,86.76127346999999,1.096117558,11.390459042,0.685660073,0.685660073,1.550997306,1.096117558,14.389421673000001,3.4235137819999997,19.332836069,1.64180039,0.685660073,0.0,4.8274299240000005,0.0,91.3526621,6.744490292,17.154996585,0.410457485,0.820916369,0.410457485,8.853077484,9.328111683,10.310485433,0.820916369,2.6471148639999997,0.0,0.820916369,0.410457485,0.0,9.800167318,5.608564646,2.6471148639999997,1.371264502,5.062860496,0.0,0.820916369,91.855733921,3.283610752,3.148401,0.820916369,0.410457485,9.84357979,0.0,1.64180039,1.634632228,8.069367420999999,0.0,3.954992775,0.685660073,2.192180871,20.54655685,0.410457485,14.778484406,18.950836973999998,51.36245614,4.244465187,20.568622957000002,0.0,0.685660073,8.208947562,0.685660073,1.506576442,1.096117558,2.873200685,0.685660073,1.096117558,2.730749786,0.410457485,22.416018124,0.0,1.096117558,177.269616124,1.371264502,21.487223438,1.634632228,0.0,0.0,0.685660073,1.506576442,6.987074411,49.104857069,0.410457485,2.462740927,10.874794756,28.614753455,0.0,0.685660073,0.820916369,10.32628895,7.807948463,14.384444782,1.371264502,0.0,91.248970355,0.18109274,0.087925554,0.015068849,0.043186202,0.0,0.079162041,2.572370362,0.0,0.0,0.013382966,0.028648507,0.0,1.47671183,0.0,0.024693544,0.0,0.345445622,0.0,0.004902438,0.0,2.0,2.0,"[1, 3]","[3, 4]"
85x85,0.0,0.0,13.847564486,5.541721184,2.056961717,7.7617457949999995,0.0,18.736461603,0.0,0.0,2.204422931,0.0,2.890120146,0.0,2.651652242,0.0,10.935963054000002,0.685660073,1.666306062,5.485149617,2.651652242,0.685660073,3.296298042,0.685660073,0.0,3.484810671,0.0,0.685660073,0.685660073,0.0,0.685660073,0.685660073,53.18731820199999,7.79802587,0.0,0.0,0.685660073,1.371264502,0.0,0.685660073,45.42170392,1.518818502,2.651652242,3.1487996860000003,0.685660073,1.965992169,4.317958304,19.143174972,1.371264502,23.438170132,0.0,0.685660073,0.0,0.833158429,0.0,53.357507190999996,4.815105748000001,6.170839465,0.0,0.833158429,0.0,7.954911049,0.0,6.969535724,0.0,3.1487996860000003,1.965992169,0.0,0.0,0.0,11.555092326,3.575729015,0.685660073,1.371264502,19.32383028,0.0,0.0,53.632562036,1.965992169,4.617625233,0.0,0.833158429,0.0,0.0,0.0,0.0,4.667562544,0.0,5.151103912,0.685660073,1.371264502,16.182908712,0.0,10.508978498999998,20.605200761,73.83365062,2.204422931,7.130673363,2.463139613,2.651652242,0.0,1.518818502,0.685660073,12.482419343,0.0,0.685660073,0.685660073,0.685660073,3.93196516,14.613427616,0.0,0.685660073,87.622942235,1.371264502,5.3942204369999995,0.0,0.833158429,0.0,3.484810671,11.012600743,4.113873726,56.92841618599999,0.0,1.965992169,8.913339965,8.913339965,4.129445675,2.351966135,1.965992169,0.685660073,6.577013339,21.988089999,2.204422931,0.0,62.01734013,0.046070621,0.025107353,0.099528595,0.060124789,0.010425737,0.019756396,2.270710065,0.0,0.001753042,0.0,0.074259404,0.0,0.236260519,0.0,0.024693544,0.032766401,0.761044536,0.014862412,0.025266181,0.001682785,2.0,2.0,"[1, 4]","[0, 1]"
86x86,0.0,0.0,10.514950472999999,4.708562755,2.056961717,4.429131782,9.869260563,18.736461603,0.0,0.0,6.306254618,0.0,2.056961717,2.467448345,5.119100587,0.0,10.102804625000001,0.685660073,2.467448345,5.485149617,2.651652242,0.685660073,2.463139613,0.685660073,2.467448345,22.391234282,0.0,0.685660073,0.685660073,0.0,0.685660073,3.1531084180000004,51.521012139999996,1.965992169,2.467448345,0.0,0.685660073,1.371264502,0.0,0.685660073,61.63987986,0.685660073,2.651652242,3.1487996860000003,0.685660073,4.433440514,7.586642358,24.078165088,3.838712847,28.373160247999998,0.0,3.1531084180000004,0.0,0.0,0.0,49.961028686,8.083789802,6.170839465,0.0,0.0,2.467448345,12.889901165,0.0,12.705758274,0.0,3.1487996860000003,1.965992169,0.0,0.0,0.0,12.324372697,2.742570586,0.685660073,1.371264502,9.3261776,0.0,0.0,87.955812236,4.433440514,4.617625233,0.0,0.0,0.0,2.467448345,0.0,0.0,3.834404115,0.0,5.119100587,0.685660073,1.371264502,18.650357057,0.0,15.443968614999998,20.605200761,73.83365062,1.371264502,11.23250505,2.463139613,2.651652242,7.402528612,0.685660073,0.685660073,12.482419343,2.467448345,0.685660073,0.685660073,0.685660073,3.93196516,12.883279346,0.0,0.685660073,144.572182725,1.371264502,17.732505656999997,0.0,0.0,0.0,2.651652242,11.012600743,4.113873726,59.363954631999995,0.0,1.965992169,8.913339965,11.38078831,2.463139613,3.1531084180000004,1.965992169,0.685660073,9.044461684,21.988089999,1.371264502,0.0,76.43681479,0.020808293,0.113623811,0.02488365,0.10296470199999999,0.010425737,0.08492167199999999,3.326820529,0.132017133,0.0,0.0,0.056341390000000005,0.0,0.812056542,0.0,0.031922726,0.006769616,0.453067859,0.01133232,0.008558979,0.001682785,2.0,2.0,"[1, 4]","[0, 2]"
87x87,0.0,0.0,10.514950472999999,4.708562755,2.056961717,6.06376401,0.0,22.005794305,0.0,0.0,1.371264502,0.0,2.056961717,0.0,2.651652242,0.0,10.102804625000001,0.685660073,1.634632228,5.485149617,2.651652242,0.685660073,2.463139613,0.685660073,0.0,2.651652242,0.0,2.3202923010000003,0.685660073,0.0,0.685660073,0.685660073,51.521012139999996,1.965992169,0.0,0.0,0.685660073,3.00589673,0.0,0.685660073,85.93428116999999,0.685660073,5.920984944,3.1487996860000003,0.685660073,1.965992169,2.651652242,19.143174972,1.371264502,23.438170132,0.0,0.685660073,0.0,1.634632228,0.0,84.26066746999999,4.783431914,7.805471693,0.0,0.0,0.0,7.954911049,4.903913692,5.303229662,0.0,3.1487996860000003,1.965992169,0.0,0.0,0.0,9.024014809,4.377202814,0.685660073,1.371264502,10.960809827999999,0.0,0.0,70.462067516,1.965992169,4.617625233,0.0,0.0,1.634632228,0.0,0.0,1.634632228,5.469036343,0.0,5.920984944,0.685660073,1.371264502,16.182908712,0.0,12.143610726999999,22.239832989,73.83365062,1.371264502,17.739795784,2.463139613,2.651652242,0.0,0.685660073,0.685660073,12.482419343,0.0,0.685660073,0.685660073,2.3202923010000003,3.93196516,16.121682237999998,0.0,0.685660073,130.003301475,1.371264502,5.3942204369999995,1.634632228,0.0,0.0,2.651652242,11.012600743,4.113873726,65.871245366,0.0,1.965992169,8.913339965,8.913339965,2.463139613,0.685660073,1.965992169,7.22424792,6.577013339,21.988089999,1.371264502,0.0,79.42783309000001,0.020808293,0.06025667,0.02488365,0.048033077,0.010425737,0.043506596999999994,2.6469168109999996,0.0,0.0,0.0,0.056341390000000005,0.0,0.831478367,0.0,0.024693544,0.006769616,0.504634983,0.01133232,0.008558979,0.001682785,2.0,2.0,"[1, 4]","[0, 3]"
88x88,0.0,0.0,12.065947778999998,4.708562755,2.056961717,7.531172811999999,0.0,18.736461603,1.550997306,0.0,1.371264502,0.0,2.056961717,0.0,2.651652242,0.0,10.102804625000001,0.685660073,0.0,5.485149617,2.651652242,0.685660073,2.463139613,0.685660073,0.0,2.651652242,0.0,0.685660073,0.685660073,0.0,0.685660073,0.685660073,51.521012139999996,3.516989475,1.550997306,0.0,0.685660073,1.371264502,0.0,0.685660073,55.01323562,0.685660073,8.855756676999999,3.1487996860000003,0.685660073,3.516989475,2.651652242,19.143174972,1.371264502,23.438170132,0.0,0.685660073,0.0,1.550997306,0.0,71.39132511,4.6997969920000005,7.721836771,0.0,0.0,0.0,11.056952079,1.550997306,6.854226968,0.0,4.6997969920000005,1.965992169,0.0,0.0,0.0,15.144460186,2.742570586,2.236657379,1.371264502,9.3261776,0.0,0.0,84.21510259600001,1.965992169,4.617625233,0.0,0.0,0.0,0.0,0.0,0.0,8.487417320999999,0.0,2.651652242,0.685660073,1.371264502,16.182908712,0.0,10.508978498999998,22.156198067,73.83365062,1.371264502,14.052592538999999,2.463139613,2.651652242,0.0,0.685660073,0.685660073,12.482419343,0.0,0.685660073,0.685660073,0.685660073,3.93196516,12.601302436000001,0.0,0.685660073,114.47123056500001,1.371264502,5.3942204369999995,0.0,0.0,0.0,2.651652242,11.012600743,4.113873726,68.38787626599999,0.0,1.965992169,10.464337271,8.913339965,2.463139613,0.685660073,1.965992169,3.787701103,6.577013339,21.988089999,1.371264502,0.0,75.45416684,0.020808293,0.07226724600000001,0.039952499,0.043880911,0.010425737,0.074769855,2.0721325989999997,0.0,0.0,0.013382966,0.056341390000000005,0.0,0.6301232299999999,0.0,0.024693544,0.006769616,0.45521758,0.01133232,0.013461417,0.001682785,2.0,2.0,"[1, 4]","[0, 4]"
