coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,ODMature2,ODMature3,ODMature2cells
0x0,0.0,0.0,0.0,0.0,1.781762191,2.463139613,0.0,2.463139613,0.0,0.0,1.781762191,1.781762191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.781762191,2.463139613,0.0,0.0,0.0,1.781762191,0.0,0.0,0.0,0.0,0.0,3.563415361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.94289838,0.0,0.0,2.463139613,0.0,0.0,0.0,6.708012623,0.0,4.926250432,0.0,1.781762191,0.0,0.0,0.0,73.84305995,2.463139613,0.0,0.0,0.0,0.0,1.781762191,0.0,0.0,0.0,4.244901804,0.0,0.0,0.0,0.0,14.51637772,1.781762191,0.0,0.0,1.781762191,0.0,0.0,65.87152025,0.0,1.781762191,0.0,0.0,1.781762191,0.0,0.0,0.0,4.244901804,3.563415361,7.126995139,0.0,0.0,1.781762191,0.0,6.026554974,8.489665793,7.126995139,0.0,4.926250432,4.244901804,0.0,0.0,0.0,1.781762191,0.0,0.0,0.0,0.0,0.0,0.0,6.026554974,0.0,1.781762191,129.34219760000002,0.0,0.0,0.0,0.0,1.781762191,0.0,2.463139613,0.0,15.196877833999999,0.0,0.0,0.0,1.781762191,2.463139613,0.0,0.0,1.781762191,2.463139613,0.0,0.0,0.0,90.82158050000001,0.005950012,0.110222641,0.024499201,0.041364688,0.0,0.080040644,3.263257865,0.146045869,0.0,0.0,0.064437492,0.0,0.774066928,0.0,0.109059893,0.010942524,0.14835658200000001,0.002089427,0.007626545,0.0,1.0,1.0,[0]
1x1,0.0,0.0,0.0,1.307597182,0.0,4.424559578,0.653826704,3.116966317,0.653826704,0.0,0.653826704,0.653826704,0.653826704,0.0,0.0,1.307597182,4.576606492,0.653826704,0.653826704,1.307597182,0.653826704,1.961419965,2.463139613,1.961419965,0.653826704,0.0,0.0,3.269037797,0.0,0.0,0.0,0.0,7.192001063,0.0,0.0,0.0,0.0,0.653826704,0.0,0.0,49.97673326,0.0,0.653826704,3.116966317,0.0,0.0,0.0,5.580077136,2.615263862,4.926250432,0.0,0.0,0.0,0.0,0.0,48.97214506,2.463139613,4.576606492,0.0,0.0,0.653826704,3.922888507,1.961419965,0.0,0.0,3.116966317,0.0,0.653826704,0.0,0.0,10.658420377999999,2.615263862,0.653826704,0.0,1.307597182,0.653826704,0.0,55.55753094000001,0.653826704,0.653826704,0.0,4.576606492,0.0,0.0,0.653826704,0.0,3.7707367950000004,0.0,9.806871811,1.307597182,0.0,2.615263862,0.0,5.078403475,6.233847614,0.0,0.653826704,16.693577972,2.463139613,0.0,0.0,0.0,1.307597182,0.653826704,0.0,0.0,0.0,0.653826704,7.192001063,9.655140676,1.307597182,0.653826704,63.55076286,0.0,1.961419965,0.0,0.0,0.0,0.0,3.116966317,0.0,17.043756559,0.0,0.0,0.0,1.961419965,3.116966317,2.615263862,1.307597182,0.0,3.7707367950000004,0.0,2.615263862,0.0,70.59483692,0.020578145,0.05714409,0.003502826,0.024589214999999998,0.0,0.051262217,2.616767898,0.029020436,0.0,0.0,0.038280841999999995,0.0,0.716405905,0.0,0.083639931,0.006769616,0.135287876,0.002089427,0.0,0.014299006,1.0,1.0,[1]
2x2,0.0,0.0,8.205343522,5.470234187,0.0,5.1982204020000005,0.0,5.1982204020000005,0.0,8.205343522,0.0,2.735080789,0.0,0.0,0.0,0.0,0.0,5.470234187,0.0,0.0,0.0,0.0,2.463139613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.470234187,0.0,0.0,0.0,0.0,0.0,0.0,48.975438780000005,2.735080789,2.735080789,2.463139613,0.0,0.0,0.0,4.926250432,5.470234187,15.866131472,0.0,2.735080789,0.0,2.735080789,0.0,57.72809028,2.463139613,2.735080789,0.0,0.0,0.0,8.205343522,0.0,8.205343522,0.0,5.1982204020000005,0.0,2.735080789,0.0,2.735080789,15.594726103,0.0,0.0,0.0,13.67573969,0.0,0.0,70.31336939,0.0,0.0,0.0,0.0,2.735080789,0.0,0.0,2.735080789,2.463139613,2.735080789,2.735080789,0.0,0.0,0.0,0.0,16.138879303,4.926250432,0.0,0.0,4.926250432,2.463139613,0.0,0.0,0.0,0.0,0.0,2.735080789,0.0,0.0,0.0,0.0,5.1982204020000005,0.0,0.0,106.14521855,0.0,0.0,0.0,0.0,0.0,0.0,2.463139613,2.735080789,18.057099018,0.0,0.0,0.0,10.93988104,2.463139613,0.0,0.0,0.0,2.463139613,2.735080789,0.0,0.0,59.37480765,0.005950012,0.030389253,0.003502826,0.041773652,0.0,0.046717112,2.411651259,0.184019895,0.091746982,0.0,0.040830787,0.0,1.412514876,0.0,0.0,0.006769616,0.135287876,0.002089427,0.0,0.0,1.0,1.0,[2]
3x3,0.0,2.084324048,0.0,0.0,0.0,2.463139613,0.0,6.631704823,0.0,0.0,2.084324048,0.0,0.0,0.0,2.084324048,0.0,2.084324048,0.0,0.0,2.084324048,2.084324048,0.0,2.463139613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.084324048,0.0,0.0,0.0,0.0,0.0,0.0,37.51401301,0.0,0.0,4.547463661,0.0,0.0,2.084324048,7.01057448,0.0,17.431418712,0.0,0.0,0.0,4.16856521,0.0,45.09625851,2.463139613,2.084324048,0.0,0.0,0.0,2.084324048,2.084324048,0.0,2.084324048,2.463139613,0.0,0.0,0.0,0.0,19.894550861,0.0,0.0,0.0,0.0,0.0,0.0,54.94939092,2.084324048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.716011395999999,0.0,4.16856521,0.0,0.0,0.0,0.0,6.631704823,4.926250432,0.0,2.084324048,4.926250432,2.463139613,0.0,2.084324048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.547463661,0.0,0.0,112.92856788,0.0,0.0,0.0,0.0,0.0,2.084324048,2.463139613,0.0,11.936079543999998,0.0,0.0,0.0,0.0,4.547463661,0.0,0.0,4.16856521,2.463139613,2.084324048,0.0,0.0,57.0353161,0.005950012,0.020191263,0.003502826,0.030225388,0.0,0.017684828,1.9310621239999999,0.0,0.0,0.0,0.023007694,0.0,0.819952277,0.093054962,0.019073715,0.010834781,0.135287876,0.002089427,0.0,0.0,1.0,1.0,[3]
4x4,0.0,0.0,1.24099042,1.24099042,0.0,2.463139613,1.24099042,6.186053205,2.481929712,0.0,1.24099042,0.0,0.0,0.0,1.24099042,2.481929712,4.963895155,0.0,0.0,0.0,3.722913592,0.0,2.463139613,0.0,0.0,2.481929712,0.0,2.481929712,0.0,0.0,0.0,1.24099042,4.963895155,1.24099042,0.0,0.0,0.0,6.204767988,1.24099042,0.0,58.11892261,1.24099042,2.481929712,3.704130033,0.0,0.0,0.0,4.926250432,2.481929712,9.890145587,0.0,0.0,0.0,1.24099042,0.0,35.82071537,2.463139613,6.204767988,0.0,0.0,0.0,2.481929712,2.481929712,13.65210425,0.0,3.704130033,0.0,0.0,0.0,0.0,11.112296172999999,1.24099042,0.0,0.0,6.204767988,0.0,0.0,72.97831576,1.24099042,7.44578458,0.0,0.0,0.0,0.0,0.0,1.24099042,4.945069325,1.24099042,7.44578458,1.24099042,0.0,1.24099042,0.0,13.630601653,4.926250432,0.0,0.0,8.649164024,3.704130033,2.481929712,1.24099042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.908924193,0.0,0.0,95.32910951,0.0,1.24099042,1.24099042,0.0,0.0,0.0,2.463139613,0.0,27.225598446,0.0,0.0,0.0,3.722913592,3.704130033,0.0,0.0,0.0,3.704130033,1.24099042,0.0,0.0,63.04754448,0.005950012,0.047710591,0.025651101,0.033658098,0.0,0.041800471,3.144182941,0.0,0.000573232,0.0,0.035236984,0.0,0.213835962,0.0,0.011446929,0.024982997,0.135287876,0.043181165,0.0206022,0.013707828,1.0,1.0,[4]
5x5,0.0,0.0,3.332614013,0.833158429,1.781762191,3.332614013,0.0,0.0,0.0,0.0,2.6149206200000004,1.781762191,0.833158429,0.0,0.0,0.0,0.833158429,0.0,1.666306062,0.0,0.0,1.781762191,0.833158429,0.0,0.0,0.833158429,1.781762191,0.0,0.0,0.0,0.0,0.0,5.229721423,5.832033701,0.0,0.0,0.0,0.0,0.0,0.0,52.17835898,0.833158429,0.0,0.0,0.0,0.0,1.666306062,1.781762191,0.0,0.0,0.0,1.781762191,0.0,0.833158429,0.0,60.005917451,1.666306062,0.0,0.0,0.833158429,0.0,1.781762191,0.0,1.666306062,0.0,1.781762191,0.0,0.0,0.0,0.0,11.292704883999999,2.6149206200000004,0.0,0.0,11.779414871,0.0,0.0,51.3467215,0.0,1.781762191,0.0,0.833158429,1.781762191,0.0,0.0,0.0,2.6149206200000004,3.563415361,9.626446809,0.0,0.0,1.781762191,0.0,3.563415361,3.563415361,7.126995139,0.833158429,0.833158429,1.781762191,0.0,0.0,0.833158429,1.781762191,0.0,0.0,0.0,0.0,0.0,0.0,10.228553747,0.0,1.781762191,148.93930755,0.0,0.0,0.0,0.833158429,1.781762191,0.833158429,0.0,0.0,7.844574008,0.0,0.0,0.0,1.781762191,1.666306062,1.666306062,0.0,1.781762191,0.0,0.0,0.833158429,0.0,88.79543357,0.025262328,0.090031378,0.09564132,0.056081993,0.0,0.062355816,3.387288882,0.146045869,0.001753042,0.0,0.059347812,0.0,0.774066928,0.0,0.109059893,0.030169693,0.32104538299999996,0.003530092,0.024333747000000003,0.0,1.0,1.0,[0]
6x6,0.0,0.0,3.332614013,2.1407556110000003,0.0,5.294033978,0.653826704,0.653826704,0.653826704,0.0,1.4869851330000001,0.653826704,1.4869851330000001,0.0,0.0,1.307597182,5.409764921,0.653826704,2.320132766,1.307597182,0.653826704,1.961419965,0.833158429,1.961419965,0.653826704,0.833158429,0.0,3.269037797,0.0,0.0,0.0,0.0,8.858307125,5.832033701,0.0,0.0,0.0,0.653826704,0.0,0.0,41.21219386,0.833158429,0.653826704,0.653826704,0.0,0.0,1.666306062,0.653826704,2.615263862,0.0,0.0,0.0,0.0,0.833158429,0.0,35.135002561,1.666306062,4.576606492,0.0,0.833158429,0.653826704,3.922888507,1.961419965,1.666306062,0.0,0.653826704,0.0,0.653826704,0.0,0.0,7.434747542,3.448422291,0.653826704,0.0,11.305249862,0.653826704,0.0,41.032732190000004,0.653826704,0.653826704,0.0,5.409764921,0.0,0.0,0.653826704,0.0,2.1407556110000003,0.0,12.306323481,1.307597182,0.0,2.615263862,0.0,2.615263862,1.307597182,0.0,1.4869851330000001,12.600485969000001,0.0,0.0,0.0,0.833158429,1.307597182,0.653826704,0.0,0.0,0.0,0.653826704,7.192001063,13.857139449,1.307597182,0.653826704,83.14787281,0.0,1.961419965,0.0,0.833158429,0.0,0.833158429,0.653826704,0.0,9.691452733,0.0,0.0,0.0,1.961419965,2.320132766,4.281569924,1.307597182,0.0,1.307597182,0.0,3.448422291,0.0,68.56868999,0.039890461,0.036952827,0.074644945,0.03930652,0.0,0.033577389,2.740798915,0.029020436,0.001753042,0.0,0.033191161999999996,0.0,0.716405905,0.0,0.083639931,0.025996785,0.307976677,0.003530092,0.016707202,0.014299006,1.0,1.0,[1]
7x7,0.0,0.0,11.537957535,6.303392616,0.0,6.067694802,0.0,2.735080789,0.0,8.205343522,0.833158429,2.735080789,0.833158429,0.0,0.0,0.0,0.833158429,5.470234187,1.666306062,0.0,0.0,0.0,0.833158429,0.0,0.0,0.833158429,0.0,0.0,0.0,0.0,0.0,0.0,1.666306062,11.302267888,0.0,0.0,0.0,0.0,0.0,0.0,40.21089938,3.568239218,2.735080789,0.0,0.0,0.0,1.666306062,0.0,5.470234187,10.93988104,0.0,2.735080789,0.0,3.568239218,0.0,43.890947781,1.666306062,2.735080789,0.0,0.833158429,0.0,8.205343522,0.0,9.871649584,0.0,2.735080789,0.0,2.735080789,0.0,2.735080789,12.371053267,0.833158429,0.0,0.0,23.673392370000002,0.0,0.0,55.78857064,0.0,0.0,0.0,0.833158429,2.735080789,0.0,0.0,2.735080789,0.833158429,2.735080789,5.234532459,0.0,0.0,0.0,0.0,13.67573969,0.0,0.0,0.833158429,0.833158429,0.0,0.0,0.0,0.833158429,0.0,0.0,2.735080789,0.0,0.0,0.0,0.0,9.400219175,0.0,0.0,125.74232849999999,0.0,0.0,0.0,0.833158429,0.0,0.833158429,0.0,2.735080789,10.704795191999999,0.0,0.0,0.0,10.93988104,1.666306062,1.666306062,0.0,0.0,0.0,2.735080789,0.833158429,0.0,57.34866072,0.025262328,0.01019799,0.074644945,0.056490957,0.0,0.029032284,2.535682276,0.184019895,0.093500024,0.0,0.035741107,0.0,1.412514876,0.0,0.0,0.025996785,0.307976677,0.003530092,0.016707202,0.0,1.0,1.0,[2]
8x8,0.0,2.084324048,3.332614013,0.833158429,0.0,3.332614013,0.0,4.16856521,0.0,0.0,2.917482477,0.0,0.833158429,0.0,2.084324048,0.0,2.917482477,0.0,1.666306062,2.084324048,2.084324048,0.0,0.833158429,0.0,0.0,0.833158429,0.0,0.0,0.0,0.0,0.0,0.0,1.666306062,7.916357749,0.0,0.0,0.0,0.0,0.0,0.0,28.749473610000003,0.833158429,0.0,2.084324048,0.0,0.0,3.7506301100000004,2.084324048,0.0,12.50516828,0.0,0.0,0.0,5.001723639,0.0,31.259116011000003,1.666306062,2.084324048,0.0,0.833158429,0.0,2.084324048,2.084324048,1.666306062,2.084324048,0.0,0.0,0.0,0.0,0.0,16.670878025,0.833158429,0.0,0.0,9.99765268,0.0,0.0,40.42459217,2.084324048,0.0,0.0,0.833158429,0.0,0.0,0.0,0.0,7.086030212,0.0,6.66801688,0.0,0.0,0.0,0.0,4.16856521,0.0,0.0,2.917482477,0.833158429,0.0,0.0,2.084324048,0.833158429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.749462434,0.0,0.0,132.52567783,0.0,0.0,0.0,0.833158429,0.0,2.917482477,0.0,0.0,4.583775718,0.0,0.0,0.0,0.0,3.7506301100000004,1.666306062,0.0,4.16856521,0.0,2.084324048,0.833158429,0.0,55.00916917,0.025262328,0.0,0.074644945,0.044942693,0.0,0.0,2.055093141,0.0,0.001753042,0.0,0.017918014,0.0,0.819952277,0.093054962,0.019073715,0.03006195,0.307976677,0.003530092,0.016707202,0.0,1.0,1.0,[3]
9x9,0.0,0.0,4.573604433,2.074148849,0.0,3.332614013,1.24099042,3.722913592,2.481929712,0.0,2.074148849,0.0,0.833158429,0.0,1.24099042,2.481929712,5.797053584,0.0,1.666306062,0.0,3.722913592,0.0,0.833158429,0.0,0.0,3.315088141,0.0,2.481929712,0.0,0.0,0.0,1.24099042,6.630201217000001,7.073024121,0.0,0.0,0.0,6.204767988,1.24099042,0.0,49.35438321,2.074148849,2.481929712,1.24099042,0.0,0.0,1.666306062,0.0,2.481929712,4.963895155,0.0,0.0,0.0,2.074148849,0.0,21.983572871,1.666306062,6.204767988,0.0,0.833158429,0.0,2.481929712,2.481929712,15.318410312000001,0.0,1.24099042,0.0,0.0,0.0,0.0,7.888623337,2.074148849,0.0,0.0,16.202420668000002,0.0,0.0,58.45351701,1.24099042,7.44578458,0.0,0.833158429,0.0,0.0,0.0,1.24099042,3.315088141,1.24099042,9.94523625,1.24099042,0.0,1.24099042,0.0,11.16746204,0.0,0.0,0.833158429,4.556072021,1.24099042,2.481929712,1.24099042,0.833158429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.110922966,0.0,0.0,114.92621946,0.0,1.24099042,1.24099042,0.833158429,0.0,0.833158429,0.0,0.0,19.87329462,0.0,0.0,0.0,3.722913592,2.907296482,1.666306062,0.0,0.0,1.24099042,1.24099042,0.833158429,0.0,61.02139755,0.025262328,0.027519328,0.09679322,0.048375403,0.0,0.024115643,3.268213958,0.0,0.002326274,0.0,0.030147304,0.0,0.213835962,0.0,0.011446929,0.044210166,0.307976677,0.04462183,0.037309402000000005,0.013707828,1.0,1.0,[4]
