coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,ODImmature2,ODMature4,permutationTracker
0x0,0.0,0.0,1.649354052,4.490050644,0.0,0.824693815,0.0,0.824693815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.011674592,0.0,0.824693815,0.0,0.0,45.53899486,4.948123813,0.0,1.649354052,0.0,0.0,5.681438881,2.47408148,2.840696592,0.0,0.0,6.506132696,0.824693815,0.0,0.0,0.0,3.6653904070000003,0.824693815,0.0,0.0,5.681438881,0.824693815,0.0,2.840696592,0.0,2.840696592,5.681438881,2.840696592,97.413498815,2.840696592,0.0,0.0,2.840696592,2.840696592,0.0,2.840696592,3.298728334,0.0,0.824693815,0.0,1.649354052,12.187014355,2.840696592,2.840696592,0.0,0.824693815,0.824693815,0.0,0.824693815,0.0,37.020620464,0.0,26.39050251,18.875281971,0.0,0.0,0.0,0.0,8.522259222,0.0,2.840696592,2.840696592,0.0,0.0,0.0,0.0,0.0,0.0,0.824693815,0.824693815,13.011674592,0.0,13.836402020000001,0.0,10.171613274,0.0,1.649354052,5.681438881,1.649354052,0.824693815,0.0,5.314778072,2.840696592,0.0,0.0,2.840696592,50.30976198,0.0,13.470383035000001,0.0,0.824693815,12.36903314,1.649354052,2.47408148,0.0,0.824693815,0.0,0.0,4.12342048,2.47408148,0.0,0.0,2.840696592,4.948123813,19.88334196,0.0,0.0,0.0,0.0,4.490050644,2.840696592,0.0,0.0,0.824693815,0.025115972,0.0,0.031561203,0.048231923,0.00197471,0.0,0.052046655,0.0,0.0,0.0,0.0,0.014365337,0.0,0.0,0.0,0.00780973,0.5598302420000001,0.028037602,0.003393076,0.223626855,1.0,1.0,"[[0], [0]]"
1x1,0.0,0.0,1.649354052,1.649354052,0.0,2.672300475,0.615883328,2.672300475,0.0,0.0,0.615883328,0.0,0.615883328,0.0,0.615883328,0.0,2.881126953,0.0,0.824693815,0.0,0.0,31.952903678,6.179896714,0.615883328,1.649354052,0.0,1.231772901,0.0,2.47408148,0.0,0.615883328,0.0,3.2882321589999997,1.440577143,0.0,0.0,0.615883328,0.824693815,0.824693815,0.615883328,20.32553818,0.0,3.2882321589999997,1.231772901,0.0,1.231772901,1.231772901,0.615883328,0.0,0.824693815,0.0,1.231772901,0.0,0.0,0.0,17.24315718,0.0,3.298728334,0.0,0.824693815,0.0,6.5764232830000005,1.440577143,0.615883328,0.0,1.231772901,0.824693815,1.440577143,0.0,0.824693815,10.4709662,43.338419064,0.0,26.39050251,15.657381434,0.0,1.231772901,20.32553818,1.231772901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.311167523,3.695263824,6.158796218,0.824693815,0.824693815,1.649354052,0.0,3.705854381,1.231772901,1.649354052,0.0,2.881126953,0.0,1.649354052,0.824693815,0.0,2.47408148,1.84760666,0.0,0.615883328,0.0,50.30976198,1.84760666,81.931134863,0.0,0.824693815,34.54297964,1.649354052,2.47408148,0.0,0.824693815,0.0,0.615883328,5.97102714,2.47408148,5.542895741,0.0,0.615883328,4.948123813,0.0,0.615883328,1.231772901,0.0,0.0,2.881126953,0.0,0.0,0.0,11.295660015,0.025115972,0.058490586,0.06384949100000001,0.073852689,0.00197471,0.036217685,5.365463028,0.0,0.0,0.0,0.019394063,0.0,0.016035073,0.0,0.075905184,0.007837318000000001,0.286737624,0.028037602,0.016980468999999998,0.0,1.0,1.0,"[[0], [1]]"
2x2,0.0,0.0,1.649354052,1.649354052,0.0,0.824693815,0.0,0.824693815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.649354052,0.0,0.824693815,0.0,0.0,31.33702035,4.948123813,0.0,1.649354052,0.0,0.0,0.0,2.47408148,0.0,0.0,0.0,0.824693815,0.824693815,0.0,0.0,0.0,0.824693815,0.824693815,0.0,16.95560323,0.0,0.824693815,0.0,0.0,0.0,0.0,0.0,0.0,0.824693815,0.0,0.0,0.0,0.0,0.0,16.95560323,0.0,3.298728334,0.0,0.824693815,0.0,1.649354052,3.650473881,0.0,0.0,0.0,0.824693815,0.824693815,0.0,0.824693815,2.825780066,45.333019074,0.0,26.39050251,13.19384309,0.0,0.0,2.825780066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.651659355,0.824693815,0.824693815,1.649354052,0.0,5.299861546000001,0.0,1.649354052,0.0,4.475134118,0.0,1.649354052,0.824693815,0.0,2.47408148,0.0,0.0,0.0,0.0,50.30976198,0.0,120.81730461299999,0.0,0.824693815,32.15163894,1.649354052,2.47408148,0.0,0.824693815,0.0,0.0,4.12342048,2.47408148,2.825780066,0.0,0.0,7.773903879,0.0,0.0,0.0,0.0,0.0,7.301013406999999,0.0,0.0,0.0,3.650473881,0.025115972,0.089065499,0.05669605800000001,0.065528141,0.00197471,0.023764345,4.851268133,0.0,0.0,0.0,0.046554863,0.0,0.0,0.0,0.058003246,0.06700610600000001,0.286737624,0.028037602,0.031920794,0.0,1.0,1.0,"[[0], [2]]"
3x3,0.0,0.0,4.51702929,1.649354052,0.0,2.25852247,1.433828655,1.541613579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.716919764,5.233938744,0.716919764,1.541613579,0.716919764,0.716919764,32.770849005,4.948123813,0.0,1.649354052,0.0,0.0,0.0,2.47408148,0.0,0.0,0.0,1.541613579,0.824693815,0.0,1.433828655,0.0,0.824693815,0.824693815,0.0,6.452294345,0.0,0.824693815,4.301515067,0.0,0.0,0.0,0.716919764,0.716919764,0.824693815,0.0,0.0,0.0,0.0,0.0,12.18863958,0.0,4.015648098,0.0,1.541613579,0.0,2.366273816,1.541613579,0.0,0.0,0.0,0.824693815,0.824693815,0.0,0.824693815,14.33910428,28.717009004,0.0,27.107422274,16.061518328,0.716919764,0.716919764,0.0,0.716919764,2.150793929,0.0,0.0,0.0,0.0,0.0,0.0,3.584584692,3.584584692,10.7543874,1.541613579,0.824693815,1.649354052,0.0,3.191001244,0.0,1.649354052,0.0,1.649354052,0.0,3.0831827069999997,0.824693815,0.0,2.47408148,0.716919764,0.0,0.0,0.0,50.30976198,0.0,146.18100251299998,0.0,0.824693815,13.085952904,1.649354052,2.47408148,0.716919764,1.541613579,0.0,0.716919764,7.708005172,2.47408148,10.7543874,0.716919764,0.0,4.948123813,1.433828655,0.716919764,0.0,0.716919764,0.0,1.649354052,0.0,0.0,0.0,0.824693815,0.025115972,0.02629686,0.065276636,0.07320238100000001,0.00197471,0.039747776,4.400699333,0.0,0.0,0.002651482,0.016789845,0.0,0.0,0.00462805,0.0,0.02729301,0.32004849900000004,0.028037602,0.032382711,0.0,1.0,1.0,"[[0], [3]]"
4x4,0.0,0.0,1.649354052,1.649354052,0.0,0.824693815,14.21948651,0.824693815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.388800394,0.0,0.824693815,0.0,0.0,31.33702035,4.948123813,0.0,1.649354052,0.0,0.0,0.0,2.47408148,0.0,4.739446342,0.0,0.824693815,0.824693815,0.0,0.0,0.0,15.044180325,0.824693815,0.0,37.91347363,0.0,5.564140157,0.0,0.0,4.739446342,0.0,0.0,0.0,10.303215102,0.0,0.0,0.0,14.21948651,0.0,18.95721794,4.739446342,12.777249621,0.0,0.824693815,0.0,1.649354052,0.824693815,4.739446342,0.0,0.0,0.824693815,0.824693815,0.0,0.824693815,4.739446342,5.772827274,0.0,26.39050251,13.19384309,0.0,0.0,33.17432931,0.0,4.739446342,0.0,0.0,0.0,0.0,4.739446342,0.0,28.43743734,0.0,23.69448651,0.824693815,0.824693815,1.649354052,0.0,7.213527822,0.0,1.649354052,4.739446342,11.127875339,0.0,1.649354052,0.824693815,0.0,7.213527822,0.0,0.0,0.0,0.0,50.30976198,0.0,14.426645099999998,0.0,0.824693815,50.28250677,1.649354052,7.213527822,0.0,0.824693815,0.0,0.0,4.12342048,2.47408148,14.21948651,0.0,0.0,4.948123813,4.739446342,0.0,0.0,0.0,0.0,1.649354052,0.0,4.739446342,0.0,10.303215102,0.043418449,0.002922097,0.031561203,0.11208589,0.00197471,0.0,0.842934924,0.223855094,0.0,0.0,0.040411155,0.0,1.447597495,0.0,0.102216733,0.000979608,0.33448842100000004,0.12375863899999999,0.003393076,0.0,1.0,1.0,"[[0], [4]]"
5x5,0.0,0.0,11.27156635,2.840696592,0.0,22.54507076,0.0,0.0,0.0,0.0,5.636055354,0.0,5.636055354,0.0,0.0,0.0,11.36232054,0.0,0.0,0.0,0.0,14.20197451,0.0,0.0,0.0,0.0,0.0,5.681438881,0.0,2.840696592,0.0,0.0,16.953005231,22.54507076,0.0,0.0,5.636055354,2.840696592,0.0,0.0,0.0,5.681438881,0.0,0.0,2.840696592,0.0,2.840696592,5.681438881,2.840696592,102.22486035399999,2.840696592,0.0,0.0,2.840696592,2.840696592,0.0,2.840696592,0.0,0.0,0.0,0.0,0.0,11.36232054,2.840696592,2.840696592,0.0,0.0,5.636055354,0.0,0.0,0.0,31.24779319,0.0,11.27156635,22.591620921,0.0,0.0,0.0,0.0,8.522259222,5.636055354,2.840696592,2.840696592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.998375894,0.0,11.36232054,0.0,8.522259222,0.0,0.0,5.681438881,0.0,0.0,0.0,2.840696592,2.840696592,0.0,0.0,2.840696592,0.0,0.0,8.522259222,5.636055354,5.636055354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.636055354,11.27156635,0.0,2.840696592,0.0,19.88334196,0.0,0.0,0.0,11.27156635,2.840696592,2.840696592,0.0,0.0,0.0,0.0,0.0,0.002849356,0.024196002,0.0,0.041904707,0.052046655,0.0,0.0,0.0,0.0,0.014365337,0.455559624,0.0,0.0,0.029191418,0.28098021300000003,0.490390247,0.0,0.223626855,1.0,1.0,"[[1], [0]]"
6x6,0.0,0.0,11.27156635,0.0,0.0,24.392677420000002,0.615883328,1.84760666,0.0,0.0,6.251938682,0.0,6.251938682,0.0,0.615883328,0.0,1.231772901,0.0,0.0,0.0,0.0,0.615883328,1.231772901,0.615883328,0.0,0.0,1.231772901,0.0,0.0,0.0,0.615883328,0.0,13.735104694,23.160954088,0.0,0.0,6.251938682,0.0,0.0,0.615883328,20.32553818,0.0,2.463538344,1.231772901,0.0,1.231772901,1.231772901,0.615883328,0.0,5.636055354,0.0,1.231772901,0.0,0.0,0.0,17.24315718,0.0,0.0,0.0,0.0,0.0,4.927069231,0.615883328,0.615883328,0.0,1.231772901,0.0,6.251938682,0.0,0.0,10.4709662,37.56559179,0.0,11.27156635,19.373720384,0.0,1.231772901,20.32553818,1.231772901,0.0,5.636055354,0.0,0.0,0.0,0.0,0.0,4.311167523,3.695263824,6.158796218,0.0,0.0,5.636055354,0.0,1.231772901,1.231772901,0.0,0.0,1.231772901,0.0,0.0,0.0,0.0,0.0,1.84760666,0.0,0.615883328,0.0,0.0,1.84760666,76.98301105,5.636055354,5.636055354,22.1739465,0.0,0.0,0.0,0.0,0.0,0.615883328,1.84760666,5.636055354,16.814462091,0.0,0.615883328,0.0,0.0,0.615883328,1.231772901,0.0,11.27156635,1.231772901,0.0,0.0,0.0,10.4709662,0.0,0.058490586,0.035137643999999996,0.049816768,0.0,0.078122392,5.365463028,0.0,0.0,0.0,0.019394063,0.0,0.471594697,0.0,0.075905184,0.029219006,0.007887595,0.490390247,0.013587393,0.0,1.0,1.0,"[[1], [1]]"
7x7,0.0,0.0,11.27156635,0.0,0.0,22.54507076,0.0,0.0,0.0,0.0,5.636055354,0.0,5.636055354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.27156635,22.54507076,0.0,0.0,5.636055354,0.0,0.0,0.0,16.95560323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.636055354,0.0,0.0,0.0,0.0,0.0,16.95560323,0.0,0.0,0.0,0.0,0.0,0.0,2.825780066,0.0,0.0,0.0,0.0,5.636055354,0.0,0.0,2.825780066,39.5601918,0.0,11.27156635,16.91018204,0.0,0.0,2.825780066,0.0,0.0,5.636055354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.651659355,0.0,0.0,5.636055354,0.0,2.825780066,0.0,0.0,0.0,2.825780066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.8691808,5.636055354,5.636055354,19.7826058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.636055354,14.097346416,0.0,0.0,2.825780066,0.0,0.0,0.0,0.0,11.27156635,5.651659355,0.0,0.0,0.0,2.825780066,0.0,0.089065499,0.027984211000000002,0.041492219999999996,0.0,0.065669052,4.851268133,0.0,0.0,0.0,0.046554863,0.0,0.455559624,0.0,0.058003246,0.088387794,0.007887595,0.490390247,0.028527718,0.0,1.0,1.0,"[[1], [2]]"
8x8,0.0,0.0,14.139241588,0.0,0.0,23.978899415,1.433828655,0.716919764,0.0,0.0,5.636055354,0.0,5.636055354,0.0,0.0,0.716919764,3.584584692,0.716919764,0.716919764,0.716919764,0.716919764,1.433828655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.988486114,22.54507076,0.0,1.433828655,5.636055354,0.0,0.0,0.0,6.452294345,0.0,0.0,4.301515067,0.0,0.0,0.0,0.716919764,0.716919764,5.636055354,0.0,0.0,0.0,0.0,0.0,12.18863958,0.0,0.716919764,0.0,0.716919764,0.0,0.716919764,0.716919764,0.0,0.0,0.0,0.0,5.636055354,0.0,0.0,14.33910428,22.94418173,0.0,11.988486114,19.777857278,0.716919764,0.716919764,0.0,0.716919764,2.150793929,5.636055354,0.0,0.0,0.0,0.0,0.0,3.584584692,3.584584692,10.7543874,0.716919764,0.0,5.636055354,0.0,0.716919764,0.0,0.0,0.0,0.0,0.0,1.433828655,0.0,0.0,0.0,0.716919764,0.0,0.0,0.0,0.0,0.0,141.2328787,5.636055354,5.636055354,0.716919764,0.0,0.0,0.716919764,0.716919764,0.0,0.716919764,3.584584692,5.636055354,22.02595375,0.716919764,0.0,0.0,1.433828655,0.716919764,0.0,0.716919764,11.27156635,0.0,0.0,0.0,0.0,0.0,0.0,0.02629686,0.036564789,0.04916646,0.0,0.081652483,4.400699333,0.0,0.0,0.002651482,0.016789845,0.0,0.455559624,0.00462805,0.0,0.048674698,0.04119847,0.490390247,0.028989635,0.0,1.0,1.0,"[[1], [3]]"
9x9,0.0,0.0,11.27156635,0.0,0.0,22.54507076,14.21948651,0.0,0.0,0.0,5.636055354,0.0,5.636055354,0.0,0.0,0.0,4.739446342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.739446342,0.0,11.27156635,22.54507076,0.0,0.0,5.636055354,14.21948651,0.0,0.0,37.91347363,0.0,4.739446342,0.0,0.0,4.739446342,0.0,0.0,0.0,15.114576641,0.0,0.0,0.0,14.21948651,0.0,18.95721794,4.739446342,9.478521287,0.0,0.0,0.0,0.0,0.0,4.739446342,0.0,0.0,0.0,5.636055354,0.0,0.0,4.739446342,0.0,0.0,11.27156635,16.91018204,0.0,0.0,33.17432931,0.0,4.739446342,5.636055354,0.0,0.0,0.0,4.739446342,0.0,28.43743734,0.0,23.69448651,0.0,0.0,5.636055354,0.0,4.739446342,0.0,0.0,4.739446342,9.478521287,0.0,0.0,0.0,0.0,4.739446342,0.0,0.0,0.0,0.0,0.0,0.0,9.478521287,5.636055354,5.636055354,37.91347363,0.0,4.739446342,0.0,0.0,0.0,0.0,0.0,5.636055354,25.49105286,0.0,0.0,0.0,4.739446342,0.0,0.0,0.0,11.27156635,0.0,0.0,4.739446342,0.0,9.478521287,0.018302477,0.002922097,0.002849356,0.088049969,0.0,0.041904707,0.842934924,0.223855094,0.0,0.0,0.040411155,0.0,1.9031571189999998,0.0,0.102216733,0.022361296,0.055638391999999995,0.586111284,0.0,0.0,1.0,1.0,"[[1], [4]]"
