coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Excitatory,Microglia,Excitatory Microglia
48x48,0.891907941,0.0,15.16218226,7.601099345,2.047926208,22.824714128,15.919754179999998,2.904125741,0.0,1.728815757,17.858583203,4.9692781120000005,0.0,0.879273544,0.0,6.727884114,26.136603505,2.331344578,1.758608055,5.55393556,4.336923174,3.2232492610000003,1.439436637,0.560163093,9.841582359,17.188405458,1.439436637,9.353033334,2.650515996,1.120313117,1.999586661,0.560163093,28.115691715,11.478785859999999,1.120313117,0.0,1.758608055,2.060560605,5.843212087,0.560163093,2.047926208,2.331344578,19.092088854,2.331344578,1.758608055,4.674662016,1.168652664,4.668681091,4.024446742,0.0,8.792870241,0.0,1.771181485,28.423957684,1.771181485,1.771181485,8.792870241,27.283057987000003,0.891907941,2.331344578,4.800348726,22.10281765,7.770053900000001,0.879273544,0.0,2.63789366,0.891907941,0.0,0.560163093,0.879273544,2.288965781,7.3377481840000005,2.318771148,0.0,27.047601242,0.0,0.879273544,11.4021473,7.890478464999999,16.601618897,0.0,1.439436637,1.771181485,1.758608055,0.879273544,0.0,20.803328325,5.271236436,1.120313117,9.486200740000001,0.879273544,25.005339992,0.0,32.362227637,4.072778405,0.879273544,7.300598635000001,3.567620359,1.999586661,2.675784144,4.396472894,2.318771148,7.004628836999999,27.440627273,1.439436637,0.0,1.120313117,130.22514303399998,1.168652664,35.678290383000004,0.891907941,1.758608055,18.219938778,4.095944568,20.443669949,2.240634118,1.452071034,0.560163093,4.066150773,25.581440875,5.338863172,7.135420397,0.0,9.673331543,0.0,24.901560576999998,0.0,1.120313117,1.771181485,2.63789366,5.6922566670000005,0.0,4.077370171,0.891907941,12.48652308,0.045213977,0.052248287,0.058043460000000005,0.185806405,0.0,0.001917426,0.0,0.021775469,0.0,0.0,0.155584804,0.0,1.083031715,0.0,0.200666064,0.015747759,0.8449619640000001,0.000742606,0.001060327,0.049909825,2.0,2.0,"[[0, 3], [0, 4]]"
49x49,0.0,2.889914001,0.0,10.491013345999999,0.879273544,7.780756403,17.364704280999998,1.120313117,0.0,0.560163093,17.51972068,10.099518519,0.0,0.879273544,1.444950101,13.06086431,41.836562495,2.884386738,1.758608055,0.879273544,1.999586661,1.439436637,1.439436637,0.560163093,11.28653246,23.210553806,2.884386738,10.797983434999999,3.203558156,1.120313117,1.999586661,0.560163093,17.68776833,5.449651676,1.120313117,0.0,1.758608055,0.0,0.0,0.560163093,0.879273544,1.439436637,29.967112110000002,1.439436637,1.758608055,0.0,6.022148348,1.439436637,2.240634118,1.444950101,8.792870241,0.0,0.879273544,37.612399026000006,2.324223645,0.879273544,8.792870241,20.976595568,0.0,16.131440834,4.800348726,11.523214644,6.878145959,3.7691875450000003,0.0,8.660042008,0.0,1.444950101,0.560163093,0.879273544,1.120313117,24.969235334,2.318771148,1.444950101,5.366025283,0.0,0.879273544,10.233494636,11.056771459,1.439436637,0.0,1.439436637,3.7691875450000003,1.758608055,0.879273544,0.0,20.803328325,3.7637212490000005,7.142461465,8.317548076000001,0.879273544,27.217568299,0.0,28.794057081,1.120313117,2.324223645,5.516786011000001,1.444950101,1.999586661,0.0,4.396472894,8.340919496,27.994409803,0.560163093,1.439436637,0.0,1.120313117,168.274300214,0.0,36.535589914,0.0,1.758608055,9.790168966,1.758608055,25.788111939000004,2.240634118,0.560163093,2.005113194,0.560163093,11.549956008999999,0.879273544,1.444950101,0.0,9.673331543,0.0,39.496369531,6.022148348,1.120313117,2.324223645,4.082843761,6.245298827,1.444950101,4.077370171,0.0,0.0,0.005299569,0.046669044,0.031887835,0.109784752,0.002447184,0.0,0.0,0.021775469,0.0,0.0,0.141346753,0.0,0.981377891,0.0,0.200666064,0.103260324,0.7393062140000001,0.316408384,0.000391101,0.049909825,2.0,2.0,"[[0, 3], [1, 2]]"
50x50,0.0,0.96942751,24.23480772,8.570526855,1.363977959,27.654483442999997,15.919754179999998,2.57445688,0.484704415,0.560163093,17.044198088999998,10.584222934,3.392987829,1.8487010540000002,0.0,5.835976173,33.660604574000004,1.924141052,1.758608055,1.363977959,1.999586661,2.8935804000000003,1.439436637,1.044867508,9.841582359,23.210553806,1.439436637,9.353033334,4.182184266,1.120313117,1.999586661,1.529590603,21.098982962,13.707603875,1.120313117,0.0,3.212751818,0.484704415,0.0,0.560163093,1.363977959,1.439436637,29.967112110000002,1.439436637,1.758608055,0.0,6.022148348,1.439436637,4.179433907,0.0,8.792870241,0.0,0.879273544,33.277453368,1.363977959,0.879273544,9.277574655999999,19.065226121000002,0.0,7.461584985,4.800348726,19.763172705,6.878145959,1.363977959,0.484704415,8.660042008,0.96942751,0.484704415,0.560163093,0.879273544,1.605017532,25.938662844,2.318771148,0.96942751,37.851188942,0.0,0.879273544,10.233494636,7.691253311,1.439436637,0.0,2.408864147,0.879273544,1.758608055,1.363977959,0.0,22.257472088,2.803475563,7.627165880000001,8.802252491,0.879273544,21.437719633,0.0,29.287906769,3.059112906,1.363977959,5.516786011000001,2.908228973,1.999586661,5.33184099,4.881177309000001,8.340919496,18.364356508,0.560163093,1.439436637,0.96942751,1.120313117,141.056678884,0.0,26.455440987000003,0.0,1.758608055,3.059112906,2.728035565,23.382902353000002,2.240634118,1.044867508,1.044867508,1.529590603,11.568270981,4.756916424,2.908228973,0.0,9.673331543,0.0,35.646128288,6.022148348,1.120313117,1.363977959,5.061469871,6.739148515,0.0,4.5620745860000005,0.0,9.693010665,0.005299569,0.08831228499999999,0.035770514,0.13776042300000002,0.002447184,0.023056926,0.0,0.10690354399999999,0.0,0.0,0.141346753,0.0,1.335441945,0.0,0.200666064,0.0,0.7196524160000001,0.005567434,0.000391101,0.049909825,2.0,2.0,"[[0, 3], [1, 3]]"
51x51,0.0,0.0,0.0,7.601099345,2.047926208,10.118092916,15.919754179999998,1.120313117,0.0,1.728815757,16.074770579,10.099518519,0.0,0.879273544,0.0,5.835976173,36.396466801,1.439436637,1.758608055,5.55393556,4.336923174,1.439436637,1.439436637,0.560163093,9.841582359,23.210553806,1.439436637,9.353033334,1.758608055,1.120313117,1.999586661,0.560163093,18.303842009,2.559737675,1.120313117,0.0,1.758608055,1.168652664,5.843212087,0.560163093,2.047926208,1.439436637,31.135764774000002,1.439436637,1.758608055,4.674662016,7.190801012,3.77677315,2.240634118,0.0,8.792870241,0.0,0.879273544,34.446106032,0.879273544,0.879273544,8.792870241,20.147637590000002,0.0,7.461584985,4.800348726,18.535197291,6.878145959,0.879273544,0.0,8.660042008,0.0,0.0,0.560163093,0.879273544,2.288965781,29.64389735,2.318771148,0.0,7.427062862,0.0,0.879273544,11.4021473,7.890478464999999,1.439436637,0.0,1.439436637,0.879273544,1.758608055,0.879273544,0.0,20.803328325,3.4874238120000003,7.142461465,9.486200740000001,0.879273544,21.437719633,0.0,29.686443493,2.288965781,0.879273544,5.516786011000001,0.0,1.999586661,0.0,4.396472894,8.340919496,19.048304757,27.440627273,1.439436637,0.0,1.120313117,186.215908904,1.168652664,27.650946221,0.0,1.758608055,9.300890593,4.095944568,22.898197938000003,2.240634118,0.560163093,0.560163093,4.066150773,22.684541038,0.879273544,0.0,0.0,9.673331543,0.0,35.161423873,6.022148348,1.120313117,0.879273544,2.63789366,4.800348726,0.0,4.077370171,0.0,0.0,0.021252529,0.046669044,0.052858611,0.16190204400000002,0.002447184,0.001917426,0.0,0.021775469,0.0,0.0,0.141346753,0.0,1.053622622,0.0,0.200666064,0.014984944,0.7837157090000001,0.006310039999999999,0.001451428,0.049909825,2.0,2.0,"[[0, 3], [1, 4]]"
52x52,0.0,3.8593415110000002,24.23480772,11.460440855999998,1.363977959,21.632335095,17.364704280999998,2.57445688,0.484704415,0.560163093,18.489148189999998,4.5620745860000005,3.392987829,1.8487010540000002,1.444950101,13.06086431,31.731686364,3.369091153,1.758608055,1.363977959,1.999586661,2.8935804000000003,1.439436637,1.044867508,11.28653246,17.188405458,2.884386738,10.797983434999999,5.627134367,1.120313117,1.999586661,1.529590603,23.988896963000002,16.597517875999998,1.120313117,0.0,3.212751818,0.484704415,0.0,0.560163093,1.363977959,1.439436637,17.92343619,1.439436637,1.758608055,0.0,0.0,1.439436637,4.179433907,1.444950101,8.792870241,0.0,0.879273544,31.590250678,2.80892806,0.879273544,9.277574655999999,23.400171779,0.0,10.109292486,4.800348726,19.763172705,6.878145959,4.253891960000001,0.484704415,2.63789366,0.96942751,1.929654516,0.560163093,0.879273544,1.605017532,1.8487010540000002,2.318771148,2.414377611,39.296139043,0.0,0.879273544,10.233494636,12.026198969,1.439436637,0.0,2.408864147,3.7691875450000003,1.758608055,1.363977959,0.0,22.257472088,4.248425664000001,1.605017532,8.802252491,0.879273544,27.217568299,0.0,30.73285687,3.059112906,2.80892806,5.516786011000001,4.353179074,1.999586661,5.33184099,4.881177309000001,2.318771148,16.435438297999998,0.560163093,1.439436637,0.96942751,1.120313117,103.709095154,0.0,42.352067327,0.0,1.758608055,11.728968755,2.728035565,20.250668006,2.240634118,1.044867508,2.489817609,1.529590603,8.436036634,4.756916424,4.353179074,0.0,9.673331543,0.0,27.937398025999997,0.0,1.120313117,2.80892806,6.506419972,8.184098616,1.444950101,4.5620745860000005,0.0,9.693010665,0.002912167,0.08831228499999999,0.028301171,0.134413166,0.0,0.023056926,0.0,0.10690354399999999,0.0,0.0,0.141346753,0.0,1.6229501339999999,0.0,0.200666064,0.103260324,0.5945566010000001,0.31084095,0.0,0.049909825,2.0,2.0,"[[0, 3], [2, 3]]"
53x53,0.0,2.889914001,0.0,10.491013345999999,2.047926208,4.095944568,17.364704280999998,1.120313117,0.0,1.728815757,17.51972068,4.077370171,0.0,0.879273544,1.444950101,13.06086431,34.467548591,2.884386738,1.758608055,5.55393556,4.336923174,1.439436637,1.439436637,0.560163093,11.28653246,17.188405458,2.884386738,10.797983434999999,3.203558156,1.120313117,1.999586661,0.560163093,21.19375601,5.449651676,1.120313117,0.0,1.758608055,1.168652664,5.843212087,0.560163093,2.047926208,1.439436637,19.092088854,1.439436637,1.758608055,4.674662016,1.168652664,3.77677315,2.240634118,1.444950101,8.792870241,0.0,0.879273544,32.758903342,2.324223645,0.879273544,8.792870241,24.482583248,0.0,10.109292486,4.800348726,18.535197291,6.878145959,3.7691875450000003,0.0,2.63789366,0.0,1.444950101,0.560163093,0.879273544,2.288965781,5.55393556,2.318771148,1.444950101,8.872012963,0.0,0.879273544,11.4021473,12.225424123,1.439436637,0.0,1.439436637,3.7691875450000003,1.758608055,0.879273544,0.0,20.803328325,4.932373913,1.120313117,9.486200740000001,0.879273544,27.217568299,0.0,31.131393594,2.288965781,2.324223645,5.516786011000001,1.444950101,1.999586661,0.0,4.396472894,2.318771148,17.119386546999998,27.440627273,1.439436637,0.0,1.120313117,148.868325174,1.168652664,43.547572560999996,0.0,1.758608055,17.970746442,4.095944568,19.765963591000002,2.240634118,0.560163093,2.005113194,4.066150773,19.552306691,0.879273544,1.444950101,0.0,9.673331543,0.0,27.452693610999997,0.0,1.120313117,2.324223645,4.082843761,6.245298827,1.444950101,4.077370171,0.0,0.0,0.018865127,0.046669044,0.045389268,0.158554787,0.0,0.001917426,0.0,0.021775469,0.0,0.0,0.141346753,0.0,1.341130811,0.0,0.200666064,0.118245268,0.6586198940000001,0.311583556,0.001060327,0.049909825,2.0,2.0,"[[0, 3], [2, 4]]"
54x54,0.0,0.96942751,24.23480772,8.570526855,2.532630623,23.969671608,15.919754179999998,2.57445688,0.484704415,1.728815757,17.044198088999998,4.5620745860000005,3.392987829,1.8487010540000002,0.0,5.835976173,26.29159067,1.924141052,1.758608055,6.038639975000001,4.336923174,2.8935804000000003,1.439436637,1.044867508,9.841582359,17.188405458,1.439436637,9.353033334,4.182184266,1.120313117,1.999586661,1.529590603,24.604970642,13.707603875,1.120313117,0.0,3.212751818,1.6533570789999998,5.843212087,0.560163093,2.532630623,1.439436637,19.092088854,1.439436637,1.758608055,4.674662016,1.168652664,3.77677315,4.179433907,0.0,8.792870241,0.0,0.879273544,28.423957684,1.363977959,0.879273544,9.277574655999999,22.571213801000003,0.0,1.439436637,4.800348726,26.775155352,6.878145959,1.363977959,0.484704415,2.63789366,0.96942751,0.484704415,0.560163093,0.879273544,2.773670196,6.52336307,2.318771148,0.96942751,41.357176622,0.0,0.879273544,11.4021473,8.859905975,1.439436637,0.0,2.408864147,0.879273544,1.758608055,1.363977959,0.0,22.257472088,3.972128227,1.605017532,9.970905155,0.879273544,21.437719633,0.0,31.625243282,4.22776557,1.363977959,5.516786011000001,2.908228973,1.999586661,5.33184099,4.881177309000001,2.318771148,7.489333252,27.440627273,1.439436637,0.96942751,1.120313117,121.65070384399999,1.168652664,33.467423634,0.0,1.758608055,11.239690382,5.065372077999999,17.360754005,2.240634118,1.044867508,1.044867508,5.0355782829999995,19.570621662999997,4.756916424,2.908228973,0.0,9.673331543,0.0,23.602452367999998,0.0,1.120313117,1.363977959,5.061469871,6.739148515,0.0,4.5620745860000005,0.0,9.693010665,0.018865127,0.08831228499999999,0.049271947,0.186530458,0.0,0.024974352,0.0,0.10690354399999999,0.0,0.0,0.141346753,0.0,1.695194865,0.0,0.200666064,0.014984944,0.6389660960000001,0.000742606,0.001060327,0.049909825,2.0,2.0,"[[0, 3], [3, 4]]"
55x55,1.2526944660000001,0.0,15.883773325,38.111009301,1.443149259,25.111704433,13.530274008,10.841501138,0.360786525,0.9209496180000001,10.508862221,9.278167671,0.0,1.082380077,12.98942937,11.915116103999999,53.732577983999995,2.895220293,2.16475431,0.360786525,1.481099642,3.0655667820000003,0.9209496180000001,0.560163093,9.68389988,8.262782466,0.560163093,0.560163093,1.613499006,1.120313117,1.481099642,3.0856572559999997,26.910389139,12.042661575,1.120313117,0.0,0.360786525,10.271971193999999,0.0,0.560163093,0.360786525,1.452071034,30.688703175,1.452071034,0.360786525,0.0,6.382934873,5.420739277000001,6.91077965,22.36684082,8.298223906,0.721591065,0.891907941,6.743739413,1.2526944660000001,1.9742880180000002,1.443149259,26.911847972,0.891907941,7.474219382,4.642666247,18.901793804,7.13917973,6.494281465,3.968668243,6.022148348,1.613499006,1.082380077,0.560163093,0.0,1.120313117,28.038528724000003,0.560163093,0.721591065,24.263204627,0.0,0.0,3.446496001,15.742570554,16.083131878,0.0,2.724917403,1.2526944660000001,0.0,0.360786525,0.0,19.405506795,11.36472047,7.50324799,4.642666247,1.443149259,23.630232355,0.721591065,21.257100641,17.335336401,0.0,4.708074030000001,3.567620359,2.563462376,3.036570669,5.051039668,6.582311441,12.964625538,0.560163093,2.364111382,1.082380077,1.481099642,148.75184453,3.968668243,31.846333025999996,1.2526944660000001,0.0,10.039361302,0.721591065,23.963878006999998,2.240634118,1.452071034,0.560163093,0.9209496180000001,16.384345791999998,4.820376153,7.496206922,0.721591065,0.0,1.443149259,34.48770763,6.022148348,9.418537023,1.9742880180000002,2.886332908,6.6169314120000005,0.360786525,1.281754158,0.891907941,13.568903157,0.031648419,0.042795152,0.044542027,0.09006694300000001,0.081257275,0.0,0.001710878,0.01280025,0.0,0.0,0.136723962,0.0,0.029409093,0.0,0.050427299,0.150400523,0.7800355529999999,0.748698328,0.000391101,0.0,2.0,2.0,"[[0, 4], [0, 1]]"
56x56,1.2526944660000001,2.889914001,15.883773325,41.000923302000004,1.443149259,19.089556085,14.975224109,10.841501138,0.360786525,0.9209496180000001,11.953812322,3.256019323,0.0,1.082380077,14.434379471,19.140004241,51.803659773999996,4.340170394,2.16475431,0.360786525,1.481099642,3.0655667820000003,0.9209496180000001,0.560163093,11.128849981,2.240634118,2.005113194,2.005113194,3.0584491070000004,1.120313117,1.481099642,3.0856572559999997,29.80030314,14.932575576000001,1.120313117,0.0,0.360786525,10.271971193999999,0.0,0.560163093,0.360786525,1.452071034,18.645027255,1.452071034,0.360786525,0.0,0.360786525,5.420739277000001,6.91077965,23.811790921,8.298223906,0.721591065,0.891907941,5.056536723,2.697644567,1.9742880180000002,1.443149259,31.24679363,0.891907941,10.121926882999999,4.642666247,18.901793804,7.13917973,9.384195466000001,3.968668243,0.0,1.613499006,2.527330178,0.560163093,0.0,1.120313117,3.9485669340000005,0.560163093,2.166541166,25.708154728,0.0,0.0,3.446496001,20.077516212,16.083131878,0.0,2.724917403,4.1426084670000005,0.0,0.360786525,0.0,19.405506795,12.809670571,1.481099642,4.642666247,1.443149259,29.410081021,0.721591065,22.702050742,17.335336401,1.444950101,4.708074030000001,5.01257046,2.563462376,3.036570669,5.051039668,0.560163093,11.035707327999999,0.560163093,2.364111382,1.082380077,1.481099642,111.4042608,3.968668243,47.742959365999994,1.2526944660000001,0.0,18.709217150999997,0.721591065,20.83164366,2.240634118,1.452071034,2.005113194,0.9209496180000001,13.252111445,4.820376153,8.941157023,0.721591065,0.0,1.443149259,26.778977368,0.0,9.418537023,3.419238119,4.331283009,8.061881513000001,1.805736626,1.281754158,0.891907941,13.568903157,0.029261017,0.042795152,0.037072684,0.086719686,0.078810091,0.0,0.001710878,0.01280025,0.0,0.0,0.136723962,0.0,0.316917282,0.0,0.050427299,0.253660847,0.6549397379999999,1.0539718439999999,0.0,0.0,2.0,2.0,"[[0, 4], [0, 2]]"
57x57,1.2526944660000001,0.96942751,40.118581045,39.080436811000006,1.9278536739999999,38.963283125000004,13.530274008,12.295644901,0.84549094,0.9209496180000001,11.478289731,3.740723738,3.392987829,2.051807587,12.98942937,11.915116103999999,43.627701853,3.379924708,2.16475431,0.84549094,1.481099642,4.519710545000001,0.9209496180000001,1.044867508,9.68389988,2.240634118,0.560163093,0.560163093,4.037075217,1.120313117,1.481099642,4.055084766,33.211517772,23.190527775,1.120313117,0.0,1.814930288,10.756675608999998,0.0,0.560163093,0.84549094,1.452071034,18.645027255,1.452071034,0.360786525,0.0,0.360786525,5.420739277000001,8.849579439,22.36684082,8.298223906,0.721591065,0.891907941,0.721591065,1.737398881,1.9742880180000002,1.9278536739999999,29.335424183,0.891907941,1.452071034,4.642666247,27.141751865,7.13917973,6.978985880000001,4.453372658,0.0,2.582926516,1.567084492,0.560163093,0.0,1.605017532,4.9179944440000005,0.560163093,1.6910185750000002,58.193318387,0.0,0.0,3.446496001,16.711998064,16.083131878,0.0,3.694344913,1.2526944660000001,0.0,0.84549094,0.0,20.859650558000002,11.849424885,1.965804057,5.127370662000001,1.443149259,23.630232355,0.721591065,23.195900430000002,19.27413619,0.484704415,4.708074030000001,6.475849332,2.563462376,8.368411659,5.535744083,0.560163093,1.405654033,0.560163093,2.364111382,2.051807587,1.481099642,84.18663946999999,3.968668243,37.662810439,1.2526944660000001,0.0,11.978161091,1.6910185750000002,18.426434074,2.240634118,1.936775449,1.044867508,1.8903771280000001,13.270426417,8.698019033,10.404435894999999,0.721591065,0.0,1.443149259,22.928736125,0.0,9.418537023,2.458992433,5.309909119,8.555731201,0.360786525,1.766458573,0.891907941,23.261913821999997,0.029261017,0.084438393,0.040955363,0.11469535700000001,0.078810091,0.023056926,0.001710878,0.097928325,0.0,0.0,0.136723962,0.0,0.6709813360000001,0.0,0.050427299,0.150400523,0.6352859399999999,0.743130894,0.0,0.0,2.0,2.0,"[[0, 4], [0, 3]]"
58x58,1.2526944660000001,0.0,15.883773325,38.111009301,2.611801923,21.426892598000002,13.530274008,10.841501138,0.360786525,2.089602282,10.508862221,3.256019323,0.0,1.082380077,12.98942937,11.915116103999999,46.363564079999996,2.895220293,2.16475431,5.035448541,3.8184361549999997,3.0655667820000003,0.9209496180000001,0.560163093,9.68389988,2.240634118,0.560163093,0.560163093,1.613499006,1.120313117,1.481099642,3.0856572559999997,30.416376819,12.042661575,1.120313117,0.0,0.360786525,11.440623857999999,5.843212087,0.560163093,1.5294391889999999,1.452071034,19.813679919,1.452071034,0.360786525,4.674662016,1.5294391889999999,7.758075790000001,6.91077965,22.36684082,8.298223906,0.721591065,0.891907941,1.8902437289999998,1.2526944660000001,1.9742880180000002,1.443149259,30.417835652,0.891907941,1.452071034,4.642666247,25.913776451,7.13917973,6.494281465,3.968668243,0.0,1.613499006,1.082380077,0.560163093,0.0,2.288965781,8.623228950000001,0.560163093,0.721591065,27.769192307,0.0,0.0,4.6151486649999995,16.911223218,16.083131878,0.0,2.724917403,1.2526944660000001,0.0,0.360786525,0.0,19.405506795,12.533373134,1.481099642,5.811318911,1.443149259,23.630232355,0.721591065,23.594437154,18.503989065,0.0,4.708074030000001,3.567620359,2.563462376,3.036570669,5.051039668,0.560163093,2.089602282,27.440627273,2.364111382,1.082380077,1.481099642,129.34586948999998,5.137320907,38.85831567299999,1.2526944660000001,0.0,18.219938778,3.058927578,17.941729659,2.240634118,1.452071034,0.560163093,4.426937298,24.386696473999997,4.820376153,7.496206922,0.721591065,0.0,1.443149259,22.44403171,0.0,9.418537023,1.9742880180000002,2.886332908,6.6169314120000005,0.360786525,1.281754158,0.891907941,13.568903157,0.045213977,0.042795152,0.058043460000000005,0.138836978,0.078810091,0.001917426,0.001710878,0.01280025,0.0,0.0,0.136723962,0.0,0.389162013,0.0,0.050427299,0.165385467,0.699349233,0.7438735,0.001060327,0.0,2.0,2.0,"[[0, 4], [0, 4]]"
59x59,0.360786525,2.889914001,0.721591065,41.000923302000004,1.443149259,6.382934873,14.975224109,9.057688514,0.360786525,0.9209496180000001,10.169999698,8.386259729999999,0.0,1.082380077,14.434379471,18.2480963,62.063523069999995,3.448262453,2.16475431,0.360786525,1.481099642,1.281754158,0.9209496180000001,0.560163093,11.128849981,8.262782466,2.005113194,2.005113194,2.166541166,1.120313117,1.481099642,3.0856572559999997,19.988453434,6.013527391,1.120313117,0.0,0.360786525,9.380063253,0.0,0.560163093,0.360786525,0.560163093,30.688703175,0.560163093,0.360786525,0.0,6.382934873,4.5288313360000005,5.126967026,23.811790921,8.298223906,0.721591065,0.0,11.078685070999999,1.805736626,1.082380077,1.443149259,24.111373233,0.0,15.25216729,4.642666247,15.334173445,6.247271789,9.384195466000001,3.968668243,6.022148348,0.721591065,2.527330178,0.560163093,0.0,1.120313117,26.2547161,0.560163093,2.166541166,6.087616348,0.0,0.0,3.446496001,20.077516212,0.9209496180000001,0.0,2.724917403,3.250700526,0.0,0.360786525,0.0,19.405506795,11.025857947,7.50324799,4.642666247,1.443149259,25.842460662,0.721591065,20.026266598,15.551523777,1.444950101,2.9242614060000003,1.444950101,2.563462376,0.360786525,5.051039668,6.582311441,23.079383248,0.560163093,2.364111382,1.082380077,1.481099642,167.39502667,3.968668243,39.715615203999995,0.360786525,0.0,9.790168966,0.721591065,23.286171649000003,2.240634118,0.560163093,2.005113194,0.9209496180000001,10.355211608000001,0.360786525,1.805736626,0.721591065,0.0,1.443149259,37.038840664000006,6.022148348,9.418537023,2.527330178,4.331283009,7.169973572,1.805736626,1.281754158,0.0,1.082380077,0.005299569,0.037215909000000005,0.031887835,0.062815325,0.081257275,0.0,0.001710878,0.01280025,0.0,0.0,0.122485911,0.0,0.287508189,0.0,0.050427299,0.252898032,0.593693483,1.059539278,0.000391101,0.0,2.0,2.0,"[[0, 4], [1, 2]]"
60x60,0.360786525,0.96942751,24.956398784999998,39.080436811000006,1.9278536739999999,26.256661913,13.530274008,10.511832277,0.84549094,0.9209496180000001,9.694477107,8.870964144999999,3.392987829,2.051807587,12.98942937,11.023208163,53.887565149,2.488016767,2.16475431,0.84549094,1.481099642,2.7358979210000003,0.9209496180000001,1.044867508,9.68389988,8.262782466,0.560163093,0.560163093,3.145167276,1.120313117,1.481099642,4.055084766,23.399668066,14.271479589999998,1.120313117,0.0,1.814930288,9.864767667999999,0.0,0.560163093,0.84549094,0.560163093,30.688703175,0.560163093,0.360786525,0.0,6.382934873,4.5288313360000005,7.065766815,22.36684082,8.298223906,0.721591065,0.0,6.743739413,0.84549094,1.082380077,1.9278536739999999,22.200003786,0.0,6.582311441,4.642666247,23.574131506,6.247271789,6.978985880000001,4.453372658,6.022148348,1.6910185750000002,1.567084492,0.560163093,0.0,1.605017532,27.22414361,0.560163093,1.6910185750000002,38.572780007,0.0,0.0,3.446496001,16.711998064,0.9209496180000001,0.0,3.694344913,0.360786525,0.0,0.84549094,0.0,20.859650558000002,10.065612261,7.987952405000001,5.127370662000001,1.443149259,20.062611996,0.721591065,20.520116286,17.490323566,0.484704415,2.9242614060000003,2.908228973,2.563462376,5.692627515,5.535744083,6.582311441,13.449329953,0.560163093,2.364111382,2.051807587,1.481099642,140.17740534,3.968668243,29.635466277,0.360786525,0.0,3.059112906,1.6910185750000002,20.880962063000002,2.240634118,1.044867508,1.044867508,1.8903771280000001,10.37352658,4.238429405,3.269015498,0.721591065,0.0,1.443149259,33.188599421000006,6.022148348,9.418537023,1.567084492,5.309909119,7.66382326,0.360786525,1.766458573,0.0,10.775390741999999,0.005299569,0.07885915,0.035770514,0.09079099600000001,0.081257275,0.023056926,0.001710878,0.097928325,0.0,0.0,0.122485911,0.0,0.641572243,0.0,0.050427299,0.149637708,0.574039685,0.748698328,0.000391101,0.0,2.0,2.0,"[[0, 4], [1, 3]]"
