coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Ambiguous,Endothelial2,Ambiguouscells
76x76,0.690985953,13.336180800000001,17.918767646000003,8.024151453,0.34548853,10.709943117000002,7.68321133,8.04101971,1.294457406,0.0,8.824729461,1.162867924,27.862285129,0.0,0.0,0.0,11.127927639,4.761126519,1.875887504,15.191324461,2.308397836,1.727470111,0.0,0.34548853,0.34548853,4.0532231759999995,0.0,11.962710293999999,0.926918628,0.926918628,1.617909398,0.581430098,9.033469674,11.87230146,0.0,0.0,14.16043205,3.751756706,0.0,0.581430098,14.646453683,0.0,17.102406897999998,0.34548853,0.0,16.840081663,1.726967738,2.588888782,4.184795441,20.115956855,0.581430098,1.294457406,1.294457406,1.6399459360000002,0.0,17.44165954,0.690985953,11.456964154,0.0,1.162867924,0.0,35.843763605,8.906128747,3.5158074100000003,0.0,0.34548853,11.827801814,1.5083564539999998,1.726967738,3.9708791440000004,6.532607287000001,9.624727028999999,0.0,0.0,32.890503138,45.319981137999996,0.0,27.811944377,12.429575392,29.07460971,0.926918628,8.242727783,4.184293068,1.0364793,0.34548853,4.035427917,5.456764268000001,5.478724444,5.688060867,0.690985953,0.581430098,7.668360809,1.617909398,15.347670914,4.311196424,59.211496596,5.0461296319999995,15.421403944,2.9998861430000003,2.676447768,5.0461296319999995,0.0,0.690985953,102.91275136,7.162230408999999,0.34548853,0.581430098,2.566873457,1.617909398,8.013854156,2.072456268,7.253549336,22.315089412,3.2353241919999998,18.009206468,0.0,0.34548853,0.690985953,14.50957867,4.38137972,5.072917606,10.399097284,0.34548853,0.926918628,1.272416051,13.295898075,2.9123668040000004,0.690985953,2.330936706,6.970268502,4.761126519,1.5083564539999998,0.0,0.0,33.2525229,0.003631538,0.115080499,0.040603903999999996,0.12157096499999999,0.0,0.055771959999999995,0.897710672,0.13991377,0.0,0.0,0.174745633,0.0,1.533747035,0.0,0.071533121,0.036513589,0.65173647,0.0,0.019736348,0.0,2.0,2.0,"[0, 2]"
77x77,0.690985953,9.452919092,16.17115956,7.959133658000001,0.34548853,13.233814104000002,6.323820609,6.293411624,0.0,0.0,9.600999001,1.162867924,33.361782649,0.0,0.0,0.841280696,11.516033664,5.602407215,0.581430098,5.677268877,2.308397836,1.727470111,0.0,0.34548853,0.34548853,4.0532231759999995,0.841280696,10.668252888,0.926918628,0.926918628,1.617909398,0.581430098,11.557340661,14.396172447,0.0,0.0,14.16043205,2.00414862,0.0,0.581430098,14.646453683,0.0,8.81728925,0.34548853,0.0,15.545624257,2.568248434,0.0,2.890338035,11.897190776,1.422710794,0.0,0.841280696,0.34548853,0.0,17.44165954,0.690985953,6.2142591849999995,0.0,1.162867924,0.0,27.039110485000002,9.747409443,0.926918628,0.0,1.186769226,7.944540106,1.5083564539999998,1.726967738,1.381990362,6.467589492,10.400996569,0.0,0.841280696,37.355409217,16.386124474,0.0,29.041357958,12.429575392,29.07460971,0.926918628,5.653839001,2.889835662,1.0364793,0.34548853,4.035427917,4.162306862,3.731116358,5.688060867,0.690985953,0.581430098,8.509641505,1.617909398,13.600062828,3.016739018,58.242191606000006,1.162867924,21.245340497999997,3.8411668390000004,1.381990362,1.162867924,0.0,0.690985953,55.91700244,10.527388730999999,0.34548853,0.581430098,2.113696747,2.459190094,10.537725143000001,2.913736964,8.094830031999999,24.838960398999998,3.2353241919999998,18.850487163999997,0.0,0.34548853,0.690985953,16.192142100999998,4.38137972,5.914198302,3.926871263,0.34548853,0.926918628,1.272416051,9.412636367000001,1.617909398,1.5322666489999999,2.719042731,4.38137972,4.761126519,2.34963715,0.0,0.0,28.916058280999998,0.003631538,0.122996206,0.07785762099999999,0.141099059,0.0,0.087023718,0.897710672,0.157436037,0.0,0.0,0.174745633,0.0,1.62316116,0.0,0.071533121,0.036513589,0.65173647,0.0,0.028899536,0.0,2.0,2.0,"[0, 3]"
78x78,1.319831857,11.339475176,19.731821898,8.579551355,0.34548853,16.369571568,4.428795526,6.709850511,0.0,0.0,8.751283188,1.162867924,31.192967859,0.628845904,0.0,0.0,11.091189816,5.389972423000001,1.210276002,6.722544265,2.308397836,6.129413145,0.628845904,0.34548853,0.34548853,4.68206908,0.0,10.668252888,4.071207312,0.926918628,1.617909398,0.581430098,10.920025758,18.160832370999998,0.0,0.628845904,16.046988134,1.162867924,0.0,1.839149681,15.275299587000001,0.628845904,6.080976832,0.34548853,0.0,38.183040337,2.3558136419999998,0.628845904,3.519183939,17.973262922,0.581430098,0.0,0.0,2.232044614,0.0,18.070505444,0.690985953,8.092331232,0.0,1.162867924,1.257719583,30.370066305,11.421571256,4.700012767,0.0,0.34548853,10.459982615,1.5083564539999998,1.726967738,7.670521272999999,8.974588963,7.035838246999999,0.0,0.0,45.28379996700001,44.474380878,1.257719583,35.321412417,13.058421296,29.703455614,0.926918628,11.313467452,4.1475552449999995,1.0364793,0.34548853,4.035427917,4.162306862,3.5186815659999997,5.688060867,1.319831857,1.210276002,10.183803318,1.617909398,14.016501715,4.274458601,32.959322446,3.049424008,17.86338562,2.9998861430000003,3.268546446,2.420587507,0.0,0.690985953,125.67476901999999,15.966155854999998,0.34548853,1.210276002,1.272416051,2.246755302,9.271573739,2.7013021719999997,7.88239524,24.201645495999998,3.8641700959999996,18.009206468,0.0,0.34548853,1.319831857,18.282672809,6.896822229,6.330637189,5.184590846,0.34548853,0.926918628,1.272416051,9.412636367000001,2.246755302,0.690985953,1.6653252040000002,8.154473859,4.761126519,2.766076037,0.0,0.0,30.590220094,0.003631538,0.10927405000000001,0.040603903999999996,0.13759475499999999,0.0,0.035790683,0.897710672,0.032514121,0.0,0.0,0.174745633,0.0,1.286757393,0.0,0.1001461,0.045532022,0.65173647,0.0,0.019736348,0.0,2.0,2.0,"[0, 4]"
79x79,0.0,14.554003927,5.051662249,4.914641847,0.0,3.026873281,6.9101349889999995,7.958934891,1.294457406,0.0,12.132782565,1.162867924,29.970140696999998,1.299905543,0.0,0.0,8.972912253999999,5.3700461090000005,1.875887504,19.009024467,3.608303379,1.299905543,0.0,0.0,0.0,2.325753065,1.299905543,8.853200688,5.781120466,0.581430098,0.581430098,0.581430098,5.233041235,4.616865743,0.0,0.0,13.81494352,3.751756706,0.0,0.581430098,13.95546773,0.0,18.320230025,0.0,0.0,11.657640385999999,1.726967738,2.588888782,2.4573253299999998,10.359952318,0.581430098,1.294457406,1.294457406,6.494147774,0.0,17.44165954,1.299905543,10.074973792,1.299905543,1.162867924,0.0,26.958797083,8.824043928,3.17031888,0.0,0.0,10.791322514,3.762681413,1.726967738,2.588888782,11.99576079,8.078537933,0.0,0.0,16.323497956,38.410099224,0.0,21.593061428,12.347490573,30.374515253000002,0.581430098,5.478724444,4.184293068,0.0,0.0,4.035427917,7.365591804,5.478724444,4.651581567,0.0,0.581430098,6.977374856,0.581430098,11.892749986,3.620210471,119.83020984599999,5.0461296319999995,14.302853442,3.181243587,1.294457406,5.0461296319999995,0.0,0.0,84.23869729,6.652534292,0.0,0.581430098,1.875887504,0.581430098,6.977374856,1.726967738,9.507874295,36.5327899,2.889835662,18.009206468,0.0,0.0,0.0,0.0,3.608303379,0.581430098,8.934999487999999,0.0,0.581430098,0.581430098,12.604912122000002,1.875887504,0.0,1.294457406,10.096976986,5.3700461090000005,1.162867924,0.0,0.0,30.143013294,0.003631538,0.159120167,0.032876534,0.100820703,0.0,0.08798181199999999,0.897710672,0.259099077,0.0,0.0,0.174745633,0.0,1.919611054,0.0,0.071533121,0.036513589,0.6329534450000001,0.0,0.019736348,0.0,2.0,2.0,"[1, 2]"
80x80,0.0,10.670742219000001,3.304054163,4.849624051999999,0.0,5.550744268,5.550744268,6.211326805000001,0.0,0.0,12.909052105,1.162867924,35.469638216999996,1.299905543,0.0,0.841280696,9.361018279,6.211326805000001,0.581430098,9.494968883,3.608303379,1.299905543,0.0,0.0,0.0,2.325753065,2.141186239,7.558743282,5.781120466,0.581430098,0.581430098,0.581430098,7.756912222,7.14073673,0.0,0.0,13.81494352,2.00414862,0.0,0.581430098,13.95546773,0.0,10.035112377,0.0,0.0,10.36318298,2.568248434,0.0,1.162867924,2.141186239,1.422710794,0.0,0.841280696,5.199690368,0.0,17.44165954,1.299905543,4.832268823,1.299905543,1.162867924,0.0,18.154143963,9.665324624,0.581430098,0.0,0.841280696,6.908060806,3.762681413,1.726967738,0.0,11.930742995000001,8.854807473000001,0.0,0.841280696,20.788404035,9.47624256,0.0,22.822475008999998,12.347490573,30.374515253000002,0.581430098,2.889835662,2.889835662,0.0,0.0,4.035427917,6.071134398,3.731116358,4.651581567,0.0,0.581430098,7.818655552,0.581430098,10.1451419,2.325753065,118.86090485599999,1.162867924,20.126789996,4.022524283,0.0,1.162867924,0.0,0.0,37.24294837,10.017692614000001,0.0,0.581430098,1.422710794,1.422710794,9.501245843,2.568248434,10.349154991,39.056660887,2.889835662,18.850487163999997,0.0,0.0,0.0,1.682563431,3.608303379,1.422710794,2.462773467,0.0,0.581430098,0.581430098,8.721650414,0.581430098,0.841280696,1.682563431,7.508088204,5.3700461090000005,2.00414862,0.0,0.0,25.806548675,0.003631538,0.167035874,0.070130251,0.12034879700000001,0.0,0.11923357000000001,0.897710672,0.276621344,0.0,0.0,0.174745633,0.0,2.009025179,0.0,0.071533121,0.036513589,0.6329534450000001,0.0,0.028899536,0.0,2.0,2.0,"[1, 3]"
81x81,0.628845904,12.557298303000001,6.864716501,5.470041749,0.0,8.686501732,3.6557191849999997,6.6277656920000005,0.0,0.0,12.059336292,1.162867924,33.300823427,1.9287514469999998,0.0,0.0,8.936174431,5.998892013000001,1.210276002,10.540244271,3.608303379,5.701848577,0.628845904,0.0,0.0,2.9545989689999996,1.299905543,7.558743282,8.92540915,0.581430098,0.581430098,0.581430098,7.119597319,10.905396654,0.0,0.628845904,15.701499604,1.162867924,0.0,1.839149681,14.584313634,0.628845904,7.298799959,0.0,0.0,33.00059906,2.3558136419999998,0.628845904,1.7917138279999998,8.217258385,0.581430098,0.0,0.0,7.086246451999999,0.0,18.070505444,1.299905543,6.7103408700000005,1.299905543,1.162867924,1.257719583,21.485099783000003,11.339486437,4.354524237,0.0,0.0,9.423503315,3.762681413,1.726967738,6.288530911,14.437742466,5.489649151,0.0,0.0,28.716794785,37.564498964,1.257719583,29.102529468,12.976336477,31.003361157,0.581430098,8.549464112999999,4.1475552449999995,0.0,0.0,4.035427917,6.071134398,3.5186815659999997,4.651581567,0.628845904,1.210276002,9.492817365,0.581430098,10.561580787,3.583472648,93.57803569599999,3.049424008,16.744835118,3.181243587,1.886556084,2.420587507,0.0,0.0,107.00071495,15.456459738,0.0,1.210276002,0.581430098,1.210276002,8.235094439000001,2.3558136419999998,10.136720199,38.419345983999996,3.5186815659999997,18.009206468,0.0,0.0,0.628845904,3.773094139,6.123745888,1.839149681,3.72049305,0.0,0.581430098,0.581430098,8.721650414,1.210276002,0.0,0.628845904,11.281182343,5.3700461090000005,2.420587507,0.0,0.0,27.480710488,0.003631538,0.15331371800000002,0.032876534,0.116844493,0.0,0.068000535,0.897710672,0.151699428,0.0,0.0,0.174745633,0.0,1.672621412,0.0,0.1001461,0.045532022,0.6329534450000001,0.0,0.019736348,0.0,2.0,2.0,"[1, 4]"
82x82,0.0,11.954190438000001,4.593037402,7.438512834000001,0.0,4.2508387249999995,8.134100433,7.500310044000001,1.294457406,0.0,7.698400275,1.162867924,40.604605676999995,0.0,0.0,0.841280696,9.355570142,4.911421262,1.875887504,14.650614795,2.308397836,0.0,0.0,0.0,0.0,2.325753065,0.841280696,8.853200688,0.581430098,0.581430098,0.581430098,0.581430098,7.756912222,7.14073673,0.0,0.0,13.81494352,4.593037402,0.0,0.581430098,13.95546773,0.0,19.085574857999998,0.0,0.0,11.657640385999999,2.568248434,2.588888782,2.4573253299999998,9.901327471,1.422710794,1.294457406,2.135738102,1.294457406,0.0,17.44165954,0.0,12.598844779,0.0,1.162867924,0.0,29.789165505,8.365419081,3.17031888,0.0,0.841280696,10.791322514,1.162867924,1.726967738,2.588888782,8.019998974,8.843882766,0.0,0.841280696,22.060939687999998,39.25137992,0.0,24.116932414999997,11.04758503,29.07460971,0.581430098,5.478724444,4.184293068,0.0,0.0,4.035427917,4.765778315,6.32000514,4.651581567,0.0,0.581430098,7.818655552,0.581430098,12.734030682,3.620210471,83.596865396,5.0461296319999995,21.415773235,1.422710794,1.294457406,5.0461296319999995,0.0,0.0,77.28292006000001,7.417879125,0.0,0.581430098,2.7171682,1.422710794,9.501245843,2.568248434,7.749341502,23.456970036999998,2.889835662,18.850487163999997,0.0,0.0,0.0,1.682563431,2.308397836,1.422710794,7.6350939449999995,0.0,0.581430098,0.581430098,12.604912122000002,1.875887504,0.841280696,2.977020837,4.897286618000001,4.070140566,2.00414862,0.0,0.0,30.984293989999998,0.003631538,0.148617431,0.064588518,0.152884315,0.0,0.10700499499999999,0.897710672,0.297349807,0.0,0.0,0.174745633,0.0,2.3069080929999997,0.0,0.071533121,0.036513589,0.6329534450000001,0.0,0.028899536,0.0,2.0,2.0,"[2, 3]"
83x83,0.628845904,13.840746522000002,8.15369974,8.058930531000001,0.0,7.386596189,6.23907535,7.916748931000001,1.294457406,0.0,6.848684462,1.162867924,38.435790886999996,0.628845904,0.0,0.0,8.930726294,4.69898647,2.504733408,15.695890183,2.308397836,4.401943034,0.628845904,0.0,0.0,2.9545989689999996,0.0,8.853200688,3.7257187820000004,0.581430098,0.581430098,0.581430098,7.119597319,10.905396654,0.0,0.628845904,15.701499604,3.751756706,0.0,1.839149681,14.584313634,0.628845904,16.349262439999997,0.0,0.0,34.295056466,2.3558136419999998,3.217734686,3.0861712339999996,15.977399617,0.581430098,1.294457406,1.294457406,3.1810134899999998,0.0,18.070505444,0.0,14.476916826,0.0,1.162867924,1.257719583,33.120121325,10.039580894,6.943413018999999,0.0,0.0,13.306765023,1.162867924,1.726967738,8.877419693,10.526998445,5.478724444,0.0,0.0,29.989330438000003,67.339636324,1.257719583,30.396986874,11.676430934,29.703455614,0.581430098,11.138352895,5.442012651,0.0,0.0,4.035427917,4.765778315,6.107570348,4.651581567,0.628845904,1.210276002,9.492817365,0.581430098,13.150469569,4.877930054,58.313996236,6.932685716,18.033818357,0.581430098,3.1810134899999998,6.303849215,0.0,0.0,147.04068664,12.856646248999999,0.0,1.210276002,1.875887504,1.210276002,8.235094439000001,2.3558136419999998,7.53690671,22.819655133999998,3.5186815659999997,18.009206468,0.0,0.0,0.628845904,3.773094139,4.823840345000001,1.839149681,8.892813528,0.0,0.581430098,0.581430098,12.604912122000002,2.504733408,0.0,1.92330331,8.670380757,4.070140566,2.420587507,0.0,0.0,32.658455803,0.003631538,0.134895275,0.027334801,0.149380011,0.0,0.055771959999999995,0.897710672,0.172427891,0.0,0.0,0.174745633,0.0,1.970504326,0.0,0.1001461,0.045532022,0.6329534450000001,0.0,0.019736348,0.0,2.0,2.0,"[2, 4]"
84x84,0.628845904,9.957484814,6.406091654000001,7.9939127359999995,0.0,9.910467176,4.879684629,6.169140845,0.0,0.0,7.624954002000001,1.162867924,43.935288407,0.628845904,0.0,0.841280696,9.318832319,5.5402671660000005,1.210276002,6.181834599,2.308397836,4.401943034,0.628845904,0.0,0.0,2.9545989689999996,0.841280696,7.558743282,3.7257187820000004,0.581430098,0.581430098,0.581430098,9.643468306,13.429267641,0.0,0.628845904,15.701499604,2.00414862,0.0,1.839149681,14.584313634,0.628845904,8.064144792,0.0,0.0,33.00059906,3.197094338,0.628845904,1.7917138279999998,7.758633538,1.422710794,0.0,0.841280696,1.886556084,0.0,18.070505444,0.0,9.234211857,0.0,1.162867924,1.257719583,24.315468205000002,10.88086159,4.354524237,0.0,0.841280696,9.423503315,1.162867924,1.726967738,6.288530911,10.461980650000001,6.254993984,0.0,0.841280696,34.454236517,38.40577966,1.257719583,31.626400454999995,11.676430934,29.703455614,0.581430098,8.549464112999999,4.1475552449999995,0.0,0.0,4.035427917,3.471320909,4.359962262,4.651581567,0.628845904,1.210276002,10.334098061,0.581430098,11.402861483,3.583472648,57.344691246000004,3.049424008,23.857754910999997,1.422710794,1.886556084,2.420587507,0.0,0.0,100.04493772,16.221804571,0.0,1.210276002,1.422710794,2.0515566979999997,10.758965426,3.197094338,8.378187406,25.343526120999996,3.5186815659999997,18.850487163999997,0.0,0.0,0.628845904,5.45565757,4.823840345000001,2.680430377,2.420587507,0.0,0.581430098,0.581430098,8.721650414,1.210276002,0.841280696,2.311409335,6.0814919750000005,4.070140566,3.261868203,0.0,0.0,28.321991183999998,0.003631538,0.142810982,0.064588518,0.168908105,0.0,0.087023718,0.897710672,0.189950158,0.0,0.0,0.174745633,0.0,2.0599184509999997,0.0,0.1001461,0.045532022,0.6329534450000001,0.0,0.028899536,0.0,2.0,2.0,"[3, 4]"
85x85,0.690985953,10.889864657,15.466916483,4.960134018,0.34548853,12.009848660000001,5.099855164999999,6.3831096800000005,3.701213775,0.0,12.29102812,0.0,22.145887571,1.299905543,0.0,0.0,10.183007984,1.990891496,0.0,10.035678549,3.026873281,3.027375654,0.0,0.34548853,0.34548853,22.082490971,1.299905543,3.109509606,5.545178898,0.34548853,1.0364793,0.0,5.651052851,10.709433536,0.0,0.0,14.16043205,5.55179047,0.0,0.0,0.690985953,0.0,3.9818038510000004,2.196112942,0.0,15.545624257,1.726967738,1.850624412,7.279260581,82.673954293,0.0,0.0,1.850624412,7.39580331,0.0,0.0,3.841515908,3.1089580999999997,1.299905543,0.0,0.0,20.138601497000003,7.986518135999999,0.34548853,0.0,0.34548853,7.944540106,2.945302019,1.726967738,1.381990362,7.536112103,8.472783812,0.0,0.0,30.667599693,15.544843777999999,0.0,13.250525243,2.681895905,1.299905543,0.34548853,4.490971076999999,10.981125622,1.0364793,0.34548853,3.453997819,5.01776718,1.726967738,1.0364793,0.690985953,1.850624412,4.392199728,1.0364793,14.558115078,2.541610365,94.475536056,5.55179047,8.89937947,8.719483309000001,1.381990362,0.0,0.0,4.392199728,62.87277967,9.286915245000001,0.34548853,0.0,0.690985953,1.0364793,1.0364793,2.072456268,9.853362825,18.832305624,2.072456268,3.57759215,0.0,0.34548853,9.945143837,14.50957867,5.099855164999999,4.491487508,4.063908882,0.34548853,4.046702305,0.690985953,11.794180103,1.0364793,0.690985953,1.0364793,8.999639989999999,5.692105270999999,0.34548853,0.0,0.0,6.563507425,0.003631538,0.133750001,0.046145636999999996,0.065328214,0.0,0.068000535,0.0,0.119185307,0.0,0.0,0.178636396,0.0,1.182181025,0.0,0.09170861599999999,0.036513589,1.545116141,0.0,0.019736348,0.0,2.0,2.0,"[0, 1]"
86x86,0.690985953,12.173312876,16.755899722000002,7.5490227999999995,0.34548853,10.709943117000002,7.68321133,7.672092919000001,4.995671181,0.0,7.08037629,0.0,27.280855031,0.0,0.0,0.0,10.177559847,0.690985953,1.294457406,15.191324461,1.726967738,1.727470111,0.0,0.34548853,0.34548853,22.082490971,0.0,4.403967012,0.34548853,0.34548853,1.0364793,0.0,5.651052851,10.709433536,0.0,0.0,14.16043205,8.140679252,0.0,0.0,0.690985953,0.0,13.032266331999999,2.196112942,0.0,16.840081663,1.726967738,4.439513194,8.573717987,90.434095525,0.0,1.294457406,3.145081818,3.4905703480000003,0.0,0.0,2.541610365,10.875534056,0.0,0.0,0.0,31.773623039,6.6866125929999995,2.934377312,0.0,0.34548853,11.827801814,0.34548853,1.726967738,3.9708791440000004,3.6253680820000005,8.461859105,0.0,0.0,31.940135346,45.319981137999996,0.0,14.544982649,1.381990362,0.0,0.34548853,7.079859858999999,12.275583028,1.0364793,0.34548853,3.453997819,3.7124110970000004,4.3158565200000005,1.0364793,0.690985953,1.850624412,4.392199728,1.0364793,17.14700386,3.8360677709999997,59.211496596,9.435052178,10.188362709,6.11966982,2.676447768,3.883261708,0.0,4.392199728,102.91275136,6.687101756000001,0.34548853,0.0,1.985443359,1.0364793,1.0364793,2.072456268,7.253549336,3.232614774,2.072456268,3.57759215,0.0,0.34548853,9.945143837,14.50957867,3.7999496219999997,4.491487508,9.23622936,0.34548853,4.046702305,0.690985953,15.677441811000001,2.330936706,0.690985953,2.330936706,6.3888384039999995,4.392199728,0.34548853,0.0,0.0,11.74125274,0.003631538,0.115331558,0.040603903999999996,0.097863732,0.0,0.055771959999999995,0.0,0.13991377,0.0,0.0,0.178636396,0.0,1.4800639389999999,0.0,0.09170861599999999,0.036513589,1.545116141,0.0,0.019736348,0.0,2.0,2.0,"[0, 2]"
87x87,0.690985953,8.290051168,15.008291636000001,7.484005005,0.34548853,13.233814104000002,6.323820609,5.924484833,3.701213775,0.0,7.85664583,0.0,32.780352551,0.0,0.0,0.841280696,10.565665872,1.5322666489999999,0.0,5.677268877,1.726967738,1.727470111,0.0,0.34548853,0.34548853,22.082490971,0.841280696,3.109509606,0.34548853,0.34548853,1.0364793,0.0,8.174923838,13.233304523000001,0.0,0.0,14.16043205,6.393071166,0.0,0.0,0.690985953,0.0,4.747148684,2.196112942,0.0,15.545624257,2.568248434,1.850624412,7.279260581,82.215329446,0.841280696,0.0,2.691905108,2.196112942,0.0,0.0,2.541610365,5.632829086999999,0.0,0.0,0.0,22.968969919000003,7.527893289,0.34548853,0.0,1.186769226,7.944540106,0.34548853,1.726967738,1.381990362,3.5603502870000003,9.238128645,0.0,0.841280696,36.405041425,16.386124474,0.0,15.77439623,1.381990362,0.0,0.34548853,4.490971076999999,10.981125622,1.0364793,0.34548853,3.453997819,2.417953691,2.568248434,1.0364793,0.690985953,1.850624412,5.233480424,1.0364793,15.399395774,2.541610365,58.242191606000006,5.55179047,16.012299263,6.9609505160000005,1.381990362,0.0,0.0,4.392199728,55.91700244,10.052260078,0.34548853,0.0,1.5322666489999999,1.877759996,3.5603502870000003,2.913736964,8.094830031999999,5.756485761,2.072456268,4.418872846,0.0,0.34548853,9.945143837,16.192142100999998,3.7999496219999997,5.332768204,2.764003339,0.34548853,4.046702305,0.690985953,11.794180103,1.0364793,1.5322666489999999,2.719042731,3.7999496219999997,4.392199728,1.186769226,0.0,0.0,7.404788121,0.003631538,0.123247265,0.07785762099999999,0.117391826,0.0,0.087023718,0.0,0.157436037,0.0,0.0,0.178636396,0.0,1.569478064,0.0,0.09170861599999999,0.036513589,1.545116141,0.0,0.028899536,0.0,2.0,2.0,"[0, 3]"
88x88,1.319831857,10.176607252,18.568953974000003,8.104422702,0.34548853,16.369571568,4.428795526,6.34092372,3.701213775,0.0,7.006930017,0.0,30.611537761,0.628845904,0.0,0.0,10.140822024,1.319831857,0.628845904,6.722544265,1.726967738,6.129413145,0.628845904,0.34548853,0.34548853,22.711336874999997,0.0,3.109509606,3.489777214,0.34548853,1.0364793,0.0,7.537608935,16.997964447,0.0,0.628845904,16.046988134,5.55179047,0.0,1.257719583,1.319831857,0.628845904,2.010836266,2.196112942,0.0,38.183040337,2.3558136419999998,2.479470316,7.908106485,88.291401592,0.0,0.0,1.850624412,4.082669026,0.0,0.628845904,2.541610365,7.510901134,0.0,0.0,1.257719583,26.299925739000003,9.202055102,4.118582669,0.0,0.34548853,10.459982615,0.34548853,1.726967738,7.670521272999999,6.067349758,5.872970323,0.0,0.0,44.333432175,44.474380878,1.257719583,22.054450689,2.010836266,0.628845904,0.34548853,10.150599527999999,12.238845205,1.0364793,0.34548853,3.453997819,2.417953691,2.3558136419999998,1.0364793,1.319831857,2.479470316,6.907642236999999,1.0364793,15.815834661,3.799329948,32.959322446,7.438346554000001,12.630344385,6.11966982,3.268546446,1.257719583,0.0,4.392199728,125.67476901999999,15.491027202,0.34548853,0.628845904,0.690985953,1.6653252040000002,2.294198883,2.7013021719999997,7.88239524,5.119170858,2.7013021719999997,3.57759215,0.0,0.34548853,10.573989741,18.282672809,6.315392130999999,5.749207091,4.021722922,0.34548853,4.046702305,0.690985953,11.794180103,1.6653252040000002,0.690985953,1.6653252040000002,7.573043760999999,4.392199728,1.603208113,0.0,0.0,9.078949934,0.003631538,0.10952510900000001,0.040603903999999996,0.11388752199999999,0.0,0.035790683,0.0,0.032514121,0.0,0.0,0.178636396,0.0,1.233074297,0.0,0.12032159499999999,0.045532022,1.545116141,0.0,0.019736348,0.0,2.0,2.0,"[0, 4]"
89x89,0.0,13.391136003,3.888794325,4.439513194,0.0,3.026873281,6.9101349889999995,7.5900081,4.995671181,0.0,10.388429394000001,0.0,29.388710599,1.299905543,0.0,0.0,8.022544461999999,1.299905543,1.294457406,19.009024467,3.026873281,1.299905543,0.0,0.0,0.0,20.35502086,1.299905543,1.294457406,5.199690368,0.0,0.0,0.0,1.850624412,3.453997819,0.0,0.0,13.81494352,8.140679252,0.0,0.0,0.0,0.0,14.250089459,1.850624412,0.0,11.657640385999999,1.726967738,4.439513194,6.8462478760000005,80.678090988,0.0,1.294457406,3.145081818,8.344772186,0.0,0.0,3.1505299549999997,9.493543694,1.299905543,0.0,0.0,22.888656517,6.604527773999999,2.588888782,0.0,0.0,10.791322514,2.599813489,1.726967738,2.588888782,9.088521585,6.915670008999999,0.0,0.0,15.373130163999999,38.410099224,0.0,8.3260997,1.299905543,1.299905543,0.0,4.3158565200000005,12.275583028,0.0,0.0,3.453997819,5.621238633,4.3158565200000005,0.0,0.0,1.850624412,3.701213775,0.0,13.692082932,3.145081818,119.83020984599999,9.435052178,9.069812207,6.301027264,1.294457406,3.883261708,0.0,3.701213775,84.23869729,6.177405639,0.0,0.0,1.294457406,0.0,0.0,1.726967738,9.507874295,17.450315262,1.726967738,3.57759215,0.0,0.0,9.254157884,0.0,3.026873281,0.0,7.772131564,0.0,3.701213775,0.0,14.986455858,1.294457406,0.0,1.294457406,9.515546888,5.001119318,0.0,0.0,0.0,8.631743134,0.003631538,0.159371226,0.032876534,0.07711347,0.0,0.08798181199999999,0.0,0.259099077,0.0,0.0,0.178636396,0.0,1.8659279579999999,0.0,0.09170861599999999,0.036513589,1.526333116,0.0,0.019736348,0.0,2.0,2.0,"[1, 2]"
