coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Ambiguous,Endothelial3,Ambiguous Endothelial3
74x74,9.846738105,14.558536695,1.275097431,1.275097431,1.275097431,20.158184658,4.100229163,3.685975353,0.0,2.373261425,14.770176196,0.0,4.72909525,0.0,0.0,3.685975353,4.277144688,1.275097431,0.0,6.0041747690000005,4.277144688,7.296631816,1.275097431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.982124745,10.965225178999999,0.0,0.0,17.500918873,0.0,0.0,0.0,6.059236778,0.0,8.748566681,0.0,0.0,49.960063756,1.726967738,0.0,0.0,1.275097431,0.0,2.373261425,0.0,0.0,0.0,11.05868637,2.373261425,1.726967738,0.0,0.0,2.373261425,28.851904541,3.453997819,9.493007904,0.0,0.0,15.302858544,0.0,1.726967738,1.275097431,6.059236778,1.726967738,0.0,0.0,18.770953895999998,22.659460894,2.373261425,37.029859525999996,0.0,0.0,0.0,4.277144688,1.726967738,0.0,0.0,3.453997819,1.726967738,1.726967738,0.0,0.0,0.0,2.55017695,0.0,3.685975353,3.685975353,12.008344045000001,0.0,5.181017882,8.394797738,0.0,0.0,0.0,0.0,137.20651361,5.552219745,0.0,0.0,0.0,7.296631816,0.0,1.726967738,6.908060806,32.923724427,1.726967738,3.0020651689999998,0.0,0.0,0.0,36.907550873000005,7.786204516,0.0,7.371822272,0.0,1.275097431,0.0,4.746454866,0.0,0.0,0.0,1.726967738,0.0,0.0,1.275097431,0.0,36.588325415,0.013336755,0.11786496400000002,0.07904784499999999,0.127601288,0.0,0.04554257899999999,0.524213645,0.0,0.0,0.0,0.11866651,0.0,0.613359801,0.006760343,0.016546384,0.09574935200000001,0.742686749,0.023682708,0.019736348,0.0,2.0,2.0,"[[1, 2], [3, 4]]"
75x75,3.480757388,11.645568652,3.966258237,4.357898304,0.0,3.759112977,3.759112977,4.747514925,0.0,0.0,5.318993093,2.5176460880000002,4.035427917,0.677374359,0.0,7.545043403999999,11.797588093,4.747514925,1.936208262,5.579984327,5.695320718,2.709539501,0.0,0.0,0.0,2.325753065,0.0,10.268282783,1.258804457,0.581430098,0.581430098,1.936208262,5.910415594,7.326405244,0.0,0.0,17.295700908,1.8402422829999998,0.0,1.258804457,14.632842089,0.0,9.093404700999999,0.677374359,0.0,40.14785517,1.726967738,0.677374359,1.8402422829999998,1.354778164,0.581430098,0.677374359,0.0,5.419038788,0.677374359,18.119033899,2.709539501,9.176048773,0.0,1.8402422829999998,0.677374359,23.479597571,8.972750534000001,4.739581748,0.677374359,0.0,10.972367516,1.162867924,1.726967738,1.354778164,4.2620173690000005,7.631529089000001,0.0,0.0,15.865159421,24.570538954,0.0,43.589161692,12.402363194000001,29.751984069000002,0.581430098,2.889835662,2.889835662,2.125986508,0.0,4.035427917,3.471320909,4.244613826,6.100193716,0.677374359,1.936208262,13.355409871,0.581430098,12.878501126,5.712675946999999,6.908060806,1.162867924,11.091433476,2.030042247,0.677374359,2.5176460880000002,1.354778164,0.0,165.80833404999998,4.052720803,0.0,0.581430098,2.030042247,8.991626584,8.33215302,1.726967738,8.26283897,24.99740576,5.693225975,19.363984631999998,0.0,0.0,0.0,21.67775192,2.308397836,0.581430098,1.162867924,0.0,1.936208262,0.581430098,8.721650414,0.581430098,0.677374359,0.0,2.308397836,4.747514925,2.611480073,0.0,0.677374359,29.311157755,0.09464526100000001,0.089459274,0.052592406999999994,0.106497079,0.0,0.035790683,0.897710672,0.0,0.0,0.0,0.174745633,0.0,0.373338068,0.0,0.071533121,0.036513589,0.904790551,0.246967114,0.019736348,0.0,2.0,2.0,"[[1, 3], [0, 1]]"
76x76,14.367354639,23.886936783,2.611480073,2.325753065,0.0,3.0189433909999996,1.726967738,4.070140566,0.0,0.0,5.933594386999999,2.454843577,4.035427917,0.0,0.0,1.448612149,7.670524958,4.070140566,0.581430098,4.902609968,3.600373489,0.0,0.0,0.0,0.0,2.325753065,2.583933973,7.558743282,0.581430098,0.581430098,0.581430098,0.581430098,10.400979241,4.616865743,0.0,0.0,15.263555669,1.162867924,0.0,0.581430098,13.95546773,1.291975653,9.708005994999999,0.0,0.0,20.50356285,1.726967738,0.0,1.162867924,0.0,0.581430098,0.0,0.0,0.0,0.0,17.44165954,1.291975653,3.757009985,0.0,1.162867924,0.0,21.070530159999997,12.848709027000002,2.030042247,0.0,0.0,6.908060806,1.162867924,1.726967738,1.291975653,2.907239205,2.889835662,0.0,0.0,15.614058639,24.570538954,0.0,34.783204342,11.04758503,30.366585363000002,0.581430098,2.889835662,2.889835662,1.448612149,0.0,4.035427917,3.471320909,2.889835662,6.100193716,0.0,0.581430098,11.323264632,0.581430098,12.201126767,2.325753065,6.908060806,1.162867924,10.414059117,3.3220178999999996,0.0,1.162867924,0.0,0.0,148.97772473999999,4.052720803,0.0,0.581430098,2.030042247,6.219295527,6.977374856,1.726967738,6.908060806,23.517033023,4.338447811,19.301182121,0.0,0.0,0.0,0.0,2.308397836,0.581430098,1.162867924,0.0,0.581430098,0.581430098,10.013626067,3.165364071,0.0,1.291975653,2.308397836,4.070140566,6.487438566,0.0,0.0,30.603133408,0.033545895,0.089459274,0.066065213,0.120574937,0.0,0.035790683,0.897710672,0.0,0.0,0.0,0.174745633,0.0,0.48509283400000003,0.0,0.071533121,0.036513589,0.9015881470000001,0.052916666,0.019736348,0.0,2.0,2.0,"[[1, 3], [0, 2]]"
77x77,6.548895388,18.618670182,3.886577504,3.6008504959999996,1.275097431,1.726967738,1.726967738,4.070140566,0.0,0.0,12.292094623,1.162867924,5.310525348,0.0,0.0,1.448612149,8.928726255,5.345237997,0.581430098,7.452786918,4.858574786,2.55017695,1.275097431,0.0,0.0,2.325753065,0.0,7.558743282,0.581430098,0.581430098,0.581430098,0.581430098,7.783218185,8.44211775,0.0,0.0,15.263555669,1.162867924,0.0,0.581430098,13.95546773,0.0,14.791335598,0.0,0.0,26.878868106000002,1.726967738,0.0,1.162867924,1.275097431,0.581430098,0.0,0.0,0.0,0.0,17.44165954,0.0,3.757009985,0.0,1.162867924,0.0,18.41896069,8.972750534000001,2.030042247,0.0,0.0,8.183158237,1.162867924,1.726967738,1.275097431,2.907239205,2.889835662,0.0,0.0,24.470619663,38.595037984,0.0,43.708649636,11.04758503,29.07460971,0.581430098,5.440012612,2.889835662,1.448612149,0.0,4.035427917,3.471320909,2.889835662,6.100193716,0.0,0.581430098,13.873441582000002,0.581430098,12.201126767,2.325753065,12.008344045000001,1.162867924,10.414059117,3.3051396779999997,0.0,1.162867924,0.0,0.0,236.6088361,7.877972809999999,0.0,0.581430098,2.030042247,7.477496824,6.977374856,1.726967738,6.908060806,20.93309905,4.338447811,19.284303898999998,0.0,0.0,0.0,0.0,2.308397836,0.581430098,1.162867924,0.0,1.856527529,0.581430098,8.721650414,0.581430098,0.0,0.0,2.308397836,4.070140566,2.611480073,1.275097431,0.0,30.586255186,0.011833411,0.09783248600000001,0.07567501099999999,0.14193245799999998,0.0,0.041155307999999995,0.897710672,0.0,0.0,0.0,0.19642635800000002,0.0,0.654635631,0.0,0.071533121,0.067808798,0.9176466400000001,0.006533653,0.019736348,0.0,2.0,2.0,"[[1, 3], [0, 3]]"
78x78,6.195067014999999,10.968194293,2.611480073,2.325753065,0.0,1.726967738,4.100229163,4.070140566,0.0,2.373261425,11.761319041,1.162867924,4.035427917,0.0,0.0,1.448612149,6.378549305,4.070140566,0.581430098,4.902609968,2.308397836,4.746454866,0.0,0.0,0.0,2.325753065,0.0,7.558743282,0.581430098,0.581430098,0.581430098,0.581430098,7.60630266,4.616865743,0.0,0.0,15.263555669,1.162867924,0.0,0.581430098,16.328729155,0.0,10.789291766999998,0.0,0.0,53.72513837,1.726967738,0.0,1.162867924,0.0,0.581430098,2.373261425,0.0,0.0,0.0,17.44165954,2.373261425,3.757009985,0.0,1.162867924,2.373261425,29.930325580999998,8.972750534000001,11.523050151,0.0,0.0,14.027761113,1.162867924,1.726967738,0.0,5.280500630000001,2.889835662,0.0,0.0,15.192575499,24.570538954,2.373261425,46.647914322,11.04758503,29.07460971,0.581430098,2.889835662,2.889835662,1.448612149,0.0,4.035427917,3.471320909,2.889835662,6.100193716,0.0,0.581430098,11.323264632,0.581430098,12.201126767,2.325753065,6.908060806,1.162867924,10.414059117,9.149742554,0.0,1.162867924,0.0,0.0,146.87096531,4.052720803,0.0,0.581430098,2.030042247,9.673774739999999,6.977374856,1.726967738,6.908060806,28.052799356999998,4.338447811,18.009206468,0.0,0.0,0.0,33.22157552,4.681659261,0.581430098,1.162867924,0.0,0.581430098,0.581430098,13.46810528,0.581430098,0.0,0.0,2.308397836,4.070140566,2.611480073,0.0,0.0,31.68441918,0.011833411,0.109491752,0.068180733,0.125950999,0.0,0.040177953999999995,0.909025093,0.0,0.0,0.0,0.174745633,0.0,0.373338068,0.006760343,0.071533121,0.06445414299999999,0.9547368440000001,0.017149055,0.019736348,0.0,2.0,2.0,"[[1, 3], [0, 4]]"
79x79,14.950887729,21.667045579,2.5176460880000002,4.357898304,0.0,5.05108863,3.759112977,4.747514925,0.0,0.0,3.713703183,3.809621741,4.035427917,0.677374359,0.0,6.096431255,13.089563746,4.747514925,1.936208262,4.131372178,6.987296370999999,2.709539501,0.0,0.0,0.0,2.325753065,2.583933973,10.268282783,1.258804457,0.581430098,0.581430098,1.936208262,11.0783536,7.326405244,0.0,0.0,15.847088759,1.8402422829999998,0.0,1.258804457,14.632842089,1.291975653,6.039490578,0.677374359,0.0,30.007475300000003,1.726967738,0.677374359,1.8402422829999998,1.354778164,0.581430098,0.677374359,0.0,5.419038788,0.677374359,18.119033899,4.001515154,7.727436624,0.0,1.8402422829999998,0.677374359,25.436911214,11.400096878000001,3.2909695990000003,0.677374359,0.0,10.972367516,1.162867924,1.726967738,2.646753817,4.2620173690000005,7.631529089000001,0.0,0.0,15.238558360999999,8.634961864,0.0,29.104561372,12.402363194000001,31.043959722000004,0.581430098,2.889835662,2.889835662,0.677374359,0.0,4.035427917,3.471320909,4.244613826,4.651581567,0.677374359,1.936208262,9.009520095,0.581430098,9.981235563,5.712675946999999,6.908060806,1.162867924,11.091433476,1.873405751,0.677374359,2.5176460880000002,1.354778164,0.0,68.51277099,4.052720803,0.0,0.581430098,0.581430098,5.937712461,8.33215302,1.726967738,8.26283897,27.581339733,4.244613826,20.655960285,0.0,0.0,0.0,21.67775192,2.308397836,0.581430098,1.162867924,0.0,1.936208262,0.581430098,10.013626067,3.165364071,0.677374359,1.291975653,2.308397836,4.747514925,5.038826417,0.0,0.677374359,26.257243632,0.10815587200000001,0.089459274,0.040807606999999996,0.082363043,0.0,0.035790683,0.897710672,0.0,0.0,0.0,0.174745633,0.0,0.297903462,0.0,0.071533121,0.036513589,0.735429215,0.29988378,0.019736348,0.0,2.0,2.0,"[[1, 3], [1, 2]]"
80x80,7.1324284780000005,16.398778978,3.792743519,5.632995735,1.275097431,3.759112977,3.759112977,4.747514925,0.0,0.0,10.072203419000001,2.5176460880000002,5.310525348,0.677374359,0.0,6.096431255,14.347765042999999,6.022612356,1.936208262,6.681549128,8.245497667999999,5.259716451,1.275097431,0.0,0.0,2.325753065,0.0,10.268282783,1.258804457,0.581430098,0.581430098,1.936208262,8.460592544,11.151657251,0.0,0.0,15.847088759,1.8402422829999998,0.0,1.258804457,14.632842089,0.0,11.122820181,0.677374359,0.0,36.382780556,1.726967738,0.677374359,1.8402422829999998,2.629875595,0.581430098,0.677374359,0.0,5.419038788,0.677374359,18.119033899,2.709539501,7.727436624,0.0,1.8402422829999998,0.677374359,22.785341744,7.5241383850000005,3.2909695990000003,0.677374359,0.0,12.247464947000001,1.162867924,1.726967738,2.629875595,4.2620173690000005,7.631529089000001,0.0,0.0,24.095119384999997,22.659460894,0.0,38.030006666,12.402363194000001,29.751984069000002,0.581430098,5.440012612,2.889835662,0.677374359,0.0,4.035427917,3.471320909,4.244613826,4.651581567,0.677374359,1.936208262,11.559697045,0.581430098,9.981235563,5.712675946999999,12.008344045000001,1.162867924,11.091433476,1.856527529,0.677374359,2.5176460880000002,1.354778164,0.0,156.14388235,7.877972809999999,0.0,0.581430098,0.581430098,7.1959137580000005,8.33215302,1.726967738,8.26283897,24.99740576,4.244613826,20.639082062999996,0.0,0.0,0.0,21.67775192,2.308397836,0.581430098,1.162867924,0.0,3.211305693,0.581430098,8.721650414,0.581430098,0.677374359,0.0,2.308397836,4.747514925,1.162867924,1.275097431,0.677374359,26.24036541,0.08644338800000001,0.09783248600000001,0.050417405,0.103720564,0.0,0.041155307999999995,0.897710672,0.0,0.0,0.0,0.19642635800000002,0.0,0.467446259,0.0,0.071533121,0.067808798,0.751487708,0.253500767,0.019736348,0.0,2.0,2.0,"[[1, 3], [1, 3]]"
81x81,6.778600105,8.748303089,2.5176460880000002,4.357898304,0.0,3.759112977,6.132374402,4.747514925,0.0,2.373261425,9.541427837,2.5176460880000002,4.035427917,0.677374359,0.0,6.096431255,11.797588093,4.747514925,1.936208262,4.131372178,5.695320718,7.455994367,0.0,0.0,0.0,2.325753065,0.0,10.268282783,1.258804457,0.581430098,0.581430098,1.936208262,8.283677018999999,7.326405244,0.0,0.0,15.847088759,1.8402422829999998,0.0,1.258804457,17.006103514,0.0,7.12077635,0.677374359,0.0,63.229050820000005,1.726967738,0.677374359,1.8402422829999998,1.354778164,0.581430098,3.050635784,0.0,5.419038788,0.677374359,18.119033899,5.082800926,7.727436624,0.0,1.8402422829999998,3.050635784,34.296706635,7.5241383850000005,12.783977503000001,0.677374359,0.0,18.092067823,1.162867924,1.726967738,1.354778164,6.635278794,7.631529089000001,0.0,0.0,14.817075221,8.634961864,2.373261425,40.969271352,12.402363194000001,29.751984069000002,0.581430098,2.889835662,2.889835662,0.677374359,0.0,4.035427917,3.471320909,4.244613826,4.651581567,0.677374359,1.936208262,9.009520095,0.581430098,9.981235563,5.712675946999999,6.908060806,1.162867924,11.091433476,7.701130405,0.677374359,2.5176460880000002,1.354778164,0.0,66.40601156,4.052720803,0.0,0.581430098,0.581430098,9.392191674,8.33215302,1.726967738,8.26283897,32.117106067,4.244613826,19.363984631999998,0.0,0.0,0.0,54.89932744,4.681659261,0.581430098,1.162867924,0.0,1.936208262,0.581430098,13.46810528,0.581430098,0.677374359,0.0,2.308397836,4.747514925,1.162867924,0.0,0.677374359,27.338529404,0.08644338800000001,0.109491752,0.042923127,0.087739105,0.0,0.040177953999999995,0.909025093,0.0,0.0,0.0,0.174745633,0.0,0.186148696,0.006760343,0.071533121,0.06445414299999999,0.788577912,0.264116169,0.019736348,0.0,2.0,2.0,"[[1, 3], [1, 4]]"
82x82,18.019025729,28.640147108999997,2.4379653550000002,3.6008504959999996,1.275097431,3.0189433909999996,1.726967738,4.070140566,0.0,0.0,10.686804713,2.454843577,5.310525348,0.0,0.0,0.0,10.220701907999999,5.345237997,0.581430098,6.0041747690000005,6.150550439,2.55017695,1.275097431,0.0,0.0,2.325753065,2.583933973,7.558743282,0.581430098,0.581430098,0.581430098,0.581430098,12.951156190999999,8.44211775,0.0,0.0,13.81494352,1.162867924,0.0,0.581430098,13.95546773,1.291975653,11.737421475,0.0,0.0,16.738488236,1.726967738,0.0,1.162867924,1.275097431,0.581430098,0.0,0.0,0.0,0.0,17.44165954,1.291975653,2.308397836,0.0,1.162867924,0.0,20.376274333,11.400096878000001,0.581430098,0.0,0.0,8.183158237,1.162867924,1.726967738,2.567073084,2.907239205,2.889835662,0.0,0.0,23.844018603000002,22.659460894,0.0,29.224049316,11.04758503,30.366585363000002,0.581430098,5.440012612,2.889835662,0.0,0.0,4.035427917,3.471320909,2.889835662,4.651581567,0.0,0.581430098,9.527551806,0.581430098,9.303861204,2.325753065,12.008344045000001,1.162867924,10.414059117,3.148503182,0.0,1.162867924,0.0,0.0,139.31327303999998,7.877972809999999,0.0,0.581430098,0.581430098,4.423582701,6.977374856,1.726967738,6.908060806,23.517033023,2.889835662,20.576279552,0.0,0.0,0.0,0.0,2.308397836,0.581430098,1.162867924,0.0,1.856527529,0.581430098,10.013626067,3.165364071,0.0,1.291975653,2.308397836,4.070140566,5.038826417,1.275097431,0.0,27.532341063,0.025344022,0.09783248600000001,0.063890211,0.117798422,0.0,0.041155307999999995,0.897710672,0.0,0.0,0.0,0.19642635800000002,0.0,0.5792010249999999,0.0,0.071533121,0.067808798,0.748285304,0.059450319,0.019736348,0.0,2.0,2.0,"[[1, 3], [2, 3]]"
83x83,17.665197356,20.989671219999998,1.162867924,2.325753065,0.0,3.0189433909999996,4.100229163,4.070140566,0.0,2.373261425,10.156029131,2.454843577,4.035427917,0.0,0.0,0.0,7.670524958,4.070140566,0.581430098,3.453997819,3.600373489,4.746454866,0.0,0.0,0.0,2.325753065,2.583933973,7.558743282,0.581430098,0.581430098,0.581430098,0.581430098,12.774240666,4.616865743,0.0,0.0,13.81494352,1.162867924,0.0,0.581430098,16.328729155,1.291975653,7.735377644,0.0,0.0,43.5847585,1.726967738,0.0,1.162867924,0.0,0.581430098,2.373261425,0.0,0.0,0.0,17.44165954,3.6652370779999996,2.308397836,0.0,1.162867924,2.373261425,31.887639223999997,11.400096878000001,10.074438002,0.0,0.0,14.027761113,1.162867924,1.726967738,1.291975653,5.280500630000001,2.889835662,0.0,0.0,14.565974439000001,8.634961864,2.373261425,32.163314002,11.04758503,30.366585363000002,0.581430098,2.889835662,2.889835662,0.0,0.0,4.035427917,3.471320909,2.889835662,4.651581567,0.0,0.581430098,6.977374856,0.581430098,9.303861204,2.325753065,6.908060806,1.162867924,10.414059117,8.993106057999999,0.0,1.162867924,0.0,0.0,49.575402249999996,4.052720803,0.0,0.581430098,0.581430098,6.619860617,6.977374856,1.726967738,6.908060806,30.63673333,2.889835662,19.301182121,0.0,0.0,0.0,33.22157552,4.681659261,0.581430098,1.162867924,0.0,0.581430098,0.581430098,14.760080933000001,3.165364071,0.0,1.291975653,2.308397836,4.070140566,5.038826417,0.0,0.0,28.630505057,0.025344022,0.109491752,0.056395932999999995,0.101816963,0.0,0.040177953999999995,0.909025093,0.0,0.0,0.0,0.174745633,0.0,0.297903462,0.006760343,0.071533121,0.06445414299999999,0.7853755080000001,0.070065721,0.019736348,0.0,2.0,2.0,"[[1, 3], [2, 4]]"
84x84,9.846738105,15.721404619000001,2.4379653550000002,3.6008504959999996,1.275097431,1.726967738,4.100229163,4.070140566,0.0,2.373261425,16.514529366999998,1.162867924,5.310525348,0.0,0.0,0.0,8.928726255,5.345237997,0.581430098,6.0041747690000005,4.858574786,7.296631816,1.275097431,0.0,0.0,2.325753065,0.0,7.558743282,0.581430098,0.581430098,0.581430098,0.581430098,10.15647961,8.44211775,0.0,0.0,13.81494352,1.162867924,0.0,0.581430098,16.328729155,0.0,12.818707246999999,0.0,0.0,49.960063756,1.726967738,0.0,1.162867924,1.275097431,0.581430098,2.373261425,0.0,0.0,0.0,17.44165954,2.373261425,2.308397836,0.0,1.162867924,2.373261425,29.236069754,7.5241383850000005,10.074438002,0.0,0.0,15.302858544,1.162867924,1.726967738,1.275097431,5.280500630000001,2.889835662,0.0,0.0,23.422535463,22.659460894,2.373261425,41.088759296,11.04758503,29.07460971,0.581430098,5.440012612,2.889835662,0.0,0.0,4.035427917,3.471320909,2.889835662,4.651581567,0.0,0.581430098,9.527551806,0.581430098,9.303861204,2.325753065,12.008344045000001,1.162867924,10.414059117,8.976227836,0.0,1.162867924,0.0,0.0,137.20651361,7.877972809999999,0.0,0.581430098,0.581430098,7.878061914,6.977374856,1.726967738,6.908060806,28.052799356999998,2.889835662,19.284303898999998,0.0,0.0,0.0,33.22157552,4.681659261,0.581430098,1.162867924,0.0,1.856527529,0.581430098,13.46810528,0.581430098,0.0,0.0,2.308397836,4.070140566,1.162867924,1.275097431,0.0,28.613626834999998,0.003631538,0.11786496400000002,0.066005731,0.123174484,0.0,0.04554257899999999,0.909025093,0.0,0.0,0.0,0.19642635800000002,0.0,0.467446259,0.006760343,0.071533121,0.09574935200000001,0.8014340010000001,0.023682708,0.019736348,0.0,2.0,2.0,"[[1, 3], [3, 4]]"
85x85,3.480757388,10.482700728,2.803390313,3.8827696510000003,0.0,3.759112977,3.759112977,4.378588134,3.701213775,0.0,3.574639922,1.354778164,3.453997819,0.677374359,0.0,7.545043403999999,10.847220301,0.677374359,1.354778164,5.579984327,5.113890619999999,2.709539501,0.0,0.0,0.0,20.35502086,0.0,2.709539501,0.677374359,0.0,0.0,1.354778164,2.527998771,6.16353732,0.0,0.0,17.295700908,6.229164829,0.0,0.677374359,0.677374359,0.0,5.023264135,2.527998771,0.0,40.14785517,1.726967738,2.527998771,6.229164829,71.67291683399999,0.0,0.677374359,1.850624412,7.2696632,0.677374359,0.677374359,4.560163913,8.594618675,0.0,0.677374359,0.677374359,19.409457005,6.753234379999999,4.15815165,0.677374359,0.0,10.972367516,0.0,1.726967738,1.354778164,1.354778164,6.468661165,0.0,0.0,14.914791629,24.570538954,0.0,30.322199964,1.354778164,0.677374359,0.0,1.726967738,10.981125622,2.125986508,0.0,3.453997819,1.726967738,3.0817459019999998,1.448612149,0.677374359,3.205402576,10.07924879,0.0,14.677834072,5.237547294,6.908060806,5.55179047,5.858392241,5.149825924,0.677374359,1.354778164,1.354778164,3.701213775,165.80833404999998,3.57759215,0.0,0.0,1.448612149,8.410196486,1.354778164,1.726967738,8.26283897,5.9149311220000005,4.530358050999999,4.932370314,0.0,0.0,9.254157884,21.67775192,1.726967738,0.0,0.0,0.0,5.055991939,0.0,11.10319415,0.0,0.677374359,0.0,1.726967738,4.378588134,1.448612149,0.0,0.677374359,7.7998875949999995,0.09464526100000001,0.089710333,0.052592406999999994,0.082789846,0.0,0.035790683,0.0,0.0,0.0,0.0,0.178636396,0.0,0.319654972,0.0,0.09170861599999999,0.036513589,1.798170222,0.246967114,0.019736348,0.0,2.0,2.0,"[[1, 4], [0, 1]]"
86x86,14.367354639,22.724068859,1.448612149,1.850624412,0.0,3.0189433909999996,1.726967738,3.701213775,3.701213775,0.0,4.189241216,1.291975653,3.453997819,0.0,0.0,1.448612149,6.720157166,0.0,0.0,4.902609968,3.0189433909999996,0.0,0.0,0.0,0.0,20.35502086,2.583933973,0.0,0.0,0.0,0.0,0.0,7.018562418,3.453997819,0.0,0.0,15.263555669,5.55179047,0.0,0.0,0.0,1.291975653,5.637865429,1.850624412,0.0,20.50356285,1.726967738,1.850624412,5.55179047,70.31813867,0.0,0.0,1.850624412,1.850624412,0.0,0.0,3.142600065,3.1755798869999996,0.0,0.0,0.0,17.000389593999998,10.629192873,1.448612149,0.0,0.0,6.908060806,0.0,1.726967738,1.291975653,0.0,1.726967738,0.0,0.0,14.663690847,24.570538954,0.0,21.516242614,0.0,1.291975653,0.0,1.726967738,10.981125622,1.448612149,0.0,3.453997819,1.726967738,1.726967738,1.448612149,0.0,1.850624412,8.047103551,0.0,14.000459713,1.850624412,6.908060806,5.55179047,5.181017882,6.441801577,0.0,0.0,0.0,3.701213775,148.97772473999999,3.57759215,0.0,0.0,1.448612149,5.637865429,0.0,1.726967738,6.908060806,4.434558385,3.1755798869999996,4.869567803,0.0,0.0,9.254157884,0.0,1.726967738,0.0,0.0,0.0,3.701213775,0.0,12.395169803,2.583933973,0.0,1.291975653,1.726967738,3.701213775,5.324570642,0.0,0.0,9.091863248,0.033545895,0.089710333,0.066065213,0.096867704,0.0,0.035790683,0.0,0.0,0.0,0.0,0.178636396,0.0,0.431409738,0.0,0.09170861599999999,0.036513589,1.794967818,0.052916666,0.019736348,0.0,2.0,2.0,"[[1, 4], [0, 2]]"
87x87,6.548895388,17.455802258,2.72370958,3.125721843,1.275097431,1.726967738,1.726967738,3.701213775,3.701213775,0.0,10.547741452,0.0,4.72909525,0.0,0.0,1.448612149,7.978358463,1.275097431,0.0,7.452786918,4.277144688,2.55017695,1.275097431,0.0,0.0,20.35502086,0.0,0.0,0.0,0.0,0.0,0.0,4.400801362,7.279249826,0.0,0.0,15.263555669,5.55179047,0.0,0.0,0.0,0.0,10.721195032,1.850624412,0.0,26.878868106000002,1.726967738,1.850624412,5.55179047,71.593236101,0.0,0.0,1.850624412,1.850624412,0.0,0.0,1.850624412,3.1755798869999996,0.0,0.0,0.0,14.348820124,6.753234379999999,1.448612149,0.0,0.0,8.183158237,0.0,1.726967738,1.275097431,0.0,1.726967738,0.0,0.0,23.520251871,38.595037984,0.0,30.441687908,0.0,0.0,0.0,4.277144688,10.981125622,1.448612149,0.0,3.453997819,1.726967738,1.726967738,1.448612149,0.0,1.850624412,10.597280501,0.0,14.000459713,1.850624412,12.008344045000001,5.55179047,5.181017882,6.424923355,0.0,0.0,0.0,3.701213775,236.6088361,7.4028441570000005,0.0,0.0,1.448612149,6.896066726,0.0,1.726967738,6.908060806,1.850624412,3.1755798869999996,4.852689581,0.0,0.0,9.254157884,0.0,1.726967738,0.0,0.0,0.0,4.976311206,0.0,11.10319415,0.0,0.0,0.0,1.726967738,3.701213775,1.448612149,1.275097431,0.0,9.074985026,0.011833411,0.09808354500000001,0.07567501099999999,0.118225225,0.0,0.041155307999999995,0.0,0.0,0.0,0.0,0.20031712100000001,0.0,0.600952535,0.0,0.09170861599999999,0.067808798,1.811026311,0.006533653,0.019736348,0.0,2.0,2.0,"[[1, 4], [0, 3]]"
