coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Astrocyte,ODMature3,Astrocyte ODMature3
0x0,0.0,0.0,18.9986187,3.454715776,1.781762191,39.72864858,0.0,0.0,0.0,0.0,1.781762191,1.781762191,3.454715776,0.0,3.454715776,0.0,0.0,0.0,0.0,0.0,0.0,8.691097728999999,0.0,0.0,0.0,1.727344509,1.781762191,0.0,0.0,0.0,0.0,0.0,3.563415361,6.909335538,1.727344509,0.0,0.0,0.0,0.0,0.0,33.84977672,1.727344509,0.0,0.0,0.0,1.727344509,0.0,1.781762191,1.727344509,0.0,0.0,1.781762191,0.0,0.0,0.0,51.67444883,0.0,0.0,0.0,0.0,0.0,3.5091067000000002,3.454715776,0.0,0.0,1.781762191,0.0,0.0,1.727344509,0.0,7.126995139,3.5091067000000002,0.0,0.0,19.054347581,0.0,0.0,33.84977672,0.0,3.5091067000000002,0.0,0.0,1.781762191,0.0,0.0,0.0,3.5091067000000002,3.563415361,7.126995139,0.0,0.0,1.781762191,0.0,5.2907598700000005,3.563415361,8.854339648,0.0,0.0,1.781762191,3.454715776,0.0,0.0,1.781762191,1.727344509,0.0,0.0,0.0,0.0,0.0,5.2907598700000005,0.0,1.781762191,99.78595144,0.0,0.0,0.0,0.0,1.781762191,0.0,3.454715776,1.727344509,8.799838114,0.0,0.0,0.0,3.5091067000000002,0.0,0.0,1.727344509,3.5091067000000002,1.727344509,1.727344509,0.0,0.0,70.8916562,0.0,0.100680493,0.038092032,0.03241665,0.0,0.062355816,2.199779119,0.146045869,0.0,0.0,0.041429798,0.0,0.774066928,0.0,0.109059893,0.004172908,0.286395858,0.0,0.01085167,0.0,1.0,1.0,"[[0], [0]]"
1x1,0.0,0.0,18.9986187,4.762312958,0.0,41.690068544999995,0.653826704,0.653826704,0.653826704,0.0,0.653826704,0.653826704,4.10854248,0.0,3.454715776,1.307597182,4.576606492,0.653826704,0.653826704,1.307597182,0.653826704,8.870755503,0.0,1.961419965,0.653826704,1.727344509,0.0,3.269037797,0.0,0.0,0.0,0.0,7.192001063,6.909335538,1.727344509,0.0,0.0,0.653826704,0.0,0.0,22.8836116,1.727344509,0.653826704,0.653826704,0.0,1.727344509,0.0,0.653826704,4.342608371,0.0,0.0,0.0,0.0,0.0,0.0,26.80353394,0.0,4.576606492,0.0,0.0,0.653826704,5.650233016,5.416135741,0.0,0.0,0.653826704,0.0,0.653826704,1.727344509,0.0,3.269037797,4.342608371,0.653826704,0.0,18.580182572,0.653826704,0.0,23.53578741,0.653826704,2.381171213,0.0,4.576606492,0.0,0.0,0.653826704,0.0,3.034941691,0.0,9.806871811,1.307597182,0.0,2.615263862,0.0,4.342608371,1.307597182,1.727344509,0.653826704,11.76732754,0.0,3.454715776,0.0,0.0,1.307597182,2.381171213,0.0,0.0,0.0,0.653826704,7.192001063,8.919345572000001,1.307597182,0.653826704,33.9945167,0.0,1.961419965,0.0,0.0,0.0,0.0,4.10854248,1.727344509,10.646716839,0.0,0.0,0.0,3.688764474,0.653826704,2.615263862,3.034941691,1.727344509,3.034941691,1.727344509,2.615263862,0.0,50.664912619999996,0.014628133,0.047601942,0.017095657,0.015641177,0.0,0.033577389,1.553289152,0.029020436,0.0,0.0,0.015273148,0.0,0.716405905,0.0,0.083639931,0.0,0.273327152,0.0,0.003225125,0.014299006,1.0,1.0,"[[0], [1]]"
2x2,0.0,0.0,27.203962222,8.924949963,0.0,42.463729369,0.0,2.735080789,0.0,8.205343522,0.0,2.735080789,3.454715776,0.0,3.454715776,0.0,0.0,5.470234187,0.0,0.0,0.0,6.909335538,0.0,0.0,0.0,1.727344509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.379569725,1.727344509,0.0,0.0,0.0,0.0,0.0,21.88231712,4.462425297999999,2.735080789,0.0,0.0,1.727344509,0.0,0.0,7.197578696,10.93988104,0.0,2.735080789,0.0,2.735080789,0.0,35.55947916,0.0,2.735080789,0.0,0.0,0.0,9.932688031,3.454715776,8.205343522,0.0,2.735080789,0.0,2.735080789,1.727344509,2.735080789,8.205343522,1.727344509,0.0,0.0,30.94832508,0.0,0.0,38.29162586,0.0,1.727344509,0.0,0.0,2.735080789,0.0,0.0,2.735080789,1.727344509,2.735080789,2.735080789,0.0,0.0,0.0,0.0,15.403084199,0.0,1.727344509,0.0,0.0,0.0,3.454715776,0.0,0.0,0.0,1.727344509,2.735080789,0.0,0.0,0.0,0.0,4.462425297999999,0.0,0.0,76.58897239,0.0,0.0,0.0,0.0,0.0,0.0,3.454715776,4.462425297999999,11.660059298,0.0,0.0,0.0,12.667225549,0.0,0.0,1.727344509,1.727344509,1.727344509,4.462425297999999,0.0,0.0,39.44488335,0.0,0.020847105,0.017095657,0.032825614,0.0,0.029032284,1.348172513,0.184019895,0.091746982,0.0,0.017823093,0.0,1.412514876,0.0,0.0,0.0,0.273327152,0.0,0.003225125,0.0,1.0,1.0,"[[0], [2]]"
3x3,0.0,2.084324048,18.9986187,3.454715776,0.0,39.72864858,0.0,4.16856521,0.0,0.0,2.084324048,0.0,3.454715776,0.0,5.539039824,0.0,2.084324048,0.0,0.0,2.084324048,2.084324048,6.909335538,0.0,0.0,0.0,1.727344509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.993659586,1.727344509,0.0,0.0,0.0,0.0,0.0,10.42089135,1.727344509,0.0,2.084324048,0.0,1.727344509,2.084324048,2.084324048,1.727344509,12.50516828,0.0,0.0,0.0,4.16856521,0.0,22.92764739,0.0,2.084324048,0.0,0.0,0.0,3.811668557,5.539039824,0.0,2.084324048,0.0,0.0,0.0,1.727344509,0.0,12.50516828,1.727344509,0.0,0.0,17.27258539,0.0,0.0,22.92764739,2.084324048,1.727344509,0.0,0.0,0.0,0.0,0.0,0.0,7.980216292,0.0,4.16856521,0.0,0.0,0.0,0.0,5.895909719,0.0,1.727344509,2.084324048,0.0,0.0,3.454715776,2.084324048,0.0,0.0,1.727344509,0.0,0.0,0.0,0.0,0.0,3.811668557,0.0,0.0,83.37232172,0.0,0.0,0.0,0.0,0.0,2.084324048,3.454715776,1.727344509,5.539039824,0.0,0.0,0.0,1.727344509,2.084324048,0.0,1.727344509,5.895909719,1.727344509,3.811668557,0.0,0.0,37.1053918,0.0,0.010649115,0.017095657,0.02127735,0.0,0.0,0.867583378,0.0,0.0,0.0,0.0,0.0,0.819952277,0.093054962,0.019073715,0.004065165,0.273327152,0.0,0.003225125,0.0,1.0,1.0,"[[0], [3]]"
4x4,0.0,0.0,20.23960912,4.695706196,0.0,39.72864858,1.24099042,3.722913592,2.481929712,0.0,1.24099042,0.0,3.454715776,0.0,4.695706196,2.481929712,4.963895155,0.0,0.0,0.0,3.722913592,6.909335538,0.0,0.0,0.0,4.209274220999999,0.0,2.481929712,0.0,0.0,0.0,1.24099042,4.963895155,8.150325958,1.727344509,0.0,0.0,6.204767988,1.24099042,0.0,31.02580095,2.968334929,2.481929712,1.24099042,0.0,1.727344509,0.0,0.0,4.209274220999999,4.963895155,0.0,0.0,0.0,1.24099042,0.0,13.65210425,0.0,6.204767988,0.0,0.0,0.0,4.209274220999999,5.936645488,13.65210425,0.0,1.24099042,0.0,0.0,1.727344509,0.0,3.722913592,2.968334929,0.0,0.0,23.477353378,0.0,0.0,40.95657223,1.24099042,9.173129089,0.0,0.0,0.0,0.0,0.0,1.24099042,4.209274220999999,1.24099042,7.44578458,1.24099042,0.0,1.24099042,0.0,12.894806549,0.0,1.727344509,0.0,3.722913592,1.24099042,5.936645488,1.24099042,0.0,0.0,1.727344509,0.0,0.0,0.0,0.0,0.0,9.173129089,0.0,0.0,65.77286335,0.0,1.24099042,1.24099042,0.0,0.0,0.0,3.454715776,1.727344509,20.828558726,0.0,0.0,0.0,5.450258100999999,1.24099042,0.0,1.727344509,1.727344509,2.968334929,2.968334929,0.0,0.0,43.11762018,0.0,0.038168442999999996,0.039243931999999995,0.02471006,0.0,0.024115643,2.080704195,0.0,0.000573232,0.0,0.01222929,0.0,0.213835962,0.0,0.011446929,0.018213381,0.273327152,0.041091738,0.023827325,0.013707828,1.0,1.0,"[[0], [4]]"
5x5,0.0,0.0,18.19994568,0.0,1.781762191,12.99909627,0.0,0.0,0.0,0.0,2.6484427310000003,1.781762191,0.0,0.0,0.0,0.0,1.733316984,0.0,0.0,0.86668054,0.0,5.248392412,0.0,0.0,0.86668054,0.86668054,1.781762191,0.0,0.0,0.0,0.0,0.0,11.363361216,3.466630221,0.0,0.0,0.0,0.0,0.0,0.0,33.84977672,1.733316984,2.59997927,0.0,0.0,0.0,0.0,1.781762191,4.333348955,0.86668054,0.0,1.781762191,0.0,0.0,0.0,51.67444883,0.0,0.86668054,0.0,0.0,0.0,6.115111146,0.86668054,0.0,0.0,1.781762191,1.733316984,0.0,0.0,0.0,7.126995139,3.5150791750000003,0.86668054,0.86668054,27.784015060999998,0.0,1.733316984,34.71645726,1.733316984,1.781762191,0.0,0.0,1.781762191,0.0,0.0,0.0,1.781762191,3.563415361,7.993675679,0.0,0.0,1.781762191,0.0,4.4300959010000005,4.4300959010000005,7.126995139,0.0,0.0,1.781762191,4.333348955,0.0,0.0,1.781762191,0.86668054,3.466630221,0.0,0.0,0.0,0.0,3.563415361,0.0,2.6484427310000003,100.65263198000001,0.86668054,1.733316984,0.0,0.0,1.781762191,0.0,2.59997927,3.466630221,17.479212708,0.86668054,0.86668054,0.0,2.6484427310000003,0.0,0.86668054,0.0,1.781762191,0.0,1.733316984,0.0,0.0,67.466576128,0.014057076,0.090031378,0.043247507000000004,0.04182246,0.0,0.062355816,2.199779119,0.146045869,0.0,0.0,0.041429798,0.0,0.774066928,0.0,0.109059893,0.004172908,0.289948457,0.01306404,0.009206329000000001,0.0,1.0,1.0,"[[1], [0]]"
6x6,0.0,0.0,18.19994568,1.307597182,0.0,14.960516235,0.653826704,0.653826704,0.653826704,0.0,1.520507244,0.653826704,0.653826704,0.0,0.0,1.307597182,6.309923476,0.653826704,0.653826704,2.1742777220000002,0.653826704,5.428050186,0.0,1.961419965,1.520507244,0.86668054,0.0,3.269037797,0.0,0.0,0.0,0.0,14.991946918,3.466630221,0.0,0.0,0.0,0.653826704,0.0,0.0,22.8836116,1.733316984,3.253805974,0.653826704,0.0,0.0,0.0,0.653826704,6.948612817,0.86668054,0.0,0.0,0.0,0.0,0.0,26.80353394,0.0,5.443287032,0.0,0.0,0.653826704,8.256237462,2.828100505,0.0,0.0,0.653826704,1.733316984,0.653826704,0.0,0.0,3.269037797,4.348580846,1.520507244,0.86668054,27.309850051999998,0.653826704,1.733316984,24.402467950000002,2.387143688,0.653826704,0.0,4.576606492,0.0,0.0,0.653826704,0.0,1.307597182,0.0,10.673552351000001,1.307597182,0.0,2.615263862,0.0,3.481944402,2.1742777220000002,0.0,0.653826704,11.76732754,0.0,4.333348955,0.0,0.0,1.307597182,1.520507244,3.466630221,0.0,0.0,0.653826704,7.192001063,7.192001063,1.307597182,1.520507244,34.861197239999996,0.86668054,3.694736949,0.0,0.0,0.0,0.0,3.253805974,3.466630221,19.326091433,0.86668054,0.86668054,0.0,2.828100505,0.653826704,3.481944402,1.307597182,0.0,1.307597182,1.733316984,2.615263862,0.0,47.239832547999995,0.028685209,0.036952827,0.022251132,0.025046987,0.0,0.033577389,1.553289152,0.029020436,0.0,0.0,0.015273148,0.0,0.716405905,0.0,0.083639931,0.0,0.276879751,0.01306404,0.001579784,0.014299006,1.0,1.0,"[[1], [1]]"
7x7,0.0,0.0,26.405289202,5.470234187,0.0,15.734177059,0.0,2.735080789,0.0,8.205343522,0.86668054,2.735080789,0.0,0.0,0.0,0.0,1.733316984,5.470234187,0.0,0.86668054,0.0,3.466630221,0.0,0.0,0.86668054,0.86668054,0.0,0.0,0.0,0.0,0.0,0.0,7.799945855,8.936864408,0.0,0.0,0.0,0.0,0.0,0.0,21.88231712,4.4683977729999995,5.335060059,0.0,0.0,0.0,0.0,0.0,9.803583142,11.80656158,0.0,2.735080789,0.0,2.735080789,0.0,35.55947916,0.0,3.601761329,0.0,0.0,0.0,12.538692477,0.86668054,8.205343522,0.0,2.735080789,1.733316984,2.735080789,0.0,2.735080789,8.205343522,1.733316984,0.86668054,0.86668054,39.67799256,0.0,1.733316984,39.1583064,1.733316984,0.0,0.0,0.0,2.735080789,0.0,0.0,2.735080789,0.0,2.735080789,3.601761329,0.0,0.0,0.0,0.0,14.542420230000001,0.86668054,0.0,0.0,0.0,0.0,4.333348955,0.0,0.0,0.0,0.86668054,6.20171101,0.0,0.0,0.0,0.0,2.735080789,0.0,0.86668054,77.45565293,0.86668054,1.733316984,0.0,0.0,0.0,0.0,2.59997927,6.20171101,20.339433892,0.86668054,0.86668054,0.0,11.80656158,0.0,0.86668054,0.0,0.0,0.0,4.4683977729999995,0.0,0.0,36.019803278,0.014057076,0.01019799,0.022251132,0.042231424000000004,0.0,0.029032284,1.348172513,0.184019895,0.091746982,0.0,0.017823093,0.0,1.412514876,0.0,0.0,0.0,0.276879751,0.01306404,0.001579784,0.0,1.0,1.0,"[[1], [2]]"
8x8,0.0,2.084324048,18.19994568,0.0,0.0,12.99909627,0.0,4.16856521,0.0,0.0,2.951004588,0.0,0.0,0.0,2.084324048,0.0,3.817641032,0.0,0.0,2.951004588,2.084324048,3.466630221,0.0,0.0,0.86668054,0.86668054,0.0,0.0,0.0,0.0,0.0,0.0,7.799945855,5.550954269,0.0,0.0,0.0,0.0,0.0,0.0,10.42089135,1.733316984,2.59997927,2.084324048,0.0,0.0,2.084324048,2.084324048,4.333348955,13.37184882,0.0,0.0,0.0,4.16856521,0.0,22.92764739,0.0,2.951004588,0.0,0.0,0.0,6.417673003,2.951004588,0.0,2.084324048,0.0,1.733316984,0.0,0.0,0.0,12.50516828,1.733316984,0.86668054,0.86668054,26.00225287,0.0,1.733316984,23.79432793,3.817641032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.252871783,0.0,5.03524575,0.0,0.0,0.0,0.0,5.03524575,0.86668054,0.0,2.084324048,0.0,0.0,4.333348955,2.084324048,0.0,0.0,0.86668054,3.466630221,0.0,0.0,0.0,0.0,2.084324048,0.0,0.86668054,84.23900226,0.86668054,1.733316984,0.0,0.0,0.0,2.084324048,2.59997927,3.466630221,14.218414417999998,0.86668054,0.86668054,0.0,0.86668054,2.084324048,0.86668054,0.0,4.16856521,0.0,3.817641032,0.0,0.0,33.680311728,0.014057076,0.0,0.022251132,0.03068316,0.0,0.0,0.867583378,0.0,0.0,0.0,0.0,0.0,0.819952277,0.093054962,0.019073715,0.004065165,0.276879751,0.01306404,0.001579784,0.0,1.0,1.0,"[[1], [3]]"
9x9,0.0,0.0,19.4409361,1.24099042,0.0,12.99909627,1.24099042,3.722913592,2.481929712,0.0,2.10767096,0.0,0.0,0.0,1.24099042,2.481929712,6.697212139,0.0,0.0,0.86668054,3.722913592,3.466630221,0.0,0.0,0.86668054,3.348610252,0.0,2.481929712,0.0,0.0,0.0,1.24099042,12.76384101,4.707620641,0.0,0.0,0.0,6.204767988,1.24099042,0.0,31.02580095,2.974307404,5.081908982,1.24099042,0.0,0.0,0.0,0.0,6.815278666999999,5.830575695,0.0,0.0,0.0,1.24099042,0.0,13.65210425,0.0,7.071448528,0.0,0.0,0.0,6.815278666999999,3.348610252,13.65210425,0.0,1.24099042,1.733316984,0.0,0.0,0.0,3.722913592,2.974307404,0.86668054,0.86668054,32.207020858,0.0,1.733316984,41.823252769999996,2.974307404,7.44578458,0.0,0.0,0.0,0.0,0.0,1.24099042,2.481929712,1.24099042,8.31246512,1.24099042,0.0,1.24099042,0.0,12.034142580000001,0.86668054,0.0,0.0,3.722913592,1.24099042,6.815278666999999,1.24099042,0.0,0.0,0.86668054,3.466630221,0.0,0.0,0.0,0.0,7.44578458,0.0,0.86668054,66.63954389,0.86668054,2.974307404,1.24099042,0.0,0.0,0.0,2.59997927,3.466630221,29.50793332,0.86668054,0.86668054,0.0,4.589594132,1.24099042,0.86668054,0.0,0.0,1.24099042,2.974307404,0.0,0.0,39.692540108,0.014057076,0.027519328,0.044399407,0.03411587,0.0,0.024115643,2.080704195,0.0,0.000573232,0.0,0.01222929,0.0,0.213835962,0.0,0.011446929,0.018213381,0.276879751,0.054155778,0.022181984000000002,0.013707828,1.0,1.0,"[[1], [4]]"
