coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Inhibitory,Ambiguous
47x47,0.0,1.7604015199999998,7.999692399000001,7.556185188,0.0,4.035353906,1.792608143,14.119857768,0.0,0.0,9.901153194,8.752813576,2.374038241,1.606395117,0.0,0.597533596,18.472871863,10.045554748,1.1789636940000001,2.987769065,1.590291619,2.203939738,0.597533596,0.0,1.008861521,6.13601908,1.008861521,21.745914717,6.378660193,0.581430098,1.776508315,1.1789636940000001,25.612809149,3.366807662,0.0,0.0,0.0,17.165315225,2.995825601,0.581430098,13.95546773,0.0,6.685332034,1.008861521,1.195078217,0.0,4.632887502,14.23247383,10.111610803000001,14.722694376,0.581430098,0.0,1.008861521,10.057647296999999,1.008861521,18.636737757,2.615191468,14.069210283,0.597533596,1.7604015199999998,5.602981572,9.269840734999999,9.8366825,6.759303627,2.017657872,1.792608143,1.008861521,1.162867924,0.0,0.0,4.513634322,2.171729445,0.0,0.0,13.692449960000001,0.0,0.0,19.494708695,34.734656051,38.340371144,0.581430098,1.7604015199999998,3.7473655999999997,0.0,0.0,1.1789636940000001,3.536961314,2.769263041,4.651581567,0.0,0.581430098,22.823362132,0.581430098,29.427746482000003,6.547352574,8.96322642,8.535821711,6.839436352,1.1789636940000001,0.0,1.162867924,1.008861521,2.390158475,1.195078217,4.118361208,0.0,0.581430098,14.52020321,0.581430098,11.385191203,1.195078217,1.008861521,22.725707192999998,2.357946141,57.099332066,0.0,0.0,0.0,0.0,9.18023917,5.625646430000001,5.943295976,0.0,0.581430098,1.1789636940000001,18.515563838,0.581430098,5.377933695,1.792608143,0.581430098,13.422008051999999,2.955476067,1.008861521,2.987769065,21.51127016,0.102403374,0.023275556,0.03650432,0.050616626,0.0,0.0,0.897710672,0.0,0.014445687,0.0,0.26437749400000005,0.0,0.157122196,0.0,0.12145761299999999,0.022964069,1.071155902,0.01458795,0.023246726000000002,0.089370681,2.0,2.0
48x48,0.0,0.597533596,6.836824475,7.081056535,0.0,4.035353906,1.792608143,13.750930977,3.701213775,0.0,8.156800023,7.589945652,1.792608143,1.606395117,0.0,0.597533596,17.522504071,5.975414182,0.597533596,2.987769065,1.008861521,2.203939738,0.597533596,0.0,1.008861521,24.165286875,1.008861521,14.187171435000002,5.797230095,0.0,1.195078217,0.597533596,22.230392325999997,2.203939738,0.0,0.0,0.0,21.554237771,2.995825601,0.0,0.0,0.0,2.615191468,2.859485933,1.195078217,0.0,4.632887502,16.083098242,14.500533349000001,85.04083304599999,0.0,0.0,2.859485933,11.908271709,1.008861521,1.195078217,4.46581588,13.487780185,0.597533596,0.597533596,5.602981572,5.199700169,7.617166346,6.177873529,2.017657872,1.792608143,1.008861521,0.0,0.0,0.0,1.606395117,1.008861521,0.0,0.0,12.742082168,0.0,0.0,6.227746967,23.687071021,9.265761434,0.0,0.597533596,11.83865556,0.0,0.0,0.597533596,1.792608143,1.606395117,0.0,0.0,1.850624412,19.547201051,0.0,31.227079428000003,6.072223921,8.96322642,12.924744257,1.606395117,4.298747371,0.0,0.0,1.008861521,6.091372249999999,1.195078217,3.643232555,0.0,0.0,13.938773112,0.0,4.407816347,1.195078217,1.008861521,3.643232555,1.195078217,42.667717748,0.0,0.0,9.254157884,0.0,8.598809072,5.044216332,4.780428052,0.0,3.701213775,0.597533596,20.897107574,0.0,5.377933695,1.792608143,0.0,13.053081260999999,1.792608143,1.008861521,2.987769065,0.0,0.102403374,0.023526615,0.03650432,0.026909393,0.0,0.0,0.0,0.0,0.014445687,0.0,0.268268257,0.0,0.1034391,0.0,0.141633108,0.022964069,1.964535573,0.01458795,0.023246726000000002,0.089370681,2.0,2.0
49x49,0.0,6.908060806,5.044216332,4.035353906,0.0,24.193538564,1.726967738,10.74792349,0.0,0.0,3.973933791,4.004621952,3.453997819,1.008861521,0.0,3.685975353,7.780067066,0.0,0.0,3.453997819,2.735829259,1.008861521,0.0,0.0,1.008861521,2.017657872,1.008861521,12.992093218,4.004621952,0.0,0.0,0.0,23.072759512,8.148834693,0.0,0.0,17.500918873,10.027033119,2.995825601,0.0,3.685975353,0.0,2.017657872,1.008861521,0.0,10.36318298,5.762321644,7.061948137,5.960973814,14.12516078,0.0,0.0,1.008861521,10.057647296999999,1.008861521,11.05868637,2.017657872,12.824589448000001,0.0,0.0,2.017657872,11.144595124,7.42793161,4.982795312,2.017657872,0.0,7.916922327,0.0,1.726967738,0.0,4.694836874,2.735829259,0.0,0.0,6.053099328,8.634961864,0.0,18.226668332,12.929976761,8.070683217,0.0,1.726967738,3.713931818,0.0,0.0,3.453997819,1.726967738,2.735829259,0.0,0.0,0.0,11.065559224,0.0,13.651510111,6.712496645,6.908060806,4.982795312,6.189879403,0.0,0.0,0.0,1.008861521,0.0,0.0,1.726967738,0.0,0.0,13.938773112,0.0,2.017657872,1.726967738,7.916922327,25.80402412,1.726967738,25.814417704,0.0,0.0,0.0,3.685975353,10.426428463,5.044216332,7.371822272,0.0,0.0,0.0,5.013485372,0.0,0.0,0.0,1.726967738,3.973933791,0.0,1.008861521,0.0,32.939966559,0.04973817700000001,0.11273483000000001,0.07688123499999999,0.078725537,0.0,0.035790683,0.512899224,0.0,0.014445687,0.0,0.20190549800000002,0.0,0.332062238,0.0,0.016546384,0.053322866,1.1354772770000001,0.01458795,0.042983074,0.018258397,2.0,2.0
50x50,0.0,8.07092873,6.207084256,6.361106971,0.0,5.762321644,1.726967738,11.132088703,0.0,0.0,5.718286962,5.167489875999999,4.035427917,1.008861521,0.0,0.0,12.431648633,4.070140566,0.581430098,3.453997819,3.317259357,1.008861521,0.0,0.0,1.008861521,4.343410937,1.008861521,20.550836500000003,4.58605205,0.581430098,0.581430098,0.581430098,17.247114377000003,5.625727264,0.0,0.0,13.81494352,11.189901043,2.995825601,0.581430098,13.95546773,0.0,6.087798438,1.008861521,0.0,10.36318298,5.762321644,7.061948137,7.123841737999999,14.12516078,0.581430098,0.0,1.008861521,10.057647296999999,1.008861521,17.44165954,2.017657872,13.406019546000001,0.0,1.162867924,2.017657872,11.528760337000001,11.498072176,5.564225410000001,2.017657872,0.0,7.916922327,1.162867924,1.726967738,0.0,3.9161007260000003,3.898697183,0.0,0.0,10.704680895,8.634961864,0.0,22.285568102,23.977561791,37.145292927,0.581430098,2.889835662,4.876799741999999,0.0,0.0,4.035427917,3.471320909,3.898697183,4.651581567,0.0,0.581430098,18.04293408,0.581430098,19.269395962,5.352274357,6.908060806,6.145663236000001,11.422920638,0.581430098,0.0,1.162867924,1.008861521,0.0,0.0,4.052720803,0.0,0.581430098,14.52020321,0.581430098,8.995032728,1.726967738,7.916922327,20.93309905,2.889835662,42.096656433999996,0.0,0.0,0.0,0.0,7.321883208,5.625646430000001,1.162867924,0.0,0.581430098,0.581430098,13.735135786,0.581430098,0.0,0.0,2.308397836,8.044074357,1.162867924,1.008861521,0.0,24.965267979,0.040032960000000006,0.11273483000000001,0.063839121,0.074298733,0.0,0.035790683,0.897710672,0.0,0.014445687,0.0,0.27966534600000004,0.0,0.186148696,0.0,0.071533121,0.053322866,1.194224529,0.01458795,0.042983074,0.018258397,2.0,2.0
51x51,0.0,6.908060806,5.044216332,5.885978318,0.0,5.762321644,1.726967738,10.763161912,3.701213775,0.0,3.973933791,4.004621952,3.453997819,1.008861521,0.0,0.0,11.481280841,0.0,0.0,3.453997819,2.735829259,1.008861521,0.0,0.0,1.008861521,22.372678732,1.008861521,12.992093218,4.004621952,0.0,0.0,0.0,13.864697554000001,4.46285934,0.0,0.0,13.81494352,15.578823589,2.995825601,0.0,0.0,0.0,2.017657872,2.859485933,0.0,10.36318298,5.762321644,8.912572549,11.512764284,84.44329945,0.0,0.0,2.859485933,11.908271709,1.008861521,0.0,3.868282284,12.824589448000001,0.0,0.0,2.017657872,7.458619771,9.278556022,4.982795312,2.017657872,0.0,7.916922327,0.0,1.726967738,0.0,1.008861521,2.735829259,0.0,0.0,9.754313103,8.634961864,0.0,9.018606373999999,12.929976761,8.070683217,0.0,1.726967738,12.968089702,0.0,0.0,3.453997819,1.726967738,2.735829259,0.0,0.0,1.850624412,14.766772998999999,0.0,21.068728908,4.877145704,6.908060806,10.534585782,6.189879403,3.701213775,0.0,0.0,1.008861521,3.701213775,0.0,3.57759215,0.0,0.0,13.938773112,0.0,2.017657872,1.726967738,7.916922327,1.850624412,1.726967738,27.665042116,0.0,0.0,9.254157884,0.0,6.74045311,5.044216332,0.0,0.0,3.701213775,0.0,16.116679522,0.0,0.0,0.0,1.726967738,7.675147566,0.0,1.008861521,0.0,3.453997819,0.040032960000000006,0.112985889,0.063839121,0.0505915,0.0,0.035790683,0.0,0.0,0.014445687,0.0,0.283556109,0.0,0.1324656,0.0,0.09170861599999999,0.053322866,2.0876042,0.01458795,0.042983074,0.018258397,2.0,2.0
52x52,0.0,1.162867924,6.207084256,6.361106971,0.0,22.466570826,0.0,14.818064056,0.0,0.0,5.718286962,5.167489875999999,0.581430098,1.008861521,0.0,3.685975353,10.704680895,4.070140566,0.581430098,0.0,1.590291619,1.008861521,0.0,0.0,1.008861521,4.343410937,1.008861521,20.550836500000003,4.58605205,0.581430098,0.581430098,0.581430098,28.305800747,5.857704798,0.0,0.0,3.685975353,11.189901043,2.995825601,0.581430098,17.641443083,0.0,6.087798438,1.008861521,0.0,0.0,4.035353906,7.061948137,7.123841737999999,14.12516078,0.581430098,0.0,1.008861521,10.057647296999999,1.008861521,28.50034591,2.017657872,11.679051808,0.0,1.162867924,2.017657872,11.760737871,8.044074357,5.564225410000001,2.017657872,0.0,1.008861521,1.162867924,0.0,0.0,7.602076079,2.171729445,0.0,0.0,10.704680895,0.0,0.0,28.16323659,23.977561791,37.145292927,0.581430098,1.162867924,3.149832004,0.0,0.0,0.581430098,1.744353171,2.171729445,4.651581567,0.0,0.581430098,18.04293408,0.581430098,22.955371315,9.038249709999999,0.0,6.145663236000001,6.241902756,0.581430098,0.0,1.162867924,1.008861521,0.0,0.0,2.325753065,0.0,0.581430098,14.52020321,0.581430098,8.995032728,0.0,1.008861521,46.737123170000004,1.162867924,40.369688696,0.0,0.0,0.0,3.685975353,9.280890823,5.625646430000001,8.534690196,0.0,0.581430098,0.581430098,13.735135786,0.581430098,0.0,0.0,0.581430098,8.044074357,1.162867924,1.008861521,0.0,50.9972389,0.046106639000000005,0.023275556,0.049546434,0.069931814,0.0,0.0,1.410609896,0.0,0.014445687,0.0,0.18267956100000002,0.0,0.334173914,0.0,0.054986737,0.016809277,1.024203958,0.01458795,0.023246726000000002,0.018258397,2.0,2.0
53x53,0.0,0.0,5.044216332,5.885978318,0.0,22.466570826,0.0,14.449137265,3.701213775,0.0,3.973933791,4.004621952,0.0,1.008861521,0.0,3.685975353,9.754313103,0.0,0.0,0.0,1.008861521,1.008861521,0.0,0.0,1.008861521,22.372678732,1.008861521,12.992093218,4.004621952,0.0,0.0,0.0,24.923383924,4.694836874,0.0,0.0,3.685975353,15.578823589,2.995825601,0.0,3.685975353,0.0,2.017657872,2.859485933,0.0,0.0,4.035353906,8.912572549,11.512764284,84.44329945,0.0,0.0,2.859485933,11.908271709,1.008861521,11.05868637,3.868282284,11.09762171,0.0,0.0,2.017657872,7.690597305,5.824558203,4.982795312,2.017657872,0.0,1.008861521,0.0,0.0,0.0,4.694836874,1.008861521,0.0,0.0,9.754313103,0.0,0.0,14.896274862,12.929976761,8.070683217,0.0,0.0,11.241121964,0.0,0.0,0.0,0.0,1.008861521,0.0,0.0,1.850624412,14.766772998999999,0.0,24.754704261,8.563121057,0.0,10.534585782,1.008861521,3.701213775,0.0,0.0,1.008861521,3.701213775,0.0,1.850624412,0.0,0.0,13.938773112,0.0,2.017657872,0.0,1.008861521,27.654648532,0.0,25.938074378,0.0,0.0,9.254157884,3.685975353,8.699460725,5.044216332,7.371822272,0.0,3.701213775,0.0,16.116679522,0.0,0.0,0.0,0.0,7.675147566,0.0,1.008861521,0.0,29.48596874,0.046106639000000005,0.023526615,0.049546434,0.046224581,0.0,0.0,0.512899224,0.0,0.014445687,0.0,0.186570324,0.0,0.28049081800000003,0.0,0.075162232,0.016809277,1.9175836290000001,0.01458795,0.023246726000000002,0.018258397,2.0,2.0
54x54,0.0,1.162867924,6.207084256,8.211731383,0.0,4.035353906,0.0,14.833302478,3.701213775,0.0,5.718286962,5.167489875999999,0.581430098,1.008861521,0.0,0.0,14.405894669999999,4.070140566,0.581430098,0.0,1.590291619,1.008861521,0.0,0.0,1.008861521,24.698431796999998,1.008861521,20.550836500000003,4.58605205,0.581430098,0.581430098,0.581430098,19.097738789,2.171729445,0.0,0.0,0.0,16.741691513,2.995825601,0.581430098,13.95546773,0.0,6.087798438,2.859485933,0.0,0.0,4.035353906,8.912572549,12.675632208,84.44329945,0.581430098,0.0,2.859485933,11.908271709,1.008861521,17.44165954,3.868282284,11.679051808,0.0,1.162867924,2.017657872,8.074762518,9.894698769,5.564225410000001,2.017657872,0.0,1.008861521,1.162867924,0.0,0.0,3.9161007260000003,2.171729445,0.0,0.0,14.405894669999999,0.0,0.0,18.955174632,23.977561791,37.145292927,0.581430098,1.162867924,12.403989888,0.0,0.0,0.581430098,1.744353171,2.171729445,4.651581567,0.0,2.43205451,21.744147854999998,0.581430098,30.372590112,7.202898769,0.0,11.697453706000001,6.241902756,4.282643873,0.0,1.162867924,1.008861521,3.701213775,0.0,4.176377477,0.0,0.581430098,14.52020321,0.581430098,8.995032728,0.0,1.008861521,22.783723461999998,1.162867924,42.220313108,0.0,0.0,9.254157884,0.0,5.59491547,5.625646430000001,1.162867924,0.0,4.282643873,0.581430098,24.838329936,0.581430098,0.0,0.0,0.581430098,11.745288131999999,1.162867924,1.008861521,0.0,21.51127016,0.036401422,0.023526615,0.03650432,0.04179777700000001,0.0,0.0,0.897710672,0.0,0.014445687,0.0,0.26433017200000003,0.0,0.134577276,0.0,0.130148969,0.016809277,1.976330881,0.01458795,0.023246726000000002,0.018258397,2.0,2.0
55x55,0.0,7.505594402,14.309098616000002,5.230432123,0.0,23.909289134,3.5195758809999997,11.117190932,0.53373384,0.0,5.784043799,5.602981572,6.847783529,1.606395117,0.53373384,1.131267436,17.683203569,5.975414182,0.597533596,6.441766884,5.404510676999999,2.203939738,0.597533596,0.0,2.0763352509999997,4.343999855,1.008861521,8.907975967,3.810266015,0.0,1.728812057,1.131267436,22.958390478,13.130211698,0.0,0.0,14.88241725,16.2983847,1.008861521,0.0,0.53373384,0.0,5.283872885999999,1.008861521,1.728812057,10.89691682,6.35985524,25.442033450000004,5.656450483,26.999695746000004,0.0,0.0,1.008861521,8.070683217,1.542595361,1.728812057,2.615191468,18.950838504,0.597533596,2.198711163,6.136715412,10.936605098,7.9152873800000005,2.737673578,2.017657872,1.792608143,7.916922327,0.0,1.726967738,0.53373384,1.606395117,3.269563099,0.53373384,0.0,40.527149653,8.634961864,0.0,8.104910196999999,12.299689621,11.400706969,0.0,2.324501334,4.459446869,0.0,0.53373384,4.051531415,4.587049610999999,9.204363669,0.53373384,0.0,0.53373384,15.993968730999999,0.53373384,17.513246134,7.423928021999999,16.405021066,3.399019996,7.8548867289999995,1.131267436,3.202328513,0.0,1.008861521,2.390158475,1.195078217,5.120753448,0.0,0.0,2.017657872,0.53373384,6.542761882,2.9220459549999998,7.916922327,2.860081873,2.9220459549999998,34.596184188,0.0,0.0,0.0,0.0,11.007494148,7.179161867,7.44910947,0.0,2.134945535,1.131267436,10.475630762000002,1.06747373,5.377933695,2.860081873,3.3281453049999996,8.046615113,1.792608143,1.008861521,10.993728781,14.127468579,0.06963349,0.133103934,0.057049042,0.072995946,0.0,0.035790683,0.0,0.0,0.014445687,0.0,0.276225343,0.0,0.15501051999999998,0.0,0.08301726,0.059477658,1.1517996990000001,0.004664369,0.047418448,0.089370681,2.0,2.0
56x56,0.0,0.597533596,14.309098616000002,5.230432123,0.0,40.613538316,1.792608143,14.803166285,0.53373384,0.0,5.784043799,5.602981572,3.39378571,1.606395117,0.53373384,4.817242789,15.956235831,5.975414182,0.597533596,2.987769065,3.677542939,2.203939738,0.597533596,0.0,2.0763352509999997,4.343999855,1.008861521,8.907975967,3.810266015,0.0,1.728812057,1.131267436,34.017076848,13.362189232,0.0,0.0,4.753449083,16.2983847,1.008861521,0.0,4.219709193,0.0,5.283872885999999,1.008861521,1.728812057,0.53373384,4.632887502,25.442033450000004,5.656450483,26.999695746000004,0.0,0.0,1.008861521,8.070683217,1.542595361,12.787498427000001,2.615191468,17.223870766,0.597533596,2.198711163,6.136715412,11.168582632,4.461289561,2.737673578,2.017657872,1.792608143,1.008861521,0.0,0.0,0.53373384,5.29237047,1.542595361,0.53373384,0.0,40.527149653,0.0,0.0,13.982578685,12.299689621,11.400706969,0.0,0.597533596,2.732479131,0.0,0.53373384,0.597533596,2.860081873,7.477395931,0.53373384,0.0,0.53373384,15.993968730999999,0.53373384,21.199221487,11.109903374999998,9.49696026,3.399019996,2.6738688469999996,1.131267436,3.202328513,0.0,1.008861521,2.390158475,1.195078217,3.39378571,0.0,0.0,2.017657872,0.53373384,6.542761882,1.195078217,1.008861521,28.664105993,1.195078217,32.86921645,0.0,0.0,0.0,3.685975353,12.966501763,7.179161867,14.820931741999999,0.0,2.134945535,1.131267436,10.475630762000002,1.06747373,5.377933695,2.860081873,1.601177567,8.046615113,1.792608143,1.008861521,10.993728781,40.159439500000005,0.075707169,0.04364466,0.042756355,0.06862902700000001,0.0,0.0,0.512899224,0.0,0.014445687,0.0,0.17923955800000002,0.0,0.303035738,0.0,0.066470876,0.022964069,0.981779128,0.004664369,0.0276821,0.089370681,2.0,2.0
57x57,0.0,1.7604015199999998,15.471966540000002,7.556185188,0.0,22.182321396000003,1.792608143,15.187331497999999,0.53373384,0.0,7.52839697,6.7658494959999995,3.9752158079999997,1.606395117,0.53373384,1.131267436,20.607817398,10.045554748,1.1789636940000001,2.987769065,4.258973037,2.203939738,0.597533596,0.0,2.0763352509999997,6.66975292,1.008861521,16.466719249,4.391696113,0.581430098,2.310242155,1.712697534,28.191431713,10.839081803000001,0.0,0.0,1.06747373,17.461252624,1.008861521,0.581430098,14.48920157,0.0,9.354013452,1.008861521,1.728812057,0.53373384,4.632887502,25.442033450000004,6.819318407000001,26.999695746000004,0.581430098,0.0,1.008861521,8.070683217,1.542595361,19.170471597,2.615191468,17.805300864,0.597533596,3.361579087,6.136715412,11.552747844999999,8.531430127,3.319103676,2.017657872,1.792608143,1.008861521,1.162867924,0.0,0.53373384,4.513634322,2.705463285,0.53373384,0.0,45.17873122,0.0,0.0,18.041478455,23.347274651,40.475316679,0.581430098,1.7604015199999998,3.895347055,0.0,0.53373384,1.1789636940000001,4.604435044,8.640263855,5.185315407,0.0,1.115163938,22.971343587,1.115163938,26.817107338,9.749681086999999,9.49696026,4.56188792,7.906910082,1.712697534,3.202328513,1.162867924,1.008861521,2.390158475,1.195078217,5.719538775,0.0,0.581430098,2.5990879700000002,1.115163938,13.520136738,1.195078217,1.008861521,23.793180922999998,2.357946141,49.15145518,0.0,0.0,0.0,0.0,9.861956508,7.760591965000001,8.611977394,0.0,2.716375633,1.712697534,19.197281176000004,1.648903828,5.377933695,2.860081873,2.182607665,12.116755679,2.955476067,1.008861521,10.993728781,32.184740919999996,0.066001952,0.04364466,0.029714241000000002,0.064202223,0.0,0.0,0.897710672,0.0,0.014445687,0.0,0.25699940600000004,0.0,0.157122196,0.0,0.12145761299999999,0.022964069,1.04052638,0.004664369,0.0276821,0.089370681,2.0,2.0
58x58,0.0,0.597533596,14.309098616000002,7.081056535,0.0,22.182321396000003,1.792608143,14.818404707,4.234947614999999,0.0,5.784043799,5.602981572,3.39378571,1.606395117,0.53373384,1.131267436,19.657449606,5.975414182,0.597533596,2.987769065,3.677542939,2.203939738,0.597533596,0.0,2.0763352509999997,24.699020715,1.008861521,8.907975967,3.810266015,0.0,1.728812057,1.131267436,24.809014889999997,9.676213879,0.0,0.0,1.06747373,21.85017517,1.008861521,0.0,0.53373384,0.0,5.283872885999999,2.859485933,1.728812057,0.53373384,4.632887502,27.292657862000002,11.208240953,97.317834416,0.0,0.0,2.859485933,9.921307629,1.542595361,1.728812057,4.46581588,17.223870766,0.597533596,2.198711163,6.136715412,7.482607279,6.311913973,2.737673578,2.017657872,1.792608143,1.008861521,0.0,0.0,0.53373384,1.606395117,1.542595361,0.53373384,0.0,44.228363428,0.0,0.0,4.774516727,12.299689621,11.400706969,0.0,0.597533596,11.986637015,0.0,0.53373384,0.597533596,2.860081873,7.477395931,0.53373384,0.0,2.384358252,19.695182506,0.53373384,28.616440284,9.274552433999999,9.49696026,8.950810466,2.6738688469999996,4.832481210999999,3.202328513,0.0,1.008861521,6.091372249999999,1.195078217,5.244410122,0.0,0.0,2.017657872,0.53373384,6.542761882,1.195078217,1.008861521,4.710706285,1.195078217,34.719840862000005,0.0,0.0,9.254157884,0.0,9.28052641,7.179161867,7.44910947,0.0,5.836159309999999,1.131267436,21.578824912,1.06747373,5.377933695,2.860081873,1.601177567,11.747828887999999,1.792608143,1.008861521,10.993728781,10.67347076,0.066001952,0.043895719,0.029714241000000002,0.04049499000000001,0.0,0.0,0.0,0.0,0.014445687,0.0,0.260890169,0.0,0.1034391,0.0,0.141633108,0.022964069,1.9339060510000001,0.004664369,0.0276821,0.089370681,2.0,2.0
59x59,0.0,6.908060806,12.516490473000001,4.035353906,0.0,42.340506054,1.726967738,11.81539722,0.53373384,0.0,1.601177567,2.017657872,5.055175386,1.008861521,0.53373384,4.219709193,9.915012601,0.0,0.0,3.453997819,5.404510676999999,1.008861521,0.0,0.0,2.0763352509999997,2.551391712,1.008861521,7.71289775,2.017657872,0.0,0.53373384,0.53373384,25.651382076,15.621108834,0.0,0.0,18.568392603,10.322970518,1.008861521,0.0,4.219709193,0.0,4.686339289999999,1.008861521,0.53373384,10.89691682,5.762321644,18.271507757000002,2.668681418,26.402162150000002,0.0,0.0,1.008861521,8.070683217,1.542595361,11.59242021,2.017657872,16.560680029,0.0,1.601177567,2.551391712,13.427502234,6.122679237,1.542595361,2.017657872,0.0,7.916922327,0.0,1.726967738,0.53373384,4.694836874,3.269563099,0.53373384,0.0,37.539380588,8.634961864,0.0,16.773438092,1.542595361,10.205628751999999,0.0,1.726967738,3.861913273,0.0,0.53373384,3.453997819,2.7944414679999996,8.606830073000001,0.53373384,0.0,0.53373384,11.213540679,0.53373384,11.040870967,9.914825158,7.441794646,1.008861521,7.257353133,0.53373384,3.202328513,0.0,1.008861521,0.0,0.0,3.3281453049999996,0.0,0.0,2.017657872,0.53373384,4.152603407,1.726967738,7.916922327,26.87149785,1.726967738,17.866540818,0.0,0.0,0.0,3.685975353,11.108145801,7.179161867,10.04050369,0.0,2.134945535,0.53373384,5.69520271,1.06747373,0.0,1.06747373,3.3281453049999996,2.668681418,0.0,1.008861521,8.005959716,43.613437319,0.013336755,0.133103934,0.070091156,0.09231113399999999,0.0,0.035790683,0.512899224,0.0,0.014445687,0.0,0.19452741,0.0,0.332062238,0.0,0.016546384,0.053322866,1.104847755,0.004664369,0.047418448,0.018258397,2.0,2.0
60x60,0.0,8.07092873,13.679358397000001,6.361106971,0.0,23.909289134,1.726967738,12.199562433,0.53373384,0.0,3.345530738,3.180525796,5.636605484,1.008861521,0.53373384,0.53373384,14.566594168000002,4.070140566,0.581430098,3.453997819,5.9859407749999995,1.008861521,0.0,0.0,2.0763352509999997,4.877144777,1.008861521,15.271641032,2.5990879700000002,0.581430098,1.115163938,1.115163938,19.825736941000002,13.098001405,0.0,0.0,14.88241725,11.485838442,1.008861521,0.581430098,14.48920157,0.0,8.756479855999999,1.008861521,0.53373384,10.89691682,5.762321644,18.271507757000002,3.8315493419999997,26.402162150000002,0.581430098,0.0,1.008861521,8.070683217,1.542595361,17.97539338,2.017657872,17.142110127,0.0,2.764045491,2.551391712,13.811667447000001,10.192819802999999,2.1240254590000003,2.017657872,0.0,7.916922327,1.162867924,1.726967738,0.53373384,3.9161007260000003,4.4324310229999995,0.53373384,0.0,42.190962155,8.634961864,0.0,20.832337862,12.590180391,39.280238462,0.581430098,2.889835662,5.024781196999999,0.0,0.53373384,4.035427917,4.538794639,9.769697997000002,5.185315407,0.0,1.115163938,18.190915535,1.115163938,16.658756818,8.55460287,7.441794646,2.171729445,12.490394368,1.115163938,3.202328513,1.162867924,1.008861521,0.0,0.0,5.653898369999999,0.0,0.581430098,2.5990879700000002,1.115163938,11.129978263,1.726967738,7.916922327,22.00057278,2.889835662,34.148779548,0.0,0.0,0.0,0.0,8.003600546,7.760591965000001,3.8315493419999997,0.0,2.716375633,1.115163938,14.416853124000001,1.648903828,0.0,1.06747373,3.909575403,6.738821983999999,1.162867924,1.008861521,8.005959716,35.638738739,0.003631538,0.133103934,0.057049042,0.08788433,0.0,0.035790683,0.897710672,0.0,0.014445687,0.0,0.27228725800000003,0.0,0.186148696,0.0,0.071533121,0.053322866,1.163595007,0.004664369,0.047418448,0.018258397,2.0,2.0
