coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Microglia,ODMature4,Microglia ODMature4
49x49,0.891907941,0.96942751,39.39698998,0.96942751,0.484704415,40.45010325999999,0.615883328,5.085563047,0.484704415,0.0,3.369123462,1.376612356,4.008871157,0.96942751,0.615883328,0.891907941,4.9543853140000005,1.376612356,0.0,0.484704415,0.0,3.8538397150000003,1.231772901,1.100587743,0.0,0.0,1.231772901,0.0,3.315484152,0.0,0.615883328,0.96942751,18.576516683,20.682797712999996,0.0,0.0,2.070027091,1.376612356,0.0,0.615883328,37.765845825,0.891907941,2.463538344,2.123680842,0.0,1.231772901,1.231772901,1.5077912690000002,3.7226124130000002,0.0,0.0,1.231772901,0.891907941,0.0,1.376612356,35.090668351000005,0.484704415,9.558996608,0.891907941,0.891907941,0.0,16.734647651,4.333571335,1.100587743,0.484704415,1.231772901,1.861335451,1.100587743,0.0,0.0,13.781450680999999,79.879023724,0.0,0.96942751,56.014190484,0.0,1.231772901,23.151318246,2.2012004110000003,15.16218226,0.0,0.96942751,0.891907941,0.0,0.484704415,0.0,5.765311286,5.963780863,12.295159988,0.484704415,0.0,3.567620359,0.0,8.672136900000002,4.9543853140000005,0.484704415,1.783812624,10.533402299,0.0,8.007625134,0.484704415,0.0,0.484704415,1.84760666,0.0,1.585310838,0.0,84.18663946999999,1.84760666,206.696013425,0.891907941,0.0,52.81440027399999,0.96942751,4.052324774000001,0.0,1.376612356,0.484704415,1.585310838,13.674883818,8.337232508,18.412325177,0.0,0.615883328,2.825780066,2.2685170390000002,0.615883328,1.231772901,1.376612356,2.423576211,9.714139986,0.0,0.484704415,0.891907941,35.476280011,0.02634885,0.194778569,0.09837850599999999,0.166827591,0.0,0.083038956,10.216731160999998,0.085128075,0.0,0.0,0.08018697699999999,0.0,0.687016409,0.0,0.13390843,0.073647023,0.225496976,0.0,0.042115111,0.0,2.0,2.0,"[[0, 3], [1, 2]]"
50x50,0.891907941,0.96942751,42.264665218,0.96942751,0.484704415,41.88393191499999,2.049711983,5.802482811,0.484704415,0.0,3.369123462,1.376612356,4.008871157,0.96942751,0.615883328,1.608827705,8.538970006,2.09353212,0.716919764,1.201624179,0.716919764,5.2876683700000005,1.231772901,1.100587743,0.0,0.0,1.231772901,0.0,3.315484152,0.0,0.615883328,0.96942751,19.293436447,20.682797712999996,0.0,1.433828655,2.070027091,1.376612356,0.0,0.615883328,27.262536939999997,0.891907941,2.463538344,6.425195909000001,0.0,1.231772901,1.231772901,2.224711033,4.439532177,0.0,0.0,1.231772901,0.891907941,0.0,1.376612356,30.323704701,0.484704415,10.275916372,0.891907941,1.608827705,0.0,17.451567415,2.224711033,1.100587743,0.484704415,1.231772901,1.861335451,1.100587743,0.0,0.0,25.294774895,63.263013654000005,0.0,1.686347274,58.88186572199999,0.716919764,1.948692665,20.32553818,2.9181201750000003,17.312976189,0.0,0.96942751,0.891907941,0.0,0.484704415,0.0,9.349895978,9.548365555,17.397888033,1.201624179,0.0,3.567620359,0.0,6.563276598000001,4.9543853140000005,0.484704415,1.783812624,7.707622233,0.0,9.441453788999999,0.484704415,0.0,0.484704415,2.5645264240000003,0.0,1.585310838,0.0,84.18663946999999,1.84760666,232.059711325,0.891907941,0.0,33.74871423799999,0.96942751,4.052324774000001,0.716919764,2.09353212,0.484704415,2.302230602,17.259468509999998,8.337232508,26.340932511,0.716919764,0.615883328,0.0,3.702345694,1.332803092,1.231772901,2.09353212,2.423576211,4.062480631,0.0,0.484704415,0.891907941,32.650499945,0.02634885,0.13200993,0.106959084,0.174501831,0.0,0.09902238699999999,9.766162361,0.085128075,0.0,0.002651482,0.050421959,0.0,0.687016409,0.00462805,0.075905184,0.033933927,0.258807851,0.0,0.042577028,0.0,2.0,2.0,"[[0, 3], [1, 3]]"
51x51,0.891907941,0.96942751,39.39698998,0.96942751,0.484704415,40.45010325999999,14.835369838,5.085563047,0.484704415,0.0,3.369123462,1.376612356,4.008871157,0.96942751,0.615883328,0.891907941,9.693831656,1.376612356,0.0,0.484704415,0.0,3.8538397150000003,1.231772901,1.100587743,0.0,0.0,1.231772901,0.0,3.315484152,0.0,5.35532967,0.96942751,18.576516683,20.682797712999996,0.0,0.0,2.070027091,15.596098866,0.0,0.615883328,58.723716225,0.891907941,7.202984686,2.123680842,0.0,5.971219243,1.231772901,1.5077912690000002,3.7226124130000002,9.478521287,0.0,1.231772901,0.891907941,14.21948651,1.376612356,37.092283061,5.224150757,19.037517895,0.891907941,0.891907941,0.0,16.734647651,1.5077912690000002,5.840034085,0.484704415,1.231772901,1.861335451,1.100587743,0.0,0.0,15.695116957,40.318831924,0.0,0.96942751,56.014190484,0.0,1.231772901,53.49986749,2.2012004110000003,19.901628602,0.0,0.96942751,0.891907941,0.0,5.224150757,0.0,34.202748626,5.963780863,30.337987143,0.484704415,0.0,3.567620359,0.0,10.585803176,4.9543853140000005,0.484704415,6.523258966,17.18614352,0.0,8.007625134,0.484704415,0.0,5.224150757,1.84760666,0.0,1.585310838,0.0,84.18663946999999,1.84760666,100.30535391200002,0.891907941,0.0,70.945268104,0.96942751,8.791771116,0.0,1.376612356,0.484704415,1.585310838,13.674883818,8.337232508,29.806031621,0.0,0.615883328,0.0,7.007963381,0.615883328,1.231772901,1.376612356,2.423576211,4.062480631,0.0,5.224150757,0.891907941,42.129021232,0.044651327000000005,0.10863516699999999,0.07324365099999999,0.21338534,0.0,0.059274611,6.208397951999999,0.308983169,0.0,0.0,0.074043269,0.0,2.134613904,0.0,0.17812191700000002,0.007620525,0.27324777299999997,0.095721037,0.013587393,0.0,2.0,2.0,"[[0, 3], [1, 4]]"
52x52,0.891907941,0.96942751,42.264665218,0.96942751,0.484704415,40.036325254999994,1.433828655,3.954876151,0.484704415,0.0,2.7532401340000003,1.376612356,3.392987829,0.96942751,0.0,1.608827705,7.307197105,2.09353212,0.716919764,1.201624179,0.716919764,4.671785042,0.0,0.484704415,0.0,0.0,0.0,0.0,3.315484152,0.0,0.0,0.96942751,16.829898103,20.066914384999997,0.0,1.433828655,1.454143763,1.376612356,0.0,0.0,23.892601990000003,0.891907941,0.0,5.193423008000001,0.0,0.0,0.0,1.608827705,4.439532177,0.0,0.0,0.0,0.891907941,0.0,1.376612356,30.036150751,0.484704415,10.275916372,0.891907941,1.608827705,0.0,12.524498183999999,4.434607771,0.484704415,0.484704415,0.0,1.861335451,0.484704415,0.0,0.0,17.649588761,65.257613664,0.0,1.686347274,56.418327377999994,0.716919764,0.716919764,2.825780066,1.686347274,17.312976189,0.0,0.96942751,0.891907941,0.0,0.484704415,0.0,5.038728455,5.853101731000001,16.89075117,1.201624179,0.0,3.567620359,0.0,8.157283763,3.7226124130000002,0.484704415,1.783812624,9.301629398,0.0,9.441453788999999,0.484704415,0.0,0.484704415,0.716919764,0.0,0.96942751,0.0,84.18663946999999,0.0,270.945881075,0.891907941,0.0,31.357373537999997,0.96942751,4.052324774000001,0.716919764,2.09353212,0.484704415,1.686347274,15.41186185,8.337232508,23.623816836000003,0.716919764,0.0,2.825780066,3.702345694,0.716919764,0.0,2.09353212,2.423576211,8.482367085,0.0,0.484704415,0.891907941,25.005313811,0.02634885,0.162584843,0.09980565100000001,0.166177283,0.0,0.086569047,9.251967466,0.085128075,0.0,0.002651482,0.077582759,0.0,0.6709813360000001,0.00462805,0.058003246,0.093102715,0.258807851,0.0,0.057517353,0.0,2.0,2.0,"[[0, 3], [2, 3]]"
53x53,0.891907941,0.96942751,39.39698998,0.96942751,0.484704415,38.602496599999995,14.21948651,3.237956387,0.484704415,0.0,2.7532401340000003,1.376612356,3.392987829,0.96942751,0.0,0.891907941,8.462058755000001,1.376612356,0.0,0.484704415,0.0,3.237956387,0.0,0.484704415,0.0,0.0,0.0,0.0,3.315484152,0.0,4.739446342,0.96942751,16.112978339,20.066914384999997,0.0,0.0,1.454143763,15.596098866,0.0,0.0,55.353781275,0.891907941,4.739446342,0.891907941,0.0,4.739446342,0.0,0.891907941,3.7226124130000002,9.478521287,0.0,0.0,0.891907941,14.21948651,1.376612356,36.804729111,5.224150757,19.037517895,0.891907941,0.891907941,0.0,11.807578419999999,3.717688007,5.224150757,0.484704415,0.0,1.861335451,0.484704415,0.0,0.0,8.049930823,42.313431934,0.0,0.96942751,53.55065214,0.0,0.0,36.000109376,0.96942751,19.901628602,0.0,0.96942751,0.891907941,0.0,5.224150757,0.0,29.891581103,2.2685170390000002,29.83085028,0.484704415,0.0,3.567620359,0.0,12.179810341,3.7226124130000002,0.484704415,6.523258966,18.780150685,0.0,8.007625134,0.484704415,0.0,5.224150757,0.0,0.0,0.96942751,0.0,84.18663946999999,0.0,139.191523662,0.891907941,0.0,68.55392740399999,0.96942751,8.791771116,0.0,1.376612356,0.484704415,0.96942751,11.827277158,8.337232508,27.088915946,0.0,0.0,2.825780066,7.007963381,0.0,0.0,1.376612356,2.423576211,8.482367085,0.0,5.224150757,0.891907941,34.483835098,0.044651327000000005,0.13921008,0.066090218,0.205060792,0.0,0.046821271,5.694203056999999,0.308983169,0.0,0.0,0.10120406900000001,0.0,2.1185788309999998,0.0,0.160219979,0.066789313,0.27324777299999997,0.095721037,0.028527718,0.0,2.0,2.0,"[[0, 3], [2, 4]]"
54x54,0.891907941,0.96942751,42.264665218,0.96942751,0.484704415,40.036325254999994,15.653315164999999,3.954876151,0.484704415,0.0,2.7532401340000003,1.376612356,3.392987829,0.96942751,0.0,1.608827705,12.046643447000001,2.09353212,0.716919764,1.201624179,0.716919764,4.671785042,0.0,0.484704415,0.0,0.0,0.0,0.0,3.315484152,0.0,4.739446342,0.96942751,16.829898103,20.066914384999997,0.0,1.433828655,1.454143763,15.596098866,0.0,0.0,44.85047239,0.891907941,4.739446342,5.193423008000001,0.0,4.739446342,0.0,1.608827705,4.439532177,9.478521287,0.0,0.0,0.891907941,14.21948651,1.376612356,32.037765461,5.224150757,19.754437658999997,0.891907941,1.608827705,0.0,12.524498183999999,1.608827705,5.224150757,0.484704415,0.0,1.861335451,0.484704415,0.0,0.0,19.563255037,25.697421864,0.0,1.686347274,56.418327377999994,0.716919764,0.716919764,33.17432931,1.686347274,22.052422531,0.0,0.96942751,0.891907941,0.0,5.224150757,0.0,33.476165795,5.853101731000001,34.933578325,1.201624179,0.0,3.567620359,0.0,10.070950039,3.7226124130000002,0.484704415,6.523258966,15.954370618999999,0.0,9.441453788999999,0.484704415,0.0,5.224150757,0.716919764,0.0,0.96942751,0.0,84.18663946999999,0.0,164.55522156199999,0.891907941,0.0,49.488241368,0.96942751,8.791771116,0.716919764,2.09353212,0.484704415,1.686347274,15.41186185,8.337232508,35.017523280000006,0.716919764,0.0,0.0,8.441792035999999,0.716919764,0.0,2.09353212,2.423576211,2.83070773,0.0,5.224150757,0.891907941,31.658055032,0.044651327000000005,0.07644144099999998,0.07467079600000001,0.212735032,0.0,0.06280470199999999,5.243634257,0.308983169,0.0,0.002651482,0.071439051,0.0,2.1185788309999998,0.00462805,0.102216733,0.027076217,0.306558648,0.095721037,0.028989635,0.0,2.0,2.0,"[[0, 3], [3, 4]]"
55x55,0.891907941,0.0,15.16218226,2.840696592,1.168652664,22.913712733,0.615883328,3.631419284,0.0,1.168652664,2.399695952,0.891907941,0.615883328,0.0,0.615883328,0.891907941,19.052568081,0.891907941,0.0,4.674662016,2.337336513,16.601670461999998,1.231772901,0.615883328,0.0,0.0,1.231772901,5.681438881,0.891907941,2.840696592,0.615883328,0.0,21.462814611,9.534931513,0.0,0.0,0.615883328,4.901257197,5.843212087,0.615883328,21.494190844,6.573346822,3.6321910079999995,2.123680842,2.840696592,5.906434917,5.241122157,9.526566663,4.624509216,96.588805,2.840696592,1.231772901,0.891907941,4.009349256,3.732604533,18.135065121,2.840696592,10.641408077,0.891907941,0.891907941,0.0,15.506672237,12.870111809,3.4565799200000003,2.840696592,1.231772901,0.891907941,0.615883328,0.0,0.0,11.639618864,75.27185962,0.0,0.0,31.271503285,0.0,1.231772901,21.494190844,2.400425565,23.684441482,0.0,2.840696592,3.732604533,0.0,0.0,0.0,4.311167523,6.647729112,6.158796218,1.168652664,0.0,14.929940899000002,0.0,17.607214098,4.184238189,8.522259222,1.783812624,4.79939326,5.681438881,2.675784144,0.0,0.0,4.009349256,31.568767432,0.0,0.615883328,2.840696592,129.34586948999998,3.016259324,100.544597081,0.891907941,0.0,39.273572161,2.337336513,3.567620359,0.0,0.891907941,0.0,4.121871008,24.791153875,4.459589628,12.678316138,0.0,3.4565799200000003,0.0,21.667154584,0.615883328,1.231772901,0.891907941,0.0,4.964377434,2.840696592,0.0,0.891907941,22.957489279999997,0.042301809999999995,0.064069829,0.090331748,0.17367299400000002,0.0,0.038135111,5.417509683,0.0,0.0,0.0,0.033632114,0.014365337,0.405197086,0.0,0.075905184,0.029435591,0.562652887,0.000742606,0.01464772,0.223626855,2.0,2.0,"[[0, 4], [0, 1]]"
56x56,0.891907941,0.0,15.16218226,2.840696592,1.168652664,21.066106073,0.0,1.783812624,0.0,1.168652664,1.783812624,0.891907941,0.0,0.0,0.0,0.891907941,17.82079518,0.891907941,0.0,4.674662016,2.337336513,15.985787133999999,0.0,0.0,0.0,0.0,0.0,5.681438881,0.891907941,2.840696592,0.0,0.0,18.999276267,8.919048185,0.0,0.0,0.0,4.901257197,5.843212087,0.0,18.124255894,6.573346822,1.168652664,0.891907941,2.840696592,4.674662016,4.009349256,8.910683335,4.624509216,96.588805,2.840696592,0.0,0.891907941,4.009349256,3.732604533,17.847511171,2.840696592,10.641408077,0.891907941,0.891907941,0.0,10.579603006,15.080008547,2.840696592,2.840696592,0.0,0.891907941,0.0,0.0,0.0,3.9944327299999998,77.26645963,0.0,0.0,28.807964941,0.0,0.0,3.9944327299999998,1.168652664,23.684441482,0.0,2.840696592,3.732604533,0.0,0.0,0.0,0.0,2.952465288,5.651659355,1.168652664,0.0,14.929940899000002,0.0,19.201221263,2.952465288,8.522259222,1.783812624,6.393400425,5.681438881,2.675784144,0.0,0.0,4.009349256,29.721160772,0.0,0.0,2.840696592,129.34586948999998,1.168652664,139.430766831,0.891907941,0.0,36.882231460999996,2.337336513,3.567620359,0.0,0.891907941,0.0,3.50598768,22.943547215,4.459589628,9.961200463,0.0,2.840696592,2.825780066,21.667154584,0.0,0.0,0.891907941,0.0,9.384263888,2.840696592,0.0,0.891907941,15.312303146,0.042301809999999995,0.094644742,0.083178315,0.165348446,0.0,0.025681771,4.903314787999999,0.0,0.0,0.0,0.060792914,0.014365337,0.389162013,0.0,0.058003246,0.08860437900000001,0.562652887,0.000742606,0.029588045,0.223626855,2.0,2.0,"[[0, 4], [0, 2]]"
57x57,0.891907941,0.0,18.029857498,2.840696592,1.168652664,22.499934728,1.433828655,2.5007323880000003,0.0,1.168652664,1.783812624,0.891907941,0.0,0.0,0.0,1.608827705,21.405379872,1.608827705,0.716919764,5.39158178,3.054256277,17.419615788999998,0.0,0.0,0.0,0.0,0.0,5.681438881,0.891907941,2.840696592,0.0,0.0,19.716196031,8.919048185,0.0,1.433828655,0.0,4.901257197,5.843212087,0.0,7.620947009,6.573346822,1.168652664,5.193423008000001,2.840696592,4.674662016,4.009349256,9.627603099,5.34142898,96.588805,2.840696592,0.0,0.891907941,4.009349256,3.732604533,13.080547521,2.840696592,11.358327841,0.891907941,1.608827705,0.0,11.29652277,12.971148245,2.840696592,2.840696592,0.0,0.891907941,0.0,0.0,0.0,15.507756944,60.65044956,0.0,0.716919764,31.675640179000002,0.716919764,0.716919764,1.168652664,1.885572428,25.835235411,0.0,2.840696592,3.732604533,0.0,0.0,0.0,3.584584692,6.53704998,10.7543874,1.885572428,0.0,14.929940899000002,0.0,17.092360961,2.952465288,8.522259222,1.783812624,3.567620359,5.681438881,4.109612799,0.0,0.0,4.009349256,30.438080536,0.0,0.0,2.840696592,129.34586948999998,1.168652664,164.79446473099998,0.891907941,0.0,17.816545424999997,2.337336513,3.567620359,0.716919764,1.608827705,0.0,4.2229074440000005,26.528131907,4.459589628,17.889807797,0.716919764,2.840696592,0.0,23.100983238999998,0.716919764,0.0,1.608827705,0.0,3.732604533,2.840696592,0.0,0.891907941,12.48652308,0.042301809999999995,0.031876102999999996,0.09175889300000001,0.17302268600000004,0.0,0.041665202,4.452745988,0.0,0.0,0.002651482,0.031027896,0.014365337,0.389162013,0.00462805,0.0,0.048891283,0.595963762,0.000742606,0.030049962,0.223626855,2.0,2.0,"[[0, 4], [0, 3]]"
58x58,0.891907941,0.0,15.16218226,2.840696592,1.168652664,21.066106073,14.21948651,1.783812624,0.0,1.168652664,1.783812624,0.891907941,0.0,0.0,0.0,0.891907941,22.560241522000002,0.891907941,0.0,4.674662016,2.337336513,15.985787133999999,0.0,0.0,0.0,0.0,0.0,5.681438881,0.891907941,2.840696592,4.739446342,0.0,18.999276267,8.919048185,0.0,0.0,0.0,19.120743707,5.843212087,0.0,39.082126294,6.573346822,5.908099006,0.891907941,2.840696592,9.414108358,4.009349256,8.910683335,4.624509216,106.06732628699999,2.840696592,0.0,0.891907941,18.228835766,3.732604533,19.849125881,7.5801429339999995,20.119929364,0.891907941,0.891907941,0.0,10.579603006,12.254228481,7.5801429339999995,2.840696592,0.0,0.891907941,0.0,0.0,0.0,5.908099006,37.70626783,0.0,0.0,28.807964941,0.0,0.0,34.342981974,1.168652664,28.423887824,0.0,2.840696592,3.732604533,0.0,4.739446342,0.0,28.43743734,2.952465288,23.69448651,1.168652664,0.0,14.929940899000002,0.0,21.114887539,2.952465288,8.522259222,6.523258966,13.046141645999999,5.681438881,2.675784144,0.0,0.0,8.748795598000001,29.721160772,0.0,0.0,2.840696592,129.34586948999998,1.168652664,33.040107318,0.891907941,0.0,55.013099290999996,2.337336513,8.307066701,0.0,0.891907941,0.0,3.50598768,22.943547215,4.459589628,21.354906907,0.0,2.840696592,0.0,26.406600926,0.0,0.0,0.891907941,0.0,3.732604533,2.840696592,4.739446342,0.891907941,21.965044366999997,0.06060428699999999,0.00850134,0.058043460000000005,0.21190619500000002,0.0,0.001917426,0.894981579,0.223855094,0.0,0.0,0.054649206,0.014365337,1.8367595079999999,0.0,0.102216733,0.022577881,0.610403684,0.096463643,0.001060327,0.223626855,2.0,2.0,"[[0, 4], [0, 4]]"
59x59,0.891907941,0.0,15.16218226,0.0,1.168652664,22.913712733,0.615883328,3.631419284,0.0,1.168652664,2.399695952,0.891907941,0.615883328,0.0,0.615883328,0.891907941,7.690247541000001,0.891907941,0.0,4.674662016,2.337336513,2.399695952,1.231772901,0.615883328,0.0,0.0,1.231772901,0.0,0.891907941,0.0,0.615883328,0.0,15.78137573,9.534931513,0.0,0.0,0.615883328,2.060560605,5.843212087,0.615883328,38.449794073999996,0.891907941,3.6321910079999995,2.123680842,0.0,5.906434917,2.400425565,3.8451277819999996,1.783812624,0.0,0.0,1.231772901,0.891907941,1.168652664,0.891907941,35.090668351000005,0.0,10.641408077,0.891907941,0.891907941,0.0,15.506672237,4.333571335,0.615883328,0.0,1.231772901,0.891907941,0.615883328,0.0,0.0,14.46539893,83.58425822999999,0.0,0.0,25.590064404,0.0,1.231772901,24.31997091,2.400425565,15.16218226,0.0,0.0,0.891907941,0.0,0.0,0.0,4.311167523,6.647729112,11.810455572999999,1.168652664,0.0,3.567620359,0.0,9.070673624000001,4.184238189,0.0,1.783812624,7.6251733260000005,0.0,2.675784144,0.0,0.0,1.168652664,28.72807084,0.0,0.615883328,0.0,129.34586948999998,3.016259324,207.89151865899998,0.891907941,0.0,59.056177960999996,2.337336513,3.567620359,0.0,0.891907941,0.0,4.121871008,24.791153875,4.459589628,15.504096204,0.0,0.615883328,2.825780066,1.783812624,0.615883328,1.231772901,0.891907941,0.0,7.775340197,0.0,0.0,0.891907941,25.783269345999997,0.042301809999999995,0.15313532800000001,0.115466603,0.190969212,0.0,0.061899456,10.216731160999998,0.0,0.0,0.0,0.08018697699999999,0.0,0.405197086,0.0,0.13390843,0.088631967,0.289560269,0.000742606,0.043175438,0.0,2.0,2.0,"[[0, 4], [1, 2]]"
60x60,0.891907941,0.0,18.029857498,0.0,1.168652664,24.347541388,2.049711983,4.348339048,0.0,1.168652664,2.399695952,0.891907941,0.615883328,0.0,0.615883328,1.608827705,11.274832233000001,1.608827705,0.716919764,5.39158178,3.054256277,3.833524607,1.231772901,0.615883328,0.0,0.0,1.231772901,0.0,0.891907941,0.0,0.615883328,0.0,16.498295494,9.534931513,0.0,1.433828655,0.615883328,2.060560605,5.843212087,0.615883328,27.946485189,0.891907941,3.6321910079999995,6.425195909000001,0.0,5.906434917,2.400425565,4.562047546,2.5007323880000003,0.0,0.0,1.231772901,0.891907941,1.168652664,0.891907941,30.323704701,0.0,11.358327841,0.891907941,1.608827705,0.0,16.223592001,2.224711033,0.615883328,0.0,1.231772901,0.891907941,0.615883328,0.0,0.0,25.978723144,66.96824816,0.0,0.716919764,28.457739642,0.716919764,1.948692665,21.494190844,3.117345329,17.312976189,0.0,0.0,0.891907941,0.0,0.0,0.0,7.895752215,10.232313804,16.913183618,1.885572428,0.0,3.567620359,0.0,6.961813322,4.184238189,0.0,1.783812624,4.79939326,0.0,4.109612799,0.0,0.0,1.168652664,29.444990604,0.0,0.615883328,0.0,129.34586948999998,3.016259324,233.255216559,0.891907941,0.0,39.990491925,2.337336513,3.567620359,0.716919764,1.608827705,0.0,4.838790772,28.375738567,4.459589628,23.432703538,0.716919764,0.615883328,0.0,3.217641279,1.332803092,1.231772901,1.608827705,0.0,2.123680842,0.0,0.0,0.891907941,22.957489279999997,0.042301809999999995,0.090366689,0.124047181,0.198643452,0.0,0.077882887,9.766162361,0.0,0.0,0.002651482,0.050421959,0.0,0.405197086,0.00462805,0.075905184,0.048918871,0.322871144,0.000742606,0.043637355,0.0,2.0,2.0,"[[0, 4], [1, 3]]"
61x61,0.891907941,0.0,15.16218226,0.0,1.168652664,22.913712733,14.835369838,3.631419284,0.0,1.168652664,2.399695952,0.891907941,0.615883328,0.0,0.615883328,0.891907941,12.429693883,0.891907941,0.0,4.674662016,2.337336513,2.399695952,1.231772901,0.615883328,0.0,0.0,1.231772901,0.0,0.891907941,0.0,5.35532967,0.0,15.78137573,9.534931513,0.0,0.0,0.615883328,16.280047115,5.843212087,0.615883328,59.407664474,0.891907941,8.37163735,2.123680842,0.0,10.645881259,2.400425565,3.8451277819999996,1.783812624,9.478521287,0.0,1.231772901,0.891907941,15.388139173999999,0.891907941,37.092283061,4.739446342,20.119929364,0.891907941,0.891907941,0.0,15.506672237,1.5077912690000002,5.35532967,0.0,1.231772901,0.891907941,0.615883328,0.0,0.0,16.379065206,44.02406643,0.0,0.0,25.590064404,0.0,1.231772901,54.66852015399999,2.400425565,19.901628602,0.0,0.0,0.891907941,0.0,4.739446342,0.0,32.748604863,6.647729112,29.853282728,1.168652664,0.0,3.567620359,0.0,10.9843399,4.184238189,0.0,6.523258966,14.277914547,0.0,2.675784144,0.0,0.0,5.908099006,28.72807084,0.0,0.615883328,0.0,129.34586948999998,3.016259324,101.50085914600001,0.891907941,0.0,77.187045791,2.337336513,8.307066701,0.0,0.891907941,0.0,4.121871008,24.791153875,4.459589628,26.897802648,0.0,0.615883328,0.0,6.523258966,0.615883328,1.231772901,0.891907941,0.0,2.123680842,0.0,4.739446342,0.891907941,32.436010567,0.06060428699999999,0.066991926,0.090331748,0.237526961,0.0,0.038135111,6.208397951999999,0.223855094,0.0,0.0,0.074043269,0.0,1.852794581,0.0,0.17812191700000002,0.022605469,0.337311066,0.096463643,0.01464772,0.0,2.0,2.0,"[[0, 4], [1, 4]]"
62x62,0.891907941,0.0,18.029857498,0.0,1.168652664,22.499934728,1.433828655,2.5007323880000003,0.0,1.168652664,1.783812624,0.891907941,0.0,0.0,0.0,1.608827705,10.043059332,1.608827705,0.716919764,5.39158178,3.054256277,3.217641279,0.0,0.0,0.0,0.0,0.0,0.0,0.891907941,0.0,0.0,0.0,14.03475715,8.919048185,0.0,1.433828655,0.0,2.060560605,5.843212087,0.0,24.576550239,0.891907941,1.168652664,5.193423008000001,0.0,4.674662016,1.168652664,3.946164218,2.5007323880000003,0.0,0.0,0.0,0.891907941,1.168652664,0.891907941,30.036150751,0.0,11.358327841,0.891907941,1.608827705,0.0,11.29652277,4.434607771,0.0,0.0,0.0,0.891907941,0.0,0.0,0.0,18.33353701,68.96284817,0.0,0.716919764,25.994201298,0.716919764,0.716919764,3.9944327299999998,1.885572428,17.312976189,0.0,0.0,0.891907941,0.0,0.0,0.0,3.584584692,6.53704998,16.406046755,1.885572428,0.0,3.567620359,0.0,8.555820487,2.952465288,0.0,1.783812624,6.393400425,0.0,4.109612799,0.0,0.0,1.168652664,27.597383944,0.0,0.0,0.0,129.34586948999998,1.168652664,272.141386309,0.891907941,0.0,37.599151225,2.337336513,3.567620359,0.716919764,1.608827705,0.0,4.2229074440000005,26.528131907,4.459589628,20.715587863000003,0.716919764,0.0,2.825780066,3.217641279,0.716919764,0.0,1.608827705,0.0,6.543567296,0.0,0.0,0.891907941,15.312303146,0.042301809999999995,0.12094160200000001,0.116893748,0.190318904,0.0,0.065429547,9.251967466,0.0,0.0,0.002651482,0.077582759,0.0,0.389162013,0.00462805,0.058003246,0.108087659,0.322871144,0.000742606,0.05857768,0.0,2.0,2.0,"[[0, 4], [2, 3]]"
