coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Pericytes,Endothelial3,permutationTracker
80x80,7.1324284780000005,8.327850248,2.629875595,3.30724267,1.275097431,14.164235409000002,2.032145239,0.677374359,0.0,0.0,9.943984338,1.354778164,1.275097431,0.677374359,0.0,6.096431255,7.969215738,1.9524717900000002,1.354778164,13.743507389000001,5.9370998319999995,8.492051101000001,1.275097431,0.0,0.0,0.0,0.0,2.709539501,0.677374359,0.0,0.0,1.354778164,3.227551309,6.534791508,0.0,0.0,12.138504617,0.677374359,0.0,0.677374359,0.677374359,12.132090170000001,7.052679615,0.677374359,0.0,195.83390347600002,0.0,0.677374359,0.677374359,2.629875595,0.0,0.677374359,0.0,5.419038788,0.677374359,0.677374359,2.709539501,5.419038788,0.0,0.677374359,0.677374359,15.261203359,0.0,2.709539501,0.677374359,0.0,5.339404141,0.0,0.0,4.246009685,1.354778164,4.741693427,0.0,0.0,19.443537818,42.72544451,0.0,24.196062106,2.970912254,0.677374359,0.0,2.55017695,0.0,0.677374359,0.0,5.2579199,0.0,1.354778164,0.0,0.677374359,1.354778164,4.582322189,0.0,0.677374359,5.0030569719999995,5.100283239,0.0,0.677374359,1.275097431,0.677374359,1.354778164,1.354778164,0.0,157.76001644000002,3.825252007,0.0,0.0,1.61613409,6.61448366,11.870734244000001,0.0,2.970912254,5.6804408,1.354778164,2.629875595,0.0,0.0,0.0,23.293886009999998,0.0,0.0,0.0,0.0,2.629875595,1.61613409,0.0,0.0,0.677374359,0.0,0.0,0.677374359,0.0,1.275097431,0.677374359,1.275097431,0.08281185,0.073054879,0.052727569,0.040500496000000004,0.0,0.054601051,0.0,0.0,0.0,0.0,0.033803692,0.0,0.570241602,0.0,0.0,0.031295209,0.6995034649999998,0.264179669,0.0,0.0,2.0,2.0,"[[1, 3], [1, 3]]"
81x81,6.778600105,0.677374359,1.354778164,2.032145239,0.0,14.164235409000002,4.405406664,0.677374359,0.0,2.373261425,9.413208756,1.354778164,0.0,0.677374359,0.0,6.096431255,5.419038788,0.677374359,1.354778164,11.193330439,3.386922882,10.688329017000001,0.0,0.0,0.0,0.0,0.0,2.709539501,0.677374359,0.0,0.0,1.354778164,3.050635784,2.709539501,0.0,0.0,12.138504617,0.677374359,0.0,0.677374359,3.050635784,12.132090170000001,3.050635784,0.677374359,0.0,222.68017374000004,0.0,0.677374359,0.677374359,1.354778164,0.0,3.050635784,0.0,5.419038788,0.677374359,0.677374359,5.082800926,5.419038788,0.0,0.677374359,3.050635784,26.77256825,0.0,12.202547405,0.677374359,0.0,11.184007016999999,0.0,0.0,2.970912254,3.7280395889999998,4.741693427,0.0,0.0,10.165493653999999,28.70094548,2.373261425,27.135326792,2.970912254,0.677374359,0.0,0.0,0.0,0.677374359,0.0,5.2579199,0.0,1.354778164,0.0,0.677374359,1.354778164,2.032145239,0.0,0.677374359,5.0030569719999995,0.0,0.0,0.677374359,7.119700307,0.677374359,1.354778164,1.354778164,0.0,68.02214565,0.0,0.0,0.0,1.61613409,8.810761576,11.870734244000001,0.0,2.970912254,12.800141107,1.354778164,1.354778164,0.0,0.0,0.0,56.515461529999996,2.373261425,0.0,0.0,0.0,1.354778164,1.61613409,4.746454866,0.0,0.677374359,0.0,0.0,0.677374359,0.0,0.0,0.677374359,2.373261425,0.08281185,0.08471414499999999,0.045233291,0.024519037,0.0,0.053623697,0.011314421,0.0,0.0,0.0,0.012122967,0.0,0.288944039,0.006760343,0.0,0.027940554,0.7365936689999999,0.274795071,0.0,0.0,2.0,2.0,"[[1, 3], [1, 4]]"
82x82,18.019025729,20.569218379,1.275097431,1.275097431,1.275097431,13.424065823000001,0.0,0.0,0.0,0.0,10.558585632,1.291975653,1.275097431,0.0,0.0,0.0,3.8421526029999997,1.275097431,0.0,13.06613303,3.8421526029999997,5.782511599999999,1.275097431,0.0,0.0,0.0,2.583933973,0.0,0.0,0.0,0.0,0.0,7.718114956,3.825252007,0.0,0.0,10.106359378,0.0,0.0,0.0,0.0,13.424065823000001,7.667280909,0.0,0.0,176.189611156,0.0,0.0,0.0,1.275097431,0.0,0.0,0.0,0.0,0.0,0.0,1.291975653,0.0,0.0,0.0,0.0,12.852135948,3.875958493,0.0,0.0,0.0,1.275097431,0.0,0.0,4.183207174,0.0,0.0,0.0,0.0,19.192437036,42.72544451,0.0,15.390104756,1.61613409,1.291975653,0.0,2.55017695,0.0,0.0,0.0,5.2579199,0.0,0.0,0.0,0.0,0.0,2.55017695,0.0,0.0,1.61613409,5.100283239,0.0,0.0,2.567073084,0.0,0.0,0.0,0.0,140.92940713,3.825252007,0.0,0.0,1.61613409,3.8421526029999997,10.51595608,0.0,1.61613409,4.200068063,0.0,2.567073084,0.0,0.0,0.0,1.61613409,0.0,0.0,0.0,0.0,1.275097431,1.61613409,1.291975653,2.583933973,0.0,1.291975653,0.0,0.0,3.875958493,1.275097431,0.0,2.567073084,0.021712484,0.073054879,0.066200375,0.054578354,0.0,0.054601051,0.0,0.0,0.0,0.0,0.033803692,0.0,0.681996368,0.0,0.0,0.031295209,0.6963010609999999,0.070129221,0.0,0.0,2.0,2.0,"[[1, 3], [2, 3]]"
83x83,17.665197356,12.91874249,0.0,0.0,0.0,13.424065823000001,2.373261425,0.0,0.0,2.373261425,10.02781005,1.291975653,0.0,0.0,0.0,0.0,1.291975653,0.0,0.0,10.51595608,1.291975653,7.978789515999999,0.0,0.0,0.0,0.0,2.583933973,0.0,0.0,0.0,0.0,0.0,7.541199431,0.0,0.0,0.0,10.106359378,0.0,0.0,0.0,2.373261425,13.424065823000001,3.6652370779999996,0.0,0.0,203.03588142,0.0,0.0,0.0,0.0,0.0,2.373261425,0.0,0.0,0.0,0.0,3.6652370779999996,0.0,0.0,0.0,2.373261425,24.363500838999997,3.875958493,9.493007904,0.0,0.0,7.119700307,0.0,0.0,2.908109743,2.373261425,0.0,0.0,0.0,9.914392872,28.70094548,2.373261425,18.329369442,1.61613409,1.291975653,0.0,0.0,0.0,0.0,0.0,5.2579199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61613409,0.0,0.0,0.0,8.41167596,0.0,0.0,0.0,0.0,51.19153634,0.0,0.0,0.0,1.61613409,6.038430518999999,10.51595608,0.0,1.61613409,11.319768369999998,0.0,1.291975653,0.0,0.0,0.0,34.837709610000005,2.373261425,0.0,0.0,0.0,0.0,1.61613409,6.038430518999999,2.583933973,0.0,1.291975653,0.0,0.0,3.875958493,0.0,0.0,3.6652370779999996,0.021712484,0.08471414499999999,0.058706097,0.038596895,0.0,0.053623697,0.011314421,0.0,0.0,0.0,0.012122967,0.0,0.400698805,0.006760343,0.0,0.027940554,0.733391265,0.080744623,0.0,0.0,2.0,2.0,"[[1, 3], [2, 4]]"
84x84,9.846738105,7.650475889,1.275097431,1.275097431,1.275097431,12.132090170000001,2.373261425,0.0,0.0,2.373261425,16.386310286,0.0,1.275097431,0.0,0.0,0.0,2.55017695,1.275097431,0.0,13.06613303,2.55017695,10.528966466,1.275097431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.923438375,3.825252007,0.0,0.0,10.106359378,0.0,0.0,0.0,2.373261425,12.132090170000001,8.748566681,0.0,0.0,209.411186676,0.0,0.0,0.0,1.275097431,0.0,2.373261425,0.0,0.0,0.0,0.0,2.373261425,0.0,0.0,0.0,2.373261425,21.711931369,0.0,9.493007904,0.0,0.0,8.394797738,0.0,0.0,2.891231521,2.373261425,0.0,0.0,0.0,18.770953895999998,42.72544451,2.373261425,27.254814736,1.61613409,0.0,0.0,2.55017695,0.0,0.0,0.0,5.2579199,0.0,0.0,0.0,0.0,0.0,2.55017695,0.0,0.0,1.61613409,5.100283239,0.0,0.0,8.394797738,0.0,0.0,0.0,0.0,138.8226477,3.825252007,0.0,0.0,1.61613409,7.296631816,10.51595608,0.0,1.61613409,8.735834397,0.0,1.275097431,0.0,0.0,0.0,34.837709610000005,2.373261425,0.0,0.0,0.0,1.275097431,1.61613409,4.746454866,0.0,0.0,0.0,0.0,0.0,0.0,1.275097431,0.0,3.6483588559999998,0.0,0.09308735700000001,0.068315895,0.059954416,0.0,0.058988321999999996,0.011314421,0.0,0.0,0.0,0.033803692,0.0,0.570241602,0.006760343,0.0,0.059235763,0.7494497579999999,0.03436161,0.0,0.0,2.0,2.0,"[[1, 3], [3, 4]]"
85x85,3.480757388,3.574639922,2.803390313,6.584663557,1.820979954,4.558792341,4.763615631,0.677374359,0.0,0.0,5.190774012,2.265291176,1.820979954,0.677374359,0.910513012,7.545043403999999,5.419038788,0.677374359,1.354778164,5.76793161,5.207902836,5.941874151,0.0,0.0,0.0,0.0,0.0,2.709539501,0.677374359,0.0,0.0,1.354778164,0.677374359,3.620052513,0.910513012,0.0,11.060667258,1.5878873709999999,0.0,0.677374359,0.677374359,1.61613409,5.023264135,1.5878873709999999,0.0,132.66680234,0.0,0.677374359,1.5878873709999999,1.354778164,0.0,0.677374359,0.0,5.419038788,0.677374359,0.677374359,2.709539501,6.867650937,0.0,0.677374359,0.677374359,23.239457465,1.448612149,4.15815165,0.677374359,0.0,4.06430671,0.0,0.910513012,33.930414004000006,2.265291176,6.562673381000001,0.0,0.0,11.213577854,159.05371653,0.0,37.949756994,2.970912254,0.677374359,0.0,4.552518318,0.0,2.125986508,0.0,0.0,0.0,3.175758118,1.448612149,0.677374359,1.354778164,6.378035015,0.0,3.574639922,5.0030569719999995,0.0,0.0,3.4088447509999997,1.448612149,0.677374359,4.086248556,1.354778164,0.0,168.334981152,0.910513012,0.910513012,0.0,3.0647462389999998,8.410196486,1.354778164,0.0,4.791892208,10.232959118,2.803390313,1.354778164,0.0,0.0,0.910513012,23.293886009999998,0.0,0.0,0.0,0.0,1.354778164,3.4371140440000003,0.0,0.0,1.5878873709999999,0.0,0.0,1.5878873709999999,2.3591251609999997,0.0,0.677374359,5.256402788,0.091013723,0.09310667,0.038095252999999996,0.055444305,0.0,0.06652277000000001,0.0,0.0,0.0,0.0,0.060246381999999994,0.0,0.512794203,0.0,0.0,0.0,1.063546602,0.246967114,0.0,0.0,2.0,2.0,"[[1, 4], [0, 1]]"
86x86,14.367354639,15.816008053,1.448612149,4.552518318,1.820979954,3.818622755,2.731470392,0.0,0.0,0.0,5.805375306,2.2024886649999997,1.820979954,0.0,0.910513012,1.448612149,1.291975653,0.0,0.0,5.090557251,3.112955607,3.23233465,0.0,0.0,0.0,0.0,2.583933973,0.0,0.0,0.0,0.0,0.0,5.167938006,0.910513012,0.910513012,0.0,9.028522019,0.910513012,0.0,0.0,0.0,2.908109743,5.637865429,0.910513012,0.0,113.02251002,0.0,0.0,0.910513012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.291975653,1.448612149,0.0,0.0,0.0,20.830390054,5.324570642,1.448612149,0.0,0.0,0.0,0.0,0.910513012,33.867611493000005,0.910513012,1.820979954,0.0,0.0,10.962477071999999,159.05371653,0.0,29.143799643999998,1.61613409,1.291975653,0.0,4.552518318,0.0,1.448612149,0.0,0.0,0.0,1.820979954,1.448612149,0.0,0.0,4.345889776,0.0,2.897265563,1.61613409,0.0,0.0,2.731470392,2.740587802,0.0,2.731470392,0.0,0.0,151.50437184199998,0.910513012,0.910513012,0.0,3.0647462389999998,5.637865429,0.0,0.0,3.4371140440000003,8.752586381,1.448612149,1.291975653,0.0,0.0,0.910513012,1.61613409,0.0,0.0,0.0,0.0,0.0,3.4371140440000003,1.291975653,2.583933973,0.910513012,1.291975653,0.0,0.910513012,6.235083654,0.0,0.0,6.548378441,0.029914357000000003,0.09310667,0.051568059,0.069522163,0.0,0.06652277000000001,0.0,0.0,0.0,0.0,0.060246381999999994,0.0,0.624548969,0.0,0.0,0.0,1.060344198,0.052916666,0.0,0.0,2.0,2.0,"[[1, 4], [0, 2]]"
87x87,6.548895388,10.547741452,2.72370958,5.827615749,3.096077385,2.526647102,2.731470392,0.0,0.0,0.0,12.163875542,0.910513012,3.096077385,0.0,0.910513012,1.448612149,2.55017695,1.275097431,0.0,7.640734201,4.371156904,5.782511599999999,1.275097431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55017695,4.7357650190000005,0.910513012,0.0,9.028522019,0.910513012,0.0,0.0,0.0,1.61613409,10.721195032,0.910513012,0.0,119.397815276,0.0,0.0,0.910513012,1.275097431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.448612149,0.0,0.0,0.0,18.178820584,1.448612149,1.448612149,0.0,0.0,1.275097431,0.0,0.910513012,33.850733271,0.910513012,1.820979954,0.0,0.0,19.819038096,173.07821556,0.0,38.069244938,1.61613409,0.0,0.0,7.102695268,0.0,1.448612149,0.0,0.0,0.0,1.820979954,1.448612149,0.0,0.0,6.896066726,0.0,2.897265563,1.61613409,5.100283239,0.0,2.731470392,2.72370958,0.0,2.731470392,0.0,0.0,239.135483202,4.7357650190000005,0.910513012,0.0,3.0647462389999998,6.896066726,0.0,0.0,3.4371140440000003,6.168652408,1.448612149,1.275097431,0.0,0.0,0.910513012,1.61613409,0.0,0.0,0.0,0.0,1.275097431,3.4371140440000003,0.0,0.0,0.910513012,0.0,0.0,0.910513012,2.3591251609999997,1.275097431,0.0,6.531500219,0.008201873,0.10147988200000001,0.061177856999999995,0.090879684,0.0,0.071887395,0.0,0.0,0.0,0.0,0.081927107,0.0,0.794091766,0.0,0.0,0.031295209,1.076402691,0.006533653,0.0,0.0,2.0,2.0,"[[1, 4], [0, 3]]"
88x88,6.195067014999999,2.897265563,1.448612149,4.552518318,1.820979954,2.526647102,5.104731816999999,0.0,0.0,2.373261425,11.63309996,0.910513012,1.820979954,0.0,0.910513012,1.448612149,0.0,0.0,0.0,5.090557251,1.820979954,7.978789515999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.373261425,0.910513012,0.910513012,0.0,9.028522019,0.910513012,0.0,0.0,2.373261425,1.61613409,6.719151201,0.910513012,0.0,146.24408554000001,0.0,0.0,0.910513012,0.0,0.0,2.373261425,0.0,0.0,0.0,0.0,2.373261425,1.448612149,0.0,0.0,2.373261425,29.690185475,1.448612149,10.941620053000001,0.0,0.0,7.119700307,0.0,0.910513012,32.575635840000004,3.283774437,1.820979954,0.0,0.0,10.540993932,159.05371653,2.373261425,41.008509624,1.61613409,0.0,0.0,4.552518318,0.0,1.448612149,0.0,0.0,0.0,1.820979954,1.448612149,0.0,0.0,4.345889776,0.0,2.897265563,1.61613409,0.0,0.0,2.731470392,8.568312456,0.0,2.731470392,0.0,0.0,149.397612412,0.910513012,0.910513012,0.0,3.0647462389999998,9.092344642,0.0,0.0,3.4371140440000003,13.288352714999998,1.448612149,0.0,0.0,0.0,0.910513012,34.837709610000005,2.373261425,0.0,0.0,0.0,0.0,3.4371140440000003,4.746454866,0.0,0.910513012,0.0,0.0,0.910513012,2.3591251609999997,0.0,0.0,7.629664213,0.008201873,0.113139148,0.053683578999999995,0.074898225,0.0,0.07091004100000001,0.011314421,0.0,0.0,0.0,0.060246381999999994,0.0,0.512794203,0.006760343,0.0,0.027940554,1.113492895,0.017149055,0.0,0.0,2.0,2.0,"[[1, 4], [0, 4]]"
89x89,14.950887729,13.596116849,1.354778164,6.584663557,1.820979954,5.850767994,4.763615631,0.677374359,0.0,0.0,3.5854841019999997,3.5572668289999996,1.820979954,0.677374359,0.910513012,6.096431255,6.711014441,0.677374359,1.354778164,4.319319461,6.499878488999999,5.941874151,0.0,0.0,0.0,0.0,2.583933973,2.709539501,0.677374359,0.0,0.0,1.354778164,5.845312365,3.620052513,0.910513012,0.0,9.612055109,1.5878873709999999,0.0,0.677374359,0.677374359,2.908109743,1.969350012,1.5878873709999999,0.0,122.52642247,0.0,0.677374359,1.5878873709999999,1.354778164,0.0,0.677374359,0.0,5.419038788,0.677374359,0.677374359,4.001515154,5.419038788,0.0,0.677374359,0.677374359,25.196771108,3.875958493,2.709539501,0.677374359,0.0,4.06430671,0.0,0.910513012,35.22238965700001,2.265291176,6.562673381000001,0.0,0.0,10.586976794,143.11813944,0.0,23.465156674,2.970912254,1.969350012,0.0,4.552518318,0.0,0.677374359,0.0,0.0,0.0,3.175758118,0.0,0.677374359,1.354778164,2.032145239,0.0,0.677374359,5.0030569719999995,0.0,0.0,3.4088447509999997,1.291975653,0.677374359,4.086248556,1.354778164,0.0,71.039418092,0.910513012,0.910513012,0.0,1.61613409,5.356282363,1.354778164,0.0,4.791892208,12.816893091,1.354778164,2.646753817,0.0,0.0,0.910513012,23.293886009999998,0.0,0.0,0.0,0.0,1.354778164,3.4371140440000003,1.291975653,2.583933973,1.5878873709999999,1.291975653,0.0,1.5878873709999999,4.786471505,0.0,0.677374359,2.2024886649999997,0.10452433400000001,0.09310667,0.026310452999999998,0.031310269,0.0,0.06652277000000001,0.0,0.0,0.0,0.0,0.060246381999999994,0.0,0.43735959700000004,0.0,0.0,0.0,0.8941852659999999,0.29988378,0.0,0.0,2.0,2.0,"[[1, 4], [1, 2]]"
90x90,7.1324284780000005,8.327850248,2.629875595,7.859760988,3.096077385,4.558792341,4.763615631,0.677374359,0.0,0.0,9.943984338,2.265291176,3.096077385,0.677374359,0.910513012,6.096431255,7.969215738,1.9524717900000002,1.354778164,6.869496411,7.758079786,8.492051101000001,1.275097431,0.0,0.0,0.0,0.0,2.709539501,0.677374359,0.0,0.0,1.354778164,3.227551309,7.4453045200000005,0.910513012,0.0,9.612055109,1.5878873709999999,0.0,0.677374359,0.677374359,1.61613409,7.052679615,1.5878873709999999,0.0,128.901727726,0.0,0.677374359,1.5878873709999999,2.629875595,0.0,0.677374359,0.0,5.419038788,0.677374359,0.677374359,2.709539501,5.419038788,0.0,0.677374359,0.677374359,22.545201638,0.0,2.709539501,0.677374359,0.0,5.339404141,0.0,0.910513012,35.205511435000005,2.265291176,6.562673381000001,0.0,0.0,19.443537818,157.14263846999998,0.0,32.390601968,2.970912254,0.677374359,0.0,7.102695268,0.0,0.677374359,0.0,0.0,0.0,3.175758118,0.0,0.677374359,1.354778164,4.582322189,0.0,0.677374359,5.0030569719999995,5.100283239,0.0,3.4088447509999997,1.275097431,0.677374359,4.086248556,1.354778164,0.0,158.67052945199998,4.7357650190000005,0.910513012,0.0,1.61613409,6.61448366,1.354778164,0.0,4.791892208,10.232959118,1.354778164,2.629875595,0.0,0.0,0.910513012,23.293886009999998,0.0,0.0,0.0,0.0,2.629875595,3.4371140440000003,0.0,0.0,1.5878873709999999,0.0,0.0,1.5878873709999999,0.910513012,1.275097431,0.677374359,2.185610443,0.08281185,0.10147988200000001,0.035920251,0.052667790000000006,0.0,0.071887395,0.0,0.0,0.0,0.0,0.081927107,0.0,0.606902394,0.0,0.0,0.031295209,0.9102437589999999,0.253500767,0.0,0.0,2.0,2.0,"[[1, 4], [1, 3]]"
91x91,6.778600105,0.677374359,1.354778164,6.584663557,1.820979954,4.558792341,7.136877056,0.677374359,0.0,2.373261425,9.413208756,2.265291176,1.820979954,0.677374359,0.910513012,6.096431255,5.419038788,0.677374359,1.354778164,4.319319461,5.207902836,10.688329017000001,0.0,0.0,0.0,0.0,0.0,2.709539501,0.677374359,0.0,0.0,1.354778164,3.050635784,3.620052513,0.910513012,0.0,9.612055109,1.5878873709999999,0.0,0.677374359,3.050635784,1.61613409,3.050635784,1.5878873709999999,0.0,155.74799799,0.0,0.677374359,1.5878873709999999,1.354778164,0.0,3.050635784,0.0,5.419038788,0.677374359,0.677374359,5.082800926,5.419038788,0.0,0.677374359,3.050635784,34.056566529,0.0,12.202547405,0.677374359,0.0,11.184007016999999,0.0,0.910513012,33.930414004000006,4.638552601,6.562673381000001,0.0,0.0,10.165493653999999,143.11813944,2.373261425,35.329866654,2.970912254,0.677374359,0.0,4.552518318,0.0,0.677374359,0.0,0.0,0.0,3.175758118,0.0,0.677374359,1.354778164,2.032145239,0.0,0.677374359,5.0030569719999995,0.0,0.0,3.4088447509999997,7.119700307,0.677374359,4.086248556,1.354778164,0.0,68.932658662,0.910513012,0.910513012,0.0,1.61613409,8.810761576,1.354778164,0.0,4.791892208,17.352659425,1.354778164,1.354778164,0.0,0.0,0.910513012,56.515461529999996,2.373261425,0.0,0.0,0.0,1.354778164,3.4371140440000003,4.746454866,0.0,1.5878873709999999,0.0,0.0,1.5878873709999999,0.910513012,0.0,0.677374359,3.283774437,0.08281185,0.113139148,0.028425973,0.036686331,0.0,0.07091004100000001,0.011314421,0.0,0.0,0.0,0.060246381999999994,0.0,0.32560483100000004,0.006760343,0.0,0.027940554,0.947333963,0.264116169,0.0,0.0,2.0,2.0,"[[1, 4], [1, 4]]"
92x92,18.019025729,20.569218379,1.275097431,5.827615749,3.096077385,3.818622755,2.731470392,0.0,0.0,0.0,10.558585632,2.2024886649999997,3.096077385,0.0,0.910513012,0.0,3.8421526029999997,1.275097431,0.0,6.192122052,5.663132557,5.782511599999999,1.275097431,0.0,0.0,0.0,2.583933973,0.0,0.0,0.0,0.0,0.0,7.718114956,4.7357650190000005,0.910513012,0.0,7.57990987,0.910513012,0.0,0.0,0.0,2.908109743,7.667280909,0.910513012,0.0,109.257435406,0.0,0.0,0.910513012,1.275097431,0.0,0.0,0.0,0.0,0.0,0.0,1.291975653,0.0,0.0,0.0,0.0,20.136134227,3.875958493,0.0,0.0,0.0,1.275097431,0.0,0.910513012,35.142708924000004,0.910513012,1.820979954,0.0,0.0,19.192437036,157.14263846999998,0.0,23.584644618,1.61613409,1.291975653,0.0,7.102695268,0.0,0.0,0.0,0.0,0.0,1.820979954,0.0,0.0,0.0,2.55017695,0.0,0.0,1.61613409,5.100283239,0.0,2.731470392,2.567073084,0.0,2.731470392,0.0,0.0,141.83992014199998,4.7357650190000005,0.910513012,0.0,1.61613409,3.8421526029999997,0.0,0.0,3.4371140440000003,8.752586381,0.0,2.567073084,0.0,0.0,0.910513012,1.61613409,0.0,0.0,0.0,0.0,1.275097431,3.4371140440000003,1.291975653,2.583933973,0.910513012,1.291975653,0.0,0.910513012,4.786471505,1.275097431,0.0,3.4775860959999996,0.021712484,0.10147988200000001,0.049393057,0.066745648,0.0,0.071887395,0.0,0.0,0.0,0.0,0.081927107,0.0,0.71865716,0.0,0.0,0.031295209,0.9070413549999999,0.059450319,0.0,0.0,2.0,2.0,"[[1, 4], [2, 3]]"
93x93,17.665197356,12.91874249,0.0,4.552518318,1.820979954,3.818622755,5.104731816999999,0.0,0.0,2.373261425,10.02781005,2.2024886649999997,1.820979954,0.0,0.910513012,0.0,1.291975653,0.0,0.0,3.641945102,3.112955607,7.978789515999999,0.0,0.0,0.0,0.0,2.583933973,0.0,0.0,0.0,0.0,0.0,7.541199431,0.910513012,0.910513012,0.0,7.57990987,0.910513012,0.0,0.0,2.373261425,2.908109743,3.6652370779999996,0.910513012,0.0,136.10370567,0.0,0.0,0.910513012,0.0,0.0,2.373261425,0.0,0.0,0.0,0.0,3.6652370779999996,0.0,0.0,0.0,2.373261425,31.647499118,3.875958493,9.493007904,0.0,0.0,7.119700307,0.0,0.910513012,33.867611493000005,3.283774437,1.820979954,0.0,0.0,9.914392872,143.11813944,2.373261425,26.523909304,1.61613409,1.291975653,0.0,4.552518318,0.0,0.0,0.0,0.0,0.0,1.820979954,0.0,0.0,0.0,0.0,0.0,0.0,1.61613409,0.0,0.0,2.731470392,8.41167596,0.0,2.731470392,0.0,0.0,52.102049352,0.910513012,0.910513012,0.0,1.61613409,6.038430518999999,0.0,0.0,3.4371140440000003,15.872286687999999,0.0,1.291975653,0.0,0.0,0.910513012,34.837709610000005,2.373261425,0.0,0.0,0.0,0.0,3.4371140440000003,6.038430518999999,2.583933973,0.910513012,1.291975653,0.0,0.910513012,4.786471505,0.0,0.0,4.57575009,0.021712484,0.113139148,0.041898779,0.050764189,0.0,0.07091004100000001,0.011314421,0.0,0.0,0.0,0.060246381999999994,0.0,0.43735959700000004,0.006760343,0.0,0.027940554,0.944131559,0.070065721,0.0,0.0,2.0,2.0,"[[1, 4], [2, 4]]"
94x94,9.846738105,7.650475889,1.275097431,5.827615749,3.096077385,2.526647102,5.104731816999999,0.0,0.0,2.373261425,16.386310286,0.910513012,3.096077385,0.0,0.910513012,0.0,2.55017695,1.275097431,0.0,6.192122052,4.371156904,10.528966466,1.275097431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.923438375,4.7357650190000005,0.910513012,0.0,7.57990987,0.910513012,0.0,0.0,2.373261425,1.61613409,8.748566681,0.910513012,0.0,142.479010926,0.0,0.0,0.910513012,1.275097431,0.0,2.373261425,0.0,0.0,0.0,0.0,2.373261425,0.0,0.0,0.0,2.373261425,28.995929648,0.0,9.493007904,0.0,0.0,8.394797738,0.0,0.910513012,33.850733271,3.283774437,1.820979954,0.0,0.0,18.770953895999998,157.14263846999998,2.373261425,35.449354598,1.61613409,0.0,0.0,7.102695268,0.0,0.0,0.0,0.0,0.0,1.820979954,0.0,0.0,0.0,2.55017695,0.0,0.0,1.61613409,5.100283239,0.0,2.731470392,8.394797738,0.0,2.731470392,0.0,0.0,139.733160712,4.7357650190000005,0.910513012,0.0,1.61613409,7.296631816,0.0,0.0,3.4371140440000003,13.288352714999998,0.0,1.275097431,0.0,0.0,0.910513012,34.837709610000005,2.373261425,0.0,0.0,0.0,1.275097431,3.4371140440000003,4.746454866,0.0,0.910513012,0.0,0.0,0.910513012,0.910513012,1.275097431,0.0,4.558871868,0.0,0.12151236000000001,0.051508577,0.07212171,0.0,0.076274666,0.011314421,0.0,0.0,0.0,0.081927107,0.0,0.606902394,0.006760343,0.0,0.059235763,0.960190052,0.023682708,0.0,0.0,2.0,2.0,"[[1, 4], [3, 4]]"
