coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,ODImmature1,ODMature4
65x65,0.0,0.0,0.685660073,5.583267178,3.149146312,2.9397912550000003,1.708067923,15.281148085000002,0.0,0.0,4.171491993,1.092184595,7.041555719,0.0,1.301543401,0.0,22.041546381,0.685660073,0.0,5.485149617,0.685660073,15.503517911,1.231772901,1.301543401,0.0,0.685660073,1.231772901,11.828102807,1.777844668,2.840696592,1.301543401,0.685660073,68.185149545,0.615883328,0.0,0.0,1.301543401,8.580671768,0.0,1.301543401,20.32553818,6.367098954,10.794497057,1.917432974,3.526356665,1.231772901,4.758129566,16.582281589,8.580671768,116.19290929499999,2.840696592,1.917432974,0.0,2.840696592,2.840696592,57.57869542,3.526356665,8.355183628,0.0,0.0,2.184344163,12.445034801,13.070388463000002,7.012188585,2.840696592,1.917432974,0.0,1.708067923,0.0,0.0,10.4709662,71.555955566,1.777844668,1.371264502,11.573205493,0.0,1.231772901,26.623756069,3.416117064,15.761102173000001,1.092184595,3.932881187,2.840696592,0.0,0.0,0.0,6.77461662,4.787448419,6.844456291,0.685660073,1.371264502,24.923893395,0.0,27.628618897,20.405734914,99.826420452,3.5556086650000003,2.603037403,8.958052356,3.9622735479999998,0.0,0.685660073,3.526356665,6.46614792,1.092184595,1.301543401,3.526356665,0.685660073,1.84760666,94.267033364,0.0,2.8700042359999998,33.271630628,1.371264502,7.796938942,0.0,0.0,0.0,2.393727996,4.717610896,15.034525455999999,43.565784571,0.0,4.548764515,10.005524560000001,32.0732954,0.615883328,3.009617569,1.092184595,3.9622735479999998,11.462956693999999,34.006991941,1.371264502,0.0,13.747579674999999,0.0,0.090429275,0.032288288,0.102849418,0.0,0.044494777,5.437231239,0.0,0.0,0.0,0.04804257,0.014365337,0.6062062279999999,0.0,0.104066433,0.013687832,0.646615326,0.0,0.013587393,0.223626855,2.0,2.0
66x66,0.0,0.0,0.685660073,5.583267178,3.149146312,1.092184595,1.092184595,13.433541425000001,0.0,0.0,3.5556086650000003,1.092184595,6.425672391,0.0,0.685660073,0.0,20.80977348,0.685660073,0.0,5.485149617,0.685660073,14.887634582999999,0.0,0.685660073,0.0,0.685660073,0.0,11.828102807,1.777844668,2.840696592,0.685660073,0.685660073,65.721611201,0.0,0.0,0.0,0.685660073,8.580671768,0.0,0.685660073,16.95560323,6.367098954,8.330958713,0.685660073,3.526356665,0.0,3.526356665,15.966398261,8.580671768,116.19290929499999,2.840696592,0.685660073,0.0,2.840696592,2.840696592,57.29114147,3.526356665,8.355183628,0.0,0.0,2.184344163,7.51796557,15.280285201000002,6.396305257,2.840696592,0.685660073,0.0,1.092184595,0.0,0.0,2.825780066,73.550555576,1.777844668,1.371264502,9.109667149,0.0,0.0,9.123997955,2.184344163,15.761102173000001,1.092184595,3.932881187,2.840696592,0.0,0.0,0.0,2.463449097,1.092184595,6.337319428,0.685660073,1.371264502,24.923893395,0.0,29.222626062,19.173962013,99.826420452,3.5556086650000003,4.197044568,8.958052356,3.9622735479999998,0.0,0.685660073,3.526356665,4.61854126,1.092184595,0.685660073,3.526356665,0.685660073,0.0,133.153203114,0.0,2.8700042359999998,30.880289928,1.371264502,7.796938942,0.0,0.0,0.0,1.777844668,2.8700042359999998,15.034525455999999,40.848668896,0.0,3.932881187,12.831304626000001,32.0732954,0.0,1.777844668,1.092184595,3.9622735479999998,15.882843148,34.006991941,1.371264502,0.0,6.102393541,0.0,0.12100418800000001,0.025134855,0.09452487,0.0,0.032041437,4.923036344,0.0,0.0,0.0,0.07520337,0.014365337,0.590171155,0.0,0.08616449500000001,0.07285662,0.646615326,0.0,0.028527718,0.223626855,2.0,2.0
67x67,0.0,0.0,3.5533353109999997,5.583267178,3.149146312,2.52601325,2.52601325,14.150461189000001,0.0,0.0,3.5556086650000003,1.092184595,6.425672391,0.0,0.685660073,0.716919764,24.394358172,1.402579837,0.716919764,6.202069381,1.402579837,16.321463238,0.0,0.685660073,0.0,0.685660073,0.0,11.828102807,1.777844668,2.840696592,0.685660073,0.685660073,66.438530965,0.0,0.0,1.433828655,0.685660073,8.580671768,0.0,0.685660073,6.452294345,6.367098954,8.330958713,4.987175140000001,3.526356665,0.0,3.526356665,16.683318025,9.297591532,116.19290929499999,2.840696592,0.685660073,0.0,2.840696592,2.840696592,52.52417782,3.526356665,9.072103392,0.0,0.716919764,2.184344163,8.234885334000001,13.171424899000002,6.396305257,2.840696592,0.685660073,0.0,1.092184595,0.0,0.0,14.33910428,56.934545506000006,1.777844668,2.088184266,11.977342387,0.716919764,0.716919764,6.298217889,2.901263927,17.911896102,1.092184595,3.932881187,2.840696592,0.0,0.0,0.0,6.048033789,4.676769287,11.440047473,1.402579837,1.371264502,24.923893395,0.0,27.11376576,19.173962013,99.826420452,3.5556086650000003,1.371264502,8.958052356,5.396102203,0.0,0.685660073,3.526356665,5.335461024,1.092184595,0.685660073,3.526356665,0.685660073,0.0,158.51690101399998,0.0,2.8700042359999998,11.814603892000001,1.371264502,7.796938942,0.716919764,0.716919764,0.0,2.494764432,6.454588928,15.034525455999999,48.77727623,0.716919764,3.932881187,10.005524560000001,33.507124055,0.716919764,1.777844668,1.809104359,3.9622735479999998,10.231183793,34.006991941,1.371264502,0.0,3.276613475,0.0,0.058235549,0.033715433,0.10219911000000001,0.0,0.048024868,4.472467544000001,0.0,0.0,0.002651482,0.045438352,0.014365337,0.590171155,0.00462805,0.028161249000000003,0.033143524,0.679926201,0.0,0.028989635,0.223626855,2.0,2.0
68x68,0.0,0.0,0.685660073,5.583267178,3.149146312,1.092184595,15.311671104999999,13.433541425000001,0.0,0.0,3.5556086650000003,1.092184595,6.425672391,0.0,0.685660073,0.0,25.549219822,0.685660073,0.0,5.485149617,0.685660073,14.887634582999999,0.0,0.685660073,0.0,0.685660073,0.0,11.828102807,1.777844668,2.840696592,5.425106415,0.685660073,65.721611201,0.0,0.0,0.0,0.685660073,22.800158277999998,0.0,0.685660073,37.91347363,6.367098954,13.070405054999998,0.685660073,3.526356665,4.739446342,3.526356665,15.966398261,8.580671768,125.671430582,2.840696592,0.685660073,0.0,17.060183102,2.840696592,59.29275618,8.265803006999999,17.833704915,0.0,0.0,2.184344163,7.51796557,12.454505135000002,11.135751598999999,2.840696592,0.685660073,0.0,1.092184595,0.0,0.0,4.739446342,33.990363776,1.777844668,1.371264502,9.109667149,0.0,0.0,39.472547199,2.184344163,20.500548515000002,1.092184595,3.932881187,2.840696592,0.0,4.739446342,0.0,30.900886436999997,1.092184595,24.380146583000002,0.685660073,1.371264502,24.923893395,0.0,31.136292338,19.173962013,99.826420452,8.295055007,10.849785789,8.958052356,3.9622735479999998,0.0,0.685660073,8.265803006999999,4.61854126,1.092184595,0.685660073,3.526356665,0.685660073,0.0,26.762543601,0.0,2.8700042359999998,49.011157757999996,1.371264502,12.536385284,0.0,0.0,0.0,1.777844668,2.8700042359999998,15.034525455999999,52.242375339999995,0.0,3.932881187,10.005524560000001,36.812741742,0.0,1.777844668,1.092184595,3.9622735479999998,10.231183793,34.006991941,6.110710844,0.0,12.755134761999999,0.018302477,0.034860786,0.0,0.141082619,0.0,0.008277092,0.914703135,0.223855094,0.0,0.0,0.069059662,0.014365337,2.03776865,0.0,0.130377982,0.006830122,0.694366123,0.095721037,0.0,0.223626855,2.0,2.0
69x69,0.0,0.0,0.685660073,2.742570586,3.149146312,2.9397912550000003,1.708067923,15.281148085000002,0.0,0.0,4.171491993,1.092184595,7.041555719,0.0,1.301543401,0.0,10.679225841,0.685660073,0.0,5.485149617,0.685660073,1.301543401,1.231772901,1.301543401,0.0,0.685660073,1.231772901,6.1466639260000004,1.777844668,0.0,1.301543401,0.685660073,62.503710663999996,0.615883328,0.0,0.0,1.301543401,5.739975176,0.0,1.301543401,37.281141410000004,0.685660073,10.794497057,1.917432974,0.685660073,1.231772901,1.917432974,10.900842708,5.739975176,19.604104295,0.0,1.917432974,0.0,0.0,0.0,74.53429865000001,0.685660073,8.355183628,0.0,0.0,2.184344163,12.445034801,4.533847989,4.171491993,0.0,1.917432974,0.0,1.708067923,0.0,0.0,13.296746266,79.868354176,1.777844668,1.371264502,5.891766612,0.0,1.231772901,29.449536135,3.416117064,7.2388429510000005,1.092184595,1.092184595,0.0,0.0,0.0,0.0,6.77461662,4.787448419,12.496115646,0.685660073,1.371264502,13.561572855,0.0,19.092078423,20.405734914,91.30416122999999,3.5556086650000003,5.428817469,3.276613475,3.9622735479999998,0.0,0.685660073,0.685660073,3.625451328,1.092184595,1.301543401,0.685660073,0.685660073,1.84760666,201.613954942,0.0,2.8700042359999998,53.054236427999996,1.371264502,7.796938942,0.0,0.0,0.0,2.393727996,4.717610896,15.034525455999999,46.391564637,0.0,1.708067923,12.831304626000001,12.18995344,0.615883328,3.009617569,1.092184595,3.9622735479999998,14.273919456999998,31.166295349000002,1.371264502,0.0,16.573359740999997,0.0,0.17949477400000002,0.057423142999999996,0.120145636,0.0,0.068259122,10.236452716999999,0.0,0.0,0.0,0.09459743300000001,0.0,0.6062062279999999,0.0,0.162069679,0.072884208,0.373522708,0.0,0.042115111,0.0,2.0,2.0
70x70,0.0,0.0,3.5533353109999997,2.742570586,3.149146312,4.37361991,3.141896578,15.998067849000002,0.0,0.0,4.171491993,1.092184595,7.041555719,0.0,1.301543401,0.716919764,14.263810533,1.402579837,0.716919764,6.202069381,1.402579837,2.735372056,1.231772901,1.301543401,0.0,0.685660073,1.231772901,6.1466639260000004,1.777844668,0.0,1.301543401,0.685660073,63.22063042799999,0.615883328,0.0,1.433828655,1.301543401,5.739975176,0.0,1.301543401,26.777832525,0.685660073,10.794497057,6.218948041000001,0.685660073,1.231772901,1.917432974,11.617762472,6.45689494,19.604104295,0.0,1.917432974,0.0,0.0,0.0,69.767335,0.685660073,9.072103392,0.0,0.716919764,2.184344163,13.161954565,2.424987687,4.171491993,0.0,1.917432974,0.0,1.708067923,0.0,0.0,24.81007048,63.252344105999995,1.777844668,2.088184266,8.75944185,0.716919764,1.948692665,26.623756069,4.133036828,9.389636880000001,1.092184595,1.092184595,0.0,0.0,0.0,0.0,10.359201312,8.372033111,17.598843691,1.402579837,1.371264502,13.561572855,0.0,16.983218121,20.405734914,91.30416122999999,3.5556086650000003,2.603037403,3.276613475,5.396102203,0.0,0.685660073,0.685660073,4.3423710920000005,1.092184595,1.301543401,0.685660073,0.685660073,1.84760666,226.977652842,0.0,2.8700042359999998,33.98855039199999,1.371264502,7.796938942,0.716919764,0.716919764,0.0,3.11064776,8.302195588,15.034525455999999,54.320171971,0.716919764,1.708067923,10.005524560000001,13.623782095,1.332803092,3.009617569,1.809104359,3.9622735479999998,8.622260101999998,31.166295349000002,1.371264502,0.0,13.747579674999999,0.0,0.11672613500000001,0.066003721,0.127819876,0.0,0.084242553,9.785883917,0.0,0.0,0.002651482,0.064832415,0.0,0.6062062279999999,0.00462805,0.104066433,0.033171112,0.406833583,0.0,0.042577028,0.0,2.0,2.0
71x71,0.0,0.0,0.685660073,2.742570586,3.149146312,2.9397912550000003,15.927554433,15.281148085000002,0.0,0.0,4.171491993,1.092184595,7.041555719,0.0,1.301543401,0.0,15.418672182999998,0.685660073,0.0,5.485149617,0.685660073,1.301543401,1.231772901,1.301543401,0.0,0.685660073,1.231772901,6.1466639260000004,1.777844668,0.0,6.040989743,0.685660073,62.503710663999996,0.615883328,0.0,0.0,1.301543401,19.959461685999997,0.0,1.301543401,58.239011809999994,0.685660073,15.533943398999998,1.917432974,0.685660073,5.971219243,1.917432974,10.900842708,5.739975176,29.082625582,0.0,1.917432974,0.0,14.21948651,0.0,76.53591336,5.425106415,17.833704915,0.0,0.0,2.184344163,12.445034801,1.708067923,8.910938335,0.0,1.917432974,0.0,1.708067923,0.0,0.0,15.210412542,40.308162376,1.777844668,1.371264502,5.891766612,0.0,1.231772901,59.798085379,3.416117064,11.978289293,1.092184595,1.092184595,0.0,0.0,4.739446342,0.0,35.21205396,4.787448419,30.538942801,0.685660073,1.371264502,13.561572855,0.0,21.005744699,20.405734914,91.30416122999999,8.295055007,12.08155869,3.276613475,3.9622735479999998,0.0,0.685660073,5.425106415,3.625451328,1.092184595,1.301543401,0.685660073,0.685660073,1.84760666,95.22329542899999,0.0,2.8700042359999998,71.185104258,1.371264502,12.536385284,0.0,0.0,0.0,2.393727996,4.717610896,15.034525455999999,57.785271081000005,0.0,1.708067923,10.005524560000001,16.929399782,0.615883328,3.009617569,1.092184595,3.9622735479999998,8.622260101999998,31.166295349000002,6.110710844,0.0,23.226100961999997,0.018302477,0.093351372,0.032288288,0.16670338499999998,0.0,0.044494777,6.228119508,0.223855094,0.0,0.0,0.088453725,0.0,2.0538037229999997,0.0,0.20628316600000002,0.00685771,0.421273505,0.095721037,0.013587393,0.0,2.0,2.0
72x72,0.0,0.0,3.5533353109999997,2.742570586,3.149146312,2.52601325,2.52601325,14.150461189000001,0.0,0.0,3.5556086650000003,1.092184595,6.425672391,0.0,0.685660073,0.716919764,13.032037632,1.402579837,0.716919764,6.202069381,1.402579837,2.119488728,0.0,0.685660073,0.0,0.685660073,0.0,6.1466639260000004,1.777844668,0.0,0.685660073,0.685660073,60.75709208399999,0.0,0.0,1.433828655,0.685660073,5.739975176,0.0,0.685660073,23.407897575,0.685660073,8.330958713,4.987175140000001,0.685660073,0.0,0.685660073,11.001879144,6.45689494,19.604104295,0.0,0.685660073,0.0,0.0,0.0,69.47978105,0.685660073,9.072103392,0.0,0.716919764,2.184344163,8.234885334000001,4.634884425,3.5556086650000003,0.0,0.685660073,0.0,1.092184595,0.0,0.0,17.164884346,65.246944116,1.777844668,2.088184266,6.295903506,0.716919764,0.716919764,9.123997955,2.901263927,9.389636880000001,1.092184595,1.092184595,0.0,0.0,0.0,0.0,6.048033789,4.676769287,17.091706828,1.402579837,1.371264502,13.561572855,0.0,18.577225285999997,19.173962013,91.30416122999999,3.5556086650000003,4.197044568,3.276613475,5.396102203,0.0,0.685660073,0.685660073,2.494764432,1.092184595,0.685660073,0.685660073,0.685660073,0.0,265.86382259199996,0.0,2.8700042359999998,31.597209692,1.371264502,7.796938942,0.716919764,0.716919764,0.0,2.494764432,6.454588928,15.034525455999999,51.603056296,0.716919764,1.092184595,12.831304626000001,13.623782095,0.716919764,1.777844668,1.809104359,3.9622735479999998,13.042146555999999,31.166295349000002,1.371264502,0.0,6.102393541,0.0,0.14730104800000002,0.058850288,0.119495328,0.0,0.07178921299999999,9.271689022,0.0,0.0,0.002651482,0.091993215,0.0,0.590171155,0.00462805,0.08616449500000001,0.0923399,0.406833583,0.0,0.057517353,0.0,2.0,2.0
73x73,0.0,0.0,0.685660073,2.742570586,3.149146312,1.092184595,15.311671104999999,13.433541425000001,0.0,0.0,3.5556086650000003,1.092184595,6.425672391,0.0,0.685660073,0.0,14.186899281999999,0.685660073,0.0,5.485149617,0.685660073,0.685660073,0.0,0.685660073,0.0,0.685660073,0.0,6.1466639260000004,1.777844668,0.0,5.425106415,0.685660073,60.040172319999996,0.0,0.0,0.0,0.685660073,19.959461685999997,0.0,0.685660073,54.86907686,0.685660073,13.070405054999998,0.685660073,0.685660073,4.739446342,0.685660073,10.28495938,5.739975176,29.082625582,0.0,0.685660073,0.0,14.21948651,0.0,76.24835941,5.425106415,17.833704915,0.0,0.0,2.184344163,7.51796557,3.917964661,8.295055007,0.0,0.685660073,0.0,1.092184595,0.0,0.0,7.565226408,42.302762386,1.777844668,1.371264502,3.428228268,0.0,0.0,42.298327265,2.184344163,11.978289293,1.092184595,1.092184595,0.0,0.0,4.739446342,0.0,30.900886436999997,1.092184595,30.031805938,0.685660073,1.371264502,13.561572855,0.0,22.599751863999998,19.173962013,91.30416122999999,8.295055007,13.675565854999999,3.276613475,3.9622735479999998,0.0,0.685660073,5.425106415,1.777844668,1.092184595,0.685660073,0.685660073,0.685660073,0.0,134.10946517899998,0.0,2.8700042359999998,68.793763558,1.371264502,12.536385284,0.0,0.0,0.0,1.777844668,2.8700042359999998,15.034525455999999,55.068155406,0.0,1.092184595,12.831304626000001,16.929399782,0.0,1.777844668,1.092184595,3.9622735479999998,13.042146555999999,31.166295349000002,6.110710844,0.0,15.580914828,0.018302477,0.12392628500000001,0.025134855,0.158378837,0.0,0.032041437,5.713924613,0.223855094,0.0,0.0,0.115614525,0.0,2.03776865,0.0,0.188381228,0.066026498,0.421273505,0.095721037,0.028527718,0.0,2.0,2.0
74x74,0.0,0.0,3.5533353109999997,2.742570586,3.149146312,2.52601325,16.74549976,14.150461189000001,0.0,0.0,3.5556086650000003,1.092184595,6.425672391,0.0,0.685660073,0.716919764,17.771483974,1.402579837,0.716919764,6.202069381,1.402579837,2.119488728,0.0,0.685660073,0.0,0.685660073,0.0,6.1466639260000004,1.777844668,0.0,5.425106415,0.685660073,60.75709208399999,0.0,0.0,1.433828655,0.685660073,19.959461685999997,0.0,0.685660073,44.365767975,0.685660073,13.070405054999998,4.987175140000001,0.685660073,4.739446342,0.685660073,11.001879144,6.45689494,29.082625582,0.0,0.685660073,0.0,14.21948651,0.0,71.48139576,5.425106415,18.550624679000002,0.0,0.716919764,2.184344163,8.234885334000001,1.809104359,8.295055007,0.0,0.685660073,0.0,1.092184595,0.0,0.0,19.078550622,25.686752316,1.777844668,2.088184266,6.295903506,0.716919764,0.716919764,39.472547199,2.901263927,14.129083222000002,1.092184595,1.092184595,0.0,0.0,4.739446342,0.0,34.485471129,4.676769287,35.134533983,1.402579837,1.371264502,13.561572855,0.0,20.490891561999998,19.173962013,91.30416122999999,8.295055007,10.849785789,3.276613475,5.396102203,0.0,0.685660073,5.425106415,2.494764432,1.092184595,0.685660073,0.685660073,0.685660073,0.0,159.473163079,0.0,2.8700042359999998,49.728077522,1.371264502,12.536385284,0.716919764,0.716919764,0.0,2.494764432,6.454588928,15.034525455999999,62.996762739999994,0.716919764,1.092184595,10.005524560000001,18.363228437,0.716919764,1.777844668,1.809104359,3.9622735479999998,7.390487200999999,31.166295349000002,6.110710844,0.0,12.755134761999999,0.018302477,0.061157645999999996,0.033715433,0.166053077,0.0,0.048024868,5.263355813,0.223855094,0.0,0.002651482,0.08584950699999999,0.0,2.03776865,0.00462805,0.130377982,0.026313402,0.45458438,0.095721037,0.028989635,0.0,2.0,2.0
75x75,0.410457485,0.0,1.096117558,8.046008105,2.877878086,2.258064145,8.004106953,18.703893434,1.231361832,0.410457485,5.681222567,2.462740927,3.904206877,0.0,1.301543401,3.283610752,27.794911358,1.096117558,1.231361832,7.947890544,4.790122366,15.913975396,1.642230386,1.712000886,0.410457485,2.737909353,1.642230386,9.650709706,1.506576442,3.251154077,3.353792681,3.9692708249999997,52.253246205,2.257683718,0.0,0.0,1.712000886,5.4433229260000005,0.0,1.712000886,20.32553818,6.777556439,4.380560249,1.917432974,3.526356665,1.231772901,5.168587051,20.686743882,6.264210373999999,115.92164106899999,4.482496982,1.917432974,0.0,4.482496982,2.840696592,42.99590384,6.39955735,13.969367050999999,0.410457485,0.820916369,0.410457485,10.678105685,14.851404553000002,12.216068047000002,3.661612961,2.327890459,0.0,1.436799697,0.410457485,0.0,10.881423685,72.787317398,1.096117558,1.371264502,11.573205493,0.0,2.05268927,29.775336500999998,4.515383653,11.670660222,0.820916369,3.251154077,11.049644154000001,0.0,1.64180039,0.0,6.09288951,3.695263824,6.844456291,0.685660073,2.192180871,31.90887739,0.410457485,25.737945619,16.996980341,59.884715362,4.244465187,2.603037403,5.681438881,0.685660073,8.208947562,0.685660073,4.3472730340000005,5.78442081,2.873200685,1.301543401,3.93681415,1.096117558,2.258064145,95.094882182,0.0,1.096117558,31.908202834,1.371264502,21.487223438,0.0,0.0,0.0,1.301543401,3.3541831020000004,6.987074411,29.24656021,0.410457485,5.919320847,9.32379745,48.498095414999995,0.615883328,1.917432974,0.820916369,0.685660073,11.880417955999999,17.225141374,1.371264502,0.0,10.881423685,0.18109274,0.06410692999999999,0.032288288,0.09125598800000001,0.0,0.036616066,5.437231239,0.0,0.0,0.0,0.04804257,0.014365337,0.503666344,0.0,0.100598728,0.013687832,0.5648213950000001,0.0,0.013587393,0.223626855,2.0,2.0
76x76,0.410457485,0.0,1.096117558,8.046008105,2.877878086,0.410457485,7.388223625,16.856286774,1.231361832,0.410457485,5.065339239,2.462740927,3.2883235490000002,0.0,0.685660073,3.283610752,26.563138457,1.096117558,1.231361832,7.947890544,4.790122366,15.298092067999999,0.410457485,1.096117558,0.410457485,2.737909353,0.410457485,9.650709706,1.506576442,3.251154077,2.737909353,3.9692708249999997,49.789707861000004,1.64180039,0.0,0.0,1.096117558,5.4433229260000005,0.0,1.096117558,16.95560323,6.777556439,1.917021905,0.685660073,3.526356665,0.0,3.93681415,20.070860554,6.264210373999999,115.92164106899999,4.482496982,0.685660073,0.0,4.482496982,2.840696592,42.70834989,6.39955735,13.969367050999999,0.410457485,0.820916369,0.410457485,5.751036454,17.061301291,11.600184719000001,3.661612961,1.096117558,0.0,0.820916369,0.410457485,0.0,3.2362375510000003,74.781917408,1.096117558,1.371264502,9.109667149,0.0,0.820916369,12.275578387,3.283610752,11.670660222,0.820916369,3.251154077,11.049644154000001,0.0,1.64180039,0.0,1.781721987,0.0,6.337319428,0.685660073,2.192180871,31.90887739,0.410457485,27.331952784000002,15.76520744,59.884715362,4.244465187,4.197044568,5.681438881,0.685660073,8.208947562,0.685660073,4.3472730340000005,3.93681415,2.873200685,0.685660073,3.93681415,1.096117558,0.410457485,133.98105193199999,0.0,1.096117558,29.516862134,1.371264502,21.487223438,0.0,0.0,0.0,0.685660073,1.506576442,6.987074411,26.529444535,0.410457485,5.303437519,12.149577516,48.498095414999995,0.0,0.685660073,0.820916369,0.685660073,16.30030441,17.225141374,1.371264502,0.0,3.2362375510000003,0.18109274,0.094681843,0.025134855,0.08293144,0.0,0.024162726,4.923036344,0.0,0.0,0.0,0.07520337,0.014365337,0.487631271,0.0,0.08269679,0.07285662,0.5648213950000001,0.0,0.028527718,0.223626855,2.0,2.0
77x77,0.410457485,0.0,3.963792796,8.046008105,2.877878086,1.84428614,8.82205228,17.573206538,1.231361832,0.410457485,5.065339239,2.462740927,3.2883235490000002,0.0,0.685660073,4.0005305159999995,30.147723149,1.813037322,1.948281596,8.664810308,5.50704213,16.731920722999998,0.410457485,1.096117558,0.410457485,2.737909353,0.410457485,9.650709706,1.506576442,3.251154077,2.737909353,3.9692708249999997,50.50662762500001,1.64180039,0.0,1.433828655,1.096117558,5.4433229260000005,0.0,1.096117558,6.452294345,6.777556439,1.917021905,4.987175140000001,3.526356665,0.0,3.93681415,20.787780318,6.981130137999999,115.92164106899999,4.482496982,0.685660073,0.0,4.482496982,2.840696592,37.94138624,6.39955735,14.686286814999999,0.410457485,1.5378361329999999,0.410457485,6.467956218,14.952440989000001,11.600184719000001,3.661612961,1.096117558,0.0,0.820916369,0.410457485,0.0,14.749561765000001,58.165907338,1.096117558,2.088184266,11.977342387,0.716919764,1.5378361329999999,9.449798321,4.0005305159999995,13.821454151000001,0.820916369,3.251154077,11.049644154000001,0.0,1.64180039,0.0,5.366306679,3.584584692,11.440047473,1.402579837,2.192180871,31.90887739,0.410457485,25.223092482000002,15.76520744,59.884715362,4.244465187,1.371264502,5.681438881,2.119488728,8.208947562,0.685660073,4.3472730340000005,4.653733914,2.873200685,0.685660073,3.93681415,1.096117558,0.410457485,159.344749832,0.0,1.096117558,10.451176098000001,1.371264502,21.487223438,0.716919764,0.716919764,0.0,1.402579837,5.091161134,6.987074411,34.458051869,1.127377249,5.303437519,9.32379745,49.931924069999994,0.716919764,0.685660073,1.5378361329999999,0.685660073,10.648645055,17.225141374,1.371264502,0.0,0.410457485,0.18109274,0.031913204,0.033715433,0.09060568000000001,0.0,0.040146157,4.472467544000001,0.0,0.0,0.002651482,0.045438352,0.014365337,0.487631271,0.00462805,0.024693544,0.033143524,0.59813227,0.0,0.028989635,0.223626855,2.0,2.0
78x78,0.410457485,0.0,1.096117558,8.046008105,2.877878086,0.410457485,21.607710134999998,16.856286774,1.231361832,0.410457485,5.065339239,2.462740927,3.2883235490000002,0.0,0.685660073,3.283610752,31.302584799,1.096117558,1.231361832,7.947890544,4.790122366,15.298092067999999,0.410457485,1.096117558,0.410457485,2.737909353,0.410457485,9.650709706,1.506576442,3.251154077,7.477355695,3.9692708249999997,49.789707861000004,1.64180039,0.0,0.0,1.096117558,19.662809436,0.0,1.096117558,37.91347363,6.777556439,6.656468246999999,0.685660073,3.526356665,4.739446342,3.93681415,20.070860554,6.264210373999999,125.40016235599998,4.482496982,0.685660073,0.0,18.701983492,2.840696592,44.7099646,11.139003692,23.447888338,0.410457485,0.820916369,0.410457485,5.751036454,14.235521225000001,16.339631061000002,3.661612961,1.096117558,0.0,0.820916369,0.410457485,0.0,5.149903827,35.221725608,1.096117558,1.371264502,9.109667149,0.0,0.820916369,42.62412763099999,3.283610752,16.410106564,0.820916369,3.251154077,11.049644154000001,0.0,6.381246732,0.0,30.219159327,0.0,24.380146583000002,0.685660073,2.192180871,31.90887739,0.410457485,29.245619060000003,15.76520744,59.884715362,8.983911529,10.849785789,5.681438881,0.685660073,8.208947562,0.685660073,9.086719376000001,3.93681415,2.873200685,0.685660073,3.93681415,1.096117558,0.410457485,27.590392419,0.0,1.096117558,47.647729964,1.371264502,26.22666978,0.0,0.0,0.0,0.685660073,1.506576442,6.987074411,37.923150979,0.410457485,5.303437519,9.32379745,53.237541756999995,0.0,0.685660073,0.820916369,0.685660073,10.648645055,17.225141374,6.110710844,0.0,9.888978772,0.199395217,0.008538440999999999,0.0,0.129489189,0.0,0.000398381,0.914703135,0.223855094,0.0,0.0,0.069059662,0.014365337,1.9352287659999998,0.0,0.12691027700000002,0.006830122,0.612572192,0.095721037,0.0,0.223626855,2.0,2.0
