coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Inhibitory,ODMature4,Inhibitorycells
70x70,0.0,0.0,4.648925057,24.045907037,0.630872464,5.693557598,2.049711983,9.281412365,1.261778128,0.0,13.938187752000001,0.0,1.246755792,0.0,0.615883328,4.131067713,12.795093550999999,1.3477922279999999,1.3477922279999999,2.498169583,5.652585753,2.680584447,1.862645365,0.615883328,3.15441617,14.770501077999999,1.862645365,11.541203146,1.781249819,0.630872464,0.615883328,0.0,21.141701626,1.246755792,0.0,1.433828655,1.246755792,1.261778128,0.0,1.246755792,27.668434032999997,0.630872464,7.287786242999999,5.533287968000001,0.0,1.231772901,4.015051792,6.268469081,7.32235938,39.74740914,0.0,2.122374409,0.0,14.770501077999999,0.630872464,29.43179676,9.46405467,39.011396903999994,0.0,1.3477922279999999,12.951339067,10.319899651,6.787950246,15.274427274999999,6.457117455000001,3.9035812080000003,0.0,1.246755792,0.630872464,0.0,24.81007048,65.07425921,0.630872464,2.238393736,8.374241528999999,0.716919764,1.948692665,25.372677856,2.579565129,8.607911384000001,0.890601508,0.630872464,9.351825614,3.933586435,0.0,0.0,8.526624679000001,10.322876463,16.913183618,7.582150287,2.523546441,19.667066056,0.0,20.578026019,4.64592085,1.261778128,6.0860162120000005,1.862645365,4.30479626,2.064701119,1.261778128,2.523546441,1.521473972,2.5645264240000003,2.412122283,1.506484836,0.0,0.0,5.0020228300000005,232.2806347,1.892677383,1.892677383,24.672116083,0.0,11.800812932,0.716919764,0.716919764,0.0,1.332803092,9.2175005,5.566558967,17.818757113,2.238393736,1.506484836,0.890601508,21.584801405,1.332803092,1.231772901,0.716919764,1.781249819,7.317789113000001,0.0,0.0,0.0,11.361567707999999,0.0,0.09832759199999999,0.077474871,0.14319043599999998,0.0,0.075965461,9.766162361,0.0,0.0,0.002651482,0.22239765299999997,0.0,0.079494683,0.00462805,0.197105511,0.033171112,0.570709414,0.0,0.042577028,0.026605331,2.0,2.0,"[1, 3]"
71x71,0.0,0.0,1.781249819,24.045907037,0.630872464,4.259728943,14.835369838,8.564492601,1.261778128,0.0,13.938187752000001,0.0,1.246755792,0.0,0.615883328,3.414147949,13.949955200999998,0.630872464,0.630872464,1.781249819,4.935665989,1.246755792,1.862645365,0.615883328,3.15441617,14.770501077999999,1.862645365,11.541203146,1.781249819,0.630872464,5.35532967,0.0,20.424781862,1.246755792,0.0,0.0,1.246755792,15.481264637999999,0.0,1.246755792,59.129613318,0.630872464,12.027232585,1.231772901,0.0,5.971219243,4.015051792,5.551549317,6.605439616,49.225930427,0.0,2.122374409,0.0,28.989987587999998,0.630872464,36.200375120000004,14.203501012,47.772998427,0.0,0.630872464,12.951339067,9.602979887,6.071030482,20.013873616999998,6.457117455000001,3.9035812080000003,0.0,1.246755792,0.630872464,0.0,15.210412542,42.13007748,0.630872464,1.521473972,5.5065662909999995,0.0,1.231772901,58.547007166,1.862645365,11.196563797,0.890601508,0.630872464,9.351825614,3.933586435,4.739446342,0.0,33.379477327,6.738291771,29.853282728,6.865230523,2.523546441,19.667066056,0.0,24.600552597,4.64592085,1.261778128,10.825462554000001,11.341166652,4.30479626,0.630872464,1.261778128,2.523546441,6.260920314,1.84760666,2.412122283,1.506484836,0.0,0.0,5.0020228300000005,100.526277287,1.892677383,1.892677383,61.868669948999994,0.0,16.540259274,0.0,0.0,0.0,0.615883328,5.632915808,5.566558967,21.283856223,1.521473972,1.506484836,0.890601508,24.890419092000002,0.615883328,1.231772901,0.0,1.781249819,7.317789113000001,0.0,4.739446342,0.0,20.840088995,0.018302477,0.074952829,0.043759438,0.182073945,0.0,0.036217685,6.208397951999999,0.223855094,0.0,0.0,0.24601896299999998,0.0,1.527092178,0.0,0.299322244,0.00685771,0.585149336,0.095721037,0.013587393,0.026605331,2.0,2.0,"[1, 4]"
72x72,0.0,0.0,4.648925057,24.045907037,0.630872464,3.8459509379999997,1.433828655,7.433805705,1.261778128,0.0,13.322304424,0.0,0.630872464,0.0,0.0,4.131067713,11.56332065,1.3477922279999999,1.3477922279999999,2.498169583,5.652585753,2.064701119,0.630872464,0.0,3.15441617,14.770501077999999,0.630872464,11.541203146,1.781249819,0.630872464,0.0,0.0,18.678163282,0.630872464,0.0,1.433828655,0.630872464,1.261778128,0.0,0.630872464,24.298499083000003,0.630872464,4.8242478989999995,4.301515067,0.0,0.0,2.783278891,5.652585753,7.32235938,39.74740914,0.0,0.890601508,0.0,14.770501077999999,0.630872464,29.14424281,9.46405467,39.011396903999994,0.0,1.3477922279999999,12.951339067,5.39283042,8.997846984,14.658543946999998,6.457117455000001,2.671808307,0.0,0.630872464,0.630872464,0.0,17.164884346,67.06885922,0.630872464,2.238393736,5.910703184999999,0.716919764,0.716919764,7.872919742,1.3477922279999999,8.607911384000001,0.890601508,0.630872464,9.351825614,3.933586435,0.0,0.0,4.215457156,6.627612639,16.406046755,7.582150287,2.523546441,19.667066056,0.0,22.172033184,3.414147949,1.261778128,6.0860162120000005,3.45665253,4.30479626,2.064701119,1.261778128,2.523546441,1.521473972,0.716919764,2.412122283,0.890601508,0.0,0.0,3.15441617,271.16680445,1.892677383,1.892677383,22.280775382999998,0.0,11.800812932,0.716919764,0.716919764,0.0,0.716919764,7.36989384,5.566558967,15.101641438000001,2.238393736,0.890601508,3.716381574,21.584801405,0.716919764,0.0,0.716919764,1.781249819,11.737675567,0.0,0.0,0.0,3.716381574,0.0,0.128902505,0.070321438,0.134865888,0.0,0.063512121,9.251967466,0.0,0.0,0.002651482,0.24955845299999999,0.0,0.06345961,0.00462805,0.179203573,0.0923399,0.570709414,0.0,0.057517353,0.026605331,2.0,2.0,"[2, 3]"
73x73,0.0,0.0,1.781249819,24.045907037,0.630872464,2.412122283,14.21948651,6.716885941,1.261778128,0.0,13.322304424,0.0,0.630872464,0.0,0.0,3.414147949,12.718182299999999,0.630872464,0.630872464,1.781249819,4.935665989,0.630872464,0.630872464,0.0,3.15441617,14.770501077999999,0.630872464,11.541203146,1.781249819,0.630872464,4.739446342,0.0,17.961243518,0.630872464,0.0,0.0,0.630872464,15.481264637999999,0.0,0.630872464,55.759678367999996,0.630872464,9.563694241,0.0,0.0,4.739446342,2.783278891,4.935665989,6.605439616,49.225930427,0.0,0.890601508,0.0,28.989987587999998,0.630872464,35.91282117,14.203501012,47.772998427,0.0,0.630872464,12.951339067,4.675910656,8.28092722,19.397990289,6.457117455000001,2.671808307,0.0,0.630872464,0.630872464,0.0,7.565226408,44.124677489999996,0.630872464,1.521473972,3.0430279469999997,0.0,0.0,41.047249052,0.630872464,11.196563797,0.890601508,0.630872464,9.351825614,3.933586435,4.739446342,0.0,29.068309804,3.0430279469999997,29.346145865,6.865230523,2.523546441,19.667066056,0.0,26.194559762,3.414147949,1.261778128,10.825462554000001,12.935173816999999,4.30479626,0.630872464,1.261778128,2.523546441,6.260920314,0.0,2.412122283,0.890601508,0.0,0.0,3.15441617,139.412447037,1.892677383,1.892677383,59.47732924899999,0.0,16.540259274,0.0,0.0,0.0,0.0,3.785309148,5.566558967,18.566740548,1.521473972,0.890601508,3.716381574,24.890419092000002,0.0,0.0,0.0,1.781249819,11.737675567,0.0,4.739446342,0.0,13.194902861,0.018302477,0.10552774200000001,0.036606005,0.173749397,0.0,0.023764345,5.694203056999999,0.223855094,0.0,0.0,0.27317976299999996,0.0,1.511057105,0.0,0.281420306,0.066026498,0.585149336,0.095721037,0.028527718,0.026605331,2.0,2.0,"[2, 4]"
74x74,0.0,0.0,4.648925057,24.045907037,0.630872464,3.8459509379999997,15.653315164999999,7.433805705,1.261778128,0.0,13.322304424,0.0,0.630872464,0.0,0.0,4.131067713,16.302766992,1.3477922279999999,1.3477922279999999,2.498169583,5.652585753,2.064701119,0.630872464,0.0,3.15441617,14.770501077999999,0.630872464,11.541203146,1.781249819,0.630872464,4.739446342,0.0,18.678163282,0.630872464,0.0,1.433828655,0.630872464,15.481264637999999,0.0,0.630872464,45.256369483,0.630872464,9.563694241,4.301515067,0.0,4.739446342,2.783278891,5.652585753,7.32235938,49.225930427,0.0,0.890601508,0.0,28.989987587999998,0.630872464,31.14585752,14.203501012,48.489918190999994,0.0,1.3477922279999999,12.951339067,5.39283042,6.1720669180000005,19.397990289,6.457117455000001,2.671808307,0.0,0.630872464,0.630872464,0.0,19.078550622,27.508667420000002,0.630872464,2.238393736,5.910703184999999,0.716919764,0.716919764,38.221468986,1.3477922279999999,13.347357726000002,0.890601508,0.630872464,9.351825614,3.933586435,4.739446342,0.0,32.652894496,6.627612639,34.44887391,7.582150287,2.523546441,19.667066056,0.0,24.08569946,3.414147949,1.261778128,10.825462554000001,10.109393750999999,4.30479626,2.064701119,1.261778128,2.523546441,6.260920314,0.716919764,2.412122283,0.890601508,0.0,0.0,3.15441617,164.776144937,1.892677383,1.892677383,40.411643213,0.0,16.540259274,0.716919764,0.716919764,0.0,0.716919764,7.36989384,5.566558967,26.495347882,2.238393736,0.890601508,0.890601508,26.324247747,0.716919764,0.0,0.716919764,1.781249819,6.0860162120000005,0.0,4.739446342,0.0,10.369122795,0.018302477,0.04275910299999999,0.045186583,0.181423637,0.0,0.039747776,5.243634257,0.223855094,0.0,0.002651482,0.243414745,0.0,1.511057105,0.00462805,0.22341706,0.026313402,0.6184602109999999,0.095721037,0.028989635,0.026605331,2.0,2.0,"[3, 4]"
75x75,0.0,0.0,0.0,17.980565392,0.630872464,2.478479124,0.615883328,5.0020228300000005,1.261778128,0.0,9.006083306,1.98696408,1.246755792,0.0,0.615883328,2.523546441,17.010359628,0.630872464,0.630872464,0.0,3.15441617,15.448730302,1.862645365,0.615883328,3.15441617,13.87989957,1.862645365,18.045581954,1.98696408,3.471569056,0.615883328,0.0,26.723533069,1.246755792,0.0,0.0,1.246755792,8.076408511,1.98696408,1.246755792,20.32553818,6.312311345,3.725316472,1.231772901,2.840696592,1.231772901,5.965146876,9.451738379,10.063448534,136.33621413999998,2.840696592,1.231772901,0.0,18.707560242,3.471569056,17.24315718,12.304751262,15.1398688,0.0,0.630872464,3.15441617,10.699342459,17.844815042,19.417249351,6.62600574,1.231772901,0.0,1.246755792,0.630872464,0.0,10.4709662,70.706062363,0.630872464,0.630872464,9.406755353,0.0,1.231772901,27.359641936,13.783760605,12.30756837,0.0,3.471569056,12.398236467,1.261778128,0.0,0.0,4.942039987,4.957041952,6.158796218,0.630872464,2.523546441,19.658150626,0.0,29.374380784000003,3.755319342,9.78403735,6.497480232,1.862645365,8.204985322,0.630872464,1.261778128,2.523546441,3.471569056,4.688303252,0.630872464,0.615883328,2.840696592,11.92111524,5.0020228300000005,92.445078263,1.892677383,1.892677383,22.1739465,0.0,11.733186034000001,0.0,0.0,0.0,0.615883328,7.619879888,3.785309148,6.173768205,0.630872464,3.4565799200000003,0.0,31.33436071,0.615883328,1.231772901,0.0,0.0,10.569949724999999,2.840696592,0.0,0.0,10.4709662,0.036401422,0.059218122,0.066408437,0.095772349,0.0,0.036217685,5.417509683,0.0,0.0,0.0,0.11407368300000001,0.014365337,0.079494683,0.0,0.148695884,0.013687832,0.830825377,0.01458795,0.030232325,0.24195207600000002,2.0,2.0,"[0, 1]"
76x76,0.0,0.0,0.0,17.980565392,0.630872464,0.630872464,0.0,3.15441617,1.261778128,0.0,8.390199978,1.98696408,0.630872464,0.0,0.0,2.523546441,15.778586727,0.630872464,0.630872464,0.0,3.15441617,14.832846973999999,0.630872464,0.0,3.15441617,13.87989957,0.630872464,18.045581954,1.98696408,3.471569056,0.0,0.0,24.259994725,0.630872464,0.0,0.0,0.630872464,8.076408511,1.98696408,0.630872464,16.95560323,6.312311345,1.261778128,0.0,2.840696592,0.0,4.733373975,8.835855051,10.063448534,136.33621413999998,2.840696592,0.0,0.0,18.707560242,3.471569056,16.95560323,12.304751262,15.1398688,0.0,0.630872464,3.15441617,5.7722732279999995,20.05471178,18.801366023,6.62600574,0.0,0.0,0.630872464,0.630872464,0.0,2.825780066,72.700662373,0.630872464,0.630872464,6.943217009,0.0,0.0,9.859883822,12.551987704,12.30756837,0.0,3.471569056,12.398236467,1.261778128,0.0,0.0,0.630872464,1.261778128,5.651659355,0.630872464,2.523546441,19.658150626,0.0,30.968387949000004,2.523546441,9.78403735,6.497480232,3.45665253,8.204985322,0.630872464,1.261778128,2.523546441,3.471569056,2.840696592,0.630872464,0.0,2.840696592,11.92111524,3.15441617,131.331248013,1.892677383,1.892677383,19.7826058,0.0,11.733186034000001,0.0,0.0,0.0,0.0,5.7722732279999995,3.785309148,3.45665253,0.630872464,2.840696592,2.825780066,31.33436071,0.0,0.0,0.0,0.0,14.989836179,2.840696592,0.0,0.0,2.825780066,0.036401422,0.08979303500000001,0.059255004,0.08744780099999999,0.0,0.023764345,4.903314787999999,0.0,0.0,0.0,0.14123448300000002,0.014365337,0.06345961,0.0,0.130793946,0.07285662,0.830825377,0.01458795,0.04517265,0.24195207600000002,2.0,2.0,"[0, 2]"
77x77,0.0,0.0,2.867675238,17.980565392,0.630872464,2.064701119,1.433828655,3.871335934,1.261778128,0.0,8.390199978,1.98696408,0.630872464,0.0,0.0,3.240466205,19.363171419,1.3477922279999999,1.3477922279999999,0.716919764,3.871335934,16.266675628999998,0.630872464,0.0,3.15441617,13.87989957,0.630872464,18.045581954,1.98696408,3.471569056,0.0,0.0,24.976914489,0.630872464,0.0,1.433828655,0.630872464,8.076408511,1.98696408,0.630872464,6.452294345,6.312311345,1.261778128,4.301515067,2.840696592,0.0,4.733373975,9.552774815,10.780368298,136.33621413999998,2.840696592,0.0,0.0,18.707560242,3.471569056,12.18863958,12.304751262,15.856788564,0.0,1.3477922279999999,3.15441617,6.4891929919999995,17.945851478,18.801366023,6.62600574,0.0,0.0,0.630872464,0.630872464,0.0,14.33910428,56.084652303,0.630872464,1.3477922279999999,9.810892247,0.716919764,0.716919764,7.0341037559999995,13.268907468,14.458362299000001,0.0,3.471569056,12.398236467,1.261778128,0.0,0.0,4.215457156,4.8463628199999995,10.7543874,1.3477922279999999,2.523546441,19.658150626,0.0,28.859527647000004,2.523546441,9.78403735,6.497480232,0.630872464,8.204985322,2.064701119,1.261778128,2.523546441,3.471569056,3.557616356,0.630872464,0.0,2.840696592,11.92111524,3.15441617,156.694945913,1.892677383,1.892677383,0.716919764,0.0,11.733186034000001,0.716919764,0.716919764,0.0,0.716919764,9.35685792,3.785309148,11.385259864,1.3477922279999999,2.840696592,0.0,32.768189365,0.716919764,0.0,0.716919764,0.0,9.338176824,2.840696592,0.0,0.0,0.0,0.036401422,0.027024396,0.067835582,0.095122041,0.0,0.039747776,4.452745988,0.0,0.0,0.002651482,0.111469465,0.014365337,0.06345961,0.00462805,0.0727907,0.033143524,0.864136252,0.01458795,0.045634567,0.24195207600000002,2.0,2.0,"[0, 3]"
78x78,0.0,0.0,0.0,17.980565392,0.630872464,0.630872464,14.21948651,3.15441617,1.261778128,0.0,8.390199978,1.98696408,0.630872464,0.0,0.0,2.523546441,20.518033069,0.630872464,0.630872464,0.0,3.15441617,14.832846973999999,0.630872464,0.0,3.15441617,13.87989957,0.630872464,18.045581954,1.98696408,3.471569056,4.739446342,0.0,24.259994725,0.630872464,0.0,0.0,0.630872464,22.295895021,1.98696408,0.630872464,37.91347363,6.312311345,6.00122447,0.0,2.840696592,4.739446342,4.733373975,8.835855051,10.063448534,145.814735427,2.840696592,0.0,0.0,32.927046751999995,3.471569056,18.95721794,17.044197604,24.618390087,0.0,0.630872464,3.15441617,5.7722732279999995,17.228931714,23.540812365,6.62600574,0.0,0.0,0.630872464,0.630872464,0.0,4.739446342,33.140470573,0.630872464,0.630872464,6.943217009,0.0,0.0,40.208433066,12.551987704,17.047014712,0.0,3.471569056,12.398236467,1.261778128,4.739446342,0.0,29.068309804,1.261778128,23.69448651,0.630872464,2.523546441,19.658150626,0.0,32.882054225000005,2.523546441,9.78403735,11.236926574,10.109393750999999,8.204985322,0.630872464,1.261778128,2.523546441,8.211015398,2.840696592,0.630872464,0.0,2.840696592,11.92111524,3.15441617,24.9405885,1.892677383,1.892677383,37.91347363,0.0,16.472632376,0.0,0.0,0.0,0.0,5.7722732279999995,3.785309148,14.850358973999999,0.630872464,2.840696592,0.0,36.073807052,0.0,0.0,0.0,0.0,9.338176824,2.840696592,4.739446342,0.0,9.478521287,0.054703899,0.003649633,0.034120149,0.13400555,0.0,0.0,0.894981579,0.223855094,0.0,0.0,0.135090775,0.014365337,1.511057105,0.0,0.175007433,0.006830122,0.878576174,0.110308987,0.016644932,0.24195207600000002,2.0,2.0,"[0, 4]"
79x79,0.0,0.0,0.0,15.1398688,0.630872464,2.478479124,0.615883328,5.0020228300000005,1.261778128,0.0,9.006083306,1.98696408,1.246755792,0.0,0.615883328,2.523546441,5.648039088,0.630872464,0.630872464,0.0,3.15441617,1.246755792,1.862645365,0.615883328,3.15441617,13.87989957,1.862645365,12.364143073000001,1.98696408,0.630872464,0.615883328,0.0,21.042094188,1.246755792,0.0,0.0,1.246755792,5.235711919,1.98696408,1.246755792,37.281141410000004,0.630872464,3.725316472,1.231772901,0.0,1.231772901,3.124450284,3.770299498,7.222751942,39.74740914,0.0,1.231772901,0.0,15.866863649999999,0.630872464,34.198760410000006,9.46405467,15.1398688,0.0,0.630872464,3.15441617,10.699342459,9.308274568,16.576552759,3.785309148,1.231772901,0.0,1.246755792,0.630872464,0.0,13.296746266,79.018460973,0.630872464,0.630872464,3.725316472,0.0,1.231772901,30.185422002,13.783760605,3.785309148,0.0,0.630872464,9.557539875,1.261778128,0.0,0.0,4.942039987,4.957041952,11.810455572999999,0.630872464,2.523546441,8.295830085999999,0.0,20.83784031,3.755319342,1.261778128,6.497480232,4.688425431000001,2.523546441,0.630872464,1.261778128,2.523546441,0.630872464,1.84760666,0.630872464,0.615883328,0.0,11.92111524,5.0020228300000005,199.791999841,1.892677383,1.892677383,41.9565523,0.0,11.733186034000001,0.0,0.0,0.0,0.615883328,7.619879888,3.785309148,8.999548271,0.630872464,0.615883328,2.825780066,11.45101875,0.615883328,1.231772901,0.0,0.0,13.380912488,0.0,0.0,0.0,13.296746266,0.036401422,0.148283621,0.091543292,0.11306856699999998,0.0,0.05998203,10.216731160999998,0.0,0.0,0.0,0.160628546,0.0,0.079494683,0.0,0.20669913,0.072884208,0.5577327590000001,0.01458795,0.058760043,0.018325221,2.0,2.0,"[1, 2]"
80x80,0.0,0.0,2.867675238,15.1398688,0.630872464,3.912307779,2.049711983,5.7189425940000005,1.261778128,0.0,9.006083306,1.98696408,1.246755792,0.0,0.615883328,3.240466205,9.23262378,1.3477922279999999,1.3477922279999999,0.716919764,3.871335934,2.680584447,1.862645365,0.615883328,3.15441617,13.87989957,1.862645365,12.364143073000001,1.98696408,0.630872464,0.615883328,0.0,21.759013952,1.246755792,0.0,1.433828655,1.246755792,5.235711919,1.98696408,1.246755792,26.777832525,0.630872464,3.725316472,5.533287968000001,0.0,1.231772901,3.124450284,4.487219262,7.939671706,39.74740914,0.0,1.231772901,0.0,15.866863649999999,0.630872464,29.43179676,9.46405467,15.856788564,0.0,1.3477922279999999,3.15441617,11.416262223,7.199414266,16.576552759,3.785309148,1.231772901,0.0,1.246755792,0.630872464,0.0,24.81007048,62.402450903,0.630872464,1.3477922279999999,6.59299171,0.716919764,1.948692665,27.359641936,14.500680369,5.936103077,0.0,0.630872464,9.557539875,1.261778128,0.0,0.0,8.526624679000001,8.541626644,16.913183618,1.3477922279999999,2.523546441,8.295830085999999,0.0,18.728980008,3.755319342,1.261778128,6.497480232,1.862645365,2.523546441,2.064701119,1.261778128,2.523546441,0.630872464,2.5645264240000003,0.630872464,0.615883328,0.0,11.92111524,5.0020228300000005,225.15569774099998,1.892677383,1.892677383,22.890866264,0.0,11.733186034000001,0.716919764,0.716919764,0.0,1.332803092,11.20446458,3.785309148,16.928155605,1.3477922279999999,0.615883328,0.0,12.884847404999999,1.332803092,1.231772901,0.716919764,0.0,7.729253133,0.0,0.0,0.0,10.4709662,0.036401422,0.08551498199999999,0.10012387,0.120742807,0.0,0.075965461,9.766162361,0.0,0.0,0.002651482,0.130863528,0.0,0.079494683,0.00462805,0.148695884,0.033171112,0.591043634,0.01458795,0.059221960000000004,0.018325221,2.0,2.0,"[1, 3]"
81x81,0.0,0.0,0.0,15.1398688,0.630872464,2.478479124,14.835369838,5.0020228300000005,1.261778128,0.0,9.006083306,1.98696408,1.246755792,0.0,0.615883328,2.523546441,10.38748543,0.630872464,0.630872464,0.0,3.15441617,1.246755792,1.862645365,0.615883328,3.15441617,13.87989957,1.862645365,12.364143073000001,1.98696408,0.630872464,5.35532967,0.0,21.042094188,1.246755792,0.0,0.0,1.246755792,19.455198429,1.98696408,1.246755792,58.239011809999994,0.630872464,8.464762814,1.231772901,0.0,5.971219243,3.124450284,3.770299498,7.222751942,49.225930427,0.0,1.231772901,0.0,30.08635016,0.630872464,36.200375120000004,14.203501012,24.618390087,0.0,0.630872464,3.15441617,10.699342459,6.482494502,21.315999101,3.785309148,1.231772901,0.0,1.246755792,0.630872464,0.0,15.210412542,39.458269173,0.630872464,0.630872464,3.725316472,0.0,1.231772901,60.53397124599999,13.783760605,8.52475549,0.0,0.630872464,9.557539875,1.261778128,4.739446342,0.0,33.379477327,4.957041952,29.853282728,0.630872464,2.523546441,8.295830085999999,0.0,22.751506586,3.755319342,1.261778128,11.236926574,11.341166652,2.523546441,0.630872464,1.261778128,2.523546441,5.370318806,1.84760666,0.630872464,0.615883328,0.0,11.92111524,5.0020228300000005,93.401340328,1.892677383,1.892677383,60.08742013,0.0,16.472632376,0.0,0.0,0.0,0.615883328,7.619879888,3.785309148,20.393254714999998,0.630872464,0.615883328,0.0,16.190465092,0.615883328,1.231772901,0.0,0.0,7.729253133,0.0,4.739446342,0.0,19.949487487,0.054703899,0.062140219,0.066408437,0.159626316,0.0,0.036217685,6.208397951999999,0.223855094,0.0,0.0,0.154484838,0.0,1.527092178,0.0,0.250912617,0.00685771,0.605483556,0.110308987,0.030232325,0.018325221,2.0,2.0,"[1, 4]"
82x82,0.0,0.0,2.867675238,15.1398688,0.630872464,2.064701119,1.433828655,3.871335934,1.261778128,0.0,8.390199978,1.98696408,0.630872464,0.0,0.0,3.240466205,8.000850879,1.3477922279999999,1.3477922279999999,0.716919764,3.871335934,2.064701119,0.630872464,0.0,3.15441617,13.87989957,0.630872464,12.364143073000001,1.98696408,0.630872464,0.0,0.0,19.295475608,0.630872464,0.0,1.433828655,0.630872464,5.235711919,1.98696408,0.630872464,23.407897575,0.630872464,1.261778128,4.301515067,0.0,0.0,1.892677383,3.871335934,7.939671706,39.74740914,0.0,0.0,0.0,15.866863649999999,0.630872464,29.14424281,9.46405467,15.856788564,0.0,1.3477922279999999,3.15441617,6.4891929919999995,9.409311004,15.960669431,3.785309148,0.0,0.0,0.630872464,0.630872464,0.0,17.164884346,64.397050913,0.630872464,1.3477922279999999,4.129453366,0.716919764,0.716919764,9.859883822,13.268907468,5.936103077,0.0,0.630872464,9.557539875,1.261778128,0.0,0.0,4.215457156,4.8463628199999995,16.406046755,1.3477922279999999,2.523546441,8.295830085999999,0.0,20.322987173,2.523546441,1.261778128,6.497480232,3.45665253,2.523546441,2.064701119,1.261778128,2.523546441,0.630872464,0.716919764,0.630872464,0.0,0.0,11.92111524,3.15441617,264.04186749099995,1.892677383,1.892677383,20.499525564,0.0,11.733186034000001,0.716919764,0.716919764,0.0,0.716919764,9.35685792,3.785309148,14.21103993,1.3477922279999999,0.0,2.825780066,12.884847404999999,0.716919764,0.0,0.716919764,0.0,12.149139587,0.0,0.0,0.0,2.825780066,0.036401422,0.116089895,0.092970437,0.112418259,0.0,0.063512121,9.251967466,0.0,0.0,0.002651482,0.15802432800000002,0.0,0.06345961,0.00462805,0.130793946,0.0923399,0.591043634,0.01458795,0.074162285,0.018325221,2.0,2.0,"[2, 3]"
83x83,0.0,0.0,0.0,15.1398688,0.630872464,0.630872464,14.21948651,3.15441617,1.261778128,0.0,8.390199978,1.98696408,0.630872464,0.0,0.0,2.523546441,9.155712528999999,0.630872464,0.630872464,0.0,3.15441617,0.630872464,0.630872464,0.0,3.15441617,13.87989957,0.630872464,12.364143073000001,1.98696408,0.630872464,4.739446342,0.0,18.578555844,0.630872464,0.0,0.0,0.630872464,19.455198429,1.98696408,0.630872464,54.86907686,0.630872464,6.00122447,0.0,0.0,4.739446342,1.892677383,3.15441617,7.222751942,49.225930427,0.0,0.0,0.0,30.08635016,0.630872464,35.91282117,14.203501012,24.618390087,0.0,0.630872464,3.15441617,5.7722732279999995,8.69239124,20.700115773,3.785309148,0.0,0.0,0.630872464,0.630872464,0.0,7.565226408,41.452869183,0.630872464,0.630872464,1.261778128,0.0,0.0,43.034213132,12.551987704,8.52475549,0.0,0.630872464,9.557539875,1.261778128,4.739446342,0.0,29.068309804,1.261778128,29.346145865,0.630872464,2.523546441,8.295830085999999,0.0,24.345513751000002,2.523546441,1.261778128,11.236926574,12.935173816999999,2.523546441,0.630872464,1.261778128,2.523546441,5.370318806,0.0,0.630872464,0.0,0.0,11.92111524,3.15441617,132.287510078,1.892677383,1.892677383,57.69607943,0.0,16.472632376,0.0,0.0,0.0,0.0,5.7722732279999995,3.785309148,17.67613904,0.630872464,0.0,2.825780066,16.190465092,0.0,0.0,0.0,0.0,12.149139587,0.0,4.739446342,0.0,12.304301353,0.054703899,0.092715132,0.059255004,0.151301768,0.0,0.023764345,5.694203056999999,0.223855094,0.0,0.0,0.18164563800000003,0.0,1.511057105,0.0,0.233010679,0.066026498,0.605483556,0.110308987,0.04517265,0.018325221,2.0,2.0,"[2, 4]"
