coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Astrocyte,Endothelial1
81x81,1.291870106,0.0,50.558353681,3.7475221019999996,0.0,51.412549265,1.859170143,7.593970022000001,0.0,0.0,3.3863701410000004,0.0,4.080655443,1.227819495,0.0,1.859170143,7.971354922000001,0.0,0.0,3.322332536,0.0,8.377889381,0.0,0.0,1.7962925790000002,0.86668054,0.0,3.0869896380000004,3.44930164,0.0,1.227819495,0.929612039,22.042987949999997,17.738740677,0.0,0.0,0.0,7.892226517000001,0.0,0.0,0.0,1.733316984,6.411485177,2.157431534,2.157431534,57.335271279,0.0,0.0,8.051697292,5.309537095,0.929612039,0.0,0.0,0.0,0.929612039,1.227819495,1.227819495,5.309537095,0.0,0.0,1.859170143,86.07281298199999,2.725850683,4.946167832,0.0,0.929612039,21.44298603,1.291870106,0.0,1.291870106,0.0,4.820306622,0.86668054,2.158550646,72.83624394200001,1.291870106,2.9611364790000003,91.63886111,1.733316984,2.221482145,0.0,0.0,1.291870106,1.291870106,0.0,0.0,0.0,0.929612039,0.86668054,1.227819495,0.0,0.929612039,0.0,9.624367285,2.158550646,0.0,0.0,2.455651996,3.1510402490000002,19.207846935,3.44930164,0.0,0.0,49.08613973400001,5.325800364,0.0,0.0,0.0,18.140315597,1.859170143,0.0,0.86668054,12.612610785,1.7962925790000002,1.733316984,0.0,0.0,0.0,80.14409156900001,5.388764607000001,5.325800364,26.079230789999997,0.86668054,0.86668054,0.0,4.315982180000001,0.0,0.86668054,2.221482145,4.0166048320000005,2.157431534,1.733316984,0.0,0.0,20.119911473,0.014057076,0.053762896,0.029850463,0.037218891000000004,0.025491347,0.0,0.0,0.0,0.0,0.0,0.000229578,0.046094696,0.480769063,0.0,0.0,0.291040897,0.8546287530000001,0.013278390000000001,0.001579784,0.100167978,2.0,2.0
82x82,0.0,0.0,44.22708,2.843085087,0.0,52.895096799,2.806860885,17.138539164,0.0,0.947690742,17.129996084,6.235798855,4.684194870000001,0.0,0.0,7.545379947,18.720877641,1.762676287,1.762676287,2.762090073,0.947690742,7.124716040999999,1.762676287,3.525431547,1.7962925790000002,10.210991059,0.0,8.094968997999999,1.877302781,0.0,0.0,2.692288326,36.944275286999996,14.658785760999999,0.0,0.0,0.0,10.787293914,2.710367029,0.0,0.0,1.733316984,4.362655557,0.929612039,3.6399790679999997,45.225802189,0.0,3.790821612,11.577128839,2.725850683,2.825021572,1.895409533,0.0,0.947690742,0.929612039,0.0,0.947690742,6.516672294999999,0.0,0.0,6.332292432,40.445761472,3.673541425,9.404558140999999,0.0,0.929612039,8.234514598,0.0,0.0,0.0,0.947690742,5.355163414,0.86668054,1.8143712820000002,75.638146592,0.0,3.4959932709999997,33.107550849999996,4.4436840129999995,16.795142289,0.0,1.762676287,7.448886090999999,0.0,0.0,0.947690742,1.762676287,0.929612039,0.86668054,0.947690742,1.762676287,7.430809653,1.762676287,16.109825359,0.86668054,0.0,6.501197614,3.525431547,1.859170143,19.207846935,4.720433651,0.0,0.0,22.929574268,5.325800364,0.0,0.0,0.0,28.413437863000002,5.649991755,1.895409533,0.86668054,7.198972972,1.7962925790000002,12.574956431,0.0,0.0,0.0,47.250442029,9.861886896000001,8.851231911,27.841907077,0.86668054,3.709765627,0.0,22.663855867,2.710367029,0.86668054,0.929612039,2.788785337,3.7726971259999997,1.733316984,0.0,0.947690742,23.365214267,0.014057076,0.037413416,0.024824352,0.026863628,0.0,0.004078806,0.0,0.0,0.0,0.0,0.106055166,0.0,0.567978127,0.0,0.023309486,0.038173646,0.9899648169999999,0.013278390000000001,0.001579784,0.001947578,2.0,2.0
83x83,0.0,0.0,46.682731996,5.298737083,0.0,52.360240007,2.806860885,6.5614334240000005,0.0,0.947690742,7.780709839,0.947690742,4.684194870000001,1.227819495,0.0,7.545379947,19.948697136,0.0,0.0,5.217742069,0.947690742,10.273298914,0.0,0.0,1.7962925790000002,8.448314772,0.0,4.03468038,3.1051222760000003,0.0,1.227819495,0.929612039,25.833809561999995,18.342280104,0.0,0.0,0.0,4.964295574,0.947690742,0.0,0.0,1.733316984,3.827798765,2.157431534,3.1051222760000003,62.511002609,0.0,3.790821612,8.051697292,2.725850683,2.825021572,1.895409533,0.0,0.947690742,0.929612039,1.227819495,2.175510237,6.516672294999999,0.0,0.0,2.806860885,76.52272590199999,3.673541425,10.632377636,0.0,0.929612039,24.889637251,0.0,0.0,0.0,0.947690742,4.820306622,0.86668054,1.8143712820000002,71.20024827200001,0.0,2.9611364790000003,63.74367347,2.681007726,0.929612039,0.0,0.0,5.686209804,0.0,0.0,0.947690742,0.0,0.929612039,0.86668054,2.175510237,0.0,5.668133366,0.0,7.988371615,0.86668054,0.0,4.738521327,2.455651996,1.859170143,19.207846935,5.948253146,0.0,0.0,23.937975374,5.325800364,0.0,0.0,0.0,25.896965018000003,5.649991755,1.895409533,0.86668054,12.268431420999999,1.7962925790000002,5.524138596,0.0,0.0,0.0,74.896085239,6.336455349,5.325800364,26.079230789999997,0.86668054,3.709765627,0.0,11.553390142,0.947690742,0.86668054,0.929612039,4.0166048320000005,5.000516621,1.733316984,0.0,0.947690742,21.067602214999997,0.014057076,0.079159796,0.026570359,0.017739477,0.025491347,0.004078806,0.0,0.0,0.0,0.0,0.009824366,0.046094696,0.6257304800000001,0.0,0.023309486,0.291040897,0.809524374,0.013278390000000001,0.001579784,0.100167978,2.0,2.0
84x84,0.0,0.0,46.682731996,2.455651996,0.0,53.175225552,1.859170143,14.295454077,0.0,0.0,12.671605775000002,5.288108113,2.788785337,1.227819495,0.0,1.859170143,6.679484816,1.762676287,1.762676287,3.322332536,0.0,10.140565668,1.762676287,3.525431547,1.7962925790000002,2.629356827,0.0,8.375097751,2.157431534,0.0,1.227819495,2.692288326,34.38127316999999,16.446870570999998,0.0,0.0,0.0,11.067422667,1.762676287,0.0,0.0,1.733316984,5.590475052,2.157431534,3.920107821,49.945872959,0.0,0.0,11.577128839,2.725850683,0.929612039,0.0,0.0,0.0,0.929612039,1.227819495,1.227819495,2.725850683,0.0,0.0,5.38460169,64.35331020199999,2.725850683,4.946167832,0.0,0.929612039,21.913792211,0.0,0.0,0.0,0.0,6.582982909,0.86668054,0.86668054,80.82966327000001,0.0,4.723812766,56.1793736,3.4959932709999997,16.795142289,0.0,1.762676287,1.762676287,0.0,0.0,0.0,1.762676287,0.929612039,0.86668054,1.227819495,1.762676287,2.692288326,1.762676287,17.617786613,0.86668054,0.0,1.762676287,5.9810835430000004,1.859170143,19.207846935,2.157431534,0.0,0.0,20.431516223,5.325800364,0.0,0.0,0.0,24.019267738,1.859170143,0.0,0.86668054,14.846172226,1.7962925790000002,8.784134819,0.0,0.0,0.0,56.77685832900001,8.914196154,8.851231911,27.841907077,0.86668054,0.86668054,0.0,15.362397293999999,1.762676287,0.86668054,0.929612039,4.0166048320000005,2.157431534,1.733316984,0.0,0.0,23.64534302,0.014057076,0.053762896,0.026570359,0.024954692,0.025491347,0.0,0.0,0.0,0.0,0.0,0.096460378,0.046094696,0.057752353,0.0,0.0,0.329214543,0.96325523,0.013278390000000001,0.001579784,0.10211555600000001,2.0,2.0
85x85,2.181557648,0.0,36.309077994999996,1.291870106,5.703352504,76.16436242,0.0,3.875621685,0.889687542,0.0,6.972215608,0.0,6.62998343,0.0,0.0,0.0,5.432013459,0.0,0.0,9.239034869000001,1.77939326,8.280295183,0.0,0.0,1.756368082,0.86668054,0.0,0.0,2.181557648,0.0,0.0,0.0,17.324229285,15.434659317,0.0,0.0,0.889687542,8.061841314,0.0,2.406826369,3.296513911,1.733316984,15.073218448,0.0,0.0,42.50842464,0.0,4.813664962,4.333348955,5.229760212,0.0,0.0,0.889687542,0.0,0.0,0.0,1.77939326,3.450366952,1.77939326,1.77939326,0.889687542,79.32729732499999,5.680345502,0.0,0.0,0.0,3.02518709,1.291870106,0.889687542,1.291870106,2.406826369,3.512710244,3.273506909,2.158550646,76.837490642,1.291870106,9.843537959999999,63.996014652,4.140143353,18.140299266,0.0,0.889687542,1.291870106,1.291870106,0.0,0.0,2.669019332,0.0,0.86668054,0.0,0.0,0.889687542,0.0,3.450366952,6.972215608,0.0,0.0,2.669019332,2.181557648,5.223036497,1.291870106,2.406826369,0.0,67.21605057000001,4.356317763,0.0,0.0,1.77939326,20.901206919,7.482684294,0.0,0.86668054,4.827569978,0.86668054,11.360055638,0.0,0.0,0.0,64.830337322,4.3793725299999995,4.356317763,13.023777912,0.86668054,0.86668054,0.0,2.158550646,0.889687542,0.86668054,3.071263366,0.0,0.0,1.733316984,0.0,0.0,12.225428525,0.03422156,0.0,0.203832446,0.040348985000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.015175201,0.0,0.42301671,0.0,0.0,0.019623415,1.103762741,0.01306404,0.054911109,0.0,2.0,2.0
86x86,0.889687542,0.0,32.43345631,2.843085087,5.703352504,77.11205316200001,0.947690742,2.843085087,0.889687542,0.947690742,11.366555305999999,0.947690742,7.2335228570000005,0.0,0.0,5.686209804,17.409355673,0.0,0.0,11.134444402000002,2.727084002,10.175704716,0.0,0.0,1.756368082,8.448314772,0.0,0.947690742,1.8373782840000001,0.0,0.0,0.0,21.115050897,16.038198744,0.0,0.0,0.889687542,5.133910371,0.947690742,2.406826369,3.296513911,1.733316984,12.489532036,0.0,0.947690742,47.68415597,0.0,8.604486574,4.333348955,2.6460738,1.895409533,1.895409533,0.889687542,0.947690742,0.0,0.0,2.727084002,4.657502152,1.77939326,1.77939326,1.8373782840000001,69.77721024499999,6.628036244,5.686209804,0.0,0.0,6.471838311,0.0,0.889687542,0.0,3.354517111,3.512710244,3.273506909,1.8143712820000002,75.201494972,0.0,9.843537959999999,36.100827011999996,5.087834095,16.84842916,0.0,0.889687542,5.686209804,0.0,0.0,0.947690742,2.669019332,0.0,0.86668054,0.947690742,0.0,5.628208869,0.0,1.8143712820000002,5.680345502,0.0,4.738521327,2.669019332,0.889687542,5.223036497,3.790821612,2.406826369,0.0,42.06788621,4.356317763,0.0,0.0,1.77939326,28.657856340000002,11.273505906,1.895409533,0.86668054,4.483390614,0.86668054,15.15087725,0.0,0.0,0.0,59.582330992,5.327063271999999,4.356317763,13.023777912,0.86668054,3.709765627,0.0,9.395958608,1.8373782840000001,0.86668054,1.77939326,0.0,2.843085087,1.733316984,0.0,0.947690742,13.173119267,0.03422156,0.0253969,0.200552342,0.020869571,0.0,0.004078806,0.0,0.0,0.0,0.0,0.024769989,0.0,0.567978127,0.0,0.023309486,0.019623415,1.058658362,0.01306404,0.054911109,0.0,2.0,2.0
87x87,0.889687542,0.0,32.43345631,0.0,5.703352504,77.92703870700001,0.0,10.57710574,0.889687542,0.0,16.257451242000002,5.288108113,5.338113324,0.0,0.0,0.0,4.140143353,1.762676287,1.762676287,9.239034869000001,1.77939326,10.04297147,1.762676287,3.525431547,1.756368082,2.629356827,0.0,5.288108113,0.889687542,0.0,0.0,1.762676287,29.662514505,14.142789211,0.0,0.0,0.889687542,11.237037464,1.762676287,2.406826369,3.296513911,1.733316984,14.252208323,0.0,1.762676287,35.11902632,0.0,4.813664962,7.858780502,2.6460738,0.0,0.0,0.889687542,0.0,0.0,0.0,1.77939326,0.86668054,1.77939326,1.77939326,4.415119089,57.607794545,5.680345502,0.0,0.0,0.0,3.4959932709999997,0.0,0.889687542,0.0,2.406826369,5.275386531,3.273506909,0.86668054,84.83090997,0.0,11.606214246999999,28.536527142,5.90281964,32.71395941,0.0,2.652363829,1.762676287,0.0,0.0,0.0,4.431695619,0.0,0.86668054,0.0,1.762676287,2.652363829,1.762676287,11.443786280000001,5.680345502,0.0,1.762676287,6.194450879,0.889687542,5.223036497,0.0,2.406826369,0.0,38.561427058999996,4.356317763,0.0,0.0,1.77939326,26.78015906,7.482684294,0.0,0.86668054,7.0611314190000005,0.86668054,18.410873473000002,0.0,0.0,0.0,41.463104082,7.904804077,7.88174931,14.786454199,0.86668054,0.86668054,0.0,13.20496576,2.652363829,0.86668054,1.77939326,0.0,0.0,1.733316984,0.0,0.0,15.750860072,0.03422156,0.0,0.200552342,0.028084786,0.0,0.0,0.0,0.0,0.0,0.0,0.111406001,0.0,0.0,0.0,0.0,0.057797061,1.212389218,0.01306404,0.054911109,0.001947578,2.0,2.0
88x88,0.889687542,0.0,34.889108306,2.455651996,5.703352504,77.39218191500001,0.0,0.0,0.889687542,0.0,6.908164997,0.0,5.338113324,1.227819495,0.0,0.0,5.367962848,0.0,0.0,11.694686865000001,1.77939326,13.191554343,0.0,0.0,1.756368082,0.86668054,0.0,1.227819495,2.117507037,0.0,1.227819495,0.0,18.55204878,17.826283554,0.0,0.0,0.889687542,5.414039124,0.0,2.406826369,3.296513911,1.733316984,13.717351531,1.227819495,1.227819495,52.40422674,0.0,4.813664962,4.333348955,2.6460738,0.0,0.0,0.889687542,0.0,0.0,1.227819495,3.0072127550000003,0.86668054,1.77939326,1.77939326,0.889687542,93.684758975,5.680345502,1.227819495,0.0,0.0,20.151115924000003,0.0,0.889687542,0.0,2.406826369,4.740529739,3.273506909,0.86668054,80.39301165,0.0,11.071357455,59.172649762,4.140143353,16.84842916,0.0,0.889687542,0.0,0.0,0.0,0.0,2.669019332,0.0,0.86668054,1.227819495,0.0,0.889687542,0.0,3.322332536,5.680345502,0.0,0.0,5.124671328,0.889687542,5.223036497,1.227819495,2.406826369,0.0,39.569828165000004,4.356317763,0.0,0.0,1.77939326,24.263686215,7.482684294,0.0,0.86668054,12.130589868,0.86668054,11.360055638,0.0,0.0,0.0,69.108747292,4.3793725299999995,4.356317763,13.023777912,0.86668054,0.86668054,0.0,2.0945000350000003,0.889687542,0.86668054,1.77939326,1.227819495,1.227819495,1.733316984,0.0,0.0,13.45324802,0.03422156,0.04174638,0.202298349,0.018960635,0.025491347,0.0,0.0,0.0,0.0,0.0,0.015175201,0.046094696,0.057752353,0.0,0.0,0.310664312,1.031948775,0.01306404,0.054911109,0.100167978,2.0,2.0
89x89,2.181557648,0.0,36.309077994999996,4.134955193,0.889687542,77.11205316200001,0.947690742,6.718706772,0.889687542,0.947690742,7.84476045,0.947690742,8.525392963,0.0,0.0,5.686209804,16.29439941,0.0,0.0,6.320779440000001,2.727084002,5.3620397539999995,0.0,0.0,1.756368082,8.448314772,0.0,0.947690742,3.12924839,0.0,0.0,0.0,18.708224528,17.33006885,0.0,0.0,0.889687542,6.602705686999999,0.947690742,0.0,0.889687542,1.733316984,7.852685014,0.0,0.947690742,51.68558847,0.0,3.790821612,4.333348955,5.229760212,1.895409533,1.895409533,0.889687542,0.947690742,0.0,0.0,2.727084002,7.241188564,1.77939326,1.77939326,1.8373782840000001,61.155872175,1.8143712820000002,5.686209804,0.0,0.0,7.763708417,1.291870106,0.889687542,1.291870106,0.947690742,3.512710244,0.86668054,3.106241388,63.343307544,1.291870106,2.623004526,69.456725902,2.681007726,1.291870106,0.0,0.889687542,6.97807991,1.291870106,0.0,0.947690742,2.669019332,0.0,0.86668054,0.947690742,0.0,5.628208869,0.0,4.398057694,2.158550646,0.0,4.738521327,2.669019332,2.181557648,5.223036497,5.0826917179999995,0.0,0.0,50.65458574,4.356317763,0.0,0.0,1.77939326,20.675315579,6.459840944,1.895409533,0.86668054,5.7752607199999995,0.86668054,5.524138596,0.0,0.0,0.0,70.577750772,5.327063271999999,4.356317763,13.023777912,0.86668054,3.709765627,0.0,10.687828714,1.8373782840000001,0.86668054,3.071263366,0.0,2.843085087,1.733316984,0.0,0.947690742,13.173119267,0.03422156,0.0253969,0.203676929,0.038948709,0.0,0.004078806,0.0,0.0,0.0,0.0,0.024769989,0.0,0.9909948370000001,0.0,0.023309486,0.019623415,0.950873656,0.01306404,0.054911109,0.0,2.0,2.0
90x90,2.181557648,0.0,36.309077994999996,1.291870106,0.889687542,77.92703870700001,0.0,14.452727425,0.889687542,0.0,12.735656386,5.288108113,6.62998343,0.0,0.0,0.0,3.02518709,1.762676287,1.762676287,4.425369907,1.77939326,5.229306508,1.762676287,3.525431547,1.756368082,2.629356827,0.0,5.288108113,2.181557648,0.0,0.0,1.762676287,27.255688136,15.434659317,0.0,0.0,0.889687542,12.70583278,1.762676287,0.0,0.889687542,1.733316984,9.615361301,0.0,1.762676287,39.12045882,0.0,0.0,7.858780502,5.229760212,0.0,0.0,0.889687542,0.0,0.0,0.0,1.77939326,3.450366952,1.77939326,1.77939326,4.415119089,48.986456475,0.86668054,0.0,0.0,0.0,4.787863377,1.291870106,0.889687542,1.291870106,0.0,5.275386531,0.86668054,2.158550646,72.972722542,1.291870106,4.385680813,61.892426032,3.4959932709999997,17.157400356,0.0,2.652363829,3.054546393,1.291870106,0.0,0.0,4.431695619,0.0,0.86668054,0.0,1.762676287,2.652363829,1.762676287,14.027472692,2.158550646,0.0,1.762676287,6.194450879,2.181557648,5.223036497,1.291870106,0.0,0.0,47.148126589,4.356317763,0.0,0.0,1.77939326,18.797618299,2.669019332,0.0,0.86668054,8.353001525,0.86668054,8.784134819,0.0,0.0,0.0,52.458523862,7.904804077,7.88174931,14.786454199,0.86668054,0.86668054,0.0,14.496835866,2.652363829,0.86668054,3.071263366,0.0,0.0,1.733316984,0.0,0.0,15.750860072,0.03422156,0.0,0.203676929,0.046163923999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.111406001,0.0,0.42301671,0.0,0.0,0.057797061,1.1046045119999999,0.01306404,0.054911109,0.001947578,2.0,2.0
91x91,2.181557648,0.0,38.764729990999996,3.7475221019999996,0.889687542,77.39218191500001,0.0,3.875621685,0.889687542,0.0,3.3863701410000004,0.0,6.62998343,1.227819495,0.0,0.0,4.2530065850000005,0.0,0.0,6.881021903000001,1.77939326,8.377889381,0.0,0.0,1.756368082,0.86668054,0.0,1.227819495,3.4093771430000004,0.0,1.227819495,0.0,16.145222411,19.11815366,0.0,0.0,0.889687542,6.88283444,0.0,0.0,0.889687542,1.733316984,9.080504509,1.227819495,1.227819495,56.405659240000006,0.0,0.0,4.333348955,5.229760212,0.0,0.0,0.889687542,0.0,0.0,1.227819495,3.0072127550000003,3.450366952,1.77939326,1.77939326,0.889687542,85.06342090499999,0.86668054,1.227819495,0.0,0.0,21.44298603,1.291870106,0.889687542,1.291870106,0.0,4.740529739,0.86668054,2.158550646,68.534824222,1.291870106,3.850824021,92.528548652,1.733316984,1.291870106,0.0,0.889687542,1.291870106,1.291870106,0.0,0.0,2.669019332,0.0,0.86668054,1.227819495,0.0,0.889687542,0.0,5.906018948,2.158550646,0.0,0.0,5.124671328,2.181557648,5.223036497,2.519689601,0.0,0.0,48.156527695,4.356317763,0.0,0.0,1.77939326,16.281145454,2.669019332,0.0,0.86668054,13.422459973999999,0.86668054,1.733316984,0.0,0.0,0.0,80.104167072,4.3793725299999995,4.356317763,13.023777912,0.86668054,0.86668054,0.0,3.3863701410000004,0.889687542,0.86668054,3.071263366,1.227819495,1.227819495,1.733316984,0.0,0.0,13.45324802,0.03422156,0.04174638,0.205422936,0.037039773,0.025491347,0.0,0.0,0.0,0.0,0.0,0.015175201,0.046094696,0.480769063,0.0,0.0,0.310664312,0.924164069,0.01306404,0.054911109,0.100167978,2.0,2.0
92x92,0.889687542,0.0,32.43345631,2.843085087,0.889687542,78.87472944900001,0.947690742,13.420190827,0.889687542,0.947690742,17.129996084,6.235798855,7.2335228570000005,0.0,0.0,5.686209804,15.002529304,1.762676287,1.762676287,6.320779440000001,2.727084002,7.124716040999999,1.762676287,3.525431547,1.756368082,10.210991059,0.0,6.235798855,1.8373782840000001,0.0,0.0,1.762676287,31.046509748,16.038198744,0.0,0.0,0.889687542,9.777901837,2.710367029,0.0,0.889687542,1.733316984,7.031674889,0.0,2.710367029,44.29619015,0.0,3.790821612,7.858780502,2.6460738,1.895409533,1.895409533,0.889687542,0.947690742,0.0,0.0,2.727084002,4.657502152,1.77939326,1.77939326,5.362809831,39.436369395,1.8143712820000002,5.686209804,0.0,0.0,8.234514598,0.0,0.889687542,0.0,0.947690742,5.275386531,0.86668054,1.8143712820000002,71.336726872,0.0,4.385680813,33.997238392,4.4436840129999995,15.86553025,0.0,2.652363829,7.448886090999999,0.0,0.0,0.947690742,4.431695619,0.0,0.86668054,0.947690742,1.762676287,7.3908851559999995,1.762676287,12.391477022,0.86668054,0.0,6.501197614,6.194450879,0.889687542,5.223036497,3.790821612,0.0,0.0,21.999962229,4.356317763,0.0,0.0,1.77939326,26.55426772,6.459840944,1.895409533,0.86668054,8.008822161000001,0.86668054,12.574956431,0.0,0.0,0.0,47.210517532,8.852494819,7.88174931,14.786454199,0.86668054,3.709765627,0.0,21.734243828,3.6000545710000003,0.86668054,1.77939326,0.0,2.843085087,1.733316984,0.0,0.947690742,16.698550814,0.03422156,0.0253969,0.200396825,0.02668451,0.0,0.004078806,0.0,0.0,0.0,0.0,0.121000789,0.0,0.567978127,0.0,0.023309486,0.057797061,1.059500133,0.01306404,0.054911109,0.001947578,2.0,2.0
93x93,0.889687542,0.0,34.889108306,5.298737083,0.889687542,78.33987265700002,0.947690742,2.843085087,0.889687542,0.947690742,7.780709839,0.947690742,7.2335228570000005,1.227819495,0.0,5.686209804,16.230348798999998,0.0,0.0,8.776431436000001,2.727084002,10.273298914,0.0,0.0,1.756368082,8.448314772,0.0,2.175510237,3.065197779,0.0,1.227819495,0.0,19.936044022999997,19.721693087,0.0,0.0,0.889687542,3.954903497,0.947690742,0.0,0.889687542,1.733316984,6.496818097,1.227819495,2.175510237,61.581390569999996,0.0,3.790821612,4.333348955,2.6460738,1.895409533,1.895409533,0.889687542,0.947690742,0.0,1.227819495,3.954903497,4.657502152,1.77939326,1.77939326,1.8373782840000001,75.51333382499999,1.8143712820000002,6.914029299,0.0,0.0,24.889637251,0.0,0.889687542,0.0,0.947690742,4.740529739,0.86668054,1.8143712820000002,66.898828552,0.0,3.850824021,64.633361012,2.681007726,0.0,0.0,0.889687542,5.686209804,0.0,0.0,0.947690742,2.669019332,0.0,0.86668054,2.175510237,0.0,5.628208869,0.0,4.270023278,0.86668054,0.0,4.738521327,5.124671328,0.889687542,5.223036497,5.018641107,0.0,0.0,23.008363335000002,4.356317763,0.0,0.0,1.77939326,24.037794875000003,6.459840944,1.895409533,0.86668054,13.07828061,0.86668054,5.524138596,0.0,0.0,0.0,74.856160742,5.327063271999999,4.356317763,13.023777912,0.86668054,3.709765627,0.0,10.623778103000001,1.8373782840000001,0.86668054,1.77939326,1.227819495,4.070904582,1.733316984,0.0,0.947690742,14.400938762000001,0.03422156,0.06714328,0.202142832,0.017560359,0.025491347,0.004078806,0.0,0.0,0.0,0.0,0.024769989,0.046094696,0.6257304800000001,0.0,0.023309486,0.310664312,0.8790596900000001,0.01306404,0.054911109,0.100167978,2.0,2.0
94x94,0.889687542,0.0,34.889108306,2.455651996,0.889687542,79.15485820200001,0.0,10.57710574,0.889687542,0.0,12.671605775000002,5.288108113,5.338113324,1.227819495,0.0,0.0,2.9611364790000003,1.762676287,1.762676287,6.881021903000001,1.77939326,10.140565668,1.762676287,3.525431547,1.756368082,2.629356827,0.0,6.515927608,2.117507037,0.0,1.227819495,1.762676287,28.483507631,17.826283554,0.0,0.0,0.889687542,10.05803059,1.762676287,0.0,0.889687542,1.733316984,8.259494384,1.227819495,2.990495782,49.01626092,0.0,0.0,7.858780502,2.6460738,0.0,0.0,0.889687542,0.0,0.0,1.227819495,3.0072127550000003,0.86668054,1.77939326,1.77939326,4.415119089,63.343918125,0.86668054,1.227819495,0.0,0.0,21.913792211,0.0,0.889687542,0.0,0.0,6.503206026,0.86668054,0.86668054,76.52824355,0.0,5.613500308,57.069061141999995,3.4959932709999997,15.86553025,0.0,2.652363829,1.762676287,0.0,0.0,0.0,4.431695619,0.0,0.86668054,1.227819495,1.762676287,2.652363829,1.762676287,13.899438276000001,0.86668054,0.0,1.762676287,8.650102875,0.889687542,5.223036497,1.227819495,0.0,0.0,19.501904184,4.356317763,0.0,0.0,1.77939326,22.160097595,2.669019332,0.0,0.86668054,15.656021415,0.86668054,8.784134819,0.0,0.0,0.0,56.736933832000005,7.904804077,7.88174931,14.786454199,0.86668054,0.86668054,0.0,14.432785255,2.652363829,0.86668054,1.77939326,1.227819495,1.227819495,1.733316984,0.0,0.0,16.978679567,0.03422156,0.04174638,0.202142832,0.024775574,0.025491347,0.0,0.0,0.0,0.0,0.0,0.111406001,0.046094696,0.057752353,0.0,0.0,0.348837958,1.032790546,0.01306404,0.054911109,0.10211555600000001,2.0,2.0
95x95,1.291870106,0.0,43.986182115,3.852198026,4.813664962,55.10906969,1.859170143,7.593970022000001,0.0,0.0,6.105535068,0.0,6.640983363000001,0.0,0.0,1.859170143,7.417044812,0.0,0.0,4.813664962,0.0,6.093849519,0.0,0.0,0.929612039,0.0,0.0,1.859170143,2.221482145,0.0,0.0,0.929612039,29.505475079,20.829488043,0.0,0.0,5.120684589,9.071233391,0.0,2.406826369,2.406826369,2.56032792,13.644717344,0.929612039,0.929612039,43.438036679,1.280184557,6.093849519,4.998532894,4.4428565550000005,0.929612039,0.0,0.0,0.0,0.929612039,0.0,0.0,4.4428565550000005,0.0,0.0,3.1393547,77.283525004,9.233163025,3.718348337,0.0,0.929612039,1.291870106,1.291870106,0.0,1.291870106,2.406826369,1.859170143,2.406826369,1.291870106,82.017121672,1.291870106,7.220533434,62.23964657,3.687010926,19.069911304999998,0.0,0.0,1.291870106,1.291870106,0.0,0.0,0.0,0.929612039,1.280184557,0.0,0.0,0.929612039,1.280184557,8.862362669000001,7.385719625,0.0,0.0,0.0,3.1510402490000002,18.714995478,2.221482145,2.406826369,0.0,67.278982069,1.859170143,0.0,0.0,0.0,22.760377062,6.672835105,0.0,0.0,3.1510402490000002,0.929612039,9.626738654,0.0,0.0,1.280184557,64.870261819,2.788785337,8.259992841999999,20.345963119,0.0,0.0,0.0,2.221482145,0.0,0.0,2.221482145,2.788785337,0.929612039,0.0,0.0,0.0,16.626175519,0.0,0.012016516,0.006008841,0.031122293000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.000229578,0.0,0.42301671,0.0,0.0,0.0,1.045093053,0.00021435,0.0,0.0,2.0,2.0
