coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,ODImmature1,Endothelial3,ODImmature1 Endothelial3
75x75,3.891214873,3.574639922,3.899507871,7.237456752,2.877878086,2.4426027240000003,9.420368864,17.533661133000003,1.231361832,0.410457485,8.639979161,3.8175190910000003,3.2883235490000002,0.677374359,0.685660073,10.828654155999999,20.619856705,1.7734919169999999,2.586139996,10.073877052,8.177045248,3.805657059,0.410457485,1.096117558,0.410457485,2.737909353,0.410457485,6.678810326,2.183950801,0.410457485,2.737909353,5.324048989,44.785643339,4.351339891,0.0,0.0,4.576874946,3.280000693,0.0,1.7734919169999999,0.677374359,1.096117558,6.94028604,1.363034432,0.685660073,29.784672190000002,1.096117558,15.066796032000001,4.1008881409999995,20.687614232999998,1.64180039,1.363034432,0.0,7.060839178,0.677374359,26.430121019,6.268400259,20.837017988,0.410457485,1.498290728,1.087831844,21.70649564,4.321812834,12.917639777000002,1.498290728,1.096117558,4.06430671,0.820916369,0.410457485,1.354778164,1.765235649,8.715625845,1.096117558,1.371264502,14.641806122,15.93557709,0.820916369,32.740355991,4.638388916,3.8257753589999997,0.820916369,0.410457485,8.208947562,2.125986508,1.64180039,0.0,1.781721987,1.354778164,2.134272222,1.363034432,3.5469590350000004,26.924591865000004,0.410457485,16.718492100000002,19.152130321999998,51.36245614,4.244465187,2.048638861,1.448612149,1.363034432,9.563725726000001,2.040438237,1.506576442,166.904451608,2.873200685,0.685660073,1.096117558,2.544729707,8.820653971,10.944390074000001,0.0,2.4508957220000003,13.798563044000002,4.174654815,22.842001602,0.0,0.0,0.0,22.363411993,1.506576442,6.987074411,23.703664469,0.410457485,3.8175190910000003,9.32379745,28.614753455,0.0,1.363034432,0.820916369,0.685660073,8.485322822,15.833056931,1.371264502,0.677374359,4.756347261,0.272106463,0.005616344,0.025257606,0.062403,0.0,0.000398381,0.019721556,0.0,0.0,0.0,0.028648507,0.0,0.674820643,0.0,0.024693544,0.0,0.5635658829999999,0.246967114,0.0,0.0,2.0,2.0,"[[1, 3], [0, 1]]"
76x76,14.777812124,15.816008053,2.544729707,5.205311513,2.877878086,1.702433138,7.388223625,16.856286774,1.231361832,0.410457485,9.254580455,3.75471658,3.2883235490000002,0.0,0.685660073,4.732222901,16.49279357,1.096117558,1.231361832,9.396502693,6.082098019,1.096117558,0.410457485,1.096117558,0.410457485,2.737909353,2.994391458,3.9692708249999997,1.506576442,0.410457485,2.737909353,3.9692708249999997,49.276206986000005,1.64180039,0.0,0.0,2.544729707,2.602626334,0.0,1.096117558,0.0,2.388093211,7.554887334,0.685660073,0.685660073,10.14037987,1.096117558,14.389421673000001,3.4235137819999997,19.332836069,1.64180039,0.685660073,0.0,1.64180039,0.0,25.75274666,4.8508364109999995,15.4179792,0.410457485,0.820916369,0.410457485,19.297428228999998,8.197771327,10.208100276000001,0.820916369,1.096117558,0.0,0.820916369,0.410457485,1.291975653,0.410457485,3.9739324179999995,1.096117558,1.371264502,14.39070534,15.93557709,0.820916369,23.934398641,3.283610752,4.4403766529999995,0.820916369,0.410457485,8.208947562,1.448612149,1.64180039,0.0,1.781721987,0.0,2.134272222,0.685660073,2.192180871,24.892446626,0.410457485,16.041117741,15.76520744,51.36245614,4.244465187,1.371264502,2.740587802,0.685660073,8.208947562,0.685660073,1.506576442,150.073842298,2.873200685,0.685660073,1.096117558,2.544729707,6.048322914,9.58961191,0.0,1.096117558,12.318190307000002,2.819876651,22.779199091000002,0.0,0.0,0.0,0.685660073,1.506576442,6.987074411,23.703664469,0.410457485,2.462740927,9.32379745,29.906729108,2.583933973,0.685660073,2.112892022,0.685660073,7.807948463,19.709015424,1.371264502,0.0,6.048322914,0.211007097,0.005616344,0.038730412,0.076480858,0.0,0.000398381,0.019721556,0.0,0.0,0.0,0.028648507,0.0,0.786575409,0.0,0.024693544,0.0,0.5603634789999999,0.052916666,0.0,0.0,2.0,2.0,"[[1, 3], [0, 2]]"
77x77,6.959352873,10.547741452,3.819827138,6.480408944,4.152975517,0.410457485,7.388223625,16.856286774,1.231361832,0.410457485,15.613080691,2.462740927,4.56342098,0.0,0.685660073,4.732222901,17.750994867,2.3712149890000003,1.231361832,11.946679643,7.340299316,3.646294508,1.685554916,1.096117558,0.410457485,2.737909353,0.410457485,3.9692708249999997,1.506576442,0.410457485,2.737909353,3.9692708249999997,46.658445930000006,5.467052397,0.0,0.0,2.544729707,2.602626334,0.0,1.096117558,0.0,1.096117558,12.638216937,0.685660073,0.685660073,16.515685126,1.096117558,14.389421673000001,3.4235137819999997,20.607933499999998,1.64180039,0.685660073,0.0,1.64180039,0.0,25.75274666,3.558860758,15.4179792,0.410457485,0.820916369,0.410457485,16.645858759,4.321812834,10.208100276000001,0.820916369,1.096117558,1.275097431,0.820916369,0.410457485,1.275097431,0.410457485,3.9739324179999995,1.096117558,1.371264502,23.247266363999998,29.96007612,0.820916369,32.859843935,3.283610752,3.148401,0.820916369,2.9606344350000002,8.208947562,1.448612149,1.64180039,0.0,1.781721987,0.0,2.134272222,0.685660073,2.192180871,27.442623576000003,0.410457485,16.041117741,15.76520744,56.462739379,4.244465187,1.371264502,2.72370958,0.685660073,8.208947562,0.685660073,1.506576442,237.704953658,6.698452692,0.685660073,1.096117558,2.544729707,7.306524211,9.58961191,0.0,1.096117558,9.734256334000001,2.819876651,22.762320869,0.0,0.0,0.0,0.685660073,1.506576442,6.987074411,23.703664469,0.410457485,3.7378383580000003,9.32379745,28.614753455,0.0,0.685660073,0.820916369,0.685660073,7.807948463,15.833056931,2.646361933,0.0,6.031444692,0.189294613,0.013989556,0.048340209999999995,0.097838379,0.0,0.005763005999999999,0.019721556,0.0,0.0,0.0,0.050329232,0.0,0.956118206,0.0,0.024693544,0.031295209,0.5764219719999999,0.006533653,0.0,0.0,2.0,2.0,"[[1, 3], [0, 3]]"
78x78,6.6055245,2.897265563,2.544729707,5.205311513,2.877878086,0.410457485,9.761485050000001,16.856286774,1.231361832,2.78371891,15.082305109,2.462740927,3.2883235490000002,0.0,0.685660073,4.732222901,15.200817917,1.096117558,1.231361832,9.396502693,4.790122366,5.842572424,0.410457485,1.096117558,0.410457485,2.737909353,0.410457485,3.9692708249999997,1.506576442,0.410457485,2.737909353,3.9692708249999997,46.48153040500001,1.64180039,0.0,0.0,2.544729707,2.602626334,0.0,1.096117558,2.373261425,1.096117558,8.636173106000001,0.685660073,0.685660073,43.361955390000006,1.096117558,14.389421673000001,3.4235137819999997,19.332836069,1.64180039,3.058921498,0.0,1.64180039,0.0,25.75274666,5.932122183,15.4179792,0.410457485,0.820916369,2.78371891,28.15722365,4.321812834,19.701108180000002,0.820916369,1.096117558,7.119700307,0.820916369,0.410457485,0.0,2.78371891,3.9739324179999995,1.096117558,1.371264502,13.9692222,15.93557709,3.194177794,35.799108621,3.283610752,3.148401,0.820916369,0.410457485,8.208947562,1.448612149,1.64180039,0.0,1.781721987,0.0,2.134272222,0.685660073,2.192180871,24.892446626,0.410457485,16.041117741,15.76520744,51.36245614,4.244465187,1.371264502,8.568312456,0.685660073,8.208947562,0.685660073,1.506576442,147.967082868,2.873200685,0.685660073,1.096117558,2.544729707,9.502802126999999,9.58961191,0.0,1.096117558,16.853956641,2.819876651,21.487223438,0.0,0.0,0.0,33.907235593,3.879837867,6.987074411,23.703664469,0.410457485,2.462740927,9.32379745,33.361208321,0.0,0.685660073,0.820916369,0.685660073,7.807948463,15.833056931,1.371264502,0.0,7.129608686,0.189294613,0.025648821999999998,0.040845932,0.08185692,0.0,0.004785652,0.031035977,0.0,0.0,0.0,0.028648507,0.0,0.674820643,0.006760343,0.024693544,0.027940554,0.613512176,0.017149055,0.0,0.0,2.0,2.0,"[[1, 3], [0, 4]]"
79x79,15.361345214,13.596116849,2.4508957220000003,7.237456752,2.877878086,3.734578377,9.420368864,17.533661133000003,1.231361832,0.410457485,7.034689251,5.109494744,3.2883235490000002,0.677374359,0.685660073,9.380042007,21.911832358,1.7734919169999999,2.586139996,8.625264903,9.469020901,3.805657059,0.410457485,1.096117558,0.410457485,2.737909353,2.994391458,6.678810326,2.183950801,0.410457485,2.737909353,5.324048989,49.953581345,4.351339891,0.0,0.0,3.128262797,3.280000693,0.0,1.7734919169999999,0.677374359,2.388093211,3.886371917,1.363034432,0.685660073,19.64429232,1.096117558,15.066796032000001,4.1008881409999995,20.687614232999998,1.64180039,1.363034432,0.0,7.060839178,0.677374359,26.430121019,7.560375912,19.388405839,0.410457485,1.498290728,1.087831844,23.663809283,6.749159178,11.469027628000001,1.498290728,1.096117558,4.06430671,0.820916369,0.410457485,2.646753817,1.765235649,8.715625845,1.096117558,1.371264502,14.015205062,0.0,0.820916369,18.255755671,4.638388916,5.117751011999999,0.820916369,0.410457485,8.208947562,0.677374359,1.64180039,0.0,1.781721987,1.354778164,0.685660073,1.363034432,3.5469590350000004,22.578702089000004,0.410457485,13.821226537,19.152130321999998,51.36245614,4.244465187,2.048638861,1.291975653,1.363034432,9.563725726000001,2.040438237,1.506576442,69.60888854800001,2.873200685,0.685660073,1.096117558,1.096117558,5.766739848,10.944390074000001,0.0,2.4508957220000003,16.382497017000002,2.726042666,24.133977255,0.0,0.0,0.0,22.363411993,1.506576442,6.987074411,23.703664469,0.410457485,3.8175190910000003,9.32379745,29.906729108,2.583933973,1.363034432,2.112892022,0.685660073,8.485322822,18.260403274999998,1.371264502,0.677374359,1.702433138,0.28561707399999997,0.005616344,0.013472806,0.038268964,0.0,0.000398381,0.019721556,0.0,0.0,0.0,0.028648507,0.0,0.5993860369999999,0.0,0.024693544,0.0,0.394204547,0.29988378,0.0,0.0,2.0,2.0,"[[1, 3], [1, 2]]"
80x80,7.542885963000001,8.327850248,3.725993153,8.512554183,4.152975517,2.4426027240000003,9.420368864,17.533661133000003,1.231361832,0.410457485,13.393189487,3.8175190910000003,4.56342098,0.677374359,0.685660073,9.380042007,23.170033655,3.048589348,2.586139996,11.175441852999999,10.727222198,6.3558340090000005,1.685554916,1.096117558,0.410457485,2.737909353,0.410457485,6.678810326,2.183950801,0.410457485,2.737909353,5.324048989,47.335820289000004,8.176591898,0.0,0.0,3.128262797,3.280000693,0.0,1.7734919169999999,0.677374359,1.096117558,8.96970152,1.363034432,0.685660073,26.019597576000002,1.096117558,15.066796032000001,4.1008881409999995,21.962711663999997,1.64180039,1.363034432,0.0,7.060839178,0.677374359,26.430121019,6.268400259,19.388405839,0.410457485,1.498290728,1.087831844,21.012239813,2.873200685,11.469027628000001,1.498290728,1.096117558,5.339404141,0.820916369,0.410457485,2.629875595,1.765235649,8.715625845,1.096117558,1.371264502,22.871766086,14.02449903,0.820916369,27.181200965,4.638388916,3.8257753589999997,0.820916369,2.9606344350000002,8.208947562,0.677374359,1.64180039,0.0,1.781721987,1.354778164,0.685660073,1.363034432,3.5469590350000004,25.128879039000005,0.410457485,13.821226537,19.152130321999998,56.462739379,4.244465187,2.048638861,1.275097431,1.363034432,9.563725726000001,2.040438237,1.506576442,157.23999990800002,6.698452692,0.685660073,1.096117558,1.096117558,7.0249411450000006,10.944390074000001,0.0,2.4508957220000003,13.798563044000002,2.726042666,24.117099033,0.0,0.0,0.0,22.363411993,1.506576442,6.987074411,23.703664469,0.410457485,5.092616522,9.32379745,28.614753455,0.0,1.363034432,0.820916369,0.685660073,8.485322822,14.384444782,2.646361933,0.677374359,1.685554916,0.26390459,0.013989556,0.023082604,0.05962648500000001,0.0,0.005763005999999999,0.019721556,0.0,0.0,0.0,0.050329232,0.0,0.768928834,0.0,0.024693544,0.031295209,0.41026304,0.253500767,0.0,0.0,2.0,2.0,"[[1, 3], [1, 3]]"
81x81,7.18905759,0.677374359,2.4508957220000003,7.237456752,2.877878086,2.4426027240000003,11.793630289,17.533661133000003,1.231361832,2.78371891,12.862413905,3.8175190910000003,3.2883235490000002,0.677374359,0.685660073,9.380042007,20.619856705,1.7734919169999999,2.586139996,8.625264903,8.177045248,8.552111925,0.410457485,1.096117558,0.410457485,2.737909353,0.410457485,6.678810326,2.183950801,0.410457485,2.737909353,5.324048989,47.158904764000006,4.351339891,0.0,0.0,3.128262797,3.280000693,0.0,1.7734919169999999,3.050635784,1.096117558,4.967657688999999,1.363034432,0.685660073,52.86586784000001,1.096117558,15.066796032000001,4.1008881409999995,20.687614232999998,1.64180039,3.736295857,0.0,7.060839178,0.677374359,26.430121019,8.641661683999999,19.388405839,0.410457485,1.498290728,3.461093269,32.523604704,2.873200685,20.962035532,1.498290728,1.096117558,11.184007016999999,0.820916369,0.410457485,1.354778164,4.138497074,8.715625845,1.096117558,1.371264502,13.593721922,0.0,3.194177794,30.120465651,4.638388916,3.8257753589999997,0.820916369,0.410457485,8.208947562,0.677374359,1.64180039,0.0,1.781721987,1.354778164,0.685660073,1.363034432,3.5469590350000004,22.578702089000004,0.410457485,13.821226537,19.152130321999998,51.36245614,4.244465187,2.048638861,7.119700307,1.363034432,9.563725726000001,2.040438237,1.506576442,67.502129118,2.873200685,0.685660073,1.096117558,1.096117558,9.221219061,10.944390074000001,0.0,2.4508957220000003,20.918263351,2.726042666,22.842001602,0.0,0.0,0.0,55.584987513,3.879837867,6.987074411,23.703664469,0.410457485,3.8175190910000003,9.32379745,33.361208321,0.0,1.363034432,0.820916369,0.685660073,8.485322822,14.384444782,1.371264502,0.677374359,2.78371891,0.26390459,0.025648821999999998,0.015588326,0.043645026,0.0,0.004785652,0.031035977,0.0,0.0,0.0,0.028648507,0.0,0.487631271,0.006760343,0.024693544,0.027940554,0.447353244,0.264116169,0.0,0.0,2.0,2.0,"[[1, 3], [1, 4]]"
82x82,18.429483214,20.569218379,2.3712149890000003,6.480408944,4.152975517,1.702433138,7.388223625,16.856286774,1.231361832,0.410457485,14.007790781,3.75471658,4.56342098,0.0,0.685660073,3.283610752,19.04297052,2.3712149890000003,1.231361832,10.498067494,8.632274969000001,3.646294508,1.685554916,1.096117558,0.410457485,2.737909353,2.994391458,3.9692708249999997,1.506576442,0.410457485,2.737909353,3.9692708249999997,51.826383936000006,5.467052397,0.0,0.0,1.096117558,2.602626334,0.0,1.096117558,0.0,2.388093211,9.584302814,0.685660073,0.685660073,6.375305256,1.096117558,14.389421673000001,3.4235137819999997,20.607933499999998,1.64180039,0.685660073,0.0,1.64180039,0.0,25.75274666,4.8508364109999995,13.969367050999999,0.410457485,0.820916369,0.410457485,18.603172402,6.749159178,8.759488127000001,0.820916369,1.096117558,1.275097431,0.820916369,0.410457485,2.567073084,0.410457485,3.9739324179999995,1.096117558,1.371264502,22.620665304,14.02449903,0.820916369,18.375243615,3.283610752,4.4403766529999995,0.820916369,2.9606344350000002,8.208947562,0.0,1.64180039,0.0,1.781721987,0.0,0.685660073,0.685660073,2.192180871,23.096733800000003,0.410457485,13.143852178,15.76520744,56.462739379,4.244465187,1.371264502,2.567073084,0.685660073,8.208947562,0.685660073,1.506576442,140.409390598,6.698452692,0.685660073,1.096117558,1.096117558,4.252610088,9.58961191,0.0,1.096117558,12.318190307000002,1.371264502,24.054296522,0.0,0.0,0.0,0.685660073,1.506576442,6.987074411,23.703664469,0.410457485,3.7378383580000003,9.32379745,29.906729108,2.583933973,0.685660073,2.112892022,0.685660073,7.807948463,18.260403274999998,2.646361933,0.0,2.977530569,0.202805224,0.013989556,0.036555409999999997,0.073704343,0.0,0.005763005999999999,0.019721556,0.0,0.0,0.0,0.050329232,0.0,0.8806835999999999,0.0,0.024693544,0.031295209,0.407060636,0.059450319,0.0,0.0,2.0,2.0,"[[1, 3], [2, 3]]"
83x83,18.075654841,12.91874249,1.096117558,5.205311513,2.877878086,1.702433138,9.761485050000001,16.856286774,1.231361832,2.78371891,13.477015199,3.75471658,3.2883235490000002,0.0,0.685660073,3.283610752,16.49279357,1.096117558,1.231361832,7.947890544,6.082098019,5.842572424,0.410457485,1.096117558,0.410457485,2.737909353,2.994391458,3.9692708249999997,1.506576442,0.410457485,2.737909353,3.9692708249999997,51.64946841100001,1.64180039,0.0,0.0,1.096117558,2.602626334,0.0,1.096117558,2.373261425,2.388093211,5.582258983,0.685660073,0.685660073,33.22157552,1.096117558,14.389421673000001,3.4235137819999997,19.332836069,1.64180039,3.058921498,0.0,1.64180039,0.0,25.75274666,7.224097835999999,13.969367050999999,0.410457485,0.820916369,2.78371891,30.114537292999998,6.749159178,18.252496031,0.820916369,1.096117558,7.119700307,0.820916369,0.410457485,1.291975653,2.78371891,3.9739324179999995,1.096117558,1.371264502,13.342621139999999,0.0,3.194177794,21.314508301,3.283610752,4.4403766529999995,0.820916369,0.410457485,8.208947562,0.0,1.64180039,0.0,1.781721987,0.0,0.685660073,0.685660073,2.192180871,20.54655685,0.410457485,13.143852178,15.76520744,51.36245614,4.244465187,1.371264502,8.41167596,0.685660073,8.208947562,0.685660073,1.506576442,50.671519808,2.873200685,0.685660073,1.096117558,1.096117558,6.448888004,9.58961191,0.0,1.096117558,19.437890614,1.371264502,22.779199091000002,0.0,0.0,0.0,33.907235593,3.879837867,6.987074411,23.703664469,0.410457485,2.462740927,9.32379745,34.653183974,2.583933973,0.685660073,2.112892022,0.685660073,7.807948463,18.260403274999998,1.371264502,0.0,4.075694563,0.202805224,0.025648821999999998,0.029061132,0.057722884,0.0,0.004785652,0.031035977,0.0,0.0,0.0,0.028648507,0.0,0.5993860369999999,0.006760343,0.024693544,0.027940554,0.44415084,0.070065721,0.0,0.0,2.0,2.0,"[[1, 3], [2, 4]]"
84x84,10.25719559,7.650475889,2.3712149890000003,6.480408944,4.152975517,0.410457485,9.761485050000001,16.856286774,1.231361832,2.78371891,19.835515434999998,2.462740927,4.56342098,0.0,0.685660073,3.283610752,17.750994867,2.3712149890000003,1.231361832,10.498067494,7.340299316,8.392749374,1.685554916,1.096117558,0.410457485,2.737909353,0.410457485,3.9692708249999997,1.506576442,0.410457485,2.737909353,3.9692708249999997,49.03170735500001,5.467052397,0.0,0.0,1.096117558,2.602626334,0.0,1.096117558,2.373261425,1.096117558,10.665588585999998,0.685660073,0.685660073,39.596880776,1.096117558,14.389421673000001,3.4235137819999997,20.607933499999998,1.64180039,3.058921498,0.0,1.64180039,0.0,25.75274666,5.932122183,13.969367050999999,0.410457485,0.820916369,2.78371891,27.462967823,2.873200685,18.252496031,0.820916369,1.096117558,8.394797738,0.820916369,0.410457485,1.275097431,2.78371891,3.9739324179999995,1.096117558,1.371264502,22.199182164,14.02449903,3.194177794,30.239953595,3.283610752,3.148401,0.820916369,2.9606344350000002,8.208947562,0.0,1.64180039,0.0,1.781721987,0.0,0.685660073,0.685660073,2.192180871,23.096733800000003,0.410457485,13.143852178,15.76520744,56.462739379,4.244465187,1.371264502,8.394797738,0.685660073,8.208947562,0.685660073,1.506576442,138.302631168,6.698452692,0.685660073,1.096117558,1.096117558,7.707089301,9.58961191,0.0,1.096117558,16.853956641,1.371264502,22.762320869,0.0,0.0,0.0,33.907235593,3.879837867,6.987074411,23.703664469,0.410457485,3.7378383580000003,9.32379745,33.361208321,0.0,0.685660073,0.820916369,0.685660073,7.807948463,14.384444782,2.646361933,0.0,4.058816341,0.18109274,0.034022034,0.03867093,0.079080405,0.0,0.010150277,0.031035977,0.0,0.0,0.0,0.050329232,0.0,0.768928834,0.006760343,0.024693544,0.059235763,0.46020933299999994,0.023682708,0.0,0.0,2.0,2.0,"[[1, 3], [3, 4]]"
85x85,3.480757388,3.574639922,13.318340786,6.740707994,2.056961717,3.998137408,2.032145239,16.950696349,0.0,0.0,4.945904424,1.354778164,2.056961717,0.677374359,2.651652242,7.545043403999999,15.521843413000001,1.363034432,1.354778164,7.611136125,6.038575123999999,3.3951995740000003,0.0,0.685660073,0.0,2.651652242,0.0,3.3951995740000003,1.363034432,0.0,0.685660073,2.040438237,52.198386498999994,4.67553167,0.0,0.0,4.166417461,2.048638861,0.0,1.363034432,0.677374359,0.685660073,7.674916377,1.363034432,0.685660073,31.750664359,2.651652242,14.894298899,2.048638861,19.866697864,0.0,1.363034432,0.0,5.419038788,0.677374359,23.534801809,3.3951995740000003,13.038490402,0.0,0.677374359,0.677374359,23.910370235,1.448612149,9.461381312,0.677374359,0.685660073,6.030298879,0.0,0.0,1.354778164,1.354778164,7.484264013000001,0.685660073,1.371264502,20.539755454,15.93557709,0.0,27.404431396,3.320770333,5.294999592,0.0,0.0,0.0,2.125986508,0.0,0.0,1.371264502,1.354778164,4.100264391,1.363034432,2.726042666,22.560943727,0.0,11.620478807999998,19.065873211,73.83365062,1.371264502,2.048638861,1.448612149,3.329026601,1.354778164,2.040438237,0.685660073,178.290753393,0.0,0.685660073,0.685660073,2.134272222,12.342161646000001,6.839927781,0.0,2.040438237,12.977646675,4.174654815,6.748998600999999,0.0,0.0,0.0,24.329404162,8.54946113,4.113873726,44.57720902,0.0,3.320770333,8.913339965,8.913339965,0.0,1.363034432,1.965992169,0.685660073,4.791248084999999,23.436702148,1.371264502,0.677374359,4.345889776,0.105872004,0.00491609,0.046638429999999995,0.06572330200000001,0.010425737,0.002071568,0.019721556,0.0,0.0,0.0,0.033333696,0.0,0.42344989099999997,0.0,0.024693544,0.0,0.5896170889999999,0.25621000699999996,0.008558979,0.001682785,2.0,2.0,"[[1, 4], [0, 1]]"
86x86,14.367354639,15.816008053,11.963562622,4.708562755,2.056961717,3.257967822,0.0,16.27332199,0.0,0.0,5.560505718,1.291975653,2.056961717,0.0,2.651652242,1.448612149,11.394780278,0.685660073,0.0,6.933761766,3.9436278949999997,0.685660073,0.0,0.685660073,0.0,2.651652242,2.583933973,0.685660073,0.685660073,0.0,0.685660073,0.685660073,56.688950145999996,1.965992169,0.0,0.0,2.134272222,1.371264502,0.0,0.685660073,0.0,1.977635726,8.289517671,0.685660073,0.685660073,12.106372039,2.651652242,14.21692454,1.371264502,18.5119197,0.0,0.685660073,0.0,0.0,0.0,22.85742745,1.977635726,7.619451614,0.0,0.0,0.0,21.501302824,5.324570642,6.751841810999999,0.0,0.685660073,1.965992169,0.0,0.0,1.291975653,0.0,2.742570586,0.685660073,1.371264502,20.288654672,15.93557709,0.0,18.598474046,1.965992169,5.909600886,0.0,0.0,0.0,1.448612149,0.0,0.0,1.371264502,0.0,4.100264391,0.685660073,1.371264502,20.528798488,0.0,10.943104448999998,15.678950329,73.83365062,1.371264502,1.371264502,2.740587802,2.651652242,0.0,0.685660073,0.685660073,161.460144083,0.0,0.685660073,0.685660073,2.134272222,9.569830589,5.485149617,0.0,0.685660073,11.497273938000001,2.819876651,6.686196089999999,0.0,0.0,0.0,2.651652242,8.54946113,4.113873726,44.57720902,0.0,1.965992169,8.913339965,10.205315618,2.583933973,0.685660073,3.257967822,0.685660073,4.113873726,27.312660640999997,1.371264502,0.0,5.637865429,0.044772638000000003,0.00491609,0.060111236,0.07980116000000001,0.010425737,0.002071568,0.019721556,0.0,0.0,0.0,0.033333696,0.0,0.535204657,0.0,0.024693544,0.0,0.5864146849999999,0.062159559,0.008558979,0.001682785,2.0,2.0,"[[1, 4], [0, 2]]"
87x87,6.548895388,10.547741452,13.238660053,5.983660186,3.332059148,1.965992169,0.0,16.27332199,0.0,0.0,11.919005954,0.0,3.332059148,0.0,2.651652242,1.448612149,12.652981575000002,1.960757504,0.0,9.483938716,5.201829192,3.235837023,1.275097431,0.685660073,0.0,2.651652242,0.0,0.685660073,0.685660073,0.0,0.685660073,0.685660073,54.07118909,5.791244176,0.0,0.0,2.134272222,1.371264502,0.0,0.685660073,0.0,0.685660073,13.372847274,0.685660073,0.685660073,18.481677295,2.651652242,14.21692454,1.371264502,19.787017131,0.0,0.685660073,0.0,0.0,0.0,22.85742745,0.685660073,7.619451614,0.0,0.0,0.0,18.849733353999998,1.448612149,6.751841810999999,0.0,0.685660073,3.2410896,0.0,0.0,1.275097431,0.0,2.742570586,0.685660073,1.371264502,29.145215696,29.96007612,0.0,27.52391934,1.965992169,4.617625233,0.0,2.55017695,0.0,1.448612149,0.0,0.0,1.371264502,0.0,4.100264391,0.685660073,1.371264502,23.078975438,0.0,10.943104448999998,15.678950329,78.933933859,1.371264502,1.371264502,2.72370958,2.651652242,0.0,0.685660073,0.685660073,249.091255443,3.825252007,0.685660073,0.685660073,2.134272222,10.828031886000002,5.485149617,0.0,0.685660073,8.913339965,2.819876651,6.669317867999999,0.0,0.0,0.0,2.651652242,8.54946113,4.113873726,44.57720902,0.0,3.2410896,8.913339965,8.913339965,0.0,0.685660073,1.965992169,0.685660073,4.113873726,23.436702148,2.646361933,0.0,5.620987207,0.023060154,0.013289302,0.06972103399999999,0.10115868100000001,0.010425737,0.007436193,0.019721556,0.0,0.0,0.0,0.05501442100000001,0.0,0.7047474539999999,0.0,0.024693544,0.031295209,0.6024731779999999,0.015776546000000002,0.008558979,0.001682785,2.0,2.0,"[[1, 4], [0, 3]]"
