coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Endothelial1,Excitatory,Endothelial1cells
78x78,1.652656631,0.0,4.59721275,39.402879407,1.443149259,2.123462812,13.530274008,23.510415939,0.360786525,0.9209496180000001,20.594025442999996,7.652219495,1.291870106,1.082380077,12.98942937,11.023208163,41.196959546,3.7659886389999997,3.927430597,0.360786525,1.481099642,3.044430445,2.683625905,4.08559464,9.68389988,4.003310405,0.560163093,5.848271206,2.013461171,1.120313117,1.481099642,4.848333543,29.436824653000002,4.415483496,1.120313117,0.0,0.360786525,20.306502773,1.762676287,0.560163093,0.360786525,0.560163093,22.991389954,0.560163093,2.123462812,39.12045882,0.360786525,4.5288313360000005,8.652398573,24.950527232,8.298223906,0.721591065,0.0,0.721591065,0.360786525,1.082380077,1.443149259,22.360113987000002,0.0,0.560163093,8.168097794,58.207887705,6.247271789,6.494281465,3.968668243,0.0,3.776137458,2.374250183,0.560163093,1.291870106,1.120313117,3.927430597,0.560163093,2.013461171,17.803458399,1.291870106,1.762676287,63.582553950999994,17.505246841,18.078349974,0.0,4.487593690000001,3.415332918,1.291870106,0.360786525,0.0,21.168183082000002,9.580907846,1.481099642,4.642666247,3.205825546,21.825288283,2.484267352,31.742108649,16.843393883,0.0,4.686937693,3.525431547,3.8553324819999997,0.360786525,6.342909774,0.560163093,0.9209496180000001,46.841609142,2.364111382,1.082380077,1.481099642,0.0,22.766286542,23.818988863999998,0.360786525,0.0,5.937614770000001,0.721591065,21.424927135,2.240634118,0.560163093,0.560163093,52.489785938000004,4.968580806,3.886218072,2.123462812,0.721591065,0.0,1.443149259,34.290374412,1.762676287,9.418537023,2.374250183,2.886332908,5.725023471,0.360786525,1.281754158,0.0,4.607811624,0.002912167,0.037215909000000005,0.003280104,0.062741367,0.078810091,0.0,0.001710878,0.01280025,0.0,0.0,0.21871671099999998,0.0,0.42301671,0.0,0.050427299,0.187811354,0.9132636690000001,0.743130894,0.0,0.001947578,2.0,2.0,"[0, 4]"
79x79,1.291870106,0.516421733,6.457658128,11.103719812,0.0,2.27909802,3.614875615,36.259137198,0.0,0.0,23.976672274,5.288108113,1.291870106,1.032825032,0.516421733,26.05147363,12.252101929,2.27909802,7.558813973,0.0,1.032825032,1.762676287,2.27909802,3.525431547,0.0,7.04239224,0.516421733,18.428605236,1.808291839,0.0,0.0,1.762676287,28.57726177,3.873906549,0.516421733,0.0,0.0,12.475675268,1.762676287,0.0,0.516421733,0.516421733,20.184730829,0.0,1.762676287,39.12045882,5.279715953,17.788274301999998,12.936478145,6.715017057000001,2.065631854,0.516421733,0.516421733,0.0,0.0,1.032825032,1.032825032,43.559412679000005,0.0,0.0,4.558256579,49.070689358,16.871193162,52.33843585,5.279715953,1.549235748,3.054546393,1.808291839,1.549235748,1.291870106,0.516421733,2.27909802,5.279715953,1.291870106,30.43254887,1.291870106,1.762676287,61.16888298199999,7.04239224,18.190225388,0.0,1.762676287,4.603782141,1.291870106,0.516421733,0.516421733,2.795501319,19.852836047,1.032825032,0.0,2.795501319,23.281560286999998,2.27909802,62.795781942,3.3575019599999996,0.516421733,9.624428683,3.525431547,2.8411058540000003,0.0,28.492558776,0.0,1.549235748,46.281446049,0.0,0.0,0.0,5.279715953,18.797618299,15.722565284,0.0,0.516421733,4.817301653,0.0,59.621462815,0.0,0.0,0.516421733,52.085258053000004,4.558256579,3.525431547,2.27909802,0.516421733,1.032825032,0.0,41.464209124,1.762676287,0.0,7.088007792,7.345347807,3.614875615,0.0,0.0,0.0,3.525431547,0.0,0.04859794,0.003280104,0.038713213,0.018932964,0.0,0.138805026,0.061778678,0.0,0.0,0.22247452100000004,0.298613759,0.42301671,0.0,0.05709604,0.038173646,1.089876608,0.0,0.002601846,0.001947578,2.0,2.0,"[1, 2]"
80x80,1.291870106,0.516421733,6.457658128,11.982993356,0.879273544,4.037706075,8.890688695,30.979421244999997,0.0,0.0,22.211081834999998,8.805315191,1.291870106,1.912098576,0.516421733,20.76882603,14.886126750999999,3.1583715640000003,4.037706075,0.879273544,1.912098576,2.641949831,3.1583715640000003,3.525431547,0.879273544,16.710447627,1.3956952770000002,16.663014797,3.566899894,0.0,0.879273544,1.762676287,23.29461417,4.753180093,0.516421733,0.0,1.758608055,12.475675268,1.762676287,0.0,1.3956952770000002,1.3956952770000002,4.346362699,0.879273544,3.521284342,39.12045882,0.0,8.109087166,7.656762192,6.715017057000001,10.858502094999999,0.516421733,1.3956952770000002,27.25530502,0.879273544,1.912098576,9.825695273,14.515955439,0.0,0.879273544,5.437530123,49.949962902,4.55003211,21.536358494,0.0,4.1871294080000006,3.054546393,1.808291839,1.549235748,2.17114365,0.516421733,3.1583715640000003,1.758608055,1.291870106,19.874088190000002,1.291870106,2.641949831,70.84221452499999,1.762676287,19.069498932000002,0.0,2.641949831,5.483055685,3.050478161,1.3956952770000002,0.516421733,4.554109374,11.052983422,1.032825032,4.396472894,3.674774863,17.1165237,2.27909802,53.104137682,3.3575019599999996,1.3956952770000002,8.741185624,3.525431547,3.7203793980000004,0.0,17.050663540000002,1.758608055,6.825048828,46.281446049,0.879273544,0.0,0.0,0.879273544,18.797618299,9.560577498,0.0,2.2750297880000003,4.817301653,1.758608055,25.293778340000003,0.0,0.0,0.516421733,52.085258053000004,7.196150239,4.404705091,2.27909802,0.516421733,10.706156575,0.0,30.016782907,1.762676287,0.0,2.687565383,4.703525514,4.494149159,0.0,3.517207078,0.0,3.525431547,0.0,0.010181708,0.003280104,0.08568264,0.016352126,0.0,0.117066428,0.008975219,0.0,0.0,0.22256750200000003,0.0,1.116886412,0.0,0.161538748,0.038173646,1.111665423,0.0,0.0,0.051857402999999996,2.0,2.0,"[1, 3]"
81x81,1.652656631,0.516421733,7.179249193,42.492903312,1.443149259,2.639884545,6.501208523,38.916796641999994,0.360786525,0.360786525,14.861360852999999,7.092056402,1.291870106,2.115205109,13.505851103,25.95605802,35.113087326,3.7222472790000003,4.44385233,0.360786525,1.393611557,2.484267352,2.639884545,3.525431547,0.721591065,1.762676287,0.516421733,7.870144556,2.529882904,0.0,0.360786525,4.28817045,25.595299274,5.317055808,0.516421733,0.0,0.360786525,21.855738521,1.762676287,0.0,0.877208258,0.516421733,5.067953764,0.0,2.123462812,39.12045882,0.360786525,11.198481865,10.5430951,29.081857877,10.36385576,1.2380127980000002,0.516421733,0.721591065,0.360786525,2.115205109,2.475974291,17.650733104,0.0,0.0,5.279847644,53.760921703,3.91915794,27.151366415000002,3.968668243,1.549235748,3.776137458,2.890671916,1.549235748,1.291870106,0.516421733,4.44385233,0.0,2.013461171,20.595679255,1.291870106,1.762676287,64.05521589,10.78342104,18.551011913000004,0.0,3.927430597,4.964568666,1.291870106,0.877208258,0.516421733,3.156287844,18.315120120000003,1.393611557,0.721591065,4.238650578,15.741416062999999,3.0006890850000003,44.336347199,17.78871262,0.516421733,6.1486610189999995,3.525431547,4.284255113,0.360786525,17.705230313999998,0.0,1.910022273,46.281446049,1.803948289,1.082380077,0.360786525,0.0,22.766286542,12.740602788,0.360786525,0.516421733,4.817301653,0.721591065,22.791838050000003,0.0,0.0,0.516421733,52.446044578000006,6.001405838,3.886218072,2.639884545,1.2380127980000002,1.032825032,1.443149259,27.55925404,1.762676287,8.298223906,2.890671916,4.951964761999999,5.418823904,0.360786525,0.721591065,0.0,4.607811624,0.0,0.000728573,0.003280104,0.038713213,0.095162217,0.0,0.118777306,0.0,0.0,0.0,0.20370666,0.0,0.42301671,0.0,0.011299983,0.187811354,0.966052692,0.743130894,0.0,0.001947578,2.0,2.0,"[1, 4]"
82x82,1.291870106,0.0,3.875621685,2.17114365,0.879273544,3.521284342,5.27581308,19.732443378,0.0,0.0,31.220306767,8.805315191,1.291870106,0.879273544,0.0,15.834273759999999,14.485326834,2.641949831,8.801000295,0.879273544,0.879273544,2.641949831,2.641949831,3.525431547,0.879273544,21.99016358,0.879273544,24.639439034,3.050478161,0.0,0.879273544,1.762676287,28.172558979999998,2.17114365,0.0,0.0,1.758608055,10.92643952,1.762676287,0.0,0.879273544,0.879273544,20.184730829,0.879273544,3.521284342,39.12045882,5.279715953,11.437734224,8.8051475,2.583686412,8.792870241,0.0,0.879273544,27.25530502,0.879273544,0.879273544,8.792870241,36.90293097200001,0.0,0.879273544,4.404705091,43.752987804,19.355575207999998,32.560624444,5.279715953,2.63789366,3.054546393,1.291870106,0.0,2.17114365,0.0,2.641949831,7.038324008,1.291870106,23.719252832000002,1.291870106,2.641949831,69.809389493,7.04239224,18.0366739,0.0,2.641949831,3.933819937,3.050478161,0.879273544,0.0,3.521284342,12.317068735,0.0,4.396472894,2.641949831,27.27437596,1.762676287,56.262768171999994,1.291870106,0.879273544,11.438865134,3.525431547,2.17114365,0.0,21.526711130000002,1.758608055,5.27581308,46.281446049,0.879273544,0.0,0.0,6.158989497,18.797618299,14.954933574,0.0,1.758608055,4.817301653,1.758608055,57.205983859999996,0.0,0.0,0.0,51.56883632,6.163325207,4.404705091,1.762676287,0.0,9.673331543,0.0,44.424244629,1.762676287,0.0,7.4508596030000005,7.917609613,0.879273544,0.0,3.517207078,0.0,3.525431547,0.0,0.058779648,0.003280104,0.077481928,0.002580838,0.0,0.021738598,0.070753897,0.0,0.0,0.22156385100000003,0.298613759,1.116886412,0.0,0.196034822,0.038173646,1.000638492,0.0,0.002601846,0.051857402999999996,2.0,2.0,"[2, 3]"
83x83,1.652656631,0.0,4.59721275,32.681053606,1.443149259,2.123462812,2.886332908,27.669818775,0.360786525,0.360786525,23.870585785,7.092056402,1.291870106,1.082380077,12.98942937,21.02150575,34.712287409,3.205825546,9.207146550000001,0.360786525,0.360786525,2.484267352,2.123462812,3.525431547,0.721591065,7.04239224,0.0,15.846568793,2.013461171,0.0,0.360786525,4.28817045,30.473244084,2.735019365,0.0,0.0,0.360786525,20.306502773,1.762676287,0.0,0.360786525,0.0,20.906321893999998,0.0,2.123462812,39.12045882,5.640502478,14.527128923,11.691480408,24.950527232,8.298223906,0.721591065,0.0,0.721591065,0.360786525,1.082380077,1.443149259,40.037708637,0.0,0.0,4.247022612,47.563946605,18.724701038,38.175632365,9.248384196,0.0,3.776137458,2.374250183,0.0,1.291870106,0.0,3.927430597,5.279715953,2.013461171,24.440843897,1.291870106,1.762676287,63.022390857999994,16.063136993,17.518186881000002,0.0,3.927430597,3.415332918,1.291870106,0.360786525,0.0,2.123462812,19.579205433,0.360786525,0.721591065,3.205825546,25.899268323,2.484267352,47.494977688999995,15.723080765999999,0.0,8.846340528999999,3.525431547,2.735019365,0.360786525,22.181277903999998,0.0,0.360786525,46.281446049,1.803948289,1.082380077,0.360786525,5.279715953,22.766286542,18.134958863999998,0.360786525,0.0,4.817301653,0.721591065,54.704043569999996,0.0,0.0,0.0,51.929622845000004,4.968580806,3.886218072,2.123462812,0.721591065,0.0,1.443149259,41.966715762,1.762676287,8.298223906,7.653966136,8.166048861,1.803948289,0.360786525,0.721591065,0.0,4.607811624,0.0,0.049326513,0.003280104,0.030512501,0.081390929,0.0,0.023449476,0.061778678,0.0,0.0,0.20270300900000002,0.298613759,0.42301671,0.0,0.045796057,0.187811354,0.855025761,0.743130894,0.002601846,0.001947578,2.0,2.0,"[2, 4]"
84x84,1.652656631,0.0,4.59721275,33.56032715,2.322422803,3.882070867,8.162145987999999,22.390102822000003,0.360786525,0.360786525,22.104995346,10.60926348,1.291870106,1.961653621,12.98942937,15.738858149999999,37.346312231,4.08509909,5.686038652000001,1.240060069,1.240060069,3.363540896,3.0027363559999998,3.525431547,1.600864609,16.710447627,0.879273544,14.080978353999999,3.772069226,0.0,1.240060069,4.28817045,25.190596483999997,3.6142929089999996,0.0,0.0,2.1193945800000002,20.306502773,1.762676287,0.0,1.240060069,0.879273544,5.067953764,0.879273544,3.882070867,39.12045882,0.360786525,4.847941787,6.411764455,24.950527232,17.091094147,0.721591065,0.879273544,27.976896085,1.240060069,1.961653621,10.2360195,10.994251397,0.0,0.879273544,5.126296156,48.443220149,6.403539986,7.373555009,3.968668243,2.63789366,3.776137458,2.374250183,0.0,2.17114365,0.0,4.806704141,1.758608055,2.013461171,13.882383217000001,1.291870106,2.641949831,72.695722401,10.78342104,18.397460425000002,0.0,4.806704141,4.294606462,3.050478161,1.240060069,0.0,3.882070867,10.779352808,0.360786525,5.1180639590000006,4.08509909,19.734231735999998,2.484267352,37.803333429000006,15.723080765999999,0.879273544,7.96309747,3.525431547,3.6142929089999996,0.360786525,10.739382668000001,1.758608055,5.636599605,46.281446049,2.683221833,1.082380077,0.360786525,0.879273544,22.766286542,11.972971078,0.360786525,1.758608055,4.817301653,2.48019912,20.376359095,0.0,0.0,0.0,51.929622845000004,7.606474466,4.765491616,2.123462812,0.721591065,9.673331543,1.443149259,30.519289544999996,1.762676287,8.298223906,3.253523727,5.524226568,2.683221833,0.360786525,4.238798143,0.0,4.607811624,0.0,0.010910280999999999,0.003280104,0.077481928,0.078810091,0.0,0.001710878,0.008975219,0.0,0.0,0.20279599,0.0,1.116886412,0.0,0.150238765,0.187811354,0.876814576,0.743130894,0.0,0.051857402999999996,2.0,2.0,"[3, 4]"
85x85,1.291870106,0.516421733,8.913310123999999,20.281197609,0.0,1.7442412280000001,14.258816714999998,21.522628622,0.0,0.560163093,11.350825687,0.560163093,1.291870106,2.260644527,0.516421733,16.053176043,19.964593561,1.076584826,0.516421733,2.455651996,2.153138149,5.471422253,1.076584826,0.560163093,8.962308815,2.240634118,1.076584826,4.370019031,3.036111334,1.120313117,2.348132612,0.560163093,16.430376614,9.237865023,1.63673485,0.0,0.0,6.652676928,0.0,0.560163093,0.516421733,1.076584826,21.734942097,1.7879825880000002,1.227819495,56.405659240000006,0.0,7.789976715,6.371964763,6.715017057000001,2.065631854,0.516421733,0.516421733,0.0,0.0,2.260644527,2.260644527,25.881818029,0.0,0.560163093,4.953900214,95.79159488799999,4.393763913,21.884904445,0.0,1.549235748,19.709669046000002,1.808291839,2.109398841,1.291870106,1.63673485,1.7442412280000001,0.560163093,1.291870106,19.357265052,1.291870106,1.227819495,92.365168695,6.721825801,2.884858231,0.0,0.560163093,2.8411058540000003,1.291870106,0.516421733,0.516421733,20.077545302,9.85453846,2.153138149,5.148894677,1.032825032,17.44490396,0.516421733,38.921459158,4.477815077,0.516421733,3.70234956,2.455651996,3.961418971,0.0,13.882010141,0.560163093,2.109398841,47.850010248000004,0.560163093,0.0,1.120313117,0.0,16.281145454,21.406595283999998,0.0,0.516421733,11.007073218999999,0.0,19.291528545,2.240634118,0.560163093,1.076584826,80.291064356,1.032825032,0.0,0.516421733,0.516421733,1.032825032,0.0,22.677402049,0.0,1.120313117,1.808291839,3.2934513489999997,8.763770292,0.0,0.560163093,0.0,1.227819495,0.002912167,0.07823371600000001,0.005026111,0.061817928,0.041843473000000006,0.0,0.117066428,0.01280025,0.0,0.0,0.142257423,0.046094696,0.480769063,0.0,0.061727282,0.291040897,0.967674073,0.0,0.0,0.100167978,2.0,2.0,"[0, 1]"
86x86,1.291870106,0.0,6.331273681,10.469347903,0.0,1.227819495,10.6439411,10.275650755000001,0.0,0.560163093,20.360050619,0.560163093,1.291870106,1.227819495,0.0,11.118623773,19.563793644,0.560163093,5.279715953,2.455651996,1.120313117,5.471422253,0.560163093,0.560163093,8.962308815,7.520350071,0.560163093,12.346443268,2.519689601,1.120313117,2.348132612,0.560163093,21.308321424,6.65582858,1.120313117,0.0,0.0,5.10344118,0.0,0.560163093,0.0,0.560163093,37.573310227,1.7879825880000002,1.227819495,56.405659240000006,5.279715953,11.118623773,7.520350071,2.583686412,0.0,0.0,0.0,0.0,0.0,1.227819495,1.227819495,48.268793562,0.0,0.560163093,3.921075182,89.59461979,19.199307011,32.909170395000004,5.279715953,0.0,19.709669046000002,1.291870106,0.560163093,1.291870106,1.120313117,1.227819495,5.839879046,1.291870106,23.202429694,1.291870106,1.227819495,91.33234366299999,12.001541754,1.852033199,0.0,0.560163093,1.291870106,1.291870106,0.0,0.0,19.04472027,11.118623773,1.120313117,5.148894677,0.0,27.60275622,0.0,42.080089648,2.412183223,0.0,6.40002907,2.455651996,2.412183223,0.0,18.358057731,0.560163093,0.560163093,47.850010248000004,0.560163093,0.0,1.120313117,5.279715953,16.281145454,26.80095136,0.0,0.0,11.007073218999999,0.0,51.203734065,2.240634118,0.560163093,0.560163093,79.774642623,0.0,0.0,0.0,0.0,0.0,0.0,37.084863771,0.0,1.120313117,6.571586059,6.5075354480000005,5.148894677,0.0,0.560163093,0.0,1.227819495,0.002912167,0.12683165600000001,0.005026111,0.053617216,0.028072185,0.0,0.021738598,0.074578928,0.0,0.0,0.141253772,0.34470845499999997,0.480769063,0.0,0.09622335600000001,0.291040897,0.856647142,0.0,0.002601846,0.100167978,2.0,2.0,"[0, 2]"
87x87,1.291870106,0.0,6.331273681,11.348621447,0.879273544,2.98642755,15.919754179999998,4.995934802,0.0,0.560163093,18.59446018,4.077370171,1.291870106,2.107093039,0.0,5.835976173,22.197818466,1.439436637,1.758608055,3.33492554,1.999586661,6.350695797,1.439436637,0.560163093,9.841582359,17.188405458,1.439436637,10.580852829,4.278297656,1.120313117,3.2274061560000002,0.560163093,16.025673824000002,7.535102124,1.120313117,0.0,1.758608055,5.10344118,0.0,0.560163093,0.879273544,1.439436637,21.734942097,2.6672561320000003,2.98642755,56.405659240000006,0.0,1.439436637,2.240634118,2.583686412,8.792870241,0.0,0.879273544,27.25530502,0.879273544,2.107093039,10.020689736,19.225336322,0.0,1.439436637,4.800348726,90.473893334,6.878145959,2.107093039,0.0,2.63789366,19.709669046000002,1.291870106,0.560163093,2.17114365,1.120313117,2.107093039,2.318771148,1.291870106,12.643969014,1.291870106,2.107093039,101.00567520599999,6.721825801,2.731306743,0.0,1.439436637,2.17114365,3.050478161,0.879273544,0.0,20.803328325,2.318771148,1.120313117,9.545367571,0.879273544,21.437719633,0.0,32.388445387999994,2.412183223,0.879273544,5.516786011000001,2.455651996,3.291456767,0.0,6.916162495,2.318771148,5.835976173,47.850010248000004,1.439436637,0.0,1.120313117,0.879273544,16.281145454,20.638963574,0.0,1.758608055,11.007073218999999,1.758608055,16.87604959,2.240634118,0.560163093,0.560163093,79.774642623,2.63789366,0.879273544,0.0,0.0,9.673331543,0.0,25.637437554,0.0,1.120313117,2.17114365,3.865713155,6.0281682210000005,0.0,4.077370171,0.0,1.227819495,0.002912167,0.088415424,0.005026111,0.100586643,0.025491347,0.0,0.0,0.021775469,0.0,0.0,0.141346753,0.046094696,1.174638765,0.0,0.200666064,0.291040897,0.878435957,0.0,0.0,0.150077803,2.0,2.0,"[0, 3]"
88x88,1.652656631,0.0,7.052864746,41.858531403,1.443149259,1.58860602,13.530274008,12.933310199000001,0.360786525,0.9209496180000001,11.244739198,2.364111382,1.291870106,2.310199572,12.98942937,11.023208163,42.424779041,2.003312352,2.16475431,2.816438521,1.481099642,6.193013318,0.9209496180000001,0.560163093,9.68389988,2.240634118,0.560163093,1.7879825880000002,3.241280666,1.120313117,2.708919137,3.0856572559999997,18.326358928,8.098977839,1.120313117,0.0,0.360786525,14.483504433,0.0,0.560163093,0.360786525,0.560163093,22.456533162,1.7879825880000002,1.58860602,56.405659240000006,0.360786525,4.5288313360000005,5.126967026,24.950527232,8.298223906,0.721591065,0.0,0.721591065,0.360786525,2.310199572,2.670968754,22.360113987000002,0.0,0.560163093,4.642666247,94.284852135,6.247271789,7.722100960000001,3.968668243,0.0,20.431260111,2.374250183,0.560163093,1.291870106,1.120313117,3.3925738050000005,0.560163093,2.013461171,13.365560079,1.291870106,1.227819495,94.21867657099999,15.742570554,2.212819724,0.0,2.724917403,1.652656631,1.291870106,0.360786525,0.0,19.405506795,9.580907846,1.481099642,5.8704857420000005,1.443149259,20.062611996,0.721591065,23.620654905,16.843393883,0.0,2.9242614060000003,2.455651996,3.8553324819999997,0.360786525,7.570729268999999,0.560163093,0.9209496180000001,47.850010248000004,2.364111382,1.082380077,1.481099642,0.0,20.249813697,23.818988863999998,0.360786525,0.0,11.007073218999999,0.721591065,14.3741093,2.240634118,0.560163093,0.560163093,80.135429148,1.443149259,0.360786525,0.360786525,0.721591065,0.0,1.443149259,23.179908687,0.0,9.418537023,2.374250183,4.114152403,6.952842966,0.360786525,1.281754158,0.0,2.310199572,0.002912167,0.078962289,0.005026111,0.053617216,0.104301438,0.0,0.001710878,0.01280025,0.0,0.0,0.122485911,0.046094696,0.480769063,0.0,0.050427299,0.440678605,0.732823226,0.743130894,0.0,0.100167978,2.0,2.0,"[0, 4]"
89x89,1.291870106,0.516421733,8.913310123999999,13.559371808,0.0,1.7442412280000001,3.614875615,25.682031457999997,0.0,0.0,14.627386029,0.0,1.291870106,2.260644527,0.516421733,26.05147363,13.479921424,0.516421733,5.796137686,2.455651996,1.032825032,4.91125916,0.516421733,0.0,0.0,5.279715953,0.516421733,14.368316618,3.036111334,0.0,1.227819495,0.0,17.466796045,7.5574008919999995,0.516421733,0.0,0.0,6.652676928,0.0,0.0,0.516421733,0.516421733,19.649874037,1.227819495,1.227819495,56.405659240000006,5.279715953,17.788274301999998,9.411046598,6.715017057000001,2.065631854,0.516421733,0.516421733,0.0,0.0,2.260644527,2.260644527,43.559412679000005,0.0,0.0,1.032825032,85.14765378799999,16.871193162,53.566255345,5.279715953,1.549235748,19.709669046000002,1.808291839,1.549235748,1.291870106,0.516421733,1.7442412280000001,5.279715953,1.291870106,25.99465055,1.291870106,1.227819495,91.805005602,5.279715953,2.324695138,0.0,0.0,2.8411058540000003,1.291870106,0.516421733,0.516421733,1.032825032,19.852836047,1.032825032,1.227819495,1.032825032,21.518884,0.516421733,54.674328198,3.3575019599999996,0.516421733,7.861752396,2.455651996,2.8411058540000003,0.0,29.720378271,0.0,1.549235748,47.289847155000004,0.0,0.0,0.0,5.279715953,16.281145454,15.722565284,0.0,0.516421733,9.886760101999998,0.0,52.57064498,0.0,0.0,0.516421733,79.730901263,1.032825032,0.0,0.516421733,0.516421733,1.032825032,0.0,30.353743399000003,0.0,0.0,7.088007792,8.573167302,4.84269511,0.0,0.0,0.0,1.227819495,0.0,0.09034432,0.005026111,0.029589062,0.04442431100000001,0.0,0.138805026,0.061778678,0.0,0.0,0.126243721,0.34470845499999997,0.480769063,0.0,0.05709604,0.291040897,0.909436165,0.0,0.002601846,0.100167978,2.0,2.0,"[1, 2]"
90x90,1.291870106,0.516421733,8.913310123999999,14.438645352,0.879273544,3.502849283,8.890688695,20.402315504999997,0.0,0.0,12.86179559,3.517207078,1.291870106,3.1399180710000003,0.516421733,20.76882603,16.113946246,1.3956952770000002,2.2750297880000003,3.33492554,1.912098576,5.790532704,1.3956952770000002,0.0,0.879273544,14.94777134,1.3956952770000002,12.602726179,4.794719389,0.0,2.107093039,0.0,12.184148445,8.436674435999999,0.516421733,0.0,1.758608055,6.652676928,0.0,0.0,1.3956952770000002,1.3956952770000002,3.811505907,2.107093039,2.98642755,56.405659240000006,0.0,8.109087166,4.131330645,6.715017057000001,10.858502094999999,0.516421733,1.3956952770000002,27.25530502,0.879273544,3.1399180710000003,11.053514768,14.515955439,0.0,0.879273544,1.912098576,86.02692733199999,4.55003211,22.764177989,0.0,4.1871294080000006,19.709669046000002,1.808291839,1.549235748,2.17114365,0.516421733,2.623514772,1.758608055,1.291870106,15.43618987,1.291870106,2.107093039,101.478337145,0.0,3.203968682,0.0,0.879273544,3.7203793980000004,3.050478161,1.3956952770000002,0.516421733,2.791433087,11.052983422,1.032825032,5.624292389000001,1.912098576,15.353847413,0.516421733,44.982683937999994,3.3575019599999996,1.3956952770000002,6.978509337,2.455651996,3.7203793980000004,0.0,18.278483035,1.758608055,6.825048828,47.289847155000004,0.879273544,0.0,0.0,0.879273544,16.281145454,9.560577498,0.0,2.2750297880000003,9.886760101999998,1.758608055,18.242960505,0.0,0.0,0.516421733,79.730901263,3.6707186920000003,0.879273544,0.516421733,0.516421733,10.706156575,0.0,18.906317182000002,0.0,0.0,2.687565383,5.931345008999999,5.721968654,0.0,3.517207078,0.0,1.227819495,0.0,0.051928088,0.005026111,0.07655848900000001,0.041843473000000006,0.0,0.117066428,0.008975219,0.0,0.0,0.126336702,0.046094696,1.174638765,0.0,0.161538748,0.291040897,0.9312249800000001,0.0,0.0,0.150077803,2.0,2.0,"[1, 3]"
