coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,ODMature1,Ependymal,ODMature1 Ependymal
34x34,0.0,0.0,3.236413399,6.216336486,4.035898404,78.528756811,5.628223479,2.921320852,2.55410292,1.592270605,15.656412616,3.766069913,0.92774684,0.0,0.851356265,0.0,15.696775961,5.260932963,19.946421759,0.851356265,85.94360013400001,8.057158896,0.851356265,0.92774684,0.664523765,0.0,1.779103105,0.0,4.921306163000001,0.0,1.702713432,0.92774684,3.5094935510000003,6.6807161619999995,0.664523765,0.0,7.967857200000001,4.9977178,0.92774684,0.851356265,20.835335880000002,7.400720282,4.243770019,0.0,0.0,2.55410292,1.855485768,2.2568032110000003,0.0,27.095403796,0.851356265,1.855485768,0.0,7.306363297000001,0.851356265,15.2609571,0.664523765,4.810906131,3.4818497600000002,2.180412636,2.844930277,20.127433376,5.943316928,14.305642603999999,0.664523765,3.4818497600000002,0.851356265,2.6304602719999997,1.779103105,0.0,21.1459722,8.411521774,0.0,0.0,131.655023145,0.0,2.3672371969999997,40.052724968,1.51588003,5.503067966,1.592270605,5.1845292380000005,6.078311999,0.92774684,1.779103105,1.702713432,8.5983613,3.7141135050000003,5.316260017,1.855485768,1.51588003,6.109021995,1.702713432,7.351954039,2.2568032110000003,0.664523765,0.851356265,16.452169663,0.664523765,4.486006634,2.786366665,0.851356265,4.222722965,0.0,5.866898982,0.0,0.0,0.0,3.987122086,13.170159206,0.0,1.329056371,81.31797264,0.92774684,3.450884306,0.0,0.0,1.702713432,3.0495808990000004,17.680098372,14.932324065,8.867823197,0.0,1.51588003,0.664523765,8.448641615,0.851356265,1.457310294,0.0,4.486006634,7.493211443,8.522002254,0.851356265,2.55410292,42.225233812,0.0,0.23030984799999998,0.059593208,0.147452303,0.223201486,0.238232154,2.118923463,2.208168781,0.045532046,0.0,0.10104786,0.035893242,2.275237871,0.0,0.128784567,0.25991227199999994,0.14889258900000002,0.02453911,0.08021223699999999,0.075526214,2.0,2.0,"[[0, 1], [3, 4]]"
35x35,0.274911387,6.7749544760000004,2.886511884,5.603712302,2.566128566,43.967085262,9.593225753,16.53460146,0.0,1.076898695,18.612422813000002,2.120844209,0.0,0.137454413,2.120844209,3.3874927009999998,12.981696531,2.228754202,7.422480225,19.911038381,38.835274127,14.725583007,0.41237493,0.274911387,1.214339265,0.687252188,0.41237493,0.687252188,3.276126723,0.137454413,0.5498155,0.137454413,9.12868133,13.13698454,0.664523765,0.137454413,12.547963834,2.893277967,0.41237493,0.5498155,27.768895637,0.137454413,1.466510784,0.41237493,0.274911387,1.649476062,0.687252188,3.44990058,0.0,13.600172844000001,0.0,0.274911387,0.0,6.968083630999999,2.061822428,21.995068548,1.076898695,9.203653925,13.549345441,2.841058482,1.993574012,10.355548419,5.802536492,16.136443833,0.664523765,0.0,0.41237493,0.41237493,0.0,0.274911387,24.068408363000003,5.292500315,0.41237493,0.687252188,175.300243542,0.0,1.214339265,40.327864829,0.9394351519999999,6.635101497,0.664523765,1.099616611,4.375815525,0.0,0.5498155,0.41237493,2.291241591,1.878871871,5.316260017,1.404056937,0.8019781779999999,7.597286717,0.0,8.68679777,2.870553878,0.664523765,0.5498155,27.95602678,3.1977290610000004,9.386598336,1.466510784,0.137454413,3.335165749,0.137454413,4.29060831,6.362579546,0.0,0.0,10.349701632,17.128118808,0.41237493,1.603967758,51.190074441,0.5498155,6.3727869980000005,0.137454413,0.137454413,0.5498155,1.764140376,6.4376629460000006,3.848752315,13.121621707,0.991682007,1.076898695,0.664523765,11.691425829,0.824735831,0.0,0.274911387,3.190945424,10.928091356,3.8032178450000003,0.137454413,0.274911387,41.750870804,0.0,0.28220393099999996,0.065750451,0.10482416,0.223201486,0.283094101,0.968776341,3.0015869,0.013825942,0.0,0.141344549,0.046678036,2.919167519,0.010793173,0.157036091,0.2043185,0.125210894,0.031361701,0.09276049,0.075526214,2.0,2.0,"[[0, 2], [0, 1]]"
36x36,0.38640463,6.7489841760000004,0.772801049,7.7328145909999995,1.715461001,52.960543352,8.742558188,24.982929777,0.0,1.4373248140000001,18.798867273,1.983389796,0.0,0.38640463,3.5289888449999998,3.3615224009999998,13.435326261,2.923722744,3.091287509,20.245537991,43.402077067,12.559890295999999,1.159235441,0.38640463,1.0509283950000001,1.545599049,0.772801049,1.932040737,4.915015752,0.38640463,0.38640463,0.0,10.321523852,14.270208659,0.664523765,0.0,12.158683292,2.4290068209999998,0.0,0.38640463,27.88038888,0.0,2.10185742,0.0,0.0,0.38640463,0.38640463,4.085247216,0.38640463,13.109932223000001,0.38640463,0.772801049,0.0,6.176960869999999,0.38640463,23.016849576,1.0509283950000001,10.756948067,13.497410659,1.715461001,3.152809453,7.6813749520000005,5.242173994,15.568341617000002,0.664523765,1.159235441,0.0,0.38640463,0.0,0.38640463,22.657399749000003,4.698418645,0.38640463,0.38640463,145.55478465200002,0.0,0.664523765,39.183957147,0.664523765,7.021506127,1.0509283950000001,0.772801049,3.755811274,0.38640463,0.772801049,0.0,4.0339010040000005,1.715461001,5.316260017,2.150917448,0.664523765,8.180700546,0.0,10.102623862,3.093539427,0.664523765,1.545599049,25.927796026,3.807149002,7.908178595,2.10185742,0.0,4.966323229,0.38640463,5.628577719,7.135380595,0.0,0.772801049,10.736106262,18.131605854,0.38640463,1.715461001,50.863258879,0.0,6.3468166980000005,0.38640463,0.0,0.0,1.4373248140000001,4.528595822,6.56885177,12.390073456,0.991682007,1.823759206,0.664523765,17.933613575,0.38640463,0.772801049,0.0,2.923722744,9.28630229,1.715461001,0.0,0.0,38.055017063,0.0,0.173306508,0.042372631,0.116650333,0.223201486,0.18816476699999998,0.968776341,2.209276111,0.013825942,0.0,0.19102480500000002,0.046678036,1.93631128,0.010793173,0.14223555799999998,0.24480871399999998,0.25464786500000003,0.216338917,0.071137196,0.092497521,2.0,2.0,"[[0, 2], [0, 2]]"
37x37,0.0,6.362579546,0.851356265,6.344240513999999,2.180412636,56.189365941999995,9.207509823,15.709865629,2.55410292,0.664523765,17.645915773,2.8347460609999997,0.0,0.0,2.8347460609999997,2.975117771,12.511780661000001,4.3971292019999995,11.0670191,19.937658815,48.171075297,14.419738442,0.851356265,0.0,0.664523765,0.0,0.851356265,0.0,4.921306163000001,0.0,1.702713432,0.0,8.468035484,13.575965875,0.664523765,0.0,10.619361944000001,5.061652967,0.0,0.851356265,27.49398425,1.702713432,1.329056371,0.0,0.0,2.55410292,0.0,3.312446167,0.0,14.504799702000001,0.851356265,0.0,0.0,8.888144219,0.851356265,21.857614135,0.664523765,9.833402466999999,15.27871253,2.180412636,2.844930277,10.320373051,2.694395439,14.952645381,0.664523765,2.55410292,0.851356265,1.702713432,0.851356265,0.0,23.128658346,2.844930277,0.0,0.0,182.821961542,0.0,2.3672371969999997,40.735894912,1.51588003,7.486457762,0.664523765,4.256782398,2.3672371969999997,0.0,0.851356265,1.702713432,3.031769803,1.329056371,5.316260017,0.991682007,1.51588003,6.635101497,1.702713432,7.476331607,2.320738378,0.664523765,0.851356265,28.638979374999998,2.647913561,8.065292978,1.329056371,0.851356265,4.3506269930000006,0.0,3.545784927,6.362579546,0.0,0.0,10.349701632,17.208060254000003,0.0,1.329056371,50.09045783,0.0,5.960412068,0.0,0.0,1.702713432,0.664523765,7.475404382,9.365732568,11.387942254999999,0.991682007,1.51588003,0.664523765,13.997256412999999,0.851356265,0.0,0.0,2.694395439,12.462415862,3.883159291,0.851356265,2.55410292,41.001825623,0.0,0.2328418,0.042372631,0.11852966599999999,0.223201486,0.253188431,0.968776341,2.6503486450000002,0.013825942,0.0,0.170695228,0.046678036,2.52560976,0.010793173,0.149771673,0.205923537,0.125210894,0.031361701,0.068761215,0.075526214,2.0,2.0,"[[0, 2], [0, 3]]"
38x38,0.0,6.362579546,0.92774684,6.49701285,3.1845421390000004,55.067902002,11.13944676,16.637612469,0.0,1.592270605,22.666929533999998,1.983389796,0.92774684,0.0,1.983389796,2.975117771,13.668752543000002,2.847167775,7.422092365,19.08630255,50.756937857000004,11.014291247,0.0,0.92774684,0.664523765,0.0,0.92774684,0.0,0.664523765,0.0,0.0,0.92774684,7.616679219,12.72460961,0.664523765,0.0,10.073654348,2.583952612,0.92774684,0.0,27.49398425,2.783293202,1.329056371,0.0,0.0,0.0,1.855485768,4.240193007,0.0,11.950696782000001,0.0,1.855485768,0.0,5.559108661,0.0,21.857614135,0.664523765,8.207046387,13.65235645,1.329056371,1.993574012,11.007887317,3.774975209,13.249931949,0.664523765,0.92774684,0.0,0.92774684,0.92774684,0.0,25.442596402000003,7.560165509,0.0,0.0,174.713740572,0.0,0.664523765,40.190187316,0.664523765,6.635101497,1.592270605,0.92774684,4.375598567,0.92774684,0.92774684,0.0,6.895647868,2.2568032110000003,5.316260017,2.847167775,0.664523765,6.635101497,0.0,7.552722182,3.248485218,0.664523765,0.0,30.876478442,2.647913561,9.145872748,1.329056371,0.0,4.5033993290000005,0.0,2.847167775,6.362579546,0.0,0.0,10.349701632,15.581704174,0.0,1.329056371,51.018204669999996,0.92774684,5.960412068,0.0,0.0,0.0,1.592270605,10.869217755000001,5.566591497,10.612975662999999,0.991682007,0.664523765,0.664523765,11.519556058,0.0,0.0,0.0,3.774975209,8.282008393,5.967899334,0.0,0.0,41.613037371,0.0,0.26437597999999995,0.076564217,0.121887109,0.223201486,0.27474062099999996,0.968776341,2.8138762799999997,0.013825942,0.0,0.14285993800000002,0.046678036,2.530531807,0.010793173,0.12344349399999999,0.2043185,0.125210894,0.054383293,0.113226595,0.075526214,2.0,2.0,"[[0, 2], [0, 4]]"
39x39,0.6613160170000001,0.79877956,3.659312933,8.694999810999999,2.952533196,67.174235252,3.6170508370000003,13.083055997999999,0.0,1.849699744,11.297547101,2.120844209,0.0,0.5238590430000001,3.666443258,3.7738973309999997,16.459345051,4.1607949390000005,10.513767734,1.9839712720000002,66.864278541,9.90860251,1.571610371,0.6613160170000001,1.600743895,2.232851237,1.185175979,2.619292925,7.52661871,0.5238590430000001,0.93622013,0.137454413,11.833525963,1.957973979,0.664523765,0.137454413,11.981488034,3.666079016,0.41237493,0.93622013,28.155300267,0.137454413,2.239311833,0.41237493,0.274911387,2.035880692,1.073656818,4.222701629,0.38640463,14.759408285000001,0.38640463,1.047712436,0.0,8.513682679999999,2.448227058,23.154303989,1.463303325,12.681302445,1.59753688,3.227463112,3.152809453,15.378786085,10.053028479,18.454853501000002,0.664523765,1.159235441,0.41237493,0.79877956,0.0,0.6613160170000001,15.980694465000003,7.997344948,0.79877956,1.073656818,94.569137852,0.0,1.214339265,36.670129916,0.9394351519999999,7.021506127,1.0509283950000001,1.87241766,7.467103034,0.38640463,1.3226165490000001,0.41237493,4.996086224,2.265276501,5.316260017,2.563292378,0.8019781779999999,9.142885766000001,0.0,12.16444629,3.643354927,0.664523765,2.095414549,10.415323279,4.356964502,4.569617839,2.239311833,0.137454413,5.653575417000001,0.5238590430000001,8.927504022,0.772801049,0.0,0.772801049,4.373526716,14.243187782,0.79877956,1.990372388,51.96287549,0.5498155,6.759191628000001,0.5238590430000001,0.137454413,0.5498155,2.536941425,10.301735003000001,10.417604085,9.463886794,0.991682007,2.236134136,0.664523765,19.033230186,1.211140461,0.772801049,0.274911387,5.122986161,6.497552547,4.189622475,0.137454413,0.274911387,39.252363315000004,0.0,0.188602507,0.065750451,0.132194712,0.223201486,0.18156197,0.968776341,1.9548068669999998,0.013825942,0.0,0.180695936,0.046678036,2.074575103,0.010793173,0.154841049,0.24480871399999998,0.246709444,0.216338917,0.071277693,0.092497521,2.0,2.0,"[[0, 2], [1, 2]]"
40x40,0.274911387,0.41237493,3.7378681489999996,7.306425733999999,3.4174848310000003,70.403057842,4.082002472,3.80999185,2.55410292,1.076898695,10.144595601,2.972200474,0.0,0.137454413,2.972200474,3.3874927009999998,15.535799451,5.634201397,18.489499325,1.676092096,71.633276771,11.768450655999999,1.2637311949999999,0.274911387,1.214339265,0.687252188,1.2637311949999999,0.687252188,7.532909121,0.137454413,2.2525289319999997,0.137454413,9.980037594999999,1.2637311949999999,0.664523765,0.137454413,10.442166686,6.298725162,0.41237493,1.401171765,27.768895637,1.8401678449999999,1.466510784,0.41237493,0.274911387,4.203578982,0.687252188,3.44990058,0.0,16.154275764,0.851356265,0.274911387,0.0,11.224866029,2.913178693,21.995068548,1.076898695,11.757756845,3.378838751,3.692414747,2.844930277,18.017784184,7.505249923999999,17.839157265,0.664523765,2.55410292,1.2637311949999999,2.115088362,0.851356265,0.274911387,16.451953062,6.14385658,0.41237493,0.687252188,131.836314742,0.0,2.917052697,38.222067681,1.7907914169999999,7.486457762,0.664523765,5.356399009,6.078528957,0.0,1.401171765,2.115088362,3.993955023,1.878871871,5.316260017,1.404056937,1.6533344429999999,7.597286717,1.702713432,9.538154035,2.870553878,0.664523765,1.401171765,13.126506628000001,3.1977290610000004,4.726732222,1.466510784,0.9888106779999999,5.037879181,0.137454413,6.84471123,0.0,0.0,0.0,3.987122086,13.319642182,0.41237493,1.603967758,51.190074441,0.5498155,6.3727869980000005,0.137454413,0.137454413,2.2525289319999997,1.764140376,13.248543563,13.214484883,8.461755593,0.991682007,1.9282549599999999,0.664523765,15.096873024,1.676092096,0.0,0.274911387,4.893658856,9.673666119,6.357320765000001,0.9888106779999999,2.829014307,42.199171875000005,0.0,0.248137799,0.065750451,0.134074045,0.223201486,0.246585634,0.968776341,2.395879401,0.013825942,0.0,0.160366359,0.046678036,2.663873583,0.010793173,0.16237716400000002,0.205923537,0.117272473,0.031361701,0.068901712,0.075526214,2.0,2.0,"[[0, 2], [1, 3]]"
41x41,0.274911387,0.41237493,3.814258724,7.45919807,4.421614334,69.281593902,6.013939409000001,4.73773869,0.0,2.004645535,15.165609362,2.120844209,0.92774684,0.137454413,2.120844209,3.3874927009999998,16.692771333,4.0842399700000005,14.84457259,0.824735831,74.21913933100001,8.363003461,0.41237493,1.202658227,1.214339265,0.687252188,1.3401217699999999,0.687252188,3.276126723,0.137454413,0.5498155,1.065201253,9.12868133,0.41237493,0.664523765,0.137454413,9.89645909,3.8210248069999997,1.3401217699999999,0.5498155,27.768895637,2.920747615,1.466510784,0.41237493,0.274911387,1.649476062,2.542737956,4.37764742,0.0,13.600172844000001,0.0,2.1303971550000003,0.0,7.895830470999999,2.061822428,21.995068548,1.076898695,10.131400764999999,1.752482671,2.841058482,1.993574012,18.70529845,8.585829694,16.136443833,0.664523765,0.92774684,0.41237493,1.3401217699999999,0.92774684,0.274911387,18.765891118000003,10.859091811999999,0.41237493,0.687252188,123.728093772,0.0,1.214339265,37.676360085,0.9394351519999999,6.635101497,1.592270605,2.0273634510000003,8.086890327,0.92774684,1.47756234,0.41237493,7.857833088,2.806618711,5.316260017,3.2595427050000003,0.8019781779999999,7.597286717,0.0,9.61454461,3.798300718,0.664523765,0.5498155,15.364005695000001,3.1977290610000004,5.807311992,1.466510784,0.137454413,5.190651517,0.137454413,6.146094078,0.0,0.0,0.0,3.987122086,11.693286102,0.41237493,1.603967758,52.117821281,1.47756234,6.3727869980000005,0.137454413,0.137454413,0.5498155,2.691887216,16.642356936000002,9.415343812,7.686789001,0.991682007,1.076898695,0.664523765,12.619172669,0.824735831,0.0,0.274911387,5.974238626,5.4932586500000005,8.442060808,0.137454413,0.274911387,42.810383623,0.0,0.27967197899999996,0.09994203700000001,0.137431488,0.223201486,0.26813782399999997,0.968776341,2.5594070359999996,0.013825942,0.0,0.132531069,0.046678036,2.66879563,0.010793173,0.136048985,0.2043185,0.117272473,0.054383293,0.113367092,0.075526214,2.0,2.0,"[[0, 2], [1, 4]]"
42x42,0.38640463,0.38640463,1.624157314,9.435528023,2.566817266,79.396515932,3.231334907,12.258320166999999,2.55410292,1.4373248140000001,10.331040061,2.8347460609999997,0.0,0.38640463,4.3803451099999995,3.3615224009999998,15.989429181,6.329169939,14.158306609,2.010591706,76.200079711,9.602757945,2.010591706,0.38640463,1.0509283950000001,1.545599049,1.624157314,1.932040737,9.17179815,0.38640463,2.089118062,0.0,11.172880117,2.396955314,0.664523765,0.0,10.052886144,5.834454016,0.0,1.237760895,27.88038888,1.702713432,2.10185742,0.0,0.0,2.94050755,0.38640463,4.085247216,0.38640463,15.664035143000001,1.237760895,0.772801049,0.0,10.433743268,1.237760895,23.016849576,1.0509283950000001,13.311050987,3.326903969,2.566817266,4.004165718,15.343610717,6.944887425999999,17.271055049,0.664523765,3.713338361,0.851356265,2.089118062,0.851356265,0.38640463,15.040944448000001,5.54977491,0.38640463,0.38640463,102.090855852,0.0,2.3672371969999997,37.078159999,1.51588003,7.872862392,1.0509283950000001,5.029583447,5.458524706,0.38640463,1.624157314,1.702713432,5.736614436,1.715461001,5.316260017,2.150917448,1.51588003,8.180700546,1.702713432,10.953980127,3.093539427,0.664523765,2.396955314,11.098275874,3.807149002,3.248312481,2.10185742,0.851356265,6.669036661,0.38640463,8.182680639,0.772801049,0.0,0.772801049,4.373526716,14.323129228,0.38640463,1.715461001,50.863258879,0.0,6.3468166980000005,0.38640463,0.0,1.702713432,1.4373248140000001,11.339476438999998,15.934584338,7.730207342,0.991682007,2.675115471,0.664523765,21.33906077,1.237760895,0.772801049,0.0,4.626436176,8.031877052999999,4.269563921,0.851356265,2.55410292,38.503318134000004,0.0,0.139240376,0.042372631,0.145900218,0.223201486,0.1516563,0.968776341,1.6035686120000001,0.013825942,0.0,0.21004661500000002,0.046678036,1.6810173439999998,0.010793173,0.147576631,0.246413751,0.246709444,0.216338917,0.047278418,0.092497521,2.0,2.0,"[[0, 2], [2, 3]]"
43x43,0.38640463,0.38640463,1.700547889,9.588300359,3.570946769,78.275051992,5.1632718440000005,13.186067006999998,0.0,2.3650716540000003,15.352053821999998,1.983389796,0.92774684,0.38640463,3.5289888449999998,3.3615224009999998,17.146401063,4.779208512,10.513379874,1.159235441,78.78594227100001,6.19731075,1.159235441,1.31415147,1.0509283950000001,1.545599049,1.700547889,1.932040737,4.915015752,0.38640463,0.38640463,0.92774684,10.321523852,1.545599049,0.664523765,0.0,9.507178548,3.356753661,0.92774684,0.38640463,27.88038888,2.783293202,2.10185742,0.0,0.0,0.38640463,2.2418903980000002,5.012994056,0.38640463,13.109932223000001,0.38640463,2.628286817,0.0,7.10470771,0.38640463,23.016849576,1.0509283950000001,11.684694906999999,1.700547889,1.715461001,3.152809453,16.031124982999998,8.025467196,15.568341617000002,0.664523765,2.086982281,0.0,1.31415147,0.92774684,0.38640463,17.354882504000003,10.265010142000001,0.38640463,0.38640463,93.982634882,0.0,0.664523765,36.532452403,0.664523765,7.021506127,1.978675235,1.700547889,7.466886076,1.31415147,1.700547889,0.0,9.600492501000002,2.6432078409999997,5.316260017,4.006403216,0.664523765,8.180700546,0.0,11.030370701999999,4.021286267,0.664523765,1.545599049,13.335774941,3.807149002,4.328892251,2.10185742,0.0,6.821808997000001,0.38640463,7.484063487,0.772801049,0.0,0.772801049,4.373526716,12.696773148,0.38640463,1.715461001,51.791005719,0.92774684,6.3468166980000005,0.38640463,0.0,0.0,2.3650716540000003,14.733289812,12.135443267,6.955240750000001,0.991682007,1.823759206,0.664523765,18.861360415,0.38640463,0.772801049,0.0,5.707015946,3.851469584,6.354303964,0.0,0.0,39.114529882,0.0,0.170774556,0.076564217,0.14925766099999999,0.223201486,0.17320849,0.968776341,1.767096247,0.013825942,0.0,0.18221132500000004,0.046678036,1.6859393909999998,0.010793173,0.121248452,0.24480871399999998,0.246709444,0.239360509,0.091743798,0.092497521,2.0,2.0,"[[0, 2], [2, 4]]"
44x44,0.0,0.0,1.779103105,8.199726281999999,4.035898404,81.50387458200001,5.628223479,3.9130028589999997,2.55410292,1.592270605,14.199102322,2.8347460609999997,0.92774684,0.0,2.8347460609999997,2.975117771,16.222855463000002,6.25261497,18.489111465,0.851356265,83.554940501,8.057158896,0.851356265,0.92774684,0.664523765,0.0,1.779103105,0.0,4.921306163000001,0.0,1.702713432,0.92774684,8.468035484,0.851356265,0.664523765,0.0,7.967857200000001,5.989399807,0.92774684,0.851356265,27.49398425,4.486006634,1.329056371,0.0,0.0,2.55410292,1.855485768,4.240193007,0.0,14.504799702000001,0.851356265,1.855485768,0.0,9.815891059,0.851356265,21.857614135,0.664523765,10.761149306999998,3.4818497600000002,2.180412636,2.844930277,18.670123082,5.477688641,14.952645381,0.664523765,3.4818497600000002,0.851356265,2.6304602719999997,1.779103105,0.0,17.826141101,8.411521774,0.0,0.0,131.24981177200002,0.0,2.3672371969999997,38.084390168,1.51588003,7.486457762,1.592270605,5.1845292380000005,6.078311999,0.92774684,1.779103105,1.702713432,8.5983613,2.2568032110000003,5.316260017,2.847167775,1.51588003,6.635101497,1.702713432,8.404078447,3.248485218,0.664523765,0.851356265,16.04695829,2.647913561,4.486006634,1.329056371,0.851356265,6.206112761000001,0.0,5.401270695,0.0,0.0,0.0,3.987122086,11.773227548,0.0,1.329056371,51.018204669999996,0.92774684,5.960412068,0.0,0.0,1.702713432,1.592270605,17.680098372,14.932324065,5.953109549,0.991682007,1.51588003,0.664523765,14.925003252999998,0.851356265,0.0,0.0,5.477688641,7.0275831559999995,8.522002254,0.851356265,2.55410292,42.061338442,0.0,0.23030984799999998,0.076564217,0.151136994,0.223201486,0.238232154,0.968776341,2.208168781,0.013825942,0.0,0.161881748,0.046678036,2.275237871,0.010793173,0.128784567,0.205923537,0.117272473,0.054383293,0.089367817,0.075526214,2.0,2.0,"[[0, 2], [3, 4]]"
45x45,0.994086042,6.7749544760000004,2.886511884,5.777870788,2.566128566,41.711142146,9.593225753,16.981291663,2.157548282,2.515270905,18.612422813000002,0.137454413,0.0,0.137454413,0.137454413,0.41237493,16.751823775000002,1.237072195,7.422480225,21.349410591,37.571058986,15.444757661999999,0.41237493,0.274911387,6.967856305000001,7.879064626,1.131549585,1.406426843,3.276126723,0.137454413,0.5498155,1.575826623,5.6085116070000005,13.13698454,0.664523765,0.137454413,12.547963834,2.620770615,0.41237493,0.5498155,27.450976897,0.137454413,5.062510572000001,1.85074714,0.274911387,1.649476062,0.687252188,5.062510572000001,0.0,25.282388598,0.0,0.994086042,0.0,7.316327953,2.780997083,17.460780796,2.515270905,14.040321629000001,13.549345441,2.841058482,3.431946222,12.513096701,5.53002914,9.641144111,0.664523765,0.719174655,0.41237493,1.131549585,0.0,0.274911387,31.609919587,8.888500103,1.131549585,0.687252188,172.052580141,0.0,1.214339265,32.623869059,0.9394351519999999,4.651711701,0.664523765,2.537988821,5.09499018,0.0,0.5498155,0.41237493,3.7296138009999997,1.878871871,6.754632227,0.41237493,1.521152833,8.490666599,2.157548282,6.1583319240000005,1.878871871,0.664523765,0.5498155,23.989188723999998,1.214339265,10.105772991,1.466510784,0.137454413,1.351775953,1.575826623,3.298926303,7.081754201,0.0,0.719174655,10.349701632,17.749000825,0.41237493,1.603967758,83.77742768099999,0.5498155,8.878691143000001,1.575826623,0.137454413,0.5498155,1.764140376,8.595211228,5.287124525,22.470660145,0.0,1.076898695,0.664523765,6.634523575,0.824735831,0.0,0.274911387,3.637635627,11.374781559,7.399217633000001,1.575826623,0.274911387,48.182340574,0.00355112,0.291627405,0.048276656,0.124684608,0.223201486,0.312327806,1.740757551,3.0015869,0.013825942,0.0,0.361940705,0.035893242,3.2163766590000002,0.0,0.177244973,0.197628163,0.093665756,0.0,0.070681123,0.075526214,2.0,2.0,"[[0, 3], [0, 1]]"
46x46,1.1055792850000001,6.7489841760000004,0.772801049,7.906973077,1.715461001,50.704600236,8.742558188,25.42961998,2.157548282,2.875697024,18.798867273,0.0,0.0,0.38640463,1.545599049,0.38640463,17.205453505,1.932040737,3.091287509,21.683910201,42.137861926,13.279064950999999,1.159235441,0.38640463,6.804445435000001,8.737411487000001,1.4919757040000001,2.651215392,4.915015752,0.38640463,0.38640463,1.43837221,6.801354129,14.270208659,0.664523765,0.0,12.158683292,2.156499469,0.0,0.38640463,27.562470140000002,0.0,5.697857208,1.43837221,0.0,0.38640463,0.38640463,5.697857208,0.38640463,24.792147977,0.38640463,1.4919757040000001,0.0,6.525205192,1.1055792850000001,18.482561824,2.489300605,15.593615771,13.497410659,1.715461001,4.591181663,9.838923234,4.969666642,9.073041895,0.664523765,1.878410096,0.0,1.1055792850000001,0.0,0.38640463,30.198910973,8.294418433,1.1055792850000001,0.38640463,142.307121251,0.0,0.664523765,31.479961377,0.664523765,5.038116331,1.0509283950000001,2.211173259,4.474985929,0.38640463,0.772801049,0.0,5.472273213999999,1.715461001,6.754632227,1.159235441,1.38369842,9.074080428,2.157548282,7.574158016,2.10185742,0.664523765,1.545599049,21.96095797,1.823759206,8.62735325,2.10185742,0.0,2.9829334330000004,1.8247768400000002,4.636895712,7.85455525,0.0,1.4919757040000001,10.736106262,18.752487871,0.38640463,1.715461001,83.45061211899998,0.0,8.852720843,1.8247768400000002,0.0,0.0,1.4373248140000001,6.686144104,8.007223980000001,21.739111894,0.0,1.823759206,0.664523765,12.876711321,0.38640463,0.772801049,0.0,3.370412947,9.732992493,5.311460789000001,1.43837221,0.0,44.486486833,0.00355112,0.182729982,0.024898836,0.136510781,0.223201486,0.21739847199999998,1.740757551,2.209276111,0.013825942,0.0,0.411620961,0.035893242,2.23352042,0.0,0.16244444,0.238118377,0.223102727,0.184977216,0.049057829,0.092497521,2.0,2.0,"[[0, 3], [0, 2]]"
