coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Astrocyte,Ambiguous,permutationTracker
74x74,0.0,1.162867924,33.446239713999994,6.736705397,0.0,30.92253246,0.0,7.771354341,3.701213775,0.0,2.611033711,1.162867924,3.141758018,0.0,0.0,0.0,10.086112326,4.070140566,0.581430098,0.86668054,0.581430098,4.746814778,0.0,0.0,0.86668054,23.547454465,0.0,7.558743282,0.581430098,0.581430098,0.581430098,0.581430098,28.967037611999995,14.870370075,0.0,0.0,5.120684589,6.714658394000001,0.0,0.581430098,13.95546773,4.293644904000001,10.510617333999999,1.850624412,0.0,0.0,1.280184557,3.130808969,12.328191906,71.18481921,0.581430098,0.0,1.850624412,1.850624412,0.0,17.44165954,1.850624412,1.4481106380000002,0.0,1.162867924,1.280184557,9.683674078,9.347773438,0.581430098,0.0,0.0,1.733316984,1.162867924,0.0,0.0,2.907239205,2.896184908,0.86668054,0.86668054,61.235512392,0.0,1.733316984,17.834891092,14.061086571,29.07460971,0.581430098,1.162867924,10.417025808,0.0,0.0,0.581430098,1.744353171,1.162867924,6.798446664,0.0,2.43205451,10.678588631,1.861614655,23.834063814,6.323242574,0.0,6.714658394000001,5.233041235,4.282643873,8.173846453,1.162867924,0.0,3.701213775,0.86668054,7.643007698,0.0,0.581430098,0.581430098,0.581430098,6.977374856,0.0,0.86668054,23.650404002,2.029548464,19.866180126,0.0,0.0,10.534342441,0.0,3.1814093679999997,10.448883018,19.697780993,0.86668054,5.149324413,0.581430098,20.691525104,0.581430098,0.86668054,0.0,0.581430098,7.771354341,2.896184908,0.0,0.0,36.578832016999996,0.014057076,0.000251059,0.022251132,0.045190039,0.0,0.0,0.897710672,0.0,0.0,0.0,0.159410459,0.0,0.134577276,0.0,0.130148969,0.0,1.979684927,0.01306404,0.001579784,0.0,2.0,2.0,"[[1, 2], [3, 4]]"
75x75,0.0,7.505594402,46.019688143,1.195078217,0.0,51.911697508,5.378746024,6.706117402,0.0,0.0,5.049546772,3.5853237,8.035391299,0.597533596,0.0,2.456703739,14.946824026999998,5.975414182,0.597533596,7.308447424000001,1.726967738,4.661708438,0.597533596,0.0,1.7962925790000002,2.659288683,0.0,3.05424836,2.722220182,0.0,1.195078217,1.5271456350000001,29.180863226999996,17.412452264,0.0,0.0,13.81494352,8.764199519,0.0,0.0,0.0,1.733316984,3.197512866,0.929612039,2.124690256,11.292795019,2.324501334,7.170525693,11.039466357,3.323384279,0.929612039,0.0,0.0,0.0,0.929612039,1.195078217,0.597533596,6.842976896,0.597533596,0.597533596,5.444493843,11.771210328,7.972456644999999,4.913426554,0.0,2.722220182,8.64137779,0.0,1.726967738,0.0,0.597533596,5.319454865,0.86668054,0.86668054,67.101119175,8.634961864,1.733316984,8.437856897,12.490411244,2.124690256,0.0,2.324501334,2.324501334,0.0,0.0,4.051531415,3.5195758809999997,3.254113373,0.86668054,0.0,0.0,5.710040091000001,0.0,14.743379397000002,2.061758757,15.871287226,2.390158475,5.778551478,2.456703739,19.207846935,0.929612039,0.0,2.390158475,2.991370796,8.845376245,0.0,0.0,0.0,1.859170143,4.249328618,2.9220459549999998,7.774741346,4.518458826,4.718338534,20.189928092000002,0.0,0.0,0.0,0.929612039,10.701056045000001,5.325800364,30.859658841999998,0.86668054,0.86668054,0.597533596,6.576720631000001,0.0,6.244614235,2.722220182,4.515753075,6.3075457340000005,3.525925127,0.0,2.987769065,22.346089797,0.08369056600000001,0.10147579000000001,0.052159153,0.069227342,0.0,0.035790683,0.0,0.0,0.0,0.0,0.178913296,0.0,0.15501051999999998,0.0,0.08301726,0.042668381,1.152752628,0.013278390000000001,0.021316132,0.071112284,2.0,2.0,"[[1, 3], [0, 1]]"
76x76,0.0,0.597533596,46.019688143,1.195078217,0.0,68.61594669,3.651778286,10.392092755,0.0,0.0,5.049546772,3.5853237,4.58139348,0.597533596,0.0,6.142679092,13.219856288999999,5.975414182,0.597533596,3.854449605,0.0,4.661708438,0.597533596,0.0,1.7962925790000002,2.659288683,0.0,3.05424836,2.722220182,0.0,1.195078217,1.5271456350000001,40.23954959699999,17.644429797999997,0.0,0.0,3.685975353,8.764199519,0.0,0.0,3.685975353,1.733316984,3.197512866,0.929612039,2.124690256,0.929612039,0.597533596,7.170525693,11.039466357,3.323384279,0.929612039,0.0,0.0,0.0,0.929612039,12.253764587000001,0.597533596,5.116009158,0.597533596,0.597533596,5.444493843,12.003187862,4.518458826,4.913426554,0.0,2.722220182,1.733316984,0.0,0.0,0.0,4.283508949,3.592487127,0.86668054,0.86668054,67.101119175,0.0,1.733316984,14.315525385,12.490411244,2.124690256,0.0,0.597533596,0.597533596,0.0,0.0,0.597533596,1.792608143,1.5271456350000001,0.86668054,0.0,0.0,5.710040091000001,0.0,18.42935475,5.74773411,8.96322642,2.390158475,0.597533596,2.456703739,19.207846935,0.929612039,0.0,2.390158475,2.991370796,7.118408507,0.0,0.0,0.0,1.859170143,4.249328618,1.195078217,0.86668054,30.322482946,2.991370796,18.462960354000003,0.0,0.0,0.0,4.615587392,12.66006366,5.325800364,38.231481114,0.86668054,0.86668054,0.597533596,6.576720631000001,0.0,6.244614235,2.722220182,2.788785337,6.3075457340000005,3.525925127,0.0,2.987769065,48.378060718,0.089764245,0.012016516,0.037866466,0.064860423,0.0,0.0,0.512899224,0.0,0.0,0.0,0.081927511,0.0,0.303035738,0.0,0.066470876,0.006154792,0.982732057,0.013278390000000001,0.001579784,0.071112284,2.0,2.0,"[[1, 3], [0, 2]]"
77x77,0.0,1.7604015199999998,47.182556067,3.5208312819999996,0.0,50.184729770000004,3.651778286,10.776257968,0.0,0.0,6.793899943,4.748191624,5.162823578,0.597533596,0.0,2.456703739,17.871437856,10.045554748,1.1789636940000001,3.854449605,0.581430098,4.661708438,0.597533596,0.0,1.7962925790000002,4.985041748,0.0,10.612991642,3.3036502800000003,0.581430098,1.776508315,2.1085757330000003,34.413904462,15.121322369,0.0,0.0,0.0,9.927067443,0.0,0.581430098,13.95546773,1.733316984,7.2676534319999995,0.929612039,2.124690256,0.929612039,0.597533596,7.170525693,12.202334281,3.323384279,1.511042137,0.0,0.0,0.0,0.929612039,18.636737757,0.597533596,5.697439256,0.597533596,1.7604015199999998,5.444493843,12.387353075,8.588599391999999,5.494856652,0.0,2.722220182,1.733316984,1.162867924,0.0,0.0,3.504772801,4.755355051,0.86668054,0.86668054,71.75270074199999,0.0,1.733316984,18.374425155,23.537996274,31.199299966,0.581430098,1.7604015199999998,1.7604015199999998,0.0,0.0,1.1789636940000001,3.536961314,2.690013559,5.518262107,0.0,0.581430098,12.687414947,0.581430098,24.047240601000002,4.3875118220000004,8.96322642,3.5530263989999997,5.830574831,3.038133837,19.207846935,2.0924799629999997,0.0,2.390158475,2.991370796,9.444161571999999,0.0,0.581430098,0.581430098,2.4406002410000003,11.226703474,1.195078217,0.86668054,25.451557876,4.15423872,34.74519908400001,0.0,0.0,0.0,0.929612039,9.555518405,5.907230462,32.022526766,0.86668054,1.4481106380000002,1.1789636940000001,15.298371045000001,0.581430098,6.244614235,2.722220182,3.3702154350000004,10.3776863,4.688793050999999,0.0,2.987769065,40.403362138,0.080059028,0.012016516,0.024824352,0.060433619,0.0,0.0,0.897710672,0.0,0.0,0.0,0.159687359,0.0,0.157122196,0.0,0.12145761299999999,0.006154792,1.041479309,0.013278390000000001,0.001579784,0.071112284,2.0,2.0,"[[1, 3], [0, 3]]"
78x78,0.0,0.597533596,46.019688143,3.045702629,0.0,50.184729770000004,3.651778286,10.407331177,3.701213775,0.0,5.049546772,3.5853237,4.58139348,0.597533596,0.0,2.456703739,16.921070064,5.975414182,0.597533596,3.854449605,0.0,4.661708438,0.597533596,0.0,1.7962925790000002,23.014309543,0.0,3.05424836,2.722220182,0.0,1.195078217,1.5271456350000001,31.031487638999995,13.958454445,0.0,0.0,0.0,14.315989989,0.0,0.0,0.0,1.733316984,3.197512866,2.780236451,2.124690256,0.929612039,0.597533596,9.021150105,16.591256827000002,73.64152294899999,0.929612039,0.0,1.850624412,1.850624412,0.929612039,1.195078217,2.448158008,5.116009158,0.597533596,0.597533596,5.444493843,8.317212509,6.369083238,4.913426554,0.0,2.722220182,1.733316984,0.0,0.0,0.0,0.597533596,3.592487127,0.86668054,0.86668054,70.80233295,0.0,1.733316984,5.107463427,12.490411244,2.124690256,0.0,0.597533596,9.85169148,0.0,0.0,0.597533596,1.792608143,1.5271456350000001,0.86668054,0.0,1.850624412,9.411253866000001,0.0,25.846573547000002,3.912383169,8.96322642,7.941948945,0.597533596,6.157917513999999,19.207846935,0.929612039,0.0,6.091372249999999,2.991370796,8.969032919,0.0,0.0,0.0,1.859170143,4.249328618,1.195078217,0.86668054,6.369083238,2.991370796,20.313584766,0.0,0.0,9.254157884,0.929612039,8.974088307,5.325800364,30.859658841999998,0.86668054,4.567894315,0.597533596,17.679914781,0.0,6.244614235,2.722220182,2.788785337,10.008759509,3.525925127,0.0,2.987769065,18.892091978,0.080059028,0.012267575,0.024824352,0.036726386,0.0,0.0,0.0,0.0,0.0,0.0,0.163578122,0.0,0.1034391,0.0,0.141633108,0.006154792,1.93485898,0.013278390000000001,0.001579784,0.071112284,2.0,2.0,"[[1, 3], [0, 4]]"
79x79,0.0,6.908060806,44.22708,0.0,0.0,70.342914428,3.586137881,7.40432369,0.0,0.0,0.86668054,0.0,6.242783156,0.0,0.0,5.545145496,7.178633059,0.0,0.0,4.320678359,1.726967738,3.466630221,0.0,0.0,1.7962925790000002,0.86668054,0.0,1.859170143,0.929612039,0.0,0.0,0.929612039,31.873854825,19.9033494,0.0,0.0,17.500918873,2.788785337,0.0,0.0,3.685975353,1.733316984,2.59997927,0.929612039,0.929612039,11.292795019,1.726967738,0.0,8.051697292,2.725850683,0.929612039,0.0,0.0,0.0,0.929612039,11.05868637,0.0,4.452818421,0.0,0.0,1.859170143,14.262107464,6.1798485020000005,3.718348337,0.0,0.929612039,8.64137779,0.0,1.726967738,0.0,3.685975353,5.319454865,0.86668054,0.86668054,64.11335011,8.634961864,1.733316984,17.106384792,1.733316984,0.929612039,0.0,1.726967738,1.726967738,0.0,0.0,3.453997819,1.726967738,2.656579777,0.86668054,0.0,0.0,0.929612039,0.0,8.271004229999999,4.552655893,6.908060806,0.0,5.181017882,1.859170143,19.207846935,0.929612039,0.0,0.0,1.7962925790000002,7.052768102,0.0,0.0,0.0,1.859170143,1.859170143,1.726967738,7.774741346,28.529874803000002,3.523260317,3.460284722,0.0,0.0,0.0,4.615587392,10.801707698000001,5.325800364,33.451053062,0.86668054,0.86668054,0.0,1.7962925790000002,0.0,0.86668054,0.929612039,4.515753075,0.929612039,1.733316984,0.0,0.0,51.832058537,0.027393831,0.10147579000000001,0.06520126700000001,0.08854253000000001,0.0,0.035790683,0.512899224,0.0,0.0,0.0,0.097215363,0.0,0.332062238,0.0,0.016546384,0.036513589,1.105800684,0.013278390000000001,0.021316132,0.0,2.0,2.0,"[[1, 3], [1, 2]]"
80x80,0.0,8.07092873,45.389947924,2.325753065,0.0,51.911697508,3.586137881,7.788488903,0.0,0.0,2.611033711,1.162867924,6.824213254,0.0,0.0,1.859170143,11.830214626,4.070140566,0.581430098,4.320678359,2.308397836,3.466630221,0.0,0.0,1.7962925790000002,3.1924336049999997,0.0,9.417913425,1.511042137,0.581430098,0.581430098,1.511042137,26.04820969,17.380241971,0.0,0.0,13.81494352,3.951653261,0.0,0.581430098,13.95546773,1.733316984,6.670119836,0.929612039,0.929612039,11.292795019,1.726967738,0.0,9.214565216,2.725850683,1.511042137,0.0,0.0,0.0,0.929612039,17.44165954,0.0,5.034248519,0.0,1.162867924,1.859170143,14.646272676999999,10.249989068000001,4.299778435,0.0,0.929612039,8.64137779,1.162867924,1.726967738,0.0,2.907239205,6.4823227889999995,0.86668054,0.86668054,68.76493167699999,8.634961864,1.733316984,21.165284562,12.780902014,30.004221749,0.581430098,2.889835662,2.889835662,0.0,0.0,4.035427917,3.471320909,3.819447701,5.518262107,0.0,0.581430098,7.906986895,0.581430098,13.888890081,3.1924336049999997,6.908060806,1.162867924,10.414059117,2.4406002410000003,19.207846935,2.0924799629999997,0.0,0.0,1.7962925790000002,9.378521166999999,0.0,0.581430098,0.581430098,2.4406002410000003,8.836544999000001,1.726967738,7.774741346,23.658949733,4.6861282410000005,19.742523452,0.0,0.0,0.0,0.929612039,7.697162443000001,5.907230462,27.242098713999997,0.86668054,1.4481106380000002,0.581430098,10.517942993000002,0.581430098,0.86668054,0.929612039,5.097183173,4.999752605,2.896184908,0.0,0.0,43.857359957,0.017688614,0.10147579000000001,0.052159153,0.084115726,0.0,0.035790683,0.897710672,0.0,0.0,0.0,0.17497521100000002,0.0,0.186148696,0.0,0.071533121,0.036513589,1.164547936,0.013278390000000001,0.021316132,0.0,2.0,2.0,"[[1, 3], [1, 3]]"
81x81,0.0,6.908060806,44.22708,1.850624412,0.0,51.911697508,3.586137881,7.4195621119999995,3.701213775,0.0,0.86668054,0.0,6.242783156,0.0,0.0,1.859170143,10.879846834,0.0,0.0,4.320678359,1.726967738,3.466630221,0.0,0.0,1.7962925790000002,21.2217014,0.0,1.859170143,0.929612039,0.0,0.0,0.929612039,22.665792866999997,16.217374047,0.0,0.0,13.81494352,8.340575807,0.0,0.0,0.0,1.733316984,2.59997927,2.780236451,0.929612039,11.292795019,1.726967738,1.850624412,13.603487762,73.043989353,0.929612039,0.0,1.850624412,1.850624412,0.929612039,0.0,1.850624412,4.452818421,0.0,0.0,1.859170143,10.576132111,8.030472914,3.718348337,0.0,0.929612039,8.64137779,0.0,1.726967738,0.0,0.0,5.319454865,0.86668054,0.86668054,67.814563885,8.634961864,1.733316984,7.898322834,1.733316984,0.929612039,0.0,1.726967738,10.981125622,0.0,0.0,3.453997819,1.726967738,2.656579777,0.86668054,0.0,1.850624412,4.630825814,0.0,15.688223027,2.717304952,6.908060806,5.55179047,5.181017882,5.560383917999999,19.207846935,0.929612039,0.0,3.701213775,1.7962925790000002,8.903392514,0.0,0.0,0.0,1.859170143,1.859170143,1.726967738,7.774741346,4.576475095,3.523260317,5.310909134,0.0,0.0,9.254157884,0.929612039,7.1157323450000005,5.325800364,26.079230789999997,0.86668054,4.567894315,0.0,12.899486729,0.0,0.86668054,0.929612039,4.515753075,4.630825814,1.733316984,0.0,0.0,22.346089797,0.017688614,0.10172684900000001,0.052159153,0.06040849300000001,0.0,0.035790683,0.0,0.0,0.0,0.0,0.17886597399999998,0.0,0.1324656,0.0,0.09170861599999999,0.036513589,2.057927607,0.013278390000000001,0.021316132,0.0,2.0,2.0,"[[1, 3], [1, 4]]"
82x82,0.0,1.162867924,45.389947924,2.325753065,0.0,68.61594669,1.859170143,11.474464256000001,0.0,0.0,2.611033711,1.162867924,3.3702154350000004,0.0,0.0,5.545145496,10.103246888000001,4.070140566,0.581430098,0.86668054,0.581430098,3.466630221,0.0,0.0,1.7962925790000002,3.1924336049999997,0.0,9.417913425,1.511042137,0.581430098,0.581430098,1.511042137,37.10689606,17.612219505,0.0,0.0,3.685975353,3.951653261,0.0,0.581430098,17.641443083,1.733316984,6.670119836,0.929612039,0.929612039,0.929612039,0.0,0.0,9.214565216,2.725850683,1.511042137,0.0,0.0,0.0,0.929612039,28.50034591,0.0,3.3072807810000002,0.0,1.162867924,1.859170143,14.878250211000001,6.795991249,4.299778435,0.0,0.929612039,1.733316984,1.162867924,0.0,0.0,6.593214558,4.755355051,0.86668054,0.86668054,68.76493167699999,0.0,1.733316984,27.04295305,12.780902014,30.004221749,0.581430098,1.162867924,1.162867924,0.0,0.0,0.581430098,1.744353171,2.0924799629999997,5.518262107,0.0,0.581430098,7.906986895,0.581430098,17.574865434,6.878408958,0.0,1.162867924,5.233041235,2.4406002410000003,19.207846935,2.0924799629999997,0.0,0.0,1.7962925790000002,7.651553429,0.0,0.581430098,0.581430098,2.4406002410000003,8.836544999000001,0.0,0.86668054,49.462973853,2.959160503,18.015555714,0.0,0.0,0.0,4.615587392,9.656170058,5.907230462,34.613920986,0.86668054,1.4481106380000002,0.581430098,10.517942993000002,0.581430098,0.86668054,0.929612039,3.3702154350000004,4.999752605,2.896184908,0.0,0.0,69.889330878,0.023762293,0.012016516,0.037866466,0.07974880699999999,0.0,0.0,1.410609896,0.0,0.0,0.0,0.077989426,0.0,0.334173914,0.0,0.054986737,0.0,0.9945273649999999,0.013278390000000001,0.001579784,0.0,2.0,2.0,"[[1, 3], [2, 3]]"
83x83,0.0,0.0,44.22708,1.850624412,0.0,68.61594669,1.859170143,11.105537465,3.701213775,0.0,0.86668054,0.0,2.788785337,0.0,0.0,5.545145496,9.152879096,0.0,0.0,0.86668054,0.0,3.466630221,0.0,0.0,1.7962925790000002,21.2217014,0.0,1.859170143,0.929612039,0.0,0.0,0.929612039,33.724479237,16.449351581,0.0,0.0,3.685975353,8.340575807,0.0,0.0,3.685975353,1.733316984,2.59997927,2.780236451,0.929612039,0.929612039,0.0,1.850624412,13.603487762,73.043989353,0.929612039,0.0,1.850624412,1.850624412,0.929612039,11.05868637,1.850624412,2.725850683,0.0,0.0,1.859170143,10.808109645,4.576475095,3.718348337,0.0,0.929612039,1.733316984,0.0,0.0,0.0,3.685975353,3.592487127,0.86668054,0.86668054,67.814563885,0.0,1.733316984,13.775991322000001,1.733316984,0.929612039,0.0,0.0,9.254157884,0.0,0.0,0.0,0.0,0.929612039,0.86668054,0.0,1.850624412,4.630825814,0.0,19.37419838,6.403280305,0.0,5.55179047,0.0,5.560383917999999,19.207846935,0.929612039,0.0,3.701213775,1.7962925790000002,7.176424776,0.0,0.0,0.0,1.859170143,1.859170143,0.0,0.86668054,30.380499215,1.7962925790000002,3.583941396,0.0,0.0,9.254157884,4.615587392,9.07473996,5.325800364,33.451053062,0.86668054,4.567894315,0.0,12.899486729,0.0,0.86668054,0.929612039,2.788785337,4.630825814,1.733316984,0.0,0.0,48.378060718,0.023762293,0.012267575,0.037866466,0.056041574,0.0,0.0,0.512899224,0.0,0.0,0.0,0.08188018899999999,0.0,0.28049081800000003,0.0,0.075162232,0.0,1.887907036,0.013278390000000001,0.001579784,0.0,2.0,2.0,"[[1, 3], [2, 4]]"
84x84,0.0,1.162867924,45.389947924,4.176377477,0.0,50.184729770000004,1.859170143,11.489702678,3.701213775,0.0,2.611033711,1.162867924,3.3702154350000004,0.0,0.0,1.859170143,13.804460663,4.070140566,0.581430098,0.86668054,0.581430098,3.466630221,0.0,0.0,1.7962925790000002,23.547454465,0.0,9.417913425,1.511042137,0.581430098,0.581430098,1.511042137,27.898834102,13.926244151999999,0.0,0.0,0.0,9.503443731,0.0,0.581430098,13.95546773,1.733316984,6.670119836,2.780236451,0.929612039,0.929612039,0.0,1.850624412,14.766355686,73.043989353,1.511042137,0.0,1.850624412,1.850624412,0.929612039,17.44165954,1.850624412,3.3072807810000002,0.0,1.162867924,1.859170143,11.192274858000001,8.646615661,4.299778435,0.0,0.929612039,1.733316984,1.162867924,0.0,0.0,2.907239205,4.755355051,0.86668054,0.86668054,72.46614545199999,0.0,1.733316984,17.834891092,12.780902014,30.004221749,0.581430098,1.162867924,10.417025808,0.0,0.0,0.581430098,1.744353171,2.0924799629999997,5.518262107,0.0,2.43205451,11.60820067,0.581430098,24.992084231,5.043058017,0.0,6.714658394000001,5.233041235,6.141814016,19.207846935,2.0924799629999997,0.0,3.701213775,1.7962925790000002,9.502177841,0.0,0.581430098,0.581430098,2.4406002410000003,8.836544999000001,0.0,0.86668054,25.509574145,2.959160503,19.866180126,0.0,0.0,9.254157884,0.929612039,5.970194705000001,5.907230462,27.242098713999997,0.86668054,5.149324413,0.581430098,21.621137143000002,0.581430098,0.86668054,0.929612039,3.3702154350000004,8.70096638,2.896184908,0.0,0.0,40.403362138,0.014057076,0.012267575,0.024824352,0.051614770000000004,0.0,0.0,0.897710672,0.0,0.0,0.0,0.159640037,0.0,0.134577276,0.0,0.130148969,0.0,1.946654288,0.013278390000000001,0.001579784,0.0,2.0,2.0,"[[1, 3], [3, 4]]"
85x85,0.889687542,7.505594402,34.226064453,1.195078217,0.889687542,77.891330158,3.5195758809999997,2.987769065,0.889687542,0.0,5.049546772,3.5853237,10.584719286,0.597533596,0.0,0.597533596,11.22847569,5.975414182,0.597533596,10.867136791,3.506360998,4.661708438,0.597533596,0.0,1.756368082,2.659288683,0.0,1.195078217,2.682295685,0.0,1.195078217,0.597533596,23.283097687999998,18.791865247,0.0,0.0,14.704631062,7.754807442,0.0,0.0,0.889687542,1.733316984,5.866532198,0.0,1.195078217,10.36318298,2.324501334,7.170525693,7.32111802,3.243607396,0.0,0.0,0.889687542,0.0,0.0,1.195078217,2.376926856,4.983806753,2.376926856,2.376926856,4.475011242,10.761818251,6.113286502,1.195078217,0.0,1.792608143,8.64137779,0.0,2.61665528,0.0,0.597533596,5.239677982,0.86668054,0.86668054,62.799699455,8.634961864,2.623004526,9.327544439,12.490411244,1.195078217,0.0,3.2141888759999997,2.324501334,0.0,0.0,4.051531415,6.188595213,2.324501334,0.86668054,0.0,0.0,5.670115594,0.0,11.025031060000002,2.061758757,15.871287226,2.390158475,8.44757081,1.487221138,5.223036497,0.0,0.0,2.390158475,2.061758757,7.875893644,0.0,0.0,1.77939326,0.0,5.059177806999999,2.9220459549999998,7.774741346,5.328308015,3.788726495,20.189928092000002,0.0,0.0,0.0,0.889687542,9.691663968,4.356317763,17.804205964,0.86668054,0.86668054,0.597533596,5.647108592,0.889687542,6.244614235,3.572001403,1.726967738,5.377933695,3.525925127,0.0,2.987769065,15.679426344,0.10385505,0.089459274,0.227731626,0.069048224,0.0,0.035790683,0.0,0.0,0.0,0.0,0.19385891900000002,0.0,0.15501051999999998,0.0,0.08301726,0.062291795999999997,1.222287944,0.01306404,0.074647457,0.071112284,2.0,2.0,"[[1, 4], [0, 1]]"
86x86,0.889687542,0.597533596,34.226064453,1.195078217,0.889687542,94.59557934,1.792608143,6.673744418,0.889687542,0.0,5.049546772,3.5853237,7.130721467,0.597533596,0.0,4.283508949,9.501507952,5.975414182,0.597533596,7.4131389720000005,1.77939326,4.661708438,0.597533596,0.0,1.756368082,2.659288683,0.0,1.195078217,2.682295685,0.0,1.195078217,0.597533596,34.341784058,19.023842781,0.0,0.0,4.575662895,7.754807442,0.0,0.0,4.575662895,1.733316984,5.866532198,0.0,1.195078217,0.0,0.597533596,7.170525693,7.32111802,3.243607396,0.0,0.0,0.889687542,0.0,0.0,12.253764587000001,2.376926856,3.2568390149999997,2.376926856,2.376926856,4.475011242,10.993795785,2.659288683,1.195078217,0.0,1.792608143,1.733316984,0.0,0.889687542,0.0,4.283508949,3.512710244,0.86668054,0.86668054,62.799699455,0.0,2.623004526,15.205212927,12.490411244,1.195078217,0.0,1.487221138,0.597533596,0.0,0.0,0.597533596,4.461627475,0.597533596,0.86668054,0.0,0.0,5.670115594,0.0,14.711006413000002,5.74773411,8.96322642,2.390158475,3.266552928,1.487221138,5.223036497,0.0,0.0,2.390158475,2.061758757,6.148925906,0.0,0.0,1.77939326,0.0,5.059177806999999,1.195078217,0.86668054,31.132332135000002,2.061758757,18.462960354000003,0.0,0.0,0.0,4.575662895,11.650671583,4.356317763,25.176028236,0.86668054,0.86668054,0.597533596,5.647108592,0.889687542,6.244614235,3.572001403,0.0,5.377933695,3.525925127,0.0,2.987769065,41.711397265,0.109928729,0.0,0.213438939,0.064681305,0.0,0.0,0.512899224,0.0,0.0,0.0,0.096873134,0.0,0.303035738,0.0,0.066470876,0.025778207,1.052267373,0.01306404,0.054911109,0.071112284,2.0,2.0,"[[1, 4], [0, 2]]"
87x87,0.889687542,1.7604015199999998,35.388932376999996,3.5208312819999996,0.889687542,76.16436242,1.792608143,7.057909631,0.889687542,0.0,6.793899943,4.748191624,7.712151565,0.597533596,0.0,0.597533596,14.153089519000002,10.045554748,1.1789636940000001,7.4131389720000005,2.360823358,4.661708438,0.597533596,0.0,1.756368082,4.985041748,0.0,8.753821499,3.263725783,0.581430098,1.776508315,1.1789636940000001,28.516138923,16.500735352,0.0,0.0,0.889687542,8.917675366,0.0,0.581430098,14.845155272000001,1.733316984,9.936672764,0.0,1.195078217,0.0,0.597533596,7.170525693,8.483985944,3.243607396,0.581430098,0.0,0.889687542,0.0,0.0,18.636737757,2.376926856,3.838269113,2.376926856,3.53979478,4.475011242,11.377960997999999,6.729429249000001,1.776508315,0.0,1.792608143,1.733316984,1.162867924,0.889687542,0.0,3.504772801,4.6755781679999995,0.86668054,0.86668054,67.451281022,0.0,2.623004526,19.264112697,23.537996274,30.269687927,0.581430098,2.650089062,1.7604015199999998,0.0,0.0,1.1789636940000001,6.205980646,1.7604015199999998,5.518262107,0.0,0.581430098,12.64749045,0.581430098,20.328892264000004,4.3875118220000004,8.96322642,3.5530263989999997,8.499594163,2.068651236,5.223036497,1.162867924,0.0,2.390158475,2.061758757,8.474678971,0.0,0.581430098,2.360823358,0.581430098,12.036552662999998,1.195078217,0.86668054,26.261407065,3.224626681,34.74519908400001,0.0,0.0,0.0,0.889687542,8.546126328,4.937747861,18.967073888,0.86668054,1.4481106380000002,1.1789636940000001,14.368759006000001,1.4711176400000001,6.244614235,3.572001403,0.581430098,9.448074261,4.688793050999999,0.0,2.987769065,33.736698685,0.100223512,0.0,0.200396825,0.060254501,0.0,0.0,0.897710672,0.0,0.0,0.0,0.174632982,0.0,0.157122196,0.0,0.12145761299999999,0.025778207,1.111014625,0.01306404,0.054911109,0.071112284,2.0,2.0,"[[1, 4], [0, 3]]"
