coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Ambiguous,ODMature3,Ambiguouscells
71x71,0.0,6.908060806,1.24099042,2.548587602,0.0,22.119604623,3.621784862,8.062715649,3.135756416,0.0,1.8948171239999998,0.653826704,4.107824523,0.0,1.24099042,7.475502247,11.267469385,0.653826704,0.653826704,4.761595001,6.103708034,1.961419965,0.0,1.961419965,0.653826704,2.481929712,0.0,5.7509675090000005,0.0,0.0,0.0,1.24099042,23.214582588,8.380963591999999,0.0,0.0,17.500918873,6.8585946920000005,1.24099042,0.0,57.595387903,1.24099042,3.135756416,1.8948171239999998,0.0,10.36318298,1.726967738,0.653826704,5.097193574,4.963895155,0.0,0.0,0.0,1.24099042,0.0,51.51432456,0.0,12.508342218,0.0,0.0,0.653826704,13.544791390999999,7.897347496,13.65210425,0.0,1.8948171239999998,6.908060806,0.653826704,1.726967738,0.0,10.677926742,5.58322202,0.653826704,0.0,7.512365170000001,9.288788568,0.0,80.732063892,1.8948171239999998,8.099611284,0.0,6.30357423,1.726967738,0.0,0.653826704,4.694988239,5.516494632000001,2.967958158,17.252656391000002,2.548587602,0.0,3.856254282,0.0,17.468701255,4.993572535,6.908060806,0.653826704,20.671259014,1.24099042,2.481929712,1.24099042,0.0,1.307597182,0.653826704,1.726967738,0.0,0.0,0.653826704,7.192001063,14.637785643,3.03456492,7.56188751,125.57140417,1.726967738,4.929378123,1.24099042,0.0,0.0,3.685975353,6.066769795,0.0,31.937666285,0.0,0.0,0.0,5.6843335569999995,1.8948171239999998,2.615263862,1.307597182,1.726967738,2.548587602,1.24099042,2.615263862,0.0,102.538860899,0.027964888,0.153931429,0.06252519,0.11306322600000002,0.0,0.093483715,4.146892571,0.029020436,0.000573232,0.0,0.12448822300000001,0.0,1.2623041050000001,0.0,0.11163324399999999,0.05472697,0.574206193,0.041091738,0.040338548,0.028006834,2.0,2.0,"[1, 4]"
72x72,0.0,8.992384854,8.205343522,5.470234187,0.0,22.893265447,1.726967738,10.589621351999998,0.0,8.205343522,2.084324048,2.735080789,3.453997819,0.0,2.084324048,3.685975353,3.811291786,5.470234187,0.0,5.5383218670000005,3.811291786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05868637,14.694531407,0.0,0.0,17.500918873,0.0,0.0,0.0,35.989183823,2.735080789,2.735080789,2.084324048,0.0,10.36318298,3.811291786,2.084324048,5.470234187,23.44504932,0.0,2.735080789,0.0,6.903645999,0.0,69.54581292,0.0,6.546372575,0.0,0.0,0.0,17.429640742,5.5383218670000005,8.205343522,2.084324048,2.735080789,6.908060806,2.735080789,1.726967738,2.735080789,24.396487155,1.726967738,0.0,0.0,13.67573969,8.634961864,0.0,77.45897750200001,2.084324048,0.0,0.0,1.726967738,4.462048527,0.0,0.0,6.189078608,7.979839521,4.462048527,6.903645999,0.0,0.0,0.0,0.0,21.530280253,3.685975353,6.908060806,2.084324048,5.181017882,0.0,0.0,2.084324048,0.0,0.0,0.0,4.462048527,0.0,0.0,0.0,0.0,4.819404837,1.726967738,6.908060806,185.76531823,1.726967738,1.726967738,0.0,0.0,0.0,5.770299401,5.412943091,2.735080789,17.661489841999998,0.0,0.0,0.0,10.93988104,2.084324048,0.0,0.0,5.895532948,0.0,4.819404837,0.0,0.0,85.306603249,0.013336755,0.09965726400000001,0.040376915,0.126814953,0.0,0.064822967,2.728655115,0.184019895,0.091746982,0.0,0.114808878,0.0,2.5645293909999998,0.093054962,0.035620099,0.040578754,0.574206193,0.0,0.019736348,0.0,2.0,2.0,"[2, 3]"
73x73,0.0,6.908060806,9.446333941999999,6.711224607,0.0,22.893265447,2.967958158,10.143969733999999,2.481929712,8.205343522,1.24099042,2.735080789,3.453997819,0.0,1.24099042,6.167905064999999,6.690862893,5.470234187,0.0,3.453997819,5.44988133,0.0,0.0,0.0,0.0,2.481929712,0.0,2.481929712,0.0,0.0,0.0,1.24099042,16.022581525,13.851197779,0.0,0.0,17.500918873,6.204767988,1.24099042,0.0,56.594093423000004,3.9760712089999997,5.217010501,1.24099042,0.0,10.36318298,1.726967738,0.0,7.952163899,15.903776194999999,0.0,2.735080789,0.0,3.9760712089999997,0.0,60.27026978,0.0,10.666816515,0.0,0.0,0.0,17.827246406,5.935927531,21.857447772,0.0,3.9760712089999997,6.908060806,2.735080789,1.726967738,2.735080789,15.614232466999999,2.967958158,0.0,0.0,19.880507678,8.634961864,0.0,95.48790234200001,1.24099042,7.44578458,0.0,1.726967738,4.462048527,0.0,0.0,7.430069028,4.20889745,5.7030389470000005,10.180865369,1.24099042,0.0,1.24099042,0.0,28.529177083,3.685975353,6.908060806,0.0,8.903931474,1.24099042,2.481929712,1.24099042,0.0,0.0,0.0,4.462048527,0.0,0.0,0.0,0.0,10.180865369,1.726967738,6.908060806,168.16585985999998,1.726967738,2.967958158,1.24099042,0.0,0.0,3.685975353,5.412943091,2.735080789,32.951008744,0.0,0.0,0.0,14.662794631999999,1.24099042,0.0,0.0,1.726967738,1.24099042,3.9760712089999997,0.0,0.0,91.318831629,0.013336755,0.127176592,0.06252519,0.130247663,0.0,0.08893861,3.941775932,0.184019895,0.09232021400000001,0.0,0.127038168,0.0,1.9584130759999998,0.0,0.027993313,0.05472697,0.574206193,0.041091738,0.040338548,0.013707828,2.0,2.0,"[2, 4]"
74x74,0.0,8.992384854,1.24099042,1.24099042,0.0,20.158184658,2.967958158,11.577454155,2.481929712,0.0,3.325314468,0.0,3.453997819,0.0,3.325314468,6.167905064999999,8.775186941000001,0.0,0.0,5.5383218670000005,7.534205377999999,0.0,0.0,0.0,0.0,2.481929712,0.0,2.481929712,0.0,0.0,0.0,1.24099042,16.022581525,10.46528764,0.0,0.0,17.500918873,6.204767988,1.24099042,0.0,45.132667653,1.24099042,2.481929712,3.325314468,0.0,10.36318298,3.811291786,2.084324048,2.481929712,17.469063435,0.0,0.0,0.0,5.40955563,0.0,47.63843801,0.0,10.016059774,0.0,0.0,0.0,11.706226932,8.020251579,13.65210425,2.084324048,1.24099042,6.908060806,0.0,1.726967738,0.0,19.914057225,2.967958158,0.0,0.0,6.204767988,8.634961864,0.0,80.123923872,3.325314468,7.44578458,0.0,1.726967738,1.726967738,0.0,0.0,4.694988239,10.461769233,2.967958158,11.614349789999999,1.24099042,0.0,1.24099042,0.0,19.022002603,3.685975353,6.908060806,2.084324048,8.903931474,1.24099042,2.481929712,3.325314468,0.0,0.0,0.0,1.726967738,0.0,0.0,0.0,0.0,9.530108628,1.726967738,6.908060806,174.94920919,1.726967738,2.967958158,1.24099042,0.0,0.0,5.770299401,5.412943091,0.0,26.82998927,0.0,0.0,0.0,3.722913592,3.325314468,0.0,0.0,5.895532948,1.24099042,3.325314468,0.0,0.0,88.979340079,0.013336755,0.116978602,0.06252519,0.11869939900000001,0.0,0.059906325999999996,3.461186797,0.0,0.000573232,0.0,0.10921507500000001,0.0,1.365850477,0.093054962,0.047067028000000004,0.058792135,0.574206193,0.041091738,0.040338548,0.013707828,2.0,2.0,"[3, 4]"
75x75,0.0,8.07092873,1.162867924,3.633350247,1.781762191,3.688387703,2.380794442,4.72396727,0.653826704,0.0,4.179942066,3.598456819,4.689254621,0.0,0.0,1.307597182,10.955155797,4.72396727,1.2352568019999999,4.761595001,2.9622245400000002,3.743182156,0.0,1.961419965,0.653826704,2.325753065,1.781762191,10.827781079000001,0.581430098,0.581430098,0.581430098,0.581430098,15.988457659000002,4.616865743,0.0,0.0,13.81494352,1.816694628,0.0,0.581430098,70.68885605,0.0,4.72396727,0.653826704,0.0,10.36318298,1.726967738,2.435588895,3.778131786,0.0,0.581430098,1.781762191,0.0,0.0,0.0,95.91964231,0.0,6.885004328,0.0,1.162867924,0.653826704,13.228789083,9.48555835,0.581430098,0.0,2.435588895,6.908060806,1.816694628,1.726967738,0.0,13.303272141,7.286861715,0.653826704,0.0,7.740940940000001,9.288788568,0.0,77.684168152,11.701411734,31.510198605,0.581430098,7.466442153999999,4.671597853,0.0,0.653826704,4.035427917,6.560680282000001,6.453251023,21.585448517,1.307597182,0.581430098,11.374400908999998,0.581430098,15.482540427,7.196765608,14.035055945,1.816694628,22.181386657,2.363192289,0.0,1.162867924,0.0,3.089359373,0.653826704,4.052720803,0.0,0.581430098,1.2352568019999999,7.773431161,17.73279128,3.03456492,9.343649701,154.71356719,2.889835662,19.970626433,0.0,0.0,1.781762191,0.0,2.9622245400000002,0.581430098,13.699991325,0.0,0.581430098,0.581430098,12.46483257,1.2352568019999999,2.615263862,1.307597182,4.0901600270000005,5.377737748,1.162867924,2.615263862,0.0,122.338198339,0.018259670999999998,0.216443479,0.048331176,0.116343012,0.0,0.131723888,4.650778943000001,0.175066305,0.0,0.0,0.231448579,0.0,1.676621529,0.0,0.264232945,0.040686497,0.646022151,0.0,0.027362893,0.014299006,2.0,2.0,"[0, 1]"
76x76,0.0,8.07092873,9.368211446,7.795987252,1.781762191,4.462048527,1.726967738,6.8052213550000005,0.0,8.205343522,3.526115362,5.679710904,4.035427917,0.0,0.0,0.0,6.378549305,9.540374753,0.581430098,3.453997819,2.308397836,1.781762191,0.0,0.0,0.0,2.325753065,1.781762191,7.558743282,0.581430098,0.581430098,0.581430098,0.581430098,8.796456596,10.08709993,0.0,0.0,13.81494352,1.162867924,0.0,0.581430098,69.68756157,2.735080789,6.8052213550000005,0.0,0.0,10.36318298,1.726967738,1.781762191,6.6331021109999995,10.93988104,0.581430098,4.51684298,0.0,2.735080789,0.0,104.67558753,0.0,5.0434786250000005,0.0,1.162867924,0.0,17.511244098,7.5241383850000005,8.78677362,0.0,4.51684298,6.908060806,3.897948713,1.726967738,2.735080789,18.239577865999998,4.671597853,0.0,0.0,20.109083448,8.634961864,0.0,92.44000660200001,11.04758503,30.856371901,0.581430098,2.889835662,7.406678641999999,0.0,0.0,6.770508705999999,5.2530831000000004,9.188331812,14.513657494999999,0.0,0.581430098,8.759137047,0.581430098,26.543016255,5.8891684259999995,14.035055945,1.162867924,10.414059117,2.363192289,0.0,1.162867924,0.0,1.781762191,0.0,6.787801591999999,0.0,0.581430098,0.581430098,0.581430098,13.275871006,1.726967738,8.689822997,197.30802288,2.889835662,18.009206468,0.0,0.0,1.781762191,0.0,2.308397836,3.3165108869999997,14.713333784,0.0,0.581430098,0.581430098,21.443293645,0.581430098,0.0,0.0,4.0901600270000005,4.070140566,3.897948713,0.0,0.0,111.118169069,0.003631538,0.189688642,0.048331176,0.133527449,0.0,0.127178783,4.445662304,0.330065764,0.091746982,0.0,0.233998524,0.0,2.3727305,0.0,0.180593014,0.040686497,0.646022151,0.0,0.027362893,0.0,2.0,2.0,"[0, 2]"
77x77,0.0,10.155252778000001,1.162867924,2.325753065,1.781762191,1.726967738,1.726967738,8.238705776,0.0,0.0,5.61043941,2.944630115,4.035427917,0.0,2.084324048,0.0,8.462873352999999,4.070140566,0.581430098,5.5383218670000005,4.392721884,1.781762191,0.0,0.0,0.0,2.325753065,1.781762191,7.558743282,0.581430098,0.581430098,0.581430098,0.581430098,8.796456596,6.701189791,0.0,0.0,13.81494352,1.162867924,0.0,0.581430098,58.2261358,0.0,4.070140566,2.084324048,0.0,10.36318298,3.811291786,3.8660862390000004,1.162867924,12.50516828,0.581430098,1.781762191,0.0,4.16856521,0.0,92.04375576000001,0.0,4.392721884,0.0,1.162867924,0.0,11.390224624000002,9.608462433,0.581430098,2.084324048,1.781762191,6.908060806,1.162867924,1.726967738,0.0,22.539402623999997,4.671597853,0.0,0.0,6.433343758,8.634961864,0.0,77.076028132,13.131909078,30.856371901,0.581430098,2.889835662,4.671597853,0.0,0.0,4.035427917,11.505954883000001,6.453251023,15.947141916,0.0,0.581430098,8.759137047,0.581430098,17.035841775,5.8891684259999995,14.035055945,3.247191972,10.414059117,2.363192289,0.0,3.247191972,0.0,1.781762191,0.0,4.052720803,0.0,0.581430098,0.581430098,0.581430098,12.625114265,1.726967738,8.689822997,204.09137221,2.889835662,18.009206468,0.0,0.0,1.781762191,2.084324048,2.308397836,0.581430098,8.592314309999999,0.0,0.581430098,0.581430098,10.503412605000001,2.6657541460000003,0.0,0.0,8.258725237,4.070140566,3.247191972,0.0,0.0,108.77867751900001,0.003631538,0.179490652,0.048331176,0.12197918499999999,0.0,0.098146499,3.965073169,0.146045869,0.0,0.0,0.216175431,0.0,1.780167901,0.093054962,0.199666729,0.044751662000000005,0.646022151,0.0,0.027362893,0.0,2.0,2.0,"[0, 3]"
78x78,0.0,8.07092873,2.4038583439999996,3.566743485,1.781762191,1.726967738,2.967958158,7.793054158,2.481929712,0.0,4.767105782,2.944630115,4.035427917,0.0,1.24099042,2.481929712,11.34244446,4.070140566,0.581430098,3.453997819,6.031311428,1.781762191,0.0,0.0,0.0,4.807682777,1.781762191,10.040672994,0.581430098,0.581430098,0.581430098,1.822420518,13.760351751000002,5.857856163,0.0,0.0,13.81494352,7.367635912000001,1.24099042,0.581430098,78.83104540000001,1.24099042,6.552070278,1.24099042,0.0,10.36318298,1.726967738,1.781762191,3.644797636,4.963895155,0.581430098,1.781762191,0.0,1.24099042,0.0,82.76821262000001,0.0,8.513165824000001,0.0,1.162867924,0.0,11.787830288,10.006068097,14.233534348000001,0.0,3.022752611,6.908060806,1.162867924,1.726967738,0.0,13.757147935999999,5.912588273,0.0,0.0,12.638111746,8.634961864,0.0,95.104952972,12.28857545,38.302156481,0.581430098,2.889835662,4.671597853,0.0,0.0,5.276418337,7.735012812000001,7.694241443,19.224361285999997,1.24099042,0.581430098,10.000127466999999,0.581430098,24.034738605,5.8891684259999995,14.035055945,1.162867924,14.136972709,3.604182709,2.481929712,2.4038583439999996,0.0,1.781762191,0.0,4.052720803,0.0,0.581430098,0.581430098,0.581430098,17.986574797,1.726967738,8.689822997,186.49191384,2.889835662,19.250196887999998,1.24099042,0.0,1.781762191,0.0,2.308397836,0.581430098,23.881833212,0.0,0.581430098,0.581430098,14.226326197,1.822420518,0.0,0.0,4.0901600270000005,5.311130986,2.4038583439999996,0.0,0.0,114.79090589900001,0.003631538,0.20700998,0.070479451,0.125411895,0.0,0.12226214199999999,5.178193986,0.146045869,0.000573232,0.0,0.228404721,0.0,1.174051586,0.0,0.192039943,0.058899878,0.646022151,0.041091738,0.047965093,0.013707828,2.0,2.0,"[0, 4]"
79x79,0.0,8.07092873,9.368211446,9.103584434,0.0,6.423468492,2.380794442,7.459048059000001,0.653826704,8.205343522,2.398179875,4.551775417,4.689254621,0.0,0.0,1.307597182,10.955155797,10.194201457,1.2352568019999999,4.761595001,2.9622245400000002,1.961419965,0.0,1.961419965,0.653826704,2.325753065,0.0,10.827781079000001,0.581430098,0.581430098,0.581430098,0.581430098,12.425042298000001,10.08709993,0.0,0.0,13.81494352,1.816694628,0.0,0.581430098,58.72139645,2.735080789,7.459048059000001,0.653826704,0.0,10.36318298,1.726967738,0.653826704,9.248365973,10.93988104,0.581430098,2.735080789,0.0,2.735080789,0.0,79.80467264,0.0,9.620085117,0.0,1.162867924,0.653826704,19.652370414,9.48555835,8.78677362,0.0,3.388907493,6.908060806,4.551775417,1.726967738,2.735080789,14.381620524,5.505099524,0.653826704,0.0,19.634918439,9.288788568,0.0,82.126017292,11.701411734,29.728436414,0.581430098,7.466442153999999,5.624916451,0.0,0.653826704,6.770508705999999,4.778918091,5.624916451,17.193534167000003,1.307597182,0.581430098,9.592638718,0.581430098,25.594864756,3.633350247,6.908060806,1.816694628,22.181386657,0.581430098,0.0,1.162867924,0.0,1.307597182,0.653826704,6.787801591999999,0.0,0.581430098,1.2352568019999999,7.773431161,16.904456708,3.03456492,7.56188751,131.51658814,2.889835662,19.970626433,0.0,0.0,0.0,0.0,2.9622245400000002,3.3165108869999997,16.560212509,0.0,0.581430098,0.581430098,21.622951419,1.2352568019999999,2.615263862,1.307597182,2.308397836,5.377737748,3.897948713,2.615263862,0.0,90.891425489,0.018259670999999998,0.136610091,0.027334801,0.11675197600000001,0.0,0.098400356,3.799172337,0.213040331,0.091746982,0.0,0.20784187400000004,0.0,2.3150694769999998,0.0,0.155173052,0.036513589,0.6329534450000001,0.0,0.019736348,0.014299006,2.0,2.0,"[1, 2]"
80x80,0.0,10.155252778000001,1.162867924,3.633350247,0.0,3.688387703,2.380794442,8.89253248,0.653826704,0.0,4.4825039229999994,1.816694628,4.689254621,0.0,2.084324048,1.307597182,13.039479844999999,4.72396727,1.2352568019999999,6.845919049,5.046548588,1.961419965,0.0,1.961419965,0.653826704,2.325753065,0.0,10.827781079000001,0.581430098,0.581430098,0.581430098,0.581430098,12.425042298000001,6.701189791,0.0,0.0,13.81494352,1.816694628,0.0,0.581430098,47.259970679999995,0.0,4.72396727,2.738150752,0.0,10.36318298,3.811291786,2.738150752,3.778131786,12.50516828,0.581430098,0.0,0.0,4.16856521,0.0,67.17284087,0.0,8.969328376,0.0,1.162867924,0.653826704,13.53135094,11.569882398,0.581430098,2.084324048,0.653826704,6.908060806,1.816694628,1.726967738,0.0,18.681445282,5.505099524,0.653826704,0.0,5.959178749,9.288788568,0.0,66.76203882200001,13.785735782,29.728436414,0.581430098,7.466442153999999,2.889835662,0.0,0.653826704,4.035427917,11.031789874000001,2.889835662,18.627018588000002,1.307597182,0.581430098,9.592638718,0.581430098,16.087690276,3.633350247,6.908060806,3.901018676,22.181386657,0.581430098,0.0,3.247191972,0.0,1.307597182,0.653826704,4.052720803,0.0,0.581430098,1.2352568019999999,7.773431161,16.253699967,3.03456492,7.56188751,138.29993747,2.889835662,19.970626433,0.0,0.0,0.0,2.084324048,2.9622245400000002,0.581430098,10.439193034999999,0.0,0.581430098,0.581430098,10.683070379,3.31958085,2.615263862,1.307597182,6.476963046,5.377737748,3.247191972,2.615263862,0.0,88.55193393900001,0.018259670999999998,0.126412101,0.027334801,0.105203712,0.0,0.069368072,3.318583202,0.029020436,0.0,0.0,0.19001878100000003,0.0,1.722506878,0.093054962,0.174246767,0.040578754,0.6329534450000001,0.0,0.019736348,0.014299006,2.0,2.0,"[1, 3]"
81x81,0.0,8.07092873,2.4038583439999996,4.874340667,0.0,3.688387703,3.621784862,8.446880862,3.135756416,0.0,3.6391702949999996,1.816694628,4.689254621,0.0,1.24099042,3.7895268939999998,15.919050952,4.72396727,1.2352568019999999,4.761595001,6.6851381320000005,1.961419965,0.0,1.961419965,0.653826704,4.807682777,0.0,13.309710791,0.581430098,0.581430098,0.581430098,1.822420518,17.388937453,5.857856163,0.0,0.0,13.81494352,8.021462616,1.24099042,0.581430098,67.86488028,1.24099042,7.2058969820000005,1.8948171239999998,0.0,10.36318298,1.726967738,0.653826704,6.260061498,4.963895155,0.581430098,0.0,0.0,1.24099042,0.0,57.89729773,0.0,13.089772316000001,0.0,1.162867924,0.653826704,13.928956604,11.967488062,14.233534348000001,0.0,1.8948171239999998,6.908060806,1.816694628,1.726967738,0.0,9.899190594,6.746089944,0.653826704,0.0,12.163946737,9.288788568,0.0,84.790963662,12.942402154,37.174220994,0.581430098,7.466442153999999,2.889835662,0.0,0.653826704,5.276418337,7.260847803000001,4.130826082,21.904237958000003,2.548587602,0.581430098,10.833629138,0.581430098,23.086587106,3.633350247,6.908060806,1.816694628,25.904300249000002,1.822420518,2.481929712,2.4038583439999996,0.0,1.307597182,0.653826704,4.052720803,0.0,0.581430098,1.2352568019999999,7.773431161,21.615160498999998,3.03456492,7.56188751,120.7004791,2.889835662,21.211616853,1.24099042,0.0,0.0,0.0,2.9622245400000002,0.581430098,25.728711937,0.0,0.581430098,0.581430098,14.405983971,2.4762472219999996,2.615263862,1.307597182,2.308397836,6.6187281680000005,2.4038583439999996,2.615263862,0.0,94.564162319,0.018259670999999998,0.153931429,0.049483076,0.10863642200000001,0.0,0.093483715,4.531704019,0.029020436,0.000573232,0.0,0.20224807100000003,0.0,1.116390563,0.0,0.166619981,0.05472697,0.6329534450000001,0.041091738,0.040338548,0.028006834,2.0,2.0,"[1, 4]"
82x82,0.0,10.155252778000001,9.368211446,7.795987252,0.0,4.462048527,1.726967738,10.973786565000001,0.0,8.205343522,3.8286772190000002,3.897948713,4.035427917,0.0,2.084324048,0.0,8.462873352999999,9.540374753,0.581430098,5.5383218670000005,4.392721884,0.0,0.0,0.0,0.0,2.325753065,0.0,7.558743282,0.581430098,0.581430098,0.581430098,0.581430098,5.233041235,12.171423978,0.0,0.0,13.81494352,1.162867924,0.0,0.581430098,46.2586762,2.735080789,6.8052213550000005,2.084324048,0.0,10.36318298,3.811291786,2.084324048,6.6331021109999995,23.44504932,0.581430098,2.735080789,0.0,6.903645999,0.0,75.92878609,0.0,7.127802673000001,0.0,1.162867924,0.0,17.813805955,9.608462433,8.78677362,2.084324048,2.735080789,6.908060806,3.897948713,1.726967738,2.735080789,23.617751007,2.889835662,0.0,0.0,18.327321257,8.634961864,0.0,81.517877272,13.131909078,29.07460971,0.581430098,2.889835662,5.624916451,0.0,0.0,6.770508705999999,9.724192691999999,5.624916451,11.555227566,0.0,0.581430098,6.977374856,0.581430098,27.148166104,2.325753065,6.908060806,3.247191972,10.414059117,0.581430098,0.0,3.247191972,0.0,0.0,0.0,6.787801591999999,0.0,0.581430098,0.581430098,0.581430098,11.796779693000001,1.726967738,6.908060806,180.89439316,2.889835662,18.009206468,0.0,0.0,0.0,2.084324048,2.308397836,3.3165108869999997,11.452535494,0.0,0.581430098,0.581430098,19.661531454,2.6657541460000003,0.0,0.0,6.476963046,4.070140566,5.982272761,0.0,0.0,77.33190466900001,0.003631538,0.09965726400000001,0.027334801,0.122388149,0.0,0.064822967,3.113466563,0.184019895,0.091746982,0.0,0.19256872600000002,0.0,2.418615849,0.093054962,0.09060683600000001,0.040578754,0.6329534450000001,0.0,0.019736348,0.0,2.0,2.0,"[2, 3]"
83x83,0.0,8.07092873,10.609201866,9.036977671999999,0.0,4.462048527,2.967958158,10.528134947,2.481929712,8.205343522,2.985343591,3.897948713,4.035427917,0.0,1.24099042,2.481929712,11.34244446,9.540374753,0.581430098,3.453997819,6.031311428,0.0,0.0,0.0,0.0,4.807682777,0.0,10.040672994,0.581430098,0.581430098,0.581430098,1.822420518,10.196936390000001,11.32809035,0.0,0.0,13.81494352,7.367635912000001,1.24099042,0.581430098,66.8635858,3.9760712089999997,9.287151067,1.24099042,0.0,10.36318298,1.726967738,0.0,9.115031822999999,15.903776194999999,0.581430098,2.735080789,0.0,3.9760712089999997,0.0,66.65324294999999,0.0,11.248246613000001,0.0,1.162867924,0.0,18.211411619,10.006068097,22.43887787,0.0,3.9760712089999997,6.908060806,3.897948713,1.726967738,2.735080789,14.835496318999999,4.130826082,0.0,0.0,24.532089245,8.634961864,0.0,99.546802112,12.28857545,36.52039429,0.581430098,2.889835662,5.624916451,0.0,0.0,8.011499125999999,5.9532506210000005,6.865906871,14.832446936,1.24099042,0.581430098,8.218365276,0.581430098,34.147062934000004,2.325753065,6.908060806,1.162867924,14.136972709,1.822420518,2.481929712,2.4038583439999996,0.0,0.0,0.0,6.787801591999999,0.0,0.581430098,0.581430098,0.581430098,17.158240225,1.726967738,6.908060806,163.29493478999999,2.889835662,19.250196887999998,1.24099042,0.0,0.0,0.0,2.308397836,3.3165108869999997,26.742054396,0.0,0.581430098,0.581430098,23.384445046,1.822420518,0.0,0.0,2.308397836,5.311130986,5.138939133,0.0,0.0,83.344133049,0.003631538,0.127176592,0.049483076,0.125820859,0.0,0.08893861,4.326587379999999,0.184019895,0.09232021400000001,0.0,0.20479801600000003,0.0,1.812499534,0.0,0.08298005,0.05472697,0.6329534450000001,0.041091738,0.040338548,0.013707828,2.0,2.0,"[2, 4]"
84x84,0.0,10.155252778000001,2.4038583439999996,3.566743485,0.0,1.726967738,2.967958158,11.961619368,2.481929712,0.0,5.069667639,1.162867924,4.035427917,0.0,3.325314468,2.481929712,13.426768507999999,4.070140566,0.581430098,5.5383218670000005,8.115635476,0.0,0.0,0.0,0.0,4.807682777,0.0,10.040672994,0.581430098,0.581430098,0.581430098,1.822420518,10.196936390000001,7.942180211,0.0,0.0,13.81494352,7.367635912000001,1.24099042,0.581430098,55.402160030000005,1.24099042,6.552070278,3.325314468,0.0,10.36318298,3.811291786,2.084324048,3.644797636,17.469063435,0.581430098,0.0,0.0,5.40955563,0.0,54.02141118,0.0,10.597489872,0.0,1.162867924,0.0,12.090392145,12.090392145,14.233534348000001,2.084324048,1.24099042,6.908060806,1.162867924,1.726967738,0.0,19.135321077,4.130826082,0.0,0.0,10.856349555000001,8.634961864,0.0,84.18282364199999,14.372899497999999,36.52039429,0.581430098,2.889835662,2.889835662,0.0,0.0,5.276418337,12.206122403999998,4.130826082,16.265931357,1.24099042,0.581430098,8.218365276,0.581430098,24.639888454,2.325753065,6.908060806,3.247191972,14.136972709,1.822420518,2.481929712,4.488182392,0.0,0.0,0.0,4.052720803,0.0,0.581430098,0.581430098,0.581430098,16.507483483999998,1.726967738,6.908060806,170.07828411999998,2.889835662,19.250196887999998,1.24099042,0.0,0.0,2.084324048,2.308397836,0.581430098,20.621034922,0.0,0.581430098,0.581430098,12.444564006,3.9067445660000004,0.0,0.0,6.476963046,5.311130986,4.488182392,0.0,0.0,81.004641499,0.003631538,0.116978602,0.049483076,0.114272595,0.0,0.059906325999999996,3.845998245,0.0,0.000573232,0.0,0.18697492300000002,0.0,1.2199369349999998,0.093054962,0.102053765,0.058792135,0.6329534450000001,0.041091738,0.040338548,0.013707828,2.0,2.0,"[3, 4]"
