coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Ambiguous,Ependymal,Ambiguouscells
54x54,0.0,1.7604015199999998,4.734579172,7.079030481999999,2.706842033,77.19970044,5.42725761,7.985656471,2.55410292,0.92774684,19.46179796,5.599547889,3.3017850810000002,0.597533596,0.851356265,0.597533596,18.684950257,15.306487711,19.668075159,3.83912533,81.488457038,4.600525412,1.448889861,0.92774684,0.0,4.118361208,1.779103105,8.753821499,6.630820639,0.581430098,3.479221747,2.1067105340000003,14.450092272,3.209302406,0.0,0.0,7.967857200000001,11.471476140999998,0.92774684,1.432786363,13.95546773,4.486006634,4.667674162,0.0,1.195078217,2.55410292,2.453019364,8.098272533,4.1506369890000006,3.151636516,1.432786363,1.855485768,0.0,5.1845292380000005,0.851356265,18.636737757,0.597533596,6.453438333,4.079383356,2.611757785,4.436679965,21.277204579,10.348755342999999,3.479221747,0.0,5.274457903,0.851356265,3.793328196,1.779103105,0.0,16.035019475,7.580815686,0.0,0.0,128.941607862,0.0,1.702713432,25.475601814999997,22.656035555000003,31.121044192,1.509176938,6.944930758000001,7.174189754,0.92774684,1.779103105,2.881677126,10.806266243,2.6881483599999996,4.651581567,1.855485768,1.432786363,11.757802908,2.2841435299999997,21.241314829,4.448578122,8.96322642,4.404382664,16.581638694,1.1789636940000001,4.486006634,1.162867924,0.851356265,5.948357675,1.195078217,8.527949895999999,0.0,0.581430098,0.581430098,0.581430098,12.849383091,1.195078217,0.0,23.653454033,3.2856929810000004,33.0118821,0.0,0.0,1.702713432,0.92774684,21.182328405,15.513754163000002,8.573756247999999,0.0,1.432786363,1.1789636940000001,17.835272501000002,1.432786363,5.377933695,1.792608143,5.067436731999999,15.48397541,10.14842195,0.851356265,5.541871985,35.744243141999995,0.066001952,0.21924037,0.034191586,0.192055381,0.0,0.238232154,0.897710672,2.208168781,0.0,0.0,0.226347393,0.0,2.432360067,0.0,0.25024218,0.007759829,0.509884818,0.023021592,0.064978596,0.071112284,2.0,2.0,"[3, 4]"
55x55,0.274911387,7.372488072,4.679120027,4.007887849,1.237072195,39.66291112,9.392259884,20.238328281,3.701213775,0.41237493,22.13076528,3.722778113,1.792608143,0.734988009,0.137454413,1.009908526,14.493423533,7.212486376999999,8.020013821000001,22.898807446000003,36.187360566,11.268949523,1.009908526,0.274911387,0.5498155,22.834881190999997,0.41237493,1.882330405,4.4042111010000005,0.137454413,1.744893717,0.734988009,11.728321294999999,14.332062757000001,0.0,0.137454413,12.547963834,12.764276847,0.41237493,0.5498155,0.274911387,0.137454413,0.734988009,2.262999342,1.469989604,1.649476062,1.2847857839999999,9.158604518,8.539559535,72.565148328,0.0,0.274911387,1.850624412,4.1873462219999995,2.061822428,1.33253263,2.860532938,4.314512853,14.146879037,2.109535707,3.5853237,8.89248935,8.454087040000001,4.081590101,0.0,1.792608143,0.41237493,0.41237493,0.0,0.274911387,19.370047532,3.298926303,0.41237493,0.687252188,172.04167184,0.0,0.5498155,14.452114748000001,11.032005647,1.195078217,0.0,1.697150207,13.56298324,0.0,0.5498155,1.009908526,2.754793363,1.1473490960000001,0.0,0.41237493,1.9880788249999999,9.443827047000001,0.0,23.323367098,3.5955181290000002,8.96322642,8.491764445,23.257665949,4.848562871,9.386598336,0.137454413,0.137454413,6.778624438,1.33253263,6.942158858,6.362579546,0.0,0.0,6.362579546,11.226899495,1.607453147,0.274911387,4.742849166,1.744893717,18.992642712,0.137454413,0.137454413,9.803973383999999,1.099616611,9.358462881000001,3.848752315,14.579400482,0.0,4.113588705,0.597533596,16.983238813,0.824735831,5.377933695,2.06751953,2.199263417,19.015556819,4.2667696170000005,0.137454413,3.262680452,13.922505344000001,0.066001952,0.271385512,0.02337782,0.122035314,0.0,0.283094101,0.0,3.0015869,0.0,0.0,0.209700957,0.0,3.0226066190000003,0.0,0.298669199,0.006154792,1.41120291,0.0,0.068371269,0.071112284,2.0,2.0,"[0, 1]"
56x56,0.38640463,7.346517772,2.565409192,6.136990138,0.38640463,48.65636921,8.541592319,28.686656598,3.701213775,0.772801049,22.31720974,3.5853237,1.792608143,0.983938226,1.545599049,0.983938226,14.947053263,7.907454918999999,3.6888211049999997,23.233307056,40.754163506,9.103256812,1.7567690370000002,0.38640463,0.38640463,23.693228052,0.772801049,3.127118954,6.04310013,0.38640463,1.5814828470000002,0.597533596,12.921163817,15.465286876,0.0,0.0,12.158683292,12.300005701,0.0,0.38640463,0.38640463,0.0,1.370334645,1.850624412,1.195078217,0.38640463,0.983938226,9.793951154,8.925964165,72.07490770700001,0.38640463,0.772801049,1.850624412,3.396223461,0.38640463,2.354313658,2.834562638,5.867806995,14.094944255,0.983938226,4.744559141,6.218315883,7.893724542,3.513487885,0.0,2.951843584,0.0,0.38640463,0.0,0.38640463,17.959038918,2.704844633,0.38640463,0.38640463,142.29621294999998,0.0,0.0,13.308207066000001,10.75709426,1.5814828470000002,0.38640463,1.370334645,12.942978989,0.38640463,0.772801049,0.597533596,4.497452776,0.983938226,0.0,1.159235441,1.850624412,10.027240876,0.0,24.739193189999998,3.818503678,8.96322642,9.487547994,21.229435195,5.457982812,7.908178595,0.772801049,0.0,8.409781918,1.5814828470000002,8.280128267,7.135380595,0.0,0.772801049,6.7489841760000004,12.230386540999998,1.5814828470000002,0.38640463,4.416033604,1.195078217,18.966672412,0.38640463,0.0,9.254157884,0.772801049,7.449395757,6.56885177,13.847852231000001,0.0,4.860449216,0.597533596,23.225426559000002,0.38640463,6.150734744,1.792608143,1.932040737,17.373767753000003,2.179012773,0.0,2.987769065,10.226651603,0.066001952,0.162488089,0.0,0.133861487,0.0,0.18816476699999998,0.0,2.209276111,0.0,0.0,0.259381213,0.0,2.03975038,0.0,0.283868666,0.046645005999999996,1.5406398810000002,0.184977216,0.046747975,0.088083591,2.0,2.0,"[0, 2]"
57x57,0.0,6.960113142,2.643964408,4.748416061,0.851356265,51.8851918,9.006543954,19.41359245,6.255316694999999,0.0,21.164258240000002,4.436679965,1.792608143,0.597533596,0.851356265,0.597533596,14.023507663,9.380861376999999,11.664552696,22.92542788,45.523161736,10.963104957999999,1.448889861,0.0,0.0,22.147629003,0.851356265,1.195078217,6.049390541,0.0,2.897791649,0.597533596,11.067675449,14.771044092,0.0,0.0,10.619361944000001,14.932651846999999,0.0,0.851356265,0.0,1.702713432,0.597533596,1.850624412,1.195078217,2.55410292,0.597533596,9.021150105,8.539559535,73.469775186,0.851356265,0.0,1.850624412,6.1074068100000005,0.851356265,1.195078217,2.448158008,4.944261395,15.876246126,1.448889861,4.436679965,8.857313982,5.345945987,2.897791649,0.0,4.346711063,0.851356265,1.702713432,0.851356265,0.0,18.430297515,0.851356265,0.0,0.0,179.56338984,0.0,1.702713432,14.860144831000001,11.608450525,2.046434482,0.0,4.854315994,11.554404911999999,0.0,0.851356265,2.300247028,3.495321575,0.597533596,0.0,0.0,2.701980677,8.481641827,1.702713432,22.112900935,3.045702629,8.96322642,8.79330521,23.940618544000003,4.298747371,8.065292978,0.0,0.851356265,7.794085681999999,1.195078217,6.197335475,6.362579546,0.0,0.0,6.362579546,11.306840940999999,1.195078217,0.0,3.643232555,1.195078217,18.580267782,0.0,0.0,10.956871315999999,0.0,10.396204316999999,9.365732568,12.84572103,0.0,4.55257004,0.597533596,19.289069397000002,0.851356265,5.377933695,1.792608143,1.702713432,20.549881325,4.346711063,0.851356265,5.541871985,13.173460163,0.066001952,0.222023381,0.0,0.13574081999999998,0.0,0.253188431,0.0,2.6503486450000002,0.0,0.0,0.23905163599999998,0.0,2.62904886,0.0,0.291404781,0.007759829,1.41120291,0.0,0.044371994,0.071112284,2.0,2.0,"[0, 3]"
58x58,0.0,6.960113142,2.720354983,4.901188397,1.855485768,50.76372786,10.938480891,20.34133929,3.701213775,0.92774684,26.185272001,3.5853237,2.720354983,0.597533596,0.0,0.597533596,15.180479545,7.83089995,8.019625961000001,22.074071615,48.109024296,7.557657763,0.597533596,0.92774684,0.0,22.147629003,0.92774684,1.195078217,1.792608143,0.0,1.195078217,1.525280436,10.216319184,13.919687827,0.0,0.0,10.073654348,12.454951492,0.92774684,0.0,0.0,2.783293202,0.597533596,1.850624412,1.195078217,0.0,2.453019364,9.948896945,8.539559535,70.915672266,0.0,1.855485768,1.850624412,2.778371252,0.0,1.195078217,2.448158008,3.317905315,14.249890045999999,0.597533596,3.5853237,9.544828248,6.426525757,1.195078217,0.0,2.720354983,0.0,0.92774684,0.92774684,0.0,20.744235571,5.566591497,0.0,0.0,171.45516887,0.0,0.0,14.314437235000002,10.75709426,1.195078217,0.92774684,1.525280436,13.562766282,0.92774684,0.92774684,0.597533596,7.35919964,1.525280436,0.0,1.855485768,1.850624412,8.481641827,0.0,22.18929151,3.973449469,8.96322642,7.941948945,26.178117611,4.298747371,9.145872748,0.0,0.0,7.9468580179999995,1.195078217,5.498718323,6.362579546,0.0,0.0,6.362579546,9.680484860999998,1.195078217,0.0,4.570979395,2.122825057,18.580267782,0.0,0.0,9.254157884,0.92774684,13.79001769,5.566591497,12.070754438,0.0,3.701213775,0.597533596,16.811369042000003,0.0,5.377933695,1.792608143,2.783293202,16.369473856000003,6.431451106,0.0,2.987769065,13.784671911,0.066001952,0.253557561,0.034191586,0.139098263,0.0,0.27474062099999996,0.0,2.8138762799999997,0.0,0.0,0.211216346,0.0,2.633970907,0.0,0.265076602,0.006154792,1.41120291,0.023021592,0.088837374,0.071112284,2.0,2.0,"[0, 4]"
59x59,0.6613160170000001,1.3963131560000002,5.451921076,7.099175358,1.623476825,62.870061109999995,3.4160849680000003,16.786782819,3.701213775,1.185175979,14.815889568,3.722778113,1.792608143,1.1213926390000002,1.683053462,1.3963131560000002,17.971072053,9.144527113999999,11.11130133,4.971740337,64.21636498,6.4519690259999996,2.169143967,0.6613160170000001,0.93622013,24.380480239999997,1.185175979,3.8143711419999997,8.654703088000002,0.5238590430000001,2.131298347,0.734988009,14.433165928,3.153052196,0.0,0.137454413,11.981488034,13.537077896,0.41237493,0.93622013,0.6613160170000001,0.137454413,1.5077890580000002,2.262999342,1.469989604,2.035880692,1.6711904139999998,9.931405567,8.925964165,73.72438376900001,0.38640463,1.047712436,1.850624412,5.732945270999999,2.448227058,2.491768071,3.246937568,7.792161373,2.195070476,2.495940337,4.744559141,13.915727016,12.704579027000001,6.399999769,0.0,2.951843584,0.41237493,0.79877956,0.0,0.6613160170000001,11.282333634,6.0037709360000004,0.79877956,1.073656818,91.31056615,0.0,0.5498155,10.794379835,11.032005647,1.5814828470000002,0.38640463,2.469951256,16.654270749,0.38640463,1.3226165490000001,1.009908526,5.459637996,1.533753726,0.0,1.571610371,1.9880788249999999,10.989426096,0.0,26.801015617999997,4.368319178,8.96322642,10.037363494,5.716962448,6.007798312,4.569617839,0.9102554620000001,0.137454413,9.097034105999999,1.7189372600000001,11.57905457,0.772801049,0.0,0.772801049,0.38640463,8.341968469000001,1.993857777,0.6613160170000001,5.515650215,1.744893717,19.379047342,0.5238590430000001,0.137454413,9.803973383999999,1.87241766,13.222534938,10.417604085,10.921665569000002,0.0,5.272824146,0.597533596,24.32504317,1.211140461,6.150734744,2.06751953,4.131304154,14.58501801,4.653174247000001,0.137454413,3.262680452,11.423997855,0.066001952,0.177784088,0.02337782,0.149405866,0.0,0.18156197,0.0,1.9548068669999998,0.0,0.0,0.24905234399999998,0.0,2.178014203,0.0,0.296474157,0.046645005999999996,1.5327014600000002,0.184977216,0.046888472,0.088083591,2.0,2.0,"[1, 2]"
60x60,0.274911387,1.009908526,5.5304762919999995,5.710601281000001,2.0884284600000003,66.0988837,3.881036603,7.5137186709999995,6.255316694999999,0.41237493,13.662938068,4.574134378,1.792608143,0.734988009,0.9888106779999999,1.009908526,17.047526453,10.617933571999998,19.087032921000002,4.663861161,68.98536321,8.311817172,1.861264791,0.274911387,0.5498155,22.834881190999997,1.2637311949999999,1.882330405,8.660993499,0.137454413,3.447607149,0.734988009,12.579677559999999,2.458809412,0.0,0.137454413,10.442166686,16.169724042,0.41237493,1.401171765,0.274911387,1.8401678449999999,0.734988009,2.262999342,1.469989604,4.203578982,1.2847857839999999,9.158604518,8.539559535,75.11925124800001,0.851356265,0.274911387,1.850624412,8.44412862,2.913178693,1.33253263,2.860532938,6.868615773,3.976372347,2.9608919719999998,4.436679965,16.554725115,10.156800472,5.784303532999999,0.0,4.346711063,1.2637311949999999,2.115088362,0.851356265,0.274911387,11.753592230999999,4.150282568,0.41237493,0.687252188,128.57774304,0.0,2.2525289319999997,12.3463176,11.883361912,2.046434482,0.0,5.953932605,15.265696671999999,0.0,1.401171765,2.7126219579999997,4.4575067950000005,1.1473490960000001,0.0,0.41237493,2.83943509,9.443827047000001,1.702713432,24.174723363,3.5955181290000002,8.96322642,9.343120709999999,8.428145797,4.848562871,4.726732222,0.137454413,0.9888106779999999,8.481337869999999,1.33253263,9.496261778000001,0.0,0.0,0.0,0.0,7.4184228690000005,1.607453147,0.274911387,4.742849166,1.744893717,18.992642712,0.137454413,0.137454413,11.506686815999998,1.099616611,16.169343498,13.214484883,9.919534368,0.0,4.9649449699999995,0.597533596,20.388686008,1.676092096,5.377933695,2.06751953,3.901976849,17.761131582,6.8208725370000005,0.9888106779999999,5.816783372,14.370806415,0.066001952,0.23731938,0.02337782,0.15128519899999998,0.0,0.246585634,0.0,2.395879401,0.0,0.0,0.228722767,0.0,2.767312683,0.0,0.304010272,0.007759829,1.4032644890000001,0.0,0.044512491,0.071112284,2.0,2.0,"[1, 3]"
61x61,0.274911387,1.009908526,5.606866867,5.863373617000001,3.092557963,64.97741976,5.81297354,8.441465510999999,3.701213775,1.3401217699999999,18.683951829,3.722778113,2.720354983,0.734988009,0.137454413,1.009908526,18.204498335,9.067972144999999,15.442106186,3.812504896,71.57122577,4.906369977,1.009908526,1.202658227,0.5498155,22.834881190999997,1.3401217699999999,1.882330405,4.4042111010000005,0.137454413,1.744893717,1.662734849,11.728321294999999,1.607453147,0.0,0.137454413,9.89645909,13.692023686999999,1.3401217699999999,0.5498155,0.274911387,2.920747615,0.734988009,2.262999342,1.469989604,1.649476062,3.1402715519999997,10.086351358,8.539559535,72.565148328,0.0,2.1303971550000003,1.850624412,5.115093062,2.061822428,1.33253263,2.860532938,5.242259693,2.350016267,2.109535707,3.5853237,17.242239380999997,11.237380242,4.081590101,0.0,2.720354983,0.41237493,1.3401217699999999,0.92774684,0.274911387,14.067530287,8.8655178,0.41237493,0.687252188,120.46952207000001,0.0,0.5498155,11.800610004000001,11.032005647,1.195078217,0.92774684,2.624897047,17.274058042,0.92774684,1.47756234,1.009908526,8.32138486,2.0750959360000003,0.0,2.2678606980000002,1.9880788249999999,9.443827047000001,0.0,24.251113938,4.523264969,8.96322642,8.491764445,10.665644864,4.848562871,5.807311992,0.137454413,0.137454413,8.634110205999999,1.33253263,8.797644626,0.0,0.0,0.0,0.0,5.792066789000001,1.607453147,0.274911387,5.670596006,2.6726405570000002,18.992642712,0.137454413,0.137454413,9.803973383999999,2.0273634510000003,19.563156871000004,9.415343812,9.144567776,0.0,4.113588705,0.597533596,17.910985653,0.824735831,5.377933695,2.06751953,4.982556619,13.580724113,8.90561258,0.137454413,3.262680452,14.982018163,0.066001952,0.26885356,0.057569406000000004,0.154642642,0.0,0.26813782399999997,0.0,2.5594070359999996,0.0,0.0,0.20088747699999998,0.0,2.77223473,0.0,0.277682093,0.006154792,1.4032644890000001,0.023021592,0.088977871,0.071112284,2.0,2.0,"[1, 4]"
62x62,0.38640463,0.983938226,3.4167654570000003,7.839703569999999,1.237760895,75.09234179,3.030369038,15.962046987999999,6.255316694999999,0.772801049,13.849382528000001,4.436679965,1.792608143,0.983938226,2.396955314,0.983938226,17.501156183,11.312902114,14.755840204999998,4.998360771,73.55216615,6.146124460999999,2.6081253020000004,0.38640463,0.38640463,23.693228052,1.624157314,3.127118954,10.299882528000001,0.38640463,3.284196279,0.597533596,13.772520082,3.5920335310000002,0.0,0.0,10.052886144,15.705452896,0.0,1.237760895,0.38640463,1.702713432,1.370334645,1.850624412,1.195078217,2.94050755,0.983938226,9.793951154,8.925964165,74.62901062700001,1.237760895,0.772801049,1.850624412,7.653005859,1.237760895,2.354313658,2.834562638,8.421909915,3.924437565,1.835294491,5.595915406,13.880551648,9.596437974,5.2162013169999994,0.0,5.505946504000001,0.851356265,2.089118062,0.851356265,0.38640463,10.342583616999999,3.556200898,0.38640463,0.38640463,98.83228414999999,0.0,1.702713432,11.202409918,11.608450525,2.432839112,0.38640463,5.627117043,14.645692421,0.38640463,1.624157314,2.300247028,6.200166208000001,0.983938226,0.0,1.159235441,2.701980677,10.027240876,1.702713432,25.590549454999998,3.818503678,8.96322642,10.338904259,6.399915043,5.457982812,3.248312481,0.772801049,0.851356265,10.11249535,1.5814828470000002,10.834231187,0.772801049,0.0,0.772801049,0.38640463,8.421909915,1.5814828470000002,0.38640463,4.416033604,1.195078217,18.966672412,0.38640463,0.0,10.956871315999999,0.772801049,14.260276374,15.934584338,9.187986117,0.0,5.711805481,0.597533596,26.630873754000003,1.237760895,6.150734744,1.792608143,3.634754169,16.119342516,4.733115693,0.851356265,5.541871985,10.674952674,0.066001952,0.128421957,0.0,0.16311137199999998,0.0,0.1516563,0.0,1.6035686120000001,0.0,0.0,0.27840302299999997,0.0,1.784456444,0.0,0.289209739,0.04825004299999999,1.5327014600000002,0.184977216,0.022889197,0.088083591,2.0,2.0,"[2, 3]"
63x63,0.38640463,0.983938226,3.493156032,7.992475906,2.2418903980000002,73.97087785,4.962305975,16.889793828,3.701213775,1.700547889,18.870396289,3.5853237,2.720354983,0.983938226,1.545599049,0.983938226,18.658128065,9.762940686999999,11.11091347,4.147004506,76.13802871,2.740677266,1.7567690370000002,1.31415147,0.38640463,23.693228052,1.700547889,3.127118954,6.04310013,0.38640463,1.5814828470000002,1.525280436,12.921163817,2.740677266,0.0,0.0,9.507178548,13.227752541,0.92774684,0.38640463,0.38640463,2.783293202,1.370334645,1.850624412,1.195078217,0.38640463,2.839423994,10.721697994,8.925964165,72.07490770700001,0.38640463,2.628286817,1.850624412,4.323970301,0.38640463,2.354313658,2.834562638,6.795553835,2.298081485,0.983938226,4.744559141,14.568065913999998,10.677017744,3.513487885,0.0,3.879590424,0.0,1.31415147,0.92774684,0.38640463,12.656521673,8.27143613,0.38640463,0.38640463,90.72406318,0.0,0.0,10.656702322000001,10.75709426,1.5814828470000002,1.31415147,2.298081485,16.654053791,1.31415147,1.700547889,0.597533596,10.064044273,1.911685066,0.0,3.014721209,1.850624412,10.027240876,0.0,25.66694003,4.746250518,8.96322642,9.487547994,8.63741411,5.457982812,4.328892251,0.772801049,0.0,10.265267686,1.5814828470000002,10.135614035,0.772801049,0.0,0.772801049,0.38640463,6.795553835,1.5814828470000002,0.38640463,5.343780444,2.122825057,18.966672412,0.38640463,0.0,9.254157884,1.700547889,17.654089747,12.135443267,8.413019525,0.0,4.860449216,0.597533596,24.153173399000003,0.38640463,6.150734744,1.792608143,4.715333939,11.938935047,6.817855736,0.0,2.987769065,11.286164422,0.066001952,0.159956137,0.034191586,0.166468815,0.0,0.17320849,0.0,1.767096247,0.0,0.0,0.250567733,0.0,1.789378491,0.0,0.26288156,0.046645005999999996,1.5327014600000002,0.207998808,0.067354577,0.088083591,2.0,2.0,"[2, 4]"
64x64,0.0,0.597533596,3.5717112479999997,6.603901829000001,2.706842033,77.19970044,5.42725761,7.61672968,6.255316694999999,0.92774684,17.717444788999998,4.436679965,2.720354983,0.597533596,0.851356265,0.597533596,17.734582465,11.236347144999998,19.086645061,3.83912533,80.90702694000001,4.600525412,1.448889861,0.92774684,0.0,22.147629003,1.779103105,1.195078217,6.049390541,0.0,2.897791649,1.525280436,11.067675449,2.046434482,0.0,0.0,7.967857200000001,15.860398686999998,0.92774684,0.851356265,0.0,4.486006634,0.597533596,1.850624412,1.195078217,2.55410292,2.453019364,9.948896945,8.539559535,73.469775186,0.851356265,1.855485768,1.850624412,7.035153650000001,0.851356265,1.195078217,2.448158008,5.872008235,4.079383356,1.448889861,4.436679965,17.207064013,8.129239189,2.897791649,0.0,5.274457903,0.851356265,2.6304602719999997,1.779103105,0.0,13.127780269999999,6.417947762,0.0,0.0,127.99124007,0.0,1.702713432,12.208640087000001,11.608450525,2.046434482,0.92774684,5.782062834,15.265479714,0.92774684,1.779103105,2.300247028,9.061913072,1.525280436,0.0,1.855485768,2.701980677,8.481641827,1.702713432,23.040647775,3.973449469,8.96322642,8.79330521,11.348597459,4.298747371,4.486006634,0.0,0.851356265,9.649571449999998,1.195078217,8.052821243,0.0,0.0,0.0,0.0,5.872008235,1.195078217,0.0,4.570979395,2.122825057,18.580267782,0.0,0.0,10.956871315999999,0.92774684,20.600898307,14.932324065,7.410888324000001,0.0,4.55257004,0.597533596,20.216816237000003,0.851356265,5.377933695,1.792608143,4.486006634,15.115048619,8.985554025999999,0.851356265,5.541871985,14.232972982,0.066001952,0.219491429,0.034191586,0.16834814799999998,0.0,0.238232154,0.0,2.208168781,0.0,0.0,0.23023815599999997,0.0,2.378676971,0.0,0.270417675,0.007759829,1.4032644890000001,0.023021592,0.064978596,0.071112284,2.0,2.0,"[3, 4]"
65x65,0.274911387,13.683015282000001,2.886511884,0.96218522,1.237072195,59.821095778,9.326619479,17.235320794,0.0,0.41237493,17.947899048,0.137454413,3.453997819,0.137454413,0.137454413,4.098350283,4.750986528,1.237072195,7.422480225,23.365036200000002,37.914328304,10.073871306000001,0.41237493,0.274911387,0.5498155,0.687252188,0.41237493,0.687252188,2.611602958,0.137454413,0.5498155,0.137454413,12.570688481,20.276957711999998,0.0,0.137454413,30.048882706999997,1.237072195,0.41237493,0.5498155,3.96088674,0.137454413,0.137454413,0.41237493,0.274911387,12.012659042,2.414219926,0.137454413,0.0,1.649476062,0.0,0.274911387,0.0,2.33672181,2.061822428,11.196140783,0.41237493,3.6513221160000002,13.549345441,1.512002111,0.0,14.837384305,8.264852304,2.886511884,0.0,0.0,7.320435736,0.41237493,1.726967738,0.274911387,22.458489289,5.025894041,0.41237493,0.687252188,165.352689,8.634961864,0.5498155,26.451036112999997,0.274911387,0.0,0.0,2.826584349,5.438259498,0.0,0.5498155,3.866372749,2.6891529579999998,2.276783238,0.0,0.41237493,0.137454413,0.96218522,0.0,5.747797781,4.235790853,6.908060806,0.5498155,27.841150234999997,0.5498155,9.386598336,0.137454413,0.137454413,0.687252188,0.137454413,5.025894041,6.362579546,0.0,0.0,6.362579546,8.83674102,2.139342668,7.182972193,26.903640731000003,2.276783238,2.139342668,0.137454413,0.137454413,0.5498155,4.785591964,11.186082272,3.848752315,17.170794702000002,0.0,0.41237493,0.0,1.099616611,0.824735831,0.0,0.274911387,3.926231155,9.936409349,2.474161474,0.137454413,0.274911387,46.862471903,0.013336755,0.36059372700000003,0.063754735,0.17385145800000001,0.0,0.318884784,0.512899224,3.0015869,0.0,0.0,0.143338198,0.0,3.251229757,0.0,0.173582475,0.036513589,0.582144614,0.0,0.088107617,0.0,2.0,2.0,"[0, 1]"
66x66,0.38640463,13.657044982,0.772801049,3.091287509,0.38640463,68.81455386799999,8.475951914,25.683649110999998,0.0,0.772801049,18.134343508,0.0,3.453997819,0.38640463,1.545599049,4.072379983,5.204616258,1.932040737,3.091287509,23.69953581,42.481131244,7.908178595,1.159235441,0.38640463,0.38640463,1.545599049,0.772801049,1.932040737,4.250491987,0.38640463,0.38640463,0.0,13.763531003,21.410181831,0.0,0.0,29.659602165,0.772801049,0.0,0.38640463,4.072379983,0.0,0.772801049,0.0,0.0,10.749587609999999,2.113372368,0.772801049,0.38640463,1.159235441,0.38640463,0.772801049,0.0,1.545599049,0.38640463,12.217921811,0.38640463,5.204616258,13.497410659,0.38640463,1.159235441,12.163210838,7.704489806,2.318409668,0.0,1.159235441,6.908060806,0.38640463,1.726967738,0.38640463,21.047480675,4.4318123709999995,0.38640463,0.38640463,135.60723011,8.634961864,0.0,25.307128431,0.0,0.38640463,0.38640463,2.499768787,4.818255247,0.38640463,0.772801049,3.453997819,4.4318123709999995,2.113372368,0.0,1.159235441,0.0,1.545599049,0.0,7.163623873,4.458776402,6.908060806,1.545599049,25.812919480999998,1.159235441,7.908178595,0.772801049,0.0,2.318409668,0.38640463,6.36386345,7.135380595,0.0,0.772801049,6.7489841760000004,9.840228066,2.113372368,7.294465436,26.576825169000003,1.726967738,2.113372368,0.38640463,0.0,0.0,4.458776402,9.277015148,6.56885177,16.439246451,0.0,1.159235441,0.0,7.341804357,0.38640463,0.772801049,0.0,3.659008475,8.294620283,0.38640463,0.0,0.0,43.166618162,0.013336755,0.251696304,0.040376915,0.185677631,0.0,0.22395544999999997,0.512899224,2.209276111,0.0,0.0,0.193018454,0.0,2.268373518,0.0,0.158781942,0.077003803,0.711581585,0.184977216,0.066484323,0.016971307,2.0,2.0,"[0, 2]"
