coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Pericytes,ODImmature1,Pericytes ODImmature1
53x53,0.0,0.0,9.8292904,3.466107251,1.092184595,13.574132844000001,1.092184595,5.774197914,0.0,0.0,2.934392322,1.092184595,4.368710674,0.0,1.965992169,0.0,7.208578635,0.750048159,0.750048159,15.016301957,4.216116688,6.750504986,0.0,0.0,0.0,2.716040328,0.750048159,5.461003853,1.092184595,0.0,0.0,0.0,63.56579042,1.965992169,0.0,0.0,5.2579199,4.368710674,0.0,0.0,0.0,10.51595608,9.611290809,0.0,0.0,158.894966339,1.965992169,3.93196516,4.368710674,1.092184595,0.0,0.0,0.0,0.0,0.0,37.13669159,0.0,2.934392322,0.750048159,0.0,2.184344163,20.358953185,1.8422327539999999,6.116309322999999,0.0,0.0,5.716280817,1.092184595,0.750048159,2.250124519,0.0,2.250124519,1.092184595,0.0,5.897949332,45.77531936,0.0,4.434468682,4.900384491,10.485148038,1.092184595,1.092184595,0.750048159,0.750048159,0.750048159,5.2579199,3.342309114,1.8422327539999999,1.965992169,0.0,0.0,9.174562807,0.0,14.85261689,7.426996022,115.77722283,2.184344163,3.750288648,3.276613475,5.242605644,0.0,0.0,0.0,12.888943865000002,1.8422327539999999,0.0,0.750048159,0.0,3.93196516,13.792569555,0.0,3.684459245,3.684459245,0.0,6.334702843,0.0,0.0,0.0,6.058361055,10.798193379,10.92065173,52.43165821,0.0,3.0581767639999997,1.092184595,3.276613475,0.0,1.8422327539999999,3.0581767639999997,3.276613475,3.276613475,37.449180829,0.0,0.0,3.276613475,0.014858281,0.091805055,0.04389872,0.038035677,0.010425737,0.066815083,0.0,0.0,0.0,0.0,0.060036518000000004,0.0,0.6540060750000001,0.0,0.003467705,0.0,0.8078680279999999,0.019921795,0.008558979,0.001682785,2.0,2.0,"[[0, 3], [2, 4]]"
54x54,0.410457485,0.0,10.239747885,5.928848178,0.820916369,12.892405734,7.388223625,9.196943263000001,1.231361832,0.410457485,4.4441228960000005,2.462740927,1.231361832,0.0,1.965992169,3.283610752,12.961943611999999,1.1605056440000001,1.981409991,17.479042884,8.320578981,7.160962471,0.410457485,0.410457485,0.410457485,4.768289608,1.1605056440000001,3.283610752,0.820916369,0.410457485,2.05224928,3.283610752,47.63388708,3.607792559,0.0,0.0,5.668377385,1.231361832,0.0,0.410457485,0.0,10.926413565,3.197354001,0.0,0.0,158.894966339,2.376449654,8.036427453,2.05224928,0.820916369,1.64180039,0.0,0.0,1.64180039,0.0,22.55390001,2.873200685,8.548575744999999,1.1605056440000001,0.820916369,0.410457485,18.592024069,3.623248844,11.320188785,0.820916369,0.410457485,5.716280817,0.820916369,1.1605056440000001,2.250124519,0.410457485,3.481486351,0.410457485,0.0,5.897949332,45.77531936,0.820916369,7.586049114,5.99965108,6.394706086999999,0.820916369,0.410457485,8.958995721,0.750048159,2.391848549,5.2579199,2.660582004,0.750048159,1.965992169,0.0,0.820916369,16.159546802,0.410457485,12.961943611999999,4.018241449,75.83551774,2.873200685,3.750288648,0.0,1.965992169,8.208947562,0.0,0.820916369,12.207216755000001,3.623248844,0.0,1.1605056440000001,0.410457485,4.342422645,14.620418373,0.0,1.910572567,2.321031451,0.0,20.024987339,0.0,0.0,0.0,4.96617646,9.434765585,2.873200685,38.112433849,0.410457485,4.428733096,0.410457485,19.70141349,0.0,0.750048159,2.786908538,0.0,3.694074737,20.667330262,0.0,0.0,0.410457485,0.195951021,0.06548271,0.04389872,0.026442247000000002,0.010425737,0.05893637200000001,0.0,0.0,0.0,0.0,0.060036518000000004,0.0,0.551466191,0.0,0.0,0.0,0.7260740969999999,0.019921795,0.008558979,0.001682785,2.0,2.0,"[[0, 3], [3, 4]]"
55x55,0.0,0.0,0.685660073,8.795203985999999,3.8779416710000003,3.1835431180000002,2.731470392,13.659671975,0.0,0.0,2.121312661,0.910513012,7.2874483020000005,0.0,1.596173085,1.704767878,7.875607343,1.435708232,0.750048159,13.627440596,5.325031532000001,9.709195164999999,0.0,0.685660073,0.0,1.435708232,0.750048159,0.685660073,1.253927059,0.0,1.822195016,1.253927059,45.59205472,8.297770963,0.910513012,0.0,3.4171304649999996,2.281777514,0.568266986,0.685660073,0.0,0.685660073,2.9586901790000004,1.596173085,1.253927059,89.99679842,0.685660073,10.28495938,3.986545392,20.216687578,0.0,1.253927059,0.568266986,0.0,0.0,25.530196009999997,0.685660073,7.48915461,0.750048159,0.0,0.0,19.477494939000003,1.3183151450000001,1.939531488,0.568266986,1.253927059,4.318555634,0.0,1.660561171,33.209626269,0.910513012,9.086705165,0.685660073,1.371264502,11.383731604,160.19251332,0.0,15.126805092999998,1.886583102,0.685660073,0.0,4.552518318,0.750048159,0.750048159,1.886583102,0.0,5.326156899,2.571028113,0.685660073,1.822195016,1.371264502,14.262788684,0.0,4.682140712,15.417726038,65.5982411,1.939531488,7.853023542,0.0,4.663489377,2.731470392,0.685660073,2.390427951,1.596173085,1.660561171,1.596173085,2.003975218,13.187719032999999,0.0,7.7581797230000005,0.0,4.006755109,18.375479996000003,1.371264502,4.564763211,0.568266986,0.0,0.910513012,3.6858443640000003,5.413537536000001,8.659875447,27.58627878,0.568266986,0.0,11.302586905,8.913339965,0.0,2.91448823,1.136534943,0.685660073,7.8657024269999996,22.39024647,1.371264502,0.0,0.910513012,0.007551839,0.09812354899999999,0.026132782,0.086734721,0.0,0.073752767,0.019721556,0.0,0.0,0.0,0.156448788,0.0,0.5730167500000001,0.0,0.024693544,0.0,1.302312976,0.0,0.010261959,0.0,2.0,2.0,"[[0, 4], [0, 1]]"
56x56,0.0,0.0,0.0,6.0526333999999995,2.913164549,4.275727713,3.823654987,2.41049974,0.0,0.0,2.934392322,2.002697607,9.599197259,0.0,0.910513012,1.704767878,4.981381353,0.750048159,0.750048159,8.142290979,4.639371459,9.023535092,0.0,0.0,0.0,0.750048159,0.750048159,5.461003853,1.660451581,0.0,1.136534943,0.568266986,57.636832999999996,8.297770963,0.910513012,0.0,2.731470392,5.279223686,0.568266986,0.0,0.0,0.0,9.918328746,0.910513012,0.568266986,89.99679842,0.0,0.0,6.983991564,2.796952473,0.0,0.568266986,0.568266986,0.0,0.0,39.80946015,0.0,3.502659308,0.750048159,0.0,2.184344163,22.881537075000004,2.41049974,2.752611149,0.568266986,0.568266986,4.318555634,1.092184595,1.660561171,33.209626269,0.910513012,6.344134579,1.092184595,0.0,7.955503336,160.19251332,0.0,13.197275529999999,4.070927265,6.553182878,1.092184595,5.644702913,0.750048159,0.750048159,1.886583102,0.0,5.047076992,3.663212708,0.0,1.136534943,0.0,7.254442779,0.0,11.488918715999999,7.165771731,107.54181331,2.752611149,6.48175904,3.276613475,7.254442779,2.731470392,0.0,1.704767878,2.002697607,2.752745766,0.910513012,1.3183151450000001,12.50205896,0.0,5.549643581,0.0,5.505439199,11.646484194000001,0.0,5.505245617,0.568266986,0.0,0.910513012,4.092368886,6.912221626000001,15.466653450999999,35.44072797,0.568266986,1.092184595,3.481431535,3.276613475,0.0,3.3210127519999997,2.228719538,3.276613475,7.028442176,37.101289141,0.0,0.0,4.1871264870000005,0.007551839,0.120230058,0.026132782,0.074137045,0.0,0.082029859,0.0,0.0,0.0,0.0,0.12780028100000002,0.0,0.690666867,0.0,0.003467705,0.0,1.2192043000000001,0.0,0.010261959,0.0,2.0,2.0,"[[0, 4], [0, 2]]"
57x57,0.410457485,0.0,0.410457485,8.515374327,2.641896323,3.5940006030000005,10.119694017,5.833245089,1.231361832,0.410457485,4.4441228960000005,3.373253939,6.461848417000001,0.0,0.910513012,4.98837863,10.73474633,1.1605056440000001,1.981409991,10.605031906,8.743833752,9.433992577,0.410457485,0.410457485,0.410457485,2.8022974389999997,1.1605056440000001,3.283610752,1.3891833550000001,0.410457485,3.188784223,3.8518777379999998,41.704929660000005,9.939571353,0.910513012,0.0,3.1419278769999996,2.141874844,0.568266986,0.410457485,0.0,0.410457485,3.5043919380000004,0.910513012,0.568266986,89.99679842,0.410457485,4.104462293,4.66753017,2.525684247,1.64180039,0.568266986,0.568266986,1.64180039,0.0,25.22666857,2.873200685,9.116842731,1.1605056440000001,0.820916369,0.410457485,21.114607959000004,4.19151583,7.956490611,1.3891833550000001,0.978724471,4.318555634,0.820916369,2.0710186559999997,33.209626269,1.320970497,7.5754964110000005,0.410457485,0.0,7.955503336,160.19251332,0.820916369,16.348855962,5.170193854,2.462740927,0.820916369,4.962975803,8.958995721,0.750048159,3.5283834919999997,0.0,4.365349882,2.571028113,0.0,1.136534943,0.820916369,14.239426774,0.410457485,9.598245438,3.757017158,67.60010822,3.441467671,6.48175904,0.0,3.977829304,10.940417954,0.0,2.525684247,1.320970497,4.533761856,0.910513012,1.7287726300000001,12.912516445,0.410457485,6.377492399,0.0,3.7315525210000002,10.283056400000001,0.0,19.195530113,0.568266986,0.0,0.910513012,3.000184291,5.548793832,7.419202406,21.121503609,0.978724471,2.462740927,2.799704425,19.70141349,0.0,2.2288281569999997,1.9574513119999999,0.0,7.445903438,20.319438574,0.0,0.0,1.320970497,0.188644579,0.09390771299999999,0.026132782,0.062543615,0.0,0.074151148,0.0,0.0,0.0,0.0,0.12780028100000002,0.0,0.588126983,0.0,0.0,0.0,1.1374103690000001,0.0,0.010261959,0.0,2.0,2.0,"[[0, 4], [0, 3]]"
58x58,0.0,0.0,9.8292904,8.018625569,1.820979954,5.149535287,2.731470392,5.250280305,0.0,0.0,0.750048159,0.910513012,5.230486585,0.0,2.8765051809999997,1.704767878,5.636733038,0.750048159,0.750048159,8.142290979,6.605363628,9.023535092,0.0,0.0,0.0,2.716040328,0.750048159,0.0,0.568266986,0.0,1.136534943,0.568266986,49.117672819999996,10.263763132,0.910513012,0.0,2.731470392,0.910513012,0.568266986,0.0,0.0,0.0,4.239022275,0.910513012,0.568266986,91.96279058900001,1.965992169,3.93196516,2.61528089,1.704767878,0.0,0.568266986,0.568266986,0.0,0.0,22.331349359999997,0.0,1.3183151450000001,0.750048159,0.0,0.0,23.318482554000003,1.3183151450000001,4.500232146,0.568266986,0.568266986,6.284547803,0.0,1.660561171,33.209626269,0.910513012,6.344134579,0.0,0.0,13.853452668,160.19251332,0.0,11.012931366999998,3.852575271,3.93196516,0.0,4.552518318,0.750048159,0.750048159,1.886583102,0.0,3.954892397,2.571028113,1.965992169,1.136534943,0.0,9.875778636,0.0,4.500232146,3.670760047,90.07130269999999,0.568266986,6.48175904,0.0,5.943821473,2.731470392,0.0,1.704767878,12.707272282000002,1.660561171,0.910513012,1.3183151450000001,12.50205896,3.93196516,2.273030106,0.0,3.321095036,9.462140031,0.0,3.1025271119999998,0.568266986,0.0,0.910513012,4.96617646,12.59167852,4.546001721,41.995048159999996,0.568266986,1.965992169,2.38924694,0.0,0.0,2.2288281569999997,3.1025271119999998,0.0,3.751828701,27.923083790999996,0.0,0.0,0.910513012,0.02241012,0.09320745899999999,0.047513606,0.065863917,0.010425737,0.07582433499999999,0.0,0.0,0.0,0.0,0.13248547000000002,0.0,0.336756231,0.0,0.0,0.0,1.1634615750000001,0.009242893,0.018820938,0.001682785,2.0,2.0,"[[0, 4], [0, 4]]"
59x59,0.0,0.0,0.685660073,8.795203985999999,4.970126266,2.002697607,3.823654987,14.183589584,0.0,0.0,4.305656824,2.002697607,8.246652345000001,0.0,1.596173085,0.0,9.44745294,1.435708232,0.750048159,13.627440596,4.756764546,7.436165059,0.0,0.685660073,0.0,1.435708232,0.750048159,6.1466639260000004,1.777844668,0.0,0.685660073,0.685660073,60.040172319999996,0.910513012,0.910513012,0.0,3.4171304649999996,6.650488188,0.0,0.685660073,0.0,0.685660073,8.330958713,1.596173085,0.685660073,89.99679842,0.685660073,10.28495938,6.650488188,19.604104295,0.0,0.685660073,0.0,0.0,0.0,40.33553824,0.685660073,9.105231787000001,0.750048159,0.0,2.184344163,23.801963849000003,1.8422327539999999,3.5556086650000003,0.0,0.685660073,3.750288648,1.092184595,1.660561171,33.209626269,0.910513012,6.8136750589999995,1.777844668,1.371264502,3.428228268,160.19251332,0.0,16.74288227,2.934392322,7.2388429510000005,1.092184595,5.644702913,0.750048159,0.750048159,0.750048159,0.0,4.713573616,3.663212708,0.685660073,0.685660073,1.371264502,13.561572855,0.0,15.034525455999999,19.173962013,91.30416122999999,3.5556086650000003,7.853023542,3.276613475,3.9622735479999998,2.731470392,0.685660073,0.685660073,2.68835768,2.752745766,1.596173085,1.435708232,0.685660073,0.0,8.761763092,0.0,6.191099272000001,17.150317528,1.371264502,7.796938942,0.0,0.0,0.910513012,4.778028959,3.620052395,15.034525455999999,38.02288883,0.0,1.092184595,11.826504514,12.18995344,0.0,3.4384058389999996,1.092184595,3.9622735479999998,8.301000213,32.82685652,1.371264502,0.0,4.1871264870000005,0.0,0.12514614799999998,0.005710578,0.071073775,0.0,0.082029859,0.019721556,0.0,0.0,0.0,0.132123251,0.0,0.926927386,0.0,0.028161249000000003,0.0,1.157459723,0.0,0.0,0.0,2.0,2.0,"[[0, 4], [1, 2]]"
60x60,0.410457485,0.0,1.096117558,11.257944913,4.69885804,1.320970497,10.119694017,17.606334933,1.231361832,0.410457485,5.815387398,3.373253939,5.1093035030000005,0.0,1.596173085,3.283610752,15.200817917,1.846165717,1.981409991,16.090181523,8.861226839,7.846622544000001,0.410457485,1.096117558,0.410457485,3.487957512,1.1605056440000001,3.9692708249999997,1.506576442,0.410457485,2.737909353,3.9692708249999997,44.108268980000005,2.5523134020000002,0.910513012,0.0,3.82758795,3.513139346,0.0,1.096117558,0.0,1.096117558,1.917021905,1.596173085,0.685660073,89.99679842,1.096117558,14.389421673000001,4.334026794,19.332836069,1.64180039,0.685660073,0.0,1.64180039,0.0,25.75274666,3.558860758,14.719415210000001,1.1605056440000001,0.820916369,0.410457485,22.035034733000003,3.623248844,8.759488127000001,0.820916369,1.096117558,3.750288648,0.820916369,2.0710186559999997,33.209626269,1.320970497,8.045036890999999,1.096117558,1.371264502,3.428228268,160.19251332,0.820916369,19.894462702,4.033658911,3.148401,0.820916369,4.962975803,8.958995721,0.750048159,2.391848549,0.0,4.031846506,2.571028113,0.685660073,0.685660073,2.192180871,20.54655685,0.410457485,13.143852178,15.76520744,51.36245614,4.244465187,7.853023542,0.0,0.685660073,10.940417954,0.685660073,1.506576442,2.00663057,4.533761856,1.596173085,1.846165717,1.096117558,0.410457485,9.58961191,0.0,4.417212594,15.786889734,1.371264502,21.487223438,0.0,0.0,0.910513012,3.6858443640000003,2.256624601,6.987074411,23.703664469,0.410457485,2.462740927,11.144777404000001,28.614753455,0.0,2.3462212439999997,0.820916369,0.685660073,8.718461475,16.045005953,1.371264502,0.0,1.320970497,0.18109274,0.09882380299999999,0.005710578,0.059480345000000004,0.0,0.074151148,0.019721556,0.0,0.0,0.0,0.132123251,0.0,0.824387502,0.0,0.024693544,0.0,1.0756657920000001,0.0,0.0,0.0,2.0,2.0,"[[0, 4], [1, 3]]"
61x61,0.0,0.0,10.514950472999999,10.761196154999999,3.8779416710000003,2.8765051809999997,2.731470392,17.023370149,0.0,0.0,2.121312661,0.910513012,3.8779416710000003,0.0,3.562165254,0.0,10.102804625000001,1.435708232,0.750048159,13.627440596,6.722756715,7.436165059,0.0,0.685660073,0.0,3.4017004010000003,0.750048159,0.685660073,0.685660073,0.0,0.685660073,0.685660073,51.521012139999996,2.8765051809999997,0.910513012,0.0,3.4171304649999996,2.281777514,0.0,0.685660073,0.0,0.685660073,2.651652242,1.596173085,0.685660073,91.96279058900001,2.651652242,14.21692454,2.281777514,18.5119197,0.0,0.685660073,0.0,0.0,0.0,22.85742745,0.685660073,6.920887624000001,0.750048159,0.0,0.0,24.238909328000002,0.750048159,5.303229662,0.0,0.685660073,5.716280817,0.0,1.660561171,33.209626269,0.910513012,6.8136750589999995,0.685660073,1.371264502,9.3261776,160.19251332,0.0,14.558538106999999,2.716040328,4.617625233,0.0,4.552518318,0.750048159,0.750048159,0.750048159,0.0,3.6213890209999997,2.571028113,2.651652242,0.685660073,1.371264502,16.182908712,0.0,8.045838885999999,15.678950329,73.83365062,1.371264502,7.853023542,0.0,2.651652242,2.731470392,0.685660073,0.685660073,13.392932355000001,1.660561171,1.596173085,1.435708232,0.685660073,3.93196516,5.485149617,0.0,4.006755109,14.965973365,1.371264502,5.3942204369999995,0.0,0.0,0.910513012,5.651836533,9.299509289,4.113873726,44.57720902,0.0,1.965992169,10.734319919,8.913339965,0.0,2.3462212439999997,1.965992169,0.685660073,5.024386738,23.64865117,1.371264502,0.0,0.910513012,0.014858281,0.09812354899999999,0.027091402,0.062800647,0.010425737,0.07582433499999999,0.019721556,0.0,0.0,0.0,0.13680844,0.0,0.5730167500000001,0.0,0.024693544,0.0,1.1017169980000001,0.009242893,0.008558979,0.001682785,2.0,2.0,"[[0, 4], [1, 4]]"
62x62,0.410457485,0.0,0.410457485,8.515374327,3.734080918,2.4131550920000002,11.211878612,6.357162698,1.231361832,0.410457485,6.628467059,4.4654385340000005,7.42105246,0.0,0.910513012,3.283610752,12.306591927,1.1605056440000001,1.981409991,10.605031906,8.175566766,7.160962471,0.410457485,0.410457485,0.410457485,2.8022974389999997,1.1605056440000001,8.744614605,1.9131009639999998,0.410457485,2.05224928,3.283610752,56.15304726,2.5523134020000002,0.910513012,0.0,3.1419278769999996,6.510585518,0.0,0.410457485,0.0,0.410457485,8.876660472,0.910513012,0.0,89.99679842,0.410457485,4.104462293,7.331472966,1.9131009639999998,1.64180039,0.0,0.0,1.64180039,0.0,40.0320108,2.873200685,10.732919908,1.1605056440000001,0.820916369,2.594801648,25.439076869000004,4.715433439,9.572567788,0.820916369,0.410457485,3.750288648,1.9131009639999998,2.0710186559999997,33.209626269,1.320970497,5.302466305,1.50264208,0.0,0.0,160.19251332,0.820916369,17.964933139,6.218003074,9.015923805,1.9131009639999998,6.055160398,8.958995721,0.750048159,2.391848549,0.0,3.752766599,3.663212708,0.0,0.0,0.820916369,13.538210945,0.410457485,19.950630181999998,7.513253133,93.30602834999999,5.057544848,6.48175904,3.276613475,3.276613475,10.940417954,0.0,0.820916369,2.4131550920000002,5.625946451,0.910513012,1.1605056440000001,0.410457485,0.410457485,7.3810757680000005,0.0,5.915896684,9.057893932,0.0,22.427705844,0.0,0.0,0.910513012,4.092368886,3.7553086909999998,13.793852415,31.558113659,0.410457485,3.554925522,3.3236220340000004,22.978026965,0.0,2.752745766,1.9131009639999998,3.276613475,7.881201224000001,30.756048624,0.0,0.0,4.597583972000001,0.18109274,0.120930312,0.005710578,0.046882669,0.0,0.08242824,0.0,0.0,0.0,0.0,0.10347474400000001,0.0,0.9420376189999999,0.0,0.003467705,0.0,0.992557116,0.0,0.0,0.0,2.0,2.0,"[[0, 4], [2, 3]]"
63x63,0.0,0.0,9.8292904,8.018625569,2.913164549,3.9686897759999997,3.823654987,5.774197914,0.0,0.0,2.934392322,2.002697607,6.189690628,0.0,2.8765051809999997,0.0,7.208578635,0.750048159,0.750048159,8.142290979,6.037096642,6.750504986,0.0,0.0,0.0,2.716040328,0.750048159,5.461003853,1.092184595,0.0,0.0,0.0,63.56579042,2.8765051809999997,0.910513012,0.0,2.731470392,5.279223686,0.0,0.0,0.0,0.0,9.611290809,0.910513012,0.0,91.96279058900001,1.965992169,3.93196516,5.279223686,1.092184595,0.0,0.0,0.0,0.0,0.0,37.13669159,0.0,2.934392322,0.750048159,0.0,2.184344163,27.642951464000003,1.8422327539999999,6.116309322999999,0.0,0.0,5.716280817,1.092184595,1.660561171,33.209626269,0.910513012,4.071104473,1.092184595,0.0,5.897949332,160.19251332,0.0,12.629008544,4.900384491,10.485148038,1.092184595,5.644702913,0.750048159,0.750048159,0.750048159,0.0,3.342309114,3.663212708,1.965992169,0.0,0.0,9.174562807,0.0,14.85261689,7.426996022,115.77722283,2.184344163,6.48175904,3.276613475,5.242605644,2.731470392,0.0,0.0,13.799456877,2.752745766,0.910513012,0.750048159,0.0,3.93196516,3.276613475,0.0,5.505439199,8.236977563,0.0,6.334702843,0.0,0.0,0.910513012,6.058361055,10.798193379,10.92065173,52.43165821,0.0,3.0581767639999997,2.913164549,3.276613475,0.0,2.752745766,3.0581767639999997,3.276613475,4.1871264870000005,38.359693841,0.0,0.0,4.1871264870000005,0.014858281,0.120230058,0.027091402,0.050202971,0.010425737,0.08410142699999999,0.0,0.0,0.0,0.0,0.10815993300000001,0.0,0.690666867,0.0,0.003467705,0.0,1.018608322,0.009242893,0.008558979,0.001682785,2.0,2.0,"[[0, 4], [2, 4]]"
64x64,0.410457485,0.0,10.239747885,10.481366496,2.641896323,3.286962666,10.119694017,9.196943263000001,1.231361832,0.410457485,4.4441228960000005,3.373253939,3.052341786,0.0,2.8765051809999997,3.283610752,12.961943611999999,1.1605056440000001,1.981409991,10.605031906,10.141558934999999,7.160962471,0.410457485,0.410457485,0.410457485,4.768289608,1.1605056440000001,3.283610752,0.820916369,0.410457485,2.05224928,3.283610752,47.63388708,4.518305571,0.910513012,0.0,3.1419278769999996,2.141874844,0.0,0.410457485,0.0,0.410457485,3.197354001,0.910513012,0.0,91.96279058900001,2.376449654,8.036427453,2.962762292,0.820916369,1.64180039,0.0,0.0,1.64180039,0.0,22.55390001,2.873200685,8.548575744999999,1.1605056440000001,0.820916369,0.410457485,25.876022348000003,3.623248844,11.320188785,0.820916369,0.410457485,5.716280817,0.820916369,2.0710186559999997,33.209626269,1.320970497,5.302466305,0.410457485,0.0,5.897949332,160.19251332,0.820916369,15.780588975999999,5.99965108,6.394706086999999,0.820916369,4.962975803,8.958995721,0.750048159,2.391848549,0.0,2.660582004,2.571028113,1.965992169,0.0,0.820916369,16.159546802,0.410457485,12.961943611999999,4.018241449,75.83551774,2.873200685,6.48175904,0.0,1.965992169,10.940417954,0.0,0.820916369,13.117729767,4.533761856,0.910513012,1.1605056440000001,0.410457485,4.342422645,4.104462293,0.0,3.7315525210000002,6.873549768999999,0.0,20.024987339,0.0,0.0,0.910513012,4.96617646,9.434765585,2.873200685,38.112433849,0.410457485,4.428733096,2.231437439,19.70141349,0.0,1.660561171,2.786908538,0.0,4.604587749,21.577843274,0.0,0.0,1.320970497,0.195951021,0.09390771299999999,0.027091402,0.038609541,0.010425737,0.076222716,0.0,0.0,0.0,0.0,0.10815993300000001,0.0,0.588126983,0.0,0.0,0.0,0.936814391,0.009242893,0.008558979,0.001682785,2.0,2.0,"[[0, 4], [3, 4]]"
65x65,0.0,0.0,0.685660073,14.141951446,2.056961717,3.8891641960000003,0.0,14.049506675,0.0,1.139882859,2.987398592,0.0,5.466468348,0.0,0.685660073,2.8446507370000003,7.875607343,0.685660073,0.0,10.04470422,1.253927059,7.330907688000001,0.0,0.685660073,0.0,0.685660073,0.0,0.685660073,1.253927059,0.0,1.822195016,2.393809918,45.59205472,7.387257951,0.0,1.139882859,8.953771144,1.371264502,0.568266986,2.965404479,0.0,2.3017941630000003,2.9586901790000004,0.685660073,1.253927059,112.52123907000001,1.825542932,10.28495938,3.07603238,20.216687578,0.0,1.253927059,0.568266986,0.0,0.0,25.530196009999997,0.685660073,6.7391064510000005,0.0,0.0,0.0,11.17274535,0.568266986,1.939531488,0.568266986,1.253927059,2.848011392,0.0,0.0,35.81267634,2.279744406,5.015600692,0.685660073,2.511147361,11.383731604,195.32864294,1.139882859,38.506393574,2.752669033,0.685660073,0.0,5.699463109,0.0,0.0,1.136534943,0.0,3.07603238,0.0,0.685660073,1.822195016,2.511147361,14.262788684,0.0,4.682140712,17.033860128,65.5982411,1.939531488,2.511147361,0.0,4.663489377,1.139882859,0.685660073,2.390427951,2.3017941630000003,5.699463109,0.685660073,3.5336714650000003,14.803853122999998,0.0,7.7581797230000005,0.0,4.581538569,13.938980686,2.511147361,4.564763211,1.7081498450000001,0.0,0.0,2.3017941630000003,4.663489377,13.219430049999998,27.58627878,0.568266986,0.0,11.097741041,8.913339965,0.0,1.253927059,1.136534943,0.685660073,6.9551894149999995,20.729685299,1.371264502,0.0,0.0,0.007551839,0.085509294,0.052140983,0.06651159000000001,0.0,0.052365438,0.019721556,0.0,0.0,0.0,0.13772806899999998,0.0,0.423281989,0.0,0.024693544,0.0,1.3311199249999999,0.0,0.010261959,0.0,2.0,2.0,"[[1, 2], [0, 1]]"
66x66,0.0,0.0,0.0,11.39938086,1.092184595,4.981348791,1.092184595,2.8003344400000003,0.0,1.139882859,3.800478253,1.092184595,7.778217305,0.0,0.0,2.8446507370000003,4.981381353,0.0,0.0,4.559554603,0.568266986,6.645247615000001,0.0,0.0,0.0,0.0,0.0,5.461003853,1.660451581,0.0,1.136534943,1.7081498450000001,57.636832999999996,7.387257951,0.0,1.139882859,8.268111071,4.368710674,0.568266986,2.279744406,0.0,1.61613409,9.918328746,0.0,0.568266986,112.52123907000001,1.139882859,0.0,6.073478552,2.796952473,0.0,0.568266986,0.568266986,0.0,0.0,39.80946015,0.0,2.752611149,0.0,0.0,2.184344163,14.576787486,1.660451581,2.752611149,0.568266986,0.568266986,2.848011392,1.092184595,0.0,35.81267634,2.279744406,2.273030106,1.092184595,1.139882859,7.955503336,195.32864294,1.139882859,36.576864011,4.9370131960000005,6.553182878,1.092184595,6.791647704,0.0,0.0,1.136534943,0.0,2.796952473,1.092184595,0.0,1.136534943,1.139882859,7.254442779,0.0,11.488918715999999,8.781905821,107.54181331,2.752611149,1.139882859,3.276613475,7.254442779,1.139882859,0.0,1.704767878,2.708318685,6.791647704,0.0,2.848011392,14.118193049999999,0.0,5.549643581,0.0,6.080222659,7.209984884000001,1.139882859,5.505245617,1.7081498450000001,0.0,0.0,2.708318685,6.162173467000001,20.026208053999998,35.44072797,0.568266986,1.092184595,3.2765856710000003,3.276613475,0.0,1.660451581,2.228719538,3.276613475,6.1179291639999995,35.44072797,0.0,0.0,3.276613475,0.007551839,0.10761580300000001,0.052140983,0.05391391400000001,0.0,0.06064253,0.0,0.0,0.0,0.0,0.10907956199999999,0.0,0.540932106,0.0,0.003467705,0.0,1.248011249,0.0,0.010261959,0.0,2.0,2.0,"[[1, 2], [0, 2]]"
