coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Astrocyte,ODImmature1
71x71,0.0,0.0,42.798322262999996,7.268890675,2.056961717,32.888524629,0.0,16.27332199,0.0,0.0,2.237945042,0.0,4.617289637000001,0.0,2.651652242,0.0,11.836121609,0.685660073,0.0,6.351830157,2.651652242,5.432474851,0.0,0.685660073,0.86668054,3.518332782,0.0,0.685660073,0.685660073,0.0,0.685660073,0.685660073,73.40438410499999,15.67349432,0.0,0.0,5.806344662,1.371264502,0.0,0.685660073,0.0,4.979304977000001,9.09212901,0.685660073,0.685660073,1.965992169,3.931836799,15.497109097,6.984798014,19.37860024,0.0,0.685660073,0.0,0.0,0.0,22.85742745,0.685660073,7.037520005,0.0,0.0,1.280184557,13.568444561,3.42700846,5.303229662,0.0,0.685660073,3.6993091529999997,0.0,0.0,0.0,0.0,4.475887569999999,1.5523406130000001,2.237945042,62.20889464999999,0.0,1.733316984,4.9805542659999995,4.97949371,4.617625233,0.0,0.0,0.0,0.0,0.0,0.0,1.371264502,0.0,4.798517339,0.685660073,1.371264502,16.182908712,1.280184557,11.472847345999998,17.825815426,73.83365062,1.371264502,1.371264502,0.0,10.825498694999999,0.0,0.685660073,0.685660073,13.349099883000001,3.466630221,0.685660073,0.685660073,0.685660073,3.93196516,5.485149617,0.0,1.5523406130000001,9.780020505000001,2.237945042,7.1275374209999995,0.0,0.0,1.280184557,2.651652242,11.1494404,13.981326646,63.112122088999996,0.86668054,2.832672709,8.913339965,9.780020505000001,0.0,1.5523406130000001,1.965992169,0.685660073,4.113873726,23.721406983,1.371264502,0.0,15.067561857000001,0.028915357,0.00491609,0.043631956,0.036917218,0.010425737,0.002071568,0.019721556,0.0,0.0,0.0,0.033333696,0.0,0.236260519,0.0,0.024693544,0.0,0.882405113,0.022306933,0.010138763,0.001682785,2.0,2.0
72x72,0.410457485,0.0,32.693829275,5.023068847,1.9131009639999998,32.42517454,8.480408220000001,5.607114539,1.231361832,0.410457485,6.745099440000001,3.554925522,8.160400425999999,0.0,0.0,3.283610752,14.039908911,0.410457485,1.231361832,3.329421467,4.104462293,5.157272263,0.410457485,0.410457485,1.2771380250000002,2.91892982,0.410457485,8.744614605,1.9131009639999998,0.410457485,2.05224928,3.283610752,78.036419225,15.349302541,0.0,0.0,5.531142074,5.600072506,0.0,0.410457485,0.0,4.704102389000001,15.31713724,0.0,0.0,0.0,1.690642042,5.38464685,12.034493465999999,2.779781504,1.64180039,0.0,0.0,1.64180039,0.0,40.0320108,2.873200685,10.849552289,0.410457485,0.820916369,3.874986205,14.768612102000002,7.392393740000001,9.572567788,0.820916369,0.410457485,1.733316984,1.9131009639999998,0.410457485,0.0,0.410457485,2.964678816,2.36932262,0.86668054,52.88271705,0.0,2.554233353,8.386949298,8.481456456,9.015923805,1.9131009639999998,1.50264208,8.208947562,0.0,1.64180039,0.0,1.50264208,1.092184595,2.146865097,0.0,0.820916369,13.538210945,1.690642042,23.377638642,9.66011823,93.30602834999999,5.057544848,0.0,3.276613475,11.450459927999999,8.208947562,0.0,0.820916369,2.36932262,7.432015501,0.0,0.410457485,0.410457485,0.410457485,7.3810757680000005,0.0,3.4614821879999997,3.871941072,0.86668054,24.161022828,0.0,0.0,1.280184557,1.092184595,5.605239802,23.661305335,50.093026728,1.2771380250000002,4.421606062,1.50264208,23.844707505000002,0.0,1.958865135,1.9131009639999998,3.276613475,6.970688212000001,30.828804437000002,0.0,0.0,18.754632817,0.195149816,0.027722853000000002,0.022251132,0.020999240000000002,0.0,0.008675473,0.0,0.0,0.0,0.0,0.0,0.0,0.605281388,0.0,0.003467705,0.0,0.773245231,0.01306404,0.001579784,0.0,2.0,2.0
73x73,0.0,0.0,42.112662189999995,4.526320089,1.092184595,33.980709224,1.092184595,5.024149755,0.0,0.0,3.051024703,1.092184595,6.929038594,0.0,1.965992169,0.0,8.941895619,0.0,0.0,0.86668054,1.965992169,4.746814778,0.0,0.0,0.86668054,2.832672709,0.0,5.461003853,1.092184595,0.0,0.0,0.0,85.449162385,15.67349432,0.0,0.0,5.120684589,4.368710674,0.0,0.0,0.0,4.293644904000001,16.051767577,0.0,0.0,1.965992169,3.246176726,5.212149717,9.982244185999999,1.958865135,0.0,0.0,0.0,0.0,0.0,37.13669159,0.0,3.051024703,0.0,0.0,3.4645287199999997,16.972486697,4.519193055000001,6.116309322999999,0.0,0.0,3.6993091529999997,1.092184595,0.0,0.0,0.0,1.733316984,1.958865135,0.86668054,58.78066638199999,0.0,1.733316984,3.051024703,7.163837873,10.485148038,1.092184595,1.092184595,0.0,0.0,0.0,0.0,1.092184595,1.092184595,4.112857266,0.0,0.0,9.174562807,1.280184557,18.27962535,9.573861119,115.77722283,2.184344163,0.0,3.276613475,13.416452096999999,0.0,0.0,0.0,13.755624405,4.558814816,0.0,0.0,0.0,3.93196516,3.276613475,0.0,3.051024703,3.051024703,0.86668054,8.068019827,0.0,0.0,1.280184557,3.0581767639999997,12.64812449,20.78810465,70.966571279,0.86668054,3.9248573039999997,1.092184595,4.143294015,0.0,1.958865135,3.0581767639999997,3.276613475,3.276613475,38.432449654,0.0,0.0,18.344175332000002,0.028915357,0.027022599,0.043631956,0.024319542000000003,0.010425737,0.010348659999999999,0.0,0.0,0.0,0.0,0.004685189,0.0,0.353910636,0.0,0.003467705,0.0,0.799296437,0.022306933,0.010138763,0.001682785,2.0,2.0
74x74,0.410457485,0.0,42.523119675,6.989061016,0.820916369,33.298982114,7.388223625,8.446895104,1.231361832,0.410457485,4.560755277,2.462740927,3.791689752,0.0,1.965992169,3.283610752,14.695260596,0.410457485,1.231361832,3.329421467,6.070454462,5.157272263,0.410457485,0.410457485,1.2771380250000002,4.8849219889999995,0.410457485,3.283610752,0.820916369,0.410457485,2.05224928,3.283610752,69.517259045,17.31529471,0.0,0.0,5.531142074,1.231361832,0.0,0.410457485,0.0,4.704102389000001,9.637830769,0.0,0.0,1.965992169,3.656634211,9.31661201,7.665782792,1.687596909,1.64180039,0.0,0.0,1.64180039,0.0,22.55390001,2.873200685,8.665208126,0.410457485,0.820916369,1.690642042,15.205557581,6.300209145,11.320188785,0.820916369,0.410457485,3.6993091529999997,0.820916369,0.410457485,0.0,0.410457485,2.964678816,1.2771380250000002,0.86668054,58.78066638199999,0.0,2.554233353,6.202605135,8.263104462,6.394706086999999,0.820916369,0.410457485,8.208947562,0.0,1.64180039,0.0,0.410457485,0.0,4.112857266,0.0,0.820916369,16.159546802,1.690642042,16.388952072,6.165106546,75.83551774,2.873200685,0.0,0.0,10.139838622,8.208947562,0.0,0.820916369,13.073897295000002,6.3398309059999995,0.0,0.410457485,0.410457485,4.342422645,4.104462293,0.0,1.2771380250000002,1.687596909,0.86668054,21.758304323,0.0,0.0,1.280184557,1.965992169,11.284696696,12.740653605,56.647346918,1.2771380250000002,5.295413636,0.410457485,20.56809403,0.0,0.86668054,2.786908538,0.0,3.694074737,21.650599087,0.0,0.0,15.478019342000001,0.210008097,0.000700254,0.043631956,0.012726112000000001,0.010425737,0.0024699490000000004,0.0,0.0,0.0,0.0,0.004685189,0.0,0.251370752,0.0,0.0,0.0,0.717502506,0.022306933,0.010138763,0.001682785,2.0,2.0
75x75,0.0,0.0,44.912740073,2.742570586,2.056961717,52.457759876000004,1.859170143,16.627972153,0.0,0.0,2.237945042,0.0,8.255253685,0.0,0.685660073,3.5639380210000002,13.327272664,0.685660073,0.0,6.351830157,1.253927059,6.4253204,0.0,0.685660073,1.7962925790000002,1.5523406130000001,0.0,2.5448302160000003,2.183539098,0.0,1.822195016,2.183539098,66.407223175,20.150634178999997,0.0,0.0,0.685660073,4.160049839,0.568266986,0.685660073,0.0,2.418977057,5.558669449000001,1.615272112,2.183539098,0.929612039,0.685660073,10.28495938,11.127729672000001,22.942538261,0.929612039,1.253927059,0.568266986,0.0,0.929612039,25.530196009999997,0.685660073,9.464957134,0.0,0.0,1.859170143,10.315630952,3.2941176690000002,5.657879825,0.568266986,2.183539098,2.3015839700000003,0.0,0.0,0.0,0.0,8.608087819,1.5523406130000001,2.237945042,75.49708171399999,0.0,1.733316984,5.548821252,2.869851927,1.615272112,0.0,0.0,0.0,0.0,1.136534943,0.0,3.07603238,0.929612039,1.5523406130000001,1.822195016,1.371264502,15.192400723,0.0,9.267169589,16.284406578,65.5982411,1.939531488,1.371264502,1.859170143,23.871336312,0.929612039,0.685660073,2.390427951,2.4819526520000004,5.325800364,0.685660073,1.253927059,13.187719032999999,1.859170143,9.617349866000001,0.0,1.5523406130000001,15.048697279,3.167557081,6.298080195,0.568266986,0.0,0.0,1.615272112,10.052253984,13.985675810999998,53.66550957,1.4349475260000002,0.86668054,9.481606951,10.709632544000002,0.0,2.1206075990000004,2.0661469820000002,3.4744454100000004,7.884801454,22.463002283,1.371264502,0.0,18.892091978,0.021608915,0.016932606,0.045246556,0.067276023,0.0,0.0,0.019721556,0.0,0.0,0.0,0.053203622000000006,0.0,0.236260519,0.0,0.024693544,0.0,1.049970452,0.013278390000000001,0.011841743,0.0,2.0,2.0
76x76,0.0,0.0,44.22708,0.0,1.092184595,53.549944471,2.951354738,5.378799918,0.0,0.0,3.051024703,1.092184595,10.567002642,0.0,0.0,3.5639380210000002,10.433046674,0.0,0.0,0.86668054,0.568266986,5.739660327,0.0,0.0,1.7962925790000002,0.86668054,0.0,7.320173996,2.59006362,0.0,1.136534943,1.497879025,78.45200145499999,20.150634178999997,0.0,0.0,0.0,7.157496011,0.568266986,0.0,0.0,1.733316984,12.518308016,0.929612039,1.497879025,0.929612039,0.0,0.0,14.125175844000001,5.522803156,0.929612039,0.568266986,0.568266986,0.0,0.929612039,39.80946015,0.0,5.478461832000001,0.0,0.0,4.0435143060000005,13.719673088,4.386302264,6.470959486,0.568266986,1.497879025,2.3015839700000003,1.092184595,0.0,0.0,0.0,5.865517233,1.958865135,0.86668054,72.06885344599999,0.0,1.733316984,3.619291689,5.05419609,7.4827949170000005,1.092184595,1.092184595,0.0,0.0,1.136534943,0.0,2.796952473,2.021796634,0.86668054,1.136534943,0.0,8.184054818,0.0,16.073947593,8.032452271,107.54181331,2.752611149,0.0,5.135783618,26.462289714,0.929612039,0.0,1.704767878,2.888477174,6.417984959,0.0,0.568266986,12.50205896,1.859170143,7.408813724,0.0,3.051024703,8.319701477,1.7962925790000002,7.238562601,0.568266986,0.0,0.0,2.021796634,11.550938074000001,20.792453815,61.519958759999994,1.4349475260000002,1.958865135,1.660451581,5.072906054000001,0.0,2.527132121,3.1583315770000002,6.065398812,7.047541203,37.174044954,0.0,0.0,22.168705453,0.021608915,0.039039115,0.045246556,0.054678347,0.0,0.008277092,0.0,0.0,0.0,0.0,0.024555115000000002,0.0,0.353910636,0.0,0.003467705,0.0,0.9668617759999999,0.013278390000000001,0.011841743,0.0,2.0,2.0
77x77,0.410457485,0.0,44.637537485,2.462740927,0.820916369,52.868217361000006,9.247393768,8.801545267000002,1.231361832,0.410457485,4.560755277,2.462740927,7.4296538000000005,0.0,0.0,6.847548773,16.186411651,0.410457485,1.231361832,3.329421467,4.672729279,6.150117812,0.410457485,0.410457485,2.2067500640000004,2.91892982,0.410457485,5.142780895,2.318795394,0.410457485,3.188784223,4.781489777,62.520098114999996,21.792434568999997,0.0,0.0,0.410457485,4.020147169,0.568266986,0.410457485,0.0,2.1437744690000002,6.104371208000001,0.929612039,1.497879025,0.929612039,0.410457485,4.104462293,11.80871445,5.25153493,2.571412429,0.568266986,0.568266986,1.64180039,0.929612039,25.22666857,2.873200685,11.092645255,0.410457485,0.820916369,2.2696276280000003,11.952743972,6.167318354000001,11.674838948000001,1.3891833550000001,1.90833651,2.3015839700000003,0.820916369,0.410457485,0.0,0.410457485,7.096879065,1.2771380250000002,0.86668054,72.06885344599999,0.0,2.554233353,6.770872121,6.153462679,3.392352966,0.820916369,0.410457485,8.208947562,0.0,2.7783353330000002,0.0,2.115225363,0.929612039,0.86668054,1.136534943,0.820916369,15.169038813,0.410457485,14.183274315,4.623697698,67.60010822,3.441467671,0.0,1.859170143,23.185676239,9.138559601,0.0,2.525684247,2.2067500640000004,8.199001049,0.0,0.978724471,12.912516445,2.2696276280000003,8.236662542000001,0.0,1.2771380250000002,6.956273683,1.7962925790000002,20.928847097,0.568266986,0.0,0.0,0.929612039,10.187510280000001,12.74500277,47.200734399,1.8454050110000002,3.329421467,0.978724471,21.497706069,0.0,1.4349475260000002,2.887063351,2.788785337,7.465002465,20.392194387,0.0,0.0,19.302549463,0.202701655,0.012716769999999999,0.045246556,0.043084917,0.0,0.000398381,0.0,0.0,0.0,0.0,0.024555115000000002,0.0,0.251370752,0.0,0.0,0.0,0.8850678449999999,0.013278390000000001,0.011841743,0.0,2.0,2.0
78x78,0.0,0.0,54.0563704,1.965992169,0.0,54.42375204500001,1.859170143,8.218580483,0.0,0.0,0.86668054,0.0,6.198291968,0.0,1.965992169,3.5639380210000002,11.088398359,0.0,0.0,0.86668054,2.534259155,5.739660327,0.0,0.0,1.7962925790000002,2.832672709,0.0,1.859170143,1.497879025,0.0,1.136534943,1.497879025,69.93284127499999,22.116626347999997,0.0,0.0,0.0,2.788785337,0.568266986,0.0,0.0,1.733316984,6.839001545,0.929612039,1.497879025,2.895604208,1.965992169,3.93196516,9.75646517,4.430618561,0.929612039,0.568266986,0.568266986,0.0,0.929612039,22.331349359999997,0.0,3.2941176690000002,0.0,0.0,1.859170143,14.156618566999999,3.2941176690000002,8.218580483,0.568266986,1.497879025,4.267576139,0.0,0.0,0.0,0.0,5.865517233,0.86668054,0.86668054,77.96680277799999,0.0,1.733316984,1.4349475260000002,4.835844096,4.861577199,0.0,0.0,0.0,0.0,1.136534943,0.0,1.704767878,0.929612039,2.832672709,1.136534943,0.0,10.805390675,0.0,9.085261023000001,4.537440587,90.07130269999999,0.568266986,0.0,1.859170143,25.151668408,0.929612039,0.0,1.704767878,13.593051849000002,5.325800364,0.0,0.568266986,12.50205896,5.791135303,4.132200249,0.0,0.86668054,6.135357314,1.7962925790000002,4.835844096,0.568266986,0.0,0.0,2.895604208,17.230394968,9.871802084999999,68.07427895,1.4349475260000002,2.832672709,0.568266986,1.7962925790000002,0.0,1.4349475260000002,4.032139151,2.788785337,3.770927728,27.995839603999997,0.0,0.0,18.892091978,0.036467196,0.012016516,0.06662738,0.046405219,0.010425737,0.002071568,0.0,0.0,0.0,0.0,0.029240304,0.0,0.0,0.0,0.0,0.0,0.9111190509999999,0.022521283000000003,0.020400722,0.001682785,2.0,2.0
79x79,0.0,0.0,44.912740073,2.742570586,3.149146312,51.276914365,2.951354738,17.151889762,0.0,0.0,4.422289205,1.092184595,9.214457728,0.0,0.685660073,1.859170143,14.899118261,0.685660073,0.0,6.351830157,0.685660073,4.152290294,0.0,0.685660073,1.7962925790000002,1.5523406130000001,0.0,8.005834069,2.707456707,0.0,0.685660073,1.615272112,80.855340775,12.763376227999998,0.0,0.0,0.685660073,8.528760513,0.0,0.685660073,0.0,2.418977057,10.930937983,1.615272112,1.615272112,0.929612039,0.685660073,10.28495938,13.791672468000002,22.329954978,0.929612039,0.685660073,0.0,0.0,0.929612039,40.33553824,0.685660073,11.081034311000002,0.0,0.0,4.0435143060000005,14.640099862,3.818035278,7.2739570019999995,0.0,1.615272112,1.733316984,1.092184595,0.0,0.0,0.0,6.335057712999999,2.644525208,2.237945042,67.541578378,0.0,1.733316984,7.164898428999999,3.917661147,8.16845499,1.092184595,1.092184595,0.0,0.0,0.0,0.0,2.463449097,2.021796634,1.5523406130000001,0.685660073,1.371264502,14.491184894,0.0,19.619554333,20.040642553,91.30416122999999,3.5556086650000003,1.371264502,5.135783618,23.170120483,0.929612039,0.685660073,0.685660073,3.5741372470000004,6.417984959,0.685660073,0.685660073,0.685660073,1.859170143,10.620933235,0.0,3.736684776,13.823534811,3.167557081,9.530255925999999,0.0,0.0,0.0,2.707456707,8.258768843,20.36032582,64.10211962,0.86668054,1.958865135,10.005524560000001,13.986246019000001,0.0,2.644525208,2.021796634,6.751058885000001,8.32009924,32.899612333,1.371264502,0.0,22.168705453,0.014057076,0.043955205,0.024824352,0.051615077,0.0,0.008277092,0.019721556,0.0,0.0,0.0,0.028878085,0.0,0.590171155,0.0,0.028161249000000003,0.0,0.905117199,0.013278390000000001,0.001579784,0.0,2.0,2.0
80x80,0.410457485,0.0,45.323197558000004,5.205311513,2.877878086,50.595187255000006,9.247393768,20.574635111,1.231361832,0.410457485,5.932019779000001,2.462740927,6.077108886,0.0,0.685660073,5.142780895,20.652483238000002,1.096117558,1.231361832,8.814571084,4.790122366,4.562747779,0.410457485,1.096117558,2.2067500640000004,3.604589893,0.410457485,5.828440968000001,2.436188481,0.410457485,2.737909353,4.898882864,64.923437435,14.405176617999999,0.0,0.0,1.096117558,5.391411671,0.0,1.096117558,0.0,2.8294345420000004,4.517001175,1.615272112,1.615272112,0.929612039,1.096117558,14.389421673000001,11.475211074,22.058686752,2.571412429,0.685660073,0.0,1.64180039,0.929612039,25.75274666,3.558860758,16.695217734,0.410457485,0.820916369,2.2696276280000003,12.873170746,5.599051368,12.477836464,0.820916369,2.0257295969999998,1.733316984,0.820916369,0.410457485,0.0,0.410457485,7.566419545,1.9627980980000002,2.237945042,67.541578378,0.0,2.554233353,10.316478861,5.0169277359999995,4.078013039,0.820916369,0.410457485,8.208947562,0.0,1.64180039,0.0,1.781721987,0.929612039,1.5523406130000001,0.685660073,2.192180871,21.476168889,0.410457485,17.728881055000002,16.631887980000002,51.36245614,4.244465187,1.371264502,1.859170143,19.893507008,9.138559601,0.685660073,1.506576442,2.8924101370000006,8.199001049,0.685660073,1.096117558,1.096117558,2.2696276280000003,11.448782053,0.0,1.9627980980000002,12.460107017,3.167557081,23.220540422,0.0,0.0,0.0,1.615272112,6.895341049000001,12.312874775000001,49.782895259,1.2771380250000002,3.329421467,9.32379745,30.411046034,0.0,1.5523406130000001,1.750528408,3.4744454100000004,8.737560502000001,16.117761766,1.371264502,0.0,19.302549463,0.195149816,0.01763286,0.024824352,0.040021647,0.0,0.000398381,0.019721556,0.0,0.0,0.0,0.028878085,0.0,0.487631271,0.0,0.024693544,0.0,0.823323268,0.013278390000000001,0.001579784,0.0,2.0,2.0
81x81,0.0,0.0,54.742030473,4.708562755,2.056961717,52.15072193900001,1.859170143,19.991670327,0.0,0.0,2.237945042,0.0,4.845747054,0.0,2.651652242,1.859170143,15.554469946000001,0.685660073,0.0,6.351830157,2.651652242,4.152290294,0.0,0.685660073,1.7962925790000002,3.518332782,0.0,2.5448302160000003,1.615272112,0.0,0.685660073,1.615272112,72.336180595,14.729368396999998,0.0,0.0,0.685660073,4.160049839,0.0,0.685660073,0.0,2.418977057,5.2516315119999994,1.615272112,1.615272112,2.895604208,2.651652242,14.21692454,9.422961794,21.237770383,0.929612039,0.685660073,0.0,0.0,0.929612039,22.85742745,0.685660073,8.896690148000001,0.0,0.0,1.859170143,15.077045341,2.725850683,9.021577999,0.0,1.615272112,3.6993091529999997,0.0,0.0,0.0,0.0,6.335057712999999,1.5523406130000001,2.237945042,73.43952771,0.0,1.733316984,4.9805542659999995,3.6993091529999997,5.547237272,0.0,0.0,0.0,0.0,0.0,0.0,1.371264502,0.929612039,3.518332782,0.685660073,1.371264502,17.112520750999998,0.0,12.630867763000001,16.545630869,73.83365062,1.371264502,1.371264502,1.859170143,21.859499177,0.929612039,0.685660073,0.685660073,14.278711922000001,5.325800364,0.685660073,0.685660073,0.685660073,5.791135303,7.34431976,0.0,1.5523406130000001,11.639190648,3.167557081,7.1275374209999995,0.0,0.0,0.0,3.581264281,13.938225737,9.43967409,70.65643981,0.86668054,2.832672709,8.913339965,10.709632544000002,0.0,1.5523406130000001,2.895604208,3.4744454100000004,5.043485765,23.721406983,1.371264502,0.0,18.892091978,0.028915357,0.016932606,0.046205176,0.043341949,0.010425737,0.002071568,0.019721556,0.0,0.0,0.0,0.033563274000000004,0.0,0.236260519,0.0,0.024693544,0.0,0.849374474,0.022521283000000003,0.010138763,0.001682785,2.0,2.0
82x82,0.410457485,0.0,44.637537485,2.462740927,1.9131009639999998,51.687371850000005,10.339578363000001,9.325462876,1.231361832,0.410457485,6.745099440000001,3.554925522,8.388857843,0.0,0.0,5.142780895,17.758257248,0.410457485,1.231361832,3.329421467,4.104462293,3.877087706,0.410457485,0.410457485,2.2067500640000004,2.91892982,0.410457485,10.603784748,2.842713003,0.410457485,2.05224928,4.213222791,76.968215715,14.405176617999999,0.0,0.0,0.410457485,8.388857843,0.0,0.410457485,0.0,2.1437744690000002,11.476639742,0.929612039,0.929612039,0.929612039,0.410457485,4.104462293,14.472657245999999,4.638951647,2.571412429,0.0,0.0,1.64180039,0.929612039,40.0320108,2.873200685,12.708722431999998,0.410457485,0.820916369,4.453971791000001,16.277212882,6.6912359630000005,13.290916125,0.820916369,1.340069524,1.733316984,1.9131009639999998,0.410457485,0.0,0.410457485,4.823848959,2.36932262,0.86668054,64.11335011,0.0,2.554233353,8.386949298,7.201271899,9.945535844,1.9131009639999998,1.50264208,8.208947562,0.0,1.64180039,0.0,1.50264208,2.021796634,0.86668054,0.0,0.820916369,14.467822984,0.410457485,24.535659058999997,8.379933673,93.30602834999999,5.057544848,0.0,5.135783618,22.48446041,9.138559601,0.0,0.820916369,3.2989346590000004,9.291185644,0.0,0.410457485,0.410457485,2.2696276280000003,9.240245910999999,0.0,3.4614821879999997,5.731111214999999,1.7962925790000002,24.161022828,0.0,0.0,0.0,2.021796634,8.394025139000002,19.119652779,57.637344449,1.2771380250000002,4.421606062,1.50264208,24.774319544,0.0,1.958865135,2.842713003,6.065398812,7.900300251,30.828804437000002,0.0,0.0,22.579162938,0.195149816,0.039739369,0.024824352,0.027423971,0.0,0.008675473,0.0,0.0,0.0,0.0,0.000229578,0.0,0.605281388,0.0,0.003467705,0.0,0.740214592,0.013278390000000001,0.001579784,0.0,2.0,2.0
83x83,0.0,0.0,54.0563704,1.965992169,1.092184595,53.24290653400001,2.951354738,8.742498092,0.0,0.0,3.051024703,1.092184595,7.157496011,0.0,1.965992169,1.859170143,12.660243955999999,0.0,0.0,0.86668054,1.965992169,3.466630221,0.0,0.0,1.7962925790000002,2.832672709,0.0,7.320173996,2.021796634,0.0,0.0,0.929612039,84.380958875,14.729368396999998,0.0,0.0,0.0,7.157496011,0.0,0.0,0.0,1.733316984,12.211270079,0.929612039,0.929612039,2.895604208,1.965992169,3.93196516,12.420407965999999,3.818035278,0.929612039,0.0,0.0,0.0,0.929612039,37.13669159,0.0,4.910194846,0.0,0.0,4.0435143060000005,18.481087477,3.818035278,9.834657660000001,0.0,0.929612039,3.6993091529999997,1.092184595,0.0,0.0,0.0,3.592487127,1.958865135,0.86668054,70.011299442,0.0,1.733316984,3.051024703,5.883653316,11.414760077,1.092184595,1.092184595,0.0,0.0,0.0,0.0,1.092184595,2.021796634,2.832672709,0.0,0.0,10.104174846,0.0,19.437645767,8.293676562,115.77722283,2.184344163,0.0,5.135783618,24.450452579,0.929612039,0.0,0.0,14.685236444000001,6.417984959,0.0,0.0,0.0,5.791135303,5.135783618,0.0,3.051024703,4.910194846,1.7962925790000002,8.068019827,0.0,0.0,0.0,3.987788803,15.436909827000001,16.246452094,78.51088899999999,0.86668054,3.9248573039999997,1.092184595,5.072906054000001,0.0,1.958865135,3.987788803,6.065398812,4.206225514,38.432449654,0.0,0.0,22.168705453,0.028915357,0.039039115,0.046205176,0.030744273,0.010425737,0.010348659999999999,0.0,0.0,0.0,0.0,0.0049147670000000004,0.0,0.353910636,0.0,0.003467705,0.0,0.7662657979999999,0.022521283000000003,0.010138763,0.001682785,2.0,2.0
84x84,0.410457485,0.0,54.466827885,4.428733096,0.820916369,52.56117942400001,9.247393768,12.165243441000001,1.231361832,0.410457485,4.560755277,2.462740927,4.020147169,0.0,1.965992169,5.142780895,18.413608933,0.410457485,1.231361832,3.329421467,6.070454462,3.877087706,0.410457485,0.410457485,2.2067500640000004,4.8849219889999995,0.410457485,5.142780895,1.750528408,0.410457485,2.05224928,4.213222791,68.449055535,16.371168787,0.0,0.0,0.410457485,4.020147169,0.0,0.410457485,0.0,2.1437744690000002,5.797333270999999,0.929612039,0.929612039,2.895604208,2.376449654,8.036427453,10.103946572,3.546767052,2.571412429,0.0,0.0,1.64180039,0.929612039,22.55390001,2.873200685,10.524378269,0.410457485,0.820916369,2.2696276280000003,16.714158361,5.599051368,15.038537122000001,0.820916369,1.340069524,3.6993091529999997,0.820916369,0.410457485,0.0,0.410457485,4.823848959,1.2771380250000002,0.86668054,70.011299442,0.0,2.554233353,6.202605135,6.982919904999999,7.324318126,0.820916369,0.410457485,8.208947562,0.0,1.64180039,0.0,0.410457485,0.929612039,2.832672709,0.0,0.820916369,17.089158841,0.410457485,17.546972489,4.8849219889999995,75.83551774,2.873200685,0.0,1.859170143,21.173839104,9.138559601,0.0,0.820916369,14.003509334,8.199001049,0.0,0.410457485,0.410457485,6.201592788,5.963632436,0.0,1.2771380250000002,3.546767052,1.7962925790000002,21.758304323,0.0,0.0,0.0,2.895604208,14.073482033000001,8.199001049,64.191664639,1.2771380250000002,5.295413636,0.410457485,21.497706069,0.0,0.86668054,3.716520577,2.788785337,4.623686776,21.650599087,0.0,0.0,19.302549463,0.210008097,0.012716769999999999,0.046205176,0.019150843,0.010425737,0.0024699490000000004,0.0,0.0,0.0,0.0,0.0049147670000000004,0.0,0.251370752,0.0,0.0,0.0,0.684471867,0.022521283000000003,0.010138763,0.001682785,2.0,2.0
