coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,ODMature1,ODMature3,ODMature1cells
0x0,0.0,0.0,0.0,2.658137286,3.1108185620000004,1.329056371,1.993574012,1.993574012,0.0,0.664523765,2.446285956,1.781762191,0.0,0.0,0.0,0.0,7.974287945,0.0,0.0,0.0,0.664523765,6.433473892,0.0,0.0,0.664523765,0.0,1.781762191,0.0,0.664523765,0.0,0.0,0.0,6.221552647,0.0,0.664523765,0.0,0.0,0.664523765,0.0,0.0,44.48299829,0.0,1.329056371,0.0,0.0,0.0,0.0,3.1108185620000004,0.0,9.967306986,0.0,1.781762191,0.0,0.664523765,0.0,59.648736775,0.664523765,1.329056371,0.0,1.329056371,1.993574012,4.439899477,0.0,5.316260017,0.664523765,1.781762191,0.0,0.0,0.0,0.0,8.45605151,3.775336203,0.0,0.0,7.762478677000001,0.0,0.664523765,41.159565788,0.664523765,6.433473892,0.664523765,0.0,2.446285956,0.0,0.0,0.0,3.1108185620000004,4.892471732000001,12.443255156,0.0,0.664523765,6.433473892,0.0,6.221552647,4.892471732000001,7.791518904,0.0,1.329056371,2.446285956,0.0,1.329056371,0.0,2.446285956,0.0,0.0,0.0,0.0,0.0,3.987122086,8.879675378,0.0,3.1108185620000004,135.00191129,0.0,1.993574012,0.0,0.0,1.781762191,0.664523765,0.664523765,0.0,8.667771615,0.0,0.664523765,0.664523765,4.439899477,0.0,0.0,0.0,1.781762191,0.0,1.329056371,0.0,0.0,70.76267218,0.0,0.10110085599999999,0.020996375,0.03241665,0.223201486,0.062355816,2.872062986,0.146045869,0.013825942,0.0,0.041429798,0.035893242,0.774066928,0.0,0.109059893,0.201801071,0.054292299,0.0,0.007626545,0.075526214,1.0,1.0,[0]
1x1,0.0,0.0,0.0,3.965734468,1.329056371,3.2904763360000002,2.647400716,2.647400716,0.653826704,0.664523765,1.3183504689999999,0.653826704,0.653826704,0.0,0.0,1.307597182,12.550894437,0.653826704,0.653826704,1.307597182,1.3183504689999999,6.613131666,0.0,1.961419965,1.3183504689999999,0.0,0.0,3.269037797,0.664523765,0.0,0.0,0.0,9.850138349,0.0,0.664523765,0.0,0.0,1.3183504689999999,0.0,0.0,33.51683317,0.0,1.9828830750000002,0.653826704,0.0,0.0,0.0,1.9828830750000002,2.615263862,9.967306986,0.0,0.0,0.0,0.664523765,0.0,34.777821885,0.664523765,5.905662863,0.0,1.329056371,2.647400716,6.581025793,1.961419965,5.316260017,0.664523765,0.653826704,0.0,0.653826704,0.0,0.0,4.598094168,4.608837874,0.653826704,0.0,7.288313668000001,0.653826704,0.664523765,30.845576478,1.3183504689999999,5.305538405,0.664523765,4.576606492,0.664523765,0.0,0.653826704,0.0,2.6366535530000004,1.329056371,15.123131828000002,1.307597182,0.664523765,7.266975563,0.0,5.273401148,2.6366535530000004,0.664523765,0.653826704,13.096383911,0.664523765,0.0,1.329056371,0.0,1.972120947,0.653826704,0.0,0.0,0.0,0.653826704,11.179123149,12.50826108,1.307597182,1.9828830750000002,69.21047655,0.0,3.954993977,0.0,0.0,0.0,0.664523765,1.3183504689999999,0.0,10.51465034,0.0,0.664523765,0.664523765,4.619557251,0.653826704,2.615263862,1.307597182,0.0,1.307597182,1.329056371,2.615263862,0.0,50.5359286,0.014628133,0.048022305,0.0,0.015641177,0.223201486,0.033577389,2.225573019,0.029020436,0.013825942,0.0,0.015273148,0.035893242,0.716405905,0.0,0.083639931,0.197628163,0.041223593,0.0,0.0,0.08982522,1.0,1.0,[1]
2x2,0.0,0.0,8.205343522,8.128371473,1.329056371,4.06413716,1.993574012,4.728654801,0.0,8.869867287,0.664523765,2.735080789,0.0,0.0,0.0,0.0,7.974287945,5.470234187,0.0,0.0,0.664523765,4.651711701,0.0,0.0,0.664523765,0.0,0.0,0.0,0.664523765,0.0,0.0,0.0,2.658137286,5.470234187,0.664523765,0.0,0.0,0.664523765,0.0,0.0,32.51553869,2.735080789,4.06413716,0.0,0.0,0.0,0.0,1.329056371,5.470234187,20.907188026,0.0,2.735080789,0.0,3.3996045539999997,0.0,43.533767105,0.664523765,4.06413716,0.0,1.329056371,1.993574012,10.863480808,0.0,13.521603539000001,0.664523765,2.735080789,0.0,2.735080789,0.0,2.735080789,9.534399893,1.993574012,0.0,0.0,19.656456176,0.0,0.664523765,45.601414928000004,0.664523765,4.651711701,0.664523765,0.0,3.3996045539999997,0.0,0.0,2.735080789,1.329056371,4.06413716,8.051340806,0.0,0.664523765,4.651711701,0.0,16.333876976,1.329056371,0.664523765,0.0,1.329056371,0.664523765,0.0,1.329056371,0.0,0.664523765,0.0,2.735080789,0.0,0.0,0.0,3.987122086,8.051340806,0.0,1.329056371,111.80493224,0.0,1.993574012,0.0,0.0,0.0,0.664523765,0.664523765,2.735080789,11.527992799,0.0,0.664523765,0.664523765,13.598018326,0.0,0.0,0.0,0.0,0.0,4.06413716,0.0,0.0,39.31589933,0.0,0.021267468,0.0,0.032825614,0.223201486,0.029032284,2.0204563799999997,0.184019895,0.10557292400000001,0.0,0.017823093,0.035893242,1.412514876,0.0,0.0,0.197628163,0.041223593,0.0,0.0,0.075526214,1.0,1.0,[2]
3x3,0.0,2.084324048,0.0,2.658137286,1.329056371,1.329056371,1.993574012,6.1621392219999995,0.0,0.664523765,2.7488478130000003,0.0,0.0,0.0,2.084324048,0.0,10.058611993,0.0,0.0,2.084324048,2.7488478130000003,4.651711701,0.0,0.0,0.664523765,0.0,0.0,0.0,0.664523765,0.0,0.0,0.0,2.658137286,2.084324048,0.664523765,0.0,0.0,0.664523765,0.0,0.0,21.05411292,0.0,1.329056371,2.084324048,0.0,0.0,2.084324048,3.413380419,0.0,22.472475266,0.0,0.0,0.0,4.833088975,0.0,30.901935335,0.664523765,3.413380419,0.0,1.329056371,1.993574012,4.742461334,2.084324048,5.316260017,2.7488478130000003,0.0,0.0,0.0,0.0,0.0,13.834224651,1.993574012,0.0,0.0,5.980716486,0.0,0.664523765,30.237436458,2.7488478130000003,4.651711701,0.664523765,0.0,0.664523765,0.0,0.0,0.0,7.581928154,1.329056371,9.484825227,0.0,0.664523765,4.651711701,0.0,6.826702495999999,1.329056371,0.664523765,2.084324048,1.329056371,0.664523765,0.0,3.413380419,0.0,0.664523765,0.0,0.0,0.0,0.0,0.0,3.987122086,7.400584065,0.0,1.329056371,118.58828156999999,0.0,1.993574012,0.0,0.0,0.0,2.7488478130000003,0.664523765,0.0,5.406973325,0.0,0.664523765,0.664523765,2.658137286,2.084324048,0.0,0.0,4.16856521,0.0,3.413380419,0.0,0.0,36.97640778,0.0,0.011069478,0.0,0.02127735,0.223201486,0.0,1.539867245,0.0,0.013825942,0.0,0.0,0.035893242,0.819952277,0.093054962,0.019073715,0.201693328,0.041223593,0.0,0.0,0.075526214,1.0,1.0,[3]
4x4,0.0,0.0,1.24099042,3.899127706,1.329056371,1.329056371,3.234564432,5.716487604,2.481929712,0.664523765,1.905514185,0.0,0.0,0.0,1.24099042,2.481929712,12.9381831,0.0,0.0,0.0,4.387437357,4.651711701,0.0,0.0,0.664523765,2.481929712,0.0,2.481929712,0.664523765,0.0,0.0,1.24099042,7.622032441,1.24099042,0.664523765,0.0,0.0,6.869291753000001,1.24099042,0.0,41.65902252,1.24099042,3.810986083,1.24099042,0.0,0.0,0.0,1.329056371,2.481929712,14.931202141,0.0,0.0,0.0,1.905514185,0.0,21.626392195,0.664523765,7.5338243590000005,0.0,1.329056371,1.993574012,5.140066998,2.481929712,18.968364267000002,0.664523765,1.24099042,0.0,0.0,0.0,0.0,5.0519699629999995,3.234564432,0.0,0.0,12.185484474,0.0,0.664523765,48.266361298,1.905514185,12.097496281,0.664523765,0.0,0.664523765,0.0,0.0,1.24099042,3.810986083,2.570046791,12.762044597,1.24099042,0.664523765,5.892702121,0.0,13.825599326,1.329056371,0.664523765,0.0,5.0519699629999995,1.905514185,2.481929712,2.570046791,0.0,0.664523765,0.0,0.0,0.0,0.0,0.0,3.987122086,12.762044597,0.0,1.329056371,100.98882319999998,0.0,3.234564432,1.24099042,0.0,0.0,0.664523765,0.664523765,0.0,20.696492227,0.0,0.664523765,0.664523765,6.381050878,1.24099042,0.0,0.0,0.0,1.24099042,2.570046791,0.0,0.0,42.98863616,0.0,0.038588806,0.022148275,0.02471006,0.223201486,0.024115643,2.752988062,0.0,0.014399174,0.0,0.01222929,0.035893242,0.213835962,0.0,0.011446929,0.215841544,0.041223593,0.041091738,0.0206022,0.089234042,1.0,1.0,[4]
5x5,0.0,0.0,1.457310294,0.0,1.781762191,0.0,0.0,0.0,0.0,0.0,3.2390724850000003,4.6964758390000005,0.0,0.0,0.0,0.0,1.457310294,0.0,1.457310294,0.0,4.372049429,1.781762191,0.0,0.0,0.0,0.0,1.781762191,0.0,0.0,0.0,0.0,0.0,3.563415361,5.829359897,0.0,0.0,0.0,0.0,0.0,0.0,44.05189103,2.914713648,2.914713648,0.0,0.0,0.0,0.0,1.781762191,0.0,14.57399389,0.0,1.781762191,0.0,1.457310294,0.0,58.961117985,0.0,0.0,0.0,0.0,0.0,3.2390724850000003,1.457310294,7.286669155,0.0,1.781762191,0.0,0.0,0.0,0.0,14.413664294,1.781762191,0.0,0.0,6.15381162,0.0,0.0,58.62485542,0.0,1.781762191,0.0,0.0,1.781762191,0.0,0.0,0.0,1.781762191,5.020725655,7.126995139,0.0,0.0,3.2390724850000003,0.0,6.478129009,3.563415361,7.126995139,0.0,4.372049429,1.781762191,0.0,1.457310294,0.0,1.781762191,0.0,1.457310294,0.0,0.0,0.0,0.0,7.935464789999999,0.0,1.781762191,144.96021739,0.0,1.457310294,0.0,0.0,1.781762191,1.457310294,0.0,0.0,8.259835986,0.0,0.0,0.0,3.2390724850000003,0.0,1.457310294,0.0,1.781762191,1.457310294,0.0,0.0,0.0,74.82926259,0.0,0.090031378,0.046397996999999996,0.03241665,0.0,0.062355816,3.6464187150000003,0.146045869,0.031706104,0.0,0.07558804599999999,0.0,0.774066928,0.0,0.109059893,0.06485198,0.120737702,0.001517518,0.022860185999999998,0.0,1.0,1.0,[0]
6x6,0.0,0.0,1.457310294,1.307597182,0.0,1.961419965,0.653826704,0.653826704,0.653826704,0.0,2.111136998,3.5685403520000003,0.653826704,0.0,0.0,1.307597182,6.033916786,0.653826704,2.111136998,1.307597182,5.025876133,1.961419965,0.0,1.961419965,0.653826704,0.0,0.0,3.269037797,0.0,0.0,0.0,0.0,7.192001063,5.829359897,0.0,0.0,0.0,0.653826704,0.0,0.0,33.08572591,2.914713648,3.5685403520000003,0.653826704,0.0,0.0,0.0,0.653826704,2.615263862,14.57399389,0.0,0.0,0.0,1.457310294,0.0,34.090203095,0.0,4.576606492,0.0,0.0,0.653826704,5.380198801000001,3.418730259,7.286669155,0.0,0.653826704,0.0,0.653826704,0.0,0.0,10.555706952000001,2.615263862,0.653826704,0.0,5.679646611,0.653826704,0.0,48.310866110000006,0.653826704,0.653826704,0.0,4.576606492,0.0,0.0,0.653826704,0.0,1.307597182,1.457310294,9.806871811,1.307597182,0.0,4.072574156,0.0,5.52997751,1.307597182,0.0,0.653826704,16.139376969,0.0,0.0,1.457310294,0.0,1.307597182,0.653826704,1.457310294,0.0,0.0,0.653826704,7.192001063,11.564050492,1.307597182,0.653826704,79.16878265,0.0,3.418730259,0.0,0.0,0.0,1.457310294,0.653826704,0.0,10.106714711,0.0,0.0,0.0,3.418730259,0.653826704,4.072574156,1.307597182,0.0,2.7649074760000003,0.0,2.615263862,0.0,54.602519009999995,0.014628133,0.036952827,0.025401622,0.015641177,0.0,0.033577389,2.9999287480000003,0.029020436,0.031706104,0.0,0.049431396,0.0,0.716405905,0.0,0.083639931,0.060679072,0.107668996,0.001517518,0.015233641,0.014299006,1.0,1.0,[1]
7x7,0.0,0.0,9.662653815999999,5.470234187,0.0,2.735080789,0.0,2.735080789,0.0,8.205343522,1.457310294,5.649794437000001,0.0,0.0,0.0,0.0,1.457310294,5.470234187,1.457310294,0.0,4.372049429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.299594083999999,0.0,0.0,0.0,0.0,0.0,0.0,32.08443143,5.649794437000001,5.649794437000001,0.0,0.0,0.0,0.0,0.0,5.470234187,25.51387493,0.0,2.735080789,0.0,4.192391083,0.0,42.846148315,0.0,2.735080789,0.0,0.0,0.0,9.662653815999999,1.457310294,15.492012677,0.0,2.735080789,0.0,2.735080789,0.0,2.735080789,15.492012677,0.0,0.0,0.0,18.047789119,0.0,0.0,63.066704560000005,0.0,0.0,0.0,0.0,2.735080789,0.0,0.0,2.735080789,0.0,4.192391083,2.735080789,0.0,0.0,1.457310294,0.0,16.590453338,0.0,0.0,0.0,4.372049429,0.0,0.0,1.457310294,0.0,0.0,0.0,4.192391083,0.0,0.0,0.0,0.0,7.107130218,0.0,0.0,121.76323833999999,0.0,1.457310294,0.0,0.0,0.0,1.457310294,0.0,2.735080789,11.120057169999999,0.0,0.0,0.0,12.397191333999999,0.0,1.457310294,0.0,0.0,1.457310294,2.735080789,0.0,0.0,43.38248974,0.0,0.01019799,0.025401622,0.032825614,0.0,0.029032284,2.794812109,0.184019895,0.123453086,0.0,0.051981341,0.0,1.412514876,0.0,0.0,0.060679072,0.107668996,0.001517518,0.015233641,0.0,1.0,1.0,[2]
8x8,0.0,2.084324048,1.457310294,0.0,0.0,0.0,0.0,4.16856521,0.0,0.0,3.541634342,2.914713648,0.0,0.0,2.084324048,0.0,3.541634342,0.0,1.457310294,2.084324048,6.456373477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.913683945,0.0,0.0,0.0,0.0,0.0,0.0,20.62300566,2.914713648,2.914713648,2.084324048,0.0,0.0,2.084324048,2.084324048,0.0,27.07916217,0.0,0.0,0.0,5.625875504,0.0,30.214316545000003,0.0,2.084324048,0.0,0.0,0.0,3.541634342,3.541634342,7.286669155,2.084324048,0.0,0.0,0.0,0.0,0.0,19.791837434999998,0.0,0.0,0.0,4.372049429,0.0,0.0,47.70272609,2.084324048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.252871783,1.457310294,4.16856521,0.0,0.0,1.457310294,0.0,7.083278858,0.0,0.0,2.084324048,4.372049429,0.0,0.0,3.541634342,0.0,0.0,0.0,1.457310294,0.0,0.0,0.0,0.0,6.456373477,0.0,0.0,128.54658767,0.0,1.457310294,0.0,0.0,0.0,3.541634342,0.0,0.0,4.999037696,0.0,0.0,0.0,1.457310294,2.084324048,1.457310294,0.0,4.16856521,1.457310294,2.084324048,0.0,0.0,41.042998190000006,0.0,0.0,0.025401622,0.02127735,0.0,0.0,2.3142229739999998,0.0,0.031706104,0.0,0.034158248,0.0,0.819952277,0.093054962,0.019073715,0.064744237,0.107668996,0.001517518,0.015233641,0.0,1.0,1.0,[3]
9x9,0.0,0.0,2.698300714,1.24099042,0.0,0.0,1.24099042,3.722913592,2.481929712,0.0,2.698300714,2.914713648,0.0,0.0,1.24099042,2.481929712,6.421205449,0.0,1.457310294,0.0,8.094963021,0.0,0.0,0.0,0.0,2.481929712,0.0,2.481929712,0.0,0.0,0.0,1.24099042,4.963895155,7.070350317,0.0,0.0,0.0,6.204767988,1.24099042,0.0,41.22791526,4.155704068,5.3966433600000006,1.24099042,0.0,0.0,0.0,0.0,2.481929712,19.537889045,0.0,0.0,0.0,2.698300714,0.0,20.938773405,0.0,6.204767988,0.0,0.0,0.0,3.939240006,3.939240006,20.938773405,0.0,1.24099042,0.0,0.0,0.0,0.0,11.009582747,1.24099042,0.0,0.0,10.576817417,0.0,0.0,65.73165093,1.24099042,7.44578458,0.0,0.0,0.0,0.0,0.0,1.24099042,2.481929712,2.698300714,7.44578458,1.24099042,0.0,2.698300714,0.0,14.082175688,0.0,0.0,0.0,8.094963021,1.24099042,2.481929712,2.698300714,0.0,0.0,0.0,1.457310294,0.0,0.0,0.0,0.0,11.817834008999998,0.0,0.0,110.9471293,0.0,2.698300714,1.24099042,0.0,0.0,1.457310294,0.0,0.0,20.288556598,0.0,0.0,0.0,5.180223886,1.24099042,1.457310294,0.0,0.0,2.698300714,1.24099042,0.0,0.0,47.05522657,0.0,0.027519328,0.047549896999999994,0.02471006,0.0,0.024115643,3.527343791,0.0,0.032279336,0.0,0.046387538000000006,0.0,0.213835962,0.0,0.011446929,0.078892453,0.107668996,0.042609256000000005,0.035835841,0.013707828,1.0,1.0,[4]
