coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Ependymal,ODMature3,Ependymalcells
52x52,0.0,8.446903594,9.056699787,7.172947619,0.851356265,54.620272589,7.213935811,19.628255609,2.55410292,8.205343522,19.065716056,3.586437054,0.0,0.0,2.9356803129999998,0.0,4.638426968,8.875681382,11.0670191,22.021982862999998,47.607485784,9.768026741,0.851356265,0.0,0.0,0.0,0.851356265,0.0,4.256782398,0.0,1.702713432,0.0,0.851356265,21.13052411,0.0,0.0,10.619361944000001,3.405447195,0.0,0.851356265,32.30320847,4.437794221,2.735080789,2.084324048,0.0,2.55410292,2.084324048,2.084324048,5.470234187,25.99915224,0.851356265,2.735080789,0.0,11.160428397,0.851356265,58.48712655,0.0,7.373507757,15.27871253,0.851356265,0.851356265,17.951903335,3.78703748,9.908056954,2.084324048,5.289183709,0.851356265,4.437794221,0.851356265,2.735080789,38.543275721,0.851356265,0.0,0.0,186.55014669000002,0.0,1.702713432,71.838635194,2.9356803129999998,0.851356265,0.0,4.256782398,4.437794221,0.0,0.851356265,4.437794221,7.955585214999999,2.735080789,6.903645999,0.0,0.851356265,0.0,1.702713432,18.695661165,0.0,0.0,2.9356803129999998,23.343084947999998,0.0,8.065292978,2.084324048,0.851356265,1.702713432,0.0,5.289183709,6.362579546,0.0,0.0,6.362579546,13.736087303000001,0.0,0.0,159.96129410999998,0.0,0.0,0.0,0.0,1.702713432,2.084324048,6.810880617,12.100813357,18.354960548,0.0,0.851356265,0.0,14.345328235,2.9356803129999998,0.0,0.0,5.871278642,11.470733854999999,7.373507757,0.851356265,2.55410292,65.540096853,0.0,0.23197031199999998,0.0,0.168947939,0.0,0.282220715,2.2157558909999997,2.8343685400000003,0.091746982,0.0,0.093526185,0.0,4.758076913,0.093054962,0.16884538799999999,0.005670202,0.007938421,0.0,0.044371994,0.0,2.0,2.0,"[2, 3]"
53x53,0.0,6.362579546,10.297690206999999,8.413938039,0.851356265,54.620272589,8.454926231,19.182603991,5.0360326319999995,8.205343522,18.222382428,3.586437054,0.0,0.0,2.092346685,2.481929712,7.517998075,8.875681382,11.0670191,19.937658815,49.246075327999996,9.768026741,0.851356265,0.0,0.0,2.481929712,0.851356265,2.481929712,4.256782398,0.0,1.702713432,1.24099042,5.81525142,20.287190482,0.0,0.0,10.619361944000001,9.610215183000001,1.24099042,0.851356265,52.90811807,5.678784641,5.217010501,1.24099042,0.0,2.55410292,0.0,0.0,7.952163899,18.457879115,0.851356265,2.735080789,0.0,8.232853607,0.851356265,49.21158341,0.0,11.493951697,15.27871253,0.851356265,0.851356265,18.349508999,4.184643144,23.560161204,0.0,6.530174129,0.851356265,4.437794221,0.851356265,2.735080789,29.761021033000002,2.092346685,0.0,0.0,192.75491467800003,0.0,1.702713432,89.86756003400001,2.092346685,8.297140845,0.0,4.256782398,4.437794221,0.0,0.851356265,5.678784641,4.184643144,3.9760712089999997,10.180865369,1.24099042,0.851356265,1.24099042,1.702713432,25.694557995,0.0,0.0,0.851356265,27.06599854,1.24099042,10.54722269,1.24099042,0.851356265,1.702713432,0.0,5.289183709,6.362579546,0.0,0.0,6.362579546,19.097547835,0.0,0.0,142.36183574,0.0,1.24099042,1.24099042,0.0,1.702713432,0.0,6.810880617,12.100813357,33.644479450000006,0.0,0.851356265,0.0,18.068241827,2.092346685,0.0,0.0,1.702713432,12.711724274999998,6.530174129,0.851356265,2.55410292,71.552325233,0.0,0.25948963999999997,0.022148275,0.172380649,0.0,0.30633635800000003,3.4288767079999998,2.8343685400000003,0.09232021400000001,0.0,0.105755475,0.0,4.151960598,0.0,0.161218602,0.019818418,0.007938421,0.041091738,0.064974194,0.013707828,2.0,2.0,"[2, 4]"
54x54,0.0,8.446903594,2.092346685,2.9437038519999996,0.851356265,51.8851918,8.454926231,20.616088412,5.0360326319999995,0.0,20.306706476,0.851356265,0.0,0.0,4.176670733,2.481929712,9.602322123,3.405447195,11.0670191,22.021982862999998,51.330399375999995,9.768026741,0.851356265,0.0,0.0,2.481929712,0.851356265,2.481929712,4.256782398,0.0,1.702713432,1.24099042,5.81525142,16.901280343,0.0,0.0,10.619361944000001,9.610215183000001,1.24099042,0.851356265,41.4466923,2.9437038519999996,2.481929712,3.325314468,0.0,2.55410292,2.084324048,2.084324048,2.481929712,20.023166355,0.851356265,0.0,0.0,9.666338027999998,0.851356265,36.57975164,0.0,10.843194956000001,15.27871253,0.851356265,0.851356265,12.228489525,6.268967192,15.354817682,2.084324048,3.79509334,0.851356265,1.702713432,0.851356265,0.0,34.060845791,2.092346685,0.0,0.0,179.07917498800003,0.0,1.702713432,74.503581564,4.176670733,8.297140845,0.0,4.256782398,1.702713432,0.0,0.851356265,2.9437038519999996,10.437514926999999,1.24099042,11.614349789999999,1.24099042,0.851356265,1.24099042,1.702713432,16.187383515,0.0,0.0,2.9356803129999998,27.06599854,1.24099042,10.54722269,3.325314468,0.851356265,1.702713432,0.0,2.55410292,6.362579546,0.0,0.0,6.362579546,18.446791093999998,0.0,0.0,149.14518507,0.0,1.24099042,1.24099042,0.0,1.702713432,2.084324048,6.810880617,9.365732568,27.523459976,0.0,0.851356265,0.0,7.128360787,4.176670733,0.0,0.0,5.871278642,12.711724274999998,5.879417388,0.851356265,2.55410292,69.212833683,0.0,0.24929165,0.022148275,0.160832385,0.0,0.277304074,2.948287573,2.6503486450000002,0.000573232,0.0,0.087932382,0.0,3.559397999,0.093054962,0.18029231699999998,0.023883583,0.007938421,0.041091738,0.064974194,0.013707828,2.0,2.0,"[3, 4]"
55x55,0.0,6.362579546,0.92774684,3.16308295,3.637247959,52.725147825,9.799699452,14.306183154,0.653826704,0.92774684,24.437994663999998,2.435588895,1.5815735439999998,0.0,0.0,1.307597182,8.287681294,2.509312472,8.075919069,20.393899731999998,48.762851,10.105761701999999,0.0,2.889166805,0.653826704,0.0,2.709509031,3.269037797,0.0,0.0,0.0,0.92774684,10.755416424,12.72460961,0.0,0.0,10.073654348,1.5815735439999998,0.92774684,0.0,56.73338832,2.783293202,0.653826704,0.653826704,0.0,0.0,1.855485768,3.363335735,2.615263862,0.0,0.0,3.637247959,0.0,0.92774684,0.0,78.47798277000001,0.0,5.504353332,13.65235645,0.0,0.653826704,14.054400729,4.744713167,0.0,0.0,3.363335735,0.0,1.5815735439999998,0.92774684,0.0,30.542734911,9.96361755,0.653826704,0.0,167.855545403,0.653826704,0.0,67.459218478,0.653826704,2.435588895,0.92774684,5.504353332,5.492836993,0.92774684,1.5815735439999998,0.0,8.65595087,4.491162201,16.933866950000002,3.16308295,0.0,4.397026053,0.0,7.106426063,5.798759383,7.126995139,0.653826704,37.347911554999996,1.781762191,9.145872748,0.0,0.0,4.944845141,0.653826704,1.855485768,6.362579546,0.0,0.653826704,13.554580609,18.04574281,1.307597182,2.435588895,134.70821498,0.92774684,1.961419965,0.0,0.0,1.781762191,0.92774684,10.858520694000001,5.566591497,19.827449787,0.0,0.0,0.0,4.670928996,0.653826704,2.615263862,1.307597182,4.565055393,8.597923568,4.638842963,2.615263862,0.0,111.157602271,0.014628133,0.380290707,0.05518796100000001,0.166260245,0.0,0.370673826,3.753068271,2.9889425849999998,0.0,0.0,0.104570748,0.0,4.02100464,0.0,0.316143318,0.004172908,0.021007127,0.023021592,0.096463919,0.014299006,2.0,2.0,"[0, 1]"
56x56,0.0,6.362579546,9.133090361999999,7.325719955,3.637247959,53.498808649000004,9.145872748,16.387437239,0.0,9.133090361999999,23.784167959999998,4.51684298,0.92774684,0.0,0.0,0.0,3.711074802,7.325719955,7.422092365,19.08630255,48.109024296,8.144341737,0.0,0.92774684,0.0,0.0,2.709509031,0.0,0.0,0.0,0.0,0.92774684,3.563415361,18.194843797,0.0,0.0,10.073654348,0.92774684,0.92774684,0.0,55.732093840000005,5.518373991,2.735080789,0.0,0.0,0.0,1.855485768,2.709509031,5.470234187,10.93988104,0.0,6.372328748,0.0,3.6628276289999997,0.0,87.23392799000001,0.0,3.6628276289999997,13.65235645,0.0,0.0,18.336855743999998,2.783293202,8.205343522,0.0,5.44458982,0.0,3.6628276289999997,0.92774684,2.735080789,35.479040636,7.348353688,0.0,0.0,180.223687911,0.0,0.0,82.215056928,0.0,1.781762191,0.92774684,0.92774684,8.227917782,0.92774684,0.92774684,2.735080789,7.348353688,7.226242989999999,9.862075928,1.855485768,0.0,1.781762191,0.0,18.166901891000002,4.491162201,7.126995139,0.0,25.580584015,1.781762191,9.145872748,0.0,0.0,3.637247959,0.0,4.590566557,6.362579546,0.0,0.0,6.362579546,13.588822536,0.0,1.781762191,177.30267067,0.92774684,0.0,0.0,0.0,1.781762191,0.92774684,10.20469399,8.301672286,20.840792246,0.0,0.0,0.0,13.649390071,0.0,0.0,0.0,4.565055393,7.290326386,7.373923752,0.0,0.0,99.937573001,0.0,0.35353587,0.05518796100000001,0.183444682,0.0,0.366128721,3.547951632,3.1439420439999997,0.091746982,0.0,0.107120693,0.0,4.717113611,0.0,0.232503387,0.004172908,0.021007127,0.023021592,0.096463919,0.0,2.0,2.0,"[0, 2]"
57x57,0.0,8.446903594,0.92774684,1.855485768,3.637247959,50.76372786,9.145872748,17.82092166,0.0,0.92774684,25.868492007999997,1.781762191,0.92774684,0.0,2.084324048,0.0,5.79539885,1.855485768,7.422092365,21.170626598,50.193348344,8.144341737,0.0,0.92774684,0.0,0.0,2.709509031,0.0,0.0,0.0,0.0,0.92774684,3.563415361,14.808933658,0.0,0.0,10.073654348,0.92774684,0.92774684,0.0,44.27066807,2.783293202,0.0,2.084324048,0.0,0.0,3.9398098160000004,4.7938330790000006,0.0,12.50516828,0.0,3.637247959,0.0,5.09631205,0.0,74.60209622,0.0,3.0120708880000002,13.65235645,0.0,0.0,12.21583627,4.86761725,0.0,2.084324048,2.709509031,0.0,0.92774684,0.92774684,0.0,39.778865394,7.348353688,0.0,0.0,166.547948221,0.0,0.0,66.851078458,2.084324048,1.781762191,0.92774684,0.92774684,5.492836993,0.92774684,0.92774684,0.0,13.601225471,4.491162201,11.295560348999999,1.855485768,0.0,1.781762191,0.0,8.659727410999999,4.491162201,7.126995139,2.084324048,25.580584015,1.781762191,9.145872748,2.084324048,0.0,3.637247959,0.0,1.855485768,6.362579546,0.0,0.0,6.362579546,12.938065795,0.0,1.781762191,184.08602000000002,0.92774684,0.0,0.0,0.0,1.781762191,3.0120708880000002,10.20469399,5.566591497,14.719772771999999,0.0,0.0,0.0,2.709509031,2.084324048,0.0,0.0,8.733620602999999,7.290326386,6.723167011,0.0,0.0,97.59808145100001,0.0,0.34333788,0.05518796100000001,0.171896418,0.0,0.33709643699999997,3.067362497,2.9599221489999996,0.0,0.0,0.0892976,0.0,4.1245510119999995,0.093054962,0.251577102,0.008238073,0.021007127,0.023021592,0.096463919,0.0,2.0,2.0,"[0, 3]"
58x58,0.0,6.362579546,2.16873726,3.096476188,3.637247959,50.76372786,10.386863168,17.375270042,2.481929712,0.92774684,25.025158379999997,1.781762191,0.92774684,0.0,1.24099042,2.481929712,8.674969957,1.855485768,7.422092365,19.08630255,51.831937888,8.144341737,0.0,0.92774684,0.0,2.481929712,2.709509031,2.481929712,0.0,0.0,0.0,2.16873726,8.527310516,13.96560003,0.0,0.0,10.073654348,7.132514828000001,2.16873726,0.0,64.87557767,4.024283622,2.481929712,1.24099042,0.0,0.0,1.855485768,2.709509031,2.481929712,4.963895155,0.0,3.637247959,0.0,2.16873726,0.0,65.32655308,0.0,7.132514828000001,13.65235645,0.0,0.0,12.613441933999999,5.265222914,13.65210425,0.0,3.9504994509999998,0.0,0.92774684,0.92774684,0.0,30.996610706000002,8.589344108,0.0,0.0,172.75271620900003,0.0,0.0,84.88000329799999,1.24099042,9.227546771,0.92774684,0.92774684,5.492836993,0.92774684,0.92774684,1.24099042,9.8302834,5.732152621,14.572779719,3.096476188,0.0,3.022752611,0.0,15.658624241,4.491162201,7.126995139,0.0,29.303497607,3.022752611,11.62780246,1.24099042,0.0,3.637247959,0.0,1.855485768,6.362579546,0.0,0.0,6.362579546,18.299526327000002,0.0,1.781762191,166.48656162999998,0.92774684,1.24099042,1.24099042,0.0,1.781762191,0.92774684,10.20469399,5.566591497,30.009291674,0.0,0.0,0.0,6.432422623,1.24099042,0.0,0.0,4.565055393,8.531316806,5.879833383,0.0,0.0,103.61030983100001,0.0,0.370857208,0.077336236,0.175329128,0.0,0.36121208,4.280483314,2.9599221489999996,0.000573232,0.0,0.10152689000000001,0.0,3.518434697,0.0,0.243950316,0.022386289,0.021007127,0.06411333,0.117066119,0.013707828,2.0,2.0,"[0, 4]"
59x59,0.0,6.362579546,9.133090361999999,8.633317137,1.855485768,55.460228614,9.799699452,17.041263943,0.653826704,9.133090361999999,22.656232473,3.388907493,1.5815735439999998,0.0,0.0,1.307597182,8.287681294,7.979546659,8.075919069,20.393899731999998,48.762851,8.323999511,0.0,2.889166805,0.653826704,0.0,0.92774684,3.269037797,0.0,0.0,0.0,0.92774684,7.192001063,18.194843797,0.0,0.0,10.073654348,1.5815735439999998,0.92774684,0.0,44.76592872,5.518373991,3.388907493,0.653826704,0.0,0.0,1.855485768,1.5815735439999998,8.085498049,10.93988104,0.0,4.590566557,0.0,3.6628276289999997,0.0,62.3630131,0.0,8.239434121,13.65235645,0.0,0.653826704,20.47798206,4.744713167,8.205343522,0.0,4.316654333,0.0,4.316654333,0.92774684,2.735080789,31.621083293999998,8.181855359,0.653826704,0.0,179.749522902,0.653826704,0.0,71.90106761800001,0.653826704,0.653826704,0.92774684,5.504353332,6.446155591,0.92774684,1.5815735439999998,2.735080789,6.874188679,3.6628276289999997,12.5419526,3.16308295,0.0,2.615263862,0.0,17.218750392,2.235344022,0.0,0.653826704,37.347911554999996,0.0,9.145872748,0.0,0.0,3.16308295,0.653826704,4.590566557,6.362579546,0.0,0.653826704,13.554580609,17.217408238,1.307597182,0.653826704,111.51123593,0.92774684,1.961419965,0.0,0.0,0.0,0.92774684,10.858520694000001,8.301672286,22.687670971,0.0,0.0,0.0,13.829047845,0.653826704,2.615263862,1.307597182,2.783293202,8.597923568,7.373923752,2.615263862,0.0,79.710829421,0.014628133,0.300457319,0.034191586,0.166669209,0.0,0.337350294,2.9014616650000002,3.026916611,0.091746982,0.0,0.080964043,0.0,4.659452588000001,0.0,0.207083425,0.0,0.007938421,0.023021592,0.088837374,0.014299006,2.0,2.0,"[1, 2]"
60x60,0.0,8.446903594,0.92774684,3.16308295,1.855485768,52.725147825,9.799699452,18.474748364,0.653826704,0.92774684,24.740556521,0.653826704,1.5815735439999998,0.0,2.084324048,1.307597182,10.372005342000001,2.509312472,8.075919069,22.478223779999997,50.847175048,8.323999511,0.0,2.889166805,0.653826704,0.0,0.92774684,3.269037797,0.0,0.0,0.0,0.92774684,7.192001063,14.808933658,0.0,0.0,10.073654348,1.5815735439999998,0.92774684,0.0,33.30450295,2.783293202,0.653826704,2.738150752,0.0,0.0,3.9398098160000004,3.665897592,2.615263862,12.50516828,0.0,1.855485768,0.0,5.09631205,0.0,49.73118133,0.0,7.58867738,13.65235645,0.0,0.653826704,14.356962585999998,6.829037215,0.0,2.084324048,1.5815735439999998,0.0,1.5815735439999998,0.92774684,0.0,35.920908052,8.181855359,0.653826704,0.0,166.073783212,0.653826704,0.0,56.53708914800001,2.738150752,0.653826704,0.92774684,5.504353332,3.711074802,0.92774684,1.5815735439999998,0.0,13.127060462,0.92774684,13.975437021000001,3.16308295,0.0,2.615263862,0.0,7.711575912,2.235344022,0.0,2.738150752,37.347911554999996,0.0,9.145872748,2.084324048,0.0,3.16308295,0.653826704,1.855485768,6.362579546,0.0,0.653826704,13.554580609,16.566651497,1.307597182,0.653826704,118.29458525999999,0.92774684,1.961419965,0.0,0.0,0.0,3.0120708880000002,10.858520694000001,5.566591497,16.566651497,0.0,0.0,0.0,2.889166805,2.738150752,2.615263862,1.307597182,6.951858412,8.597923568,6.723167011,2.615263862,0.0,77.37133787100001,0.014628133,0.290259329,0.034191586,0.155120945,0.0,0.30831801,2.42087253,2.842896716,0.0,0.0,0.06314095,0.0,4.066889989,0.093054962,0.22615713999999998,0.004065165,0.007938421,0.023021592,0.088837374,0.014299006,2.0,2.0,"[1, 3]"
61x61,0.0,6.362579546,2.16873726,4.40407337,1.855485768,52.725147825,11.040689872,18.029096746,3.135756416,0.92774684,23.897222893,0.653826704,1.5815735439999998,0.0,1.24099042,3.7895268939999998,13.251576449000002,2.509312472,8.075919069,20.393899731999998,52.485764591999995,8.323999511,0.0,2.889166805,0.653826704,2.481929712,0.92774684,5.7509675090000005,0.0,0.0,0.0,2.16873726,12.155896218,13.96560003,0.0,0.0,10.073654348,7.786341532,2.16873726,0.0,53.90941255,4.024283622,3.135756416,1.8948171239999998,0.0,0.0,1.855485768,1.5815735439999998,5.097193574,4.963895155,0.0,1.855485768,0.0,2.16873726,0.0,40.45563819,0.0,11.709121320000001,13.65235645,0.0,0.653826704,14.754568249999998,7.226642879,13.65210425,0.0,2.8225639639999995,0.0,1.5815735439999998,0.92774684,0.0,27.138653364,9.422845779,0.653826704,0.0,172.27855119999998,0.653826704,0.0,74.56601398800001,1.8948171239999998,8.099611284,0.92774684,5.504353332,3.711074802,0.92774684,1.5815735439999998,1.24099042,9.356118391,2.16873726,17.252656391000002,4.40407337,0.0,3.856254282,0.0,14.710472742,2.235344022,0.0,0.653826704,41.070825146999994,1.24099042,11.62780246,1.24099042,0.0,3.16308295,0.653826704,1.855485768,6.362579546,0.0,0.653826704,13.554580609,21.928112028999998,1.307597182,0.653826704,100.69512688999998,0.92774684,3.202410385,1.24099042,0.0,0.0,0.92774684,10.858520694000001,5.566591497,31.856170399,0.0,0.0,0.0,6.612080397,1.8948171239999998,2.615263862,1.307597182,2.783293202,9.838913988,5.879833383,2.615263862,0.0,83.383566251,0.014628133,0.317778657,0.056339861000000005,0.15855365500000002,0.0,0.332433653,3.633993347,2.842896716,0.000573232,0.0,0.07537024,0.0,3.4607736740000004,0.0,0.21853035399999998,0.018213381,0.007938421,0.06411333,0.109439574,0.028006834,2.0,2.0,"[1, 4]"
62x62,0.0,8.446903594,9.133090361999999,7.325719955,1.855485768,53.498808649000004,9.145872748,20.556002449,0.0,9.133090361999999,24.086729817,2.735080789,0.92774684,0.0,2.084324048,0.0,5.79539885,7.325719955,7.422092365,21.170626598,50.193348344,6.362579546,0.0,0.92774684,0.0,0.0,0.92774684,0.0,0.0,0.0,0.0,0.92774684,0.0,20.279167845,0.0,0.0,10.073654348,0.92774684,0.92774684,0.0,32.30320847,5.518373991,2.735080789,2.084324048,0.0,0.0,3.9398098160000004,3.0120708880000002,5.470234187,23.44504932,0.0,4.590566557,0.0,7.831392838999999,0.0,58.48712655,0.0,5.747151677,13.65235645,0.0,0.0,18.639417600999998,4.86761725,8.205343522,2.084324048,3.6628276289999997,0.0,3.6628276289999997,0.92774684,2.735080789,40.857213777,5.566591497,0.0,0.0,178.44192572,0.0,0.0,71.292927598,2.084324048,0.0,0.92774684,0.92774684,6.446155591,0.92774684,0.92774684,2.735080789,11.81946328,3.6628276289999997,6.903645999,1.855485768,0.0,0.0,0.0,18.77205174,0.92774684,0.0,2.084324048,25.580584015,0.0,9.145872748,2.084324048,0.0,1.855485768,0.0,4.590566557,6.362579546,0.0,0.0,6.362579546,12.109731223,0.0,0.0,160.88904094999998,0.92774684,0.0,0.0,0.0,0.0,3.0120708880000002,10.20469399,8.301672286,17.579993956,0.0,0.0,0.0,11.867627879999999,2.084324048,0.0,0.0,6.951858412,7.290326386,9.458247799999999,0.0,0.0,66.15130860100001,0.0,0.263504492,0.034191586,0.172305382,0.0,0.303772905,2.2157558909999997,2.9978961749999997,0.091746982,0.0,0.065690895,0.0,4.76299896,0.093054962,0.14251720899999998,0.004065165,0.007938421,0.023021592,0.088837374,0.0,2.0,2.0,"[2, 3]"
63x63,0.0,6.362579546,10.374080781999998,8.566710375,1.855485768,53.498808649000004,10.386863168,20.110350831,2.481929712,9.133090361999999,23.243396189,2.735080789,0.92774684,0.0,1.24099042,2.481929712,8.674969957,7.325719955,7.422092365,19.08630255,51.831937888,6.362579546,0.0,0.92774684,0.0,2.481929712,0.92774684,2.481929712,0.0,0.0,0.0,2.16873726,4.963895155,19.435834217,0.0,0.0,10.073654348,7.132514828000001,2.16873726,0.0,52.90811807,6.759364411,5.217010501,1.24099042,0.0,0.0,1.855485768,0.92774684,7.952163899,15.903776194999999,0.0,4.590566557,0.0,4.903818049,0.0,49.21158341,0.0,9.867595617,13.65235645,0.0,0.0,19.037023265,5.265222914,21.857447772,0.0,4.903818049,0.0,3.6628276289999997,0.92774684,2.735080789,32.074959089,6.807581917,0.0,0.0,184.646693708,0.0,0.0,89.32185243800001,1.24099042,7.44578458,0.92774684,0.92774684,6.446155591,0.92774684,0.92774684,3.9760712089999997,8.048521209,4.903818049,10.180865369,3.096476188,0.0,1.24099042,0.0,25.77094857,0.92774684,0.0,0.0,29.303497607,1.24099042,11.62780246,1.24099042,0.0,1.855485768,0.0,4.590566557,6.362579546,0.0,0.0,6.362579546,17.471191755,0.0,0.0,143.28958258,0.92774684,1.24099042,1.24099042,0.0,0.0,0.92774684,10.20469399,8.301672286,32.869512858,0.0,0.0,0.0,15.590541471999998,1.24099042,0.0,0.0,2.783293202,8.531316806,8.614914171999999,0.0,0.0,72.16353698100001,0.0,0.29102382,0.056339861000000005,0.175738092,0.0,0.327888548,3.4288767079999998,2.9978961749999997,0.09232021400000001,0.0,0.077920185,0.0,4.156882645,0.0,0.13489042299999998,0.018213381,0.007938421,0.06411333,0.109439574,0.013707828,2.0,2.0,"[2, 4]"
64x64,0.0,8.446903594,2.16873726,3.096476188,1.855485768,50.76372786,10.386863168,21.543835252,2.481929712,0.92774684,25.327720236999998,0.0,0.92774684,0.0,3.325314468,2.481929712,10.759294005000001,1.855485768,7.422092365,21.170626598,53.916261936,6.362579546,0.0,0.92774684,0.0,2.481929712,0.92774684,2.481929712,0.0,0.0,0.0,2.16873726,4.963895155,16.049924078,0.0,0.0,10.073654348,7.132514828000001,2.16873726,0.0,41.4466923,4.024283622,2.481929712,3.325314468,0.0,0.0,3.9398098160000004,3.0120708880000002,2.481929712,17.469063435,0.0,1.855485768,0.0,6.33730247,0.0,36.57975164,0.0,9.216838876,13.65235645,0.0,0.0,12.916003790999998,7.349546962,13.65210425,2.084324048,2.16873726,0.0,0.92774684,0.92774684,0.0,36.374783846999996,6.807581917,0.0,0.0,170.970954018,0.0,0.0,73.957873968,3.325314468,7.44578458,0.92774684,0.92774684,3.711074802,0.92774684,0.92774684,1.24099042,14.301392992,2.16873726,11.614349789999999,3.096476188,0.0,1.24099042,0.0,16.26377409,0.92774684,0.0,2.084324048,29.303497607,1.24099042,11.62780246,3.325314468,0.0,1.855485768,0.0,1.855485768,6.362579546,0.0,0.0,6.362579546,16.820435013999997,0.0,0.0,150.07293191,0.92774684,1.24099042,1.24099042,0.0,0.0,3.0120708880000002,10.20469399,5.566591497,26.748493384,0.0,0.0,0.0,4.650660432,3.325314468,0.0,0.0,6.951858412,8.531316806,7.964157431,0.0,0.0,69.824045431,0.0,0.28082583,0.056339861000000005,0.164189828,0.0,0.298856264,2.948287573,2.8138762799999997,0.000573232,0.0,0.060097092000000005,0.0,3.564320046,0.093054962,0.15396413799999997,0.022278546,0.007938421,0.06411333,0.109439574,0.013707828,2.0,2.0,"[3, 4]"
65x65,0.6613160170000001,0.79877956,3.659312933,5.361069911,3.4052390160000003,64.831481075,2.277303529,10.751626683,0.653826704,1.185175979,13.068612231000001,2.573043308,0.653826704,0.5238590430000001,1.683053462,2.106376742,11.078273802,3.822939636,11.167594438,3.291568454,64.87019168399999,9.000072965,1.571610371,2.622735982,1.590046834,2.232851237,2.96693817,5.888330722,6.862094945000001,0.5238590430000001,0.93622013,0.137454413,14.972263168000001,1.957973979,0.0,0.137454413,11.981488034,2.663699948,0.41237493,0.93622013,57.39470433699999,0.137454413,1.564082166,1.066201634,0.274911387,2.035880692,1.073656818,3.3458443570000003,3.001668492,2.808711503,0.38640463,2.829474627,0.0,3.882320859,2.448227058,79.774672624,0.79877956,9.978609389999999,1.59753688,1.898406741,1.813062145,18.425299497,11.022766437,5.204921552,0.0,3.5948243360000003,0.41237493,1.452606264,0.0,0.6613160170000001,21.080832974,10.400796989,1.452606264,1.073656818,87.710942683,0.653826704,0.5498155,63.939161078,0.928738091,2.8219935250000003,0.38640463,6.449024152,8.58434146,0.38640463,1.9764432530000002,0.41237493,6.7563892260000005,4.499635491,16.933866950000002,2.879207553,0.137454413,6.904810322,0.0,11.718150171000001,6.193629092,7.126995139,2.749241253,16.886756392000002,3.4908131320000004,4.569617839,0.9102554620000001,0.137454413,6.095021229,1.177685747,7.935822015,0.772801049,0.0,1.426627753,7.5784056930000006,16.707226418,2.106376742,3.0969049120000003,135.6528858,0.5498155,2.760199525,0.5238590430000001,0.137454413,2.331577691,1.87241766,10.291037942,10.417604085,18.678360918,0.0,1.571610371,0.0,12.184603123999999,1.864967165,3.388064911,1.582508569,5.913066345000001,6.813467722,2.860566104,2.752718275,0.274911387,108.796928215,0.014628133,0.304517234,0.044374195000000005,0.176567848,0.0,0.277495175,3.753068271,2.129873172,0.0,0.0,0.14240674599999997,0.0,3.565047936,0.0,0.34754087300000003,0.044663122,0.142505677,0.184977216,0.054515017,0.031270313,2.0,2.0,"[0, 1]"
