coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Pericytes,Ependymal,Pericytes Ependymal
0x0,0.0,6.362579546,0.0,1.500115082,0.0,12.72460961,6.362579546,13.474657769,0.0,0.0,13.474657769,0.0,0.0,0.0,0.0,0.0,0.0,0.750048159,0.750048159,23.586648427,8.612704064999999,13.113084532,0.0,0.0,0.0,0.750048159,0.750048159,0.0,0.0,0.0,0.0,0.0,0.0,12.72460961,0.0,0.0,6.362579546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.75941847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.750048159,13.474657769,0.0,0.0,9.0,0.750048159,0.0,0.0,0.0,3.750288648,0.0,0.750048159,2.250124519,12.72460961,2.250124519,0.0,0.0,108.1691679,30.00273442,0.0,8.612704064999999,0.750048159,0.0,0.0,0.0,0.750048159,0.750048159,0.750048159,0.0,2.250124519,0.750048159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.836591198,0.0,6.362579546,0.0,0.0,0.0,0.0,0.750048159,6.362579546,0.750048159,0.0,6.362579546,6.362579546,0.0,1.500115082,1.500115082,0.0,0.0,0.0,0.0,0.0,3.000184291,0.750048159,0.0,6.362579546,0.0,0.0,0.0,0.0,0.0,0.750048159,0.0,0.0,6.362579546,0.750048159,0.0,0.0,6.362579546,0.0,0.170157459,0.002066792,0.06591949,0.0,0.177284117,0.0,1.628028072,0.0,0.0,0.075394448,0.0,1.5686735020000002,0.0,0.0722153,0.0,0.30234287899999995,0.0,0.034115386,0.0,1.0,1.0,"[[0], [0]]"
1x1,0.274911387,0.41237493,2.886511884,2.462300302,1.237072195,26.93830151,1.237072195,1.57478399,0.0,0.41237493,5.973337597,0.137454413,0.0,0.137454413,0.137454413,0.41237493,3.02401879,1.987120354,8.172528384,5.325081708,32.074905539,10.461796746000001,0.41237493,0.274911387,0.5498155,1.4373003469999999,1.162423089,0.687252188,2.611602958,0.137454413,0.5498155,0.137454413,1.512002111,0.41237493,0.0,0.137454413,6.185384288,1.237072195,0.41237493,0.5498155,0.274911387,0.137454413,0.137454413,0.41237493,0.274911387,53.408894532,0.687252188,0.137454413,0.0,1.649476062,0.0,0.274911387,0.0,2.33672181,2.061822428,0.137454413,0.41237493,2.674402537,1.57478399,1.512002111,0.0,16.697411133,5.5609026440000004,2.886511884,0.0,0.0,4.162663578,0.41237493,0.750048159,2.525035906,6.047904326,5.549050822,0.41237493,0.687252188,57.1835211,30.00273442,0.5498155,6.098876834,1.024959546,0.0,0.0,1.099616611,4.461339919,0.750048159,1.2998636590000001,0.41237493,3.2123097389999997,1.2998636590000001,0.0,0.41237493,0.137454413,0.96218522,0.0,2.061822428,0.5498155,0.0,0.5498155,7.324118451,0.5498155,3.02401879,0.137454413,0.137454413,0.687252188,0.137454413,4.048974462,0.0,0.750048159,0.0,0.0,2.474161474,0.41237493,1.775026469,2.599731693,0.5498155,0.41237493,0.137454413,0.137454413,0.5498155,4.099800902,6.523187340000001,3.848752315,3.436392884,0.0,0.41237493,0.0,1.099616611,0.824735831,0.750048159,0.274911387,2.199263417,3.573829803,3.224209633,0.137454413,0.274911387,7.559925798,0.0,0.18545345800000002,0.025444612000000002,0.08146386900000001,0.0,0.17068132,0.0,1.373558828,0.0,0.0,0.065065579,0.0,1.7069373250000002,0.0,0.084820791,0.0,0.294404458,0.0,0.034255883,0.0,1.0,1.0,"[[0], [1]]"
2x2,0.38640463,0.38640463,0.772801049,4.591402591,0.38640463,35.9317596,0.38640463,10.023112307,0.0,0.772801049,6.159782057,0.0,0.0,0.38640463,1.545599049,0.38640463,3.47764852,2.682088896,3.8413356679999997,5.659581318,36.641708479,8.296104035,1.159235441,0.38640463,0.38640463,2.295647208,1.522849208,1.932040737,4.250491987,0.38640463,0.38640463,0.0,2.704844633,1.545599049,0.0,0.0,5.796103746,0.772801049,0.0,0.38640463,0.38640463,0.0,0.772801049,0.0,0.0,52.1458231,0.38640463,0.772801049,0.38640463,1.159235441,0.38640463,0.772801049,0.0,1.545599049,0.38640463,1.159235441,0.38640463,4.227696679,1.522849208,0.38640463,1.159235441,14.023237666,5.0005401460000005,2.318409668,0.0,1.159235441,3.750288648,0.38640463,0.750048159,2.636529149,4.636895712,4.954969152,0.38640463,0.38640463,27.43806221,30.00273442,0.0,4.954969152,0.750048159,0.38640463,0.38640463,0.772801049,3.8413356679999997,1.136452789,1.522849208,0.0,4.954969152,1.136452789,0.0,1.159235441,0.0,1.545599049,0.0,3.47764852,0.772801049,0.0,1.545599049,5.295887697,1.159235441,1.545599049,0.772801049,0.0,2.318409668,0.38640463,5.386943871000001,0.772801049,0.750048159,0.772801049,0.38640463,3.47764852,0.38640463,1.8865197120000001,2.272916131,0.0,0.38640463,0.38640463,0.0,0.0,3.77298534,4.614120216,6.56885177,2.704844633,0.0,1.159235441,0.0,7.341804357,0.38640463,1.522849208,0.0,1.932040737,1.932040737,1.136452789,0.0,0.0,3.864072057,0.0,0.076556035,0.002066792,0.093290042,0.0,0.075751986,0.0,0.581248039,0.0,0.0,0.114745835,0.0,0.724081086,0.0,0.070020258,0.040490214,0.423841429,0.184977216,0.012632589,0.016971307,1.0,1.0,"[[0], [2]]"
3x3,0.0,0.0,0.851356265,3.202828514,0.851356265,39.16058219,0.851356265,0.750048159,2.55410292,0.0,5.006830557000001,0.851356265,0.0,0.0,0.851356265,0.0,2.55410292,4.155495354,11.817067259,5.351702142,41.410706708999996,10.155952181,0.851356265,0.0,0.0,0.750048159,1.601404424,0.0,4.256782398,0.0,1.702713432,0.0,0.851356265,0.851356265,0.0,0.0,4.256782398,3.405447195,0.0,0.851356265,0.0,1.702713432,0.0,0.0,0.0,54.31352139,0.0,0.0,0.0,2.55410292,0.851356265,0.0,0.0,4.256782398,0.851356265,0.0,0.0,3.304151079,3.304151079,0.851356265,0.851356265,16.662235765,2.452761591,1.702713432,0.0,2.55410292,4.601644913,1.702713432,1.601404424,2.250124519,5.108154309,3.1014807839999996,0.0,0.0,64.7052391,30.00273442,1.702713432,6.506906917,1.601404424,0.851356265,0.0,4.256782398,2.452761591,0.750048159,1.601404424,1.702713432,3.952837951,0.750048159,0.0,0.0,0.851356265,0.0,1.702713432,0.851356265,0.0,0.0,0.851356265,8.007071046,0.0,1.702713432,0.0,0.851356265,1.702713432,0.0,3.304151079,0.0,0.750048159,0.0,0.0,2.55410292,0.0,1.500115082,1.500115082,0.0,0.0,0.0,0.0,1.702713432,3.000184291,7.560928776,9.365732568,1.702713432,0.0,0.851356265,0.0,3.405447195,0.851356265,0.750048159,0.0,1.702713432,5.108154309,3.304151079,0.851356265,2.55410292,6.810880617,0.0,0.13609132699999998,0.002066792,0.095169375,0.0,0.14077565,0.0,1.022320573,0.0,0.0,0.094416258,0.0,1.313379566,0.0,0.077556373,0.001605037,0.294404458,0.0,0.010256608,0.0,1.0,1.0,"[[0], [3]]"
4x4,0.0,0.0,0.92774684,3.35560085,1.855485768,38.03911825,2.783293202,1.677794999,0.0,0.92774684,10.027844318,0.0,0.92774684,0.0,0.0,0.0,3.711074802,2.605533927,8.172140524,4.500345877,43.996569269000005,6.750504986,0.0,0.92774684,0.0,0.750048159,1.677794999,0.0,0.0,0.0,0.0,0.92774684,0.0,0.0,0.0,0.0,3.711074802,0.92774684,0.92774684,0.0,0.0,2.783293202,0.0,0.0,0.0,51.75941847,1.855485768,0.92774684,0.0,0.0,0.0,1.855485768,0.0,0.92774684,0.0,0.0,0.0,1.677794999,1.677794999,0.0,0.0,17.349750031,3.5333413609999997,0.0,0.0,0.92774684,3.750288648,0.92774684,1.677794999,2.250124519,7.422092365,7.816716016,0.0,0.0,56.59701813,30.00273442,0.0,5.9611993210000005,0.750048159,0.0,0.92774684,0.92774684,4.461122961,1.677794999,1.677794999,0.0,7.816716016,1.677794999,0.0,1.855485768,0.0,0.0,0.0,0.92774684,0.92774684,0.0,0.0,10.244570113,0.0,2.783293202,0.0,0.0,1.855485768,0.0,2.605533927,0.0,0.750048159,0.0,0.0,0.92774684,0.0,1.500115082,2.427861922,0.92774684,0.0,0.0,0.0,0.0,3.9279311310000002,10.954742149000001,5.566591497,0.92774684,0.0,0.0,0.0,0.92774684,0.0,0.750048159,0.0,2.783293202,0.92774684,5.388891122,0.0,0.0,7.422092365,0.0,0.167625507,0.036258378,0.098526818,0.0,0.16232784,0.0,1.185848208,0.0,0.0,0.066580968,0.0,1.318301613,0.0,0.051228194,0.0,0.294404458,0.023021592,0.054721988,0.0,1.0,1.0,"[[0], [4]]"
5x5,0.0,6.362579546,0.0,0.0,0.0,14.3407437,6.362579546,12.72460961,0.0,0.0,14.3407437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.08630255,6.362579546,9.594914196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.72460961,0.0,0.0,11.211019024,0.0,0.0,0.0,0.0,1.61613409,0.0,0.0,0.0,64.6447502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.72460961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61613409,12.72460961,0.0,0.0,0.0,108.1691679,12.92836054,0.0,12.827239008,1.61613409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61613409,0.0,0.0,19.08630255,0.0,6.362579546,0.0,0.0,0.0,1.61613409,0.0,6.362579546,0.0,1.61613409,6.362579546,6.362579546,0.0,1.61613409,1.61613409,0.0,0.0,0.0,0.0,0.0,1.61613409,0.0,0.0,6.362579546,0.0,0.0,1.61613409,0.0,0.0,0.0,0.0,0.0,6.362579546,0.0,0.0,0.0,6.362579546,0.0,0.17005667,0.009193861,0.047862662,0.0,0.17005411999999998,0.0,1.628028072,0.0,0.0,0.032166085999999997,0.0,1.557522102,0.0,0.0722153,0.0,0.31011535999999995,0.0,0.034115386,0.0,1.0,1.0,"[[1], [0]]"
6x6,0.274911387,0.41237493,2.886511884,0.96218522,1.237072195,28.554435599999998,1.237072195,0.824735831,0.0,0.41237493,6.839423528,0.137454413,0.0,0.137454413,0.137454413,0.41237493,3.02401879,1.237072195,7.422480225,0.824735831,29.82478102,6.94362641,0.41237493,0.274911387,0.5498155,0.687252188,0.41237493,0.687252188,2.611602958,0.137454413,0.5498155,0.137454413,1.512002111,0.41237493,0.0,0.137454413,11.033823766000001,1.237072195,0.41237493,0.5498155,0.274911387,1.753588503,0.137454413,0.41237493,0.274911387,66.29422626200001,0.687252188,0.137454413,0.0,1.649476062,0.0,0.274911387,0.0,2.33672181,2.061822428,0.137454413,0.41237493,1.924354378,0.824735831,1.512002111,0.0,7.697411133,4.810854485,2.886511884,0.0,0.0,0.41237493,0.41237493,0.0,1.891045477,6.047904326,3.298926303,0.41237493,0.687252188,57.1835211,12.92836054,0.5498155,10.313411777,1.891045477,0.0,0.0,1.099616611,3.71129176,0.0,0.5498155,0.41237493,0.96218522,0.5498155,0.0,0.41237493,0.137454413,0.96218522,0.0,2.061822428,2.1659495900000003,0.0,0.5498155,3.573829803,0.5498155,3.02401879,0.137454413,0.137454413,0.687252188,1.753588503,3.298926303,0.0,0.0,1.61613409,0.0,2.474161474,0.41237493,1.891045477,2.715750701,0.5498155,0.41237493,0.137454413,0.137454413,0.5498155,2.715750701,5.773139181,3.848752315,3.436392884,0.0,0.41237493,1.61613409,1.099616611,0.824735831,0.0,0.274911387,2.199263417,3.573829803,2.474161474,0.137454413,0.274911387,7.559925798,0.0,0.185352669,0.032571681,0.063407041,0.0,0.16345132299999998,0.0,1.373558828,0.0,0.0,0.021837217,0.0,1.695785925,0.0,0.084820791,0.0,0.302176939,0.0,0.034255883,0.0,1.0,1.0,"[[1], [1]]"
7x7,0.38640463,0.38640463,0.772801049,3.091287509,0.38640463,37.54789369,0.38640463,9.273064148,0.0,0.772801049,7.025867988,0.0,0.0,0.38640463,1.545599049,0.38640463,3.47764852,1.932040737,3.091287509,1.159235441,34.39158396,4.777933699,1.159235441,0.38640463,0.38640463,1.545599049,0.772801049,1.932040737,4.250491987,0.38640463,0.38640463,0.0,2.704844633,1.545599049,0.0,0.0,10.644543224,0.772801049,0.0,0.38640463,0.38640463,1.61613409,0.772801049,0.0,0.0,65.03115483,0.38640463,0.772801049,0.38640463,1.159235441,0.38640463,0.772801049,0.0,1.545599049,0.38640463,1.159235441,0.38640463,3.47764852,0.772801049,0.38640463,1.159235441,5.023237666,4.250491987,2.318409668,0.0,1.159235441,0.0,0.38640463,0.0,2.00253872,4.636895712,2.704844633,0.38640463,0.38640463,27.43806221,12.92836054,0.0,9.169504095,1.61613409,0.38640463,0.38640463,0.772801049,3.091287509,0.38640463,0.772801049,0.0,2.704844633,0.38640463,0.0,1.159235441,0.0,1.545599049,0.0,3.47764852,2.388935139,0.0,1.545599049,1.545599049,1.159235441,1.545599049,0.772801049,0.0,2.318409668,2.00253872,4.636895712,0.772801049,0.0,2.388935139,0.38640463,3.47764852,0.38640463,2.00253872,2.388935139,0.0,0.38640463,0.38640463,0.0,0.0,2.388935139,3.864072057,6.56885177,2.704844633,0.0,1.159235441,1.61613409,7.341804357,0.38640463,0.772801049,0.0,1.932040737,1.932040737,0.38640463,0.0,0.0,3.864072057,0.0,0.076455246,0.009193861,0.07523321399999999,0.0,0.068521989,0.0,0.581248039,0.0,0.0,0.071517473,0.0,0.712929686,0.0,0.070020258,0.040490214,0.43161391,0.184977216,0.012632589,0.016971307,1.0,1.0,"[[1], [2]]"
8x8,0.0,0.0,0.851356265,1.702713432,0.851356265,40.77671628,0.851356265,0.0,2.55410292,0.0,5.872916488,0.851356265,0.0,0.0,0.851356265,0.0,2.55410292,3.405447195,11.0670191,0.851356265,39.16058219,6.637781844999999,0.851356265,0.0,0.0,0.0,0.851356265,0.0,4.256782398,0.0,1.702713432,0.0,0.851356265,0.851356265,0.0,0.0,9.105221876000002,3.405447195,0.0,0.851356265,0.0,3.318847522,0.0,0.0,0.0,67.19885312000001,0.0,0.0,0.0,2.55410292,0.851356265,0.0,0.0,4.256782398,0.851356265,0.0,0.0,2.55410292,2.55410292,0.851356265,0.851356265,7.662235765,1.702713432,1.702713432,0.0,2.55410292,0.851356265,1.702713432,0.851356265,1.61613409,5.108154309,0.851356265,0.0,0.0,64.7052391,12.92836054,1.702713432,10.72144186,2.467490355,0.851356265,0.0,4.256782398,1.702713432,0.0,0.851356265,1.702713432,1.702713432,0.0,0.0,0.0,0.851356265,0.0,1.702713432,0.851356265,1.61613409,0.0,0.851356265,4.256782398,0.0,1.702713432,0.0,0.851356265,1.702713432,1.61613409,2.55410292,0.0,0.0,1.61613409,0.0,2.55410292,0.0,1.61613409,1.61613409,0.0,0.0,0.0,0.0,1.702713432,1.61613409,6.810880617,9.365732568,1.702713432,0.0,0.851356265,1.61613409,3.405447195,0.851356265,0.0,0.0,1.702713432,5.108154309,2.55410292,0.851356265,2.55410292,6.810880617,0.0,0.135990538,0.009193861,0.07711254699999999,0.0,0.133545653,0.0,1.022320573,0.0,0.0,0.051187896,0.0,1.302228166,0.0,0.077556373,0.001605037,0.302176939,0.0,0.010256608,0.0,1.0,1.0,"[[1], [3]]"
9x9,0.0,0.0,0.92774684,1.855485768,1.855485768,39.655252340000004,2.783293202,0.92774684,0.0,0.92774684,10.893930249,0.0,0.92774684,0.0,0.0,0.0,3.711074802,1.855485768,7.422092365,0.0,41.74644475,3.23233465,0.0,0.92774684,0.0,0.0,0.92774684,0.0,0.0,0.0,0.0,0.92774684,0.0,0.0,0.0,0.0,8.55951428,0.92774684,0.92774684,0.0,0.0,4.399427292,0.0,0.0,0.0,64.6447502,1.855485768,0.92774684,0.0,0.0,0.0,1.855485768,0.0,0.92774684,0.0,0.0,0.0,0.92774684,0.92774684,0.0,0.0,8.349750031,2.783293202,0.0,0.0,0.92774684,0.0,0.92774684,0.92774684,1.61613409,7.422092365,5.566591497,0.0,0.0,56.59701813,12.92836054,0.0,10.175734264,1.61613409,0.0,0.92774684,0.92774684,3.711074802,0.92774684,0.92774684,0.0,5.566591497,0.92774684,0.0,1.855485768,0.0,0.0,0.0,0.92774684,2.5438809300000003,0.0,0.0,6.494281465,0.0,2.783293202,0.0,0.0,1.855485768,1.61613409,1.855485768,0.0,0.0,1.61613409,0.0,0.92774684,0.0,1.61613409,2.5438809300000003,0.92774684,0.0,0.0,0.0,0.0,2.5438809300000003,10.20469399,5.566591497,0.92774684,0.0,0.0,1.61613409,0.92774684,0.0,0.0,0.0,2.783293202,0.92774684,4.638842963,0.0,0.0,7.422092365,0.0,0.167524718,0.043385447,0.08046998999999999,0.0,0.155097843,0.0,1.185848208,0.0,0.0,0.023352606,0.0,1.307150213,0.0,0.051228194,0.0,0.302176939,0.023021592,0.054721988,0.0,1.0,1.0,"[[1], [4]]"
