coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Ependymal,Endothelial2
38x38,1.706236487,10.017530622,19.341755023,9.345085799,0.73189316,63.29897304000001,9.450811964000001,24.637383702999998,0.0,0.772801049,25.141273525,0.0,27.157539942,1.015250534,1.545599049,0.38640463,8.190289030999999,3.2518725939999995,3.7201334129999997,23.514084436999998,40.754163506,14.03759174,1.7880813450000002,0.73189316,0.73189316,3.9019150639999998,0.772801049,5.041550343,7.740269201,0.73189316,1.4228839300000002,0.0,8.391829156,27.814175286999998,0.0,0.628845904,14.390727906,0.772801049,0.0,1.644124213,1.706236487,0.628845904,2.783637315,0.34548853,0.0,28.206261987,1.015250534,1.401646953,2.742720645,19.132498363,0.38640463,0.772801049,0.0,3.777643663,0.38640463,1.7880813450000002,1.0773905830000001,9.261581916,13.497410659,0.38640463,2.416955024,27.869165586,8.147924858,6.4369923369999995,0.0,1.5047239710000002,3.5519218090000004,0.73189316,0.0,8.056925903,23.428855079999998,6.850847218,0.38640463,0.38640463,176.23944851,35.839419014,1.257719583,24.090232573999998,2.010836266,1.015250534,0.73189316,9.196432839,4.349007092,1.4228839300000002,1.118289579,0.0,3.3958305859999998,1.015250534,1.0364793,2.479067298,0.628845904,4.752027511,1.0364793,8.190289030999999,2.721506585,26.05126164,3.432155133,28.081228101999997,3.577691486,11.176725041000001,2.030520632,0.0,3.0093956210000004,126.06117365,16.550330764,7.480869125,0.628845904,1.4637870020000001,8.41430938,12.134426949,1.360739064,1.360739064,4.041347495,0.974334434,0.38640463,0.38640463,0.34548853,1.319831857,19.055473858,8.45249645,12.318058861,13.089147101,0.34548853,1.5047239710000002,0.690985953,8.03279031,2.051729834,1.4637870020000001,1.6653252040000002,7.77811676,8.985606236,1.9896127430000001,0.0,0.0,15.851603718,0.0,0.182051806,0.013269103,0.182275212,0.0,0.18816476699999998,0.0,2.241790232,0.0,0.0,0.096032669,0.0,3.036919977,0.0,0.170848537,0.049508646999999996,0.15615841700000002,0.184977216,0.046747975,0.016971307,2.0,2.0
39x39,0.38640463,13.232059373000002,4.661595374,5.680176291,0.38640463,49.956274753,11.932151427,25.886468083,1.294457406,0.772801049,28.522772902000003,0.0,25.934712779999998,1.6863101729999999,1.545599049,0.38640463,6.072011469,3.23194628,4.385744915,35.800564639,42.054069049,9.208084138,1.159235441,0.38640463,0.38640463,1.545599049,2.072706592,3.2264981429999997,9.450182354999999,0.38640463,0.38640463,0.0,2.704844633,14.270208659,0.0,0.0,12.158683292,3.361689831,0.0,0.38640463,0.38640463,0.0,15.022890508,0.0,0.0,1.6808620360000002,0.38640463,3.361689831,1.6808620360000002,11.519187759000001,0.38640463,2.067258455,1.294457406,8.039746823,0.38640463,1.159235441,1.6863101729999999,11.244224476,14.797316202,0.38640463,1.159235441,24.457896364,5.55039753,4.907298450000001,0.0,1.159235441,3.883261708,2.986218119,0.0,2.975293412,26.450026907,7.893546904000001,0.38640463,0.38640463,147.279146499,29.77513736,0.0,10.361881584999999,1.299905543,1.6863101729999999,0.38640463,3.361689831,4.385744915,0.38640463,0.772801049,0.0,6.5991155280000005,2.975293412,0.0,1.159235441,0.0,1.545599049,0.0,6.066537302,2.067258455,112.92214904,5.428860757,24.520695924,3.7590489300000005,9.202636001,4.656062757,0.0,2.318409668,84.62510192,7.236709201,7.135380595,0.0,2.067258455,6.7489841760000004,9.840228066,0.38640463,2.986218119,16.372491899,0.0,0.38640463,0.38640463,0.0,0.0,0.772801049,5.1639776,6.56885177,16.839555743,0.0,1.159235441,0.0,11.225066065,1.6808620360000002,0.772801049,1.294457406,9.720619887,9.594525826,0.38640463,0.0,0.0,15.404396918,0.0,0.231897923,0.005541733,0.14550116000000002,0.0,0.24035589599999999,0.0,2.468375188,0.0,0.0,0.096032669,0.0,3.6697736379999997,0.0,0.14223555799999998,0.040490214,0.137375392,0.184977216,0.046747975,0.016971307,2.0,2.0
40x40,0.38640463,9.348797665000001,2.913987288,5.615158495999999,0.38640463,52.480145740000005,10.572760706,24.138859996999997,0.0,0.772801049,29.299042442,0.0,31.4342103,1.6863101729999999,1.545599049,1.227685326,6.460117494,4.073226976,3.091287509,26.286509054999996,42.054069049,9.208084138,1.159235441,0.38640463,0.38640463,1.545599049,2.913987288,1.932040737,9.450182354999999,0.38640463,0.38640463,0.0,5.22871562,16.794079646,0.0,0.0,12.158683292,1.614081745,0.0,0.38640463,0.38640463,0.0,6.73777286,0.0,0.0,0.38640463,1.227685326,0.772801049,0.38640463,3.3004216800000004,1.227685326,0.772801049,0.841280696,6.7452894169999995,0.38640463,1.159235441,1.6863101729999999,6.001519506999999,14.797316202,0.38640463,1.159235441,15.653243243999999,6.391678226,2.318409668,0.0,2.000516137,0.0,2.986218119,0.0,0.38640463,26.385009112,8.669816444,0.38640463,1.227685326,151.74405257799998,0.841280696,0.0,11.591295166,1.299905543,1.6863101729999999,0.38640463,0.772801049,3.091287509,0.38640463,0.772801049,0.0,5.304658122,1.227685326,0.0,1.159235441,0.0,2.386879745,0.0,4.318929216,0.772801049,111.95284405,1.545599049,30.344632478,4.600329626000001,7.908178595,0.772801049,0.0,2.318409668,37.629353,10.601867523,7.135380595,0.0,1.614081745,7.5902648720000006,12.364099053,1.227685326,3.827498815,18.896362886,0.0,1.227685326,0.38640463,0.0,0.0,2.45536448,5.1639776,7.410132466,10.367329722,0.0,1.159235441,0.0,7.341804357,0.38640463,1.614081745,1.682563431,7.131731105,9.594525826,1.227685326,0.0,0.0,11.067932299,0.0,0.23981363,0.04279545,0.16502925400000001,0.0,0.271607654,0.0,2.485897455,0.0,0.0,0.096032669,0.0,3.759187763,0.0,0.14223555799999998,0.040490214,0.137375392,0.184977216,0.055911163,0.016971307,2.0,2.0
41x41,1.015250534,11.235353749000001,6.474649626,6.235576193,0.38640463,55.615903204000006,8.677735623,24.555298884,0.0,0.772801049,28.449326629,0.0,29.26539551,2.3151560769999997,1.545599049,0.38640463,6.035273646,3.8607921839999997,3.7201334129999997,27.331784442999997,42.054069049,13.610027172,1.7880813450000002,0.38640463,0.38640463,2.174444953,2.072706592,1.932040737,12.594471038999998,0.38640463,0.38640463,0.0,4.591400717,20.55873957,0.0,0.628845904,14.045239376,0.772801049,0.0,1.644124213,1.015250534,0.628845904,4.001460442,0.0,0.0,23.023820710000003,1.015250534,1.401646953,1.015250534,9.376493826,0.38640463,0.772801049,0.0,8.631845500999999,0.38640463,1.7880813450000002,1.6863101729999999,7.879591554,14.797316202,0.38640463,2.416955024,18.984199064000002,8.065840039,6.0915038070000005,0.0,1.159235441,2.515442509,2.986218119,0.0,6.674935541,28.892008583,5.304658122,0.38640463,0.38640463,159.67244332799999,28.9295371,1.257719583,17.871349625,1.9287514469999998,2.3151560769999997,0.38640463,6.4324295,4.349007092,0.38640463,0.772801049,0.0,5.304658122,1.015250534,0.0,1.7880813450000002,0.628845904,4.061041558,0.0,4.735368103,2.030520632,86.66997488999999,3.432155133,26.9626776,3.7590489300000005,9.794734679,2.030520632,0.0,2.318409668,107.38711957999999,16.040634646999997,7.135380595,0.628845904,0.772801049,7.377830080000001,11.097947649,1.015250534,3.615064023,18.259047983,0.628845904,0.38640463,0.38640463,0.0,0.628845904,4.545895188,7.6794201090000005,7.826571353,11.625049305,0.0,1.159235441,0.0,7.341804357,1.015250534,0.772801049,0.628845904,10.904825244,9.594525826,1.644124213,0.0,0.0,12.742094112,0.0,0.22609147400000001,0.005541733,0.16152495,0.0,0.220374619,0.0,2.360975539,0.0,0.0,0.096032669,0.0,3.4227839959999997,0.0,0.170848537,0.049508646999999996,0.137375392,0.184977216,0.046747975,0.016971307,2.0,2.0
42x42,0.38640463,10.632245884,4.202970527,8.204047278,0.38640463,51.180240197,13.156116871,25.427843235999998,1.294457406,0.772801049,24.088390612,0.0,36.56917776,0.38640463,1.545599049,1.227685326,6.454669357,2.773321433,4.385744915,31.442154966999997,40.754163506,7.908178595,1.159235441,0.38640463,0.38640463,1.545599049,1.614081745,3.2264981429999997,4.250491987,0.38640463,0.38640463,0.0,5.22871562,16.794079646,0.0,0.0,12.158683292,4.202970527,0.0,0.38640463,0.38640463,0.0,15.788235341,0.0,0.0,1.6808620360000002,1.227685326,3.361689831,1.6808620360000002,11.060562912,1.227685326,2.067258455,2.135738102,2.840056455,0.38640463,1.159235441,0.38640463,13.768095463,13.497410659,0.38640463,1.159235441,27.288264786,5.091772683,4.907298450000001,0.0,2.000516137,3.883261708,0.38640463,0.0,2.975293412,22.474265091,8.658891737000001,0.38640463,1.227685326,153.01658823100001,30.616418055999997,0.0,12.885752572,0.0,0.38640463,0.38640463,3.361689831,4.385744915,0.38640463,0.772801049,0.0,3.999302039,3.816574108,0.0,1.159235441,0.0,2.386879745,0.0,6.9078179980000005,2.067258455,76.68880459,5.428860757,31.633615716999998,2.000516137,9.202636001,4.656062757,0.0,2.318409668,77.66932469000001,8.002054034,7.135380595,0.0,2.9085391510000003,7.5902648720000006,12.364099053,1.227685326,1.227685326,3.296672036,0.0,1.227685326,0.38640463,0.0,0.0,2.45536448,3.864072057,7.410132466,15.5396502,0.0,1.159235441,0.0,11.225066065,1.6808620360000002,1.614081745,2.977020837,4.520929519,8.294620283,1.227685326,0.0,0.0,16.245677613999998,0.0,0.221395187,0.037253717,0.19756477200000003,0.0,0.25937907899999996,0.0,2.506625918,0.0,0.0,0.096032669,0.0,4.057070677,0.0,0.14223555799999998,0.040490214,0.137375392,0.184977216,0.055911163,0.016971307,2.0,2.0
43x43,1.015250534,12.518801968,7.763632865,8.824464975000001,0.38640463,54.315997661,11.261091788,25.844282123,1.294457406,0.772801049,23.238674799,0.0,34.40036297,1.015250534,1.545599049,0.38640463,6.029825509,2.5608866409999997,5.014590819,32.487430355,40.754163506,12.310121629000001,1.7880813450000002,0.38640463,0.38640463,2.174444953,0.772801049,3.2264981429999997,7.394780671,0.38640463,0.38640463,0.0,4.591400717,20.55873957,0.0,0.628845904,14.045239376,3.361689831,0.0,1.644124213,1.015250534,0.628845904,13.051922923,0.0,0.0,24.318278116000002,1.015250534,3.990535735,2.30970794,17.136635058,0.38640463,2.067258455,1.294457406,4.726612539,0.38640463,1.7880813450000002,0.38640463,15.64616751,13.497410659,0.38640463,2.416955024,30.619220606,6.765934496,8.680392589,0.0,1.159235441,6.398704217000001,0.38640463,0.0,9.263824323,24.981264562,5.293733415,0.38640463,0.38640463,160.944978981,58.70467446,1.257719583,19.165807031,0.628845904,1.015250534,0.38640463,9.021318282,5.643464498,0.38640463,0.772801049,0.0,3.999302039,3.604139316,0.0,1.7880813450000002,0.628845904,4.061041558,0.0,7.3242568850000005,3.3249780380000002,51.40593543,7.315416840999999,28.251660839,1.159235441,11.089192085,5.91378234,0.0,2.318409668,147.42709127,13.440821157999999,7.135380595,0.628845904,2.067258455,7.377830080000001,11.097947649,1.015250534,1.015250534,2.659357133,0.628845904,0.38640463,0.38640463,0.0,0.628845904,4.545895188,6.379514566,7.826571353,16.797369783,0.0,1.159235441,0.0,11.225066065,2.30970794,0.772801049,1.92330331,8.294023658,8.294620283,1.644124213,0.0,0.0,17.919839427,0.0,0.207673031,0.0,0.194060468,0.0,0.20814604399999997,0.0,2.381704002,0.0,0.0,0.096032669,0.0,3.7206669099999994,0.0,0.170848537,0.049508646999999996,0.137375392,0.184977216,0.046747975,0.016971307,2.0,2.0
44x44,1.015250534,8.63554026,6.016024779,8.759447179999999,0.38640463,56.83986864800001,9.901701067000001,24.096674036999996,0.0,0.772801049,24.014944339,0.0,39.89986049,1.015250534,1.545599049,1.227685326,6.417931534,3.402167337,3.7201334129999997,22.973374770999996,40.754163506,12.310121629000001,1.7880813450000002,0.38640463,0.38640463,2.174444953,1.614081745,1.932040737,7.394780671,0.38640463,0.38640463,0.0,7.1152717039999995,23.082610557,0.0,0.628845904,14.045239376,1.614081745,0.0,1.644124213,1.015250534,0.628845904,4.766805275,0.0,0.0,23.023820710000003,1.8565312299999999,1.401646953,1.015250534,8.917868979,1.227685326,0.772801049,0.841280696,3.432155133,0.38640463,1.7880813450000002,0.38640463,10.403462541,13.497410659,0.38640463,2.416955024,21.814567486,7.607215192,6.0915038070000005,0.0,2.000516137,2.515442509,0.38640463,0.0,6.674935541,24.916246766999997,6.070002955,0.38640463,1.227685326,165.40988505999997,29.770817796,1.257719583,20.395220612,0.628845904,1.015250534,0.38640463,6.4324295,4.349007092,0.38640463,0.772801049,0.0,2.704844633,1.8565312299999999,0.0,1.7880813450000002,0.628845904,4.9023222539999995,0.0,5.576648799,2.030520632,50.43663044,3.432155133,34.075597393,2.000516137,9.794734679,2.030520632,0.0,2.318409668,100.43134235,16.805979479999998,7.135380595,0.628845904,1.614081745,8.219110776,13.621818636,1.8565312299999999,1.8565312299999999,5.18322812,0.628845904,1.227685326,0.38640463,0.0,0.628845904,6.2284586189999995,6.379514566,8.667852049,10.325143762,0.0,1.159235441,0.0,7.341804357,1.015250534,1.614081745,2.311409335,5.705134876,8.294620283,2.485404909,0.0,0.0,13.583374808,0.0,0.215588738,0.037253717,0.213588562,0.0,0.239397802,0.0,2.399226269,0.0,0.0,0.096032669,0.0,3.8100810349999996,0.0,0.170848537,0.049508646999999996,0.137375392,0.184977216,0.055911163,0.016971307,2.0,2.0
45x45,0.690985953,10.344383397,16.318272748000002,4.812223038,1.196844795,62.168072722000005,10.586823238,15.406505515,2.55410292,0.0,29.272420128,0.851356265,18.691889752,1.299905543,0.851356265,0.0,7.3089293909999995,5.396338691,11.0670191,26.519339544999998,46.823067279,12.795402395,0.851356265,0.34548853,0.34548853,1.727470111,2.151261808,3.109509606,9.801961296,0.34548853,2.7391927320000002,0.0,4.651784704,20.831401592,0.0,0.0,10.964850474000002,3.405447195,0.0,0.851356265,0.690985953,1.702713432,3.9818038510000004,0.34548853,0.0,7.736544197,0.0,0.0,1.727470111,14.909918543,0.851356265,0.0,0.0,9.801961296,0.851356265,0.0,1.990891496,3.936093282,16.578618073,0.851356265,0.851356265,24.346839443,4.3846093370000006,2.048201962,0.0,2.89959145,1.887835565,4.648015451,0.851356265,1.381990362,25.368876022000002,7.597172339,0.0,0.0,199.84079291800003,6.909881914,1.702713432,16.838244893000002,3.53325217,2.151261808,0.34548853,7.020785737000001,1.702713432,1.0364793,1.196844795,1.702713432,4.993512874,0.0,1.0364793,0.690985953,0.851356265,0.690985953,2.7391927320000002,4.306277193,0.690985953,87.56747524999999,0.851356265,27.061446536,5.018269534,9.44728334,0.0,0.851356265,2.3936993849999997,62.87277967,8.263426015,6.708068076,0.0,0.690985953,7.399058846,9.953161766000001,0.34548853,2.945302019,16.981681212,0.34548853,0.0,0.0,0.34548853,2.3936993849999997,14.50957867,10.183768043999999,13.857220076,12.12920186,0.34548853,1.196844795,0.690985953,4.096433148,1.887835565,0.690985953,1.0364793,8.975385683999999,13.461625350999999,2.89959145,0.851356265,2.55410292,16.282969769,0.0,0.26581199,0.018810836,0.13559523699999998,0.0,0.285398283,0.0,2.769533952,0.0,0.0,0.075703092,0.0,3.575325185,0.0,0.149771673,0.001605037,0.026721445999999996,0.0,0.044371994,0.0,2.0,2.0
46x46,0.690985953,11.627831616,17.607255987000002,7.401111820000001,1.196844795,60.868167179000004,13.170179402999999,16.695488754,3.8485603260000003,0.0,24.061768298,0.851356265,23.826857212,0.0,0.851356265,0.0,7.303481254,4.096433148,12.361476505999999,31.674985457,45.523161736,11.495496852,0.851356265,0.34548853,0.34548853,1.727470111,0.851356265,4.403967012,4.602270928,0.34548853,2.7391927320000002,0.0,4.651784704,20.831401592,0.0,0.0,10.964850474000002,5.994335977,0.0,0.851356265,0.690985953,1.702713432,13.032266331999999,0.34548853,0.0,9.031001603,0.0,2.588888782,3.021927517,22.670059775,0.851356265,1.294457406,1.294457406,5.8967283340000005,0.851356265,0.0,0.690985953,11.702669237999999,15.27871253,0.851356265,0.851356265,35.981860985,3.084703794,4.637090744,0.0,2.89959145,5.7710972730000005,2.048201962,0.851356265,3.9708791440000004,21.458132001000003,7.586247631999999,0.0,0.0,201.11332857100004,36.685019274,1.702713432,18.132702299,2.233346627,0.851356265,0.34548853,9.609674519,2.9971708379999997,1.0364793,1.196844795,1.702713432,3.688156791,2.588888782,1.0364793,0.690985953,0.851356265,0.690985953,2.7391927320000002,6.895165974999999,1.985443359,52.30343579,4.734617973,28.350429775,2.418456045,10.741740746,3.883261708,0.851356265,2.3936993849999997,102.91275136,5.663612526,6.708068076,0.0,1.985443359,7.399058846,9.953161766000001,0.34548853,0.34548853,1.381990362,0.34548853,0.0,0.0,0.34548853,2.3936993849999997,14.50957867,8.883862501,13.857220076,17.301522338,0.34548853,1.196844795,0.690985953,7.979694856,3.182292971,0.690985953,2.330936706,6.364584098,12.161719807999999,2.89959145,0.851356265,2.55410292,21.460715084,0.0,0.247393547,0.013269103,0.16813075499999997,0.0,0.273169708,0.0,2.7902624150000004,0.0,0.0,0.075703092,0.0,3.873208099,0.0,0.149771673,0.001605037,0.026721445999999996,0.0,0.044371994,0.0,2.0,2.0
47x47,0.690985953,7.744569908,15.859647901,7.3360940249999995,1.196844795,63.392038166000006,11.810788682,14.947880668,2.55410292,0.0,24.838037837999998,0.851356265,29.326354732,0.0,0.851356265,0.841280696,7.691587279,4.937713844,11.0670191,22.160929872999997,45.523161736,11.495496852,0.851356265,0.34548853,0.34548853,1.727470111,1.6926369609999998,3.109509606,4.602270928,0.34548853,2.7391927320000002,0.0,7.175655690999999,23.355272578999998,0.0,0.0,10.964850474000002,4.246727891,0.0,0.851356265,0.690985953,1.702713432,4.747148684,0.34548853,0.0,7.736544197,0.841280696,0.0,1.727470111,14.451293696,1.6926369609999998,0.0,0.841280696,4.602270928,0.851356265,0.0,0.690985953,6.459964269,15.27871253,0.851356265,0.851356265,27.177207865,3.9259844900000003,2.048201962,0.0,3.740872146,1.887835565,2.048201962,0.851356265,1.381990362,21.393114206,8.362517172,0.0,0.841280696,205.57823465,7.75116261,1.702713432,19.36211588,2.233346627,0.851356265,0.34548853,7.020785737000001,1.702713432,1.0364793,1.196844795,1.702713432,2.3936993849999997,0.841280696,1.0364793,0.690985953,0.851356265,1.5322666489999999,2.7391927320000002,5.147557889,0.690985953,51.334130800000004,0.851356265,34.174366328999994,3.259736741,9.44728334,0.0,0.851356265,2.3936993849999997,55.91700244,9.028770848,6.708068076,0.0,1.5322666489999999,8.240339542,12.477032753000001,1.186769226,1.186769226,3.9058613490000003,0.34548853,0.841280696,0.0,0.34548853,2.3936993849999997,16.192142100999998,8.883862501,14.698500772000001,10.829296317,0.34548853,1.196844795,0.690985953,4.096433148,1.887835565,1.5322666489999999,2.719042731,3.7756953159999997,12.161719807999999,3.740872146,0.851356265,2.55410292,17.124250465,0.0,0.255309254,0.050522819999999996,0.187658849,0.0,0.304421466,0.0,2.8077846820000003,0.0,0.0,0.075703092,0.0,3.962622224,0.0,0.149771673,0.001605037,0.026721445999999996,0.0,0.053535182,0.0,2.0,2.0
48x48,1.319831857,9.631125992,19.420310239000003,7.956511722,1.196844795,66.52779563,9.915763599,15.364319555,2.55410292,0.0,23.988322025,0.851356265,27.157539942,0.628845904,0.851356265,0.0,7.266743431,4.725279052,11.695865004,23.206205260999997,45.523161736,15.897439886,1.480202169,0.34548853,0.34548853,2.356316015,0.851356265,3.109509606,7.746559612,0.34548853,2.7391927320000002,0.0,6.538340787999999,27.119932502999998,0.0,0.628845904,12.851406558000003,3.405447195,0.0,2.109075848,1.319831857,2.3315593359999998,2.010836266,0.34548853,0.0,30.373960277000002,0.628845904,0.628845904,2.356316015,20.527365842000002,0.851356265,0.0,0.0,6.488827012,0.851356265,0.628845904,0.690985953,8.338036316,15.27871253,0.851356265,2.109075848,30.508163685,5.600146303000001,5.821296101,0.0,2.89959145,4.403278074,2.048201962,0.851356265,7.670521272999999,23.900113677,4.9973588499999995,0.0,0.0,213.50662540000002,35.839419014,2.960433015,25.642170339000003,2.862192531,1.480202169,0.34548853,12.680414188,2.960433015,1.0364793,1.196844795,1.702713432,2.3936993849999997,0.628845904,1.0364793,1.319831857,1.480202169,3.206428462,2.7391927320000002,5.563996776,1.948705536,26.05126164,2.737912349,30.792411450999996,2.418456045,11.333839424,1.257719583,0.851356265,2.3936993849999997,125.67476901999999,14.467537971999999,6.708068076,0.628845904,0.690985953,8.02790475,11.210881349000001,0.974334434,0.974334434,3.268546446,0.974334434,0.0,0.0,0.34548853,3.0225452889999995,18.282672809,11.399305009999999,15.114939659000001,12.0870159,0.34548853,1.196844795,0.690985953,4.096433148,2.516681469,0.690985953,1.6653252040000002,7.548789455,12.161719807999999,4.157311033,0.851356265,2.55410292,18.798412278,0.0,0.241587098,0.013269103,0.18415454499999998,0.0,0.253188431,0.0,2.6828627660000004,0.0,0.0,0.075703092,0.0,3.6262184570000002,0.0,0.178384652,0.01062347,0.026721445999999996,0.0,0.044371994,0.0,2.0,2.0
49x49,0.0,12.845654743,4.740150590000001,4.291602214,0.851356265,53.185097343,12.397103062,16.613403935,3.8485603260000003,0.0,27.369821402000003,0.851356265,25.934712779999998,1.299905543,0.851356265,0.0,5.148465869,4.705352738,12.361476505999999,35.492685463,46.823067279,11.067932284,0.851356265,0.0,0.0,0.0,2.151261808,1.294457406,9.456472766000001,0.0,1.702713432,0.0,0.851356265,13.575965875,0.0,0.0,10.619361944000001,5.994335977,0.0,0.851356265,0.0,1.702713432,14.250089459,0.0,0.0,3.8485603260000003,0.0,2.588888782,1.294457406,12.914055238,0.851356265,1.294457406,1.294457406,10.750930172,0.851356265,0.0,1.299905543,10.320678875999999,16.578618073,0.851356265,0.851356265,27.096894462999998,3.002618975,4.291602214,0.0,2.55410292,4.734617973,4.302526921,0.851356265,2.588888782,26.921285504000004,6.040058536,0.0,0.0,184.54632338900004,29.77513736,1.702713432,11.91381935,2.151261808,2.151261808,0.0,6.84567118,2.9971708379999997,0.0,0.851356265,1.702713432,5.596984327,2.588888782,0.0,0.0,0.851356265,0.0,1.702713432,3.4402450470000003,1.294457406,112.92214904,4.734617973,27.231879273,2.599813489,9.359750384,3.883261708,0.851356265,1.702713432,84.23869729,5.153916409000001,6.362579546,0.0,1.294457406,6.362579546,8.916682466000001,0.0,2.599813489,15.59969085,0.0,0.0,0.0,0.0,1.702713432,0.0,8.11078616,9.365732568,15.837424542,0.0,0.851356265,0.0,7.288708903,2.145813671,0.0,1.294457406,9.491292582,12.770639397999998,2.55410292,0.851356265,2.55410292,18.351205478,0.0,0.291433215,0.005541733,0.147380493,0.0,0.30537956,0.0,2.9094477220000003,0.0,0.0,0.075703092,0.0,4.259072118,0.0,0.149771673,0.001605037,0.007938421,0.0,0.044371994,0.0,2.0,2.0
50x50,0.0,8.962393035,2.992542504,4.226584419,0.851356265,55.708968330000005,11.037712341,14.865795849,2.55410292,0.0,28.146090942,0.851356265,31.4342103,1.299905543,0.851356265,0.841280696,5.536571894,5.546633434,11.0670191,25.978629878999996,46.823067279,11.067932284,0.851356265,0.0,0.0,0.0,2.992542504,0.0,9.456472766000001,0.0,1.702713432,0.0,3.375227252,16.099836862,0.0,0.0,10.619361944000001,4.246727891,0.0,0.851356265,0.0,1.702713432,5.964971811,0.0,0.0,2.55410292,0.841280696,0.0,0.0,4.695289159,1.6926369609999998,0.0,0.841280696,9.456472766000001,0.851356265,0.0,1.299905543,5.0779739070000005,16.578618073,0.851356265,0.851356265,18.292241343,3.843899671,1.702713432,0.0,3.395383616,0.851356265,4.302526921,0.851356265,0.0,26.856267709,6.8163280760000005,0.0,0.841280696,189.011229468,0.841280696,1.702713432,13.143232931000002,2.151261808,2.151261808,0.0,4.256782398,1.702713432,0.0,0.851356265,1.702713432,4.302526921,0.841280696,0.0,0.0,0.851356265,0.841280696,1.702713432,1.6926369609999998,0.0,111.95284405,0.851356265,33.055815826999996,3.4410941850000003,8.065292978,0.0,0.851356265,1.702713432,37.24294837,8.519074731,6.362579546,0.0,0.841280696,7.203860242,11.440553453000001,0.841280696,3.4410941850000003,18.123561837,0.0,0.841280696,0.0,0.0,1.702713432,1.682563431,8.11078616,10.207013264,9.365198521,0.0,0.851356265,0.0,3.405447195,0.851356265,0.841280696,1.682563431,6.9024038,12.770639397999998,3.395383616,0.851356265,2.55410292,14.014740859,0.0,0.299348922,0.04279545,0.166908587,0.0,0.33663131799999996,0.0,2.9269699890000003,0.0,0.0,0.075703092,0.0,4.348486243,0.0,0.149771673,0.001605037,0.007938421,0.0,0.053535182,0.0,2.0,2.0
