coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Endothelial3,ODMature3,Endothelial3 ODMature3
58x58,6.195067014999999,2.897265563,2.689602569,1.24099042,1.781762191,0.0,3.614251845,3.722913592,2.481929712,2.373261425,13.039718481,1.781762191,0.0,0.0,1.24099042,3.930541861,4.963895155,0.0,0.0,1.448612149,3.722913592,6.528217057,0.0,0.0,0.0,2.481929712,1.781762191,2.481929712,0.0,0.0,0.0,1.24099042,10.900571940999999,1.24099042,0.0,0.0,1.448612149,6.204767988,1.24099042,0.0,67.24883909500001,1.24099042,9.201080913,1.24099042,0.0,43.361955390000006,0.0,1.781762191,2.481929712,4.963895155,0.0,4.155023616,0.0,1.24099042,0.0,65.32655308,2.373261425,7.653380137,0.0,0.0,2.373261425,26.669879098999996,3.930541861,24.593724303000002,0.0,3.022752611,7.119700307,0.0,0.0,0.0,13.223170156,3.022752611,0.0,0.0,18.527524110999998,15.93557709,2.373261425,101.15565925,1.24099042,9.227546771,0.0,0.0,1.781762191,1.448612149,0.0,1.24099042,4.263691903,4.804405781,16.021391868000002,1.24099042,0.0,7.368642387,0.0,17.628142964,3.563415361,7.126995139,0.0,3.722913592,11.591065066999999,2.481929712,1.24099042,0.0,1.781762191,146.87096531,0.0,0.0,0.0,1.448612149,9.092344642,11.009199941,0.0,1.781762191,172.678515097,1.448612149,1.24099042,1.24099042,0.0,1.781762191,33.22157552,2.373261425,0.0,22.718965288,0.0,0.0,0.0,10.251130649,1.24099042,0.0,0.0,1.781762191,1.24099042,2.689602569,0.0,0.0,96.54478912100001,0.008201873,0.137583184,0.083990582,0.114792524,0.0,0.09085873,4.291797734999999,0.146045869,0.000573232,0.0,0.053659087999999994,0.0,1.175092262,0.006760343,0.120506822,0.050326843,0.33485210499999996,0.058240793,0.028228745,0.013707828,2.0,2.0,"[[0, 4], [0, 4]]"
59x59,6.195067014999999,2.897265563,9.653955671,6.777831369,0.0,4.696500754,3.027088129,3.388907493,0.653826704,10.578604946999999,10.670792574,3.388907493,0.653826704,0.0,0.0,2.756209331,4.576606492,6.124060891,0.653826704,2.756209331,0.653826704,6.707874831,0.0,1.961419965,0.653826704,0.0,0.0,3.269037797,0.0,0.0,0.0,0.0,9.565262488,5.470234187,0.0,0.0,1.448612149,0.653826704,0.0,0.0,47.139190145,2.735080789,10.108058694,0.653826704,0.0,43.361955390000006,0.0,0.653826704,8.085498049,10.93988104,0.0,5.108342214,0.0,2.735080789,0.0,62.3630131,2.373261425,8.76029943,0.0,0.0,3.027088129,34.53441922499999,3.410032114,19.146963575,0.0,3.388907493,7.119700307,3.388907493,0.0,2.735080789,13.847642744,2.615263862,0.653826704,0.0,25.524330804,16.589403794,2.373261425,88.17672357000001,0.653826704,0.653826704,0.0,4.576606492,2.735080789,1.448612149,0.653826704,2.735080789,1.307597182,2.735080789,13.990564749,1.307597182,0.0,6.961153638,0.0,19.188269115,1.307597182,0.0,0.653826704,11.76732754,8.568312456,0.0,0.0,0.0,1.307597182,147.524792014,2.735080789,0.0,0.0,2.1024388529999998,16.284345705,9.927081852,1.307597182,0.653826704,117.70318939699999,1.448612149,1.961419965,0.0,0.0,0.0,33.22157552,3.027088129,2.735080789,15.397344584999999,0.0,0.0,0.0,17.647755871,0.653826704,2.615263862,1.307597182,0.0,1.307597182,4.183692938,2.615263862,0.0,72.645308711,0.022830006,0.067183295,0.040845932,0.106132605,0.0,0.066996944,2.912776086,0.213040331,0.091746982,0.0,0.033096241,0.0,2.316110153,0.006760343,0.083639931,0.027940554,0.32178339899999997,0.017149055,0.0,0.014299006,2.0,2.0,"[[0, 4], [1, 2]]"
60x60,6.195067014999999,4.981589611,1.448612149,1.307597182,0.0,1.961419965,3.027088129,4.822391914,0.653826704,2.373261425,12.755116622,0.653826704,0.653826704,0.0,2.084324048,2.756209331,6.66093054,0.653826704,0.653826704,4.840533379,2.738150752,6.707874831,0.0,1.961419965,0.653826704,0.0,0.0,3.269037797,0.0,0.0,0.0,0.0,9.565262488,2.084324048,0.0,0.0,1.448612149,0.653826704,0.0,0.0,35.677764374999995,0.0,7.372977905,2.738150752,0.0,43.361955390000006,2.084324048,2.738150752,2.615263862,12.50516828,0.0,2.373261425,0.0,4.16856521,0.0,49.73118133,2.373261425,8.109542689,0.0,0.0,3.027088129,28.413399750999996,5.494356162,10.941620053000001,2.084324048,0.653826704,7.119700307,0.653826704,0.0,0.0,18.147467501999998,2.615263862,0.653826704,0.0,11.848591114,16.589403794,2.373261425,72.8127451,2.738150752,0.653826704,0.0,4.576606492,0.0,1.448612149,0.653826704,0.0,7.560468965,0.0,15.42404917,1.307597182,0.0,6.961153638,0.0,9.681094635000001,1.307597182,0.0,2.738150752,11.76732754,8.568312456,0.0,2.084324048,0.0,1.307597182,147.524792014,0.0,0.0,0.0,2.1024388529999998,16.284345705,9.276325111,1.307597182,0.653826704,124.48653872700001,1.448612149,1.961419965,0.0,0.0,0.0,35.305899568,3.027088129,0.0,9.276325111,0.0,0.0,0.0,6.707874831,2.738150752,2.615263862,1.307597182,4.16856521,1.307597182,3.5329361969999997,2.615263862,0.0,70.305817161,0.022830006,0.056985305,0.040845932,0.094584341,0.0,0.03796466,2.4321869510000003,0.029020436,0.0,0.0,0.015273148,0.0,1.723547554,0.09981530500000001,0.102713646,0.032005719,0.32178339899999997,0.017149055,0.0,0.014299006,2.0,2.0,"[[0, 4], [1, 3]]"
61x61,6.195067014999999,2.897265563,2.689602569,2.548587602,0.0,1.961419965,4.268078549,4.3767402959999995,3.135756416,2.373261425,11.911782994,0.653826704,0.653826704,0.0,1.24099042,5.238139043,9.540501647,0.653826704,0.653826704,2.756209331,4.3767402959999995,6.707874831,0.0,1.961419965,0.653826704,2.481929712,0.0,5.7509675090000005,0.0,0.0,0.0,1.24099042,14.529157643000001,1.24099042,0.0,0.0,1.448612149,6.8585946920000005,1.24099042,0.0,56.282673974999994,1.24099042,9.854907617,1.8948171239999998,0.0,43.361955390000006,0.0,0.653826704,5.097193574,4.963895155,0.0,2.373261425,0.0,1.24099042,0.0,40.45563819,2.373261425,12.229986628999999,0.0,0.0,3.027088129,28.811005414999997,5.891961825999999,24.593724303000002,0.0,1.8948171239999998,7.119700307,0.653826704,0.0,0.0,9.365212814,3.856254282,0.653826704,0.0,18.053359102,16.589403794,2.373261425,90.84166994,1.8948171239999998,8.099611284,0.0,4.576606492,0.0,1.448612149,0.653826704,1.24099042,3.7895268939999998,1.24099042,18.70126854,2.548587602,0.0,8.202144058,0.0,16.679991465,1.307597182,0.0,0.653826704,15.490241132,9.809302875999999,2.481929712,1.24099042,0.0,1.307597182,147.524792014,0.0,0.0,0.0,2.1024388529999998,16.284345705,14.637785643,1.307597182,0.653826704,106.887080357,1.448612149,3.202410385,1.24099042,0.0,0.0,33.22157552,3.027088129,0.0,24.565844013,0.0,0.0,0.0,10.430788423,1.8948171239999998,2.615263862,1.307597182,0.0,2.548587602,2.689602569,2.615263862,0.0,76.318045541,0.022830006,0.084504633,0.062994207,0.098017051,0.0,0.062080302999999996,3.6453077680000003,0.029020436,0.000573232,0.0,0.027502438,0.0,1.117431239,0.006760343,0.09508686,0.046153935,0.32178339899999997,0.058240793,0.0206022,0.028006834,2.0,2.0,"[[0, 4], [1, 4]]"
62x62,6.195067014999999,4.981589611,9.653955671,5.470234187,0.0,2.735080789,2.373261425,6.903645999,0.0,10.578604946999999,12.101289917999999,2.735080789,0.0,0.0,2.084324048,1.448612149,2.084324048,5.470234187,0.0,3.5329361969999997,2.084324048,4.746454866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.373261425,7.554558235,0.0,0.0,1.448612149,0.0,0.0,0.0,34.676469895,2.735080789,9.45423199,2.084324048,0.0,43.361955390000006,2.084324048,2.084324048,5.470234187,23.44504932,0.0,5.108342214,0.0,6.903645999,0.0,58.48712655,2.373261425,6.268016986,0.0,0.0,2.373261425,32.695854766,3.5329361969999997,19.146963575,2.084324048,2.735080789,7.119700307,2.735080789,0.0,2.735080789,23.083773227,0.0,0.0,0.0,24.216733622,15.93557709,2.373261425,87.56858355,2.084324048,0.0,0.0,0.0,2.735080789,1.448612149,0.0,2.735080789,6.252871783,2.735080789,8.352258148,0.0,0.0,4.345889776,0.0,20.741570463000002,0.0,0.0,2.084324048,0.0,8.568312456,0.0,2.084324048,0.0,0.0,146.87096531,2.735080789,0.0,0.0,1.448612149,9.092344642,4.819404837,0.0,0.0,167.080994417,1.448612149,0.0,0.0,0.0,0.0,35.305899568,2.373261425,2.735080789,10.289667569999999,0.0,0.0,0.0,15.686335906,2.084324048,0.0,0.0,4.16856521,0.0,6.268016986,0.0,0.0,59.085787891,0.008201873,0.030230468,0.040845932,0.11176877800000001,0.0,0.033419555,2.227070312,0.184019895,0.091746982,0.0,0.017823093,0.0,2.4196565249999997,0.09981530500000001,0.019073715,0.032005719,0.32178339899999997,0.017149055,0.0,0.0,2.0,2.0,"[[0, 4], [2, 3]]"
63x63,6.195067014999999,2.897265563,10.894946091,6.711224607,0.0,2.735080789,3.614251845,6.457994381,2.481929712,10.578604946999999,11.25795629,2.735080789,0.0,0.0,1.24099042,3.930541861,4.963895155,5.470234187,0.0,1.448612149,3.722913592,4.746454866,0.0,0.0,0.0,2.481929712,0.0,2.481929712,0.0,0.0,0.0,1.24099042,7.33715658,6.711224607,0.0,0.0,1.448612149,6.204767988,1.24099042,0.0,55.281379494999996,3.9760712089999997,11.936161702,1.24099042,0.0,43.361955390000006,0.0,0.0,7.952163899,15.903776194999999,0.0,5.108342214,0.0,3.9760712089999997,0.0,49.21158341,2.373261425,10.388460926,0.0,0.0,2.373261425,33.09346043,3.930541861,32.799067825,0.0,3.9760712089999997,7.119700307,2.735080789,0.0,2.735080789,14.301518538999998,1.24099042,0.0,0.0,30.42150161,15.93557709,2.373261425,105.59750839,1.24099042,7.44578458,0.0,0.0,2.735080789,1.448612149,0.0,3.9760712089999997,2.481929712,3.9760712089999997,11.629477518,1.24099042,0.0,5.586880196,0.0,27.740467293000002,0.0,0.0,0.0,3.722913592,9.809302875999999,2.481929712,1.24099042,0.0,0.0,146.87096531,2.735080789,0.0,0.0,1.448612149,9.092344642,10.180865369,0.0,0.0,149.481536047,1.448612149,1.24099042,1.24099042,0.0,0.0,33.22157552,2.373261425,2.735080789,25.579186472,0.0,0.0,0.0,19.409249498,1.24099042,0.0,0.0,0.0,1.24099042,5.424683358,0.0,0.0,65.098016271,0.008201873,0.057749796,0.062994207,0.11520148800000002,0.0,0.057535197999999996,3.440191129,0.184019895,0.09232021400000001,0.0,0.030052383000000002,0.0,1.8135402099999998,0.006760343,0.011446929,0.046153935,0.32178339899999997,0.058240793,0.0206022,0.013707828,2.0,2.0,"[[0, 4], [2, 4]]"
64x64,6.195067014999999,4.981589611,2.689602569,1.24099042,0.0,0.0,3.614251845,7.891478802,2.481929712,2.373261425,13.342280337999998,0.0,0.0,0.0,3.325314468,3.930541861,7.048219203,0.0,0.0,3.5329361969999997,5.80723764,4.746454866,0.0,0.0,0.0,2.481929712,0.0,2.481929712,0.0,0.0,0.0,1.24099042,7.33715658,3.325314468,0.0,0.0,1.448612149,6.204767988,1.24099042,0.0,43.819953725000005,1.24099042,9.201080913,3.325314468,0.0,43.361955390000006,2.084324048,2.084324048,2.481929712,17.469063435,0.0,2.373261425,0.0,5.40955563,0.0,36.57975164,2.373261425,9.737704185,0.0,0.0,2.373261425,26.972440955999996,6.014865908999999,24.593724303000002,2.084324048,1.24099042,7.119700307,0.0,0.0,0.0,18.601343297,1.24099042,0.0,0.0,16.74576192,15.93557709,2.373261425,90.23352992,3.325314468,7.44578458,0.0,0.0,0.0,1.448612149,0.0,1.24099042,8.734801495,1.24099042,13.062961939,1.24099042,0.0,5.586880196,0.0,18.233292813,0.0,0.0,2.084324048,3.722913592,9.809302875999999,2.481929712,3.325314468,0.0,0.0,146.87096531,0.0,0.0,0.0,1.448612149,9.092344642,9.530108628,0.0,0.0,156.26488537699998,1.448612149,1.24099042,1.24099042,0.0,0.0,35.305899568,2.373261425,0.0,19.458166998,0.0,0.0,0.0,8.469368458,3.325314468,0.0,0.0,4.16856521,1.24099042,4.773926617,0.0,0.0,62.758524721,0.008201873,0.047551806,0.062994207,0.10365322400000002,0.0,0.028502913999999997,2.959601994,0.0,0.000573232,0.0,0.01222929,0.0,1.220977611,0.09981530500000001,0.030520644,0.0502191,0.32178339899999997,0.058240793,0.0206022,0.013707828,2.0,2.0,"[[0, 4], [3, 4]]"
65x65,14.950887729,13.596116849,1.354778164,3.3397424210000004,1.781762191,5.285540857,2.685971943,1.331201063,0.653826704,0.0,4.404938907,5.082342712,0.653826704,0.677374359,0.0,7.404028437,11.287620933,1.331201063,2.008604868,1.9849715410000002,5.332725239,6.4527216570000006,0.0,1.961419965,0.653826704,0.0,4.365696164,5.978577298,0.677374359,0.0,0.0,1.354778164,16.600728789,2.709539501,0.0,0.0,2.032145239,1.331201063,0.0,0.677374359,57.410762679,1.291975653,2.623176716,1.331201063,0.0,19.64429232,0.0,3.1129632540000003,3.292638221,1.354778164,0.0,2.45913655,0.0,5.419038788,0.677374359,79.15535712900001,4.001515154,9.99564528,0.0,0.677374359,1.331201063,23.617423526999996,5.837378458,2.709539501,0.677374359,2.435588895,4.06430671,0.653826704,0.0,2.646753817,11.7508111,9.13871948,0.653826704,0.0,13.676336167,0.653826704,0.0,66.19152148,2.008604868,4.404938907,0.0,4.576606492,1.781762191,0.677374359,0.653826704,0.0,3.089359373,4.918193525,16.933866950000002,1.9849715410000002,1.354778164,6.429171292,0.0,6.856053582,8.257935425,7.126995139,0.653826704,12.444701899,3.073737844,0.677374359,1.354778164,1.354778164,3.089359373,69.166597694,0.0,0.0,0.0,0.653826704,12.548283426000001,12.110194588,1.307597182,3.7903670590000003,140.428708823,1.354778164,4.608173782,0.0,0.0,1.781762191,21.67775192,0.653826704,0.0,12.537123401,0.0,1.354778164,0.0,5.035157809,3.2377606770000003,3.292638221,2.599572835,1.781762191,1.9849715410000002,3.875958493,2.615263862,0.677374359,98.664906013,0.11915246700000001,0.126984205,0.034469181,0.062135684999999996,0.0,0.095933205,3.753068271,0.175066305,0.0,0.0,0.056702946,0.0,1.602227599,0.0,0.19269982400000002,0.004172908,0.115544476,0.29988378,0.007626545,0.014299006,2.0,2.0,"[[1, 2], [0, 1]]"
66x66,14.950887729,13.596116849,9.560121686,7.502379426,1.781762191,6.059201680999999,2.032145239,3.412455148,0.0,8.205343522,3.751112203,7.163596797,0.0,0.677374359,0.0,6.096431255,6.711014441,6.147608546,1.354778164,0.677374359,4.678898535,4.491301692,0.0,0.0,0.0,0.0,4.365696164,2.709539501,0.677374359,0.0,0.0,1.354778164,9.408727726,8.179773688000001,0.0,0.0,2.032145239,0.677374359,0.0,0.677374359,56.409468199,4.027056442,4.704430801,0.677374359,0.0,19.64429232,0.0,2.45913655,6.147608546,12.294659204,0.0,5.194217339,0.0,8.154119577,0.677374359,87.91130234900001,4.001515154,8.154119577,0.0,0.677374359,0.677374359,27.899878541999996,3.875958493,10.914883023,0.677374359,4.51684298,4.06430671,2.735080789,0.0,5.381834606,16.687116825,6.523455618000001,0.0,0.0,26.044478675,0.0,0.0,80.94735993,1.354778164,3.751112203,0.0,0.0,4.51684298,0.677374359,0.0,2.735080789,1.781762191,7.653274314000001,9.862075928,0.677374359,1.354778164,3.8139074300000004,0.0,17.916529410000003,6.950338243,7.126995139,0.0,0.677374359,3.073737844,0.677374359,1.354778164,1.354778164,1.781762191,68.51277099,2.735080789,0.0,0.0,0.0,5.356282363,7.653274314000001,0.0,3.136540355,183.02316451299998,1.354778164,2.646753817,0.0,0.0,1.781762191,21.67775192,0.0,2.735080789,13.55046586,0.0,1.354778164,0.0,14.013618884,2.583933973,0.677374359,1.291975653,1.781762191,0.677374359,6.611039282,0.0,0.677374359,87.44487674300001,0.10452433400000001,0.100229368,0.034469181,0.07932012199999999,0.0,0.0913881,3.547951632,0.330065764,0.091746982,0.0,0.059252891,0.0,2.29833657,0.0,0.109059893,0.004172908,0.115544476,0.29988378,0.007626545,0.0,2.0,2.0,"[[1, 2], [0, 2]]"
67x67,14.950887729,15.680440897,1.354778164,2.032145239,1.781762191,3.324120892,2.032145239,4.845939569,0.0,0.0,5.835436251,4.428516008,0.0,0.677374359,2.084324048,6.096431255,8.795338488999999,0.677374359,1.354778164,2.761698407,6.763222583,4.491301692,0.0,0.0,0.0,0.0,4.365696164,2.709539501,0.677374359,0.0,0.0,1.354778164,9.408727726,4.793863549,0.0,0.0,2.032145239,0.677374359,0.0,0.677374359,44.948042429,1.291975653,1.969350012,2.761698407,0.0,19.64429232,2.084324048,4.543460598,0.677374359,13.859946444,0.0,2.45913655,0.0,9.587603997999999,0.677374359,75.279470579,4.001515154,7.503362836,0.0,0.677374359,0.677374359,21.778859067999996,5.960282541,2.709539501,2.761698407,1.781762191,4.06430671,0.0,0.0,2.646753817,20.986941583,6.523455618000001,0.0,0.0,12.368738985,0.0,0.0,65.58338146,3.439102212,3.751112203,0.0,0.0,1.781762191,0.677374359,0.0,0.0,8.034633974,4.918193525,11.295560348999999,0.677374359,1.354778164,3.8139074300000004,0.0,8.40935493,6.950338243,7.126995139,2.084324048,0.677374359,3.073737844,0.677374359,3.439102212,1.354778164,1.781762191,68.51277099,0.0,0.0,0.0,0.0,5.356282363,7.002517573,0.0,3.136540355,189.806513843,1.354778164,2.646753817,0.0,0.0,1.781762191,23.762075967999998,0.0,0.0,7.429446386,0.0,1.354778164,0.0,3.073737844,4.668258021,0.677374359,1.291975653,5.950327401,0.677374359,5.960282541,0.0,0.677374359,85.105385193,0.10452433400000001,0.090031378,0.034469181,0.06777185799999999,0.0,0.062355816,3.067362497,0.146045869,0.0,0.0,0.041429798,0.0,1.705773971,0.093054962,0.128133608,0.008238073,0.115544476,0.29988378,0.007626545,0.0,2.0,2.0,"[[1, 2], [0, 3]]"
68x68,14.950887729,13.596116849,2.595768584,3.2731356590000003,1.781762191,3.324120892,3.2731356590000003,4.400287951,2.481929712,0.0,4.992102623,4.428516008,0.0,0.677374359,1.24099042,8.578360967,11.674909596,0.677374359,1.354778164,0.677374359,8.401812127,4.491301692,0.0,0.0,0.0,2.481929712,4.365696164,5.1914692129999995,0.677374359,0.0,0.0,2.595768584,14.372622881000002,3.950529921,0.0,0.0,2.032145239,6.882142347,1.24099042,0.677374359,65.552952029,2.532966073,4.451279724,1.918364779,0.0,19.64429232,0.0,2.45913655,3.1593040709999998,6.318673319,0.0,2.45913655,0.0,6.660029208,0.677374359,66.003927439,4.001515154,11.623806776,0.0,0.677374359,0.677374359,22.176464731999996,6.357888205,16.361643751000003,0.677374359,3.022752611,4.06430671,0.0,0.0,2.646753817,12.204686895,7.764446038000001,0.0,0.0,18.573506973,0.0,0.0,83.6123063,2.595768584,11.196896783,0.0,0.0,1.781762191,0.677374359,0.0,1.24099042,4.263691903,6.1591839450000005,14.572779719,1.918364779,1.354778164,5.054897850000001,0.0,15.40825176,6.950338243,7.126995139,0.0,4.400287951,4.314728264,3.1593040709999998,2.595768584,1.354778164,1.781762191,68.51277099,0.0,0.0,0.0,0.0,5.356282363,12.363978105000001,0.0,3.136540355,172.207055473,1.354778164,3.8877442369999997,1.24099042,0.0,1.781762191,21.67775192,0.0,0.0,22.718965288,0.0,1.354778164,0.0,6.796651435999999,3.824924393,0.677374359,1.291975653,1.781762191,1.918364779,5.116948913,0.0,0.677374359,91.117613573,0.10452433400000001,0.11755070599999999,0.056617456,0.071204568,0.0,0.086471459,4.280483314,0.146045869,0.000573232,0.0,0.053659087999999994,0.0,1.099657656,0.0,0.120506822,0.022386289,0.115544476,0.340975518,0.028228745,0.013707828,2.0,2.0,"[[1, 2], [0, 4]]"
69x69,14.950887729,13.596116849,9.560121686,8.809976608,0.0,8.020621646,2.685971943,4.0662818519999995,0.653826704,8.205343522,2.623176716,6.03566131,0.653826704,0.677374359,0.0,7.404028437,11.287620933,6.80143525,2.008604868,1.9849715410000002,5.332725239,4.670959466,0.0,1.961419965,0.653826704,0.0,2.583933973,5.978577298,0.677374359,0.0,0.0,1.354778164,13.037313428000001,8.179773688000001,0.0,0.0,2.032145239,1.331201063,0.0,0.677374359,45.443303079,4.027056442,5.358257505,1.331201063,0.0,19.64429232,0.0,1.331201063,8.762872408,12.294659204,0.0,3.412455148,0.0,8.154119577,0.677374359,63.040387459,4.001515154,12.730726069,0.0,0.677374359,1.331201063,30.041004857999997,5.837378458,10.914883023,0.677374359,3.388907493,4.06430671,3.388907493,0.0,5.381834606,12.829159483,7.356957289,0.653826704,0.0,25.570313666,0.653826704,0.0,70.63337062,2.008604868,2.623176716,0.0,4.576606492,2.735080789,0.677374359,0.653826704,2.735080789,1.307597182,4.089858953,12.5419526,1.9849715410000002,1.354778164,4.647409101,0.0,16.968377911,4.694520064,0.0,0.653826704,12.444701899,1.291975653,0.677374359,1.354778164,1.354778164,1.307597182,69.166597694,2.735080789,0.0,0.0,0.653826704,12.548283426000001,11.281860016,1.307597182,2.008604868,117.231729773,1.354778164,4.608173782,0.0,0.0,0.0,21.67775192,0.653826704,2.735080789,15.397344584999999,0.0,1.354778164,0.0,14.193276657999998,3.2377606770000003,3.292638221,2.599572835,0.0,1.9849715410000002,6.611039282,2.615263862,0.677374359,67.218133163,0.11915246700000001,0.047150817,0.013472806,0.06254464900000001,0.0,0.062609673,2.9014616650000002,0.213040331,0.091746982,0.0,0.033096241,0.0,2.240675547,0.0,0.083639931,0.0,0.10247577,0.29988378,0.0,0.014299006,2.0,2.0,"[[1, 2], [1, 2]]"
70x70,14.950887729,15.680440897,1.354778164,3.3397424210000004,0.0,5.285540857,2.685971943,5.499766273,0.653826704,0.0,4.707500764000001,3.300580521,0.653826704,0.677374359,2.084324048,7.404028437,13.371944980999999,1.331201063,2.008604868,4.069295589,7.417049287,4.670959466,0.0,1.961419965,0.653826704,0.0,2.583933973,5.978577298,0.677374359,0.0,0.0,1.354778164,13.037313428000001,4.793863549,0.0,0.0,2.032145239,1.331201063,0.0,0.677374359,33.981877309,1.291975653,2.623176716,3.415525111,0.0,19.64429232,2.084324048,3.415525111,3.292638221,13.859946444,0.0,0.677374359,0.0,9.587603997999999,0.677374359,50.408555689,4.001515154,12.079969328,0.0,0.677374359,1.331201063,23.919985383999997,7.921702506,2.709539501,2.761698407,0.653826704,4.06430671,0.653826704,0.0,2.646753817,17.128984240999998,7.356957289,0.653826704,0.0,11.894573976,0.653826704,0.0,55.26939215,4.092928916,2.623176716,0.0,4.576606492,0.0,0.677374359,0.653826704,0.0,7.560468965,1.354778164,13.975437021000001,1.9849715410000002,1.354778164,4.647409101,0.0,7.4612034309999995,4.694520064,0.0,2.738150752,12.444701899,1.291975653,0.677374359,3.439102212,1.354778164,1.307597182,69.166597694,0.0,0.0,0.0,0.653826704,12.548283426000001,10.631103275000001,1.307597182,2.008604868,124.015079103,1.354778164,4.608173782,0.0,0.0,0.0,23.762075967999998,0.653826704,0.0,9.276325111,0.0,1.354778164,0.0,3.253395618,5.322084725,3.292638221,2.599572835,4.16856521,1.9849715410000002,5.960282541,2.615263862,0.677374359,64.878641613,0.11915246700000001,0.036952827,0.013472806,0.050996385,0.0,0.033577389,2.42087253,0.029020436,0.0,0.0,0.015273148,0.0,1.648112948,0.093054962,0.102713646,0.004065165,0.10247577,0.29988378,0.0,0.014299006,2.0,2.0,"[[1, 2], [1, 3]]"
71x71,14.950887729,13.596116849,2.595768584,4.5807328410000006,0.0,5.285540857,3.9269623630000003,5.054114654999999,3.135756416,0.0,3.864167136,3.300580521,0.653826704,0.677374359,1.24099042,9.885958149,16.251516088,1.331201063,2.008604868,1.9849715410000002,9.055638831,4.670959466,0.0,1.961419965,0.653826704,2.481929712,2.583933973,8.46050701,0.677374359,0.0,0.0,2.595768584,18.001208583,3.950529921,0.0,0.0,2.032145239,7.535969051,1.24099042,0.677374359,54.586786909,2.532966073,5.105106428,2.572191483,0.0,19.64429232,0.0,1.331201063,5.774567933,6.318673319,0.0,0.677374359,0.0,6.660029208,0.677374359,41.133012549,4.001515154,16.200413268,0.0,0.677374359,1.331201063,24.317591047999997,8.31930817,16.361643751000003,0.677374359,1.8948171239999998,4.06430671,0.653826704,0.0,2.646753817,8.346729553,8.597947709,0.653826704,0.0,18.099341964,0.653826704,0.0,73.29831698999999,3.249595288,10.068961296,0.0,4.576606492,0.0,0.677374359,0.653826704,1.24099042,3.7895268939999998,2.595768584,17.252656391000002,3.2259619610000003,1.354778164,5.888399521,0.0,14.460100261000001,4.694520064,0.0,0.653826704,16.167615491,2.532966073,3.1593040709999998,2.595768584,1.354778164,1.307597182,69.166597694,0.0,0.0,0.0,0.653826704,12.548283426000001,15.992563807,1.307597182,2.008604868,106.415620733,1.354778164,5.849164202,1.24099042,0.0,0.0,21.67775192,0.653826704,0.0,24.565844013,0.0,1.354778164,0.0,6.97630921,4.478751097,3.292638221,2.599572835,0.0,3.2259619610000003,5.116948913,2.615263862,0.677374359,70.890869993,0.11915246700000001,0.064472155,0.035621081,0.054429095,0.0,0.057693032,3.633993347,0.029020436,0.000573232,0.0,0.027502438,0.0,1.0419966330000001,0.0,0.09508686,0.018213381,0.10247577,0.340975518,0.0206022,0.028006834,2.0,2.0,"[[1, 2], [1, 4]]"
