coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Inhibitory,Pericytes,permutationTracker
71x71,0.0,0.0,1.781249819,28.598425355,2.451852418,4.938769385,2.731470392,6.716885941,1.261778128,0.0,14.938438514000001,0.910513012,2.451852418,0.0,0.910513012,3.414147949,7.978735958,0.630872464,0.630872464,5.423194921,6.7566459430000005,3.8632071139999997,0.630872464,0.0,3.15441617,14.770501077999999,0.630872464,11.541203146,1.781249819,0.630872464,0.0,0.0,17.961243518,1.5413854759999999,0.910513012,0.0,8.210782334000001,2.17229114,0.0,0.630872464,0.890601508,2.247006554,4.8242478989999995,0.910513012,0.0,102.88213015,2.783278891,4.935665989,7.515952628,39.74740914,0.0,0.890601508,0.0,14.770501077999999,0.630872464,0.0,9.46405467,38.29447714,0.0,0.630872464,12.951339067,11.959908935000001,5.4551471540000005,14.658543946999998,6.457117455000001,2.671808307,0.0,0.630872464,1.5413854759999999,32.575635840000004,0.910513012,6.385465644,0.630872464,1.521473972,3.0430279469999997,143.11813944,0.0,19.706339,2.247006554,6.457117455000001,0.890601508,5.183390782,9.351825614,3.933586435,0.0,0.0,0.630872464,4.864007901,0.0,6.865230523,2.523546441,19.667066056,0.0,18.629333354,5.030282039,1.261778128,6.0860162120000005,3.3623428559999997,4.30479626,0.630872464,3.99324852,2.523546441,1.521473972,2.526647102,3.322635295,1.80111452,0.0,1.61613409,3.15441617,14.064744950000001,1.892677383,5.329791427,7.949902227,0.0,11.800812932,0.0,0.0,0.910513012,1.61613409,3.785309148,5.566558967,1.521473972,1.521473972,0.890601508,4.327715552,20.15097275,0.0,0.910513012,0.0,1.781249819,6.9965292240000005,0.910513012,0.0,0.0,1.80111452,0.0,0.106646816,0.024308796999999997,0.068387507,0.0,0.06652277000000001,0.0,0.0,0.0,0.0,0.246460127,0.0,0.38906444100000004,0.0,0.121200327,0.0,1.329108035,0.0,0.0,0.026605331,2.0,2.0,"[[1, 2], [1, 4]]"
72x72,0.0,0.0,1.781249819,35.445287897,0.630872464,12.928078363000001,0.0,7.8567688,1.261778128,1.139882859,13.322304424,0.0,0.630872464,0.0,0.0,4.554030808,7.978735958,0.630872464,0.630872464,16.856760502,4.935665989,1.770755323,0.630872464,0.0,3.15441617,14.770501077999999,0.630872464,11.541203146,1.781249819,0.630872464,0.0,1.139882859,17.961243518,0.630872464,0.0,1.139882859,9.308463957,1.261778128,0.0,2.9106168699999997,0.890601508,11.146828544,4.8242478989999995,0.0,0.0,153.04604457,3.9231617500000002,4.935665989,6.605439616,39.74740914,0.0,0.890601508,0.0,14.770501077999999,0.630872464,0.0,9.46405467,38.29447714,0.0,0.630872464,12.951339067,12.655159346000001,5.4551471540000005,14.658543946999998,6.457117455000001,2.671808307,2.279744406,0.630872464,0.630872464,34.19654225,2.279744406,4.56448569,0.630872464,2.661356831,3.0430279469999997,198.17286734,1.139882859,32.406733076,0.630872464,6.457117455000001,0.890601508,6.330335573,9.351825614,3.933586435,0.0,5.2579199,0.630872464,3.0430279469999997,0.0,6.865230523,3.6634293,19.667066056,0.0,18.629333354,3.414147949,1.261778128,6.0860162120000005,1.770755323,4.30479626,0.630872464,2.401660987,2.523546441,1.521473972,0.0,8.111585392,0.890601508,2.279744406,0.0,3.15441617,24.58070103,1.892677383,4.1724217889999995,1.781249819,1.139882859,11.800812932,1.139882859,0.0,0.0,0.0,3.785309148,10.12611357,1.521473972,1.521473972,0.890601508,0.890601508,20.15097275,0.0,0.0,0.0,1.781249819,6.0860162120000005,0.0,0.0,0.0,0.890601508,0.0,0.074540131,0.054447172,0.061156087,0.0,0.051190522,0.0,0.0,0.0,0.0,0.275439847,0.0,0.205284611,0.0,0.121200327,0.0,1.326757827,0.010678902,0.0,0.026605331,2.0,2.0,"[[1, 2], [2, 3]]"
73x73,0.0,0.0,1.781249819,39.997806215,2.451852418,3.322635295,2.731470392,7.8567688,1.261778128,1.139882859,13.322304424,0.910513012,2.451852418,0.0,0.910513012,4.554030808,7.978735958,0.630872464,0.630872464,9.982749523999999,6.7566459430000005,1.770755323,0.630872464,0.0,3.15441617,14.770501077999999,0.630872464,11.541203146,1.781249819,0.630872464,0.0,1.139882859,17.961243518,1.5413854759999999,0.910513012,1.139882859,6.782014449,2.17229114,0.0,2.9106168699999997,0.890601508,0.630872464,4.8242478989999995,0.910513012,0.0,86.11386882,3.9231617500000002,4.935665989,7.515952628,39.74740914,0.0,0.890601508,0.0,14.770501077999999,0.630872464,0.0,9.46405467,38.29447714,0.0,0.630872464,12.951339067,19.939157625,5.4551471540000005,14.658543946999998,6.457117455000001,2.671808307,2.279744406,0.630872464,1.5413854759999999,65.15604400000001,3.190257418,6.385465644,0.630872464,2.661356831,3.0430279469999997,312.5900613,1.139882859,40.601272938,0.630872464,6.457117455000001,0.890601508,10.882853891,9.351825614,3.933586435,0.0,0.0,0.630872464,4.864007901,0.0,6.865230523,3.6634293,19.667066056,0.0,18.629333354,3.414147949,1.261778128,6.0860162120000005,4.502225715,4.30479626,0.630872464,5.133131379,2.523546441,1.521473972,0.910513012,9.022098404000001,1.80111452,2.279744406,0.0,3.15441617,14.064744950000001,1.892677383,5.993401743,6.333768137,1.139882859,11.800812932,1.139882859,0.0,0.910513012,0.0,3.785309148,10.12611357,1.521473972,1.521473972,0.890601508,2.711581462,20.15097275,0.0,0.910513012,0.0,1.781249819,6.9965292240000005,0.910513012,0.0,0.0,1.80111452,0.0,0.10296513399999999,0.03763985400000001,0.07332338099999999,0.0,0.068476866,0.0,0.0,0.0,0.0,0.323563262,0.0,0.241945403,0.0,0.121200327,0.0,1.537498121,0.0,0.0,0.026605331,2.0,2.0,"[[1, 2], [2, 4]]"
74x74,0.0,0.0,1.781249819,28.598425355,2.451852418,13.838591375,2.731470392,6.716885941,1.261778128,0.0,13.322304424,0.910513012,2.451852418,0.0,0.910513012,3.414147949,7.978735958,0.630872464,0.630872464,15.939151000999999,6.7566459430000005,0.630872464,0.630872464,0.0,3.15441617,14.770501077999999,0.630872464,11.541203146,1.781249819,0.630872464,0.0,0.0,17.961243518,1.5413854759999999,0.910513012,0.0,8.620262756,2.17229114,0.0,0.630872464,0.890601508,11.146828544,4.8242478989999995,0.910513012,0.0,143.40693565,2.783278891,4.935665989,7.515952628,39.74740914,0.0,0.890601508,0.0,14.770501077999999,0.630872464,0.0,9.46405467,38.29447714,0.0,0.630872464,12.951339067,11.959908935000001,5.4551471540000005,14.658543946999998,6.457117455000001,2.671808307,0.0,0.630872464,1.5413854759999999,30.95950175,0.910513012,6.385465644,0.630872464,1.521473972,3.0430279469999997,145.96236384,0.0,13.241679538,0.630872464,6.457117455000001,0.890601508,5.183390782,9.351825614,3.933586435,0.0,5.2579199,0.630872464,4.864007901,0.0,6.865230523,2.523546441,19.667066056,0.0,18.629333354,3.414147949,1.261778128,6.0860162120000005,3.3623428559999997,4.30479626,0.630872464,3.99324852,2.523546441,1.521473972,0.910513012,3.322635295,1.80111452,0.0,0.0,3.15441617,24.58070103,1.892677383,3.713657337,6.333768137,0.0,11.800812932,0.0,0.0,0.910513012,0.0,3.785309148,5.566558967,1.521473972,1.521473972,0.890601508,2.711581462,20.15097275,0.0,0.910513012,0.0,1.781249819,6.9965292240000005,0.910513012,0.0,0.0,1.80111452,0.0,0.08705359700000001,0.03556604,0.06332238999999999,0.0,0.06534785400000001,0.0,0.0,0.0,0.0,0.250932204,0.0,0.343867972,0.0,0.121200327,0.0,1.305723359,0.010678902,0.0,0.026605331,2.0,2.0,"[[1, 2], [3, 4]]"
75x75,0.0,0.0,0.0,16.639983882,0.630872464,2.247006554,0.0,3.904464329,1.261778128,0.0,10.756382227,1.98696408,0.630872464,0.0,0.0,2.523546441,4.416266187,1.380920623,1.380920623,4.500345877,5.404540689,10.6137121,0.630872464,0.0,3.15441617,14.629947729,1.380920623,12.364143073000001,1.98696408,0.630872464,0.0,0.0,18.578555844,0.630872464,0.0,0.0,5.479311942000001,5.235711919,1.98696408,0.630872464,0.0,2.247006554,1.261778128,0.0,0.0,116.40416867,1.892677383,3.15441617,7.222751942,39.74740914,0.0,0.0,0.0,15.866863649999999,0.630872464,0.0,9.46405467,15.889916959,0.750048159,0.630872464,3.15441617,14.772273228,6.616659333,15.960669431,3.785309148,0.0,3.750288648,0.630872464,1.380920623,3.866258609,0.0,4.142801902,0.630872464,0.630872464,1.261778128,42.931094959999996,0.0,15.748887737,14.918169953,3.785309148,0.0,0.630872464,10.307588034,2.011826287,0.750048159,0.0,2.8809969829999997,2.011826287,0.0,0.630872464,2.523546441,8.295830085999999,0.0,16.780287343,4.139680531,1.261778128,6.497480232,4.381161112,2.523546441,0.630872464,1.261778128,2.523546441,0.630872464,1.61613409,1.380920623,0.0,0.750048159,13.537249330000002,3.15441617,6.939807991,1.892677383,5.008926555,3.116249172,0.0,11.733186034000001,0.0,0.0,0.0,4.616318381,6.522321387,3.785309148,0.630872464,0.630872464,0.0,1.61613409,11.45101875,0.0,0.750048159,0.0,0.0,6.497480232,0.750048159,0.0,0.0,0.0,0.036401422,0.085103211,0.045380802,0.056894529000000006,0.0,0.057641339,0.0,0.0,0.0,0.0,0.14555887200000003,0.0,0.408751518,0.0,0.0727907,0.0,1.154314156,0.01458795,0.016644932,0.018325221,2.0,2.0,"[[1, 3], [0, 1]]"
76x76,0.0,0.0,0.0,28.039364742,0.630872464,0.630872464,0.0,5.044347188,1.261778128,1.139882859,9.140248137,1.98696408,0.630872464,0.0,0.0,3.6634293,4.416266187,1.380920623,1.380920623,9.05990048,5.404540689,8.521260309,0.630872464,0.0,3.15441617,14.629947729,1.380920623,12.364143073000001,1.98696408,0.630872464,0.0,1.139882859,18.578555844,0.630872464,0.0,1.139882859,4.050544057,5.235711919,1.98696408,2.9106168699999997,0.0,0.630872464,1.261778128,0.0,0.0,99.63590734,3.032560242,3.15441617,7.222751942,39.74740914,0.0,0.0,0.0,15.866863649999999,0.630872464,0.0,9.46405467,15.889916959,0.750048159,0.630872464,3.15441617,22.751521918,6.616659333,15.960669431,3.785309148,0.0,6.0300330540000004,0.630872464,1.380920623,36.446666769000004,2.279744406,4.142801902,0.630872464,1.770755323,1.261778128,212.40301682,1.139882859,36.643821675,13.302035863,3.785309148,0.0,6.330335573,10.307588034,2.011826287,0.750048159,0.0,2.8809969829999997,2.011826287,0.0,0.630872464,3.6634293,8.295830085999999,0.0,16.780287343,2.523546441,1.261778128,6.497480232,5.521043971,2.523546441,0.630872464,2.401660987,2.523546441,0.630872464,0.0,7.080383732,0.0,3.0297925649999997,11.92111524,3.15441617,6.939807991,1.892677383,5.672536871,1.500115082,1.139882859,11.733186034000001,1.139882859,0.0,0.0,3.000184291,6.522321387,8.344863751,0.630872464,0.630872464,0.0,0.0,11.45101875,0.0,0.750048159,0.0,0.0,6.497480232,0.750048159,0.0,0.0,0.0,0.036401422,0.08142152899999999,0.058711859000000005,0.061830403000000006,0.0,0.059595435,0.0,0.0,0.0,0.0,0.22266200700000002,0.0,0.26163248,0.0,0.0727907,0.0,1.362704242,0.01458795,0.016644932,0.018325221,2.0,2.0,"[[1, 3], [0, 2]]"
77x77,0.0,0.0,0.0,16.639983882,0.630872464,11.146828544,0.0,3.904464329,1.261778128,0.0,9.140248137,1.98696408,0.630872464,0.0,0.0,2.523546441,4.416266187,1.380920623,1.380920623,15.016301957,5.404540689,7.3813774500000005,0.630872464,0.0,3.15441617,14.629947729,1.380920623,12.364143073000001,1.98696408,0.630872464,0.0,0.0,18.578555844,0.630872464,0.0,0.0,5.888792364,5.235711919,1.98696408,0.630872464,0.0,11.146828544,1.261778128,0.0,0.0,156.92897417,1.892677383,3.15441617,7.222751942,39.74740914,0.0,0.0,0.0,15.866863649999999,0.630872464,0.0,9.46405467,15.889916959,0.750048159,0.630872464,3.15441617,14.772273228,6.616659333,15.960669431,3.785309148,0.0,3.750288648,0.630872464,1.380920623,2.250124519,0.0,4.142801902,0.630872464,0.630872464,1.261778128,45.77531936,0.0,9.284228275,13.302035863,3.785309148,0.0,0.630872464,10.307588034,2.011826287,0.750048159,5.2579199,2.8809969829999997,2.011826287,0.0,0.630872464,2.523546441,8.295830085999999,0.0,16.780287343,2.523546441,1.261778128,6.497480232,4.381161112,2.523546441,0.630872464,1.261778128,2.523546441,0.630872464,0.0,1.380920623,0.0,0.750048159,11.92111524,3.15441617,17.455764071,1.892677383,3.3927924650000003,1.500115082,0.0,11.733186034000001,0.0,0.0,0.0,3.000184291,6.522321387,3.785309148,0.630872464,0.630872464,0.0,0.0,11.45101875,0.0,0.750048159,0.0,0.0,6.497480232,0.750048159,0.0,0.0,0.0,0.036401422,0.065509992,0.056638045,0.051829412000000005,0.0,0.056466423,0.0,0.0,0.0,0.0,0.15003094900000002,0.0,0.363555049,0.0,0.0727907,0.0,1.13092948,0.025266852,0.016644932,0.018325221,2.0,2.0,"[[1, 3], [0, 3]]"
78x78,0.0,0.0,0.0,21.1925022,2.451852418,1.5413854759999999,2.731470392,3.904464329,1.261778128,0.0,9.140248137,2.897477092,2.451852418,0.0,0.910513012,2.523546441,4.416266187,1.380920623,1.380920623,8.142290979,7.225520643,7.3813774500000005,0.630872464,0.0,3.15441617,14.629947729,1.380920623,12.364143073000001,1.98696408,0.630872464,0.0,0.0,18.578555844,1.5413854759999999,0.910513012,0.0,3.3623428559999997,6.146224931,1.98696408,0.630872464,0.0,0.630872464,1.261778128,0.910513012,0.0,89.99679842,1.892677383,3.15441617,8.133264954000001,39.74740914,0.0,0.0,0.0,15.866863649999999,0.630872464,0.0,9.46405467,15.889916959,0.750048159,0.630872464,3.15441617,22.056271506999998,6.616659333,15.960669431,3.785309148,0.0,3.750288648,0.630872464,2.2914336349999997,33.209626269,0.910513012,5.963781856000001,0.630872464,0.630872464,1.261778128,160.19251332,0.0,17.478768137,13.302035863,3.785309148,0.0,5.183390782,10.307588034,2.011826287,0.750048159,0.0,2.8809969829999997,3.832806241,0.0,0.630872464,2.523546441,8.295830085999999,0.0,16.780287343,2.523546441,1.261778128,6.497480232,7.112631503999999,2.523546441,0.630872464,3.99324852,2.523546441,0.630872464,0.910513012,2.2914336349999997,0.910513012,0.750048159,11.92111524,3.15441617,6.939807991,1.892677383,5.2137724190000005,6.0526333999999995,0.0,11.733186034000001,0.0,0.0,0.910513012,3.000184291,6.522321387,3.785309148,0.630872464,0.630872464,0.0,1.820979954,11.45101875,0.0,1.660561171,0.0,0.0,7.407993244,1.660561171,0.0,0.0,0.910513012,0.036401422,0.093934995,0.039830727,0.063996706,0.0,0.073752767,0.0,0.0,0.0,0.0,0.19815436400000003,0.0,0.400215841,0.0,0.0727907,0.0,1.341669774,0.01458795,0.016644932,0.018325221,2.0,2.0,"[[1, 3], [0, 4]]"
79x79,0.0,0.0,0.0,26.539249660000003,0.630872464,2.247006554,0.0,4.294299029,1.261778128,1.139882859,10.006334068000001,1.98696408,0.630872464,0.0,0.0,3.6634293,4.416266187,0.630872464,0.630872464,4.559554603,3.15441617,5.003089973,0.630872464,0.0,3.15441617,13.87989957,0.630872464,12.364143073000001,1.98696408,0.630872464,0.0,1.139882859,18.578555844,0.630872464,0.0,1.139882859,8.898983535000001,5.235711919,1.98696408,2.9106168699999997,0.0,2.247006554,1.261778128,0.0,0.0,112.52123907000001,3.032560242,3.15441617,7.222751942,39.74740914,0.0,0.0,0.0,15.866863649999999,0.630872464,0.0,9.46405467,15.1398688,0.0,0.630872464,3.15441617,13.751521918,5.866611174,15.960669431,3.785309148,0.0,2.279744406,0.630872464,0.630872464,35.81267634,2.279744406,1.892677383,0.630872464,1.770755323,1.261778128,195.32864294,1.139882859,40.858356618,14.168121794000001,3.785309148,0.0,6.330335573,9.557539875,1.261778128,0.0,0.0,0.630872464,1.261778128,0.0,0.630872464,3.6634293,8.295830085999999,0.0,16.780287343,4.139680531,1.261778128,6.497480232,1.770755323,2.523546441,0.630872464,2.401660987,2.523546441,0.630872464,1.61613409,6.330335573,0.0,2.279744406,13.537249330000002,3.15441617,6.939807991,1.892677383,5.7885558790000005,1.61613409,1.139882859,11.733186034000001,1.139882859,0.0,0.0,1.61613409,5.7722732279999995,8.344863751,0.630872464,0.630872464,0.0,1.61613409,11.45101875,0.0,0.0,0.0,0.0,6.497480232,0.0,0.0,0.0,0.0,0.036401422,0.08132074,0.065838928,0.043773575,0.0,0.052365438,0.0,0.0,0.0,0.0,0.179433645,0.0,0.25048108,0.0,0.0727907,0.0,1.370476723,0.01458795,0.016644932,0.018325221,2.0,2.0,"[[1, 3], [1, 2]]"
80x80,0.0,0.0,0.0,15.1398688,0.630872464,12.762962634,0.0,3.15441617,1.261778128,0.0,10.006334068000001,1.98696408,0.630872464,0.0,0.0,2.523546441,4.416266187,0.630872464,0.630872464,10.51595608,3.15441617,3.8632071139999997,0.630872464,0.0,3.15441617,13.87989957,0.630872464,12.364143073000001,1.98696408,0.630872464,0.0,0.0,18.578555844,0.630872464,0.0,0.0,10.737231842,5.235711919,1.98696408,0.630872464,0.0,12.762962634,1.261778128,0.0,0.0,169.81430590000002,1.892677383,3.15441617,7.222751942,39.74740914,0.0,0.0,0.0,15.866863649999999,0.630872464,0.0,9.46405467,15.1398688,0.0,0.630872464,3.15441617,5.7722732279999995,5.866611174,15.960669431,3.785309148,0.0,0.0,0.630872464,0.630872464,1.61613409,0.0,1.892677383,0.630872464,0.630872464,1.261778128,28.70094548,0.0,13.498763218,14.168121794000001,3.785309148,0.0,0.630872464,9.557539875,1.261778128,0.0,5.2579199,0.630872464,1.261778128,0.0,0.630872464,2.523546441,8.295830085999999,0.0,16.780287343,4.139680531,1.261778128,6.497480232,0.630872464,2.523546441,0.630872464,1.261778128,2.523546441,0.630872464,1.61613409,0.630872464,0.0,0.0,13.537249330000002,3.15441617,17.455764071,1.892677383,3.508811473,1.61613409,0.0,11.733186034000001,0.0,0.0,0.0,1.61613409,5.7722732279999995,3.785309148,0.630872464,0.630872464,0.0,1.61613409,11.45101875,0.0,0.0,0.0,0.0,6.497480232,0.0,0.0,0.0,0.0,0.036401422,0.065409203,0.063765114,0.033772584,0.0,0.049236426,0.0,0.0,0.0,0.0,0.106802587,0.0,0.352403649,0.0,0.0727907,0.0,1.138701961,0.025266852,0.016644932,0.018325221,2.0,2.0,"[[1, 3], [1, 3]]"
81x81,0.0,0.0,0.0,19.692387118,2.451852418,3.157519566,2.731470392,3.15441617,1.261778128,0.0,10.006334068000001,2.897477092,2.451852418,0.0,0.910513012,2.523546441,4.416266187,0.630872464,0.630872464,3.641945102,4.975396124,3.8632071139999997,0.630872464,0.0,3.15441617,13.87989957,0.630872464,12.364143073000001,1.98696408,0.630872464,0.0,0.0,18.578555844,1.5413854759999999,0.910513012,0.0,8.210782334000001,6.146224931,1.98696408,0.630872464,0.0,2.247006554,1.261778128,0.910513012,0.0,102.88213015,1.892677383,3.15441617,8.133264954000001,39.74740914,0.0,0.0,0.0,15.866863649999999,0.630872464,0.0,9.46405467,15.1398688,0.0,0.630872464,3.15441617,13.056271507,5.866611174,15.960669431,3.785309148,0.0,0.0,0.630872464,1.5413854759999999,32.575635840000004,0.910513012,3.713657337,0.630872464,0.630872464,1.261778128,143.11813944,0.0,21.69330308,14.168121794000001,3.785309148,0.0,5.183390782,9.557539875,1.261778128,0.0,0.0,0.630872464,3.082758082,0.0,0.630872464,2.523546441,8.295830085999999,0.0,16.780287343,4.139680531,1.261778128,6.497480232,3.3623428559999997,2.523546441,0.630872464,3.99324852,2.523546441,0.630872464,2.526647102,1.5413854759999999,0.910513012,0.0,13.537249330000002,3.15441617,6.939807991,1.892677383,5.329791427,6.168652408,0.0,11.733186034000001,0.0,0.0,0.910513012,1.61613409,5.7722732279999995,3.785309148,0.630872464,0.630872464,0.0,3.4371140440000003,11.45101875,0.0,0.910513012,0.0,0.0,7.407993244,0.910513012,0.0,0.0,0.910513012,0.036401422,0.093834206,0.046957796,0.045939878,0.0,0.06652277000000001,0.0,0.0,0.0,0.0,0.154926002,0.0,0.38906444100000004,0.0,0.0727907,0.0,1.349442255,0.01458795,0.016644932,0.018325221,2.0,2.0,"[[1, 3], [1, 4]]"
82x82,0.0,0.0,0.0,26.539249660000003,0.630872464,11.146828544,0.0,4.294299029,1.261778128,1.139882859,8.390199978,1.98696408,0.630872464,0.0,0.0,3.6634293,4.416266187,0.630872464,0.630872464,15.075510683000001,3.15441617,1.770755323,0.630872464,0.0,3.15441617,13.87989957,0.630872464,12.364143073000001,1.98696408,0.630872464,0.0,1.139882859,18.578555844,0.630872464,0.0,1.139882859,9.308463957,5.235711919,1.98696408,2.9106168699999997,0.0,11.146828544,1.261778128,0.0,0.0,153.04604457,3.032560242,3.15441617,7.222751942,39.74740914,0.0,0.0,0.0,15.866863649999999,0.630872464,0.0,9.46405467,15.1398688,0.0,0.630872464,3.15441617,13.751521918,5.866611174,15.960669431,3.785309148,0.0,2.279744406,0.630872464,0.630872464,34.19654225,2.279744406,1.892677383,0.630872464,1.770755323,1.261778128,198.17286734,1.139882859,34.393697156,12.551987704,3.785309148,0.0,6.330335573,9.557539875,1.261778128,0.0,5.2579199,0.630872464,1.261778128,0.0,0.630872464,3.6634293,8.295830085999999,0.0,16.780287343,2.523546441,1.261778128,6.497480232,1.770755323,2.523546441,0.630872464,2.401660987,2.523546441,0.630872464,0.0,6.330335573,0.0,2.279744406,11.92111524,3.15441617,17.455764071,1.892677383,4.1724217889999995,0.0,1.139882859,11.733186034000001,1.139882859,0.0,0.0,0.0,5.7722732279999995,8.344863751,0.630872464,0.630872464,0.0,0.0,11.45101875,0.0,0.0,0.0,0.0,6.497480232,0.0,0.0,0.0,0.0,0.036401422,0.061727521,0.077096171,0.038708458,0.0,0.051190522,0.0,0.0,0.0,0.0,0.183905722,0.0,0.205284611,0.0,0.0727907,0.0,1.347092047,0.025266852,0.016644932,0.018325221,2.0,2.0,"[[1, 3], [2, 3]]"
83x83,0.0,0.0,0.0,31.091767978000004,2.451852418,1.5413854759999999,2.731470392,4.294299029,1.261778128,1.139882859,8.390199978,2.897477092,2.451852418,0.0,0.910513012,3.6634293,4.416266187,0.630872464,0.630872464,8.201499705,4.975396124,1.770755323,0.630872464,0.0,3.15441617,13.87989957,0.630872464,12.364143073000001,1.98696408,0.630872464,0.0,1.139882859,18.578555844,1.5413854759999999,0.910513012,1.139882859,6.782014449,6.146224931,1.98696408,2.9106168699999997,0.0,0.630872464,1.261778128,0.910513012,0.0,86.11386882,3.032560242,3.15441617,8.133264954000001,39.74740914,0.0,0.0,0.0,15.866863649999999,0.630872464,0.0,9.46405467,15.1398688,0.0,0.630872464,3.15441617,21.035520197,5.866611174,15.960669431,3.785309148,0.0,2.279744406,0.630872464,1.5413854759999999,65.15604400000001,3.190257418,3.713657337,0.630872464,1.770755323,1.261778128,312.5900613,1.139882859,42.588237018,12.551987704,3.785309148,0.0,10.882853891,9.557539875,1.261778128,0.0,0.0,0.630872464,3.082758082,0.0,0.630872464,3.6634293,8.295830085999999,0.0,16.780287343,2.523546441,1.261778128,6.497480232,4.502225715,2.523546441,0.630872464,5.133131379,2.523546441,0.630872464,0.910513012,7.240848585,0.910513012,2.279744406,11.92111524,3.15441617,6.939807991,1.892677383,5.993401743,4.552518318,1.139882859,11.733186034000001,1.139882859,0.0,0.910513012,0.0,5.7722732279999995,8.344863751,0.630872464,0.630872464,0.0,1.820979954,11.45101875,0.0,0.910513012,0.0,0.0,7.407993244,0.910513012,0.0,0.0,0.910513012,0.036401422,0.090152524,0.06028885300000001,0.050875752,0.0,0.068476866,0.0,0.0,0.0,0.0,0.232029137,0.0,0.241945403,0.0,0.0727907,0.0,1.5578323410000001,0.01458795,0.016644932,0.018325221,2.0,2.0,"[[1, 3], [2, 4]]"
84x84,0.0,0.0,0.0,19.692387118,2.451852418,12.057341556,2.731470392,3.15441617,1.261778128,0.0,8.390199978,2.897477092,2.451852418,0.0,0.910513012,2.523546441,4.416266187,0.630872464,0.630872464,14.157901182,4.975396124,0.630872464,0.630872464,0.0,3.15441617,13.87989957,0.630872464,12.364143073000001,1.98696408,0.630872464,0.0,0.0,18.578555844,1.5413854759999999,0.910513012,0.0,8.620262756,6.146224931,1.98696408,0.630872464,0.0,11.146828544,1.261778128,0.910513012,0.0,143.40693565,1.892677383,3.15441617,8.133264954000001,39.74740914,0.0,0.0,0.0,15.866863649999999,0.630872464,0.0,9.46405467,15.1398688,0.0,0.630872464,3.15441617,13.056271507,5.866611174,15.960669431,3.785309148,0.0,0.0,0.630872464,1.5413854759999999,30.95950175,0.910513012,3.713657337,0.630872464,0.630872464,1.261778128,145.96236384,0.0,15.228643618,12.551987704,3.785309148,0.0,5.183390782,9.557539875,1.261778128,0.0,5.2579199,0.630872464,3.082758082,0.0,0.630872464,2.523546441,8.295830085999999,0.0,16.780287343,2.523546441,1.261778128,6.497480232,3.3623428559999997,2.523546441,0.630872464,3.99324852,2.523546441,0.630872464,0.910513012,1.5413854759999999,0.910513012,0.0,11.92111524,3.15441617,17.455764071,1.892677383,3.713657337,4.552518318,0.0,11.733186034000001,0.0,0.0,0.910513012,0.0,5.7722732279999995,3.785309148,0.630872464,0.630872464,0.0,1.820979954,11.45101875,0.0,0.910513012,0.0,0.0,7.407993244,0.910513012,0.0,0.0,0.910513012,0.036401422,0.07424098700000001,0.058215039,0.040874761,0.0,0.06534785400000001,0.0,0.0,0.0,0.0,0.159398079,0.0,0.343867972,0.0,0.0727907,0.0,1.326057579,0.025266852,0.016644932,0.018325221,2.0,2.0,"[[1, 3], [3, 4]]"
