coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Inhibitory,Endothelial3,Inhibitory Endothelial3
59x59,14.950887729,13.596116849,13.871268637000002,6.067499145,0.0,25.506442288000002,2.032145239,8.806796226,0.53373384,0.0,3.570527579,4.664411689,1.601177567,1.68623588,0.53373384,6.630165095,14.899059304,0.677374359,1.354778164,0.677374359,8.356441474,3.718401022,0.0,0.0,2.0763352509999997,2.551391712,3.592795494,10.422437251,2.695032231,0.0,0.53373384,1.888512004,20.438008071,11.190675163,0.0,0.0,3.099618969,11.000344877,1.008861521,0.677374359,1.2111081989999999,1.291975653,6.655689301999999,1.68623588,0.53373384,20.17802616,4.035353906,18.948882116000004,3.3460557769999997,27.756940314,0.0,0.677374359,1.008861521,13.489722004999999,2.21996972,1.2111081989999999,6.019173026,20.252751079,0.0,2.278551926,3.228766071,24.200301891000002,6.544639911,4.252134862,2.695032231,0.0,5.073168231,0.0,0.0,3.180487657,2.363639685,6.2842887880000005,0.53373384,0.0,48.126357382,0.0,0.0,9.33969119,2.897373525,12.174978763999999,0.0,0.0,2.134945535,0.677374359,0.53373384,0.0,1.06747373,8.234640499000001,0.53373384,0.677374359,1.888512004,13.245685918,0.53373384,8.032269973,9.615772687,0.53373384,1.008861521,2.7537096099999996,1.825709493,3.8797028719999997,1.354778164,2.363639685,0.0,68.51277099,1.601177567,0.0,0.0,2.017657872,5.890016203,5.507381571,0.0,2.363639685,7.715714413000001,1.354778164,18.786326897000002,0.0,0.0,0.0,21.67775192,5.69520271,7.179161867,2.668681418,0.0,3.489723699,0.53373384,6.987178363,3.6514077030000003,0.677374359,2.359449383,1.601177567,3.3460557769999997,3.875958493,1.008861521,8.683334075,11.965446413,0.10452433400000001,0.04364466,0.043187047000000006,0.033677003000000004,0.0,0.0,0.0,0.0,0.014445687,0.0,0.097541625,0.0,0.111754766,0.0,0.0,0.016809277,0.633117332,0.304548149,0.0276821,0.018258397,2.0,2.0,"[[0, 4], [1, 2]]"
60x60,7.1324284780000005,8.327850248,15.146366068000003,7.342596576,1.275097431,24.214466635,2.032145239,8.806796226,0.53373384,0.0,9.929027815,3.372436036,2.876274998,1.68623588,0.53373384,6.630165095,16.157260601,1.9524717900000002,1.354778164,3.227551309,9.614642771,6.268577972,1.275097431,0.0,2.0763352509999997,2.551391712,1.008861521,10.422437251,2.695032231,0.0,0.53373384,1.888512004,17.820247015,15.01592717,0.0,0.0,3.099618969,11.000344877,1.008861521,0.677374359,1.2111081989999999,0.0,11.739018904999998,1.68623588,0.53373384,26.553331416000002,4.035353906,18.948882116000004,3.3460557769999997,29.032037745,0.0,0.677374359,1.008861521,13.489722004999999,2.21996972,1.2111081989999999,4.727197373,20.252751079,0.0,2.278551926,3.228766071,21.548732421,2.668681418,4.252134862,2.695032231,0.0,6.348265662,0.0,0.0,3.163609435,2.363639685,6.2842887880000005,0.53373384,0.0,56.982918406,14.02449903,0.0,18.265136484,2.897373525,10.883003110999999,0.0,2.55017695,2.134945535,0.677374359,0.53373384,0.0,1.06747373,8.234640499000001,0.53373384,0.677374359,1.888512004,15.795862868,0.53373384,8.032269973,9.615772687,5.634017079,1.008861521,2.7537096099999996,1.808831271,3.8797028719999997,1.354778164,2.363639685,0.0,156.14388235,5.426429574,0.0,0.0,2.017657872,7.1482175,5.507381571,0.0,2.363639685,5.13178044,1.354778164,18.769448675,0.0,0.0,0.0,21.67775192,5.69520271,7.179161867,2.668681418,0.0,4.76482113,0.53373384,5.69520271,1.06747373,0.677374359,1.06747373,1.601177567,3.3460557769999997,0.0,2.283958952,8.683334075,11.948568191000001,0.08281185,0.052017872,0.052796845,0.055034524,0.0,0.005364625,0.0,0.0,0.014445687,0.0,0.11922235,0.0,0.281297563,0.0,0.0,0.048104486,0.6491758249999999,0.258165136,0.0276821,0.018258397,2.0,2.0,"[[0, 4], [1, 3]]"
61x61,6.778600105,0.677374359,13.871268637000002,6.067499145,0.0,24.214466635,4.405406664,8.806796226,0.53373384,2.373261425,9.398252233,3.372436036,1.601177567,1.68623588,0.53373384,6.630165095,13.607083651,0.677374359,1.354778164,0.677374359,7.064465821,8.464855887999999,0.0,0.0,2.0763352509999997,2.551391712,1.008861521,10.422437251,2.695032231,0.0,0.53373384,1.888512004,17.64333149,11.190675163,0.0,0.0,3.099618969,11.000344877,1.008861521,0.677374359,3.584369624,0.0,7.736975073999999,1.68623588,0.53373384,53.39960168,4.035353906,18.948882116000004,3.3460557769999997,27.756940314,0.0,3.050635784,1.008861521,13.489722004999999,2.21996972,1.2111081989999999,7.100458798,20.252751079,0.0,2.278551926,5.602027496,33.060097311999996,2.668681418,13.745142766,2.695032231,0.0,12.192868537999999,0.0,0.0,1.888512004,4.73690111,6.2842887880000005,0.53373384,0.0,47.704874242,0.0,2.373261425,21.20440117,2.897373525,10.883003110999999,0.0,0.0,2.134945535,0.677374359,0.53373384,0.0,1.06747373,8.234640499000001,0.53373384,0.677374359,1.888512004,13.245685918,0.53373384,8.032269973,9.615772687,0.53373384,1.008861521,2.7537096099999996,7.653434147,3.8797028719999997,1.354778164,2.363639685,0.0,66.40601156,1.601177567,0.0,0.0,2.017657872,9.344495416,5.507381571,0.0,2.363639685,12.251480746999999,1.354778164,17.494351244,0.0,0.0,0.0,54.89932744,8.068464135,7.179161867,2.668681418,0.0,3.489723699,0.53373384,10.441657576,1.06747373,0.677374359,1.06747373,1.601177567,3.3460557769999997,0.0,1.008861521,8.683334075,13.046732185,0.08281185,0.063677138,0.045302567,0.039053065,0.0,0.004387271,0.011314421,0.0,0.014445687,0.0,0.097541625,0.0,0.0,0.006760343,0.0,0.044749831000000004,0.686266029,0.268780538,0.0276821,0.018258397,2.0,2.0,"[[0, 4], [1, 4]]"
62x62,18.019025729,20.569218379,13.791587904000002,5.310451337,1.275097431,23.474297049000004,0.0,8.129421867,0.53373384,0.0,10.543629109,3.3096335249999997,2.876274998,1.008861521,0.53373384,0.53373384,12.030197466,1.275097431,0.0,2.55017695,7.519695542,3.559038471,1.275097431,0.0,2.0763352509999997,2.551391712,3.592795494,7.71289775,2.017657872,0.0,0.53373384,0.53373384,22.310810662,12.306387669,0.0,0.0,1.06747373,10.322970518,1.008861521,0.0,0.53373384,1.291975653,12.353620198999998,1.008861521,0.53373384,6.909039096,4.035353906,18.271507757000002,2.668681418,27.677259581,0.0,0.0,1.008861521,8.070683217,1.542595361,0.53373384,3.3096335249999997,14.833712291000001,0.0,1.601177567,2.551391712,19.139665009999998,6.544639911,1.542595361,2.017657872,0.0,2.283958952,0.0,0.0,3.100806924,1.008861521,1.542595361,0.53373384,0.0,56.731817624,14.02449903,0.0,9.459179134,1.542595361,11.497604404999999,0.0,2.55017695,2.134945535,0.0,0.53373384,0.0,1.06747373,6.879862335,0.53373384,0.0,0.53373384,13.763717628999999,0.53373384,7.354895614,6.228849804999999,5.634017079,1.008861521,2.0763352509999997,3.100806924,3.202328513,0.0,1.008861521,0.0,139.31327303999998,5.426429574,0.0,0.0,2.017657872,4.375886443,4.152603407,0.0,1.008861521,3.6514077030000003,0.0,18.706646164000002,0.0,0.0,0.0,0.0,5.69520271,7.179161867,2.668681418,0.0,3.410042966,0.53373384,6.987178363,3.6514077030000003,0.0,2.359449383,1.601177567,2.668681418,3.875958493,2.283958952,8.005959716,13.240543844000001,0.021712484,0.052017872,0.06626965100000001,0.069112382,0.0,0.005364625,0.0,0.0,0.014445687,0.0,0.11922235,0.0,0.393052329,0.0,0.0,0.048104486,0.645973421,0.064114688,0.0276821,0.018258397,2.0,2.0,"[[0, 4], [2, 3]]"
63x63,17.665197356,12.91874249,12.516490473000001,4.035353906,0.0,23.474297049000004,2.373261425,8.129421867,0.53373384,2.373261425,10.012853526999999,3.3096335249999997,1.601177567,1.008861521,0.53373384,0.53373384,9.480020516,0.0,0.0,0.0,4.969518592,5.755316387,0.0,0.0,2.0763352509999997,2.551391712,3.592795494,7.71289775,2.017657872,0.0,0.53373384,0.53373384,22.133895137,8.481135662,0.0,0.0,1.06747373,10.322970518,1.008861521,0.0,2.906995265,1.291975653,8.351576368,1.008861521,0.53373384,33.75530936,4.035353906,18.271507757000002,2.668681418,26.402162150000002,0.0,2.373261425,1.008861521,8.070683217,1.542595361,0.53373384,5.68289495,14.833712291000001,0.0,1.601177567,4.924653137,30.651029900999998,6.544639911,11.035603265,2.017657872,0.0,8.128561827999999,0.0,0.0,1.825709493,3.382122946,1.542595361,0.53373384,0.0,47.45377346,0.0,2.373261425,12.39844382,1.542595361,11.497604404999999,0.0,0.0,2.134945535,0.0,0.53373384,0.0,1.06747373,6.879862335,0.53373384,0.0,0.53373384,11.213540679,0.53373384,7.354895614,6.228849804999999,0.53373384,1.008861521,2.0763352509999997,8.9454098,3.202328513,0.0,1.008861521,0.0,49.575402249999996,1.601177567,0.0,0.0,2.017657872,6.572164358999999,4.152603407,0.0,1.008861521,10.771108009999999,0.0,17.431548733000003,0.0,0.0,0.0,33.22157552,8.068464135,7.179161867,2.668681418,0.0,2.134945535,0.53373384,11.733633228999999,3.6514077030000003,0.0,2.359449383,1.601177567,2.668681418,3.875958493,1.008861521,8.005959716,14.338707838000001,0.021712484,0.063677138,0.058775373000000006,0.053130923000000004,0.0,0.004387271,0.011314421,0.0,0.014445687,0.0,0.097541625,0.0,0.111754766,0.006760343,0.0,0.044749831000000004,0.6830636250000001,0.07473009,0.0276821,0.018258397,2.0,2.0,"[[0, 4], [2, 4]]"
64x64,9.846738105,7.650475889,13.791587904000002,5.310451337,1.275097431,22.182321396000003,2.373261425,8.129421867,0.53373384,2.373261425,16.371353763,2.017657872,2.876274998,1.008861521,0.53373384,0.53373384,10.738221813,1.275097431,0.0,2.55017695,6.227719888999999,8.305493337,1.275097431,0.0,2.0763352509999997,2.551391712,1.008861521,7.71289775,2.017657872,0.0,0.53373384,0.53373384,19.516134081,12.306387669,0.0,0.0,1.06747373,10.322970518,1.008861521,0.0,2.906995265,0.0,13.434905971,1.008861521,0.53373384,40.130614616,4.035353906,18.271507757000002,2.668681418,27.677259581,0.0,2.373261425,1.008861521,8.070683217,1.542595361,0.53373384,4.390919297,14.833712291000001,0.0,1.601177567,4.924653137,27.999460431,2.668681418,11.035603265,2.017657872,0.0,9.403659259,0.0,0.0,1.808831271,3.382122946,1.542595361,0.53373384,0.0,56.310334484,14.02449903,2.373261425,21.323889114,1.542595361,10.205628751999999,0.0,2.55017695,2.134945535,0.0,0.53373384,0.0,1.06747373,6.879862335,0.53373384,0.0,0.53373384,13.763717628999999,0.53373384,7.354895614,6.228849804999999,5.634017079,1.008861521,2.0763352509999997,8.928531578,3.202328513,0.0,1.008861521,0.0,137.20651361,5.426429574,0.0,0.0,2.017657872,7.830365656,4.152603407,0.0,1.008861521,8.187174037,0.0,17.414670511,0.0,0.0,0.0,33.22157552,8.068464135,7.179161867,2.668681418,0.0,3.410042966,0.53373384,10.441657576,1.06747373,0.0,1.06747373,1.601177567,2.668681418,0.0,2.283958952,8.005959716,14.321829616000002,0.0,0.07205035,0.068385171,0.074488444,0.0,0.009751896,0.011314421,0.0,0.014445687,0.0,0.11922235,0.0,0.281297563,0.006760343,0.0,0.07604504000000001,0.699122118,0.028347077,0.0276821,0.018258397,2.0,2.0,"[[0, 4], [3, 4]]"
65x65,3.480757388,3.574639922,4.584640132,26.078052276,0.630872464,4.4442675220000005,2.032145239,7.3942603,1.261778128,0.0,16.896944346,1.354778164,0.630872464,0.677374359,0.0,10.959191353,13.397774746,1.308246823,1.9856506280000001,3.9072363269999997,8.322588871,3.340411965,0.630872464,0.0,3.15441617,14.770501077999999,0.630872464,14.250742647000001,2.458624178,0.630872464,0.0,1.354778164,18.638617877,3.340411965,0.0,0.0,4.111629852,1.9391524869999999,0.0,1.308246823,1.567975867,0.630872464,9.847512034,0.677374359,0.0,29.784672190000002,2.783278891,5.613040348,7.282813975,41.102187304000005,0.0,1.567975867,0.0,20.189539865999997,1.308246823,0.677374359,12.173594171,45.162128077,0.0,1.308246823,13.628713426,20.631369841999998,6.903759303,18.816695597,7.134491814,2.671808307,4.06430671,0.630872464,0.630872464,1.354778164,1.354778164,9.306179117,0.630872464,1.521473972,14.256605801,15.93557709,0.0,28.337697346,1.9856506280000001,7.134491814,0.890601508,0.630872464,9.351825614,6.059572943,0.0,0.0,0.630872464,4.3978061109999995,1.448612149,7.542604882,3.8783246050000004,26.045101070999998,0.0,22.203973276000003,6.8010708310000005,1.261778128,6.0860162120000005,1.308246823,5.7534084089999995,1.308246823,2.6165562920000003,3.8783246050000004,1.521473972,165.80833404999998,2.412122283,0.890601508,0.0,1.448612149,11.564612656000001,15.419523114000002,1.892677383,3.2474555470000004,5.8455565290000004,2.803390313,13.155591096,0.0,0.0,0.0,21.67775192,3.785309148,5.566558967,1.521473972,1.521473972,2.2453796720000003,0.890601508,20.15097275,0.0,0.677374359,0.0,1.781249819,6.763390571,1.448612149,0.0,0.677374359,5.2364912839999995,0.091013723,0.013540146,0.036728756,0.08936699000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.18621374499999999,0.0,0.25064898199999996,0.0,0.121200327,0.0,0.809235645,0.246967114,0.0,0.026605331,2.0,2.0,"[[1, 2], [0, 1]]"
66x66,14.367354639,15.816008053,3.229861968,24.045907037,0.630872464,3.704097936,0.0,6.716885941,1.261778128,0.0,17.51154564,1.291975653,0.630872464,0.0,0.0,4.862760098,9.270711611,0.630872464,0.630872464,3.229861968,6.227641642,0.630872464,0.630872464,0.0,3.15441617,14.770501077999999,3.214806437,11.541203146,1.781249819,0.630872464,0.0,0.0,23.129181524,0.630872464,0.0,0.0,2.079484613,1.261778128,0.0,0.630872464,0.890601508,1.922848117,10.462113328,0.0,0.0,10.14037987,2.783278891,4.935665989,6.605439616,39.74740914,0.0,0.890601508,0.0,14.770501077999999,0.630872464,0.0,10.756030323,39.743089289,0.0,0.630872464,12.951339067,18.222302431,10.779717796,16.107156095999997,6.457117455000001,2.671808307,0.0,0.630872464,0.630872464,1.291975653,0.0,4.56448569,0.630872464,1.521473972,14.005505019,15.93557709,0.0,19.531739996,0.630872464,7.749093108,0.890601508,0.630872464,9.351825614,5.382198584,0.0,0.0,0.630872464,3.0430279469999997,1.448612149,6.865230523,2.523546441,24.012955832,0.0,21.526598917,3.414147949,1.261778128,6.0860162120000005,0.630872464,7.045384061999999,0.630872464,1.261778128,2.523546441,1.521473972,148.97772473999999,2.412122283,0.890601508,0.0,1.448612149,8.792281599,14.064744950000001,1.892677383,1.892677383,4.365183792,1.448612149,13.092788585,0.0,0.0,0.0,0.0,3.785309148,5.566558967,1.521473972,1.521473972,0.890601508,0.890601508,21.442948403000003,2.583933973,0.0,1.291975653,1.781249819,6.0860162120000005,5.324570642,0.0,0.0,6.528466936999999,0.029914357000000003,0.013540146,0.050201562000000005,0.103444848,0.0,0.0,0.0,0.0,0.0,0.0,0.18621374499999999,0.0,0.36240374799999997,0.0,0.121200327,0.0,0.8060332410000001,0.052916666,0.0,0.026605331,2.0,2.0,"[[1, 2], [0, 2]]"
67x67,6.548895388,10.547741452,4.504959399,25.321004467999998,1.9059698950000001,2.412122283,0.0,6.716885941,1.261778128,0.0,23.870045876,0.0,1.9059698950000001,0.0,0.0,4.862760098,10.528912907999999,1.9059698950000001,0.630872464,5.780038918,7.485842939,3.181049414,1.9059698950000001,0.0,3.15441617,14.770501077999999,0.630872464,11.541203146,1.781249819,0.630872464,0.0,0.0,20.511420468,4.456124471,0.0,0.0,2.079484613,1.261778128,0.0,0.630872464,0.890601508,0.630872464,15.545442931,0.0,0.0,16.515685126,2.783278891,4.935665989,6.605439616,41.022506571,0.0,0.890601508,0.0,14.770501077999999,0.630872464,0.0,9.46405467,39.743089289,0.0,0.630872464,12.951339067,15.570732961000001,6.903759303,16.107156095999997,6.457117455000001,2.671808307,1.275097431,0.630872464,0.630872464,1.275097431,0.0,4.56448569,0.630872464,1.521473972,22.862066043,29.96007612,0.0,28.457185289999998,0.630872464,6.457117455000001,0.890601508,3.181049414,9.351825614,5.382198584,0.0,0.0,0.630872464,3.0430279469999997,1.448612149,6.865230523,2.523546441,26.563132782,0.0,21.526598917,3.414147949,6.362061367000001,6.0860162120000005,0.630872464,7.028505839999999,0.630872464,1.261778128,2.523546441,1.521473972,236.6088361,6.23737429,0.890601508,0.0,1.448612149,10.050482896,14.064744950000001,1.892677383,1.892677383,1.781249819,1.448612149,13.075910363,0.0,0.0,0.0,0.0,3.785309148,5.566558967,1.521473972,1.521473972,2.1656989390000003,0.890601508,20.15097275,0.0,0.0,0.0,1.781249819,6.0860162120000005,1.448612149,1.275097431,0.0,6.511588714999999,0.008201873,0.021913358,0.05981136,0.12480236900000001,0.0,0.005364625,0.0,0.0,0.0,0.0,0.20789447,0.0,0.5319465449999999,0.0,0.121200327,0.031295209,0.822091734,0.006533653,0.0,0.026605331,2.0,2.0,"[[1, 2], [0, 3]]"
68x68,6.195067014999999,2.897265563,3.229861968,24.045907037,0.630872464,2.412122283,2.373261425,6.716885941,1.261778128,2.373261425,23.339270294,0.0,0.630872464,0.0,0.0,4.862760098,7.978735958,0.630872464,0.630872464,3.229861968,4.935665989,5.37732733,0.630872464,0.0,3.15441617,14.770501077999999,0.630872464,11.541203146,1.781249819,0.630872464,0.0,0.0,20.334504943,0.630872464,0.0,0.0,2.079484613,1.261778128,0.0,0.630872464,3.263862933,0.630872464,11.543399099999998,0.0,0.0,43.361955390000006,2.783278891,4.935665989,6.605439616,39.74740914,0.0,3.263862933,0.0,14.770501077999999,0.630872464,0.0,11.837316094999998,39.743089289,0.0,0.630872464,15.324600491999998,27.082097851999997,6.903759303,25.600164,6.457117455000001,2.671808307,7.119700307,0.630872464,0.630872464,0.0,2.373261425,4.56448569,0.630872464,1.521473972,13.584021878999998,15.93557709,2.373261425,31.396449976,0.630872464,6.457117455000001,0.890601508,0.630872464,9.351825614,5.382198584,0.0,0.0,0.630872464,3.0430279469999997,1.448612149,6.865230523,2.523546441,24.012955832,0.0,21.526598917,3.414147949,1.261778128,6.0860162120000005,0.630872464,12.873108715999999,0.630872464,1.261778128,2.523546441,1.521473972,146.87096531,2.412122283,0.890601508,0.0,1.448612149,12.246760812,14.064744950000001,1.892677383,1.892677383,8.900950126,1.448612149,11.800812932,0.0,0.0,0.0,33.22157552,6.158570573,5.566558967,1.521473972,1.521473972,0.890601508,0.890601508,24.897427616,0.0,0.0,0.0,1.781249819,6.0860162120000005,1.448612149,0.0,0.0,7.6097527089999994,0.008201873,0.033572623999999995,0.052317082,0.10882091,0.0,0.004387271,0.011314421,0.0,0.0,0.0,0.18621374499999999,0.0,0.25064898199999996,0.006760343,0.121200327,0.027940554,0.8591819380000001,0.017149055,0.0,0.026605331,2.0,2.0,"[[1, 2], [0, 4]]"
69x69,14.950887729,13.596116849,3.136027983,26.078052276,0.630872464,5.736243175,2.032145239,7.3942603,1.261778128,0.0,15.291654436,2.646753817,0.630872464,0.677374359,0.0,9.510579203999999,14.689750399,1.308246823,1.9856506280000001,2.458624178,9.614564524,3.340411965,0.630872464,0.0,3.15441617,14.770501077999999,3.214806437,14.250742647000001,2.458624178,0.630872464,0.0,1.354778164,23.806555883,3.340411965,0.0,0.0,2.663017703,1.9391524869999999,0.0,1.308246823,1.567975867,1.922848117,6.793597910999999,0.677374359,0.0,19.64429232,2.783278891,5.613040348,7.282813975,41.102187304000005,0.0,1.567975867,0.0,20.189539865999997,1.308246823,0.677374359,13.465569824,43.713515928,0.0,1.308246823,13.628713426,22.588683484999997,9.331105647000001,17.368083448,7.134491814,2.671808307,4.06430671,0.630872464,0.630872464,2.646753817,1.354778164,9.306179117,0.630872464,1.521473972,13.630004741,0.0,0.0,13.853097026,1.9856506280000001,8.426467467,0.890601508,0.630872464,9.351825614,4.610960794,0.0,0.0,0.630872464,4.3978061109999995,0.0,7.542604882,3.8783246050000004,21.699211294999998,0.0,19.306707713,6.8010708310000005,1.261778128,6.0860162120000005,1.308246823,5.5967719129999995,1.308246823,2.6165562920000003,3.8783246050000004,1.521473972,68.51277099,2.412122283,0.890601508,0.0,0.0,8.510698533000001,15.419523114000002,1.892677383,3.2474555470000004,8.429490502,1.354778164,14.447566749,0.0,0.0,0.0,21.67775192,3.785309148,5.566558967,1.521473972,1.521473972,2.2453796720000003,0.890601508,21.442948403000003,2.583933973,0.677374359,1.291975653,1.781249819,6.763390571,3.875958493,0.0,0.677374359,2.182577161,0.10452433400000001,0.013540146,0.024943956,0.065232954,0.0,0.0,0.0,0.0,0.0,0.0,0.18621374499999999,0.0,0.175214376,0.0,0.121200327,0.0,0.639874309,0.29988378,0.0,0.026605331,2.0,2.0,"[[1, 2], [1, 2]]"
70x70,7.1324284780000005,8.327850248,4.411125414,27.353149707,1.9059698950000001,4.4442675220000005,2.032145239,7.3942603,1.261778128,0.0,21.650154672,1.354778164,1.9059698950000001,0.677374359,0.0,9.510579203999999,15.947951696,2.583344254,1.9856506280000001,5.008801128,10.872765821000002,5.890588915,1.9059698950000001,0.0,3.15441617,14.770501077999999,0.630872464,14.250742647000001,2.458624178,0.630872464,0.0,1.354778164,21.188794827000002,7.165663972,0.0,0.0,2.663017703,1.9391524869999999,0.0,1.308246823,1.567975867,0.630872464,11.876927513999998,0.677374359,0.0,26.019597576000002,2.783278891,5.613040348,7.282813975,42.377284735,0.0,1.567975867,0.0,20.189539865999997,1.308246823,0.677374359,12.173594171,43.713515928,0.0,1.308246823,13.628713426,19.937114015,5.4551471540000005,17.368083448,7.134491814,2.671808307,5.339404141,0.630872464,0.630872464,2.629875595,1.354778164,9.306179117,0.630872464,1.521473972,22.486565765,14.02449903,0.0,22.77854232,1.9856506280000001,7.134491814,0.890601508,3.181049414,9.351825614,4.610960794,0.0,0.0,0.630872464,4.3978061109999995,0.0,7.542604882,3.8783246050000004,24.249388245,0.0,19.306707713,6.8010708310000005,6.362061367000001,6.0860162120000005,1.308246823,5.579893691,1.308246823,2.6165562920000003,3.8783246050000004,1.521473972,156.14388235,6.23737429,0.890601508,0.0,0.0,9.76889983,15.419523114000002,1.892677383,3.2474555470000004,5.8455565290000004,1.354778164,14.430688527000001,0.0,0.0,0.0,21.67775192,3.785309148,5.566558967,1.521473972,1.521473972,3.520477103,0.890601508,20.15097275,0.0,0.677374359,0.0,1.781249819,6.763390571,0.0,1.275097431,0.677374359,2.1656989390000003,0.08281185,0.021913358,0.034553754,0.086590475,0.0,0.005364625,0.0,0.0,0.0,0.0,0.20789447,0.0,0.344757173,0.0,0.121200327,0.031295209,0.6559328019999999,0.253500767,0.0,0.026605331,2.0,2.0,"[[1, 2], [1, 3]]"
71x71,6.778600105,0.677374359,3.136027983,26.078052276,0.630872464,4.4442675220000005,4.405406664,7.3942603,1.261778128,2.373261425,21.11937909,1.354778164,0.630872464,0.677374359,0.0,9.510579203999999,13.397774746,1.308246823,1.9856506280000001,2.458624178,8.322588871,8.086866831,0.630872464,0.0,3.15441617,14.770501077999999,0.630872464,14.250742647000001,2.458624178,0.630872464,0.0,1.354778164,21.011879302,3.340411965,0.0,0.0,2.663017703,1.9391524869999999,0.0,1.308246823,3.941237292,0.630872464,7.874883682999999,0.677374359,0.0,52.86586784000001,2.783278891,5.613040348,7.282813975,41.102187304000005,0.0,3.941237292,0.0,20.189539865999997,1.308246823,0.677374359,14.546855596,43.713515928,0.0,1.308246823,16.001974851,31.448478906,5.4551471540000005,26.861091352000003,7.134491814,2.671808307,11.184007016999999,0.630872464,0.630872464,1.354778164,3.7280395889999998,9.306179117,0.630872464,1.521473972,13.208521601000001,0.0,2.373261425,25.717807006,1.9856506280000001,7.134491814,0.890601508,0.630872464,9.351825614,4.610960794,0.0,0.0,0.630872464,4.3978061109999995,0.0,7.542604882,3.8783246050000004,21.699211294999998,0.0,19.306707713,6.8010708310000005,1.261778128,6.0860162120000005,1.308246823,11.424496566999998,1.308246823,2.6165562920000003,3.8783246050000004,1.521473972,66.40601156,2.412122283,0.890601508,0.0,0.0,11.965177746,15.419523114000002,1.892677383,3.2474555470000004,12.965256836,1.354778164,13.155591096,0.0,0.0,0.0,54.89932744,6.158570573,5.566558967,1.521473972,1.521473972,2.2453796720000003,0.890601508,24.897427616,0.0,0.677374359,0.0,1.781249819,6.763390571,0.0,0.0,0.677374359,3.263862933,0.08281185,0.033572623999999995,0.027059476,0.070609016,0.0,0.004387271,0.011314421,0.0,0.0,0.0,0.18621374499999999,0.0,0.06345961,0.006760343,0.121200327,0.027940554,0.693023006,0.264116169,0.0,0.026605331,2.0,2.0,"[[1, 2], [1, 4]]"
