coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Pericytes,ODMature1,Pericytes ODMature1
39x39,0.0,0.0,1.457310294,14.882885738000002,0.0,2.975117771,0.0,2.881613025,0.0,1.139882859,2.207358453,4.898103444,0.0,0.0,1.983389796,4.11500063,3.44070009,1.741730166,2.207358453,9.05990048,8.605563744,7.890387845,0.0,0.0,0.0,0.750048159,0.750048159,0.0,0.0,0.0,0.0,1.139882859,4.958541933,5.829359897,0.0,1.139882859,3.419671593,0.991682007,0.0,2.279744406,27.06287699,2.914713648,2.914713648,0.0,0.0,99.63590734,1.139882859,1.983389796,0.0,16.557383686,0.0,0.0,0.0,5.424148349999999,0.0,21.169995345,0.0,6.700291335,0.750048159,0.0,0.0,18.436558983999998,3.19904046,15.220341087000001,0.0,0.0,6.0300330540000004,0.0,0.750048159,36.446666769000004,13.533251617000001,2.250124519,0.0,1.139882859,8.338887484999999,212.40301682,1.139882859,77.191540519,0.750048159,1.983389796,0.0,5.699463109,0.750048159,0.750048159,0.750048159,0.0,2.250124519,2.207358453,0.0,0.991682007,1.139882859,3.44070009,0.0,6.881551704,0.991682007,0.0,0.0,13.229058991999999,1.983389796,0.0,2.597193153,0.0,1.983389796,0.0,8.898503569,0.0,3.0297925649999997,0.0,0.0,7.3471671999999995,0.0,3.7798594879999996,61.548879012,1.139882859,5.424148349999999,1.139882859,0.0,0.0,4.457494585,0.750048159,4.559554603,2.914713648,0.991682007,0.0,0.0,9.390982226,0.0,2.207358453,0.0,0.991682007,2.448992301,0.750048159,0.0,0.0,31.894955870000004,0.0,0.08069399299999999,0.092365963,0.036807627,0.0,0.059595435,1.7431320700000001,0.0,0.031706104,0.0,0.257132771,0.010784794,0.19817287,0.010793173,0.0,0.067369409,0.9886893589999999,0.032879219,0.039622861999999995,0.0,2.0,2.0,"[[0, 2], [1, 2]]"
40x40,0.719174655,0.0,1.457310294,15.057044224000002,0.0,0.719174655,0.0,3.3283032280000002,2.157548282,2.578255069,2.207358453,2.914713648,0.0,0.0,0.0,1.139882859,7.210827334,0.750048159,2.207358453,10.49827269,7.341348602999999,8.609562500000001,0.0,0.0,5.75351704,7.941860597000001,1.469222814,0.719174655,0.0,0.0,0.0,2.578255069,1.43837221,5.829359897,0.0,1.139882859,3.419671593,0.719174655,0.0,2.279744406,26.744958250000003,2.914713648,6.510713436,1.43837221,0.0,99.63590734,1.139882859,3.595999788,0.0,28.23959944,0.0,0.719174655,0.0,5.772392672,0.719174655,16.635707593,1.43837221,11.536959039000001,0.750048159,0.0,1.43837221,20.594107265999998,2.926533108,8.725041365000001,0.0,0.719174655,6.0300330540000004,0.719174655,0.750048159,36.446666769000004,21.074762841000002,5.846124307,0.719174655,1.139882859,5.091224083999999,212.40301682,1.139882859,69.487544749,0.750048159,0.0,0.0,7.137835319,1.469222814,0.750048159,0.750048159,0.0,3.6884967289999997,2.207358453,1.43837221,0.0,1.859057514,4.334079972,2.157548282,4.353085858,0.0,0.0,0.0,9.262220935999999,0.0,0.719174655,2.597193153,0.0,0.0,1.43837221,7.906821562,0.719174655,3.0297925649999997,0.719174655,0.0,7.968049216999999,0.0,3.7798594879999996,94.136232252,1.139882859,7.930052495,2.578255069,0.0,0.0,4.457494585,2.907596441,5.997926812999999,12.263752086,0.0,0.0,0.0,4.334079972,0.0,2.207358453,0.0,1.43837221,2.895682504,4.346047947,1.43837221,0.0,38.32642564,0.00355112,0.09011746699999999,0.07489216800000001,0.056668075000000005,0.0,0.08882914,2.51511328,0.0,0.031706104,0.0,0.477728927,0.0,0.49538201,0.0,0.020208882,0.060679072,0.9571442209999999,0.001517518,0.017543495,0.0,2.0,2.0,"[[0, 2], [1, 3]]"
41x41,0.0,0.0,6.90107984,12.899495942000001,0.0,5.443769546,0.0,1.889931018,0.0,1.139882859,2.207358453,2.914713648,0.0,0.0,0.0,1.139882859,1.457310294,0.750048159,2.207358453,9.05990048,6.6221739479999995,7.890387845,0.0,0.0,0.0,0.750048159,0.750048159,0.0,0.0,0.0,0.0,1.139882859,5.443769546,16.717119117,0.0,1.139882859,3.419671593,0.0,5.443769546,2.279744406,21.08987353,2.914713648,2.914713648,0.0,0.0,99.63590734,1.139882859,5.443769546,0.0,14.57399389,0.0,0.0,0.0,12.345069513999999,0.0,23.616726505000003,0.0,6.193817705000001,0.750048159,0.0,0.0,29.324318203999997,7.651127999,7.286669155,0.0,0.0,6.0300330540000004,0.0,0.750048159,36.446666769000004,9.566413561000001,2.250124519,0.0,1.139882859,4.372049429,212.40301682,1.139882859,59.828566165,0.750048159,0.0,0.0,5.699463109,0.750048159,0.750048159,0.750048159,0.0,2.250124519,2.207358453,21.77718242,0.0,1.139882859,1.457310294,0.0,2.914713648,21.77718242,0.0,0.0,9.262220935999999,0.0,0.0,2.597193153,0.0,0.0,0.0,7.906821562,0.0,3.0297925649999997,0.0,0.0,4.372049429,0.0,3.7798594879999996,63.004438382000004,1.139882859,6.90107984,1.139882859,0.0,0.0,4.457494585,0.750048159,4.559554603,2.914713648,0.0,0.0,0.0,1.457310294,0.0,7.651127999,0.0,5.443769546,1.457310294,0.750048159,0.0,0.0,16.02942562,0.016425846,0.08069399299999999,0.080728277,0.033122936000000006,0.0,0.059595435,2.054432102,0.0,0.031706104,0.0,0.29166343,0.0,0.19817287,0.0,0.0,0.067668938,1.1499518379999998,0.006434302,0.033104545,0.0,2.0,2.0,"[[0, 2], [1, 4]]"
42x42,0.719174655,0.0,0.0,17.040434020000003,0.0,3.6942924259999996,0.0,4.319985235,2.157548282,2.578255069,0.750048159,1.983389796,0.0,0.0,1.983389796,4.11500063,7.736906836,1.741730166,0.750048159,10.49827269,4.95268897,8.609562500000001,0.0,0.0,5.75351704,7.941860597000001,1.469222814,0.719174655,0.0,0.0,0.0,2.578255069,6.396914143,0.0,0.0,1.139882859,3.419671593,1.7108566619999999,0.0,2.279744406,33.403606620000005,0.0,3.595999788,1.43837221,0.0,99.63590734,1.139882859,5.579389583999999,0.0,15.648995346,0.0,0.719174655,0.0,8.281920434,0.719174655,23.232364628,1.43837221,17.487202215,0.750048159,0.0,1.43837221,19.136796972,2.4609048209999997,9.372044142,0.0,0.719174655,6.0300330540000004,0.719174655,0.750048159,36.446666769000004,17.754931741999997,5.846124307,0.719174655,1.139882859,4.686012711,212.40301682,1.139882859,67.519209949,0.750048159,1.983389796,0.0,7.137835319,1.469222814,0.750048159,0.750048159,0.0,3.6884967289999997,0.750048159,1.43837221,0.991682007,1.859057514,4.860159474,2.157548282,5.405210266,0.991682007,0.0,0.0,8.857009563,1.983389796,0.719174655,1.139882859,0.0,1.983389796,1.43837221,7.441193275,0.719174655,3.0297925649999997,0.719174655,0.0,6.571117558999999,0.0,3.7798594879999996,63.836464281999994,1.139882859,10.439580257,2.578255069,0.0,0.0,3.000184291,2.907596441,5.997926812999999,9.349038438,0.991682007,0.0,0.0,10.81044161,0.0,0.750048159,0.0,2.430054217,2.430054217,4.346047947,1.43837221,0.0,38.16253027,0.00355112,0.09011746699999999,0.09186317700000002,0.060352766,0.0,0.08882914,1.364966158,0.0,0.0,0.0,0.538562815,0.010784794,0.49538201,0.010793173,0.020208882,0.006690337,0.9255241049999998,0.031361701,0.026699075,0.0,2.0,2.0,"[[0, 2], [2, 3]]"
43x43,0.0,0.0,5.443769546,14.882885738000002,0.0,8.418887317,0.0,2.881613025,0.0,1.139882859,0.750048159,1.983389796,0.0,0.0,1.983389796,4.11500063,1.983389796,1.741730166,0.750048159,9.05990048,4.233514315,7.890387845,0.0,0.0,0.0,0.750048159,0.750048159,0.0,0.0,0.0,0.0,1.139882859,10.402311479000002,10.88775922,0.0,1.139882859,3.419671593,0.991682007,5.443769546,2.279744406,27.7485219,0.0,0.0,0.0,0.0,99.63590734,1.139882859,7.427159342,0.0,1.983389796,0.0,0.0,0.0,14.854597276,0.0,30.213383540000002,0.0,12.144060881000001,0.750048159,0.0,0.0,27.867007909999998,7.185499712,7.933671932,0.0,0.0,6.0300330540000004,0.0,0.750048159,36.446666769000004,6.246582461999999,2.250124519,0.0,1.139882859,3.966838056,212.40301682,1.139882859,57.860231365000004,0.750048159,1.983389796,0.0,5.699463109,0.750048159,0.750048159,0.750048159,0.0,2.250124519,0.750048159,21.77718242,0.991682007,1.139882859,1.983389796,0.0,3.966838056,22.768864427,0.0,0.0,8.857009563,1.983389796,0.0,1.139882859,0.0,1.983389796,0.0,7.441193275,0.0,3.0297925649999997,0.0,0.0,2.975117771,0.0,3.7798594879999996,32.704670412,1.139882859,9.410607602,1.139882859,0.0,0.0,3.000184291,0.750048159,4.559554603,0.0,0.991682007,0.0,0.0,7.933671932,0.0,6.193817705000001,0.0,6.435451553,0.991682007,0.750048159,0.0,0.0,15.86553025,0.016425846,0.08069399299999999,0.09769928600000001,0.036807627,0.0,0.059595435,0.90428498,0.0,0.0,0.0,0.352497318,0.010784794,0.19817287,0.010793173,0.0,0.013680203,1.1183317219999998,0.036278485,0.042260124999999996,0.0,2.0,2.0,"[[0, 2], [2, 4]]"
44x44,0.719174655,0.0,5.443769546,15.057044224000002,0.0,6.162944201,0.0,3.3283032280000002,2.157548282,2.578255069,0.750048159,0.0,0.0,0.0,0.0,1.139882859,5.75351704,0.750048159,0.750048159,10.49827269,2.9692991739999997,8.609562500000001,0.0,0.0,5.75351704,7.941860597000001,1.469222814,0.719174655,0.0,0.0,0.0,2.578255069,6.882141756,10.88775922,0.0,1.139882859,3.419671593,0.719174655,5.443769546,2.279744406,27.43060316,0.0,3.595999788,1.43837221,0.0,99.63590734,1.139882859,9.039769334,0.0,13.66560555,0.0,0.719174655,0.0,15.202841598,0.719174655,25.679095787999998,1.43837221,16.980728585,0.750048159,0.0,1.43837221,30.024556192,6.9129923600000005,1.43837221,0.0,0.719174655,6.0300330540000004,0.719174655,0.750048159,36.446666769000004,13.788093686,5.846124307,0.719174655,1.139882859,0.719174655,212.40301682,1.139882859,50.156235595,0.750048159,0.0,0.0,7.137835319,1.469222814,0.750048159,0.750048159,0.0,3.6884967289999997,0.750048159,23.21555463,0.0,1.859057514,2.876769678,2.157548282,1.43837221,21.77718242,0.0,0.0,4.890171507,0.0,0.719174655,1.139882859,0.0,0.0,1.43837221,6.449511268,0.719174655,3.0297925649999997,0.719174655,0.0,3.595999788,0.0,3.7798594879999996,65.292023652,1.139882859,11.916511747000001,2.578255069,0.0,0.0,3.000184291,2.907596441,5.997926812999999,9.349038438,0.0,0.0,0.0,2.876769678,0.0,6.193817705000001,0.0,6.882141756,1.43837221,4.346047947,1.43837221,0.0,22.29700002,0.019976966000000002,0.09011746699999999,0.08022549100000001,0.056668075000000005,0.0,0.08882914,1.67626619,0.0,0.0,0.0,0.573093474,0.0,0.49538201,0.0,0.020208882,0.006989866,1.086786584,0.004916784,0.020180758,0.0,2.0,2.0,"[[0, 2], [3, 4]]"
45x45,0.0,0.0,1.457310294,4.158252368,1.329056371,11.845012451,1.993574012,2.743622171,0.0,0.664523765,2.871882218,2.914713648,0.0,0.0,0.0,0.0,9.431598239,0.750048159,2.207358453,15.016301957,7.286697713,11.402216687,0.0,0.0,0.664523765,0.750048159,0.750048159,0.0,0.664523765,0.0,0.0,0.0,2.658137286,5.829359897,0.664523765,0.0,5.2579199,0.664523765,0.0,0.0,20.835335880000002,13.430669728000002,4.243770019,0.0,0.0,156.92897417,0.0,1.329056371,0.0,24.541300876,0.0,0.0,0.0,2.121834059,0.0,15.2609571,0.664523765,2.07910453,0.750048159,1.329056371,1.993574012,13.115447580000001,2.207358453,12.602929172,0.664523765,0.0,3.750288648,0.0,0.750048159,2.250124519,8.615725526,4.243698531,0.0,0.0,10.352765914999999,45.77531936,0.664523765,34.334992287000006,1.414571924,4.651711701,0.664523765,0.0,1.414571924,0.750048159,0.750048159,5.2579199,3.57918089,3.536414824,5.316260017,0.0,0.664523765,6.109021995,0.0,5.572850934,1.329056371,0.664523765,0.0,9.451394447999999,0.664523765,0.0,2.786366665,0.0,0.664523765,0.0,2.207358453,0.0,0.750048159,0.0,3.987122086,20.204265526,0.0,2.829171453,81.890340882,0.0,3.450884306,0.0,0.0,0.0,5.12201835,1.414571924,0.0,6.237362925,0.0,0.664523765,0.664523765,4.11544758,0.0,2.207358453,0.0,0.0,1.457310294,2.07910453,0.0,0.0,27.99226083,0.0,0.07585193400000001,0.047919518,0.023121945,0.223201486,0.056466423,2.118923463,0.0,0.045532046,0.0,0.089509577,0.035893242,0.300095439,0.0,0.0,0.25830723499999997,0.72208931,0.012196420000000001,0.015233641,0.075526214,2.0,2.0,"[[0, 3], [0, 1]]"
46x46,0.0,0.0,0.0,6.141642164,1.329056371,14.820130222,1.993574012,3.7353041780000003,0.0,0.664523765,1.414571924,1.983389796,0.0,0.0,1.983389796,2.975117771,9.957677741000001,1.741730166,0.750048159,15.016301957,4.89803808,11.402216687,0.0,0.0,0.664523765,0.750048159,0.750048159,0.0,0.664523765,0.0,0.0,0.0,7.616679219,0.0,0.664523765,0.0,5.2579199,1.6562057719999999,0.0,0.0,27.49398425,10.51595608,1.329056371,0.0,0.0,156.92897417,0.0,3.312446167,0.0,11.950696782000001,0.0,0.0,0.0,4.631361821,0.0,21.857614135,0.664523765,8.029347706,0.750048159,1.329056371,1.993574012,11.658137286,1.741730166,13.249931949,0.664523765,0.0,3.750288648,0.0,0.750048159,2.250124519,5.295894427,4.243698531,0.0,0.0,9.947554542,45.77531936,0.664523765,32.366657487,1.414571924,6.635101497,0.664523765,0.0,1.414571924,0.750048159,0.750048159,5.2579199,3.57918089,2.07910453,5.316260017,0.991682007,0.664523765,6.635101497,0.0,6.624975342,2.320738378,0.664523765,0.0,9.046183075,2.647913561,0.0,1.329056371,0.0,2.647913561,0.0,1.741730166,0.0,0.750048159,0.0,3.987122086,18.807333868,0.0,2.829171453,51.590572912,0.0,5.960412068,0.0,0.0,0.0,3.6647080560000003,1.414571924,0.0,3.322649277,0.991682007,0.664523765,0.664523765,10.591809218,0.0,0.750048159,0.0,0.991682007,0.991682007,2.07910453,0.0,0.0,27.82836546,0.0,0.07585193400000001,0.064890527,0.026806636000000002,0.223201486,0.056466423,0.968776341,0.0,0.013825942,0.0,0.150343465,0.046678036,0.300095439,0.010793173,0.0,0.2043185,0.690469194,0.042040602999999996,0.024389221,0.075526214,2.0,2.0,"[[0, 3], [0, 2]]"
47x47,0.719174655,0.0,0.0,6.31580065,1.329056371,12.564187106,1.993574012,4.181994381,2.157548282,2.102895975,1.414571924,0.0,0.0,0.0,0.0,0.0,13.727804985,0.750048159,0.750048159,16.454674167,3.633822939,12.121391341999999,0.0,0.0,6.418040805,7.941860597000001,1.469222814,0.719174655,0.664523765,0.0,0.0,1.43837221,4.096509496,0.0,0.664523765,0.0,5.2579199,1.38369842,0.0,0.0,27.17606551,10.51595608,4.925056159,1.43837221,0.0,156.92897417,0.0,4.925056159,0.0,23.632912536,0.0,0.719174655,0.0,4.979606143,0.719174655,17.323326383,2.102895975,12.866015410000001,0.750048159,1.329056371,3.431946222,13.815685568000001,1.469222814,6.754632227,0.664523765,0.719174655,3.750288648,0.719174655,0.750048159,2.250124519,12.837405651,7.839698319,0.719174655,0.0,6.699891141,45.77531936,0.664523765,24.662661717,1.414571924,4.651711701,0.664523765,1.43837221,2.1337465790000003,0.750048159,0.750048159,5.2579199,5.0175531,2.07910453,6.754632227,0.0,1.38369842,7.5284813790000005,2.157548282,4.096509496,1.329056371,0.664523765,0.0,5.079345019,0.664523765,0.719174655,1.329056371,0.0,0.664523765,1.43837221,0.750048159,0.719174655,0.750048159,0.719174655,3.987122086,19.428215885,0.0,2.829171453,84.177926152,0.0,8.466316213,1.43837221,0.0,0.0,3.6647080560000003,3.572120206,1.43837221,12.671687715,0.0,0.664523765,0.664523765,5.534906964,0.0,0.750048159,0.0,1.43837221,1.43837221,5.675104318,1.43837221,0.0,34.25983523,0.00355112,0.08527540800000001,0.047416732,0.046667084,0.223201486,0.085700128,1.740757551,0.0,0.013825942,0.0,0.370939621,0.035893242,0.597304579,0.0,0.020208882,0.197628163,0.6589240559999999,0.010678902,0.002309854,0.075526214,2.0,2.0,"[[0, 3], [0, 3]]"
48x48,0.0,0.0,5.443769546,4.158252368,1.329056371,17.288781997,1.993574012,2.743622171,0.0,0.664523765,1.414571924,0.0,0.0,0.0,0.0,0.0,7.974287945,0.750048159,0.750048159,15.016301957,2.914648284,11.402216687,0.0,0.0,0.664523765,0.750048159,0.750048159,0.0,0.664523765,0.0,0.0,0.0,8.101906832000001,10.88775922,0.664523765,0.0,5.2579199,0.664523765,5.443769546,0.0,21.52098079,10.51595608,1.329056371,0.0,0.0,156.92897417,0.0,6.7728259170000005,0.0,9.967306986,0.0,0.0,0.0,11.552282985,0.0,24.304345295,0.664523765,7.522874076000001,0.750048159,1.329056371,1.993574012,22.545896506,6.193817705000001,5.316260017,0.664523765,0.0,3.750288648,0.0,0.750048159,2.250124519,1.329056371,4.243698531,0.0,0.0,5.980716486,45.77531936,0.664523765,15.003683133000001,1.414571924,4.651711701,0.664523765,0.0,1.414571924,0.750048159,0.750048159,5.2579199,3.57918089,2.07910453,27.093442437,0.0,0.664523765,4.651711701,0.0,2.658137286,23.106238791,0.664523765,0.0,5.079345019,0.664523765,0.0,1.329056371,0.0,0.664523765,0.0,0.750048159,0.0,0.750048159,0.0,3.987122086,15.832216097,0.0,2.829171453,53.046132282,0.0,7.437343558,0.0,0.0,0.0,3.6647080560000003,1.414571924,0.0,3.322649277,0.0,0.664523765,0.664523765,2.658137286,0.0,6.193817705000001,0.0,5.443769546,0.0,2.07910453,0.0,0.0,11.96283521,0.016425846,0.07585193400000001,0.053252841,0.023121945,0.223201486,0.056466423,1.280076373,0.0,0.013825942,0.0,0.184874124,0.035893242,0.300095439,0.0,0.0,0.204618029,0.851731673,0.015595686000000001,0.017870904,0.075526214,2.0,2.0,"[[0, 3], [0, 4]]"
49x49,0.0,0.0,1.457310294,3.4835048779999997,0.0,13.491073851,0.0,1.741730166,0.0,0.0,2.207358453,4.898103444,0.0,0.0,1.983389796,2.975117771,3.44070009,1.741730166,2.207358453,15.016301957,8.605563744,6.750504986,0.0,0.0,0.0,0.750048159,0.750048159,0.0,0.0,0.0,0.0,0.0,4.958541933,5.829359897,0.0,0.0,5.2579199,0.991682007,0.0,0.0,27.06287699,13.430669728000002,2.914713648,0.0,0.0,156.92897417,0.0,1.983389796,0.0,16.557383686,0.0,0.0,0.0,5.424148349999999,0.0,21.169995345,0.0,6.700291335,0.750048159,0.0,0.0,10.457310294,3.19904046,15.220341087000001,0.0,0.0,3.750288648,0.0,0.750048159,2.250124519,11.253507211,2.250124519,0.0,0.0,8.338887484999999,45.77531936,0.0,49.831947119000006,0.750048159,1.983389796,0.0,0.0,0.750048159,0.750048159,0.750048159,5.2579199,2.250124519,2.207358453,0.0,0.991682007,0.0,3.44070009,0.0,6.881551704,0.991682007,0.0,0.0,12.089176133,1.983389796,0.0,1.457310294,0.0,1.983389796,0.0,3.19904046,0.0,0.750048159,0.0,0.0,17.86312328,0.0,1.500115082,61.548879012,0.0,5.424148349999999,0.0,0.0,0.0,4.457494585,0.750048159,0.0,2.914713648,0.991682007,0.0,0.0,9.390982226,0.0,2.207358453,0.0,0.991682007,2.448992301,0.750048159,0.0,0.0,31.894955870000004,0.0,0.064782456,0.090292149,0.026806636000000002,0.0,0.056466423,1.7431320700000001,0.0,0.031706104,0.0,0.184501713,0.010784794,0.300095439,0.010793173,0.0,0.067369409,0.756914597,0.043558121,0.039622861999999995,0.0,2.0,2.0,"[[0, 3], [1, 2]]"
50x50,0.719174655,0.0,1.457310294,3.6576633640000003,0.0,11.235130735,0.0,2.188420369,2.157548282,1.43837221,2.207358453,2.914713648,0.0,0.0,0.0,0.0,7.210827334,0.750048159,2.207358453,16.454674167,7.341348602999999,7.469679641,0.0,0.0,5.75351704,7.941860597000001,1.469222814,0.719174655,0.0,0.0,0.0,1.43837221,1.43837221,5.829359897,0.0,0.0,5.2579199,0.719174655,0.0,0.0,26.744958250000003,13.430669728000002,6.510713436,1.43837221,0.0,156.92897417,0.0,3.595999788,0.0,28.23959944,0.0,0.719174655,0.0,5.772392672,0.719174655,16.635707593,1.43837221,11.536959039000001,0.750048159,0.0,1.43837221,12.614858576,2.926533108,8.725041365000001,0.0,0.719174655,3.750288648,0.719174655,0.750048159,2.250124519,18.795018435,5.846124307,0.719174655,0.0,5.091224083999999,45.77531936,0.0,42.127951349,0.750048159,0.0,0.0,1.43837221,1.469222814,0.750048159,0.750048159,5.2579199,3.6884967289999997,2.207358453,1.43837221,0.0,0.719174655,4.334079972,2.157548282,4.353085858,0.0,0.0,0.0,8.122338077,0.0,0.719174655,1.457310294,0.0,0.0,1.43837221,2.207358453,0.719174655,0.750048159,0.719174655,0.0,18.484005297,0.0,1.500115082,94.136232252,0.0,7.930052495,1.43837221,0.0,0.0,4.457494585,2.907596441,1.43837221,12.263752086,0.0,0.0,0.0,4.334079972,0.0,2.207358453,0.0,1.43837221,2.895682504,4.346047947,1.43837221,0.0,38.32642564,0.00355112,0.07420593,0.072818354,0.046667084,0.0,0.085700128,2.51511328,0.0,0.031706104,0.0,0.405097869,0.0,0.597304579,0.0,0.020208882,0.060679072,0.7253694589999999,0.012196420000000001,0.017543495,0.0,2.0,2.0,"[[0, 3], [1, 3]]"
51x51,0.0,0.0,6.90107984,1.500115082,0.0,15.959725626,0.0,0.750048159,0.0,0.0,2.207358453,2.914713648,0.0,0.0,0.0,0.0,1.457310294,0.750048159,2.207358453,15.016301957,6.6221739479999995,6.750504986,0.0,0.0,0.0,0.750048159,0.750048159,0.0,0.0,0.0,0.0,0.0,5.443769546,16.717119117,0.0,0.0,5.2579199,0.0,5.443769546,0.0,21.08987353,13.430669728000002,2.914713648,0.0,0.0,156.92897417,0.0,5.443769546,0.0,14.57399389,0.0,0.0,0.0,12.345069513999999,0.0,23.616726505000003,0.0,6.193817705000001,0.750048159,0.0,0.0,21.345069514,7.651127999,7.286669155,0.0,0.0,3.750288648,0.0,0.750048159,2.250124519,7.286669155,2.250124519,0.0,0.0,4.372049429,45.77531936,0.0,32.468972765000004,0.750048159,0.0,0.0,0.0,0.750048159,0.750048159,0.750048159,5.2579199,2.250124519,2.207358453,21.77718242,0.0,0.0,1.457310294,0.0,2.914713648,21.77718242,0.0,0.0,8.122338077,0.0,0.0,1.457310294,0.0,0.0,0.0,2.207358453,0.0,0.750048159,0.0,0.0,14.888005509,0.0,1.500115082,63.004438382000004,0.0,6.90107984,0.0,0.0,0.0,4.457494585,0.750048159,0.0,2.914713648,0.0,0.0,0.0,1.457310294,0.0,7.651127999,0.0,5.443769546,1.457310294,0.750048159,0.0,0.0,16.02942562,0.016425846,0.064782456,0.07865446300000001,0.023121945,0.0,0.056466423,2.054432102,0.0,0.031706104,0.0,0.219032372,0.0,0.300095439,0.0,0.0,0.067668938,0.918177076,0.017113204,0.033104545,0.0,2.0,2.0,"[[0, 3], [1, 4]]"
52x52,0.719174655,0.0,0.0,5.64105316,0.0,14.210248506,0.0,3.180102376,2.157548282,1.43837221,0.750048159,1.983389796,0.0,0.0,1.983389796,2.975117771,7.736906836,1.741730166,0.750048159,16.454674167,4.95268897,7.469679641,0.0,0.0,5.75351704,7.941860597000001,1.469222814,0.719174655,0.0,0.0,0.0,1.43837221,6.396914143,0.0,0.0,0.0,5.2579199,1.7108566619999999,0.0,0.0,33.403606620000005,10.51595608,3.595999788,1.43837221,0.0,156.92897417,0.0,5.579389583999999,0.0,15.648995346,0.0,0.719174655,0.0,8.281920434,0.719174655,23.232364628,1.43837221,17.487202215,0.750048159,0.0,1.43837221,11.157548282,2.4609048209999997,9.372044142,0.0,0.719174655,3.750288648,0.719174655,0.750048159,2.250124519,15.475187336,5.846124307,0.719174655,0.0,4.686012711,45.77531936,0.0,40.159616549,0.750048159,1.983389796,0.0,1.43837221,1.469222814,0.750048159,0.750048159,5.2579199,3.6884967289999997,0.750048159,1.43837221,0.991682007,0.719174655,4.860159474,2.157548282,5.405210266,0.991682007,0.0,0.0,7.717126704,1.983389796,0.719174655,0.0,0.0,1.983389796,1.43837221,1.741730166,0.719174655,0.750048159,0.719174655,0.0,17.087073639,0.0,1.500115082,63.836464281999994,0.0,10.439580257,1.43837221,0.0,0.0,3.000184291,2.907596441,1.43837221,9.349038438,0.991682007,0.0,0.0,10.81044161,0.0,0.750048159,0.0,2.430054217,2.430054217,4.346047947,1.43837221,0.0,38.16253027,0.00355112,0.07420593,0.08978936300000001,0.050351775,0.0,0.085700128,1.364966158,0.0,0.0,0.0,0.465931757,0.010784794,0.597304579,0.010793173,0.020208882,0.006690337,0.6937493429999999,0.042040602999999996,0.026699075,0.0,2.0,2.0,"[[0, 3], [2, 3]]"
