coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,ODMature2,Ependymal,ODMature2cells
0x0,0.0,6.362579546,0.0,0.0,0.0,15.187749223,6.362579546,15.187749223,0.0,0.0,12.72460961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.08630255,6.362579546,6.362579546,2.463139613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.72460961,0.0,0.0,6.362579546,0.0,0.0,0.0,27.09312166,0.0,0.0,2.463139613,0.0,0.0,0.0,4.926250432,0.0,4.926250432,0.0,0.0,0.0,0.0,0.0,22.16861112,2.463139613,0.0,12.72460961,0.0,0.0,0.0,0.0,0.0,0.0,2.463139613,0.0,0.0,0.0,0.0,20.113992191,0.0,0.0,0.0,108.1691679,0.0,0.0,38.384323076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.463139613,0.0,0.0,0.0,0.0,0.0,0.0,2.463139613,4.926250432,0.0,0.0,24.012552982,2.463139613,6.362579546,0.0,0.0,0.0,0.0,0.0,6.362579546,0.0,0.0,6.362579546,8.825719159,0.0,0.0,29.55624616,0.0,0.0,0.0,0.0,0.0,0.0,2.463139613,0.0,16.214335042,0.0,0.0,0.0,0.0,2.463139613,0.0,0.0,0.0,8.825719159,0.0,0.0,0.0,38.384323076,0.005950012,0.14811048999999998,0.003502826,0.051745583,0.0,0.16253327699999998,1.063478746,1.628028072,0.0,0.0,0.051348334999999995,0.0,1.390451848,0.0,0.0722153,0.006769616,0.143226297,0.002089427,0.034115386,0.0,1.0,1.0,[0]
1x1,0.274911387,0.41237493,2.886511884,0.96218522,1.237072195,29.401441122999998,1.237072195,3.287875444,0.0,0.41237493,5.223289438,0.137454413,0.0,0.137454413,0.137454413,0.41237493,3.02401879,1.237072195,7.422480225,0.824735831,29.82478102,3.71129176,2.875514543,0.274911387,0.5498155,0.687252188,0.41237493,0.687252188,2.611602958,0.137454413,0.5498155,0.137454413,1.512002111,0.41237493,0.0,0.137454413,6.185384288,1.237072195,0.41237493,0.5498155,27.368033047,0.137454413,0.137454413,2.875514543,0.274911387,1.649476062,0.687252188,5.063704845,0.0,6.5757264939999995,0.0,0.274911387,0.0,2.33672181,2.061822428,22.306065533,2.875514543,1.924354378,0.824735831,1.512002111,0.0,7.697411133,4.810854485,2.886511884,0.0,2.463139613,0.41237493,0.41237493,0.0,0.274911387,13.437286907,3.298926303,0.41237493,0.687252188,57.1835211,0.0,0.5498155,35.870495845,0.274911387,0.0,0.0,1.099616611,3.71129176,0.0,0.5498155,0.41237493,3.425324833,0.5498155,0.0,0.41237493,0.137454413,0.96218522,0.0,4.524962041,5.476065932,0.0,0.5498155,8.500080235,3.0129551130000003,3.02401879,0.137454413,0.137454413,0.687252188,0.137454413,3.298926303,0.0,0.0,0.0,0.0,4.937301087,0.41237493,0.274911387,30.655862771000002,0.5498155,0.41237493,0.137454413,0.137454413,0.5498155,1.099616611,8.236278794,3.848752315,13.288148379999999,0.0,0.41237493,0.0,1.099616611,3.287875444,0.0,0.274911387,2.199263417,6.036969416,2.474161474,0.137454413,0.274911387,39.581669328000004,0.005950012,0.163406489,0.026880646,0.06728996200000001,0.0,0.15593047999999998,1.063478746,1.373558828,0.0,0.0,0.041019466,0.0,1.528715671,0.0,0.084820791,0.006769616,0.135287876,0.002089427,0.034255883,0.0,1.0,1.0,[1]
2x2,0.38640463,0.38640463,0.772801049,3.091287509,0.38640463,38.394899213,0.38640463,11.736203760999999,0.0,0.772801049,5.409733898,0.0,0.0,0.38640463,1.545599049,0.38640463,3.47764852,1.932040737,3.091287509,1.159235441,34.39158396,1.545599049,3.622375054,0.38640463,0.38640463,1.545599049,0.772801049,1.932040737,4.250491987,0.38640463,0.38640463,0.0,2.704844633,1.545599049,0.0,0.0,5.796103746,0.772801049,0.0,0.38640463,27.479526290000003,0.0,0.772801049,2.463139613,0.0,0.38640463,0.38640463,5.699051481,0.38640463,6.085485873,0.38640463,0.772801049,0.0,1.545599049,0.38640463,23.327846561,2.849544243,3.47764852,0.772801049,0.38640463,1.159235441,5.023237666,4.250491987,2.318409668,0.0,3.622375054,0.0,0.38640463,0.0,0.38640463,12.026278293,2.704844633,0.38640463,0.38640463,27.43806221,0.0,0.0,34.726588163,0.0,0.38640463,0.38640463,0.772801049,3.091287509,0.38640463,0.772801049,0.0,5.167984246,0.38640463,0.0,1.159235441,0.0,1.545599049,0.0,5.940788133,5.699051481,0.0,1.545599049,6.471849481,3.622375054,1.545599049,0.772801049,0.0,2.318409668,0.38640463,4.636895712,0.772801049,0.0,0.772801049,0.38640463,5.940788133,0.38640463,0.38640463,30.329047209000002,0.0,0.38640463,0.38640463,0.0,0.0,0.772801049,6.3272116700000005,6.56885177,12.556600129,0.0,1.159235441,0.0,7.341804357,2.849544243,0.772801049,0.0,1.932040737,4.39518035,0.38640463,0.0,0.0,35.885815587,0.005950012,0.054509066,0.003502826,0.079116135,0.0,0.061001146,1.063478746,0.581248039,0.0,0.0,0.090699722,0.0,0.545859432,0.0,0.070020258,0.047259829999999996,0.264724847,0.187066643,0.012632589,0.016971307,1.0,1.0,[2]
3x3,0.0,0.0,0.851356265,1.702713432,0.851356265,41.623721803,0.851356265,2.463139613,2.55410292,0.0,4.256782398,0.851356265,0.0,0.0,0.851356265,0.0,2.55410292,3.405447195,11.0670191,0.851356265,39.16058219,3.405447195,3.314495878,0.0,0.0,0.0,0.851356265,0.0,4.256782398,0.0,1.702713432,0.0,0.851356265,0.851356265,0.0,0.0,4.256782398,3.405447195,0.0,0.851356265,27.09312166,1.702713432,0.0,2.463139613,0.0,2.55410292,0.0,4.926250432,0.0,7.480353352,0.851356265,0.0,0.0,4.256782398,0.851356265,22.16861112,2.463139613,2.55410292,2.55410292,0.851356265,0.851356265,7.662235765,1.702713432,1.702713432,0.0,5.017242533,0.851356265,1.702713432,0.851356265,0.0,12.49753689,0.851356265,0.0,0.0,64.7052391,0.0,1.702713432,36.278525928,0.851356265,0.851356265,0.0,4.256782398,1.702713432,0.0,0.851356265,1.702713432,4.165853045,0.0,0.0,0.0,0.851356265,0.0,1.702713432,3.314495878,4.926250432,0.0,0.851356265,9.18303283,2.463139613,1.702713432,0.0,0.851356265,1.702713432,0.0,2.55410292,0.0,0.0,0.0,0.0,5.017242533,0.0,0.0,29.55624616,0.0,0.0,0.0,0.0,1.702713432,0.0,9.27402023,9.365732568,11.554468927999999,0.0,0.851356265,0.0,3.405447195,3.314495878,0.0,0.0,1.702713432,7.571293922,2.55410292,0.851356265,2.55410292,38.832624147000004,0.005950012,0.114044358,0.003502826,0.080995468,0.0,0.12602481,1.063478746,1.022320573,0.0,0.0,0.070370145,0.0,1.135157912,0.0,0.077556373,0.008374653,0.135287876,0.002089427,0.010256608,0.0,1.0,1.0,[3]
4x4,0.0,0.0,0.92774684,1.855485768,1.855485768,40.502257863000004,2.783293202,3.3908864530000002,0.0,0.92774684,9.277796159,0.0,0.92774684,0.0,0.0,0.0,3.711074802,1.855485768,7.422092365,0.0,41.74644475,0.0,2.463139613,0.92774684,0.0,0.0,0.92774684,0.0,0.0,0.0,0.0,0.92774684,0.0,0.0,0.0,0.0,3.711074802,0.92774684,0.92774684,0.0,27.09312166,2.783293202,0.0,2.463139613,0.0,0.0,1.855485768,5.853997272,0.0,4.926250432,0.0,1.855485768,0.0,0.92774684,0.0,22.16861112,2.463139613,0.92774684,0.92774684,0.0,0.0,8.349750031,2.783293202,0.0,0.0,3.3908864530000002,0.0,0.92774684,0.92774684,0.0,14.811474946,5.566591497,0.0,0.0,56.59701813,0.0,0.0,35.732818332,0.0,0.0,0.92774684,0.92774684,3.711074802,0.92774684,0.92774684,0.0,8.02973111,0.92774684,0.0,1.855485768,0.0,0.0,0.0,3.3908864530000002,5.853997272,0.0,0.0,11.420531897,2.463139613,2.783293202,0.0,0.0,1.855485768,0.0,1.855485768,0.0,0.0,0.0,0.0,3.3908864530000002,0.0,0.0,30.483993,0.92774684,0.0,0.0,0.0,0.0,0.92774684,12.667833603000002,5.566591497,10.779502335999998,0.0,0.0,0.0,0.92774684,2.463139613,0.0,0.0,2.783293202,3.3908864530000002,4.638842963,0.0,0.0,39.443835895,0.005950012,0.14557853799999998,0.037694412000000004,0.084352911,0.0,0.147577,1.063478746,1.185848208,0.0,0.0,0.042534854999999996,0.0,1.140079959,0.0,0.051228194,0.006769616,0.135287876,0.025111019000000002,0.054721988,0.0,1.0,1.0,[4]
5x5,0.0,6.362579546,3.332614013,0.833158429,0.0,16.057223623,6.362579546,12.72460961,0.0,0.0,13.557768038999999,0.0,0.833158429,0.0,0.0,0.0,0.833158429,0.0,1.666306062,19.08630255,6.362579546,6.362579546,0.833158429,0.0,0.0,0.833158429,0.0,0.0,0.0,0.0,0.0,0.0,1.666306062,18.556643311000002,0.0,0.0,6.362579546,0.0,0.0,0.0,18.32858226,0.833158429,0.0,0.0,0.0,0.0,1.666306062,0.0,0.0,0.0,0.0,0.0,0.0,0.833158429,0.0,8.331468621,1.666306062,0.0,12.72460961,0.833158429,0.0,0.0,0.0,1.666306062,0.0,0.0,0.0,0.0,0.0,0.0,16.890319355,0.833158429,0.0,0.0,118.16682058,0.0,0.0,23.859524326,0.0,0.0,0.0,0.833158429,0.0,0.0,0.0,0.0,0.833158429,0.0,2.49945167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833158429,19.919460979,0.0,6.362579546,0.0,0.833158429,0.0,0.0,0.0,6.362579546,0.0,0.0,6.362579546,13.027717932,0.0,0.0,49.15335611,0.0,0.0,0.0,0.833158429,0.0,0.833158429,0.0,0.0,8.862031216,0.0,0.0,0.0,0.0,1.666306062,1.666306062,0.0,0.0,6.362579546,0.0,0.833158429,0.0,36.358176146,0.025262328,0.127919227,0.074644945,0.066462888,0.0,0.144848449,1.187509763,1.628028072,0.001753042,0.0,0.046258654999999996,0.0,1.390451848,0.0,0.0722153,0.025996785,0.31591509799999995,0.003530092,0.050822588,0.0,1.0,1.0,[0]
6x6,0.274911387,0.41237493,6.219125897,1.7953436489999999,1.237072195,30.270915523,1.237072195,0.824735831,0.0,0.41237493,6.056447867,0.137454413,0.833158429,0.137454413,0.137454413,0.41237493,3.857177219,1.237072195,9.088786287,0.824735831,29.82478102,3.71129176,1.245533359,0.274911387,0.5498155,1.520410617,0.41237493,0.687252188,2.611602958,0.137454413,0.5498155,0.137454413,3.178308173,6.244408631000001,0.0,0.137454413,6.185384288,1.237072195,0.41237493,0.5498155,18.603493647,0.970612842,0.137454413,0.41237493,0.274911387,1.649476062,2.35355825,0.137454413,0.0,1.649476062,0.0,0.274911387,0.0,3.169880239,2.061822428,8.468923034000001,2.0786809920000002,1.924354378,0.824735831,2.34516054,0.0,7.697411133,4.810854485,4.552817946,0.0,0.0,0.41237493,0.41237493,0.0,0.274911387,10.213614071,4.132084732,0.41237493,0.687252188,67.18117378,0.0,0.5498155,21.345697095,0.274911387,0.0,0.0,1.93277504,3.71129176,0.0,0.5498155,0.41237493,1.7953436489999999,0.5498155,2.49945167,0.41237493,0.137454413,0.96218522,0.0,2.061822428,0.5498155,0.0,1.382973929,4.406988232,0.5498155,3.02401879,0.137454413,0.970612842,0.687252188,0.137454413,3.298926303,0.0,0.0,0.0,0.0,9.13929986,0.41237493,0.274911387,50.252972721,0.5498155,0.41237493,0.137454413,0.970612842,0.5498155,1.93277504,5.773139181,3.848752315,5.935844554,0.0,0.41237493,0.0,1.099616611,2.4910418930000002,1.666306062,0.274911387,2.199263417,3.573829803,2.474161474,0.970612842,0.274911387,37.555522398,0.025262328,0.143215226,0.09802276500000001,0.082007267,0.0,0.138245652,1.187509763,1.373558828,0.001753042,0.0,0.035929786,0.0,1.528715671,0.0,0.084820791,0.025996785,0.307976677,0.003530092,0.050963085000000005,0.0,1.0,1.0,[1]
7x7,0.38640463,0.38640463,4.1054150620000005,3.924445938,0.38640463,39.264373613,0.38640463,9.273064148,0.0,0.772801049,6.242892327,0.0,0.833158429,0.38640463,1.545599049,0.38640463,4.310806949,1.932040737,4.757593571,1.159235441,34.39158396,1.545599049,1.9923938700000001,0.38640463,0.38640463,2.378757478,0.772801049,1.932040737,4.250491987,0.38640463,0.38640463,0.0,4.371150695,7.37763275,0.0,0.0,5.796103746,0.772801049,0.0,0.38640463,18.714986890000002,0.833158429,0.772801049,0.0,0.0,0.38640463,2.0527106920000002,0.772801049,0.38640463,1.159235441,0.38640463,0.772801049,0.0,2.378757478,0.38640463,9.490704062,2.0527106920000002,3.47764852,0.772801049,1.219563059,1.159235441,5.023237666,4.250491987,3.9847157300000005,0.0,1.159235441,0.0,0.38640463,0.0,0.38640463,8.802605457,3.538003062,0.38640463,0.38640463,37.43571489,0.0,0.0,20.201789413,0.0,0.38640463,0.38640463,1.605959478,3.091287509,0.38640463,0.772801049,0.0,3.538003062,0.38640463,2.49945167,1.159235441,0.0,1.545599049,0.0,3.47764852,0.772801049,0.0,2.378757478,2.378757478,1.159235441,1.545599049,0.772801049,0.833158429,2.318409668,0.38640463,4.636895712,0.772801049,0.0,0.772801049,0.38640463,10.142786906,0.38640463,0.38640463,49.926157159,0.0,0.38640463,0.38640463,0.833158429,0.0,1.605959478,3.864072057,6.56885177,5.204296303,0.0,1.159235441,0.0,7.341804357,2.0527106920000002,2.439107111,0.0,1.932040737,1.932040737,0.38640463,0.833158429,0.0,33.859668657,0.025262328,0.034317803,0.074644945,0.09383343999999999,0.0,0.043316318,1.187509763,0.581248039,0.001753042,0.0,0.085610042,0.0,0.545859432,0.0,0.070020258,0.06648699899999999,0.437413648,0.188507308,0.029339791,0.016971307,1.0,1.0,[2]
8x8,0.0,0.0,4.183970278,2.535871861,0.851356265,42.493196203,0.851356265,0.0,2.55410292,0.0,5.089940827,0.851356265,0.833158429,0.0,0.851356265,0.0,3.387261349,3.405447195,12.733325162,0.851356265,39.16058219,3.405447195,1.684514694,0.0,0.0,0.833158429,0.851356265,0.0,4.256782398,0.0,1.702713432,0.0,2.517662327,6.683389966,0.0,0.0,4.256782398,3.405447195,0.0,0.851356265,18.32858226,2.535871861,0.0,0.0,0.0,2.55410292,1.666306062,0.0,0.0,2.55410292,0.851356265,0.0,0.0,5.089940827,0.851356265,8.331468621,1.666306062,2.55410292,2.55410292,1.684514694,0.851356265,7.662235765,1.702713432,3.369019494,0.0,2.55410292,0.851356265,1.702713432,0.851356265,0.0,9.273864054,1.684514694,0.0,0.0,74.70289178,0.0,1.702713432,21.753727178,0.851356265,0.851356265,0.0,5.089940827,1.702713432,0.0,0.851356265,1.702713432,2.535871861,0.0,2.49945167,0.0,0.851356265,0.0,1.702713432,0.851356265,0.0,0.0,1.684514694,5.089940827,0.0,1.702713432,0.0,1.684514694,1.702713432,0.0,2.55410292,0.0,0.0,0.0,0.0,9.219241306,0.0,0.0,49.15335611,0.0,0.0,0.0,0.833158429,1.702713432,0.833158429,6.810880617,9.365732568,4.202165102,0.0,0.851356265,0.0,3.405447195,2.517662327,1.666306062,0.0,1.702713432,5.108154309,2.55410292,1.684514694,2.55410292,36.806477217,0.025262328,0.093853095,0.074644945,0.095712773,0.0,0.108339982,1.187509763,1.022320573,0.001753042,0.0,0.065280465,0.0,1.135157912,0.0,0.077556373,0.027601822,0.307976677,0.003530092,0.02696381,0.0,1.0,1.0,[3]
9x9,0.0,0.0,4.260360853,2.6886441970000003,1.855485768,41.371732263,2.783293202,0.92774684,0.0,0.92774684,10.110954587999998,0.0,1.760905269,0.0,0.0,0.0,4.544233231,1.855485768,9.088398427,0.0,41.74644475,0.0,0.833158429,0.92774684,0.0,0.833158429,0.92774684,0.0,0.0,0.0,0.0,0.92774684,1.666306062,5.832033701,0.0,0.0,3.711074802,0.92774684,0.92774684,0.0,18.32858226,3.616451631,0.0,0.0,0.0,0.0,3.52179183,0.92774684,0.0,0.0,0.0,1.855485768,0.0,1.760905269,0.0,8.331468621,1.666306062,0.92774684,0.92774684,0.833158429,0.0,8.349750031,2.783293202,1.666306062,0.0,0.92774684,0.0,0.92774684,0.92774684,0.0,11.58780211,6.399749926,0.0,0.0,66.59467081,0.0,0.0,21.208019582,0.0,0.0,0.92774684,1.760905269,3.711074802,0.92774684,0.92774684,0.0,6.399749926,0.92774684,2.49945167,1.855485768,0.0,0.0,0.0,0.92774684,0.92774684,0.0,0.833158429,7.327439894,0.0,2.783293202,0.0,0.833158429,1.855485768,0.0,1.855485768,0.0,0.0,0.0,0.0,7.592885226,0.0,0.0,50.081102949999995,0.92774684,0.0,0.0,0.833158429,0.0,1.760905269,10.20469399,5.566591497,3.42719851,0.0,0.0,0.0,0.92774684,1.666306062,1.666306062,0.0,2.783293202,0.92774684,4.638842963,0.833158429,0.0,37.417688964999996,0.025262328,0.125387275,0.10883653100000001,0.09907021599999999,0.0,0.129892172,1.187509763,1.185848208,0.001753042,0.0,0.037445175,0.0,1.140079959,0.0,0.051228194,0.025996785,0.307976677,0.026551684,0.07142919,0.0,1.0,1.0,[4]
