coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Inhibitory,ODImmature1,Inhibitory ODImmature1
44x44,0.410457485,0.0,17.065214036,17.370125239000004,0.820916369,8.193053379,7.388223625,19.071313012,1.231361832,0.410457485,12.600112974000002,4.480398799,1.231361832,1.008861521,1.965992169,4.17421226,22.577512711,0.410457485,1.231361832,4.243990746,8.860565802,1.419319006,0.410457485,0.410457485,1.419319006,6.926500829,1.419319006,15.452764043,4.61982406,0.410457485,2.05224928,3.283610752,59.030647896000005,4.61665408,0.0,0.0,0.410457485,7.28446116,1.008861521,0.410457485,0.890601508,0.410457485,8.777481644,1.008861521,0.0,1.965992169,7.3024050680000006,16.879625409,7.395910768,14.946077149,1.64180039,0.890601508,1.008861521,10.603085114999999,1.008861521,22.55390001,4.890858557,42.050757636,0.410457485,0.820916369,12.225038254,12.500283449,6.435670456,15.000858613000002,5.510382548,3.0822657920000003,2.9748536899999998,0.820916369,0.410457485,0.0,1.419319006,4.91203166,0.410457485,0.890601508,13.732298479,0.0,0.820916369,5.335924595,6.258464441999999,17.137197610999998,1.711517877,0.410457485,9.990197381,2.671808307,1.64180039,0.0,0.410457485,2.79011134,1.965992169,6.234358059,0.820916369,38.59634199599999,0.410457485,24.776524380999998,7.935364248999999,75.83551774,7.4445319770000005,1.008861521,1.781249819,1.965992169,8.208947562,1.008861521,1.711517877,12.207216755000001,4.654450504,0.890601508,0.410457485,2.4281153570000003,4.342422645,13.247057124000001,0.0,1.419319006,2.602166188,0.0,44.180064203,0.0,0.0,0.0,1.965992169,11.711238718,9.698666836000001,39.003035357,1.301058993,5.319334604,1.301058993,33.414852862000004,0.0,0.0,2.786908538,1.781249819,7.256544508,19.917282102999998,1.008861521,0.0,1.301058993,0.195951021,0.036788419999999995,0.035236144999999996,0.031781479,0.010425737,0.0024699490000000004,0.0,0.0,0.014445687,0.0,0.201139027,0.0,0.251370752,0.0,0.048409627,0.016809277,0.69381424,0.009242893,0.015160772999999999,0.028221292,2.0,2.0,"[[0, 2], [3, 4]]"
45x45,0.0,0.0,5.729876405000001,6.777924492,2.056961717,6.308384012,0.0,19.971571953,0.0,0.0,5.345198293,4.004621952,5.466468348,1.008861521,0.685660073,1.704767878,13.928706671,0.685660073,0.0,5.485149617,2.26278858,3.9675517000000005,0.0,0.685660073,1.008861521,2.703317945,1.008861521,13.677753291,5.258549011,0.0,1.822195016,1.253927059,57.60612786200001,8.396119471999999,0.0,0.0,0.685660073,11.398297621000001,3.564092587,0.685660073,0.0,0.685660073,4.976348051,1.694521594,1.253927059,0.0,4.721013979,17.346907516999998,9.037006194,34.341848358,0.0,1.253927059,1.577128507,10.057647296999999,1.008861521,25.530196009999997,2.703317945,17.836728161,0.0,0.0,2.017657872,7.198118612,4.542200777,6.9223268000000004,2.5859248580000003,1.253927059,1.577128507,0.0,0.0,0.0,1.008861521,6.024462213,0.685660073,1.371264502,17.436830932,0.0,0.0,6.669104792,14.066511704,8.756343289999998,0.0,0.0,1.98696408,0.0,1.136534943,0.0,3.07603238,1.008861521,0.685660073,1.822195016,1.371264502,25.328347907999998,0.0,14.64767547,18.44424733,65.5982411,6.9223268000000004,2.380126023,0.0,4.663489377,0.0,1.694521594,2.390427951,0.685660073,0.0,0.685660073,1.253927059,27.126492145,0.0,9.775837595,0.0,1.694521594,12.322846596000002,1.371264502,28.652213177,0.568266986,0.0,0.0,0.685660073,9.676974749,13.704091779,27.58627878,0.568266986,0.0,9.481606951,13.926825337,0.0,1.253927059,1.136534943,0.685660073,10.929123206,20.729685299,2.380126023,0.0,0.0,0.043953261,0.028191646,0.056926524,0.05745903000000001,0.0,0.0,0.019721556,0.0,0.014445687,0.0,0.157893757,0.0,0.236260519,0.0,0.024693544,0.016809277,1.079647045,0.01458795,0.033508685,0.018258397,2.0,2.0,"[[0, 3], [0, 1]]"
46x46,0.0,0.0,5.044216332,4.035353906,1.092184595,7.400568607,1.092184595,8.722399718,0.0,0.0,6.158277954,5.096806547,7.778217305,1.008861521,0.0,1.704767878,11.034480681,0.0,0.0,0.0,1.577128507,3.2818916270000003,0.0,0.0,1.008861521,2.017657872,1.008861521,18.453097071000002,5.665073533,0.0,1.136534943,0.568266986,69.650906142,8.396119471999999,0.0,0.0,0.0,14.395743793000001,3.564092587,0.0,0.0,0.0,11.935986618000001,1.008861521,0.568266986,0.0,4.035353906,7.061948137,12.034452366,16.922113253,0.0,0.568266986,1.577128507,10.057647296999999,1.008861521,39.80946015,2.017657872,13.850232859,0.0,0.0,4.202002035,10.602160748,5.634385372,7.735406461,2.5859248580000003,0.568266986,1.577128507,1.092184595,0.0,0.0,1.008861521,3.2818916270000003,1.092184595,0.0,14.008602664,0.0,0.0,4.739575229,16.250855867,14.623866095,1.092184595,1.092184595,1.98696408,0.0,1.136534943,0.0,2.796952473,2.101046116,0.0,1.136534943,0.0,18.320002003,0.0,21.454453473999997,10.192293023000001,107.54181331,7.735406461,1.008861521,3.276613475,7.254442779,0.0,1.008861521,1.704767878,1.092184595,1.092184595,0.0,0.568266986,26.440832072,0.0,7.567301453000001,0.0,3.193205684,5.593850794,0.0,29.592695583,0.568266986,0.0,0.0,1.092184595,11.175658839,20.510869783,35.44072797,0.568266986,1.092184595,1.660451581,8.290098847,0.0,1.660451581,2.228719538,3.276613475,10.091862955,35.44072797,1.008861521,0.0,3.276613475,0.043953261,0.050298155,0.056926524,0.044861354000000006,0.0,0.008277092,0.0,0.0,0.014445687,0.0,0.12924525,0.0,0.353910636,0.0,0.003467705,0.016809277,0.9965383689999999,0.01458795,0.033508685,0.018258397,2.0,2.0,"[[0, 3], [0, 2]]"
47x47,0.410457485,0.0,5.454673817000001,6.498094833,0.820916369,6.7188414970000006,7.388223625,12.145145067000001,1.231361832,0.410457485,7.668008528,6.4673628789999995,4.640868463,1.008861521,0.0,4.98837863,16.787845658000002,0.410457485,1.231361832,2.462740927,5.6815908,3.6923491120000005,0.410457485,0.410457485,1.419319006,4.069907152,1.419319006,16.275703970000002,5.393805307,0.410457485,3.188784223,3.8518777379999998,53.719002802000006,10.037919861999999,0.0,0.0,0.410457485,11.258394951,3.564092587,0.410457485,0.0,0.410457485,5.52204981,1.008861521,0.568266986,0.0,4.445811391,11.166410429999999,9.717990971999999,16.650845027,1.64180039,0.568266986,1.577128507,11.699447687,1.008861521,25.22666857,4.890858557,19.464416282,0.410457485,0.820916369,2.4281153570000003,8.835231632,7.415401462,12.939285923,3.406841227,0.978724471,1.577128507,0.820916369,0.410457485,0.0,1.419319006,4.513253459,0.410457485,0.0,14.008602664,0.0,0.820916369,7.891155661,17.350122456,10.533424144,0.820916369,0.410457485,10.195911642,0.0,2.7783353330000002,0.0,2.115225363,1.008861521,0.0,1.136534943,0.820916369,25.304985998,0.410457485,19.563780196,6.78353845,67.60010822,8.424262983,1.008861521,0.0,3.977829304,8.208947562,1.008861521,2.525684247,0.410457485,2.873200685,0.0,0.978724471,26.851289556999998,0.410457485,8.395150271,0.0,1.419319006,4.230423,0.0,43.282980079,0.568266986,0.0,0.0,0.0,9.812231045,12.463418738000001,21.121503609,0.978724471,2.462740927,0.978724471,24.714898862,0.0,0.568266986,1.9574513119999999,0.0,10.509324217,18.658877402999998,1.008861521,0.0,0.410457485,0.225046001,0.02397581,0.056926524,0.033267924000000004,0.0,0.000398381,0.0,0.0,0.014445687,0.0,0.12924525,0.0,0.251370752,0.0,0.0,0.016809277,0.9147444379999999,0.01458795,0.033508685,0.018258397,2.0,2.0,"[[0, 3], [0, 3]]"
48x48,0.0,0.0,14.873506732,6.001346075,0.0,8.274376181000001,0.0,11.562180283,0.0,0.0,3.973933791,4.004621952,3.409506631,1.008861521,1.965992169,1.704767878,11.689832366000001,0.0,0.0,0.0,3.543120676,3.2818916270000003,0.0,0.0,1.008861521,3.9836500409999998,1.008861521,12.992093218,4.572888938,0.0,1.136534943,0.568266986,61.131745962000004,10.362111640999998,0.0,0.0,0.0,10.027033119,3.564092587,0.0,0.0,0.0,6.256680147,1.008861521,0.568266986,1.965992169,6.001346075,10.993913296999999,7.665741692,15.829928658,0.0,0.568266986,1.577128507,10.057647296999999,1.008861521,22.331349359999997,2.017657872,11.665888696,0.0,0.0,2.017657872,11.039106227,4.542200777,9.483027458,2.5859248580000003,0.568266986,3.543120676,0.0,0.0,0.0,1.008861521,3.2818916270000003,0.0,0.0,19.906551995999997,0.0,0.0,2.555231066,16.032503873,12.002648377,0.0,0.0,1.98696408,0.0,1.136534943,0.0,1.704767878,1.008861521,1.965992169,1.136534943,0.0,20.941337859999997,0.0,14.465766903999999,6.697281339,90.07130269999999,5.551062298000001,1.008861521,0.0,5.943821473,0.0,1.008861521,1.704767878,11.79675927,0.0,0.0,0.568266986,26.440832072,3.93196516,4.290687978,0.0,1.008861521,3.409506631,0.0,27.189977078000002,0.568266986,0.0,0.0,1.965992169,16.855115732999998,9.590218053000001,41.995048159999996,0.568266986,1.965992169,0.568266986,5.013485372,0.0,0.568266986,3.1025271119999998,0.0,6.81524948,26.26252262,1.008861521,0.0,0.0,0.058811542,0.023275556,0.078307348,0.036588226,0.010425737,0.002071568,0.0,0.0,0.014445687,0.0,0.133930439,0.0,0.0,0.0,0.0,0.016809277,0.9407956439999999,0.023830843,0.042067664000000005,0.019941182,2.0,2.0,"[[0, 3], [0, 4]]"
49x49,0.0,0.0,5.729876405000001,6.777924492,3.149146312,5.127538501,1.092184595,20.495489562,0.0,0.0,7.529542456,5.096806547,6.425672391,1.008861521,0.685660073,0.0,15.500552268,0.685660073,0.0,5.485149617,1.694521594,1.694521594,0.0,0.685660073,1.008861521,2.703317945,1.008861521,19.138757144,5.78246662,0.0,0.685660073,0.685660073,72.05424546200001,1.008861521,0.0,0.0,0.685660073,15.767008295,2.995825601,0.685660073,0.0,0.685660073,10.348616585,1.694521594,0.685660073,0.0,4.721013979,17.346907516999998,11.70094899,33.729265075,0.0,0.685660073,1.008861521,10.057647296999999,1.008861521,40.33553824,2.703317945,19.452805337999997,0.0,0.0,4.202002035,11.522587522,5.066118385999999,8.538403977,2.017657872,0.685660073,1.008861521,1.092184595,0.0,0.0,1.008861521,3.751432107,1.777844668,1.371264502,9.481327596,0.0,0.0,8.285181969,15.114320924000001,15.309526167999998,1.092184595,1.092184595,1.98696408,0.0,0.0,0.0,2.463449097,2.101046116,0.685660073,0.685660073,1.371264502,24.627132079000003,0.0,25.000060214,22.200483305,91.30416122999999,8.538403977,2.380126023,3.276613475,3.9622735479999998,0.0,1.694521594,0.685660073,1.777844668,1.092184595,0.685660073,0.685660073,14.624433185,0.0,10.779420964,0.0,3.878865757,11.097684128000001,1.371264502,31.884388908,0.0,0.0,0.0,1.777844668,7.883489608,20.078741788,38.02288883,0.0,1.092184595,10.005524560000001,17.203438812,0.0,1.777844668,1.092184595,3.9622735479999998,11.364420992,31.166295349000002,2.380126023,0.0,3.276613475,0.036401422,0.055214245,0.03650432,0.041798084,0.0,0.008277092,0.019721556,0.0,0.014445687,0.0,0.13356822000000002,0.0,0.590171155,0.0,0.028161249000000003,0.016809277,0.934793792,0.01458795,0.023246726000000002,0.018258397,2.0,2.0,"[[0, 3], [1, 2]]"
50x50,0.410457485,0.0,6.140333890000001,9.240665419,2.877878086,4.445811391,7.388223625,23.918234911,1.231361832,0.410457485,9.03927303,6.4673628789999995,3.2883235490000002,1.008861521,0.685660073,3.283610752,21.253917245,1.096117558,1.231361832,7.947890544,5.798983887,2.104979079,0.410457485,1.096117558,1.419319006,4.755567225,1.419319006,16.961364043,5.511198394,0.410457485,2.737909353,3.9692708249999997,56.122342122000006,2.6506619110000003,0.0,0.0,1.096117558,12.629659453,2.995825601,1.096117558,0.0,1.096117558,3.9346797770000004,1.694521594,0.685660073,0.0,5.1314714640000005,21.45136981,9.384487596,33.457996849000004,1.64180039,0.685660073,1.008861521,11.699447687,1.008861521,25.75274666,5.576518630000001,25.066988760999998,0.410457485,0.820916369,2.4281153570000003,9.755658406,6.847134476,13.742283439000001,2.838574241,1.096117558,1.008861521,0.820916369,0.410457485,0.0,1.419319006,4.982793939,1.096117558,1.371264502,9.481327596,0.0,0.820916369,11.436762401,16.213587513,11.219084216999999,0.820916369,0.410457485,10.195911642,0.0,1.64180039,0.0,1.781721987,1.008861521,0.685660073,0.685660073,2.192180871,31.612116074,0.410457485,23.109386936,18.791728731999996,51.36245614,9.227260499,2.380126023,0.0,0.685660073,8.208947562,1.694521594,1.506576442,1.096117558,2.873200685,0.685660073,1.096117558,15.03489067,0.410457485,11.607269782,0.0,2.104979079,9.734256334000001,1.371264502,45.574673403999995,0.0,0.0,0.0,0.685660073,6.520061814,12.031290743,23.703664469,0.410457485,2.462740927,9.32379745,33.628238827000004,0.0,0.685660073,0.820916369,0.685660073,11.781882254,14.384444782,2.380126023,0.0,0.410457485,0.217494162,0.0288919,0.03650432,0.030204654,0.0,0.000398381,0.019721556,0.0,0.014445687,0.0,0.13356822000000002,0.0,0.487631271,0.0,0.024693544,0.016809277,0.852999861,0.01458795,0.023246726000000002,0.018258397,2.0,2.0,"[[0, 3], [1, 3]]"
51x51,0.0,0.0,15.559166805,8.743916661,2.056961717,6.001346075,0.0,23.335270127,0.0,0.0,5.345198293,4.004621952,2.056961717,1.008861521,2.651652242,0.0,16.155903953,0.685660073,0.0,5.485149617,3.660513763,1.694521594,0.0,0.685660073,1.008861521,4.669310114,1.008861521,13.677753291,4.690282025,0.0,0.685660073,0.685660073,63.535085282000004,2.9748536899999998,0.0,0.0,0.685660073,11.398297621000001,2.995825601,0.685660073,0.0,0.685660073,4.669310114,1.694521594,0.685660073,1.965992169,6.687006148,21.278872677,7.332238316,32.63708048,0.0,0.685660073,1.008861521,10.057647296999999,1.008861521,22.85742745,2.703317945,17.268461175,0.0,0.0,2.017657872,11.959533001,3.973933791,10.286024974,2.017657872,0.685660073,2.9748536899999998,0.0,0.0,0.0,1.008861521,3.751432107,0.685660073,1.371264502,15.379276928,0.0,0.0,6.1008378059999995,14.89596893,12.688308449999997,0.0,0.0,1.98696408,0.0,0.0,0.0,1.371264502,1.008861521,2.651652242,0.685660073,1.371264502,27.248467936,0.0,18.011373644,18.705471620999997,73.83365062,6.354059814,2.380126023,0.0,2.651652242,0.0,1.694521594,0.685660073,12.482419343,0.0,0.685660073,0.685660073,14.624433185,3.93196516,7.502807489,0.0,1.694521594,8.913339965,1.371264502,29.481670403,0.0,0.0,0.0,2.651652242,13.562946501999999,9.158090057999999,44.57720902,0.0,1.965992169,8.913339965,13.926825337,0.0,0.685660073,1.965992169,0.685660073,8.087807517,21.988089999,2.380126023,0.0,0.0,0.051259703000000004,0.028191646,0.057885144,0.033524956,0.010425737,0.002071568,0.019721556,0.0,0.014445687,0.0,0.13825340900000002,0.0,0.236260519,0.0,0.024693544,0.016809277,0.879051067,0.023830843,0.031805705000000004,0.019941182,2.0,2.0,"[[0, 3], [1, 4]]"
52x52,0.410457485,0.0,5.454673817000001,6.498094833,1.9131009639999998,5.537995986,8.480408220000001,12.669062676000001,1.231361832,0.410457485,9.852352691,7.559547474,5.600072506,1.008861521,0.0,3.283610752,18.359691255,0.410457485,1.231361832,2.462740927,5.113323814,1.419319006,0.410457485,0.410457485,1.419319006,4.069907152,1.419319006,21.736707823000003,5.917722916,0.410457485,2.05224928,3.283610752,68.167120402,2.6506619110000003,0.0,0.0,0.410457485,15.627105625,2.995825601,0.410457485,0.0,0.410457485,10.894318344,1.008861521,0.0,0.0,4.445811391,11.166410429999999,12.381933768,16.038261744,1.64180039,0.0,1.008861521,11.699447687,1.008861521,40.0320108,4.890858557,21.080493459,0.410457485,0.820916369,4.61245952,13.159700542,7.939319071,14.555363100000001,2.838574241,0.410457485,1.008861521,1.9131009639999998,0.410457485,0.0,1.419319006,2.240223353,1.50264208,0.0,6.053099328,0.0,0.820916369,9.507232838,18.397931676000002,17.086607022,1.9131009639999998,1.50264208,10.195911642,0.0,1.64180039,0.0,1.50264208,2.101046116,0.0,0.0,0.820916369,24.603770169,0.410457485,29.91616494,10.539774425,93.30602834999999,10.040340160000001,1.008861521,3.276613475,3.276613475,8.208947562,1.008861521,0.820916369,1.50264208,3.96538528,0.0,0.410457485,14.349230597,0.410457485,9.39873364,0.0,3.603663169,3.005260532,0.0,46.515155809999996,0.0,0.0,0.0,1.092184595,8.018745904000001,18.838068747,31.558113659,0.410457485,3.554925522,1.50264208,27.991512337,0.0,1.092184595,1.9131009639999998,3.276613475,10.944622003,29.095487453,1.008861521,0.0,3.68707096,0.217494162,0.050998408999999995,0.03650432,0.017606978000000002,0.0,0.008675473,0.0,0.0,0.014445687,0.0,0.10491971300000001,0.0,0.605281388,0.0,0.003467705,0.016809277,0.769891185,0.01458795,0.023246726000000002,0.018258397,2.0,2.0,"[[0, 3], [2, 3]]"
53x53,0.0,0.0,14.873506732,6.001346075,1.092184595,7.09353067,1.092184595,12.086097892000002,0.0,0.0,6.158277954,5.096806547,4.368710674,1.008861521,1.965992169,0.0,13.261677963,0.0,0.0,0.0,2.9748536899999998,1.008861521,0.0,0.0,1.008861521,3.9836500409999998,1.008861521,18.453097071000002,5.096806547,0.0,0.0,0.0,75.579863562,2.9748536899999998,0.0,0.0,0.0,14.395743793000001,2.995825601,0.0,0.0,0.0,11.628948681,1.008861521,0.0,1.965992169,6.001346075,10.993913296999999,10.329684488,15.217345375,0.0,0.0,1.008861521,10.057647296999999,1.008861521,37.13669159,2.017657872,13.281965873,0.0,0.0,4.202002035,15.363575137,5.066118385999999,11.099104635,2.017657872,0.0,2.9748536899999998,1.092184595,0.0,0.0,1.008861521,1.008861521,1.092184595,0.0,11.95104866,0.0,0.0,4.171308243,17.080313093,18.555831255,1.092184595,1.092184595,1.98696408,0.0,0.0,0.0,1.092184595,2.101046116,1.965992169,0.0,0.0,20.240122031,0.0,24.818151648,10.453517313999999,115.77722283,7.167139475000001,1.008861521,3.276613475,5.242605644,0.0,1.008861521,0.0,12.888943865000002,1.092184595,0.0,0.0,13.938773112,3.93196516,5.2942713470000005,0.0,3.193205684,2.184344163,0.0,30.422152809,0.0,0.0,0.0,3.0581767639999997,15.061630592,15.964868062,52.43165821,0.0,3.0581767639999997,1.092184595,8.290098847,0.0,1.092184595,3.0581767639999997,3.276613475,7.250547266,36.69913267,1.008861521,0.0,3.276613475,0.051259703000000004,0.050298155,0.057885144,0.020927280000000003,0.010425737,0.010348659999999999,0.0,0.0,0.014445687,0.0,0.10960490200000002,0.0,0.353910636,0.0,0.003467705,0.016809277,0.795942391,0.023830843,0.031805705000000004,0.019941182,2.0,2.0,"[[0, 3], [2, 4]]"
54x54,0.410457485,0.0,15.283964217000001,8.464087002,0.820916369,6.41180356,7.388223625,15.508843241000001,1.231361832,0.410457485,7.668008528,6.4673628789999995,1.231361832,1.008861521,1.965992169,3.283610752,19.01504294,0.410457485,1.231361832,2.462740927,7.079315983,1.419319006,0.410457485,0.410457485,1.419319006,6.035899321,1.419319006,16.275703970000002,4.825538321,0.410457485,2.05224928,3.283610752,59.647960222,4.61665408,0.0,0.0,0.410457485,11.258394951,2.995825601,0.410457485,0.0,0.410457485,5.215011873,1.008861521,0.0,1.965992169,6.41180356,15.09837559,8.013223094,14.946077149,1.64180039,0.0,1.008861521,11.699447687,1.008861521,22.55390001,4.890858557,18.896149296,0.410457485,0.820916369,2.4281153570000003,13.596646021,6.847134476,16.302984097,2.838574241,0.410457485,2.9748536899999998,0.820916369,0.410457485,0.0,1.419319006,2.240223353,0.410457485,0.0,11.95104866,0.0,0.820916369,7.322888675,18.179579682,14.465389303999999,0.820916369,0.410457485,10.195911642,0.0,1.64180039,0.0,0.410457485,1.008861521,1.965992169,0.0,0.820916369,27.225106026,0.410457485,22.92747837,7.0447627409999996,75.83551774,7.855995997000001,1.008861521,0.0,1.965992169,8.208947562,1.008861521,0.820916369,12.207216755000001,2.873200685,0.0,0.410457485,14.349230597,4.342422645,6.122120165,0.0,1.419319006,0.820916369,0.0,44.112437305,0.0,0.0,0.0,1.965992169,13.698202798,7.917417017,38.112433849,0.410457485,4.428733096,0.410457485,24.714898862,0.0,0.0,2.786908538,0.0,7.668008528,19.917282102999998,1.008861521,0.0,0.410457485,0.232352443,0.02397581,0.057885144,0.009333850000000001,0.010425737,0.0024699490000000004,0.0,0.0,0.014445687,0.0,0.10960490200000002,0.0,0.251370752,0.0,0.0,0.016809277,0.71414846,0.023830843,0.031805705000000004,0.019941182,2.0,2.0,"[[0, 3], [3, 4]]"
55x55,0.0,0.0,13.202150546,6.777924492,2.056961717,24.455351502000003,0.0,21.039045682999998,0.53373384,0.0,2.972442069,2.017657872,7.067645915,1.008861521,1.219393913,2.238501718,16.063652206,0.685660073,0.0,5.485149617,4.931469998,3.9675517000000005,0.0,0.685660073,2.0763352509999997,3.2370517850000002,1.008861521,8.398557822999999,3.2715849310000005,0.0,2.3559288560000002,1.787660899,60.18475042600001,15.868393612999999,0.0,0.0,1.7531338029999999,11.69423502,1.577128507,0.685660073,0.53373384,0.685660073,7.645029469,1.694521594,1.787660899,0.53373384,4.721013979,28.556467137000002,5.744713797999999,46.618849728,0.0,1.253927059,1.577128507,8.070683217,1.542595361,26.06392985,2.703317945,21.572818742000003,0.0,1.601177567,2.551391712,9.481025722,3.2369484039999996,3.482126849,2.5859248580000003,1.253927059,1.577128507,0.0,0.0,0.53373384,1.008861521,6.558196053,1.219393913,1.371264502,48.923112192,0.0,0.0,5.215874552,2.679130304,10.891288824999998,0.0,0.0,2.134945535,0.0,1.670268783,0.0,4.14350611,6.879862335,1.219393913,1.822195016,1.904998342,25.476329362999998,0.53373384,12.037036325999999,21.646575843,66.13197493999999,2.948393009,3.4475997529999995,0.53373384,7.86581789,0.0,1.694521594,2.390427951,0.685660073,1.601177567,0.685660073,1.253927059,15.205376905,0.53373384,11.91078313,0.0,1.694521594,13.390320326000001,1.371264502,20.704336291000004,0.568266986,0.0,0.0,0.685660073,10.358692087,15.839037314,30.254960198,0.568266986,2.134945535,10.015340791,14.608542675,1.06747373,1.253927059,2.2040086729999997,2.28683764,9.623870833,20.729685299,2.380126023,8.005959716,10.67347076,0.007551839,0.04856075,0.050136445,0.071044627,0.0,0.0,0.019721556,0.0,0.014445687,0.0,0.150515669,0.0,0.236260519,0.0,0.024693544,0.016809277,1.049017523,0.004664369,0.037944059,0.018258397,2.0,2.0,"[[0, 4], [0, 1]]"
56x56,0.0,0.0,12.516490473000001,4.035353906,1.092184595,25.547536097000002,1.092184595,9.789873447999998,0.53373384,0.0,3.78552173,3.109842467,9.379394871999999,1.008861521,0.53373384,2.238501718,13.169426216,0.0,0.0,0.0,4.245809925,3.2818916270000003,0.0,0.0,2.0763352509999997,2.551391712,1.008861521,13.173901603000001,3.6781094530000003,0.0,1.670268783,1.102000826,72.229528706,15.868393612999999,0.0,0.0,1.06747373,14.691681192,1.577128507,0.0,0.53373384,0.0,14.604668036,1.008861521,1.102000826,0.53373384,4.035353906,18.271507757000002,8.74215997,29.199114623,0.0,0.568266986,1.577128507,8.070683217,1.542595361,40.34319399,2.017657872,17.58632344,0.0,1.601177567,4.735735875,12.885067858,4.329132999,4.29520651,2.5859248580000003,0.568266986,1.577128507,1.092184595,0.0,0.53373384,1.008861521,3.8156254670000003,1.625918435,0.0,45.494883924,0.0,0.0,3.286344989,4.863474467,16.75881163,1.092184595,1.092184595,2.134945535,0.0,1.670268783,0.0,3.864426203,7.97204693,0.53373384,1.136534943,0.53373384,18.467983458,0.53373384,18.84381433,13.394621535999999,108.07554714999999,3.76147267,2.0763352509999997,3.810347315,10.456771291999999,0.0,1.008861521,1.704767878,1.092184595,2.6933621619999997,0.0,0.568266986,14.519716832,0.53373384,9.702246988,0.0,3.193205684,6.661324523999999,0.0,21.644818697,0.568266986,0.0,0.0,1.092184595,11.857376177,22.645815318,38.109409388,0.568266986,3.22713013,2.1941854210000002,8.971816185,1.06747373,1.660451581,3.2961932679999997,4.877791042,8.786610582,35.44072797,1.008861521,8.005959716,13.950084235,0.007551839,0.07066725900000001,0.050136445,0.058446951000000004,0.0,0.008277092,0.0,0.0,0.014445687,0.0,0.121867162,0.0,0.353910636,0.0,0.003467705,0.016809277,0.965908847,0.004664369,0.037944059,0.018258397,2.0,2.0,"[[0, 4], [0, 2]]"
