coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Astrocyte,Ependymal,Astrocytecells
40x40,0.274911387,0.41237493,36.819912959,8.679942348,2.0884284600000003,123.75096847,2.0884284600000003,0.824735831,2.55410292,0.41237493,9.480071836,0.9888106779999999,6.015043696,0.137454413,4.443526454,0.41237493,5.57812171,4.64251939,18.489499325,1.676092096,68.98536321,15.306259049999998,1.2637311949999999,0.274911387,0.5498155,2.414596697,1.2637311949999999,0.687252188,6.868385356000001,0.137454413,2.2525289319999997,0.137454413,16.446784486,18.413938663,1.727344509,0.137454413,15.562851275,4.64251939,0.41237493,1.401171765,0.274911387,6.127840274,3.977951911,0.41237493,0.274911387,5.930923491,1.9674367449999999,1.4176389699999998,3.007529066,4.203578982,0.851356265,0.274911387,0.0,6.593504208000001,2.913178693,0.137454413,0.41237493,4.478457298,3.378838751,2.363358376,2.131540822,18.367175963999998,12.528611612999999,4.589225316,0.0,2.55410292,1.2637311949999999,2.115088362,2.5787007739999996,0.274911387,11.156058635,5.877627077,0.41237493,0.687252188,166.04180977,0.0,2.2525289319999997,8.105534713,2.406452209,2.5787007739999996,0.0,5.356399009,5.414005191999999,0.0,1.401171765,2.115088362,4.392243161,0.5498155,1.280184557,0.41237493,0.9888106779999999,0.96218522,2.9828979889999996,7.200851122,1.830000057,1.727344509,1.401171765,7.830612201000001,0.5498155,12.021945495999999,0.137454413,0.9888106779999999,2.38996562,1.8647989219999999,5.853029223,0.0,0.0,0.0,0.0,6.755608903000001,0.41237493,0.274911387,1.099616611,0.5498155,0.41237493,0.137454413,0.137454413,3.532713489,1.099616611,16.038735574,21.342652091,14.994644790999999,0.0,1.2637311949999999,0.0,6.232408315,1.676092096,0.0,2.002255896,5.629321358,10.409328621,6.755608903000001,0.9888106779999999,2.829014307,32.863448344000005,0.0,0.247717436,0.040473477,0.130389354,0.0,0.246585634,0.0,2.395879401,0.0,0.0,0.065374223,0.0,2.663873583,0.0,0.16237716400000002,0.001605037,0.561072531,0.0,0.047737616000000004,0.0,2.0,2.0,"[1, 3]"
41x41,0.274911387,0.41237493,36.896303534,8.832714684,3.092557963,122.62950453,4.020365397,1.752482671,0.0,1.3401217699999999,14.501085597,0.137454413,6.942790536,0.137454413,3.592170189,0.41237493,6.735093592,3.092557963,14.84457259,0.824735831,71.57122577,11.900811854999999,0.41237493,1.202658227,0.5498155,2.414596697,1.3401217699999999,0.687252188,2.611602958,0.137454413,0.5498155,1.065201253,15.595428220999999,17.562582398,1.727344509,0.137454413,15.017143679,2.164819035,1.3401217699999999,0.5498155,0.274911387,7.208420044,3.977951911,0.41237493,0.274911387,3.3768205709999997,3.822922513,2.34538581,3.007529066,1.649476062,0.0,2.1303971550000003,0.0,3.2644686499999995,2.061822428,0.137454413,0.41237493,2.852101218,1.752482671,1.512002111,1.280184557,19.05469023,13.609191382999999,2.886511884,0.0,0.92774684,0.41237493,1.3401217699999999,2.655091349,0.274911387,13.469996691,10.592862309000001,0.41237493,0.687252188,157.9335888,0.0,0.5498155,7.559827117,1.5550959439999998,1.727344509,0.92774684,2.0273634510000003,7.422366562000001,0.92774684,1.47756234,0.41237493,8.256121226,1.47756234,1.280184557,2.2678606980000002,0.137454413,0.96218522,1.280184557,7.277241697000001,2.7577468969999996,1.727344509,0.5498155,10.068111268000001,0.5498155,13.102525265999999,0.137454413,0.137454413,2.542737956,1.8647989219999999,5.154412071,0.0,0.0,0.0,0.0,5.129252823000001,0.41237493,0.274911387,2.0273634510000003,1.47756234,0.41237493,0.137454413,0.137454413,1.830000057,2.0273634510000003,19.432548947,17.54351102,14.219678198999999,0.0,0.41237493,0.0,3.75470796,0.824735831,0.0,2.002255896,6.709901128,6.228921152000001,8.840348946,0.137454413,0.274911387,33.474660092,0.0,0.27925161600000004,0.074665063,0.133746797,0.0,0.26813782399999997,0.0,2.5594070359999996,0.0,0.0,0.037538933,0.0,2.66879563,0.0,0.136048985,0.0,0.561072531,0.023021592,0.09220299600000001,0.0,2.0,2.0,"[1, 4]"
42x42,0.38640463,0.38640463,34.706202124,10.809044637,1.237760895,132.74442656000002,1.237760895,9.273064148,2.55410292,0.772801049,9.666516296000001,0.851356265,6.015043696,0.38640463,5.85167109,0.38640463,6.03175144,5.337487932,14.158306609,2.010591706,73.55216615,13.140566339,2.010591706,0.38640463,0.38640463,3.2729435579999997,1.624157314,1.932040737,8.507274385,0.38640463,2.089118062,0.0,17.639627007999998,19.547162782,1.727344509,0.0,15.173570733,4.178248244,0.0,1.237760895,0.38640463,5.990385861,4.613298547,0.0,0.0,4.667852058999999,1.666589187,2.052985606,3.393933696,3.713338361,1.237760895,0.772801049,0.0,5.802381447,1.237760895,1.159235441,0.38640463,6.03175144,3.326903969,1.237760895,3.2907762629999997,15.693002497,11.968249114999999,4.0211231000000005,0.0,3.713338361,0.851356265,2.089118062,2.5787007739999996,0.38640463,9.745050021,5.283545407,0.38640463,0.38640463,136.29635088,0.0,1.702713432,6.961627031000001,2.131540822,2.965105404,0.38640463,5.029583447,4.794000941,0.38640463,1.624157314,1.702713432,6.134902574,0.38640463,1.280184557,1.159235441,0.851356265,1.545599049,2.9828979889999996,8.616677214000001,2.052985606,1.727344509,2.396955314,5.802381447,1.159235441,10.543525755,0.772801049,0.851356265,4.0211231000000005,2.113749139,7.190998632,0.772801049,0.0,0.772801049,0.38640463,7.759095949,0.38640463,0.38640463,0.772801049,0.0,0.38640463,0.38640463,0.0,2.9828979889999996,0.772801049,14.12966845,24.062751546,14.26309654,0.0,2.010591706,0.0,12.474596061,1.237760895,0.772801049,1.727344509,5.362098678,8.767539554999999,4.667852058999999,0.851356265,2.55410292,29.167594603,0.0,0.138820013,0.017095657,0.142215527,0.0,0.1516563,0.0,1.6035686120000001,0.0,0.0,0.115054479,0.0,1.6810173439999998,0.0,0.147576631,0.04209525099999999,0.690509502,0.184977216,0.026114322,0.016971307,2.0,2.0,"[2, 3]"
43x43,0.38640463,0.38640463,34.782592699,10.961816973,2.2418903980000002,131.62296262,3.1696978319999998,10.200810987999999,0.0,1.700547889,14.687530057,0.0,6.942790536,0.38640463,5.000314825,0.38640463,7.1887233219999995,3.7875265049999998,10.513379874,1.159235441,76.13802871,9.735119143999999,1.159235441,1.31415147,0.38640463,3.2729435579999997,1.700547889,1.932040737,4.250491987,0.38640463,0.38640463,0.92774684,16.788270742999998,18.695806517,1.727344509,0.0,14.627863137,1.700547889,0.92774684,0.38640463,0.38640463,7.070965631,4.613298547,0.0,0.0,2.113749139,3.522074955,2.980732446,3.393933696,1.159235441,0.38640463,2.628286817,0.0,2.473345889,0.38640463,1.159235441,0.38640463,4.40539536,1.700547889,0.38640463,2.439419998,16.380516763,13.048828884999999,2.318409668,0.0,2.086982281,0.0,1.31415147,2.655091349,0.38640463,12.058988077,9.998780639,0.38640463,0.38640463,128.18812991000001,0.0,0.0,6.415919435,1.280184557,2.113749139,1.31415147,1.700547889,6.8023623109999996,1.31415147,1.700547889,0.0,9.998780639,1.31415147,1.280184557,3.014721209,0.0,1.545599049,1.280184557,8.693067789,2.980732446,1.727344509,1.545599049,8.039880514,1.159235441,11.624105525,0.772801049,0.0,4.1738954360000005,2.113749139,6.492381480000001,0.772801049,0.0,0.772801049,0.38640463,6.132739869,0.38640463,0.38640463,1.700547889,0.92774684,0.38640463,0.38640463,0.0,1.280184557,1.700547889,17.523481823,20.263610475,13.488129948,0.0,1.159235441,0.0,9.996895705999998,0.38640463,0.772801049,1.727344509,6.442678448,4.5871320859999996,6.7525921019999995,0.0,0.0,29.778806351000004,0.0,0.170354193,0.051287243,0.14557297,0.0,0.17320849,0.0,1.767096247,0.0,0.0,0.087219189,0.0,1.6859393909999998,0.0,0.121248452,0.040490214,0.690509502,0.207998808,0.070579702,0.016971307,2.0,2.0,"[2, 4]"
44x44,0.0,0.0,34.861147915,9.573242896,2.706842033,134.85178521,3.634649467,0.92774684,2.55410292,0.92774684,13.534578557,0.851356265,6.942790536,0.0,4.306072041,0.0,6.265177722000001,5.260932963,18.489111465,0.851356265,80.90702694000001,11.59496729,0.851356265,0.92774684,0.0,1.727344509,1.779103105,0.0,4.256782398,0.0,1.702713432,0.92774684,14.934782375,18.001563733,1.727344509,0.0,13.088541789,4.333194035,0.92774684,0.851356265,0.0,8.773679063,3.840497498,0.0,0.0,4.281447429,3.135670325,2.207931397,3.007529066,2.55410292,0.851356265,1.855485768,0.0,5.1845292380000005,0.851356265,0.0,0.0,3.4818497600000002,3.4818497600000002,0.851356265,2.131540822,19.019514862,10.50105033,1.702713432,0.0,3.4818497600000002,0.851356265,2.6304602719999997,3.506447614,0.0,12.530246674,8.145292270999999,0.0,0.0,165.45530680000002,0.0,1.702713432,7.967857200000001,2.131540822,2.5787007739999996,0.92774684,5.1845292380000005,5.413788234,0.92774684,1.779103105,1.702713432,8.996649438,0.92774684,1.280184557,1.855485768,0.851356265,0.0,2.9828979889999996,6.0667755340000005,2.207931397,1.727344509,0.851356265,10.751063863,0.0,11.781219907999999,0.0,0.851356265,3.5581992,1.727344509,4.409588688,0.0,0.0,0.0,0.0,5.209194269,0.0,0.0,0.92774684,0.92774684,0.0,0.0,0.0,2.9828979889999996,0.92774684,20.470290383,23.060491273,12.485998746999998,0.0,0.851356265,0.0,6.060538544,0.851356265,0.0,1.727344509,6.213351143,7.763245658,8.920290392,0.851356265,2.55410292,32.725614911,0.0,0.229889485,0.051287243,0.147452303,0.0,0.238232154,0.0,2.208168781,0.0,0.0,0.066889612,0.0,2.275237871,0.0,0.128784567,0.001605037,0.561072531,0.023021592,0.068203721,0.0,2.0,2.0,"[3, 4]"
45x45,0.274911387,6.7749544760000004,47.912264904,4.416900996,1.237072195,116.5771932,9.458821883999999,17.267693778,0.0,0.41237493,17.947899048,0.137454413,6.243501113000001,0.137454413,3.592170189,2.271545073,6.742367127,1.237072195,7.422480225,19.911038381,36.187360566,16.983206844,0.41237493,0.274911387,1.479427539,2.414596697,0.41237493,2.546422331,3.541214997,0.137454413,0.5498155,1.067066452,14.527224710999999,29.343066084999997,1.727344509,0.137454413,12.547963834,4.025857532,0.41237493,0.5498155,0.274911387,1.8647989219999999,0.137454413,1.341986969,1.204523426,4.30643261,0.687252188,0.137454413,5.445692846,3.508646205,0.929612039,0.274911387,0.0,2.33672181,2.9914344670000004,0.137454413,0.41237493,3.7835245210000004,13.549345441,1.512002111,1.859170143,12.213540979000001,10.124740404,6.604860221,0.0,0.929612039,0.41237493,0.41237493,1.727344509,0.274911387,18.772513936,6.885440955,0.41237493,0.687252188,220.73637163,0.0,0.5498155,10.211331861,0.274911387,2.656956548,0.0,1.099616611,3.71129176,0.0,0.5498155,0.41237493,2.6895297289999998,1.479427539,0.0,0.41237493,0.137454413,1.891797259,0.0,7.507515274,0.5498155,1.727344509,0.5498155,22.660132352999998,2.4089856430000003,27.715812091999997,1.067066452,0.137454413,0.687252188,2.794410961,5.158096446,6.362579546,0.0,0.0,8.221749689,12.423255672000002,0.41237493,0.274911387,2.958786754,1.479427539,0.41237493,0.137454413,0.137454413,0.5498155,2.0292286500000003,12.016640294000002,7.4352669670000004,27.198828625999997,0.0,0.41237493,0.0,3.756573159,0.824735831,0.0,2.931867935,6.715393263,12.593365897,4.2015059830000006,0.137454413,0.274911387,36.239677394,0.0,0.293800084,0.043046697,0.1075642,0.0,0.283094101,0.0,3.0015869,0.0,0.0,0.046581991,0.0,2.919167519,0.0,0.157036091,0.0,0.535980313,0.00021435,0.07159639400000001,0.0,2.0,2.0,"[0, 1]"
46x46,0.38640463,6.7489841760000004,45.798554069,6.546003284999999,0.38640463,125.57065129,8.608154318999999,25.716022095,0.0,0.772801049,18.134343508,0.0,6.243501113000001,0.38640463,5.000314825,2.245574773,7.195996857,1.932040737,3.091287509,20.245537991,40.754163506,14.817514133,1.159235441,0.38640463,1.3160166690000001,3.2729435579999997,0.772801049,3.79121088,5.180104026,0.38640463,0.38640463,0.929612039,15.720067233,30.476290203999998,1.727344509,0.0,12.158683292,3.561586386,0.0,0.38640463,0.38640463,1.727344509,0.772801049,0.929612039,0.929612039,3.043361178,0.38640463,0.772801049,5.832097476,3.018405584,1.3160166690000001,0.772801049,0.0,1.545599049,1.3160166690000001,1.159235441,0.38640463,5.336818663,13.497410659,0.38640463,3.018405584,9.539367512,9.564377906,6.036758005,0.0,2.08884748,0.0,0.38640463,1.727344509,0.38640463,17.361505322,6.291359285,0.38640463,0.38640463,190.99091274,0.0,0.0,9.067424179,0.0,3.043361178,0.38640463,0.772801049,3.091287509,0.38640463,0.772801049,0.0,4.432189142,1.3160166690000001,0.0,1.159235441,0.0,2.475211088,0.0,8.923341365999999,0.772801049,1.727344509,1.545599049,20.631901599,3.018405584,26.237392350999997,1.7024130880000001,0.0,2.318409668,3.043361178,6.496065855,7.135380595,0.0,0.772801049,8.608154318999999,13.426742718,0.38640463,0.38640463,2.631971192,0.929612039,0.38640463,0.38640463,0.0,0.0,1.7024130880000001,10.10757317,10.155366422,26.467280374999998,0.0,1.159235441,0.0,9.998760905000001,0.38640463,0.772801049,2.656956548,6.448170583,10.951576830999999,2.113749139,0.0,0.0,32.543823653,0.0,0.184902661,0.019668877,0.119390373,0.0,0.18816476699999998,0.0,2.209276111,0.0,0.0,0.096262247,0.0,1.93631128,0.0,0.14223555799999998,0.040490214,0.6654172840000001,0.185191566,0.0499731,0.016971307,2.0,2.0,"[0, 2]"
47x47,0.0,6.362579546,45.877109284999996,5.157429208,0.851356265,128.79947388,9.073105953999999,16.442957947,2.55410292,0.0,16.981392008,0.851356265,6.243501113000001,0.0,4.306072041,1.859170143,6.272451257,3.405447195,11.0670191,19.937658815,45.523161736,16.677362279,0.851356265,0.0,0.929612039,1.727344509,0.851356265,1.859170143,5.186394437000001,0.0,1.702713432,0.929612039,13.866578865,29.782047419999998,1.727344509,0.0,10.619361944000001,6.194232532,0.0,0.851356265,0.0,3.430057941,0.0,0.929612039,0.929612039,5.211059468,0.0,0.0,5.445692846,4.413273063,1.780968304,0.0,0.0,4.256782398,1.780968304,0.0,0.0,4.413273063,15.27871253,0.851356265,2.7105264079999998,12.178365611,7.016599351,5.421061769,0.0,3.4837149590000003,0.851356265,1.702713432,2.5787007739999996,0.0,17.832763919,4.437870917,0.0,0.0,228.25808963,0.0,1.702713432,10.619361944000001,0.851356265,3.508312813,0.0,4.256782398,1.702713432,0.0,0.851356265,1.702713432,3.430057941,0.929612039,0.0,0.0,0.851356265,0.929612039,1.702713432,6.297049111,0.0,1.727344509,0.851356265,23.343084947999998,1.859170143,26.394506733999997,0.929612039,0.851356265,1.702713432,2.656956548,4.413273063,6.362579546,0.0,0.0,8.221749689,12.503197118000001,0.0,0.0,1.859170143,0.929612039,0.0,0.0,0.0,1.702713432,0.929612039,13.05438173,12.95224722,25.465149173999997,0.0,0.851356265,0.0,6.062403743,0.851356265,0.0,2.656956548,6.218843278,14.127690402999999,4.281447429,0.851356265,2.55410292,35.490632213,0.0,0.24443795299999999,0.019668877,0.121269706,0.0,0.253188431,0.0,2.6503486450000002,0.0,0.0,0.07593267000000001,0.0,2.52560976,0.0,0.149771673,0.001605037,0.535980313,0.00021435,0.047597119,0.0,2.0,2.0,"[0, 3]"
48x48,0.0,6.362579546,45.953499859999994,5.310201544,1.855485768,127.67800994,11.005042890999999,17.370704787,0.0,0.92774684,22.002405769,0.0,7.171247953000001,0.0,3.454715776,1.859170143,7.429423139000001,1.855485768,7.422092365,19.08630255,48.109024296,13.271915084,0.0,0.92774684,0.929612039,1.727344509,0.92774684,1.859170143,0.929612039,0.0,0.0,1.857358879,13.0152226,28.930691154999998,1.727344509,0.0,10.073654348,3.7165321770000004,0.92774684,0.0,0.0,4.510637710999999,0.0,0.929612039,0.929612039,2.656956548,1.855485768,0.92774684,5.445692846,1.859170143,0.929612039,1.855485768,0.0,0.92774684,0.929612039,0.0,0.0,2.7869169830000002,13.65235645,0.0,1.859170143,12.865879877,8.097179121,3.718348337,0.0,1.857358879,0.0,0.92774684,2.655091349,0.0,20.146701975,9.153106149,0.0,0.0,220.14986866,0.0,0.0,10.073654348,0.0,2.656956548,0.92774684,0.92774684,3.711074802,0.92774684,0.92774684,0.0,7.293936006,1.857358879,0.0,1.855485768,0.0,0.929612039,0.0,6.373439686,0.92774684,1.727344509,0.0,25.580584015,1.859170143,27.475086503999997,0.929612039,0.0,1.855485768,2.656956548,3.7146559110000004,6.362579546,0.0,0.0,8.221749689,10.876841038,0.0,0.0,2.7869169830000002,1.857358879,0.0,0.0,0.0,0.0,1.857358879,16.448195103000003,9.153106149,24.690182582,0.0,0.0,0.0,3.5847033880000003,0.0,0.0,2.656956548,7.2994230479999995,9.947282933999999,6.366187472,0.0,0.0,36.101843961,0.0,0.275972133,0.053860463000000004,0.12462714899999999,0.0,0.27474062099999996,0.0,2.8138762799999997,0.0,0.0,0.04809738,0.0,2.530531807,0.0,0.12344349399999999,0.0,0.535980313,0.023235942,0.09206249899999999,0.0,2.0,2.0,"[0, 4]"
49x49,0.6613160170000001,0.79877956,48.685065953,7.508188505,1.623476825,139.78434319,3.482646968,13.816148316,0.0,1.185175979,10.633023336,0.137454413,6.243501113000001,0.5238590430000001,5.137769238,2.657949703,10.220015647,3.169112932,10.513767734,1.9839712720000002,64.21636498,12.166226346999998,1.571610371,0.6613160170000001,1.865832169,3.960195746,1.185175979,4.478463068,7.791706984,0.5238590430000001,0.93622013,1.067066452,17.232069344,18.164055524,1.727344509,0.137454413,11.981488034,4.798658581,0.41237493,0.93622013,0.6613160170000001,1.8647989219999999,0.9102554620000001,1.341986969,1.204523426,4.69283724,1.073656818,0.9102554620000001,5.832097476,4.667881646,1.3160166690000001,1.047712436,0.0,3.882320859,3.3778390970000003,1.296689854,0.79877956,7.261173041,1.59753688,1.898406741,3.018405584,17.236778645,14.375232391,8.923269889,0.0,2.08884748,0.41237493,0.79877956,1.727344509,0.6613160170000001,10.684800038,9.590285588,0.79877956,1.073656818,140.00526594,0.0,0.5498155,6.553596948,0.274911387,3.043361178,0.38640463,1.87241766,6.802579269,0.38640463,1.3226165490000001,0.41237493,5.394374362,1.865832169,0.0,1.571610371,0.137454413,3.4373963080000003,0.0,10.985163794,1.3226165490000001,1.727344509,2.095414549,5.119428852,3.568221084,22.898831594999997,1.839867501,0.137454413,3.005661856,3.180815591,9.794992158,0.772801049,0.0,0.772801049,2.245574773,9.538324646,0.79877956,0.6613160170000001,3.731587803,1.479427539,0.79877956,0.5238590430000001,0.137454413,0.5498155,2.802029699,15.880712351000001,14.004118737,23.541093713,0.0,1.571610371,0.0,11.098377516,1.211140461,0.772801049,2.931867935,8.647434,8.162827088,4.587910613000001,0.137454413,0.274911387,33.741169905,0.0,0.20019866,0.043046697,0.134934752,0.0,0.18156197,0.0,1.9548068669999998,0.0,0.0,0.085933378,0.0,2.074575103,0.0,0.154841049,0.040490214,0.6574788630000001,0.185191566,0.050113597,0.016971307,2.0,2.0,"[1, 2]"
50x50,0.274911387,0.41237493,48.763621169,6.119614428,2.0884284600000003,143.01316578,3.9475986030000003,4.543084168,2.55410292,0.41237493,9.480071836,0.9888106779999999,6.243501113000001,0.137454413,4.443526454,2.271545073,9.296470047,4.64251939,18.489499325,1.676092096,68.98536321,14.026074493,1.2637311949999999,0.274911387,1.479427539,2.414596697,1.2637311949999999,2.546422331,7.797997395,0.137454413,2.2525289319999997,1.067066452,15.378580975999999,17.46981274,1.727344509,0.137454413,10.442166686,7.431304727,0.41237493,1.401171765,0.274911387,3.5675123539999998,0.137454413,1.341986969,1.204523426,6.86053553,0.687252188,0.137454413,5.445692846,6.062749125,1.780968304,0.274911387,0.0,6.593504208000001,3.842790732,0.137454413,0.41237493,6.337627441,3.378838751,2.363358376,2.7105264079999998,19.875776744,11.827453836,8.307573653,0.0,3.4837149590000003,1.2637311949999999,2.115088362,2.5787007739999996,0.274911387,11.156058635,7.73679722,0.41237493,0.687252188,177.27244283,0.0,2.2525289319999997,8.105534713,1.126267652,3.508312813,0.0,5.356399009,5.414005191999999,0.0,1.401171765,2.115088362,4.392243161,1.479427539,0.0,0.41237493,0.9888106779999999,1.891797259,1.702713432,8.358871539,0.5498155,1.727344509,1.401171765,7.830612201000001,2.4089856430000003,23.055945977999997,1.067066452,0.9888106779999999,2.38996562,2.794410961,7.712199366,0.0,0.0,0.0,1.859170143,8.614779046,0.41237493,0.274911387,2.958786754,1.479427539,0.41237493,0.137454413,0.137454413,2.2525289319999997,2.0292286500000003,18.827520911,16.800999535000003,22.538962511999998,0.0,1.2637311949999999,0.0,7.162020354,1.676092096,0.0,2.931867935,8.418106695,11.33894066,6.755608903000001,0.9888106779999999,2.829014307,36.687978465,0.0,0.259733952,0.043046697,0.136814085,0.0,0.246585634,0.0,2.395879401,0.0,0.0,0.065603801,0.0,2.663873583,0.0,0.16237716400000002,0.001605037,0.5280418920000001,0.00021435,0.047737616000000004,0.0,2.0,2.0,"[1, 3]"
51x51,0.274911387,0.41237493,48.840011743999995,6.272386764,3.092557963,141.89170184,5.87953554,5.470831008,0.0,1.3401217699999999,14.501085597,0.137454413,7.171247953000001,0.137454413,3.592170189,2.271545073,10.453441929,3.092557963,14.84457259,0.824735831,71.57122577,10.620627297999999,0.41237493,1.202658227,1.479427539,2.414596697,1.3401217699999999,2.546422331,3.541214997,0.137454413,0.5498155,1.994813292,14.527224710999999,16.618456475,1.727344509,0.137454413,9.89645909,4.953604372,1.3401217699999999,0.5498155,0.274911387,4.648092124,0.137454413,1.341986969,1.204523426,4.30643261,2.542737956,1.065201253,5.445692846,3.508646205,0.929612039,2.1303971550000003,0.0,3.2644686499999995,2.9914344670000004,0.137454413,0.41237493,4.7112713610000005,1.752482671,1.512002111,1.859170143,20.56329101,12.908033606,6.604860221,0.0,1.857358879,0.41237493,1.3401217699999999,2.655091349,0.274911387,13.469996691,12.452032452000001,0.41237493,0.687252188,169.16422186,0.0,0.5498155,7.559827117,0.274911387,2.656956548,0.92774684,2.0273634510000003,7.422366562000001,0.92774684,1.47756234,0.41237493,8.256121226,2.4071743789999998,0.0,2.2678606980000002,0.137454413,1.891797259,0.0,8.435262114,1.47756234,1.727344509,0.5498155,10.068111268000001,2.4089856430000003,24.136525747999997,1.067066452,0.137454413,2.542737956,2.794410961,7.013582214,0.0,0.0,0.0,1.859170143,6.988422966000001,0.41237493,0.274911387,3.8865335940000003,2.4071743789999998,0.41237493,0.137454413,0.137454413,0.5498155,2.9569754900000005,22.221334284,13.001858464000001,21.76399592,0.0,0.41237493,0.0,4.684319999,0.824735831,0.0,2.931867935,9.498686465,7.158533191000001,8.840348946,0.137454413,0.274911387,37.299190212999996,0.0,0.291268132,0.077238283,0.140171528,0.0,0.26813782399999997,0.0,2.5594070359999996,0.0,0.0,0.037768511000000005,0.0,2.66879563,0.0,0.136048985,0.0,0.5280418920000001,0.023235942,0.09220299600000001,0.0,2.0,2.0,"[1, 4]"
52x52,0.38640463,0.38640463,46.649910334,8.248716716999999,1.237760895,152.00662387,3.096931038,12.991412485,2.55410292,0.772801049,9.666516296000001,0.851356265,6.243501113000001,0.38640463,5.85167109,2.245574773,9.750099776999999,5.337487932,14.158306609,2.010591706,73.55216615,11.860381782000001,2.010591706,0.38640463,1.3160166690000001,3.2729435579999997,1.624157314,3.79121088,9.436886424,0.38640463,2.089118062,0.929612039,16.571423498,18.603036859,1.727344509,0.0,10.052886144,6.967033581,0.0,1.237760895,0.38640463,3.430057941,0.772801049,0.929612039,0.929612039,5.597464098,0.38640463,0.772801049,5.832097476,5.572508504,2.1673729340000003,0.772801049,0.0,5.802381447,2.1673729340000003,1.159235441,0.38640463,7.890921583,3.326903969,1.237760895,3.8697618489999996,17.201603277,11.267091338,7.739471437000001,0.0,4.6429504,0.851356265,2.089118062,2.5787007739999996,0.38640463,9.745050021,7.14271555,0.38640463,0.38640463,147.52698393999998,0.0,1.702713432,6.961627031000001,0.851356265,3.8947174430000002,0.38640463,5.029583447,4.794000941,0.38640463,1.624157314,1.702713432,6.134902574,1.3160166690000001,0.0,1.159235441,0.851356265,2.475211088,1.702713432,9.774697630999999,0.772801049,1.727344509,2.396955314,5.802381447,3.018405584,21.577526236999997,1.7024130880000001,0.851356265,4.0211231000000005,3.043361178,9.050168775,0.772801049,0.0,0.772801049,2.245574773,9.618266091999999,0.38640463,0.38640463,2.631971192,0.929612039,0.38640463,0.38640463,0.0,1.702713432,1.7024130880000001,16.918453787,19.52109899,21.807414260999998,0.0,2.010591706,0.0,13.404208100000002,1.237760895,0.772801049,2.656956548,8.150884014999999,9.697151594,4.667852058999999,0.851356265,2.55410292,32.992124724,0.0,0.150836529,0.019668877,0.148640258,0.0,0.1516563,0.0,1.6035686120000001,0.0,0.0,0.115284057,0.0,1.6810173439999998,0.0,0.147576631,0.04209525099999999,0.6574788630000001,0.185191566,0.026114322,0.016971307,2.0,2.0,"[2, 3]"
