coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Ambiguous,Excitatory
69x69,0.0,7.4244825389999995,2.582036443,9.811849706,0.0,20.674606391,5.341843353,25.492385126,0.0,0.0,12.107696428,0.0,3.453997819,1.032825032,0.516421733,29.737448983,12.687199561,0.516421733,5.796137686,3.453997819,2.75979277,0.0,0.516421733,0.0,0.0,5.279715953,0.516421733,13.140497123,0.516421733,0.0,0.0,0.0,27.29766292,9.722009615,0.516421733,0.0,17.500918873,1.549235748,0.0,0.0,4.2023970859999995,0.516421733,15.83836813,0.0,0.0,10.36318298,7.006683691,17.788274301999998,9.411046598,4.131330645,2.065631854,0.516421733,0.516421733,0.0,0.0,12.091511402,1.032825032,42.702694005,0.0,0.0,1.032825032,13.33694827,20.325190981,52.33843585,5.279715953,1.549235748,6.908060806,0.516421733,3.276203486,0.0,4.2023970859999995,2.243389471,5.279715953,0.0,17.271756718,8.634961864,0.0,17.272529284,5.279715953,1.032825032,0.0,1.726967738,3.276203486,0.0,0.516421733,3.970419552,2.75979277,21.579803785,1.032825032,0.0,1.032825032,21.518884,0.516421733,53.320965142999995,5.751607206999999,7.4244825389999995,7.861752396,5.181017882,1.549235748,0.0,27.200688669999998,0.0,1.549235748,0.0,1.726967738,0.0,0.0,5.279715953,0.0,15.722565284,1.726967738,7.4244825389999995,25.80402412,1.726967738,54.297612717999996,0.0,0.0,0.516421733,4.2023970859999995,6.445768123,0.0,7.888244005000001,0.516421733,1.032825032,0.0,27.834053798,0.0,0.0,5.796137686,9.072315545,3.614875615,0.0,0.0,0.0,32.939966559,0.013336755,0.138057214,0.040376915,0.080912701,0.018932964,0.035790683,0.65170425,0.061778678,0.0,0.0,0.22322950600000002,0.298613759,0.332062238,0.0,0.073642424,0.036513589,1.160608096,0.0,0.022338194000000002,0.0,2.0,2.0
70x70,0.0,7.4244825389999995,2.582036443,10.69112325,0.879273544,22.433214446,10.617656433,20.212669173,0.0,0.0,10.342105989,3.517207078,3.453997819,1.912098576,0.516421733,24.454801383,15.321224383,1.3956952770000002,2.2750297880000003,4.333271363,3.639066314,0.879273544,1.3956952770000002,0.0,0.879273544,14.94777134,1.3956952770000002,11.374906683999999,2.2750297880000003,0.0,0.879273544,0.0,22.01501532,10.601283159,0.516421733,0.0,19.259526928,1.549235748,0.0,0.0,5.08167063,1.3956952770000002,0.0,0.879273544,1.758608055,10.36318298,1.726967738,8.109087166,4.131330645,4.131330645,10.858502094999999,0.516421733,1.3956952770000002,27.25530502,0.879273544,12.970784946,9.825695273,13.659236765,0.0,0.879273544,1.912098576,14.216221814,8.004029929000001,21.536358494,0.0,4.1871294080000006,6.908060806,0.516421733,3.276203486,0.879273544,4.2023970859999995,3.122663015,1.758608055,0.0,6.713296038,8.634961864,0.879273544,26.945860827,0.0,1.912098576,0.0,2.606241282,4.15547703,1.758608055,1.3956952770000002,3.970419552,4.518400825,12.77995116,1.032825032,4.396472894,1.912098576,15.353847413,0.516421733,43.629320883,5.751607206999999,8.303756083,6.978509337,5.181017882,2.428509292,0.0,15.758793434000001,1.758608055,6.825048828,0.0,2.606241282,0.0,0.0,0.879273544,0.0,9.560577498,1.726967738,9.183090594,25.80402412,3.4855757929999998,19.969928243000002,0.0,0.0,0.516421733,4.2023970859999995,9.083661783,0.879273544,7.888244005000001,0.516421733,10.706156575,0.0,16.386627581,0.0,0.0,1.3956952770000002,6.430493252,4.494149159,0.0,3.517207078,0.0,32.939966559,0.013336755,0.099640982,0.040376915,0.127882128,0.016352126,0.035790683,0.629965652,0.008975219,0.0,0.0,0.22332248700000001,0.0,1.02593194,0.0,0.178085132,0.036513589,1.182396911,0.0,0.019736348,0.049909825,2.0,2.0
71x71,0.360786525,7.4244825389999995,3.303627508,41.201033206000005,1.443149259,21.035392916000003,8.228176261,28.15004457,0.360786525,0.360786525,2.992385007,1.803948289,3.453997819,2.115205109,13.505851103,29.642033373,35.548184958,1.959570992,2.6811760430000002,3.814784344,3.1205792949999998,0.721591065,0.877208258,0.0,0.721591065,0.0,0.516421733,2.582036443,1.2380127980000002,0.0,0.360786525,2.525494163,24.315700424,11.165158874,0.516421733,0.0,17.861705398,10.929299001,0.0,0.0,4.5631836109999995,0.516421733,0.721591065,0.0,0.360786525,10.36318298,2.087754263,11.198481865,7.017663553,26.498171465,10.36385576,1.2380127980000002,0.516421733,0.721591065,0.360786525,13.173891479,2.475974291,16.79401443,0.0,0.0,1.754416097,18.027180615,7.373155759,27.151366415000002,3.968668243,1.549235748,7.629651871,1.59880181,3.276203486,0.0,4.2023970859999995,4.408143781,0.0,0.721591065,7.434887103,8.634961864,0.0,20.158862192,9.020744753,1.393611557,0.0,3.891722048,3.636990011,0.0,0.877208258,3.970419552,3.1205792949999998,20.042087858000002,1.393611557,0.721591065,2.475974291,13.978739776000001,1.2380127980000002,34.8615304,20.182817866999997,7.4244825389999995,4.385984732,5.181017882,2.992385007,0.360786525,16.413360208,0.0,1.910022273,0.0,3.530916027,1.082380077,0.360786525,0.0,3.968668243,12.740602788,2.087754263,7.4244825389999995,25.80402412,2.448558803,17.467987953,0.0,0.0,0.516421733,4.5631836109999995,7.888917382,0.360786525,8.24903053,1.2380127980000002,1.032825032,1.443149259,13.929098714,0.0,8.298223906,1.59880181,6.6789325,5.418823904,0.360786525,0.721591065,0.0,34.022346636,0.013336755,0.090187847,0.040376915,0.080912701,0.095162217,0.035790683,0.63167653,0.0,0.0,0.0,0.204461645,0.0,0.332062238,0.0,0.027846367,0.186151297,1.03678418,0.743130894,0.019736348,0.0,2.0,2.0
72x72,0.0,6.908060806,0.0,0.879273544,0.879273544,21.916792713,7.002780818,8.965691306,0.0,0.0,19.351330921,3.517207078,3.453997819,0.879273544,0.0,19.520249113,14.920424466,0.879273544,7.038324008,4.333271363,2.606241282,0.879273544,0.879273544,0.0,0.879273544,20.227487293,0.879273544,19.351330921,1.758608055,0.0,0.879273544,0.0,26.89296013,8.019246716,0.0,0.0,19.259526928,0.0,0.0,0.0,4.565248897,0.879273544,15.83836813,0.879273544,1.758608055,10.36318298,7.006683691,11.437734224,5.279715953,0.0,8.792870241,0.0,0.879273544,27.25530502,0.879273544,11.937959914,8.792870241,36.04621229800001,0.0,0.879273544,0.879273544,8.019246716,22.809573027,32.560624444,5.279715953,2.63789366,6.908060806,0.0,1.726967738,0.879273544,3.685975353,2.606241282,7.038324008,0.0,10.55846068,8.634961864,0.879273544,25.913035795,5.279715953,0.879273544,0.0,2.606241282,2.606241282,1.758608055,0.879273544,3.453997819,3.4855757929999998,14.044036472999998,0.0,4.396472894,0.879273544,25.511699673,0.0,46.787951373,3.685975353,7.78733435,9.676188847,5.181017882,0.879273544,0.0,20.234841023999998,1.758608055,5.27581308,0.0,2.606241282,0.0,0.0,6.158989497,0.0,14.954933574,1.726967738,8.666668861,25.80402412,3.4855757929999998,51.882133763,0.0,0.0,0.0,3.685975353,8.050836751,0.879273544,7.371822272,0.0,9.673331543,0.0,30.794089303,0.0,0.0,6.158989497,9.644577351,0.879273544,0.0,3.517207078,0.0,32.939966559,0.013336755,0.14823892200000002,0.040376915,0.11968141600000001,0.002580838,0.035790683,0.534637822,0.070753897,0.0,0.0,0.22231883600000002,0.298613759,1.02593194,0.0,0.212581206,0.036513589,1.07136998,0.0,0.022338194000000002,0.049909825,2.0,2.0
73x73,0.360786525,6.908060806,0.721591065,31.3891835,1.443149259,20.518971183,4.613300646,16.903066703,0.360786525,0.360786525,12.001609939,1.803948289,3.453997819,1.082380077,12.98942937,24.707481103,35.147385041,1.443149259,7.444470263,3.814784344,2.087754263,0.721591065,0.360786525,0.0,0.721591065,5.279715953,0.0,10.55846068,0.721591065,0.0,0.360786525,2.525494163,29.193645234,8.583122431,0.0,0.0,17.861705398,9.380063253,0.0,0.0,4.046761878,0.0,16.559959194999998,0.0,0.360786525,10.36318298,7.367470216,14.527128923,8.166048861,22.36684082,8.298223906,0.721591065,0.0,0.721591065,0.360786525,12.141066447,1.443149259,39.180989963,0.0,0.0,0.721591065,11.830205517,22.178698857,38.175632365,9.248384196,0.0,7.629651871,1.082380077,1.726967738,0.0,3.685975353,3.891722048,5.279715953,0.721591065,11.280051745,8.634961864,0.0,19.12603716,14.300460706,0.360786525,0.0,3.891722048,2.087754263,0.0,0.360786525,3.453997819,2.087754263,21.306173170999998,0.360786525,0.721591065,1.443149259,24.136592036,0.721591065,38.02016089,18.117186013,6.908060806,7.083664242,5.181017882,1.443149259,0.360786525,20.889407798,0.0,0.360786525,0.0,3.530916027,1.082380077,0.360786525,5.279715953,3.968668243,18.134958863999998,2.087754263,6.908060806,25.80402412,2.448558803,49.380193473,0.0,0.0,0.0,4.046761878,6.85609235,0.360786525,7.732608797,0.721591065,0.0,1.443149259,28.336560436,0.0,8.298223906,6.36209603,9.893016599,1.803948289,0.360786525,0.721591065,0.0,34.022346636,0.013336755,0.13878578700000002,0.040376915,0.072711989,0.081390929,0.035790683,0.5363487,0.061778678,0.0,0.0,0.203457994,0.298613759,0.332062238,0.0,0.062342441,0.186151297,0.925757249,0.743130894,0.022338194000000002,0.0,2.0,2.0
74x74,0.360786525,6.908060806,0.721591065,32.268457044,2.322422803,22.277579238,9.889113726,11.62335075,0.360786525,0.360786525,10.2360195,5.321155367,3.453997819,1.961653621,12.98942937,19.424833503,37.781409863,2.322422803,3.923362365,4.694057888,2.967027807,1.600864609,1.240060069,0.0,1.600864609,14.94777134,0.879273544,8.792870241,2.48019912,0.0,1.240060069,2.525494163,23.910997633999997,9.462395975,0.0,0.0,19.620313453,9.380063253,0.0,0.0,4.926035422,0.879273544,0.721591065,0.879273544,2.1193945800000002,10.36318298,2.087754263,4.847941787,2.886332908,22.36684082,17.091094147,0.721591065,0.879273544,27.976896085,1.240060069,13.020339991,10.2360195,10.137532723,0.0,0.879273544,1.600864609,12.709479061,9.857537805,7.373555009,3.968668243,2.63789366,7.629651871,1.082380077,1.726967738,0.879273544,3.685975353,4.770995592,1.758608055,0.721591065,0.721591065,8.634961864,0.879273544,28.799368703,9.020744753,1.240060069,0.0,4.770995592,2.967027807,1.758608055,1.240060069,3.453997819,3.8463623179999997,12.506320546000001,0.360786525,5.1180639590000006,2.322422803,17.971555449,0.721591065,28.32851663,18.117186013,7.78733435,6.2004211830000004,5.181017882,2.322422803,0.360786525,9.447512562,1.758608055,5.636599605,0.0,4.410189571,1.082380077,0.360786525,0.879273544,3.968668243,11.972971078,2.087754263,8.666668861,25.80402412,4.207166858,15.052508998,0.0,0.0,0.0,4.046761878,9.49398601,1.240060069,7.732608797,0.721591065,9.673331543,1.443149259,16.889134219,0.0,8.298223906,1.961653621,7.251194306,2.683221833,0.360786525,4.238798143,0.0,34.022346636,0.013336755,0.100369555,0.040376915,0.11968141600000001,0.078810091,0.035790683,0.514610102,0.008975219,0.0,0.0,0.203550975,0.0,1.02593194,0.0,0.166785149,0.186151297,0.9475460640000001,0.743130894,0.019736348,0.049909825,2.0,2.0
75x75,0.0,8.587350463,3.7449043669999997,18.859428572,0.0,2.243389471,15.985784452999997,21.717147503,0.0,0.560163093,10.575489257000001,1.7230310169999998,4.035427917,1.032825032,0.516421733,16.053176043,23.823453265,5.1467253920000005,1.097851831,3.453997819,4.461535985,0.560163093,1.076584826,0.560163093,8.962308815,4.566387183,1.076584826,10.700942818,1.097851831,1.701743215,1.701743215,1.1415931910000001,20.435598354,8.879366316999999,1.63673485,0.0,13.81494352,2.712103672,0.0,1.1415931910000001,14.471889463,1.076584826,21.993576756,0.560163093,0.0,10.36318298,1.726967738,7.789976715,7.534832687,4.131330645,2.6470619519999996,0.516421733,0.516421733,0.0,0.0,18.474484572,1.032825032,25.606529453,0.0,1.7230310169999998,4.953900214,24.365054583,11.917902298,21.238515048,0.0,1.549235748,6.908060806,1.679289657,3.836366579,0.0,4.543974055,3.406257395,0.560163093,0.0,15.285952787,8.634961864,0.0,21.891592147,17.769410831000002,30.667597835000002,0.581430098,3.4499987549999998,4.43907141,0.0,0.516421733,4.551849649999999,23.548866211,12.744374122,6.804719716,3.921075182,1.61425513,24.422278816000002,1.097851831,43.185981954,5.511698036,7.4244825389999995,4.8652174839999995,10.414059117,3.250978963,0.0,12.525188464000001,0.560163093,2.109398841,0.560163093,4.612883896,0.0,1.701743215,0.581430098,0.581430098,28.383970140000002,1.726967738,7.4244825389999995,22.053412166999998,2.889835662,37.300735013,2.240634118,0.560163093,1.076584826,1.076584826,3.341222868,0.581430098,1.679289657,0.516421733,1.61425513,0.581430098,28.879362862,0.581430098,1.120313117,0.516421733,4.37402969,11.606091363,1.162867924,0.560163093,0.0,24.965267979,0.006543705,0.12594661000000001,0.027334801,0.10871476299999999,0.016352126,0.035790683,1.0147770999999999,0.01280025,0.0,0.0,0.317003056,0.0,0.186148696,0.0,0.13326040300000003,0.036513589,1.277593256,0.0,0.019736348,0.0,2.0,2.0
76x76,0.0,8.07092873,1.162867924,9.047578865999998,0.0,1.726967738,12.370908837999998,10.470169636000001,0.0,0.560163093,19.584714189,1.7230310169999998,4.035427917,0.0,0.0,11.118623773,23.422653348,4.630303659,5.861146051,3.453997819,3.4287109530000004,0.560163093,0.560163093,0.560163093,8.962308815,9.846103136,0.560163093,18.677367054999998,0.581430098,1.701743215,1.701743215,1.1415931910000001,25.313543164000002,6.297329874,1.120313117,0.0,13.81494352,1.162867924,0.0,1.1415931910000001,13.95546773,0.560163093,37.831944886,0.560163093,0.0,10.36318298,7.006683691,11.118623773,8.683217995,0.0,0.581430098,0.0,0.0,0.0,0.0,17.44165954,0.0,47.993504986000005,0.0,1.7230310169999998,3.921075182,18.168079485,26.723445396,32.262780998000004,5.279715953,0.0,6.908060806,1.162867924,2.287130831,0.0,4.027552322,2.889835662,5.839879046,0.0,19.131117429,8.634961864,0.0,20.858767115,23.049126784000002,29.634772803,0.581430098,3.4499987549999998,2.889835662,0.0,0.0,4.035427917,22.516041179,14.008459434999999,5.771894684,3.921075182,0.581430098,34.580131076,0.581430098,46.344612444,3.446066182,6.908060806,7.562896994,10.414059117,1.701743215,0.0,17.001236054,0.560163093,0.560163093,0.560163093,4.612883896,0.0,1.701743215,5.861146051,0.581430098,33.778326215999996,1.726967738,6.908060806,22.053412166999998,2.889835662,69.212940533,2.240634118,0.560163093,0.560163093,0.560163093,2.308397836,0.581430098,1.162867924,0.0,0.581430098,0.581430098,43.286824584,0.581430098,1.120313117,5.279715953,7.588113789,7.991215748,1.162867924,0.560163093,0.0,24.965267979,0.006543705,0.17454455000000002,0.027334801,0.100514051,0.002580838,0.035790683,0.91944927,0.074578928,0.0,0.0,0.315999405,0.298613759,0.186148696,0.0,0.16775647700000001,0.036513589,1.166566325,0.0,0.022338194000000002,0.0,2.0,2.0
77x77,0.0,8.07092873,1.162867924,9.926852409999999,0.879273544,3.4855757929999998,17.646721917999997,5.190453683,0.0,0.560163093,17.81912375,5.2402380950000005,4.035427917,0.879273544,0.0,5.835976173,26.05667817,5.509577203,2.340038153,4.333271363,4.3079844970000005,1.439436637,1.439436637,0.560163093,9.841582359,19.514158523,1.439436637,16.911776615999997,2.340038153,1.701743215,2.581016759,1.1415931910000001,20.030895564,7.176603418,1.120313117,0.0,15.573551575,1.162867924,0.0,1.1415931910000001,14.834741274,1.439436637,21.993576756,1.439436637,1.758608055,10.36318298,1.726967738,1.439436637,3.403502042,0.0,9.374300339,0.0,0.879273544,27.25530502,0.879273544,18.320933084,8.792870241,18.950047746,0.0,2.602304561,4.800348726,19.047353029,14.402284344,1.460703642,0.0,2.63789366,6.908060806,1.162867924,2.287130831,0.879273544,4.027552322,3.769109206,2.318771148,0.0,8.572656749,8.634961864,0.879273544,30.532098658,17.769410831000002,30.514046347,0.581430098,4.329272298999999,3.769109206,1.758608055,0.879273544,4.035427917,24.274649233999998,5.20860681,5.771894684,8.317548076000001,1.460703642,28.415094489,0.581430098,36.652968184,3.446066182,7.78733435,6.679653935,10.414059117,2.581016759,0.0,5.559340818000001,2.318771148,5.835976173,0.560163093,5.49215744,0.0,1.701743215,1.460703642,0.581430098,27.61633843,1.726967738,8.666668861,22.053412166999998,4.648443717,34.885256057999996,2.240634118,0.560163093,0.560163093,0.560163093,4.946291496000001,1.460703642,1.162867924,0.0,10.254761641,0.581430098,31.839398367,0.581430098,1.120313117,0.879273544,4.946291496000001,8.870489292,1.162867924,4.077370171,0.0,24.965267979,0.006543705,0.13612831800000003,0.027334801,0.147483478,0.0,0.035790683,0.897710672,0.021775469,0.0,0.0,0.316092386,0.0,0.880018398,0.0,0.272199185,0.036513589,1.18835514,0.0,0.019736348,0.049909825,2.0,2.0
78x78,0.360786525,8.07092873,1.884458989,40.436762365999996,1.443149259,2.087754263,15.257241745999998,13.127829080000001,0.360786525,0.9209496180000001,10.469402768,3.526979306,4.035427917,1.082380077,12.98942937,11.023208163,46.283638745000005,6.073452918,2.7461844080000004,3.814784344,3.7894974780000004,1.281754158,0.9209496180000001,0.560163093,9.68389988,4.566387183,0.560163093,8.118906375,1.303021163,1.701743215,2.06252974,3.667087354,22.331580668,7.740479133,1.120313117,0.0,14.175730045,10.542931177,0.0,1.1415931910000001,14.316254255,0.560163093,22.715167820999998,0.560163093,0.360786525,10.36318298,2.087754263,4.5288313360000005,6.2898349499999995,22.36684082,8.879654004,0.721591065,0.0,0.721591065,0.360786525,18.524039617,1.443149259,22.084825411,0.0,1.7230310169999998,4.642666247,22.858311829999998,13.771410174,7.0757115630000005,3.968668243,0.0,7.629651871,2.245248001,2.287130831,0.0,4.027552322,5.0545899720000005,0.560163093,0.721591065,9.294247814,8.634961864,0.0,23.745100023,26.790155584000004,29.995559328000002,0.581430098,5.614753065,3.250622187,0.0,0.360786525,4.035427917,22.876827704,12.470743508,6.132681209,4.642666247,2.024579357,27.039986852000002,1.303021163,27.885177701,17.877276842,6.908060806,4.08712933,10.414059117,3.1448924739999997,0.360786525,6.213907592,0.560163093,0.9209496180000001,0.560163093,6.416832185,1.082380077,2.06252974,0.581430098,4.550098341,30.796363720000002,2.087754263,6.908060806,22.053412166999998,3.611426727,32.383315767999996,2.240634118,0.560163093,0.560163093,0.9209496180000001,3.7515470950000003,0.942216623,1.523654449,0.721591065,0.581430098,2.024579357,29.3818695,0.581430098,9.418537023,1.082380077,5.194730744,9.795164037,1.523654449,1.281754158,0.0,26.047648056,0.006543705,0.12667518300000002,0.027334801,0.100514051,0.078810091,0.035790683,0.89942155,0.01280025,0.0,0.0,0.297231544,0.0,0.186148696,0.0,0.12196042000000001,0.186151297,1.042742409,0.743130894,0.019736348,0.0,2.0,2.0
79x79,0.0,8.587350463,3.7449043669999997,12.137602771000001,0.0,2.243389471,5.341843353,25.876550338999998,0.0,0.0,13.852049599,1.162867924,4.035427917,1.032825032,0.516421733,26.05147363,17.338781128,4.586562299000001,6.377567784,3.453997819,3.341222868,0.0,0.516421733,0.0,0.0,7.605469018,0.516421733,20.699240404999998,1.097851831,0.581430098,0.581430098,0.581430098,21.472017785,7.198902186,0.516421733,0.0,13.81494352,2.712103672,0.0,0.581430098,14.471889463,0.516421733,19.908508696,0.0,0.0,10.36318298,7.006683691,17.788274301999998,10.573914522,4.131330645,2.6470619519999996,0.516421733,0.516421733,0.0,0.0,18.474484572,1.032825032,43.284124103,0.0,1.162867924,1.032825032,13.721113483,24.395331546999998,52.919865948,5.279715953,1.549235748,6.908060806,1.679289657,3.276203486,0.0,3.4236609380000003,3.406257395,5.279715953,0.0,21.923338285,8.634961864,0.0,21.331429054,16.327300983,30.107434742000002,0.581430098,2.889835662,4.43907141,0.0,0.516421733,4.551849649999999,4.504145941,22.742671709,5.684406599,0.0,1.61425513,28.496258855999997,1.097851831,58.938850994,4.391384919,7.4244825389999995,9.02462032,10.414059117,2.1306658460000003,0.0,28.363556594000002,0.0,1.549235748,0.0,4.052720803,0.0,0.581430098,5.861146051,0.581430098,22.69994014,1.726967738,7.4244825389999995,20.93309905,2.889835662,70.579851448,0.0,0.0,0.516421733,0.516421733,3.341222868,0.581430098,1.679289657,0.516421733,1.61425513,0.581430098,36.555704212,0.581430098,0.0,5.796137686,9.653745643,7.685016181,1.162867924,0.0,0.0,24.965267979,0.003631538,0.138057214,0.027334801,0.076485897,0.018932964,0.035790683,1.0365156979999999,0.061778678,0.0,0.0,0.30098935400000004,0.298613759,0.186148696,0.0,0.128629161,0.036513589,1.2193553480000001,0.0,0.022338194000000002,0.0,2.0,2.0
80x80,0.0,8.587350463,3.7449043669999997,13.016876315000001,0.879273544,4.001997526,10.617656433,20.596834385999998,0.0,0.0,12.08645916,4.680075002000001,4.035427917,1.912098576,0.516421733,20.76882603,19.97280595,5.465835843000001,2.856459886,4.333271363,4.220496412,0.879273544,1.3956952770000002,0.0,0.879273544,17.273524405,1.3956952770000002,18.933649965999997,2.856459886,0.581430098,1.460703642,0.581430098,16.189370184999998,8.07817573,0.516421733,0.0,15.573551575,2.712103672,0.0,0.581430098,15.351163007,1.3956952770000002,4.070140566,0.879273544,1.758608055,10.36318298,1.726967738,8.109087166,5.294198569000001,4.131330645,11.439932192999999,0.516421733,1.3956952770000002,27.25530502,0.879273544,19.353758116,9.825695273,14.240666863000001,0.0,2.042141468,1.912098576,14.600387027,12.074170495,22.117788592,0.0,4.1871294080000006,6.908060806,1.679289657,3.276203486,0.879273544,3.4236609380000003,4.285530939,1.758608055,0.0,11.364877605,8.634961864,0.879273544,31.004760597,11.04758503,30.986708286000002,0.581430098,3.769109206,5.3183449540000005,1.758608055,1.3956952770000002,4.551849649999999,6.262753996,13.942819084,5.684406599,4.396472894,2.4935286740000002,22.331222269,1.097851831,49.247206734,4.391384919,8.303756083,8.141377261,10.414059117,3.0099393900000004,0.0,16.921661358,1.758608055,6.825048828,0.0,4.931994347,0.0,0.581430098,1.460703642,0.581430098,16.537952353999998,1.726967738,9.183090594,20.93309905,4.648443717,36.252166973,0.0,0.0,0.516421733,0.516421733,5.9791165280000005,1.460703642,1.679289657,0.516421733,11.287586673,0.581430098,25.108277995,0.581430098,0.0,1.3956952770000002,7.01192335,8.564289725,1.162867924,3.517207078,0.0,24.965267979,0.003631538,0.099640982,0.027334801,0.123455324,0.016352126,0.035790683,1.0147770999999999,0.008975219,0.0,0.0,0.30108233500000003,0.0,0.880018398,0.0,0.233071869,0.036513589,1.2411441630000002,0.0,0.019736348,0.049909825,2.0,2.0
81x81,0.360786525,8.587350463,4.466495431999999,43.526786271000006,1.443149259,2.604175996,8.228176261,28.534209782999998,0.360786525,0.360786525,4.736738178,2.966816213,4.035427917,2.115205109,13.505851103,25.95605802,40.199766525,6.029711558000001,3.262606141,3.814784344,3.702009393,0.721591065,0.877208258,0.0,0.721591065,2.325753065,0.516421733,10.140779725,1.819442896,0.581430098,0.942216623,3.1069242609999996,18.490055288999997,8.642051445,0.516421733,0.0,14.175730045,12.092166924999999,0.0,0.581430098,14.832675988,0.516421733,4.791731631,0.0,0.360786525,10.36318298,2.087754263,11.198481865,8.180531477,26.498171465,10.945285858,1.2380127980000002,0.516421733,0.721591065,0.360786525,19.556864649,2.475974291,17.375444528000003,0.0,1.162867924,1.754416097,18.411345828,11.443296325,27.732796513,3.968668243,1.549235748,7.629651871,2.761669734,3.276203486,0.0,3.4236609380000003,5.571011705,0.0,0.721591065,12.08646867,8.634961864,0.0,24.217761962,20.068329783000003,30.468221267000004,0.581430098,5.0545899720000005,4.799857935,0.0,0.877208258,4.551849649999999,4.864932466,21.204955782,6.045193124,0.721591065,3.0574043890000002,20.956114632000002,1.819442896,40.479416251,18.822595579,7.4244825389999995,5.548852655999999,10.414059117,3.5738151050000004,0.360786525,17.576228132,0.0,1.910022273,0.0,5.856669092,1.082380077,0.942216623,0.581430098,4.550098341,19.717977644,2.087754263,7.4244825389999995,20.93309905,3.611426727,33.750226683,0.0,0.0,0.516421733,0.877208258,4.784372127,0.942216623,2.040076182,1.2380127980000002,1.61425513,2.024579357,22.650749128,0.581430098,8.298223906,1.59880181,7.260362598,9.488964469999999,1.523654449,0.721591065,0.0,26.047648056,0.003631538,0.090187847,0.027334801,0.076485897,0.095162217,0.035790683,1.0164879779999998,0.0,0.0,0.0,0.28222149300000005,0.0,0.186148696,0.0,0.082833104,0.186151297,1.095531432,0.743130894,0.019736348,0.0,2.0,2.0
82x82,0.0,8.07092873,1.162867924,3.205026609,0.879273544,3.4855757929999998,7.002780818,9.349856519,0.0,0.0,21.095684092,4.680075002000001,4.035427917,0.879273544,0.0,15.834273759999999,19.572006033,4.94941411,7.619754106,4.333271363,3.1876713800000003,0.879273544,0.879273544,0.0,0.879273544,22.553240358,0.879273544,26.910074202999997,2.340038153,0.581430098,1.460703642,0.581430098,21.067314995,5.496139287,0.0,0.0,15.573551575,1.162867924,0.0,0.581430098,14.834741274,0.879273544,19.908508696,0.879273544,1.758608055,10.36318298,7.006683691,11.437734224,6.442583877000001,0.0,9.374300339,0.0,0.879273544,27.25530502,0.879273544,18.320933084,8.792870241,36.627642396000006,0.0,2.042141468,0.879273544,8.403411929,26.879713592999998,33.142054542000004,5.279715953,2.63789366,6.908060806,1.162867924,1.726967738,0.879273544,2.907239205,3.769109206,7.038324008,0.0,15.210042247,8.634961864,0.879273544,29.971935565,16.327300983,29.953883254,0.581430098,3.769109206,3.769109206,1.758608055,0.879273544,4.035427917,5.229928964,15.206904396999999,4.651581567,4.396472894,1.460703642,32.489074529,0.581430098,52.405837223999995,2.325753065,7.78733435,10.839056771000001,10.414059117,1.460703642,0.0,21.397708948000002,1.758608055,5.27581308,0.0,4.931994347,0.0,0.581430098,6.7404195950000005,0.581430098,21.93230843,1.726967738,8.666668861,20.93309905,4.648443717,68.16437249299999,0.0,0.0,0.0,0.0,4.946291496000001,1.460703642,1.162867924,0.0,10.254761641,0.581430098,39.515739717,0.581430098,0.0,6.158989497,10.226007449,4.94941411,1.162867924,3.517207078,0.0,24.965267979,0.003631538,0.14823892200000002,0.027334801,0.115254612,0.002580838,0.035790683,0.91944927,0.070753897,0.0,0.0,0.30007868400000004,0.298613759,0.880018398,0.0,0.267567943,0.036513589,1.1301172320000001,0.0,0.022338194000000002,0.049909825,2.0,2.0
