coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,ODMature1,Endothelial3,ODMature1cells,Endothelial3cells
80x80,7.851603133,8.327850248,4.087185889,5.464790952,1.275097431,2.751319894,2.032145239,2.115746569,2.157548282,1.43837221,9.785160542,4.269491812,1.275097431,0.677374359,0.0,6.096431255,15.180043072,1.9524717900000002,2.812088458,4.665923519,11.028323915999998,5.978891106,1.275097431,0.0,5.75351704,7.191812438,0.719174655,3.428714156,0.677374359,0.0,0.0,2.793150374,4.665923519,12.364151405,0.0,0.0,2.032145239,1.396549014,0.0,0.677374359,27.422332609000005,2.914713648,13.563393050999998,2.115746569,0.0,26.019597576000002,0.0,4.273374147,0.677374359,30.869475034999997,0.0,1.396549014,0.0,11.19143146,1.396549014,17.313081952,4.147911711,16.205949668000002,0.0,0.677374359,2.115746569,18.876061935,2.176484949,11.434580866000001,0.677374359,0.719174655,5.339404141,0.719174655,0.0,2.629875595,20.149796599,8.337693215,0.719174655,0.0,24.534761902,14.02449903,0.0,57.609229474,1.354778164,0.677374359,0.0,3.98854916,0.719174655,0.677374359,0.0,0.0,1.43837221,2.812088458,1.43837221,0.677374359,2.073952819,8.916402161,2.157548282,5.030460217,3.386922882,5.100283239,0.0,5.0494237879999995,1.275097431,1.396549014,2.812088458,1.354778164,0.0,157.58225456,5.2825623010000005,0.719174655,0.0,0.719174655,6.61448366,9.322827381,0.0,1.354778164,96.70042388,1.354778164,10.559928090000001,1.43837221,0.0,0.0,23.135062213999998,2.157548282,1.43837221,12.263752086,0.0,2.629875595,0.0,4.334079972,0.0,2.134684653,0.0,1.43837221,3.5730568629999997,3.595999788,2.713469641,0.677374359,39.601523070999995,0.08636297000000001,0.017796686,0.073383062,0.058980518,0.0,0.03459833,2.51511328,0.0,0.031706104,0.0,0.371427265,0.0,0.578506703,0.0,0.020208882,0.09197428099999999,0.270707001,0.255018285,0.017543495,0.0,2.0,2.0,"[1, 3]","[1, 3]"
81x81,7.4977747599999995,0.677374359,2.812088458,4.189693521000001,0.0,2.751319894,4.405406664,2.115746569,2.157548282,3.8116336349999997,9.25438496,4.269491812,0.0,0.677374359,0.0,6.096431255,12.629866122,0.677374359,2.812088458,2.115746569,8.478146965999999,8.175169021999999,0.0,0.0,5.75351704,7.191812438,0.719174655,3.428714156,0.677374359,0.0,0.0,2.793150374,4.489007994,8.538899398,0.0,0.0,2.032145239,1.396549014,0.0,0.677374359,29.795594034000004,2.914713648,9.56134922,2.115746569,0.0,52.86586784000001,0.0,4.273374147,0.677374359,29.594377603999998,0.0,3.769810439,0.0,11.19143146,1.396549014,17.313081952,6.521173136,16.205949668000002,0.0,0.677374359,4.489007994,30.387426826,2.176484949,20.92758877,0.677374359,0.719174655,11.184007016999999,0.719174655,0.0,1.354778164,22.523058023999997,8.337693215,0.719174655,0.0,15.256717737999999,0.0,2.373261425,60.548494160000004,1.354778164,0.677374359,0.0,1.43837221,0.719174655,0.677374359,0.0,0.0,1.43837221,2.812088458,1.43837221,0.677374359,2.073952819,6.366225211,2.157548282,5.030460217,3.386922882,0.0,0.0,5.0494237879999995,7.119700307,1.396549014,2.812088458,1.354778164,0.0,67.84438377000001,1.457310294,0.719174655,0.0,0.719174655,8.810761576,9.322827381,0.0,1.354778164,103.820124187,1.354778164,9.284830659,1.43837221,0.0,0.0,56.356637734,4.5308097069999995,1.43837221,12.263752086,0.0,1.354778164,0.0,9.080534837999998,0.0,2.134684653,0.0,1.43837221,3.5730568629999997,3.595999788,1.43837221,0.677374359,40.699687065,0.08636297000000001,0.029455952,0.065888784,0.042999059,0.0,0.033620976,2.526427701,0.0,0.031706104,0.0,0.34974654,0.0,0.29720914,0.006760343,0.020208882,0.088619626,0.307797205,0.265633687,0.017543495,0.0,2.0,2.0,"[1, 3]","[1, 4]"
82x82,18.738200384,20.569218379,2.732407725,3.4326457130000003,1.275097431,2.011150308,0.0,1.43837221,2.157548282,1.43837221,10.399761836,4.206689301,1.275097431,0.0,0.0,0.0,11.052979937,1.275097431,1.457310294,3.98854916,8.933376686999999,3.2693516049999998,1.275097431,0.0,5.75351704,7.191812438,3.3031086280000004,0.719174655,0.0,0.0,0.0,1.43837221,9.156487166,9.654611904,0.0,0.0,0.0,0.719174655,0.0,0.0,26.744958250000003,4.206689301,14.177994344999998,1.43837221,0.0,6.375305256,0.0,3.595999788,0.0,29.514696870999998,0.0,0.719174655,0.0,5.772392672,0.719174655,16.635707593,2.730347863,10.78691088,0.0,0.0,1.43837221,16.466994524,6.0524434419999995,8.725041365000001,0.0,0.719174655,1.275097431,0.719174655,0.0,2.567073084,18.795018435,3.595999788,0.719174655,0.0,24.283661119999998,14.02449903,0.0,48.803272124,0.0,1.291975653,0.0,3.98854916,0.719174655,0.0,0.0,0.0,1.43837221,1.457310294,1.43837221,0.0,0.719174655,6.884256922,2.157548282,4.353085858,0.0,5.100283239,0.0,4.372049429,2.567073084,0.719174655,1.457310294,0.0,0.0,140.75164525,5.2825623010000005,0.719174655,0.0,0.719174655,3.8421526029999997,7.968049216999999,0.0,0.0,95.220051143,0.0,10.497125579,1.43837221,0.0,0.0,1.457310294,2.157548282,1.43837221,12.263752086,0.0,1.275097431,0.0,5.626055624999999,2.583933973,1.457310294,1.291975653,1.43837221,2.895682504,7.471958281,2.713469641,0.0,40.893498724,0.025263604000000002,0.017796686,0.086855868,0.07305837600000001,0.0,0.03459833,2.51511328,0.0,0.031706104,0.0,0.371427265,0.0,0.690261469,0.0,0.020208882,0.09197428099999999,0.26750459699999996,0.060967837000000004,0.017543495,0.0,2.0,2.0,"[1, 3]","[2, 3]"
83x83,18.384372011,12.91874249,1.457310294,2.157548282,0.0,2.011150308,2.373261425,1.43837221,2.157548282,3.8116336349999997,9.868986254,4.206689301,0.0,0.0,0.0,0.0,8.502802987,0.0,1.457310294,1.43837221,6.383199736999999,5.465629520999999,0.0,0.0,5.75351704,7.191812438,3.3031086280000004,0.719174655,0.0,0.0,0.0,1.43837221,8.979571641,5.829359897,0.0,0.0,0.0,0.719174655,0.0,0.0,29.118219675000002,4.206689301,10.175950514,1.43837221,0.0,33.22157552,0.0,3.595999788,0.0,28.23959944,0.0,3.0924360799999997,0.0,5.772392672,0.719174655,16.635707593,5.1036092879999995,10.78691088,0.0,0.0,3.8116336349999997,27.978359415,6.0524434419999995,18.218049269,0.0,0.719174655,7.119700307,0.719174655,0.0,1.291975653,21.16827986,3.595999788,0.719174655,0.0,15.005616956,0.0,2.373261425,51.742536810000004,0.0,1.291975653,0.0,1.43837221,0.719174655,0.0,0.0,0.0,1.43837221,1.457310294,1.43837221,0.0,0.719174655,4.334079972,2.157548282,4.353085858,0.0,0.0,0.0,4.372049429,8.41167596,0.719174655,1.457310294,0.0,0.0,51.01377446,1.457310294,0.719174655,0.0,0.719174655,6.038430518999999,7.968049216999999,0.0,0.0,102.33975145000001,0.0,9.222028148,1.43837221,0.0,0.0,34.678885814000004,4.5308097069999995,1.43837221,12.263752086,0.0,0.0,0.0,10.372510491,2.583933973,1.457310294,1.291975653,1.43837221,2.895682504,7.471958281,1.43837221,0.0,41.991662718,0.025263604000000002,0.029455952,0.07936159,0.057076917,0.0,0.033620976,2.526427701,0.0,0.031706104,0.0,0.34974654,0.0,0.408963906,0.006760343,0.020208882,0.088619626,0.30459480099999997,0.071583239,0.017543495,0.0,2.0,2.0,"[1, 3]","[2, 4]"
84x84,10.56591276,7.650475889,2.732407725,3.4326457130000003,1.275097431,0.719174655,2.373261425,1.43837221,2.157548282,3.8116336349999997,16.22748649,2.914713648,1.275097431,0.0,0.0,0.0,9.761004284,1.275097431,1.457310294,3.98854916,7.641401033999999,8.015806471,1.275097431,0.0,5.75351704,7.191812438,0.719174655,0.719174655,0.0,0.0,0.0,1.43837221,6.361810585,9.654611904,0.0,0.0,0.0,0.719174655,0.0,0.0,29.118219675000002,2.914713648,15.259280117,1.43837221,0.0,39.596880776,0.0,3.595999788,0.0,29.514696870999998,0.0,3.0924360799999997,0.0,5.772392672,0.719174655,16.635707593,3.8116336349999997,10.78691088,0.0,0.0,3.8116336349999997,25.326789945,2.176484949,18.218049269,0.0,0.719174655,8.394797738,0.719174655,0.0,1.275097431,21.16827986,3.595999788,0.719174655,0.0,23.86217798,14.02449903,2.373261425,60.667982104000004,0.0,0.0,0.0,3.98854916,0.719174655,0.0,0.0,0.0,1.43837221,1.457310294,1.43837221,0.0,0.719174655,6.884256922,2.157548282,4.353085858,0.0,5.100283239,0.0,4.372049429,8.394797738,0.719174655,1.457310294,0.0,0.0,138.64488581999998,5.2825623010000005,0.719174655,0.0,0.719174655,7.296631816,7.968049216999999,0.0,0.0,99.75581747700001,0.0,9.205149926,1.43837221,0.0,0.0,34.678885814000004,4.5308097069999995,1.43837221,12.263752086,0.0,1.275097431,0.0,9.080534837999998,0.0,1.457310294,0.0,1.43837221,2.895682504,3.595999788,2.713469641,0.0,41.974784496,0.00355112,0.037829164,0.088971388,0.078434438,0.0,0.038985600999999995,2.526427701,0.0,0.031706104,0.0,0.371427265,0.0,0.578506703,0.006760343,0.020208882,0.119914835,0.320653294,0.025200226,0.017543495,0.0,2.0,2.0,"[1, 3]","[3, 4]"
85x85,3.480757388,3.574639922,9.704470153,2.032145239,0.0,7.4759147850000005,2.032145239,0.677374359,0.0,0.0,5.031950216,4.269491812,0.0,0.677374359,0.0,7.545043403999999,6.876349082,0.677374359,2.812088458,2.125986508,7.758972310999999,2.709539501,0.0,0.0,0.0,0.0,0.0,2.709539501,0.677374359,0.0,0.0,1.354778164,6.121143905,19.426658617999998,0.0,0.0,3.480757388,0.677374359,5.443769546,0.677374359,21.767247889,2.914713648,7.937977783,0.677374359,0.0,29.784672190000002,0.0,6.121143905,0.677374359,15.928772054000001,0.0,0.677374359,0.0,17.764108301999997,0.677374359,24.294100864000004,2.709539501,12.311420483,0.0,0.677374359,0.677374359,28.300528699999997,8.349691989,11.444820805,0.677374359,0.0,4.06430671,0.0,0.0,1.354778164,8.641447319000001,4.741693427,0.0,0.0,15.585627282999999,15.93557709,0.0,53.509405916,1.354778164,0.677374359,0.0,0.0,0.0,2.125986508,0.0,0.0,0.0,2.812088458,23.225794568999998,0.677374359,1.354778164,7.835345309,0.0,6.4893535700000005,25.164105302,0.0,0.0,5.0494237879999995,1.448612149,0.677374359,2.812088458,1.354778164,0.0,165.80833404999998,1.457310294,0.0,0.0,1.448612149,8.410196486,5.726827592999999,0.0,1.354778164,65.56863000999999,2.803390313,8.255858004,0.0,0.0,0.0,23.135062213999998,0.0,0.0,2.914713648,0.0,1.354778164,0.0,1.457310294,0.0,7.578454199,0.0,5.443769546,2.134684653,1.448612149,0.0,0.677374359,20.375315396,0.10743956900000001,0.0,0.081394173,0.038211894,0.0,0.0,2.054432102,0.0,0.031706104,0.0,0.163681043,0.0,0.187189372,0.0,0.0,0.067668938,0.6168174609999999,0.253401416,0.033104545,0.0,2.0,2.0,"[1, 4]","[0, 1]"
86x86,14.367354639,15.816008053,8.349691989,0.0,0.0,6.735745199,0.0,0.0,0.0,0.0,5.64655151,4.206689301,0.0,0.0,0.0,1.448612149,2.7492859469999997,0.0,1.457310294,1.448612149,5.664025081999999,0.0,0.0,0.0,0.0,0.0,2.583933973,0.0,0.0,0.0,0.0,0.0,10.611707552,16.717119117,0.0,0.0,1.448612149,0.0,5.443769546,0.0,21.08987353,4.206689301,8.552579077,0.0,0.0,10.14037987,0.0,5.443769546,0.0,14.57399389,0.0,0.0,0.0,12.345069513999999,0.0,23.616726505000003,1.291975653,6.892381695,0.0,0.0,0.0,25.891461289,12.225650482,8.735281304,0.0,0.0,0.0,0.0,0.0,1.291975653,7.286669155,0.0,0.0,0.0,15.334526501,15.93557709,0.0,44.703448566,0.0,1.291975653,0.0,0.0,0.0,1.448612149,0.0,0.0,0.0,1.457310294,23.225794568999998,0.0,0.0,5.80320007,0.0,5.811979211000001,21.77718242,0.0,0.0,4.372049429,2.740587802,0.0,1.457310294,0.0,0.0,148.97772473999999,1.457310294,0.0,0.0,1.448612149,5.637865429,4.372049429,0.0,0.0,64.088257273,1.448612149,8.193055493000001,0.0,0.0,0.0,1.457310294,0.0,0.0,2.914713648,0.0,0.0,0.0,2.7492859469999997,2.583933973,6.90107984,1.291975653,5.443769546,1.457310294,5.324570642,0.0,0.0,21.667291049000003,0.046340202999999996,0.0,0.094866979,0.052289752,0.0,0.0,2.054432102,0.0,0.031706104,0.0,0.163681043,0.0,0.29894413799999997,0.0,0.0,0.067668938,0.613615057,0.059350968000000004,0.033104545,0.0,2.0,2.0,"[1, 4]","[0, 2]"
87x87,6.548895388,10.547741452,9.62478942,1.275097431,1.275097431,5.443769546,0.0,0.0,0.0,0.0,12.005051746,2.914713648,1.275097431,0.0,0.0,1.448612149,4.007487244,1.275097431,1.457310294,3.9987890989999997,6.922226379,2.55017695,1.275097431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.993946496,20.542371124,0.0,0.0,1.448612149,0.0,5.443769546,0.0,21.08987353,2.914713648,13.63590868,0.0,0.0,16.515685126,0.0,5.443769546,0.0,15.849091321000001,0.0,0.0,0.0,12.345069513999999,0.0,23.616726505000003,0.0,6.892381695,0.0,0.0,0.0,23.239891818999997,8.349691989,8.735281304,0.0,0.0,1.275097431,0.0,0.0,1.275097431,7.286669155,0.0,0.0,0.0,24.191087525,29.96007612,0.0,53.62889386,0.0,0.0,0.0,2.55017695,0.0,1.448612149,0.0,0.0,0.0,1.457310294,23.225794568999998,0.0,0.0,8.35337702,0.0,5.811979211000001,21.77718242,5.100283239,0.0,4.372049429,2.72370958,0.0,1.457310294,0.0,0.0,236.6088361,5.2825623010000005,0.0,0.0,1.448612149,6.896066726,4.372049429,0.0,0.0,61.504323299999996,1.448612149,8.176177271,0.0,0.0,0.0,1.457310294,0.0,0.0,2.914713648,0.0,1.275097431,0.0,1.457310294,0.0,6.90107984,0.0,5.443769546,1.457310294,1.448612149,1.275097431,0.0,21.650412827,0.024627719,0.008373212,0.10447677699999999,0.07364727300000001,0.0,0.005364625,2.054432102,0.0,0.031706104,0.0,0.185361768,0.0,0.46848693499999994,0.0,0.0,0.098964147,0.6296735499999999,0.012967955,0.033104545,0.0,2.0,2.0,"[1, 4]","[0, 3]"
88x88,6.195067014999999,2.897265563,8.349691989,0.0,0.0,5.443769546,2.373261425,0.0,0.0,2.373261425,11.474276163999999,2.914713648,0.0,0.0,0.0,1.448612149,1.457310294,0.0,1.457310294,1.448612149,4.372049429,4.746454866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.817030971,16.717119117,0.0,0.0,1.448612149,0.0,5.443769546,0.0,23.463134954999997,2.914713648,9.633864849,0.0,0.0,43.361955390000006,0.0,5.443769546,0.0,14.57399389,0.0,2.373261425,0.0,12.345069513999999,0.0,23.616726505000003,2.373261425,6.892381695,0.0,0.0,2.373261425,34.75125670999999,8.349691989,18.228289208,0.0,0.0,7.119700307,0.0,0.0,0.0,9.659930580000001,0.0,0.0,0.0,14.913043361,15.93557709,2.373261425,56.568158546,0.0,0.0,0.0,0.0,0.0,1.448612149,0.0,0.0,0.0,1.457310294,23.225794568999998,0.0,0.0,5.80320007,0.0,5.811979211000001,21.77718242,0.0,0.0,4.372049429,8.568312456,0.0,1.457310294,0.0,0.0,146.87096531,1.457310294,0.0,0.0,1.448612149,9.092344642,4.372049429,0.0,0.0,68.624023607,1.448612149,6.90107984,0.0,0.0,0.0,34.678885814000004,2.373261425,0.0,2.914713648,0.0,0.0,0.0,6.20376516,0.0,6.90107984,0.0,5.443769546,1.457310294,1.448612149,0.0,0.0,22.748576821,0.024627719,0.020032478,0.096982499,0.057665814,0.0,0.004387271,2.0657465229999996,0.0,0.031706104,0.0,0.163681043,0.0,0.187189372,0.006760343,0.0,0.09560949199999999,0.666763754,0.023583357,0.033104545,0.0,2.0,2.0,"[1, 4]","[0, 4]"
89x89,14.950887729,13.596116849,8.255858004,2.032145239,0.0,8.767890438,2.032145239,0.677374359,0.0,0.0,3.4266603059999996,5.561467465,0.0,0.677374359,0.0,6.096431255,8.168324735,0.677374359,2.812088458,0.677374359,9.050947963999999,2.709539501,0.0,0.0,0.0,0.0,2.583933973,2.709539501,0.677374359,0.0,0.0,1.354778164,11.289081911,19.426658617999998,0.0,0.0,2.032145239,0.677374359,5.443769546,0.677374359,21.767247889,4.206689301,4.88406366,0.677374359,0.0,19.64429232,0.0,6.121143905,0.677374359,15.928772054000001,0.0,0.677374359,0.0,17.764108301999997,0.677374359,24.294100864000004,4.001515154,10.862808334,0.0,0.677374359,0.677374359,30.257842343,10.777038333,9.996208656,0.677374359,0.0,4.06430671,0.0,0.0,2.646753817,8.641447319000001,4.741693427,0.0,0.0,14.959026222999999,0.0,0.0,39.024805596,1.354778164,1.969350012,0.0,0.0,0.0,0.677374359,0.0,0.0,0.0,2.812088458,21.77718242,0.677374359,1.354778164,3.489455533,0.0,3.592088007,25.164105302,0.0,0.0,5.0494237879999995,1.291975653,0.677374359,2.812088458,1.354778164,0.0,68.51277099,1.457310294,0.0,0.0,0.0,5.356282363,5.726827592999999,0.0,1.354778164,68.152563983,1.354778164,9.547833657,0.0,0.0,0.0,23.135062213999998,0.0,0.0,2.914713648,0.0,1.354778164,0.0,2.7492859469999997,2.583933973,7.578454199,1.291975653,5.443769546,2.134684653,3.875958493,0.0,0.677374359,17.321401273000003,0.12095018000000002,0.0,0.069609373,0.014077858,0.0,0.0,2.054432102,0.0,0.031706104,0.0,0.163681043,0.0,0.111754766,0.0,0.0,0.067668938,0.44745612500000004,0.306318082,0.033104545,0.0,2.0,2.0,"[1, 4]","[1, 2]"
90x90,7.1324284780000005,8.327850248,9.530955435000001,3.30724267,1.275097431,7.4759147850000005,2.032145239,0.677374359,0.0,0.0,9.785160542,4.269491812,1.275097431,0.677374359,0.0,6.096431255,9.426526032,1.9524717900000002,2.812088458,3.227551309,10.309149260999998,5.259716451,1.275097431,0.0,0.0,0.0,0.0,2.709539501,0.677374359,0.0,0.0,1.354778164,8.671320855000001,23.251910624999997,0.0,0.0,2.032145239,0.677374359,5.443769546,0.677374359,21.767247889,2.914713648,9.967393263,0.677374359,0.0,26.019597576000002,0.0,6.121143905,0.677374359,17.203869485000002,0.0,0.677374359,0.0,17.764108301999997,0.677374359,24.294100864000004,2.709539501,10.862808334,0.0,0.677374359,0.677374359,27.606272872999998,6.90107984,9.996208656,0.677374359,0.0,5.339404141,0.0,0.0,2.629875595,8.641447319000001,4.741693427,0.0,0.0,23.815587246999996,14.02449903,0.0,47.95025089,1.354778164,0.677374359,0.0,2.55017695,0.0,0.677374359,0.0,0.0,0.0,2.812088458,21.77718242,0.677374359,1.354778164,6.039632483,0.0,3.592088007,25.164105302,5.100283239,0.0,5.0494237879999995,1.275097431,0.677374359,2.812088458,1.354778164,0.0,156.14388235,5.2825623010000005,0.0,0.0,0.0,6.61448366,5.726827592999999,0.0,1.354778164,65.56863000999999,1.354778164,9.530955435000001,0.0,0.0,0.0,23.135062213999998,0.0,0.0,2.914713648,0.0,2.629875595,0.0,1.457310294,0.0,7.578454199,0.0,5.443769546,2.134684653,0.0,1.275097431,0.677374359,17.304523051,0.09923769600000001,0.008373212,0.079219171,0.035435379,0.0,0.005364625,2.054432102,0.0,0.031706104,0.0,0.185361768,0.0,0.281297563,0.0,0.0,0.098964147,0.46351461800000004,0.25993506899999996,0.033104545,0.0,2.0,2.0,"[1, 4]","[1, 3]"
91x91,6.778600105,0.677374359,8.255858004,2.032145239,0.0,7.4759147850000005,4.405406664,0.677374359,0.0,2.373261425,9.25438496,4.269491812,0.0,0.677374359,0.0,6.096431255,6.876349082,0.677374359,2.812088458,0.677374359,7.758972310999999,7.455994367,0.0,0.0,0.0,0.0,0.0,2.709539501,0.677374359,0.0,0.0,1.354778164,8.49440533,19.426658617999998,0.0,0.0,2.032145239,0.677374359,5.443769546,0.677374359,24.140509314,2.914713648,5.965349432,0.677374359,0.0,52.86586784000001,0.0,6.121143905,0.677374359,15.928772054000001,0.0,3.050635784,0.0,17.764108301999997,0.677374359,24.294100864000004,5.082800926,10.862808334,0.0,0.677374359,3.050635784,39.117637763999994,6.90107984,19.489216560000003,0.677374359,0.0,11.184007016999999,0.0,0.0,1.354778164,11.014708744,4.741693427,0.0,0.0,14.537543083,0.0,2.373261425,50.889515576,1.354778164,0.677374359,0.0,0.0,0.0,0.677374359,0.0,0.0,0.0,2.812088458,21.77718242,0.677374359,1.354778164,3.489455533,0.0,3.592088007,25.164105302,0.0,0.0,5.0494237879999995,7.119700307,0.677374359,2.812088458,1.354778164,0.0,66.40601156,1.457310294,0.0,0.0,0.0,8.810761576,5.726827592999999,0.0,1.354778164,72.688330317,1.354778164,8.255858004,0.0,0.0,0.0,56.356637734,2.373261425,0.0,2.914713648,0.0,1.354778164,0.0,6.20376516,0.0,7.578454199,0.0,5.443769546,2.134684653,0.0,0.0,0.677374359,18.402687045,0.09923769600000001,0.020032478,0.071724893,0.01945392,0.0,0.004387271,2.0657465229999996,0.0,0.031706104,0.0,0.163681043,0.0,0.0,0.006760343,0.0,0.09560949199999999,0.500604822,0.270550471,0.033104545,0.0,2.0,2.0,"[1, 4]","[1, 4]"
92x92,18.019025729,20.569218379,8.176177271,1.275097431,1.275097431,6.735745199,0.0,0.0,0.0,0.0,10.399761836,4.206689301,1.275097431,0.0,0.0,0.0,5.299462897,1.275097431,1.457310294,2.55017695,8.214202032,2.55017695,1.275097431,0.0,0.0,0.0,2.583933973,0.0,0.0,0.0,0.0,0.0,13.161884502,20.542371124,0.0,0.0,0.0,0.0,5.443769546,0.0,21.08987353,4.206689301,10.581994557,0.0,0.0,6.375305256,0.0,5.443769546,0.0,15.849091321000001,0.0,0.0,0.0,12.345069513999999,0.0,23.616726505000003,1.291975653,5.443769546,0.0,0.0,0.0,25.197205462,10.777038333,7.286669155,0.0,0.0,1.275097431,0.0,0.0,2.567073084,7.286669155,0.0,0.0,0.0,23.564486465,14.02449903,0.0,39.14429354,0.0,1.291975653,0.0,2.55017695,0.0,0.0,0.0,0.0,0.0,1.457310294,21.77718242,0.0,0.0,4.007487244,0.0,2.914713648,21.77718242,5.100283239,0.0,4.372049429,2.567073084,0.0,1.457310294,0.0,0.0,139.31327303999998,5.2825623010000005,0.0,0.0,0.0,3.8421526029999997,4.372049429,0.0,0.0,64.088257273,0.0,9.468152924000002,0.0,0.0,0.0,1.457310294,0.0,0.0,2.914713648,0.0,1.275097431,0.0,2.7492859469999997,2.583933973,6.90107984,1.291975653,5.443769546,1.457310294,3.875958493,1.275097431,0.0,18.596498704000002,0.03813833,0.008373212,0.09269197700000001,0.049513237,0.0,0.005364625,2.054432102,0.0,0.031706104,0.0,0.185361768,0.0,0.393052329,0.0,0.0,0.098964147,0.460312214,0.065884621,0.033104545,0.0,2.0,2.0,"[1, 4]","[2, 3]"
93x93,17.665197356,12.91874249,6.90107984,0.0,0.0,6.735745199,2.373261425,0.0,0.0,2.373261425,9.868986254,4.206689301,0.0,0.0,0.0,0.0,2.7492859469999997,0.0,1.457310294,0.0,5.664025081999999,4.746454866,0.0,0.0,0.0,0.0,2.583933973,0.0,0.0,0.0,0.0,0.0,12.984968977000001,16.717119117,0.0,0.0,0.0,0.0,5.443769546,0.0,23.463134954999997,4.206689301,6.579950726,0.0,0.0,33.22157552,0.0,5.443769546,0.0,14.57399389,0.0,2.373261425,0.0,12.345069513999999,0.0,23.616726505000003,3.6652370779999996,5.443769546,0.0,0.0,2.373261425,36.708570353,10.777038333,16.779677059,0.0,0.0,7.119700307,0.0,0.0,1.291975653,9.659930580000001,0.0,0.0,0.0,14.286442301000001,0.0,2.373261425,42.083558226,0.0,1.291975653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.457310294,21.77718242,0.0,0.0,1.457310294,0.0,2.914713648,21.77718242,0.0,0.0,4.372049429,8.41167596,0.0,1.457310294,0.0,0.0,49.575402249999996,1.457310294,0.0,0.0,0.0,6.038430518999999,4.372049429,0.0,0.0,71.20795758,0.0,8.193055493000001,0.0,0.0,0.0,34.678885814000004,2.373261425,0.0,2.914713648,0.0,0.0,0.0,7.495740812999999,2.583933973,6.90107984,1.291975653,5.443769546,1.457310294,3.875958493,0.0,0.0,19.694662698000002,0.03813833,0.020032478,0.085197699,0.033531778,0.0,0.004387271,2.0657465229999996,0.0,0.031706104,0.0,0.163681043,0.0,0.111754766,0.006760343,0.0,0.09560949199999999,0.497402418,0.076500023,0.033104545,0.0,2.0,2.0,"[1, 4]","[2, 4]"
