coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Endothelial1,ODMature1
0x0,0.0,0.0,0.0,2.658137286,6.142721333,1.329056371,1.993574012,1.993574012,0.0,0.664523765,5.478188727,0.0,0.0,0.0,0.0,0.0,10.381114314000001,0.0,0.0,4.813664962,0.664523765,9.465376663,0.0,0.0,0.664523765,0.0,0.0,0.0,0.664523765,0.0,0.0,0.0,5.064963655,0.0,0.664523765,0.0,0.0,3.0713501340000002,0.0,2.406826369,13.040047939,0.0,8.549589805,0.0,0.0,19.25349607,0.0,6.142721333,0.0,9.967306986,0.0,0.0,0.0,0.664523765,0.0,7.974287945,0.664523765,1.329056371,0.0,1.329056371,1.993574012,43.576083876,4.813664962,5.316260017,0.664523765,0.0,0.0,0.0,0.0,0.0,3.73588274,1.993574012,2.406826369,0.0,20.422590325999998,0.0,7.885057199,21.751662908,3.0713501340000002,21.500140861,0.664523765,0.0,0.664523765,0.0,0.0,0.0,1.329056371,1.329056371,5.316260017,0.0,0.664523765,4.651711701,0.0,2.658137286,6.142721333,0.664523765,0.0,1.329056371,0.664523765,0.0,1.329056371,2.406826369,0.664523765,28.88133525,0.0,0.0,0.0,0.0,18.428995926,10.129924979,0.0,1.329056371,35.21595985,0.0,11.620312666,0.0,0.0,0.0,27.137138765,0.664523765,0.0,3.322649277,0.0,0.664523765,0.664523765,2.658137286,0.0,0.0,0.0,0.0,0.0,1.329056371,0.0,0.0,11.96283521,0.0,0.011069478,0.000155517,0.003309212,0.223201486,0.0,0.672283867,0.0,0.013825942,0.0,0.0,0.035893242,0.0,0.0,0.0,0.197628163,0.346432413,0.0,0.0,0.075526214,1.0,1.0
1x1,0.0,0.0,1.457310294,0.0,4.813664962,0.0,0.0,0.0,0.0,0.0,6.270975256,2.914713648,0.0,0.0,0.0,0.0,3.864136663,0.0,1.457310294,4.813664962,4.372049429,4.813664962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.406826369,5.829359897,0.0,0.0,0.0,2.406826369,0.0,2.406826369,12.608940679,2.914713648,10.135247082,0.0,0.0,19.25349607,0.0,4.813664962,0.0,14.57399389,0.0,0.0,0.0,1.457310294,0.0,7.286669155,0.0,0.0,0.0,0.0,0.0,42.375256884,6.270975256,7.286669155,0.0,0.0,0.0,0.0,0.0,0.0,9.693495524,0.0,2.406826369,0.0,18.813923269,0.0,7.220533434,39.21695254,2.406826369,16.84842916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.457310294,0.0,0.0,0.0,1.457310294,0.0,2.914713648,4.813664962,0.0,0.0,4.372049429,0.0,0.0,1.457310294,2.406826369,0.0,28.88133525,1.457310294,0.0,0.0,0.0,14.44187384,9.185714391,0.0,0.0,45.17426595,0.0,11.084048948,0.0,0.0,0.0,27.929925294,0.0,0.0,2.914713648,0.0,0.0,0.0,1.457310294,0.0,1.457310294,0.0,0.0,1.457310294,0.0,0.0,0.0,16.02942562,0.0,0.0,0.025557139,0.003309212,0.0,0.0,1.446639596,0.0,0.031706104,0.0,0.034158248,0.0,0.0,0.0,0.0,0.060679072,0.412877816,0.001517518,0.015233641,0.0,1.0,1.0
2x2,0.0,0.0,0.0,1.983389796,4.813664962,2.975117771,0.0,0.991682007,0.0,0.0,4.813664962,1.983389796,0.0,0.0,1.983389796,2.975117771,4.390216165,0.991682007,0.0,4.813664962,1.983389796,4.813664962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.365368302,0.0,0.0,0.0,0.0,3.398508376,0.0,2.406826369,19.267589049,0.0,7.220533434,0.0,0.0,19.25349607,0.0,6.797054758,0.0,1.983389796,0.0,0.0,0.0,3.966838056,0.0,13.88332619,0.0,5.950243176,0.0,0.0,0.0,40.91794659,5.8053469689999995,7.933671932,0.0,0.0,0.0,0.0,0.0,0.0,6.373664424999999,0.0,2.406826369,0.0,18.408711896,0.0,7.220533434,37.24861774,2.406826369,18.831818956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991682007,0.0,1.983389796,0.0,3.966838056,5.8053469689999995,0.0,0.0,3.966838056,1.983389796,0.0,0.0,2.406826369,1.983389796,28.88133525,0.991682007,0.0,0.0,0.0,14.44187384,7.788782733,0.0,0.0,14.87449798,0.0,13.59357671,0.0,0.0,0.0,26.472615,0.0,0.0,0.0,0.991682007,0.0,0.0,7.933671932,0.0,0.0,0.0,0.991682007,0.991682007,0.0,0.0,0.0,15.86553025,0.0,0.0,0.042528148,0.006993903,0.0,0.0,0.296492474,0.0,0.0,0.0,0.094992136,0.010784794,0.0,0.010793173,0.0,0.006690337,0.3812577,0.031361701,0.024389221,0.0,1.0,1.0
3x3,0.719174655,0.0,0.0,2.157548282,4.813664962,0.719174655,0.0,1.43837221,2.157548282,1.43837221,4.813664962,0.0,0.0,0.0,0.0,0.0,8.160343409,0.0,0.0,6.252037172,0.719174655,5.532839617,0.0,0.0,5.75351704,7.191812438,0.719174655,0.719174655,0.0,0.0,0.0,1.43837221,3.845198579,0.0,0.0,0.0,0.0,3.126001024,0.0,2.406826369,18.949670309000002,0.0,10.816533222,1.43837221,0.0,19.25349607,0.0,8.40966475,0.0,13.66560555,0.0,0.719174655,0.0,4.315082378,0.719174655,9.349038438,1.43837221,10.78691088,0.0,0.0,1.43837221,43.075494872,5.532839617,1.43837221,0.0,0.719174655,0.0,0.719174655,0.0,0.0,13.915175648999998,3.595999788,3.126001024,0.0,15.161048495,0.0,7.220533434,29.54462197,2.406826369,16.84842916,0.0,1.43837221,0.719174655,0.0,0.0,0.0,1.43837221,0.0,1.43837221,0.0,0.719174655,2.876769678,2.157548282,1.43837221,4.813664962,0.0,0.0,0.0,0.0,0.719174655,0.0,2.406826369,0.0,30.31970746,0.0,0.719174655,0.0,0.719174655,14.44187384,8.40966475,0.0,0.0,47.46185122,0.0,16.099480855,1.43837221,0.0,0.0,26.472615,2.157548282,1.43837221,9.349038438,0.0,0.0,0.0,2.876769678,0.0,0.0,0.0,1.43837221,1.43837221,3.595999788,1.43837221,0.0,22.29700002,0.00355112,0.009423474,0.025054353,0.026854351,0.0,0.029233705,1.068473684,0.0,0.0,0.0,0.315588292,0.0,0.29720914,0.0,0.020208882,0.0,0.349712562,0.0,0.002309854,0.0,1.0,1.0
4x4,0.0,0.0,5.443769546,0.0,4.813664962,5.443769546,0.0,0.0,0.0,0.0,4.813664962,0.0,0.0,0.0,0.0,0.0,2.406826369,0.0,0.0,4.813664962,0.0,4.813664962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.850595915,10.88775922,0.0,0.0,0.0,2.406826369,5.443769546,2.406826369,13.294585589,0.0,7.220533434,0.0,0.0,19.25349607,0.0,10.257434508,0.0,0.0,0.0,0.0,0.0,10.88775922,0.0,16.33005735,0.0,5.443769546,0.0,0.0,0.0,51.80570581,10.257434508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.406826369,0.0,2.406826369,0.0,14.44187384,0.0,7.220533434,19.885643385999998,2.406826369,16.84842916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.77718242,0.0,0.0,0.0,0.0,0.0,26.590847382,0.0,0.0,0.0,0.0,0.0,0.0,2.406826369,0.0,28.88133525,0.0,0.0,0.0,0.0,14.44187384,4.813664962,0.0,0.0,16.33005735,0.0,15.0705082,0.0,0.0,0.0,26.472615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.443769546,0.0,5.443769546,0.0,0.0,0.0,0.0,0.0,0.016425846,0.0,0.030890462,0.003309212,0.0,0.0,0.607792506,0.0,0.0,0.0,0.129522795,0.0,0.0,0.0,0.0,0.006989866,0.542520179,0.004916784,0.017870904,0.0,1.0,1.0
5x5,1.291870106,0.0,3.875621685,3.950007392,1.329056371,1.329056371,1.993574012,5.869195697,0.0,0.664523765,1.956393871,0.0,1.291870106,0.0,0.0,0.0,9.266158051,0.0,0.0,0.0,0.664523765,4.651711701,0.0,0.0,0.664523765,0.0,0.0,0.0,1.956393871,0.0,0.0,0.0,2.658137286,1.291870106,0.664523765,0.0,0.0,4.54014545,0.0,0.0,10.63322157,0.0,3.912742783,0.0,0.0,23.25492857,0.0,1.329056371,0.0,12.550993398000001,0.0,0.0,0.0,0.664523765,0.0,7.974287945,0.664523765,3.912742783,0.0,1.329056371,1.993574012,34.954745806,0.0,5.316260017,0.664523765,0.0,1.291870106,1.291870106,0.0,1.291870106,1.329056371,1.993574012,0.0,1.291870106,8.564402898,1.291870106,0.664523765,55.107561798,0.664523765,5.943581807,0.664523765,0.0,1.956393871,1.291870106,0.0,0.0,1.329056371,1.329056371,5.316260017,0.0,0.664523765,4.651711701,0.0,5.241823698,2.6209264770000003,0.664523765,0.0,1.329056371,1.956393871,0.0,2.6209264770000003,0.0,0.664523765,37.46803478,0.0,0.0,0.0,0.0,10.446455165,5.316260017,0.0,1.329056371,36.507829955999995,0.0,1.993574012,0.0,0.0,0.0,38.132558545,0.664523765,0.0,3.322649277,0.0,0.664523765,0.664523765,3.950007392,0.0,0.0,1.291870106,0.0,0.0,1.329056371,0.0,0.0,11.96283521,0.0,0.011069478,0.003280104,0.02138835,0.223201486,0.0,0.672283867,0.0,0.013825942,0.0,0.0,0.035893242,0.42301671,0.0,0.0,0.197628163,0.23864770700000001,0.0,0.0,0.075526214,1.0,1.0
6x6,1.291870106,0.0,5.332931979,1.291870106,0.0,0.0,0.0,3.875621685,0.0,0.0,2.7491804,2.914713648,1.291870106,0.0,0.0,0.0,2.7491804,0.0,1.457310294,0.0,4.372049429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.291870106,0.0,0.0,0.0,0.0,7.121230003,0.0,0.0,0.0,3.875621685,0.0,0.0,10.20211431,2.914713648,5.49840006,0.0,0.0,23.25492857,0.0,0.0,0.0,17.157680302,0.0,0.0,0.0,1.457310294,0.0,7.286669155,0.0,2.583686412,0.0,0.0,0.0,33.753918814,1.457310294,7.286669155,0.0,0.0,1.291870106,1.291870106,0.0,1.291870106,7.286669155,0.0,0.0,1.291870106,6.955735840999999,1.291870106,0.0,72.57285143,0.0,1.291870106,0.0,0.0,1.291870106,1.291870106,0.0,0.0,0.0,1.457310294,0.0,0.0,0.0,1.457310294,0.0,5.49840006,1.291870106,0.0,0.0,4.372049429,1.291870106,0.0,2.7491804,0.0,0.0,37.46803478,1.457310294,0.0,0.0,0.0,6.459333079,4.372049429,0.0,0.0,46.466136055999996,0.0,1.457310294,0.0,0.0,0.0,38.925345074000006,0.0,0.0,2.914713648,0.0,0.0,0.0,2.7491804,0.0,1.457310294,1.291870106,0.0,1.457310294,0.0,0.0,0.0,16.02942562,0.0,0.0,0.028681725999999998,0.02138835,0.0,0.0,1.446639596,0.0,0.031706104,0.0,0.034158248,0.0,0.42301671,0.0,0.0,0.060679072,0.30509311,0.001517518,0.015233641,0.0,1.0,1.0
7x7,1.291870106,0.0,3.875621685,3.275259902,0.0,2.975117771,0.0,4.867303692,0.0,0.0,1.291870106,1.983389796,1.291870106,0.0,1.983389796,2.975117771,3.275259902,0.991682007,0.0,0.0,1.983389796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.291870106,0.0,0.0,0.0,4.958541933,1.291870106,0.0,0.0,0.0,4.867303692,0.0,0.0,16.86076268,0.0,2.583686412,0.0,0.0,23.25492857,0.0,1.983389796,0.0,4.567076208,0.0,0.0,0.0,3.966838056,0.0,13.88332619,0.0,8.533929588,0.0,0.0,0.0,32.29660852,0.991682007,7.933671932,0.0,0.0,1.291870106,1.291870106,0.0,1.291870106,3.966838056,0.0,0.0,1.291870106,6.550524468,1.291870106,0.0,70.60451663,0.0,3.275259902,0.0,0.0,1.291870106,1.291870106,0.0,0.0,0.0,0.0,0.0,0.991682007,0.0,1.983389796,0.0,6.550524468,2.283552113,0.0,0.0,3.966838056,3.275259902,0.0,1.291870106,0.0,1.983389796,37.46803478,0.991682007,0.0,0.0,0.0,6.459333079,2.975117771,0.0,0.0,16.166368086,0.0,3.966838056,0.0,0.0,0.0,37.46803478,0.0,0.0,0.0,0.991682007,0.0,0.0,9.225542038,0.0,0.0,1.291870106,0.991682007,0.991682007,0.0,0.0,0.0,15.86553025,0.0,0.0,0.045652735,0.025073041,0.0,0.0,0.296492474,0.0,0.0,0.0,0.094992136,0.010784794,0.42301671,0.010793173,0.0,0.006690337,0.273472994,0.031361701,0.024389221,0.0,1.0,1.0
8x8,2.011044761,0.0,3.875621685,3.449418388,0.0,0.719174655,0.0,5.313993895,2.157548282,1.43837221,1.291870106,0.0,1.291870106,0.0,0.0,0.0,7.045387146,0.0,0.0,1.43837221,0.719174655,0.719174655,0.0,0.0,5.75351704,7.191812438,0.719174655,0.719174655,1.291870106,0.0,0.0,1.43837221,1.43837221,1.291870106,0.0,0.0,0.0,4.59479634,0.0,0.0,16.54284394,0.0,6.1796862,1.43837221,0.0,23.25492857,0.0,3.595999788,0.0,16.249291962,0.0,0.719174655,0.0,4.315082378,0.719174655,9.349038438,1.43837221,13.370597292000001,0.0,0.0,1.43837221,34.454156802,0.719174655,1.43837221,0.0,0.719174655,1.291870106,2.011044761,0.0,1.291870106,11.50834928,3.595999788,0.719174655,1.291870106,3.3028610670000003,1.291870106,0.0,62.90052086,0.0,1.291870106,0.0,1.43837221,2.011044761,1.291870106,0.0,0.0,1.43837221,0.0,1.43837221,0.0,0.719174655,2.876769678,2.157548282,4.022058622,1.291870106,0.0,0.0,0.0,1.291870106,0.719174655,1.291870106,0.0,0.0,38.90640699,0.0,0.719174655,0.0,0.719174655,6.459333079,3.595999788,0.0,0.0,48.753721326,0.0,6.472742201,1.43837221,0.0,0.0,37.46803478,2.157548282,1.43837221,9.349038438,0.0,0.0,0.0,4.168639784,0.0,0.0,1.291870106,1.43837221,1.43837221,3.595999788,1.43837221,0.0,22.29700002,0.00355112,0.009423474,0.02817894,0.044933489,0.0,0.029233705,1.068473684,0.0,0.0,0.0,0.315588292,0.0,0.7202258500000001,0.0,0.020208882,0.0,0.241927856,0.0,0.002309854,0.0,1.0,1.0
9x9,1.291870106,0.0,9.319391231,1.291870106,0.0,5.443769546,0.0,3.875621685,0.0,0.0,1.291870106,0.0,1.291870106,0.0,0.0,0.0,1.291870106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.291870106,0.0,0.0,0.0,5.443769546,12.179629325999999,0.0,0.0,0.0,3.875621685,5.443769546,0.0,10.88775922,0.0,2.583686412,0.0,0.0,23.25492857,0.0,5.443769546,0.0,2.583686412,0.0,0.0,0.0,10.88775922,0.0,16.33005735,0.0,8.027455958000001,0.0,0.0,0.0,43.18436774,5.443769546,0.0,0.0,0.0,1.291870106,1.291870106,0.0,1.291870106,0.0,0.0,0.0,1.291870106,2.583686412,1.291870106,0.0,53.241542276,0.0,1.291870106,0.0,0.0,1.291870106,1.291870106,0.0,0.0,0.0,0.0,21.77718242,0.0,0.0,0.0,0.0,2.583686412,23.069052526,0.0,0.0,0.0,1.291870106,0.0,1.291870106,0.0,0.0,37.46803478,0.0,0.0,0.0,0.0,6.459333079,0.0,0.0,0.0,17.621927456,0.0,5.443769546,0.0,0.0,0.0,37.46803478,0.0,0.0,0.0,0.0,0.0,0.0,1.291870106,0.0,5.443769546,1.291870106,5.443769546,0.0,0.0,0.0,0.0,0.0,0.016425846,0.0,0.034015049,0.02138835,0.0,0.0,0.607792506,0.0,0.0,0.0,0.129522795,0.0,0.42301671,0.0,0.0,0.006989866,0.43473547300000004,0.004916784,0.017870904,0.0,1.0,1.0
