coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Inhibitory,ODMature1,permutationTracker
79x79,0.0,0.0,1.457310294,17.123258596,0.630872464,3.6059902349999997,0.0,4.146098177,1.261778128,0.0,9.847510272000001,6.885067524,0.630872464,0.0,1.983389796,5.4986642119999996,7.856966277,1.622554471,2.088182758,0.0,9.509855394999999,0.630872464,0.630872464,0.0,3.15441617,13.87989957,0.630872464,12.364143073000001,1.98696408,0.630872464,0.0,0.0,23.537097777,6.460232361,0.0,0.0,0.630872464,6.2273939259999995,1.98696408,0.630872464,27.06287699,3.545586112,4.176491776000001,0.0,0.0,0.0,1.892677383,5.137805966,7.222751942,56.304792825999996,0.0,0.0,0.0,21.291012,0.630872464,21.169995345,9.46405467,21.090111976,0.0,0.630872464,3.15441617,7.2295835219999995,8.315603475,31.181010517999997,3.785309148,0.0,0.0,0.630872464,0.630872464,0.0,11.253507211,1.892677383,0.630872464,0.630872464,9.600665613,0.0,0.0,54.615926356,12.551987704,5.7686989440000005,0.0,0.630872464,9.557539875,1.261778128,0.0,0.0,0.630872464,2.719088422,0.0,1.622554471,2.523546441,11.736530175999999,0.0,23.661839047,3.5152284480000002,1.261778128,6.497480232,8.969759949,4.506936237,0.630872464,2.719088422,2.523546441,2.61426226,0.0,3.079864765,0.0,0.0,11.92111524,3.15441617,14.286975191,1.892677383,1.892677383,60.04876393,0.0,17.157334384000002,0.0,0.0,0.0,1.457310294,5.7722732279999995,3.785309148,3.545586112,1.622554471,0.0,0.0,20.842000975999998,0.0,1.457310294,0.0,0.991682007,8.946472533,0.0,0.0,0.0,31.894955870000004,0.036401422,0.000727536,0.101894402,0.032392158,0.0,0.0,1.7431320700000001,0.0,0.031706104,0.0,0.22383000400000003,0.010784794,0.06345961,0.010793173,0.0727907,0.067369409,0.7414506350000001,0.047467169000000003,0.056267793999999996,0.018325221,2.0,2.0,"[[1, 3], [1, 2]]"
80x80,0.719174655,0.0,1.457310294,17.297417082,0.630872464,1.350047119,0.0,4.59278838,3.41932641,1.43837221,9.847510272000001,4.901677728,0.630872464,0.0,0.0,2.523546441,11.627093520999999,0.630872464,2.088182758,1.43837221,8.245640254,1.350047119,0.630872464,0.0,8.90793321,21.071712008,1.350047119,13.083317728,1.98696408,0.630872464,0.0,1.43837221,20.016928054,6.460232361,0.0,0.0,0.630872464,5.954886574,1.98696408,0.630872464,26.744958250000003,3.545586112,7.772491564000001,1.43837221,0.0,0.0,1.892677383,6.750415958,7.222751942,67.98700858,0.0,0.719174655,0.0,21.639256321999998,1.350047119,16.635707593,10.90242688,25.926779680000003,0.0,0.630872464,4.59278838,9.387131804,8.043096123,24.685710796,3.785309148,0.719174655,0.0,1.350047119,0.630872464,0.0,18.795018435,5.488677171,1.350047119,0.630872464,6.353002212,0.0,0.0,46.911930586000004,12.551987704,3.785309148,0.0,2.069244674,10.27671453,1.261778128,0.0,0.0,2.069244674,2.719088422,1.43837221,0.630872464,3.2427210960000004,12.629910057999998,2.157548282,21.133373201,2.523546441,1.261778128,6.497480232,5.002921893,2.523546441,1.350047119,2.719088422,2.523546441,0.630872464,1.43837221,2.088182758,0.719174655,0.0,12.640289895,3.15441617,14.907857208,1.892677383,1.892677383,92.63611717,0.0,19.663238529,1.43837221,0.0,0.0,1.457310294,7.92982151,5.223681358,12.89462455,0.630872464,0.0,0.0,15.785098721999999,0.0,1.457310294,0.0,1.43837221,9.393162736,3.595999788,1.43837221,0.0,38.32642564,0.039952542,0.010151009999999999,0.08442060700000001,0.052252606,0.0,0.029233705,2.51511328,0.0,0.031706104,0.0,0.44442616,0.0,0.36066875,0.0,0.092999582,0.060679072,0.709905497,0.016105468,0.034188427,0.018325221,2.0,2.0,"[[1, 3], [1, 3]]"
81x81,0.0,0.0,6.90107984,15.1398688,0.630872464,6.074642010000001,0.0,3.15441617,1.261778128,0.0,9.847510272000001,4.901677728,0.630872464,0.0,0.0,2.523546441,5.873576481,0.630872464,2.088182758,0.0,7.526465599,0.630872464,0.630872464,0.0,3.15441617,13.87989957,0.630872464,12.364143073000001,1.98696408,0.630872464,0.0,0.0,24.02232539,17.347991581,0.0,0.0,0.630872464,5.235711919,7.430733626,0.630872464,21.08987353,3.545586112,4.176491776000001,0.0,0.0,0.0,1.892677383,8.598185716,7.222751942,54.32140303,0.0,0.0,0.0,28.211933163999998,0.630872464,23.616726505000003,9.46405467,20.583638346,0.0,0.630872464,3.15441617,18.117342741999998,12.767691014,23.247338585999998,3.785309148,0.0,0.0,0.630872464,0.630872464,0.0,7.286669155,1.892677383,0.630872464,0.630872464,5.633827557,0.0,0.0,37.252952002,12.551987704,3.785309148,0.0,0.630872464,9.557539875,1.261778128,0.0,0.0,0.630872464,2.719088422,21.77718242,0.630872464,2.523546441,9.753140379999998,0.0,19.695000991,24.300728861,1.261778128,6.497480232,5.002921893,2.523546441,0.630872464,2.719088422,2.523546441,0.630872464,0.0,2.088182758,0.0,0.0,11.92111524,3.15441617,11.311857419999999,1.892677383,1.892677383,61.504323299999996,0.0,18.634265874,0.0,0.0,0.0,1.457310294,5.7722732279999995,3.785309148,3.545586112,0.630872464,0.0,0.0,12.908329043999998,0.0,6.90107984,0.0,5.443769546,7.954790526,0.0,0.0,0.0,16.02942562,0.052827268000000004,0.000727536,0.090256716,0.028707467,0.0,0.0,2.054432102,0.0,0.031706104,0.0,0.25836066300000005,0.0,0.06345961,0.0,0.0727907,0.067668938,0.9027131140000001,0.021022252,0.049749477,0.018325221,2.0,2.0,"[[1, 3], [1, 4]]"
82x82,0.719174655,0.0,0.0,19.280806878,0.630872464,4.32516489,0.0,5.584470387,3.41932641,1.43837221,8.390199978,3.970353876,0.630872464,0.0,1.983389796,5.4986642119999996,12.153173023,1.622554471,0.630872464,1.43837221,5.856980621,1.350047119,0.630872464,0.0,8.90793321,21.071712008,1.350047119,13.083317728,1.98696408,0.630872464,0.0,1.43837221,24.975469987,0.630872464,0.0,0.0,0.630872464,6.946568580999999,1.98696408,0.630872464,33.403606620000005,0.630872464,4.857777916,1.43837221,0.0,0.0,1.892677383,8.733805754,7.222751942,55.396404486,0.0,0.719174655,0.0,24.148784084,1.350047119,23.232364628,10.90242688,31.877022856,0.0,0.630872464,4.59278838,7.92982151,7.577467835999999,25.332713573,3.785309148,0.719174655,0.0,1.350047119,0.630872464,0.0,15.475187336,5.488677171,1.350047119,0.630872464,5.947790839,0.0,0.0,44.943595786,12.551987704,5.7686989440000005,0.0,2.069244674,10.27671453,1.261778128,0.0,0.0,2.069244674,1.261778128,1.43837221,1.622554471,3.2427210960000004,13.15598956,2.157548282,22.185497609000002,3.5152284480000002,1.261778128,6.497480232,4.59771052,4.506936237,1.350047119,1.261778128,2.523546441,2.61426226,1.43837221,1.622554471,0.719174655,0.0,12.640289895,3.15441617,13.51092555,1.892677383,1.892677383,62.3363492,0.0,22.172766291000002,1.43837221,0.0,0.0,0.0,7.92982151,5.223681358,9.979910901999999,1.622554471,0.0,0.0,22.261460359999997,0.0,0.0,0.0,2.430054217,8.927534449,3.595999788,1.43837221,0.0,38.16253027,0.039952542,0.010151009999999999,0.10139161600000002,0.055937297,0.0,0.029233705,1.364966158,0.0,0.0,0.0,0.505260048,0.010784794,0.36066875,0.010793173,0.092999582,0.006690337,0.678285381,0.045949651,0.043344007000000004,0.018325221,2.0,2.0,"[[1, 3], [2, 3]]"
83x83,0.0,0.0,5.443769546,17.123258596,0.630872464,9.049759781,0.0,4.146098177,1.261778128,0.0,8.390199978,3.970353876,0.630872464,0.0,1.983389796,5.4986642119999996,6.399655983,1.622554471,0.630872464,0.0,5.137805966,0.630872464,0.630872464,0.0,3.15441617,13.87989957,0.630872464,12.364143073000001,1.98696408,0.630872464,0.0,0.0,28.980867323,11.518631683999999,0.0,0.0,0.630872464,6.2273939259999995,7.430733626,0.630872464,27.7485219,0.630872464,1.261778128,0.0,0.0,0.0,1.892677383,10.581575512,7.222751942,41.730798936,0.0,0.0,0.0,30.721460926,0.630872464,30.213383540000002,9.46405467,26.533881522,0.0,0.630872464,3.15441617,16.660032448,12.302062727,23.894341363,3.785309148,0.0,0.0,0.630872464,0.630872464,0.0,3.966838056,1.892677383,0.630872464,0.630872464,5.228616184,0.0,0.0,35.284617202,12.551987704,5.7686989440000005,0.0,0.630872464,9.557539875,1.261778128,0.0,0.0,0.630872464,1.261778128,21.77718242,1.622554471,2.523546441,10.279219882,0.0,20.747125399,25.292410867999997,1.261778128,6.497480232,4.59771052,4.506936237,0.630872464,1.261778128,2.523546441,2.61426226,0.0,1.622554471,0.0,0.0,11.92111524,3.15441617,9.914925762,1.892677383,1.892677383,31.204555329999998,0.0,21.143793636,0.0,0.0,0.0,0.0,5.7722732279999995,3.785309148,0.630872464,1.622554471,0.0,0.0,19.384690682,0.0,5.443769546,0.0,6.435451553,7.489162239,0.0,0.0,0.0,15.86553025,0.052827268000000004,0.000727536,0.10722772500000001,0.032392158,0.0,0.0,0.90428498,0.0,0.0,0.0,0.31919455100000005,0.010784794,0.06345961,0.010793173,0.0727907,0.013680203,0.8710929980000001,0.050866435,0.058905057000000004,0.018325221,2.0,2.0,"[[1, 3], [2, 4]]"
84x84,0.719174655,0.0,5.443769546,17.297417082,0.630872464,6.7938166650000005,0.0,4.59278838,3.41932641,1.43837221,8.390199978,1.98696408,0.630872464,0.0,0.0,2.523546441,10.169783227,0.630872464,0.630872464,1.43837221,3.873590825,1.350047119,0.630872464,0.0,8.90793321,21.071712008,1.350047119,13.083317728,1.98696408,0.630872464,0.0,1.43837221,25.460697600000003,11.518631683999999,0.0,0.0,0.630872464,5.954886574,7.430733626,0.630872464,27.43060316,0.630872464,4.857777916,1.43837221,0.0,0.0,1.892677383,12.194185504,7.222751942,53.413014690000004,0.0,0.719174655,0.0,31.069705247999998,1.350047119,25.679095787999998,10.90242688,31.370549226,0.0,0.630872464,4.59278838,18.81758073,12.029555375000001,17.399041641,3.785309148,0.719174655,0.0,1.350047119,0.630872464,0.0,11.50834928,5.488677171,1.350047119,0.630872464,1.980952783,0.0,0.0,27.580621432,12.551987704,3.785309148,0.0,2.069244674,10.27671453,1.261778128,0.0,0.0,2.069244674,1.261778128,23.21555463,0.630872464,3.2427210960000004,11.172599764,2.157548282,18.218659553000002,24.300728861,1.261778128,6.497480232,0.630872464,2.523546441,1.350047119,1.261778128,2.523546441,0.630872464,1.43837221,0.630872464,0.719174655,0.0,12.640289895,3.15441617,10.535807779,1.892677383,1.892677383,63.791908570000004,0.0,23.649697781,1.43837221,0.0,0.0,0.0,7.92982151,5.223681358,9.979910901999999,0.630872464,0.0,0.0,14.327788428,0.0,5.443769546,0.0,6.882141756,7.935852442,3.595999788,1.43837221,0.0,22.29700002,0.056378388,0.010151009999999999,0.08975393000000001,0.052252606,0.0,0.029233705,1.67626619,0.0,0.0,0.0,0.539790707,0.0,0.36066875,0.0,0.092999582,0.006989866,0.83954786,0.019504734000000003,0.03682569,0.018325221,2.0,2.0,"[[1, 3], [3, 4]]"
85x85,0.0,0.0,8.929584434999999,17.798006086,1.959928835,20.106896325,1.993574012,6.215463912,1.795511968,0.664523765,8.139277813,2.914713648,2.232050031,0.0,0.53373384,3.057280281,15.982809961000001,0.630872464,2.088182758,0.0,10.859670781999998,5.282584165,0.630872464,0.0,4.886413665,14.41363341,0.630872464,7.084947605,0.664523765,0.630872464,0.53373384,0.53373384,23.815315694,13.932506501999999,0.664523765,0.0,1.698346194,6.196173083,0.0,0.630872464,21.36906972,3.545586112,8.174229565000001,0.0,0.53373384,0.53373384,1.892677383,15.693032161000001,3.930459546,76.565711386,0.0,0.0,0.0,16.001733629,1.1646063039999999,15.79469094,10.128578435,20.205015752,0.0,3.561106402,5.681724022,12.170627918000001,6.018669095,25.123398652,4.449832913,0.0,0.0,0.630872464,0.630872464,0.53373384,8.615725526,4.419985235,1.1646063039999999,0.630872464,43.100825303,0.0,0.664523765,37.665741284,1.8291300689999999,10.571966384,0.664523765,0.630872464,10.370045095,1.261778128,0.53373384,0.0,3.027402565,9.919145607,5.849993857,0.630872464,3.721804046,14.552833535999998,0.53373384,19.742499133,7.054931325,2.460035733,2.523546441,7.399451994,3.721804046,3.8332009769999997,4.0481447930000005,2.523546441,1.295396229,0.0,3.689360325,0.0,0.0,0.0,7.6752720960000005,18.763062972,1.892677383,3.221733754,81.45769953,0.0,7.236193454,0.0,0.0,0.0,2.121834059,7.118514331,5.920254683,9.536916807,0.630872464,2.7994693,1.198257605,16.248183668,1.06747373,1.457310294,1.06747373,1.601177567,6.649538153,1.329056371,0.0,8.005959716,38.66573159000001,0.0,0.032166118,0.052731692,0.042293064000000005,0.223201486,0.0,2.118923463,0.0,0.045532046,0.0,0.12145978,0.035893242,0.06345961,0.0,0.0727907,0.25830723499999997,0.675995826,0.006181887,0.036313947,0.093851435,2.0,2.0,"[[1, 4], [0, 1]]"
86x86,0.0,0.0,7.472274141,19.781395882,1.959928835,23.082014096,1.993574012,7.207145918999999,1.795511968,0.664523765,6.681967519,1.983389796,2.232050031,0.0,2.517123636,6.032398052,16.508889463,1.622554471,0.630872464,0.0,8.471011148999999,5.282584165,0.630872464,0.0,4.886413665,14.41363341,0.630872464,7.084947605,0.664523765,0.630872464,0.53373384,0.53373384,28.773857626999998,8.103146605,0.664523765,0.0,1.698346194,7.187855089999999,0.0,0.630872464,28.02771809,0.630872464,5.259515917,0.0,0.53373384,0.53373384,1.892677383,17.676421957000002,3.930459546,63.975107292000004,0.0,0.0,0.0,18.511261390999998,1.1646063039999999,22.391347975000002,10.128578435,26.155258928000002,0.0,3.561106402,5.681724022,10.713317624,5.5530408079999996,25.770401429,4.449832913,0.0,0.0,0.630872464,0.630872464,0.53373384,5.295894427,4.419985235,1.1646063039999999,0.630872464,42.69561393,0.0,0.664523765,35.697406484,1.8291300689999999,12.55535618,0.664523765,0.630872464,10.370045095,1.261778128,0.53373384,0.0,3.027402565,8.461835313,5.849993857,1.622554471,3.721804046,15.078913038,0.53373384,20.794623541,8.046613332,2.460035733,2.523546441,6.994240620999999,5.705193842,3.8332009769999997,2.590834499,2.523546441,3.278786025,0.0,3.223732038,0.0,0.0,0.0,7.6752720960000005,17.366131314,1.892677383,3.221733754,51.15793156,0.0,9.745721216,0.0,0.0,0.0,0.664523765,7.118514331,5.920254683,6.622203159,1.622554471,2.7994693,1.198257605,22.724545306,1.06747373,0.0,1.06747373,2.592859574,6.183909866,1.329056371,0.0,8.005959716,38.50183622,0.0,0.032166118,0.069702701,0.045977755,0.223201486,0.0,0.968776341,0.0,0.013825942,0.0,0.18229366800000002,0.046678036,0.06345961,0.010793173,0.0727907,0.2043185,0.6443757099999999,0.03602607,0.045469526999999996,0.093851435,2.0,2.0,"[[1, 4], [0, 2]]"
87x87,0.719174655,0.0,7.472274141,19.955554368,1.959928835,20.82607098,1.993574012,7.6538361219999995,3.95306025,2.102895975,6.681967519,0.0,2.232050031,0.0,0.53373384,3.057280281,20.279016707,0.630872464,0.630872464,1.43837221,7.2067960079999995,6.00175882,0.630872464,0.0,10.639930705000001,21.605445848,1.350047119,7.80412226,0.664523765,0.630872464,0.53373384,1.97210605,25.253687904,8.103146605,0.664523765,0.0,1.698346194,6.9153477379999995,0.0,0.630872464,27.70979935,0.630872464,8.855515705,1.43837221,0.53373384,0.53373384,1.892677383,19.289031949,3.930459546,75.657323046,0.0,0.719174655,0.0,18.859505712999997,1.8837809589999999,17.857060222999998,11.566950645,30.991926632000002,0.0,3.561106402,7.120096232,12.870865906,5.280533456,19.275101707,4.449832913,0.719174655,0.0,1.350047119,0.630872464,0.53373384,12.837405651,8.015985023,1.8837809589999999,0.630872464,39.447950529,0.0,0.664523765,27.993410714,1.8291300689999999,10.571966384,0.664523765,2.069244674,11.08921975,1.261778128,0.53373384,0.0,4.465774775,8.461835313,7.288366067,0.630872464,4.440978701,15.97229292,2.691282122,18.266157695,7.054931325,2.460035733,2.523546441,3.027402565,3.721804046,4.5523756319999995,2.590834499,2.523546441,1.295396229,1.43837221,2.232050031,0.719174655,0.0,0.719174655,7.6752720960000005,17.987013331,1.892677383,3.221733754,83.74528480000001,0.0,12.251625361,1.43837221,0.0,0.0,0.664523765,9.276062613,7.358626892999999,15.971241596999999,0.630872464,2.7994693,1.198257605,17.667643052,1.06747373,0.0,1.06747373,3.039549777,6.630600069,4.925056159,1.43837221,8.005959716,44.93330599,0.00355112,0.041589592,0.052228906000000005,0.06583820300000001,0.223201486,0.029233705,1.740757551,0.0,0.013825942,0.0,0.402889824,0.035893242,0.36066875,0.0,0.092999582,0.197628163,0.6128305719999999,0.004664369,0.02339016,0.093851435,2.0,2.0,"[[1, 4], [0, 3]]"
88x88,0.0,0.0,12.916043687,17.798006086,1.959928835,25.550665871,1.993574012,6.215463912,1.795511968,0.664523765,6.681967519,0.0,2.232050031,0.0,0.53373384,3.057280281,14.525499667,0.630872464,0.630872464,0.0,6.487621353,5.282584165,0.630872464,0.0,4.886413665,14.41363341,0.630872464,7.084947605,0.664523765,0.630872464,0.53373384,0.53373384,29.259085239999997,18.990905825,0.664523765,0.0,1.698346194,6.196173083,5.443769546,0.630872464,22.05471463,0.630872464,5.259515917,0.0,0.53373384,0.53373384,1.892677383,21.136801707000004,3.930459546,61.99171749600001,0.0,0.0,0.0,25.432182554999997,1.1646063039999999,24.838079135,10.128578435,25.648785298,0.0,3.561106402,5.681724022,21.601076843999998,10.005128347,17.836729497,4.449832913,0.0,0.0,0.630872464,0.630872464,0.53373384,1.329056371,4.419985235,1.1646063039999999,0.630872464,38.728775874,0.0,0.664523765,18.33443213,1.8291300689999999,10.571966384,0.664523765,0.630872464,10.370045095,1.261778128,0.53373384,0.0,3.027402565,8.461835313,27.627176277,0.630872464,3.721804046,13.095523241999999,0.53373384,16.827785485,28.832113745,2.460035733,2.523546441,3.027402565,3.721804046,3.8332009769999997,2.590834499,2.523546441,1.295396229,0.0,2.232050031,0.0,0.0,0.0,7.6752720960000005,14.391013543,1.892677383,3.221733754,52.61349093,0.0,11.222652706000002,0.0,0.0,0.0,0.664523765,7.118514331,5.920254683,6.622203159,0.630872464,2.7994693,1.198257605,14.790873374,1.06747373,5.443769546,1.06747373,7.044947113,5.192227859,1.329056371,0.0,8.005959716,22.636305970000002,0.016425846,0.032166118,0.058065015,0.042293064000000005,0.223201486,0.0,1.280076373,0.0,0.013825942,0.0,0.21682432699999998,0.035893242,0.06345961,0.0,0.0727907,0.204618029,0.805638189,0.009581153,0.03895121,0.093851435,2.0,2.0,"[[1, 4], [0, 4]]"
89x89,0.0,0.0,8.929584434999999,17.123258596,0.630872464,21.752957725,0.0,5.2135719069999995,1.795511968,0.0,7.474754047999999,4.898103444,2.232050031,0.0,2.517123636,6.032398052,9.991911812000001,1.622554471,2.088182758,0.0,12.178536813000001,0.630872464,0.630872464,0.0,4.2218899,14.41363341,0.630872464,7.084947605,0.0,0.630872464,0.53373384,0.53373384,26.115720341,13.932506501999999,0.0,0.0,1.698346194,6.523331324999999,0.0,0.630872464,27.596610830000003,3.545586112,6.845173194,0.0,0.53373384,0.53373384,1.892677383,16.347365586000002,3.930459546,68.581794196,0.0,0.0,0.0,19.30404792,1.1646063039999999,21.703729185,9.46405467,24.826202557000002,0.0,2.232050031,3.68815001,9.512490631999999,7.010351102,27.740810567,3.785309148,0.0,0.0,0.630872464,0.630872464,0.53373384,11.253507211,2.426411223,1.1646063039999999,0.630872464,41.086946873,0.0,0.0,53.162696116000006,1.1646063039999999,7.903644479,0.0,0.630872464,9.70552133,1.261778128,0.53373384,0.0,1.698346194,8.590089236,0.53373384,1.622554471,3.057280281,11.884511630999999,0.53373384,21.051199903,6.717556961,1.795511968,2.523546441,10.037233679,5.040670077,3.8332009769999997,2.719088422,2.523546441,2.61426226,0.0,4.681042332,0.0,0.0,0.0,3.68815001,16.421920726,1.892677383,1.892677383,61.11623766,0.0,9.209457498,0.0,0.0,0.0,1.457310294,6.453990566,5.920254683,6.21426753,1.622554471,2.134945535,0.53373384,21.523718314,1.06747373,1.457310294,1.06747373,2.592859574,7.64122016,0.0,0.0,8.005959716,42.568426630000005,0.0,0.02109664,0.09510432299999999,0.045977755,0.0,0.0,1.7431320700000001,0.0,0.031706104,0.0,0.21645191600000002,0.010784794,0.06345961,0.010793173,0.0727907,0.067369409,0.710821113,0.037543587999999996,0.060703168,0.018325221,2.0,2.0,"[[1, 4], [1, 2]]"
90x90,0.719174655,0.0,8.929584434999999,17.297417082,0.630872464,19.497014609,0.0,5.66026211,3.95306025,1.43837221,7.474754047999999,2.914713648,2.232050031,0.0,0.53373384,3.057280281,13.762039056,0.630872464,2.088182758,1.43837221,10.914321672,1.350047119,0.630872464,0.0,9.97540694,21.605445848,1.350047119,7.80412226,0.0,0.630872464,0.53373384,1.97210605,22.595550618,13.932506501999999,0.0,0.0,1.698346194,6.250823972999999,0.0,0.630872464,27.27869209,3.545586112,10.441172982,1.43837221,0.53373384,0.53373384,1.892677383,17.959975578,3.930459546,80.26400995,0.0,0.719174655,0.0,19.652292241999998,1.8837809589999999,17.169441433,10.90242688,29.662870261000002,0.0,2.232050031,5.12652222,11.670038914,6.73784375,21.245510845000002,3.785309148,0.719174655,0.0,1.350047119,0.630872464,0.53373384,18.795018435,6.022411011,1.8837809589999999,0.630872464,37.839283472000005,0.0,0.0,45.458700346,1.1646063039999999,5.920254683,0.0,2.069244674,10.424695985,1.261778128,0.53373384,0.0,3.136718404,8.590089236,1.97210605,0.630872464,3.7764549360000004,12.777891512999998,2.691282122,18.522734057,5.725874954,1.795511968,2.523546441,6.070395623,3.057280281,4.5523756319999995,2.719088422,2.523546441,0.630872464,1.43837221,3.689360325,0.719174655,0.0,0.719174655,3.68815001,17.042802743,1.892677383,1.892677383,93.7035909,0.0,11.715361643000001,1.43837221,0.0,0.0,1.457310294,8.611538848,7.358626892999999,15.563305967999998,0.630872464,2.134945535,0.53373384,16.46681606,1.06747373,1.457310294,1.06747373,3.039549777,8.087910363,3.595999788,1.43837221,8.005959716,48.9998964,0.00355112,0.030520114,0.077630528,0.06583820300000001,0.0,0.029233705,2.51511328,0.0,0.031706104,0.0,0.437048072,0.0,0.36066875,0.0,0.092999582,0.060679072,0.6792759749999999,0.006181887,0.038623801,0.018325221,2.0,2.0,"[[1, 4], [1, 3]]"
91x91,0.0,0.0,14.373353981,15.1398688,0.630872464,24.2216095,0.0,4.2218899,1.795511968,0.0,7.474754047999999,2.914713648,2.232050031,0.0,0.53373384,3.057280281,8.008522016,0.630872464,2.088182758,0.0,10.195147017,0.630872464,0.630872464,0.0,4.2218899,14.41363341,0.630872464,7.084947605,0.0,0.630872464,0.53373384,0.53373384,26.600947954,24.820265722,0.0,0.0,1.698346194,5.5316493179999995,5.443769546,0.630872464,21.623607370000002,3.545586112,6.845173194,0.0,0.53373384,0.53373384,1.892677383,19.807745336000004,3.930459546,66.5984044,0.0,0.0,0.0,26.224969083999998,1.1646063039999999,24.150460345,9.46405467,24.319728927,0.0,2.232050031,3.68815001,20.400249851999998,11.462438641,19.807138635,3.785309148,0.0,0.0,0.630872464,0.630872464,0.53373384,7.286669155,2.426411223,1.1646063039999999,0.630872464,37.120108817,0.0,0.0,35.799721762000004,1.1646063039999999,5.920254683,0.0,0.630872464,9.70552133,1.261778128,0.53373384,0.0,1.698346194,8.590089236,22.31091626,0.630872464,3.057280281,9.901121834999998,0.53373384,17.084361847,27.503057374,1.795511968,2.523546441,6.070395623,3.057280281,3.8332009769999997,2.719088422,2.523546441,0.630872464,0.0,3.689360325,0.0,0.0,0.0,3.68815001,13.446802954999999,1.892677383,1.892677383,62.57179703,0.0,10.686388988000001,0.0,0.0,0.0,1.457310294,6.453990566,5.920254683,6.21426753,0.630872464,2.134945535,0.53373384,13.590046382,1.06747373,6.90107984,1.06747373,7.044947113,6.649538153,0.0,0.0,8.005959716,26.702896380000002,0.016425846,0.02109664,0.083466637,0.042293064000000005,0.0,0.0,2.054432102,0.0,0.031706104,0.0,0.250982575,0.0,0.06345961,0.0,0.0727907,0.067668938,0.872083592,0.011098671000000001,0.054184851,0.018325221,2.0,2.0,"[[1, 4], [1, 4]]"
92x92,0.719174655,0.0,7.472274141,19.280806878,0.630872464,22.47213238,0.0,6.651944116999999,3.95306025,1.43837221,6.017443753999999,1.983389796,2.232050031,0.0,2.517123636,6.032398052,14.288118557999999,1.622554471,0.630872464,1.43837221,8.525662039,1.350047119,0.630872464,0.0,9.97540694,21.605445848,1.350047119,7.80412226,0.0,0.630872464,0.53373384,1.97210605,27.554092551,8.103146605,0.0,0.0,1.698346194,7.242505979999999,0.0,0.630872464,33.93734046,0.630872464,7.526459334,1.43837221,0.53373384,0.53373384,1.892677383,19.943365374000003,3.930459546,67.673405856,0.0,0.719174655,0.0,22.161820004,1.8837809589999999,23.766098468,10.90242688,35.613113437,0.0,2.232050031,5.12652222,10.21272862,6.272215462999999,21.892513622,3.785309148,0.719174655,0.0,1.350047119,0.630872464,0.53373384,15.475187336,6.022411011,1.8837809589999999,0.630872464,37.434072099000005,0.0,0.0,43.490365546,1.1646063039999999,7.903644479,0.0,2.069244674,10.424695985,1.261778128,0.53373384,0.0,3.136718404,7.132778942,1.97210605,1.622554471,3.7764549360000004,13.303971015,2.691282122,19.574858465000002,6.717556961,1.795511968,2.523546441,5.665184249999999,5.040670077,4.5523756319999995,1.261778128,2.523546441,2.61426226,1.43837221,3.223732038,0.719174655,0.0,0.719174655,3.68815001,15.645871085,1.892677383,1.892677383,63.40382293,0.0,14.224889404999999,1.43837221,0.0,0.0,0.0,8.611538848,7.358626892999999,12.648592319999999,1.622554471,2.134945535,0.53373384,22.943177698,1.06747373,0.0,1.06747373,4.031231784,7.622282075999999,3.595999788,1.43837221,8.005959716,48.83600103,0.00355112,0.030520114,0.09460153700000001,0.069522894,0.0,0.029233705,1.364966158,0.0,0.0,0.0,0.49788196,0.010784794,0.36066875,0.010793173,0.092999582,0.006690337,0.6476558589999999,0.03602607,0.047779380999999996,0.018325221,2.0,2.0,"[[1, 4], [2, 3]]"
