coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Excitatory,ODMature4,permutationTracker
0x0,0.0,0.0,0.0,9.562522393,0.0,0.0,10.6439411,1.120313117,0.0,0.560163093,7.281900338,0.560163093,0.0,0.0,0.0,0.560163093,23.126708630000003,0.560163093,0.0,0.0,1.120313117,14.762137603,0.560163093,0.560163093,8.962308815,2.240634118,0.560163093,6.241601974,0.0,3.961009709,1.120313117,0.560163093,15.20348013,1.680464131,1.120313117,0.0,0.0,2.840696592,0.0,0.560163093,0.0,6.241601974,17.92343619,0.560163093,2.840696592,0.0,2.840696592,6.241601974,5.08133071,96.588805,2.840696592,0.0,0.0,2.840696592,2.840696592,0.0,2.840696592,14.00375625,0.0,0.560163093,3.921075182,10.6439411,14.723259421000002,2.840696592,2.840696592,0.0,0.0,0.0,0.560163093,0.0,1.120313117,31.24779319,0.560163093,0.0,9.602514063000001,0.0,0.0,0.560163093,6.721825801,9.082422315,0.0,3.400859685,2.840696592,0.0,0.0,0.0,19.04472027,0.560163093,1.120313117,3.921075182,0.0,23.126708630000003,0.0,22.006261639999998,1.120313117,8.522259222,1.120313117,0.0,6.801751998,0.0,0.0,0.560163093,3.400859685,3.400859685,0.560163093,0.0,3.961009709,0.0,0.0,24.764749902,0.0,0.0,1.120313117,0.0,8.962308815,2.240634118,0.560163093,0.560163093,0.560163093,0.0,0.0,0.0,0.0,2.840696592,0.0,33.32775837,0.0,1.120313117,0.0,0.0,6.761771774,2.840696592,0.560163093,0.0,0.0,0.002912167,0.036487336,0.0,0.052950924,0.0,0.0,0.052046655,0.01280025,0.0,0.0,0.078633737,0.014365337,0.0,0.0,0.050427299,0.006830122,0.569018012,0.0,0.0,0.223626855,1.0,1.0,"[[0], [0]]"
1x1,0.0,0.0,0.0,6.721825801,0.0,1.84760666,11.259824428,2.967919777,0.0,0.560163093,7.897783666,0.560163093,0.615883328,0.0,0.615883328,0.560163093,12.996160991,0.560163093,0.0,0.0,1.120313117,1.1760464210000001,1.7919359940000001,1.1760464210000001,8.962308815,2.240634118,1.7919359940000001,0.560163093,0.0,1.120313117,1.736196445,0.560163093,11.985579593,2.2963474589999997,1.120313117,0.0,0.615883328,0.0,0.0,1.1760464210000001,20.32553818,0.560163093,20.386974534,1.7919359940000001,0.0,1.231772901,1.231772901,1.1760464210000001,2.240634118,0.0,0.0,1.231772901,0.0,0.0,0.0,17.24315718,0.0,14.00375625,0.0,0.560163093,3.921075182,15.571010331,3.976822209,0.615883328,0.0,1.231772901,0.0,0.615883328,0.560163093,0.0,11.591279317,37.56559179,0.560163093,0.0,6.384613526,0.0,1.231772901,20.885701273,7.953598702,0.560163093,0.0,0.560163093,0.0,0.0,0.0,0.0,23.355887793,4.255426917,7.279109335,3.921075182,0.0,11.76438809,0.0,11.875714000999999,2.352086018,0.0,1.120313117,1.231772901,1.120313117,0.0,0.0,0.560163093,0.560163093,2.407769753,0.560163093,0.615883328,1.120313117,0.0,1.84760666,93.22550173,0.0,0.0,23.294259616999998,0.0,8.962308815,2.240634118,0.560163093,0.560163093,1.1760464210000001,1.84760666,0.0,5.542895741,0.0,0.615883328,0.0,13.44441641,0.615883328,2.352086018,0.0,0.0,5.152848083,0.0,0.560163093,0.0,10.4709662,0.002912167,0.09497792199999999,0.032288288,0.07857169,0.0,0.036217685,5.365463028,0.01280025,0.0,0.0,0.0980278,0.0,0.016035073,0.0,0.126332483,0.00685771,0.295925394,0.0,0.013587393,0.0,1.0,1.0,"[[0], [1]]"
2x2,0.0,0.0,0.0,6.721825801,0.0,0.0,10.6439411,1.120313117,0.0,0.560163093,7.281900338,0.560163093,0.0,0.0,0.0,0.560163093,11.76438809,0.560163093,0.0,0.0,1.120313117,0.560163093,0.560163093,0.560163093,8.962308815,2.240634118,0.560163093,0.560163093,0.0,1.120313117,1.120313117,0.560163093,9.522041249,1.680464131,1.120313117,0.0,0.0,0.0,0.0,0.560163093,16.95560323,0.560163093,17.92343619,0.560163093,0.0,0.0,0.0,0.560163093,2.240634118,0.0,0.0,0.0,0.0,0.0,0.0,16.95560323,0.0,14.00375625,0.0,0.560163093,3.921075182,10.6439411,6.186718947,0.0,0.0,0.0,0.0,0.0,0.560163093,0.0,3.9460931830000003,39.5601918,0.560163093,0.0,3.921075182,0.0,0.0,3.385943159,6.721825801,0.560163093,0.0,0.560163093,0.0,0.0,0.0,0.0,19.04472027,0.560163093,6.771972472,3.921075182,0.0,11.76438809,0.0,13.469721166,1.120313117,0.0,1.120313117,2.825780066,1.120313117,0.0,0.0,0.560163093,0.560163093,0.560163093,0.560163093,0.0,1.120313117,0.0,0.0,132.11167147999998,0.0,0.0,20.902918916999997,0.0,8.962308815,2.240634118,0.560163093,0.560163093,0.560163093,0.0,0.0,2.825780066,0.0,0.0,2.825780066,13.44441641,0.0,1.120313117,0.0,0.0,9.572734536999999,0.0,0.560163093,0.0,2.825780066,0.002912167,0.125552835,0.025134855,0.070247142,0.0,0.023764345,4.851268133,0.01280025,0.0,0.0,0.12518859999999998,0.0,0.0,0.0,0.108430545,0.066026498,0.295925394,0.0,0.028527718,0.0,1.0,1.0,"[[0], [2]]"
3x3,0.0,0.0,2.867675238,6.721825801,0.0,1.433828655,12.077769754999998,1.837232881,0.0,0.560163093,7.281900338,0.560163093,0.0,0.0,0.0,1.277082857,15.348972782,1.277082857,0.716919764,0.716919764,1.837232881,1.993991748,0.560163093,0.560163093,8.962308815,2.240634118,0.560163093,0.560163093,0.0,1.120313117,1.120313117,0.560163093,10.238961013,1.680464131,1.120313117,1.433828655,0.0,0.0,0.0,0.560163093,6.452294345,0.560163093,17.92343619,4.86167816,0.0,0.0,0.0,1.277082857,2.957553882,0.0,0.0,0.0,0.0,0.0,0.0,12.18863958,0.0,14.720676014,0.0,1.277082857,3.921075182,11.360860864,4.077858645,0.0,0.0,0.0,0.0,0.0,0.560163093,0.0,15.459417397000001,22.94418173,0.560163093,0.716919764,6.7887504199999995,0.716919764,0.716919764,0.560163093,7.438745565,2.710957022,0.0,0.560163093,0.0,0.0,0.0,0.0,22.629304962,4.144747785,11.874700517,4.637994946,0.0,11.76438809,0.0,11.360860864,1.120313117,0.0,1.120313117,0.0,1.120313117,1.433828655,0.0,0.560163093,0.560163093,1.277082857,0.560163093,0.0,1.120313117,0.0,0.0,157.47536938,0.0,0.0,1.837232881,0.0,8.962308815,2.957553882,1.277082857,0.560163093,1.277082857,3.584584692,0.0,10.7543874,0.716919764,0.0,0.0,14.878245065,0.716919764,1.120313117,0.716919764,0.0,3.921075182,0.0,0.560163093,0.0,0.0,0.002912167,0.062784196,0.033715433,0.07792138200000001,0.0,0.039747776,4.400699333,0.01280025,0.0,0.002651482,0.09542358199999999,0.0,0.0,0.00462805,0.050427299,0.026313402,0.329236269,0.0,0.028989635,0.0,1.0,1.0,"[[0], [3]]"
4x4,0.0,0.0,0.0,6.721825801,0.0,0.0,24.86342761,1.120313117,0.0,0.560163093,7.281900338,0.560163093,0.0,0.0,0.0,0.560163093,16.503834432,0.560163093,0.0,0.0,1.120313117,0.560163093,0.560163093,0.560163093,8.962308815,2.240634118,0.560163093,0.560163093,0.0,1.120313117,5.859759459,0.560163093,9.522041249,1.680464131,1.120313117,0.0,0.0,14.21948651,0.0,0.560163093,37.91347363,0.560163093,22.662882532,0.560163093,0.0,4.739446342,0.0,0.560163093,2.240634118,9.478521287,0.0,0.0,0.0,14.21948651,0.0,18.95721794,4.739446342,23.482277537,0.0,0.560163093,3.921075182,10.6439411,3.360938881,4.739446342,0.0,0.0,0.0,0.0,0.560163093,0.0,5.859759459,0.0,0.560163093,0.0,3.921075182,0.0,0.0,33.734492403,6.721825801,5.299609435,0.0,0.560163093,0.0,0.0,4.739446342,0.0,47.48215761,0.560163093,24.814799627,3.921075182,0.0,11.76438809,0.0,15.383387442,1.120313117,0.0,5.859759459,9.478521287,1.120313117,0.0,0.0,0.560163093,5.299609435,0.560163093,0.560163093,0.0,1.120313117,0.0,0.0,25.721011967,0.0,0.0,39.033786747,0.0,13.701755157000001,2.240634118,0.560163093,0.560163093,0.560163093,0.0,0.0,14.21948651,0.0,0.0,0.0,18.183862752,0.0,1.120313117,0.0,0.0,3.921075182,0.0,5.299609435,0.0,9.478521287,0.021214644,0.039409433,0.0,0.116804891,0.0,0.0,0.842934924,0.23665534400000002,0.0,0.0,0.11904489199999999,0.0,1.447597495,0.0,0.152644032,0.0,0.343676191,0.095721037,0.0,0.0,1.0,1.0,"[[0], [4]]"
5x5,0.0,0.516421733,2.582036443,12.652546298,0.0,0.516421733,3.614875615,16.52669382,0.0,0.0,1.549235748,0.0,0.0,1.032825032,0.516421733,15.49301295,17.04283641,0.516421733,0.516421733,0.0,1.032825032,14.20197451,0.516421733,0.0,0.0,0.0,0.516421733,8.263475324,0.516421733,2.840696592,0.0,0.0,11.361954750999999,2.582036443,0.516421733,0.0,0.0,4.38993234,0.0,0.0,0.516421733,6.197860614,0.0,0.0,2.840696592,0.0,2.840696592,12.911252503,6.972027237000001,100.720135645,4.906328446,0.516421733,0.516421733,2.840696592,2.840696592,1.032825032,3.8735216240000003,9.294375367,0.0,0.0,1.032825032,6.196975098,12.395145572,23.497781542000002,2.840696592,1.549235748,0.0,0.516421733,1.549235748,0.0,0.516421733,31.764214923,0.0,0.0,12.394734919000001,0.0,0.0,1.032825032,0.0,9.555084254,0.0,2.840696592,4.38993234,0.0,0.516421733,0.516421733,1.032825032,9.294375367,1.032825032,0.0,1.032825032,17.04283641,0.516421733,34.60050019,2.065631854,9.038680955,2.582036443,0.0,7.230674629,0.0,11.36232054,0.0,4.38993234,2.840696592,0.0,0.0,2.840696592,0.0,0.0,13.686363826000001,0.0,0.516421733,0.0,0.0,10.32921973,0.0,0.0,0.516421733,0.516421733,1.032825032,0.0,0.516421733,0.516421733,3.8735216240000003,0.0,26.596637998,0.0,0.0,0.516421733,2.065631854,6.4555722069999995,2.840696592,0.0,0.0,0.0,0.0,0.0,0.0,0.02892277,0.016352126,0.0,0.169113083,0.0,0.0,0.0,0.063623686,0.014365337,0.0,0.0,0.011299983,0.006830122,0.621807035,0.0,0.0,0.223626855,1.0,1.0,"[[1], [0]]"
6x6,0.0,0.516421733,2.582036443,9.811849706,0.0,2.364028393,4.230758943,18.37430048,0.0,0.0,2.165119076,0.0,0.615883328,1.032825032,1.132305061,15.49301295,6.912288771,0.516421733,0.516421733,0.0,1.032825032,0.615883328,1.748194634,0.615883328,0.0,0.0,1.748194634,2.582036443,0.516421733,0.0,0.615883328,0.0,8.144054214,3.1979197709999996,0.516421733,0.0,0.615883328,1.549235748,0.0,0.615883328,20.841959913,0.516421733,2.463538344,1.231772901,0.0,1.231772901,1.231772901,7.84569695,4.131330645,4.131330645,2.065631854,1.748194634,0.516421733,0.0,0.0,18.275982212000002,1.032825032,9.294375367,0.0,0.0,1.032825032,11.124044329,1.64870836,21.272968278,0.0,2.7810086490000003,0.0,1.132305061,1.549235748,0.0,10.987387932999999,38.082013523,0.0,0.0,9.176834382,0.0,1.231772901,21.358363212,1.231772901,1.032825032,0.0,0.0,1.549235748,0.0,0.516421733,0.516421733,5.343992555,12.989639191,7.19162125,0.0,1.032825032,5.68051587,0.516421733,24.469952551,3.2974047549999996,0.516421733,2.582036443,1.231772901,1.549235748,0.0,11.36232054,0.0,1.549235748,1.84760666,0.0,0.615883328,0.0,0.0,1.84760666,82.147115654,0.0,0.516421733,22.1739465,0.0,10.32921973,0.0,0.0,0.516421733,1.132305061,2.880431692,0.0,6.059317474,0.516421733,1.64870836,0.0,6.713296038,0.615883328,1.231772901,0.516421733,2.065631854,4.846648516,0.0,0.0,0.0,10.4709662,0.0,0.058490586,0.032288288,0.054543536,0.016352126,0.036217685,5.482529456,0.0,0.0,0.0,0.083017749,0.0,0.016035073,0.0,0.087205167,0.00685771,0.348714417,0.0,0.013587393,0.0,1.0,1.0,"[[1], [1]]"
7x7,0.0,0.516421733,2.582036443,9.811849706,0.0,0.516421733,3.614875615,16.52669382,0.0,0.0,1.549235748,0.0,0.0,1.032825032,0.516421733,15.49301295,5.68051587,0.516421733,0.516421733,0.0,1.032825032,0.0,0.516421733,0.0,0.0,0.0,0.516421733,2.582036443,0.516421733,0.0,0.0,0.0,5.68051587,2.582036443,0.516421733,0.0,0.0,1.549235748,0.0,0.0,17.472024963000003,0.516421733,0.0,0.0,0.0,0.0,0.0,7.229813622,4.131330645,4.131330645,2.065631854,0.516421733,0.516421733,0.0,0.0,17.988428262000003,1.032825032,9.294375367,0.0,0.0,1.032825032,6.196975098,3.858605098,20.65708495,0.0,1.549235748,0.0,0.516421733,1.549235748,0.0,3.342201799,40.076613533,0.0,0.0,6.713296038,0.0,0.0,3.858605098,0.0,1.032825032,0.0,0.0,1.549235748,0.0,0.516421733,0.516421733,1.032825032,9.294375367,6.6844843869999995,0.0,1.032825032,5.68051587,0.516421733,26.063959716,2.065631854,0.516421733,2.582036443,2.825780066,1.549235748,0.0,11.36232054,0.0,1.549235748,0.0,0.0,0.0,0.0,0.0,0.0,121.033285404,0.0,0.516421733,19.7826058,0.0,10.32921973,0.0,0.0,0.516421733,0.516421733,1.032825032,0.0,3.342201799,0.516421733,1.032825032,2.825780066,6.713296038,0.0,0.0,0.516421733,2.065631854,9.266534969999999,0.0,0.0,0.0,2.825780066,0.0,0.089065499,0.025134855,0.046218987999999996,0.016352126,0.023764345,4.968334561,0.0,0.0,0.0,0.110178549,0.0,0.0,0.0,0.069303229,0.066026498,0.348714417,0.0,0.028527718,0.0,1.0,1.0,"[[1], [2]]"
8x8,0.0,0.516421733,5.449711681,9.811849706,0.0,1.950250388,5.04870427,17.243613584,0.0,0.0,1.549235748,0.0,0.0,1.032825032,0.516421733,16.209932714,9.265100562,1.233341497,1.233341497,0.716919764,1.749744796,1.433828655,0.516421733,0.0,0.0,0.0,0.516421733,2.582036443,0.516421733,0.0,0.0,0.0,6.397435634,2.582036443,0.516421733,1.433828655,0.0,1.549235748,0.0,0.0,6.968716078,0.516421733,0.0,4.301515067,0.0,0.0,0.0,7.946733386,4.848250409,4.131330645,2.065631854,0.516421733,0.516421733,0.0,0.0,13.221464612,1.032825032,10.011295131,0.0,0.716919764,1.032825032,6.913894862,1.749744796,20.65708495,0.0,1.549235748,0.0,0.516421733,1.549235748,0.0,14.855526013,23.460603463,0.0,0.716919764,9.580971276,0.716919764,0.716919764,1.032825032,0.716919764,3.1836189610000005,0.0,0.0,1.549235748,0.0,0.516421733,0.516421733,4.617409724,12.878960059,11.787212432,0.716919764,1.032825032,5.68051587,0.516421733,23.955099414,2.065631854,0.516421733,2.582036443,0.0,1.549235748,1.433828655,11.36232054,0.0,1.549235748,0.716919764,0.0,0.0,0.0,0.0,0.0,146.39698330399997,0.0,0.516421733,0.716919764,0.0,10.32921973,0.716919764,0.716919764,0.516421733,1.233341497,4.617409724,0.0,11.270809133,1.233341497,1.032825032,0.0,8.147124693,0.716919764,0.0,1.233341497,2.065631854,3.614875615,0.0,0.0,0.0,0.0,0.0,0.02629686,0.033715433,0.053893228,0.016352126,0.039747776,4.517765761000001,0.0,0.0,0.002651482,0.080413531,0.0,0.0,0.00462805,0.011299983,0.026313402,0.382025292,0.0,0.028989635,0.0,1.0,1.0,"[[1], [3]]"
9x9,0.0,0.516421733,2.582036443,9.811849706,0.0,0.516421733,17.834362125,16.52669382,0.0,0.0,1.549235748,0.0,0.0,1.032825032,0.516421733,15.49301295,10.419962212,0.516421733,0.516421733,0.0,1.032825032,0.0,0.516421733,0.0,0.0,0.0,0.516421733,2.582036443,0.516421733,0.0,4.739446342,0.0,5.68051587,2.582036443,0.516421733,0.0,0.0,15.768722258,0.0,0.0,38.429895363,0.516421733,4.739446342,0.0,0.0,4.739446342,0.0,7.229813622,4.131330645,13.609851932,2.065631854,0.516421733,0.516421733,14.21948651,0.0,19.990042972,5.772271374,18.772896654,0.0,0.0,1.032825032,6.196975098,1.032825032,25.396531292000002,0.0,1.549235748,0.0,0.516421733,1.549235748,0.0,5.255868075,0.516421733,0.0,0.0,6.713296038,0.0,0.0,34.207154341999995,0.0,5.772271374,0.0,0.0,1.549235748,0.0,5.255868075,0.516421733,29.470262372,9.294375367,24.727311542000002,0.0,1.032825032,5.68051587,0.516421733,27.977625992,2.065631854,0.516421733,7.321482785,9.478521287,1.549235748,0.0,11.36232054,0.0,6.28868209,0.0,0.0,0.0,0.0,0.0,0.0,14.642625891,0.0,0.516421733,37.91347363,0.0,15.068666072,0.0,0.0,0.516421733,0.516421733,1.032825032,0.0,14.735908242999999,0.516421733,1.032825032,0.0,11.45274238,0.0,0.0,0.516421733,2.065631854,3.614875615,0.0,4.739446342,0.0,9.478521287,0.018302477,0.002922097,0.0,0.092776737,0.016352126,0.0,0.960001352,0.223855094,0.0,0.0,0.10403484099999999,0.0,1.447597495,0.0,0.113516716,0.0,0.396465214,0.095721037,0.0,0.0,1.0,1.0,"[[1], [4]]"
