coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Endothelial1,ODMature4
0x0,0.0,0.0,0.0,2.840696592,4.813664962,0.0,0.0,0.0,0.0,0.0,4.813664962,0.0,0.0,0.0,0.0,0.0,13.769146909,0.0,0.0,4.813664962,0.0,19.015639472,0.0,0.0,0.0,0.0,0.0,5.681438881,0.0,2.840696592,0.0,0.0,8.08826525,0.0,0.0,0.0,0.0,5.247522961,0.0,2.406826369,2.406826369,5.681438881,7.220533434,0.0,2.840696592,19.25349607,2.840696592,10.495103842999999,2.840696592,96.588805,2.840696592,0.0,0.0,2.840696592,2.840696592,0.0,2.840696592,0.0,0.0,0.0,0.0,40.91794659,16.175985502,2.840696592,2.840696592,0.0,0.0,0.0,0.0,0.0,2.406826369,31.24779319,2.406826369,0.0,20.123312720999998,0.0,7.220533434,14.44187384,2.406826369,25.370688381999997,0.0,2.840696592,2.840696592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36232054,0.0,11.36232054,4.813664962,8.522259222,0.0,0.0,5.681438881,0.0,0.0,2.406826369,2.840696592,31.722031842,0.0,0.0,2.840696592,0.0,14.44187384,13.335924184,0.0,0.0,0.0,0.0,9.626738654,0.0,0.0,0.0,26.472615,0.0,0.0,0.0,0.0,2.840696592,0.0,19.88334196,0.0,0.0,0.0,0.0,2.840696592,2.840696592,0.0,0.0,0.0,0.0,0.0,0.000155517,0.02403127,0.0,0.0,0.052046655,0.0,0.0,0.0,0.0,0.014365337,0.0,0.0,0.0,0.006830122,0.578301438,0.0,0.0,0.223626855,1.0,1.0
1x1,0.0,0.0,0.0,0.0,4.813664962,1.84760666,0.615883328,1.84760666,0.0,0.0,5.42954829,0.0,0.615883328,0.0,0.615883328,0.0,3.6385992700000003,0.0,0.0,4.813664962,0.0,5.42954829,1.231772901,0.615883328,0.0,0.0,1.231772901,0.0,0.0,0.0,0.615883328,0.0,4.870364713,0.615883328,0.0,0.0,0.615883328,2.406826369,0.0,3.022709697,22.732364549,0.0,9.684071778,1.231772901,0.0,20.485268971,1.231772901,5.42954829,0.0,0.0,0.0,1.231772901,0.0,0.0,0.0,17.24315718,0.0,0.0,0.0,0.0,0.0,45.845015821,5.42954829,0.615883328,0.0,1.231772901,0.0,0.615883328,0.0,0.0,12.877792569,37.56559179,2.406826369,0.0,16.905412184,0.0,8.452306335,34.767412019999995,3.6385992700000003,16.84842916,0.0,0.0,0.0,0.0,0.0,0.0,4.311167523,3.695263824,6.158796218,0.0,0.0,0.0,0.0,1.231772901,6.045437863,0.0,0.0,1.231772901,0.0,0.0,0.0,2.406826369,0.0,30.72894191,0.0,0.615883328,0.0,0.0,16.2894805,81.796676012,0.0,0.0,22.1739465,0.0,9.626738654,0.0,0.0,0.0,27.088498328,1.84760666,0.0,5.542895741,0.0,0.615883328,0.0,0.0,0.615883328,1.231772901,0.0,0.0,1.231772901,0.0,0.0,0.0,10.4709662,0.0,0.058490586,0.032443805,0.049652036,0.0,0.036217685,5.365463028,0.0,0.0,0.0,0.019394063,0.0,0.016035073,0.0,0.075905184,0.00685771,0.30520882,0.0,0.013587393,0.0,1.0,1.0
2x2,0.0,0.0,0.0,0.0,4.813664962,0.0,0.0,0.0,0.0,0.0,4.813664962,0.0,0.0,0.0,0.0,0.0,2.406826369,0.0,0.0,4.813664962,0.0,4.813664962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.406826369,0.0,0.0,0.0,0.0,2.406826369,0.0,2.406826369,19.362429599000002,0.0,7.220533434,0.0,0.0,19.25349607,0.0,4.813664962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.95560323,0.0,0.0,0.0,0.0,0.0,40.91794659,7.639445028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.232606435,39.5601918,2.406826369,0.0,14.44187384,0.0,7.220533434,17.267653906,2.406826369,16.84842916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.651659355,0.0,0.0,0.0,0.0,2.825780066,4.813664962,0.0,0.0,2.825780066,0.0,0.0,0.0,2.406826369,0.0,28.88133525,0.0,0.0,0.0,0.0,14.44187384,120.682845762,0.0,0.0,19.7826058,0.0,9.626738654,0.0,0.0,0.0,26.472615,0.0,0.0,2.825780066,0.0,0.0,2.825780066,0.0,0.0,0.0,0.0,0.0,5.651659355,0.0,0.0,0.0,2.825780066,0.0,0.089065499,0.025290372000000002,0.041327487999999996,0.0,0.023764345,4.851268133,0.0,0.0,0.0,0.046554863,0.0,0.0,0.0,0.058003246,0.066026498,0.30520882,0.0,0.028527718,0.0,1.0,1.0
3x3,0.0,0.0,2.867675238,0.0,4.813664962,1.433828655,1.433828655,0.716919764,0.0,0.0,4.813664962,0.0,0.0,0.0,0.0,0.716919764,5.991411061,0.716919764,0.716919764,5.530584726,0.716919764,6.247493617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.123746133,0.0,0.0,1.433828655,0.0,2.406826369,0.0,2.406826369,8.859120714,0.0,7.220533434,4.301515067,0.0,19.25349607,0.0,5.530584726,0.716919764,0.0,0.0,0.0,0.0,0.0,0.0,12.18863958,0.0,0.716919764,0.0,0.716919764,0.0,41.634866353999996,5.530584726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.745930649,22.94418173,2.406826369,0.716919764,17.309549078,0.716919764,7.937453198,14.44187384,3.123746133,18.999223088999997,0.0,0.0,0.0,0.0,0.0,0.0,3.584584692,3.584584692,10.7543874,0.716919764,0.0,0.0,0.0,0.716919764,4.813664962,0.0,0.0,0.0,0.0,1.433828655,0.0,2.406826369,0.0,29.598255014,0.0,0.0,0.0,0.0,14.44187384,146.04654366199998,0.0,0.0,0.716919764,0.0,9.626738654,0.716919764,0.716919764,0.0,27.189534764,3.584584692,0.0,10.7543874,0.716919764,0.0,0.0,1.433828655,0.716919764,0.0,0.716919764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02629686,0.033870950000000004,0.049001728,0.0,0.039747776,4.400699333,0.0,0.0,0.002651482,0.016789845,0.0,0.0,0.00462805,0.0,0.026313402,0.338519695,0.0,0.028989635,0.0,1.0,1.0
4x4,0.0,0.0,0.0,0.0,4.813664962,0.0,14.21948651,0.0,0.0,0.0,4.813664962,0.0,0.0,0.0,0.0,0.0,7.146272711,0.0,0.0,4.813664962,0.0,4.813664962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.739446342,0.0,2.406826369,0.0,0.0,0.0,0.0,16.626312879,0.0,2.406826369,40.320299999,0.0,11.959979776,0.0,0.0,23.992942412,0.0,4.813664962,0.0,9.478521287,0.0,0.0,0.0,14.21948651,0.0,18.95721794,4.739446342,9.478521287,0.0,0.0,0.0,40.91794659,4.813664962,4.739446342,0.0,0.0,0.0,0.0,0.0,0.0,7.146272711,0.0,2.406826369,0.0,14.44187384,0.0,7.220533434,47.61620315,2.406826369,21.587875502,0.0,0.0,0.0,0.0,4.739446342,0.0,28.43743734,0.0,23.69448651,0.0,0.0,0.0,0.0,4.739446342,4.813664962,0.0,4.739446342,9.478521287,0.0,0.0,0.0,2.406826369,4.739446342,28.88133525,0.0,0.0,0.0,0.0,14.44187384,14.292186249,0.0,0.0,37.91347363,0.0,14.366184996000001,0.0,0.0,0.0,26.472615,0.0,0.0,14.21948651,0.0,0.0,0.0,4.739446342,0.0,0.0,0.0,0.0,0.0,0.0,4.739446342,0.0,9.478521287,0.018302477,0.002922097,0.000155517,0.087885237,0.0,0.0,0.842934924,0.223855094,0.0,0.0,0.040411155,0.0,1.447597495,0.0,0.102216733,0.0,0.352959617,0.095721037,0.0,0.0,1.0,1.0
5x5,1.291870106,0.0,3.875621685,4.132566698,0.0,0.0,0.0,3.875621685,0.0,0.0,1.291870106,0.0,1.291870106,0.0,0.0,0.0,12.654190646,0.0,0.0,0.0,0.0,14.20197451,0.0,0.0,0.0,0.0,0.0,5.681438881,1.291870106,2.840696592,0.0,0.0,5.681438881,1.291870106,0.0,0.0,0.0,6.716318277,0.0,0.0,0.0,5.681438881,2.583686412,0.0,2.840696592,23.25492857,2.840696592,5.681438881,2.840696592,99.172491412,2.840696592,0.0,0.0,2.840696592,2.840696592,0.0,2.840696592,2.583686412,0.0,0.0,0.0,32.29660852,11.36232054,2.840696592,2.840696592,0.0,1.291870106,1.291870106,0.0,1.291870106,0.0,31.24779319,0.0,1.291870106,8.265125293,1.291870106,0.0,47.79777273,0.0,9.814129328,0.0,2.840696592,4.132566698,1.291870106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36232054,0.0,13.946006952000001,1.291870106,8.522259222,0.0,0.0,6.973308987,0.0,1.291870106,0.0,2.840696592,40.308731372000004,0.0,0.0,2.840696592,0.0,6.459333079,8.522259222,0.0,0.0,1.291870106,0.0,0.0,0.0,0.0,0.0,37.46803478,0.0,0.0,0.0,0.0,2.840696592,0.0,21.175212066,0.0,0.0,1.291870106,0.0,2.840696592,2.840696592,0.0,0.0,0.0,0.0,0.0,0.003280104,0.042110408,0.0,0.0,0.052046655,0.0,0.0,0.0,0.0,0.014365337,0.42301671,0.0,0.0,0.006830122,0.470516732,0.0,0.0,0.223626855,1.0,1.0
6x6,1.291870106,0.0,3.875621685,1.291870106,0.0,1.84760666,0.615883328,5.723228345,0.0,0.0,1.907753434,0.0,1.907753434,0.0,0.615883328,0.0,2.523643007,0.0,0.0,0.0,0.0,0.615883328,1.231772901,0.615883328,0.0,0.0,1.231772901,0.0,1.291870106,0.0,0.615883328,0.0,2.463538344,1.907753434,0.0,0.0,0.615883328,3.875621685,0.0,0.615883328,20.32553818,0.0,5.047224756,1.231772901,0.0,24.486701471,1.231772901,0.615883328,0.0,2.583686412,0.0,1.231772901,0.0,0.0,0.0,17.24315718,0.0,2.583686412,0.0,0.0,0.0,37.223677751,0.615883328,0.615883328,0.0,1.231772901,1.291870106,1.907753434,0.0,1.291870106,10.4709662,37.56559179,0.0,1.291870106,5.047224756,1.291870106,1.231772901,68.12331091,1.231772901,1.291870106,0.0,0.0,1.291870106,1.291870106,0.0,0.0,4.311167523,3.695263824,6.158796218,0.0,0.0,0.0,0.0,3.815459313,2.523643007,0.0,0.0,1.231772901,1.291870106,0.0,1.291870106,0.0,0.0,39.31564144,0.0,0.615883328,0.0,0.0,8.306939739,76.98301105,0.0,0.0,23.465816606,0.0,0.0,0.0,0.0,0.0,38.083918108000006,1.84760666,0.0,5.542895741,0.0,0.615883328,0.0,1.291870106,0.615883328,1.231772901,1.291870106,0.0,1.231772901,0.0,0.0,0.0,10.4709662,0.0,0.058490586,0.035568392,0.067731174,0.0,0.036217685,5.365463028,0.0,0.0,0.0,0.019394063,0.0,0.43905178300000003,0.0,0.075905184,0.00685771,0.197424114,0.0,0.013587393,0.0,1.0,1.0
7x7,1.291870106,0.0,3.875621685,1.291870106,0.0,0.0,0.0,3.875621685,0.0,0.0,1.291870106,0.0,1.291870106,0.0,0.0,0.0,1.291870106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.291870106,0.0,0.0,0.0,0.0,1.291870106,0.0,0.0,0.0,3.875621685,0.0,0.0,16.95560323,0.0,2.583686412,0.0,0.0,23.25492857,0.0,0.0,0.0,2.583686412,0.0,0.0,0.0,0.0,0.0,16.95560323,0.0,2.583686412,0.0,0.0,0.0,32.29660852,2.825780066,0.0,0.0,0.0,1.291870106,1.291870106,0.0,1.291870106,2.825780066,39.5601918,0.0,1.291870106,2.583686412,1.291870106,0.0,50.623552796,0.0,1.291870106,0.0,0.0,1.291870106,1.291870106,0.0,0.0,0.0,0.0,5.651659355,0.0,0.0,0.0,0.0,5.409466478000001,1.291870106,0.0,0.0,2.825780066,1.291870106,0.0,1.291870106,0.0,0.0,37.46803478,0.0,0.0,0.0,0.0,6.459333079,115.8691808,0.0,0.0,21.074475906,0.0,0.0,0.0,0.0,0.0,37.46803478,0.0,0.0,2.825780066,0.0,0.0,2.825780066,1.291870106,0.0,0.0,1.291870106,0.0,5.651659355,0.0,0.0,0.0,2.825780066,0.0,0.089065499,0.028414959,0.059406626,0.0,0.023764345,4.851268133,0.0,0.0,0.0,0.046554863,0.0,0.42301671,0.0,0.058003246,0.066026498,0.197424114,0.0,0.028527718,0.0,1.0,1.0
8x8,1.291870106,0.0,6.743296923,1.291870106,0.0,1.433828655,1.433828655,4.5925414490000005,0.0,0.0,1.291870106,0.0,1.291870106,0.0,0.0,0.716919764,4.876454798,0.716919764,0.716919764,0.716919764,0.716919764,1.433828655,0.0,0.0,0.0,0.0,0.0,0.0,1.291870106,0.0,0.0,0.0,0.716919764,1.291870106,0.0,1.433828655,0.0,3.875621685,0.0,0.0,6.452294345,0.0,2.583686412,4.301515067,0.0,23.25492857,0.0,0.716919764,0.716919764,2.583686412,0.0,0.0,0.0,0.0,0.0,12.18863958,0.0,3.300606176,0.0,0.716919764,0.0,33.013528284,0.716919764,0.0,0.0,0.0,1.291870106,1.291870106,0.0,1.291870106,14.33910428,22.94418173,0.0,2.00878987,5.45136165,2.00878987,0.716919764,47.79777273,0.716919764,3.442664035,0.0,0.0,1.291870106,1.291870106,0.0,0.0,3.584584692,3.584584692,10.7543874,0.716919764,0.0,0.0,0.0,3.300606176,1.291870106,0.0,0.0,0.0,1.291870106,1.433828655,1.291870106,0.0,0.0,38.18495454400001,0.0,0.0,0.0,0.0,6.459333079,141.2328787,0.0,0.0,2.00878987,0.0,0.0,0.716919764,0.716919764,0.0,38.18495454400001,3.584584692,0.0,10.7543874,0.716919764,0.0,0.0,2.725698761,0.716919764,0.0,2.00878987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02629686,0.036995537,0.067080866,0.0,0.039747776,4.400699333,0.0,0.0,0.002651482,0.016789845,0.0,0.42301671,0.00462805,0.0,0.026313402,0.230734989,0.0,0.028989635,0.0,1.0,1.0
9x9,1.291870106,0.0,3.875621685,1.291870106,0.0,0.0,14.21948651,3.875621685,0.0,0.0,1.291870106,0.0,1.291870106,0.0,0.0,0.0,6.031316448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.291870106,0.0,4.739446342,0.0,0.0,1.291870106,0.0,0.0,0.0,18.095108194999998,0.0,0.0,37.91347363,0.0,7.3231327539999995,0.0,0.0,27.994374912,0.0,0.0,0.0,12.062207699,0.0,0.0,0.0,14.21948651,0.0,18.95721794,4.739446342,12.062207699,0.0,0.0,0.0,32.29660852,0.0,4.739446342,0.0,0.0,1.291870106,1.291870106,0.0,1.291870106,4.739446342,0.0,0.0,1.291870106,2.583686412,1.291870106,0.0,80.97210204,0.0,6.031316448,0.0,0.0,1.291870106,1.291870106,4.739446342,0.0,28.43743734,0.0,23.69448651,0.0,0.0,0.0,0.0,7.3231327539999995,1.291870106,0.0,4.739446342,9.478521287,1.291870106,0.0,1.291870106,0.0,4.739446342,37.46803478,0.0,0.0,0.0,0.0,6.459333079,9.478521287,0.0,0.0,39.205343735999996,0.0,4.739446342,0.0,0.0,0.0,37.46803478,0.0,0.0,14.21948651,0.0,0.0,0.0,6.031316448,0.0,0.0,1.291870106,0.0,0.0,0.0,4.739446342,0.0,9.478521287,0.018302477,0.002922097,0.003280104,0.105964375,0.0,0.0,0.842934924,0.223855094,0.0,0.0,0.040411155,0.0,1.8706142049999999,0.0,0.102216733,0.0,0.245174911,0.095721037,0.0,0.0,1.0,1.0
