coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Endothelial3,ODMature4,Endothelial3cells
55x55,6.195067014999999,2.897265563,1.448612149,2.840696592,0.0,1.84760666,2.9891447529999997,1.84760666,0.0,2.373261425,10.632849198,0.0,0.615883328,0.0,0.615883328,1.448612149,12.594093441,0.0,0.0,1.448612149,0.0,19.564312704,1.231772901,0.615883328,0.0,0.0,1.231772901,5.681438881,0.0,2.840696592,0.615883328,0.0,10.51823865,0.615883328,0.0,0.0,2.064495477,2.840696592,0.0,0.615883328,22.698799604999998,5.681438881,9.182689544999999,1.231772901,2.840696592,44.593728291000005,4.072469493,6.297322209,2.840696592,96.588805,2.840696592,3.605034326,0.0,2.840696592,2.840696592,17.24315718,5.2139580169999995,1.448612149,0.0,0.0,2.373261425,27.333256427,13.426816017000002,14.398199973000002,2.840696592,1.231772901,7.119700307,0.615883328,0.0,0.0,12.844227624999998,68.81338498,0.0,0.0,18.685971156999997,15.93557709,3.605034326,46.674848479999994,1.231772901,8.522259222,0.0,2.840696592,2.840696592,1.448612149,0.0,0.0,4.311167523,3.695263824,7.607408367,0.0,0.0,15.708210316,0.0,15.491359004,1.231772901,8.522259222,0.0,1.231772901,14.249751337,0.0,0.0,0.0,2.840696592,151.559268562,0.0,0.615883328,2.840696592,1.448612149,10.939951302,85.505270272,0.0,0.0,29.293646807,1.448612149,0.0,0.0,0.0,0.0,33.837458848000004,4.220868085,0.0,5.542895741,0.0,3.4565799200000003,0.0,24.629796826,0.615883328,1.231772901,0.0,0.0,4.072469493,4.289308741,0.0,0.0,17.190117401,0.008201873,0.078523064,0.07313422,0.124730696,0.0,0.040604956,5.428824103999999,0.0,0.0,0.0,0.019394063,0.014365337,0.203224445,0.006760343,0.075905184,0.041628386,0.594876017,0.017149055,0.013587393,0.223626855,2.0,2.0,"[0, 1]"
56x56,6.195067014999999,2.897265563,1.448612149,2.840696592,0.0,0.0,2.373261425,0.0,0.0,2.373261425,10.01696587,0.0,0.0,0.0,0.0,1.448612149,11.36232054,0.0,0.0,1.448612149,0.0,18.948429376,0.0,0.0,0.0,0.0,0.0,5.681438881,0.0,2.840696592,0.0,0.0,8.054700306,0.0,0.0,0.0,1.448612149,2.840696592,0.0,0.0,19.328864655,5.681438881,6.719151201,0.0,2.840696592,43.361955390000006,2.840696592,5.681438881,2.840696592,96.588805,2.840696592,2.373261425,0.0,2.840696592,2.840696592,16.95560323,5.2139580169999995,1.448612149,0.0,0.0,2.373261425,22.406187195999998,15.636712755000001,13.782316645000002,2.840696592,0.0,7.119700307,0.0,0.0,0.0,5.199041491,70.80798499,0.0,0.0,16.222432812999998,15.93557709,2.373261425,29.175090366,0.0,8.522259222,0.0,2.840696592,2.840696592,1.448612149,0.0,0.0,0.0,0.0,7.100271503999999,0.0,0.0,15.708210316,0.0,17.085366169,0.0,8.522259222,0.0,2.825780066,14.249751337,0.0,0.0,0.0,2.840696592,149.711661902,0.0,0.0,2.840696592,1.448612149,9.092344642,124.391440022,0.0,0.0,26.902306106999998,1.448612149,0.0,0.0,0.0,0.0,33.22157552,2.373261425,0.0,2.825780066,0.0,2.840696592,2.825780066,24.629796826,0.0,0.0,0.0,0.0,8.492355947,4.289308741,0.0,0.0,9.544931266999999,0.008201873,0.10909797700000001,0.065980787,0.11640614799999999,0.0,0.028151615999999997,4.914629208999999,0.0,0.0,0.0,0.046554863,0.014365337,0.187189372,0.006760343,0.058003246,0.100797174,0.594876017,0.017149055,0.028527718,0.223626855,2.0,2.0,"[0, 2]"
57x57,6.195067014999999,2.897265563,4.316287387,2.840696592,0.0,1.433828655,3.80709008,0.716919764,0.0,2.373261425,10.01696587,0.0,0.0,0.0,0.0,2.1655319129999997,14.946905232,0.716919764,0.716919764,2.1655319129999997,0.716919764,20.382258031,0.0,0.0,0.0,0.0,0.0,5.681438881,0.0,2.840696592,0.0,0.0,8.77162007,0.0,0.0,1.433828655,1.448612149,2.840696592,0.0,0.0,8.825555770000001,5.681438881,6.719151201,4.301515067,2.840696592,43.361955390000006,2.840696592,6.398358645,3.557616356,96.588805,2.840696592,2.373261425,0.0,2.840696592,2.840696592,12.18863958,5.2139580169999995,2.1655319129999997,0.0,0.716919764,2.373261425,23.123106959999998,13.527852453000001,13.782316645000002,2.840696592,0.0,7.119700307,0.0,0.0,0.0,16.712365705,54.19197492,0.0,0.716919764,19.090108050999998,16.652496854,3.090181189,26.3493103,0.716919764,10.673053151000001,0.0,2.840696592,2.840696592,1.448612149,0.0,0.0,3.584584692,3.584584692,12.202999549000001,0.716919764,0.0,15.708210316,0.0,14.976505867,0.0,8.522259222,0.0,0.0,14.249751337,1.433828655,0.0,0.0,2.840696592,150.428581666,0.0,0.0,2.840696592,1.448612149,9.092344642,149.755137922,0.0,0.0,7.836620071,1.448612149,0.0,0.716919764,0.716919764,0.0,33.938495284,5.957846117,0.0,10.7543874,0.716919764,2.840696592,0.0,26.063625481,0.716919764,0.0,0.716919764,0.0,2.840696592,4.289308741,0.0,0.0,6.719151201,0.008201873,0.046329338,0.074561365,0.124080388,0.0,0.044135047,4.464060409,0.0,0.0,0.002651482,0.016789845,0.014365337,0.187189372,0.011388393,0.0,0.061084078,0.628186892,0.017149055,0.028989635,0.223626855,2.0,2.0,"[0, 3]"
58x58,6.195067014999999,2.897265563,1.448612149,2.840696592,0.0,0.0,16.592747935,0.0,0.0,2.373261425,10.01696587,0.0,0.0,0.0,0.0,1.448612149,16.101766882,0.0,0.0,1.448612149,0.0,18.948429376,0.0,0.0,0.0,0.0,0.0,5.681438881,0.0,2.840696592,4.739446342,0.0,8.054700306,0.0,0.0,0.0,1.448612149,17.060183102,0.0,0.0,40.286735055,5.681438881,11.458597543,0.0,2.840696592,48.10140173200001,2.840696592,5.681438881,2.840696592,106.06732628699999,2.840696592,2.373261425,0.0,17.060183102,2.840696592,18.95721794,9.953404359,10.927133436,0.0,0.0,2.373261425,22.406187195999998,12.810932689000001,18.521762987000002,2.840696592,0.0,7.119700307,0.0,0.0,0.0,7.112707767,31.24779319,0.0,0.0,16.222432812999998,15.93557709,2.373261425,59.52363961,0.0,13.261705564,0.0,2.840696592,2.840696592,1.448612149,4.739446342,0.0,28.43743734,0.0,25.143098659,0.0,0.0,15.708210316,0.0,18.999032445,0.0,8.522259222,4.739446342,9.478521287,14.249751337,0.0,0.0,0.0,7.5801429339999995,149.711661902,0.0,0.0,2.840696592,1.448612149,9.092344642,18.000780509000002,0.0,0.0,45.033173937,1.448612149,4.739446342,0.0,0.0,0.0,33.22157552,2.373261425,0.0,14.21948651,0.0,2.840696592,0.0,29.369243168,0.0,0.0,0.0,0.0,2.840696592,4.289308741,4.739446342,0.0,16.197672488,0.026504350000000003,0.022954574999999998,0.040845932,0.162963897,0.0,0.004387271,0.906296,0.223855094,0.0,0.0,0.040411155,0.014365337,1.6347868669999999,0.006760343,0.102216733,0.034770676,0.642626814,0.11287009199999999,0.0,0.223626855,2.0,2.0,"[0, 4]"
59x59,6.195067014999999,2.897265563,1.448612149,0.0,0.0,1.84760666,2.9891447529999997,1.84760666,0.0,2.373261425,10.632849198,0.0,0.615883328,0.0,0.615883328,1.448612149,1.231772901,0.0,0.0,1.448612149,0.0,5.3623381939999994,1.231772901,0.615883328,0.0,0.0,1.231772901,0.0,0.0,0.0,0.615883328,0.0,4.836799769,0.615883328,0.0,0.0,2.064495477,0.0,0.0,0.615883328,39.654402835,0.0,9.182689544999999,1.231772901,0.0,44.593728291000005,1.231772901,0.615883328,0.0,0.0,0.0,3.605034326,0.0,0.0,0.0,34.198760410000006,2.373261425,1.448612149,0.0,0.0,2.373261425,27.333256427,4.890275543,11.557503381000002,0.0,1.231772901,7.119700307,0.615883328,0.0,0.0,15.670007690999999,77.12578359,0.0,0.0,13.004532275999999,15.93557709,3.605034326,49.500628545999994,1.231772901,0.0,0.0,0.0,0.0,1.448612149,0.0,0.0,4.311167523,3.695263824,13.259067722,0.0,0.0,4.345889776,0.0,6.95481853,1.231772901,0.0,0.0,4.057552967,8.568312456,0.0,0.0,0.0,0.0,148.71857197,0.0,0.615883328,0.0,1.448612149,10.939951302,192.85219185,0.0,0.0,49.076252607,1.448612149,0.0,0.0,0.0,0.0,33.837458848000004,4.220868085,0.0,8.368675806999999,0.0,0.615883328,2.825780066,4.746454866,0.615883328,1.231772901,0.0,0.0,6.883432256,1.448612149,0.0,0.0,20.015897467,0.008201873,0.16758856300000002,0.098269075,0.142026914,0.0,0.06436930099999999,10.228045582,0.0,0.0,0.0,0.065948926,0.0,0.203224445,0.006760343,0.13390843,0.10082476200000001,0.32178339899999997,0.017149055,0.042115111,0.0,2.0,2.0,"[1, 2]"
60x60,6.195067014999999,2.897265563,4.316287387,0.0,0.0,3.281435315,4.422973408,2.5645264240000003,0.0,2.373261425,10.632849198,0.0,0.615883328,0.0,0.615883328,2.1655319129999997,4.816357593,0.716919764,0.716919764,2.1655319129999997,0.716919764,6.796166849,1.231772901,0.615883328,0.0,0.0,1.231772901,0.0,0.0,0.0,0.615883328,0.0,5.553719533,0.615883328,0.0,1.433828655,2.064495477,0.0,0.0,0.615883328,29.151093949999996,0.0,9.182689544999999,5.533287968000001,0.0,44.593728291000005,1.231772901,1.332803092,0.716919764,0.0,0.0,3.605034326,0.0,0.0,0.0,29.43179676,2.373261425,2.1655319129999997,0.0,0.716919764,2.373261425,28.050176191,2.781415241,11.557503381000002,0.0,1.231772901,7.119700307,0.615883328,0.0,0.0,27.183331905,60.509773519999996,0.0,0.716919764,15.872207514,16.652496854,4.32195409,46.674848479999994,1.948692665,2.150793929,0.0,0.0,0.0,1.448612149,0.0,0.0,7.895752215,7.2798485159999995,18.361795767,0.716919764,0.0,4.345889776,0.0,4.845958228,1.231772901,0.0,0.0,1.231772901,8.568312456,1.433828655,0.0,0.0,0.0,149.435491734,0.0,0.615883328,0.0,1.448612149,10.939951302,218.21588974999997,0.0,0.0,30.010566571,1.448612149,0.0,0.716919764,0.716919764,0.0,34.55437861200001,7.805452777,0.0,16.297283141,0.716919764,0.615883328,0.0,6.180283521,1.332803092,1.231772901,0.716919764,0.0,1.231772901,1.448612149,0.0,0.0,17.190117401,0.008201873,0.10481992400000001,0.106849653,0.149701154,0.0,0.080352732,9.777476782,0.0,0.0,0.002651482,0.036183908,0.0,0.203224445,0.011388393,0.075905184,0.061111666,0.355094274,0.017149055,0.042577028,0.0,2.0,2.0,"[1, 3]"
61x61,6.195067014999999,2.897265563,1.448612149,0.0,0.0,1.84760666,17.208631263,1.84760666,0.0,2.373261425,10.632849198,0.0,0.615883328,0.0,0.615883328,1.448612149,5.971219243,0.0,0.0,1.448612149,0.0,5.3623381939999994,1.231772901,0.615883328,0.0,0.0,1.231772901,0.0,0.0,0.0,5.35532967,0.0,4.836799769,0.615883328,0.0,0.0,2.064495477,14.21948651,0.0,0.615883328,60.612273234999996,0.0,13.922135887,1.231772901,0.0,49.333174633000006,1.231772901,0.615883328,0.0,9.478521287,0.0,3.605034326,0.0,14.21948651,0.0,36.200375120000004,7.112707767,10.927133436,0.0,0.0,2.373261425,27.333256427,2.064495477,16.296949723,0.0,1.231772901,7.119700307,0.615883328,0.0,0.0,17.583673967,37.56559179,0.0,0.0,13.004532275999999,15.93557709,3.605034326,79.84917779,1.231772901,4.739446342,0.0,0.0,0.0,1.448612149,4.739446342,0.0,32.748604863,3.695263824,31.301894877000002,0.0,0.0,4.345889776,0.0,8.868484806,1.231772901,0.0,4.739446342,10.710294187999999,8.568312456,0.0,0.0,0.0,4.739446342,148.71857197,0.0,0.615883328,0.0,1.448612149,10.939951302,86.461532337,0.0,0.0,67.207120437,1.448612149,4.739446342,0.0,0.0,0.0,33.837458848000004,4.220868085,0.0,19.762382251,0.0,0.615883328,0.0,9.485901208,0.615883328,1.231772901,0.0,0.0,1.231772901,1.448612149,4.739446342,0.0,26.668638687999998,0.026504350000000003,0.081445161,0.07313422,0.18858466299999999,0.0,0.040604956,6.219712372999999,0.223855094,0.0,0.0,0.05980521799999999,0.0,1.65082194,0.006760343,0.17812191700000002,0.034798264,0.369534196,0.11287009199999999,0.013587393,0.0,2.0,2.0,"[1, 4]"
62x62,6.195067014999999,2.897265563,4.316287387,0.0,0.0,1.433828655,3.80709008,0.716919764,0.0,2.373261425,10.01696587,0.0,0.0,0.0,0.0,2.1655319129999997,3.584584692,0.716919764,0.716919764,2.1655319129999997,0.716919764,6.180283521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.090181189,0.0,0.0,1.433828655,1.448612149,0.0,0.0,0.0,25.781159000000002,0.0,6.719151201,4.301515067,0.0,43.361955390000006,0.0,0.716919764,0.716919764,0.0,0.0,2.373261425,0.0,0.0,0.0,29.14424281,2.373261425,2.1655319129999997,0.0,0.716919764,2.373261425,23.123106959999998,4.991311979,10.941620053000001,0.0,0.0,7.119700307,0.0,0.0,0.0,19.538145771,62.504373529999995,0.0,0.716919764,13.40866917,16.652496854,3.090181189,29.175090366,0.716919764,2.150793929,0.0,0.0,0.0,1.448612149,0.0,0.0,3.584584692,3.584584692,17.854658904,0.716919764,0.0,4.345889776,0.0,6.439965393,0.0,0.0,0.0,2.825780066,8.568312456,1.433828655,0.0,0.0,0.0,147.587885074,0.0,0.0,0.0,1.448612149,9.092344642,257.1020595,0.0,0.0,27.619225870999998,1.448612149,0.0,0.716919764,0.716919764,0.0,33.938495284,5.957846117,0.0,13.580167466,0.716919764,0.0,2.825780066,6.180283521,0.716919764,0.0,0.716919764,0.0,5.651659355,1.448612149,0.0,0.0,9.544931266999999,0.008201873,0.13539483700000002,0.09969622,0.14137660600000002,0.0,0.067899392,9.263281887,0.0,0.0,0.002651482,0.063344708,0.0,0.187189372,0.011388393,0.058003246,0.120280454,0.355094274,0.017149055,0.057517353,0.0,2.0,2.0,"[2, 3]"
63x63,6.195067014999999,2.897265563,1.448612149,0.0,0.0,0.0,16.592747935,0.0,0.0,2.373261425,10.01696587,0.0,0.0,0.0,0.0,1.448612149,4.739446342,0.0,0.0,1.448612149,0.0,4.746454866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.739446342,0.0,2.373261425,0.0,0.0,0.0,1.448612149,14.21948651,0.0,0.0,57.242338285,0.0,11.458597543,0.0,0.0,48.10140173200001,0.0,0.0,0.0,9.478521287,0.0,2.373261425,0.0,14.21948651,0.0,35.91282117,7.112707767,10.927133436,0.0,0.0,2.373261425,22.406187195999998,4.274392215,15.681066395000002,0.0,0.0,7.119700307,0.0,0.0,0.0,9.938487833,39.5601918,0.0,0.0,10.540993932,15.93557709,2.373261425,62.349419676,0.0,4.739446342,0.0,0.0,0.0,1.448612149,4.739446342,0.0,28.43743734,0.0,30.794758014,0.0,0.0,4.345889776,0.0,10.462491970999999,0.0,0.0,4.739446342,12.304301353,8.568312456,0.0,0.0,0.0,4.739446342,146.87096531,0.0,0.0,0.0,1.448612149,9.092344642,125.34770208699999,0.0,0.0,64.815779737,1.448612149,4.739446342,0.0,0.0,0.0,33.22157552,2.373261425,0.0,17.045266576,0.0,0.0,2.825780066,9.485901208,0.0,0.0,0.0,0.0,5.651659355,1.448612149,4.739446342,0.0,19.023452554,0.026504350000000003,0.11202007400000001,0.065980787,0.180260115,0.0,0.028151615999999997,5.705517477999999,0.223855094,0.0,0.0,0.086966018,0.0,1.6347868669999999,0.006760343,0.160219979,0.093967052,0.369534196,0.11287009199999999,0.028527718,0.0,2.0,2.0,"[2, 4]"
64x64,6.195067014999999,2.897265563,4.316287387,0.0,0.0,1.433828655,18.026576589999998,0.716919764,0.0,2.373261425,10.01696587,0.0,0.0,0.0,0.0,2.1655319129999997,8.324031034,0.716919764,0.716919764,2.1655319129999997,0.716919764,6.180283521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.739446342,0.0,3.090181189,0.0,0.0,1.433828655,1.448612149,14.21948651,0.0,0.0,46.7390294,0.0,11.458597543,4.301515067,0.0,48.10140173200001,0.0,0.716919764,0.716919764,9.478521287,0.0,2.373261425,0.0,14.21948651,0.0,31.14585752,7.112707767,11.644053199999998,0.0,0.716919764,2.373261425,23.123106959999998,2.1655319129999997,15.681066395000002,0.0,0.0,7.119700307,0.0,0.0,0.0,21.451812047,22.94418173,0.0,0.716919764,13.40866917,16.652496854,3.090181189,59.52363961,0.716919764,6.890240271,0.0,0.0,0.0,1.448612149,4.739446342,0.0,32.022022031999995,3.584584692,35.897486059,0.716919764,0.0,4.345889776,0.0,8.353631669,0.0,0.0,4.739446342,9.478521287,8.568312456,1.433828655,0.0,0.0,4.739446342,147.587885074,0.0,0.0,0.0,1.448612149,9.092344642,150.711399987,0.0,0.0,45.750093701,1.448612149,4.739446342,0.716919764,0.716919764,0.0,33.938495284,5.957846117,0.0,24.973873910000002,0.716919764,0.0,0.0,10.919729863,0.716919764,0.0,0.716919764,0.0,0.0,1.448612149,4.739446342,0.0,16.197672488,0.026504350000000003,0.049251434999999996,0.074561365,0.187934355,0.0,0.044135047,5.254948678,0.223855094,0.0,0.002651482,0.057201,0.0,1.6347868669999999,0.011388393,0.102216733,0.054253956,0.402845071,0.11287009199999999,0.028989635,0.0,2.0,2.0,"[3, 4]"
65x65,14.950887729,13.596116849,1.354778164,4.872841831000001,0.0,5.171727552,2.648028567,2.524981019,0.0,0.0,2.5852333400000003,2.646753817,0.615883328,0.677374359,0.615883328,6.096431255,19.305107882,0.677374359,1.354778164,0.677374359,4.678898535,17.527397339,1.231772901,0.615883328,0.0,0.0,3.815706874,8.390978382,0.677374359,2.840696592,0.615883328,1.354778164,13.99028959,3.325422829,0.0,0.0,2.648028567,3.518070951,0.0,1.293257687,21.002912539,6.973414534,4.432888355999999,1.9091472600000001,2.840696592,20.876065221,4.072469493,6.974696568,3.518070951,97.94358316399999,2.840696592,1.9091472600000001,0.0,8.25973538,3.518070951,17.920531539000002,6.842211746,5.419038788,0.0,0.677374359,0.677374359,22.83984206,15.854162361000002,6.166119421,3.518070951,1.231772901,4.06430671,0.615883328,0.0,2.646753817,11.825744364,73.555078407,0.0,0.0,18.731954019,0.0,1.231772901,29.13149553,2.586551065,10.491609234,0.0,2.840696592,2.840696592,0.677374359,0.0,0.0,4.311167523,5.050041988,6.158796218,0.677374359,1.354778164,13.394465779,0.0,13.2714678,4.618695783,8.522259222,0.0,1.9091472600000001,6.973414534,0.677374359,1.354778164,1.354778164,2.840696592,73.201074242,0.0,0.615883328,2.840696592,0.0,7.203889023,86.860048436,0.0,1.354778164,28.822187183,1.354778164,2.646753817,0.0,0.0,0.0,22.293635247999998,1.84760666,0.0,5.542895741,0.0,4.811358084,0.0,21.175317613,3.1998173010000004,1.9091472600000001,1.291975653,0.0,4.749843852,6.716655085,0.0,0.677374359,11.762941853,0.10452433400000001,0.058490586,0.045761094,0.08114273999999999,0.0,0.036217685,5.417509683,0.0,0.0,0.0,0.019394063,0.014365337,0.12778983900000002,0.0,0.075905184,0.013687832,0.37556838800000003,0.29988378,0.013587393,0.223626855,2.0,2.0,"[0, 1]"
66x66,14.950887729,13.596116849,1.354778164,4.872841831000001,0.0,3.324120892,2.032145239,0.677374359,0.0,0.0,1.969350012,2.646753817,0.0,0.677374359,0.0,6.096431255,18.073334981000002,0.677374359,1.354778164,0.677374359,4.678898535,16.911514011,0.0,0.0,0.0,0.0,2.583933973,8.390978382,0.677374359,2.840696592,0.0,1.354778164,11.526751246,2.709539501,0.0,0.0,2.032145239,3.518070951,0.0,0.677374359,17.632977589000003,6.973414534,1.969350012,0.677374359,2.840696592,19.64429232,2.840696592,6.35881324,3.518070951,97.94358316399999,2.840696592,0.677374359,0.0,8.25973538,3.518070951,17.632977589000003,6.842211746,5.419038788,0.0,0.677374359,0.677374359,17.912772828999998,18.064059099,5.5502360930000005,3.518070951,0.0,4.06430671,0.0,0.0,2.646753817,4.18055823,75.549678417,0.0,0.0,16.268415675,0.0,0.0,11.631737416,1.354778164,10.491609234,0.0,2.840696592,2.840696592,0.677374359,0.0,0.0,0.0,1.354778164,5.651659355,0.677374359,1.354778164,13.394465779,0.0,14.865474965,3.386922882,8.522259222,0.0,3.503154425,6.973414534,0.677374359,1.354778164,1.354778164,2.840696592,71.35346758200001,0.0,0.0,2.840696592,0.0,5.356282363,125.746218186,0.0,1.354778164,26.430846483,1.354778164,2.646753817,0.0,0.0,0.0,21.67775192,0.0,0.0,2.825780066,0.0,4.195474756,2.825780066,21.175317613,2.583933973,0.677374359,1.291975653,0.0,9.169730306,6.716655085,0.0,0.677374359,4.117755719,0.10452433400000001,0.089065499,0.038607661,0.072818192,0.0,0.023764345,4.903314787999999,0.0,0.0,0.0,0.046554863,0.014365337,0.111754766,0.0,0.058003246,0.07285662,0.37556838800000003,0.29988378,0.028527718,0.223626855,2.0,2.0,"[0, 2]"
67x67,14.950887729,13.596116849,4.222453402,4.872841831000001,0.0,4.757949547,3.465973894,1.3942941229999999,0.0,0.0,1.969350012,2.646753817,0.0,0.677374359,0.0,6.813351019,21.657919673000002,1.3942941229999999,2.071697928,1.3942941229999999,5.395818299,18.345342666,0.0,0.0,0.0,0.0,2.583933973,8.390978382,0.677374359,2.840696592,0.0,1.354778164,12.24367101,2.709539501,0.0,1.433828655,2.032145239,3.518070951,0.0,0.677374359,7.129668704,6.973414534,1.969350012,4.978889426,2.840696592,19.64429232,2.840696592,7.075733004,4.234990715,97.94358316399999,2.840696592,0.677374359,0.0,8.25973538,3.518070951,12.866013939,6.842211746,6.135958552,0.0,1.3942941229999999,0.677374359,18.629692592999998,15.955198797000001,5.5502360930000005,3.518070951,0.0,4.06430671,0.0,0.0,2.646753817,15.693882444000002,58.933668346999994,0.0,0.716919764,19.136090913,0.716919764,0.716919764,8.80595735,2.071697928,12.642403163,0.0,2.840696592,2.840696592,0.677374359,0.0,0.0,3.584584692,4.939362856,10.7543874,1.3942941229999999,1.354778164,13.394465779,0.0,12.756614663,3.386922882,8.522259222,0.0,0.677374359,6.973414534,2.111203014,1.354778164,1.354778164,2.840696592,72.070387346,0.0,0.0,2.840696592,0.0,5.356282363,151.109916086,0.0,1.354778164,7.365160447000001,1.354778164,2.646753817,0.716919764,0.716919764,0.0,22.394671684,3.584584692,0.0,10.7543874,0.716919764,4.195474756,0.0,22.609146268,3.300853737,0.677374359,2.0088954169999997,0.0,3.518070951,6.716655085,0.0,0.677374359,1.291975653,0.10452433400000001,0.02629686,0.04718823900000001,0.080492432,0.0,0.039747776,4.452745988,0.0,0.0,0.002651482,0.016789845,0.014365337,0.111754766,0.00462805,0.0,0.033143524,0.40887926300000005,0.29988378,0.028989635,0.223626855,2.0,2.0,"[0, 3]"
68x68,14.950887729,13.596116849,1.354778164,4.872841831000001,0.0,3.324120892,16.251631748999998,0.677374359,0.0,0.0,1.969350012,2.646753817,0.0,0.677374359,0.0,6.096431255,22.812781323000003,0.677374359,1.354778164,0.677374359,4.678898535,16.911514011,0.0,0.0,0.0,0.0,2.583933973,8.390978382,0.677374359,2.840696592,4.739446342,1.354778164,11.526751246,2.709539501,0.0,0.0,2.032145239,17.737557460999998,0.0,0.677374359,38.590847989,6.973414534,6.708796354,0.677374359,2.840696592,24.383738662000003,2.840696592,6.35881324,3.518070951,107.422104451,2.840696592,0.677374359,0.0,22.479221889999998,3.518070951,19.634592299,11.581658088000001,14.897560075,0.0,0.677374359,0.677374359,17.912772828999998,15.238279033000001,10.289682435,3.518070951,0.0,4.06430671,0.0,0.0,2.646753817,6.094224506,35.989486617,0.0,0.0,16.268415675,0.0,0.0,41.98028666,1.354778164,15.231055576,0.0,2.840696592,2.840696592,0.677374359,4.739446342,0.0,28.43743734,1.354778164,23.69448651,0.677374359,1.354778164,13.394465779,0.0,16.779141241,3.386922882,8.522259222,4.739446342,10.155895646,6.973414534,0.677374359,1.354778164,1.354778164,7.5801429339999995,71.35346758200001,0.0,0.0,2.840696592,0.0,5.356282363,19.355558673,0.0,1.354778164,44.561714312999996,1.354778164,7.3862001589999995,0.0,0.0,0.0,21.67775192,0.0,0.0,14.21948651,0.0,4.195474756,0.0,25.914763955,2.583933973,0.677374359,1.291975653,0.0,3.518070951,6.716655085,4.739446342,0.677374359,10.77049694,0.12282681100000001,0.002922097,0.013472806,0.119375941,0.0,0.0,0.894981579,0.223855094,0.0,0.0,0.040411155,0.014365337,1.559352261,0.0,0.102216733,0.006830122,0.42331918500000004,0.395604817,0.0,0.223626855,2.0,2.0,"[0, 4]"
