coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Ambiguous,ODMature2
0x0,0.0,0.597533596,1.792608143,1.195078217,0.0,2.463139613,1.792608143,5.450908678,0.0,0.0,4.182866232,3.5853237,1.792608143,0.597533596,0.0,0.597533596,7.768190968,5.975414182,0.597533596,2.987769065,0.0,1.195078217,3.060673209,0.0,0.0,1.792608143,0.0,1.195078217,1.792608143,0.0,1.195078217,0.597533596,8.365694772,1.195078217,0.0,0.0,0.0,5.975414182,0.0,0.0,27.09312166,0.0,0.597533596,2.463139613,1.195078217,0.0,0.597533596,12.096776125,2.987769065,5.523784028,0.0,0.0,0.0,0.0,0.0,23.363689337,3.060673209,2.390158475,0.597533596,0.597533596,3.5853237,1.195078217,1.792608143,1.195078217,0.0,4.255747756,0.0,0.0,0.0,0.0,7.9869161769999995,0.0,0.0,0.0,2.987769065,0.0,0.0,34.411902005,10.75709426,1.195078217,0.0,0.597533596,0.597533596,0.0,0.0,0.597533596,4.255747756,0.597533596,0.0,0.0,0.0,4.780428052,0.0,12.621490133000002,6.121328649,8.96322642,2.390158475,5.523784028,3.060673209,0.0,0.0,0.0,2.390158475,1.195078217,1.792608143,0.0,0.0,0.0,0.0,4.853298088,1.195078217,0.0,31.348854303,1.195078217,16.72964337,0.0,0.0,0.0,0.0,6.048463313,0.0,14.632183548,0.0,0.0,0.597533596,4.780428052,2.463139613,5.377933695,1.792608143,0.0,7.841073308,1.792608143,0.0,2.987769065,32.02174353,0.07195196400000001,0.020191263,0.003502826,0.023805385,0.0,0.017684828,1.063478746,0.0,0.0,0.0,0.104705627,0.0,0.06299201,0.0,0.066470876,0.012924408,0.38433263100000004,0.002089427,0.0,0.071112284,1.0,1.0
1x1,0.0,0.597533596,5.125222156,2.028236646,0.0,3.332614013,1.792608143,2.987769065,0.0,0.0,5.016024661,3.5853237,2.625766572,0.597533596,0.0,0.597533596,8.601349397,5.975414182,2.263839658,2.987769065,0.0,1.195078217,1.430692025,0.0,0.0,2.625766572,0.0,1.195078217,1.792608143,0.0,1.195078217,0.597533596,10.032000834,7.027111918,0.0,0.0,0.0,5.975414182,0.0,0.0,18.32858226,0.833158429,0.597533596,0.0,1.195078217,0.0,2.263839658,7.170525693,2.987769065,0.597533596,0.0,0.0,0.0,0.833158429,0.0,9.526546838000002,2.263839658,2.390158475,0.597533596,1.430692025,3.5853237,1.195078217,1.792608143,2.861384279,0.0,1.792608143,0.0,0.0,0.0,0.0,4.763243341,0.833158429,0.0,0.0,12.985421745,0.0,0.0,19.887103255,10.75709426,1.195078217,0.0,1.430692025,0.597533596,0.0,0.0,0.597533596,2.625766572,0.597533596,2.49945167,0.0,0.0,4.780428052,0.0,10.15835052,1.195078217,8.96322642,3.223316904,1.430692025,0.597533596,0.0,0.0,0.833158429,2.390158475,1.195078217,1.792608143,0.0,0.0,0.0,0.0,9.055296860999999,1.195078217,0.0,50.945964253,1.195078217,16.72964337,0.0,0.833158429,0.0,0.833158429,3.5853237,0.0,7.279879722,0.0,0.0,0.597533596,4.780428052,1.666306062,7.044239757000001,1.792608143,0.0,5.377933695,1.792608143,0.833158429,2.987769065,29.9955966,0.09126428,0.0,0.074644945,0.03852269,0.0,0.0,1.187509763,0.0,0.001753042,0.0,0.099615947,0.0,0.06299201,0.0,0.066470876,0.032151577,0.557021432,0.003530092,0.016707202,0.071112284,1.0,1.0
2x2,0.0,0.597533596,1.792608143,1.195078217,0.0,0.0,11.661868706,2.987769065,0.0,0.0,9.117856348,3.5853237,1.792608143,3.064981941,2.467448345,0.597533596,7.768190968,5.975414182,3.064981941,2.987769065,0.0,1.195078217,0.597533596,0.0,2.467448345,21.532190182999997,0.0,1.195078217,1.792608143,0.0,1.195078217,3.064981941,8.365694772,1.195078217,2.467448345,0.0,0.0,5.975414182,0.0,0.0,34.5467582,0.0,0.597533596,0.0,1.195078217,2.467448345,5.532523712,12.105515809,5.45521741,5.532523712,0.0,2.467448345,0.0,0.0,0.0,6.130068333,5.532523712,2.390158475,0.597533596,0.597533596,6.052772045,6.130068333,1.792608143,8.597606829,0.0,1.792608143,0.0,0.0,0.0,0.0,5.532523712,0.0,0.0,0.0,2.987769065,0.0,0.0,54.210353454999996,13.224542605,1.195078217,0.0,0.597533596,0.597533596,2.467448345,0.0,0.597533596,1.792608143,0.597533596,2.467448345,0.0,0.0,7.247876397000001,0.0,15.093340636,1.195078217,8.96322642,2.390158475,5.532523712,0.597533596,0.0,7.402528612,0.0,2.390158475,1.195078217,4.260056488,0.0,0.0,0.0,0.0,7.325148591,1.195078217,0.0,107.895204743,1.195078217,29.06792859,0.0,0.0,0.0,0.0,3.5853237,0.0,9.715418168,0.0,0.0,0.597533596,7.247876397000001,0.0,7.8453820400000005,1.792608143,0.0,7.8453820400000005,1.792608143,0.0,2.987769065,44.41507126,0.066001952,0.088516458,0.0,0.081362603,0.0,0.065165276,2.243620227,0.132017133,0.0,0.0,0.081697933,0.0,0.638788033,0.0,0.073700058,0.006154792,0.249044755,0.0,0.0,0.071112284,1.0,1.0
3x3,0.0,0.597533596,1.792608143,1.195078217,0.0,1.634632228,1.792608143,6.257101767,0.0,0.0,4.182866232,3.5853237,1.792608143,0.597533596,0.0,0.597533596,7.768190968,5.975414182,2.232165824,2.987769065,0.0,1.195078217,0.597533596,0.0,0.0,1.792608143,0.0,2.829710445,1.792608143,0.0,1.195078217,0.597533596,8.365694772,1.195078217,0.0,0.0,0.0,7.61004641,0.0,0.0,58.84115951,0.0,3.8668662979999997,0.0,1.195078217,0.0,0.597533596,7.170525693,2.987769065,0.597533596,0.0,0.0,0.0,1.634632228,0.0,40.429707117,2.232165824,4.024790703,0.597533596,0.597533596,3.5853237,1.195078217,6.6965218349999995,1.195078217,0.0,1.792608143,0.0,0.0,0.0,0.0,2.232165824,1.634632228,0.0,0.0,4.622401293,0.0,0.0,36.716608735,10.75709426,1.195078217,0.0,0.597533596,2.232165824,0.0,0.0,2.232165824,3.427240371,0.597533596,3.269332702,0.0,0.0,4.780428052,0.0,11.792982748,2.829710445,8.96322642,2.390158475,12.039814446,0.597533596,0.0,0.0,0.0,2.390158475,1.195078217,1.792608143,0.0,0.0,1.634632228,0.0,10.563551483,1.195078217,0.0,93.32632349299999,1.195078217,16.72964337,1.634632228,0.0,0.0,0.0,3.5853237,0.0,16.222708902,0.0,0.0,0.597533596,4.780428052,0.0,5.377933695,1.792608143,6.538587847,5.377933695,1.792608143,0.0,2.987769065,47.40608956,0.066001952,0.035149317,0.0,0.026430978,0.0,0.023750201,1.563716509,0.0,0.0,0.0,0.081697933,0.0,0.658209858,0.0,0.066470876,0.006154792,0.300611879,0.0,0.0,0.071112284,1.0,1.0
4x4,0.0,0.597533596,3.343605449,1.195078217,0.0,3.10204103,1.792608143,2.987769065,1.550997306,0.0,4.182866232,3.5853237,1.792608143,0.597533596,0.0,0.597533596,7.768190968,5.975414182,0.597533596,2.987769065,0.0,1.195078217,0.597533596,0.0,0.0,1.792608143,0.0,1.195078217,1.792608143,0.0,1.195078217,0.597533596,8.365694772,2.746075523,1.550997306,0.0,0.0,5.975414182,0.0,0.0,27.92011396,0.0,6.8016380309999995,0.0,1.195078217,1.550997306,0.597533596,7.170525693,2.987769065,0.597533596,0.0,0.0,0.0,1.550997306,0.0,27.560364757,2.148530902,3.941155781,0.597533596,0.597533596,3.5853237,4.297119247,3.343605449,2.746075523,0.0,3.343605449,0.0,0.0,0.0,0.0,8.352611201,0.0,1.550997306,0.0,2.987769065,0.0,0.0,50.469643815,10.75709426,1.195078217,0.0,0.597533596,0.597533596,0.0,0.0,0.597533596,6.445621349,0.597533596,0.0,0.0,0.0,4.780428052,0.0,10.15835052,2.746075523,8.96322642,2.390158475,8.352611201,0.597533596,0.0,0.0,0.0,2.390158475,1.195078217,1.792608143,0.0,0.0,0.0,0.0,7.043171681,1.195078217,0.0,77.794252583,1.195078217,16.72964337,0.0,0.0,0.0,0.0,3.5853237,0.0,18.739339802,0.0,0.0,2.148530902,4.780428052,0.0,5.377933695,1.792608143,3.10204103,5.377933695,1.792608143,0.0,2.987769065,43.43242331,0.066001952,0.047159893,0.015068849,0.022278812000000002,0.0,0.055013459,0.988932297,0.0,0.0,0.013382966,0.081697933,0.0,0.45685472099999996,0.0,0.066470876,0.006154792,0.251194476,0.0,0.004902438,0.071112284,1.0,1.0
5x5,0.0,6.908060806,0.0,0.0,0.0,4.190107351,1.726967738,2.463139613,0.0,0.0,0.0,0.0,3.453997819,0.0,0.0,0.0,1.726967738,0.0,0.0,3.453997819,1.726967738,0.0,2.463139613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.453997819,0.0,0.0,13.81494352,0.0,0.0,0.0,27.09312166,0.0,0.0,2.463139613,0.0,10.36318298,1.726967738,4.926250432,0.0,4.926250432,0.0,0.0,0.0,0.0,0.0,22.16861112,2.463139613,1.726967738,0.0,0.0,0.0,3.453997819,3.453997819,0.0,0.0,2.463139613,6.908060806,0.0,1.726967738,0.0,7.389382581,1.726967738,0.0,0.0,0.0,8.634961864,0.0,37.202761412,0.0,0.0,0.0,1.726967738,1.726967738,0.0,0.0,3.453997819,4.190107351,1.726967738,0.0,0.0,0.0,0.0,0.0,2.463139613,4.926250432,6.908060806,0.0,10.107268313999999,2.463139613,0.0,0.0,0.0,0.0,0.0,1.726967738,0.0,0.0,0.0,0.0,2.463139613,1.726967738,6.908060806,29.55624616,1.726967738,1.726967738,0.0,0.0,0.0,0.0,4.190107351,0.0,9.851755496,0.0,0.0,0.0,0.0,2.463139613,0.0,0.0,1.726967738,2.463139613,0.0,0.0,0.0,35.475741349,0.009581550000000001,0.109650537,0.030837627,0.047487492,0.0,0.053475510999999996,1.063478746,0.0,0.0,0.0,0.119993479,0.0,0.09201851,0.0,0.016546384,0.043283205,0.507401258,0.002089427,0.019736348,0.0,1.0,1.0
6x6,0.0,6.908060806,3.332614013,0.833158429,0.0,5.059581751,1.726967738,0.0,0.0,0.0,0.833158429,0.0,4.2871562480000005,0.0,0.0,0.0,2.560126167,0.0,1.666306062,3.453997819,1.726967738,0.0,0.833158429,0.0,0.0,0.833158429,0.0,0.0,0.0,0.0,0.0,0.0,1.666306062,9.28603152,0.0,0.0,13.81494352,0.0,0.0,0.0,18.32858226,0.833158429,0.0,0.0,0.0,10.36318298,3.3932738000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.833158429,0.0,8.331468621,1.666306062,1.726967738,0.0,0.833158429,0.0,3.453997819,3.453997819,1.666306062,0.0,0.0,6.908060806,0.0,1.726967738,0.0,4.165709745,2.560126167,0.0,0.0,9.99765268,8.634961864,0.0,22.677962662,0.0,0.0,0.0,2.560126167,1.726967738,0.0,0.0,3.453997819,2.560126167,1.726967738,2.49945167,0.0,0.0,0.0,0.0,0.0,0.0,6.908060806,0.833158429,6.014176311,0.0,0.0,0.0,0.833158429,0.0,0.0,1.726967738,0.0,0.0,0.0,0.0,6.665138386,1.726967738,6.908060806,49.15335611,1.726967738,1.726967738,0.0,0.833158429,0.0,0.833158429,1.726967738,0.0,2.49945167,0.0,0.0,0.0,0.0,1.666306062,1.666306062,0.0,1.726967738,0.0,0.0,0.833158429,0.0,33.449594419,0.028893866,0.089459274,0.10197974600000001,0.062204797,0.0,0.035790683,1.187509763,0.0,0.001753042,0.0,0.114903799,0.0,0.09201851,0.0,0.016546384,0.06251037400000001,0.680090059,0.003530092,0.036443550000000005,0.0,1.0,1.0
7x7,0.0,6.908060806,0.0,0.0,0.0,1.726967738,11.596228301,0.0,0.0,0.0,4.934990116,0.0,3.453997819,2.467448345,2.467448345,0.0,1.726967738,0.0,2.467448345,3.453997819,1.726967738,0.0,0.0,0.0,2.467448345,19.73958204,0.0,0.0,0.0,0.0,0.0,2.467448345,0.0,3.453997819,2.467448345,0.0,13.81494352,0.0,0.0,0.0,34.5467582,0.0,0.0,0.0,0.0,12.830631324999999,6.661957854,4.934990116,2.467448345,4.934990116,0.0,2.467448345,0.0,0.0,0.0,4.934990116,4.934990116,1.726967738,0.0,0.0,2.467448345,8.388987935,3.453997819,7.402528612,0.0,0.0,6.908060806,0.0,1.726967738,0.0,4.934990116,1.726967738,0.0,0.0,0.0,8.634961864,0.0,57.001212861999996,2.467448345,0.0,0.0,1.726967738,1.726967738,2.467448345,0.0,3.453997819,1.726967738,1.726967738,2.467448345,0.0,0.0,2.467448345,0.0,4.934990116,0.0,6.908060806,0.0,10.116007998,0.0,0.0,7.402528612,0.0,0.0,0.0,4.194416083,0.0,0.0,0.0,0.0,4.934990116,1.726967738,6.908060806,106.1025966,1.726967738,14.065252957999999,0.0,0.0,0.0,0.0,1.726967738,0.0,4.934990116,0.0,0.0,0.0,2.467448345,0.0,2.467448345,0.0,1.726967738,2.467448345,0.0,0.0,0.0,47.869069079,0.003631538,0.177975732,0.027334801,0.10504471,0.0,0.10095595899999998,2.243620227,0.132017133,0.0,0.0,0.096985785,0.0,0.667814533,0.0,0.023775566,0.036513589,0.372113382,0.0,0.019736348,0.0,1.0,1.0
8x8,0.0,6.908060806,0.0,0.0,0.0,3.361599966,1.726967738,3.269332702,0.0,0.0,0.0,0.0,3.453997819,0.0,0.0,0.0,1.726967738,0.0,1.634632228,3.453997819,1.726967738,0.0,0.0,0.0,0.0,0.0,0.0,1.634632228,0.0,0.0,0.0,0.0,0.0,3.453997819,0.0,0.0,13.81494352,1.634632228,0.0,0.0,58.84115951,0.0,3.269332702,0.0,0.0,10.36318298,1.726967738,0.0,0.0,0.0,0.0,0.0,0.0,1.634632228,0.0,39.2346289,1.634632228,3.361599966,0.0,0.0,0.0,3.453997819,8.357911511,0.0,0.0,0.0,6.908060806,0.0,1.726967738,0.0,1.634632228,3.361599966,0.0,0.0,1.634632228,8.634961864,0.0,39.507468142,0.0,0.0,0.0,1.726967738,3.361599966,0.0,0.0,5.0886300470000005,3.361599966,1.726967738,3.269332702,0.0,0.0,0.0,0.0,1.634632228,1.634632228,6.908060806,0.0,16.623298732,0.0,0.0,0.0,0.0,0.0,0.0,1.726967738,0.0,0.0,1.634632228,0.0,8.173393008,1.726967738,6.908060806,91.53371535,1.726967738,1.726967738,1.634632228,0.0,0.0,0.0,1.726967738,0.0,11.44228085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.265555585,0.0,0.0,0.0,0.0,50.860087379,0.003631538,0.124608591,0.027334801,0.050113085,0.0,0.059540883999999995,1.563716509,0.0,0.0,0.0,0.096985785,0.0,0.687236358,0.0,0.016546384,0.036513589,0.423680506,0.0,0.019736348,0.0,1.0,1.0
9x9,0.0,6.908060806,1.550997306,0.0,0.0,4.829008768,1.726967738,0.0,1.550997306,0.0,0.0,0.0,3.453997819,0.0,0.0,0.0,1.726967738,0.0,0.0,3.453997819,1.726967738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.004995125,1.550997306,0.0,13.81494352,0.0,0.0,0.0,27.92011396,0.0,6.204104435,0.0,0.0,11.914180285999999,1.726967738,0.0,0.0,0.0,0.0,0.0,0.0,1.550997306,0.0,26.36528654,1.550997306,3.277965044,0.0,0.0,0.0,6.556038849,5.004995125,1.550997306,0.0,1.550997306,6.908060806,0.0,1.726967738,0.0,7.755077605,1.726967738,1.550997306,0.0,0.0,8.634961864,0.0,53.260503222,0.0,0.0,0.0,1.726967738,1.726967738,0.0,0.0,3.453997819,6.379980944,1.726967738,0.0,0.0,0.0,0.0,0.0,0.0,1.550997306,6.908060806,0.0,12.936095487,0.0,0.0,0.0,0.0,0.0,0.0,1.726967738,0.0,0.0,0.0,0.0,4.653013206,1.726967738,6.908060806,76.00164444,1.726967738,1.726967738,0.0,0.0,0.0,0.0,1.726967738,0.0,13.95891175,0.0,0.0,1.550997306,0.0,0.0,0.0,0.0,4.829008768,0.0,0.0,0.0,0.0,46.886421129,0.003631538,0.136619167,0.04240365,0.045960919,0.0,0.090804142,0.988932297,0.0,0.0,0.013382966,0.096985785,0.0,0.485881221,0.0,0.016546384,0.036513589,0.374263103,0.0,0.024638786000000003,0.0,1.0,1.0
