coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Pericytes,ODImmature2
79x79,0.0,0.0,12.12650692,3.419773361,0.0,35.532101499999996,9.403991771,30.77605657,0.0,0.0,9.816947014,1.709879628,6.490995924,0.0,14.53459731,0.0,5.984575239,0.0,1.709879628,12.225835708,8.549266197,3.23233465,2.56475757,0.85494057,0.0,0.85494057,0.85494057,0.85494057,0.0,0.0,0.0,0.85494057,26.65858696,23.40001133,0.0,0.0,16.597355302,2.56475757,0.0,0.0,0.0,12.132090170000001,1.709879628,0.0,0.0,169.81430590000002,0.85494057,7.694407673,0.0,7.345934981999999,0.0,0.85494057,0.0,0.85494057,0.85494057,1.709879628,0.85494057,7.694407673,0.0,0.85494057,0.0,4.274605703,6.839529524,7.694407673,0.0,0.85494057,0.0,5.636055354,0.85494057,1.61613409,0.85494057,0.85494057,0.85494057,18.111095874,18.620061667999998,28.70094548,0.85494057,13.304188986,1.61613409,0.85494057,5.636055354,0.85494057,24.79288964,0.0,0.0,5.2579199,1.709879628,0.0,0.0,0.0,1.709879628,10.765625226000001,0.0,9.403991771,9.310541763,27.3595934,2.56475757,0.0,0.85494057,0.0,5.984575239,0.0,0.85494057,1.61613409,1.709879628,1.709879628,0.0,1.61613409,0.0,17.355485604000002,5.636055354,8.962069072,2.47107466,0.0,20.5179057,0.0,0.0,0.0,1.61613409,1.709879628,5.636055354,17.256141589000002,0.85494057,0.0,1.61613409,6.839529524,0.85494057,0.0,0.0,11.27156635,1.709879628,3.419773361,0.0,0.0,0.85494057,0.011601815,0.064681667,0.032494321,0.029035985,0.0,0.091141133,0.0,0.0,0.0,0.0,0.08846177699999999,0.0,1.089032125,0.0,0.07065118,0.042271413,0.694795356,0.501069149,0.0,0.0,2.0,2.0
80x80,0.0,0.0,34.39838168,0.0,0.0,71.68734739,0.0,4.625873984,0.0,0.0,7.252189444,0.0,5.636055354,0.0,0.0,0.0,0.0,0.0,4.625873984,10.51595608,32.38105052,7.858208634,18.5029362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.27156635,22.54507076,0.0,0.0,15.742414732,0.0,0.0,0.0,0.0,12.132090170000001,0.0,0.0,0.0,169.81430590000002,0.0,4.625873984,0.0,5.636055354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.87647374,0.0,0.0,0.0,0.0,0.0,5.636055354,0.0,1.61613409,4.625873984,0.0,0.0,11.27156635,72.41688917,28.70094548,0.0,15.71645651,1.61613409,0.0,5.636055354,0.0,0.0,0.0,0.0,5.2579199,0.0,0.0,0.0,0.0,0.0,5.636055354,0.0,0.0,1.61613409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61613409,0.0,0.0,0.0,1.61613409,0.0,10.51595608,5.636055354,7.252189444,15.49260783,0.0,0.0,0.0,0.0,0.0,10.867931138,0.0,5.636055354,11.27156635,0.0,0.0,1.61613409,0.0,0.0,0.0,0.0,11.27156635,0.0,0.0,0.0,0.0,23.12681533,0.0,0.07957500099999999,0.067622187,0.068385634,0.0,0.121192778,0.0,0.452947761,0.0,0.157891858,0.012122967,0.0,1.644006734,0.013323,0.00895826,0.032778658,0.5888567969999999,0.510505639,0.021645908,0.0,2.0,2.0
81x81,0.0,1.932715942,11.27156635,7.730718787,0.0,36.609876872,3.865416235,3.865416235,0.0,0.0,7.252189444,0.0,7.5687712959999995,0.0,0.0,0.0,1.932715942,0.0,0.0,14.381372315,0.0,3.23233465,0.0,0.0,5.79813837,1.932715942,1.932715942,0.0,0.0,0.0,0.0,0.0,47.99402577,26.410486995000003,1.932715942,1.932715942,15.742414732,3.865416235,0.0,0.0,0.0,29.52709897,1.932715942,0.0,0.0,169.81430590000002,0.0,1.932715942,0.0,23.031064154,0.0,0.0,0.0,0.0,0.0,21.25871045,11.59505302,1.932715942,0.0,0.0,0.0,1.932715942,0.0,21.25871045,0.0,3.865416235,1.932715942,5.636055354,0.0,1.61613409,0.0,0.0,0.0,20.935071917000002,18.842897982,28.70094548,0.0,8.397375404,11.279639657,0.0,5.636055354,0.0,0.0,0.0,0.0,5.2579199,0.0,1.932715942,0.0,0.0,0.0,17.231108374,0.0,19.32825032,9.346852877,59.91159895,5.79813837,0.0,1.932715942,0.0,0.0,0.0,3.865416235,1.61613409,3.865416235,1.932715942,0.0,1.61613409,0.0,16.31409445,5.636055354,7.252189444,3.548850032,0.0,0.0,0.0,0.0,0.0,1.61613409,0.0,11.434193724,19.002285137,0.0,3.865416235,1.61613409,1.932715942,3.865416235,0.0,3.865416235,11.27156635,3.865416235,7.730718787,0.0,0.0,0.0,0.0,0.064681667,0.032494321,0.008539061,0.018385249,0.091141133,0.0,0.0,0.183308543,0.0,0.030001135999999998,0.146909104,0.895505456,0.0,0.006120041,0.025287781,0.5888567969999999,0.501069149,0.001931591,0.0,2.0,2.0
82x82,0.0,0.0,23.9817559,3.419773361,0.0,49.9972172,9.403991771,35.401930554,0.0,0.0,4.18089166,1.709879628,0.85494057,0.0,14.53459731,0.0,5.984575239,0.0,6.3357536119999995,12.225835708,40.930316717000004,7.858208634,21.06769377,0.85494057,0.0,0.85494057,0.85494057,0.85494057,0.0,0.0,0.0,0.85494057,15.38702061,0.85494057,0.0,0.0,10.961299948,2.56475757,0.0,0.0,0.0,12.132090170000001,1.709879628,0.0,0.0,169.81430590000002,0.85494057,12.320281656999999,0.0,1.709879628,0.0,0.85494057,0.0,0.85494057,0.85494057,1.709879628,0.85494057,7.694407673,0.0,0.85494057,0.0,18.151079443,6.839529524,7.694407673,0.0,0.85494057,0.0,0.0,0.85494057,1.61613409,5.480814554,0.85494057,0.85494057,6.839529524,57.216586758000005,28.70094548,0.85494057,22.555986034,1.61613409,0.85494057,0.0,0.85494057,24.79288964,0.0,0.0,5.2579199,1.709879628,0.0,0.0,0.0,1.709879628,5.129569872,0.0,9.403991771,9.310541763,27.3595934,2.56475757,0.0,0.85494057,0.0,5.984575239,0.0,0.85494057,1.61613409,1.709879628,1.709879628,0.0,1.61613409,0.0,17.355485604000002,0.0,3.326013718,16.3475484,0.0,20.5179057,0.0,0.0,0.0,10.867931138,1.709879628,0.0,5.984575239,0.85494057,0.0,1.61613409,6.839529524,0.85494057,0.0,0.0,0.0,1.709879628,3.419773361,0.0,0.0,23.9817559,0.011601815,0.07957500099999999,0.064772831,0.085408614,0.0,0.079288071,0.0,0.452947761,0.0,0.157891858,0.08846177699999999,0.0,1.532975572,0.013323,0.07960943999999999,0.030327479,0.686907761,0.020115392000000003,0.021645908,0.0,2.0,2.0
83x83,0.0,1.932715942,0.85494057,11.150492148,0.0,14.919746682000001,13.269408005999999,34.641472805,0.0,0.0,4.18089166,1.709879628,2.787656512,0.0,14.53459731,0.0,7.9172911809999995,0.0,1.709879628,16.091251943,8.549266197,3.23233465,2.56475757,0.85494057,5.79813837,2.787656512,2.787656512,0.85494057,0.0,0.0,0.0,0.85494057,52.10948003,4.720356805,1.932715942,1.932715942,10.961299948,6.430173805,0.0,0.0,0.0,29.52709897,3.64259557,0.0,0.0,169.81430590000002,0.85494057,9.627123615,0.0,19.104888428,0.0,0.85494057,0.0,0.85494057,0.85494057,22.968590078,12.44999359,9.627123615,0.0,0.85494057,0.0,6.2073216449999995,6.839529524,28.953118123,0.0,4.720356805,1.932715942,0.0,0.85494057,1.61613409,0.85494057,0.85494057,0.85494057,16.503035091,3.64259557,28.70094548,0.85494057,15.236904928,11.279639657,0.85494057,0.0,0.85494057,24.79288964,0.0,0.0,5.2579199,1.709879628,1.932715942,0.0,0.0,1.709879628,16.724622892,0.0,28.732242090999996,17.04126055,87.27119235,8.36289594,0.0,2.787656512,0.0,5.984575239,0.0,4.720356805,1.61613409,5.575295863,3.64259557,0.0,1.61613409,0.0,23.153623974000002,0.0,3.326013718,4.403790602,0.0,20.5179057,0.0,0.0,0.0,1.61613409,1.709879628,5.79813837,13.715294025999999,0.85494057,3.865416235,1.61613409,8.772245466,4.720356805,0.0,3.865416235,0.0,5.575295863,11.150492148,0.0,0.0,0.85494057,0.011601815,0.064681667,0.029644965000000002,0.025562041,0.018385249,0.049236426,0.0,0.0,0.183308543,0.0,0.10633994599999999,0.146909104,0.784474294,0.0,0.076771221,0.022836602,0.686907761,0.010678902,0.001931591,0.0,2.0,2.0
84x84,0.0,1.932715942,23.12681533,7.730718787,0.0,51.074992572,3.865416235,8.491290219,0.0,0.0,1.61613409,0.0,1.932715942,0.0,0.0,0.0,1.932715942,0.0,4.625873984,14.381372315,32.38105052,7.858208634,18.5029362,0.0,5.79813837,1.932715942,1.932715942,0.0,0.0,0.0,0.0,0.0,36.72245942,3.865416235,1.932715942,1.932715942,10.106359378,3.865416235,0.0,0.0,0.0,29.52709897,1.932715942,0.0,0.0,169.81430590000002,0.0,6.558589926,0.0,17.3950088,0.0,0.0,0.0,0.0,0.0,21.25871045,11.59505302,1.932715942,0.0,0.0,0.0,15.809189682,0.0,21.25871045,0.0,3.865416235,1.932715942,0.0,0.0,1.61613409,4.625873984,0.0,0.0,9.663505567,57.439423072000004,28.70094548,0.0,17.649172452000002,11.279639657,0.0,0.0,0.0,0.0,0.0,0.0,5.2579199,0.0,1.932715942,0.0,0.0,0.0,11.59505302,0.0,19.32825032,9.346852877,59.91159895,5.79813837,0.0,1.932715942,0.0,0.0,0.0,3.865416235,1.61613409,3.865416235,1.932715942,0.0,1.61613409,0.0,16.31409445,0.0,1.61613409,17.425323772000002,0.0,0.0,0.0,0.0,0.0,10.867931138,0.0,5.79813837,7.730718787,0.0,3.865416235,1.61613409,1.932715942,3.865416235,0.0,3.865416235,0.0,3.865416235,7.730718787,0.0,0.0,23.12681533,0.0,0.07957500099999999,0.064772831,0.06491169,0.018385249,0.079288071,0.0,0.452947761,0.183308543,0.157891858,0.030001135999999998,0.146909104,1.339448903,0.013323,0.015078300999999999,0.013343846999999999,0.5809692019999999,0.020115392000000003,0.023577499,0.0,2.0,2.0
85x85,0.0,0.0,12.920920402,6.20187237,1.820979954,25.896411677000003,2.731470392,0.824693815,0.0,0.0,7.252189444,0.910513012,7.457035308,0.0,0.910513012,0.0,1.649354052,0.0,0.824693815,3.641945102,1.820979954,34.569355,4.948123813,0.0,1.649354052,0.0,0.0,0.0,2.47408148,0.0,0.0,0.0,12.096260165,24.280277587,0.910513012,0.0,13.215965224,1.735206827,0.824693815,0.0,0.0,1.61613409,0.824693815,0.910513012,0.0,102.88213015,0.0,0.0,0.910513012,6.460749169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.298728334,0.0,0.824693815,0.0,8.933352331,0.824693815,0.0,0.0,0.0,0.824693815,6.460749169,0.910513012,33.40032965500001,0.910513012,7.593807228,0.0,37.662068860000005,30.104025129999997,143.11813944,0.0,14.659199324,1.61613409,0.0,5.636055354,4.552518318,0.0,0.0,0.0,0.0,0.0,1.820979954,0.0,0.824693815,0.824693815,7.285409405999999,0.0,2.47408148,1.61613409,1.649354052,0.0,4.380824444,0.0,1.649354052,3.556164207,0.0,2.47408148,2.526647102,0.910513012,0.910513012,0.0,51.92589607,0.0,4.948123813,5.636055354,9.897863213,18.537685548,1.649354052,2.47408148,0.0,0.824693815,0.910513012,1.61613409,4.12342048,8.110136834,11.27156635,0.0,0.0,8.385237857,0.0,0.0,0.910513012,0.0,11.27156635,2.559867064,0.910513012,0.0,0.0,1.735206827,0.025115972,0.09310667,0.047248206,0.04821622,0.00197471,0.10842747700000001,0.0,0.0,0.0,0.0,0.060246381999999994,0.0,0.7811644550000001,0.0,0.0,0.023340904,1.0863347149999998,0.518427849,0.003393076,0.0,2.0,2.0
86x86,0.0,0.0,2.504294622,9.621645731000001,1.820979954,4.206281487,12.135462163,31.600750385,0.0,0.0,4.18089166,2.62039264,2.675920524,0.0,15.445110322000001,0.0,7.633929290999999,0.0,2.534573443,5.351824730000001,10.370246151,34.569355,7.512881383,0.85494057,1.649354052,0.85494057,0.85494057,0.85494057,2.47408148,0.0,0.0,0.85494057,16.211714425,2.590147397,0.910513012,0.0,8.43485044,4.299964397,0.824693815,0.0,0.0,1.61613409,2.534573443,0.910513012,0.0,102.88213015,0.85494057,7.694407673,0.910513012,2.534573443,0.0,0.85494057,0.0,0.85494057,0.85494057,1.709879628,0.85494057,10.993136007,0.0,1.679634385,0.0,13.207958034,7.664223338999999,7.694407673,0.0,0.85494057,0.824693815,0.824693815,1.7654535820000001,33.40032965500001,1.7654535820000001,8.448747798,0.85494057,33.230032034000004,14.903722718,143.11813944,0.85494057,21.498728848,1.61613409,0.85494057,0.0,5.407458888,24.79288964,0.0,0.0,0.0,1.709879628,1.820979954,0.0,0.824693815,2.534573443,6.778923924000001,0.0,11.878073251,9.310541763,29.008947452,2.56475757,4.380824444,0.85494057,1.649354052,9.540739446,0.0,3.3290220500000003,2.526647102,2.62039264,2.62039264,0.0,51.92589607,0.0,11.787653336999998,0.0,5.9716874870000005,19.392626118,1.649354052,22.99198718,0.0,0.824693815,0.910513012,1.61613409,5.8333001079999995,2.47408148,5.984575239,0.85494057,0.0,8.385237857,6.839529524,0.85494057,0.910513012,0.0,0.0,4.269746692,4.330286373,0.0,0.0,2.590147397,0.036717787,0.09310667,0.044398850000000004,0.0652392,0.00197471,0.06652277000000001,0.0,0.0,0.0,0.0,0.136585192,0.0,0.670133293,0.0,0.07065118,0.020889725,1.1843856789999998,0.028037602,0.003393076,0.0,2.0,2.0
87x87,0.0,0.0,24.776169382,6.20187237,1.820979954,40.361527377,2.731470392,5.450567799,0.0,0.0,1.61613409,0.910513012,1.820979954,0.0,0.910513012,0.0,1.649354052,0.0,5.450567799,3.641945102,34.202030474000004,39.195228984,23.451060013,0.0,1.649354052,0.0,0.0,0.0,2.47408148,0.0,0.0,0.0,0.824693815,1.735206827,0.910513012,0.0,7.57990987,1.735206827,0.824693815,0.0,0.0,1.61613409,0.824693815,0.910513012,0.0,102.88213015,0.0,4.625873984,0.910513012,0.824693815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.298728334,0.0,0.824693815,0.0,22.809826071,0.824693815,0.0,0.0,0.0,0.824693815,0.824693815,0.910513012,33.40032965500001,5.536386996,7.593807228,0.0,26.39050251,68.70055022,143.11813944,0.0,23.910996372,1.61613409,0.0,0.0,4.552518318,0.0,0.0,0.0,0.0,0.0,1.820979954,0.0,0.824693815,0.824693815,1.649354052,0.0,2.47408148,1.61613409,1.649354052,0.0,4.380824444,0.0,1.649354052,3.556164207,0.0,2.47408148,2.526647102,0.910513012,0.910513012,0.0,51.92589607,0.0,4.948123813,0.0,4.261807859,32.414159288,1.649354052,2.47408148,0.0,0.824693815,0.910513012,10.867931138,4.12342048,2.47408148,0.0,0.0,0.0,8.385237857,0.0,0.0,0.910513012,0.0,0.0,2.559867064,0.910513012,0.0,0.0,24.862022157,0.025115972,0.108000004,0.079526716,0.104588849,0.00197471,0.09657441500000001,0.0,0.452947761,0.0,0.157891858,0.060246381999999994,0.0,1.225107902,0.013323,0.00895826,0.01139697,1.0784471199999999,0.037474092,0.025038984,0.0,2.0,2.0
88x88,0.0,1.932715942,1.649354052,13.932591157000001,1.820979954,5.284056859,6.596886627,4.69011005,0.0,0.0,1.61613409,0.910513012,3.753695896,0.0,0.910513012,0.0,3.5820699940000003,0.0,0.824693815,7.507361337000001,1.820979954,34.569355,4.948123813,0.0,7.447492422,1.932715942,1.932715942,0.0,2.47408148,0.0,0.0,0.0,37.547153235,5.600623062,2.8432289539999998,1.932715942,7.57990987,5.600623062,0.824693815,0.0,0.0,19.01114289,2.757409757,0.910513012,0.0,102.88213015,0.0,1.932715942,0.910513012,18.219702615,0.0,0.0,0.0,0.0,0.0,21.25871045,11.59505302,5.231444276,0.0,0.824693815,0.0,10.866068273,0.824693815,21.25871045,0.0,3.865416235,2.757409757,0.824693815,0.910513012,33.40032965500001,0.910513012,7.593807228,0.0,36.054008077,15.126559032,143.11813944,0.0,16.591915266,11.279639657,0.0,0.0,4.552518318,0.0,0.0,0.0,0.0,0.0,3.753695896,0.0,0.824693815,0.824693815,13.244407072,0.0,21.802331799999997,9.346852877,61.560953002,5.79813837,4.380824444,1.932715942,1.649354052,3.556164207,0.0,6.339497715,2.526647102,4.7759292470000005,2.8432289539999998,0.0,51.92589607,0.0,10.746262182999999,0.0,4.261807859,20.47040149,1.649354052,2.47408148,0.0,0.824693815,0.910513012,1.61613409,4.12342048,8.27221985,7.730718787,0.0,3.865416235,8.385237857,1.932715942,3.865416235,0.910513012,3.865416235,0.0,6.425283299,8.641231799,0.0,0.0,1.735206827,0.025115972,0.09310667,0.044398850000000004,0.044742276,0.020359959,0.06652277000000001,0.0,0.0,0.183308543,0.0,0.07812455099999999,0.146909104,0.47660662400000003,0.0,0.006120041,0.0039060930000000002,1.0784471199999999,0.028037602,0.005324667,0.0,2.0,2.0
89x89,0.0,0.0,12.12650692,7.972291679,1.820979954,25.926658432,12.135462163,30.77605657,0.0,0.0,9.816947014,2.62039264,8.311975878,0.0,15.445110322000001,0.0,5.984575239,0.0,1.709879628,5.351824730000001,10.370246151,3.23233465,2.56475757,0.85494057,0.0,0.85494057,0.85494057,0.85494057,0.0,0.0,0.0,0.85494057,26.65858696,24.310524342,0.910513012,0.0,14.070905794,3.475270582,0.0,0.0,0.0,1.61613409,1.709879628,0.910513012,0.0,102.88213015,0.85494057,7.694407673,0.910513012,7.345934981999999,0.0,0.85494057,0.0,0.85494057,0.85494057,1.709879628,0.85494057,7.694407673,0.0,0.85494057,0.0,11.558603982000001,6.839529524,7.694407673,0.0,0.85494057,0.0,5.636055354,1.7654535820000001,32.575635840000004,1.7654535820000001,2.675920524,0.85494057,18.111095874,18.620061667999998,143.11813944,0.85494057,21.498728848,1.61613409,0.85494057,5.636055354,5.407458888,24.79288964,0.0,0.0,0.0,1.709879628,1.820979954,0.0,0.0,1.709879628,10.765625226000001,0.0,9.403991771,9.310541763,27.3595934,2.56475757,2.731470392,0.85494057,0.0,8.716045631,0.0,0.85494057,2.526647102,2.62039264,2.62039264,0.0,1.61613409,0.0,6.839529524,5.636055354,10.783049026,7.023592978,0.0,20.5179057,0.0,0.0,0.910513012,1.61613409,1.709879628,5.636055354,17.256141589000002,0.85494057,0.0,3.4371140440000003,6.839529524,0.85494057,0.910513012,0.0,11.27156635,2.62039264,4.330286373,0.0,0.0,1.7654535820000001,0.011601815,0.09310667,0.015687002999999998,0.041203278999999995,0.0,0.10842747700000001,0.0,0.0,0.0,0.0,0.136585192,0.0,1.125692917,0.0,0.07065118,0.042271413,0.90553565,0.490390247,0.0,0.0,2.0,2.0
90x90,0.0,0.0,34.39838168,4.552518318,1.820979954,62.081904322,2.731470392,4.625873984,0.0,0.0,7.252189444,0.910513012,7.457035308,0.0,0.910513012,0.0,0.0,0.0,4.625873984,3.641945102,34.202030474000004,7.858208634,18.5029362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.27156635,23.455583772,0.910513012,0.0,13.215965224,0.910513012,0.0,0.0,0.0,1.61613409,0.0,0.910513012,0.0,102.88213015,0.0,4.625873984,0.910513012,5.636055354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.160472019,0.0,0.0,0.0,0.0,0.0,5.636055354,0.910513012,32.575635840000004,5.536386996,1.820979954,0.0,11.27156635,72.41688917,143.11813944,0.0,23.910996372,1.61613409,0.0,5.636055354,4.552518318,0.0,0.0,0.0,0.0,0.0,1.820979954,0.0,0.0,0.0,5.636055354,0.0,0.0,1.61613409,0.0,0.0,2.731470392,0.0,0.0,2.731470392,0.0,0.0,2.526647102,0.910513012,0.910513012,0.0,1.61613409,0.0,0.0,5.636055354,9.073169398000001,20.045126148,0.0,0.0,0.0,0.0,0.910513012,10.867931138,0.0,5.636055354,11.27156635,0.0,0.0,3.4371140440000003,0.0,0.0,0.910513012,0.0,11.27156635,0.910513012,0.910513012,0.0,0.0,24.037328342,0.0,0.108000004,0.050814869,0.080552928,0.0,0.138479122,0.0,0.452947761,0.0,0.157891858,0.060246381999999994,0.0,1.6806675260000001,0.013323,0.00895826,0.032778658,0.799597091,0.499826737,0.021645908,0.0,2.0,2.0
91x91,0.0,1.932715942,11.27156635,12.283237105,1.820979954,27.004433804,6.596886627,3.865416235,0.0,0.0,7.252189444,0.910513012,9.38975125,0.0,0.910513012,0.0,1.932715942,0.0,0.0,7.507361337000001,1.820979954,3.23233465,0.0,0.0,5.79813837,1.932715942,1.932715942,0.0,0.0,0.0,0.0,0.0,47.99402577,27.321000007000002,2.8432289539999998,1.932715942,13.215965224,4.7759292470000005,0.0,0.0,0.0,19.01114289,1.932715942,0.910513012,0.0,102.88213015,0.0,1.932715942,0.910513012,23.031064154,0.0,0.0,0.0,0.0,0.0,21.25871045,11.59505302,1.932715942,0.0,0.0,0.0,9.216714221,0.0,21.25871045,0.0,3.865416235,1.932715942,5.636055354,0.910513012,32.575635840000004,0.910513012,1.820979954,0.0,20.935071917000002,18.842897982,143.11813944,0.0,16.591915266,11.279639657,0.0,5.636055354,4.552518318,0.0,0.0,0.0,0.0,0.0,3.753695896,0.0,0.0,0.0,17.231108374,0.0,19.32825032,9.346852877,59.91159895,5.79813837,2.731470392,1.932715942,0.0,2.731470392,0.0,3.865416235,2.526647102,4.7759292470000005,2.8432289539999998,0.0,1.61613409,0.0,5.79813837,5.636055354,9.073169398000001,8.10136835,0.0,0.0,0.0,0.0,0.910513012,1.61613409,0.0,11.434193724,19.002285137,0.0,3.865416235,3.4371140440000003,1.932715942,3.865416235,0.910513012,3.865416235,11.27156635,4.7759292470000005,8.641231799,0.0,0.0,0.910513012,0.0,0.09310667,0.015687002999999998,0.020706355,0.018385249,0.10842747700000001,0.0,0.0,0.183308543,0.0,0.07812455099999999,0.146909104,0.9321662480000001,0.0,0.006120041,0.025287781,0.799597091,0.490390247,0.001931591,0.0,2.0,2.0
92x92,0.0,0.0,23.9817559,7.972291679,1.820979954,40.391774132,12.135462163,35.401930554,0.0,0.0,4.18089166,2.62039264,2.675920524,0.0,15.445110322000001,0.0,5.984575239,0.0,6.3357536119999995,5.351824730000001,42.751296671000006,7.858208634,21.06769377,0.85494057,0.0,0.85494057,0.85494057,0.85494057,0.0,0.0,0.0,0.85494057,15.38702061,1.7654535820000001,0.910513012,0.0,8.43485044,3.475270582,0.0,0.0,0.0,1.61613409,1.709879628,0.910513012,0.0,102.88213015,0.85494057,12.320281656999999,0.910513012,1.709879628,0.0,0.85494057,0.0,0.85494057,0.85494057,1.709879628,0.85494057,7.694407673,0.0,0.85494057,0.0,25.435077722000003,6.839529524,7.694407673,0.0,0.85494057,0.0,0.0,1.7654535820000001,32.575635840000004,6.391327566,2.675920524,0.85494057,6.839529524,57.216586758000005,143.11813944,0.85494057,30.750525896,1.61613409,0.85494057,0.0,5.407458888,24.79288964,0.0,0.0,0.0,1.709879628,1.820979954,0.0,0.0,1.709879628,5.129569872,0.0,9.403991771,9.310541763,27.3595934,2.56475757,2.731470392,0.85494057,0.0,8.716045631,0.0,0.85494057,2.526647102,2.62039264,2.62039264,0.0,1.61613409,0.0,6.839529524,0.0,5.146993672000001,20.900066717999998,0.0,20.5179057,0.0,0.0,0.910513012,10.867931138,1.709879628,0.0,5.984575239,0.85494057,0.0,3.4371140440000003,6.839529524,0.85494057,0.910513012,0.0,0.0,2.62039264,4.330286373,0.0,0.0,24.892268912,0.011601815,0.108000004,0.047965513,0.097575908,0.0,0.09657441500000001,0.0,0.452947761,0.0,0.157891858,0.136585192,0.0,1.569636364,0.013323,0.07960943999999999,0.030327479,0.897648055,0.00943649,0.021645908,0.0,2.0,2.0
93x93,0.0,1.932715942,0.85494057,15.703010465999999,1.820979954,5.314303614,16.000878398,34.641472805,0.0,0.0,4.18089166,2.62039264,4.608636466,0.0,15.445110322000001,0.0,7.9172911809999995,0.0,1.709879628,9.217240965,10.370246151,3.23233465,2.56475757,0.85494057,5.79813837,2.787656512,2.787656512,0.85494057,0.0,0.0,0.0,0.85494057,52.10948003,5.630869817000001,2.8432289539999998,1.932715942,8.43485044,7.340686817,0.0,0.0,0.0,19.01114289,3.64259557,0.910513012,0.0,102.88213015,0.85494057,9.627123615,0.910513012,19.104888428,0.0,0.85494057,0.0,0.85494057,0.85494057,22.968590078,12.44999359,9.627123615,0.0,0.85494057,0.0,13.491319924,6.839529524,28.953118123,0.0,4.720356805,1.932715942,0.0,1.7654535820000001,32.575635840000004,1.7654535820000001,2.675920524,0.85494057,16.503035091,3.64259557,143.11813944,0.85494057,23.43144479,11.279639657,0.85494057,0.0,5.407458888,24.79288964,0.0,0.0,0.0,1.709879628,3.753695896,0.0,0.0,1.709879628,16.724622892,0.0,28.732242090999996,17.04126055,87.27119235,8.36289594,2.731470392,2.787656512,0.0,8.716045631,0.0,4.720356805,2.526647102,6.485808875,4.553108582,0.0,1.61613409,0.0,12.637667894,0.0,5.146993672000001,8.95630892,0.0,20.5179057,0.0,0.0,0.910513012,1.61613409,1.709879628,5.79813837,13.715294025999999,0.85494057,3.865416235,3.4371140440000003,8.772245466,4.720356805,0.910513012,3.865416235,0.0,6.485808875,12.06100516,0.0,0.0,1.7654535820000001,0.011601815,0.09310667,0.012837646999999999,0.037729335,0.018385249,0.06652277000000001,0.0,0.0,0.183308543,0.0,0.154463361,0.146909104,0.821135086,0.0,0.076771221,0.022836602,0.897648055,0.0,0.001931591,0.0,2.0,2.0
