coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Endothelial2,ODMature4,permutationTracker
49x49,0.690985953,1.381990362,15.008291636000001,5.633380593,0.34548853,13.354453026000002,5.212736198999999,4.070877718,0.0,0.0,8.472529158,0.0,29.942238059999998,0.0,0.615883328,0.841280696,6.36925726,1.5322666489999999,0.0,2.223271058,0.0,2.343353439,1.231772901,0.961371858,0.34548853,1.727470111,2.073053597,3.109509606,0.34548853,0.34548853,1.652362628,0.0,8.78783777,10.395190032,0.0,0.0,0.961371858,0.841280696,0.0,0.615883328,37.972127363,0.0,7.210687028,1.5772614310000002,0.0,6.414214178,2.073053597,0.615883328,1.727470111,11.897190776,0.841280696,1.231772901,0.841280696,0.34548853,0.0,34.198760410000006,0.690985953,3.9058613490000003,0.0,0.0,0.0,24.442041331000002,5.664934452,0.961371858,0.0,2.4185421270000003,1.0364793,0.961371858,0.0,1.381990362,16.857096552999998,84.636944497,0.0,0.841280696,35.167365994,7.75116261,1.231772901,31.894072182,2.613763263,0.0,0.34548853,2.764003339,0.0,1.0364793,0.34548853,0.0,5.002153476,4.53654452,12.846934872999999,0.690985953,0.0,1.5322666489999999,1.0364793,8.353754591000001,1.922758854,51.334130800000004,0.0,14.888834348,3.259736741,1.381990362,0.0,0.0,0.690985953,57.764609099999994,6.474667928000001,0.961371858,0.0,1.5322666489999999,3.7253666560000003,196.412542137,1.186769226,1.186769226,45.862413649,0.34548853,0.841280696,0.0,0.34548853,0.690985953,16.808025428999997,3.920588544,5.332768204,11.132679146,0.34548853,0.961371858,3.5167660190000003,0.690985953,1.652362628,2.7640395499999997,2.719042731,2.072981884,7.574418208999999,1.186769226,0.0,0.0,17.247536568,0.0,0.18109301700000002,0.10794596299999999,0.157174974,0.0,0.111215065,10.216731160999998,0.157436037,0.0,0.0,0.065948926,0.0,1.453047537,0.0,0.13390843,0.072884208,0.018783025,0.0,0.051278299,0.0,2.0,2.0,"[[0, 3], [1, 2]]"
50x50,0.690985953,1.381990362,17.875966874,5.633380593,0.34548853,14.788281681,6.646564853999999,4.787797482,0.0,0.0,8.472529158,0.0,29.942238059999998,0.0,0.615883328,1.5582004600000001,9.953841952000001,2.249186413,0.716919764,2.940190822,0.716919764,3.7771820939999996,1.231772901,0.961371858,0.34548853,1.727470111,2.073053597,3.109509606,0.34548853,0.34548853,1.652362628,0.0,9.504757534,10.395190032,0.0,1.433828655,0.961371858,0.841280696,0.0,0.615883328,27.468818477999996,0.0,7.210687028,5.878776498000001,0.0,6.414214178,2.073053597,1.332803092,2.4443898749999997,11.897190776,0.841280696,1.231772901,0.841280696,0.34548853,0.0,29.43179676,0.690985953,4.622781113,0.0,0.716919764,0.0,25.158961095000002,3.5560741499999997,0.961371858,0.0,2.4185421270000003,1.0364793,0.961371858,0.0,1.381990362,28.370420767,68.020934427,0.0,1.5582004600000001,38.035041232,8.468082374,1.948692665,29.068292116,3.330683027,2.150793929,0.34548853,2.764003339,0.0,1.0364793,0.34548853,0.0,8.586738168,8.121129212,17.949662918,1.407905717,0.0,1.5322666489999999,1.0364793,6.244894289,1.922758854,51.334130800000004,0.0,12.063054282,3.259736741,2.815819017,0.0,0.0,0.690985953,58.481528864,6.474667928000001,0.961371858,0.0,1.5322666489999999,3.7253666560000003,221.77624003699998,1.186769226,1.186769226,26.796727612999998,0.34548853,0.841280696,0.716919764,1.062408294,0.690985953,17.524945192999997,7.505173236,5.332768204,19.06128648,1.062408294,0.961371858,0.690985953,2.124814608,2.369282392,2.7640395499999997,3.435962495,2.072981884,1.922758854,1.186769226,0.0,0.0,14.421756502,0.0,0.11832437800000001,0.116526541,0.16484921400000002,0.0,0.127198496,9.766162361,0.157436037,0.0,0.002651482,0.036183908,0.0,1.453047537,0.00462805,0.075905184,0.033171112,0.0520939,0.0,0.051740216,0.0,2.0,2.0,"[[0, 3], [1, 3]]"
51x51,0.690985953,1.381990362,15.008291636000001,5.633380593,0.34548853,13.354453026000002,19.432222708999998,4.070877718,0.0,0.0,8.472529158,0.0,29.942238059999998,0.0,0.615883328,0.841280696,11.108703602,1.5322666489999999,0.0,2.223271058,0.0,2.343353439,1.231772901,0.961371858,0.34548853,1.727470111,2.073053597,3.109509606,0.34548853,0.34548853,6.39180897,0.0,8.78783777,10.395190032,0.0,0.0,0.961371858,15.060767206,0.0,0.615883328,58.929997762999996,0.0,11.95013337,1.5772614310000002,0.0,11.153660519999999,2.073053597,0.615883328,1.727470111,21.375712063,0.841280696,1.231772901,0.841280696,14.56497504,0.0,36.200375120000004,5.430432295,13.384382636,0.0,0.0,0.0,24.442041331000002,2.8391543859999997,5.7008182,0.0,2.4185421270000003,1.0364793,0.961371858,0.0,1.381990362,18.770762829,45.076752696999996,0.0,0.841280696,35.167365994,7.75116261,1.231772901,62.242621426,2.613763263,4.739446342,0.34548853,2.764003339,0.0,1.0364793,5.084934872,0.0,33.439590816,4.53654452,30.889762028,0.690985953,0.0,1.5322666489999999,1.0364793,10.267420867,1.922758854,51.334130800000004,4.739446342,21.541575569,3.259736741,1.381990362,0.0,0.0,5.430432295,57.764609099999994,6.474667928000001,0.961371858,0.0,1.5322666489999999,3.7253666560000003,90.021882624,1.186769226,1.186769226,63.993281479,0.34548853,5.580727038,0.0,0.34548853,0.690985953,16.808025428999997,3.920588544,5.332768204,22.526385589999997,0.34548853,0.961371858,0.690985953,5.430432295,1.652362628,2.7640395499999997,2.719042731,2.072981884,1.922758854,1.186769226,4.739446342,0.0,23.900277789,0.018302477,0.094949615,0.082811108,0.203732723,0.0,0.08745072000000001,6.208397951999999,0.381291131,0.0,0.0,0.05980521799999999,0.0,2.900645032,0.0,0.17812191700000002,0.00685771,0.06653382199999999,0.095721037,0.022750581,0.0,2.0,2.0,"[[0, 3], [1, 4]]"
52x52,0.690985953,1.381990362,17.875966874,5.633380593,0.34548853,12.940675021,6.0306815259999995,2.940190822,0.0,0.0,7.85664583,0.0,29.326354732,0.0,0.0,1.5582004600000001,8.722069051,2.249186413,0.716919764,2.940190822,0.716919764,3.161298766,0.0,0.34548853,0.34548853,1.727470111,0.841280696,3.109509606,0.34548853,0.34548853,1.0364793,0.0,7.04121919,9.779306704,0.0,1.433828655,0.34548853,0.841280696,0.0,0.0,24.098883528,0.0,4.747148684,4.647003597,0.0,5.182441277,0.841280696,0.716919764,2.4443898749999997,11.897190776,0.841280696,0.0,0.841280696,0.34548853,0.0,29.14424281,0.690985953,4.622781113,0.0,0.716919764,0.0,20.231891864,5.765970888,0.34548853,0.0,1.186769226,1.0364793,0.34548853,0.0,1.381990362,20.725234633,70.015534437,0.0,1.5582004600000001,35.571502888,8.468082374,0.716919764,11.568534002,2.098910126,2.150793929,0.34548853,2.764003339,0.0,1.0364793,0.34548853,0.0,4.275570645,4.425865388,17.442526055000002,1.407905717,0.0,1.5322666489999999,1.0364793,7.838901454,0.690985953,51.334130800000004,0.0,13.657061447,3.259736741,2.815819017,0.0,0.0,0.690985953,56.633922204,6.474667928000001,0.34548853,0.0,1.5322666489999999,1.877759996,260.662409787,1.186769226,1.186769226,24.405386912999997,0.34548853,0.841280696,0.716919764,1.062408294,0.690985953,16.909061864999998,5.657566576,5.332768204,16.344170805,1.062408294,0.34548853,3.5167660190000003,2.124814608,1.7533990640000001,1.5322666489999999,3.435962495,2.072981884,6.342645308,1.186769226,0.0,0.0,6.776570368,0.0,0.14889929100000002,0.109373108,0.15652466599999998,0.0,0.114745156,9.251967466,0.157436037,0.0,0.002651482,0.063344708,0.0,1.437012464,0.00462805,0.058003246,0.0923399,0.0520939,0.0,0.066680541,0.0,2.0,2.0,"[[0, 3], [2, 3]]"
53x53,0.690985953,1.381990362,15.008291636000001,5.633380593,0.34548853,11.506846366000001,18.816339381,2.223271058,0.0,0.0,7.85664583,0.0,29.326354732,0.0,0.0,0.841280696,9.876930701,1.5322666489999999,0.0,2.223271058,0.0,1.727470111,0.0,0.34548853,0.34548853,1.727470111,0.841280696,3.109509606,0.34548853,0.34548853,5.775925642,0.0,6.324299426,9.779306704,0.0,0.0,0.34548853,15.060767206,0.0,0.0,55.560062813,0.0,9.486595026,0.34548853,0.0,9.921887619,0.841280696,0.0,1.727470111,21.375712063,0.841280696,0.0,0.841280696,14.56497504,0.0,35.91282117,5.430432295,13.384382636,0.0,0.0,0.0,19.5149721,5.049051124,5.084934872,0.0,1.186769226,1.0364793,0.34548853,0.0,1.381990362,11.125576695,47.071352706999996,0.0,0.841280696,32.70382765,7.75116261,0.0,44.742863312,1.381990362,4.739446342,0.34548853,2.764003339,0.0,1.0364793,5.084934872,0.0,29.128423292999997,0.841280696,30.382625165,0.690985953,0.0,1.5322666489999999,1.0364793,11.861428032,0.690985953,51.334130800000004,4.739446342,23.135582734,3.259736741,1.381990362,0.0,0.0,5.430432295,55.91700244,6.474667928000001,0.34548853,0.0,1.5322666489999999,1.877759996,128.908052374,1.186769226,1.186769226,61.601940778999996,0.34548853,5.580727038,0.0,0.34548853,0.690985953,16.192142100999998,2.072981884,5.332768204,19.809269915,0.34548853,0.34548853,3.5167660190000003,5.430432295,1.0364793,1.5322666489999999,2.719042731,2.072981884,6.342645308,1.186769226,4.739446342,0.0,16.255091655,0.018302477,0.12552452800000002,0.075657675,0.195408175,0.0,0.07499738,5.694203056999999,0.381291131,0.0,0.0,0.086966018,0.0,2.8846099589999996,0.0,0.160219979,0.066026498,0.06653382199999999,0.095721037,0.037690905999999996,0.0,2.0,2.0,"[[0, 3], [2, 4]]"
54x54,0.690985953,1.381990362,17.875966874,5.633380593,0.34548853,12.940675021,20.250168035999998,2.940190822,0.0,0.0,7.85664583,0.0,29.326354732,0.0,0.0,1.5582004600000001,13.461515392999999,2.249186413,0.716919764,2.940190822,0.716919764,3.161298766,0.0,0.34548853,0.34548853,1.727470111,0.841280696,3.109509606,0.34548853,0.34548853,5.775925642,0.0,7.04121919,9.779306704,0.0,1.433828655,0.34548853,15.060767206,0.0,0.0,45.056753928,0.0,9.486595026,4.647003597,0.0,9.921887619,0.841280696,0.716919764,2.4443898749999997,21.375712063,0.841280696,0.0,0.841280696,14.56497504,0.0,31.14585752,5.430432295,14.1013024,0.0,0.716919764,0.0,20.231891864,2.940190822,5.084934872,0.0,1.186769226,1.0364793,0.34548853,0.0,1.381990362,22.638900909,30.455342637,0.0,1.5582004600000001,35.571502888,8.468082374,0.716919764,41.917083246,2.098910126,6.890240271,0.34548853,2.764003339,0.0,1.0364793,5.084934872,0.0,32.713007985,4.425865388,35.48535321,1.407905717,0.0,1.5322666489999999,1.0364793,9.752567729999999,0.690985953,51.334130800000004,4.739446342,20.309802668,3.259736741,2.815819017,0.0,0.0,5.430432295,56.633922204,6.474667928000001,0.34548853,0.0,1.5322666489999999,1.877759996,154.271750274,1.186769226,1.186769226,42.536254743,0.34548853,5.580727038,0.716919764,1.062408294,0.690985953,16.909061864999998,5.657566576,5.332768204,27.737877249,1.062408294,0.34548853,0.690985953,6.86426095,1.7533990640000001,1.5322666489999999,3.435962495,2.072981884,0.690985953,1.186769226,4.739446342,0.0,13.429311589,0.018302477,0.062755889,0.084238253,0.20308241500000002,0.0,0.090980811,5.243634257,0.381291131,0.0,0.002651482,0.057201,0.0,2.8846099589999996,0.00462805,0.102216733,0.026313402,0.099844697,0.095721037,0.038152823,0.0,2.0,2.0,"[[0, 3], [3, 4]]"
55x55,1.319831857,3.268546446,18.568953974000003,9.094494882000001,0.34548853,16.49021049,3.317711116,4.487316605,0.0,0.0,7.622813345,0.0,27.77342327,0.628845904,0.615883328,0.0,17.306733952000002,1.319831857,0.628845904,3.268546446,0.0,20.947270983,1.860618805,0.961371858,0.34548853,2.356316015,1.231772901,8.790948487,3.489777214,3.186185122,1.652362628,0.0,13.831961748,14.159849956,0.0,0.628845904,2.847927942,2.840696592,0.0,1.873602911,21.645370037,6.310284785,4.47437461,1.5772614310000002,2.840696592,29.051630258,4.701315397,6.926168113,5.197012607,114.562067922,2.840696592,1.231772901,0.0,5.072741206,2.840696592,17.872003084,3.531682545,5.783933396,0.0,0.0,1.257719583,27.772997151000002,15.875636739000003,7.5751625890000005,2.840696592,1.5772614310000002,3.5519218090000004,0.961371858,0.0,7.670521272999999,16.538315958,72.959387565,0.0,0.0,48.777195625,35.839419014,2.4894924840000003,35.348346574999994,3.2426091670000003,9.151105126000001,0.34548853,11.264328382,4.0984161750000005,1.0364793,0.34548853,0.0,5.002153476,4.324109728,7.195275518,1.319831857,0.628845904,14.568749002,1.0364793,17.306733952000002,3.180478437,34.573520862,1.886556084,8.681099404,8.099894926000001,3.268546446,1.257719583,0.0,3.531682545,130.36307227199998,11.913435051999999,0.961371858,3.469542496,0.690985953,3.5129318640000005,87.799469155,0.974334434,0.974334434,25.442492946,0.974334434,0.0,0.0,0.34548853,1.319831857,18.898556137,6.436031053000001,5.749207091,9.564618663000001,0.34548853,3.80206845,0.690985953,20.574327912999998,2.281208532,1.922758854,1.6653252040000002,5.846076023,4.763455446,4.443904705,0.0,0.0,16.095918315,0.0,0.07830536199999999,0.045557391,0.136374452,0.0,0.036217685,5.417509683,0.032514121,0.0,0.0,0.019394063,0.014365337,1.11664377,0.0,0.104518163,0.022706265,0.291875643,0.0,0.013587393,0.223626855,2.0,2.0,"[[0, 4], [0, 1]]"
56x56,1.319831857,3.268546446,18.568953974000003,9.094494882000001,0.34548853,14.64260383,2.7018277879999997,2.639709945,0.0,0.0,7.006930017,0.0,27.157539942,0.628845904,0.0,0.0,16.074961051000002,1.319831857,0.628845904,3.268546446,0.0,20.331387655,0.628845904,0.34548853,0.34548853,2.356316015,0.0,8.790948487,3.489777214,3.186185122,1.0364793,0.0,11.368423404,13.543966628,0.0,0.628845904,2.232044614,2.840696592,0.0,1.257719583,18.275435087,6.310284785,2.010836266,0.34548853,2.840696592,27.819857357,3.469542496,6.310284785,5.197012607,114.562067922,2.840696592,0.0,0.0,5.072741206,2.840696592,17.584449134,3.531682545,5.783933396,0.0,0.0,1.257719583,22.84592792,18.085533477000002,6.959279261000001,2.840696592,0.34548853,3.5519218090000004,0.34548853,0.0,7.670521272999999,8.893129823999999,74.953987575,0.0,0.0,46.313657281,35.839419014,1.257719583,17.848588461,2.010836266,9.151105126000001,0.34548853,11.264328382,4.0984161750000005,1.0364793,0.34548853,0.0,0.690985953,0.628845904,6.6881386549999995,1.319831857,0.628845904,14.568749002,1.0364793,18.900741117000003,1.948705536,34.573520862,1.886556084,10.275106569,8.099894926000001,3.268546446,1.257719583,0.0,3.531682545,128.51546561199999,11.913435051999999,0.34548853,3.469542496,0.690985953,1.6653252040000002,126.68563890499999,0.974334434,0.974334434,23.051152246,0.974334434,0.0,0.0,0.34548853,1.319831857,18.282672809,4.588424393,5.749207091,6.8475029880000005,0.34548853,3.186185122,3.5167660190000003,20.574327912999998,1.6653252040000002,0.690985953,1.6653252040000002,5.846076023,9.183341899999999,4.443904705,0.0,0.0,8.450732181,0.0,0.108880275,0.038403958,0.128049904,0.0,0.023764345,4.903314787999999,0.032514121,0.0,0.0,0.046554863,0.014365337,1.100608697,0.0,0.086616225,0.081875053,0.291875643,0.0,0.028527718,0.223626855,2.0,2.0,"[[0, 4], [0, 2]]"
57x57,1.319831857,3.268546446,21.436629212000003,9.094494882000001,0.34548853,16.076432485,4.135656442999999,3.356629709,0.0,0.0,7.006930017,0.0,27.157539942,0.628845904,0.0,0.716919764,19.659545743000002,2.036751621,1.3457656679999999,3.9854662100000002,0.716919764,21.76521631,0.628845904,0.34548853,0.34548853,2.356316015,0.0,8.790948487,3.489777214,3.186185122,1.0364793,0.0,12.085343168,13.543966628,0.0,2.062674559,2.232044614,2.840696592,0.0,1.257719583,7.772126202000001,6.310284785,2.010836266,4.647003597,2.840696592,27.819857357,3.469542496,7.027204549,5.913932371,114.562067922,2.840696592,0.0,0.0,5.072741206,2.840696592,12.817485484,3.531682545,6.50085316,0.0,0.716919764,1.257719583,23.562847684,15.976673175000002,6.959279261000001,2.840696592,0.34548853,3.5519218090000004,0.34548853,0.0,7.670521272999999,20.406454038,58.337977505,0.0,0.716919764,49.181332518999994,36.556338778,1.974639347,15.022808394999998,2.72775603,11.301899055000002,0.34548853,11.264328382,4.0984161750000005,1.0364793,0.34548853,0.0,4.275570645,4.213430596,11.7908667,2.036751621,0.628845904,14.568749002,1.0364793,16.791880815000003,1.948705536,34.573520862,1.886556084,7.449326503,8.099894926000001,4.702375101,1.257719583,0.0,3.531682545,129.232385376,11.913435051999999,0.34548853,3.469542496,0.690985953,1.6653252040000002,152.049336805,0.974334434,0.974334434,3.9854662100000002,0.974334434,0.0,0.716919764,1.062408294,1.319831857,18.999592573,8.173009085,5.749207091,14.776110322000001,1.062408294,3.186185122,0.690985953,22.008156567999997,2.382244968,0.690985953,2.382244968,5.846076023,3.531682545,4.443904705,0.0,0.0,5.624952115,0.0,0.046111636,0.04698453600000001,0.135724144,0.0,0.039747776,4.452745988,0.032514121,0.0,0.002651482,0.016789845,0.014365337,1.100608697,0.00462805,0.028612979,0.042161957,0.32518651800000004,0.0,0.028989635,0.223626855,2.0,2.0,"[[0, 4], [0, 3]]"
58x58,1.319831857,3.268546446,18.568953974000003,9.094494882000001,0.34548853,14.64260383,16.921314298,2.639709945,0.0,0.0,7.006930017,0.0,27.157539942,0.628845904,0.0,0.0,20.814407393000003,1.319831857,0.628845904,3.268546446,0.0,20.331387655,0.628845904,0.34548853,0.34548853,2.356316015,0.0,8.790948487,3.489777214,3.186185122,5.775925642,0.0,11.368423404,13.543966628,0.0,0.628845904,2.232044614,17.060183102,0.0,1.257719583,39.233305486999996,6.310284785,6.750282608,0.34548853,2.840696592,32.559303699,3.469542496,6.310284785,5.197012607,124.04058920899999,2.840696592,0.0,0.0,19.292227716,2.840696592,19.586063843999998,8.271128887,15.262454683,0.0,0.0,1.257719583,22.84592792,15.259753411000002,11.698725603,2.840696592,0.34548853,3.5519218090000004,0.34548853,0.0,7.670521272999999,10.8067961,35.393795775,0.0,0.0,46.313657281,35.839419014,1.257719583,48.197137704999996,2.010836266,13.890551468000002,0.34548853,11.264328382,4.0984161750000005,1.0364793,5.084934872,0.0,29.128423292999997,0.628845904,24.73096581,1.319831857,0.628845904,14.568749002,1.0364793,20.814407393000003,1.948705536,34.573520862,6.6260024259999994,16.92784779,8.099894926000001,3.268546446,1.257719583,0.0,8.271128887,128.51546561199999,11.913435051999999,0.34548853,3.469542496,0.690985953,1.6653252040000002,20.294979392000002,0.974334434,0.974334434,41.182020076,0.974334434,4.739446342,0.0,0.34548853,1.319831857,18.282672809,4.588424393,5.749207091,18.241209431999998,0.34548853,3.186185122,0.690985953,25.313774255,1.6653252040000002,0.690985953,1.6653252040000002,5.846076023,3.531682545,4.443904705,4.739446342,0.0,15.103473401999999,0.018302477,0.022736872999999998,0.013269103,0.174607653,0.0,0.0,0.894981579,0.256369215,0.0,0.0,0.040411155,0.014365337,2.548206192,0.0,0.13082971200000001,0.015848555,0.33962644000000003,0.095721037,0.0,0.223626855,2.0,2.0,"[[0, 4], [0, 4]]"
59x59,1.319831857,3.268546446,18.568953974000003,6.253798290000001,0.34548853,16.49021049,3.317711116,4.487316605,0.0,0.0,7.622813345,0.0,27.77342327,0.628845904,0.615883328,0.0,5.944413412,1.319831857,0.628845904,3.268546446,0.0,6.745296473,1.860618805,0.961371858,0.34548853,2.356316015,1.231772901,3.109509606,3.489777214,0.34548853,1.652362628,0.0,8.150522867,14.159849956,0.0,0.628845904,2.847927942,0.0,0.0,1.873602911,38.600973267,0.628845904,4.47437461,1.5772614310000002,0.0,29.051630258,1.860618805,1.244729232,2.356316015,17.973262922,0.0,1.231772901,0.0,2.232044614,0.0,34.827606314,0.690985953,5.783933396,0.0,0.0,1.257719583,27.772997151000002,7.339096265,4.734465997,0.0,1.5772614310000002,3.5519218090000004,0.961371858,0.0,7.670521272999999,19.364096024,81.27178617499999,0.0,0.0,43.095756744,35.839419014,2.4894924840000003,38.174126640999994,3.2426091670000003,0.628845904,0.34548853,8.42363179,1.257719583,1.0364793,0.34548853,0.0,5.002153476,4.324109728,12.846934872999999,1.319831857,0.628845904,3.206428462,1.0364793,8.770193478,3.180478437,26.05126164,1.886556084,11.50687947,2.418456045,3.268546446,1.257719583,0.0,0.690985953,127.52237567999998,11.913435051999999,0.961371858,0.628845904,0.690985953,3.5129318640000005,195.14639073299998,0.974334434,0.974334434,45.225098746,0.974334434,0.0,0.0,0.34548853,1.319831857,18.898556137,6.436031053000001,5.749207091,12.390398729000001,0.34548853,0.961371858,3.5167660190000003,0.690985953,2.281208532,1.922758854,1.6653252040000002,5.846076023,7.574418208999999,1.603208113,0.0,0.0,18.921698381,0.0,0.16737086099999998,0.070692246,0.15367066999999998,0.0,0.05998203,10.216731160999998,0.032514121,0.0,0.0,0.065948926,0.0,1.11664377,0.0,0.162521409,0.081902641,0.018783025,0.0,0.042115111,0.0,2.0,2.0,"[[0, 4], [1, 2]]"
60x60,1.319831857,3.268546446,21.436629212000003,6.253798290000001,0.34548853,17.924039145,4.751539771,5.204236369,0.0,0.0,7.622813345,0.0,27.77342327,0.628845904,0.615883328,0.716919764,9.528998104,2.036751621,1.3457656679999999,3.9854662100000002,0.716919764,8.179125127999999,1.860618805,0.961371858,0.34548853,2.356316015,1.231772901,3.109509606,3.489777214,0.34548853,1.652362628,0.0,8.867442631,14.159849956,0.0,2.062674559,2.847927942,0.0,0.0,1.873602911,28.097664381999998,0.628845904,4.47437461,5.878776498000001,0.0,29.051630258,1.860618805,1.961648996,3.073235779,17.973262922,0.0,1.231772901,0.0,2.232044614,0.0,30.060642664,0.690985953,6.50085316,0.0,0.716919764,1.257719583,28.489916915000002,5.230235963,4.734465997,0.0,1.5772614310000002,3.5519218090000004,0.961371858,0.0,7.670521272999999,30.877420238,64.655776105,0.0,0.716919764,45.963431981999996,36.556338778,3.2064122480000004,35.348346574999994,3.9595289310000004,2.779639833,0.34548853,8.42363179,1.257719583,1.0364793,0.34548853,0.0,8.586738168,7.90869442,17.949662918,2.036751621,0.628845904,3.206428462,1.0364793,6.661333176,3.180478437,26.05126164,1.886556084,8.681099404,2.418456045,4.702375101,1.257719583,0.0,0.690985953,128.239295444,11.913435051999999,0.961371858,0.628845904,0.690985953,3.5129318640000005,220.51008863299998,0.974334434,0.974334434,26.15941271,0.974334434,0.0,0.716919764,1.062408294,1.319831857,19.615475901,10.020615745,5.749207091,20.319006063000003,1.062408294,0.961371858,0.690985953,2.124814608,2.998128296,1.922758854,2.382244968,5.846076023,1.922758854,1.603208113,0.0,0.0,16.095918315,0.0,0.104602222,0.079272824,0.16134491,0.0,0.075965461,9.766162361,0.032514121,0.0,0.002651482,0.036183908,0.0,1.11664377,0.00462805,0.104518163,0.042189544999999995,0.0520939,0.0,0.042577028,0.0,2.0,2.0,"[[0, 4], [1, 3]]"
61x61,1.319831857,3.268546446,18.568953974000003,6.253798290000001,0.34548853,16.49021049,17.537197626,4.487316605,0.0,0.0,7.622813345,0.0,27.77342327,0.628845904,0.615883328,0.0,10.683859754,1.319831857,0.628845904,3.268546446,0.0,6.745296473,1.860618805,0.961371858,0.34548853,2.356316015,1.231772901,3.109509606,3.489777214,0.34548853,6.39180897,0.0,8.150522867,14.159849956,0.0,0.628845904,2.847927942,14.21948651,0.0,1.873602911,59.558843667,0.628845904,9.213820951999999,1.5772614310000002,0.0,33.7910766,1.860618805,1.244729232,2.356316015,27.451784209,0.0,1.231772901,0.0,16.451531124,0.0,36.829221024,5.430432295,15.262454683,0.0,0.0,1.257719583,27.772997151000002,4.513316199,9.473912339,0.0,1.5772614310000002,3.5519218090000004,0.961371858,0.0,7.670521272999999,21.2777623,41.711594375,0.0,0.0,43.095756744,35.839419014,2.4894924840000003,68.52267588499998,3.2426091670000003,5.368292246,0.34548853,8.42363179,1.257719583,1.0364793,5.084934872,0.0,33.439590816,4.324109728,30.889762028,1.319831857,0.628845904,3.206428462,1.0364793,10.683859754,3.180478437,26.05126164,6.6260024259999994,18.159620691,2.418456045,3.268546446,1.257719583,0.0,5.430432295,127.52237567999998,11.913435051999999,0.961371858,0.628845904,0.690985953,3.5129318640000005,88.75573122,0.974334434,0.974334434,63.355966576,0.974334434,4.739446342,0.0,0.34548853,1.319831857,18.898556137,6.436031053000001,5.749207091,23.784105173,0.34548853,0.961371858,0.690985953,5.430432295,2.281208532,1.922758854,1.6653252040000002,5.846076023,1.922758854,1.603208113,4.739446342,0.0,25.574439601999998,0.018302477,0.08122745899999999,0.045557391,0.200228419,0.0,0.036217685,6.208397951999999,0.256369215,0.0,0.0,0.05980521799999999,0.0,2.5642412649999997,0.0,0.206734896,0.015876143,0.06653382199999999,0.095721037,0.013587393,0.0,2.0,2.0,"[[0, 4], [1, 4]]"
