coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Endothelial1,Microglia
79x79,1.291870106,2.889914001,3.875621685,4.181784107,0.0,7.784824635,1.444950101,14.452727425,0.0,0.0,13.313925947,11.310256461,1.291870106,0.0,1.444950101,7.224888137,23.450303736,3.207626388,1.762676287,0.0,0.0,1.762676287,1.762676287,3.525431547,1.444950101,7.784824635,1.444950101,6.733058214,2.736820207,0.0,0.0,1.762676287,15.228199221,4.181784107,0.0,0.0,0.0,10.92643952,1.762676287,0.0,0.0,0.0,16.390038619000002,0.0,1.762676287,39.12045882,6.022148348,0.0,3.525431547,4.028636513,0.0,0.0,0.0,10.357094006,1.444950101,0.0,0.0,6.918632069999999,0.0,14.692004197,3.525431547,42.87371426,0.0,2.889914001,0.0,6.022148348,3.054546393,2.736820207,0.0,1.291870106,0.0,25.852638077,0.0,2.736820207,14.605742253,1.291870106,1.762676287,60.136057949999994,6.097621944999999,17.157400356,0.0,1.762676287,5.944460394,1.291870106,0.0,0.0,1.762676287,1.444950101,6.022148348,0.0,1.762676287,7.542524953,1.762676287,14.605742253,1.291870106,1.444950101,1.762676287,4.970381648,1.291870106,0.0,1.291870106,6.022148348,22.158433629999998,46.281446049,0.0,0.0,0.0,167.39502667,18.797618299,15.89662634,0.0,0.0,13.487157501999999,0.0,15.962880184,0.0,0.0,1.444950101,51.56883632,12.437493896,3.525431547,3.207626388,0.0,0.0,0.0,30.008776903999998,7.784824635,0.0,2.736820207,1.444950101,1.444950101,1.444950101,0.0,0.0,3.525431547,0.002387402,0.0,0.035167938999999995,0.06109896,0.002447184,0.0,0.0,0.0,0.0,0.0,0.0962308,0.0,0.710524899,0.0,0.0,0.14143397,0.6873792240000001,0.316408384,0.000391101,0.001947578,2.0,2.0
80x80,1.291870106,0.96942751,28.110429404999998,2.2612976160000002,0.484704415,27.658551675,0.0,15.906871188,0.484704415,0.0,12.838403356,11.794960876,4.684857935,0.96942751,0.0,0.0,15.274345815,2.247380702,1.762676287,0.484704415,0.0,3.21682005,1.762676287,4.0101359620000006,0.0,7.784824635,0.0,5.288108113,3.7154463169999996,0.0,0.0,2.7321037969999997,18.639413853,12.439736305999999,0.0,0.0,1.454143763,11.411143935,1.762676287,0.0,0.484704415,0.0,16.390038619000002,0.0,1.762676287,39.12045882,6.022148348,0.0,5.464231336,2.583686412,0.0,0.0,0.0,6.022148348,0.484704415,0.0,0.484704415,5.007262623,0.0,6.022148348,3.525431547,51.113672320999996,0.0,0.484704415,0.484704415,6.022148348,4.023973903,1.776574521,0.0,1.291870106,0.484704415,26.822065587,0.0,2.2612976160000002,47.090905912,1.291870106,1.762676287,60.136057949999994,2.7321037969999997,17.157400356,0.0,2.7321037969999997,3.054546393,1.291870106,0.484704415,0.0,3.21682005,0.484704415,6.506852763,0.484704415,1.762676287,1.762676287,1.762676287,15.099591941,3.230669895,0.484704415,1.762676287,6.43366052,1.291870106,5.33184099,1.776574521,6.022148348,12.528380335,46.281446049,0.0,0.96942751,0.0,140.17740534,18.797618299,5.816477413,0.0,0.0,6.756101442,0.96942751,13.557670598,0.0,0.484704415,0.484704415,52.538263830000005,12.455808868,7.403074427,4.67090526,0.0,0.0,0.0,26.158535661,7.784824635,0.0,1.776574521,2.423576211,1.938799789,0.0,0.484704415,0.0,13.218442212,0.002387402,0.041643241,0.039050617999999995,0.089074631,0.002447184,0.023056926,0.0,0.085128075,0.0,0.0,0.0962308,0.0,1.0645889530000001,0.0,0.0,0.038173646,0.6677254260000001,0.005567434,0.000391101,0.001947578,2.0,2.0
81x81,1.291870106,0.0,3.875621685,1.291870106,1.168652664,10.122161148,0.0,14.452727425,0.0,1.168652664,11.868975846,11.310256461,1.291870106,0.0,0.0,0.0,18.010208042,1.762676287,1.762676287,4.674662016,2.337336513,1.762676287,1.762676287,3.525431547,0.0,7.784824635,0.0,5.288108113,1.291870106,0.0,0.0,1.762676287,15.8442729,1.291870106,0.0,0.0,0.0,12.095092184,7.605888374,0.0,1.168652664,0.0,17.558691283,0.0,1.762676287,43.795120836,7.190801012,2.337336513,3.525431547,2.583686412,0.0,0.0,0.0,7.190801012,0.0,0.0,0.0,6.089674092,0.0,6.022148348,3.525431547,49.885696906999996,0.0,0.0,0.0,6.022148348,3.054546393,1.291870106,0.0,1.291870106,1.168652664,30.527300093,0.0,1.291870106,16.666779832,1.291870106,1.762676287,61.304710613999994,2.931328951,17.157400356,0.0,1.762676287,3.054546393,1.291870106,0.0,0.0,1.762676287,1.168652664,6.022148348,1.168652664,1.762676287,1.762676287,1.762676287,15.498128665000001,2.46052277,0.0,1.762676287,3.525431547,1.291870106,0.0,1.291870106,6.022148348,13.212328584,73.161910229,0.0,0.0,0.0,185.33663536,19.966270963,7.011982647,0.0,0.0,12.997879129000001,2.337336513,13.072966183,0.0,0.0,0.0,55.074824,23.572078925,3.525431547,1.762676287,0.0,0.0,0.0,25.673831246,7.784824635,0.0,1.291870106,0.0,0.0,0.0,0.0,0.0,3.525431547,0.018340362,0.0,0.056138715000000006,0.113216252,0.002447184,0.001917426,0.0,0.0,0.0,0.0,0.0962308,0.0,0.78276963,0.0,0.0,0.05315859,0.7317887190000001,0.006310039999999999,0.001451428,0.001947578,2.0,2.0
82x82,1.291870106,3.8593415110000002,28.110429404999998,5.151211617,0.484704415,21.636403327,1.444950101,15.906871188,0.484704415,0.0,14.283353457,5.772812528,4.684857935,0.96942751,1.444950101,7.224888137,13.345427604999998,3.692330803,1.762676287,0.484704415,0.0,3.21682005,1.762676287,4.0101359620000006,1.444950101,1.762676287,1.444950101,6.733058214,5.1603964179999995,0.0,0.0,2.7321037969999997,21.529327854,15.329650307,0.0,0.0,1.454143763,11.411143935,1.762676287,0.0,0.484704415,0.0,4.346362699,0.0,1.762676287,39.12045882,0.0,0.0,5.464231336,4.028636513,0.0,0.0,0.0,4.334945658,1.929654516,0.0,0.484704415,9.342208281,0.0,8.669855849,3.525431547,51.113672320999996,0.0,3.374618416,0.484704415,0.0,4.023973903,3.221524622,0.0,1.291870106,0.484704415,2.7321037969999997,0.0,3.706247717,48.535856013,1.291870106,1.762676287,60.136057949999994,7.067049454999999,17.157400356,0.0,2.7321037969999997,5.944460394,1.291870106,0.484704415,0.0,3.21682005,1.929654516,0.484704415,0.484704415,1.762676287,7.542524953,1.762676287,16.544542042,3.230669895,1.929654516,1.762676287,7.878610621,1.291870106,5.33184099,1.776574521,0.0,10.599462124999999,46.281446049,0.0,0.96942751,0.0,102.82982161,18.797618299,21.713103753,0.0,0.0,15.425957291,0.96942751,10.425436251,0.0,0.484704415,1.929654516,52.538263830000005,9.323574521000001,7.403074427,6.1158553609999995,0.0,0.0,0.0,18.449805399,1.762676287,0.0,3.221524622,3.868526312,3.38374989,1.444950101,0.484704415,0.0,13.218442212,0.0,0.041643241,0.031581275,0.085727374,0.0,0.023056926,0.0,0.085128075,0.0,0.0,0.0962308,0.0,1.352097142,0.0,0.0,0.14143397,0.5426296110000001,0.31084095,0.0,0.001947578,2.0,2.0
83x83,1.291870106,2.889914001,3.875621685,4.181784107,1.168652664,4.1000128,1.444950101,14.452727425,0.0,1.168652664,13.313925947,5.288108113,1.291870106,0.0,1.444950101,7.224888137,16.081289832,3.207626388,1.762676287,4.674662016,2.337336513,1.762676287,1.762676287,3.525431547,1.444950101,1.762676287,1.444950101,6.733058214,2.736820207,0.0,0.0,1.762676287,18.734186901,4.181784107,0.0,0.0,0.0,12.095092184,7.605888374,0.0,1.168652664,0.0,5.515015363,0.0,1.762676287,43.795120836,1.168652664,2.337336513,3.525431547,4.028636513,0.0,0.0,0.0,5.503598321999999,1.444950101,0.0,0.0,10.42461975,0.0,8.669855849,3.525431547,49.885696906999996,0.0,2.889914001,0.0,0.0,3.054546393,2.736820207,0.0,1.291870106,1.168652664,6.437338303,0.0,2.736820207,18.111729933,1.291870106,1.762676287,61.304710613999994,7.266274608999999,17.157400356,0.0,1.762676287,5.944460394,1.291870106,0.0,0.0,1.762676287,2.613602765,0.0,1.168652664,1.762676287,7.542524953,1.762676287,16.943078766,2.46052277,1.444950101,1.762676287,4.970381648,1.291870106,0.0,1.291870106,0.0,11.283410373999999,73.161910229,0.0,0.0,0.0,147.98905163,19.966270963,22.908608987,0.0,0.0,21.667734978,2.337336513,9.940731836000001,0.0,0.0,1.444950101,55.074824,20.439844578,3.525431547,3.207626388,0.0,0.0,0.0,17.965100984,1.762676287,0.0,2.736820207,1.444950101,1.444950101,1.444950101,0.0,0.0,3.525431547,0.01595296,0.0,0.048669372,0.109868995,0.0,0.001917426,0.0,0.0,0.0,0.0,0.0962308,0.0,1.070277819,0.0,0.0,0.156418914,0.6066929040000001,0.311583556,0.001060327,0.001947578,2.0,2.0
84x84,1.291870106,0.96942751,28.110429404999998,2.2612976160000002,1.6533570789999998,23.97373984,0.0,15.906871188,0.484704415,1.168652664,12.838403356,5.772812528,4.684857935,0.96942751,0.0,0.0,7.905331911,2.247380702,1.762676287,5.1593664310000005,2.337336513,3.21682005,1.762676287,4.0101359620000006,0.0,1.762676287,0.0,5.288108113,3.7154463169999996,0.0,0.0,2.7321037969999997,22.145401533,12.439736305999999,0.0,0.0,1.454143763,12.579796599,7.605888374,0.0,1.6533570789999998,0.0,5.515015363,0.0,1.762676287,43.795120836,1.168652664,2.337336513,5.464231336,2.583686412,0.0,0.0,0.0,1.168652664,0.484704415,0.0,0.484704415,8.513250303,0.0,0.0,3.525431547,58.12565496799999,0.0,0.484704415,0.484704415,0.0,4.023973903,1.776574521,0.0,1.291870106,1.6533570789999998,7.406765813,0.0,2.2612976160000002,50.596893591999994,1.291870106,1.762676287,61.304710613999994,3.9007564609999994,17.157400356,0.0,2.7321037969999997,3.054546393,1.291870106,0.484704415,0.0,3.21682005,1.6533570789999998,0.484704415,1.6533570789999998,1.762676287,1.762676287,1.762676287,17.436928454,4.399322559,0.484704415,1.762676287,6.43366052,1.291870106,5.33184099,1.776574521,0.0,1.6533570789999998,73.161910229,0.0,0.96942751,0.0,120.77143029999999,19.966270963,12.828460060000001,0.0,0.0,14.936678918,3.306764023,7.5355222500000005,0.0,0.484704415,0.484704415,56.04425151,20.458159549999998,7.403074427,4.67090526,0.0,0.0,0.0,14.114859740999998,1.762676287,0.0,1.776574521,2.423576211,1.938799789,0.0,0.484704415,0.0,13.218442212,0.01595296,0.041643241,0.052552051,0.137844666,0.0,0.024974352,0.0,0.085128075,0.0,0.0,0.0962308,0.0,1.4243418730000001,0.0,0.0,0.05315859,0.5870391060000001,0.000742606,0.001060327,0.001947578,2.0,2.0
85x85,2.183778047,0.0,21.493455941,3.7475221019999996,0.0,25.978737402999997,0.0,5.659434309,0.0,0.0,4.303502225,6.914056289,1.291870106,1.227819495,0.0,0.891907941,16.347178145,0.891907941,0.0,2.455651996,0.0,6.6950717840000005,0.0,0.0,0.0,6.022148348,0.0,1.227819495,3.411597542,0.0,1.227819495,0.0,11.039669201,13.894412633999998,0.0,0.0,0.0,5.995349121,0.0,0.0,0.0,0.891907941,15.855181827,2.1197274360000002,1.227819495,56.405659240000006,6.022148348,0.891907941,1.783812624,2.583686412,0.0,0.0,0.891907941,6.022148348,0.891907941,2.1197274360000002,1.227819495,9.719106809,0.891907941,6.914056289,0.0,82.51829904899999,0.891907941,1.227819495,0.0,6.022148348,20.601576987,1.291870106,0.0,1.291870106,0.0,27.101593909,0.0,1.291870106,28.343432212,1.291870106,1.227819495,90.77218056999999,0.0,16.454052366,0.0,0.0,2.183778047,1.291870106,0.0,0.0,0.0,1.783812624,6.022148348,1.227819495,0.0,3.567620359,0.0,7.715122552,3.07568273,0.0,1.783812624,6.023272355,1.291870106,2.675784144,2.519689601,6.022148348,12.04367592,47.289847155000004,0.0,0.0,0.0,148.75184453,16.281145454,8.027344162,0.891907941,0.0,18.805808286999998,0.0,9.589768707000001,0.0,0.891907941,0.0,79.21447953,14.941196533,4.459589628,7.135420397,0.0,0.0,0.0,16.347178145,6.022148348,0.0,2.183778047,1.227819495,2.1197274360000002,0.0,0.0,0.891907941,13.714342575,0.028736252,0.047325623,0.049568138,0.079226427,0.027938531000000003,0.0,0.0,0.0,0.0,0.0,0.014238051,0.046094696,0.510178156,0.0,0.0,0.291803712,0.693280851,0.005567434,0.000391101,0.100167978,2.0,2.0
86x86,2.183778047,2.889914001,21.493455941,6.637436103,0.0,19.956589055,1.444950101,5.659434309,0.0,0.0,5.748452326,0.891907941,1.291870106,1.227819495,1.444950101,8.116796078,14.418259934999998,2.3368580420000002,0.0,2.455651996,0.0,6.6950717840000005,0.0,0.0,1.444950101,0.0,1.444950101,2.672769596,4.856547643,0.0,1.227819495,0.0,13.929583202,16.784326635,0.0,0.0,0.0,5.995349121,0.0,0.0,0.0,0.891907941,3.811505907,2.1197274360000002,1.227819495,56.405659240000006,0.0,0.891907941,1.783812624,4.028636513,0.0,0.0,0.891907941,4.334945658,2.3368580420000002,2.1197274360000002,1.227819495,14.054052466999998,0.891907941,9.561763789999999,0.0,82.51829904899999,0.891907941,4.1177334960000005,0.0,0.0,20.601576987,2.736820207,0.0,1.291870106,0.0,3.011632119,0.0,2.736820207,29.788382313,1.291870106,1.227819495,90.77218056999999,4.334945658,16.454052366,0.0,0.0,5.073692048,1.291870106,0.0,0.0,0.0,3.228762725,0.0,1.227819495,0.0,9.347469025,0.0,9.160072653,3.07568273,1.444950101,1.783812624,7.4682224559999995,1.291870106,2.675784144,2.519689601,0.0,10.11475771,47.289847155000004,0.0,0.0,0.0,111.4042608,16.281145454,23.923970502,0.891907941,0.0,27.475664136,0.0,6.45753436,0.0,0.891907941,1.444950101,79.21447953,11.808962185999999,4.459589628,8.580370498,0.0,0.0,0.0,8.638447883,0.0,0.0,3.6287281480000004,2.672769596,3.5646775370000006,1.444950101,0.0,0.891907941,13.714342575,0.02634885,0.047325623,0.042098795,0.07587917,0.025491347,0.0,0.0,0.0,0.0,0.0,0.014238051,0.046094696,0.797686345,0.0,0.0,0.395064036,0.568185036,0.31084095,0.0,0.100167978,2.0,2.0
87x87,2.183778047,0.96942751,45.728263661,4.716949612,0.484704415,39.830316095,0.0,7.113578072,0.484704415,0.0,5.272929735,1.376612356,4.684857935,2.1972470050000004,0.0,0.891907941,6.242302014,1.376612356,0.0,2.940356411,0.0,8.149215547,0.0,0.484704415,0.0,0.0,0.0,1.227819495,5.835173752999999,0.0,1.227819495,0.96942751,17.340797834,25.042278833999998,0.0,0.0,1.454143763,6.480053536000001,0.0,0.0,0.484704415,0.891907941,3.811505907,2.1197274360000002,1.227819495,56.405659240000006,0.0,0.891907941,3.7226124130000002,2.583686412,0.0,0.0,0.891907941,0.0,1.376612356,2.1197274360000002,1.71252391,12.14268302,0.891907941,0.891907941,0.0,90.75825710999999,0.891907941,1.71252391,0.484704415,0.0,21.571004497,1.776574521,0.0,1.291870106,0.484704415,3.981059629,0.0,2.2612976160000002,62.273545971999994,1.291870106,1.227819495,90.77218056999999,0.96942751,16.454052366,0.0,0.96942751,2.183778047,1.291870106,0.484704415,0.0,1.454143763,2.2685170390000002,0.484704415,1.71252391,0.0,3.567620359,0.0,9.653922341000001,5.0144825189999995,0.484704415,1.783812624,8.931501328,1.291870106,8.007625134,3.004394016,0.0,0.484704415,47.289847155000004,0.0,0.96942751,0.0,84.18663946999999,16.281145454,13.843821575,0.891907941,0.0,20.744608076,0.96942751,4.052324774000001,0.0,1.376612356,0.484704415,80.18390704000001,11.827277158,8.337232508,10.04364937,0.0,0.0,0.0,4.78820664,0.0,0.0,2.668482462,3.6513957059999997,4.058527225000001,0.0,0.484704415,0.891907941,23.40735324,0.02634885,0.088968864,0.045981474,0.103854841,0.025491347,0.023056926,0.0,0.085128075,0.0,0.0,0.014238051,0.046094696,1.151750399,0.0,0.0,0.291803712,0.548531238,0.0,0.0,0.100167978,2.0,2.0
88x88,2.183778047,0.0,21.493455941,3.7475221019999996,1.168652664,22.293925568,0.0,5.659434309,0.0,1.168652664,4.303502225,0.891907941,1.291870106,1.227819495,0.0,0.891907941,8.978164241,0.891907941,0.0,7.1303140119999995,2.337336513,6.6950717840000005,0.0,0.0,0.0,0.0,0.0,1.227819495,3.411597542,0.0,1.227819495,0.0,14.545656881000001,13.894412633999998,0.0,0.0,0.0,7.164001785,5.843212087,0.0,1.168652664,0.891907941,4.980158571,2.1197274360000002,1.227819495,61.080321256000005,1.168652664,3.229244454,1.783812624,2.583686412,0.0,0.0,0.891907941,1.168652664,0.891907941,2.1197274360000002,1.227819495,13.225094489,0.891907941,0.891907941,0.0,89.53028169599999,0.891907941,1.227819495,0.0,0.0,20.601576987,1.291870106,0.0,1.291870106,1.168652664,7.686294135000001,0.0,1.291870106,31.849419892,1.291870106,1.227819495,91.940833234,1.168652664,16.454052366,0.0,0.0,2.183778047,1.291870106,0.0,0.0,0.0,2.952465288,0.0,2.396472159,0.0,3.567620359,0.0,10.052459065,4.244335394,0.0,1.783812624,6.023272355,1.291870106,2.675784144,2.519689601,0.0,1.168652664,74.17031133500001,0.0,0.0,0.0,129.34586948999998,17.449798118,15.039326809,0.891907941,0.0,26.986385762999998,2.337336513,3.567620359,0.0,0.891907941,0.0,82.72046721000001,22.943547215,4.459589628,7.135420397,0.0,0.0,0.0,4.303502225,0.0,0.0,2.183778047,1.227819495,2.1197274360000002,0.0,0.0,0.891907941,13.714342575,0.042301809999999995,0.047325623,0.063069571,0.127996462,0.025491347,0.001917426,0.0,0.0,0.0,0.0,0.014238051,0.046094696,0.8699310760000001,0.0,0.0,0.306788656,0.612594531,0.000742606,0.001060327,0.100167978,2.0,2.0
89x89,1.291870106,2.889914001,6.331273681,6.637436103,0.0,7.249967843,1.444950101,3.875621685,0.0,0.0,3.9646397020000004,6.022148348,1.291870106,1.227819495,1.444950101,7.224888137,24.678123231,1.444950101,0.0,2.455651996,0.0,4.91125916,0.0,0.0,1.444950101,6.022148348,1.444950101,2.672769596,3.9646397020000004,0.0,1.227819495,0.0,4.1177334960000005,7.86527845,0.0,0.0,0.0,5.10344118,0.0,0.0,0.0,0.0,15.855181827,1.227819495,1.227819495,56.405659240000006,6.022148348,0.0,0.0,4.028636513,0.0,0.0,0.0,10.357094006,1.444950101,1.227819495,1.227819495,6.918632069999999,0.0,14.692004197,0.0,78.95067868999999,0.0,4.1177334960000005,0.0,6.022148348,19.709669046000002,2.736820207,0.0,1.291870106,0.0,25.317781285,0.0,2.736820207,10.167843933,1.291870106,1.227819495,90.77218056999999,4.334945658,1.291870106,0.0,0.0,4.181784107,1.291870106,0.0,0.0,0.0,1.444950101,6.022148348,1.227819495,0.0,5.779848666,0.0,6.484288509,1.291870106,1.444950101,0.0,3.900602097,1.291870106,0.0,2.519689601,6.022148348,22.158433629999998,47.289847155000004,0.0,0.0,0.0,167.39502667,16.281145454,15.89662634,0.0,0.0,18.556615950999998,0.0,8.912062349,0.0,0.0,1.444950101,79.21447953,8.912062349,0.0,1.444950101,0.0,0.0,0.0,18.898311179,6.022148348,0.0,2.736820207,2.672769596,2.672769596,1.444950101,0.0,0.0,1.227819495,0.002387402,0.04174638,0.036913946,0.051974809000000004,0.027938531000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.046094696,0.7682772520000001,0.0,0.0,0.39430122100000004,0.506938781,0.316408384,0.000391101,0.100167978,2.0,2.0
90x90,1.291870106,0.96942751,30.566081400999998,4.716949612,0.484704415,27.123694883,0.0,5.329765448,0.484704415,0.0,3.489117111,6.506852763,4.684857935,2.1972470050000004,0.0,0.0,16.50216531,0.484704415,0.0,2.940356411,0.0,6.365402923,0.0,0.484704415,0.0,6.022148348,0.0,1.227819495,4.943265812,0.0,1.227819495,0.96942751,7.528948128000001,16.123230649,0.0,0.0,1.454143763,5.588145595,0.0,0.0,0.484704415,0.0,15.855181827,1.227819495,1.227819495,56.405659240000006,6.022148348,0.0,1.938799789,2.583686412,0.0,0.0,0.0,6.022148348,0.484704415,1.227819495,1.71252391,5.007262623,0.0,6.022148348,0.0,87.19063675099999,0.0,1.71252391,0.484704415,6.022148348,20.679096556,1.776574521,0.0,1.291870106,0.484704415,26.287208794999998,0.0,2.2612976160000002,42.653007591999994,1.291870106,1.227819495,90.77218056999999,0.96942751,1.291870106,0.0,0.96942751,1.291870106,1.291870106,0.484704415,0.0,1.454143763,0.484704415,6.506852763,1.71252391,0.0,0.0,0.0,6.978138197,3.230669895,0.484704415,0.0,5.363880969,1.291870106,5.33184099,3.004394016,6.022148348,12.528380335,47.289847155000004,0.0,0.96942751,0.0,140.17740534,16.281145454,5.816477413,0.0,0.0,11.825559890999997,0.96942751,6.506852763,0.0,0.484704415,0.484704415,80.18390704000001,8.930377321,3.87764288,2.908228973,0.0,0.0,0.0,15.048069936,6.022148348,0.0,1.776574521,3.6513957059999997,3.1666192840000003,0.0,0.484704415,0.0,10.92083016,0.002387402,0.083389621,0.040796625,0.07995048,0.027938531000000003,0.023056926,0.0,0.085128075,0.0,0.0,0.0,0.046094696,1.122341306,0.0,0.0,0.291040897,0.487284983,0.005567434,0.000391101,0.100167978,2.0,2.0
91x91,1.291870106,0.0,6.331273681,3.7475221019999996,1.168652664,9.587304356,0.0,3.875621685,0.0,1.168652664,2.519689601,6.022148348,1.291870106,1.227819495,0.0,0.0,19.238027537,0.0,0.0,7.1303140119999995,2.337336513,4.91125916,0.0,0.0,0.0,6.022148348,0.0,1.227819495,2.519689601,0.0,1.227819495,0.0,4.733807175,4.975364449,0.0,0.0,0.0,6.272093844,5.843212087,0.0,1.168652664,0.0,17.023834491,1.227819495,1.227819495,61.080321256000005,7.190801012,2.337336513,0.0,2.583686412,0.0,0.0,0.0,7.190801012,0.0,1.227819495,1.227819495,6.089674092,0.0,6.022148348,0.0,85.96266133699999,0.0,1.227819495,0.0,6.022148348,19.709669046000002,1.291870106,0.0,1.291870106,1.168652664,29.992443300999998,0.0,1.291870106,12.228881512000001,1.291870106,1.227819495,91.940833234,1.168652664,1.291870106,0.0,0.0,1.291870106,1.291870106,0.0,0.0,0.0,1.168652664,6.022148348,2.396472159,0.0,0.0,0.0,7.376674920999999,2.46052277,0.0,0.0,2.455651996,1.291870106,0.0,2.519689601,6.022148348,13.212328584,74.17031133500001,0.0,0.0,0.0,185.33663536,17.449798118,7.011982647,0.0,0.0,18.067337578,2.337336513,6.022148348,0.0,0.0,0.0,82.72046721000001,20.046647378,0.0,0.0,0.0,0.0,0.0,14.563365521,6.022148348,0.0,1.291870106,1.227819495,1.227819495,0.0,0.0,0.0,1.227819495,0.018340362,0.04174638,0.057884722,0.104092101,0.027938531000000003,0.001917426,0.0,0.0,0.0,0.0,0.0,0.046094696,0.8405219829999999,0.0,0.0,0.306025841,0.551348276,0.006310039999999999,0.001451428,0.100167978,2.0,2.0
92x92,1.291870106,3.8593415110000002,30.566081400999998,7.606863613,0.484704415,21.101546534999997,1.444950101,5.329765448,0.484704415,0.0,4.934067212,0.484704415,4.684857935,2.1972470050000004,1.444950101,7.224888137,14.5732471,1.929654516,0.0,2.940356411,0.0,6.365402923,0.0,0.484704415,1.444950101,0.0,1.444950101,2.672769596,6.388215913,0.0,1.227819495,0.96942751,10.418862129,19.01314465,0.0,0.0,1.454143763,5.588145595,0.0,0.0,0.484704415,0.0,3.811505907,1.227819495,1.227819495,56.405659240000006,0.0,0.0,1.938799789,4.028636513,0.0,0.0,0.0,4.334945658,1.929654516,1.227819495,1.71252391,9.342208281,0.0,8.669855849,0.0,87.19063675099999,0.0,4.602437911000001,0.484704415,0.0,20.679096556,3.221524622,0.0,1.291870106,0.484704415,2.1972470050000004,0.0,3.706247717,44.097957693,1.291870106,1.227819495,90.77218056999999,5.304373168,1.291870106,0.0,0.96942751,4.181784107,1.291870106,0.484704415,0.0,1.454143763,1.929654516,0.484704415,1.71252391,0.0,5.779848666,0.0,8.423088298,3.230669895,1.929654516,0.0,6.80883107,1.291870106,5.33184099,3.004394016,0.0,10.599462124999999,47.289847155000004,0.0,0.96942751,0.0,102.82982161,16.281145454,21.713103753,0.0,0.0,20.49541574,0.96942751,3.374618416,0.0,0.484704415,1.929654516,80.18390704000001,5.798142974,3.87764288,4.353179074,0.0,0.0,0.0,7.3393396740000005,0.0,0.0,3.221524622,5.0963458070000005,4.611569385,1.444950101,0.484704415,0.0,10.92083016,0.0,0.083389621,0.033327282,0.076603223,0.025491347,0.023056926,0.0,0.085128075,0.0,0.0,0.0,0.046094696,1.409849495,0.0,0.0,0.39430122100000004,0.36218916800000006,0.31084095,0.0,0.100167978,2.0,2.0
