coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,ODImmature2,ODMature2,permutationTracker
0x0,0.0,0.0,1.649354052,1.649354052,0.0,3.287833428,0.0,3.287833428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.649354052,0.0,0.824693815,0.0,0.0,31.33702035,7.411263426,0.0,1.649354052,0.0,0.0,0.0,2.47408148,0.0,0.0,0.0,0.824693815,0.824693815,0.0,0.0,0.0,0.824693815,0.824693815,0.0,27.09312166,0.0,0.824693815,2.463139613,0.0,0.0,0.0,4.926250432,0.0,5.750944247,0.0,0.0,0.0,0.0,0.0,22.16861112,2.463139613,3.298728334,0.0,0.824693815,0.0,1.649354052,0.824693815,0.0,0.0,2.463139613,0.824693815,0.824693815,0.0,0.824693815,7.389382581,5.772827274,0.0,26.39050251,13.19384309,0.0,0.0,32.02174353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.463139613,0.0,0.0,0.824693815,0.824693815,1.649354052,0.0,4.937221093,4.926250432,1.649354052,0.0,6.575604483999999,2.463139613,1.649354052,0.824693815,0.0,2.47408148,0.0,0.0,0.0,0.0,50.30976198,0.0,7.411263426,0.0,0.824693815,41.9252793,1.649354052,2.47408148,0.0,0.824693815,0.0,0.0,6.586560093,2.47408148,9.851755496,0.0,0.0,4.948123813,0.0,2.463139613,0.0,0.0,0.0,4.112493665000001,0.0,0.0,0.0,32.846437345000005,0.031065984,0.020191263,0.035064029000000003,0.036457903,0.00197471,0.017684828,1.063478746,0.0,0.0,0.0,0.023007694,0.0,0.0,0.0,0.0,0.007749224,0.42202550000000005,0.030127029,0.003393076,0.0,1.0,1.0,"[[0], [0]]"
1x1,0.0,0.0,4.981968065,2.482512481,0.0,4.157307828,0.0,0.824693815,0.0,0.0,0.833158429,0.0,0.833158429,0.0,0.0,0.0,2.482512481,0.0,2.490999877,0.0,0.0,31.33702035,5.781282242,0.0,1.649354052,0.833158429,0.0,0.0,2.47408148,0.0,0.0,0.0,2.490999877,6.656727516,0.0,0.0,0.0,0.824693815,0.824693815,0.0,18.32858226,0.833158429,0.824693815,0.0,0.0,0.0,1.666306062,0.0,0.0,0.824693815,0.0,0.0,0.0,0.833158429,0.0,8.331468621,1.666306062,3.298728334,0.0,1.657852244,0.0,1.649354052,0.824693815,1.666306062,0.0,0.0,0.824693815,0.824693815,0.0,0.824693815,4.165709745,6.605985703,0.0,26.39050251,23.19149577,0.0,0.0,17.49694478,0.0,0.0,0.0,0.833158429,0.0,0.0,0.0,0.0,0.833158429,0.0,2.49945167,0.824693815,0.824693815,1.649354052,0.0,2.47408148,0.0,1.649354052,0.833158429,2.482512481,0.0,1.649354052,0.824693815,0.833158429,2.47408148,0.0,0.0,0.0,0.0,50.30976198,0.0,11.613262199,0.0,0.824693815,61.522389249999996,1.649354052,2.47408148,0.0,1.657852244,0.0,0.833158429,4.12342048,2.47408148,2.49945167,0.0,0.0,4.948123813,0.0,1.666306062,1.666306062,0.0,0.0,1.649354052,0.0,0.833158429,0.0,30.820290415,0.0503783,0.0,0.106206148,0.051175208,0.00197471,0.0,1.187509763,0.0,0.001753042,0.0,0.017918014,0.0,0.0,0.0,0.0,0.026976393,0.594714301,0.031567694,0.020100278,0.0,1.0,1.0,"[[0], [1]]"
2x2,0.0,0.0,1.649354052,1.649354052,0.0,0.824693815,9.869260563,0.824693815,0.0,0.0,4.934990116,0.0,0.0,2.467448345,2.467448345,0.0,1.649354052,0.0,3.29214216,0.0,0.0,31.33702035,4.948123813,0.0,4.116802397000001,19.73958204,0.0,0.0,2.47408148,0.0,0.0,2.467448345,0.824693815,0.824693815,2.467448345,0.0,0.0,0.824693815,0.824693815,0.0,34.5467582,0.0,0.824693815,0.0,0.0,2.467448345,4.934990116,4.934990116,2.467448345,5.759683931,0.0,2.467448345,0.0,0.0,0.0,4.934990116,4.934990116,3.298728334,0.0,0.824693815,2.467448345,6.584344167999999,0.824693815,7.402528612,0.0,0.0,0.824693815,0.824693815,0.0,0.824693815,4.934990116,5.772827274,0.0,26.39050251,13.19384309,0.0,0.0,51.82019498,2.467448345,0.0,0.0,0.0,0.0,2.467448345,0.0,0.0,0.0,0.0,2.467448345,0.824693815,0.824693815,4.116802397000001,0.0,7.409071596,0.0,1.649354052,0.0,6.584344167999999,0.0,1.649354052,8.227222427000001,0.0,2.47408148,0.0,2.467448345,0.0,0.0,50.30976198,0.0,9.883113929,0.0,0.824693815,118.47162974,1.649354052,14.8123667,0.0,0.824693815,0.0,0.0,4.12342048,2.47408148,4.934990116,0.0,0.0,4.948123813,2.467448345,0.0,2.467448345,0.0,0.0,4.116802397000001,0.0,0.0,0.0,45.239765075,0.025115972,0.088516458,0.031561203,0.09401512100000001,0.00197471,0.065165276,2.243620227,0.132017133,0.0,0.0,0.0,0.0,0.575796023,0.0,0.007229182,0.000979608,0.286737624,0.028037602,0.003393076,0.0,1.0,1.0,"[[0], [2]]"
3x3,0.0,0.0,1.649354052,1.649354052,0.0,2.459326043,0.0,4.094026517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.649354052,0.0,2.459326043,0.0,0.0,31.33702035,4.948123813,0.0,1.649354052,0.0,0.0,1.634632228,2.47408148,0.0,0.0,0.0,0.824693815,0.824693815,0.0,0.0,0.0,2.459326043,0.824693815,0.0,58.84115951,0.0,4.094026517,0.0,0.0,0.0,0.0,0.0,0.0,0.824693815,0.0,0.0,0.0,1.634632228,0.0,39.2346289,1.634632228,4.933360562000001,0.0,0.824693815,0.0,1.649354052,5.7286075069999995,0.0,0.0,0.0,0.824693815,0.824693815,0.0,0.824693815,1.634632228,7.407459502,0.0,26.39050251,14.828475317999999,0.0,0.0,34.32645026,0.0,0.0,0.0,0.0,1.634632228,0.0,0.0,1.634632228,1.634632228,0.0,3.269332702,0.824693815,0.824693815,1.649354052,0.0,4.108713708,1.634632228,1.649354052,0.0,13.091634902,0.0,1.649354052,0.824693815,0.0,2.47408148,0.0,0.0,0.0,0.0,51.944394208,0.0,13.121516821,0.0,0.824693815,103.90274849,1.649354052,2.47408148,1.634632228,0.824693815,0.0,0.0,4.12342048,2.47408148,11.44228085,0.0,0.0,4.948123813,0.0,0.0,0.0,0.0,6.538587847,1.649354052,0.0,0.0,0.0,48.230783375,0.025115972,0.035149317,0.031561203,0.039083496,0.00197471,0.023750201,1.563716509,0.0,0.0,0.0,0.0,0.0,0.595217848,0.0,0.0,0.000979608,0.33830474800000004,0.028037602,0.003393076,0.0,1.0,1.0,"[[0], [3]]"
4x4,0.0,0.0,3.200351358,1.649354052,0.0,3.9267348450000004,0.0,0.824693815,1.550997306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.649354052,0.0,0.824693815,0.0,0.0,31.33702035,4.948123813,0.0,1.649354052,0.0,0.0,0.0,2.47408148,0.0,0.0,0.0,0.824693815,2.375691121,1.550997306,0.0,0.0,0.824693815,0.824693815,0.0,27.92011396,0.0,7.0287982499999995,0.0,0.0,1.550997306,0.0,0.0,0.0,0.824693815,0.0,0.0,0.0,1.550997306,0.0,26.36528654,1.550997306,4.84972564,0.0,0.824693815,0.0,4.751395082,2.375691121,1.550997306,0.0,1.550997306,0.824693815,0.824693815,0.0,0.824693815,7.755077605,5.772827274,1.550997306,26.39050251,13.19384309,0.0,0.0,48.07948534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.653013206,0.0,0.0,0.824693815,0.824693815,1.649354052,0.0,2.47408148,1.550997306,1.649354052,0.0,9.404431657,0.0,1.649354052,0.824693815,0.0,2.47408148,0.0,0.0,0.0,0.0,50.30976198,0.0,9.601137019,0.0,0.824693815,88.37067758,1.649354052,2.47408148,0.0,0.824693815,0.0,0.0,4.12342048,2.47408148,13.95891175,0.0,0.0,6.499121119,0.0,0.0,0.0,0.0,3.10204103,1.649354052,0.0,0.0,0.0,44.257117125,0.025115972,0.047159893,0.046630052000000005,0.034931330000000003,0.00197471,0.055013459,0.988932297,0.0,0.0,0.013382966,0.0,0.0,0.393862711,0.0,0.0,0.000979608,0.288887345,0.028037602,0.008295514,0.0,1.0,1.0,"[[0], [4]]"
5x5,0.0,0.0,11.27156635,0.0,0.0,25.008210373,0.0,2.463139613,0.0,0.0,5.636055354,0.0,5.636055354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.463139613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.27156635,22.54507076,0.0,0.0,5.636055354,0.0,0.0,0.0,27.09312166,0.0,0.0,2.463139613,0.0,0.0,0.0,4.926250432,0.0,10.562305786,0.0,0.0,0.0,0.0,0.0,22.16861112,2.463139613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.463139613,0.0,5.636055354,0.0,0.0,7.389382581,0.0,0.0,11.27156635,16.91018204,0.0,0.0,32.02174353,0.0,0.0,5.636055354,0.0,0.0,0.0,0.0,0.0,2.463139613,0.0,0.0,0.0,0.0,5.636055354,0.0,2.463139613,4.926250432,0.0,0.0,4.926250432,2.463139613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.463139613,5.636055354,5.636055354,29.55624616,0.0,0.0,0.0,0.0,0.0,0.0,2.463139613,5.636055354,21.123321846,0.0,0.0,0.0,0.0,2.463139613,0.0,0.0,11.27156635,2.463139613,0.0,0.0,0.0,32.02174353,0.005950012,0.020191263,0.006352182,0.012421982,0.0,0.059589535,1.063478746,0.0,0.0,0.0,0.023007694,0.0,0.455559624,0.0,0.0,0.029130912,0.143175471,0.492479674,0.0,0.0,1.0,1.0,"[[1], [0]]"
6x6,0.0,0.0,14.604180363000001,0.833158429,0.0,25.877684773000002,0.0,0.0,0.0,0.0,6.469213783,0.0,6.469213783,0.0,0.0,0.0,0.833158429,0.0,1.666306062,0.0,0.0,0.0,0.833158429,0.0,0.0,0.833158429,0.0,0.0,0.0,0.0,0.0,0.0,12.937872412,28.377104461000002,0.0,0.0,5.636055354,0.0,0.0,0.0,18.32858226,0.833158429,0.0,0.0,0.0,0.0,1.666306062,0.0,0.0,5.636055354,0.0,0.0,0.0,0.833158429,0.0,8.331468621,1.666306062,0.0,0.0,0.833158429,0.0,0.0,0.0,1.666306062,0.0,0.0,0.0,5.636055354,0.0,0.0,4.165709745,0.833158429,0.0,11.27156635,26.907834719999997,0.0,0.0,17.49694478,0.0,0.0,5.636055354,0.833158429,0.0,0.0,0.0,0.0,0.833158429,0.0,2.49945167,0.0,0.0,5.636055354,0.0,0.0,0.0,0.0,0.833158429,0.833158429,0.0,0.0,0.0,0.833158429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.665138386,5.636055354,5.636055354,49.15335611,0.0,0.0,0.0,0.833158429,0.0,0.833158429,0.0,5.636055354,13.77101802,0.0,0.0,0.0,0.0,1.666306062,1.666306062,0.0,11.27156635,0.0,0.0,0.833158429,0.0,29.9955966,0.025262328,0.0,0.077494301,0.027139286999999998,0.0,0.041904707,1.187509763,0.0,0.001753042,0.0,0.017918014,0.0,0.455559624,0.0,0.0,0.048358081,0.315864272,0.493920339,0.016707202,0.0,1.0,1.0,"[[1], [1]]"
7x7,0.0,0.0,11.27156635,0.0,0.0,22.54507076,9.869260563,0.0,0.0,0.0,10.57104547,0.0,5.636055354,2.467448345,2.467448345,0.0,0.0,0.0,2.467448345,0.0,0.0,0.0,0.0,0.0,2.467448345,19.73958204,0.0,0.0,0.0,0.0,0.0,2.467448345,11.27156635,22.54507076,2.467448345,0.0,5.636055354,0.0,0.0,0.0,34.5467582,0.0,0.0,0.0,0.0,2.467448345,4.934990116,4.934990116,2.467448345,10.57104547,0.0,2.467448345,0.0,0.0,0.0,4.934990116,4.934990116,0.0,0.0,0.0,2.467448345,4.934990116,0.0,7.402528612,0.0,0.0,0.0,5.636055354,0.0,0.0,4.934990116,0.0,0.0,11.27156635,16.91018204,0.0,0.0,51.82019498,2.467448345,0.0,5.636055354,0.0,0.0,2.467448345,0.0,0.0,0.0,0.0,2.467448345,0.0,0.0,8.103503699000001,0.0,4.934990116,0.0,0.0,0.0,4.934990116,0.0,0.0,7.402528612,0.0,0.0,0.0,2.467448345,0.0,0.0,0.0,0.0,4.934990116,5.636055354,5.636055354,106.1025966,0.0,12.33828522,0.0,0.0,0.0,0.0,0.0,5.636055354,16.206556466000002,0.0,0.0,0.0,2.467448345,0.0,2.467448345,0.0,11.27156635,2.467448345,0.0,0.0,0.0,44.41507126,0.0,0.088516458,0.002849356,0.0699792,0.0,0.107069983,2.243620227,0.132017133,0.0,0.0,0.0,0.0,1.031355647,0.0,0.007229182,0.022361296,0.007887595,0.490390247,0.0,0.0,1.0,1.0,"[[1], [2]]"
8x8,0.0,0.0,11.27156635,0.0,0.0,24.179702988000003,0.0,3.269332702,0.0,0.0,5.636055354,0.0,5.636055354,0.0,0.0,0.0,0.0,0.0,1.634632228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.634632228,0.0,0.0,0.0,0.0,11.27156635,22.54507076,0.0,0.0,5.636055354,1.634632228,0.0,0.0,58.84115951,0.0,3.269332702,0.0,0.0,0.0,0.0,0.0,0.0,5.636055354,0.0,0.0,0.0,1.634632228,0.0,39.2346289,1.634632228,1.634632228,0.0,0.0,0.0,0.0,4.903913692,0.0,0.0,0.0,0.0,5.636055354,0.0,0.0,1.634632228,1.634632228,0.0,11.27156635,18.544814268,0.0,0.0,34.32645026,0.0,0.0,5.636055354,0.0,1.634632228,0.0,0.0,1.634632228,1.634632228,0.0,3.269332702,0.0,0.0,5.636055354,0.0,1.634632228,1.634632228,0.0,0.0,11.44228085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.634632228,0.0,8.173393008,5.636055354,5.636055354,91.53371535,0.0,0.0,1.634632228,0.0,0.0,0.0,0.0,5.636055354,22.7138472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.810154197,0.0,0.0,0.0,0.0,47.40608956,0.0,0.035149317,0.002849356,0.015047574999999999,0.0,0.065654908,1.563716509,0.0,0.0,0.0,0.0,0.0,1.050777472,0.0,0.0,0.022361296,0.059454719,0.490390247,0.0,0.0,1.0,1.0,"[[1], [3]]"
9x9,0.0,0.0,12.822563656,0.0,0.0,25.64711179,0.0,0.0,1.550997306,0.0,5.636055354,0.0,5.636055354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.27156635,24.096068066,1.550997306,0.0,5.636055354,0.0,0.0,0.0,27.92011396,0.0,6.204104435,0.0,0.0,1.550997306,0.0,0.0,0.0,5.636055354,0.0,0.0,0.0,1.550997306,0.0,26.36528654,1.550997306,1.550997306,0.0,0.0,0.0,3.10204103,1.550997306,1.550997306,0.0,1.550997306,0.0,5.636055354,0.0,0.0,7.755077605,0.0,1.550997306,11.27156635,16.91018204,0.0,0.0,48.07948534,0.0,0.0,5.636055354,0.0,0.0,0.0,0.0,0.0,4.653013206,0.0,0.0,0.0,0.0,5.636055354,0.0,0.0,1.550997306,0.0,0.0,7.755077605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.653013206,5.636055354,5.636055354,76.00164444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.636055354,25.2304781,0.0,0.0,1.550997306,0.0,0.0,0.0,0.0,14.373607380000001,0.0,0.0,0.0,0.0,43.43242331,0.0,0.047159893,0.017918205,0.010895409,0.0,0.096918166,0.988932297,0.0,0.0,0.013382966,0.0,0.0,0.849422335,0.0,0.0,0.022361296,0.010037316000000001,0.490390247,0.004902438,0.0,1.0,1.0,"[[1], [4]]"
