coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,ODImmature2,Endothelial2
50x50,0.0,2.599813489,26.917355621,4.173225039,0.0,41.65865680500001,3.82377653,7.5917540379999995,0.0,0.0,11.164698934,0.0,31.4342103,1.299905543,0.0,0.841280696,4.631823026,2.141186239,5.450567799,6.040971064,33.680956063000004,37.262799877,23.451060013,0.0,1.649354052,0.0,2.141186239,0.0,7.6737718479999995,0.0,0.0,0.0,3.3485648020000003,3.3485648020000003,0.0,0.0,0.0,1.665974511,0.824693815,0.0,0.0,0.0,6.789665626000001,0.0,0.0,0.0,0.841280696,4.625873984,0.0,2.9658800540000003,0.841280696,0.0,0.841280696,5.199690368,0.0,0.0,1.299905543,5.822599321,1.299905543,0.824693815,0.0,26.15583337,2.9658800540000003,0.0,0.0,0.841280696,0.824693815,3.4245073040000005,0.0,0.824693815,13.649377774,11.737799084999999,0.0,27.231783206,84.837372688,0.841280696,0.0,11.775668035,1.299905543,1.299905543,0.0,0.0,0.0,0.0,0.0,0.0,2.599813489,0.841280696,0.0,0.824693815,0.824693815,2.490634748,0.0,3.3153621760000003,0.0,113.602198102,0.0,11.362084930999998,3.4410941850000003,1.649354052,0.824693815,0.0,2.47408148,37.24294837,5.964971811,0.0,0.0,51.151042675999996,0.841280696,7.471994799999999,0.841280696,4.265788000000001,44.369068717000005,1.649354052,3.3153621760000003,0.0,0.824693815,0.0,10.934360479,5.4233260229999996,3.3153621760000003,1.299905543,0.0,0.0,4.948123813,0.0,0.0,0.841280696,1.682563431,5.199690368,2.949259595,0.841280696,0.0,0.0,24.792789840999998,0.025115972,0.092469934,0.109484519,0.13942005000000002,0.00197471,0.11349453200000001,0.0,0.7295691049999999,0.0,0.157891858,0.0,0.0,2.7223795539999998,0.013323,0.00895826,0.01139697,0.286737624,0.037474092,0.034202172,0.0,2.0,2.0
51x51,0.628845904,4.486369573,30.478017959,4.793642736000001,0.0,44.794414269,1.9287514469999998,8.008192925,0.0,0.0,10.314983121000001,0.0,29.26539551,1.9287514469999998,0.0,0.0,4.206979178,1.9287514469999998,6.079413703,7.086246451999999,33.680956063000004,41.664742911,24.079905916999998,0.0,1.649354052,0.628845904,1.299905543,0.0,10.818060532,0.0,0.0,0.0,2.7112498990000002,7.113224725999999,0.0,0.628845904,1.886556084,0.824693815,0.824693815,1.257719583,0.628845904,0.628845904,4.053353208000001,0.0,0.0,22.63741608,0.628845904,5.254719888,0.628845904,9.0419522,0.0,0.0,0.0,7.086246451999999,0.0,0.628845904,1.299905543,7.700671368,1.299905543,0.824693815,1.257719583,29.48678919,4.640041867000001,3.773094139,0.0,0.0,3.3401363240000004,3.4245073040000005,0.0,7.113224725999999,16.156377244999998,8.372640763,0.0,26.39050251,92.76576343800001,28.9295371,1.257719583,18.055722494,1.9287514469999998,1.9287514469999998,0.0,5.659628451,1.257719583,0.0,0.0,0.0,2.599813489,0.628845904,0.0,1.4535397190000001,1.4535397190000001,4.164796561,0.0,3.7318010630000003,1.257719583,88.319328942,1.886556084,7.980130053,2.599813489,3.535910136,2.082413398,0.0,2.47408148,107.00071495,11.403738935,0.0,0.628845904,50.30976198,0.628845904,6.205843396,0.628845904,4.053353208000001,43.731753814,2.278199956,2.47408148,0.0,0.824693815,0.628845904,13.024891187,7.938768531999999,3.7318010630000003,2.557625126,0.0,0.0,4.948123813,0.0,0.628845904,0.0,0.628845904,8.972784507,2.949259595,1.257719583,0.0,0.0,26.466951654,0.025115972,0.07874777799999999,0.07223080200000001,0.135915746,0.00197471,0.062261497,0.0,0.6046471889999999,0.0,0.157891858,0.0,0.0,2.385975787,0.013323,0.037571239,0.020415403,0.286737624,0.037474092,0.025038984,0.0,2.0,2.0
52x52,0.0,3.883261708,28.20633886,6.762113821,0.0,40.358751262000006,6.407132695,8.880737277,1.294457406,0.0,5.954047104000001,0.0,36.56917776,0.0,0.0,0.841280696,4.626374889,0.841280696,6.745025205,11.196616976,32.38105052,35.962894334,23.451060013,0.0,1.649354052,0.0,0.841280696,1.294457406,2.47408148,0.0,0.0,0.0,3.3485648020000003,3.3485648020000003,0.0,0.0,0.0,4.2548632930000005,0.824693815,0.0,0.0,0.0,15.840128106999998,0.0,0.0,1.294457406,0.841280696,7.214762766,1.294457406,10.726021286,0.841280696,1.294457406,2.135738102,1.294457406,0.0,0.0,0.0,13.589175277,0.0,0.824693815,0.0,37.790854912,1.665974511,2.588888782,0.0,0.841280696,4.707955523,0.824693815,0.0,3.4135825970000004,9.738633753,11.726874378000002,0.0,27.231783206,86.109908341,30.616418055999997,0.0,13.070125441,0.0,0.0,0.0,2.588888782,1.294457406,0.0,0.0,0.0,1.294457406,3.4301694780000003,0.0,0.824693815,0.824693815,2.490634748,0.0,5.904250958,1.294457406,78.338158642,3.883261708,12.651068169999999,0.841280696,2.943811458,4.707955523,0.0,2.47408148,77.28292006000001,3.365158322,0.0,0.0,52.445500081999995,0.841280696,7.471994799999999,0.841280696,1.665974511,28.769377867,1.649354052,3.3153621760000003,0.0,0.824693815,0.0,10.934360479,4.12342048,3.3153621760000003,6.472226021,0.0,0.0,4.948123813,3.883261708,1.294457406,0.841280696,2.977020837,2.588888782,1.649354052,0.841280696,0.0,0.0,29.970535155999997,0.025115972,0.074051491,0.10394278600000001,0.171955568,0.00197471,0.10126595699999999,0.0,0.750297568,0.0,0.157891858,0.0,0.0,3.020262468,0.013323,0.00895826,0.01139697,0.286737624,0.037474092,0.034202172,0.0,2.0,2.0
53x53,0.628845904,5.769817792,31.767001198000003,7.382531518,0.0,43.49450872600001,4.512107612,9.297176164,1.294457406,0.0,5.104331291,0.0,34.40036297,0.628845904,0.0,0.0,4.201531041,0.628845904,7.373871109,12.241892364,32.38105052,40.364837367999996,24.079905916999998,0.0,1.649354052,0.628845904,0.0,1.294457406,5.618370164,0.0,0.0,0.0,2.7112498990000002,7.113224725999999,0.0,0.628845904,1.886556084,3.4135825970000004,0.824693815,1.257719583,0.628845904,0.628845904,13.103815689,0.0,0.0,23.931873486,0.628845904,7.84360867,1.92330331,16.802093432,0.0,1.294457406,1.294457406,3.1810134899999998,0.0,0.628845904,0.0,15.467247324,0.0,0.824693815,1.257719583,41.121810732,3.3401363240000004,6.361982921,0.0,0.0,7.223398032,0.824693815,0.0,9.702113508,12.245633223999999,8.361716056,0.0,26.39050251,94.038299091,58.70467446,1.257719583,19.3501799,0.628845904,0.628845904,0.0,8.248517233,2.5521769890000003,0.0,0.0,0.0,1.294457406,3.217734686,0.0,1.4535397190000001,1.4535397190000001,4.164796561,0.0,6.320689845,2.5521769890000003,53.055289482,5.769817792,9.269113292,0.0,4.830367541999999,5.965675106,0.0,2.47408148,147.04068664,8.803925446,0.0,0.628845904,51.604219386,0.628845904,6.205843396,0.628845904,1.4535397190000001,28.132062964,2.278199956,2.47408148,0.0,0.824693815,0.628845904,13.024891187,6.638862989,3.7318010630000003,7.729945604,0.0,0.0,4.948123813,3.883261708,1.92330331,0.0,1.92330331,6.361982921,1.649354052,1.257719583,0.0,0.0,31.644696968999998,0.025115972,0.060329335,0.066689069,0.16845126400000002,0.00197471,0.050032921999999994,0.0,0.625375652,0.0,0.157891858,0.0,0.0,2.683858701,0.013323,0.037571239,0.020415403,0.286737624,0.037474092,0.025038984,0.0,2.0,2.0
54x54,0.628845904,1.886556084,30.019393111999996,7.317513723,0.0,46.018379713,3.152716891,7.549568078,0.0,0.0,5.880600831000001,0.0,39.89986049,0.628845904,0.0,0.841280696,4.589637066,1.4701266,6.079413703,2.72783678,32.38105052,40.364837367999996,24.079905916999998,0.0,1.649354052,0.628845904,0.841280696,0.0,5.618370164,0.0,0.0,0.0,5.235120886000001,9.637095713,0.0,0.628845904,1.886556084,1.665974511,0.824693815,1.257719583,0.628845904,0.628845904,4.818698041,0.0,0.0,22.63741608,1.4701266,5.254719888,0.628845904,8.583327353,0.841280696,0.0,0.841280696,1.886556084,0.0,0.628845904,0.0,10.224542355,0.0,0.824693815,1.257719583,32.317157612,4.18141702,3.773094139,0.0,0.841280696,3.3401363240000004,0.824693815,0.0,7.113224725999999,12.180615429,9.137985596,0.0,27.231783206,98.50320517,29.770817796,1.257719583,20.579593481,0.628845904,0.628845904,0.0,5.659628451,1.257719583,0.0,0.0,0.0,0.0,1.4701266,0.0,1.4535397190000001,1.4535397190000001,5.006077257,0.0,4.573081759000001,1.257719583,52.085984492,1.886556084,15.093049846,0.841280696,3.535910136,2.082413398,0.0,2.47408148,100.04493772,12.169083768,0.0,0.628845904,51.151042675999996,1.4701266,8.729714383,1.4701266,2.294820415,30.655933950999998,2.278199956,3.3153621760000003,0.0,0.824693815,0.628845904,14.707454618,6.638862989,4.573081759000001,1.257719583,0.0,0.0,4.948123813,0.0,0.628845904,0.841280696,2.311409335,3.773094139,1.649354052,2.099000279,0.0,0.0,27.308232349999997,0.025115972,0.068245042,0.10394278600000001,0.187979358,0.00197471,0.08128468,0.0,0.6428979189999999,0.0,0.157891858,0.0,0.0,2.7732728259999995,0.013323,0.037571239,0.020415403,0.286737624,0.037474092,0.034202172,0.0,2.0,2.0
55x55,0.690985953,5.914519793,17.116270535,12.489582445,0.34548853,13.040290679,7.238303662,7.3720059550000006,0.0,0.0,12.29102812,0.0,20.624605694,1.299905543,0.0,0.0,8.336896465,1.990891496,0.824693815,10.447096965,1.299905543,34.364396004,4.948123813,0.34548853,7.792980952,3.660186053,3.232621485,3.109509606,8.019260378,0.34548853,1.0364793,0.0,41.347581674000004,11.945545767,1.932715942,1.932715942,0.34548853,4.69011005,0.824693815,0.0,0.690985953,17.3950088,6.739213608,0.34548853,0.0,5.182441277,0.0,1.932715942,1.727470111,30.575518238,0.0,0.0,0.0,5.545178898,0.0,21.25871045,13.585944516,6.613434638,1.299905543,0.824693815,0.0,20.266673672000003,3.50658972,21.60419898,0.0,4.210904765,3.7938890570000003,3.7699958340000004,0.0,2.206684177,7.536112103,12.518643348,0.0,36.054008077,42.092944949999996,6.909881914,0.0,8.151598891,12.345401471999999,1.299905543,0.34548853,2.764003339,0.0,1.0364793,0.34548853,0.0,3.290799442,1.932715942,1.0364793,1.515679768,0.824693815,13.935393025,1.0364793,25.257252727999997,8.42170474,149.128428252,5.79813837,5.36771564,6.950985476,3.0313444140000003,0.824693815,0.0,7.0304836680000005,62.87277967,9.57473933,2.278204472,0.0,51.000747933,1.0364793,11.782741482999999,0.34548853,3.7699958340000004,31.283430294,1.994842582,2.47408148,0.0,1.1701823450000002,0.690985953,14.50957867,7.496307907,12.763707358000001,11.794627668999999,0.34548853,4.210904765,5.639109766,2.623701895,4.901895535,0.690985953,4.901895535,7.272672252,7.505661783000001,8.076207317,0.0,0.0,3.9342034210000003,0.025115972,0.044039668,0.050372039,0.048260127,0.020359959,0.032209852,0.0,0.119185307,0.183308543,0.0,0.017878169,0.146909104,1.200717218,0.0,0.006120041,0.0039060930000000002,0.30552064900000003,0.028037602,0.005324667,0.0,2.0,2.0
56x56,0.690985953,7.1979680120000005,18.405253774000002,15.078471227,0.34548853,11.740385136,9.821659827000001,8.660989194,1.294457406,0.0,7.08037629,0.0,25.759573154,0.0,0.0,0.0,8.331448328,0.690985953,2.119151221,15.602742877,0.0,33.064490461,4.948123813,0.34548853,7.792980952,3.660186053,1.932715942,4.403967012,2.81957001,0.34548853,1.0364793,0.0,41.347581674000004,11.945545767,1.932715942,1.932715942,0.34548853,7.278998832000001,0.824693815,0.0,0.690985953,17.3950088,15.789676089,0.34548853,0.0,6.476898683,0.0,4.521604724,3.021927517,38.335659469999996,0.0,1.294457406,1.294457406,1.6399459360000002,0.0,21.25871045,12.286038973,14.380010594,0.0,0.824693815,0.0,31.901695214,2.206684177,24.193087762,0.0,4.210904765,7.677150765,1.1701823450000002,0.0,4.795572959,3.6253680820000005,12.507718640999999,0.0,36.054008077,43.365480602999995,36.685019274,0.0,9.446056297,11.045495929,0.0,0.34548853,5.352892121,1.294457406,1.0364793,0.34548853,0.0,1.985443359,4.521604724,1.0364793,1.515679768,0.824693815,13.935393025,1.0364793,27.84614151,9.716162145999999,113.864388792,9.681400078,6.656698879,4.351171987,4.325801820000001,4.707955523,0.0,7.0304836680000005,102.91275136,6.974925841,2.278204472,0.0,52.295205339,1.0364793,11.782741482999999,0.34548853,1.1701823450000002,15.683739444,1.994842582,2.47408148,0.0,1.1701823450000002,0.690985953,14.50957867,6.196402364,12.763707358000001,16.966948147,0.34548853,4.210904765,5.639109766,6.506963603,6.196352941000001,0.690985953,6.196352941000001,4.661870666,6.20575624,8.076207317,0.0,0.0,9.111948736,0.025115972,0.025621225,0.044830306,0.080795645,0.020359959,0.019981277,0.0,0.13991377,0.183308543,0.0,0.017878169,0.146909104,1.498600132,0.0,0.006120041,0.0039060930000000002,0.30552064900000003,0.028037602,0.005324667,0.0,2.0,2.0
57x57,0.690985953,3.314706304,16.657645688,15.013453432,0.34548853,14.264256123000001,8.462269106,6.913381108,0.0,0.0,7.85664583,0.0,31.259070674,0.0,0.0,0.841280696,8.719554353,1.5322666489999999,0.824693815,6.0886872930000004,0.0,33.064490461,4.948123813,0.34548853,7.792980952,3.660186053,2.773996638,3.109509606,2.81957001,0.34548853,1.0364793,0.0,43.871452661000006,14.469416754000001,1.932715942,1.932715942,0.34548853,5.5313907460000005,0.824693815,0.0,0.690985953,17.3950088,7.504558441,0.34548853,0.0,5.182441277,0.841280696,1.932715942,1.727470111,30.116893390999998,0.841280696,0.0,0.841280696,0.34548853,0.0,21.25871045,12.286038973,9.137305625,0.0,0.824693815,0.0,23.097042094000003,3.047964873,21.60419898,0.0,5.0521854610000005,3.7938890570000003,1.1701823450000002,0.0,2.206684177,3.5603502870000003,13.283988180999998,0.0,36.895288773,47.830386682,7.75116261,0.0,10.675469878000001,11.045495929,0.0,0.34548853,2.764003339,0.0,1.0364793,0.34548853,0.0,0.690985953,2.773996638,1.0364793,1.515679768,0.824693815,14.776673721,1.0364793,26.098533423999996,8.42170474,112.895083802,5.79813837,12.480635433,5.192452683,3.0313444140000003,0.824693815,0.0,7.0304836680000005,55.91700244,10.340084163,2.278204472,0.0,51.842028629,1.877759996,14.30661247,1.186769226,2.0114630410000003,18.207610431,1.994842582,3.3153621760000003,0.0,1.1701823450000002,0.690985953,16.192142100999998,6.196402364,13.604988054000001,10.494722126,0.34548853,4.210904765,5.639109766,2.623701895,4.901895535,1.5322666489999999,6.584458966000001,2.072981884,6.20575624,8.917488013,0.0,0.0,4.775484117,0.025115972,0.033536932,0.082084023,0.100323739,0.020359959,0.051233035,0.0,0.157436037,0.183308543,0.0,0.017878169,0.146909104,1.588014257,0.0,0.006120041,0.0039060930000000002,0.30552064900000003,0.028037602,0.014487855,0.0,2.0,2.0
58x58,1.319831857,5.201262388,20.218308026000003,15.633871129,0.34548853,17.400013587,6.567244023000001,7.329819995,0.0,0.0,7.006930017,0.0,29.090255884,0.628845904,0.0,0.0,8.294710505000001,1.319831857,1.4535397190000001,7.133962681,0.0,37.466433495,5.576969717,0.34548853,7.792980952,4.289031957,1.932715942,3.109509606,5.963858694000001,0.34548853,1.0364793,0.0,43.234137758,18.234076678,1.932715942,2.561561846,2.232044614,4.69011005,0.824693815,1.257719583,1.319831857,18.023854703999998,4.7682460230000006,0.34548853,0.0,27.819857357,0.628845904,2.561561846,2.356316015,36.192965537,0.0,0.0,0.0,2.232044614,0.0,21.887556353999997,12.286038973,11.015377672,0.0,0.824693815,1.257719583,26.427997914000002,4.722126686,25.377293119,0.0,4.210904765,6.309331566000001,1.1701823450000002,0.0,8.495215088,6.067349758,9.918829858999999,0.0,36.054008077,55.758777432,35.839419014,1.257719583,16.955524337,11.674341833,0.628845904,0.34548853,8.42363179,1.257719583,1.0364793,0.34548853,0.0,0.690985953,2.561561846,1.0364793,2.144525672,1.4535397190000001,16.450835534,1.0364793,26.514972310999998,9.679424323,87.612214642,7.684694454000001,9.098680555000001,4.351171987,4.917900498,2.082413398,0.0,7.0304836680000005,125.67476901999999,15.778851286999998,2.278204472,0.628845904,51.000747933,1.6653252040000002,13.040461065999999,0.974334434,1.799028249,17.570295528,2.623688486,2.47408148,0.0,1.1701823450000002,1.319831857,18.282672809,8.711844873,14.021426941000001,11.752441709,0.34548853,4.210904765,5.639109766,2.623701895,5.530741439000001,0.690985953,5.530741439000001,5.846076023,6.20575624,9.3339269,0.0,0.0,6.449645930000001,0.025115972,0.019814776,0.044830306,0.09681943500000001,0.020359959,0.0,0.0,0.032514121,0.183308543,0.0,0.017878169,0.146909104,1.25161049,0.0,0.03473302,0.012924525999999999,0.30552064900000003,0.028037602,0.005324667,0.0,2.0,2.0
59x59,0.0,8.415791139,5.538148377000001,11.968961621,0.0,4.0573153,9.048583486,8.578904375,1.294457406,0.0,10.388429394000001,0.0,27.867428722,1.299905543,0.0,0.0,6.176432943000001,1.299905543,2.119151221,19.420442883,1.299905543,32.636925893,4.948123813,0.0,7.447492422,1.932715942,3.232621485,1.294457406,7.6737718479999995,0.0,0.0,0.0,37.547153235,4.69011005,1.932715942,1.932715942,0.0,7.278998832000001,0.824693815,0.0,0.0,17.3950088,17.007499216,0.0,0.0,1.294457406,0.0,4.521604724,1.294457406,28.579654933,0.0,1.294457406,1.294457406,6.494147774,0.0,21.25871045,12.894958563,12.998020232,1.299905543,0.824693815,0.0,23.016728692,2.124599358,23.847599232,0.0,3.865416235,6.6406714650000005,3.4245073040000005,0.0,3.4135825970000004,9.088521585,10.961529545,0.0,36.054008077,26.798475421,29.77513736,0.0,3.227173348,10.96341111,1.299905543,0.0,2.588888782,1.294457406,0.0,0.0,0.0,3.894270895,4.521604724,0.0,0.824693815,0.824693815,13.244407072,0.0,24.391220582,9.025176193,174.48310204199998,9.681400078,5.538148377000001,4.532529431,2.943811458,4.707955523,0.0,6.339497715,84.23869729,6.465229724,1.932715942,0.0,51.604219386,0.0,10.746262182999999,0.0,3.4245073040000005,29.901439932000002,1.649354052,2.47408148,0.0,0.824693815,0.0,0.0,5.4233260229999996,8.27221985,15.502850351,0.0,3.865416235,4.948123813,5.81597765,5.159873641,0.0,5.159873641,7.78857915,6.8146758300000005,7.730718787,0.0,0.0,6.00243913,0.025115972,0.069660893,0.037102936,0.060045383,0.020359959,0.052191128999999996,0.0,0.259099077,0.183308543,0.0,0.017878169,0.146909104,1.884464151,0.0,0.006120041,0.0039060930000000002,0.286737624,0.028037602,0.005324667,0.0,2.0,2.0
60x60,0.0,4.532529431,3.790540291,11.903943826,0.0,6.5811862869999995,7.689192765,6.831296289000001,0.0,0.0,11.164698934,0.0,33.366926242,1.299905543,0.0,0.841280696,6.564538968000001,2.141186239,0.824693815,9.906387299,1.299905543,32.636925893,4.948123813,0.0,7.447492422,1.932715942,4.073902181,0.0,7.6737718479999995,0.0,0.0,0.0,40.071024222000005,7.213981037,1.932715942,1.932715942,0.0,5.5313907460000005,0.824693815,0.0,0.0,17.3950088,8.722381568,0.0,0.0,0.0,0.841280696,1.932715942,0.0,20.360888854,0.841280696,0.0,0.841280696,5.199690368,0.0,21.25871045,12.894958563,7.755315263,1.299905543,0.824693815,0.0,14.212075572,2.9658800540000003,21.25871045,0.0,4.706696931,2.757409757,3.4245073040000005,0.0,0.824693815,9.02350379,11.737799084999999,0.0,36.895288773,31.263381499999998,0.841280696,0.0,4.456586929,10.96341111,1.299905543,0.0,0.0,0.0,0.0,0.0,0.0,2.599813489,2.773996638,0.0,0.824693815,0.824693815,14.085687768,0.0,22.643612495999996,7.730718787,173.513797052,5.79813837,11.362084930999998,5.3738101270000005,1.649354052,0.824693815,0.0,6.339497715,37.24294837,9.830388046,1.932715942,0.0,51.151042675999996,0.841280696,13.27013317,0.841280696,4.265788000000001,32.425310919000005,1.649354052,3.3153621760000003,0.0,0.824693815,0.0,1.682563431,5.4233260229999996,9.113500546000001,9.03062433,0.0,3.865416235,4.948123813,1.932715942,3.865416235,0.841280696,5.547979666,5.199690368,6.8146758300000005,8.571999482999999,0.0,0.0,1.665974511,0.025115972,0.0775766,0.074356653,0.079573477,0.020359959,0.083442887,0.0,0.276621344,0.183308543,0.0,0.017878169,0.146909104,1.973878276,0.0,0.006120041,0.0039060930000000002,0.286737624,0.028037602,0.014487855,0.0,2.0,2.0
61x61,0.628845904,6.419085515000001,7.351202629,12.524361523,0.0,9.716943750999999,5.794167682,7.247735176000001,0.0,0.0,10.314983121000001,0.0,31.198111452,1.9287514469999998,0.0,0.0,6.139695120000001,1.9287514469999998,1.4535397190000001,10.951662687,1.299905543,37.038868926999996,5.576969717,0.0,7.447492422,2.561561846,3.232621485,0.0,10.818060532,0.0,0.0,0.0,39.433709319,10.978640961,1.932715942,2.561561846,1.886556084,4.69011005,0.824693815,1.257719583,0.628845904,18.023854703999998,5.9860691500000005,0.0,0.0,22.63741608,0.628845904,2.561561846,0.628845904,26.436961,0.0,0.0,0.0,7.086246451999999,0.0,21.887556353999997,12.894958563,9.63338731,1.299905543,0.824693815,1.257719583,17.543031392000003,4.640041867000001,25.031804589,0.0,3.865416235,5.272852266,3.4245073040000005,0.0,7.113224725999999,11.530503261,8.372640763,0.0,36.054008077,39.19177225,28.9295371,1.257719583,10.736641387999999,11.592257014,1.9287514469999998,0.0,5.659628451,1.257719583,0.0,0.0,0.0,2.599813489,2.561561846,0.0,1.4535397190000001,1.4535397190000001,15.759849581,0.0,23.060051382999998,8.98843837,148.230927892,7.684694454000001,7.980130053,4.532529431,3.535910136,2.082413398,0.0,6.339497715,107.00071495,15.26915517,1.932715942,0.628845904,50.30976198,0.628845904,12.003981765999999,0.628845904,4.053353208000001,31.787996016,2.278199956,2.47408148,0.0,0.824693815,0.628845904,3.773094139,7.938768531999999,9.529939433000001,10.288343913,0.0,3.865416235,4.948123813,1.932715942,4.494262139,0.0,4.494262139,8.972784507,6.8146758300000005,8.98843837,0.0,0.0,3.3401363240000004,0.025115972,0.063854444,0.037102936,0.076069173,0.020359959,0.032209852,0.0,0.151699428,0.183308543,0.0,0.017878169,0.146909104,1.637474509,0.0,0.03473302,0.012924525999999999,0.286737624,0.028037602,0.005324667,0.0,2.0,2.0
62x62,0.0,5.81597765,5.07952353,14.492832608,0.0,5.281280744,10.272548930000001,8.120279528000001,1.294457406,0.0,5.954047104000001,0.0,38.501893702000004,0.0,0.0,0.841280696,6.559090831000001,0.841280696,2.119151221,15.062033211,0.0,31.33702035,4.948123813,0.0,7.447492422,1.932715942,2.773996638,1.294457406,2.47408148,0.0,0.0,0.0,40.071024222000005,7.213981037,1.932715942,1.932715942,0.0,8.120279528000001,0.824693815,0.0,0.0,17.3950088,17.772844049,0.0,0.0,1.294457406,0.841280696,4.521604724,1.294457406,28.121030085999998,0.841280696,1.294457406,2.135738102,1.294457406,0.0,21.25871045,11.59505302,15.521891219,0.0,0.824693815,0.0,25.847097114,1.665974511,23.847599232,0.0,4.706696931,6.6406714650000005,0.824693815,0.0,3.4135825970000004,5.112759769,11.726874378000002,0.0,36.895288773,32.535917153,30.616418055999997,0.0,5.751044335,9.663505567,0.0,0.0,2.588888782,1.294457406,0.0,0.0,0.0,1.294457406,5.3628854200000005,0.0,0.824693815,0.824693815,14.085687768,0.0,25.232501277999997,9.025176193,138.249757592,9.681400078,12.651068169999999,2.773996638,2.943811458,4.707955523,0.0,6.339497715,77.28292006000001,7.230574557000001,1.932715942,0.0,52.445500081999995,0.841280696,13.27013317,0.841280696,1.665974511,16.825620069,1.649354052,3.3153621760000003,0.0,0.824693815,0.0,1.682563431,4.12342048,9.113500546000001,14.202944808,0.0,3.865416235,4.948123813,5.81597765,5.159873641,0.841280696,6.842437072,2.588888782,5.514770287,8.571999482999999,0.0,0.0,6.843719826,0.025115972,0.059158157,0.06881492,0.112108995,0.020359959,0.071214312,0.0,0.297349807,0.183308543,0.0,0.017878169,0.146909104,2.27176119,0.0,0.006120041,0.0039060930000000002,0.286737624,0.028037602,0.014487855,0.0,2.0,2.0
63x63,0.628845904,7.702533733999999,8.640185868,15.113250305000001,0.0,8.417038208,8.377523847,8.536718415000001,1.294457406,0.0,5.104331291,0.0,36.333078912000005,0.628845904,0.0,0.0,6.134246983000001,0.628845904,2.747997125,16.107308599,0.0,35.738963384,5.576969717,0.0,7.447492422,2.561561846,1.932715942,1.294457406,5.618370164,0.0,0.0,0.0,39.433709319,10.978640961,1.932715942,2.561561846,1.886556084,7.278998832000001,0.824693815,1.257719583,0.628845904,18.023854703999998,15.036531630999999,0.0,0.0,23.931873486,0.628845904,5.150450628000001,1.92330331,34.197102232,0.0,1.294457406,1.294457406,3.1810134899999998,0.0,21.887556353999997,11.59505302,17.399963266,0.0,0.824693815,1.257719583,29.178052934,3.3401363240000004,27.620693371,0.0,3.865416235,9.156113974,0.824693815,0.0,9.702113508,7.6197592400000005,8.361716056,0.0,36.054008077,40.464307903000005,58.70467446,1.257719583,12.031098793999998,10.292351471,0.628845904,0.0,8.248517233,2.5521769890000003,0.0,0.0,0.0,1.294457406,5.150450628000001,0.0,1.4535397190000001,1.4535397190000001,15.759849581,0.0,25.648940165,10.282895776,112.966888432,11.567956162,9.269113292,1.932715942,4.830367541999999,5.965675106,0.0,6.339497715,147.04068664,12.669341680999999,1.932715942,0.628845904,51.604219386,0.628845904,12.003981765999999,0.628845904,1.4535397190000001,16.188305166,2.278199956,2.47408148,0.0,0.824693815,0.628845904,3.773094139,6.638862989,9.529939433000001,15.460664391,0.0,3.865416235,4.948123813,5.81597765,5.788719545,0.0,5.788719545,6.361982921,5.514770287,8.98843837,0.0,0.0,8.517881639,0.025115972,0.045436001000000004,0.031561203,0.108604691,0.020359959,0.019981277,0.0,0.172427891,0.183308543,0.0,0.017878169,0.146909104,1.935357423,0.0,0.03473302,0.012924525999999999,0.286737624,0.028037602,0.005324667,0.0,2.0,2.0
