coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Inhibitory,Ependymal,permutationTracker
45x45,0.274911387,6.7749544760000004,7.930728216,4.997539126,1.237072195,43.698265026,7.599651741000001,20.611293578,0.0,0.41237493,21.921832838999997,4.142076365,0.0,1.146315934,0.137454413,0.41237493,9.077118118,1.237072195,7.422480225,19.911038381,37.196222087,11.082732827000001,0.41237493,0.274911387,1.558677021,2.70491006,1.421236451,13.679345406000001,6.61622491,0.137454413,0.5498155,0.137454413,13.526075253,14.145846061,0.0,0.137454413,12.547963834,11.264105314,3.408200531,0.5498155,0.274911387,0.137454413,2.155112285,1.421236451,0.274911387,1.649476062,4.722606094,7.19940255,5.960973814,15.774636842,0.0,0.274911387,1.008861521,12.394369107,3.070683949,0.137454413,2.430032802,13.021976088,13.549345441,1.512002111,2.017657872,11.702033085,8.784788276,7.869307196,2.017657872,0.0,1.421236451,0.41237493,0.0,0.274911387,19.781375457,4.307787824,0.41237493,0.687252188,171.405788328,0.0,0.5498155,12.198295941,13.204888148,8.070683217,0.0,1.099616611,5.69825584,0.0,0.5498155,0.41237493,0.96218522,1.558677021,0.0,0.41237493,0.137454413,12.027744444,0.0,12.027357186,3.576336792,0.0,5.532610812000001,23.668993873999998,0.5498155,9.386598336,0.137454413,1.146315934,0.687252188,0.137454413,3.298926303,6.362579546,0.0,13.938773112,6.362579546,10.854398892,0.41237493,1.283772908,1.099616611,0.5498155,24.499824896,0.137454413,0.137454413,0.5498155,1.099616611,10.786624553,8.892968647,9.79897243,0.0,0.41237493,0.0,6.113101983,0.824735831,0.0,0.274911387,2.199263417,13.91034314,2.474161474,1.146315934,0.274911387,13.922505344000001,0.036401422,0.29441000900000003,0.05988214,0.107153017,0.0,0.283094101,0.0,3.0015869,0.014445687,0.0,0.15127212600000003,0.0,2.919167519,0.0,0.157036091,0.016809277,0.569209505,0.01458795,0.09161799500000001,0.018258397,2.0,2.0,"[[0, 3], [0, 1]]"
46x46,0.38640463,6.7489841760000004,5.817017381,7.126641415,0.38640463,52.691723116,6.7489841760000004,29.059621895,0.0,0.772801049,22.108277298999997,4.004621952,0.0,1.395266151,1.545599049,0.38640463,9.530747848,1.932040737,3.091287509,20.245537991,41.763025027,8.917040116,1.159235441,0.38640463,1.395266151,3.563256921,1.78166257,14.924133955,8.255113939000001,0.38640463,0.38640463,0.0,14.718917775000001,15.27907018,0.0,0.0,12.158683292,10.799834168,2.995825601,0.38640463,0.38640463,0.0,2.790458921,1.008861521,0.0,0.38640463,4.4217585360000005,7.834749186,6.347378444,15.284396221,0.38640463,0.772801049,1.008861521,11.603246345999999,1.395266151,1.159235441,2.404062502,14.575270230000001,13.497410659,0.38640463,3.176893313,9.027859618,8.224425778,7.3012049800000005,2.017657872,1.159235441,1.008861521,0.38640463,0.0,0.38640463,18.370366843,3.713706154,0.38640463,0.38640463,141.66032943800002,0.0,0.0,11.054388259,12.929976761,8.457087846999999,0.38640463,0.772801049,5.078251589,0.38640463,0.772801049,0.0,2.704844633,1.395266151,0.0,1.159235441,0.0,12.611158273,0.0,13.443183278,3.799322341,0.0,6.528394361,21.64076312,1.159235441,7.908178595,0.772801049,1.008861521,2.318409668,0.38640463,4.636895712,7.135380595,0.0,14.711574161,6.7489841760000004,11.857885937999999,0.38640463,1.395266151,0.772801049,0.0,24.473854596000002,0.38640463,0.0,0.0,0.772801049,8.877557429,11.613068102,9.067424179,0.0,1.159235441,0.0,12.355289728999999,0.38640463,0.772801049,0.0,1.932040737,12.268554073999999,0.38640463,1.008861521,0.0,10.226651603,0.036401422,0.185512586,0.03650432,0.11897919,0.0,0.18816476699999998,0.0,2.209276111,0.014445687,0.0,0.20095238200000004,0.0,1.93631128,0.0,0.14223555799999998,0.057299490999999994,0.698646476,0.199565166,0.06999470099999999,0.035229704,2.0,2.0,"[[0, 3], [0, 2]]"
47x47,0.0,6.362579546,5.895572597,5.7380673380000005,0.851356265,55.920545706,7.213935811,19.786557747,2.55410292,0.0,20.955325799,4.855978217,0.0,1.008861521,0.851356265,0.0,8.607202248,3.405447195,11.0670191,19.937658815,46.532023257,10.776888262,0.851356265,0.0,1.008861521,2.017657872,1.860217786,12.992093218,8.26140435,0.0,1.702713432,0.0,12.865429407,14.584827396,0.0,0.0,10.619361944000001,13.432480314,2.995825601,0.851356265,0.0,1.702713432,2.017657872,1.008861521,0.0,2.55410292,4.035353906,7.061948137,5.960973814,16.6792637,0.851356265,0.0,1.008861521,14.314429695,1.860217786,0.0,2.017657872,13.65172463,15.27871253,0.851356265,2.8690141369999997,11.666857717,5.676647223,6.685508744,2.017657872,2.55410292,1.860217786,1.702713432,0.851356265,0.0,18.84162544,1.860217786,0.0,0.0,178.927506328,0.0,1.702713432,12.606326024,13.781333026,8.922039481999999,0.0,4.256782398,3.689677512,0.0,0.851356265,1.702713432,1.702713432,1.008861521,0.0,0.0,0.851356265,11.065559224,1.702713432,10.816891023,3.026521292,0.0,5.834151577,24.351946468999998,0.0,8.065292978,0.0,1.860217786,1.702713432,0.0,2.55410292,6.362579546,0.0,13.938773112,6.362579546,10.934340338,0.0,1.008861521,0.0,0.0,24.087449966,0.0,0.0,1.702713432,0.0,11.824365989,14.4099489,8.065292978,0.0,0.851356265,0.0,8.418932566999999,0.851356265,0.0,0.0,1.702713432,15.444667646,2.55410292,1.860217786,2.55410292,13.173460163,0.036401422,0.245047878,0.03650432,0.120858523,0.0,0.253188431,0.0,2.6503486450000002,0.014445687,0.0,0.18062280500000003,0.0,2.52560976,0.0,0.149771673,0.018414314,0.569209505,0.01458795,0.06761872,0.018258397,2.0,2.0,"[[0, 3], [0, 3]]"
48x48,0.0,6.362579546,5.971963172000001,5.890839674,1.855485768,54.799081766,9.145872748,20.714304587,0.0,0.92774684,25.97633956,4.004621952,0.92774684,1.008861521,0.0,0.0,9.76417413,1.855485768,7.422092365,19.08630255,49.117885817,7.371441067,0.0,0.92774684,1.008861521,2.017657872,1.936608361,12.992093218,4.004621952,0.0,0.0,0.92774684,12.014073142,13.733471131,0.0,0.0,10.073654348,10.954779959,3.923572441,0.0,0.0,2.783293202,2.017657872,1.008861521,0.0,0.0,5.890839674,7.989694977,5.960973814,14.12516078,0.0,1.855485768,1.008861521,10.985394136999998,1.008861521,0.0,2.017657872,12.02536855,13.65235645,0.0,2.017657872,12.354371983,6.757226993,4.982795312,2.017657872,0.92774684,1.008861521,0.92774684,0.92774684,0.0,21.155563496,6.575453018,0.0,0.0,170.819285358,0.0,0.0,12.060618428,12.929976761,8.070683217,0.92774684,0.92774684,5.6980388820000005,0.92774684,0.92774684,0.0,5.566591497,1.936608361,0.0,1.855485768,0.0,11.065559224,0.0,10.893281598,3.954268132,0.0,4.982795312,26.589445536,0.0,9.145872748,0.0,1.008861521,1.855485768,0.0,1.855485768,6.362579546,0.0,13.938773112,6.362579546,9.307984258,0.0,1.008861521,0.92774684,0.92774684,24.087449966,0.0,0.0,0.0,0.92774684,15.218179362,10.610807829,7.290326386,0.0,0.0,0.0,5.941232212,0.0,0.0,0.0,2.783293202,11.264260176999999,4.638842963,1.008861521,0.0,13.784671911,0.036401422,0.276582058,0.070695906,0.124215966,0.0,0.27474062099999996,0.0,2.8138762799999997,0.014445687,0.0,0.15278751500000004,0.0,2.530531807,0.0,0.12344349399999999,0.016809277,0.569209505,0.037609542,0.11208409999999999,0.018258397,2.0,2.0,"[[0, 3], [0, 4]]"
49x49,0.6613160170000001,0.79877956,8.703529265,8.088826635,1.623476825,66.905415016,1.623476825,17.159748116,0.0,1.185175979,14.606957127000001,4.142076365,0.0,1.532720564,1.683053462,0.79877956,12.554766638,3.169112932,10.513767734,1.9839712720000002,65.225226501,6.26575233,1.571610371,0.6613160170000001,1.9450816510000002,4.250509109,2.1940375,15.611386143,10.866716897,0.5238590430000001,0.93622013,0.137454413,16.230919886,2.9668355,0.0,0.137454413,11.981488034,12.036906363,3.408200531,0.93622013,0.6613160170000001,0.137454413,2.927913334,1.421236451,0.274911387,2.035880692,5.109010724,7.972203599,6.347378444,16.933872283,0.38640463,1.047712436,1.008861521,13.939968155999999,3.457088579,1.296689854,2.816437432,16.499624608,1.59753688,1.898406741,3.176893313,16.725270751,13.035280263,10.187716864,2.017657872,1.159235441,1.421236451,0.79877956,0.0,0.6613160170000001,11.693661559,7.0126324570000005,0.79877956,1.073656818,90.67468263800001,0.0,0.5498155,8.540561028,13.204888148,8.457087846999999,0.38640463,1.87241766,8.789543348999999,0.38640463,1.3226165490000001,0.41237493,3.667029853,1.9450816510000002,0.0,1.571610371,0.137454413,13.573343493,0.0,15.505005705999999,4.349137841,0.0,7.078209861,6.1282903730000005,1.709050941,4.569617839,0.9102554620000001,1.146315934,3.005661856,0.5238590430000001,7.935822015,0.772801049,0.0,14.711574161,0.38640463,7.969467866,0.79877956,1.670177538,1.87241766,0.5498155,24.886229526,0.5238590430000001,0.137454413,0.5498155,1.87241766,14.650696609999999,15.461820417,6.141237517,0.0,1.571610371,0.0,13.45490634,1.211140461,0.772801049,0.274911387,4.131304154,9.479804331,2.860566104,1.146315934,0.274911387,11.423997855,0.036401422,0.200808585,0.05988214,0.134523569,0.0,0.18156197,0.0,1.9548068669999998,0.014445687,0.0,0.19062351300000002,0.0,2.074575103,0.0,0.154841049,0.057299490999999994,0.690708055,0.199565166,0.07013519800000001,0.035229704,2.0,2.0,"[[0, 3], [1, 2]]"
50x50,0.274911387,0.41237493,8.782084481,6.700252558000001,2.0884284600000003,70.134237606,2.0884284600000003,7.886683968,2.55410292,0.41237493,13.454005627,4.99343263,0.0,1.146315934,0.9888106779999999,0.41237493,11.631221038,4.64251939,18.489499325,1.676092096,69.994224731,8.125600475999999,1.2637311949999999,0.274911387,1.558677021,2.70491006,2.272592716,13.679345406000001,10.873007308,0.137454413,2.2525289319999997,0.137454413,14.377431518,2.272592716,0.0,0.137454413,10.442166686,14.669552508999999,3.408200531,1.401171765,0.274911387,1.8401678449999999,2.155112285,1.421236451,0.274911387,4.203578982,4.722606094,7.19940255,5.960973814,18.328739761999998,0.851356265,0.274911387,1.008861521,16.651151505,3.922040214,0.137454413,2.430032802,15.576079008,3.378838751,2.363358376,2.8690141369999997,19.364268850000002,10.487501708,9.572020628,2.017657872,2.55410292,2.272592716,2.115088362,0.851356265,0.274911387,12.164920156,5.159144089,0.41237493,0.687252188,127.94185952800001,0.0,2.2525289319999997,10.092498793,14.056244413,8.922039481999999,0.0,5.356399009,7.400969271999999,0.0,1.401171765,2.115088362,2.6648986519999998,1.558677021,0.0,0.41237493,0.9888106779999999,12.027744444,1.702713432,12.878713451,3.576336792,0.0,6.383967077,8.839473722000001,0.5498155,4.726732222,0.137454413,1.997672199,2.38996562,0.137454413,5.853029223,0.0,0.0,13.938773112,0.0,7.045922266,0.41237493,1.283772908,1.099616611,0.5498155,24.499824896,0.137454413,0.137454413,2.2525289319999997,1.099616611,17.597505169999998,18.258701215000002,5.1391063159999995,0.0,1.2637311949999999,0.0,9.518549178,1.676092096,0.0,0.274911387,3.901976849,12.655917902999999,5.028264394000001,1.997672199,2.829014307,14.370806415,0.036401422,0.260343877,0.05988214,0.136402902,0.0,0.246585634,0.0,2.395879401,0.014445687,0.0,0.170293936,0.0,2.663873583,0.0,0.16237716400000002,0.018414314,0.561271084,0.01458795,0.06775921700000001,0.018258397,2.0,2.0,"[[0, 3], [1, 3]]"
51x51,0.274911387,0.41237493,8.858475056,6.853024894000001,3.092557963,69.012773666,4.020365397,8.814430808,0.0,1.3401217699999999,18.475019388,4.142076365,0.92774684,1.146315934,0.137454413,0.41237493,12.78819292,3.092557963,14.84457259,0.824735831,72.580087291,4.720153281,0.41237493,1.202658227,1.558677021,2.70491006,2.3489832909999997,13.679345406000001,6.61622491,0.137454413,0.5498155,1.065201253,13.526075253,1.421236451,0.0,0.137454413,9.89645909,12.191852154,4.335947371,0.5498155,0.274911387,2.920747615,2.155112285,1.421236451,0.274911387,1.649476062,6.578091862,8.12714939,5.960973814,15.774636842,0.0,2.1303971550000003,1.008861521,13.322115946999999,3.070683949,0.137454413,2.430032802,13.949722928,1.752482671,1.512002111,2.017657872,20.051783116,11.568081478,7.869307196,2.017657872,0.92774684,1.421236451,1.3401217699999999,0.92774684,0.274911387,14.478858212,9.874379321,0.41237493,0.687252188,119.833638558,0.0,0.5498155,9.546791197000001,13.204888148,8.070683217,0.92774684,2.0273634510000003,9.409330642,0.92774684,1.47756234,0.41237493,6.528776717,2.486423861,0.0,2.2678606980000002,0.137454413,12.027744444,0.0,12.955104025999999,4.504083632,0.0,5.532610812000001,11.076972789000001,0.5498155,5.807311992,0.137454413,1.146315934,2.542737956,0.137454413,5.154412071,0.0,0.0,13.938773112,0.0,5.419566186,0.41237493,1.283772908,2.0273634510000003,1.47756234,24.499824896,0.137454413,0.137454413,0.5498155,2.0273634510000003,20.991318543,14.459560144000001,4.364139724,0.0,0.41237493,0.0,7.040848823,0.824735831,0.0,0.274911387,4.982556619,8.475510434,7.113004437000001,1.146315934,0.274911387,14.982018163,0.036401422,0.291878057,0.094073726,0.139760345,0.0,0.26813782399999997,0.0,2.5594070359999996,0.014445687,0.0,0.14245864600000002,0.0,2.66879563,0.0,0.136048985,0.016809277,0.561271084,0.037609542,0.11222459700000001,0.018258397,2.0,2.0,"[[0, 3], [1, 4]]"
52x52,0.38640463,0.38640463,6.668373646,8.829354847,1.237760895,79.12769569599999,1.237760895,16.335012284999998,2.55410292,0.772801049,13.640450087,4.855978217,0.0,1.395266151,2.396955314,0.38640463,12.084850768,5.337487932,14.158306609,2.010591706,74.561027671,5.959907765,2.010591706,0.38640463,1.395266151,3.563256921,2.6330188349999997,14.924133955,12.511896337000001,0.38640463,2.089118062,0.0,15.570274040000001,3.4058168349999995,0.0,0.0,10.052886144,14.205281363000001,2.995825601,1.237760895,0.38640463,1.702713432,2.790458921,1.008861521,0.0,2.94050755,4.4217585360000005,7.834749186,6.347378444,17.838499141,1.237760895,0.772801049,1.008861521,15.860028744,2.246622416,1.159235441,2.404062502,17.12937315,3.326903969,1.237760895,4.028249578,16.690095383,9.92713921,9.003918412,2.017657872,3.713338361,1.860217786,2.089118062,0.851356265,0.38640463,10.753911542,4.565062419,0.38640463,0.38640463,98.196400638,0.0,1.702713432,8.948591111,13.781333026,9.308444111999998,0.38640463,5.029583447,6.780965021,0.38640463,1.624157314,1.702713432,4.407558065,1.395266151,0.0,1.159235441,0.851356265,12.611158273,1.702713432,14.294539542999999,3.799322341,0.0,7.379750626,6.811242968,1.159235441,3.248312481,0.772801049,1.860217786,4.0211231000000005,0.38640463,7.190998632,0.772801049,0.0,14.711574161,0.38640463,8.049409312,0.38640463,1.395266151,0.772801049,0.0,24.473854596000002,0.38640463,0.0,1.702713432,0.772801049,15.688438045999998,20.97880067,4.407558065,0.0,2.010591706,0.0,15.760736924,1.237760895,0.772801049,0.0,3.634754169,11.014128837,2.94050755,1.860217786,2.55410292,10.674952674,0.036401422,0.151446454,0.03650432,0.148229075,0.0,0.1516563,0.0,1.6035686120000001,0.014445687,0.0,0.219974192,0.0,1.6810173439999998,0.0,0.147576631,0.05890452799999999,0.690708055,0.199565166,0.046135923,0.035229704,2.0,2.0,"[[0, 3], [2, 3]]"
53x53,0.38640463,0.38640463,6.7447642210000005,8.982127183,2.2418903980000002,78.006231756,3.1696978319999998,17.262759125,0.0,1.700547889,18.661463847999997,4.004621952,0.92774684,1.395266151,1.545599049,0.38640463,13.241822650000001,3.7875265049999998,10.513379874,1.159235441,77.146890231,2.55446057,1.159235441,1.31415147,1.395266151,3.563256921,2.70940941,14.924133955,8.255113939000001,0.38640463,0.38640463,0.92774684,14.718917775000001,2.55446057,0.0,0.0,9.507178548,11.727581008,3.923572441,0.38640463,0.38640463,2.783293202,2.790458921,1.008861521,0.0,0.38640463,6.277244304000001,8.762496025999999,6.347378444,15.284396221,0.38640463,2.628286817,1.008861521,12.530993185999998,1.395266151,1.159235441,2.404062502,15.50301707,1.700547889,0.38640463,3.176893313,17.377609649,11.00771898,7.3012049800000005,2.017657872,2.086982281,1.008861521,1.31415147,0.92774684,0.38640463,13.067849598,9.280297651,0.38640463,0.38640463,90.08817966800001,0.0,0.0,8.402883515000001,12.929976761,8.457087846999999,1.31415147,1.700547889,8.789326391,1.31415147,1.700547889,0.0,8.27143613,2.3230129909999997,0.0,3.014721209,0.0,12.611158273,0.0,14.370930117999999,4.727069181,0.0,6.528394361,9.048742035,1.159235441,4.328892251,0.772801049,1.008861521,4.1738954360000005,0.38640463,6.492381480000001,0.772801049,0.0,14.711574161,0.38640463,6.423053232,0.38640463,1.395266151,1.700547889,0.92774684,24.473854596000002,0.38640463,0.0,0.0,1.700547889,19.082251419000002,17.179659599,3.6325914729999997,0.0,1.159235441,0.0,13.283036568999998,0.38640463,0.772801049,0.0,4.715333939,6.833721368,5.0252475930000005,1.008861521,0.0,11.286164422,0.036401422,0.18298063399999998,0.070695906,0.151586518,0.0,0.17320849,0.0,1.767096247,0.014445687,0.0,0.192138902,0.0,1.6859393909999998,0.0,0.121248452,0.057299490999999994,0.690708055,0.222586758,0.090601303,0.035229704,2.0,2.0,"[[0, 3], [2, 4]]"
54x54,0.0,0.0,6.823319437,7.593553106000001,2.706842033,81.235054346,3.634649467,7.989694977,2.55410292,0.92774684,17.508512348,4.855978217,0.92774684,1.008861521,0.851356265,0.0,12.31827705,5.260932963,18.489111465,0.851356265,81.91588846100001,4.414308716,0.851356265,0.92774684,1.008861521,2.017657872,2.787964626,12.992093218,8.26140435,0.0,1.702713432,0.92774684,12.865429407,1.860217786,0.0,0.0,7.967857200000001,14.360227153999999,3.923572441,0.851356265,0.0,4.486006634,2.017657872,1.008861521,0.0,2.55410292,5.890839674,7.989694977,5.960973814,16.6792637,0.851356265,1.855485768,1.008861521,15.242176534999999,1.860217786,0.0,2.017657872,14.57947147,3.4818497600000002,0.851356265,2.8690141369999997,20.016607748,8.459940425,6.685508744,2.017657872,3.4818497600000002,1.860217786,2.6304602719999997,1.779103105,0.0,13.539108195,7.426809283,0.0,0.0,127.35535655800001,0.0,1.702713432,9.95482128,13.781333026,8.922039481999999,0.92774684,5.1845292380000005,7.400752314,0.92774684,1.779103105,1.702713432,7.2693049290000005,1.936608361,0.0,1.855485768,0.851356265,11.065559224,1.702713432,11.744637863,3.954268132,0.0,5.834151577,11.759925384,0.0,4.486006634,0.0,1.860217786,3.5581992,0.0,4.409588688,0.0,0.0,13.938773112,0.0,5.499507632,0.0,1.008861521,0.92774684,0.92774684,24.087449966,0.0,0.0,1.702713432,0.92774684,22.029059979000003,19.976540397,2.6304602719999997,0.0,0.851356265,0.0,9.346679406999998,0.851356265,0.0,0.0,4.486006634,10.00983494,7.192945883,1.860217786,2.55410292,14.232972982,0.036401422,0.242515926,0.070695906,0.153465851,0.0,0.238232154,0.0,2.208168781,0.014445687,0.0,0.171809325,0.0,2.275237871,0.0,0.128784567,0.018414314,0.561271084,0.037609542,0.088225322,0.018258397,2.0,2.0,"[[0, 3], [3, 4]]"
55x55,0.274911387,6.7749544760000004,15.403002357000002,4.997539126,1.237072195,61.845232515999996,7.599651741000001,21.678767308,0.53373384,0.41237493,19.549076615,2.155112285,1.601177567,1.146315934,0.671188253,0.9461087699999999,11.212063653,1.237072195,7.422480225,19.911038381,39.864903505,11.082732827000001,0.41237493,0.274911387,2.626150751,3.2386439,1.421236451,8.400149938,4.62926083,0.137454413,1.08354934,0.671188253,16.104697817,21.618120202,0.0,0.137454413,13.615437564,11.560042713,1.421236451,0.5498155,0.808645227,0.137454413,4.823793703,1.421236451,0.808645227,2.1832099019999998,4.722606094,18.408962170000002,2.668681418,28.051638212000004,0.0,0.274911387,1.008861521,10.407405027,3.604417789,0.671188253,2.430032802,16.758066669,13.549345441,3.113179678,2.551391712,13.984940195,7.479535903,4.429107245,2.017657872,0.0,1.421236451,0.41237493,0.0,0.808645227,19.781375457,4.841521664,0.9461087699999999,0.687252188,202.89206958800003,0.0,0.5498155,10.745065701,1.817506748,10.205628751999999,0.0,1.099616611,5.846237295,0.0,1.08354934,0.41237493,2.02965895,7.429677835000001,0.53373384,0.41237493,0.671188253,12.175725899,0.53373384,9.416718042,6.778665305,0.53373384,1.558677021,24.736467603999998,1.08354934,12.588926849,0.137454413,1.146315934,0.687252188,0.137454413,4.90010387,6.362579546,0.0,2.017657872,6.896313386,12.989344427,0.41237493,1.283772908,2.1670903409999998,0.5498155,16.55194801,0.137454413,0.137454413,0.5498155,1.099616611,11.468341891000001,11.027914182,12.467653848,0.0,2.547320465,0.53373384,6.794819321,1.892209561,0.0,1.3423851169999999,3.8004409839999997,12.605090767,2.474161474,1.146315934,8.280871102999999,24.595976104000002,0.0,0.314779113,0.053092061,0.12073861400000001,0.0,0.283094101,0.0,3.0015869,0.014445687,0.0,0.14389403800000003,0.0,2.919167519,0.0,0.157036091,0.016809277,0.538579983,0.004664369,0.096053369,0.018258397,2.0,2.0,"[[0, 4], [0, 1]]"
56x56,0.38640463,6.7489841760000004,13.289291522000001,7.126641415,0.38640463,70.838690606,6.7489841760000004,30.127095625,0.53373384,0.772801049,19.735521075,2.017657872,1.601177567,1.395266151,2.079332889,0.92013847,11.665693383,1.932040737,3.091287509,20.245537991,44.431706444999996,8.917040116,1.159235441,0.38640463,2.4627398809999996,4.096990761,1.78166257,9.644938487,6.268149859,0.38640463,0.92013847,0.53373384,17.297540339,22.751344321,0.0,0.0,13.226157021999999,11.095771567,1.008861521,0.38640463,0.92013847,0.0,5.459140338999999,1.008861521,0.53373384,0.92013847,4.4217585360000005,19.044308806000004,3.0550860479999997,27.561397591000002,0.38640463,0.772801049,1.008861521,9.616282265999999,1.928999991,1.692969281,2.404062502,18.311360811,13.497410659,1.987582197,3.710627153,11.310766728,6.919173405,3.861005029,2.017657872,1.159235441,1.008861521,0.38640463,0.0,0.92013847,18.370366843,4.2474399940000005,0.92013847,0.38640463,173.14661069800002,0.0,0.0,9.601158019,1.542595361,10.592033381999999,0.38640463,0.772801049,5.226233044,0.38640463,1.306534889,0.0,3.772318363,7.266266965000001,0.53373384,1.159235441,0.53373384,12.759139728,0.53373384,10.832544133999999,7.001650853999999,0.53373384,2.55446057,22.70823685,1.692969281,11.110507108,0.772801049,1.008861521,2.318409668,0.38640463,6.238073279,7.135380595,0.0,2.790458921,7.2827180160000005,13.992831472999999,0.38640463,1.395266151,1.840274779,0.0,16.525977710000003,0.38640463,0.0,0.0,0.772801049,9.559274767,13.748013637,11.736105597,0.0,3.294180976,0.53373384,13.037007067000001,1.45387836,0.772801049,1.06747373,3.533218304,10.963301700999999,0.38640463,1.008861521,8.005959716,20.900122363,0.0,0.20588169,0.029714241000000002,0.13256478700000002,0.0,0.18816476699999998,0.0,2.209276111,0.014445687,0.0,0.19357429400000004,0.0,1.93631128,0.0,0.14223555799999998,0.057299490999999994,0.668016954,0.189641585,0.074430075,0.035229704,2.0,2.0,"[[0, 4], [0, 2]]"
57x57,0.0,6.362579546,13.367846738,5.7380673380000005,0.851356265,74.067513196,7.213935811,20.854031477,3.08783676,0.0,18.582569575,2.8690141369999997,1.601177567,1.008861521,1.385090105,0.53373384,10.742147783,3.405447195,11.0670191,19.937658815,49.200704675,10.776888262,0.851356265,0.0,2.0763352509999997,2.551391712,1.860217786,7.71289775,6.27444027,0.0,2.236447272,0.53373384,15.444051971,22.057101537,0.0,0.0,11.686835674000001,13.728417712999999,1.008861521,0.851356265,0.53373384,1.702713432,4.686339289999999,1.008861521,0.53373384,3.08783676,4.035353906,18.271507757000002,2.668681418,28.95626507,0.851356265,0.0,1.008861521,12.327465615,2.3939516259999998,0.53373384,2.017657872,17.387815211000003,15.27871253,2.452533832,3.4027479769999998,13.949764827,4.37139485,3.245308793,2.017657872,2.55410292,1.860217786,1.702713432,0.851356265,0.53373384,18.84162544,2.3939516259999998,0.53373384,0.0,210.41378758800002,0.0,1.702713432,11.153095784000001,2.3939516259999998,11.056985016999999,0.0,4.256782398,3.837658967,0.0,1.385090105,1.702713432,2.770187162,6.879862335,0.53373384,0.0,1.385090105,11.213540679,2.236447272,8.206251879,6.228849804999999,0.53373384,1.860217786,25.419420199,0.53373384,11.267621491,0.0,1.860217786,1.702713432,0.0,4.155280487,6.362579546,0.0,2.017657872,6.896313386,13.069285873,0.0,1.008861521,1.06747373,0.0,16.13957308,0.0,0.0,1.702713432,0.0,12.506083326999999,16.544894435,10.733974395999999,0.0,2.9863017999999997,0.53373384,9.100649905000001,1.9188299949999998,0.0,1.06747373,3.303890999,14.139415273,2.55410292,1.860217786,10.560062636,23.846930923,0.0,0.26541698199999997,0.029714241000000002,0.13444412,0.0,0.253188431,0.0,2.6503486450000002,0.014445687,0.0,0.17324471700000002,0.0,2.52560976,0.0,0.149771673,0.018414314,0.538579983,0.004664369,0.072054094,0.018258397,2.0,2.0,"[[0, 4], [0, 3]]"
