coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,ODImmature2,Endothelial3,ODImmature2cells,Endothelial3cells
64x64,9.846738105,9.583191831,2.9244514830000004,10.655170270000001,1.275097431,2.757409757,6.2386776600000005,4.69011005,0.0,2.373261425,14.770176196,0.0,3.207813373,0.0,0.0,0.0,6.132246944,1.275097431,0.824693815,6.4155931850000005,2.55017695,38.633652166,6.223221243999999,0.0,7.447492422,1.932715942,1.932715942,0.0,2.47408148,0.0,0.0,0.0,42.47059161000001,8.515362057,1.932715942,1.932715942,0.0,4.69011005,0.824693815,0.0,2.373261425,17.3950088,11.505976438000001,0.0,0.0,39.596880776,0.0,1.932715942,0.0,19.494800045999998,0.0,2.373261425,0.0,0.0,0.0,21.25871045,13.968314445,5.231444276,0.0,0.824693815,2.373261425,25.294001363,0.824693815,30.751718353999998,0.0,3.865416235,11.152207494999999,0.824693815,0.0,2.099791246,2.373261425,5.772827274,0.0,36.054008077,33.897512928,14.02449903,2.373261425,22.722871216,9.663505567,0.0,0.0,2.55017695,0.0,0.0,0.0,0.0,0.0,1.932715942,0.0,0.824693815,0.824693815,15.794584021999999,0.0,21.802331799999997,7.730718787,66.661236241,5.79813837,1.649354052,10.32751368,1.649354052,0.824693815,0.0,6.339497715,137.20651361,7.690668242,1.932715942,0.0,50.30976198,7.296631816,10.746262182999999,0.0,0.824693815,21.421449389,1.649354052,3.7491789110000004,0.0,0.824693815,0.0,33.22157552,6.496681905,8.27221985,7.730718787,0.0,5.140513666,4.948123813,6.679170807999999,3.865416235,0.0,3.865416235,0.0,5.514770287,7.730718787,1.275097431,0.0,4.473052671,0.025115972,0.028405689999999997,0.070232133,0.08239916400000001,0.020359959,0.009751896,0.011314421,0.0,0.183308543,0.0,0.039558894,0.146909104,0.43229935599999997,0.006760343,0.006120041,0.063141856,0.45521818,0.05172030999999999,0.005324667,0.0,2.0,2.0,"[0, 4]","[3, 4]"
65x65,3.480757388,3.574639922,14.929897233000002,5.4519186,0.0,25.432156569,11.43613701,31.453430929000003,0.0,0.0,11.775452845999999,3.064657792,6.490995924,0.677374359,14.53459731,7.545043403999999,11.403614027,0.677374359,3.064657792,3.835866136,11.936189079,2.709539501,2.56475757,0.85494057,0.0,0.85494057,0.85494057,3.564480071,0.677374359,0.0,0.0,2.209718734,27.335961319000003,26.109550831,0.0,0.0,9.971753312,3.2421319289999997,0.0,0.677374359,0.677374359,0.0,6.733143762999999,0.677374359,0.0,29.784672190000002,0.85494057,8.371782032,0.677374359,8.700713146,0.0,1.532314929,0.0,6.273979358,1.532314929,2.387253987,3.564480071,14.56205861,0.0,1.532314929,0.677374359,20.230064888999998,8.288141673,11.852559323,0.677374359,0.85494057,4.06430671,5.636055354,0.85494057,1.354778164,2.209718734,5.5966339970000005,0.85494057,18.111095874,29.833639522,15.93557709,0.85494057,30.130087193999998,1.354778164,1.532314929,5.636055354,0.85494057,24.79288964,2.125986508,0.0,0.0,1.709879628,1.354778164,1.448612149,0.677374359,3.064657792,17.143660241,0.0,12.978631692999999,11.081330555,27.3595934,2.56475757,0.677374359,2.303552719,0.677374359,7.339353403,1.354778164,0.85494057,165.80833404999998,1.709879628,1.709879628,0.0,1.448612149,8.410196486,8.194307688,5.636055354,8.700713146,4.91924728,2.803390313,21.872683864,0.0,0.0,0.0,21.67775192,1.709879628,5.636055354,17.256141589000002,0.85494057,1.354778164,0.0,6.839529524,0.85494057,0.677374359,0.0,11.27156635,2.387253987,4.8683855099999995,0.0,0.677374359,5.200830346,0.102615538,0.0,0.028106962,0.062182762,0.0,0.041904707,0.0,0.0,0.0,0.0,0.07633881,0.0,0.9872774579999999,0.0,0.07065118,0.042271413,0.38566326,0.7373573609999999,0.0,0.0,2.0,2.0,"[1, 2]","[0, 1]"
66x66,14.367354639,15.816008053,13.575119069000001,3.419773361,0.0,24.691986983000003,9.403991771,30.77605657,0.0,0.0,12.390054139999998,3.001855281,6.490995924,0.0,14.53459731,1.448612149,7.2765508919999995,0.0,1.709879628,3.158491777,9.84124185,0.0,2.56475757,0.85494057,0.0,0.85494057,3.4388745430000003,0.85494057,0.0,0.0,0.0,0.85494057,31.826524966,23.40001133,0.0,0.0,7.939608073,2.56475757,0.0,0.0,0.0,1.291975653,7.347745056999999,0.0,0.0,10.14037987,0.85494057,7.694407673,0.0,7.345934981999999,0.0,0.85494057,0.0,0.85494057,0.85494057,1.709879628,2.146916223,9.143019822,0.0,0.85494057,0.0,17.820997478,12.164100166,9.143019822,0.0,0.85494057,0.0,5.636055354,0.85494057,1.291975653,0.85494057,0.85494057,0.85494057,18.111095874,29.582538739999997,15.93557709,0.85494057,21.324129843999998,0.0,2.146916223,5.636055354,0.85494057,24.79288964,1.448612149,0.0,0.0,1.709879628,0.0,1.448612149,0.0,1.709879628,15.111515002,0.0,12.301257333999999,7.694407673,27.3595934,2.56475757,0.0,3.5955283719999995,0.0,5.984575239,0.0,0.85494057,148.97772473999999,1.709879628,1.709879628,0.0,1.448612149,5.637865429,6.839529524,5.636055354,7.345934981999999,3.4388745430000003,1.448612149,21.809881353,0.0,0.0,0.0,0.0,1.709879628,5.636055354,17.256141589000002,0.85494057,0.0,0.0,8.131505177,3.4388745430000003,0.0,1.291975653,11.27156635,1.709879628,8.744344003,0.0,0.0,6.492805999,0.041516172000000004,0.0,0.041579768,0.07626062,0.0,0.041904707,0.0,0.0,0.0,0.0,0.07633881,0.0,1.099032224,0.0,0.07065118,0.042271413,0.382460856,0.543306913,0.0,0.0,2.0,2.0,"[1, 2]","[0, 2]"
67x67,6.548895388,10.547741452,14.850216500000002,4.694870792,1.275097431,23.40001133,9.403991771,30.77605657,0.0,0.0,18.748554375999998,1.709879628,7.766093355,0.0,14.53459731,1.448612149,8.534752188999999,1.275097431,1.709879628,5.708668727,11.099443146999999,2.55017695,3.839855001,0.85494057,0.0,0.85494057,0.85494057,0.85494057,0.0,0.0,0.0,0.85494057,29.208763910000002,27.225263337,0.0,0.0,7.939608073,2.56475757,0.0,0.0,0.0,0.0,12.43107466,0.0,0.0,16.515685126,0.85494057,7.694407673,0.0,8.621032413,0.0,0.85494057,0.0,0.85494057,0.85494057,1.709879628,0.85494057,9.143019822,0.0,0.85494057,0.0,15.169428008,8.288141673,9.143019822,0.0,0.85494057,1.275097431,5.636055354,0.85494057,1.275097431,0.85494057,0.85494057,0.85494057,18.111095874,38.439099764,29.96007612,0.85494057,30.249575137999997,0.0,0.85494057,5.636055354,3.40511752,24.79288964,1.448612149,0.0,0.0,1.709879628,0.0,1.448612149,0.0,1.709879628,17.661691952,0.0,12.301257333999999,7.694407673,32.459876639,2.56475757,0.0,3.5786501499999996,0.0,5.984575239,0.0,0.85494057,236.6088361,5.535131635,1.709879628,0.0,1.448612149,6.896066726,6.839529524,5.636055354,7.345934981999999,0.85494057,1.448612149,21.793003131,0.0,0.0,0.0,0.0,1.709879628,5.636055354,17.256141589000002,0.85494057,1.275097431,0.0,6.839529524,0.85494057,0.0,0.0,11.27156635,1.709879628,4.8683855099999995,1.275097431,0.0,6.475927777,0.019803688,0.008373212,0.051189566,0.097618141,0.0,0.047269332,0.0,0.0,0.0,0.0,0.09801953499999999,0.0,1.2685750209999997,0.0,0.07065118,0.073566622,0.39851934899999997,0.4969239,0.0,0.0,2.0,2.0,"[1, 2]","[0, 3]"
68x68,6.195067014999999,2.897265563,13.575119069000001,3.419773361,0.0,23.40001133,11.777253196,30.77605657,0.0,2.373261425,18.217778793999997,1.709879628,6.490995924,0.0,14.53459731,1.448612149,5.984575239,0.0,1.709879628,3.158491777,8.549266197,4.746454866,2.56475757,0.85494057,0.0,0.85494057,0.85494057,0.85494057,0.0,0.0,0.0,0.85494057,29.031848385,23.40001133,0.0,0.0,7.939608073,2.56475757,0.0,0.0,2.373261425,0.0,8.429030828999998,0.0,0.0,43.361955390000006,0.85494057,7.694407673,0.0,7.345934981999999,0.0,3.228201995,0.0,0.85494057,0.85494057,1.709879628,3.228201995,9.143019822,0.0,0.85494057,2.373261425,26.680792898999997,8.288141673,18.636027726000002,0.0,0.85494057,7.119700307,5.636055354,0.85494057,0.0,3.228201995,0.85494057,0.85494057,18.111095874,29.161055599999997,15.93557709,3.228201995,33.188839824,0.0,0.85494057,5.636055354,0.85494057,24.79288964,1.448612149,0.0,0.0,1.709879628,0.0,1.448612149,0.0,1.709879628,15.111515002,0.0,12.301257333999999,7.694407673,27.3595934,2.56475757,0.0,9.423253026,0.0,5.984575239,0.0,0.85494057,146.87096531,1.709879628,1.709879628,0.0,1.448612149,9.092344642,6.839529524,5.636055354,7.345934981999999,7.974640877,1.448612149,20.5179057,0.0,0.0,0.0,33.22157552,4.083141053,5.636055354,17.256141589000002,0.85494057,0.0,0.0,11.58598439,0.85494057,0.0,0.0,11.27156635,1.709879628,4.8683855099999995,0.0,0.0,7.574091771,0.019803688,0.020032478,0.043695288,0.081636682,0.0,0.046291978,0.011314421,0.0,0.0,0.0,0.07633881,0.0,0.9872774579999999,0.006760343,0.07065118,0.070211967,0.435609553,0.507539302,0.0,0.0,2.0,2.0,"[1, 2]","[0, 4]"
69x69,14.950887729,13.596116849,13.481285084000001,5.4519186,0.0,26.724132222,11.43613701,31.453430929000003,0.0,0.0,10.170162935999999,4.356633445,6.490995924,0.677374359,14.53459731,6.096431255,12.69558968,0.677374359,3.064657792,2.387253987,13.228164732,2.709539501,2.56475757,0.85494057,0.0,0.85494057,3.4388745430000003,3.564480071,0.677374359,0.0,0.0,2.209718734,32.503899325000006,26.109550831,0.0,0.0,8.523141163,3.2421319289999997,0.0,0.677374359,0.677374359,1.291975653,3.67922964,0.677374359,0.0,19.64429232,0.85494057,8.371782032,0.677374359,8.700713146,0.0,1.532314929,0.0,6.273979358,1.532314929,2.387253987,4.856455724,13.113446460999999,0.0,1.532314929,0.677374359,22.187378531999997,10.715488017,10.403947173999999,0.677374359,0.85494057,4.06430671,5.636055354,0.85494057,2.646753817,2.209718734,5.5966339970000005,0.85494057,18.111095874,29.207038462,0.0,0.85494057,15.645486874,1.354778164,2.8242905819999997,5.636055354,0.85494057,24.79288964,0.677374359,0.0,0.0,1.709879628,1.354778164,0.0,0.677374359,3.064657792,12.797770465000001,0.0,10.08136613,11.081330555,27.3595934,2.56475757,0.677374359,2.146916223,0.677374359,7.339353403,1.354778164,0.85494057,68.51277099,1.709879628,1.709879628,0.0,0.0,5.356282363,8.194307688,5.636055354,8.700713146,7.503181253000001,1.354778164,23.164659517,0.0,0.0,0.0,21.67775192,1.709879628,5.636055354,17.256141589000002,0.85494057,1.354778164,0.0,8.131505177,3.4388745430000003,0.677374359,1.291975653,11.27156635,2.387253987,7.295731854,0.0,0.677374359,2.146916223,0.11612614900000001,0.0,0.016322162,0.038048726,0.0,0.041904707,0.0,0.0,0.0,0.0,0.07633881,0.0,0.9118428519999999,0.0,0.07065118,0.042271413,0.21630192399999998,0.7902740269999999,0.0,0.0,2.0,2.0,"[1, 2]","[1, 2]"
70x70,7.1324284780000005,8.327850248,14.756382515000002,6.727016031,1.275097431,25.432156569,11.43613701,31.453430929000003,0.0,0.0,16.528663171999998,3.064657792,7.766093355,0.677374359,14.53459731,6.096431255,13.953790977,1.9524717900000002,3.064657792,4.937430937,14.486366029,5.259716451,3.839855001,0.85494057,0.0,0.85494057,0.85494057,3.564480071,0.677374359,0.0,0.0,2.209718734,29.886138269000003,29.934802838,0.0,0.0,8.523141163,3.2421319289999997,0.0,0.677374359,0.677374359,0.0,8.762559243,0.677374359,0.0,26.019597576000002,0.85494057,8.371782032,0.677374359,9.975810577,0.0,1.532314929,0.0,6.273979358,1.532314929,2.387253987,3.564480071,13.113446460999999,0.0,1.532314929,0.677374359,19.535809062,6.839529524,10.403947173999999,0.677374359,0.85494057,5.339404141,5.636055354,0.85494057,2.629875595,2.209718734,5.5966339970000005,0.85494057,18.111095874,38.063599486,14.02449903,0.85494057,24.570932168,1.354778164,1.532314929,5.636055354,3.40511752,24.79288964,0.677374359,0.0,0.0,1.709879628,1.354778164,0.0,0.677374359,3.064657792,15.347947415,0.0,10.08136613,11.081330555,32.459876639,2.56475757,0.677374359,2.130038001,0.677374359,7.339353403,1.354778164,0.85494057,156.14388235,5.535131635,1.709879628,0.0,0.0,6.61448366,8.194307688,5.636055354,8.700713146,4.91924728,1.354778164,23.147781294999998,0.0,0.0,0.0,21.67775192,1.709879628,5.636055354,17.256141589000002,0.85494057,2.629875595,0.0,6.839529524,0.85494057,0.677374359,0.0,11.27156635,2.387253987,3.419773361,1.275097431,0.677374359,2.130038001,0.09441366500000001,0.008373212,0.02593196,0.059406247,0.0,0.047269332,0.0,0.0,0.0,0.0,0.09801953499999999,0.0,1.081385649,0.0,0.07065118,0.073566622,0.23236041699999999,0.7438910139999999,0.0,0.0,2.0,2.0,"[1, 2]","[1, 3]"
71x71,6.778600105,0.677374359,13.481285084000001,5.4519186,0.0,25.432156569,13.809398434999999,31.453430929000003,0.0,2.373261425,15.997887589999998,3.064657792,6.490995924,0.677374359,14.53459731,6.096431255,11.403614027,0.677374359,3.064657792,2.387253987,11.936189079,7.455994367,2.56475757,0.85494057,0.0,0.85494057,0.85494057,3.564480071,0.677374359,0.0,0.0,2.209718734,29.709222744,26.109550831,0.0,0.0,8.523141163,3.2421319289999997,0.0,0.677374359,3.050635784,0.0,4.760515412,0.677374359,0.0,52.86586784000001,0.85494057,8.371782032,0.677374359,8.700713146,0.0,3.905576354,0.0,6.273979358,1.532314929,2.387253987,5.937741496,13.113446460999999,0.0,1.532314929,3.050635784,31.047173952999998,6.839529524,19.896955077999998,0.677374359,0.85494057,11.184007016999999,5.636055354,0.85494057,1.354778164,4.582980159,5.5966339970000005,0.85494057,18.111095874,28.785555322,0.0,3.228201995,27.510196854,1.354778164,1.532314929,5.636055354,0.85494057,24.79288964,0.677374359,0.0,0.0,1.709879628,1.354778164,0.0,0.677374359,3.064657792,12.797770465000001,0.0,10.08136613,11.081330555,27.3595934,2.56475757,0.677374359,7.974640877,0.677374359,7.339353403,1.354778164,0.85494057,66.40601156,1.709879628,1.709879628,0.0,0.0,8.810761576,8.194307688,5.636055354,8.700713146,12.038947587,1.354778164,21.872683864,0.0,0.0,0.0,54.89932744,4.083141053,5.636055354,17.256141589000002,0.85494057,1.354778164,0.0,11.58598439,0.85494057,0.677374359,0.0,11.27156635,2.387253987,3.419773361,0.0,0.677374359,3.228201995,0.09441366500000001,0.020032478,0.018437682,0.043424788,0.0,0.046291978,0.011314421,0.0,0.0,0.0,0.07633881,0.0,0.8000880859999999,0.006760343,0.07065118,0.070211967,0.269450621,0.7545064159999999,0.0,0.0,2.0,2.0,"[1, 2]","[1, 4]"
72x72,18.019025729,20.569218379,13.401604351000001,4.694870792,1.275097431,24.691986983000003,9.403991771,30.77605657,0.0,0.0,17.143264465999998,3.001855281,7.766093355,0.0,14.53459731,0.0,9.826727842,1.275097431,1.709879628,4.260056578,12.3914188,2.55017695,3.839855001,0.85494057,0.0,0.85494057,3.4388745430000003,0.85494057,0.0,0.0,0.0,0.85494057,34.376701916,27.225263337,0.0,0.0,6.490995924,2.56475757,0.0,0.0,0.0,1.291975653,9.377160537,0.0,0.0,6.375305256,0.85494057,7.694407673,0.0,8.621032413,0.0,0.85494057,0.0,0.85494057,0.85494057,1.709879628,2.146916223,7.694407673,0.0,0.85494057,0.0,17.126741651,10.715488017,7.694407673,0.0,0.85494057,1.275097431,5.636055354,0.85494057,2.567073084,0.85494057,0.85494057,0.85494057,18.111095874,37.812498704,14.02449903,0.85494057,15.764974817999999,0.0,2.146916223,5.636055354,3.40511752,24.79288964,0.0,0.0,0.0,1.709879628,0.0,0.0,0.0,1.709879628,13.315802176000002,0.0,9.403991771,7.694407673,32.459876639,2.56475757,0.0,3.4220136539999997,0.0,5.984575239,0.0,0.85494057,139.31327303999998,5.535131635,1.709879628,0.0,0.0,3.8421526029999997,6.839529524,5.636055354,7.345934981999999,3.4388745430000003,0.0,23.084978784,0.0,0.0,0.0,0.0,1.709879628,5.636055354,17.256141589000002,0.85494057,1.275097431,0.0,8.131505177,3.4388745430000003,0.0,1.291975653,11.27156635,1.709879628,7.295731854,1.275097431,0.0,3.4220136539999997,0.033314299,0.008373212,0.039404766,0.073484105,0.0,0.047269332,0.0,0.0,0.0,0.0,0.09801953499999999,0.0,1.1931404149999998,0.0,0.07065118,0.073566622,0.229158013,0.549840566,0.0,0.0,2.0,2.0,"[1, 2]","[2, 3]"
73x73,17.665197356,12.91874249,12.12650692,3.419773361,0.0,24.691986983000003,11.777253196,30.77605657,0.0,2.373261425,16.612488883999998,3.001855281,6.490995924,0.0,14.53459731,0.0,7.2765508919999995,0.0,1.709879628,1.709879628,9.84124185,4.746454866,2.56475757,0.85494057,0.0,0.85494057,3.4388745430000003,0.85494057,0.0,0.0,0.0,0.85494057,34.199786391,23.40001133,0.0,0.0,6.490995924,2.56475757,0.0,0.0,2.373261425,1.291975653,5.375116706,0.0,0.0,33.22157552,0.85494057,7.694407673,0.0,7.345934981999999,0.0,3.228201995,0.0,0.85494057,0.85494057,1.709879628,4.520177648,7.694407673,0.0,0.85494057,2.373261425,28.638106542,10.715488017,17.187415577,0.0,0.85494057,7.119700307,5.636055354,0.85494057,1.291975653,3.228201995,0.85494057,0.85494057,18.111095874,28.53445454,0.0,3.228201995,18.704239504,0.0,2.146916223,5.636055354,0.85494057,24.79288964,0.0,0.0,0.0,1.709879628,0.0,0.0,0.0,1.709879628,10.765625226000001,0.0,9.403991771,7.694407673,27.3595934,2.56475757,0.0,9.26661653,0.0,5.984575239,0.0,0.85494057,49.575402249999996,1.709879628,1.709879628,0.0,0.0,6.038430518999999,6.839529524,5.636055354,7.345934981999999,10.55857485,0.0,21.809881353,0.0,0.0,0.0,33.22157552,4.083141053,5.636055354,17.256141589000002,0.85494057,0.0,0.0,12.877960042999998,3.4388745430000003,0.0,1.291975653,11.27156635,1.709879628,7.295731854,0.0,0.0,4.520177648,0.033314299,0.020032478,0.031910488,0.057502646,0.0,0.046291978,0.011314421,0.0,0.0,0.0,0.07633881,0.0,0.9118428519999999,0.006760343,0.07065118,0.070211967,0.266248217,0.560455968,0.0,0.0,2.0,2.0,"[1, 2]","[2, 4]"
74x74,9.846738105,7.650475889,13.401604351000001,4.694870792,1.275097431,23.40001133,11.777253196,30.77605657,0.0,2.373261425,22.97098912,1.709879628,7.766093355,0.0,14.53459731,0.0,8.534752188999999,1.275097431,1.709879628,4.260056578,11.099443146999999,7.296631816,3.839855001,0.85494057,0.0,0.85494057,0.85494057,0.85494057,0.0,0.0,0.0,0.85494057,31.582025335,27.225263337,0.0,0.0,6.490995924,2.56475757,0.0,0.0,2.373261425,0.0,10.458446309,0.0,0.0,39.596880776,0.85494057,7.694407673,0.0,8.621032413,0.0,3.228201995,0.0,0.85494057,0.85494057,1.709879628,3.228201995,7.694407673,0.0,0.85494057,2.373261425,25.986537071999997,6.839529524,17.187415577,0.0,0.85494057,8.394797738,5.636055354,0.85494057,1.275097431,3.228201995,0.85494057,0.85494057,18.111095874,37.391015564,14.02449903,3.228201995,27.629684798,0.0,0.85494057,5.636055354,3.40511752,24.79288964,0.0,0.0,0.0,1.709879628,0.0,0.0,0.0,1.709879628,13.315802176000002,0.0,9.403991771,7.694407673,32.459876639,2.56475757,0.0,9.249738308,0.0,5.984575239,0.0,0.85494057,137.20651361,5.535131635,1.709879628,0.0,0.0,7.296631816,6.839529524,5.636055354,7.345934981999999,7.974640877,0.0,21.793003131,0.0,0.0,0.0,33.22157552,4.083141053,5.636055354,17.256141589000002,0.85494057,1.275097431,0.0,11.58598439,0.85494057,0.0,0.0,11.27156635,1.709879628,3.419773361,1.275097431,0.0,4.503299426,0.011601815,0.028405689999999997,0.041520286,0.07886016700000001,0.0,0.051656602999999995,0.011314421,0.0,0.0,0.0,0.09801953499999999,0.0,1.081385649,0.006760343,0.07065118,0.101507176,0.28230670999999996,0.5140729549999999,0.0,0.0,2.0,2.0,"[1, 2]","[3, 4]"
75x75,3.480757388,3.574639922,37.201771993,2.032145239,0.0,61.587402459,2.032145239,5.303248343,0.0,0.0,9.210695276,1.354778164,5.636055354,0.677374359,0.0,7.545043403999999,5.419038788,0.677374359,5.980652148,2.125986508,35.767973402,7.335413485,18.5029362,0.0,0.0,0.0,0.0,2.709539501,0.677374359,0.0,0.0,1.354778164,11.948940709,25.254610261000003,0.0,0.0,9.116812742,0.677374359,0.0,0.677374359,0.677374359,0.0,5.023264135,0.677374359,0.0,29.784672190000002,0.0,5.303248343,0.677374359,6.990833518,0.0,0.677374359,0.0,5.419038788,0.677374359,0.677374359,2.709539501,6.867650937,0.0,0.677374359,0.677374359,29.831932926,1.448612149,4.15815165,0.677374359,0.0,4.06430671,5.636055354,0.0,1.354778164,5.980652148,4.741693427,0.0,11.27156635,83.630467024,15.93557709,0.0,32.542354718,1.354778164,0.677374359,5.636055354,0.0,0.0,2.125986508,0.0,0.0,0.0,1.354778164,1.448612149,0.677374359,1.354778164,12.014090369,0.0,3.574639922,3.386922882,0.0,0.0,0.677374359,1.448612149,0.677374359,1.354778164,1.354778164,0.0,165.80833404999998,0.0,0.0,0.0,1.448612149,8.410196486,1.354778164,5.636055354,6.990833518,17.94078045,2.803390313,1.354778164,0.0,0.0,0.0,30.929548968,0.0,5.636055354,11.27156635,0.0,1.354778164,0.0,0.0,0.0,0.677374359,0.0,11.27156635,0.677374359,1.448612149,0.0,0.677374359,27.472705106,0.091013723,0.014893334,0.06323482799999999,0.10153241100000002,0.0,0.071956352,0.0,0.452947761,0.0,0.157891858,0.0,0.0,1.542252067,0.013323,0.00895826,0.032778658,0.27972470099999996,0.7467938510000001,0.021645908,0.0,2.0,2.0,"[1, 3]","[0, 1]"
76x76,14.367354639,15.816008053,35.846993829,0.0,0.0,60.847232873,0.0,4.625873984,0.0,0.0,9.825296569999999,1.291975653,5.636055354,0.0,0.0,1.448612149,1.291975653,0.0,4.625873984,1.448612149,33.673026173000004,4.625873984,18.5029362,0.0,0.0,0.0,2.583933973,0.0,0.0,0.0,0.0,0.0,16.439504356,22.54507076,0.0,0.0,7.0846675029999995,0.0,0.0,0.0,0.0,1.291975653,5.637865429,0.0,0.0,10.14037987,0.0,4.625873984,0.0,5.636055354,0.0,0.0,0.0,0.0,0.0,0.0,1.291975653,1.448612149,0.0,0.0,0.0,27.422865514999998,5.324570642,1.448612149,0.0,0.0,0.0,5.636055354,0.0,1.291975653,4.625873984,0.0,0.0,11.27156635,83.379366242,15.93557709,0.0,23.736397368,0.0,1.291975653,5.636055354,0.0,0.0,1.448612149,0.0,0.0,0.0,0.0,1.448612149,0.0,0.0,9.98194513,0.0,2.897265563,0.0,0.0,0.0,0.0,2.740587802,0.0,0.0,0.0,0.0,148.97772473999999,0.0,0.0,0.0,1.448612149,5.637865429,0.0,5.636055354,5.636055354,16.460407713,1.448612149,1.291975653,0.0,0.0,0.0,9.251797048,0.0,5.636055354,11.27156635,0.0,0.0,0.0,1.291975653,2.583933973,0.0,1.291975653,11.27156635,0.0,5.324570642,0.0,0.0,28.764680759,0.029914357000000003,0.014893334,0.076707634,0.11561026900000002,0.0,0.071956352,0.0,0.452947761,0.0,0.157891858,0.0,0.0,1.654006833,0.013323,0.00895826,0.032778658,0.276522297,0.552743403,0.021645908,0.0,2.0,2.0,"[1, 3]","[0, 2]"
77x77,6.548895388,10.547741452,37.12209126,1.275097431,1.275097431,59.55525722,0.0,4.625873984,0.0,0.0,16.183796806,0.0,6.911152785,0.0,0.0,1.448612149,2.55017695,1.275097431,4.625873984,3.9987890989999997,34.93122747,7.176050934,19.778033631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.821743300000001,26.370322767,0.0,0.0,7.0846675029999995,0.0,0.0,0.0,0.0,0.0,10.721195032,0.0,0.0,16.515685126,0.0,4.625873984,0.0,6.911152785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.448612149,0.0,0.0,0.0,24.771296045,1.448612149,1.448612149,0.0,0.0,1.275097431,5.636055354,0.0,1.275097431,4.625873984,0.0,0.0,11.27156635,92.235927266,29.96007612,0.0,32.661842662,0.0,0.0,5.636055354,2.55017695,0.0,1.448612149,0.0,0.0,0.0,0.0,1.448612149,0.0,0.0,12.53212208,0.0,2.897265563,0.0,5.100283239,0.0,0.0,2.72370958,0.0,0.0,0.0,0.0,236.6088361,3.825252007,0.0,0.0,1.448612149,6.896066726,0.0,5.636055354,5.636055354,13.87647374,1.448612149,1.275097431,0.0,0.0,0.0,9.251797048,0.0,5.636055354,11.27156635,0.0,1.275097431,0.0,0.0,0.0,0.0,0.0,11.27156635,0.0,1.448612149,1.275097431,0.0,28.747802537,0.008201873,0.023266546,0.086317432,0.13696779000000003,0.0,0.077320977,0.0,0.452947761,0.0,0.157891858,0.021680725,0.0,1.82354963,0.013323,0.00895826,0.064073867,0.29258079,0.50636039,0.021645908,0.0,2.0,2.0,"[1, 3]","[0, 3]"
