coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Endothelial1,ODImmature1,permutationTracker
0x0,0.0,0.0,0.0,0.0,4.813664962,2.273030106,0.0,0.568266986,0.0,0.0,4.813664962,0.0,3.409506631,0.0,0.0,1.704767878,4.111594247,0.0,0.0,4.813664962,0.568266986,7.086695068,0.0,0.0,0.0,0.0,0.0,0.0,0.568266986,0.0,1.136534943,0.568266986,24.001184069,7.387257951,0.0,0.0,0.0,2.406826369,0.568266986,2.406826369,2.406826369,0.0,9.49356354,0.0,0.568266986,19.25349607,0.0,4.813664962,1.704767878,1.704767878,0.0,0.568266986,0.568266986,0.0,0.0,12.50205896,0.0,0.568266986,0.0,0.0,0.0,42.054481533,5.381931948,0.568266986,0.568266986,0.568266986,0.568266986,0.0,0.0,0.0,2.406826369,2.273030106,2.406826369,0.0,22.397377176,0.0,7.220533434,15.010140825999999,3.543361312,16.84842916,0.0,0.0,0.0,0.0,1.136534943,0.0,1.704767878,0.0,0.0,1.136534943,0.0,3.977829304,0.0,0.568266986,6.51843284,40.91794659,0.568266986,0.0,0.0,3.977829304,0.0,2.406826369,1.704767878,28.88133525,0.0,0.0,0.568266986,12.50205896,14.44187384,7.086695068,0.0,0.0,3.409506631,0.0,10.763273597000001,0.568266986,0.0,0.0,26.472615,3.977829304,4.546001721,12.50205896,0.568266986,0.0,0.568266986,0.0,0.0,0.568266986,1.136534943,0.0,2.841315689,12.50205896,0.0,0.0,0.0,0.007551839,0.0,0.020577721,0.030563588,0.0,0.0,0.0,0.0,0.0,0.0,0.024325537,0.0,0.0,0.0,0.0,0.0,0.595269089,0.0,0.010261959,0.0,1.0,1.0,"[[0], [0]]"
1x1,0.0,0.0,0.685660073,2.742570586,6.870626679,0.0,0.0,12.34135683,0.0,0.0,6.184929464,0.0,2.056961717,0.0,0.685660073,0.0,8.577665834000001,0.685660073,0.0,10.298814579,0.685660073,5.499325035,0.0,0.685660073,0.0,0.685660073,0.0,0.685660073,0.685660073,0.0,0.685660073,0.685660073,26.404523389,0.0,0.0,0.0,0.685660073,3.778090871,0.0,3.0924864420000002,2.406826369,0.685660073,7.906193507,0.685660073,0.685660073,19.25349607,0.685660073,15.098624342,1.371264502,18.5119197,0.0,0.685660073,0.0,0.0,0.0,13.02813705,0.685660073,6.170839465,0.0,0.0,0.0,42.974908307,4.813664962,1.371264502,0.0,0.685660073,0.0,0.0,0.0,0.0,2.406826369,2.742570586,3.0924864420000002,1.371264502,17.870102107999998,0.0,7.220533434,18.555747566,2.406826369,17.534089233,0.0,0.0,0.0,0.0,0.0,0.0,1.371264502,0.0,0.685660073,0.685660073,1.371264502,10.28495938,0.0,4.113873726,18.526623122,24.68029451,1.371264502,1.371264502,0.0,0.685660073,0.0,3.0924864420000002,0.685660073,29.566995323,0.0,0.685660073,0.685660073,0.685660073,14.44187384,10.298814579,0.0,0.685660073,8.913339965,1.371264502,13.054966922,0.0,0.0,0.0,27.158275073000002,0.685660073,4.113873726,15.08421982,0.0,0.0,8.913339965,8.913339965,0.0,0.685660073,0.0,0.685660073,4.113873726,8.227626339,1.371264502,0.0,0.0,0.0,0.00491609,0.000155517,0.027500318,0.0,0.0,0.019721556,0.0,0.0,0.0,0.028648507,0.0,0.236260519,0.0,0.024693544,0.0,0.533524512,0.0,0.0,0.0,1.0,1.0,"[[0], [1]]"
2x2,0.0,0.0,0.0,0.0,5.905849557,1.092184595,1.092184595,1.092184595,0.0,0.0,6.998009124999999,1.092184595,4.368710674,0.0,0.0,0.0,5.6834398440000005,0.0,0.0,4.813664962,0.0,4.813664962,0.0,0.0,0.0,0.0,0.0,5.461003853,1.092184595,0.0,0.0,0.0,38.449301669,0.0,0.0,0.0,0.0,6.775537043,0.0,2.406826369,2.406826369,0.0,14.865832074,0.0,0.0,19.25349607,0.0,4.813664962,4.368710674,1.092184595,0.0,0.0,0.0,0.0,0.0,27.30740119,0.0,2.184344163,0.0,0.0,2.184344163,46.378950443,5.905849557,2.184344163,0.0,0.0,0.0,1.092184595,0.0,0.0,2.406826369,0.0,3.499010964,0.0,14.44187384,0.0,7.220533434,16.626218002999998,4.591170532,23.401612038,1.092184595,1.092184595,0.0,0.0,0.0,0.0,1.092184595,1.092184595,0.0,0.0,0.0,3.276613475,0.0,10.92065173,10.274668815,66.62386672,2.184344163,0.0,3.276613475,3.276613475,0.0,2.406826369,0.0,29.973519845,1.092184595,0.0,0.0,0.0,14.44187384,8.090278437,0.0,2.184344163,2.184344163,0.0,13.995449328,0.0,0.0,0.0,27.564799595,2.184344163,10.92065173,22.93866901,0.0,1.092184595,1.092184595,3.276613475,0.0,1.092184595,1.092184595,3.276613475,3.276613475,22.93866901,0.0,0.0,3.276613475,0.0,0.027022599,0.000155517,0.014902642,0.0,0.008277092,0.0,0.0,0.0,0.0,0.0,0.0,0.353910636,0.0,0.003467705,0.0,0.450415836,0.0,0.0,0.0,1.0,1.0,"[[0], [2]]"
3x3,0.410457485,0.0,0.410457485,2.462740927,5.634581331,0.410457485,7.388223625,4.514929944,1.231361832,0.410457485,8.507739699,2.462740927,1.231361832,0.0,0.0,3.283610752,11.436804820999999,0.410457485,1.231361832,7.276405888999999,4.104462293,5.224122447,0.410457485,0.410457485,0.410457485,2.05224928,0.410457485,3.283610752,0.820916369,0.410457485,2.05224928,3.283610752,22.517398329000002,1.64180039,0.0,0.0,0.410457485,3.638188201,0.0,2.8172838540000003,2.406826369,0.410457485,8.451895266,0.0,0.0,19.25349607,0.410457485,8.918127255,2.05224928,0.820916369,1.64180039,0.0,0.0,1.64180039,0.0,12.72460961,2.873200685,7.798527586,0.410457485,0.820916369,0.410457485,44.612021327,7.686865646999999,7.388223625,0.820916369,0.410457485,0.0,0.820916369,0.410457485,0.0,2.8172838540000003,1.231361832,2.8172838540000003,0.0,14.44187384,0.0,8.041449803,19.777798435,5.690437121,19.311170086999997,0.820916369,0.410457485,8.208947562,0.0,1.64180039,0.0,0.410457485,0.0,0.0,0.0,0.820916369,10.26159747,0.410457485,9.029978452,6.865914242,26.68216163,2.873200685,0.0,0.0,0.0,8.208947562,2.406826369,0.820916369,29.291792734999998,2.873200685,0.0,0.410457485,0.410457485,14.852331325,8.918127255,0.0,0.410457485,0.820916369,0.0,27.685733824,0.0,0.0,0.0,26.472615,0.820916369,2.873200685,8.619444649,0.410457485,2.462740927,0.410457485,19.70141349,0.0,0.0,0.820916369,0.0,3.694074737,6.156818443,0.0,0.0,0.410457485,0.18109274,0.000700254,0.000155517,0.003309212,0.0,0.000398381,0.0,0.0,0.0,0.0,0.0,0.0,0.251370752,0.0,0.0,0.0,0.36862190499999997,0.0,0.0,0.0,1.0,1.0,"[[0], [3]]"
4x4,0.0,0.0,9.8292904,1.965992169,4.813664962,1.965992169,0.0,3.93196516,0.0,0.0,4.813664962,0.0,0.0,0.0,1.965992169,0.0,6.338791529,0.0,0.0,4.813664962,1.965992169,4.813664962,0.0,0.0,0.0,1.965992169,0.0,0.0,0.0,0.0,0.0,0.0,29.930141489,1.965992169,0.0,0.0,0.0,2.406826369,0.0,2.406826369,2.406826369,0.0,9.186525603,0.0,0.0,21.219488239,1.965992169,8.745630122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8292904,0.0,0.0,0.0,0.0,0.0,46.815895921999996,4.813664962,3.93196516,0.0,0.0,1.965992169,0.0,0.0,0.0,2.406826369,0.0,2.406826369,0.0,20.339823172,0.0,7.220533434,14.44187384,4.372818538,20.78039432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.965992169,0.0,0.0,5.897949332,0.0,3.93196516,6.779657131,49.15335611,0.0,0.0,0.0,1.965992169,0.0,2.406826369,0.0,40.67809452,0.0,0.0,0.0,0.0,18.373839,4.813664962,0.0,0.0,0.0,0.0,11.592730823,0.0,0.0,0.0,28.438607169,7.863801057,0.0,29.4929892,0.0,1.965992169,0.0,0.0,0.0,0.0,1.965992169,0.0,0.0,13.76046366,0.0,0.0,0.0,0.014858281,0.0,0.021536341,0.0066295139999999995,0.010425737,0.002071568,0.0,0.0,0.0,0.0,0.004685189,0.0,0.0,0.0,0.0,0.0,0.394673111,0.009242893,0.008558979,0.001682785,1.0,1.0,"[[0], [4]]"
5x5,1.291870106,0.0,3.875621685,1.291870106,0.0,2.273030106,0.0,4.443888671,0.0,0.0,1.291870106,0.0,4.701376737,0.0,0.0,1.704767878,2.996637984,0.0,0.0,0.0,0.568266986,2.273030106,0.0,0.0,0.0,0.0,0.0,0.0,1.860137092,0.0,1.136534943,0.568266986,21.5943577,8.679128057,0.0,0.0,0.0,3.875621685,0.568266986,0.0,0.0,0.0,4.856716518000001,0.0,0.568266986,23.25492857,0.0,0.0,1.704767878,4.28845429,0.0,0.568266986,0.568266986,0.0,0.0,12.50205896,0.0,3.151953398,0.0,0.0,0.0,33.433143463,0.568266986,0.568266986,0.568266986,0.568266986,1.860137092,1.291870106,0.0,1.291870106,0.0,2.273030106,0.0,1.291870106,10.539189748,1.291870106,0.0,48.366039715999996,1.136534943,1.291870106,0.0,0.0,1.291870106,1.291870106,1.136534943,0.0,1.704767878,0.0,0.0,1.136534943,0.0,3.977829304,0.0,3.151953398,2.996637984,40.91794659,0.568266986,0.0,1.291870106,3.977829304,1.291870106,0.0,1.704767878,37.46803478,0.0,0.0,0.568266986,12.50205896,6.459333079,2.273030106,0.0,0.0,4.701376737,0.0,1.136534943,0.568266986,0.0,0.0,37.46803478,3.977829304,4.546001721,12.50205896,0.568266986,0.0,0.568266986,1.291870106,0.0,0.568266986,2.428405049,0.0,2.841315689,12.50205896,0.0,0.0,0.0,0.007551839,0.0,0.023702308,0.048642726,0.0,0.0,0.0,0.0,0.0,0.0,0.024325537,0.0,0.42301671,0.0,0.0,0.0,0.48748438299999997,0.0,0.010261959,0.0,1.0,1.0,"[[1], [0]]"
6x6,1.291870106,0.0,4.561281758,4.0344406919999996,2.056961717,0.0,0.0,16.216978515,0.0,0.0,2.663134608,0.0,3.3488318230000003,0.0,0.685660073,0.0,7.462709571,0.685660073,0.0,5.485149617,0.685660073,0.685660073,0.0,0.685660073,0.0,0.685660073,0.0,0.685660073,1.977530179,0.0,0.685660073,0.685660073,23.99769702,1.291870106,0.0,0.0,0.685660073,5.246886187,0.0,0.685660073,0.0,0.685660073,3.269346485,0.685660073,0.685660073,23.25492857,0.685660073,10.28495938,1.371264502,21.095606112,0.0,0.685660073,0.0,0.0,0.0,13.02813705,0.685660073,8.754525877,0.0,0.0,0.0,34.353570237,0.0,1.371264502,0.0,0.685660073,1.291870106,1.291870106,0.0,1.291870106,0.0,2.742570586,0.685660073,2.663134608,6.01191468,1.291870106,0.0,51.911646456,0.0,1.977530179,0.0,0.0,1.291870106,1.291870106,0.0,0.0,1.371264502,0.0,0.685660073,0.685660073,1.371264502,10.28495938,0.0,6.697560138,15.004828265999999,24.68029451,1.371264502,1.371264502,1.291870106,0.685660073,1.291870106,0.685660073,0.685660073,38.153694853000005,0.0,0.685660073,0.685660073,0.685660073,6.459333079,5.485149617,0.0,0.685660073,10.205210071,1.371264502,3.428228268,0.0,0.0,0.0,38.153694853000005,0.685660073,4.113873726,15.08421982,0.0,0.0,8.913339965,10.205210071,0.0,0.685660073,1.291870106,0.685660073,4.113873726,8.227626339,1.371264502,0.0,0.0,0.0,0.00491609,0.003280104,0.045579456000000004,0.0,0.0,0.019721556,0.0,0.0,0.0,0.028648507,0.0,0.659277229,0.0,0.024693544,0.0,0.425739806,0.0,0.0,0.0,1.0,1.0,"[[1], [1]]"
7x7,1.291870106,0.0,3.875621685,1.291870106,1.092184595,1.092184595,1.092184595,4.96780628,0.0,0.0,3.4762142689999997,1.092184595,5.66058078,0.0,0.0,0.0,4.568483581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.461003853,2.384054701,0.0,0.0,0.0,36.0424753,1.291870106,0.0,0.0,0.0,8.244332359,0.0,0.0,0.0,0.0,10.228985052,0.0,0.0,23.25492857,0.0,0.0,4.368710674,3.675871007,0.0,0.0,0.0,0.0,0.0,27.30740119,0.0,4.768030575,0.0,0.0,2.184344163,37.757612373,1.092184595,2.184344163,0.0,0.0,1.291870106,2.384054701,0.0,1.291870106,0.0,0.0,1.092184595,1.291870106,2.583686412,1.291870106,0.0,49.982116893,2.184344163,7.8450529840000005,1.092184595,1.092184595,1.291870106,1.291870106,0.0,0.0,1.092184595,1.092184595,0.0,0.0,0.0,3.276613475,0.0,13.504338142,6.752873959,66.62386672,2.184344163,0.0,4.568483581,3.276613475,1.291870106,0.0,0.0,38.560219375,1.092184595,0.0,0.0,0.0,6.459333079,3.276613475,0.0,2.184344163,3.4762142689999997,0.0,4.368710674,0.0,0.0,0.0,38.560219375,2.184344163,10.92065173,22.93866901,0.0,1.092184595,1.092184595,4.568483581,0.0,1.092184595,2.384054701,3.276613475,3.276613475,22.93866901,0.0,0.0,3.276613475,0.0,0.027022599,0.003280104,0.03298178,0.0,0.008277092,0.0,0.0,0.0,0.0,0.0,0.0,0.776927346,0.0,0.003467705,0.0,0.34263113,0.0,0.0,0.0,1.0,1.0,"[[1], [2]]"
8x8,1.702327591,0.0,4.28607917,3.7546110329999998,0.820916369,0.410457485,7.388223625,8.390551629,1.231361832,0.410457485,4.985944843,2.462740927,2.523231938,0.0,0.0,3.283610752,10.321848558,0.410457485,1.231361832,2.462740927,4.104462293,0.410457485,0.410457485,0.410457485,0.410457485,2.05224928,0.410457485,3.283610752,2.112786475,0.410457485,2.05224928,3.283610752,20.11057196,2.933670496,0.0,0.0,0.410457485,5.106983517,0.0,0.410457485,0.0,0.410457485,3.8150482439999998,0.0,0.0,23.25492857,0.410457485,4.104462293,2.05224928,3.404602781,1.64180039,0.0,0.0,1.64180039,0.0,12.72460961,2.873200685,10.382213998,0.410457485,0.820916369,0.410457485,35.990683257,2.873200685,7.388223625,0.820916369,0.410457485,1.291870106,2.112786475,0.410457485,1.291870106,0.410457485,1.231361832,0.410457485,1.291870106,2.583686412,1.291870106,0.820916369,53.133697325,3.283610752,3.7546110329999998,0.820916369,0.410457485,9.500817668,1.291870106,1.64180039,0.0,0.410457485,0.0,0.0,0.0,0.820916369,10.26159747,0.410457485,11.613664864,3.344119386,26.68216163,2.873200685,0.0,1.291870106,0.0,9.500817668,0.0,0.820916369,37.878492265000006,2.873200685,0.0,0.410457485,0.410457485,6.8697905640000005,4.104462293,0.0,0.410457485,2.112786475,0.0,18.05899517,0.0,0.0,0.0,37.46803478,0.820916369,2.873200685,8.619444649,0.410457485,2.462740927,0.410457485,20.993283596,0.0,0.0,2.112786475,0.0,3.694074737,6.156818443,0.0,0.0,0.410457485,0.18109274,0.000700254,0.003280104,0.02138835,0.0,0.000398381,0.0,0.0,0.0,0.0,0.0,0.0,0.674387462,0.0,0.0,0.0,0.260837199,0.0,0.0,0.0,1.0,1.0,"[[1], [3]]"
9x9,1.291870106,0.0,13.704912085,3.257862275,0.0,1.965992169,0.0,7.807586844999999,0.0,0.0,1.291870106,0.0,1.291870106,0.0,1.965992169,0.0,5.223835266,0.0,0.0,0.0,1.965992169,0.0,0.0,0.0,0.0,1.965992169,0.0,0.0,1.291870106,0.0,0.0,0.0,27.52331512,3.257862275,0.0,0.0,0.0,3.875621685,0.0,0.0,0.0,0.0,4.549678581,0.0,0.0,25.220920739,1.965992169,3.93196516,0.0,2.583686412,0.0,0.0,0.0,0.0,0.0,9.8292904,0.0,2.583686412,0.0,0.0,0.0,38.194557852,0.0,3.93196516,0.0,0.0,3.257862275,1.291870106,0.0,1.291870106,0.0,0.0,0.0,1.291870106,8.481635744,1.291870106,0.0,47.79777273,1.965992169,5.223835266,0.0,0.0,1.291870106,1.291870106,0.0,0.0,0.0,0.0,1.965992169,0.0,0.0,5.897949332,0.0,6.5156515719999994,3.257862275,49.15335611,0.0,0.0,1.291870106,1.965992169,1.291870106,0.0,0.0,49.264794050000006,0.0,0.0,0.0,0.0,10.391298239000001,0.0,0.0,0.0,1.291870106,0.0,1.965992169,0.0,0.0,0.0,39.43402694900001,7.863801057,0.0,29.4929892,0.0,1.965992169,0.0,1.291870106,0.0,0.0,3.257862275,0.0,0.0,13.76046366,0.0,0.0,0.0,0.014858281,0.0,0.024660928,0.024708652,0.010425737,0.002071568,0.0,0.0,0.0,0.0,0.004685189,0.0,0.42301671,0.0,0.0,0.0,0.286888405,0.009242893,0.008558979,0.001682785,1.0,1.0,"[[1], [4]]"
