coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Pericytes,Microglia,Pericytes Microglia
49x49,0.0,2.889914001,0.0,4.390029083,0.0,16.538104428,1.444950101,0.750048159,0.0,0.0,2.19499826,6.022148348,0.0,0.0,1.444950101,7.224888137,22.158433629999998,2.19499826,0.750048159,15.016301957,2.250124519,6.750504986,0.0,0.0,1.444950101,6.772196507,2.19499826,1.444950101,1.444950101,0.0,0.0,0.0,2.889914001,2.889914001,0.0,0.0,5.2579199,0.0,0.0,0.0,0.0,10.51595608,12.04367592,0.0,0.0,156.92897417,6.022148348,0.0,0.0,1.444950101,0.0,0.0,0.0,10.357094006,1.444950101,0.0,0.0,5.084993817,0.750048159,14.692004197,0.0,9.0,0.750048159,2.889914001,0.0,6.022148348,3.750288648,1.444950101,0.750048159,2.250124519,0.0,26.340086309,0.0,1.444950101,1.444950101,45.77531936,0.0,2.250124519,5.084993817,0.0,0.0,0.0,3.63996216,0.750048159,0.750048159,5.2579199,2.250124519,2.19499826,6.022148348,0.0,0.0,5.779848666,0.0,1.444950101,0.0,1.444950101,0.0,5.1952387490000005,0.0,0.0,0.0,6.022148348,22.158433629999998,0.0,0.750048159,0.0,0.750048159,167.39502667,0.0,26.41258242,0.0,1.500115082,10.169970931,0.0,8.912062349,0.0,0.0,1.444950101,3.000184291,9.662110508000001,0.0,1.444950101,0.0,0.0,0.0,16.378621578,6.022148348,0.750048159,1.444950101,1.444950101,1.444950101,2.19499826,0.0,0.0,0.0,0.002387402,0.064782456,0.054405731000000006,0.05370840400000001,0.002447184,0.056466423,0.0,0.0,0.0,0.0,0.055351329000000005,0.0,0.5876036280000001,0.0,0.0,0.103260324,0.75710124,0.32708728600000003,0.000391101,0.0,2.0,2.0,"[[0, 3], [1, 2]]"
50x50,0.0,0.96942751,24.23480772,2.469542592,0.484704415,36.411831468,0.0,2.204191922,0.484704415,0.0,1.719475669,6.506852763,3.392987829,0.96942751,0.0,0.0,13.982475709,1.234752574,0.750048159,15.501006371999999,2.250124519,8.204648749,0.0,0.484704415,0.0,6.772196507,0.750048159,0.0,2.423576211,0.0,0.0,0.96942751,6.301128633,11.1478662,0.0,0.0,6.712063663,0.484704415,0.0,0.0,0.484704415,10.51595608,12.04367592,0.0,0.0,156.92897417,6.022148348,0.0,1.938799789,0.0,0.0,0.0,0.0,6.022148348,0.484704415,0.0,0.484704415,3.1736243699999998,0.750048159,6.022148348,0.0,17.239958061,0.750048159,0.484704415,0.484704415,6.022148348,4.719716158000001,0.484704415,0.750048159,2.250124519,0.484704415,27.309513819,0.0,0.96942751,33.93011376,45.77531936,0.0,2.250124519,1.719475669,0.0,0.0,0.96942751,0.750048159,0.750048159,1.234752574,5.2579199,3.704268282,1.234752574,6.506852763,0.484704415,0.0,0.0,0.0,1.938799789,1.938799789,0.484704415,0.0,6.658517621,0.0,5.33184099,0.484704415,6.022148348,12.528380335,0.0,0.750048159,0.96942751,0.750048159,140.17740534,0.0,16.332433493,0.0,1.500115082,3.4389148709999997,0.96942751,6.506852763,0.0,0.484704415,0.484704415,3.969611801,9.68042548,3.87764288,2.908228973,0.0,0.0,0.0,12.528380335,6.022148348,0.750048159,0.484704415,2.423576211,1.938799789,0.750048159,0.484704415,0.0,9.693010665,0.002387402,0.106425697,0.058288410000000006,0.08168407500000001,0.002447184,0.079523349,0.0,0.085128075,0.0,0.0,0.055351329000000005,0.0,0.9416676820000001,0.0,0.0,0.0,0.737447442,0.016246336,0.000391101,0.0,2.0,2.0,"[[0, 3], [1, 3]]"
51x51,0.0,0.0,0.0,1.500115082,1.168652664,18.875440941,0.0,0.750048159,0.0,1.168652664,0.750048159,6.022148348,0.0,0.0,0.0,0.0,16.718337936,0.750048159,0.750048159,19.690963973,4.587461032,6.750504986,0.0,0.0,0.0,6.772196507,0.750048159,0.0,0.0,0.0,0.0,0.0,3.50598768,0.0,0.0,0.0,5.2579199,1.168652664,5.843212087,0.0,1.168652664,10.51595608,13.212328584,0.0,0.0,161.60363618600002,7.190801012,2.337336513,0.0,0.0,0.0,0.0,0.0,7.190801012,0.0,0.0,0.0,4.256035839,0.750048159,6.022148348,0.0,16.011982647,0.750048159,0.0,0.0,6.022148348,3.750288648,0.0,0.750048159,2.250124519,1.168652664,31.014748325,0.0,0.0,3.50598768,45.77531936,0.0,3.4187771829999996,1.918700823,0.0,0.0,0.0,0.750048159,0.750048159,0.750048159,5.2579199,2.250124519,1.918700823,6.022148348,1.168652664,0.0,0.0,0.0,2.337336513,1.168652664,0.0,0.0,3.750288648,0.0,0.0,0.0,6.022148348,13.212328584,26.88046418,0.750048159,0.0,0.750048159,185.33663536,1.168652664,17.527938727,0.0,1.500115082,9.680692558,2.337336513,6.022148348,0.0,0.0,0.0,6.5061719710000006,20.796695536999998,0.0,0.0,0.0,0.0,0.0,12.04367592,6.022148348,0.750048159,0.0,0.0,0.0,0.750048159,0.0,0.0,0.0,0.018340362,0.064782456,0.07537650700000001,0.10582569600000001,0.002447184,0.058383849,0.0,0.0,0.0,0.0,0.055351329000000005,0.0,0.6598483589999999,0.0,0.0,0.014984944,0.801510735,0.016988942,0.001451428,0.0,2.0,2.0,"[[0, 3], [1, 4]]"
52x52,0.0,3.8593415110000002,24.23480772,5.359456593,0.484704415,30.38968312,1.444950101,2.204191922,0.484704415,0.0,3.1644257700000002,0.484704415,3.392987829,0.96942751,1.444950101,7.224888137,12.053557499,2.679702675,0.750048159,15.501006371999999,2.250124519,8.204648749,0.0,0.484704415,1.444950101,0.750048159,2.19499826,1.444950101,3.868526312,0.0,0.0,0.96942751,9.191042634,14.037780201,0.0,0.0,6.712063663,0.484704415,0.0,0.0,0.484704415,10.51595608,0.0,0.0,0.0,156.92897417,0.0,0.0,1.938799789,1.444950101,0.0,0.0,0.0,4.334945658,1.929654516,0.0,0.484704415,7.508570027999999,0.750048159,8.669855849,0.0,17.239958061,0.750048159,3.374618416,0.484704415,0.0,4.719716158000001,1.929654516,0.750048159,2.250124519,0.484704415,3.219552029,0.0,2.414377611,35.375063861,45.77531936,0.0,2.250124519,6.054421327,0.0,0.0,0.96942751,3.63996216,0.750048159,1.234752574,5.2579199,3.704268282,2.679702675,0.484704415,0.484704415,0.0,5.779848666,0.0,3.38374989,1.938799789,1.929654516,0.0,8.103467722000001,0.0,5.33184099,0.484704415,0.0,10.599462124999999,0.0,0.750048159,0.96942751,0.750048159,102.82982161,0.0,32.229059833,0.0,1.500115082,12.108770719999999,0.96942751,3.374618416,0.0,0.484704415,1.929654516,3.969611801,6.5481911329999996,3.87764288,4.353179074,0.0,0.0,0.0,4.819650073,0.0,0.750048159,1.929654516,3.868526312,3.38374989,2.19499826,0.484704415,0.0,9.693010665,0.0,0.106425697,0.050819067,0.078336818,0.0,0.079523349,0.0,0.085128075,0.0,0.0,0.055351329000000005,0.0,1.2291758710000003,0.0,0.0,0.103260324,0.612351627,0.321519852,0.0,0.0,2.0,2.0,"[[0, 3], [2, 3]]"
53x53,0.0,2.889914001,0.0,4.390029083,1.168652664,12.853292593,1.444950101,0.750048159,0.0,1.168652664,2.19499826,0.0,0.0,0.0,1.444950101,7.224888137,14.789419725999998,2.19499826,0.750048159,19.690963973,4.587461032,6.750504986,0.0,0.0,1.444950101,0.750048159,2.19499826,1.444950101,1.444950101,0.0,0.0,0.0,6.395901681,2.889914001,0.0,0.0,5.2579199,1.168652664,5.843212087,0.0,1.168652664,10.51595608,1.168652664,0.0,0.0,161.60363618600002,1.168652664,2.337336513,0.0,1.444950101,0.0,0.0,0.0,5.503598321999999,1.444950101,0.0,0.0,8.590981497,0.750048159,8.669855849,0.0,16.011982647,0.750048159,2.889914001,0.0,0.0,3.750288648,1.444950101,0.750048159,2.250124519,1.168652664,6.924786535,0.0,1.444950101,4.950937781,45.77531936,0.0,3.4187771829999996,6.253646481,0.0,0.0,0.0,3.63996216,0.750048159,0.750048159,5.2579199,2.250124519,3.363650924,0.0,1.168652664,0.0,5.779848666,0.0,3.782286614,1.168652664,1.444950101,0.0,5.1952387490000005,0.0,0.0,0.0,0.0,11.283410373999999,26.88046418,0.750048159,0.0,0.750048159,147.98905163,1.168652664,33.424565067,0.0,1.500115082,18.350548406999998,2.337336513,2.889914001,0.0,0.0,1.444950101,6.5061719710000006,17.66446119,0.0,1.444950101,0.0,0.0,0.0,4.334945658,0.0,0.750048159,1.444950101,1.444950101,1.444950101,2.19499826,0.0,0.0,0.0,0.01595296,0.064782456,0.067907164,0.102478439,0.0,0.058383849,0.0,0.0,0.0,0.0,0.055351329000000005,0.0,0.9473565480000001,0.0,0.0,0.118245268,0.67641492,0.322262458,0.001060327,0.0,2.0,2.0,"[[0, 3], [2, 4]]"
54x54,0.0,0.96942751,24.23480772,2.469542592,1.6533570789999998,32.727019633,0.0,2.204191922,0.484704415,1.168652664,1.719475669,0.484704415,3.392987829,0.96942751,0.0,0.0,6.613461805,1.234752574,0.750048159,20.175668388,4.587461032,8.204648749,0.0,0.484704415,0.0,0.750048159,0.750048159,0.0,2.423576211,0.0,0.0,0.96942751,9.807116313,11.1478662,0.0,0.0,6.712063663,1.6533570789999998,5.843212087,0.0,1.6533570789999998,10.51595608,1.168652664,0.0,0.0,161.60363618600002,1.168652664,2.337336513,1.938799789,0.0,0.0,0.0,0.0,1.168652664,0.484704415,0.0,0.484704415,6.679612049999999,0.750048159,0.0,0.0,24.251940708,0.750048159,0.484704415,0.484704415,0.0,4.719716158000001,0.484704415,0.750048159,2.250124519,1.6533570789999998,7.894214045,0.0,0.96942751,37.436101439999995,45.77531936,0.0,3.4187771829999996,2.888128333,0.0,0.0,0.96942751,0.750048159,0.750048159,1.234752574,5.2579199,3.704268282,2.403405238,0.484704415,1.6533570789999998,0.0,0.0,0.0,4.276136301999999,3.1074524529999996,0.484704415,0.0,6.658517621,0.0,5.33184099,0.484704415,0.0,1.6533570789999998,26.88046418,0.750048159,0.96942751,0.750048159,120.77143029999999,1.168652664,23.34441614,0.0,1.500115082,11.619492347,3.306764023,0.484704415,0.0,0.484704415,0.484704415,7.475599481,17.682776162,3.87764288,2.908228973,0.0,0.0,0.0,0.484704415,0.0,0.750048159,0.484704415,2.423576211,1.938799789,0.750048159,0.484704415,0.0,9.693010665,0.01595296,0.106425697,0.071789843,0.13045411,0.0,0.08144077499999999,0.0,0.085128075,0.0,0.0,0.055351329000000005,0.0,1.301420602,0.0,0.0,0.014984944,0.656761122,0.011421508,0.001060327,0.0,2.0,2.0,"[[0, 3], [3, 4]]"
55x55,0.891907941,0.0,15.16218226,6.0526333999999995,1.820979954,25.66143092,2.731470392,2.533860783,0.0,0.0,2.533860783,7.824569301,1.820979954,0.0,0.910513012,0.891907941,13.827488544,1.6419561,0.750048159,8.142290979,4.071104473,8.53431761,0.0,0.0,0.0,6.772196507,0.750048159,0.0,0.891907941,0.0,0.0,0.0,9.811849706,9.829561197,0.910513012,0.0,2.731470392,1.802420953,0.0,0.0,0.0,0.891907941,12.04367592,1.802420953,0.0,89.99679842,6.022148348,0.891907941,2.6943256360000003,0.0,0.0,0.0,0.891907941,6.022148348,0.891907941,0.891907941,0.0,7.885468556,1.6419561,6.914056289,0.0,19.851618638,1.6419561,0.0,0.0,6.022148348,4.642196589,0.0,1.660561171,33.209626269,0.910513012,29.944878887,0.0,0.0,19.62053838,160.19251332,0.0,10.444664380999999,0.750048159,15.16218226,0.0,4.552518318,1.6419561,0.750048159,0.750048159,0.0,2.250124519,4.354840737,6.022148348,0.0,0.0,3.567620359,0.0,2.675784144,1.783812624,0.0,1.783812624,10.049379399,0.0,2.675784144,2.731470392,6.022148348,12.04367592,0.910513012,1.660561171,0.910513012,0.750048159,148.75184453,0.0,8.027344162,0.891907941,3.321095036,14.971681584999999,0.0,9.589768707000001,0.0,0.891907941,0.910513012,3.000184291,15.691244692,4.459589628,7.135420397,0.0,0.0,1.820979954,13.827488544,6.022148348,1.660561171,0.891907941,0.0,1.802420953,1.660561171,0.0,0.891907941,13.397036092,0.028736252,0.09878670199999999,0.050252605000000006,0.093127316,0.002447184,0.073752767,0.0,0.0,0.0,0.0,0.11771279500000001,0.0,0.366165324,0.0,0.0,0.000762815,1.154183604,0.005567434,0.000391101,0.0,2.0,2.0,"[[0, 4], [0, 1]]"
56x56,0.891907941,2.889914001,15.16218226,8.942547400999999,1.820979954,19.639282572,4.176420493,2.533860783,0.0,0.0,3.9788108840000005,1.802420953,1.820979954,0.0,2.355463113,8.116796078,11.898570333999999,3.086906201,0.750048159,8.142290979,4.071104473,8.53431761,0.0,0.0,1.444950101,0.750048159,2.19499826,1.444950101,2.3368580420000002,0.0,0.0,0.0,12.701763707000001,12.719475198000001,0.910513012,0.0,2.731470392,1.802420953,0.0,0.0,0.0,0.891907941,0.0,1.802420953,0.0,89.99679842,0.0,0.891907941,2.6943256360000003,1.444950101,0.0,0.0,0.891907941,4.334945658,2.3368580420000002,0.891907941,0.0,12.220414214,1.6419561,9.561763789999999,0.0,19.851618638,1.6419561,2.889914001,0.0,0.0,4.642196589,1.444950101,1.660561171,33.209626269,0.910513012,5.854917097,0.0,1.444950101,21.065488481,160.19251332,0.0,10.444664380999999,5.084993817,15.16218226,0.0,4.552518318,4.531870101,0.750048159,0.750048159,0.0,2.250124519,5.799790838,0.0,0.0,0.0,9.347469025,0.0,4.120734245,1.783812624,1.444950101,1.783812624,11.4943295,0.0,2.675784144,2.731470392,0.0,10.11475771,0.910513012,1.660561171,0.910513012,0.750048159,111.4042608,0.0,23.923970502,0.891907941,3.321095036,23.641537434,0.0,6.45753436,0.0,0.891907941,2.355463113,3.000184291,12.559010345,4.459589628,8.580370498,0.0,0.0,1.820979954,6.118758282,0.0,1.660561171,2.3368580420000002,1.444950101,3.2473710540000003,3.105511272,0.0,0.891907941,13.397036092,0.02634885,0.09878670199999999,0.042783262,0.089780059,0.0,0.073752767,0.0,0.0,0.0,0.0,0.11771279500000001,0.0,0.653673513,0.0,0.0,0.104023139,1.029087789,0.31084095,0.0,0.0,2.0,2.0,"[[0, 4], [0, 2]]"
57x57,0.891907941,0.96942751,39.39698998,7.0220609099999995,2.305684369,39.513009612,2.731470392,3.988004546,0.484704415,0.0,3.503288293,2.287125368,5.213967783,0.96942751,0.910513012,0.891907941,3.7226124130000002,2.126660515,0.750048159,8.626995394,4.071104473,9.988461373,0.0,0.484704415,0.0,0.750048159,0.750048159,0.0,3.315484152,0.0,0.0,0.96942751,16.112978339,20.977427397,0.910513012,0.0,4.185614155,2.287125368,0.0,0.0,0.484704415,0.891907941,0.0,1.802420953,0.0,89.99679842,0.0,0.891907941,4.633125425,0.0,0.0,0.0,0.891907941,0.0,1.376612356,0.891907941,0.484704415,10.309044767,1.6419561,0.891907941,0.0,28.091576699,1.6419561,0.484704415,0.484704415,0.0,5.611624099,0.484704415,1.660561171,33.209626269,1.395217427,6.8243446070000005,0.0,0.96942751,53.55065214,160.19251332,0.0,10.444664380999999,1.719475669,15.16218226,0.0,5.521945828,1.6419561,0.750048159,1.234752574,0.0,3.704268282,4.839545152,0.484704415,0.484704415,0.0,3.567620359,0.0,4.6145839330000005,3.7226124130000002,0.484704415,1.783812624,12.957608372,0.0,8.007625134,3.216174807,0.0,0.484704415,0.910513012,1.660561171,1.879940522,0.750048159,84.18663946999999,0.0,13.843821575,0.891907941,3.321095036,16.910481374,0.96942751,4.052324774000001,0.0,1.376612356,1.395217427,3.969611801,12.577325317,8.337232508,10.04364937,0.0,0.0,1.820979954,2.2685170390000002,0.0,1.660561171,1.376612356,2.423576211,3.741220742,1.660561171,0.484704415,0.891907941,23.090046757,0.02634885,0.140429943,0.046665941,0.11775573,0.0,0.096809693,0.0,0.085128075,0.0,0.0,0.11771279500000001,0.0,1.007737567,0.0,0.0,0.000762815,1.009433991,0.0,0.0,0.0,2.0,2.0,"[[0, 4], [0, 3]]"
58x58,0.891907941,0.0,15.16218226,6.0526333999999995,2.989632618,21.976619085,2.731470392,2.533860783,0.0,1.168652664,2.533860783,1.802420953,1.820979954,0.0,0.910513012,0.891907941,6.45847464,1.6419561,0.750048159,12.816952995000001,6.4084409860000004,8.53431761,0.0,0.0,0.0,0.750048159,0.750048159,0.0,0.891907941,0.0,0.0,0.0,13.317837386,9.829561197,0.910513012,0.0,2.731470392,2.971073617,5.843212087,0.0,1.168652664,0.891907941,1.168652664,1.802420953,0.0,94.671460436,1.168652664,3.229244454,2.6943256360000003,0.0,0.0,0.0,0.891907941,1.168652664,0.891907941,0.891907941,0.0,11.391456236,1.6419561,0.891907941,0.0,26.863601285,1.6419561,0.0,0.0,0.0,4.642196589,0.0,1.660561171,33.209626269,2.0791656759999997,10.529579113,0.0,0.0,23.12652606,160.19251332,0.0,11.613317044999999,1.918700823,15.16218226,0.0,4.552518318,1.6419561,0.750048159,0.750048159,0.0,2.250124519,5.523493401,0.0,1.168652664,0.0,3.567620359,0.0,5.013120657,2.952465288,0.0,1.783812624,10.049379399,0.0,2.675784144,2.731470392,0.0,1.168652664,27.790977192,1.660561171,0.910513012,0.750048159,129.34586948999998,1.168652664,15.039326809,0.891907941,3.321095036,23.152259061,2.337336513,3.567620359,0.0,0.891907941,0.910513012,6.5061719710000006,23.693595373999997,4.459589628,7.135420397,0.0,0.0,1.820979954,1.783812624,0.0,1.660561171,0.891907941,0.0,1.802420953,1.660561171,0.0,0.891907941,13.397036092,0.042301809999999995,0.09878670199999999,0.06375403800000001,0.141897351,0.0,0.075670193,0.0,0.0,0.0,0.0,0.11771279500000001,0.0,0.725918244,0.0,0.0,0.015747759,1.073497284,0.000742606,0.001060327,0.0,2.0,2.0,"[[0, 4], [0, 4]]"
59x59,0.0,2.889914001,0.0,8.942547400999999,1.820979954,6.93266136,4.176420493,0.750048159,0.0,0.0,2.19499826,6.93266136,1.820979954,0.0,2.355463113,7.224888137,22.158433629999998,2.19499826,0.750048159,8.142290979,4.071104473,6.750504986,0.0,0.0,1.444950101,6.772196507,2.19499826,1.444950101,1.444950101,0.0,0.0,0.0,2.889914001,3.800427013,0.910513012,0.0,2.731470392,0.910513012,0.0,0.0,0.0,0.0,12.04367592,0.910513012,0.0,89.99679842,6.022148348,0.0,0.910513012,1.444950101,0.0,0.0,0.0,10.357094006,1.444950101,0.0,0.0,5.084993817,0.750048159,14.692004197,0.0,16.283998279000002,0.750048159,2.889914001,0.0,6.022148348,3.750288648,1.444950101,1.660561171,33.209626269,0.910513012,28.161066263000002,0.0,1.444950101,1.444950101,160.19251332,0.0,10.444664380999999,5.084993817,0.0,0.0,4.552518318,3.63996216,0.750048159,0.750048159,0.0,2.250124519,4.015978214,6.022148348,0.0,0.0,5.779848666,0.0,1.444950101,0.0,1.444950101,0.0,7.926709141,0.0,0.0,2.731470392,6.022148348,22.158433629999998,0.910513012,1.660561171,0.910513012,0.750048159,167.39502667,0.0,15.89662634,0.0,3.321095036,14.722489248999999,0.0,8.912062349,0.0,0.0,2.355463113,3.000184291,9.662110508000001,0.0,1.444950101,0.0,0.0,1.820979954,16.378621578,6.022148348,1.660561171,1.444950101,1.444950101,2.355463113,3.105511272,0.0,0.0,0.910513012,0.002387402,0.09320745899999999,0.037598413,0.065875698,0.002447184,0.073752767,0.0,0.0,0.0,0.0,0.10347474400000001,0.0,0.62426442,0.0,0.0,0.103260324,0.9678415340000001,0.316408384,0.000391101,0.0,2.0,2.0,"[[0, 4], [1, 2]]"
60x60,0.0,0.96942751,24.23480772,7.0220609099999995,2.305684369,26.8063884,2.731470392,2.204191922,0.484704415,0.0,1.719475669,7.417365775,5.213967783,0.96942751,0.910513012,0.0,13.982475709,1.234752574,0.750048159,8.626995394,4.071104473,8.204648749,0.0,0.484704415,0.0,6.772196507,0.750048159,0.0,2.423576211,0.0,0.0,0.96942751,6.301128633,12.058379211999998,0.910513012,0.0,4.185614155,1.395217427,0.0,0.0,0.484704415,0.0,12.04367592,0.910513012,0.0,89.99679842,6.022148348,0.0,2.849312801,0.0,0.0,0.0,0.0,6.022148348,0.484704415,0.0,0.484704415,3.1736243699999998,0.750048159,6.022148348,0.0,24.52395634,0.750048159,0.484704415,0.484704415,6.022148348,4.719716158000001,0.484704415,1.660561171,33.209626269,1.395217427,29.130493773,0.0,0.96942751,33.93011376,160.19251332,0.0,10.444664380999999,1.719475669,0.0,0.0,5.521945828,0.750048159,0.750048159,1.234752574,0.0,3.704268282,3.055732528,6.506852763,0.484704415,0.0,0.0,0.0,1.938799789,1.938799789,0.484704415,0.0,9.389988013,0.0,5.33184099,3.216174807,6.022148348,12.528380335,0.910513012,1.660561171,1.879940522,0.750048159,140.17740534,0.0,5.816477413,0.0,3.321095036,7.991433188999999,0.96942751,6.506852763,0.0,0.484704415,1.395217427,3.969611801,9.68042548,3.87764288,2.908228973,0.0,0.0,1.820979954,12.528380335,6.022148348,1.660561171,0.484704415,2.423576211,2.849312801,1.660561171,0.484704415,0.0,10.603523676999998,0.002387402,0.1348507,0.041481092,0.093851369,0.002447184,0.096809693,0.0,0.085128075,0.0,0.0,0.10347474400000001,0.0,0.978328474,0.0,0.0,0.0,0.9481877360000001,0.005567434,0.000391101,0.0,2.0,2.0,"[[0, 4], [1, 3]]"
61x61,0.0,0.0,0.0,6.0526333999999995,2.989632618,9.269997873,2.731470392,0.750048159,0.0,1.168652664,0.750048159,6.93266136,1.820979954,0.0,0.910513012,0.0,16.718337936,0.750048159,0.750048159,12.816952995000001,6.4084409860000004,6.750504986,0.0,0.0,0.0,6.772196507,0.750048159,0.0,0.0,0.0,0.0,0.0,3.50598768,0.910513012,0.910513012,0.0,2.731470392,2.0791656759999997,5.843212087,0.0,1.168652664,0.0,13.212328584,0.910513012,0.0,94.671460436,7.190801012,2.337336513,0.910513012,0.0,0.0,0.0,0.0,7.190801012,0.0,0.0,0.0,4.256035839,0.750048159,6.022148348,0.0,23.295980926000002,0.750048159,0.0,0.0,6.022148348,3.750288648,0.0,1.660561171,33.209626269,2.0791656759999997,32.835728279,0.0,0.0,3.50598768,160.19251332,0.0,11.613317044999999,1.918700823,0.0,0.0,4.552518318,0.750048159,0.750048159,0.750048159,0.0,2.250124519,3.7396807770000002,6.022148348,1.168652664,0.0,0.0,0.0,2.337336513,1.168652664,0.0,0.0,6.48175904,0.0,0.0,2.731470392,6.022148348,13.212328584,27.790977192,1.660561171,0.910513012,0.750048159,185.33663536,1.168652664,7.011982647,0.0,3.321095036,14.233210876,2.337336513,6.022148348,0.0,0.0,0.910513012,6.5061719710000006,20.796695536999998,0.0,0.0,0.0,0.0,1.820979954,12.04367592,6.022148348,1.660561171,0.0,0.0,0.910513012,1.660561171,0.0,0.0,0.910513012,0.018340362,0.09320745899999999,0.05856918900000001,0.11799299,0.002447184,0.075670193,0.0,0.0,0.0,0.0,0.10347474400000001,0.0,0.696509151,0.0,0.0,0.014984944,1.012251029,0.006310039999999999,0.001451428,0.0,2.0,2.0,"[[0, 4], [1, 4]]"
62x62,0.0,3.8593415110000002,24.23480772,9.911974910999998,2.305684369,20.784240051999998,4.176420493,2.204191922,0.484704415,0.0,3.1644257700000002,1.395217427,5.213967783,0.96942751,2.355463113,7.224888137,12.053557499,2.679702675,0.750048159,8.626995394,4.071104473,8.204648749,0.0,0.484704415,1.444950101,0.750048159,2.19499826,1.444950101,3.868526312,0.0,0.0,0.96942751,9.191042634,14.948293213,0.910513012,0.0,4.185614155,1.395217427,0.0,0.0,0.484704415,0.0,0.0,0.910513012,0.0,89.99679842,0.0,0.0,2.849312801,1.444950101,0.0,0.0,0.0,4.334945658,1.929654516,0.0,0.484704415,7.508570027999999,0.750048159,8.669855849,0.0,24.52395634,0.750048159,3.374618416,0.484704415,0.0,4.719716158000001,1.929654516,1.660561171,33.209626269,1.395217427,5.040531983,0.0,2.414377611,35.375063861,160.19251332,0.0,10.444664380999999,6.054421327,0.0,0.0,5.521945828,3.63996216,0.750048159,1.234752574,0.0,3.704268282,4.500682629000001,0.484704415,0.484704415,0.0,5.779848666,0.0,3.38374989,1.938799789,1.929654516,0.0,10.834938114,0.0,5.33184099,3.216174807,0.0,10.599462124999999,0.910513012,1.660561171,1.879940522,0.750048159,102.82982161,0.0,21.713103753,0.0,3.321095036,16.661289038,0.96942751,3.374618416,0.0,0.484704415,2.840167528,3.969611801,6.5481911329999996,3.87764288,4.353179074,0.0,0.0,1.820979954,4.819650073,0.0,1.660561171,1.929654516,3.868526312,4.294262902,3.105511272,0.484704415,0.0,10.603523676999998,0.0,0.1348507,0.034011749,0.090504112,0.0,0.096809693,0.0,0.085128075,0.0,0.0,0.10347474400000001,0.0,1.265836663,0.0,0.0,0.103260324,0.8230919210000001,0.31084095,0.0,0.0,2.0,2.0,"[[0, 4], [2, 3]]"
