coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Pericytes,ODMature3,Pericytescells,ODMature3cells
0x0,0.0,0.0,0.0,1.500115082,1.781762191,0.0,0.0,0.750048159,0.0,0.0,2.53181035,1.781762191,0.0,0.0,0.0,0.0,0.0,0.750048159,0.750048159,4.500345877,2.250124519,8.532267177,0.0,0.0,0.0,0.750048159,2.53181035,0.0,0.0,0.0,0.0,0.0,3.563415361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.84977672,0.0,0.0,0.0,0.0,51.75941847,0.0,1.781762191,0.0,0.0,0.0,1.781762191,0.0,0.0,0.0,51.67444883,0.0,0.750048159,0.750048159,0.0,0.0,10.781762191,0.750048159,0.0,0.0,1.781762191,3.750288648,0.0,0.750048159,2.250124519,7.126995139,4.03188671,0.0,0.0,1.781762191,30.00273442,0.0,36.099901239000005,0.750048159,1.781762191,0.0,0.0,2.53181035,0.750048159,0.750048159,0.0,4.03188671,4.31346352,7.126995139,0.0,0.0,1.781762191,0.0,3.563415361,3.563415361,7.126995139,0.0,3.750288648,1.781762191,0.0,0.0,0.0,1.781762191,0.0,0.750048159,0.0,0.750048159,0.0,0.0,3.563415361,0.0,3.281877273,101.286066522,0.0,0.0,0.0,0.0,1.781762191,3.000184291,0.750048159,0.0,5.345122338,0.0,0.0,0.0,1.781762191,0.0,0.750048159,0.0,1.781762191,0.0,0.750048159,0.0,0.0,58.79983697,0.0,0.13226960999999998,0.023063167000000002,0.055538594999999996,0.0,0.09479148400000001,2.199779119,0.146045869,0.0,0.0,0.08848360499999999,0.0,0.952288582,0.0,0.109059893,0.004172908,0.30747316399999997,0.0,0.007626545,0.0,1.0,1.0,[0],[0]
1x1,0.0,0.0,0.0,2.807712264,0.0,1.961419965,0.653826704,1.403874863,0.653826704,0.0,1.403874863,0.653826704,0.653826704,0.0,0.0,1.307597182,4.576606492,1.403874863,1.403874863,5.807943059,2.903951223,8.711924951,0.0,1.961419965,0.653826704,0.750048159,0.750048159,3.269037797,0.0,0.0,0.0,0.0,7.192001063,0.0,0.0,0.0,0.0,0.653826704,0.0,0.0,22.8836116,0.0,0.653826704,0.653826704,0.0,51.75941847,0.0,0.653826704,2.615263862,0.0,0.0,0.0,0.0,0.0,0.0,26.80353394,0.0,5.326654651,0.750048159,0.0,0.653826704,12.922888507,2.711468124,0.0,0.0,0.653826704,3.750288648,0.653826704,0.750048159,2.250124519,3.269037797,4.865388381,0.653826704,0.0,1.307597182,30.656561124,0.0,25.785911929,1.403874863,0.653826704,0.0,4.576606492,0.750048159,0.750048159,1.403874863,0.0,3.557721701,0.750048159,9.806871811,1.307597182,0.0,2.615263862,0.0,2.615263862,1.307597182,0.0,0.653826704,15.517616188,0.0,0.0,0.0,0.0,1.307597182,0.653826704,0.750048159,0.0,0.750048159,0.653826704,7.192001063,7.192001063,1.307597182,2.153941786,35.494631782,0.0,1.961419965,0.0,0.0,0.0,3.000184291,1.403874863,0.0,7.192001063,0.0,0.0,0.0,1.961419965,0.653826704,3.365312021,1.307597182,0.0,1.307597182,0.750048159,2.615263862,0.0,38.57309339,0.014628133,0.07919105900000001,0.002066792,0.038763122,0.0,0.066013057,1.553289152,0.029020436,0.0,0.0,0.062326955,0.0,0.894627559,0.0,0.083639931,0.0,0.294404458,0.0,0.0,0.014299006,1.0,1.0,[0],[1]
2x2,0.0,0.0,8.205343522,6.970349269,0.0,2.735080789,0.0,3.485128948,0.0,8.205343522,0.750048159,2.735080789,0.0,0.0,0.0,0.0,0.0,6.220282346,0.750048159,4.500345877,2.250124519,6.750504986,0.0,0.0,0.0,0.750048159,0.750048159,0.0,0.0,0.0,0.0,0.0,0.0,5.470234187,0.0,0.0,0.0,0.0,0.0,0.0,21.88231712,2.735080789,2.735080789,0.0,0.0,51.75941847,0.0,0.0,5.470234187,10.93988104,0.0,2.735080789,0.0,2.735080789,0.0,35.55947916,0.0,3.485128948,0.750048159,0.0,0.0,17.205343522,0.750048159,8.205343522,0.0,2.735080789,3.750288648,2.735080789,0.750048159,4.985205307999999,8.205343522,2.250124519,0.0,0.0,13.67573969,30.00273442,0.0,40.54175037900001,0.750048159,0.0,0.0,0.0,3.485128948,0.750048159,0.750048159,2.735080789,2.250124519,3.485128948,2.735080789,0.0,0.0,0.0,0.0,13.67573969,0.0,0.0,0.0,3.750288648,0.0,0.0,0.0,0.0,0.0,0.0,3.485128948,0.0,0.750048159,0.0,0.0,2.735080789,0.0,1.500115082,78.08908747199999,0.0,0.0,0.0,0.0,0.0,3.000184291,0.750048159,2.735080789,8.205343522,0.0,0.0,0.0,10.93988104,0.0,0.750048159,0.0,0.0,0.0,3.485128948,0.0,0.0,27.35306412,0.0,0.052436222000000005,0.002066792,0.05594755900000001,0.0,0.061467952,1.348172513,0.184019895,0.091746982,0.0,0.0648769,0.0,1.59073653,0.0,0.0,0.0,0.294404458,0.0,0.0,0.0,1.0,1.0,[0],[2]
3x3,0.0,2.084324048,0.0,1.500115082,0.0,0.0,0.0,4.918613369,0.0,0.0,2.834372207,0.0,0.0,0.0,2.084324048,0.0,2.084324048,0.750048159,0.750048159,6.584669925,4.334448567,6.750504986,0.0,0.0,0.0,0.750048159,0.750048159,0.0,0.0,0.0,0.0,0.0,0.0,2.084324048,0.0,0.0,0.0,0.0,0.0,0.0,10.42089135,0.0,0.0,2.084324048,0.0,51.75941847,2.084324048,2.084324048,0.0,12.50516828,0.0,0.0,0.0,4.16856521,0.0,22.92764739,0.0,2.834372207,0.750048159,0.0,0.0,11.084324048,2.834372207,0.0,2.084324048,0.0,3.750288648,0.0,0.750048159,2.250124519,12.50516828,2.250124519,0.0,0.0,0.0,30.00273442,0.0,25.177771909,2.834372207,0.0,0.0,0.0,0.750048159,0.750048159,0.750048159,0.0,8.502996302,0.750048159,4.16856521,0.0,0.0,0.0,0.0,4.16856521,0.0,0.0,2.084324048,3.750288648,0.0,0.0,2.084324048,0.0,0.0,0.0,0.750048159,0.0,0.750048159,0.0,0.0,2.084324048,0.0,1.500115082,84.872436802,0.0,0.0,0.0,0.0,0.0,5.084508339,0.750048159,0.0,2.084324048,0.0,0.0,0.0,0.0,2.084324048,0.750048159,0.0,4.16856521,0.0,2.834372207,0.0,0.0,25.01357257,0.0,0.042238232,0.002066792,0.044399295000000005,0.0,0.032435668,0.867583378,0.0,0.0,0.0,0.047053807,0.0,0.998173931,0.093054962,0.019073715,0.004065165,0.294404458,0.0,0.0,0.0,1.0,1.0,[0],[3]
4x4,0.0,0.0,1.24099042,2.741105502,0.0,0.0,1.24099042,4.472961751,2.481929712,0.0,1.991038579,0.0,0.0,0.0,1.24099042,2.481929712,4.963895155,0.750048159,0.750048159,4.500345877,5.973038110999999,6.750504986,0.0,0.0,0.0,3.231977871,0.750048159,2.481929712,0.0,0.0,0.0,1.24099042,4.963895155,1.24099042,0.0,0.0,0.0,6.204767988,1.24099042,0.0,31.02580095,1.24099042,2.481929712,1.24099042,0.0,51.75941847,0.0,0.0,2.481929712,4.963895155,0.0,0.0,0.0,1.24099042,0.0,13.65210425,0.0,6.954816147000001,0.750048159,0.0,0.0,11.481929712,3.231977871,13.65210425,0.0,1.24099042,3.750288648,0.0,0.750048159,2.250124519,3.722913592,3.491114939,0.0,0.0,6.204767988,30.00273442,0.0,43.206696749,1.991038579,7.44578458,0.0,0.0,0.750048159,0.750048159,0.750048159,1.24099042,4.732054230999999,1.991038579,7.44578458,1.24099042,0.0,1.24099042,0.0,11.16746204,0.0,0.0,0.0,7.47320224,1.24099042,2.481929712,1.24099042,0.0,0.0,0.0,0.750048159,0.0,0.750048159,0.0,0.0,7.44578458,0.0,1.500115082,67.27297843199999,0.0,1.24099042,1.24099042,0.0,0.0,3.000184291,0.750048159,0.0,17.37384295,0.0,0.0,0.0,3.722913592,1.24099042,0.750048159,0.0,0.0,1.24099042,1.991038579,0.0,0.0,31.02580095,0.0,0.06975756,0.024215067,0.047832005,0.0,0.056551311,2.080704195,0.0,0.000573232,0.0,0.05928309700000001,0.0,0.392057616,0.0,0.011446929,0.018213381,0.294404458,0.041091738,0.0206022,0.013707828,1.0,1.0,[0],[4]
5x5,0.0,0.0,0.0,0.0,1.781762191,1.61613409,0.0,0.0,0.0,0.0,3.3978962810000004,1.781762191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.014096841,0.0,0.0,0.0,0.0,1.781762191,0.0,0.0,0.0,0.0,0.0,3.563415361,0.0,0.0,0.0,4.848439478,0.0,0.0,0.0,33.84977672,1.61613409,0.0,0.0,0.0,64.6447502,0.0,1.781762191,0.0,0.0,0.0,1.781762191,0.0,0.0,0.0,51.67444883,0.0,0.0,0.0,0.0,0.0,1.781762191,0.0,0.0,0.0,1.781762191,0.0,0.0,0.0,1.61613409,7.126995139,1.781762191,0.0,0.0,1.781762191,12.92836054,0.0,40.314436182,1.61613409,1.781762191,0.0,0.0,1.781762191,0.0,0.0,0.0,1.781762191,3.563415361,7.126995139,0.0,0.0,1.781762191,0.0,3.563415361,5.179549451,7.126995139,0.0,0.0,1.781762191,0.0,0.0,0.0,1.781762191,1.61613409,0.0,0.0,0.0,1.61613409,0.0,3.563415361,0.0,3.3978962810000004,101.40208553000001,0.0,0.0,0.0,0.0,1.781762191,1.61613409,0.0,0.0,5.345122338,0.0,0.0,1.61613409,1.781762191,0.0,0.0,0.0,1.781762191,0.0,0.0,0.0,0.0,58.79983697,0.0,0.132168821,0.030190236000000002,0.037481767,0.0,0.087561487,2.199779119,0.146045869,0.0,0.0,0.045255242999999994,0.0,0.941137182,0.0,0.109059893,0.004172908,0.31524564499999996,0.0,0.007626545,0.0,1.0,1.0,[1],[0]
6x6,0.0,0.0,0.0,1.307597182,0.0,3.5775540550000002,0.653826704,0.653826704,0.653826704,0.0,2.269960794,0.653826704,0.653826704,0.0,0.0,1.307597182,4.576606492,0.653826704,0.653826704,1.307597182,0.653826704,5.193754615,0.0,1.961419965,0.653826704,0.0,0.0,3.269037797,0.0,0.0,0.0,0.0,7.192001063,0.0,0.0,0.0,4.848439478,0.653826704,0.0,0.0,22.8836116,1.61613409,0.653826704,0.653826704,0.0,64.6447502,0.0,0.653826704,2.615263862,0.0,0.0,0.0,0.0,0.0,0.0,26.80353394,0.0,4.576606492,0.0,0.0,0.653826704,3.922888507,1.961419965,0.0,0.0,0.653826704,0.0,0.653826704,0.0,1.61613409,3.269037797,2.615263862,0.653826704,0.0,1.307597182,13.582187244,0.0,30.000446872,2.269960794,0.653826704,0.0,4.576606492,0.0,0.0,0.653826704,0.0,1.307597182,0.0,9.806871811,1.307597182,0.0,2.615263862,0.0,2.615263862,2.9237312720000004,0.0,0.653826704,11.76732754,0.0,0.0,0.0,0.0,1.307597182,2.269960794,0.0,0.0,0.0,2.269960794,7.192001063,7.192001063,1.307597182,2.269960794,35.61065079,0.0,1.961419965,0.0,0.0,0.0,1.61613409,0.653826704,0.0,7.192001063,0.0,0.0,1.61613409,1.961419965,0.653826704,2.615263862,1.307597182,0.0,1.307597182,0.0,2.615263862,0.0,38.57309339,0.014628133,0.07909026999999999,0.009193861,0.020706294,0.0,0.05878306,1.553289152,0.029020436,0.0,0.0,0.019098593,0.0,0.883476159,0.0,0.083639931,0.0,0.302176939,0.0,0.0,0.014299006,1.0,1.0,[1],[1]
7x7,0.0,0.0,8.205343522,5.470234187,0.0,4.3512148790000005,0.0,2.735080789,0.0,8.205343522,1.61613409,2.735080789,0.0,0.0,0.0,0.0,0.0,5.470234187,0.0,0.0,0.0,3.23233465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.470234187,0.0,0.0,4.848439478,0.0,0.0,0.0,21.88231712,4.3512148790000005,2.735080789,0.0,0.0,64.6447502,0.0,0.0,5.470234187,10.93988104,0.0,2.735080789,0.0,2.735080789,0.0,35.55947916,0.0,2.735080789,0.0,0.0,0.0,8.205343522,0.0,8.205343522,0.0,2.735080789,0.0,2.735080789,0.0,4.3512148790000005,8.205343522,0.0,0.0,0.0,13.67573969,12.92836054,0.0,44.756285322000004,1.61613409,0.0,0.0,0.0,2.735080789,0.0,0.0,2.735080789,0.0,2.735080789,2.735080789,0.0,0.0,0.0,0.0,13.67573969,1.61613409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61613409,2.735080789,0.0,0.0,1.61613409,0.0,2.735080789,0.0,1.61613409,78.20510648,0.0,0.0,0.0,0.0,0.0,1.61613409,0.0,2.735080789,8.205343522,0.0,0.0,1.61613409,10.93988104,0.0,0.0,0.0,0.0,0.0,2.735080789,0.0,0.0,27.35306412,0.0,0.052335433,0.009193861,0.037890731000000004,0.0,0.054237955,1.348172513,0.184019895,0.091746982,0.0,0.021648538000000002,0.0,1.57958513,0.0,0.0,0.0,0.302176939,0.0,0.0,0.0,1.0,1.0,[1],[2]
8x8,0.0,2.084324048,0.0,0.0,0.0,1.61613409,0.0,4.16856521,0.0,0.0,3.700458138,0.0,0.0,0.0,2.084324048,0.0,2.084324048,0.0,0.0,2.084324048,2.084324048,3.23233465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.084324048,0.0,0.0,4.848439478,0.0,0.0,0.0,10.42089135,1.61613409,0.0,2.084324048,0.0,64.6447502,2.084324048,2.084324048,0.0,12.50516828,0.0,0.0,0.0,4.16856521,0.0,22.92764739,0.0,2.084324048,0.0,0.0,0.0,2.084324048,2.084324048,0.0,2.084324048,0.0,0.0,0.0,0.0,1.61613409,12.50516828,0.0,0.0,0.0,0.0,12.92836054,0.0,29.392306852,3.700458138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.252871783,0.0,4.16856521,0.0,0.0,0.0,0.0,4.16856521,1.61613409,0.0,2.084324048,0.0,0.0,0.0,2.084324048,0.0,0.0,1.61613409,0.0,0.0,0.0,1.61613409,0.0,2.084324048,0.0,1.61613409,84.98845581,0.0,0.0,0.0,0.0,0.0,3.700458138,0.0,0.0,2.084324048,0.0,0.0,1.61613409,0.0,2.084324048,0.0,0.0,4.16856521,0.0,2.084324048,0.0,0.0,25.01357257,0.0,0.042137443,0.009193861,0.026342467,0.0,0.025205671,0.867583378,0.0,0.0,0.0,0.003825445,0.0,0.9870225309999999,0.093054962,0.019073715,0.004065165,0.302176939,0.0,0.0,0.0,1.0,1.0,[1],[3]
9x9,0.0,0.0,1.24099042,1.24099042,0.0,1.61613409,1.24099042,3.722913592,2.481929712,0.0,2.8571245100000002,0.0,0.0,0.0,1.24099042,2.481929712,4.963895155,0.0,0.0,0.0,3.722913592,3.23233465,0.0,0.0,0.0,2.481929712,0.0,2.481929712,0.0,0.0,0.0,1.24099042,4.963895155,1.24099042,0.0,0.0,4.848439478,6.204767988,1.24099042,0.0,31.02580095,2.8571245100000002,2.481929712,1.24099042,0.0,64.6447502,0.0,0.0,2.481929712,4.963895155,0.0,0.0,0.0,1.24099042,0.0,13.65210425,0.0,6.204767988,0.0,0.0,0.0,2.481929712,2.481929712,13.65210425,0.0,1.24099042,0.0,0.0,0.0,1.61613409,3.722913592,1.24099042,0.0,0.0,6.204767988,12.92836054,0.0,47.421231692,2.8571245100000002,7.44578458,0.0,0.0,0.0,0.0,0.0,1.24099042,2.481929712,1.24099042,7.44578458,1.24099042,0.0,1.24099042,0.0,11.16746204,1.61613409,0.0,0.0,3.722913592,1.24099042,2.481929712,1.24099042,0.0,0.0,1.61613409,0.0,0.0,0.0,1.61613409,0.0,7.44578458,0.0,1.61613409,67.38899744,0.0,1.24099042,1.24099042,0.0,0.0,1.61613409,0.0,0.0,17.37384295,0.0,0.0,1.61613409,3.722913592,1.24099042,0.0,0.0,0.0,1.24099042,1.24099042,0.0,0.0,31.02580095,0.0,0.06965677099999999,0.031342136,0.029775177,0.0,0.049321314,2.080704195,0.0,0.000573232,0.0,0.016054735,0.0,0.38090621599999996,0.0,0.011446929,0.018213381,0.302176939,0.041091738,0.0206022,0.013707828,1.0,1.0,[1],[4]
