coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Endothelial1,Endothelial2
0x0,0.690985953,1.381990362,14.16701094,3.109509606,5.159153492,8.982975379,2.072981884,1.381990362,0.0,0.0,9.30515247,0.0,8.292017092,0.0,0.0,0.0,5.861747297,0.690985953,0.0,6.195655324,0.0,6.5411350729999995,0.0,0.34548853,0.34548853,1.727470111,0.0,3.109509606,0.34548853,0.34548853,1.0364793,0.0,6.207254808,7.255435717,0.0,0.0,0.34548853,2.406826369,0.0,2.406826369,3.0978123220000002,0.0,8.602523796,0.34548853,0.0,24.435937347,0.0,4.813664962,1.727470111,11.05591008,0.0,0.0,0.0,0.34548853,0.0,0.0,0.690985953,1.381990362,0.0,0.0,0.0,53.70273169,6.195655324,0.34548853,0.0,0.34548853,1.0364793,0.34548853,0.0,1.381990362,3.443305669,4.146002585,2.406826369,0.0,36.20856939,6.909881914,7.220533434,20.660756789,3.788816731,16.84842916,0.34548853,2.764003339,0.0,1.0364793,0.34548853,0.0,0.690985953,0.0,1.0364793,0.690985953,0.0,0.690985953,1.0364793,3.454920928,5.504650915,13.474381,0.0,2.418456045,2.418456045,1.381990362,0.0,2.406826369,0.690985953,69.65475212,3.109509606,0.34548853,0.0,0.690985953,15.47835314,5.850144262,0.34548853,0.34548853,1.381990362,0.34548853,9.626738654,0.0,0.34548853,0.690985953,40.98219367,2.072981884,4.491487508,2.764003339,0.34548853,0.34548853,0.690985953,0.690985953,1.0364793,0.690985953,1.0364793,2.072981884,0.690985953,0.34548853,0.0,0.0,3.109509606,0.0,0.0,0.013424620000000002,0.024059473999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.331925703,0.0,0.0,0.0,0.323991845,0.0,0.0,0.0,1.0,1.0
1x1,0.0,2.599813489,1.299905543,0.0,4.813664962,1.299905543,1.299905543,1.299905543,0.0,0.0,12.613205574,0.0,10.39987266,1.299905543,0.0,0.0,3.706731912,1.299905543,0.0,10.01335533,1.299905543,6.113570505,0.0,0.0,0.0,0.0,1.299905543,0.0,5.199690368,0.0,0.0,0.0,2.406826369,0.0,0.0,0.0,0.0,2.406826369,0.0,2.406826369,2.406826369,0.0,9.820346923,0.0,0.0,19.25349607,0.0,4.813664962,0.0,1.299905543,0.0,0.0,0.0,5.199690368,0.0,0.0,1.299905543,0.0,1.299905543,0.0,0.0,44.817765168,6.113570505,0.0,0.0,0.0,0.0,2.599813489,0.0,0.0,8.906459172,2.599813489,2.406826369,0.0,19.641564208,0.0,7.220533434,14.44187384,3.706731912,18.148334703,0.0,0.0,0.0,0.0,0.0,0.0,2.599813489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.813664962,74.09309425,0.0,1.299905543,2.599813489,0.0,0.0,2.406826369,0.0,50.98069805,2.599813489,0.0,0.0,0.0,14.44187384,4.813664962,0.0,2.599813489,15.59969085,0.0,9.626738654,0.0,0.0,0.0,26.472615,1.299905543,0.0,1.299905543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.199690368,1.299905543,0.0,0.0,0.0,0.0,0.0,0.044039668,0.00569725,0.003309212,0.0,0.032209852,0.0,0.119185307,0.0,0.0,0.0,0.0,0.717789722,0.0,0.0,0.0,0.30520882,0.0,0.0,0.0,1.0,1.0
2x2,0.0,3.883261708,2.588888782,2.588888782,4.813664962,0.0,3.883261708,2.588888782,1.294457406,0.0,7.402553744,0.0,15.53484012,0.0,0.0,0.0,3.7012837750000003,0.0,1.294457406,15.169001242,0.0,4.813664962,0.0,0.0,0.0,0.0,0.0,1.294457406,0.0,0.0,0.0,0.0,2.406826369,0.0,0.0,0.0,0.0,4.995715151000001,0.0,2.406826369,2.406826369,0.0,18.870809404,0.0,0.0,20.547953476,0.0,7.402553744,1.294457406,9.060046775,0.0,1.294457406,1.294457406,1.294457406,0.0,0.0,0.0,7.766575956,0.0,0.0,0.0,56.45278671,4.813664962,2.588888782,0.0,0.0,3.883261708,0.0,0.0,2.588888782,4.995715151000001,2.588888782,2.406826369,0.0,20.914099861,29.77513736,7.220533434,15.736331245999999,2.406826369,16.84842916,0.0,2.588888782,1.294457406,0.0,0.0,0.0,1.294457406,2.588888782,0.0,0.0,0.0,0.0,0.0,2.588888782,6.108122368,38.82905479,3.883261708,2.588888782,0.0,1.294457406,3.883261708,2.406826369,0.0,91.02066974,0.0,0.0,0.0,1.294457406,14.44187384,4.813664962,0.0,0.0,0.0,0.0,9.626738654,0.0,0.0,0.0,26.472615,0.0,0.0,6.472226021,0.0,0.0,0.0,3.883261708,1.294457406,0.0,1.294457406,2.588888782,0.0,0.0,0.0,0.0,5.177745315,0.0,0.025621225,0.000155517,0.03584473,0.0,0.019981277,0.0,0.13991377,0.0,0.0,0.0,0.0,1.015672636,0.0,0.0,0.0,0.30520882,0.0,0.0,0.0,1.0,1.0
3x3,0.0,0.0,0.841280696,2.523870987,4.813664962,2.523870987,2.523870987,0.841280696,0.0,0.0,8.178823284,0.0,21.03433764,0.0,0.0,0.841280696,4.0893898,0.841280696,0.0,5.654945658,0.0,4.813664962,0.0,0.0,0.0,0.0,0.841280696,0.0,0.0,0.0,0.0,0.0,4.930697356,2.523870987,0.0,0.0,0.0,3.248107065,0.0,2.406826369,2.406826369,0.0,10.585691756,0.0,0.0,19.25349607,0.841280696,4.813664962,0.0,0.841280696,0.841280696,0.0,0.841280696,0.0,0.0,0.0,0.0,2.523870987,0.0,0.0,0.0,47.64813359,5.654945658,0.0,0.0,0.841280696,0.0,0.0,0.0,0.0,4.930697356,3.365158322,2.406826369,0.841280696,25.37900594,0.841280696,7.220533434,16.965744826999998,2.406826369,16.84842916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.841280696,0.0,0.0,0.0,0.841280696,0.0,0.841280696,4.813664962,37.8597498,0.0,8.412825336,0.841280696,0.0,0.0,2.406826369,0.0,44.02492082,3.365158322,0.0,0.0,0.841280696,15.283154536,7.337535948999999,0.841280696,0.841280696,2.523870987,0.0,10.46801935,0.0,0.0,0.0,28.155178431,0.0,0.841280696,0.0,0.0,0.0,0.0,0.0,0.0,0.841280696,1.682563431,0.0,0.0,0.841280696,0.0,0.0,0.841280696,0.0,0.033536932,0.037409234,0.055372824,0.0,0.051233035,0.0,0.157436037,0.0,0.0,0.0,0.0,1.105086761,0.0,0.0,0.0,0.30520882,0.0,0.009163188,0.0,1.0,1.0
4x4,0.628845904,1.886556084,4.401943034,3.144288684,4.813664962,5.659628451,0.628845904,1.257719583,0.0,0.0,7.329107471,0.0,18.86552285,0.628845904,0.0,0.0,3.664545952,0.628845904,0.628845904,6.700221045999999,0.0,9.215607996,0.628845904,0.0,0.0,0.628845904,0.0,0.0,3.144288684,0.0,0.0,0.0,4.2933824529999995,6.288530911,0.0,0.628845904,1.886556084,2.406826369,0.0,3.664545952,3.035672273,0.628845904,7.849379338,0.0,0.0,41.890912150000005,0.628845904,5.442510866,0.628845904,6.917352842,0.0,0.0,0.0,1.886556084,0.0,0.628845904,0.0,4.401943034,0.0,0.0,1.257719583,50.97908941,7.329107471,3.773094139,0.0,0.0,2.515442509,0.0,0.0,6.288530911,7.437696827,0.0,2.406826369,0.0,33.307396690000004,28.9295371,8.478253017,23.245799286,3.035672273,17.477275063999997,0.0,5.659628451,1.257719583,0.0,0.0,0.0,0.0,0.628845904,0.0,0.628845904,0.628845904,2.515442509,0.0,1.257719583,6.071384545,12.57688064,1.886556084,5.030870458,0.0,1.886556084,1.257719583,2.406826369,0.0,113.78268739999999,8.803925446,0.0,0.628845904,0.0,15.070719744,6.071384545,0.628845904,0.628845904,1.886556084,0.628845904,9.626738654,0.0,0.0,0.628845904,30.245709139000002,2.515442509,1.257719583,1.257719583,0.0,0.0,0.0,0.0,0.628845904,0.0,0.628845904,3.773094139,0.0,1.257719583,0.0,0.0,2.515442509,0.0,0.019814776,0.000155517,0.05186852,0.0,0.0,0.0,0.032514121,0.0,0.0,0.0,0.0,0.768682994,0.0,0.028612979,0.009018433,0.30520882,0.0,0.0,0.0,1.0,1.0
5x5,1.982856059,1.381990362,18.042632625,4.401379712,0.34548853,8.982975379,2.072981884,5.257612047,0.0,0.0,5.783357614,0.0,9.583887198,0.0,0.0,0.0,4.746791034,0.690985953,0.0,1.381990362,0.0,1.727470111,0.0,0.34548853,0.34548853,1.727470111,0.0,3.109509606,1.637358636,0.34548853,1.0364793,0.0,3.800428439,8.547305823,0.0,0.0,0.34548853,3.875621685,0.0,0.0,0.690985953,0.0,3.9656767740000003,0.34548853,0.0,28.437369847,0.0,0.0,1.727470111,13.639596492,0.0,0.0,0.0,0.34548853,0.0,0.0,0.690985953,3.9656767740000003,0.0,0.0,0.0,45.08139362,1.381990362,0.34548853,0.0,0.34548853,2.328349406,1.637358636,0.0,2.673860468,1.0364793,4.146002585,0.0,1.291870106,24.350381962,8.201752019999999,0.0,54.016655678999996,1.381990362,1.291870106,0.34548853,2.764003339,1.291870106,2.328349406,0.34548853,0.0,0.690985953,0.0,1.0364793,0.690985953,0.0,0.690985953,1.0364793,6.03860734,1.982856059,13.474381,0.0,2.418456045,3.7103261510000003,1.381990362,1.291870106,0.0,0.690985953,78.24145165,3.109509606,0.34548853,0.0,0.690985953,7.495812379,1.0364793,0.34548853,0.34548853,2.673860468,0.34548853,0.0,0.0,0.34548853,0.690985953,51.97761345000001,2.072981884,4.491487508,2.764003339,0.34548853,0.34548853,0.690985953,1.982856059,1.0364793,0.690985953,2.328349406,2.072981884,0.690985953,0.34548853,0.0,0.0,3.109509606,0.0,0.0,0.016549207,0.042138612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.754942413,0.0,0.0,0.0,0.21620713900000002,0.0,0.0,0.0,1.0,1.0
6x6,1.291870106,2.599813489,5.175527228,1.291870106,0.0,1.299905543,1.299905543,5.175527228,0.0,0.0,9.091410718,0.0,11.691742765999999,1.299905543,0.0,0.0,2.5917756489999997,1.299905543,0.0,5.199690368,1.299905543,1.299905543,0.0,0.0,0.0,0.0,1.299905543,0.0,6.491560474,0.0,0.0,0.0,0.0,1.291870106,0.0,0.0,0.0,3.875621685,0.0,0.0,0.0,0.0,5.183499901,0.0,0.0,23.25492857,0.0,0.0,0.0,3.883591955,0.0,0.0,0.0,5.199690368,0.0,0.0,1.299905543,2.583686412,1.299905543,0.0,0.0,36.196427098,1.299905543,0.0,0.0,0.0,1.291870106,3.891683595,0.0,1.291870106,6.499632803,2.599813489,0.0,1.291870106,7.783376779999999,1.291870106,0.0,47.79777273,1.299905543,2.5917756489999997,0.0,0.0,1.291870106,1.291870106,0.0,0.0,2.599813489,0.0,0.0,0.0,0.0,0.0,0.0,2.583686412,1.291870106,74.09309425,0.0,1.299905543,3.891683595,0.0,1.291870106,0.0,0.0,59.567397580000005,2.599813489,0.0,0.0,0.0,6.459333079,0.0,0.0,2.599813489,16.891560956,0.0,0.0,0.0,0.0,0.0,37.46803478,1.299905543,0.0,1.299905543,0.0,0.0,0.0,1.291870106,0.0,0.0,1.291870106,5.199690368,1.299905543,0.0,0.0,0.0,0.0,0.0,0.044039668,0.008821836999999999,0.02138835,0.0,0.032209852,0.0,0.119185307,0.0,0.0,0.0,0.0,1.140806432,0.0,0.0,0.0,0.197424114,0.0,0.0,0.0,1.0,1.0
7x7,1.291870106,3.883261708,6.464510467,3.880758888,0.0,0.0,3.883261708,6.464510467,1.294457406,0.0,3.880758888,0.0,16.826710226,0.0,0.0,0.0,2.586327512,0.0,1.294457406,10.35533628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.294457406,1.291870106,0.0,0.0,0.0,0.0,1.291870106,0.0,0.0,0.0,6.464510467,0.0,0.0,0.0,0.0,14.233962382,0.0,0.0,24.549385976,0.0,2.588888782,1.294457406,11.643733187,0.0,1.294457406,1.294457406,1.294457406,0.0,0.0,0.0,10.350262368,0.0,0.0,0.0,47.83144864,0.0,2.588888782,0.0,0.0,5.175131814,1.291870106,0.0,3.880758888,2.588888782,2.588888782,0.0,1.291870106,9.055912433,31.067007466,0.0,49.092230136,0.0,1.291870106,0.0,2.588888782,2.586327512,1.291870106,0.0,0.0,1.294457406,2.588888782,0.0,0.0,0.0,0.0,0.0,5.172575194,2.586327512,38.82905479,3.883261708,2.588888782,1.291870106,1.294457406,5.175131814,0.0,0.0,99.60736927,0.0,0.0,0.0,1.294457406,6.459333079,0.0,0.0,0.0,1.291870106,0.0,0.0,0.0,0.0,0.0,37.46803478,0.0,0.0,6.472226021,0.0,0.0,0.0,5.175131814,1.294457406,0.0,2.586327512,2.588888782,0.0,0.0,0.0,0.0,5.177745315,0.0,0.025621225,0.003280104,0.053923868,0.0,0.019981277,0.0,0.13991377,0.0,0.0,0.0,0.0,1.4386893459999999,0.0,0.0,0.0,0.197424114,0.0,0.0,0.0,1.0,1.0
8x8,1.291870106,0.0,4.716902381,3.8157410929999998,0.0,2.523870987,2.523870987,4.716902381,0.0,0.0,4.657028428,0.0,22.326207746,0.0,0.0,0.841280696,2.974433537,0.841280696,0.0,0.841280696,0.0,0.0,0.0,0.0,0.0,0.0,0.841280696,0.0,1.291870106,0.0,0.0,0.0,2.523870987,3.8157410929999998,0.0,0.0,0.0,4.716902381,0.0,0.0,0.0,0.0,5.948844734,0.0,0.0,23.25492857,0.841280696,0.0,0.0,3.424967108,0.841280696,0.0,0.841280696,0.0,0.0,0.0,0.0,5.107557399,0.0,0.0,0.0,39.02679552,0.841280696,0.0,0.0,0.841280696,1.291870106,1.291870106,0.0,1.291870106,2.523870987,3.365158322,0.0,2.133150802,13.520818512,2.133150802,0.0,50.321643717,0.0,1.291870106,0.0,0.0,1.291870106,1.291870106,0.0,0.0,0.0,0.841280696,0.0,0.0,0.0,0.841280696,0.0,3.424967108,1.291870106,37.8597498,0.0,8.412825336,2.133150802,0.0,1.291870106,0.0,0.0,52.61162035,3.365158322,0.0,0.0,0.841280696,7.300613775,2.523870987,0.841280696,0.841280696,3.8157410929999998,0.0,0.841280696,0.0,0.0,0.0,39.150598211,0.0,0.841280696,0.0,0.0,0.0,0.0,1.291870106,0.0,0.841280696,2.974433537,0.0,0.0,0.841280696,0.0,0.0,0.841280696,0.0,0.033536932,0.040533821,0.07345196200000001,0.0,0.051233035,0.0,0.157436037,0.0,0.0,0.0,0.0,1.5281034709999999,0.0,0.0,0.0,0.197424114,0.0,0.009163188,0.0,1.0,1.0
9x9,1.92071601,1.886556084,8.277564719,4.43615879,0.0,5.659628451,0.628845904,5.133341268000001,0.0,0.0,3.807312615,0.0,20.157392956000002,0.628845904,0.0,0.0,2.5495896890000003,0.628845904,0.628845904,1.886556084,0.0,4.401943034,0.628845904,0.0,0.0,0.628845904,0.0,0.0,4.43615879,0.0,0.0,0.0,1.886556084,7.580401017,0.0,0.628845904,1.886556084,3.875621685,0.0,1.257719583,0.628845904,0.628845904,3.212532316,0.0,0.0,45.89234465,0.628845904,0.628845904,0.628845904,9.501039254,0.0,0.0,0.0,1.886556084,0.0,0.628845904,0.0,6.985629446000001,0.0,0.0,1.257719583,42.35775134,2.515442509,3.773094139,0.0,0.0,3.807312615,1.291870106,0.0,7.580401017,5.030870458,0.0,0.0,1.291870106,21.449209262,30.221407206000002,1.257719583,56.601698176,0.628845904,1.92071601,0.0,5.659628451,2.5495896890000003,1.291870106,0.0,0.0,0.0,0.628845904,0.0,0.628845904,0.628845904,2.515442509,0.0,3.841405995,2.5495896890000003,12.57688064,1.886556084,5.030870458,1.291870106,1.886556084,2.5495896890000003,0.0,0.0,122.36938692999999,8.803925446,0.0,0.628845904,0.0,7.088178983000001,1.257719583,0.628845904,0.628845904,3.1784261899999997,0.628845904,0.0,0.0,0.0,0.628845904,41.241128919000005,2.515442509,1.257719583,1.257719583,0.0,0.0,0.0,1.291870106,0.628845904,0.0,1.92071601,3.773094139,0.0,1.257719583,0.0,0.0,2.515442509,0.0,0.019814776,0.003280104,0.069947658,0.0,0.0,0.0,0.032514121,0.0,0.0,0.0,0.0,1.191699704,0.0,0.028612979,0.009018433,0.197424114,0.0,0.0,0.0,1.0,1.0
