coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,ODMature2,Endothelial2,ODMature2cells
0x0,0.690985953,1.381990362,14.16701094,3.109509606,0.34548853,11.446114992000002,2.072981884,3.845129975,0.0,0.0,4.491487508,0.0,8.292017092,0.0,0.0,0.0,3.454920928,0.690985953,0.0,1.381990362,0.0,1.727470111,2.463139613,0.34548853,0.34548853,1.727470111,0.0,3.109509606,0.34548853,0.34548853,1.0364793,0.0,3.800428439,7.255435717,0.0,0.0,0.34548853,0.0,0.0,0.0,27.784107613,0.0,1.381990362,2.808628143,0.0,5.182441277,0.0,4.926250432,1.727470111,15.982160512,0.0,0.0,0.0,0.34548853,0.0,22.16861112,3.1541255660000003,1.381990362,0.0,0.0,0.0,12.7847851,1.381990362,0.34548853,0.0,2.808628143,1.0364793,0.34548853,0.0,1.381990362,8.425861881,4.146002585,0.0,0.0,21.76669555,6.909881914,0.0,38.240626479,1.381990362,0.0,0.34548853,2.764003339,0.0,1.0364793,0.34548853,0.0,3.1541255660000003,0.0,1.0364793,0.690985953,0.0,0.690985953,1.0364793,5.918060541,5.617236385,13.474381,0.0,7.344706477,4.881595658,1.381990362,0.0,0.0,0.690985953,40.77341687,3.109509606,0.34548853,0.0,0.690985953,1.0364793,3.499618913,0.34548853,0.34548853,30.938236522,0.34548853,0.0,0.0,0.34548853,0.690985953,14.50957867,4.536121497,4.491487508,12.615758835,0.34548853,0.34548853,0.690985953,0.690985953,3.499618913,0.690985953,1.0364793,2.072981884,3.1541255660000003,0.34548853,0.0,0.0,35.131253136000005,0.005950012,0.020191263,0.016771929,0.029698299999999997,0.0,0.017684828,1.063478746,0.0,0.0,0.0,0.023007694,0.0,0.331925703,0.0,0.0,0.006769616,0.154070901,0.002089427,0.0,0.0,1.0,1.0,[0]
1x1,0.0,2.599813489,1.299905543,0.0,0.0,3.763045156,1.299905543,3.763045156,0.0,0.0,7.799540612,0.0,10.39987266,1.299905543,0.0,0.0,1.299905543,1.299905543,0.0,5.199690368,1.299905543,1.299905543,2.463139613,0.0,0.0,0.0,1.299905543,0.0,5.199690368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.09312166,0.0,2.599813489,2.463139613,0.0,0.0,0.0,4.926250432,0.0,6.226155974999999,0.0,0.0,0.0,5.199690368,0.0,22.16861112,3.763045156,0.0,1.299905543,0.0,0.0,3.899818578,1.299905543,0.0,0.0,2.463139613,0.0,2.599813489,0.0,0.0,13.889015384,2.599813489,0.0,0.0,5.199690368,0.0,0.0,32.02174353,1.299905543,1.299905543,0.0,0.0,0.0,0.0,0.0,0.0,5.062953102,0.0,0.0,0.0,0.0,0.0,0.0,2.463139613,4.926250432,74.09309425,0.0,6.226155974999999,5.062953102,0.0,0.0,0.0,0.0,22.0993628,2.599813489,0.0,0.0,0.0,0.0,2.463139613,0.0,2.599813489,45.15593701,0.0,0.0,0.0,0.0,0.0,0.0,3.763045156,0.0,11.151661038999999,0.0,0.0,0.0,0.0,2.463139613,0.0,0.0,5.199690368,3.763045156,0.0,0.0,0.0,32.02174353,0.005950012,0.06423093099999999,0.009044559,0.008948038,0.0,0.04989468,1.063478746,0.119185307,0.0,0.0,0.023007694,0.0,0.717789722,0.0,0.0,0.006769616,0.135287876,0.002089427,0.0,0.0,1.0,1.0,[1]
2x2,0.0,3.883261708,2.588888782,2.588888782,0.0,2.463139613,3.883261708,5.052028395000001,1.294457406,0.0,2.588888782,0.0,15.53484012,0.0,0.0,0.0,1.294457406,0.0,1.294457406,10.35533628,0.0,0.0,2.463139613,0.0,0.0,0.0,0.0,1.294457406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.588888782,0.0,0.0,27.09312166,0.0,11.65027597,2.463139613,0.0,1.294457406,0.0,7.5151392139999995,1.294457406,13.986297207,0.0,1.294457406,1.294457406,1.294457406,0.0,22.16861112,2.463139613,7.766575956,0.0,0.0,0.0,15.53484012,0.0,2.588888782,0.0,2.463139613,3.883261708,0.0,0.0,2.588888782,9.978271363,2.588888782,0.0,0.0,6.472226021,29.77513736,0.0,33.316200936,0.0,0.0,0.0,2.588888782,1.294457406,0.0,0.0,0.0,3.7575970190000003,2.588888782,0.0,0.0,0.0,0.0,0.0,5.052028395000001,6.220707838,38.82905479,3.883261708,7.5151392139999995,2.463139613,1.294457406,3.883261708,0.0,0.0,62.13933449,0.0,0.0,0.0,1.294457406,0.0,2.463139613,0.0,0.0,29.55624616,0.0,0.0,0.0,0.0,0.0,0.0,2.463139613,0.0,16.323981517,0.0,0.0,0.0,3.883261708,3.7575970190000003,0.0,1.294457406,2.588888782,2.463139613,0.0,0.0,0.0,37.199488845000005,0.005950012,0.045812488,0.003502826,0.041483556,0.0,0.037666105,1.063478746,0.13991377,0.0,0.0,0.023007694,0.0,1.015672636,0.0,0.0,0.006769616,0.135287876,0.002089427,0.0,0.0,1.0,1.0,[2]
3x3,0.0,0.0,0.841280696,2.523870987,0.0,4.9870106,2.523870987,3.304420309,0.0,0.0,3.365158322,0.0,21.03433764,0.0,0.0,0.841280696,1.682563431,0.841280696,0.0,0.841280696,0.0,0.0,2.463139613,0.0,0.0,0.0,0.841280696,0.0,0.0,0.0,0.0,0.0,2.523870987,2.523870987,0.0,0.0,0.0,0.841280696,0.0,0.0,27.09312166,0.0,3.365158322,2.463139613,0.0,0.0,0.841280696,4.926250432,0.0,5.767531128,0.841280696,0.0,0.841280696,0.0,0.0,22.16861112,2.463139613,2.523870987,0.0,0.0,0.0,6.730187,0.841280696,0.0,0.0,3.304420309,0.0,0.0,0.0,0.0,9.913253568,3.365158322,0.0,0.841280696,10.9371321,0.841280696,0.0,34.545614517000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.463139613,0.841280696,0.0,0.0,0.0,0.841280696,0.0,3.304420309,4.926250432,37.8597498,0.0,13.339075767999999,3.304420309,0.0,0.0,0.0,0.0,15.14358557,3.365158322,0.0,0.0,0.841280696,0.841280696,4.9870106,0.841280696,0.841280696,32.080117147,0.0,0.841280696,0.0,0.0,0.0,1.682563431,2.463139613,0.841280696,9.851755496,0.0,0.0,0.0,0.0,2.463139613,0.841280696,1.682563431,0.0,2.463139613,0.841280696,0.0,0.0,32.863024226,0.005950012,0.053728195,0.040756543,0.06101165,0.0,0.068917863,1.063478746,0.157436037,0.0,0.0,0.023007694,0.0,1.105086761,0.0,0.0,0.006769616,0.135287876,0.002089427,0.009163188,0.0,1.0,1.0,[3]
4x4,0.628845904,1.886556084,4.401943034,3.144288684,0.0,8.122768063999999,0.628845904,3.720859196,0.0,0.0,2.515442509,0.0,18.86552285,0.628845904,0.0,0.0,1.257719583,0.628845904,0.628845904,1.886556084,0.0,4.401943034,3.091985517,0.0,0.0,0.628845904,0.0,0.0,3.144288684,0.0,0.0,0.0,1.886556084,6.288530911,0.0,0.628845904,1.886556084,0.0,0.0,1.257719583,27.721967564,0.628845904,0.628845904,2.463139613,0.0,22.63741608,0.628845904,5.555096336,0.628845904,11.843603274,0.0,0.0,0.0,1.886556084,0.0,22.797457024,2.463139613,4.401943034,0.0,0.0,1.257719583,10.06114282,2.515442509,3.773094139,0.0,2.463139613,2.515442509,0.0,0.0,6.288530911,12.420253038999999,0.0,0.0,0.0,18.86552285,28.9295371,1.257719583,40.825668976,0.628845904,0.628845904,0.0,5.659628451,1.257719583,0.0,0.0,0.0,2.463139613,0.628845904,0.0,0.628845904,0.628845904,2.515442509,0.0,3.720859196,6.183970015,12.57688064,1.886556084,9.957120889999999,2.463139613,1.886556084,1.257719583,0.0,0.0,84.90135215,8.803925446,0.0,0.628845904,0.0,0.628845904,3.720859196,0.628845904,0.628845904,31.442802244,0.628845904,0.0,0.0,0.0,0.628845904,3.773094139,4.978582122000001,1.257719583,11.109475079,0.0,0.0,0.0,0.0,3.091985517,0.0,0.628845904,3.773094139,2.463139613,1.257719583,0.0,0.0,34.537186039000005,0.005950012,0.040006039,0.003502826,0.057507346,0.0,0.017684828,1.063478746,0.032514121,0.0,0.0,0.023007694,0.0,0.768682994,0.0,0.028612979,0.015788049,0.135287876,0.002089427,0.0,0.0,1.0,1.0,[4]
5x5,0.690985953,1.381990362,17.499624953,3.942668035,0.34548853,12.315589392000001,2.072981884,1.381990362,0.0,0.0,5.324645937,0.0,9.125175521,0.0,0.0,0.0,4.288079357,0.690985953,1.666306062,1.381990362,0.0,1.727470111,0.833158429,0.34548853,0.34548853,2.5606285399999997,0.0,3.109509606,0.34548853,0.34548853,1.0364793,0.0,5.466734501,13.087469418000001,0.0,0.0,0.34548853,0.0,0.0,0.0,19.019568213,0.833158429,1.381990362,0.34548853,0.0,5.182441277,1.666306062,0.0,1.727470111,11.05591008,0.0,0.0,0.0,1.178646959,0.0,8.331468621,2.357292015,1.381990362,0.0,0.833158429,0.0,12.7847851,1.381990362,2.011794592,0.0,0.34548853,1.0364793,0.34548853,0.0,1.381990362,5.202189045,4.979161014,0.0,0.0,31.764348230000003,6.909881914,0.0,23.715827729,1.381990362,0.0,0.34548853,3.597161768,0.0,1.0364793,0.34548853,0.0,1.524144382,0.0,3.53593097,0.690985953,0.0,0.690985953,1.0364793,3.454920928,0.690985953,13.474381,0.833158429,3.251614474,2.418456045,1.381990362,0.0,0.833158429,0.690985953,40.77341687,3.109509606,0.34548853,0.0,0.690985953,1.0364793,7.701617686,0.34548853,0.34548853,50.535346472,0.34548853,0.0,0.0,1.178646959,0.690985953,15.342737099,2.072981884,4.491487508,5.263455008999999,0.34548853,0.34548853,0.690985953,0.690985953,2.702785362,2.357292015,1.0364793,2.072981884,0.690985953,0.34548853,0.833158429,0.0,33.105106206,0.025262328,0.0,0.08791404800000001,0.044415605,0.0,0.0,1.187509763,0.0,0.001753042,0.0,0.017918014,0.0,0.331925703,0.0,0.0,0.025996785,0.326759702,0.003530092,0.016707202,0.0,1.0,1.0,[0]
6x6,0.0,2.599813489,4.632519556,0.833158429,0.0,4.632519556,1.299905543,1.299905543,0.0,0.0,8.632699041,0.0,11.233031089,1.299905543,0.0,0.0,2.133063972,1.299905543,1.666306062,5.199690368,1.299905543,1.299905543,0.833158429,0.0,0.0,0.833158429,1.299905543,0.0,5.199690368,0.0,0.0,0.0,1.666306062,5.832033701,0.0,0.0,0.0,0.0,0.0,0.0,18.32858226,0.833158429,2.599813489,0.0,0.0,0.0,1.666306062,0.0,0.0,1.299905543,0.0,0.0,0.0,6.032848797,0.0,8.331468621,2.966211605,0.0,1.299905543,0.833158429,0.0,3.899818578,1.299905543,1.666306062,0.0,0.0,0.0,2.599813489,0.0,0.0,10.665342548,3.4329719180000002,0.0,0.0,15.197343048,0.0,0.0,17.49694478,1.299905543,1.299905543,0.0,0.833158429,0.0,0.0,0.0,0.0,3.4329719180000002,0.0,2.49945167,0.0,0.0,0.0,0.0,0.0,0.0,74.09309425,0.833158429,2.133063972,2.599813489,0.0,0.0,0.833158429,0.0,22.0993628,2.599813489,0.0,0.0,0.0,0.0,6.665138386,0.0,2.599813489,64.75304695999999,0.0,0.0,0.0,0.833158429,0.0,0.833158429,1.299905543,0.0,3.799357213,0.0,0.0,0.0,0.0,1.666306062,1.666306062,0.0,5.199690368,1.299905543,0.0,0.833158429,0.0,29.9955966,0.025262328,0.044039668,0.08018667800000001,0.023665343,0.0,0.032209852,1.187509763,0.119185307,0.001753042,0.0,0.017918014,0.0,0.717789722,0.0,0.0,0.025996785,0.307976677,0.003530092,0.016707202,0.0,1.0,1.0,[1]
7x7,0.0,3.883261708,5.921502795,3.422047211,0.0,3.332614013,3.883261708,2.588888782,1.294457406,0.0,3.422047211,0.0,16.367998549,0.0,0.0,0.0,2.1276158350000003,0.0,2.960763468,10.35533628,0.0,0.0,0.833158429,0.0,0.0,0.833158429,0.0,1.294457406,0.0,0.0,0.0,0.0,1.666306062,5.832033701,0.0,0.0,0.0,2.588888782,0.0,0.0,18.32858226,0.833158429,11.65027597,0.0,0.0,1.294457406,1.666306062,2.588888782,1.294457406,9.060046775,0.0,1.294457406,1.294457406,2.1276158350000003,0.0,8.331468621,1.666306062,7.766575956,0.0,0.833158429,0.0,15.53484012,0.0,4.255194844,0.0,0.0,3.883261708,0.0,0.0,2.588888782,6.754598527000001,3.422047211,0.0,0.0,16.469878701,29.77513736,0.0,18.791402186,0.0,0.0,0.0,3.422047211,1.294457406,0.0,0.0,0.0,2.1276158350000003,2.588888782,2.49945167,0.0,0.0,0.0,0.0,2.588888782,1.294457406,38.82905479,4.716420137,3.422047211,0.0,1.294457406,3.883261708,0.833158429,0.0,62.13933449,0.0,0.0,0.0,1.294457406,0.0,6.665138386,0.0,0.0,49.15335611,0.0,0.0,0.0,0.833158429,0.0,0.833158429,0.0,0.0,8.971677691,0.0,0.0,0.0,3.883261708,2.960763468,1.666306062,1.294457406,2.588888782,0.0,0.0,0.833158429,0.0,35.173341915,0.025262328,0.025621225,0.074644945,0.056200861,0.0,0.019981277,1.187509763,0.13991377,0.001753042,0.0,0.017918014,0.0,1.015672636,0.0,0.0,0.025996785,0.307976677,0.003530092,0.016707202,0.0,1.0,1.0,[2]
8x8,0.0,0.0,4.173894709,3.357029416,0.0,5.856485,2.523870987,0.841280696,0.0,0.0,4.198316751,0.0,21.867496069,0.0,0.0,0.841280696,2.51572186,0.841280696,1.666306062,0.841280696,0.0,0.0,0.833158429,0.0,0.0,0.833158429,0.841280696,0.0,0.0,0.0,0.0,0.0,4.190177049,8.355904688,0.0,0.0,0.0,0.841280696,0.0,0.0,18.32858226,0.833158429,3.365158322,0.0,0.0,0.0,2.507586758,0.0,0.0,0.841280696,0.841280696,0.0,0.841280696,0.833158429,0.0,8.331468621,1.666306062,2.523870987,0.0,0.833158429,0.0,6.730187,0.841280696,1.666306062,0.0,0.841280696,0.0,0.0,0.0,0.0,6.689580732,4.198316751,0.0,0.841280696,20.93478478,0.841280696,0.0,20.020815767,0.0,0.0,0.0,0.833158429,0.0,0.0,0.0,0.0,0.833158429,0.841280696,2.49945167,0.0,0.0,0.841280696,0.0,0.841280696,0.0,37.8597498,0.833158429,9.245983764999998,0.841280696,0.0,0.0,0.833158429,0.0,15.14358557,3.365158322,0.0,0.0,0.841280696,0.841280696,9.189009373,0.841280696,0.841280696,51.677227097,0.0,0.841280696,0.0,0.833158429,0.0,2.51572186,0.0,0.841280696,2.49945167,0.0,0.0,0.0,0.0,1.666306062,2.507586758,1.682563431,0.0,0.0,0.841280696,0.833158429,0.0,30.836877295999997,0.025262328,0.033536932,0.11189866200000001,0.075728955,0.0,0.051233035,1.187509763,0.157436037,0.001753042,0.0,0.017918014,0.0,1.105086761,0.0,0.0,0.025996785,0.307976677,0.003530092,0.02587039,0.0,1.0,1.0,[3]
9x9,0.628845904,1.886556084,7.734557047000001,3.977447113,0.0,8.992242464,0.628845904,1.257719583,0.0,0.0,3.348600938,0.0,19.698681279000002,0.628845904,0.0,0.0,2.090878012,0.628845904,2.295151966,1.886556084,0.0,4.401943034,1.4620043329999999,0.0,0.0,1.4620043329999999,0.0,0.0,3.144288684,0.0,0.0,0.0,3.552862146,12.120564611999999,0.0,0.628845904,1.886556084,0.0,0.0,1.257719583,18.957428164,1.4620043329999999,0.628845904,0.0,0.0,22.63741608,2.295151966,0.628845904,0.628845904,6.917352842,0.0,0.0,0.0,2.719714513,0.0,8.960314525000001,1.666306062,4.401943034,0.0,0.833158429,1.257719583,10.06114282,2.515442509,5.439400201,0.0,0.0,2.515442509,0.0,0.0,6.288530911,9.196580203,0.833158429,0.0,0.0,28.86317553,28.9295371,1.257719583,26.300870226,0.628845904,0.628845904,0.0,6.49278688,1.257719583,0.0,0.0,0.0,0.833158429,0.628845904,2.49945167,0.628845904,0.628845904,2.515442509,0.0,1.257719583,1.257719583,12.57688064,2.719714513,5.864028887,0.0,1.886556084,1.257719583,0.833158429,0.0,84.90135215,8.803925446,0.0,0.628845904,0.0,0.628845904,7.922857969,0.628845904,0.628845904,51.039912193999996,0.628845904,0.0,0.0,0.833158429,0.628845904,4.606252568,2.515442509,1.257719583,3.757171253,0.0,0.0,0.0,0.0,2.295151966,1.666306062,0.628845904,3.773094139,0.0,1.257719583,0.833158429,0.0,32.511039109,0.025262328,0.019814776,0.074644945,0.072224651,0.0,0.0,1.187509763,0.032514121,0.001753042,0.0,0.017918014,0.0,0.768682994,0.0,0.028612979,0.035015218,0.307976677,0.003530092,0.016707202,0.0,1.0,1.0,[4]
