coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,ODImmature2,Microglia
82x82,0.0,3.8593415110000002,58.6331894,3.8593415110000002,0.484704415,79.42898426,1.444950101,6.080017747,0.484704415,0.0,8.050432964999999,0.484704415,9.029043182999999,0.96942751,1.444950101,7.224888137,12.053557499,1.929654516,4.625873984,0.484704415,32.38105052,6.080017747,18.5029362,0.484704415,1.444950101,0.0,1.444950101,1.444950101,3.868526312,0.0,0.0,0.96942751,20.462608984000003,36.582850961000005,0.0,0.0,7.090199117,0.484704415,0.0,0.0,0.484704415,0.0,0.0,0.0,0.0,0.0,0.0,4.625873984,1.938799789,7.081005455,0.0,0.0,0.0,4.334945658,1.929654516,0.0,0.484704415,6.758521868999999,0.0,8.669855849,0.0,22.116431800999997,0.0,3.374618416,0.484704415,0.0,0.96942751,7.56570987,0.0,0.0,5.110578399,0.96942751,0.0,13.685943961,107.791953031,0.0,0.0,9.251797048,5.304373168,0.0,5.636055354,0.96942751,2.889914001,0.0,0.484704415,0.0,1.454143763,1.929654516,0.484704415,0.484704415,0.0,11.41590402,0.0,3.38374989,1.938799789,1.929654516,0.0,4.353179074,0.0,5.33184099,0.484704415,0.0,10.599462124999999,0.0,0.0,0.96942751,0.0,102.82982161,0.0,21.713103753,5.636055354,5.636055354,24.485129378,0.96942751,3.374618416,0.0,0.484704415,1.929654516,10.221224558,5.798142974,9.513698234,15.624745424,0.0,0.0,0.0,4.819650073,0.0,0.0,1.929654516,15.140092662,3.38374989,1.444950101,0.484704415,0.0,32.819825995,0.0,0.056536575,0.06627839299999999,0.11853539,0.0,0.095013278,0.0,0.538075836,0.0,0.157891858,0.0,0.0,2.284143127,0.013323,0.00895826,0.136038982,0.04704250100000001,0.810667687,0.021645908,0.0,2.0,2.0
83x83,0.0,2.889914001,34.39838168,2.889914001,1.168652664,61.892593733,1.444950101,4.625873984,0.0,1.168652664,7.081005455,0.0,5.636055354,0.0,1.444950101,7.224888137,14.789419725999998,1.444950101,4.625873984,4.674662016,34.718387033,4.625873984,18.5029362,0.0,1.444950101,0.0,1.444950101,1.444950101,1.444950101,0.0,0.0,0.0,17.667468031000002,25.434984761000003,0.0,0.0,5.636055354,1.168652664,5.843212087,0.0,1.168652664,0.0,1.168652664,0.0,0.0,4.674662016,1.168652664,6.963210497,0.0,7.081005455,0.0,0.0,0.0,5.503598321999999,1.444950101,0.0,0.0,7.840933337999999,0.0,8.669855849,0.0,20.888456386999998,0.0,2.889914001,0.0,0.0,0.0,7.081005455,0.0,0.0,5.794526648,4.674662016,0.0,12.716516451,77.36782695100001,0.0,0.0,10.420449712,5.503598321999999,0.0,5.636055354,0.0,2.889914001,0.0,0.0,0.0,0.0,2.613602765,0.0,1.168652664,0.0,11.41590402,0.0,3.782286614,1.168652664,1.444950101,0.0,1.444950101,0.0,0.0,0.0,0.0,11.283410373999999,26.88046418,0.0,0.0,0.0,147.98905163,1.168652664,22.908608987,5.636055354,5.636055354,30.726907065,2.337336513,2.889914001,0.0,0.0,1.444950101,12.757784728,16.914413031,5.636055354,12.716516451,0.0,0.0,0.0,4.334945658,0.0,0.0,1.444950101,12.716516451,1.444950101,1.444950101,0.0,0.0,23.12681533,0.01595296,0.014893334,0.08336649,0.14267701100000002,0.0,0.073873778,0.0,0.452947761,0.0,0.157891858,0.0,0.0,2.002323804,0.013323,0.00895826,0.151023926,0.11110579400000001,0.811410293,0.022706234999999998,0.0,2.0,2.0
84x84,0.0,0.96942751,58.6331894,0.96942751,1.6533570789999998,81.76632077299999,0.0,6.080017747,0.484704415,1.168652664,6.605482864,0.484704415,9.029043182999999,0.96942751,0.0,0.0,6.613461805,0.484704415,4.625873984,5.1593664310000005,34.718387033,6.080017747,18.5029362,0.484704415,0.0,0.0,0.0,0.0,2.423576211,0.0,0.0,0.96942751,21.078682663000002,33.69293696,0.0,0.0,7.090199117,1.6533570789999998,5.843212087,0.0,1.6533570789999998,0.0,1.168652664,0.0,0.0,4.674662016,1.168652664,6.963210497,1.938799789,5.636055354,0.0,0.0,0.0,1.168652664,0.484704415,0.0,0.484704415,5.929563891,0.0,0.0,0.0,29.128414447999997,0.0,0.484704415,0.484704415,0.0,0.96942751,6.120759769,0.0,0.0,6.279231063,5.644089526,0.0,12.24099386,109.85299061,0.0,0.0,10.420449712,2.1380801739999997,0.0,5.636055354,0.96942751,0.0,0.0,0.484704415,0.0,1.454143763,1.6533570789999998,0.484704415,1.6533570789999998,0.0,5.636055354,0.0,4.276136301999999,3.1074524529999996,0.484704415,0.0,2.908228973,0.0,5.33184099,0.484704415,0.0,1.6533570789999998,26.88046418,0.0,0.96942751,0.0,120.77143029999999,1.168652664,12.828460060000001,5.636055354,5.636055354,23.995851005,3.306764023,0.484704415,0.0,0.484704415,0.484704415,13.727212238,16.932728003,9.513698234,14.179795323,0.0,0.0,0.0,0.484704415,0.0,0.0,0.484704415,13.695142561,1.938799789,0.0,0.484704415,0.0,32.819825995,0.01595296,0.056536575,0.087249169,0.170652682,0.0,0.096930704,0.0,0.538075836,0.0,0.157891858,0.0,0.0,2.356387858,0.013323,0.00895826,0.047763602,0.09145199600000001,0.500569343,0.022706234999999998,0.0,2.0,2.0
85x85,0.891907941,1.932715942,26.433748610000002,7.730718787,0.0,49.22870461000001,3.865416235,5.649228859,0.0,0.0,7.419867978,6.914056289,7.5687712959999995,0.0,0.0,0.891907941,15.760204486,0.891907941,0.0,3.865416235,0.0,1.783812624,0.0,0.0,5.79813837,7.95486429,1.932715942,0.0,0.891907941,0.0,0.0,0.0,57.805875476,35.32953518,1.932715942,1.932715942,5.636055354,4.757324176,0.0,0.0,0.0,18.286916741,13.976391862,0.891907941,0.0,0.0,6.022148348,2.824623883,1.783812624,23.031064154,0.0,0.0,0.891907941,6.022148348,0.891907941,22.150618391,11.59505302,9.068136339,0.891907941,6.914056289,0.0,5.500336301,0.891907941,21.25871045,0.0,9.887564583,2.824623883,5.636055354,0.0,0.0,0.0,25.873774414,0.0,20.935071917000002,38.463436361999996,0.0,0.0,1.932715942,9.663505567,15.16218226,5.636055354,0.0,0.891907941,0.0,0.0,0.0,0.0,3.716528566,6.022148348,0.0,0.0,20.798728733,0.0,22.004034464,9.514531411,59.91159895,7.5819509940000005,3.567620359,1.932715942,2.675784144,0.0,6.022148348,15.909092155,0.0,3.865416235,1.932715942,0.0,148.75184453,0.0,13.825482532,6.527963295,5.636055354,10.851764127,0.0,9.589768707000001,0.0,0.891907941,0.0,0.0,14.941196533,15.893783352,26.137705534000002,0.0,3.865416235,0.0,15.760204486,9.887564583,0.0,4.757324176,11.27156635,4.757324176,7.730718787,0.0,0.891907941,12.48652308,0.028736252,0.005579243,0.047391383,0.061312021,0.020832432999999997,0.041904707,0.0,0.0,0.183308543,0.0,0.03211622,0.146909104,0.63597051,0.0,0.006120041,0.026050596,0.378134184,0.495957681,0.002322692,0.0,2.0,2.0
86x86,0.891907941,4.822629943,26.433748610000002,10.620632788,0.0,43.20655626200001,5.310366336,5.649228859,0.0,0.0,8.864818079,0.891907941,7.5687712959999995,0.0,1.444950101,8.116796078,13.831286276,2.3368580420000002,0.0,3.865416235,0.0,1.783812624,0.0,0.0,7.243088471,1.932715942,3.377666043,1.444950101,2.3368580420000002,0.0,0.0,0.0,60.695789477,38.219449181,1.932715942,1.932715942,5.636055354,4.757324176,0.0,0.0,0.0,18.286916741,1.932715942,0.891907941,0.0,0.0,0.0,2.824623883,1.783812624,24.476014255,0.0,0.0,0.891907941,4.334945658,2.3368580420000002,22.150618391,11.59505302,13.403081997000001,0.891907941,9.561763789999999,0.0,5.500336301,0.891907941,24.148624451,0.0,3.865416235,2.824623883,7.081005455,0.0,0.0,0.0,1.783812624,0.0,22.380022018000002,39.908386463,0.0,0.0,1.932715942,13.998451225,15.16218226,5.636055354,0.0,3.781821942,0.0,0.0,0.0,0.0,5.161478667,0.0,0.0,0.0,26.578577399,0.0,23.448984565,9.514531411,61.356549051,7.5819509940000005,5.01257046,1.932715942,2.675784144,0.0,0.0,13.980173944999999,0.0,3.865416235,1.932715942,0.0,111.4042608,0.0,29.722108872,6.527963295,5.636055354,19.521619975999997,0.0,6.45753436,0.0,0.891907941,1.444950101,0.0,11.808962185999999,15.893783352,27.582655635000002,0.0,3.865416235,0.0,8.051474224,3.865416235,0.0,6.202274277,12.716516451,6.202274277,9.175668888,0.0,0.891907941,12.48652308,0.02634885,0.005579243,0.039922040000000006,0.057964764,0.018385249,0.041904707,0.0,0.0,0.183308543,0.0,0.03211622,0.146909104,0.9234786990000001,0.0,0.006120041,0.12931092,0.253038369,0.801231197,0.001931591,0.0,2.0,2.0
87x87,0.891907941,2.902143452,50.66855633,8.700146297,0.484704415,63.080283302000005,3.865416235,7.103372622,0.484704415,0.0,8.389295488,1.376612356,10.961759125,0.96942751,0.0,0.891907941,5.655328355,1.376612356,0.0,4.35012065,0.0,3.237956387,0.0,0.484704415,5.79813837,1.932715942,1.932715942,0.0,3.315484152,0.0,0.0,0.96942751,64.107004109,46.47740138,1.932715942,1.932715942,7.090199117,5.242028591,0.0,0.0,0.484704415,18.286916741,1.932715942,0.891907941,0.0,0.0,0.0,2.824623883,3.7226124130000002,23.031064154,0.0,0.0,0.891907941,0.0,1.376612356,22.150618391,12.079757435,11.49171255,0.891907941,0.891907941,0.0,13.740294362,0.891907941,21.743414865,0.484704415,3.865416235,3.794051393,6.120759769,0.0,0.0,0.484704415,2.7532401340000003,0.0,21.904499427,72.393550122,0.0,0.0,1.932715942,10.632933077,15.16218226,5.636055354,0.96942751,0.891907941,0.0,0.484704415,0.0,1.454143763,4.201232981,0.484704415,0.484704415,0.0,20.798728733,0.0,23.942834253,11.453331200000001,60.396303365,7.5819509940000005,6.475849332,1.932715942,8.007625134,0.484704415,0.0,4.35012065,0.0,3.865416235,2.902143452,0.0,84.18663946999999,0.0,19.641959945,6.527963295,5.636055354,12.790563916,0.96942751,4.052324774000001,0.0,1.376612356,0.484704415,0.96942751,11.827277158,19.771426232,29.045934507000002,0.0,3.865416235,0.0,4.201232981,3.865416235,0.0,5.242028591,13.695142561,6.696123965,7.730718787,0.484704415,0.891907941,22.179533745,0.02634885,0.047222483999999995,0.043804719000000006,0.08594043500000001,0.018385249,0.06496163299999999,0.0,0.085128075,0.183308543,0.0,0.03211622,0.146909104,1.277542753,0.0,0.006120041,0.026050596,0.23338457099999999,0.490390247,0.001931591,0.0,2.0,2.0
88x88,0.891907941,1.932715942,26.433748610000002,7.730718787,1.168652664,45.543892775,3.865416235,5.649228859,0.0,1.168652664,7.419867978,0.891907941,7.5687712959999995,0.0,0.0,0.891907941,8.391190582,0.891907941,0.0,8.540078251,2.337336513,1.783812624,0.0,0.0,5.79813837,1.932715942,1.932715942,0.0,0.891907941,0.0,0.0,0.0,61.311863155999994,35.32953518,1.932715942,1.932715942,5.636055354,5.92597684,5.843212087,0.0,1.168652664,18.286916741,3.101368606,0.891907941,0.0,4.674662016,1.168652664,5.161960396,1.783812624,23.031064154,0.0,0.0,0.891907941,1.168652664,0.891907941,22.150618391,11.59505302,12.574124019000001,0.891907941,0.891907941,0.0,12.512318948,0.891907941,21.25871045,0.0,3.865416235,2.824623883,5.636055354,0.0,0.0,1.168652664,6.45847464,0.0,20.935071917000002,41.96942404199999,0.0,0.0,3.101368606,10.832158231,15.16218226,5.636055354,0.0,0.891907941,0.0,0.0,0.0,0.0,4.88518123,0.0,1.168652664,0.0,20.798728733,0.0,24.341370977,10.683184075,59.91159895,7.5819509940000005,3.567620359,1.932715942,2.675784144,0.0,0.0,5.034068899,26.88046418,3.865416235,1.932715942,0.0,129.34586948999998,1.168652664,20.837465179,6.527963295,5.636055354,19.032341603,2.337336513,3.567620359,0.0,0.891907941,0.0,3.50598768,22.943547215,15.893783352,26.137705534000002,0.0,3.865416235,0.0,3.716528566,3.865416235,0.0,4.757324176,11.27156635,4.757324176,7.730718787,0.0,0.891907941,12.48652308,0.042301809999999995,0.005579243,0.060892816,0.11008205600000001,0.018385249,0.043822133,0.0,0.0,0.183308543,0.0,0.03211622,0.146909104,0.99572343,0.0,0.006120041,0.041035539999999995,0.297447864,0.491132853,0.002991918,0.0,2.0,2.0
89x89,0.0,4.822629943,11.27156635,10.620632788,0.0,30.499935050000005,5.310366336,3.865416235,0.0,0.0,7.081005455,6.022148348,7.5687712959999995,0.0,1.444950101,7.224888137,24.091149572,1.444950101,0.0,3.865416235,0.0,0.0,0.0,0.0,7.243088471,7.95486429,3.377666043,1.444950101,1.444950101,0.0,0.0,0.0,50.883939771,29.300400996000004,1.932715942,1.932715942,5.636055354,3.865416235,0.0,0.0,0.0,17.3950088,13.976391862,0.0,0.0,0.0,6.022148348,1.932715942,0.0,24.476014255,0.0,0.0,0.0,10.357094006,1.444950101,21.25871045,11.59505302,6.267661599999999,0.0,14.692004197,0.0,1.932715942,0.0,24.148624451,0.0,9.887564583,1.932715942,7.081005455,0.0,0.0,0.0,24.08996179,0.0,22.380022018000002,20.287848083,0.0,0.0,1.932715942,13.998451225,0.0,5.636055354,0.0,2.889914001,0.0,0.0,0.0,0.0,3.377666043,6.022148348,0.0,0.0,23.01095704,0.0,20.773200421,7.730718787,61.356549051,5.79813837,1.444950101,1.932715942,0.0,0.0,6.022148348,26.023849865,0.0,3.865416235,1.932715942,0.0,167.39502667,0.0,21.69476471,5.636055354,5.636055354,10.602571790999999,0.0,8.912062349,0.0,0.0,1.444950101,0.0,8.912062349,11.434193724,20.447235238,0.0,3.865416235,0.0,18.31133752,9.887564583,0.0,5.310366336,12.716516451,5.310366336,9.175668888,0.0,0.0,0.0,0.002387402,0.0,0.034737191,0.034060403,0.020832432999999997,0.041904707,0.0,0.0,0.183308543,0.0,0.017878169,0.146909104,0.894069606,0.0,0.006120041,0.128548105,0.19179211399999999,0.8067986309999999,0.002322692,0.0,2.0,2.0
90x90,0.0,2.902143452,35.50637407,8.700146297,0.484704415,50.37366209,3.865416235,5.319559998,0.484704415,0.0,6.605482864,6.506852763,10.961759125,0.96942751,0.0,0.0,15.915191651,0.484704415,0.0,4.35012065,0.0,1.454143763,0.0,0.484704415,5.79813837,7.95486429,1.932715942,0.0,2.423576211,0.0,0.0,0.96942751,54.295154403,37.558353195,1.932715942,1.932715942,7.090199117,4.35012065,0.0,0.0,0.484704415,17.3950088,13.976391862,0.0,0.0,0.0,6.022148348,1.932715942,1.938799789,23.031064154,0.0,0.0,0.0,6.022148348,0.484704415,21.25871045,12.079757435,4.356292153,0.0,6.022148348,0.0,10.172674003,0.0,21.743414865,0.484704415,9.887564583,2.902143452,6.120759769,0.0,0.0,0.484704415,25.0593893,0.0,21.904499427,52.773011741999994,0.0,0.0,1.932715942,10.632933077,0.0,5.636055354,0.96942751,0.0,0.0,0.484704415,0.0,1.454143763,2.417420357,6.506852763,0.484704415,0.0,17.231108374,0.0,21.267050109,9.669518576,60.396303365,5.79813837,2.908228973,1.932715942,5.33184099,0.484704415,6.022148348,16.39379657,0.0,3.865416235,2.902143452,0.0,140.17740534,0.0,11.614615783000001,5.636055354,5.636055354,3.8715157309999997,0.96942751,6.506852763,0.0,0.484704415,0.484704415,0.96942751,8.930377321,15.311836604,21.91051411,0.0,3.865416235,0.0,14.461096277,9.887564583,0.0,4.35012065,13.695142561,5.8042160240000005,7.730718787,0.484704415,0.0,9.693010665,0.002387402,0.041643241,0.03861987,0.062036074000000004,0.020832432999999997,0.06496163299999999,0.0,0.085128075,0.183308543,0.0,0.017878169,0.146909104,1.2481336600000001,0.0,0.006120041,0.025287781,0.17213831599999999,0.495957681,0.002322692,0.0,2.0,2.0
91x91,0.0,1.932715942,11.27156635,7.730718787,1.168652664,32.837271563,3.865416235,3.865416235,0.0,1.168652664,5.636055354,6.022148348,7.5687712959999995,0.0,0.0,0.0,18.651053878,0.0,0.0,8.540078251,2.337336513,0.0,0.0,0.0,5.79813837,7.95486429,1.932715942,0.0,0.0,0.0,0.0,0.0,51.50001345,26.410486995000003,1.932715942,1.932715942,5.636055354,5.034068899,5.843212087,0.0,1.168652664,17.3950088,15.145044526,0.0,0.0,4.674662016,7.190801012,4.270052455,0.0,23.031064154,0.0,0.0,0.0,7.190801012,0.0,21.25871045,11.59505302,5.438703622,0.0,6.022148348,0.0,8.944698589,0.0,21.25871045,0.0,9.887564583,1.932715942,5.636055354,0.0,0.0,1.168652664,28.764623806,0.0,20.935071917000002,22.348885662,0.0,0.0,3.101368606,10.832158231,0.0,5.636055354,0.0,0.0,0.0,0.0,0.0,0.0,3.101368606,6.022148348,1.168652664,0.0,17.231108374,0.0,21.665586833,8.899371451,59.91159895,5.79813837,0.0,1.932715942,0.0,0.0,6.022148348,17.077744819,26.88046418,3.865416235,1.932715942,0.0,185.33663536,1.168652664,12.810121017,5.636055354,5.636055354,10.113293418,2.337336513,6.022148348,0.0,0.0,0.0,3.50598768,20.046647378,11.434193724,19.002285137,0.0,3.865416235,0.0,13.976391862,9.887564583,0.0,3.865416235,11.27156635,3.865416235,7.730718787,0.0,0.0,0.0,0.018340362,0.0,0.055707967000000004,0.086177695,0.020832432999999997,0.043822133,0.0,0.0,0.183308543,0.0,0.017878169,0.146909104,0.966314337,0.0,0.006120041,0.040272724999999995,0.23620160899999998,0.49670028699999996,0.003383019,0.0,2.0,2.0
92x92,0.0,5.792057453,35.50637407,11.590060298000001,0.484704415,44.351513742,5.310366336,5.319559998,0.484704415,0.0,8.050432964999999,0.484704415,10.961759125,0.96942751,1.444950101,7.224888137,13.986273440999998,1.929654516,0.0,4.35012065,0.0,1.454143763,0.0,0.484704415,7.243088471,1.932715942,3.377666043,1.444950101,3.868526312,0.0,0.0,0.96942751,57.185068404,40.448267196,1.932715942,1.932715942,7.090199117,4.35012065,0.0,0.0,0.484704415,17.3950088,1.932715942,0.0,0.0,0.0,0.0,1.932715942,1.938799789,24.476014255,0.0,0.0,0.0,4.334945658,1.929654516,21.25871045,12.079757435,8.691237810999999,0.0,8.669855849,0.0,10.172674003,0.0,24.633328866,0.484704415,3.865416235,2.902143452,7.56570987,0.0,0.0,0.484704415,0.96942751,0.0,23.349449528,54.217961843,0.0,0.0,1.932715942,14.967878735,0.0,5.636055354,0.96942751,2.889914001,0.0,0.484704415,0.0,1.454143763,3.862370458,0.484704415,0.484704415,0.0,23.01095704,0.0,22.71200021,9.669518576,61.841253466000005,5.79813837,4.353179074,1.932715942,5.33184099,0.484704415,0.0,14.464878359999998,0.0,3.865416235,2.902143452,0.0,102.82982161,0.0,27.511242123000002,5.636055354,5.636055354,12.54137158,0.96942751,3.374618416,0.0,0.484704415,1.929654516,0.96942751,5.798142974,15.311836604,23.355464211,0.0,3.865416235,0.0,6.752366015,3.865416235,0.0,5.795070751000001,15.140092662,7.249166125,9.175668888,0.484704415,0.0,9.693010665,0.0,0.041643241,0.031150527,0.058688817000000004,0.018385249,0.06496163299999999,0.0,0.085128075,0.183308543,0.0,0.017878169,0.146909104,1.5356418490000001,0.0,0.006120041,0.128548105,0.04704250100000001,0.801231197,0.001931591,0.0,2.0,2.0
93x93,0.0,4.822629943,11.27156635,10.620632788,1.168652664,26.815123215000003,5.310366336,3.865416235,0.0,1.168652664,7.081005455,0.0,7.5687712959999995,0.0,1.444950101,7.224888137,16.722135668,1.444950101,0.0,8.540078251,2.337336513,0.0,0.0,0.0,7.243088471,1.932715942,3.377666043,1.444950101,1.444950101,0.0,0.0,0.0,54.389927451,29.300400996000004,1.932715942,1.932715942,5.636055354,5.034068899,5.843212087,0.0,1.168652664,17.3950088,3.101368606,0.0,0.0,4.674662016,1.168652664,4.270052455,0.0,24.476014255,0.0,0.0,0.0,5.503598321999999,1.444950101,21.25871045,11.59505302,9.773649279999999,0.0,8.669855849,0.0,8.944698589,0.0,24.148624451,0.0,3.865416235,1.932715942,7.081005455,0.0,0.0,1.168652664,4.674662016,0.0,22.380022018000002,23.793835763,0.0,0.0,3.101368606,15.167103889,0.0,5.636055354,0.0,2.889914001,0.0,0.0,0.0,0.0,4.546318707,0.0,1.168652664,0.0,23.01095704,0.0,23.110536934,8.899371451,61.356549051,5.79813837,1.444950101,1.932715942,0.0,0.0,0.0,15.148826608999999,26.88046418,3.865416235,1.932715942,0.0,147.98905163,1.168652664,28.706747357,5.636055354,5.636055354,18.783149267,2.337336513,2.889914001,0.0,0.0,1.444950101,3.50598768,16.914413031,11.434193724,20.447235238,0.0,3.865416235,0.0,6.267661599999999,3.865416235,0.0,5.310366336,12.716516451,5.310366336,9.175668888,0.0,0.0,0.0,0.01595296,0.0,0.04823862400000001,0.082830438,0.018385249,0.043822133,0.0,0.0,0.183308543,0.0,0.017878169,0.146909104,1.253822526,0.0,0.006120041,0.143533049,0.11110579400000001,0.801973803,0.002991918,0.0,2.0,2.0
94x94,0.0,2.902143452,35.50637407,8.700146297,1.6533570789999998,46.688850255,3.865416235,5.319559998,0.484704415,1.168652664,6.605482864,0.484704415,10.961759125,0.96942751,0.0,0.0,8.546177747,0.484704415,0.0,9.024782666,2.337336513,1.454143763,0.0,0.484704415,5.79813837,1.932715942,1.932715942,0.0,2.423576211,0.0,0.0,0.96942751,57.801142082999995,37.558353195,1.932715942,1.932715942,7.090199117,5.518773314,5.843212087,0.0,1.6533570789999998,17.3950088,3.101368606,0.0,0.0,4.674662016,1.168652664,4.270052455,1.938799789,23.031064154,0.0,0.0,0.0,1.168652664,0.484704415,21.25871045,12.079757435,7.8622798330000006,0.0,0.0,0.0,17.18465665,0.0,21.743414865,0.484704415,3.865416235,2.902143452,6.120759769,0.0,0.0,1.6533570789999998,5.644089526,0.0,21.904499427,56.27899942199999,0.0,0.0,3.101368606,11.801585741,0.0,5.636055354,0.96942751,0.0,0.0,0.484704415,0.0,1.454143763,3.586073021,0.484704415,1.6533570789999998,0.0,17.231108374,0.0,23.604386622,10.83817124,60.396303365,5.79813837,2.908228973,1.932715942,5.33184099,0.484704415,0.0,5.518773314,26.88046418,3.865416235,2.902143452,0.0,120.77143029999999,1.168652664,18.62659843,5.636055354,5.636055354,12.052093206999999,3.306764023,0.484704415,0.0,0.484704415,0.484704415,4.47541519,16.932728003,15.311836604,21.91051411,0.0,3.865416235,0.0,2.417420357,3.865416235,0.0,4.35012065,13.695142561,5.8042160240000005,7.730718787,0.484704415,0.0,9.693010665,0.01595296,0.041643241,0.05212130300000001,0.11080610900000001,0.018385249,0.06687905899999999,0.0,0.085128075,0.183308543,0.0,0.017878169,0.146909104,1.6078865800000002,0.0,0.006120041,0.040272724999999995,0.09145199600000001,0.491132853,0.002991918,0.0,2.0,2.0
95x95,0.891907941,0.0,39.14393816,3.419773361,0.0,62.616044938,9.403991771,37.185743178,0.0,0.0,4.348570194,8.623935917,0.85494057,0.0,14.53459731,0.891907941,19.812063783,0.891907941,6.3357536119999995,1.709879628,40.930316717000004,6.409686608,21.06769377,0.85494057,0.0,6.877088918,0.85494057,0.85494057,0.891907941,0.0,0.0,0.85494057,25.198870316,9.773988755,0.0,0.0,0.85494057,3.4566655109999997,0.0,0.0,0.0,0.891907941,13.753555548,0.891907941,0.0,0.0,6.877088918,13.212189597999998,1.783812624,1.709879628,0.0,0.85494057,0.891907941,6.877088918,1.746848511,2.601787569,0.85494057,14.82982807,0.891907941,7.768996859,0.0,21.718699802,7.731437465,7.694407673,0.0,6.877088918,0.891907941,0.0,0.85494057,0.0,5.480814554,26.728714984,0.85494057,6.839529524,76.837125138,0.0,0.85494057,16.091326572,0.0,16.017122829999998,0.0,0.85494057,25.684797580999998,0.0,0.0,0.0,1.709879628,1.783812624,6.022148348,0.0,1.709879628,8.697190231,0.0,12.079775914999999,9.478220297,27.3595934,4.348570194,3.567620359,0.85494057,2.675784144,5.984575239,6.022148348,12.89861649,0.0,1.709879628,1.709879628,0.0,148.75184453,0.0,14.866873686,0.891907941,1.709879628,23.650462495,0.0,30.107674406999998,0.0,0.891907941,0.0,9.251797048,16.651076161,4.459589628,13.119995635999999,0.85494057,0.0,0.0,20.667018067999997,6.877088918,0.0,0.891907941,0.0,2.601787569,3.419773361,0.0,0.891907941,36.46827898,0.040338067,0.020472577,0.079669893,0.138181574,0.002447184,0.030051645,0.0,0.452947761,0.0,0.157891858,0.090576861,0.0,1.273440626,0.013323,0.07960943999999999,0.031090294,0.476185148,0.015003924,0.022037009,0.0,2.0,2.0
96x96,0.891907941,2.889914001,39.14393816,6.309687362,0.0,56.59389659,10.848941872,37.185743178,0.0,0.0,5.7935202949999995,2.601787569,0.85494057,0.0,15.979547411,8.116796078,17.883145573,2.3368580420000002,6.3357536119999995,1.709879628,40.930316717000004,6.409686608,21.06769377,0.85494057,1.444950101,0.85494057,2.299890671,2.299890671,2.3368580420000002,0.0,0.0,0.85494057,28.088784317000002,12.663902755999999,0.0,0.0,0.85494057,3.4566655109999997,0.0,0.0,0.0,0.891907941,1.709879628,0.891907941,0.0,0.0,0.85494057,13.212189597999998,1.783812624,3.1548297290000002,0.0,0.85494057,0.891907941,5.189886228,3.1917986120000004,2.601787569,0.85494057,19.164773728,0.891907941,10.416704359999999,0.0,21.718699802,7.731437465,10.584321674,0.0,0.85494057,0.891907941,1.444950101,0.85494057,0.0,5.480814554,2.638753194,0.85494057,8.284479625,78.28207523900001,0.0,0.85494057,16.091326572,4.334945658,16.017122829999998,0.0,0.85494057,28.574711582,0.0,0.0,0.0,1.709879628,3.228762725,0.0,0.0,1.709879628,14.477038897,0.0,13.524726015999999,9.478220297,28.804543501,4.348570194,5.01257046,0.85494057,2.675784144,5.984575239,0.0,10.96969828,0.0,1.709879628,1.709879628,0.0,111.4042608,0.0,30.763500026,0.891907941,1.709879628,32.320318344,0.0,26.97544006,0.0,0.891907941,1.444950101,9.251797048,13.518841813999998,4.459589628,14.564945736999999,0.85494057,0.0,0.0,12.958287805999998,0.85494057,0.0,2.3368580420000002,1.444950101,4.04673767,4.864723462,0.0,0.891907941,36.46827898,0.037950665,0.020472577,0.07220055,0.134834317,0.0,0.030051645,0.0,0.452947761,0.0,0.157891858,0.090576861,0.0,1.560948815,0.013323,0.07960943999999999,0.134350618,0.351089333,0.32027744,0.021645908,0.0,2.0,2.0
