coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,ODImmature1,Microglia,permutationTracker
77x77,1.3023654260000002,0.96942751,40.493107538000004,6.174739023,3.362582501,39.012954085,7.388223625,20.094243161,1.7160662469999999,0.410457485,7.818579373,3.839353283,6.681311378,0.96942751,0.685660073,4.175518693,18.923430330000002,2.472729914,1.231361832,8.432594959,4.790122366,4.334073945,0.410457485,1.580821973,0.410457485,2.737909353,0.410457485,3.9692708249999997,4.822060594,0.410457485,2.737909353,4.938698335,60.22124731900001,21.708714774999997,0.0,0.0,2.550261321,3.97923869,0.0,1.096117558,0.484704415,1.988025499,1.917021905,1.5775680140000001,0.685660073,0.0,1.096117558,15.281329614,7.146126195,19.332836069,1.64180039,0.685660073,0.891907941,1.64180039,1.376612356,26.644654601,4.043565173,23.528363659,1.3023654260000002,1.71282431,0.410457485,17.558614874,3.765108626,9.244192542,1.305620784,1.096117558,1.861335451,1.305620784,0.410457485,0.0,0.8951619,6.727172552,1.096117558,2.340692012,56.978880407999995,0.0,0.820916369,9.449798321,4.2530382620000005,18.31058326,0.820916369,1.379884995,9.100855503,0.0,2.126504805,0.0,3.2358657500000003,2.2685170390000002,1.170364488,1.170364488,2.192180871,24.114177209,0.410457485,17.758436110999998,19.487819853,51.847160555,6.028277811000001,7.847113834,0.0,8.693285206999999,8.693651977,0.685660073,1.991280857,1.096117558,2.873200685,1.655087583,1.096117558,85.28275702799999,0.410457485,23.433433485000002,0.891907941,1.096117558,20.592104308000003,2.340692012,25.539548212,0.0,1.376612356,0.484704415,1.655087583,13.3338536,15.324306919,33.747313839,0.410457485,2.462740927,9.32379745,30.883270493999998,0.0,0.685660073,2.197528725,3.1092362839999996,10.638656193,14.384444782,1.855968917,0.891907941,22.58999123,0.20744159,0.052838828,0.040955363,0.106657597,0.0,0.023455306999999998,0.019721556,0.085128075,0.0,0.0,0.042886558,0.0,1.158612607,0.0,0.024693544,0.000762815,0.517225753,0.0,0.0,0.0,2.0,2.0,"[[1, 3], [0, 3]]"
78x78,1.3023654260000002,0.0,16.258299818,5.205311513,4.04653075,21.476563558,7.388223625,18.640099398,1.231361832,1.579110149,6.849151863,3.354648868,3.2883235490000002,0.0,0.685660073,4.175518693,21.659292557,1.988025499,1.231361832,12.622552559999999,7.127458879000001,2.879930182,0.410457485,1.096117558,0.410457485,2.737909353,0.410457485,3.9692708249999997,2.398484383,0.410457485,2.737909353,3.9692708249999997,57.426106366000006,10.560848575,0.0,0.0,1.096117558,4.663186939,5.843212087,1.096117558,1.168652664,1.988025499,3.085674569,1.5775680140000001,0.685660073,4.674662016,2.264770222,17.618666127,5.207326406,19.332836069,1.64180039,0.685660073,0.891907941,2.810453054,0.891907941,26.644654601,3.558860758,24.610775128,1.3023654260000002,1.71282431,0.410457485,16.33063946,3.765108626,8.759488127000001,0.820916369,1.096117558,0.891907941,0.820916369,0.410457485,0.0,1.579110149,10.432407057999999,1.096117558,1.371264502,26.554754327999998,0.0,0.820916369,10.618450984999999,4.452263416,18.31058326,0.820916369,0.410457485,9.100855503,0.0,1.64180039,0.0,1.781721987,2.952465288,0.685660073,1.8543127369999999,2.192180871,24.114177209,0.410457485,18.156972834999998,18.717672728,51.36245614,6.028277811000001,4.938884861,0.0,3.361444217,8.208947562,0.685660073,2.6752291059999997,27.976581738,2.873200685,0.685660073,1.096117558,130.441987048,1.579110149,24.628938719,0.891907941,1.096117558,26.833881995000002,3.708601015,25.054843797,0.0,0.891907941,0.0,4.191647753,24.450123657,11.446664039,30.839084866,0.410457485,2.462740927,9.32379745,30.398566079,0.0,0.685660073,1.71282431,0.685660073,8.699856404,14.384444782,1.371264502,0.891907941,12.896980565,0.22339455,0.011195587,0.058043460000000005,0.130799218,0.0,0.002315807,0.019721556,0.0,0.0,0.0,0.042886558,0.0,0.8767932839999999,0.0,0.024693544,0.015747759,0.581289046,0.000742606,0.001060327,0.0,2.0,2.0,"[[1, 3], [0, 4]]"
79x79,0.410457485,2.889914001,1.096117558,8.095225514,2.877878086,6.432605833,8.833173726,16.856286774,1.231361832,0.410457485,6.51028934,8.484889275,3.2883235490000002,0.0,2.130610174,10.508498889,37.359251547,2.5410676590000003,1.231361832,7.947890544,4.790122366,1.096117558,0.410457485,1.096117558,1.855407586,8.760057701000001,1.855407586,5.414220926,2.951526543,0.410457485,2.737909353,3.9692708249999997,46.99818298100001,4.531714391,0.0,0.0,1.096117558,2.602626334,0.0,1.096117558,0.0,1.096117558,13.960697825,0.685660073,0.685660073,0.0,7.1182659059999995,14.389421673000001,3.4235137819999997,20.77778617,1.64180039,0.685660073,0.0,11.998894396,1.444950101,25.75274666,3.558860758,18.304312708999998,0.410457485,15.512920565999998,0.410457485,5.751036454,2.873200685,11.649402128000002,0.820916369,7.1182659059999995,0.0,2.26586647,0.410457485,0.0,0.410457485,28.063894208,1.096117558,2.816214603,4.873178369,0.0,0.820916369,9.449798321,7.61855641,3.148401,0.820916369,0.410457485,11.098861563,0.0,1.64180039,0.0,1.781721987,1.444950101,6.707808421,0.685660073,2.192180871,26.326405516,0.410457485,14.588802279,15.76520744,52.807406241,4.244465187,2.816214603,0.0,0.685660073,8.208947562,6.707808421,23.665010072,1.096117558,2.873200685,0.685660073,1.096117558,168.491144228,0.410457485,25.48623825,0.0,1.096117558,18.404112183000002,1.371264502,30.399285787000004,0.0,0.0,1.444950101,0.685660073,10.418638791,6.987074411,25.14861457,0.410457485,2.462740927,9.32379745,44.993375033,6.022148348,0.685660073,2.26586647,2.130610174,9.252898564,15.829394882999999,1.371264502,0.0,0.410457485,0.183480142,0.005616344,0.031887835,0.05477756500000001,0.002447184,0.000398381,0.019721556,0.0,0.0,0.0,0.028648507,0.0,0.77513946,0.0,0.024693544,0.103260324,0.47563329600000004,0.316408384,0.000391101,0.0,2.0,2.0,"[[1, 3], [1, 2]]"
80x80,0.410457485,0.96942751,25.330925278,6.174739023,3.362582501,26.306332873,7.388223625,18.310430537000002,1.7160662469999999,0.410457485,6.034766749,8.96959369,6.681311378,0.96942751,0.685660073,3.283610752,29.183293626,1.580821973,1.231361832,8.432594959,4.790122366,2.550261321,0.410457485,1.580821973,0.410457485,8.760057701000001,0.410457485,3.9692708249999997,3.930152653,0.410457485,2.737909353,4.938698335,50.409397613,12.78966659,0.0,0.0,2.550261321,3.087330749,0.0,1.096117558,0.484704415,1.096117558,13.960697825,0.685660073,0.685660073,0.0,7.1182659059999995,14.389421673000001,5.362313571,19.332836069,1.64180039,0.685660073,0.0,7.663948738,0.484704415,25.75274666,4.043565173,16.392943262,0.410457485,6.843064717,0.410457485,13.990994515,2.873200685,9.244192542,1.305620784,7.1182659059999995,0.96942751,1.305620784,0.410457485,0.0,0.8951619,29.033321718,1.096117558,2.340692012,37.358342027999996,0.0,0.820916369,9.449798321,4.2530382620000005,3.148401,0.820916369,1.379884995,8.208947562,0.0,2.126504805,0.0,3.2358657500000003,0.484704415,7.192512836000001,1.170364488,2.192180871,20.54655685,0.410457485,15.082651967,17.704007229,51.847160555,4.244465187,4.279493475,0.0,6.017501063,8.693651977,6.707808421,14.034956777,1.096117558,2.873200685,1.655087583,1.096117558,141.273522898,0.410457485,15.406089323,0.0,1.096117558,11.673056123000002,2.340692012,27.994076201000002,0.0,0.484704415,0.484704415,1.655087583,10.436953763,10.864717291,26.611893442,0.410457485,2.462740927,9.32379745,41.14313379,6.022148348,0.685660073,1.305620784,3.1092362839999996,9.746748252,14.384444782,1.855968917,0.0,10.10346815,0.183480142,0.047259585,0.035770514,0.08275323600000001,0.002447184,0.023455306999999998,0.019721556,0.085128075,0.0,0.0,0.028648507,0.0,1.129203514,0.0,0.024693544,0.0,0.45597949800000004,0.005567434,0.000391101,0.0,2.0,2.0,"[[1, 3], [1, 3]]"
81x81,0.410457485,0.0,1.096117558,5.205311513,4.04653075,8.769942346,7.388223625,16.856286774,1.231361832,1.579110149,5.065339239,8.484889275,3.2883235490000002,0.0,0.685660073,3.283610752,31.919155853,1.096117558,1.231361832,12.622552559999999,7.127458879000001,1.096117558,0.410457485,1.096117558,0.410457485,8.760057701000001,0.410457485,3.9692708249999997,1.506576442,0.410457485,2.737909353,3.9692708249999997,47.61425666,1.64180039,0.0,0.0,1.096117558,3.7712789979999997,5.843212087,1.096117558,1.168652664,1.096117558,15.129350489,0.685660073,0.685660073,4.674662016,8.28691857,16.726758186,3.4235137819999997,19.332836069,1.64180039,0.685660073,0.0,8.832601402,0.0,25.75274666,3.558860758,17.475354731,0.410457485,6.843064717,0.410457485,12.763019101000001,2.873200685,8.759488127000001,0.820916369,7.1182659059999995,0.0,0.820916369,0.410457485,0.0,1.579110149,32.738556224,1.096117558,1.371264502,6.934215948,0.0,0.820916369,10.618450984999999,4.452263416,3.148401,0.820916369,0.410457485,8.208947562,0.0,1.64180039,0.0,1.781721987,1.168652664,6.707808421,1.8543127369999999,2.192180871,20.54655685,0.410457485,15.481188691,16.933860104,51.36245614,4.244465187,1.371264502,0.0,0.685660073,8.208947562,6.707808421,14.718905026,27.976581738,2.873200685,0.685660073,1.096117558,186.432752918,1.579110149,16.601594557,0.0,1.096117558,17.91483381,3.708601015,27.509371786000003,0.0,0.0,0.0,4.191647753,21.55322382,6.987074411,23.703664469,0.410457485,2.462740927,9.32379745,40.658429375,6.022148348,0.685660073,0.820916369,0.685660073,7.807948463,14.384444782,1.371264502,0.0,0.410457485,0.199433102,0.005616344,0.052858611,0.10689485700000001,0.002447184,0.002315807,0.019721556,0.0,0.0,0.0,0.028648507,0.0,0.847384191,0.0,0.024693544,0.014984944,0.5200427910000001,0.006310039999999999,0.001451428,0.0,2.0,2.0,"[[1, 3], [1, 4]]"
82x82,0.410457485,3.8593415110000002,25.330925278,9.064653023999998,3.362582501,20.284184524999997,8.833173726,18.310430537000002,1.7160662469999999,0.410457485,7.47971685,2.947445342,6.681311378,0.96942751,2.130610174,10.508498889,27.254375416000002,3.0257720740000003,1.231361832,8.432594959,4.790122366,2.550261321,0.410457485,1.580821973,1.855407586,2.737909353,1.855407586,5.414220926,5.375102754,0.410457485,2.737909353,4.938698335,53.299311614000004,15.679580591,0.0,0.0,2.550261321,3.087330749,0.0,1.096117558,0.484704415,1.096117558,1.917021905,0.685660073,0.685660073,0.0,1.096117558,14.389421673000001,5.362313571,20.77778617,1.64180039,0.685660073,0.0,5.976746048,1.929654516,25.75274666,4.043565173,20.727888919999998,0.410457485,9.490772218,0.410457485,13.990994515,2.873200685,12.134106543000001,1.305620784,1.096117558,0.96942751,2.750570885,0.410457485,0.0,0.8951619,4.943359928,1.096117558,3.785642113,38.803292129,0.0,0.820916369,9.449798321,8.58798392,3.148401,0.820916369,1.379884995,11.098861563,0.0,2.126504805,0.0,3.2358657500000003,1.929654516,1.170364488,1.170364488,2.192180871,26.326405516,0.410457485,16.527602068,17.704007229,53.292110656000006,4.244465187,5.7244435760000005,0.0,6.017501063,8.693651977,0.685660073,12.106038566999999,1.096117558,2.873200685,1.655087583,1.096117558,103.925939168,0.410457485,31.302715663,0.0,1.096117558,20.342911972000003,2.340692012,24.861841854,0.0,0.484704415,1.929654516,1.655087583,7.304719416,10.864717291,28.056843543,0.410457485,2.462740927,9.32379745,33.434403528000004,0.0,0.685660073,2.750570885,4.5541863849999995,11.191698353,15.829394882999999,1.855968917,0.0,10.10346815,0.18109274,0.047259585,0.028301171,0.079405979,0.0,0.023455306999999998,0.019721556,0.085128075,0.0,0.0,0.028648507,0.0,1.416711703,0.0,0.024693544,0.103260324,0.33088368300000004,0.31084095,0.0,0.0,2.0,2.0,"[[1, 3], [2, 3]]"
83x83,0.410457485,2.889914001,1.096117558,8.095225514,4.04653075,2.7477939979999997,8.833173726,16.856286774,1.231361832,1.579110149,6.51028934,2.462740927,3.2883235490000002,0.0,2.130610174,10.508498889,29.990237643,2.5410676590000003,1.231361832,12.622552559999999,7.127458879000001,1.096117558,0.410457485,1.096117558,1.855407586,2.737909353,1.855407586,5.414220926,2.951526543,0.410457485,2.737909353,3.9692708249999997,50.504170661,4.531714391,0.0,0.0,1.096117558,3.7712789979999997,5.843212087,1.096117558,1.168652664,1.096117558,3.085674569,0.685660073,0.685660073,4.674662016,2.264770222,16.726758186,3.4235137819999997,20.77778617,1.64180039,0.685660073,0.0,7.1453987119999995,1.444950101,25.75274666,3.558860758,21.810300389,0.410457485,9.490772218,0.410457485,12.763019101000001,2.873200685,11.649402128000002,0.820916369,1.096117558,0.0,2.26586647,0.410457485,0.0,1.579110149,8.648594434,1.096117558,2.816214603,8.379166049,0.0,0.820916369,10.618450984999999,8.787209074,3.148401,0.820916369,0.410457485,11.098861563,0.0,1.64180039,0.0,1.781721987,2.613602765,0.685660073,1.8543127369999999,2.192180871,26.326405516,0.410457485,16.926138792,16.933860104,52.807406241,4.244465187,2.816214603,0.0,0.685660073,8.208947562,0.685660073,12.789986815999999,27.976581738,2.873200685,0.685660073,1.096117558,149.085169188,1.579110149,32.498220896999996,0.0,1.096117558,26.584689659000002,3.708601015,24.377137439000002,0.0,0.0,1.444950101,4.191647753,18.420989473,6.987074411,25.14861457,0.410457485,2.462740927,9.32379745,32.949699113,0.0,0.685660073,2.26586647,2.130610174,9.252898564,15.829394882999999,1.371264502,0.0,0.410457485,0.1970457,0.005616344,0.045389268,0.1035476,0.0,0.002315807,0.019721556,0.0,0.0,0.0,0.028648507,0.0,1.13489238,0.0,0.024693544,0.118245268,0.394946976,0.311583556,0.001060327,0.0,2.0,2.0,"[[1, 3], [2, 4]]"
84x84,0.410457485,0.96942751,25.330925278,6.174739023,4.531235165,22.621521037999997,7.388223625,18.310430537000002,1.7160662469999999,1.579110149,6.034766749,2.947445342,6.681311378,0.96942751,0.685660073,3.283610752,21.814279722,1.580821973,1.231361832,13.107256974999999,7.127458879000001,2.550261321,0.410457485,1.580821973,0.410457485,2.737909353,0.410457485,3.9692708249999997,3.930152653,0.410457485,2.737909353,4.938698335,53.915385293,12.78966659,0.0,0.0,2.550261321,4.255983413,5.843212087,1.096117558,1.6533570789999998,1.096117558,3.085674569,0.685660073,0.685660073,4.674662016,2.264770222,16.726758186,5.362313571,19.332836069,1.64180039,0.685660073,0.0,2.810453054,0.484704415,25.75274666,4.043565173,19.898930942,0.410457485,0.820916369,0.410457485,21.002977162,2.873200685,9.244192542,1.305620784,1.096117558,0.96942751,1.305620784,0.410457485,0.0,2.063814564,9.618021943999999,1.096117558,2.340692012,40.86432970799999,0.0,0.820916369,10.618450984999999,5.421690926,3.148401,0.820916369,1.379884995,8.208947562,0.0,2.126504805,0.0,3.2358657500000003,1.6533570789999998,1.170364488,2.339017152,2.192180871,20.54655685,0.410457485,17.41998848,18.872659892999998,51.847160555,4.244465187,4.279493475,0.0,6.017501063,8.693651977,0.685660073,3.159933521,27.976581738,2.873200685,1.655087583,1.096117558,121.867547858,1.579110149,22.41807197,0.0,1.096117558,19.853633599000002,4.678028525,21.971927853,0.0,0.484704415,0.484704415,5.161075263,18.439304444999998,10.864717291,26.611893442,0.410457485,2.462740927,9.32379745,29.09945787,0.0,0.685660073,1.305620784,3.1092362839999996,9.746748252,14.384444782,1.855968917,0.0,10.10346815,0.1970457,0.047259585,0.049271947,0.131523271,0.0,0.025372732999999998,0.019721556,0.085128075,0.0,0.0,0.028648507,0.0,1.488956434,0.0,0.024693544,0.014984944,0.375293178,0.000742606,0.001060327,0.0,2.0,2.0,"[[1, 3], [3, 4]]"
85x85,0.891907941,0.0,25.677132733,4.708562755,2.056961717,26.716910077,0.0,18.057134614,0.0,0.0,3.155077126,6.914056289,2.056961717,0.0,2.651652242,0.891907941,23.930293169000002,1.5775680140000001,0.0,5.485149617,2.651652242,2.469472697,0.0,0.685660073,0.0,8.673800589999999,0.0,0.685660073,1.5775680140000001,0.0,0.685660073,0.685660073,61.332861846,10.885040354,0.0,0.0,0.685660073,2.263172443,0.0,0.685660073,0.0,1.5775680140000001,14.695328162,1.5775680140000001,0.685660073,1.965992169,8.673800589999999,15.108832481,3.155077126,18.5119197,0.0,0.685660073,0.891907941,6.022148348,0.891907941,23.749335391,0.685660073,13.306259862000001,0.891907941,6.914056289,0.0,11.522531407999999,0.891907941,5.303229662,0.0,6.707808421,2.85790011,0.0,0.0,0.0,0.0,28.616345,0.685660073,1.371264502,28.94671598,0.0,0.0,4.113873726,1.965992169,19.779807493,0.0,0.0,0.891907941,0.0,0.0,0.0,1.371264502,1.783812624,8.673800589999999,0.685660073,1.371264502,19.750529071,0.0,10.721623029999998,17.462762953,73.83365062,3.155077126,4.938884861,0.0,5.3274363860000005,0.0,6.707808421,12.729335993,12.482419343,0.0,0.685660073,0.685660073,149.43750460299998,3.93196516,13.512493779,0.891907941,0.685660073,17.83238815,1.371264502,14.983989144,0.0,0.891907941,0.0,2.651652242,23.490657663,8.573463354,51.712629416999995,0.0,1.965992169,8.913339965,22.740828509,6.022148348,0.685660073,2.85790011,0.685660073,5.005781667,21.988089999,1.371264502,0.891907941,12.48652308,0.043594533,0.010495332999999999,0.065922851,0.085349485,0.012872920999999999,0.002071568,0.019721556,0.0,0.0,0.0,0.047571747000000005,0.0,0.265669612,0.0,0.024693544,0.000762815,0.688026572,0.014810327,0.00895008,0.001682785,2.0,2.0,"[[1, 4], [0, 1]]"
86x86,0.891907941,2.889914001,25.677132733,7.598476756,2.056961717,20.694761729,1.444950101,18.057134614,0.0,0.0,4.600027227,0.891907941,2.056961717,0.0,4.096602343,8.116796078,22.001374959,3.0225181150000004,0.0,5.485149617,2.651652242,2.469472697,0.0,0.685660073,1.444950101,2.651652242,1.444950101,2.130610174,3.0225181150000004,0.0,0.685660073,0.685660073,64.222775847,13.774954354999998,0.0,0.0,0.685660073,2.263172443,0.0,0.685660073,0.0,1.5775680140000001,2.651652242,1.5775680140000001,0.685660073,1.965992169,2.651652242,15.108832481,3.155077126,19.956869801,0.0,0.685660073,0.891907941,4.334945658,2.3368580420000002,23.749335391,0.685660073,17.64120552,0.891907941,9.561763789999999,0.0,11.522531407999999,0.891907941,8.193143663,0.0,0.685660073,2.85790011,1.444950101,0.0,0.0,0.0,4.52638321,0.685660073,2.816214603,30.391666081,0.0,0.0,4.113873726,6.300937826999999,19.779807493,0.0,0.0,3.781821942,0.0,0.0,0.0,1.371264502,3.228762725,2.651652242,0.685660073,1.371264502,25.530377737,0.0,12.166573130999998,17.462762953,75.278600721,3.155077126,6.383834962,0.0,5.3274363860000005,0.0,0.685660073,10.800417782999999,12.482419343,0.0,0.685660073,0.685660073,112.089920873,3.93196516,29.409120119,0.891907941,0.685660073,26.502243999,1.371264502,11.851754797000002,0.0,0.891907941,1.444950101,2.651652242,20.358423316,8.573463354,53.157579518,0.0,1.965992169,8.913339965,15.032098247,0.0,0.685660073,4.302850211,2.130610174,6.450731768,23.4330401,1.371264502,0.891907941,12.48652308,0.041207131,0.010495332999999999,0.058453508,0.082002228,0.010425737,0.002071568,0.019721556,0.0,0.0,0.0,0.047571747000000005,0.0,0.553177801,0.0,0.024693544,0.104023139,0.562930757,0.320083843,0.008558979,0.001682785,2.0,2.0,"[[1, 4], [0, 2]]"
87x87,0.891907941,0.96942751,49.911940453,5.677990265,2.541666132,40.568488769,0.0,19.511278377,0.484704415,0.0,4.124504636,1.376612356,5.449949546,0.96942751,2.651652242,0.891907941,13.825417038000001,2.062272429,0.0,5.969854032000001,2.651652242,3.92361646,0.0,1.170364488,0.0,2.651652242,0.0,0.685660073,4.001144225,0.0,0.685660073,1.655087583,67.633990479,22.032906554,0.0,0.0,2.139803836,2.747876858,0.0,0.685660073,0.484704415,1.5775680140000001,2.651652242,1.5775680140000001,0.685660073,1.965992169,2.651652242,15.108832481,5.093876915,18.5119197,0.0,0.685660073,0.891907941,0.0,1.376612356,23.749335391,1.170364488,15.729836073000001,0.891907941,0.891907941,0.0,19.762489469,0.891907941,5.787934077,0.484704415,0.685660073,3.82732762,0.484704415,0.0,0.0,0.484704415,5.49581072,0.685660073,2.340692012,62.87682974,0.0,0.0,4.113873726,2.935419679,19.779807493,0.0,0.96942751,0.891907941,0.0,0.484704415,0.0,2.825408265,2.2685170390000002,3.136356657,1.170364488,1.371264502,19.750529071,0.0,12.660422818999997,19.401562742,74.318355035,3.155077126,7.847113834,0.0,10.659277376,0.484704415,0.685660073,1.170364488,12.482419343,0.0,1.655087583,0.685660073,84.872299543,3.93196516,19.328971192,0.891907941,0.685660073,19.771187939,2.340692012,9.446545211,0.0,1.376612356,0.484704415,3.621079752,20.376738288,12.451106234,54.620858389999995,0.0,1.965992169,8.913339965,11.181857004,0.0,0.685660073,3.342604525,3.1092362839999996,6.944581456,21.988089999,1.855968917,0.891907941,22.179533745,0.041207131,0.05213857399999999,0.062336187,0.109977899,0.010425737,0.025128493999999998,0.019721556,0.085128075,0.0,0.0,0.047571747000000005,0.0,0.9072418550000001,0.0,0.024693544,0.000762815,0.543276959,0.009242893,0.008558979,0.001682785,2.0,2.0,"[[1, 4], [0, 3]]"
88x88,0.891907941,0.0,25.677132733,4.708562755,3.2256143809999998,23.032098242,0.0,18.057134614,0.0,1.168652664,3.155077126,0.891907941,2.056961717,0.0,2.651652242,0.891907941,16.561279265,1.5775680140000001,0.0,10.159811633,4.988988754999999,2.469472697,0.0,0.685660073,0.0,2.651652242,0.0,0.685660073,1.5775680140000001,0.0,0.685660073,0.685660073,64.838849526,10.885040354,0.0,0.0,0.685660073,3.431825107,5.843212087,0.685660073,1.168652664,1.5775680140000001,3.8203049059999996,1.5775680140000001,0.685660073,6.640654185,3.8203049059999996,17.446168994,3.155077126,18.5119197,0.0,0.685660073,0.891907941,1.168652664,0.891907941,23.749335391,0.685660073,16.812247542,0.891907941,0.891907941,0.0,18.534514055,0.891907941,5.303229662,0.0,0.685660073,2.85790011,0.0,0.0,0.0,1.168652664,9.201045226,0.685660073,1.371264502,32.45270366,0.0,0.0,5.282526389999999,3.134644833,19.779807493,0.0,0.0,0.891907941,0.0,0.0,0.0,1.371264502,2.952465288,2.651652242,1.8543127369999999,1.371264502,19.750529071,0.0,13.058959542999999,18.631415617,73.83365062,3.155077126,4.938884861,0.0,5.3274363860000005,0.0,0.685660073,1.8543127369999999,39.362883523,0.0,0.685660073,0.685660073,130.031529563,5.1006178239999995,20.524476426,0.891907941,0.685660073,26.012965626,3.708601015,8.961840796,0.0,0.891907941,0.0,6.1576399219999995,31.493008345,8.573463354,51.712629416999995,0.0,1.965992169,8.913339965,10.697152589,0.0,0.685660073,2.85790011,0.685660073,5.005781667,21.988089999,1.371264502,0.891907941,12.48652308,0.057160090999999996,0.010495332999999999,0.07942428400000001,0.13411952,0.010425737,0.003988994,0.019721556,0.0,0.0,0.0,0.047571747000000005,0.0,0.625422532,0.0,0.024693544,0.015747759,0.607340252,0.009985499,0.009619306,0.001682785,2.0,2.0,"[[1, 4], [0, 4]]"
89x89,0.0,2.889914001,10.514950472999999,7.598476756,2.056961717,7.988140517,1.444950101,16.27332199,0.0,0.0,2.816214603,6.022148348,2.056961717,0.0,4.096602343,7.224888137,32.261238255,2.130610174,0.0,5.485149617,2.651652242,0.685660073,0.0,0.685660073,1.444950101,8.673800589999999,1.444950101,2.130610174,2.130610174,0.0,0.685660073,0.685660073,54.410926141,4.85590617,0.0,0.0,0.685660073,1.371264502,0.0,0.685660073,0.0,0.685660073,14.695328162,0.685660073,0.685660073,1.965992169,8.673800589999999,14.21692454,1.371264502,19.956869801,0.0,0.685660073,0.0,10.357094006,1.444950101,22.85742745,0.685660073,10.505785122999999,0.0,14.692004197,0.0,7.954911049,0.0,8.193143663,0.0,6.707808421,1.965992169,1.444950101,0.0,0.0,0.0,26.832532376,0.685660073,2.816214603,10.771127701,0.0,0.0,4.113873726,6.300937826999999,4.617625233,0.0,0.0,2.889914001,0.0,0.0,0.0,1.371264502,1.444950101,8.673800589999999,0.685660073,1.371264502,21.962757378,0.0,9.490788986999998,15.678950329,75.278600721,1.371264502,2.816214603,0.0,2.651652242,0.0,6.707808421,22.844093703,12.482419343,0.0,0.685660073,0.685660073,168.080686743,3.93196516,21.381775957,0.0,0.685660073,17.583195814,1.371264502,14.306282786,0.0,0.0,1.444950101,2.651652242,17.461523479,4.113873726,46.022159121,0.0,1.965992169,8.913339965,25.291961543,6.022148348,0.685660073,3.41094227,2.130610174,5.558823826999999,23.4330401,1.371264502,0.0,0.0,0.017245682999999998,0.00491609,0.053268659,0.058097867000000004,0.012872920999999999,0.002071568,0.019721556,0.0,0.0,0.0,0.033333696,0.0,0.523768708,0.0,0.024693544,0.103260324,0.501684502,0.325651277,0.00895008,0.001682785,2.0,2.0,"[[1, 4], [1, 2]]"
