coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Microglia,Endothelial2
0x0,1.5828938940000001,1.381990362,29.3291932,3.109509606,0.34548853,27.711744939,2.072981884,3.165802986,0.0,0.0,6.275300132,0.891907941,8.292017092,0.0,0.0,0.891907941,5.238733552,1.5828938940000001,0.0,1.381990362,0.0,3.511282735,0.0,0.34548853,0.34548853,1.727470111,0.0,3.109509606,1.237396471,0.34548853,1.0364793,0.0,13.612278145000001,16.174483902,0.0,0.0,0.34548853,0.891907941,0.0,0.0,0.690985953,0.891907941,1.381990362,1.237396471,0.0,5.182441277,0.0,0.891907941,3.511282735,11.05591008,0.0,0.0,0.891907941,0.34548853,0.891907941,0.891907941,0.690985953,8.517410759,0.891907941,0.891907941,0.0,16.352405459,2.273898303,0.34548853,0.0,0.34548853,1.9283872410000003,0.34548853,0.0,1.381990362,1.0364793,5.929815209,0.0,0.0,41.38723393,6.909881914,0.0,6.218882949,1.381990362,15.16218226,0.34548853,2.764003339,0.891907941,1.0364793,0.34548853,0.0,0.690985953,1.783812624,1.0364793,0.690985953,0.0,4.258606312,1.0364793,6.130705072,2.474798577,13.474381,1.783812624,5.986076404,2.418456045,4.057774506,0.0,0.0,0.690985953,40.77341687,3.109509606,0.34548853,0.0,47.071525283,1.0364793,9.063823462,1.237396471,0.34548853,10.301038547,0.34548853,3.567620359,0.0,1.237396471,0.690985953,14.50957867,10.992030068999998,8.951077135999999,9.899423736,0.34548853,0.34548853,0.690985953,2.474798577,1.0364793,0.690985953,1.9283872410000003,2.072981884,1.5828938940000001,0.34548853,0.0,0.891907941,15.596032686,0.02634885,0.005579243,0.038132541000000006,0.061621481,0.0,0.0,0.0,0.0,0.0,0.0,0.014238051,0.0,0.361334796,0.0,0.0,0.000762815,0.234529447,0.0,0.0,0.0,1.0,1.0
1x1,0.891907941,2.599813489,16.462087803,0.0,0.0,20.028675103,1.299905543,3.083718167,0.0,0.0,9.583353236,0.891907941,10.39987266,1.299905543,0.0,0.891907941,3.083718167,2.191813484,0.0,5.199690368,1.299905543,3.083718167,0.0,0.0,0.0,0.0,1.299905543,0.0,6.091598309,0.0,0.0,0.0,9.811849706,8.919048185,0.0,0.0,0.0,0.891907941,0.0,0.0,0.0,0.891907941,2.599813489,0.891907941,0.0,0.0,0.0,0.891907941,1.783812624,1.299905543,0.0,0.0,0.891907941,5.199690368,0.891907941,0.891907941,1.299905543,7.135420397,2.191813484,0.891907941,0.0,7.467438937000001,2.191813484,0.0,0.0,0.0,0.891907941,2.599813489,0.0,0.0,6.499632803,4.383626113,0.0,0.0,24.820228747999998,0.0,0.0,0.0,1.299905543,16.462087803,0.0,0.0,0.891907941,0.0,0.0,0.0,2.599813489,1.783812624,0.0,0.0,0.0,3.567620359,0.0,2.675784144,1.783812624,74.09309425,1.783812624,4.867525902000001,2.599813489,2.675784144,0.0,0.0,0.0,22.0993628,2.599813489,0.0,0.0,46.38053933,0.0,8.027344162,0.891907941,2.599813489,24.518739035,0.0,3.567620359,0.0,0.891907941,0.0,0.0,10.218953727999999,4.459589628,8.43532594,0.0,0.0,0.0,1.783812624,0.0,0.0,0.891907941,5.199690368,2.191813484,0.0,0.0,0.891907941,12.48652308,0.02634885,0.049618910999999995,0.030405171,0.040871219,0.0,0.032209852,0.0,0.119185307,0.0,0.0,0.014238051,0.0,0.7471988150000001,0.0,0.0,0.000762815,0.215746422,0.0,0.0,0.0,1.0,1.0
2x2,0.891907941,3.883261708,17.751071042,2.588888782,0.0,18.72876956,3.883261708,4.372701406,1.294457406,0.0,4.372701406,0.891907941,15.53484012,0.0,0.0,0.891907941,3.07827003,0.891907941,1.294457406,10.35533628,0.0,1.783812624,0.0,0.0,0.0,0.0,0.0,1.294457406,0.891907941,0.0,0.0,0.0,9.811849706,8.919048185,0.0,0.0,0.0,3.480796723,0.0,0.0,0.0,0.891907941,11.65027597,0.891907941,0.0,1.294457406,0.0,3.480796723,3.07827003,9.060046775,0.0,1.294457406,2.186365347,1.294457406,0.891907941,0.891907941,0.0,14.901996353,0.891907941,0.891907941,0.0,19.102460479,0.891907941,2.588888782,0.0,0.0,4.775169649,0.0,0.0,2.588888782,2.588888782,4.372701406,0.0,0.0,26.092764401,29.77513736,0.0,1.294457406,0.0,15.16218226,0.0,2.588888782,2.186365347,0.0,0.0,0.0,1.294457406,4.372701406,0.0,0.0,0.0,3.567620359,0.0,5.264672926,3.07827003,38.82905479,5.667074332,6.156509141000001,0.0,3.97024155,3.883261708,0.0,0.0,62.13933449,0.0,0.0,0.0,47.674996736,0.0,8.027344162,0.891907941,0.0,8.919048185,0.0,3.567620359,0.0,0.891907941,0.0,0.0,8.919048185,4.459589628,13.607646418,0.0,0.0,0.0,5.667074332,1.294457406,0.0,2.186365347,2.588888782,0.891907941,0.0,0.0,0.891907941,17.664268395,0.02634885,0.031200468000000002,0.024863438,0.073406737,0.0,0.019981277,0.0,0.13991377,0.0,0.0,0.014238051,0.0,1.0450817289999998,0.0,0.0,0.000762815,0.215746422,0.0,0.0,0.0,1.0,1.0
3x3,0.891907941,0.0,16.003462956,2.523870987,0.0,21.252640547,2.523870987,2.62509332,0.0,0.0,5.148970946,0.891907941,21.03433764,0.0,0.0,1.733188637,3.466376055,1.733188637,0.0,0.841280696,0.0,1.783812624,0.0,0.0,0.0,0.0,0.841280696,0.0,0.891907941,0.0,0.0,0.0,12.335720693,11.442919172,0.0,0.0,0.0,1.733188637,0.0,0.0,0.0,0.891907941,3.365158322,0.891907941,0.0,0.0,0.841280696,0.891907941,1.783812624,0.841280696,0.841280696,0.0,1.733188637,0.0,0.891907941,0.891907941,0.0,9.659291384,0.891907941,0.891907941,0.0,10.297807359,1.733188637,0.0,0.0,0.841280696,0.891907941,0.0,0.0,0.0,2.523870987,5.148970946,0.0,0.841280696,30.55767048,0.841280696,0.0,2.523870987,0.0,15.16218226,0.0,0.0,0.891907941,0.0,0.0,0.0,0.0,2.62509332,0.0,0.0,0.0,4.408901055,0.0,3.51706484,1.783812624,37.8597498,1.783812624,11.980445695,0.841280696,2.675784144,0.0,0.0,0.0,15.14358557,3.365158322,0.0,0.0,47.221820025999996,0.841280696,10.551215149,1.733188637,0.841280696,11.442919172,0.0,4.408901055,0.0,0.891907941,0.0,1.682563431,8.919048185,5.300870324,7.135420397,0.0,0.0,0.0,1.783812624,0.0,0.841280696,2.574471372,0.0,0.891907941,0.841280696,0.0,0.891907941,13.327803776,0.02634885,0.039116174999999996,0.062117155,0.092934831,0.0,0.051233035,0.0,0.157436037,0.0,0.0,0.014238051,0.0,1.1344958539999999,0.0,0.0,0.000762815,0.215746422,0.0,0.009163188,0.0,1.0,1.0
4x4,1.520753845,1.886556084,19.564125294,3.144288684,0.0,24.388398011,0.628845904,3.0415322070000004,0.0,0.0,4.299255133,0.891907941,18.86552285,0.628845904,0.0,0.891907941,3.0415322070000004,1.520753845,0.628845904,1.886556084,0.0,6.185755658000001,0.628845904,0.0,0.0,0.628845904,0.0,0.0,4.0361966250000005,0.0,0.0,0.0,11.69840579,15.207579096,0.0,0.628845904,1.886556084,0.891907941,0.0,1.257719583,0.628845904,1.520753845,0.628845904,0.891907941,0.0,22.63741608,0.628845904,1.520753845,2.412658528,6.917352842,0.0,0.0,0.891907941,1.886556084,0.891907941,1.520753845,0.0,11.537363431,0.891907941,0.891907941,1.257719583,13.628763179,3.40735045,3.773094139,0.0,0.0,3.40735045,0.0,0.0,6.288530911,5.030870458,1.783812624,0.0,0.0,38.486061230000004,28.9295371,1.257719583,8.803925446,0.628845904,15.791028164,0.0,5.659628451,2.149627524,0.0,0.0,0.0,0.0,2.412658528,0.0,0.628845904,0.628845904,6.083062868000001,0.0,3.933503727,3.0415322070000004,12.57688064,3.670368708,8.598490817,0.0,4.562340228,1.257719583,0.0,0.0,84.90135215,8.803925446,0.0,0.628845904,46.38053933,0.628845904,9.285063745,1.520753845,0.628845904,10.805604269,0.628845904,3.567620359,0.0,0.891907941,0.628845904,3.773094139,11.434490693999999,5.717309211,8.39313998,0.0,0.0,0.0,1.783812624,0.628845904,0.0,1.520753845,3.773094139,0.891907941,1.257719583,0.0,0.891907941,15.001965589,0.02634885,0.025394019,0.024863438,0.08943052700000001,0.0,0.0,0.0,0.032514121,0.0,0.0,0.014238051,0.0,0.798092087,0.0,0.028612979,0.009781248,0.215746422,0.0,0.0,0.0,1.0,1.0
5x5,0.690985953,1.381990362,14.16701094,3.109509606,0.34548853,15.005123727,2.072981884,1.381990362,0.0,0.0,4.491487508,6.022148348,8.292017092,0.0,0.0,0.0,15.498596848,0.690985953,0.0,1.381990362,0.0,1.727470111,0.0,0.34548853,0.34548853,7.749618459,0.0,3.109509606,0.34548853,0.34548853,1.0364793,0.0,3.800428439,7.255435717,0.0,0.0,0.34548853,0.0,0.0,0.0,0.690985953,0.0,13.425666282,0.34548853,0.0,5.182441277,6.022148348,0.0,1.727470111,11.05591008,0.0,0.0,0.0,6.367636878,0.0,0.0,0.690985953,1.381990362,0.0,6.022148348,0.0,12.7847851,1.381990362,0.34548853,0.0,6.367636878,1.0364793,0.34548853,0.0,1.381990362,1.0364793,28.235964375000002,0.0,0.0,21.76669555,6.909881914,0.0,6.218882949,1.381990362,0.0,0.34548853,2.764003339,0.0,1.0364793,0.34548853,0.0,0.690985953,0.0,7.058627648,0.690985953,0.0,0.690985953,1.0364793,3.454920928,0.690985953,13.474381,0.0,2.418456045,2.418456045,1.381990362,0.0,6.022148348,12.734661873,40.77341687,3.109509606,0.34548853,0.0,103.06229115299999,1.0364793,1.0364793,0.34548853,0.34548853,1.381990362,0.34548853,6.022148348,0.0,0.34548853,0.690985953,14.50957867,8.095130231999999,4.491487508,2.764003339,0.34548853,0.34548853,0.690985953,12.734661873,7.058627648,0.690985953,1.0364793,2.072981884,0.690985953,0.34548853,0.0,0.0,3.109509606,0.002387402,0.0,0.032947692,0.03771712,0.002447184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.331925703,0.0,0.0,0.0,0.173283192,0.005567434,0.000391101,0.0,1.0,1.0
6x6,0.0,2.599813489,1.299905543,0.0,0.0,7.3220538909999995,1.299905543,1.299905543,0.0,0.0,7.799540612,6.022148348,10.39987266,1.299905543,0.0,0.0,13.343581463,1.299905543,0.0,5.199690368,1.299905543,1.299905543,0.0,0.0,0.0,6.022148348,1.299905543,0.0,5.199690368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.643489409,0.0,0.0,0.0,6.022148348,0.0,0.0,1.299905543,0.0,0.0,0.0,11.221838716,0.0,0.0,1.299905543,0.0,1.299905543,6.022148348,0.0,3.899818578,1.299905543,0.0,0.0,6.022148348,0.0,2.599813489,0.0,0.0,6.499632803,26.689775279,0.0,0.0,5.199690368,0.0,0.0,0.0,1.299905543,1.299905543,0.0,0.0,0.0,0.0,0.0,0.0,2.599813489,0.0,6.022148348,0.0,0.0,0.0,0.0,0.0,0.0,74.09309425,0.0,1.299905543,2.599813489,0.0,0.0,6.022148348,12.04367592,22.0993628,2.599813489,0.0,0.0,102.3713052,0.0,0.0,0.0,2.599813489,15.59969085,0.0,6.022148348,0.0,0.0,0.0,0.0,7.3220538909999995,0.0,1.299905543,0.0,0.0,0.0,12.04367592,6.022148348,0.0,0.0,5.199690368,1.299905543,0.0,0.0,0.0,0.0,0.002387402,0.044039668,0.025220322,0.016966858,0.002447184,0.032209852,0.0,0.119185307,0.0,0.0,0.0,0.0,0.717789722,0.0,0.0,0.0,0.154500167,0.005567434,0.000391101,0.0,1.0,1.0
7x7,0.0,3.883261708,2.588888782,2.588888782,0.0,6.022148348,3.883261708,2.588888782,1.294457406,0.0,2.588888782,6.022148348,15.53484012,0.0,0.0,0.0,13.338133326,0.0,1.294457406,10.35533628,0.0,0.0,0.0,0.0,0.0,6.022148348,0.0,1.294457406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.588888782,0.0,0.0,0.0,0.0,23.69395189,0.0,0.0,1.294457406,6.022148348,2.588888782,1.294457406,9.060046775,0.0,1.294457406,1.294457406,7.316605754,0.0,0.0,0.0,7.766575956,0.0,6.022148348,0.0,15.53484012,0.0,2.588888782,0.0,6.022148348,3.883261708,0.0,0.0,2.588888782,2.588888782,26.678850572,0.0,0.0,6.472226021,29.77513736,0.0,1.294457406,0.0,0.0,0.0,2.588888782,1.294457406,0.0,0.0,0.0,1.294457406,2.588888782,6.022148348,0.0,0.0,0.0,0.0,2.588888782,1.294457406,38.82905479,3.883261708,2.588888782,0.0,1.294457406,3.883261708,6.022148348,12.04367592,62.13933449,0.0,0.0,0.0,103.665762606,0.0,0.0,0.0,0.0,0.0,0.0,6.022148348,0.0,0.0,0.0,0.0,6.022148348,0.0,6.472226021,0.0,0.0,0.0,15.926937628000001,7.316605754,0.0,1.294457406,2.588888782,0.0,0.0,0.0,0.0,5.177745315,0.002387402,0.025621225,0.019678589,0.049502376,0.002447184,0.019981277,0.0,0.13991377,0.0,0.0,0.0,0.0,1.015672636,0.0,0.0,0.0,0.154500167,0.005567434,0.000391101,0.0,1.0,1.0
8x8,0.0,0.0,0.841280696,2.523870987,0.0,8.546019335,2.523870987,0.841280696,0.0,0.0,3.365158322,6.022148348,21.03433764,0.0,0.0,0.841280696,13.726239351,0.841280696,0.0,0.841280696,0.0,0.0,0.0,0.0,0.0,6.022148348,0.841280696,0.0,0.0,0.0,0.0,0.0,2.523870987,2.523870987,0.0,0.0,0.0,0.841280696,0.0,0.0,0.0,0.0,15.408834242000001,0.0,0.0,0.0,6.863429044,0.0,0.0,0.841280696,0.841280696,0.0,0.841280696,6.022148348,0.0,0.0,0.0,2.523870987,0.0,6.022148348,0.0,6.730187,0.841280696,0.0,0.0,6.863429044,0.0,0.0,0.0,0.0,2.523870987,27.455120112,0.0,0.841280696,10.9371321,0.841280696,0.0,2.523870987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.841280696,6.022148348,0.0,0.0,0.841280696,0.0,0.841280696,0.0,37.8597498,0.0,8.412825336,0.841280696,0.0,0.0,6.022148348,12.04367592,15.14358557,3.365158322,0.0,0.0,103.212585896,0.841280696,2.523870987,0.841280696,0.841280696,2.523870987,0.0,6.863429044,0.0,0.0,0.0,1.682563431,6.022148348,0.841280696,0.0,0.0,0.0,0.0,12.04367592,6.022148348,0.841280696,1.682563431,0.0,0.0,0.841280696,0.0,0.0,0.841280696,0.002387402,0.033536932,0.056932306,0.06903047000000001,0.002447184,0.051233035,0.0,0.157436037,0.0,0.0,0.0,0.0,1.105086761,0.0,0.0,0.0,0.154500167,0.005567434,0.009554288999999999,0.0,1.0,1.0
9x9,0.628845904,1.886556084,4.401943034,3.144288684,0.0,11.681776799,0.628845904,1.257719583,0.0,0.0,2.515442509,6.022148348,18.86552285,0.628845904,0.0,0.0,13.301395503,0.628845904,0.628845904,1.886556084,0.0,4.401943034,0.628845904,0.0,0.0,6.650994252,0.0,0.0,3.144288684,0.0,0.0,0.0,1.886556084,6.288530911,0.0,0.628845904,1.886556084,0.0,0.0,1.257719583,0.628845904,0.628845904,12.672521824,0.0,0.0,22.63741608,6.650994252,0.628845904,0.628845904,6.917352842,0.0,0.0,0.0,7.908704432,0.0,0.628845904,0.0,4.401943034,0.0,6.022148348,1.257719583,10.06114282,2.515442509,3.773094139,0.0,6.022148348,2.515442509,0.0,0.0,6.288530911,5.030870458,24.08996179,0.0,0.0,18.86552285,28.9295371,1.257719583,8.803925446,0.628845904,0.628845904,0.0,5.659628451,1.257719583,0.0,0.0,0.0,0.0,0.628845904,6.022148348,0.628845904,0.628845904,2.515442509,0.0,1.257719583,1.257719583,12.57688064,1.886556084,5.030870458,0.0,1.886556084,1.257719583,6.022148348,12.04367592,84.90135215,8.803925446,0.0,0.628845904,102.3713052,0.628845904,1.257719583,0.628845904,0.628845904,1.886556084,0.628845904,6.022148348,0.0,0.0,0.628845904,3.773094139,8.537590857,1.257719583,1.257719583,0.0,0.0,0.0,12.04367592,6.650994252,0.0,0.628845904,3.773094139,0.0,1.257719583,0.0,0.0,2.515442509,0.002387402,0.019814776,0.019678589,0.065526166,0.002447184,0.0,0.0,0.032514121,0.0,0.0,0.0,0.0,0.768682994,0.0,0.028612979,0.009018433,0.154500167,0.005567434,0.000391101,0.0,1.0,1.0
