coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Inhibitory,Excitatory,permutationTracker
75x75,0.0,0.516421733,2.582036443,31.673544307,0.630872464,1.147294197,14.258816714999998,20.801423106999998,1.261778128,0.560163093,17.221336064,2.547127173,0.630872464,1.032825032,0.516421733,18.576722484,21.861170147000003,1.70745729,1.147294197,0.0,5.307554319,1.191035557,1.70745729,0.560163093,12.116724985000001,16.120533688,1.70745729,15.506342609,2.503385813,1.751185581,1.120313117,0.560163093,33.781112963,4.893373038,1.63673485,0.0,0.630872464,6.784947667,1.98696408,1.191035557,0.516421733,1.70745729,19.185214318,0.560163093,0.0,0.0,1.892677383,10.944392885,13.594716705000002,43.878739785,2.065631854,0.516421733,0.516421733,15.866863649999999,0.630872464,1.032825032,10.496879702,38.438000417,0.0,1.191035557,8.108316384,22.613189425999998,10.260375087,36.617754381,3.785309148,1.549235748,0.0,1.147294197,2.7402713050000003,0.0,1.63673485,2.409099116,1.191035557,0.630872464,11.896149348000002,0.0,0.0,8.627091881,19.273813505,5.378297273,0.0,1.191035557,11.106775623,1.261778128,0.516421733,0.516421733,20.708417766,11.116316588,2.153138149,4.551947646,3.5563714730000004,25.740734046,0.516421733,50.662408092999996,5.709491412,1.778199861,10.199829792,0.630872464,5.193095306,0.630872464,12.624098668,3.083709534,2.7402713050000003,0.560163093,1.191035557,0.0,1.120313117,11.92111524,3.15441617,28.346403275,1.892677383,2.409099116,1.120313117,0.0,31.024714578999998,2.240634118,0.560163093,1.076584826,1.076584826,6.805098259999999,3.785309148,1.147294197,1.147294197,1.032825032,0.0,31.608731197999997,0.0,1.120313117,0.516421733,2.065631854,14.033431028999999,0.0,0.560163093,0.0,0.0,0.039313589,0.037214872,0.034120149,0.06913704500000001,0.016352126,0.0,0.117066428,0.01280025,0.0,0.0,0.236937043,0.0,0.06345961,0.0,0.13451798199999998,0.0,1.20237257,0.01458795,0.016644932,0.018325221,2.0,2.0,"[[1, 3], [0, 1]]"
76x76,0.0,0.0,0.0,21.861694601,0.630872464,0.630872464,10.6439411,9.55444524,1.261778128,0.560163093,26.230560996,2.547127173,0.630872464,0.0,0.0,13.642170214,21.460370230000002,1.191035557,5.9105884170000005,0.0,4.274729287,1.191035557,1.191035557,0.560163093,12.116724985000001,21.400249641,1.191035557,23.482766846,1.98696408,1.751185581,1.120313117,0.560163093,38.659057773,2.3113365949999998,1.120313117,0.0,0.630872464,5.235711919,1.98696408,1.191035557,0.0,1.191035557,35.023582448,0.560163093,0.0,0.0,7.172393336000001,14.273039943,14.743102013000001,39.74740914,0.0,0.0,0.0,15.866863649999999,0.630872464,0.0,9.46405467,60.82497595,0.0,1.191035557,7.075491352,16.416214328,25.065918185,47.642020331,9.065025101,0.0,0.0,0.630872464,1.191035557,0.0,1.120313117,1.892677383,6.47075151,0.630872464,15.74131399,0.0,0.0,7.594266848999999,24.553529458,4.345472241,0.0,1.191035557,9.557539875,1.261778128,0.0,0.0,19.675592734,12.380401900999999,1.120313117,4.551947646,2.523546441,35.898586306,0.0,53.821038583,3.643859558,1.261778128,12.897509302,0.630872464,3.643859558,0.630872464,17.100146258,3.083709534,1.191035557,0.560163093,1.191035557,0.0,1.120313117,17.200831193,3.15441617,33.740759350999994,1.892677383,1.892677383,1.120313117,0.0,62.936920099,2.240634118,0.560163093,0.560163093,0.560163093,5.7722732279999995,3.785309148,0.630872464,0.630872464,0.0,0.0,46.016192919999995,0.0,1.120313117,5.279715953,5.279715953,10.418555414,0.0,0.560163093,0.0,0.0,0.039313589,0.085812812,0.034120149,0.060936333,0.002580838,0.0,0.021738598,0.074578928,0.0,0.0,0.23593339200000002,0.298613759,0.06345961,0.0,0.169014056,0.0,1.091345639,0.01458795,0.019246778000000003,0.018325221,2.0,2.0,"[[1, 3], [0, 2]]"
77x77,0.0,0.0,0.0,22.740968145,1.510146008,2.389480519,15.919754179999998,4.274729287,1.261778128,0.560163093,24.464970557,6.064334251,0.630872464,0.879273544,0.0,8.359522614,24.094395052000003,2.070309101,2.389480519,0.879273544,5.154002831000001,2.070309101,2.070309101,0.560163093,12.995998529000001,31.068305027999997,2.070309101,21.717176407,3.7455721349999997,1.751185581,1.999586661,0.560163093,33.376410173000004,3.190610139,1.120313117,0.0,2.389480519,5.235711919,1.98696408,1.191035557,0.879273544,2.070309101,19.185214318,1.439436637,1.758608055,0.0,1.892677383,4.593852807,9.463386060000001,39.74740914,8.792870241,0.0,0.879273544,43.12216867,1.510146008,0.879273544,18.256924911,31.78151871,0.0,2.070309101,7.954764896,17.295487872,12.744757133,16.839942975,3.785309148,2.63789366,0.0,0.630872464,1.191035557,0.879273544,1.120313117,2.7719509270000002,2.949643612,0.630872464,5.1828533100000005,0.0,0.879273544,17.267598392,19.273813505,5.2247457850000005,0.0,2.070309101,10.436813419,3.0203861830000003,0.879273544,0.0,21.434200789,3.580549276,1.120313117,8.94842054,3.4028199850000003,29.733549719,0.0,44.129394323,3.643859558,2.141051672,12.014266243000002,0.630872464,4.523133102,0.630872464,5.658251022,4.842317589,6.466848637,0.560163093,2.070309101,0.0,1.120313117,12.800388784,3.15441617,27.578771564999997,1.892677383,3.6512854380000004,1.120313117,1.758608055,28.609235624,2.240634118,0.560163093,0.560163093,0.560163093,8.410166888,4.664582692,0.630872464,0.630872464,9.673331543,0.0,34.568766702999994,0.0,1.120313117,0.879273544,2.63789366,11.297828958,0.0,4.077370171,0.0,0.0,0.039313589,0.04739658,0.034120149,0.10790576,0.0,0.0,0.0,0.021775469,0.0,0.0,0.236026373,0.0,0.757329312,0.0,0.27345676399999996,0.0,1.113134454,0.01458795,0.016644932,0.068235046,2.0,2.0,"[[1, 3], [0, 3]]"
78x78,0.360786525,0.0,0.721591065,53.250878101,2.074021723,0.991658989,13.530274008,12.212104684,1.622564653,0.9209496180000001,17.115249575,4.351075462,0.630872464,1.082380077,12.98942937,13.546754604,44.321355627,2.634184816,2.795626774,0.360786525,4.635515812,1.9126266219999999,1.551822082,0.560163093,12.838316050000001,16.120533688,1.191035557,12.924306166000001,2.708555145,1.751185581,1.481099642,3.0856572559999997,35.677095277,3.7544858539999995,1.120313117,0.0,0.991658989,14.615775172,1.98696408,1.191035557,0.360786525,1.191035557,19.906805383,0.560163093,0.360786525,0.0,2.253463908,7.683247506000001,12.349718968000001,62.11424996,8.298223906,0.721591065,0.0,16.588454714999997,0.991658989,1.082380077,10.907203929,34.916296375,0.0,1.191035557,7.797082417,21.106446673,12.113882963,22.454950896,7.753977391,0.0,0.721591065,1.7132525410000001,1.191035557,0.0,1.120313117,4.057431693,1.191035557,1.352463529,5.904444375000001,0.0,0.0,10.480599757,28.294558258000002,4.706258766,0.0,3.3557898670000004,9.9183264,1.261778128,0.360786525,0.0,20.036379259,10.842685974,1.481099642,5.2735387110000005,3.9666957,28.358442082,0.721591065,35.36160384,18.075070218,1.261778128,9.421741638,0.630872464,5.087008817,0.991658989,6.312817795999999,3.083709534,1.551822082,0.560163093,2.9949838460000002,1.082380077,1.481099642,11.92111524,7.123084413000001,30.758796855,2.253463908,1.892677383,1.120313117,0.721591065,26.107295334,2.240634118,0.560163093,0.560163093,0.9209496180000001,7.215422487,4.1460956730000005,0.991658989,1.352463529,0.0,1.443149259,32.111237836,0.0,9.418537023,1.082380077,2.886332908,12.222503703000001,0.360786525,1.281754158,0.0,1.082380077,0.039313589,0.037943445000000006,0.034120149,0.060936333,0.078810091,0.0,0.001710878,0.01280025,0.0,0.0,0.217165531,0.0,0.06345961,0.0,0.123217999,0.149637708,0.9675217230000001,0.757718844,0.016644932,0.018325221,2.0,2.0,"[[1, 3], [0, 4]]"
79x79,0.0,0.516421733,2.582036443,24.951718506,0.630872464,1.147294197,3.614875615,24.960825943,1.261778128,0.0,20.497896406,1.98696408,0.630872464,1.032825032,0.516421733,28.575020071,15.376498009999999,1.147294197,6.42701015,0.0,4.187241202,0.630872464,1.147294197,0.0,3.15441617,19.159615523,1.147294197,25.504640196,2.503385813,0.630872464,0.0,0.0,34.817532394,3.2129089069999996,0.516421733,0.0,0.630872464,6.784947667,1.98696408,0.630872464,0.516421733,1.147294197,17.100146258,0.0,0.0,0.0,7.172393336000001,20.942690472,16.63379854,43.878739785,2.065631854,0.516421733,0.516421733,15.866863649999999,0.630872464,1.032825032,10.496879702,56.115595067,0.0,0.630872464,4.187241202,11.969248325999999,22.737804336,68.299105281,9.065025101,1.549235748,0.0,1.147294197,2.180108212,0.0,0.516421733,2.409099116,5.9105884170000005,0.630872464,18.533534846000002,0.0,0.0,8.066928788,17.831703657,4.81813418,0.0,0.630872464,11.106775623,1.261778128,0.516421733,0.516421733,1.6636974960000002,21.114614175,1.032825032,0.630872464,3.5563714730000004,29.814714086,0.516421733,66.415277133,4.589178295,1.778199861,14.359232628,0.630872464,4.072782189,0.630872464,28.462466798,2.523546441,2.180108212,0.0,0.630872464,0.0,0.0,17.200831193,3.15441617,22.662373275,1.892677383,2.409099116,0.0,0.0,64.303831014,0.0,0.0,0.516421733,0.516421733,6.805098259999999,3.785309148,1.147294197,1.147294197,1.032825032,0.0,39.285072548,0.0,0.0,5.796137686,7.345347807,10.112355847,0.0,0.0,0.0,0.0,0.036401422,0.049325476,0.034120149,0.036908179,0.018932964,0.0,0.138805026,0.061778678,0.0,0.0,0.220923341,0.298613759,0.06345961,0.0,0.12988674,0.0,1.1441346620000001,0.01458795,0.019246778000000003,0.018325221,2.0,2.0,"[[1, 3], [1, 2]]"
80x80,0.0,0.516421733,2.582036443,25.83099205,1.510146008,2.9059022519999997,8.890688695,19.68110999,1.261778128,0.0,18.732305967,5.504171158,0.630872464,1.912098576,0.516421733,23.292372471,18.010522832,2.026567741,2.9059022519999997,0.879273544,5.066514746,1.510146008,2.026567741,0.0,4.033689714,28.82767091,2.026567741,23.739049757,4.261993868,0.630872464,0.879273544,0.0,29.534884794,4.092182450999999,0.516421733,0.0,2.389480519,6.784947667,1.98696408,0.630872464,1.3956952770000002,2.026567741,1.261778128,0.879273544,1.758608055,0.0,1.892677383,11.263503336,11.354082587,43.878739785,10.858502094999999,0.516421733,1.3956952770000002,43.12216867,1.510146008,1.912098576,19.289749942999997,27.072137827000002,0.0,1.510146008,5.066514746,12.848521869999999,10.416643284,37.497027925,3.785309148,4.1871294080000006,0.0,1.147294197,2.180108212,0.879273544,0.516421733,3.2883726600000003,2.389480519,0.630872464,7.975074166000001,0.0,0.879273544,17.740260331,12.551987704,5.6974077240000005,0.0,1.510146008,11.986049167000001,3.0203861830000003,1.3956952770000002,0.516421733,3.422305551,12.31476155,1.032825032,5.027345358000001,4.435645017000001,23.649677499,0.516421733,56.723632873,4.589178295,2.657473405,13.475989569000001,0.630872464,4.952055733,0.630872464,17.020571562,4.282154496,7.455921291999999,0.0,1.510146008,0.0,0.0,12.800388784,3.15441617,16.500385489000003,1.892677383,4.167707171,0.0,1.758608055,29.976146539000002,0.0,0.0,0.516421733,0.516421733,9.442991919999999,4.664582692,1.147294197,1.147294197,10.706156575,0.0,27.837646331,0.0,0.0,1.3956952770000002,4.703525514,10.991629391,0.0,3.517207078,0.0,0.0,0.036401422,0.010909243999999998,0.034120149,0.083877606,0.016352126,0.0,0.117066428,0.008975219,0.0,0.0,0.221016322,0.0,0.757329312,0.0,0.234329448,0.0,1.1659234770000002,0.01458795,0.016644932,0.068235046,2.0,2.0,"[[1, 3], [1, 3]]"
81x81,0.360786525,0.516421733,3.303627508,56.340902006,2.074021723,1.5080807219999999,6.501208523,27.618485387,1.622564653,0.360786525,11.382584985,3.790912369,0.630872464,2.115205109,13.505851103,28.479604461,38.237483407,2.590443456,3.312048507,0.360786525,4.548027727,1.352463529,1.5080807219999999,0.0,3.8760072350000003,13.87989957,1.147294197,14.946179516,3.224976878,0.630872464,0.360786525,2.525494163,31.835569898000003,4.656058165999999,0.516421733,0.0,0.991658989,16.16501092,1.98696408,0.630872464,0.877208258,1.147294197,1.9833691930000001,0.0,0.360786525,0.0,2.253463908,14.352898034999999,14.240415495,66.245580605,10.36385576,1.2380127980000002,0.516421733,16.588454714999997,0.991658989,2.115205109,11.940028961,30.206915492000004,0.0,0.630872464,4.908832267,16.659480670999997,9.785769114,43.112035846,7.753977391,1.549235748,0.721591065,2.2296742739999997,2.180108212,0.0,0.516421733,4.573853426,0.630872464,1.352463529,8.696665231,0.0,0.0,10.953261696,21.572732457,5.178920705,0.0,2.795626774,11.467562148,1.261778128,0.877208258,0.516421733,2.024484021,19.576898248,1.393611557,1.352463529,4.999520732000001,22.274569862,1.2380127980000002,47.95584239,19.020388955,1.778199861,10.883464964000002,0.630872464,5.515931448,0.991658989,17.675138336,2.523546441,2.540894737,0.0,2.434820753,1.082380077,0.360786525,11.92111524,7.123084413000001,19.680410779,2.253463908,2.409099116,0.0,0.721591065,27.474206249,0.0,0.0,0.516421733,0.877208258,8.248247519,4.1460956730000005,1.5080807219999999,1.868885262,1.032825032,1.443149259,25.380117463999998,0.0,8.298223906,1.59880181,4.951964761999999,11.916304136,0.360786525,0.721591065,0.0,1.082380077,0.036401422,0.0014561090000000001,0.034120149,0.036908179,0.095162217,0.0,0.118777306,0.0,0.0,0.0,0.20215548,0.0,0.06345961,0.0,0.084090683,0.149637708,1.020310746,0.757718844,0.016644932,0.018325221,2.0,2.0,"[[1, 3], [1, 4]]"
82x82,0.0,0.0,0.0,16.019142344,1.510146008,2.389480519,5.27581308,8.434132123000001,1.261778128,0.0,27.741530899,5.504171158,0.630872464,0.879273544,0.0,18.357820201,17.609722915,1.510146008,7.669196472,0.879273544,4.033689714,1.510146008,1.510146008,0.0,4.033689714,34.107386863,1.510146008,31.715473994,3.7455721349999997,0.630872464,0.879273544,0.0,34.412829604,1.510146008,0.0,0.0,2.389480519,5.235711919,1.98696408,0.630872464,0.879273544,1.510146008,17.100146258,0.879273544,1.758608055,0.0,7.172393336000001,14.592150394,12.502467895,39.74740914,8.792870241,0.0,0.879273544,43.12216867,1.510146008,0.879273544,18.256924911,49.45911336,0.0,1.510146008,4.033689714,6.651546772,25.222186381999997,48.521293875,9.065025101,2.63789366,0.0,0.630872464,0.630872464,0.879273544,0.0,2.7719509270000002,7.669196472,0.630872464,11.820238808,0.0,0.879273544,16.707435299,17.831703657,4.664582692,0.0,1.510146008,10.436813419,3.0203861830000003,0.879273544,0.0,2.389480519,13.578846862999999,0.0,5.027345358000001,3.4028199850000003,33.807529759,0.0,59.88226336299999,2.523546441,2.141051672,16.173669079,0.630872464,3.4028199850000003,0.630872464,21.496619152,4.282154496,5.906685544,0.0,1.510146008,0.0,0.0,18.080104737,3.15441617,21.894741564999997,1.892677383,3.6512854380000004,0.0,1.758608055,61.888352059,0.0,0.0,0.0,0.0,8.410166888,4.664582692,0.630872464,0.630872464,9.673331543,0.0,42.245108052999996,0.0,0.0,6.158989497,7.917609613,7.376753776,0.0,3.517207078,0.0,0.0,0.036401422,0.059507184,0.034120149,0.075676894,0.002580838,0.0,0.021738598,0.070753897,0.0,0.0,0.220012671,0.298613759,0.757329312,0.0,0.268825522,0.0,1.0548965460000002,0.01458795,0.019246778000000003,0.068235046,2.0,2.0,"[[1, 3], [2, 3]]"
83x83,0.360786525,0.0,0.721591065,46.529052300000004,2.074021723,0.991658989,2.886332908,16.37150752,1.622564653,0.360786525,20.391809917,3.790912369,0.630872464,1.082380077,12.98942937,23.545052191,37.83668349,2.074021723,8.075342727,0.360786525,3.515202695,1.352463529,0.991658989,0.0,3.8760072350000003,19.159615523,0.630872464,22.922603753,2.708555145,0.630872464,0.360786525,2.525494163,36.713514708,2.074021723,0.0,0.0,0.991658989,14.615775172,1.98696408,0.630872464,0.360786525,0.630872464,17.821737322999997,0.0,0.360786525,0.0,7.533179861000001,17.681545093,15.388800803,62.11424996,8.298223906,0.721591065,0.0,16.588454714999997,0.991658989,1.082380077,10.907203929,52.593891025,0.0,0.630872464,3.8760072350000003,10.462505573,24.591312212,54.136301796,13.033693344,0.0,0.721591065,1.7132525410000001,0.630872464,0.0,0.0,4.057431693,5.9105884170000005,1.352463529,12.541829873,0.0,0.0,9.920436664,26.85244841,4.1460956730000005,0.0,2.795626774,9.9183264,1.261778128,0.360786525,0.0,0.991658989,20.840983561,0.360786525,1.352463529,3.9666957,32.432422122,0.721591065,51.114472879999994,16.954757101,1.261778128,13.581144474000002,0.630872464,3.9666957,0.991658989,22.151185925999997,2.523546441,0.991658989,0.0,2.434820753,1.082380077,0.360786525,17.200831193,7.123084413000001,25.074766855,2.253463908,1.892677383,0.0,0.721591065,59.386411769,0.0,0.0,0.0,0.360786525,7.215422487,4.1460956730000005,0.991658989,1.352463529,0.0,1.443149259,39.787579186,0.0,8.298223906,6.36209603,8.166048861,8.301428521,0.360786525,0.721591065,0.0,1.082380077,0.036401422,0.050054049,0.034120149,0.028707467,0.081390929,0.0,0.023449476,0.061778678,0.0,0.0,0.201151829,0.298613759,0.06345961,0.0,0.118586757,0.149637708,0.9092838150000001,0.757718844,0.019246778000000003,0.018325221,2.0,2.0,"[[1, 3], [2, 4]]"
84x84,0.360786525,0.0,0.721591065,47.408325844000004,2.9532952669999997,2.750267044,8.162145987999999,11.091791567000001,1.622564653,0.360786525,18.626219478,7.308119447,0.630872464,1.961653621,12.98942937,18.262404591,40.470708312,2.9532952669999997,4.554234829,1.240060069,4.394476239,2.231737073,1.870932533,0.0,4.7552807790000005,28.82767091,1.510146008,21.157013314,4.4671632,0.630872464,1.240060069,2.525494163,31.430867108,2.9532952669999997,0.0,0.0,2.750267044,14.615775172,1.98696408,0.630872464,1.240060069,1.510146008,1.9833691930000001,0.879273544,2.1193945800000002,0.0,2.253463908,8.002357957000001,10.10908485,62.11424996,17.091094147,0.721591065,0.879273544,43.843759735,1.870932533,1.961653621,19.700074169999997,23.550433785000003,0.0,1.510146008,4.7552807790000005,11.341779117,12.270151160000001,23.33422444,7.753977391,2.63789366,0.721591065,1.7132525410000001,0.630872464,0.879273544,0.0,4.936705237,2.389480519,1.352463529,1.9833691930000001,0.0,0.879273544,19.593768207,21.572732457,5.025369217,0.0,3.674900318,10.797599944,3.0203861830000003,1.240060069,0.0,2.750267044,12.041130936000002,0.360786525,5.748936423000001,4.845969244,26.267385535,0.721591065,41.422828620000004,16.954757101,2.141051672,12.697901415,0.630872464,4.845969244,0.991658989,10.70929069,4.282154496,6.267472069,0.0,3.314094297,1.082380077,0.360786525,12.800388784,7.123084413000001,18.912779069000003,2.253463908,3.6512854380000004,0.0,2.48019912,25.058727294,0.0,0.0,0.0,0.360786525,9.853316147,5.025369217,0.991658989,1.352463529,9.673331543,1.443149259,28.340152969,0.0,8.298223906,1.961653621,5.524226568,9.180702065,0.360786525,4.238798143,0.0,1.082380077,0.036401422,0.011637816999999998,0.034120149,0.075676894,0.078810091,0.0,0.001710878,0.008975219,0.0,0.0,0.20124481,0.0,0.757329312,0.0,0.22302946499999998,0.149637708,0.9310726300000002,0.757718844,0.016644932,0.068235046,2.0,2.0,"[[1, 3], [3, 4]]"
85x85,0.0,0.516421733,10.054310584,31.673544307,0.630872464,19.294261687000002,14.258816714999998,21.868896836999998,1.795511968,0.560163093,14.84857984,0.560163093,2.232050031,1.032825032,1.050155573,19.110456324,23.996115682000003,1.70745729,1.147294197,0.0,7.976235737,1.191035557,1.70745729,0.560163093,13.184198715,16.654267528,1.70745729,10.227147141,0.516421733,1.751185581,1.654046957,1.093896933,36.359735527,12.365647179,1.63673485,0.0,1.698346194,7.080885066,0.0,1.191035557,1.050155573,1.70745729,21.853895736,0.560163093,0.53373384,0.53373384,1.892677383,22.153952505,10.302424309,56.155741155,2.065631854,0.516421733,0.516421733,13.87989957,1.1646063039999999,1.566558872,10.496879702,42.174090998000004,0.0,2.792213124,8.642050224,24.896096535999998,8.955122714,33.17755443,3.785309148,1.549235748,0.0,1.147294197,2.7402713050000003,0.53373384,1.63673485,2.942832956,1.7247693969999998,0.630872464,43.38243060800001,0.0,0.0,7.173861640999999,7.886432104999999,7.513242807999999,0.0,1.191035557,11.254757078,1.261778128,1.050155573,0.516421733,21.775891496,16.987317402000002,2.686871989,4.551947646,4.0901053130000005,25.888715501,1.050155573,48.051768949,8.911819925,2.311933701,6.225896001,1.698346194,5.726829146,3.8332009769999997,12.624098668,3.083709534,2.7402713050000003,0.560163093,2.792213124,0.0,1.120313117,0.0,3.68815001,30.48134881,1.892677383,2.409099116,2.187786847,0.0,23.076837693,2.240634118,0.560163093,1.076584826,1.076584826,7.486815598,5.920254683,3.8159756149999997,1.147294197,3.167770567,0.53373384,32.290448536,1.06747373,1.120313117,1.583895463,3.666809421,12.728178656,0.0,0.560163093,8.005959716,10.67347076,0.002912167,0.057583976,0.02733007,0.08272264200000001,0.016352126,0.0,0.117066428,0.01280025,0.0,0.0,0.229558955,0.0,0.06345961,0.0,0.13451798199999998,0.0,1.171743048,0.004664369,0.021080306,0.018325221,2.0,2.0,"[[1, 4], [0, 1]]"
86x86,0.0,0.0,7.472274141,21.861694601,0.630872464,18.777839954,10.6439411,10.62191897,1.795511968,0.560163093,23.857804771999998,0.560163093,2.232050031,0.0,0.53373384,14.175904054,23.595315765000002,1.191035557,5.9105884170000005,0.0,6.943410705,1.191035557,1.191035557,0.560163093,13.184198715,21.933983481,1.191035557,18.203571378,0.0,1.751185581,1.654046957,1.093896933,41.237680337,9.783610736,1.120313117,0.0,1.698346194,5.5316493179999995,0.0,1.191035557,0.53373384,1.191035557,37.692263866,0.560163093,0.53373384,0.53373384,7.172393336000001,25.482599563,11.450809617,52.02441051,0.0,0.0,0.0,13.87989957,1.1646063039999999,0.53373384,9.46405467,64.56106653100001,0.0,2.792213124,7.609225192,18.699121438,23.760665812,44.20182038,9.065025101,0.0,0.0,0.630872464,1.191035557,0.53373384,1.120313117,2.426411223,7.0044853499999995,0.630872464,47.22759525000001,0.0,0.0,6.1410366089999995,13.166148058,6.4804177759999995,0.0,1.191035557,9.70552133,1.261778128,0.53373384,0.0,20.743066463999998,18.251402714999998,1.654046957,4.551947646,3.057280281,36.046567761,0.53373384,51.210399439,6.846188071,1.795511968,8.923575511,1.698346194,4.177593398,3.8332009769999997,17.100146258,3.083709534,1.191035557,0.560163093,2.792213124,0.0,1.120313117,5.279715953,3.68815001,35.875704885999994,1.892677383,1.892677383,2.187786847,0.0,54.989043213,2.240634118,0.560163093,0.560163093,0.560163093,6.453990566,5.920254683,3.2995538819999997,0.630872464,2.134945535,0.53373384,46.697910258,1.06747373,1.120313117,6.347189683,6.88089352,9.113303041,0.0,0.560163093,8.005959716,10.67347076,0.002912167,0.106181916,0.02733007,0.07452193000000001,0.002580838,0.0,0.021738598,0.074578928,0.0,0.0,0.22855530400000001,0.298613759,0.06345961,0.0,0.169014056,0.0,1.060716117,0.004664369,0.023682152,0.018325221,2.0,2.0,"[[1, 4], [0, 2]]"
87x87,0.0,0.0,7.472274141,22.740968145,1.510146008,20.536448009,15.919754179999998,5.342203017,1.795511968,0.560163093,22.092214332999998,4.077370171,2.232050031,0.879273544,0.53373384,8.893256454,26.229340587000003,2.070309101,2.389480519,0.879273544,7.822684249,2.070309101,2.070309101,0.560163093,14.063472259000001,31.602038867999998,2.070309101,16.437980939,1.758608055,1.751185581,2.533320501,1.093896933,35.955032737,10.66288428,1.120313117,0.0,3.456954249,5.5316493179999995,0.0,1.191035557,1.4130073840000001,2.070309101,21.853895736,1.439436637,2.292341895,0.53373384,1.892677383,15.803412427000001,6.171093664,52.02441051,8.792870241,0.0,0.879273544,41.13520459,2.043879848,1.4130073840000001,18.256924911,35.51760929100001,0.0,3.671486668,8.488498736,19.578394982,11.43950476,13.399743024,3.785309148,2.63789366,0.0,0.630872464,1.191035557,1.4130073840000001,1.120313117,3.3056847670000002,3.483377452,0.630872464,36.669134570000004,0.0,0.879273544,15.814368152,7.886432104999999,7.35969132,0.0,2.070309101,10.584794874,3.0203861830000003,1.4130073840000001,0.0,22.501674518999998,9.45155009,1.654046957,8.94842054,3.9365538250000003,29.881531174,0.53373384,41.518755178999996,6.846188071,2.674785512,8.040332452000001,1.698346194,5.056866942,3.8332009769999997,5.658251022,4.842317589,6.466848637,0.560163093,3.671486668,0.0,1.120313117,0.879273544,3.68815001,29.713717099999997,1.892677383,3.6512854380000004,2.187786847,1.758608055,20.661358738,2.240634118,0.560163093,0.560163093,0.560163093,9.091884226,6.799528227,3.2995538819999997,0.630872464,11.808277078,0.53373384,35.250484041,1.06747373,1.120313117,1.9467472739999998,4.239071227,9.992576585,0.0,4.077370171,8.005959716,10.67347076,0.002912167,0.067765684,0.02733007,0.12149135700000002,0.0,0.0,0.0,0.021775469,0.0,0.0,0.228648285,0.0,0.757329312,0.0,0.27345676399999996,0.0,1.082504932,0.004664369,0.021080306,0.068235046,2.0,2.0,"[[1, 4], [0, 3]]"
