coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Inhibitory,ODImmature2,Inhibitorycells,ODImmature2cells
81x81,0.0,1.932715942,11.27156635,22.870587587,0.630872464,25.108659166000002,3.865416235,7.019832405000001,1.261778128,0.0,14.026255332,1.98696408,8.19964376,0.0,0.0,2.523546441,6.3489821289999995,0.630872464,0.630872464,3.865416235,3.15441617,0.630872464,0.630872464,0.0,8.952554540000001,15.812615511999999,2.563588406,12.364143073000001,1.98696408,0.630872464,0.0,0.0,66.572581614,27.041359459000002,1.932715942,1.932715942,6.266927818,9.101128154,1.98696408,0.630872464,0.0,18.025881264,3.19449407,0.0,0.0,0.0,1.892677383,5.087132112,7.222751942,62.778473294,0.0,0.0,0.0,15.866863649999999,0.630872464,21.25871045,21.059107689999998,17.072584742,0.0,0.630872464,3.15441617,7.704989169999999,5.866611174,37.219379880999995,3.785309148,3.865416235,1.932715942,6.266927818,0.630872464,0.0,0.0,1.892677383,0.630872464,21.565944381,20.10467611,0.0,0.0,8.966819698,22.215493271,3.785309148,5.636055354,0.630872464,9.557539875,1.261778128,0.0,0.0,0.630872464,3.19449407,0.0,0.630872464,2.523546441,25.526938459999997,0.0,36.108537663,10.254265228,61.173377078,12.295618602000001,0.630872464,4.456262383,0.630872464,1.261778128,2.523546441,4.496288699,0.0,4.496288699,1.932715942,0.0,11.92111524,3.15441617,12.737946361,7.528732737,7.528732737,1.932715942,0.0,11.733186034000001,0.0,0.0,0.0,0.0,5.7722732279999995,15.219502872,19.633157601,0.630872464,3.865416235,0.0,13.383734691999999,3.865416235,0.0,3.865416235,11.27156635,10.362896467,7.730718787,0.0,0.0,0.0,0.036401422,0.000727536,0.036969505,0.032181411,0.018385249,0.041904707,0.0,0.0,0.183308543,0.0,0.112557789,0.146909104,0.670021027,0.0,0.078910741,0.025287781,0.5656203540000001,0.504978197,0.018576523,0.018325221,2.0,2.0,"[1, 3]","[1, 4]"
82x82,0.0,0.0,23.9817559,18.559642161,0.630872464,38.495999494,9.403991771,38.556346724,1.261778128,0.0,10.954957548,3.696843708,1.485813034,0.0,14.53459731,2.523546441,10.400841426,0.630872464,6.966626076,1.709879628,44.084732887,5.256746448,21.698566234,0.85494057,3.15441617,14.73484014,1.485813034,13.219083643000001,1.98696408,0.630872464,0.0,0.85494057,33.965576454,1.485813034,0.0,0.0,1.485813034,7.800469488999999,1.98696408,0.630872464,0.0,0.630872464,2.971657756,0.0,0.0,0.0,2.7476179530000002,15.474697827,7.222751942,41.457288768000005,0.0,0.85494057,0.0,16.72180422,1.485813034,1.709879628,10.31899524,22.834276473,0.0,1.485813034,3.15441617,23.923352670999996,12.706140697999999,23.655077104,3.785309148,0.85494057,0.0,0.630872464,1.485813034,0.0,5.480814554,2.7476179530000002,1.485813034,7.470401988,58.478364886,0.0,0.85494057,23.125430328,12.551987704,4.640249718,0.0,1.485813034,34.350429515,1.261778128,0.0,0.0,2.340752092,1.261778128,0.0,0.630872464,4.233426069,13.425399958,0.0,26.184279114,10.217954114,28.621371528,9.062237802,0.630872464,3.3784870110000003,0.630872464,7.246353366999999,2.523546441,1.485813034,0.0,2.340752092,1.709879628,0.0,11.92111524,3.15441617,13.779337515,1.892677383,3.602557011,14.73141431,0.0,32.251091734,0.0,0.0,0.0,9.251797048,7.482152855999999,3.785309148,6.615447703,1.485813034,0.0,0.0,18.290548274,0.85494057,0.0,0.0,0.0,8.20735986,3.419773361,0.0,0.0,23.9817559,0.048003237000000004,0.015620869999999999,0.069248015,0.109050964,0.0,0.030051645,0.0,0.452947761,0.0,0.157891858,0.17101843,0.0,1.307491143,0.013323,0.15240014,0.030327479,0.6636713180000001,0.02402444,0.03829084,0.018325221,2.0,2.0,"[1, 3]","[2, 3]"
83x83,0.0,1.932715942,0.85494057,26.290360948,0.630872464,3.418528976,13.269408005999999,37.795888975,1.261778128,0.0,10.954957548,3.696843708,3.418528976,0.0,14.53459731,2.523546441,12.333557368,0.630872464,2.340752092,5.575295863,11.703682366999999,0.630872464,3.1956300339999997,0.85494057,8.952554540000001,16.667556082,3.418528976,13.219083643000001,1.98696408,0.630872464,0.0,0.85494057,70.68803587400001,5.351229269,1.932715942,1.932715942,1.485813034,11.665885723999999,1.98696408,0.630872464,0.0,18.025881264,4.904373698,0.0,0.0,0.0,2.7476179530000002,12.781539785,7.222751942,58.852297568000004,0.0,0.85494057,0.0,16.72180422,1.485813034,22.968590078,21.91404826,24.766992415,0.0,1.485813034,3.15441617,11.979594872999998,12.706140697999999,44.913787553999995,3.785309148,4.720356805,1.932715942,0.630872464,1.485813034,0.0,0.85494057,2.7476179530000002,1.485813034,17.133907555,4.904373698,0.0,0.85494057,15.806349222,22.215493271,4.640249718,0.0,1.485813034,34.350429515,1.261778128,0.0,0.0,2.340752092,3.19449407,0.0,0.630872464,4.233426069,25.020452978,0.0,45.512529434,17.948672901,88.532970478,14.860376172,0.630872464,5.3112029530000004,0.630872464,7.246353366999999,2.523546441,5.351229269,0.0,6.206168327,3.64259557,0.0,11.92111524,3.15441617,19.577475885,1.892677383,3.602557011,2.787656512,0.0,32.251091734,0.0,0.0,0.0,0.0,7.482152855999999,9.583447518,14.34616649,1.485813034,3.865416235,0.0,20.223264216,4.720356805,0.0,3.865416235,0.0,12.072776095,11.150492148,0.0,0.0,0.85494057,0.048003237000000004,0.000727536,0.034120149,0.049204391,0.018385249,0.0,0.0,0.0,0.183308543,0.0,0.188896599,0.146909104,0.558989865,0.0,0.149561921,0.022836602,0.6636713180000001,0.01458795,0.018576523,0.018325221,2.0,2.0,"[1, 3]","[2, 4]"
84x84,0.0,1.932715942,23.12681533,22.870587587,0.630872464,39.573774866,3.865416235,11.645706389,1.261778128,0.0,8.390199978,1.98696408,2.563588406,0.0,0.0,2.523546441,6.3489821289999995,0.630872464,5.256746448,3.865416235,35.53546669,5.256746448,19.133808664,0.0,8.952554540000001,15.812615511999999,2.563588406,12.364143073000001,1.98696408,0.630872464,0.0,0.0,55.301015264,4.496288699,1.932715942,1.932715942,0.630872464,9.101128154,1.98696408,0.630872464,0.0,18.025881264,3.19449407,0.0,0.0,0.0,1.892677383,9.713006096,7.222751942,57.14241794,0.0,0.0,0.0,15.866863649999999,0.630872464,21.25871045,21.059107689999998,17.072584742,0.0,0.630872464,3.15441617,21.58146291,5.866611174,37.219379880999995,3.785309148,3.865416235,1.932715942,0.630872464,0.630872464,0.0,4.625873984,1.892677383,0.630872464,10.294378030999999,58.70120120000001,0.0,0.0,18.218616746000002,22.215493271,3.785309148,0.0,0.630872464,9.557539875,1.261778128,0.0,0.0,0.630872464,3.19449407,0.0,0.630872464,2.523546441,19.890883105999997,0.0,36.108537663,10.254265228,61.173377078,12.295618602000001,0.630872464,4.456262383,0.630872464,1.261778128,2.523546441,4.496288699,0.0,4.496288699,1.932715942,0.0,11.92111524,3.15441617,12.737946361,1.892677383,1.892677383,15.809189682,0.0,11.733186034000001,0.0,0.0,0.0,9.251797048,5.7722732279999995,9.583447518,8.361591251,0.630872464,3.865416235,0.0,13.383734691999999,3.865416235,0.0,3.865416235,0.0,10.362896467,7.730718787,0.0,0.0,23.12681533,0.036401422,0.015620869999999999,0.069248015,0.08855404,0.018385249,0.030051645,0.0,0.452947761,0.183308543,0.157891858,0.112557789,0.146909104,1.113964474,0.013323,0.087869001,0.013343846999999999,0.5577327590000001,0.02402444,0.040222431,0.018325221,2.0,2.0,"[1, 3]","[3, 4]"
85x85,0.0,0.0,20.393194543,16.789222852,0.630872464,42.147604529000006,0.0,5.046583715,1.795511968,0.0,11.653499107999998,0.0,7.868105385,0.0,0.53373384,3.057280281,8.200565774,0.630872464,1.4555662790000001,0.0,5.8230975879999995,31.967892814,5.578996277,0.0,5.871243952,14.41363341,0.630872464,7.084947605,2.47408148,0.630872464,0.53373384,0.53373384,33.253438573,31.47291118,0.0,0.0,7.334401548,6.356343132999999,0.824693815,0.630872464,0.53373384,0.630872464,4.755153361,0.0,0.53373384,0.53373384,1.892677383,14.363975790000001,3.930459546,58.485159679000006,0.0,0.0,0.0,13.87989957,1.1646063039999999,0.53373384,9.46405467,22.174687715,0.0,3.056743846,3.68815001,9.70453439,5.386052616,12.52046948,3.785309148,0.0,0.824693815,7.091621633,0.630872464,1.358427655,0.0,8.199238497,1.1646063039999999,38.292941324,62.852084518,0.0,0.0,5.580873516,1.1646063039999999,5.920254683,5.636055354,0.630872464,9.70552133,1.261778128,0.53373384,0.0,1.698346194,7.132778942,0.53373384,1.4555662790000001,3.8819740960000004,15.729220946999998,0.53373384,16.643729679,5.725874954,3.44486602,2.523546441,3.347700246,3.057280281,5.482555029,2.0864719430000003,2.523546441,3.104953944,0.0,2.232050031,0.0,0.0,50.30976198,3.68815001,14.022877339,7.528732737,8.353426552,13.43650687,1.649354052,6.259390628,0.0,0.824693815,0.0,0.0,10.577411046,14.030391517,14.571120232,0.630872464,2.134945535,5.481857653,12.132736088,1.06747373,0.0,1.06747373,12.872743917000001,6.8415819110000005,0.0,0.0,8.005959716,11.498164575,0.025115972,0.02109664,0.061740629000000005,0.07327687300000002,0.00197471,0.041904707,0.0,0.0,0.0,0.0,0.087301532,0.0,0.5190192339999999,0.0,0.0727907,0.023340904,0.821728456,0.5230922179999999,0.024473382000000002,0.018325221,2.0,2.0,"[1, 4]","[0, 1]"
86x86,0.0,0.0,9.976568763,20.208996213000002,0.630872464,20.457474339,9.403991771,35.822640285,1.795511968,0.0,8.582201324,1.709879628,3.086990601,0.0,15.06833115,3.057280281,14.185141012999999,0.630872464,3.165445907,1.709879628,14.372363785,31.967892814,8.143753847,0.85494057,5.871243952,15.26857398,1.485813034,7.939888175,2.47408148,0.630872464,0.53373384,1.3886744100000001,37.368892833000004,9.78278099,0.0,0.0,2.553286764,8.921100702999999,0.824693815,0.630872464,0.53373384,0.630872464,6.465032988999999,0.0,0.53373384,0.53373384,2.7476179530000002,22.058383463000002,3.930459546,54.55898395300001,0.0,0.85494057,0.0,14.73484014,2.019546874,2.243613468,10.31899524,29.869095388,0.0,3.911684416,3.68815001,13.979140092999998,12.22558214,20.214877153,3.785309148,0.85494057,0.824693815,1.4555662790000001,1.485813034,1.358427655,0.85494057,9.054179067,2.019546874,33.860904498,47.651782106000006,0.0,0.85494057,12.42040304,1.1646063039999999,6.775195253,0.0,1.485813034,34.498410969999995,1.261778128,0.53373384,0.0,3.408225822,7.132778942,0.53373384,1.4555662790000001,5.591853724,15.222735465,0.53373384,26.047721449999997,13.420282626999999,30.80445942,5.088304011,3.347700246,3.9122208510000003,5.482555029,8.071047182000001,2.523546441,3.959894514,0.0,3.941929659,1.709879628,0.0,50.30976198,3.68815001,20.862406863,1.892677383,4.427250826,14.29144744,1.649354052,26.777296328,0.0,0.824693815,0.0,0.0,12.287290674,8.394336163,9.284129121,1.485813034,2.134945535,5.481857653,18.972265612,1.9224142999999998,0.0,1.06747373,1.601177567,8.551461539,3.419773361,0.0,8.005959716,12.353105145,0.036717787,0.02109664,0.05889127300000001,0.09029985300000001,0.00197471,0.0,0.0,0.0,0.0,0.0,0.163640342,0.0,0.407988072,0.0,0.14344188,0.020889725,0.91977942,0.032701970999999996,0.024473382000000002,0.018325221,2.0,2.0,"[1, 4]","[0, 2]"
87x87,0.0,0.0,32.248443523,16.789222852,0.630872464,56.612720229000004,0.0,9.672457698999999,1.795511968,0.0,6.017443753999999,0.0,2.232050031,0.0,0.53373384,3.057280281,8.200565774,0.630872464,6.081440263,0.0,38.204148108,36.593766798,24.081932477000002,0.0,5.871243952,14.41363341,0.630872464,7.084947605,2.47408148,0.630872464,0.53373384,0.53373384,21.981872223,8.927840419999999,0.0,0.0,1.698346194,6.356343132999999,0.824693815,0.630872464,0.53373384,0.630872464,4.755153361,0.0,0.53373384,0.53373384,1.892677383,18.989849774,3.930459546,52.849104325000006,0.0,0.0,0.0,13.87989957,1.1646063039999999,0.53373384,9.46405467,22.174687715,0.0,3.056743846,3.68815001,23.58100813,5.386052616,12.52046948,3.785309148,0.0,0.824693815,1.4555662790000001,0.630872464,1.358427655,4.625873984,8.199238497,1.1646063039999999,27.021374974,101.448609608,0.0,0.0,14.832670564,1.1646063039999999,5.920254683,0.0,0.630872464,9.70552133,1.261778128,0.53373384,0.0,1.698346194,7.132778942,0.53373384,1.4555662790000001,3.8819740960000004,10.093165592999998,0.53373384,16.643729679,5.725874954,3.44486602,2.523546441,3.347700246,3.057280281,5.482555029,2.0864719430000003,2.523546441,3.104953944,0.0,2.232050031,0.0,0.0,50.30976198,3.68815001,14.022877339,1.892677383,2.7173711980000004,27.31298061,1.649354052,6.259390628,0.0,0.824693815,0.0,9.251797048,10.577411046,8.394336163,3.2995538819999997,0.630872464,2.134945535,5.481857653,12.132736088,1.06747373,0.0,1.06747373,1.601177567,6.8415819110000005,0.0,0.0,8.005959716,34.624979905000004,0.025115972,0.035989974,0.094019139,0.12964950200000003,0.00197471,0.030051645,0.0,0.452947761,0.0,0.157891858,0.087301532,0.0,0.962962681,0.013323,0.08174896,0.01139697,0.813840861,0.042138460999999995,0.04611929,0.018325221,2.0,2.0,"[1, 4]","[0, 3]"
88x88,0.0,1.932715942,9.121628193,24.519941639000002,0.630872464,21.535249711000002,3.865416235,8.91199995,1.795511968,0.0,6.017443753999999,0.0,4.164765973,0.0,0.53373384,3.057280281,10.133281715999999,0.630872464,1.4555662790000001,3.865416235,5.8230975879999995,31.967892814,5.578996277,0.0,11.669382322,16.346349352,2.563588406,7.084947605,2.47408148,0.630872464,0.53373384,0.53373384,58.704331643,12.793256654999999,1.932715942,1.932715942,1.698346194,10.221759367999999,0.824693815,0.630872464,0.53373384,18.025881264,6.687869302999999,0.0,0.53373384,0.53373384,1.892677383,16.296691732000003,3.930459546,70.24411312500001,0.0,0.0,0.0,13.87989957,1.1646063039999999,21.79244429,21.059107689999998,24.107403657000003,0.0,3.056743846,3.68815001,11.637250331999999,5.386052616,33.77917993,3.785309148,3.865416235,2.757409757,1.4555662790000001,0.630872464,1.358427655,0.0,8.199238497,1.1646063039999999,36.684880541,47.874618420000004,0.0,0.0,7.513589457999999,10.828111870999999,5.920254683,0.0,0.630872464,9.70552133,1.261778128,0.53373384,0.0,1.698346194,9.065494884,0.53373384,1.4555662790000001,3.8819740960000004,21.688218612999997,0.53373384,35.971979999,13.456593740999999,63.35646497,8.321684811,3.347700246,4.989996223,5.482555029,2.0864719430000003,2.523546441,6.970370179,0.0,6.097466266,1.932715942,0.0,50.30976198,3.68815001,19.821015709,1.892677383,2.7173711980000004,15.369222812,1.649354052,6.259390628,0.0,0.824693815,0.0,0.0,10.577411046,14.192474533,11.030272668999999,0.630872464,6.00036177,5.481857653,14.06545203,4.932889965,0.0,4.932889965,1.601177567,10.706998146,7.730718787,0.0,8.005959716,11.498164575,0.025115972,0.02109664,0.05889127300000001,0.06980292900000001,0.020359959,0.0,0.0,0.0,0.183308543,0.0,0.105179701,0.146909104,0.214461403,0.0,0.078910741,0.0039060930000000002,0.813840861,0.032701970999999996,0.026404973,0.018325221,2.0,2.0,"[1, 4]","[0, 4]"
89x89,0.0,0.0,19.598781061,18.559642161,0.630872464,42.177851284,9.403991771,34.99794647,1.795511968,0.0,14.218256677999998,1.709879628,8.723045955,0.0,15.06833115,3.057280281,12.535786961,0.630872464,2.340752092,1.709879628,14.372363785,0.630872464,3.1956300339999997,0.85494057,4.2218899,15.26857398,1.485813034,7.939888175,0.0,0.630872464,0.53373384,1.3886744100000001,47.815765368,31.503157935,0.0,0.0,8.189342117999999,8.096406887999999,0.0,0.630872464,0.53373384,0.630872464,5.640339173999999,0.0,0.53373384,0.53373384,2.7476179530000002,22.058383463000002,3.930459546,59.370345492000006,0.0,0.85494057,0.0,14.73484014,2.019546874,2.243613468,10.31899524,26.570367054000002,0.0,3.086990601,3.68815001,12.329786040999998,11.400888325,20.214877153,3.785309148,0.85494057,0.0,6.266927818,1.485813034,0.53373384,0.85494057,3.2813517930000002,2.019546874,18.741968338,51.368121056,0.0,0.85494057,12.42040304,1.1646063039999999,6.775195253,5.636055354,1.485813034,34.498410969999995,1.261778128,0.53373384,0.0,3.408225822,7.132778942,0.53373384,0.630872464,4.767159909,19.209436767,0.53373384,23.573639970000002,13.420282626999999,29.155105368,5.088304011,1.698346194,3.9122208510000003,3.8332009769999997,7.246353366999999,2.523546441,1.485813034,0.0,3.941929659,1.709879628,0.0,0.0,3.68815001,15.91428305,7.528732737,9.238612365,1.9224142999999998,0.0,24.303214848,0.0,0.0,0.0,0.0,8.163870194,11.556310037,20.555695471,1.485813034,2.134945535,0.53373384,18.972265612,1.9224142999999998,0.0,1.06747373,12.872743917000001,6.902107487,3.419773361,0.0,8.005959716,11.52841133,0.011601815,0.02109664,0.030179426000000002,0.066263932,0.0,0.041904707,0.0,0.0,0.0,0.0,0.163640342,0.0,0.8635476959999999,0.0,0.14344188,0.042271413,0.640929391,0.495054616,0.021080306,0.018325221,2.0,2.0,"[1, 4]","[1, 2]"
90x90,0.0,0.0,41.870655821,15.1398688,0.630872464,78.333097174,0.0,8.847763883999999,1.795511968,0.0,11.653499107999998,0.0,7.868105385,0.0,0.53373384,3.057280281,6.551211722,0.630872464,5.256746448,0.0,38.204148108,5.256746448,19.133808664,0.0,4.2218899,14.41363341,0.630872464,7.084947605,0.0,0.630872464,0.53373384,0.53373384,32.428744758,30.648217365,0.0,0.0,7.334401548,5.5316493179999995,0.0,0.630872464,0.53373384,0.630872464,3.930459546,0.0,0.53373384,0.53373384,1.892677383,18.989849774,3.930459546,57.660465864,0.0,0.0,0.0,13.87989957,1.1646063039999999,0.53373384,9.46405467,18.875959381,0.0,2.232050031,3.68815001,21.931654078,4.561358801,12.52046948,3.785309148,0.0,0.0,6.266927818,0.630872464,0.53373384,4.625873984,2.426411223,1.1646063039999999,11.902438814,105.16494855799999,0.0,0.0,14.832670564,1.1646063039999999,5.920254683,5.636055354,0.630872464,9.70552133,1.261778128,0.53373384,0.0,1.698346194,7.132778942,0.53373384,0.630872464,3.057280281,14.079866894999999,0.53373384,14.169648199000001,5.725874954,1.795511968,2.523546441,1.698346194,3.057280281,3.8332009769999997,1.261778128,2.523546441,0.630872464,0.0,2.232050031,0.0,0.0,0.0,3.68815001,9.074753526,7.528732737,7.528732737,14.94394747,0.0,3.785309148,0.0,0.0,0.0,9.251797048,6.453990566,11.556310037,14.571120232,0.630872464,2.134945535,0.53373384,12.132736088,1.06747373,0.0,1.06747373,12.872743917000001,5.192227859,0.0,0.0,8.005959716,33.80028609,0.0,0.035989974,0.065307292,0.10561358100000001,0.0,0.071956352,0.0,0.452947761,0.0,0.157891858,0.087301532,0.0,1.418522305,0.013323,0.08174896,0.032778658,0.534990832,0.504491106,0.042726214,0.018325221,2.0,2.0,"[1, 4]","[1, 3]"
91x91,0.0,1.932715942,18.743840491,22.870587587,0.630872464,43.255626656000004,3.865416235,8.087306135,1.795511968,0.0,11.653499107999998,0.0,9.800821327,0.0,0.53373384,3.057280281,8.483927664,0.630872464,0.630872464,3.865416235,5.8230975879999995,0.630872464,0.630872464,0.0,10.020028270000001,16.346349352,2.563588406,7.084947605,0.0,0.630872464,0.53373384,0.53373384,69.151204178,34.5136336,1.932715942,1.932715942,7.334401548,9.397065553,0.0,0.630872464,0.53373384,18.025881264,5.8631754879999995,0.0,0.53373384,0.53373384,1.892677383,16.296691732000003,3.930459546,75.055474664,0.0,0.0,0.0,13.87989957,1.1646063039999999,21.79244429,21.059107689999998,20.808675323000003,0.0,2.232050031,3.68815001,9.98789628,4.561358801,33.77917993,3.785309148,3.865416235,1.932715942,6.266927818,0.630872464,0.53373384,0.0,2.426411223,1.1646063039999999,21.565944381,51.59095737,0.0,0.0,7.513589457999999,10.828111870999999,5.920254683,5.636055354,0.630872464,9.70552133,1.261778128,0.53373384,0.0,1.698346194,9.065494884,0.53373384,0.630872464,3.057280281,25.674919914999997,0.53373384,33.497898519,13.456593740999999,61.707110918,8.321684811,1.698346194,4.989996223,3.8332009769999997,1.261778128,2.523546441,4.496288699,0.0,6.097466266,1.932715942,0.0,0.0,3.68815001,14.872891896,7.528732737,7.528732737,3.000189672,0.0,3.785309148,0.0,0.0,0.0,0.0,6.453990566,17.354448407,22.301839019,0.630872464,6.00036177,0.53373384,14.06545203,4.932889965,0.0,4.932889965,12.872743917000001,9.057644094,7.730718787,0.0,8.005959716,10.67347076,0.0,0.02109664,0.030179426000000002,0.045767008000000005,0.018385249,0.041904707,0.0,0.0,0.183308543,0.0,0.105179701,0.146909104,0.670021027,0.0,0.078910741,0.025287781,0.534990832,0.495054616,0.023011897,0.018325221,2.0,2.0,"[1, 4]","[1, 4]"
92x92,0.0,0.0,31.454030041,18.559642161,0.630872464,56.642966984,9.403991771,39.623820454000004,1.795511968,0.0,8.582201324,1.709879628,3.086990601,0.0,15.06833115,3.057280281,12.535786961,0.630872464,6.966626076,1.709879628,46.753414305,5.256746448,21.698566234,0.85494057,4.2218899,15.26857398,1.485813034,7.939888175,0.0,0.630872464,0.53373384,1.3886744100000001,36.544199018,8.958087175,0.0,0.0,2.553286764,8.096406887999999,0.0,0.630872464,0.53373384,0.630872464,5.640339173999999,0.0,0.53373384,0.53373384,2.7476179530000002,26.684257447,3.930459546,53.734290138000006,0.0,0.85494057,0.0,14.73484014,2.019546874,2.243613468,10.31899524,26.570367054000002,0.0,3.086990601,3.68815001,26.206259781,11.400888325,20.214877153,3.785309148,0.85494057,0.0,0.630872464,1.485813034,0.53373384,5.480814554,3.2813517930000002,2.019546874,7.470401988,89.964646146,0.0,0.85494057,21.672200088,1.1646063039999999,6.775195253,0.0,1.485813034,34.498410969999995,1.261778128,0.53373384,0.0,3.408225822,7.132778942,0.53373384,0.630872464,4.767159909,13.573381413,0.53373384,23.573639970000002,13.420282626999999,29.155105368,5.088304011,1.698346194,3.9122208510000003,3.8332009769999997,7.246353366999999,2.523546441,1.485813034,0.0,3.941929659,1.709879628,0.0,0.0,3.68815001,15.91428305,1.892677383,3.602557011,15.79888804,0.0,24.303214848,0.0,0.0,0.0,9.251797048,8.163870194,5.920254683,9.284129121,1.485813034,2.134945535,0.53373384,18.972265612,1.9224142999999998,0.0,1.06747373,1.601177567,6.902107487,3.419773361,0.0,8.005959716,34.65522666,0.011601815,0.035989974,0.062457936000000006,0.122636561,0.0,0.030051645,0.0,0.452947761,0.0,0.157891858,0.163640342,0.0,1.307491143,0.013323,0.15240014,0.030327479,0.633041796,0.014100859,0.042726214,0.018325221,2.0,2.0,"[1, 4]","[2, 3]"
93x93,0.0,1.932715942,8.327214711,26.290360948,0.630872464,21.565496466000003,13.269408005999999,38.863362705,1.795511968,0.0,8.582201324,1.709879628,5.019706543,0.0,15.06833115,3.057280281,14.468502903,0.630872464,2.340752092,5.575295863,14.372363785,0.630872464,3.1956300339999997,0.85494057,10.020028270000001,17.201289922,3.418528976,7.939888175,0.0,0.630872464,0.53373384,1.3886744100000001,73.26665843800001,12.823503409999999,1.932715942,1.932715942,2.553286764,11.961823122999999,0.0,0.630872464,0.53373384,18.025881264,7.573055115999999,0.0,0.53373384,0.53373384,2.7476179530000002,23.991099405000003,3.930459546,71.129298938,0.0,0.85494057,0.0,14.73484014,2.019546874,23.502323918,21.91404826,28.503082996000003,0.0,3.086990601,3.68815001,14.262501982999998,11.400888325,41.473587603,3.785309148,4.720356805,1.932715942,0.630872464,1.485813034,0.53373384,0.85494057,3.2813517930000002,2.019546874,17.133907555,36.390654958000006,0.0,0.85494057,14.353118982,10.828111870999999,6.775195253,0.0,1.485813034,34.498410969999995,1.261778128,0.53373384,0.0,3.408225822,9.065494884,0.53373384,0.630872464,4.767159909,25.168434433,0.53373384,42.90189029,21.151001414,89.066704318,10.886442381,1.698346194,5.8449367930000005,3.8332009769999997,7.246353366999999,2.523546441,5.351229269,0.0,7.807345894,3.64259557,0.0,0.0,3.68815001,21.71242142,1.892677383,3.602557011,3.8551302419999995,0.0,24.303214848,0.0,0.0,0.0,0.0,8.163870194,11.718393053,17.014847908,1.485813034,6.00036177,0.53373384,20.904981554000003,5.787830534999999,0.0,4.932889965,1.601177567,10.767523722,11.150492148,0.0,8.005959716,11.52841133,0.011601815,0.02109664,0.02733007,0.062789988,0.018385249,0.0,0.0,0.0,0.183308543,0.0,0.181518511,0.146909104,0.558989865,0.0,0.149561921,0.022836602,0.633041796,0.004664369,0.023011897,0.018325221,2.0,2.0,"[1, 4]","[2, 4]"
