coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Astrocyte,ODMature4,Astrocyte ODMature4
0x0,0.0,0.0,18.9986187,6.295412368,0.0,39.72864858,0.0,0.0,0.0,0.0,0.0,0.0,3.454715776,0.0,3.454715776,0.0,11.36232054,0.0,0.0,0.0,0.0,21.111310048,0.0,0.0,0.0,1.727344509,0.0,5.681438881,0.0,2.840696592,0.0,0.0,5.681438881,6.909335538,1.727344509,0.0,0.0,2.840696592,0.0,0.0,0.0,7.40878339,0.0,0.0,2.840696592,1.727344509,2.840696592,5.681438881,4.568041101,96.588805,2.840696592,0.0,0.0,2.840696592,2.840696592,0.0,2.840696592,0.0,0.0,0.0,0.0,1.727344509,14.817036316000001,2.840696592,2.840696592,0.0,0.0,0.0,1.727344509,0.0,0.0,32.975137699,0.0,0.0,22.954024271,0.0,0.0,0.0,0.0,10.249603731,0.0,2.840696592,2.840696592,0.0,0.0,0.0,1.727344509,0.0,0.0,0.0,0.0,11.36232054,0.0,13.089665049,0.0,10.249603731,0.0,0.0,5.681438881,3.454715776,0.0,0.0,2.840696592,4.568041101,0.0,0.0,2.840696592,0.0,0.0,10.249603731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.454715776,1.727344509,3.454715776,0.0,2.840696592,0.0,21.610686469,0.0,0.0,1.727344509,1.727344509,4.568041101,4.568041101,0.0,0.0,12.09181923,0.0,0.010649115,0.017095657,0.020722058,0.0,0.0,0.052046655,0.0,0.0,0.0,0.0,0.014365337,0.0,0.0,0.0,0.006830122,0.54641977,0.0,0.003225125,0.223626855,1.0,1.0,"[[0], [0]]"
1x1,0.0,0.0,18.9986187,3.454715776,0.0,41.576255239999995,0.615883328,1.84760666,0.0,0.0,0.615883328,0.0,4.070599104,0.0,4.070599104,0.0,1.231772901,0.0,0.0,0.0,0.0,7.5252188659999995,1.231772901,0.615883328,0.0,1.727344509,1.231772901,0.0,0.0,0.0,0.615883328,0.0,2.463538344,7.5252188659999995,1.727344509,0.0,0.615883328,0.0,0.0,0.615883328,20.32553818,1.727344509,2.463538344,1.231772901,0.0,2.95911741,1.231772901,0.615883328,1.727344509,0.0,0.0,1.231772901,0.0,0.0,0.0,17.24315718,0.0,0.0,0.0,0.0,0.0,6.65441374,4.070599104,0.615883328,0.0,1.231772901,0.0,0.615883328,1.727344509,0.0,10.4709662,39.292936299,0.0,0.0,19.736123734,0.0,1.231772901,20.32553818,1.231772901,1.727344509,0.0,0.0,0.0,0.0,0.0,0.0,6.038512032,3.695263824,6.158796218,0.0,0.0,0.0,0.0,2.95911741,1.231772901,1.727344509,0.0,1.231772901,0.0,3.454715776,0.0,0.0,0.0,3.574951169,0.0,0.615883328,0.0,0.0,1.84760666,78.710355559,0.0,0.0,22.1739465,0.0,0.0,0.0,0.0,0.0,0.615883328,5.302322436,1.727344509,8.997611517,0.0,0.615883328,0.0,1.727344509,0.615883328,1.231772901,1.727344509,1.727344509,2.95911741,1.727344509,0.0,0.0,22.562785429999998,0.0,0.069139701,0.049383945,0.046342824,0.0,0.036217685,5.365463028,0.0,0.0,0.0,0.019394063,0.0,0.016035073,0.0,0.075905184,0.00685771,0.273327152,0.0,0.016812518,0.0,1.0,1.0,"[[0], [1]]"
2x2,0.0,0.0,18.9986187,3.454715776,0.0,39.72864858,0.0,0.0,0.0,0.0,0.0,0.0,3.454715776,0.0,3.454715776,0.0,0.0,0.0,0.0,0.0,0.0,6.909335538,0.0,0.0,0.0,1.727344509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.909335538,1.727344509,0.0,0.0,0.0,0.0,0.0,16.95560323,1.727344509,0.0,0.0,0.0,1.727344509,0.0,0.0,1.727344509,0.0,0.0,0.0,0.0,0.0,0.0,16.95560323,0.0,0.0,0.0,0.0,0.0,1.727344509,6.2804958420000006,0.0,0.0,0.0,0.0,0.0,1.727344509,0.0,2.825780066,41.287536309,0.0,0.0,17.27258539,0.0,0.0,2.825780066,0.0,1.727344509,0.0,0.0,0.0,0.0,0.0,0.0,1.727344509,0.0,5.651659355,0.0,0.0,0.0,0.0,4.553124575,0.0,1.727344509,0.0,2.825780066,0.0,3.454715776,0.0,0.0,0.0,1.727344509,0.0,0.0,0.0,0.0,0.0,117.596525309,0.0,0.0,19.7826058,0.0,0.0,0.0,0.0,0.0,0.0,3.454715776,1.727344509,6.2804958420000006,0.0,0.0,2.825780066,1.727344509,0.0,0.0,1.727344509,1.727344509,7.3790038639999995,1.727344509,0.0,0.0,14.917599296,0.0,0.09971461400000001,0.042230512,0.038018276,0.0,0.023764345,4.851268133,0.0,0.0,0.0,0.046554863,0.0,0.0,0.0,0.058003246,0.066026498,0.273327152,0.0,0.031752843,0.0,1.0,1.0,"[[0], [2]]"
3x3,0.0,0.0,21.866293938000002,3.454715776,0.0,41.162477235,1.433828655,0.716919764,0.0,0.0,0.0,0.0,3.454715776,0.0,3.454715776,0.716919764,3.584584692,0.716919764,0.716919764,0.716919764,0.716919764,8.343164193,0.0,0.0,0.0,1.727344509,0.0,0.0,0.0,0.0,0.0,0.0,0.716919764,6.909335538,1.727344509,1.433828655,0.0,0.0,0.0,0.0,6.452294345,1.727344509,0.0,4.301515067,0.0,1.727344509,0.0,0.716919764,2.444264273,0.0,0.0,0.0,0.0,0.0,0.0,12.18863958,0.0,0.716919764,0.0,0.716919764,0.0,2.444264273,4.1716355400000005,0.0,0.0,0.0,0.0,0.0,1.727344509,0.0,14.33910428,24.671526239000002,0.0,0.716919764,20.140260628,0.716919764,0.716919764,0.0,0.716919764,3.878138438,0.0,0.0,0.0,0.0,0.0,0.0,5.311929201,3.584584692,10.7543874,0.716919764,0.0,0.0,0.0,2.444264273,0.0,1.727344509,0.0,0.0,0.0,4.888544431,0.0,0.0,0.0,2.444264273,0.0,0.0,0.0,0.0,0.0,142.960223209,0.0,0.0,0.716919764,0.0,0.0,0.716919764,0.716919764,0.0,0.716919764,7.039300468,1.727344509,14.209103176000001,0.716919764,0.0,0.0,3.161173164,0.716919764,0.0,2.444264273,1.727344509,1.727344509,1.727344509,0.0,0.0,12.09181923,0.0,0.036945975,0.05081109,0.045692516,0.0,0.039747776,4.400699333,0.0,0.0,0.002651482,0.016789845,0.0,0.0,0.00462805,0.0,0.026313402,0.30663802700000004,0.0,0.03221476,0.0,1.0,1.0,"[[0], [3]]"
4x4,0.0,0.0,18.9986187,3.454715776,0.0,39.72864858,14.21948651,0.0,0.0,0.0,0.0,0.0,3.454715776,0.0,3.454715776,0.0,4.739446342,0.0,0.0,0.0,0.0,6.909335538,0.0,0.0,0.0,1.727344509,0.0,0.0,0.0,0.0,4.739446342,0.0,0.0,6.909335538,1.727344509,0.0,0.0,14.21948651,0.0,0.0,37.91347363,1.727344509,4.739446342,0.0,0.0,6.466790851,0.0,0.0,1.727344509,9.478521287,0.0,0.0,0.0,14.21948651,0.0,18.95721794,4.739446342,9.478521287,0.0,0.0,0.0,1.727344509,3.454715776,4.739446342,0.0,0.0,0.0,0.0,1.727344509,0.0,4.739446342,1.727344509,0.0,0.0,17.27258539,0.0,0.0,33.17432931,0.0,6.466790851,0.0,0.0,0.0,0.0,4.739446342,0.0,30.164781849,0.0,23.69448651,0.0,0.0,0.0,0.0,6.466790851,0.0,1.727344509,4.739446342,9.478521287,0.0,3.454715776,0.0,0.0,4.739446342,1.727344509,0.0,0.0,0.0,0.0,0.0,11.205865796,0.0,0.0,37.91347363,0.0,4.739446342,0.0,0.0,0.0,0.0,3.454715776,1.727344509,17.674202286,0.0,0.0,0.0,6.466790851,0.0,0.0,1.727344509,1.727344509,1.727344509,1.727344509,4.739446342,0.0,21.570340516999998,0.018302477,0.013571212000000001,0.017095657,0.084576025,0.0,0.0,0.842934924,0.223855094,0.0,0.0,0.040411155,0.0,1.447597495,0.0,0.102216733,0.0,0.32107794900000003,0.095721037,0.003225125,0.0,1.0,1.0,"[[0], [4]]"
5x5,0.0,0.0,18.19994568,2.840696592,0.0,12.99909627,0.0,0.0,0.0,0.0,0.86668054,0.0,0.0,0.0,0.0,0.0,13.095637524,0.0,0.0,0.86668054,0.0,17.668604731,0.0,0.0,0.86668054,0.86668054,0.0,5.681438881,0.0,2.840696592,0.0,0.0,13.481384735999999,3.466630221,0.0,0.0,0.0,2.840696592,0.0,0.0,0.0,7.414755865,2.59997927,0.0,2.840696592,0.0,2.840696592,5.681438881,7.174045547,97.45548554,2.840696592,0.0,0.0,2.840696592,2.840696592,0.0,2.840696592,0.86668054,0.0,0.0,0.0,4.333348955,12.229001080000002,2.840696592,2.840696592,0.0,1.733316984,0.0,0.0,0.0,0.0,32.981110174,0.86668054,0.86668054,31.683691750999998,0.0,1.733316984,0.86668054,1.733316984,8.522259222,0.0,2.840696592,2.840696592,0.0,0.0,0.0,0.0,0.0,0.86668054,0.0,0.0,11.36232054,0.0,12.229001080000002,0.86668054,8.522259222,0.0,0.0,5.681438881,4.333348955,0.0,0.0,2.840696592,3.707377132,3.466630221,0.0,2.840696592,0.0,0.0,8.522259222,0.0,0.86668054,0.86668054,0.86668054,1.733316984,0.0,0.0,0.0,0.0,2.59997927,3.466630221,12.13409037,0.86668054,3.707377132,0.0,20.7500225,0.0,0.86668054,0.0,0.0,2.840696592,4.5740135760000005,0.0,0.0,8.666739158,0.014057076,0.0,0.022251132,0.030127868000000002,0.0,0.0,0.052046655,0.0,0.0,0.0,0.0,0.014365337,0.0,0.0,0.0,0.006830122,0.549972369,0.01306404,0.001579784,0.223626855,1.0,1.0,"[[1], [0]]"
6x6,0.0,0.0,18.19994568,0.0,0.0,14.846702930000001,0.615883328,1.84760666,0.0,0.0,1.4825638680000002,0.0,0.615883328,0.0,0.615883328,0.0,2.9650898850000003,0.0,0.0,0.86668054,0.0,4.082513549,1.231772901,0.615883328,0.86668054,0.86668054,1.231772901,0.0,0.0,0.0,0.615883328,0.0,10.263484199,4.082513549,0.0,0.0,0.615883328,0.0,0.0,0.615883328,20.32553818,1.733316984,5.063517614,1.231772901,0.0,1.231772901,1.231772901,0.615883328,4.333348955,0.86668054,0.0,1.231772901,0.0,0.0,0.0,17.24315718,0.0,0.86668054,0.0,0.0,0.0,9.260418185999999,1.4825638680000002,0.615883328,0.0,1.231772901,1.733316984,0.615883328,0.0,0.0,10.4709662,39.298908774,0.86668054,0.86668054,28.465791214,0.0,2.9650898850000003,21.19221872,2.9650898850000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.311167523,3.695263824,7.025476758,0.0,0.0,0.0,0.0,2.098453441,2.098453441,0.0,0.0,1.231772901,0.0,4.333348955,0.0,0.0,0.0,2.7142872000000002,3.466630221,0.615883328,0.0,0.0,1.84760666,76.98301105,0.0,0.86668054,23.04062704,0.86668054,1.733316984,0.0,0.0,0.0,0.615883328,4.44758593,3.466630221,17.676986110999998,0.86668054,1.4825638680000002,0.0,0.86668054,0.615883328,2.098453441,0.0,0.0,1.231772901,1.733316984,0.0,0.0,19.137705357999998,0.014057076,0.058490586,0.05453942,0.055748634,0.0,0.036217685,5.365463028,0.0,0.0,0.0,0.019394063,0.0,0.016035073,0.0,0.075905184,0.00685771,0.276879751,0.01306404,0.015167177,0.0,1.0,1.0,"[[1], [1]]"
7x7,0.0,0.0,18.19994568,0.0,0.0,12.99909627,0.0,0.0,0.0,0.0,0.86668054,0.0,0.0,0.0,0.0,0.0,1.733316984,0.0,0.0,0.86668054,0.0,3.466630221,0.0,0.0,0.86668054,0.86668054,0.0,0.0,0.0,0.0,0.0,0.0,7.799945855,3.466630221,0.0,0.0,0.0,0.0,0.0,0.0,16.95560323,1.733316984,2.59997927,0.0,0.0,0.0,0.0,0.0,4.333348955,0.86668054,0.0,0.0,0.0,0.0,0.0,16.95560323,0.0,0.86668054,0.0,0.0,0.0,4.333348955,3.692460606,0.0,0.0,0.0,1.733316984,0.0,0.0,0.0,2.825780066,41.293508784,0.86668054,0.86668054,26.00225287,0.0,1.733316984,3.692460606,1.733316984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5183398949999996,0.0,0.0,0.0,0.0,3.692460606,0.86668054,0.0,0.0,2.825780066,0.0,4.333348955,0.0,0.0,0.0,0.86668054,3.466630221,0.0,0.0,0.0,0.0,115.8691808,0.0,0.86668054,20.64928634,0.86668054,1.733316984,0.0,0.0,0.0,0.0,2.59997927,3.466630221,14.959870436,0.86668054,0.86668054,2.825780066,0.86668054,0.0,0.86668054,0.0,0.0,5.651659355,1.733316984,0.0,0.0,11.492519224,0.014057076,0.089065499,0.047385987000000004,0.047424086,0.0,0.023764345,4.851268133,0.0,0.0,0.0,0.046554863,0.0,0.0,0.0,0.058003246,0.066026498,0.276879751,0.01306404,0.030107502,0.0,1.0,1.0,"[[1], [2]]"
8x8,0.0,0.0,21.067620918,0.0,0.0,14.432924925,1.433828655,0.716919764,0.0,0.0,0.86668054,0.0,0.0,0.0,0.0,0.716919764,5.317901676,0.716919764,0.716919764,1.583600304,0.716919764,4.900458876,0.0,0.0,0.86668054,0.86668054,0.0,0.0,0.0,0.0,0.0,0.0,8.516865619,3.466630221,0.0,1.433828655,0.0,0.0,0.0,0.0,6.452294345,1.733316984,2.59997927,4.301515067,0.0,0.0,0.0,0.716919764,5.050268719,0.86668054,0.0,0.0,0.0,0.0,0.0,12.18863958,0.0,1.583600304,0.0,0.716919764,0.0,5.050268719,1.583600304,0.0,0.0,0.0,1.733316984,0.0,0.0,0.0,14.33910428,24.677498714000002,0.86668054,1.583600304,28.869928108,0.716919764,2.450236748,0.86668054,2.450236748,2.150793929,0.0,0.0,0.0,0.0,0.0,0.0,3.584584692,3.584584692,11.621067940000001,0.716919764,0.0,0.0,0.0,1.583600304,0.86668054,0.0,0.0,0.0,0.0,5.76717761,0.0,0.0,0.0,1.583600304,3.466630221,0.0,0.0,0.0,0.0,141.2328787,0.0,0.86668054,1.583600304,0.86668054,1.733316984,0.716919764,0.716919764,0.0,0.716919764,6.184563962,3.466630221,22.88847777,1.583600304,0.86668054,0.0,2.300509195,0.716919764,0.86668054,0.716919764,0.0,0.0,1.733316984,0.0,0.0,8.666739158,0.014057076,0.02629686,0.055966565,0.055098326,0.0,0.039747776,4.400699333,0.0,0.0,0.002651482,0.016789845,0.0,0.0,0.00462805,0.0,0.026313402,0.310190626,0.01306404,0.030569419,0.0,1.0,1.0,"[[1], [3]]"
9x9,0.0,0.0,18.19994568,0.0,0.0,12.99909627,14.21948651,0.0,0.0,0.0,0.86668054,0.0,0.0,0.0,0.0,0.0,6.472763326,0.0,0.0,0.86668054,0.0,3.466630221,0.0,0.0,0.86668054,0.86668054,0.0,0.0,0.0,0.0,4.739446342,0.0,7.799945855,3.466630221,0.0,0.0,0.0,14.21948651,0.0,0.0,37.91347363,1.733316984,7.339425611999999,0.0,0.0,4.739446342,0.0,0.0,4.333348955,10.345201827,0.0,0.0,0.0,14.21948651,0.0,18.95721794,4.739446342,10.345201827,0.0,0.0,0.0,4.333348955,0.86668054,4.739446342,0.0,0.0,1.733316984,0.0,0.0,0.0,4.739446342,1.733316984,0.86668054,0.86668054,26.00225287,0.0,1.733316984,34.041009849999995,1.733316984,4.739446342,0.0,0.0,0.0,0.0,4.739446342,0.0,28.43743734,0.0,24.56116705,0.0,0.0,0.0,0.0,5.606126882,0.86668054,0.0,4.739446342,9.478521287,0.0,4.333348955,0.0,0.0,4.739446342,0.86668054,3.466630221,0.0,0.0,0.0,0.0,9.478521287,0.0,0.86668054,38.780154169999996,0.86668054,6.472763326,0.0,0.0,0.0,0.0,2.59997927,3.466630221,26.35357688,0.86668054,0.86668054,0.0,5.606126882,0.0,0.86668054,0.0,0.0,0.0,1.733316984,4.739446342,0.0,18.145260444999998,0.032359553,0.002922097,0.022251132,0.093981835,0.0,0.0,0.842934924,0.223855094,0.0,0.0,0.040411155,0.0,1.447597495,0.0,0.102216733,0.0,0.324630548,0.108785077,0.001579784,0.0,1.0,1.0,"[[1], [4]]"
