coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Ambiguous,ODImmature1
73x73,0.0,6.908060806,9.8292904,1.965992169,1.092184595,23.216361422,2.819152333,8.710125108,0.0,0.0,2.184344163,1.092184595,7.822708493,0.0,1.965992169,3.685975353,8.935546373000001,0.0,0.0,3.453997819,3.6929599069999997,0.0,0.0,0.0,0.0,1.965992169,0.0,5.461003853,1.092184595,0.0,0.0,0.0,74.62447678999999,9.105965341,0.0,0.0,17.500918873,4.368710674,0.0,0.0,3.685975353,0.0,9.611290809,0.0,0.0,12.329175149,3.6929599069999997,3.93196516,4.368710674,1.092184595,0.0,0.0,0.0,0.0,0.0,48.195377959999995,0.0,3.911311901,0.0,0.0,2.184344163,18.498926357,4.5461824140000004,6.116309322999999,0.0,0.0,8.874052975,1.092184595,1.726967738,0.0,3.685975353,1.726967738,1.092184595,0.0,5.897949332,8.634961864,0.0,18.424048414999998,4.150336332,10.485148038,1.092184595,2.819152333,1.726967738,0.0,0.0,3.453997819,2.819152333,2.819152333,1.965992169,0.0,0.0,9.174562807,0.0,18.538592243,11.112971375,122.68528363599998,2.184344163,5.181017882,3.276613475,5.242605644,0.0,0.0,0.0,12.888943865000002,2.819152333,0.0,0.0,0.0,3.93196516,3.276613475,1.726967738,9.092404969,27.988368283,1.726967738,8.061670581,0.0,0.0,0.0,6.744152117,15.461088311,10.92065173,59.803480482,0.0,3.0581767639999997,1.092184595,3.276613475,0.0,1.092184595,3.0581767639999997,5.003581213,3.276613475,36.69913267,0.0,0.0,36.216580033999996,0.028195036,0.11648187300000001,0.061757739,0.087625721,0.010425737,0.046139343,0.512899224,0.0,0.0,0.0,0.10167097400000001,0.0,0.685972874,0.0,0.020014089000000002,0.036513589,0.8088774999999999,0.009242893,0.028295327000000002,0.001682785,2.0,2.0
74x74,0.410457485,6.908060806,10.239747885,4.428733096,0.820916369,22.534634311999998,9.115191363000001,12.132870457,1.231361832,0.410457485,3.694074737,2.462740927,4.685359651,0.0,1.965992169,6.969586104999999,14.688911350000001,0.410457485,1.231361832,5.916738746,7.7974222,0.410457485,0.410457485,0.410457485,0.410457485,4.018241449,0.410457485,3.283610752,0.820916369,0.410457485,2.05224928,3.283610752,58.69257345,10.747765731,0.0,0.0,17.911376358,1.231361832,0.0,0.410457485,3.685975353,0.410457485,3.197354001,0.0,0.0,12.329175149,4.103417392,8.036427453,2.05224928,0.820916369,1.64180039,0.0,0.0,1.64180039,0.0,33.612586379999996,2.873200685,9.525495324,0.410457485,0.820916369,0.410457485,16.731997241,6.327198504,11.320188785,0.820916369,0.410457485,8.874052975,0.820916369,2.137425223,0.0,4.096432838,2.95832957,0.410457485,0.0,5.897949332,8.634961864,0.820916369,21.575628846999997,5.249602921,6.394706086999999,0.820916369,2.137425223,9.935915300000001,0.0,1.64180039,3.453997819,2.137425223,1.726967738,1.965992169,0.0,0.820916369,16.159546802,0.410457485,16.647918965,7.7042168019999995,82.743578546,2.873200685,5.181017882,0.0,1.965992169,8.208947562,0.0,0.820916369,12.207216755000001,4.6001684229999995,0.0,0.410457485,0.410457485,4.342422645,4.104462293,1.726967738,7.318518291,26.624940489,1.726967738,21.751955076999998,0.0,0.0,0.0,5.651967522,14.097660517,2.873200685,45.484256121,0.410457485,4.428733096,0.410457485,19.70141349,0.0,0.0,2.786908538,1.726967738,3.694074737,19.917282102999998,0.0,0.0,33.350424044,0.209287776,0.090159528,0.061757739,0.076032291,0.010425737,0.038260632,0.512899224,0.0,0.0,0.0,0.10167097400000001,0.0,0.5834329899999999,0.0,0.016546384,0.036513589,0.7270835689999999,0.009242893,0.028295327000000002,0.001682785,2.0,2.0
75x75,0.0,8.07092873,1.848527997,5.068323651,2.056961717,3.999997844,1.726967738,16.979764382,0.0,0.0,3.115617673,1.162867924,9.501896265,0.0,0.685660073,1.704767878,14.254156648,4.755800639,0.581430098,8.939147436,3.5623248950000006,2.9586901790000004,0.0,0.685660073,0.0,3.011413138,0.0,8.244403355,1.835357157,0.581430098,2.403625114,1.835357157,50.825095954999995,12.004123694,0.0,0.0,14.500603593,2.534132426,0.568266986,1.267090171,13.95546773,0.685660073,7.0288307450000005,0.685660073,1.253927059,10.36318298,2.412627811,10.28495938,4.2389003039999995,20.216687578,0.581430098,1.253927059,0.568266986,0.0,0.0,42.97185555,0.685660073,9.047504287,0.0,1.162867924,0.0,10.717635045000002,8.092405371,2.5209615860000003,0.568266986,1.253927059,7.476327792,1.162867924,1.726967738,0.0,2.907239205,7.905436353999999,0.685660073,1.371264502,16.035313171,8.634961864,0.0,24.980744733999998,12.184119973000001,29.760269783000002,0.581430098,2.889835662,2.889835662,0.0,1.136534943,4.035427917,6.547353289,2.889835662,5.33724164,1.822195016,1.9526946,21.24016354,0.581430098,13.986001916,17.743479103,72.506301906,3.102399412,11.785323619000001,0.581430098,4.663489377,1.162867924,0.685660073,2.390427951,0.685660073,4.052720803,0.685660073,1.835357157,13.769149130999999,0.581430098,14.735554579000002,1.726967738,7.593720879,33.255945646,4.261100164,22.573969679,0.568266986,0.0,0.0,0.685660073,6.9718872130000005,9.241305545,28.749146703999997,0.568266986,0.581430098,10.063037049,17.634990379,0.581430098,1.253927059,1.136534943,2.9940579090000004,11.025329980999999,21.892553223,1.371264502,0.0,24.965267979,0.011183377000000001,0.094375364,0.047757005,0.119730667,0.0,0.035790683,0.917432228,0.0,0.0,0.0,0.227719677,0.0,0.422409215,0.0,0.096226665,0.036513589,1.151329406,0.0,0.029998307000000002,0.0,2.0,2.0
76x76,0.0,8.07092873,1.162867924,2.325753065,1.092184595,5.092182439,2.819152333,5.730592147,0.0,0.0,3.9286973339999998,2.255052519,11.813645222,0.0,0.0,1.704767878,11.359930658,4.070140566,0.581430098,3.453997819,2.8766648220000004,2.273030106,0.0,0.0,0.0,2.325753065,0.0,13.019747135,2.241881679,0.581430098,1.717965041,1.149697084,62.869874235,12.004123694,0.0,0.0,13.81494352,5.531578597999999,0.568266986,0.581430098,13.95546773,0.0,13.988469312,0.0,0.568266986,10.36318298,1.726967738,0.0,7.236346476,2.796952473,0.581430098,0.568266986,0.568266986,0.0,0.0,57.251119689999996,0.0,5.061008985000001,0.0,1.162867924,2.184344163,14.121677181000003,9.184589966,3.334041247,0.568266986,0.568266986,7.476327792,2.255052519,1.726967738,0.0,2.907239205,5.162865768,1.092184595,0.0,12.607084903,8.634961864,0.0,23.051215171,14.368464136000002,35.627792588,1.673614693,3.982020257,2.889835662,0.0,1.136534943,4.035427917,6.268273382,3.982020257,4.651581567,1.136534943,0.581430098,14.231817635,0.581430098,20.79277992,9.491524796,114.44987411599999,3.915479073,10.414059117,3.858043573,7.254442779,1.162867924,0.0,1.704767878,1.092184595,5.144905398,0.0,1.149697084,13.083489058,0.581430098,12.527018437,1.726967738,9.092404969,26.526949843999997,2.889835662,23.514452085,0.568266986,0.0,0.0,1.092184595,8.470571303,16.048083548999998,36.603595894,0.568266986,1.673614693,2.241881679,11.998263889,0.581430098,1.660451581,2.228719538,5.585011311000001,10.18806973,36.603595894,0.0,0.0,28.241881454,0.011183377000000001,0.11648187300000001,0.047757005,0.107132991,0.0,0.044067775,0.897710672,0.0,0.0,0.0,0.19907117000000002,0.0,0.540059332,0.0,0.075000826,0.036513589,1.0682207300000002,0.0,0.029998307000000002,0.0,2.0,2.0
77x77,0.410457485,8.07092873,1.573325409,4.788493991999999,0.820916369,4.410455329,9.115191363000001,9.153337496,1.231361832,0.410457485,5.438427908,3.625608851,8.67629638,0.0,0.0,4.98837863,17.113295635,4.480598051,1.81279193,5.916738746,6.9811271150000005,2.6834875910000004,0.410457485,0.410457485,0.410457485,4.378002345,0.410457485,10.842354034,1.970613453,0.991887583,3.770214321,4.433307836,46.937970895,13.645924084,0.0,0.0,14.225401005,2.3942297559999997,0.568266986,0.991887583,13.95546773,0.410457485,7.574532504,0.0,0.568266986,10.36318298,2.137425223,4.104462293,4.9198850819999995,2.525684247,2.223230488,0.568266986,0.568266986,1.64180039,0.0,42.66832811,2.873200685,10.675192408000001,0.410457485,1.9837842929999998,0.410457485,12.354748065000003,10.965606056,8.537920709,1.3891833550000001,0.978724471,7.476327792,1.9837842929999998,2.137425223,0.0,3.31769669,6.3942276,0.410457485,0.0,12.607084903,8.634961864,0.820916369,26.202795603,15.467730725000001,31.537350637,1.402346467,3.3002931469999996,11.098783224,0.0,2.7783353330000002,4.035427917,5.5865462720000005,2.889835662,4.651581567,1.136534943,1.402346467,21.21680163,0.991887583,18.902106642,6.082770223,74.508169026,4.604335595,10.414059117,0.581430098,3.977829304,9.371815486000001,0.0,2.525684247,0.410457485,6.925921488,0.0,1.560154569,13.493946543,0.991887583,13.354867255000002,1.726967738,7.318518291,25.163522049999997,2.889835662,37.204736581,0.568266986,0.0,0.0,0.0,7.107143509,8.000632504,22.284371532999998,0.978724471,3.044171025,1.560154569,28.423063904000003,0.581430098,0.568266986,1.9574513119999999,2.308397836,10.605530992,19.821745327,0.0,0.0,25.375725464,0.192276117,0.090159528,0.047757005,0.095539561,0.0,0.036189064,0.897710672,0.0,0.0,0.0,0.19907117000000002,0.0,0.437519448,0.0,0.071533121,0.036513589,0.9864267990000001,0.0,0.029998307000000002,0.0,2.0,2.0
78x78,0.0,8.07092873,10.992158324,4.2917452339999995,0.0,5.965990013,1.726967738,8.570372712000001,0.0,0.0,1.744353171,1.162867924,7.444934548,0.0,1.965992169,1.704767878,12.015282342999999,4.070140566,0.581430098,3.453997819,4.842656991,2.273030106,0.0,0.0,0.0,4.2917452339999995,0.0,7.558743282,1.149697084,0.581430098,1.717965041,1.149697084,54.350714055,13.970115863,0.0,0.0,13.81494352,1.162867924,0.568266986,0.581430098,13.95546773,0.0,8.309162841000001,0.0,0.568266986,12.329175149,3.6929599069999997,3.93196516,2.8676358019999997,1.704767878,0.581430098,0.568266986,0.568266986,0.0,0.0,39.7730089,0.0,2.8766648220000004,0.0,1.162867924,0.0,14.558622660000001,8.092405371,5.081662244,0.568266986,0.568266986,9.442319961,1.162867924,1.726967738,0.0,2.907239205,5.162865768,0.0,0.0,18.505034235,8.634961864,0.0,20.866871008,14.150112142000001,33.00657487,0.581430098,2.889835662,2.889835662,0.0,1.136534943,4.035427917,5.176088787,2.889835662,6.617573736,1.136534943,0.581430098,16.853153492,0.581430098,13.804093349999999,5.996513112,96.979363506,1.73113491,10.414059117,0.581430098,5.943821473,1.162867924,0.0,1.704767878,11.79675927,4.052720803,0.0,1.149697084,13.083489058,4.513395258,9.250404962000001,1.726967738,6.908060806,24.342605681,2.889835662,21.11173358,0.568266986,0.0,0.0,1.965992169,14.150028197000001,5.127431819,43.157916084,0.568266986,2.547422267,1.149697084,8.721650414,0.581430098,0.568266986,3.1025271119999998,2.308397836,6.911456255,27.425390544,0.0,0.0,24.965267979,0.026041658000000002,0.089459274,0.069137829,0.09885986299999999,0.010425737,0.037862251,0.897710672,0.0,0.0,0.0,0.20375635900000003,0.0,0.186148696,0.0,0.071533121,0.036513589,1.0124780050000002,0.009242893,0.038557286,0.001682785,2.0,2.0
79x79,0.0,8.07092873,1.848527997,5.068323651,3.149146312,2.819152333,2.819152333,17.503681991,0.0,0.0,5.299961836,2.255052519,10.461100307999999,0.0,0.685660073,0.0,15.826002245,4.755800639,0.581430098,8.939147436,2.9940579090000004,0.685660073,0.0,0.685660073,0.0,3.011413138,0.0,13.705407208,2.359274766,0.581430098,1.267090171,1.267090171,65.273213555,4.616865743,0.0,0.0,14.500603593,6.9028431,0.0,1.267090171,13.95546773,0.685660073,12.401099279,0.685660073,0.685660073,10.36318298,2.412627811,10.28495938,6.9028431,19.604104295,0.581430098,0.685660073,0.0,0.0,0.0,57.77719778,0.685660073,10.663581464000002,0.0,1.162867924,2.184344163,15.042103955000002,8.61632298,4.137038763,0.0,0.685660073,6.908060806,2.255052519,1.726967738,0.0,2.907239205,5.632406248,1.777844668,1.371264502,8.079809834999999,8.634961864,0.0,26.596821911,13.231929193000001,36.313452661,1.673614693,3.982020257,2.889835662,0.0,0.0,4.035427917,5.934770006,3.982020257,5.33724164,0.685660073,1.9526946,20.538947711000002,0.581430098,24.338386659999998,21.499715078,98.21222203599999,4.718476589,11.785323619000001,3.858043573,3.9622735479999998,1.162867924,0.685660073,0.685660073,1.777844668,5.144905398,0.685660073,1.267090171,1.267090171,0.581430098,15.739137948,1.726967738,9.778065042,32.030783178,4.261100164,25.80614541,0.0,0.0,0.0,1.777844668,5.178402072000001,15.615955554,39.185756753999996,0.0,1.673614693,10.586954658,20.911603854000003,0.581430098,1.777844668,1.092184595,6.270671384,11.460627767,32.329163273000006,1.371264502,0.0,28.241881454,0.003631538,0.121397963,0.027334801,0.104069721,0.0,0.044067775,0.917432228,0.0,0.0,0.0,0.20339414,0.0,0.776319851,0.0,0.09969437,0.036513589,1.0064761530000002,0.0,0.019736348,0.0,2.0,2.0
80x80,0.410457485,8.07092873,2.258985482,7.5310645780000005,2.877878086,2.137425223,9.115191363000001,20.926427340000004,1.231361832,0.410457485,6.80969241,3.625608851,7.323751466,0.0,0.685660073,3.283610752,21.579367222000002,5.1662581240000005,1.81279193,11.401888363000001,7.0985202020000004,1.096117558,0.410457485,1.096117558,0.410457485,5.063662418,0.410457485,11.528014106999999,2.08800654,0.991887583,3.319339451,4.550700923,49.341310215,6.258666133,0.0,0.0,14.911061078,3.7654942580000004,0.0,1.677547656,13.95546773,1.096117558,5.987162471,0.685660073,0.685660073,10.36318298,2.8230852960000004,14.389421673000001,4.586381706,19.332836069,2.223230488,0.685660073,0.0,1.64180039,0.0,43.1944062,3.558860758,16.277764887,0.410457485,1.9837842929999998,0.410457485,13.275174839000002,10.397339070000001,9.340918225,0.820916369,1.096117558,6.908060806,1.9837842929999998,2.137425223,0.0,3.31769669,6.86376808,1.096117558,1.371264502,8.079809834999999,8.634961864,0.820916369,29.748402343000002,14.331195782,32.223010710000004,1.402346467,3.3002931469999996,11.098783224,0.0,1.64180039,4.035427917,5.253042896,2.889835662,5.33724164,0.685660073,2.773610969,27.523931706,0.991887583,22.447713382,18.090960504999998,58.270516946,5.407333111,11.785323619000001,0.581430098,0.685660073,9.371815486000001,0.685660073,1.506576442,1.096117558,6.925921488,0.685660073,1.677547656,1.677547656,0.991887583,16.566986766,1.726967738,8.004178364,30.667355384,4.261100164,39.496429906,0.0,0.0,0.0,0.685660073,3.814974278,7.568504509,24.866532393,0.410457485,3.044171025,9.905227548000001,37.336403869,0.581430098,0.685660073,0.820916369,2.9940579090000004,11.878089029000002,15.547312706,1.371264502,0.0,25.375725464,0.184724278,0.095075618,0.027334801,0.092476291,0.0,0.036189064,0.917432228,0.0,0.0,0.0,0.20339414,0.0,0.673779967,0.0,0.096226665,0.036513589,0.924682222,0.0,0.019736348,0.0,2.0,2.0
81x81,0.0,8.07092873,11.677818397,7.03431582,2.056961717,3.6929599069999997,1.726967738,20.343462556000002,0.0,0.0,3.115617673,1.162867924,6.092389634,0.0,2.651652242,0.0,16.48135393,4.755800639,0.581430098,8.939147436,4.960050078,0.685660073,0.0,0.685660073,0.0,4.977405307,0.0,8.244403355,1.267090171,0.581430098,1.267090171,1.267090171,56.754053375,6.582857912,0.0,0.0,14.500603593,2.534132426,0.0,1.267090171,13.95546773,0.685660073,6.721792808,0.685660073,0.685660073,12.329175149,4.37861998,14.21692454,2.534132426,18.5119197,0.581430098,0.685660073,0.0,0.0,0.0,40.29908699,0.685660073,8.479237301000001,0.0,1.162867924,0.0,15.479049434,7.5241383850000005,5.88465976,0.0,0.685660073,8.874052975,1.162867924,1.726967738,0.0,2.907239205,5.632406248,0.685660073,1.371264502,13.977759166999999,8.634961864,0.0,24.412477748,13.013577199,33.692234943,0.581430098,2.889835662,2.889835662,0.0,0.0,4.035427917,4.842585411,2.889835662,7.303233809,0.685660073,1.9526946,23.160283568,0.581430098,17.34970009,18.004703394,80.741711426,2.534132426,11.785323619000001,0.581430098,2.651652242,1.162867924,0.685660073,0.685660073,12.482419343,4.052720803,0.685660073,1.267090171,1.267090171,4.513395258,12.462524473,1.726967738,7.593720879,29.846439015,4.261100164,23.403426905,0.0,0.0,0.0,2.651652242,10.857858966,4.695303824,45.740076943999995,0.0,2.547422267,9.494770063,17.634990379,0.581430098,0.685660073,1.965992169,2.9940579090000004,8.184014292,23.150957923,1.371264502,0.0,24.965267979,0.018489818999999998,0.094375364,0.048715625,0.095796593,0.010425737,0.037862251,0.917432228,0.0,0.0,0.0,0.208079329,0.0,0.422409215,0.0,0.096226665,0.036513589,0.950733428,0.009242893,0.028295327000000002,0.001682785,2.0,2.0
82x82,0.410457485,8.07092873,1.573325409,4.788493991999999,1.9131009639999998,3.229609818,10.207375958,9.677255105,1.231361832,0.410457485,7.622772071,4.717793446,9.635500422999998,0.0,0.0,3.283610752,18.685141232,4.480598051,1.81279193,5.916738746,6.412860129,0.410457485,0.410457485,0.410457485,0.410457485,4.378002345,0.410457485,16.303357887,2.494531062,0.991887583,2.633679378,3.8650408499999998,61.386088495,6.258666133,0.0,0.0,14.225401005,6.76294043,0.0,0.991887583,13.95546773,0.410457485,12.946801037999998,0.0,0.0,10.36318298,2.137425223,4.104462293,7.583827877999999,1.9131009639999998,2.223230488,0.0,0.0,1.64180039,0.0,57.47367034,2.873200685,12.291269584999998,0.410457485,1.9837842929999998,2.594801648,16.679216975000003,11.489523665,10.153997885999999,0.820916369,0.410457485,6.908060806,3.075968888,2.137425223,0.0,3.31769669,4.121197494,1.50264208,0.0,4.651581567,8.634961864,0.820916369,27.81887278,16.515539945,38.090533515,2.494531062,4.392477742,11.098783224,0.0,1.64180039,4.035427917,4.973962989,3.982020257,4.651581567,0.0,1.402346467,20.515585801,0.991887583,29.254491385999998,9.839006198,100.21408915599999,6.2204127719999995,10.414059117,3.858043573,3.276613475,9.371815486000001,0.0,0.820916369,1.50264208,8.018106083,0.0,0.991887583,0.991887583,0.991887583,14.358450624,1.726967738,9.502862454,23.938359581999997,2.889835662,40.436912312,0.0,0.0,0.0,1.092184595,5.313658368,14.375282513,32.720981583000004,0.410457485,4.13635562,2.084072178,31.699677379,0.581430098,1.092184595,1.9131009639999998,5.585011311000001,11.040828778000002,30.258355377,0.0,0.0,28.652338939,0.184724278,0.11718212700000001,0.027334801,0.079878615,0.0,0.044466156,0.897710672,0.0,0.0,0.0,0.174745633,0.0,0.7914300839999999,0.0,0.075000826,0.036513589,0.841573546,0.0,0.019736348,0.0,2.0,2.0
83x83,0.0,8.07092873,10.992158324,4.2917452339999995,1.092184595,4.785144502,2.819152333,9.094290320999999,0.0,0.0,3.9286973339999998,2.255052519,8.404138590999999,0.0,1.965992169,0.0,13.587127939999998,4.070140566,0.581430098,3.453997819,4.274390005,0.0,0.0,0.0,0.0,4.2917452339999995,0.0,13.019747135,1.673614693,0.581430098,0.581430098,0.581430098,68.798831655,6.582857912,0.0,0.0,13.81494352,5.531578597999999,0.0,0.581430098,13.95546773,0.0,13.681431374999999,0.0,0.0,12.329175149,3.6929599069999997,3.93196516,5.531578597999999,1.092184595,0.581430098,0.0,0.0,0.0,0.0,54.578351129999994,0.0,4.492741999,0.0,1.162867924,2.184344163,18.88309157,8.61632298,6.697739421,0.0,0.0,8.874052975,2.255052519,1.726967738,0.0,2.907239205,2.889835662,1.092184595,0.0,10.549530899,8.634961864,0.0,22.482948184999998,15.197921362,39.559757747999996,1.673614693,3.982020257,2.889835662,0.0,0.0,4.035427917,4.563505504,3.982020257,6.617573736,0.0,0.581430098,16.151937663,0.581430098,24.156478094,9.752749087,122.68528363599998,3.347212087,10.414059117,3.858043573,5.242605644,1.162867924,0.0,0.0,12.888943865000002,5.144905398,0.0,0.581430098,0.581430098,4.513395258,10.253988331,1.726967738,9.092404969,23.117443212999998,2.889835662,24.343909310999997,0.0,0.0,0.0,3.0581767639999997,12.356543056,11.502081828,53.594526134000006,0.0,3.639606862,1.673614693,11.998263889,0.581430098,1.092184595,3.0581767639999997,5.585011311000001,7.3467540410000005,37.862000594,0.0,0.0,28.241881454,0.018489818999999998,0.11648187300000001,0.048715625,0.083198917,0.010425737,0.046139343,0.897710672,0.0,0.0,0.0,0.17943082200000002,0.0,0.540059332,0.0,0.075000826,0.036513589,0.867624752,0.009242893,0.028295327000000002,0.001682785,2.0,2.0
84x84,0.410457485,8.07092873,11.402615809,6.754486160999999,0.820916369,4.103417392,9.115191363000001,12.517035670000002,1.231361832,0.410457485,5.438427908,3.625608851,5.266789749,0.0,1.965992169,3.283610752,19.340492917,4.480598051,1.81279193,5.916738746,8.378852298,0.410457485,0.410457485,0.410457485,0.410457485,6.343994513999999,0.410457485,10.842354034,1.402346467,0.991887583,2.633679378,3.8650408499999998,52.866928315,8.224658302,0.0,0.0,14.225401005,2.3942297559999997,0.0,0.991887583,13.95546773,0.410457485,7.267494567,0.0,0.0,12.329175149,4.103417392,8.036427453,3.215117204,0.820916369,2.223230488,0.0,0.0,1.64180039,0.0,39.995559549999996,2.873200685,10.106925422,0.410457485,1.9837842929999998,0.410457485,17.116162454,10.397339070000001,11.901618883000001,0.820916369,0.410457485,8.874052975,1.9837842929999998,2.137425223,0.0,3.31769669,4.121197494,0.410457485,0.0,10.549530899,8.634961864,0.820916369,25.634528617,16.297187951,35.469315797,1.402346467,3.3002931469999996,11.098783224,0.0,1.64180039,4.035427917,3.8817783940000004,2.889835662,6.617573736,0.0,1.402346467,23.136921658,0.991887583,22.265804816000003,6.343994513999999,82.743578546,4.036068609,10.414059117,0.581430098,1.965992169,9.371815486000001,0.0,0.820916369,12.207216755000001,6.925921488,0.0,0.991887583,0.991887583,4.923852742999999,11.081837149,1.726967738,7.318518291,21.754015418999998,2.889835662,38.034193807,0.0,0.0,0.0,1.965992169,10.993115262,3.454630783,39.275301773,0.410457485,5.0101631939999995,0.991887583,28.423063904000003,0.581430098,0.0,2.786908538,2.308397836,7.764215303,21.080150027,0.0,0.0,25.375725464,0.199582559,0.090159528,0.048715625,0.071605487,0.010425737,0.038260632,0.897710672,0.0,0.0,0.0,0.17943082200000002,0.0,0.437519448,0.0,0.071533121,0.036513589,0.785830821,0.009242893,0.028295327000000002,0.001682785,2.0,2.0
85x85,0.0,6.908060806,0.685660073,4.5931949979999995,2.056961717,3.999997844,1.726967738,16.610837591,3.701213775,0.0,1.371264502,0.0,8.920466167,0.0,0.685660073,1.704767878,13.303788856,0.685660073,0.0,8.939147436,2.9808947970000004,2.9586901790000004,0.0,0.685660073,0.0,21.040680933,0.0,0.685660073,1.253927059,0.0,1.822195016,1.253927059,47.442679131999995,10.84125577,0.0,0.0,14.500603593,6.923054972,0.568266986,0.685660073,0.0,0.685660073,2.9586901790000004,2.536284485,1.253927059,10.36318298,2.412627811,12.135583792,8.627822850000001,90.534826248,0.0,1.253927059,2.418891398,1.850624412,0.0,25.530196009999997,2.536284485,8.466074189,0.0,0.0,0.0,6.647494479000001,5.872889217,1.939531488,0.568266986,1.253927059,7.476327792,0.0,1.726967738,0.0,0.0,6.74256843,0.685660073,1.371264502,15.084945378999999,8.634961864,0.0,11.713783006,1.136534943,0.685660073,0.0,1.726967738,10.981125622,0.0,1.136534943,3.453997819,4.803000118,1.726967738,0.685660073,1.822195016,3.221888914,17.964002459,0.0,15.785334862,17.26835045,72.506301906,7.491321958,6.552282384,3.701213775,4.663489377,0.0,0.685660073,6.091641726,0.685660073,3.57759215,0.685660073,1.253927059,13.187719032999999,0.0,7.7581797230000005,1.726967738,7.593720879,14.173471008,3.0982322399999997,8.142355361,0.568266986,0.0,9.254157884,0.685660073,6.390457115,8.659875447,27.58627878,0.568266986,3.701213775,9.481606951,20.016534115,0.0,1.253927059,1.136534943,2.412627811,10.656403189999999,20.729685299,1.371264502,0.0,3.453997819,0.011183377000000001,0.094626423,0.047757005,0.096023434,0.0,0.035790683,0.019721556,0.0,0.0,0.0,0.23161044,0.0,0.36872611899999996,0.0,0.11640215999999999,0.036513589,2.044709077,0.0,0.029998307000000002,0.0,2.0,2.0
86x86,0.0,6.908060806,0.0,1.850624412,1.092184595,5.092182439,2.819152333,5.361665356,3.701213775,0.0,2.184344163,1.092184595,11.232215124,0.0,0.0,1.704767878,10.409562866,0.0,0.0,3.453997819,2.295234724,2.273030106,0.0,0.0,0.0,20.35502086,0.0,5.461003853,1.660451581,0.0,1.136534943,0.568266986,59.487457412,10.84125577,0.0,0.0,13.81494352,9.920501144,0.568266986,0.0,0.0,0.0,9.918328746,1.850624412,0.568266986,10.36318298,1.726967738,1.850624412,11.625269022000001,73.115091143,0.0,0.568266986,2.418891398,1.850624412,0.0,39.80946015,1.850624412,4.479578887000001,0.0,0.0,2.184344163,10.051536615,6.965073812,2.752611149,0.568266986,0.568266986,7.476327792,1.092184595,1.726967738,0.0,0.0,3.999997844,1.092184595,0.0,11.656717110999999,8.634961864,0.0,9.784253443,3.320879106,6.553182878,1.092184595,2.819152333,10.981125622,0.0,1.136534943,3.453997819,4.523920211,2.819152333,0.0,1.136534943,1.850624412,10.955656553999999,0.0,22.592112866,9.016396143,114.44987411599999,8.304401619,5.181017882,6.97782725,7.254442779,0.0,0.0,5.4059816529999996,1.092184595,4.669776745,0.0,0.568266986,12.50205896,0.0,5.549643581,1.726967738,9.092404969,7.444475206,1.726967738,9.082837767000001,0.568266986,0.0,9.254157884,1.092184595,7.889141205,15.466653450999999,35.44072797,0.568266986,4.79339837,1.660451581,14.379807625,0.0,1.660451581,2.228719538,5.003581213,9.819142938999999,35.44072797,0.0,0.0,6.730611294,0.011183377000000001,0.11673293200000001,0.047757005,0.083425758,0.0,0.044067775,0.0,0.0,0.0,0.0,0.202961933,0.0,0.486376236,0.0,0.095176321,0.036513589,1.961600401,0.0,0.029998307000000002,0.0,2.0,2.0
