coord,Ace2,Adora2a,Aldh1l1,Amigo2,Ano3,Aqp4,Ar,Arhgap36,Avpr1a,Avpr2,Baiap2,Bdnf,Bmp7,Brs3,Calcr,Cbln1,Cbln2,Cckar,Cckbr,Ccnd2,Cd24a,Cdkn1a,Cenpe,Chat,Coch,Col25a1,Cplx3,Cpne5,Creb3l1,Crhbp,Crhr1,Crhr2,Cspg5,Cxcl14,Cyp19a1,Cyp26a1,Cyr61,Dgkk,Ebf3,Egr2,Ermn,Esr1,Etv1,Fbxw13,Fezf1,Fn1,Fst,Gabra1,Gabrg1,Gad1,Galr1,Galr2,Gbx2,Gda,Gem,Gjc3,Glra3,Gpr165,Greb1,Grpr,Htr2c,Igf1r,Igf2r,Irs4,Isl1,Kiss1r,Klf4,Krt90,Lepr,Lmod1,Lpar1,Man1a,Mc4r,Mki67,Mlc1,Myh11,Ndnf,Ndrg1,Necab1,Nos1,Npas1,Npy1r,Npy2r,Ntng1,Ntsr1,Nup62cl,Omp,Onecut2,Opalin,Oprd1,Oprk1,Oprl1,Oxtr,Pak3,Pcdh11x,Pdgfra,Pgr,Plin3,Pnoc,Pou3f2,Prlr,Ramp3,Rgs2,Rgs5,Rnd3,Rxfp1,Scgn,Selplg,Sema3c,Sema4d,Serpinb1b,Serpine1,Sgk1,Slc15a3,Slc17a6,Slc17a7,Slc17a8,Slc18a2,Slco1a4,Sox4,Sox6,Sox8,Sp9,Synpr,Syt2,Syt4,Sytl4,Tacr1,Tacr3,Tiparp,Tmem108,Traf4,Trhr,Ttn,Ttyh2,Adcyap1,Cartpt,Cck,Crh,Gal,Gnrh1,Mbp,Nnat,Nts,Oxt,Penk,Scg2,Sln,Sst,Tac1,Tac2,Th,Trh,Ucn3,Vgf,Inhibitory,ODMature3
0x0,0.0,0.0,5.044216332,4.035353906,1.781762191,4.035353906,0.0,7.061948137,0.0,0.0,1.781762191,3.7994200630000003,0.0,1.008861521,0.0,0.0,6.053099328,0.0,0.0,0.0,1.008861521,2.7906237120000004,0.0,0.0,1.008861521,2.017657872,2.7906237120000004,5.044216332,2.017657872,0.0,0.0,0.0,9.616514689,1.008861521,0.0,0.0,0.0,6.053099328,1.008861521,0.0,33.84977672,0.0,2.017657872,1.008861521,0.0,0.0,4.035353906,8.843710328,0.0,14.12516078,0.0,1.781762191,1.008861521,8.070683217,1.008861521,51.67444883,2.017657872,11.09762171,0.0,0.0,2.017657872,3.7994200630000003,0.0,1.008861521,2.017657872,1.781762191,1.008861521,0.0,0.0,0.0,8.13585666,2.7906237120000004,0.0,0.0,7.834861519,0.0,0.0,33.84977672,1.008861521,9.852445408,0.0,0.0,1.781762191,0.0,0.0,0.0,1.781762191,4.572276882000001,7.126995139,0.0,0.0,10.860357335,0.0,5.581073233,6.5899366530000005,7.126995139,1.008861521,1.008861521,1.781762191,0.0,0.0,1.008861521,1.781762191,0.0,0.0,0.0,0.0,2.017657872,0.0,5.581073233,0.0,2.7906237120000004,99.78595144,0.0,16.13957308,0.0,0.0,1.781762191,0.0,3.026521292,5.044216332,5.345122338,0.0,0.0,0.0,4.808283483,0.0,0.0,0.0,1.781762191,0.0,0.0,1.008861521,0.0,58.79983697,0.0,0.113306934,0.023380546000000002,0.035150324999999996,0.0,0.062355816,2.199779119,0.146045869,0.014445687,0.0,0.138971423,0.0,0.774066928,0.0,0.109059893,0.020982185,0.306162418,0.0,0.014228339,0.018258397,1.0,1.0
1x1,0.0,0.0,5.044216332,5.342951088,0.0,5.996773871,0.653826704,7.715774841,0.653826704,0.0,0.653826704,2.671484576,0.653826704,1.008861521,0.0,1.307597182,10.62970582,0.653826704,0.653826704,1.307597182,1.6626882250000001,2.970281486,0.0,1.961419965,1.6626882250000001,2.017657872,1.008861521,8.313254129,2.017657872,0.0,0.0,0.0,13.245100391000001,1.008861521,0.0,0.0,0.0,6.706926032,1.008861521,0.0,22.8836116,0.0,2.671484576,1.6626882250000001,0.0,0.0,4.035353906,7.715774841,2.615263862,14.12516078,0.0,0.0,1.008861521,8.070683217,1.008861521,26.80353394,2.017657872,15.674228202,0.0,0.0,2.671484576,5.940546379000001,1.961419965,1.008861521,2.017657872,0.653826704,1.008861521,0.653826704,0.0,0.0,4.277899318,3.624125383,0.653826704,0.0,7.36069651,0.653826704,0.0,23.53578741,1.6626882250000001,8.724509921,0.0,4.576606492,0.0,0.0,0.653826704,0.0,1.307597182,1.008861521,9.806871811,1.307597182,0.0,11.693859006,0.0,4.632921734,4.334118474,0.0,1.6626882250000001,12.776189061,0.0,0.0,0.0,1.008861521,1.307597182,0.653826704,0.0,0.0,0.0,2.671484576,7.192001063,9.209658935,1.307597182,1.6626882250000001,33.9945167,0.0,18.100993045000003,0.0,0.0,0.0,0.0,3.680347996,5.044216332,7.192001063,0.0,0.0,0.0,4.987941257,0.653826704,2.615263862,1.307597182,0.0,1.307597182,0.0,3.624125383,0.0,38.57309339,0.014628133,0.060228382999999996,0.002384171,0.018374852,0.0,0.033577389,1.553289152,0.029020436,0.014445687,0.0,0.11281477300000001,0.0,0.716405905,0.0,0.083639931,0.016809277,0.293093712,0.0,0.006601794,0.032557403,1.0,1.0
2x2,0.0,0.0,13.249559854000001,9.505588093,0.0,6.7704346950000005,0.0,9.797028926,0.0,8.205343522,0.0,4.752738661,0.0,1.008861521,0.0,0.0,6.053099328,5.470234187,0.0,0.0,1.008861521,1.008861521,0.0,0.0,1.008861521,2.017657872,1.008861521,5.044216332,2.017657872,0.0,0.0,0.0,6.053099328,6.479095708,0.0,0.0,0.0,6.053099328,1.008861521,0.0,21.88231712,2.735080789,4.752738661,1.008861521,0.0,0.0,4.035353906,7.061948137,5.470234187,25.065041819999998,0.0,2.735080789,1.008861521,10.805764005999999,1.008861521,35.55947916,2.017657872,13.832702499,0.0,0.0,2.017657872,10.223001394,0.0,9.214205043,2.017657872,2.735080789,1.008861521,2.735080789,0.0,2.735080789,9.214205043,1.008861521,0.0,0.0,19.728839018000002,0.0,0.0,38.29162586,1.008861521,8.070683217,0.0,0.0,2.735080789,0.0,0.0,2.735080789,0.0,3.74394231,2.735080789,0.0,0.0,9.078595144,0.0,15.693397562000001,3.026521292,0.0,1.008861521,1.008861521,0.0,0.0,0.0,1.008861521,0.0,0.0,2.735080789,0.0,0.0,2.017657872,0.0,4.752738661,0.0,1.008861521,76.58897239,0.0,16.13957308,0.0,0.0,0.0,0.0,3.026521292,7.779297121000001,8.205343522,0.0,0.0,0.0,13.966402332,0.0,0.0,0.0,0.0,0.0,2.735080789,1.008861521,0.0,27.35306412,0.0,0.033473546,0.002384171,0.035559289,0.0,0.029032284,1.348172513,0.184019895,0.106192669,0.0,0.115364718,0.0,1.412514876,0.0,0.0,0.016809277,0.293093712,0.0,0.006601794,0.018258397,1.0,1.0
3x3,0.0,2.084324048,5.044216332,4.035353906,0.0,4.035353906,0.0,11.230513346999999,0.0,0.0,2.084324048,2.017657872,0.0,1.008861521,2.084324048,0.0,8.137423376000001,0.0,0.0,2.084324048,3.093185569,1.008861521,0.0,0.0,1.008861521,2.017657872,1.008861521,5.044216332,2.017657872,0.0,0.0,0.0,6.053099328,3.093185569,0.0,0.0,0.0,6.053099328,1.008861521,0.0,10.42089135,0.0,2.017657872,3.093185569,0.0,0.0,6.119677954,9.146272185,0.0,26.63032906,0.0,0.0,1.008861521,12.239248427,1.008861521,22.92764739,2.017657872,13.181945758000001,0.0,0.0,2.017657872,4.10198192,2.084324048,1.008861521,4.10198192,0.0,1.008861521,0.0,0.0,0.0,13.514029801,1.008861521,0.0,0.0,6.053099328,0.0,0.0,22.92764739,3.093185569,8.070683217,0.0,0.0,0.0,0.0,0.0,0.0,6.252871783,1.008861521,4.16856521,0.0,0.0,9.078595144,0.0,6.186223082,3.026521292,0.0,3.093185569,1.008861521,0.0,0.0,2.084324048,1.008861521,0.0,0.0,0.0,0.0,0.0,2.017657872,0.0,4.10198192,0.0,1.008861521,83.37232172,0.0,16.13957308,0.0,0.0,0.0,2.084324048,3.026521292,5.044216332,2.084324048,0.0,0.0,0.0,3.026521292,2.084324048,0.0,0.0,4.16856521,0.0,2.084324048,1.008861521,0.0,25.01357257,0.0,0.023275556,0.002384171,0.024011025000000002,0.0,0.0,0.867583378,0.0,0.014445687,0.0,0.097541625,0.0,0.819952277,0.093054962,0.019073715,0.020874442,0.293093712,0.0,0.006601794,0.018258397,1.0,1.0
4x4,0.0,0.0,6.285206752000001,5.276344326,0.0,4.035353906,1.24099042,10.784861729,2.481929712,0.0,1.24099042,2.017657872,0.0,1.008861521,1.24099042,2.481929712,11.016994483000001,0.0,0.0,0.0,4.731775112999999,1.008861521,0.0,0.0,1.008861521,4.499587584,1.008861521,7.526146044000001,2.017657872,0.0,0.0,1.24099042,11.016994483000001,2.249851941,0.0,0.0,0.0,12.257867316,2.249851941,0.0,31.02580095,1.24099042,4.499587584,2.249851941,0.0,0.0,4.035353906,7.061948137,2.481929712,19.089055935,0.0,0.0,1.008861521,9.311673636999998,1.008861521,13.65210425,2.017657872,17.302389698,0.0,0.0,2.017657872,4.499587584,2.481929712,14.660965771,2.017657872,1.24099042,1.008861521,0.0,0.0,0.0,4.731775112999999,2.249851941,0.0,0.0,12.257867316,0.0,0.0,40.95657223,2.249851941,15.516467796999999,0.0,0.0,0.0,0.0,0.0,1.24099042,2.481929712,2.249851941,7.44578458,1.24099042,0.0,10.319585563999999,0.0,13.185119912000001,3.026521292,0.0,1.008861521,4.731775112999999,1.24099042,2.481929712,1.24099042,1.008861521,0.0,0.0,0.0,0.0,0.0,2.017657872,0.0,9.463442451999999,0.0,1.008861521,65.77286335,0.0,17.3805635,1.24099042,0.0,0.0,0.0,3.026521292,5.044216332,17.37384295,0.0,0.0,0.0,6.749434883999999,1.24099042,0.0,0.0,0.0,1.24099042,1.24099042,1.008861521,0.0,31.02580095,0.0,0.050794884,0.024532446,0.027443735,0.0,0.024115643,2.080704195,0.0,0.015018919,0.0,0.10977091500000001,0.0,0.213835962,0.0,0.011446929,0.035022658,0.293093712,0.041091738,0.027203994000000002,0.031966225,1.0,1.0
5x5,0.0,0.0,0.0,15.1398688,2.412634655,0.630872464,0.0,3.15441617,1.261778128,0.0,6.198028378,1.781762191,0.630872464,0.0,0.0,2.523546441,4.416266187,0.630872464,0.630872464,0.0,3.15441617,2.412634655,0.630872464,0.0,3.15441617,13.87989957,2.412634655,4.416266187,0.0,0.630872464,0.0,0.0,16.180997391,0.630872464,0.0,0.0,0.630872464,1.261778128,0.0,0.630872464,33.84977672,0.630872464,1.261778128,0.0,0.0,0.0,1.892677383,4.9361783610000005,1.261778128,39.74740914,0.0,1.781762191,0.0,13.87989957,0.630872464,51.67444883,9.46405467,15.1398688,0.0,0.630872464,3.15441617,5.567071339,1.892677383,11.98673564,3.785309148,1.781762191,0.0,0.630872464,0.630872464,0.0,7.126995139,3.674439574,0.630872464,0.630872464,3.043540319,0.0,0.0,38.896916396,0.630872464,5.567071339,0.0,0.630872464,9.352337986,1.261778128,0.0,0.0,2.412634655,4.825193489,7.126995139,0.630872464,2.523546441,8.090628197,0.0,12.395825818,6.086961802,8.388773267,2.523546441,0.630872464,4.305308632,0.630872464,1.261778128,2.523546441,2.412634655,0.0,0.630872464,0.0,0.0,0.0,3.15441617,10.503223352000001,1.892677383,3.674439574,99.78595144,0.0,3.785309148,0.0,0.0,1.781762191,0.0,3.785309148,3.785309148,5.975994802000001,0.630872464,0.0,0.0,11.245816861,0.0,0.0,0.0,1.781762191,2.523546441,0.0,0.0,0.0,58.79983697,0.0,0.090758914,0.020996375,0.057844244,0.0,0.062355816,2.199779119,0.146045869,0.0,0.0,0.12873133,0.0,0.837526538,0.0,0.181850593,0.004172908,0.302624093,0.0,0.007626545,0.018325221,1.0,1.0
6x6,0.0,0.0,0.0,16.447465982,0.630872464,2.592292429,0.653826704,3.8082428740000003,1.915604832,0.0,5.070092891,0.653826704,1.284699168,0.0,0.0,3.831143623,8.992872679,1.284699168,1.284699168,1.307597182,3.8082428740000003,2.592292429,0.630872464,1.961419965,3.8082428740000003,13.87989957,0.630872464,7.685303984,0.0,0.630872464,0.0,0.0,19.809583093,0.630872464,0.0,0.0,0.630872464,1.915604832,0.0,0.630872464,22.8836116,0.630872464,1.915604832,0.653826704,0.0,0.0,1.892677383,3.8082428740000003,3.87704199,39.74740914,0.0,0.0,0.0,13.87989957,0.630872464,26.80353394,9.46405467,19.716475292,0.0,0.630872464,3.8082428740000003,7.708197655,3.854097348,11.98673564,3.785309148,0.653826704,0.0,1.284699168,0.630872464,0.0,3.269037797,4.507941245,1.284699168,0.630872464,2.56937531,0.653826704,0.0,28.582927086,1.284699168,4.439135852,0.0,5.207478956,7.570575795,1.261778128,0.653826704,0.0,1.9384696460000002,1.261778128,9.806871811,1.9384696460000002,2.523546441,8.924129868,0.0,11.447674319,3.831143623,1.261778128,3.1773731450000002,12.398200004,2.523546441,0.630872464,1.261778128,2.523546441,1.9384696460000002,0.653826704,0.630872464,0.0,0.0,0.653826704,10.346417233,14.131809054000001,3.200274565,2.546504087,33.9945167,0.0,5.746729113,0.0,0.0,0.0,0.0,4.439135852,3.785309148,7.8228735270000005,0.630872464,0.0,0.0,11.425474634999999,0.653826704,2.615263862,1.307597182,0.0,3.831143623,0.0,2.615263862,0.0,38.57309339,0.014628133,0.037680363,0.0,0.041068771000000004,0.0,0.033577389,1.553289152,0.029020436,0.0,0.0,0.10257468,0.0,0.779865515,0.0,0.156430631,0.0,0.289555387,0.0,0.0,0.032624227,1.0,1.0
7x7,0.0,0.0,8.205343522,20.610102987,0.630872464,3.365953253,0.0,5.889496959000001,1.261778128,8.205343522,4.416266187,2.735080789,0.630872464,0.0,0.0,2.523546441,4.416266187,6.101106651,0.630872464,0.0,3.15441617,0.630872464,0.630872464,0.0,3.15441617,13.87989957,0.630872464,4.416266187,0.0,0.630872464,0.0,0.0,12.61758203,6.101106651,0.0,0.0,0.630872464,1.261778128,0.0,0.630872464,21.88231712,3.365953253,3.996858917,0.0,0.0,0.0,1.892677383,3.15441617,6.732012315,50.687290180000005,0.0,2.735080789,0.0,16.614980359,0.630872464,35.55947916,9.46405467,17.874949589,0.0,0.630872464,3.15441617,11.99065267,1.892677383,20.192079162,3.785309148,2.735080789,0.0,3.365953253,0.630872464,2.735080789,8.205343522,1.892677383,0.630872464,0.630872464,14.937517818,0.0,0.0,43.338765536000004,0.630872464,3.785309148,0.0,0.630872464,10.305656584,1.261778128,0.0,2.735080789,0.630872464,3.996858917,2.735080789,0.630872464,2.523546441,6.308866006,0.0,22.508150147000002,2.523546441,1.261778128,2.523546441,0.630872464,2.523546441,0.630872464,1.261778128,2.523546441,0.630872464,0.0,3.365953253,0.0,0.0,0.0,3.15441617,9.67488878,1.892677383,1.892677383,76.58897239,0.0,3.785309148,0.0,0.0,0.0,0.0,3.785309148,6.520389937,8.836215986,0.630872464,0.0,0.0,20.40393571,0.0,0.0,0.0,0.0,2.523546441,2.735080789,0.0,0.0,27.35306412,0.0,0.010925526000000001,0.0,0.058253208,0.0,0.029032284,1.348172513,0.184019895,0.091746982,0.0,0.105124625,0.0,1.475974486,0.0,0.0727907,0.0,0.289555387,0.0,0.0,0.018325221,1.0,1.0
8x8,0.0,2.084324048,0.0,15.1398688,0.630872464,0.630872464,0.0,7.32298138,1.261778128,0.0,6.500590235,0.0,0.630872464,0.0,2.084324048,2.523546441,6.500590235,0.630872464,0.630872464,2.084324048,5.238740218,0.630872464,0.630872464,0.0,3.15441617,13.87989957,0.630872464,4.416266187,0.0,0.630872464,0.0,0.0,12.61758203,2.715196512,0.0,0.0,0.630872464,1.261778128,0.0,0.630872464,10.42089135,0.630872464,1.261778128,2.084324048,0.0,0.0,3.977001431,5.238740218,1.261778128,52.25257742,0.0,0.0,0.0,18.04846478,0.630872464,22.92764739,9.46405467,17.224192848,0.0,0.630872464,3.15441617,5.8696331960000006,3.977001431,11.98673564,5.8696331960000006,0.0,0.0,0.630872464,0.630872464,0.0,12.50516828,1.892677383,0.630872464,0.630872464,1.261778128,0.0,0.0,27.974787066,2.715196512,3.785309148,0.0,0.630872464,7.570575795,1.261778128,0.0,0.0,6.883744247,1.261778128,4.16856521,0.630872464,2.523546441,6.308866006,0.0,13.000975666999999,2.523546441,1.261778128,4.607870489,0.630872464,2.523546441,0.630872464,3.346102176,2.523546441,0.630872464,0.0,0.630872464,0.0,0.0,0.0,3.15441617,9.024132039000001,1.892677383,1.892677383,83.37232172,0.0,3.785309148,0.0,0.0,0.0,2.084324048,3.785309148,3.785309148,2.715196512,0.630872464,0.0,0.0,9.46405467,2.084324048,0.0,0.0,4.16856521,2.523546441,2.084324048,0.0,0.0,25.01357257,0.0,0.000727536,0.0,0.046704944,0.0,0.0,0.867583378,0.0,0.0,0.0,0.087301532,0.0,0.883411887,0.093054962,0.091864415,0.004065165,0.289555387,0.0,0.0,0.018325221,1.0,1.0
9x9,0.0,0.0,1.24099042,16.38085922,0.630872464,0.630872464,1.24099042,6.8773297620000005,3.74370784,0.0,5.657256607,0.0,0.630872464,0.0,1.24099042,5.005476153,9.380161342000001,0.630872464,0.630872464,0.0,6.8773297620000005,0.630872464,0.630872464,0.0,3.15441617,16.361829282,0.630872464,6.898195898999999,0.0,0.630872464,0.0,1.24099042,17.581477185,1.871862884,0.0,0.0,0.630872464,7.466546116,1.24099042,0.630872464,31.02580095,1.871862884,3.74370784,1.24099042,0.0,0.0,1.892677383,3.15441617,3.74370784,44.711304295000005,0.0,0.0,0.0,15.120889989999998,0.630872464,13.65210425,9.46405467,21.344636788000003,0.0,0.630872464,3.15441617,6.26723886,4.374607095,25.63883989,3.785309148,1.24099042,0.0,0.630872464,0.630872464,0.0,3.722913592,3.133667803,0.630872464,0.630872464,7.466546116,0.0,0.0,46.003711906,1.871862884,11.231093728,0.0,0.630872464,7.570575795,1.261778128,0.0,1.24099042,3.1128021759999998,2.5027685479999997,7.44578458,1.871862884,2.523546441,7.549856426,0.0,19.999872497,2.523546441,1.261778128,2.523546441,4.353786056,3.764536861,3.1128021759999998,2.5027685479999997,2.523546441,0.630872464,0.0,0.630872464,0.0,0.0,0.0,3.15441617,14.385592571,1.892677383,1.892677383,65.77286335,0.0,5.026299568,1.24099042,0.0,0.0,0.0,3.785309148,3.785309148,18.004715414,0.630872464,0.0,0.0,13.186968261999999,1.24099042,0.0,0.0,0.0,3.764536861,1.24099042,0.0,0.0,31.02580095,0.0,0.028246864,0.022148275,0.050137654000000004,0.0,0.024115643,2.080704195,0.0,0.000573232,0.0,0.099530822,0.0,0.277295572,0.0,0.084237629,0.018213381,0.289555387,0.041091738,0.0206022,0.032033049,1.0,1.0
